寺廟	temple	寺廟	temple	N	
誤導	zavajanje	誤導	zavajanje	V	N;NOM;NEUT;SG
誤導	zavajajoče	誤導	zavajajoč	V	ADJ;NOM;FEM;PL;V.PTCP
誤導	zgrešeno	誤導	zgrešeno	V	ADJ;NOM;NEUT;SG;V.PTCP
比丘	picchu	比丘	picch	PROPN	N;DAT;MASC;SG
腎	ledvična	腎	ledvičen	N	ADJ;NOM;FEM;SG
波恩	bonnu	波恩	bonen	PROPN	N;DAT;MASC;SG
觸發	sprožilec	觸發	sprožilec	V	N;NOM;MASC;SG
觸發	sprožen	觸發	sprožen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
未婚	neporočena	未婚	neporočen	V	ADJ;NOM;FEM;SG
美式	ameriške	美式	ameriški	N	ADJ;NOM;FEM;PL
美式	ameriško	美式	ameriški	N	ADJ;NOM;NEUT;SG
美式	ameriški	美式	ameriški	N	ADJ;NOM;DEF;MASC;SG
美式	ameriška	美式	ameriški	N	ADJ;NOM;FEM;SG
大膽	drzno	大膽	drzno	N	ADV
大膽	drzen	大膽	drzen	N	ADJ;NOM;INDF;MASC;SG
大膽	drzna	大膽	drzno	N	ADJ;NOM;FEM;SG
大膽	drzni	大膽	drzen	N	ADJ;NOM;DEF;MASC;SG
感知	dojemajo	感知	dojemati	N	V;IPFV;IND;PL;3;PRS;FIN
違規	kršitev	違規	kršitev	V	N;NOM;FEM;SG
違規	kršitev	違規	kršitev	V	N;NOM;FEM;SG
違規	vdor	違規	vdor	V	N;NOM;MASC;SG
關節	skupno	關節	skupen	N	ADJ;NOM;NEUT;SG
占卜	vedeževanje	占卜	vedeževanje	V	N;NOM;NEUT;SG
侵蝕	erozije	侵蝕	erozija	V	N;NOM;FEM;PL
後勤	logistične	後勤	logističen	N	ADJ;NOM;FEM;PL
後勤	logistično	後勤	logističen	N	ADV
後勤	logistično	後勤	logističen	N	ADV
固體	trdna	固體	trden	N	ADJ;NOM;FEM;SG
固體	trdni	固體	trden	N	ADJ;NOM;MASC;PL
固體	trdne	固體	trden	N	ADJ;NOM;FEM;PL
固體	trden	固體	trden	N	ADJ;NOM;INDF;MASC;SG
固體	trdno	固體	trdno	N	ADV
寄宿	stanovanjske	寄宿	stanovanjski	N	ADJ;NOM;FEM;PL
寄宿	stanovanjska	寄宿	stanovanjski	N	ADJ;NOM;FEM;SG
寄宿	stanovanjsko	寄宿	stanovanjski	N	ADJ;NOM;NEUT;SG
寄宿	stanovanjskih	寄宿	stanovanjski	N	ADJ;GEN;MASC;PL
寄宿	stanovanjski	寄宿	stanovanjski	N	ADJ;NOM;MASC;PL
芝麻	sezamovo	芝麻	sezamov	N	ADJ;NOM;NEUT;SG
訂單	red	訂單	red	V	N;NOM;MASC;SG
訂單	naročilo	訂單	naročiti	V	N;NOM;NEUT;SG
訂單	ukazi	訂單	ukaz	V	N;NOM;MASC;PL
訂單	ukaz	訂單	ukaz	V	N;NOM;MASC;SG
日內瓦	ženevi	日內瓦	ženeva	PROPN	N;NOM;FEM;SG
梅森	masona	梅森	mason	PROPN	N;NOM;FEM;SG
梅森	mason	梅森	mason	PROPN	PROPN;NOM;MASC;SG
西邊	zahodna	西邊	zahoden	N	ADJ;NOM;FEM;SG
西邊	zahodno	西邊	zahodno	N	ADV
滑行	drsne	滑行	drsen	N	ADJ;NOM;FEM;PL
出國	tujino	出國	tujina	V	N;ACC;FEM;SG
出國	tujini	出國	tujina	V	N;DAT;FEM;SG
耐心	potrpljenje	耐心	potrpljenje	ADJ	N;NOM;NEUT;SG
耐心	potrpežljivost	耐心	potrpežljivost	ADJ	N;NOM;FEM;SG
紡織	tekstilna	紡織	tekstilen	N	ADJ;NOM;FEM;SG
紡織	tekstilnih	紡織	tekstilen	N	ADJ;GEN;MASC;PL
紡織	tekstilni	紡織	tekstilen	N	ADJ;NOM;MASC;SG
潛水	potapljanje	潛水	potapljanje	V	N;NOM;NEUT;SG
潛水	potapljanje	潛水	potapljanje	V	N;NOM;NEUT;SG
潛水	potop	潛水	potop	V	N;NOM;MASC;SG
合法	legitimnost	合法	legitimnost	V	N;NOM;FEM;SG
合法	zakonitosti	合法	zakonitost	V	N;GEN;FEM;SG
合法	zakonitost	合法	zakonitost	V	N;NOM;FEM;SG
合法	zakonitosti	合法	zakonitost	V	N;GEN;FEM;SG
合法	zakonitost	合法	zakonitost	V	N;NOM;FEM;SG
竇	dog	竇	dog	PROPN	
竇	pasja	竇	pasja	PROPN	ADJ;NOM;FEM;SG
竇	kuža	竇	kuža	PROPN	N;NOM;MASC;SG
竇	pasji	竇	pasja	PROPN	ADJ;NOM;MASC;SG
竇	pes	竇	pes	PROPN	N;NOM;MASC;SG
竇	dou	竇	dou	PROPN	N;NOM;MASC;SG
同源	homologne	同源	homologna	N	ADJ;NOM;FEM;PL
吸引	privlačnost	吸引	privlačnost	V	N;NOM;FEM;SG
吸引	zanimivost	吸引	zanimivost	V	N;NOM;FEM;SG
吸引	atrakcija	吸引	atrakcija	V	N;NOM;FEM;SG
吸引	privlačnosti	吸引	privlačnost	V	N;GEN;FEM;SG
吸引	privlačnost	吸引	privlačnost	V	N;NOM;FEM;SG
吸引	privlačna	吸引	privlačen	V	ADJ;NOM;FEM;SG
吸引	privlačno	吸引	privlačen	V	ADV
吸引	privlačne	吸引	privlačen	V	ADJ;NOM;FEM;PL
吸引	privlačni	吸引	privlačen	V	ADJ;NOM;MASC;PL
吸引	privlačen	吸引	privlačen	V	ADJ;NOM;INDF;MASC;SG
哭	jok	哭	jok	V	N;NOM;MASC;SG
哭	joči	哭	joč	V	N;NOM;MASC;SG
哭	jok	哭	jok	V	N;NOM;MASC;SG
口服	ustno	口服	ustno	N	ADV
口服	peroralno	口服	peroralen	N	ADV
口服	ustni	口服	usten	N	ADJ;NOM;DEF;MASC;SG
三	trizob	三	trizoba	NUM	N;NOM;MASC;SG
仰光	yangon	仰光	yangon	PROPN	N;NOM;MASC;SG
豁免	oprostitev	豁免	oprostitev		N;NOM;FEM;SG
豁免	izjema	豁免	izjema		N;NOM;FEM;SG
豁免	izjeme	豁免	izjema		N;NOM;FEM;PL
豁免	imunost	豁免	imunost		N;NOM;FEM;SG
豁免	odpornost	豁免	odpornost		N;NOM;FEM;SG
豁免	imuniteto	豁免	imuniteta		N;ACC;FEM;SG
豁免	oprostitve	豁免	oprostitev		N;NOM;FEM;PL
豁免	izjeme	豁免	izjema		N;NOM;FEM;PL
豁免	imunitete	豁免	imuniteta		N;NOM;FEM;PL
南昌	nanchang	南昌	nanchang	PROPN	ADJ;NOM;INDF;MASC;SG;V.PTCP
反	asw	反	asw	V	N;NOM;MASC;SG
推斷	ekstrapolacijo	推斷	ekstrapolacija	V	N;ACC;FEM;SG
暹羅	siamska	暹羅	siamski	PROPN	ADJ;NOM;FEM;SG
暹羅	siam	暹羅	siam	PROPN	N;NOM;MASC;SG
刪去	izbris	刪去	izbris	V	N;NOM;MASC;SG
刪去	brisanje	刪去	brisanje	V	N;NOM;NEUT;SG
礦物	mineralnih	礦物	mineralen	N	ADJ;GEN;MASC;PL
礦物	mineralno	礦物	mineralen	N	ADJ;NOM;NEUT;SG
加深	poglobitev	加深	poglobitev	V	N;NOM;FEM;SG
加深	poglobitev	加深	poglobitev	V	N;NOM;FEM;SG
芳香	aromatski	芳香	aromatski	N	ADJ;NOM;MASC;SG
芳香	aromatskih	芳香	aromatski	N	ADJ;GEN;MASC;PL
明文	izrecno	明文	izrecno	N	ADV
服務	storitve	服務	storitev	V	N;NOM;FEM;PL
守衛	straža	守衛	straž	V	N;NOM;FEM;SG
守衛	čuvaji	守衛	čuvaj	V	N;NOM;MASC;PL
守衛	pazniki	守衛	paznik	V	N;NOM;MASC;PL
守衛	stražarji	守衛	stražar	V	N;NOM;MASC;PL
守衛	stražar	守衛	stražar	V	N;NOM;MASC;SG
守衛	straža	守衛	straž	V	N;NOM;FEM;SG
守衛	čuvaj	守衛	čuvaj	V	N;NOM;MASC;SG
守衛	garda	守衛	garda	V	N;NOM;FEM;SG
倫理	etične	倫理	etičen	N	ADJ;NOM;FEM;PL
倫理	etična	倫理	etičen	N	ADJ;NOM;FEM;SG
倫理	etično	倫理	etično	N	ADJ;NOM;NEUT;SG
倫理	etični	倫理	etičen	N	ADJ;NOM;MASC;SG
倫理	etičnih	倫理	etičen	N	ADJ;GEN;MASC;PL
倫理	etična	倫理	etičen	N	ADJ;NOM;FEM;SG
一	scena	一	scena	NUM	N;NOM;FEM;SG
一	prizor	一	prizor	NUM	N;NOM;MASC;SG
一	prizorišče	一	prizorišče	NUM	N;NOM;NEUT;SG
一	sceno	一	scena	NUM	N;ACC;FEM;SG
摸	dotik	摸	dotik	V	N;NOM;MASC;SG
投放	dostavo	投放	dostava	V	N;ACC;FEM;SG
投放	dobava	投放	dobava	V	N;NOM;FEM;SG
投放	dostava	投放	dostava	V	N;NOM;FEM;SG
憲政	ustavne	憲政	ustaven	N	ADJ;NOM;FEM;PL
憲政	ustavno	憲政	ustaven	N	ADJ;NOM;NEUT;SG
憲政	ustavna	憲政	ustaven	N	ADJ;NOM;FEM;SG
瀋陽	šenjang	瀋陽	šenjang	PROPN	PROPN;NOM;MASC;SG
艾瑪	ema	艾瑪	ema	PROPN	PROPN;NOM;FEM;SG
艾瑪	emma	艾瑪	emma	PROPN	PROPN;NOM;FEM;SG
類比	analogni	類比	analogen	N	ADJ;NOM;MASC;SG
類比	analogno	類比	analogno	N	ADV
對照	nasprotje	對照	nasprotje		N;NOM;NEUT;SG
膨脹	razširitev	膨脹	razširitev	V	N;NOM;FEM;SG
膨脹	širjenje	膨脹	širjenje	V	N;NOM;NEUT;SG
膨脹	širitev	膨脹	širitev	V	N;NOM;FEM;SG
良心	vesti	良心	vesti	N	V;IPFV;NFIN
招標	ponudba	招標	ponudba	V	N;NOM;FEM;SG
招標	nagovarjanje	招標	nagovarjanje	V	N;NOM;NEUT;SG
傳道	pridigati	傳道	pridigati	N	V;IPFV;NFIN
波羅	baltskem	波羅	baltski	PROPN	ADJ;DAT;MASC;SG
花生	arašidovo	花生	arašidov	N	ADJ;NOM;NEUT;SG
削減	rezanje	削減	rezanje	V	N;NOM;NEUT;SG
削減	rez	削減	rez	V	N;NOM;MASC;SG
削減	rezi	削減	reza	V	N;NOM;MASC;PL
削減	kosi	削減	kosa	V	N;NOM;MASC;PL
視察	inšpekcije	視察	inšpekcija	V	N;NOM;FEM;PL
視察	inšpekcija	視察	inšpekcija	V	N;NOM;FEM;SG
里根	reagan	里根	reagan	PROPN	N;NOM;MASC;SG
殘酷	kruto	殘酷	krut	ADJ	ADV
殘酷	krutost	殘酷	krutost	ADJ	N;NOM;FEM;SG
殘酷	krutosti	殘酷	krutost	ADJ	N;GEN;FEM;SG
殘酷	brutalno	殘酷	brutalno	ADJ	ADV
單身	enotnega	單身	enoten	N	ADJ;GEN;NEUT;SG
單身	samski	單身	samski	N	ADJ;NOM;MASC;PL
單身	samska	單身	samski	N	ADJ;NOM;FEM;SG
大	narave	大	narava	ADJ	N;NOM;FEM;PL
大	narava	大	narava	ADJ	N;NOM;FEM;SG
九	nine	九	nini	NUM	
雇用	najem	雇用	najem	V	N;NOM;MASC;SG
雇用	najem	雇用	najem	V	N;NOM;MASC;SG
悲傷	žalosten	悲傷	žalosten	N	ADJ;NOM;INDF;MASC;SG
悲傷	žalostna	悲傷	žalosten	N	ADJ;NOM;FEM;SG
悲傷	žalostno	悲傷	žalosten	N	ADJ;NOM;NEUT;SG
沒收	zaplembo	沒收	zaplemba	V	N;ACC;FEM;SG
粉紅	rožnata	粉紅	rožnat	N	ADJ;NOM;FEM;SG
粉紅	rožnate	粉紅	rožnat	N	ADJ;NOM;FEM;PL
粉紅	rožnati	粉紅	rožnat	N	ADJ;NOM;MASC;PL
粉紅	rožnato	粉紅	rožnato	N	ADJ;NOM;NEUT;SG
反向	obrnjeno	反向	obrnjen	N	ADJ;NOM;NEUT;SG;V.PTCP
反向	povratne	反向	povraten	N	ADJ;NOM;FEM;PL
反向	vzvratno	反向	vzvraten	N	ADV
北九	germplasm	北九	germplasm	PROPN	N;NOM;MASC;SG
原油	surovo	原油	surovo	N	ADV
原油	surova	原油	surov	N	ADJ;NOM;FEM;SG
浴	kopalnih	浴	kopalen	N	ADJ;GEN;MASC;PL
感恩	hvaležnost	感恩	hvaležnost		N;NOM;FEM;SG
感恩	hvaležnosti	感恩	hvaležnost		N;GEN;FEM;SG
感恩	hvaležen	感恩	hvaležen		ADJ;NOM;INDF;MASC;SG
感恩	hvaležna	感恩	hvaležen		ADJ;NOM;FEM;SG
感恩	hvaležni	感恩	hvaležen		ADJ;NOM;MASC;PL
感恩	hvaležen	感恩	hvaležen		ADJ;NOM;INDF;MASC;SG
感恩	hvaležna	感恩	hvaležen		ADJ;NOM;FEM;SG
感恩	hvaležni	感恩	hvaležen		ADJ;NOM;MASC;PL
生氣	jezna	生氣	jezen	N	ADJ;NOM;FEM;SG
生氣	jezen	生氣	jezen	N	ADJ;NOM;INDF;MASC;SG
生氣	jezni	生氣	jezen	N	ADJ;NOM;MASC;PL
生氣	jezno	生氣	jezno	N	ADV
星期	nedeljsko	星期	nedeljsko	N	ADJ;NOM;NEUT;SG
星期	nedeljski	星期	nedeljski	N	ADJ;NOM;MASC;SG
平滑	gladka	平滑	gladko	N	ADJ;NOM;FEM;SG
平滑	gladek	平滑	gladek	N	ADJ;NOM;INDF;MASC;SG
平滑	gladko	平滑	gladko	N	ADV
加速	pospeševalnik	加速	pospeševalnik	V	N;NOM;MASC;SG
穆爾	moore	穆爾	mora	PROPN	N;NOM;MASC;SG
薄弱	slabost	薄弱	slabost	ADJ	N;NOM;FEM;SG
薄弱	šibkost	薄弱	šibkost	ADJ	N;NOM;FEM;SG
謊言	lažejo	謊言	laheti	N	V;IPFV;IND;PL;3;PRS;FIN
宙斯	zevs	宙斯	zevs	PROPN	N;NOM;MASC;SG
宙斯	zeus	宙斯	zeus	PROPN	N;NOM;MASC;SG
填充	polnilo	填充	polniti	V	N;NOM;NEUT;SG
填充	polnjenje	填充	polnjenje	V	N;NOM;NEUT;SG
填充	nadev	填充	nadeva	V	N;NOM;MASC;SG
水分	vlaga	水分	vlaga	N	V;IPFV;IND;SG;3;PRS;FIN
縫	šivati	縫	šivati	N	V;IPFV;NFIN
高	polimer	高	polimer	PART	N;NOM;MASC;SG
反省	razmislek	反省	razmislek	V	N;NOM;MASC;SG
反省	odsev	反省	odsev	V	N;NOM;MASC;SG
反省	premislek	反省	premislek	V	N;NOM;MASC;SG
淋巴	limfni	淋巴	limfen	N	ADJ;NOM;MASC;SG
淋巴	limfatičnega	淋巴	limfatičen	N	ADJ;GEN;NEUT;SG
燈光	svetlo	燈光	svetlo	N	ADV
燈光	lahka	燈光	lahek	N	ADJ;NOM;FEM;SG
瑪利亞	marijo	瑪利亞	marija	PROPN	N;ACC;FEM;SG
瑪利亞	marija	瑪利亞	marija	PROPN	N;NOM;FEM;SG
瑪利亞	maria	瑪利亞	maria	PROPN	N;NOM;FEM;SG
抗衡	protiutež	抗衡	protiutež	V	N;NOM;MASC;SG
太陽	sončna	太陽	sončen	N	ADJ;NOM;FEM;SG
太陽	sončni	太陽	sončen	N	ADJ;NOM;MASC;SG
太陽	sončne	太陽	sončen	N	ADJ;NOM;FEM;PL
太陽	sončno	太陽	sončno	N	ADJ;NOM;NEUT;SG
反對	nasprotovanje	反對	nasprotovanje	V	N;NOM;NEUT;SG
反對	nasprotovanja	反對	nasprotovanje	V	N;GEN;NEUT;SG
反對	opozicija	反對	opozicija	V	N;NOM;FEM;SG
反對	opozicije	反對	opozicija	V	N;NOM;FEM;PL
激發	inspire	激發	inspira	V	N;NOM;FEM;SG
激發	vzbujanje	激發	vzbujanje	V	N;NOM;NEUT;SG
禁忌	prepovedano	禁忌	prepovedan	N	ADJ;NOM;NEUT;SG;V.PTCP
禁忌	prepovedan	禁忌	prepovedan	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
禁忌	prepovedani	禁忌	prepovedan	N	ADJ;NOM;MASC;PL;V.PTCP
禁忌	prepovedana	禁忌	prepovedan	N	ADJ;NOM;FEM;SG;V.PTCP
榮耀	slavi	榮耀	slaviti	N	V;IPFV;IND;SG;3;PRS;FIN
偽裝	preobleki	偽裝	preoblek	V	N;NOM;MASC;SG
偽裝	kamuflaža	偽裝	kamuflaž	V	N;NOM;MASC;SG
偽裝	preobleke	偽裝	preoblek	V	N;NOM;FEM;PL
鳩	golob	鳩	golob	PROPN	N;NOM;MASC;SG
鳩	golobica	鳩	golobica	PROPN	N;NOM;FEM;SG
叛軍	uporniško	叛軍	uporniški	N	ADV
叛軍	uporniški	叛軍	uporniški	N	ADJ;NOM;MASC;SG
家園	domovinska	家園	domovinski	N	ADJ;NOM;FEM;SG
波動	hlapnih	波動	hlapen	N	ADJ;GEN;MASC;PL
繡	vezenih	繡	vezen	N	ADJ;GEN;MASC;PL;V.PTCP
匹茲堡	pittsburgh	匹茲堡	pittsburg	PROPN	N;ESS;MASC;PL
笨	neumno	笨	neumen	PART	ADJ;NOM;NEUT;SG
笨	neumna	笨	neumen	PART	ADJ;NOM;FEM;SG
笨	neumen	笨	neumen	PART	ADJ;NOM;INDF;MASC;SG
少	manj	少	manj	ADJ	DET
康復	celjenje	康復	celjenje	V	N;NOM;NEUT;SG
康復	rehabilitacija	康復	rehabilitacija	V	N;NOM;FEM;SG
康復	rehabilitacije	康復	rehabilitacija	V	N;GEN;FEM;SG
康復	rehabilitacijo	康復	rehabilitacija	V	N;ACC;FEM;SG
康復	predelava	康復	predelava	V	N;NOM;FEM;SG
康復	okrevanje	康復	okrevanje	V	N;NOM;NEUT;SG
康復	vračilo	康復	vračilo	V	N;NOM;NEUT;SG
布希	bush	布希	bush	PROPN	N;NOM;MASC;SG
布希	grmovje	布希	grmovje	PROPN	N;NOM;NEUT;SG
布希	grm	布希	grm	PROPN	N;NOM;MASC;SG
欺騙	goljufija	欺騙	goljufija	V	N;NOM;FEM;SG
欺騙	prevara	欺騙	prevara	V	N;NOM;FEM;SG
欺騙	zavajanje	欺騙	zavajanje	V	N;NOM;NEUT;SG
磁性	magnetno	磁性	magneten	N	ADJ;NOM;NEUT;SG
磁性	magnetni	磁性	magneten	N	ADJ;NOM;MASC;SG
磁性	magnetna	磁性	magneten	N	ADJ;NOM;FEM;SG
內政	notranja	內政	notranji	N	ADJ;NOM;FEM;SG
內政	notranje	內政	notranji	N	ADJ;NOM;FEM;PL
內政	notranji	內政	notranji	N	ADJ;NOM;DEF;MASC;SG
造訪	obisk	造訪	obisk	V	N;NOM;MASC;SG
炸藥	eksplozivne	炸藥	eksploziven	N	ADJ;NOM;FEM;PL
炸藥	razstrelivo	炸藥	razstrelivo	N	V;PFV;NEUT;SG;V.PTCP
炸藥	eksplozivno	炸藥	eksploziven	N	ADV
炸藥	razstreliva	炸藥	razstrelivo	N	V;PFV;FEM;SG;V.PTCP
炸藥	eksploziva	炸藥	eksploziva	N	ADJ;NOM;NEUT;SG
炸藥	eksplozivi	炸藥	eksploziv	N	ADJ;NOM;MASC;PL
炸藥	razstrelivo	炸藥	razstrelivo	N	V;PFV;NEUT;SG;V.PTCP
皮革	usnje	皮革	usnji	N	
古人	starodavni	古人	starodaven	N	ADJ;NOM;MASC;SG
古人	starodavne	古人	starodaven	N	ADJ;NOM;FEM;PL
親戚	relativna	親戚	relativen	N	ADJ;NOM;FEM;SG
親戚	relativno	親戚	relativno	N	ADV
結晶	kristalizacija	結晶	kristalizacija	V	N;NOM;FEM;SG
橢	ovalne	橢	ovalen	PART	ADJ;NOM;FEM;PL
追查	sledenje	追查	sledenje	V	N;NOM;NEUT;SG
疑慮	dvom	疑慮	dvom	V	N;NOM;MASC;SG
疑慮	dvomi	疑慮	dvomiti	V	N;NOM;MASC;SG
疑慮	pomisleki	疑慮	pomislek	V	N;NOM;MASC;PL
疑慮	dvom	疑慮	dvom	V	N;NOM;MASC;SG
疑慮	dvome	疑慮	dvom	V	N;ACC;MASC;PL
疑慮	dvomi	疑慮	dvomiti	V	N;NOM;MASC;SG
疑慮	dvomov	疑慮	dvom	V	N;GEN;MASC;PL
上學	šole	上學	šola	V	N;NOM;FEM;PL
上學	šolo	上學	šola	V	N;ACC;FEM;SG
上學	šola	上學	šola	V	N;NOM;FEM;SG
窯	jedilni	窯	jedilen	N	ADJ;NOM;MASC;SG
正宗	verodostojna	正宗	verodostojen	N	ADJ;NOM;FEM;SG
正宗	pristen	正宗	pristen	N	ADJ;NOM;INDF;MASC;SG
正宗	pristno	正宗	pristen	N	ADV
正宗	verodostojno	正宗	verodostojen	N	ADJ;NOM;NEUT;SG
流血	krvavitve	流血	krvavitev	V	N;NOM;FEM;PL
流血	krvavitev	流血	krvavitev	V	N;NOM;FEM;SG
諾亞	noe	諾亞	noe	PROPN	PROPN;NOM;MASC;SG
諾亞	noah	諾亞	nog	PROPN	PROPN;NOM;MASC;SG
歸屬	dodeljevanje	歸屬	dodeljevanje	V	N;NOM;NEUT;SG
歸屬	dodelitev	歸屬	dodelitev	V	N;NOM;FEM;SG
感	zanima	感	zanimati	N	V;IPFV;IND;SG;3;PRS;FIN
感	zainteresirani	感	zainteresiran	N	ADJ;NOM;MASC;PL;V.PTCP
感	zainteresirana	感	zainteresiran	N	ADJ;NOM;FEM;SG;V.PTCP
感	zainteresirane	感	zainteresiran	N	ADJ;NOM;FEM;PL;V.PTCP
骨折	zlomljen	骨折	zlomljen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
骨折	zlomljeno	骨折	zlomljen	N	ADJ;NOM;NEUT;SG;V.PTCP
舉例	primeri	舉例	primer	V	N;NOM;MASC;PL
黏	lepljivo	黏	lepljiv	N	ADJ;NOM;NEUT;SG
黏	lepljiva	黏	lepljiv	N	ADJ;NOM;FEM;SG
牙買加	jamajke	牙買加	jamajka	PROPN	N;NOM;FEM;PL
主宰	prevladujejo	主宰	prevladovati	N	V;IPFV;IND;PL;3;PRS;FIN
迦太基	kartagini	迦太基	kartagina	PROPN	N;DAT;FEM;SG
渡假	dopust	渡假	dopust	V	N;NOM;MASC;SG
渡假	počitnice	渡假	počitnice	V	N;NOM;FEM;PL
渡假	oddih	渡假	oddih	V	N;NOM;MASC;SG
偏差	odkloni	偏差	odkloniti	N	V;PFV;IND;SG;3;PRS;FIN
驚訝	presenečen	驚訝	presenečen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
驚訝	presenečeni	驚訝	presenečen	N	ADJ;NOM;MASC;PL;V.PTCP
驚訝	presenečena	驚訝	presenečen	N	ADJ;NOM;FEM;SG;V.PTCP
幾內亞	gvineji	幾內亞	gvinej	PROPN	N;NOM;FEM;SG
幾內亞	gvineja	幾內亞	gvinej	PROPN	N;NOM;FEM;SG
幾內亞	gvinejo	幾內亞	gvineja	PROPN	N;ACC;FEM;SG
付款	izplačilo	付款	izplačilo	V	N;NOM;NEUT;SG
付款	plača	付款	plača	V	N;NOM;FEM;SG
付款	plačilo	付款	plačilo	V	N;NOM;NEUT;SG
付款	izplačila	付款	izplačilo	V	N;NOM;NEUT;PL
付款	izplačila	付款	izplačilo	V	N;NOM;NEUT;PL
付款	plačila	付款	plačilo	V	N;NOM;NEUT;PL
付款	plačilo	付款	plačilo	V	N;NOM;NEUT;SG
付款	izplačilo	付款	izplačilo	V	N;NOM;NEUT;SG
白	srebrn	白	srebrn	PROPN	ADJ;NOM;INDF;MASC;SG
白	srebro	白	srebro	PROPN	ADJ;NOM;NEUT;SG
白	srebrno	白	srebrno	PROPN	ADJ;NOM;NEUT;SG
白	srebrna	白	srebrn	PROPN	ADJ;NOM;FEM;SG
白	silver	白	silver	PROPN	N;NOM;MASC;SG
共生	simbioza	共生	simbioz	V	N;NOM;FEM;SG
厭惡	zgrožen	厭惡	zgrožen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
厭惡	gnus	厭惡	gnus	V	N;NOM;MASC;SG
厭惡	nenaklonjenost	厭惡	nenaklonjenost	V	N;NOM;FEM;SG
綠黨	zeleni	綠黨	zelen	N	ADJ;NOM;DEF;MASC;SG
無畏	neustrašen	無畏	neustrašen	V	ADJ;NOM;INDF;MASC;SG
無畏	neustrašni	無畏	neustrašen	V	ADJ;NOM;MASC;PL
缺口	vrzeli	缺口	vrzeti	N	V;IPFV;MASC;PL;V.PTCP
精華	bistva	精華	bistvo		N;GEN;NEUT;SG
精華	bistvo	精華	bistvo		N;NOM;NEUT;SG
刮	praska	刮	praska	N	V;IPFV;IND;SG;3;PRS;FIN
發起	pobudniki	發起	pobudnik	V	N;NOM;MASC;PL
發起	pobudnik	發起	pobudnik	V	N;NOM;MASC;SG
口語	spregovorila	口語	spregovoriti	N	V;PFV;FEM;SG;V.PTCP
口語	govoril	口語	govoriti	N	V;IPFV;MASC;SG;V.PTCP
代理	agencija	代理	agencija	V	N;NOM;FEM;SG
代理	zastopniki	代理	zastopnik	V	N;NOM;MASC;PL
代理	agentje	代理	agent	V	N;NOM;MASC;PL
代理	agenti	代理	agent	V	N;NOM;MASC;PL
代理	agentka	代理	agentka	V	N;NOM;FEM;SG
代理	zastopnik	代理	zastopnik	V	N;NOM;MASC;SG
代理	agent	代理	agent	V	N;NOM;MASC;SG
舒適	tolažba	舒適	tolažba	ADJ	N;NOM;FEM;SG
舒適	udobje	舒適	udobje	ADJ	N;NOM;NEUT;SG
舒適	potolaži	舒適	potolažiti	ADJ	V;PFV;IND;SG;3;PRS;FIN
舒適	udobno	舒適	udoben	ADJ	ADV
舒適	udobno	舒適	udoben	ADJ	ADV
舒適	udobno	舒適	udoben	ADJ	ADV
充電	polnjenje	充電	polnjenje	V	N;NOM;NEUT;SG
充電	polnim	充電	poln	V	ADJ;DAT;MASC;PL
充電	polnjenje	充電	polnjenje	V	N;NOM;NEUT;SG
飛翔	poletela	飛翔	poleteti	N	V;PFV;FEM;SG;V.PTCP
飛翔	leteti	飛翔	letet	N	V;IPFV;NFIN
飛翔	leteči	飛翔	leteč	N	ADJ;NOM;MASC;SG;V.PTCP
谷地	valley	谷地	valley	N	PROPN;NOM;MASC;SG
電纜	kabelski	電纜	kabelski	N	ADJ;NOM;MASC;SG
腐敗	pokvarjen	腐敗	pokvarjen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
腐敗	pokvarjeni	腐敗	pokvarjen	N	ADJ;NOM;MASC;PL;V.PTCP
腐敗	pokvarjeno	腐敗	pokvarjen	N	ADJ;NOM;NEUT;SG;V.PTCP
腐敗	pokvarjene	腐敗	pokvarjen	N	ADJ;NOM;FEM;PL;V.PTCP
少數	manjšina	少數	manjšina	ADJ	N;NOM;FEM;SG
少數	manjšino	少數	manjšina	ADJ	N;ACC;FEM;SG
少數	manjšine	少數	manjšina	ADJ	N;NOM;FEM;PL
少數	manjšine	少數	manjšina	ADJ	N;NOM;FEM;PL
無聊	dolgočasna	無聊	dolgočasen	V	ADJ;NOM;FEM;SG
無聊	dolgočasen	無聊	dolgočasen	V	ADJ;NOM;INDF;MASC;SG
無聊	dolgčas	無聊	dolgčas	V	ADV
無聊	dolgočasno	無聊	dolgočasen	V	ADJ;NOM;NEUT;SG
無聊	dolgčas	無聊	dolgčas	V	ADV
藉口	izgovori	藉口	izgovor		N;NOM;MASC;PL
造船	ladjedelnica	造船	ladjedelnica	V	N;NOM;FEM;SG
草甸	meadows	草甸	meadows	N	PROPN;NOM;MASC;SG
供給	oskrba	供給	oskrba	V	N;NOM;FEM;SG
供給	dobava	供給	dobava	V	N;NOM;FEM;SG
請願	peticije	請願	peticija	V	N;NOM;FEM;PL
請願	peticijo	請願	peticija	V	N;ACC;FEM;SG
請願	peticije	請願	peticija	V	N;NOM;FEM;PL
先天	prirojeno	先天	prirojen	N	ADJ;NOM;NEUT;SG
