الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
الاستراتيجي	strategice	إِسترَاتِيجِيّ	strategic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
الاستراتيجي	strategic	إِسترَاتِيجِيّ	strategic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الفواكه	fructul	فَاكِهَة	fruct	N;NOM;DEF;PL	N;DEF;MASC;SG
الفواكه	fructe	فَاكِهَة	fruct	N;NOM;DEF;PL	N;INDF;FEM;PL
الفواكه	fructele	فَاكِهَة	fruct	N;NOM;DEF;PL	N;DEF;FEM;PL
الفواكه	fruct	فَاكِهَة	fruct	N;NOM;DEF;PL	N;INDF;MASC;SG
الفواكه	fructe	فَاكِهَة	fruct	N;NOM;DEF;PL	N;INDF;FEM;PL
الفواكه	fructele	فَاكِهَة	fruct	N;NOM;DEF;PL	N;DEF;FEM;PL
مير	mir	مير	mir		
مير	mer	مير	mer		
تسوية	decontarea	تَسوِيَة	decontare	N;NOM;INDF;SG	N;DEF;FEM;SG
تسوية	decontare	تَسوِيَة	decontare	N;NOM;INDF;SG	N;INDF;FEM;SG
تسوية	așezare	تَسوِيَة	așezare	N;NOM;INDF;SG	N;INDF;FEM;SG
تسوية	compromisuri	تَسوِيَة	compromis	N;NOM;INDF;SG	N;INDF;FEM;PL
تسوية	compromisul	تَسوِيَة	compromis	N;NOM;INDF;SG	N;DEF;MASC;SG
الالكتروني	electronice	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
الالكتروني	electronică	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
الالكتروني	electronic	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الطبري	tabari	طِبرِيّ	tabar		
الاتحادي	federal	اِتِّحَادِيّ	federal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الاتحادي	federale	اِتِّحَادِيّ	federal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
الاتحادي	federală	اِتِّحَادِيّ	federal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
حراري	termice	حراري	termic	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
حراري	termică	حراري	termic	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
الكسندر	alexandru	أَلِكسَندر	alexandru		PROPN
الكسندر	alexander	أَلِكسَندر	alexander		PROPN
نشرة	buletinul	نَشرَة	buletin	N;NOM;INDF;SG	N;DEF;MASC;SG
قزوين	caspică	قَزوِين	caspică	N;NOM;INDF;SG	N;INDF;FEM;SG
العملي	practice	عَمَلِيّ	practica		
العملي	practică	عَمَلِيّ	practica		V;IND;SG;3;PST;FIN
العملي	practic	عَمَلِيّ	practic		ADV
قادرين	capabil	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	ADJ;INDF;MASC;SG
قادرين	capabili	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	V;IND;PL;2;IPFV;FIN
قادرين	capabila	قَادِر	capabilă	ADJ;NOM;INDF;MASC;PL	ADJ;DEF;FEM;SG
قادرين	capabilă	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	ADJ;INDF;FEM;SG
قادرين	capabil	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	ADJ;INDF;MASC;SG
تجاهل	ignor	تَجَاهُل	ignor	N;NOM;INDF;SG	V;IND;SG;1;PRS;FIN
تجاهل	ignora	تَجَاهُل	ignora	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تجاهل	ignoră	تَجَاهُل	ignoră	N;NOM;INDF;SG	V;IND;SG;3;PST;FIN
تجاهل	ignorate	تَجَاهُل	ignora	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
تجاهل	ignorat	تَجَاهُل	ignora	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
تجاهل	ignorată	تَجَاهُل	ignora	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
هرتز	hertz	هرتز	hertz		N;INDF;MASC;SG
استقالة	demisia	اِستِقَالَة	demisie	N;NOM;INDF;SG	N;DEF;FEM;SG
استقالة	demisie	اِستِقَالَة	demisie	N;NOM;INDF;SG	N;INDF;FEM;SG
محامي	avocată	مُحَامِي	avocat	N;NOM;INDF;PL	ADJ;INDF;FEM;SG
محامي	avocat	مُحَامِي	avocat	N;NOM;INDF;PL	N;INDF;MASC;SG
محامي	avocatul	مُحَامِي	avocat	N;NOM;INDF;PL	N;DEF;MASC;SG
كيفن	kevin	كِيفِن	kevin		PROPN
مارسيليا	marsilia	مارسيليا	marsilie		PROPN
المثالي	ideală	مِثَالِي	ideal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
المثالي	ideal	مِثَالِي	ideal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المثالي	ideala	مِثَالِي	ideală	ADJ;NOM;DEF;MASC;SG	ADJ;DEF;FEM;SG
المثالي	ideale	مِثَالِي	ideal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
القطعة	bucata	قُطعَة	bucată	N;NOM;DEF;SG	N;DEF;FEM;SG
القطعة	piesă	قُطعَة	piesă	N;NOM;DEF;SG	N;INDF;FEM;SG
القطعة	bucată	قُطعَة	bucată	N;NOM;DEF;SG	N;INDF;FEM;SG
القطعة	segmentul	قُطعَة	segment	N;NOM;DEF;SG	N;DEF;MASC;SG
القطعة	segment	قُطعَة	segment	N;NOM;DEF;SG	N;INDF;MASC;SG
المعارضين	adversari	مُعَارِض	adversar	N;NOM;DEF;PL	N;INDF;MASC;PL
المعارضين	adversarii	مُعَارِض	adversar	N;NOM;DEF;PL	N;DEF;MASC;PL
التسمم	otrăvirea	تَسَمُّم	otrăvire	N;NOM;DEF;SG	N;DEF;FEM;SG
التسمم	otrăvire	تَسَمُّم	otrăvire	N;NOM;DEF;SG	N;INDF;FEM;SG
حليب	laptele	حليب	lapte	N;NOM;INDF;SG	N;DEF;MASC;SG
حنبل	hanbal	حنبل	hanbal		N;INDF;MASC;SG
النظير	omologul	نَظِير	omolog	N;NOM;DEF;SG	N;DEF;MASC;SG
القاسمي	qasimi	القاسمي	gasimă		
مناهضة	anti	مُنَاهَضَة	an	N;NOM;INDF;SG	
بندقية	pusca	بُندُقِيَّة	puscă	N;NOM;INDF;SG	N;DEF;FEM;SG
بندقية	pusca	بُندُقِيَّة	puscă	N;NOM;INDF;SG	N;DEF;FEM;SG
بندقية	pușcă	بُندُقِيَّة	pușcă	N;NOM;INDF;SG	N;INDF;FEM;SG
المعيشة	living	مَعِيشَة	living	N;NOM;DEF;SG	N;INDF;MASC;SG
المعيشة	trăind	مَعِيشَة	trăi	N;NOM;DEF;SG	V;V.MSDR
الاكتشاف	descoperire	اِكتِشَاف	descoperire	N;NOM;DEF;SG	N;INDF;FEM;SG
الاكتشاف	descoperiri	اِكتِشَاف	descoperire	N;NOM;DEF;SG	N;INDF;FEM;PL
الاكتشاف	descoperirea	اِكتِشَاف	descoperire	N;NOM;DEF;SG	N;DEF;FEM;SG
الاكتشاف	discovery	اِكتِشَاف	discovery	N;NOM;DEF;SG	N;INDF;MASC;SG
العقاقير	droguri	عَقَّار	drog	N;NOM;DEF;PL	N;INDF;FEM;PL
العقاقير	drogurile	عَقَّار	drog	N;NOM;DEF;PL	N;DEF;FEM;PL
العقاقير	medicamente	عَقَّار	medicament	N;NOM;DEF;PL	N;INDF;FEM;PL
جنائية	infractor	جِنَائِيّ	infractor	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
جنائية	criminală	جِنَائِيّ	criminal	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
جنائية	criminal	جِنَائِيّ	criminal	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
جنائية	penal	جِنَائِيّ	penal	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
السامي	sami	سَامِي	sami	N;NOM;DEF;SG	
منارة	farul	منارة	far	N;NOM;INDF;SG	N;DEF;MASC;SG
منارة	baliză	منارة	baliză	N;NOM;INDF;SG	N;INDF;FEM;SG
منارة	baliza	منارة	baliză	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	hole	حَفرَة	hol	N;NOM;INDF;SG	
حفرة	gaură	حَفرَة	gaură	N;NOM;INDF;SG	N;INDF;FEM;SG
حفرة	gaura	حَفرَة	gaură	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	groapa	حَفرَة	groapă	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	groapă	حَفرَة	groapă	N;NOM;INDF;SG	N;INDF;FEM;SG
حفرة	pit	حَفرَة	pit	N;NOM;INDF;SG	
اسفل	jos	أَسفَل	jos		ADV
خلع	dislocat	خَلع	disloca	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
دوس	dos	دُوسَ	dos		
متطورة	sofisticate	مُتَطَوِّر	sofistica	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
متطورة	sofisticată	مُتَطَوِّر	sofistica	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
هوندا	honda	هوندا	hondă		PROPN
الجرحى	răniți	جَرِيح	răni	N;NOM;DEF;PL	V;IND;PL;2;IPFV;FIN
الجرحى	ranit	جَرِيح	ranit	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
الجرحى	rănită	جَرِيح	răni	N;NOM;DEF;PL	ADJ;INDF;FEM;SG
الجرحى	rănit	جَرِيح	răni	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
الكوميدي	comediant	كُومِيدِيّ	comediant		N;INDF;MASC;SG
كلير	claire	كلير	clair		PROPN
تراكم	acumularea	تَرَاكُم	acumulare	N;NOM;INDF;SG	N;DEF;FEM;SG
تراكم	acumulare	تَرَاكُم	acumulare	N;NOM;INDF;SG	N;INDF;FEM;SG
الناتو	nato	الناتو	nato		N
قاسية	aspră	قَاسِي	aspru	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
قاسية	aspru	قَاسِي	aspru	ADJ;NOM;INDF;FEM;SG	ADV
البنا	banna	البنا	banna	N;NOM;DEF;SG	
مؤشرات	indicatorii	مُؤَشِّر	indicatoriu	N;NOM;INDF;PL	N;DEF;MASC;PL
واجب	datorie	وَاجِب	datorie	N;NOM;INDF;SG	N;INDF;FEM;SG
واجب	datoria	وَاجِب	datorie	N;NOM;INDF;SG	N;DEF;FEM;SG
واجب	teme	وَاجِب	temă	N;NOM;INDF;SG	N;INDF;FEM;PL
الاستثمارات	investitii	اِستِثمَار	investitii	N;NOM;DEF;PL	N;INDF;FEM;PL
الاستثمارات	investițiile	اِستِثمَار	investiție	N;NOM;DEF;PL	N;DEF;FEM;PL
الاستثمارات	investiții	اِستِثمَار	investiție	N;NOM;DEF;PL	N;INDF;FEM;PL
الاستثمارات	investitii	اِستِثمَار	investitii	N;NOM;DEF;PL	N;INDF;FEM;PL
الاستثمارات	investiție	اِستِثمَار	investiție	N;NOM;DEF;PL	N;INDF;FEM;SG
الاستثمارات	investitie	اِستِثمَار	investitie	N;NOM;DEF;PL	N;INDF;FEM;SG
الاستثمارات	investiții	اِستِثمَار	investiție	N;NOM;DEF;PL	N;INDF;FEM;PL
المضيف	gazdă	مُضِيف	gazdă	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
المضيف	gazda	مُضِيف	gazdă	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
تقليدي	tradiţionale	تَقلِيدِيّ	tradigional	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
تقليدي	tradițional	تَقلِيدِيّ	tradițional	ADJ;NOM;INDF;MASC;SG	ADV
تقليدي	tradiţional	تَقلِيدِيّ	tradiţional	ADJ;NOM;INDF;MASC;SG	ADV
تقليدي	tradiţională	تَقلِيدِيّ	tradigional	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
تقليدي	clasică	تَقلِيدِيّ	clasic	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
تقليدي	clasic	تَقلِيدِيّ	clasic	ADJ;NOM;INDF;MASC;SG	ADV
تقليدي	clasica	تَقلِيدِيّ	clasică	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
تقليدي	classic	تَقلِيدِيّ	classic	ADJ;NOM;INDF;MASC;SG	PROPN
غارسيا	garcia	غارسيا	garcia		PROPN
رويال	regal	رويال	regal		ADJ;INDF;MASC;SG
رويال	regală	رويال	regal		ADJ;INDF;FEM;SG
رويال	royal	رويال	royal		N;INDF;MASC;SG
شهيد	shahid	شَهِيد	shahid	N;NOM;INDF;SG	
العامية	argou	عَامِيَّة	argou	N;NOM;DEF;SG	N;INDF;MASC;SG
هدية	prezente	هَدِيَّة	prezent	N;NOM;INDF;SG	V;IND;PL;3;PRS;FIN
هدية	prezentul	هَدِيَّة	prezent	N;NOM;INDF;SG	N;DEF;MASC;SG
هدية	prezentă	هَدِيَّة	prezent	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
هدية	cadoul	هَدِيَّة	cadou	N;NOM;INDF;SG	N;DEF;MASC;SG
انتقادات	critică	اِنتِقَاد	critica	N;NOM;INDF;PL	V;IND;SG;3;PST;FIN
انتقادات	critica	اِنتِقَاد	critică	N;NOM;INDF;PL	N;DEF;FEM;SG
انتقادات	criticile	اِنتِقَاد	critică	N;NOM;INDF;PL	N;DEF;FEM;PL
تشعر	simți	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
تشعر	simte	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
تشعر	simțiți	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;PL;2;IPFV;FIN
تشعر	simt	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
ملاك	inger	ملاك	inger		N;INDF;MASC;SG
ملاك	înger	ملاك	înger		N;INDF;MASC;SG
ملاك	angel	ملاك	angel		N;INDF;MASC;SG
حشرات	bugs	حَشَرَة	bugs	N;NOM;INDF;PL	PROPN
يضرب	hituri	ضَرَب	hitură	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;FEM;PL
الدخان	fum	دَخَّان	fum	N;NOM;DEF;SG	N;INDF;MASC;SG
الجزاء	penalty	جَزَاء	penalty	N;NOM;DEF;SG	N;INDF;MASC;SG
الجزاء	pedeapsă	جَزَاء	pedeapsă	N;NOM;DEF;SG	N;INDF;FEM;SG
الجزاء	pedeapsa	جَزَاء	pedeapsă	N;NOM;DEF;SG	N;DEF;FEM;SG
الجزاء	penalizare	جَزَاء	penalizare	N;NOM;DEF;SG	N;INDF;FEM;SG
الاعتقال	arestati	اِعتِقَال	aresta	N;NOM;DEF;SG	V;IND;PL;2;IPFV;FIN
الاعتقال	arest	اِعتِقَال	arest	N;NOM;DEF;SG	N;INDF;MASC;SG
الاعتقال	arestarea	اِعتِقَال	arestare	N;NOM;DEF;SG	N;DEF;FEM;SG
الاعتقال	arestare	اِعتِقَال	arestare	N;NOM;DEF;SG	N;INDF;FEM;SG
الاعتقال	detenție	اِعتِقَال	detenție	N;NOM;DEF;SG	N;INDF;FEM;SG
الزوايا	colturi	زَاوِيَة	colt	N;NOM;DEF;PL	N;INDF;FEM;PL
الزوايا	unghiuri	زَاوِيَة	unghi	N;NOM;DEF;PL	N;INDF;FEM;PL
الزوايا	unghiurile	زَاوِيَة	unghi	N;NOM;DEF;PL	N;DEF;FEM;PL
المستقيم	rect	مُستَقِيم	rect		N;INDF;MASC;SG
خلاصة	abstract	خُلَاصَة	abstract	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
خلاصة	abstractă	خُلَاصَة	abstract	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
الصوفي	mistic	صُوفِيّ	mistic		ADJ;INDF;MASC;SG
الصوفي	mystic	صُوفِيّ	mystic		N;INDF;MASC;SG
الوفاق	reconcilierea	وِفَاق	reconciliere	N;NOM;DEF;SG	N;DEF;FEM;SG
الوفاق	reconciliere	وِفَاق	reconciliere	N;NOM;DEF;SG	N;INDF;FEM;SG
الوفاق	împăcare	وِفَاق	împăcare	N;NOM;DEF;SG	N;INDF;FEM;SG
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	N;INDF;MASC;SG
متصفح	browserul	متصفح	browser	N;NOM;INDF;SG	N;DEF;MASC;SG
تسرب	scurgere	تَسَرُّب	scurgere	N;NOM;INDF;SG	N;INDF;FEM;SG
تسرب	scurgeri	تَسَرُّب	scurgere	N;NOM;INDF;SG	N;INDF;FEM;PL
تسرب	scurgeri	تَسَرُّب	scurgere	N;NOM;INDF;SG	N;INDF;FEM;PL
دعاء	rugăciune	دِعَاء	rugăciune	N;NOM;INDF;SG	N;INDF;FEM;SG
دعاء	rugăciunea	دِعَاء	rugăciune	N;NOM;INDF;SG	N;DEF;FEM;SG
دعاء	rugaciunea	دِعَاء	rugaciune	N;NOM;INDF;SG	N;DEF;FEM;SG
دعاء	rugaciune	دِعَاء	rugaciune	N;NOM;INDF;SG	N;INDF;FEM;SG
غرامي	grammy	غرامي	grammy		N;INDF;MASC;SG
تمدد	intinde	تَمَدُّد	intinde	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
تمدد	întinde	تَمَدُّد	întinde	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
تمدد	întindere	تَمَدُّد	întindere	N;NOM;INDF;SG	N;INDF;FEM;SG
سماء	cerul	سَمَاء	cer	N;NOM;INDF;SG	N;DEF;MASC;SG
سماء	cer	سَمَاء	cere	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
سماء	ceruri	سَمَاء	cer	N;NOM;INDF;SG	N;INDF;FEM;PL
مهد	leagănul	مَهَّد	leagăn	N;NOM;INDF;SG	N;DEF;MASC;SG
مساكن	cazare	مَسكَن	cazare	N;NOM;INDF;PL	N;INDF;FEM;SG
مساكن	carcasă	مَسكَن	carcasă	N;NOM;INDF;PL	N;INDF;FEM;SG
فو	foo	فو	foo		N;INDF;MASC;SG
فو	pho	فو	pho		
فو	phu	فو	phu		N;INDF;MASC;SG
بنيامين	benjamin	بِنيَامِين	benjamin		N;INDF;MASC;SG
نبيلة	noble	نَبِيل	noble		N;INDF;MASC;SG
نبيلة	nobil	نَبِيل	nobil		ADJ;INDF;MASC;SG
نبيلة	nobilă	نَبِيل	nobil		ADJ;INDF;FEM;SG
نبيلة	nobili	نَبِيل	nobil		N;INDF;MASC;PL
نبيلة	nobile	نَبِيل	nobil		ADJ;INDF;FEM;PL
الزهري	sifilis	زِهرِيّ	sifilis		N;INDF;MASC;SG
الميثاق	pact	مِيثَاق	pact	N;NOM;DEF;SG	N;INDF;MASC;SG
الميثاق	pactul	مِيثَاق	pact	N;NOM;DEF;SG	N;DEF;MASC;SG
الميثاق	pactului	مِيثَاق	pact	N;NOM;DEF;SG	N;DEF;MASC;SG
الميثاق	compact	مِيثَاق	compact	N;NOM;DEF;SG	ADV
الميثاق	cartă	مِيثَاق	cartă	N;NOM;DEF;SG	N;INDF;FEM;SG
الميثاق	carta	مِيثَاق	cartă	N;NOM;DEF;SG	N;DEF;FEM;SG
الميثاق	charter	مِيثَاق	charter	N;NOM;DEF;SG	N;INDF;MASC;SG
الانتقادات	critică	اِنتِقَاد	critica	N;NOM;DEF;PL	V;IND;SG;3;PST;FIN
الانتقادات	critici	اِنتِقَاد	critică	N;NOM;DEF;PL	N;INDF;MASC;PL
الانتقادات	critica	اِنتِقَاد	critică	N;NOM;DEF;PL	N;DEF;FEM;SG
الانتقادات	criticile	اِنتِقَاد	critică	N;NOM;DEF;PL	N;DEF;FEM;PL
باز	buzz	بَاز	buzz		
خبز	paine	خَبز	pain	N;NOM;INDF;SG	
خبز	pâine	خَبز	pâine	N;NOM;INDF;SG	N;INDF;FEM;SG
خبز	pâinea	خَبز	pâine	N;NOM;INDF;SG	N;DEF;FEM;SG
البيضاوي	oval	بَيضَاوِيّ	oval		ADJ;INDF;MASC;SG
هجر	abandon	هَجر	abandon		N;INDF;MASC;SG
هجر	abandonarea	هَجر	abandonare		N;DEF;FEM;SG
زيمبابوي	zimbabwe	زِيمبَابوِي	zimbabw		PROPN
تقوية	consolida	تَقوِيَة	consolida	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تقوية	consolidează	تَقوِيَة	consolida	N;NOM;INDF;SG	V;IND;3;PRS;FIN
تقوية	întărirea	تَقوِيَة	întărire	N;NOM;INDF;SG	N;DEF;FEM;SG
تقوية	consolidare	تَقوِيَة	consolidare	N;NOM;INDF;SG	N;INDF;FEM;SG
تقوية	consolidarea	تَقوِيَة	consolidare	N;NOM;INDF;SG	N;DEF;FEM;SG
مدفعية	artileria	مِدفَعِيَّة	artilerie	N;NOM;INDF;SG	N;DEF;FEM;SG
مدفعية	artilerie	مِدفَعِيَّة	artilerie	N;NOM;INDF;SG	N;INDF;FEM;SG
ناس	oamenii	نَاسِي	om		N;DEF;MASC;PL
ناس	oameni	نَاسِي	om		N;INDF;MASC;PL
ناس	persoane	نَاسِي	persoană		N;INDF;FEM;PL
قزم	pitic	قَزَّم	pitic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
قزم	pitică	قَزَّم	pitică	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
قزم	pitic	قَزَّم	pitic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
تشارلي	charlie	تشَارلِي	charlie		PROPN
بدوي	badawi	بدوي	badak		
حشد	mulțimea	حَشد	mulțime	N;NOM;INDF;SG	N;DEF;FEM;SG
حشد	multime	حَشد	multime	N;NOM;INDF;SG	N;INDF;FEM;SG
حشد	mulțime	حَشد	mulțime	N;NOM;INDF;SG	N;INDF;FEM;SG
القيادات	conducerea	قِيَادَة	conducere	N;NOM;DEF;PL	N;DEF;FEM;SG
القيادات	conducere	قِيَادَة	conducere	N;NOM;DEF;PL	N;INDF;FEM;SG
فاتح	lumină	فاتح	lumină		N;INDF;FEM;SG
فاتح	light	فاتح	light		
فاتح	lumina	فاتح	lumină		N;DEF;FEM;SG
فاتح	fatih	فاتح	fatih		PROPN
جيرسي	jersey	جِيرسِي	jersey		PROPN
نيوكاسل	newcastle	نِيُوكَاسل	newcastlu		PROPN
ضرر	daune	ضَرَّر	daună	N;NOM;INDF;SG	N;INDF;FEM;PL
ضرر	pagube	ضَرَّر	pagubă	N;NOM;INDF;SG	N;INDF;FEM;PL
ضرر	avarii	ضَرَّر	avarie	N;NOM;INDF;SG	N;INDF;FEM;PL
ضرر	stricăciuni	ضَرَّر	stricăciune	N;NOM;INDF;SG	N;INDF;FEM;PL
الموضة	moda	مُوضَة	moda	N;NOM;DEF;SG	N;DEF;FEM;SG
الموضة	modei	مُوضَة	modă	N;NOM;DEF;SG	N;DEF;FEM;SG
الموضة	modă	مُوضَة	modă	N;NOM;DEF;SG	N;INDF;FEM;SG
الموضة	fashion	مُوضَة	fashion	N;NOM;DEF;SG	N;INDF;MASC;SG
متكرر	repetată	مُتَكَرِّر	repetat	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
متكرر	repetate	مُتَكَرِّر	repetat	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
متكرر	repetitive	مُتَكَرِّر	repetitiv	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
متكرر	recurente	مُتَكَرِّر	recurent	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
متكرر	recurente	مُتَكَرِّر	recurent	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
التحضير	pregătiri	تَحضِير	pregătire	N;NOM;DEF;SG	N;INDF;FEM;PL
التحضير	preparat	تَحضِير	prepara	N;NOM;DEF;SG	N;INDF;MASC;SG
التحضير	pregatire	تَحضِير	pregatire	N;NOM;DEF;SG	N;INDF;FEM;SG
التحضير	pregătire	تَحضِير	pregătire	N;NOM;DEF;SG	N;INDF;FEM;SG
التحضير	pregătirea	تَحضِير	pregătire	N;NOM;DEF;SG	N;DEF;FEM;SG
التحضير	pregătirea	تَحضِير	pregătire	N;NOM;DEF;SG	N;DEF;FEM;SG
جوليان	julian	جوليان	julian		N;INDF;MASC;SG
الصنوبر	pine	صُنُوبِر	pine	N;NOM;DEF;SG	N;INDF;MASC;SG
الصنوبر	pin	صُنُوبِر	pin	N;NOM;DEF;SG	N;INDF;MASC;SG
توت	boabe	تَوتَ	boabă		N;INDF;FEM;PL
توت	tut	تَوتَ	tut		
بيني	penny	بَينِيّ	penny		
مولود	nascut	مولود	naște	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
مولود	născută	مولود	naște	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
مولود	născut	مولود	naște	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
العاصفة	furtună	عَاصِفَة	furtună	N;NOM;DEF;SG	N;INDF;FEM;SG
العاصفة	furtuna	عَاصِفَة	furtună	N;NOM;DEF;SG	N;DEF;FEM;SG
العاصفة	storm	عَاصِفَة	storm	N;NOM;DEF;SG	N;INDF;MASC;SG
الكهنة	preoti	كُهنَة	preoti	N;NOM;DEF;SG	N;INDF;MASC;PL
الكهنة	popii	كُهنَة	popă	N;NOM;DEF;SG	N;DEF;MASC;PL
الكهنة	preotii	كُهنَة	preotie	N;NOM;DEF;SG	N;DEF;MASC;PL
مربعة	pătrat	مُرَبَّع	pătrat	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
مربعة	square	مُرَبَّع	square	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
مربعة	patrat	مُرَبَّع	patrat	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
العمالة	muncitoresc	عَمَالَة	muncitoresc	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
العمالة	angajare	عَمَالَة	angajare	N;NOM;DEF;SG	N;INDF;FEM;SG
التمثال	statuia	تَمَثَّال	statuie	N;NOM;DEF;SG	N;DEF;FEM;SG
التمثال	statuie	تَمَثَّال	statuie	N;NOM;DEF;SG	N;INDF;FEM;SG
فارغة	gol	فارغة	gol	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
فارغة	goale	فارغة	gol	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
فارغة	goală	فارغة	gol	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
فارغة	goala	فارغة	gol	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
الرجم	lapidare	رَجم	lapidare	N;NOM;DEF;SG	N;INDF;FEM;PL
خطية	scrisa	خَطِّيّ	scrisa	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
خطية	scris	خَطِّيّ	scris	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
خطية	scrise	خَطِّيّ	scrie	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PST;FIN
خطية	scrisă	خَطِّيّ	scris	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
خطية	liniare	خَطِّيّ	liniar	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
خطية	liniară	خَطِّيّ	liniar	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
الخميني	khomeini	خَمِينِيّ	khomein		N;INDF;MASC;PL
السموم	otrăvuri	سُمُوم	otrăvuri	N;NOM;DEF;PL	N;INDF;FEM;PL
