hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	N;MASC;SG
ņem	take	ņemt	take	V;IMP;SG;2;POS;FIN;ACT	N;MASC;SG
ņem	pegue	ņemt	pegar	V;IMP;SG;2;POS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
ņem	toma	ņemt	tomar	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ņem	leve	ņemt	levar	V;IMP;SG;2;POS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
tava	seu	tava	seu	PRO;NOM;FEM;SG;3	DET;MASC;SG
tava	sua	tava	seu	PRO;NOM;FEM;SG;3	DET;FEM;SG
etc	etc	etc	etc		ADV
raktuves	meu	raktuve	meu	N;NOM;FEM;PL	DET;MASC;SG
raktuves	mina	raktuve	mina	N;NOM;FEM;PL	N;FEM;SG
raktuves	minha	raktuve	meu	N;NOM;FEM;PL	DET;FEM;SG
kāpnes	escada	kāpnes	escada	N;NOM;FEM	N;FEM;SG
kāpnes	escadas	kāpnes	escada	N;NOM;FEM	N;FEM;PL
kāpnes	degraus	kāpnes	degrau	N;NOM;FEM	N;MASC;PL
kāpnes	escada	kāpnes	escada	N;NOM;FEM	N;FEM;SG
kāpnes	escadarias	kāpnes	escadaria	N;NOM;FEM	N;FEM;PL
kāpnes	escadas	kāpnes	escada	N;NOM;FEM	N;FEM;PL
gana	gana	gana	gana	ADV	N;FEM;SG
vesels	inteiras	vesels	inteiro	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vesels	inteiros	vesels	inteiro	ADJ;NOM;MASC;SG	N;MASC;PL
virsbūves	carroçaria	virsbūve	carroçaria	N;NOM;FEM;PL	N;FEM;SG
signes	signes	signe	signe	N;NOM;FEM;PL	N;MASC;SG
parametrs	parâmetros	parametrs	parâmetro	N;NOM;MASC;SG	N;MASC;PL
militārie	militares	militārs	militar	ADJ;NOM;MASC;PL	N;MASC;PL
militārie	militar	militārs	militar	ADJ;NOM;MASC;PL	N;MASC;SG
leļļu	fantoche	lelle	fantoche	N;GEN;FEM;PL	N;MASC;SG
leļļu	marionete	lelle	marionete	N;GEN;FEM;PL	N;MASC;SG
leļļu	marioneta	lelle	marioneta	N;GEN;FEM;PL	N;FEM;SG
leļļu	dollhouse	lelle	dollhouse	N;GEN;FEM;PL	N;FEM;SG
vistas	frango	vista	frango	N;NOM;FEM;PL	N;MASC;SG
vistas	galinha	vista	galinha	N;NOM;FEM;PL	N;FEM;SG
vistas	chicken	vista	chicken	N;NOM;FEM;PL	N;MASC;SG
autonomijas	autonomia	autonomija	autonomia	N;NOM;FEM;PL	N;FEM;SG
paradīzes	paraiso	paradīze	paraiso	N;NOM;FEM;PL	N;MASC;SG
paradīzes	paraíso	paradīze	paraíso	N;NOM;FEM;PL	N;MASC;SG
paradīzes	paradise	paradīze	paradise	N;NOM;FEM;PL	N;MASC;SG
vēsturisks	históricas	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vēsturisks	históricos	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vēsturisks	históricas	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vēsturisks	históricos	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
eva	eva	eva	eva	PROPN;NOM;FEM;SG	N;FEM;SG
eva	eee	eva	eee	PROPN;NOM;FEM;SG	N;MASC;SG
eva	aea	eva	aea	PROPN;NOM;FEM;SG	N;FEM;SG
astoņiem	eight	astoņi	eight	NUM;DAT;MASC;PL	N;MASC;SG
mobilais	móvel	mobils	móvel	ADJ;NOM;MASC;SG	N;MASC;SG
mobilais	telemóvel	mobils	telemóvel	ADJ;NOM;MASC;SG	N;MASC;SG
mobilais	celular	mobils	celular	ADJ;NOM;MASC;SG	N;MASC;SG
mobilais	móveis	mobils	móvel	ADJ;NOM;MASC;SG	N;MASC;PL
inovācijas	inovação	inovācija	inovação	N;NOM;FEM;PL	N;FEM;SG
dītrihs	dietrich	dītrihs	dietrich	PROPN;NOM;MASC;SG	N;MASC;SG
bolīvijas	boliviano	bolīvija	boliviano	PROPN;NOM;FEM;SG	N;MASC;SG
seju	face	seja	face	N;ACC;FEM;SG	ADV
salo	salo	salo	salo		N;MASC;SG
dem	dem	dem	dem		N;MASC;SG
primārais	primária	primārs	primária	ADJ;NOM;MASC;SG	N;FEM;SG
primārais	primário	primārs	primário	ADJ;NOM;MASC;SG	N;MASC;SG
primārais	primárias	primārs	primária	ADJ;NOM;MASC;SG	N;FEM;PL
primārais	primários	primārs	primário	ADJ;NOM;MASC;SG	N;MASC;PL
bono	bono	bons	bono	PROPN	N;MASC;SG
abovestyle	abovestyle	abovestyle	abovestyle	N;NOM;FEM;PL	N;MASC;SG
brūss	bruce	brūss	bruce	PROPN;NOM;MASC;SG	N;MASC;SG
harju	harju	harja	harju	PROPN;ACC;MASC;SG	N;MASC;SG
čigānu	ciganas	čigāns	cigana	N;ACC;MASC;SG	N;FEM;PL
pastāvīgā	permanentes	pastāvīgs	permanente	ADJ;NOM;FEM;SG	ADJ;MASC;PL
fiat	fiat	fiat	fiat		N;MASC;SG
dubnas	dubna	dubna	dubna	N;NOM;FEM;PL	N;FEM;SG
trans	trans	trans	trans		N;MASC;SG
atdalīta	separadas	atdalīt	separar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
atdalīta	separados	atdalīt	separar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
bundeslīgas	bundesliga	bundeslīga	bundesliga	ADJ;NOM;FEM;PL	N;FEM;SG
atzītas	reconhecido	atzīt	reconhecer	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
atzītas	reconheci	atzīt	reconhecer	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;IND;SG;1;PST;FIN
atzītas	reconhecida	atzīt	reconhecer	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
atzītas	reconhecido	atzīt	reconhecer	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
atzītas	reconhecida	atzīt	reconhecer	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
žils	jules	žils	jule	PROPN;NOM;MASC;SG	N;MASC;SG
džims	jim	džims	jim	PROPN;NOM;MASC;SG	PROPN;MASC;SG
kāzas	casamentos	kāza	casamento	N;NOM;FEM	N;MASC;PL
kāzas	boda	kāza	boda	N;NOM;FEM	N;FEM;SG
kāzas	casamento	kāza	casamento	N;NOM;FEM	N;MASC;SG
kāzas	bodas	kāza	boda	N;NOM;FEM	N;FEM;PL
kāzas	wedding	kāza	wedding	N;NOM;FEM	N;MASC;SG
zane	zane	zane	zane	PROPN;NOM;FEM;SG	N;MASC;SG
vidējs	mídia	vidējs	mídia	ADJ;NOM;MASC;SG	N;FEM;SG
vidējs	média	vidējs	média	ADJ;NOM;MASC;SG	N;FEM;SG
vidējs	meio	vidējs	meio	ADJ;NOM;MASC;SG	ADV
vidējs	médium	vidējs	médium	ADJ;NOM;MASC;SG	N;MASC;SG
britannica	britannica	britannica	britannico		N;FEM;SG
žogs	cerca	žogs	cerca	N;NOM;MASC;SG	ADV
flāmu	flamenga	flāma	flamenga	N;GEN;MASC;PL	N;FEM;SG
flāmu	flamengo	flāma	flamengo	N;GEN;MASC;PL	N;MASC;SG
gazprom	gazprom	gazprom	gazprom	PROPN	N;FEM;SG
silts	quentes	silts	quente	ADJ;NOM;MASC;SG	ADJ;MASC;PL
silts	quente	silts	quente	ADJ;NOM;MASC;SG	N;MASC;SG
karogi	flags	karogs	flags	N;NOM;MASC;PL	N;MASC;SG
rita	rita	rita	rita	PROPN;NOM;FEM;SG	N;FEM;SG
četrdesmit	forty	četrdesmit	forty	NUM;PL	N;MASC;SG
delfi	delphi	delfi	delphi		N;MASC;SG
pamiers	tréguas	pamiers	trégua	N;NOM;MASC;SG	N;FEM;PL
akmeņi	rocks	akmens	rock	N;NOM;MASC;PL	N;MASC;SG
honda	honda	honds	honda		N;FEM;SG
abba	abba	abba	abbar		N;MASC;SG
aes	aes	aes	aes		N;FEM;SG
aes	eae	aes	eae		N;MASC;SG
galatasaray	galatasaray	galatasaray	galatasaray	N;GEN;MASC;SG	V;IND;SG;3;FIN
sodīts	castigados	sodīt	castigar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
mati	hair	mats	hair	N;NOM;MASC;PL	N;MASC;SG
mati	pêlo	mats	pêlo	N;NOM;MASC;PL	N;MASC;SG
mati	cabelo	mats	cabelo	N;NOM;MASC;PL	N;MASC;SG
senas	antiga	sena	antigo	ADJ;NOM;FEM;PL	N;FEM;SG
senas	antigo	sena	antigo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
senas	antiguidade	sena	antiguidade	ADJ;NOM;FEM;PL	N;FEM;SG
senas	ancião	sena	ancião	ADJ;NOM;FEM;PL	N;MASC;SG
eric	eric	ericēt	eric		N;MASC;SG
budistu	budista	budists	budista	N;ACC;MASC;SG	ADJ;MASC;SG
budistu	budistas	budists	budista	N;ACC;MASC;SG	N;MASC;PL
parakstīt	assine	parakstīt	assine	V;POS;NFIN	INTJ
parakstīt	signo	parakstīt	signo	V;POS;NFIN	N;MASC;SG
parakstīt	sinal	parakstīt	sinal	V;POS;NFIN	N;MASC;SG
anita	anita	anita	anitar	PROPN;NOM;FEM;SG	N;FEM;SG
jeruzalemes	jerusalém	jeruzaleme	jerusalém	N;NOM;FEM;PL	N;MASC;SG
dens	dan	dens	dan	PROPN	N;MASC;SG
neparasti	invulgar	neparasti	invulgar	ADV	ADJ;MASC;SG
neparasti	incomum	neparasti	incomum	ADV	ADJ;MASC;SG
bioloģiskā	biológicas	bioloģiska	biológico	ADJ;NOM;FEM;SG	N;FEM;PL
bioloģiskā	biológicos	bioloģiska	biológico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
piektajā	quinta	piektā	quinta	ADJ;ESS;DEF;FEM;SG	N;FEM;SG
podlases	podláquia	podlase	podláquia	N;NOM;FEM;PL	N;FEM;SG
tipisks	típicas	tipisks	típico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
tipisks	típicos	tipisks	típico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vēlu	atrasada	vēlu	atrasar	ADV	V;FEM;SG;V.PTCP
vēlu	tardia	vēlu	tardio	ADV	N;FEM;SG
vēlu	atrasados	vēlu	atrasar	ADV	V;MASC;PL;V.PTCP
vēlu	atrasado	vēlu	atrasar	ADV	V;MASC;SG;V.PTCP
hipotēze	hipóteses	hipotēze	hipótese	N;NOM;FEM;SG	N;FEM;PL
manuels	manuel	manuels	manuel	PROPN;NOM;MASC;SG	N;MASC;SG
ražoti	produziu	ražot	produzir	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
ražoti	produzida	ražot	produzir	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
ražoti	produzido	ražot	produzir	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
ražoti	fabricado	ražot	fabricar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
ražoti	fabricada	ražot	fabricar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
medībās	caça	medības	caça	N;ESS;FEM	N;FEM;SG
medībās	caçar	medības	caçar	N;ESS;FEM	V;NFIN
medībās	caçando	medības	caçar	N;ESS;FEM	V;V.MSDR
medībās	caçada	medības	caçada	N;ESS;FEM	N;FEM;SG
abinieku	anfíbios	abinieks	anfíbio	N;ACC;MASC;SG	N;MASC;PL
paaugstināta	aumentados	paaugstināt	aumentar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
locītavas	articulações	locītava	articulação	N;NOM;FEM;SG	N;FEM;PL
locītavas	juntas	locītava	juntas	N;NOM;FEM;SG	N;FEM;PL
mao	mao	maos	mao		N;FEM;SG
trīspadsmit	thirteen	trīspadsmit	thirteen	NUM;PL	N;MASC;SG
drošu	seguros	droša	seguro	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	N;MASC;PL
drošu	cofre	droša	cofrer	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	N;MASC;SG
drošu	seguro	droša	seguro	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	N;MASC;SG
drošu	segura	droša	seguro	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG
fantāzijas	fantasy	fantāzija	fantasy	N;NOM;FEM;PL	N;MASC;SG
fantāzijas	fantasia	fantāzija	fantasia	N;NOM;FEM;PL	N;FEM;SG
apzināti	intencional	apzināt	intencional	ADV	ADJ;MASC;SG
apzināti	intencionais	apzināt	intencional	ADV	ADJ;MASC;PL
čaulas	concha	čaula	concho	N;NOM;FEM;PL	N;FEM;SG
čaulas	casca	čaula	casca	N;NOM;FEM;PL	N;FEM;SG
čaulas	shell	čaula	shell	N;NOM;FEM;PL	N;MASC;SG
čaulas	carapaça	čaula	carapaça	N;NOM;FEM;PL	N;FEM;SG
čaulas	forro	čaula	forro	N;NOM;FEM;PL	N;MASC;SG
avangard	avangard	avangard	avangard	N;NOM;FEM;SG	V;NFIN
laikus	atempada	laikus	atempado	ADV	N;FEM;SG
laikus	oportuno	laikus	oportuno	ADV	ADJ;MASC;SG
laikus	oportuna	laikus	oportuna	ADV	ADJ;FEM;SG
ana	ana	ana	ana		PROPN;FEM;SG
kopīgas	partilhado	kopīga	partilhar	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP
kopīgas	compartilhada	kopīga	compartilhar	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP
kopīgas	compartilhado	kopīga	compartilhar	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP
kopīgas	compartilhou	kopīga	compartilhar	ADJ;NOM;FEM;PL	V;IND;SG;3;PST;FIN
kopīgas	partilhada	kopīga	partilhar	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP
senioru	seniores	seniors	senior	N;ACC;MASC;SG	N;MASC;PL
senioru	idosos	seniors	idoso	N;ACC;MASC;SG	N;MASC;PL
senioru	finalistas	seniors	finalista	N;ACC;MASC;SG	N;MASC;PL
milzīga	enormes	milzīga	enorme	ADJ;NOM;FEM;SG	ADJ;MASC;PL
milzīga	enormes	milzīga	enorme	ADJ;NOM;FEM;SG	ADJ;MASC;PL
milzīga	maciço	milzīga	maciço	ADJ;NOM;FEM;SG	N;MASC;SG
milzīga	maciça	milzīga	maciço	ADJ;NOM;FEM;SG	N;FEM;SG
milzīga	massive	milzīga	massive	ADJ;NOM;FEM;SG	N;MASC;SG
milzīga	imensas	milzīga	imenso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
milzīga	imenso	milzīga	imenso	ADJ;NOM;FEM;SG	ADV
pagrīdes	boardwalk	pagrīde	boardwalk	N;NOM;FEM;PL	N;MASC;SG
radošo	criativo	radīt	criativo	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
radošo	creative	radīt	creative	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	N;FEM;SG
radošo	criativos	radīt	criativo	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
radošo	criativa	radīt	criativo	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG
grīnbergs	grünberg	grīnbergs	grünberg	PROPN;NOM;MASC;SG	N;MASC;SG
pārtrauc	interrupções	pārtraukt	interrupção	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
iekšējais	interior	iekšējs	interior	ADJ;NOM;MASC;SG	N;MASC;SG
iekšējais	interiores	iekšējs	interior	ADJ;NOM;MASC;SG	N;MASC;PL
iekšējais	internas	iekšējs	interno	ADJ;NOM;MASC;SG	N;FEM;PL
iekšējais	internos	iekšējs	interno	ADJ;NOM;MASC;SG	N;MASC;PL
iekšējais	interior	iekšējs	interior	ADJ;NOM;MASC;SG	N;MASC;SG
sandra	sandra	sandra	sandra	PROPN;NOM;FEM;SG	N;FEM;SG
pārtraukums	quebrar	pārtraukums	quebrar	N;NOM;MASC;SG	V;NFIN
pārtraukums	interromper	pārtraukums	interromper	N;NOM;MASC;SG	V;NFIN
ķirurgs	cirurgiões	ķirurgs	cirurgião	N;NOM;MASC;SG	N;MASC;PL
cēlušies	desceu	celties	descer	V;PFV;NOM;INDF;MASC;PL;REFL;PST;V.PTCP	V;IND;SG;3;PST;FIN
dzeltenais	amarelos	dzeltens	amarelo	ADJ;NOM;MASC;SG	N;MASC;PL
dzeltenais	amarela	dzeltens	amarela	ADJ;NOM;MASC;SG	N;FEM;SG
silver	prateado	silvēr	pratear		V;MASC;SG;V.PTCP
silver	silver	silvēr	silver		N;MASC;SG
silver	prata	silvēr	prata		N;FEM;SG
oriģinālā	originais	oriģināls	original	N;ESS;MASC;SG	N;MASC;PL
oriģinālā	original	oriģināls	original	N;ESS;MASC;SG	ADJ;MASC;SG
peldēšanas	natação	peldēšana	natação	N;NOM;FEM;PL	N;FEM;SG
peldēšanas	nadar	peldēšana	nadar	N;NOM;FEM;PL	V;NFIN
rasu	raciais	rasa	racial	N;ACC;FEM;SG	N;MASC;PL
kritēriji	critério	kritērijs	critério	N;NOM;MASC;PL	N;MASC;SG
mareks	marek	mareks	marek	PROPN;NOM;MASC;SG	N;MASC;SG
svītras	listras	svītra	listra	ADJ;NOM;FEM;PL	N;FEM;PL
svītras	riscas	svītra	risca	ADJ;NOM;FEM;PL	N;FEM;PL
palestīniešu	palestiniano	palestīnietis	palestiniano	N;GEN;MASC;PL	N;MASC;SG
palestīniešu	palestiniana	palestīnietis	palestiniano	N;GEN;MASC;PL	N;FEM;SG
palestīniešu	palestino	palestīnietis	palestino	N;GEN;MASC;PL	N;MASC;SG
palestīniešu	palestina	palestīnietis	palestina	N;GEN;MASC;PL	N;FEM;SG
baltastes	bulwer	baltaste	bulwer	N;NOM;FEM;PL	N;MASC;SG
brīvs	vagos	brīvs	vago	ADJ;NOM;MASC;SG	N;MASC;PL
brīvs	grátis	brīvs	grátis	ADJ;NOM;MASC;SG	N;MASC;SG
brīvs	free	brīvs	free	ADJ;NOM;MASC;SG	N;MASC;SG
bagātīgi	abundante	bagātīgi	abundante	ADV	ADJ;MASC;SG
bagātīgi	abundantes	bagātīgi	abundante	ADV	ADJ;MASC;PL
bagātīgi	abundante	bagātīgi	abundante	ADV	ADJ;MASC;SG
bagātīgi	abundantes	bagātīgi	abundante	ADV	ADJ;MASC;PL
iegādāts	comprados	iegādāt	comprar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
peldēšana	nadar	peldēšana	nadar	N;NOM;FEM;SG	V;NFIN
golden	dourada	golden	dourar		V;FEM;SG;V.PTCP
golden	dourados	golden	dourar		V;MASC;PL;V.PTCP
golden	golden	golden	golden		N;MASC;SG
golden	ouro	golden	ouro		N;MASC;SG
golden	dourado	golden	dourar		V;MASC;SG;V.PTCP
līdakas	lúcio	līdakas	lúcio	N;NOM;FEM;PL	N;MASC;SG
līdakas	pike	līdakas	pike	N;NOM;FEM;PL	N;MASC;SG
izstrādāti	desenvolvido	izstrādāt	desenvolver	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
izstrādāti	desenvolvida	izstrādāt	desenvolver	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
izstrādāti	desenvolveu	izstrādāt	desenvolver	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
eca	tce	eca	tce		N;MASC;SG
eca	eca	eca	eca		N;MASC;SG
sudānas	sudanês	sudāna	sudanês	N;NOM;FEM;PL	N;MASC;SG
plānota	regulares	plānot	regular	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL
plānota	programados	plānot	programar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
slēgt	fechadura	slēgt	fechadura	V;POS;NFIN	N;FEM;SG
slēgt	lock	slēgt	lock	V;POS;NFIN	N;MASC;SG
slēgt	cadeado	slēgt	cadeado	V;POS;NFIN	N;MASC;SG
#ff	#ff	#ff	#ff		N;MASC;SG
bayer	bayer	bayer	bayer	PROPN	N;MASC;SG
piepilsētas	suburbano	piepilsēta	suburbano	N;NOM;FEM;PL	ADJ;MASC;SG
piepilsētas	suburbana	piepilsēta	suburbano	N;NOM;FEM;PL	N;FEM;SG
sadalīšanas	dissecação	sadalīšana	dissecação	N;NOM;FEM;PL	N;FEM;SG
sadalīšanas	dividindo	sadalīšana	dividir	N;NOM;FEM;PL	V;V.MSDR
kopija	copiar	kopija	copiar	N;NOM;FEM;SG	V;NFIN
kopija	copie	kopija	copie	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
balasta	encalhados	balasts	encalhar	N;GEN;MASC;SG	V;MASC;PL;V.PTCP
balasta	encalhado	balasts	encalhar	N;GEN;MASC;SG	V;MASC;SG;V.PTCP
balasta	ociosos	balasts	ocioso	N;GEN;MASC;SG	ADJ;MASC;PL
pievienotas	anexada	pievienot	anexar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
pievienotas	anexa	pievienot	anexo	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;FEM;SG
pievienotas	anexado	pievienot	anexado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
vīrusu	virais	vīruss	viral	N;ACC;MASC;SG	N;MASC;PL
būtiskas	essencial	būtiska	essencial	ADJ;NOM;FEM;PL	ADJ;MASC;SG
laikapstākļi	clima	laikapstāklis	clima	N;NOM;MASC;PL	N;MASC;SG
laikapstākļi	tempo	laikapstāklis	tempo	N;NOM;MASC;PL	N;MASC;SG
laikapstākļi	meteorologia	laikapstāklis	meteorologia	N;NOM;MASC;PL	N;FEM;SG
izpratni	entendendo	izpratne	entender	N;ACC;FEM;SG	V;V.MSDR
izpratni	compreender	izpratne	compreender	N;ACC;FEM;SG	V;NFIN
izpratni	compreendendo	izpratne	compreender	N;ACC;FEM;SG	V;V.MSDR
sulu	sumos	sula	ser	N;ACC;FEM;SG	N;MASC;PL
sulu	sucos	sula	suco	N;ACC;FEM;SG	N;MASC;PL
starptautisks	transnacionais	starptautisks	transnacional	ADJ;NOM;MASC;SG	N;MASC;PL
asamblejas	montagem	asambleja	montagem	N;NOM;FEM;PL	N;FEM;SG
asamblejas	assembleia	asambleja	assembleia	N;NOM;FEM;PL	N;FEM;SG
asamblejas	assembléia	asambleja	assembléia	N;NOM;FEM;PL	N;FEM;SG
omx	omx	omx	omx	PROPN	N;MASC;SG
sēdes	sentando	sēde	sentar	N;NOM;FEM;PL	V;V.MSDR
sēdes	sentado	sēde	sentar	N;NOM;FEM;PL	V;MASC;SG;V.PTCP
sēdes	sentada	sēde	sentar	N;NOM;FEM;PL	V;FEM;SG;V.PTCP
sēdes	sentados	sēde	sentar	N;NOM;FEM;PL	V;MASC;PL;V.PTCP
bot	bots	bot	bots		N;MASC;SG
pateikt	say	pateikt	say	V;POS;NFIN	N;MASC;SG
mākslīgā	artificiais	mākslīga	artificial	ADJ;NOM;FEM;SG	N;MASC;PL
akli	blind	akli	blind	ADV	N;MASC;SG
akli	cega	akli	cego	ADV	ADJ;FEM;SG
akli	cego	akli	cego	ADV	ADJ;MASC;SG
akli	cegos	akli	cego	ADV	N;MASC;PL
akli	cegas	akli	cega	ADV	N;FEM;PL
pierre	pierre	pierre	pierre		N;MASC;SG
regulāra	regulares	regulāra	regular	ADJ;NOM;FEM;SG	ADJ;MASC;PL
uzlabo	melhoria	uzlabot	melhoria	V;IMP;SG;2;POS;FIN;ACT	N;FEM;SG
uzlabo	melhora	uzlabot	melhora	V;IMP;SG;2;POS;FIN;ACT	N;FEM;SG
uzlabo	melhora	uzlabot	melhora	V;IMP;SG;2;POS;FIN;ACT	N;FEM;SG
uzlabo	melhore	uzlabot	melhore	V;IMP;SG;2;POS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
plāksnes	placa	plāksne	placa	N;NOM;FEM;PL	N;FEM;SG
plāksnes	prato	plāksne	prato	N;NOM;FEM;PL	N;MASC;SG
plāksnes	chapa	plāksne	chapa	N;NOM;FEM;PL	N;FEM;SG
kēnigsbergas	königsberg	kēnigsberga	königsberg	N;NOM;FEM;PL	N;FEM;SG
garīgais	espirituais	garīgs	espiritual	ADJ;NOM;MASC;SG	ADJ;MASC;PL
aptieka	farmácias	aptiekt	farmácia	N;NOM;FEM;SG	N;FEM;PL
ronis	foca	ronis	focar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
oksīdu	óxidos	oksīde	óxido	N;ACC;MASC;SG	N;MASC;PL
cvk	cce	cvk	cce	PROPN	N;MASC;SG
civilā	civil	civils	civil	ADJ;NOM;FEM;SG	N;MASC;SG
civilā	civis	civils	civil	ADJ;NOM;FEM;SG	N;MASC;PL
civilā	civil	civils	civil	ADJ;NOM;FEM;SG	N;MASC;SG
civilā	civis	civils	civil	ADJ;NOM;FEM;SG	N;MASC;PL
masīva	maciço	masīva	maciço	ADJ;NOM;FEM;SG	N;MASC;SG
misisipi	mississippi	misisips	mississippi	ADV	N;MASC;SG
misisipi	mississipi	misisips	mississipiar	ADV	N;MASC;SG
misisipi	mississípi	misisips	mississípi	ADV	N;MASC;SG
nvs	cis	nvs	cis	PROPN	N;MASC;SG
nvs	ic	nvs	ic	PROPN	N;MASC;SG
nvs	sci	nvs	sci	PROPN	N;MASC;SG
nvs	sia	nvs	sia	PROPN	N;MASC;SG
nvs	cei	nvs	cazer	PROPN	N;MASC;SG
reģistrētas	registrada	reģistrēt	registrar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
reģistrētas	registada	reģistrēt	registar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
reģistrētas	registrado	reģistrēt	registrar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
reģistrētas	registado	reģistrēt	registar	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
ieiet	entra	ieiet	entrar	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ieiet	entra	ieiet	entrar	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ieiet	insira	ieiet	insirar	V;IMP;2;POS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
ieiet	enter	ieiet	enter	V;IMP;2;POS;FIN;ACT	N;MASC;SG
drošība	seguranças	drošība	segurança	N;NOM;FEM;SG	N;FEM;PL
atkarību	dependências	atkarība	dependência	N;ACC;FEM;SG	N;FEM;PL
procesora	processadores	procesors	processador	N;NOM;MASC;SG	N;MASC;PL
talantu	talentos	talants	talento	N;ACC;MASC;SG	N;MASC;PL
zīmēšanas	desenhar	zīmēšana	desenhar	N;NOM;FEM;SG	V;NFIN
zīmēšanas	desenhando	zīmēšana	desenhar	N;NOM;FEM;SG	V;V.MSDR
piens	leite	piens	leite	N;NOM;MASC	N;MASC;SG
avīzē	jornais	avīze	jornal	N;ESS;FEM;SG	N;MASC;PL
