категория	الفئة	категория	فِئَة	N;INDF;FEM;SG	N;NOM;DEF;SG
хондурас	هندوراس	хондурас	هندوراس	N;INDF;MASC;SG	
продукции	للانتاج	продукция	للانتاج	N;INDF;FEM;PL	N;NOM;DEF;SG
камбоджа	كمبوديا	камбоджа	كَمبُودِيَا	N;INDF;FEM;SG	
кола	السيارة	кола	سَيَّارَة	N;INDF;FEM;SG	N;NOM;DEF;SG
намерени	وجد	намеря-(се)	وَجَد	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
намерени	خلصت	намеря-(се)	خَلَّص	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
намерени	وجدت	намеря-(се)	وَجَد	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
алексей	الكسي	алексей	كَسِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
разпространява	انتشار	разпространявам-(се)	اِنتِشَار	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
лента	الفيلم	лента	فِيلم	N;INDF;FEM;SG	N;NOM;DEF;SG
лента	الفرقة	лента	فِرقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
лента	الشريط	лента	شَرِيط	N;INDF;FEM;SG	N;NOM;DEF;SG
лента	الشريط	лента	شَرِيط	N;INDF;FEM;SG	N;NOM;DEF;SG
философи	الفلاسفة	философ	فُلَاسِفَة	N;INDF;MASC;PL	N;NOM;DEF;PL
крайцер	كروزر	крайцер	كروزر	N;INDF;MASC;SG	
съставена	تتالف	съставя	تَأَلَّف	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
запис	التسجيل	запис	تَسجِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
запис	يسجل	запис	سَجَّل	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
запис	سجل	запис	سَجَّل	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
запис	السجل	запис	سِجِلّ	N;INDF;MASC;SG	N;NOM;DEF;SG
запис	حفظ	запис	حِفظ	N;INDF;MASC;SG	
запис	وفر	запис	وَفر	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
запис	احفظ	запис	أَحفَظ	N;INDF;MASC;SG	
запис	بالفيديو	запис	بالفيديو	N;INDF;MASC;SG	N;NOM;DEF;SG
запис	الفيديو	запис	الفيديو	N;INDF;MASC;SG	N;NOM;DEF;SG
фантастика	الخيال	фантастика	خِيَال	N;INDF;FEM;SG	N;NOM;DEF;SG
спортен	رياضة	спортен	رِيَاضَة	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
спортен	الرياضة	спортен	رِيَاضَة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
спортен	سبورت	спортен	سَبُور	ADJ;INDF;MASC;SG	
спортен	رياضة	спортен	رِيَاضَة	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
спортен	الرياضة	спортен	رِيَاضَة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
спортен	الرياضات	спортен	رِيَاضَة	ADJ;INDF;MASC;SG	N;NOM;DEF;PL
теории	نظريات	теория	نَظَرِيَّة	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
теории	النظريات	теория	نَظَرِيَّة	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
сами	سامى	сам	سامى	ADJ;INDF;PL	
сами	سامي	сам	سامي	ADJ;INDF;PL	
сами	السامي	сам	سَامِي	ADJ;INDF;PL	N;NOM;DEF;SG
сами	سامي	сам	سامي	ADJ;INDF;PL	
гражданин	المواطن	гражданин	مُوَاطِن	N;INDF;MASC;SG	N;NOM;DEF;SG
доброволец	تطوع	доброволец	طَوَّع	N;INDF;MASC;SG	
доброволец	التطوع	доброволец	تَطَوُّع	N;INDF;MASC;SG	N;NOM;DEF;SG
куче	الكلب	куче	كُلب	N;INDF;NEUT;SG	N;NOM;DEF;SG
климатът	مناخ	климат	مُنَاخ	N;DEF;MASC;SG	N;NOM;INDF;SG
необходими	ضروري	необходим	ضَرُورِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
необходими	ضرورية	необходим	ضَرُورِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
необходими	الضروري	необходим	ضَرُورِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
граждански	الاهلي	граждански	الاهلي	ADJ;INDF;MASC;SG	
граждански	المدنية	граждански	مَدَنِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
граждански	المدني	граждански	مَدَنِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
граждански	مدني	граждански	مَدَنِيّ	ADJ;INDF;MASC;SG	
граждански	المدنية	граждански	مَدَنِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
граждански	المدني	граждански	مَدَنِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
царе	الملوك	царе	مَلوَك	N;INDF;MASC;PL	N;NOM;DEF;PL
векове	القرون	век	قَرن	N;INDF;MASC;PL	N;NOM;DEF;PL
предмет	الكائن	предмет	كَائِن	N;INDF;MASC;SG	N;NOM;DEF;SG
предмет	كائن	предмет	كَائِن	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
адам	ادم	адам	أَدَّم	N;INDF;MASC;SG	
адам	ادام	адам	أَدَام	N;INDF;MASC;SG	
продукция	الناتج	продукция	نَاتِج	N;INDF;FEM;SG	N;NOM;DEF;SG
продукция	الاخراج	продукция	خَرَج	N;INDF;FEM;SG	N;NOM;DEF;SG
продукция	النواتج	продукция	نَاتِج	N;INDF;FEM;SG	N;NOM;DEF;PL
продукция	الانتاج	продукция	إِنتَاج	N;INDF;FEM;SG	N;NOM;DEF;SG
програмиране	البرمجة	програмиране	بَرمَجَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
сомалия	الصومال	сомалия	صُومَال	N;INDF;FEM;SG	N;NOM;DEF;SG
сомалия	الصومالية	сомалия	صُومَالِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
сомалия	الصومالي	сомалия	صُومَالِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
защитени	محمية	защитя	محمية	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;SG
защитени	محمي	защитя	محمي	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
автомобил	السيارة	автомобил	سَيَّارَة	N;INDF;MASC;SG	N;NOM;DEF;SG
автомобил	العربة	автомобил	عَرَبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
автомобил	المركبة	автомобил	مَركَبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
кръвта	دماء	кръв	دَم	N;DEF;FEM;SG	N;NOM;INDF;PL
кръвта	دم	кръв	دَم	N;DEF;FEM;SG	N;NOM;INDF;SG
кръвта	دما	кръв	دَم	N;DEF;FEM;SG	N;NOM;INDF;SG
издаването	اصدار	издаване	إِصدَار	N;DEF;NEUT;SG	N;NOM;INDF;SG
бек	بيك	бек	بَيكَ	PROPN;INDF;MASC;SG	
открития	الاكتشافات	откритие	اِكتِشَاف	N;INDF;NEUT;PL	N;NOM;DEF;PL
открития	النتائج	откритие	نَتِيجَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
открития	الاستنتاجات	откритие	اِستِنتَاج	N;INDF;NEUT;PL	N;NOM;DEF;PL
градска	الحضر	градски	حَضَر	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
градска	الحضري	градски	حَضَرِيّ	ADJ;INDF;FEM;SG	
градска	الحضرية	градски	حَضَرِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
градска	حضري	градски	حضري	ADJ;INDF;FEM;SG	
прието	قبلت	приема	قَبِل	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
прието	مقبولة	приема	مَقبُول	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
господар	معلمي	господар	مُعَلِّم	N;INDF;MASC;SG	N;NOM;INDF;PL
господар	ماجستير	господар	ماجستير	N;INDF;MASC;SG	
господар	ماستر	господар	ماستر	N;INDF;MASC;SG	
господар	المعلم	господар	مُعلِم	N;INDF;MASC;SG	N;NOM;DEF;SG
обединени	متحدين	обединя-(се)	مُتَّحِد	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ACC;INDF;MASC;PL
обединени	المتحدة	обединя-(се)	مُتَّحِد	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
обединени	متحدة	обединя-(се)	مُتَّحِد	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
нападение	الهجوم	нападение	هُجُوم	N;INDF;NEUT;SG	N;NOM;DEF;SG
нападение	الاعتداء	нападение	اِعتِدَاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
лука	لوكا	лук	لوكا	N;INDF;MASC;SG	
лука	لوكا	лук	لوكا	N;INDF;MASC;SG	
сребърен	فضي	сребърен	فضي	N;INDF;MASC;SG	
сребърен	الفضة	сребърен	فِضَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
сребърен	سيلفر	сребърен	سيلفر	N;INDF;MASC;SG	
сребърен	فضية	сребърен	فَضِيَّة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
мащаб	المقياس	мащаб	مِقيَاس	N;INDF;MASC;SG	N;NOM;DEF;SG
ръст	النمو	ръст	نُمُوّ	N;INDF;MASC;SG	N;NOM;DEF;SG
ръст	الطول	ръст	طُول	N;INDF;MASC;SG	N;NOM;DEF;SG
ръст	الارتفاع	ръст	اِرتِفَاع	N;INDF;MASC;SG	N;NOM;DEF;SG
сътрудник	متعاون	сътрудник	مُتَعَاوِن	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
корабите	سفن	кораб	سَفِينَة	N;DEF;MASC;PL	
тел	السلك	тел	سِلكَة	N;INDF;FEM;SG	N;NOM;DEF;SG
тел	تل	тел	تَلّ	N;INDF;FEM;SG	
спортисти	الرياضيين	спортист	رِيَاضِيّ	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
търговска	التجاري	търговски	تِجَارِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
вяра	فيث	вяра	فَيثُ	N;INDF;FEM;SG	
вяра	ايمان	вяра	إِيمَان	N;INDF;FEM;SG	
вяра	الايمان	вяра	إِيمَان	N;INDF;FEM;SG	N;NOM;DEF;SG
евреите	يهود	евреин	يَهُودِيّ	N;DEF;MASC;PL	N;NOM;INDF;PL
евреите	اليهود	евреин	يَهُودِيّ	N;DEF;MASC;PL	ADJ;NOM;DEF;MASC;PL
киното	سينما	кино	سِينَمَا	N;DEF;NEUT;SG	
маршал	مارشال	маршал	مارشال	N;INDF;MASC;SG	
мнозинство	الاغلبية	мнозинство	أَغلَبِيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
мнозинство	الغالبية	мнозинство	غَالِبِيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
изложба	المعرض	изложба	مَعرِض	N;INDF;FEM;SG	N;NOM;DEF;SG
изложба	المعرض	изложба	مَعرِض	N;INDF;FEM;SG	N;NOM;DEF;SG
никарагуа	نيكاراغوا	никарагуа	نيكاراغوا	PROPN;INDF;MASC;SG	
никарагуа	نيكاراغوا	никарагуа	نيكاراغوا	PROPN;INDF;MASC;SG	
конгреса	الكونغرس	конгрес	اَلكُونغرِس	N;DEF;MASC;SG	
конгреса	الكونجرس	конгрес	اَلكُونجرِس	N;DEF;MASC;SG	
конгреса	كونغرس	конгрес	كُونغرِس	N;DEF;MASC;SG	
пещера	الكهف	пещера	كَهف	N;INDF;FEM;SG	N;NOM;DEF;SG
грешки	الاخطاء	грешка	خَطَأ	N;INDF;FEM;PL	N;NOM;DEF;PL
грешки	اخطاء	грешка	خَطَأ	N;INDF;FEM;PL	N;NOM;INDF;SG
грешки	الاخطاء	грешка	خَطَأ	N;INDF;FEM;PL	N;NOM;DEF;PL
грешки	اخطاء	грешка	خَطَأ	N;INDF;FEM;PL	N;NOM;INDF;SG
насекоми	الحشرات	насекомя	حَشَرَة	N;INDF;MASC;PL	N;NOM;DEF;PL
насекоми	حشرة	насекомя	حَشرَة	N;INDF;MASC;PL	N;NOM;INDF;SG
насекоми	الحشرة	насекомя	حَشرَة	N;INDF;MASC;PL	N;NOM;DEF;SG
насекоми	الحشرات	насекомя	حَشَرَة	N;INDF;MASC;PL	N;NOM;DEF;PL
насекоми	البق	насекомя	البق	N;INDF;MASC;PL	N;NOM;DEF;SG
социално	اجتماعيا	социален	اِجتِمَاعِيّ	ADV	ADJ;ACC;INDF;MASC;SG
социално	اجتماعية	социален	اِجتِمَاعِيّ	ADV	ADJ;NOM;INDF;FEM;SG
социално	الاجتماعية	социален	اِجتِمَاعِيّ	ADV	ADJ;NOM;DEF;FEM;SG
социално	الاجتماعي	социален	اِجتِمَاعِيّ	ADV	ADJ;NOM;DEF;MASC;SG
социално	اجتماعي	социален	اِجتِمَاعِيّ	ADV	ADJ;NOM;INDF;MASC;SG
племето	قبيلة	племе	قَبِيلَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
салвадор	سالفادور	салвадор	سالفادور	PROPN;INDF;MASC;SG	
салвадор	سلفادور	салвадор	سلفادور	PROPN;INDF;MASC;SG	
служби	الخدمات	служба	خِدمَة	N;INDF;FEM;PL	N;NOM;DEF;PL
латвия	ولاتفيا	латвия	ولاتفيا	PROPN;INDF;FEM;SG	
латвия	لاتفيا	латвия	لاتفيا	PROPN;INDF;FEM;SG	
посветена	مكرسة	посветя-(се)	مُكرِس	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
посветена	مكرس	посветя-(се)	مَكرَس	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
азербайджан	اذربيجان	азербайджан	اذربيجان	PROPN;INDF;MASC;SG	
азербайджан	اذربيجان	азербайджан	اذربيجان	PROPN;INDF;MASC;SG	
рали	التجمع	рали	تَجَمُّع	N;INDF;NEUT;SG	N;NOM;DEF;SG
рали	رالي	рали	رَالِي	N;INDF;NEUT;SG	
вкус	تذوق	вкус	عَاق	N;INDF;MASC;SG	
вкус	الذوق	вкус	ذَوق	N;INDF;MASC;SG	N;NOM;DEF;SG
вкус	النكهة	вкус	نَكهَة	N;INDF;MASC;SG	N;NOM;DEF;SG
принципи	المبادئ	принцип	مَبدَأ	N;INDF;MASC;PL	N;NOM;DEF;PL
оставка	الاستقالة	оставка	اِستِقَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
оставка	الاستقالة	оставка	اِستِقَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
загубата	خسارة	загуба	خَسَارَة	N;DEF;FEM;SG	N;NOM;INDF;SG
богата	ثريا	богат	ثَرِّيّ	ADJ;INDF;FEM;SG	
богата	غني	богат	غَنِّيّ	ADJ;INDF;FEM;SG	
богата	ريتش	богат	ريتش	ADJ;INDF;FEM;SG	
богата	الغنية	богат	غَنِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
богата	ثري	богат	ثري	ADJ;INDF;FEM;SG	
съветска	السوفييتية	съветски	سُوفيِيتِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
съветска	السوفييتي	съветски	سُوفيِيتِيّ	ADJ;INDF;FEM;SG	
съветска	السوفيتية	съветски	سُوفِيّ	ADJ;INDF;FEM;SG	
съветска	السوفييت	съветски	سُوفيِيت	ADJ;INDF;FEM;SG	N;NOM;DEF;PL
съветска	السوفياتي	съветски	سُوفيَاتِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
аристокрация	الارستقراطية	аристокрация	اِرسِقرَاطِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
властите	سلطات	власт	سُلطَة	N;DEF;FEM;PL	N;NOM;INDF;PL
месеци	الاشهر	месец	شَهر	N;INDF;MASC;PL	N;NOM;DEF;PL
месеци	الشهور	месец	شَهر	N;INDF;MASC;PL	N;NOM;DEF;PL
съответствие	الامتثال	съответствие	اِمتِثَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
джамия	جامع	джам	جَامِع	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
джамия	المسجد	джам	مَسجِد	N;INDF;FEM;SG	N;NOM;DEF;SG
джамия	الجامع	джам	جَامِع	N;INDF;FEM;SG	N;NOM;DEF;SG
сума	المبلغ	сума	مَبلَغ	N;INDF;FEM;SG	N;NOM;DEF;SG
сума	المبلغ	сума	مَبلَغ	N;INDF;FEM;SG	N;NOM;DEF;SG
поражение	الهزيمة	поражение	هَزِيمَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
надолу	اسفل	надолу	أَسفَل	ADV	
богат	ثريا	богат	ثَرِّيّ	ADJ;INDF;MASC;SG	
богат	غني	богат	غَنِّيّ	ADJ;INDF;MASC;SG	
богат	ريتش	богат	ريتش	ADJ;INDF;MASC;SG	
богат	الغنية	богат	غَنِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
богат	ثري	богат	ثري	ADJ;INDF;MASC;SG	
чикаго	شيكاغو	чикаго	شِيكَاغُو	PROPN;INDF;MASC;SG	
чикаго	شيكاجو	чикаго	شِيكَاجُو	PROPN;INDF;MASC;SG	
бавно	بطيء	бавно	بطيء	ADV	
бавно	بطئ	бавно	بَطَأ	ADV	N;NOM;INDF;SG
бавно	بطيئة	бавно	بَطِيء	ADV	ADJ;NOM;INDF;FEM;SG
бавно	ببطء	бавно	بَبَط	ADV	N;NOM;INDF;SG
ген	الجين	генерал	جِين	N;INDF;MASC;SG	N;NOM;DEF;SG
тунис	التونسية	тунис	تُونِسِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
тунис	التونسي	тунис	تُونِسِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
минало	الماضى	минало	الماضى	N;INDF;NEUT;SG	
минало	ماضي	минало	مَاضِي	N;INDF;NEUT;SG	
минало	الماضي	минало	مَاضِي	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
състоянието	حالة	състояние	حَالَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
състоянието	شرط	състояние	شَرط	N;DEF;NEUT;SG	N;NOM;INDF;SG
желанието	رغب	желание	رَغبَ	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
желанието	رغبه	желание	رغبه	N;DEF;NEUT;SG	PRO;NOM;MASC;SG;3
желанието	رغبة	желание	رَغبَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
извори	الينابيع	извор	الينابيع	N;INDF;MASC;PL	N;NOM;DEF;PL
минута	الدقيقة	минута	دَقِيقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
турско	التركي	турски	تُركِيّ	ADV	N;NOM;DEF;SG
турско	التركية	турски	تُركِيّ	ADV	ADJ;NOM;DEF;FEM;SG
турско	تركية	турски	تُركِيّ	ADV	ADJ;NOM;INDF;FEM;SG
турско	تركي	турски	تُركِيّ	ADV	
признание	الاعتراف	признание	اِعتِرَاف	N;INDF;NEUT;SG	N;NOM;DEF;SG
признание	الاسناد	признание	إِسنَاد	N;INDF;NEUT;SG	N;NOM;DEF;SG
признание	الاعتراف	признание	اِعتِرَاف	N;INDF;NEUT;SG	N;NOM;DEF;SG
проверка	التدقيق	проверка	تَدقِيق	N;INDF;FEM;SG	N;NOM;DEF;SG
проверка	التفتيش	проверка	تَفتِيش	N;INDF;FEM;SG	N;NOM;DEF;SG
проверка	الفحص	проверка	فَحص	N;INDF;FEM;SG	N;NOM;DEF;SG
проверка	تحقق	проверка	حَقَّق	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
проверка	التحقق	проверка	تَحَقُّق	N;INDF;FEM;SG	N;NOM;DEF;SG
проверка	تفقد	проверка	فَقَد	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
проверка	كش	проверка	كش	N;INDF;FEM;SG	
проверка	التحقق	проверка	تَحَقُّق	N;INDF;FEM;SG	N;NOM;DEF;SG
кан	خان	кан	خان	PROPN;INDF;MASC;SG	
кан	kan	кан	ثَصَث	PROPN;INDF;MASC;SG	
сава	سافا	сава	سافا	N;INDF;MASC;SG	
канали	القنوات	канал	قَنَاة	N;INDF;MASC;PL	N;NOM;DEF;PL
колони	الاركان	колона	رُكن	N;INDF;FEM;PL	N;NOM;DEF;PL
колони	الركائز	колона	رَكِيزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
колони	الاعمدة	колона	الاعمدة	N;INDF;FEM;PL	N;NOM;DEF;PL
колони	اعمدة	колона	اعمدة	N;INDF;FEM;PL	N;NOM;INDF;SG
колони	الاعمدة	колона	الاعمدة	N;INDF;FEM;PL	N;NOM;DEF;PL
мляко	لبن	мляко	لبن	N;INDF;NEUT;SG	
мляко	ميلك	мляко	ميلك	N;INDF;NEUT;SG	
мляко	اللبن	мляко	اللبن	N;INDF;NEUT;SG	N;NOM;DEF;SG
мляко	الحليب	мляко	حَلِيب	N;INDF;NEUT;SG	N;NOM;DEF;SG
крале	الملوك	крал	مَلوَك	N;INDF;MASC;PL	N;NOM;DEF;PL
ланка	لانكا	ланка	لانكا	N;INDF;FEM;SG	
ланка	نكا	ланка	نَكَا	N;INDF;FEM;SG	
парагвай	باراغواي	парагвам	باراغواي	N;INDF;MASC;SG	
вътрешна	الداخلية	вътрешен	دَاخِلِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
вътрешна	الداخلي	вътрешен	دَاخِلِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
вътрешна	الداخلية	вътрешен	دَاخِلِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
вътрешна	الداخلية	вътрешен	دَاخِلِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
вътрешна	الداخلي	вътрешен	دَاخِلِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
квалификациите	مؤهلات	квалификация	مؤهلات	N;DEF;FEM;PL	ADJ;NOM;INDF;FEM;PL
липсва	مفقودين	липсвам	مَفقُود	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;PL
липсва	المفقودين	липсвам	مَفقُود	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;ACC;DEF;MASC;PL
липсва	مفقودة	липсвам	مَفقُود	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
липсва	مفقود	липсвам	مَفقُود	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
марки	الماركات	марка	مَاركَة	N;INDF;FEM;PL	N;NOM;DEF;PL
марки	الطوابع	марка	طَابِع	N;INDF;FEM;PL	N;NOM;DEF;PL
маргарита	مارغريتا	маргарит	مارغريتا	N;INDF;FEM;SG	
направена	صنع	направя-(се)	صَنَع	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
направена	مصنوع	направя-(се)	مَصنُوع	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
направена	جعل	направя-(се)	جَعَل	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
подход	النهج	подход	نَهج	N;INDF;MASC;SG	N;NOM;DEF;SG
подход	الاقتراب	подход	اِقتِرَاب	N;INDF;MASC;SG	N;NOM;DEF;SG
исус	يسوع	исус	يسوع	N;INDF;MASC;SG	
серии	مسلسل	серия	مُسَلسَل	N;INDF;FEM;PL	N;NOM;INDF;SG
серии	سلسلة	серия	سِلسِلَة	N;INDF;FEM;PL	N;NOM;INDF;SG
серии	السلسلة	серия	سِلسِلَة	N;INDF;FEM;PL	N;NOM;DEF;SG
редактиране	حرر	редактиране	حَرَّر	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
редактиране	التحرير	редактиране	تَحرِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
редактиране	التعديل	редактиране	تَعدِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
редактиране	التحرير	редактиране	تَحرِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
комунисти	الشيوعيين	комунист	الشيوعيين	N;INDF;MASC;PL	ADJ;NOM;DEF;MASC;PL
ток	التيار	ток	تَيَّار	N;INDF;MASC;SG	N;NOM;DEF;SG
ток	الحالي	ток	حَالِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
ток	توك	ток	تَوَكَّ	N;INDF;MASC;SG	
ток	الكهرباء	ток	كَهرَبَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
режисьори	المديرون	режисьор	مُدِير	N;INDF;MASC;PL	N;NOM;DEF;PL
режисьори	المدراء	режисьор	مِدرَاء	N;INDF;MASC;PL	N;NOM;DEF;SG
телевизията	تلفاز	телевизия	تَلفَاز	N;DEF;FEM;SG	N;NOM;INDF;SG
телевизията	التليفزيون	телевизия	التليفزيون	N;DEF;FEM;SG	
телевизията	تلفزيون	телевизия	تِلفِزيُون	N;DEF;FEM;SG	N;NOM;INDF;SG
заболяване	المرض	заболяване	مَرَض	N;INDF;NEUT;SG	N;NOM;DEF;SG
заболяване	المرض	заболяване	مَرَض	N;INDF;NEUT;SG	N;NOM;DEF;SG
заболяване	داء	заболяване	دَاء	N;INDF;NEUT;SG	
заболяване	الامراض	заболяване	مَرَض	N;INDF;NEUT;SG	N;NOM;DEF;PL
ценни	قيمة	ценен	قِيمَة	ADJ;INDF;PL	N;NOM;INDF;SG
стокхолм	استكهولم	стокхолм	استكهولم	PROPN;INDF;MASC;SG	
стокхолм	ستوكهولم	стокхолм	ستوكهولم	PROPN;INDF;MASC;SG	
папата	بوب	папа	بوب	N;DEF;MASC;SG	
папата	بابا	папа	بابا	N;DEF;MASC;SG	
папата	البابا	папа	البابا	N;DEF;MASC;SG	
мандат	المصطلح	мандат	المصطلح	N;INDF;MASC;SG	N;NOM;DEF;SG
мандат	الولاية	мандат	وِلَايَة	N;INDF;MASC;SG	N;NOM;DEF;SG
гласове	الاصوات	глас	صَوت	N;INDF;MASC;PL	N;NOM;DEF;PL
гласове	الاصوات	глас	صَوت	N;INDF;MASC;PL	N;NOM;DEF;PL
родители	الاهل	родител	أَهل	N;INDF;MASC;PL	N;NOM;DEF;SG
родители	الوالدين	родител	الدالدين	N;INDF;MASC;PL	N;NOM;DEF;PL
родители	الوالدان	родител	وَالِدَان	N;INDF;MASC;PL	N;NOM;DEF;PL
родители	الاباء	родител	أَبَاء	N;INDF;MASC;PL	N;NOM;DEF;PL
колона	العمود	колона	عُمُود	N;INDF;FEM;SG	N;NOM;DEF;SG
музеи	المتاحف	музей	مُتَاحَف	N;INDF;MASC;PL	N;NOM;DEF;PL
сара	ساره	сар	ساره	PROPN;INDF;FEM;SG	
сара	سارة	сар	سَارَة	PROPN;INDF;FEM;SG	
сара	سارا	сар	سَارَا	PROPN;INDF;FEM;SG	
обиколки	لفات	обиколка	لفات	N;INDF;FEM;PL	
обиколки	الجولات	обиколка	جَولَة	N;INDF;FEM;PL	N;NOM;DEF;PL
монако	موناكو	монако	مُونَاكُو	N;INDF;MASC;SG	
спътник	ساتل	спътник	سَاتِل	N;INDF;MASC;SG	
спътник	السواتل	спътник	سُوَاتِل	N;INDF;MASC;SG	N;NOM;DEF;PL
