月	μουν	月	μουν	N	
適合	κατάλληλη	適合	κατάλληλος	V	ADJ;NOM;FEM;SG
適合	κατάλληλο	適合	κατάλληλος	V	ADJ;NOM;NEUT;SG
適合	κατάλληλα	適合	κατάλληλα	V	ADV
適合	κατάλληλος	適合	κατάλληλος	V	ADJ;NOM;MASC;SG
適合	κατάλληλοι	適合	κατάλληλος	V	ADJ;NOM;MASC;PL
精選	προτεινόμενα	精選	προτεινόμενος	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
單	mono	單	mono	NUM	
單	single	單	single	NUM	
單	ενιαία	單	ενιαίος	NUM	ADJ;NOM;FEM;SG
象徵	σύμβολο	象徵	σύμβολο	V	N;NOM;NEUT;SG
象徵	συμβολική	象徵	συμβολικός	V	ADJ;NOM;FEM;SG
象徵	συμβολικά	象徵	συμβολικά	V	ADV
象徵	συμβολικό	象徵	συμβολικός	V	ADJ;NOM;NEUT;SG
精靈	ξωτικό	精靈	ξωτικός	N	ADJ;NOM;NEUT;SG
巨人	γιγάντια	巨人	γιγάντια	N	ADV
巨人	γιγαντιαίο	巨人	γιγαντιαίος	N	ADJ;NOM;NEUT;SG
梓	αζούσα	梓	αζούσα	PROPN	N
無限	άπειρα	無限	άπειρα	N	PRO;NOM;NEUT;PL;3
無限	άπειρος	無限	άπειρος	N	ADJ;NOM;MASC;SG
無限	άπειρες	無限	άπειρα	N	ADJ;NOM;FEM;PL
無限	απεριόριστες	無限	απεριόριστος	N	ADJ;NOM;FEM;PL
無限	απεριόριστες	無限	απεριόριστος	N	ADJ;NOM;FEM;PL
無限	απεριόριστη	無限	απεριόριστος	N	ADJ;NOM;FEM;SG
王后	queen	王后	queen	N	
王后	ντάμα	王后	ντάμα	N	
永遠	πάντα	永遠	πάντα	N	ADV
永遠	πάντοτε	永遠	πάντοτε	N	ADV
永遠	παντα	永遠	παντα	N	ADV
永遠	forever	永遠	forever	N	
充分	πλήρως	充分	πλήρως		ADV
福岡	φουκουόκα	福岡	φουκουόκα	PROPN	PROPN;NOM;FEM;SG
難	δύσκολο	難	δύσκολος	N	ADJ;NOM;NEUT;SG
難	σκληρά	難	σκληρά	N	ADV
難	σκληρός	難	σκληρός	N	ADJ;NOM;MASC;SG
難	σκληρό	難	σκληρός	N	ADJ;NOM;NEUT;SG
難	σκληρή	難	σκληρός	N	ADJ;NOM;FEM;SG
難	δύσκολο	難	δύσκολος	N	ADJ;NOM;NEUT;SG
難	δύσκολη	難	δύσκολος	N	ADJ;NOM;FEM;SG
難	δύσκολα	難	δύσκολα	N	ADV
難	δύσκολος	難	δύσκολος	N	ADJ;NOM;MASC;SG
更高	ψηλότερα	更高	ψηλά	ADJ	ADV;CMPR
更高	υψηλότερα	更高	ψηλά	ADJ	ADV;CMPR
戰術	τακτικές	戰術	τακτικός	N	ADJ;NOM;FEM;PL
戰術	τακτική	戰術	τακτικός	N	ADJ;NOM;FEM;SG
戰術	τακτική	戰術	τακτικός	N	ADJ;NOM;FEM;SG
戰術	τακτικής	戰術	τακτικός	N	ADJ;GEN;FEM;SG
戰術	τακτικό	戰術	τακτικός	N	ADJ;NOM;NEUT;SG
戰術	τακτική	戰術	τακτικός	N	ADJ;NOM;FEM;SG
追求	αναζήτηση	追求	αναζήτηση	V	N;NOM;FEM;SG
追求	καταδίωξη	追求	καταδίωξη	V	N;ACC;FEM;SG
衛生	υγιεινής	衛生	υγιεινής	N	ADJ;GEN;FEM;SG
衛生	υγιεινή	衛生	υγιεινός	N	ADJ;NOM;FEM;SG
南斯拉夫	γιουγκοσλαβική	南斯拉夫	γιουγκοσλαβικός	PROPN	ADJ;NOM;FEM;SG
南斯拉夫	γιουγκοσλαβία	南斯拉夫	γιουγκοσλαβία	PROPN	PROPN;ACC;FEM;SG
南斯拉夫	γιουγκοσλαβίας	南斯拉夫	γιουγκοσλαβία	PROPN	PROPN;GEN;FEM;SG
誕生	γεννηθείς	誕生	γεννηθής	V	ADJ;NOM;MASC;SG
郝	χάο	郝	χάος	PROPN	
緬甸	βιρμανία	緬甸	βιρμανία	PROPN	N;NOM;FEM;SG
緬甸	μιανμάρ	緬甸	μιανμάρ	PROPN	
七十	εβδομήντα	七十	εβδομή	NUM	ADV
七十	seventy	七十	seventy	NUM	
環球	καθολική	環球	καθολικός	PROPN	ADJ;NOM;FEM;SG
彬	μπιν	彬	μπιν	PROPN	
交換	εναλλαγή	交換	εναλλαγή	V	N;NOM;FEM;SG
交換	ανταλλαγή	交換	ανταλλαγή	V	N;NOM;FEM;SG
交易	ανταλλαγές	交易	ανταλλαγή	V	N;NOM;FEM;PL
交易	χρηματιστήρια	交易	χρηματιστήριο	V	N;NOM;NEUT;PL
交易	ανταλλαγή	交易	ανταλλαγή	V	N;NOM;FEM;SG
提前	νωρίς	提前	νωρίς	V	ADV
提前	πρόωρη	提前	πρόωρος	V	N;NOM;FEM;SG
神奇	μαγεία	神奇	μαγείο	ADJ	N;ACC;FEM;SG
神奇	μαγικά	神奇	μαγικά	ADJ	ADV
神奇	μαγικά	神奇	μαγικά	ADJ	ADV
週刊	εβδομαδιαία	週刊	εβδομαδιαίος	N	ADJ;NOM;FEM;SG
週刊	εβδομαδιαίες	週刊	εβδομαδιαίος	N	ADJ;NOM;FEM;PL
示威	διαδήλωση	示威	διαδήλωση	V	N;ACC;FEM;SG
示威	επίδειξη	示威	επίδειξη	V	N;ACC;FEM;SG
示威	επιδείξεις	示威	επίδειξη	V	N;NOM;FEM;PL
示威	διαδηλώσεις	示威	διαδήλωση	V	N;NOM;FEM;PL
撞擊	αντίκτυπος	撞擊	αντίκτυπος	V	N;NOM;MASC;SG
撞擊	επίπτωση	撞擊	επίπτωση	V	N;ACC;FEM;SG
撞擊	σύγκρουση	撞擊	σύγκρουση	V	N;NOM;FEM;SG
撞擊	πρόσκρουση	撞擊	πρόσκρουση	V	N;NOM;FEM;SG
撞擊	επιπτώσεις	撞擊	επίπτωση	V	N;NOM;FEM;PL
撞擊	σύγκρουση	撞擊	σύγκρουση	V	N;NOM;FEM;SG
傑出	εκκρεμή	傑出	εκκρεμή	ADJ	N;NOM;NEUT;PL
日子	ημερες	日子	ημερώ	N	PRO;NOM;FEM;PL;3
樂園	paradise	樂園	paradise	N	
排行	ιεράρχηση	排行	ιεράρχηση	V	N;ACC;FEM;SG
排行	κατάταξη	排行	κατάταξη	V	N;ACC;FEM;SG
瀑布	φολς	瀑布	φολς	N	
瀑布	πέφτει	瀑布	πέφτω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
萍	πινγκ	萍	πινγκ	PROPN	
搜尋	αναζητήστε	搜尋	αναζητώ	N	V;PFV;IND;PL;2;PRS;FIN;ACT
米蘭	μίλαν	米蘭	μίλα	PROPN	
米蘭	μιλάνο	米蘭	μιλάνος	PROPN	PROPN;NOM;NEUT;SG
德州	τέξας	德州	τέξας	PROPN	PROPN;NOM;NEUT;SG
德州	texas	德州	texas	PROPN	
威尼斯	βενετία	威尼斯	βενετία	PROPN	PROPN;NOM;FEM;SG
答	απάντησε	答	απαντώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
答	απαντήστε	答	απαντώ	N	V;PFV;IMP;PL;2;FIN;ACT
折	πάσο	折	πάσο	PROPN	
鼓勵	ενθάρρυνση	鼓勵	ενθάρρυνση	V	N;ACC;FEM;SG
鼓勵	ενθαρρυντικά	鼓勵	ενθαρρυντικός	V	ADV
鼓勵	ενθάρρυνση	鼓勵	ενθάρρυνση	V	N;ACC;FEM;SG
鼓勵	ενθαρρυντικό	鼓勵	ενθαρρυντικός	V	ADJ;NOM;NEUT;SG
鼓勵	ενθαρρυντική	鼓勵	ενθαρρυντικός	V	ADJ;NOM;FEM;SG
鼓勵	ενθάρρυνση	鼓勵	ενθάρρυνση	V	N;ACC;FEM;SG
柬埔寨	καμπότζη	柬埔寨	καμπότζη	PROPN	
希特勒	χίτλερ	希特勒	χίτλερ	PROPN	PROPN;NOM;MASC;SG
輸入	είσοδος	輸入	είσοδος	V	N;NOM;FEM;SG
輸入	εισροές	輸入	εισρός	V	N;NOM;FEM;PL
輸入	εισόδου	輸入	είσοδος	V	N;GEN;FEM;SG
輸入	εισροή	輸入	εισροή	V	N;ACC;FEM;SG
處理	επεξεργαστής	處理	επεξεργαστής	V	N;NOM;MASC;SG
處理	επεξεργαστή	處理	επεξεργαστής	V	N;ACC;MASC;SG
無	null	無	null	V	
無	άκυρο	無	άκυρο	V	N;NOM;NEUT;SG
無	άκυρη	無	άκυρος	V	ADJ;NOM;FEM;SG
贊助	χορηγός	贊助	χορηγός	V	N;NOM;MASC;SG
贊助	χορηγία	贊助	χορηγία	V	N;NOM;FEM;SG
贊助	χορηγούμενη	贊助	χορηγώ	V	ADJ;NOM;FEM;SG
贊助	χορηγός	贊助	χορηγός	V	N;NOM;MASC;SG
贊助	χορηγό	贊助	χορηγός	V	N;NOM;NEUT;SG
贊助	χορηγία	贊助	χορηγία	V	N;NOM;FEM;SG
保守	συντηρητικά	保守	συντηρητικά	ADJ	ADV
幫忙	βοηθεια	幫忙	βοηθεια	V	N;ACC;FEM;SG
幫忙	βοήθεια	幫忙	βοήθεια	V	N;ACC;FEM;SG
競賽	race	競賽	race	N	
首歌	σονγκ	首歌	σονγκ	N	
超人	σούπερμαν	超人	σούπερνα	N	
超人	superman	超人	superman	N	
股票	στοκ	股票	στοκ	N	
實現	πραγματοποίηση	實現	πραγματοποίηση	V	N;ACC;FEM;SG
實現	συνειδητοποίηση	實現	συνειδητοποίηση	V	N;ACC;FEM;SG
實現	επίτευξη	實現	επίτευξη	V	N;ACC;FEM;SG
實現	επίτευξη	實現	επίτευξη	V	N;ACC;FEM;SG
八十	eighty	八十	eighty	NUM	
出局	έξω	出局	έξω	V	ADV
出局	out	出局	out	V	
出局	εξω	出局	εξω	V	ADV
瑪麗	μαίρη	瑪麗	μαίρης	PROPN	N;NOM;FEM;SG
平等	ίσης	平等	ίσος	N	ADJ;GEN;FEM;SG
平等	ίσοι	平等	ίσος	N	ADJ;NOM;MASC;PL
困難	δύσκολο	困難	δύσκολος	N	ADJ;NOM;NEUT;SG
困難	δύσκολη	困難	δύσκολος	N	ADJ;NOM;FEM;SG
困難	δύσκολα	困難	δύσκολα	N	ADV
困難	δύσκολος	困難	δύσκολος	N	ADJ;NOM;MASC;SG
危險	επικίνδυνος	危險	επικίνδυνος	N	ADJ;NOM;MASC;SG
危險	επικίνδυνο	危險	επικίνδυνος	N	ADJ;NOM;NEUT;SG
危險	επικίνδυνες	危險	επικίνδυνας	N	ADJ;NOM;FEM;PL
危險	επικίνδυνα	危險	επικίνδυνα	N	ADV
危險	επικίνδυνη	危險	επικίνδυνος	N	ADJ;NOM;FEM;SG
強大	δυνατοί	強大	δυνατός	N	ADJ;NOM;MASC;PL
強大	δυνατός	強大	δυνατός	N	ADJ;NOM;MASC;SG
強大	δυνατό	強大	δυνατός	N	ADJ;NOM;NEUT;SG
強大	δυνατή	強大	δυνατός	N	ADJ;NOM;FEM;SG
強大	ισχυρός	強大	ισχυρός	N	ADJ;NOM;MASC;SG
強大	ισχυρό	強大	ισχυρός	N	ADJ;NOM;NEUT;SG
強大	ισχυρή	強大	ισχυρός	N	ADJ;NOM;FEM;SG
技巧	τεχνική	技巧	τεχνικός	N	ADJ;NOM;FEM;SG
外國	ξένος	外國	ξένος	N	ADJ;NOM;MASC;SG
外國	ξένο	外國	ξένος	N	ADJ;NOM;NEUT;SG
外國	ξένη	外國	ξένος	N	ADJ;NOM;FEM;SG
外國	ξένα	外國	ξένος	N	ADJ;NOM;NEUT;PL
瓦爾	βαλ	瓦爾	βαλ	PROPN	PROPN;NOM;MASC;SG
瓦爾	val	瓦爾	val	PROPN	
帽	καπ	帽	καπ	N	
公寓	επίπεδη	公寓	επίπεδο	N	NUM;NOM;FEM;SG
接管	εξαγορά	接管	εξαγορά	V	N;NOM;FEM;SG
接管	κατάληψη	接管	κατάληψη	V	N;ACC;FEM;SG
一	πλευρα	一	πλευρα	NUM	N;ACC;FEM;SG
一	πλευρά	一	πλευρά	NUM	N;ACC;FEM;SG
一	side	一	side	NUM	
奧運	ολυμπιακοί	奧運	ολυμπιακός	PROPN	ADJ;NOM;MASC;PL
奧運	ολυμπιακούς	奧運	ολυμπιακός	PROPN	ADJ;ACC;MASC;PL
聯絡	επαφη	聯絡	επαφη	V	N;NOM;FEM;SG
聯絡	επαφή	聯絡	επαφή	V	N;ACC;FEM;SG
聯絡	επικοινωνία	聯絡	επικοινωνία	V	N;NOM;FEM;SG
漢	κινέζος	漢	κινέζος	PROPN	N;NOM;MASC;SG
漢	κινεζική	漢	κινεζικός	PROPN	ADJ;NOM;FEM;SG
漢	κινέζικο	漢	κινέζικος	PROPN	ADJ;NOM;NEUT;SG
漢	κινέζικα	漢	κινέζικος	PROPN	N;NOM;NEUT;PL
漢	κινέζοι	漢	κινέζος	PROPN	N;NOM;MASC;PL
下載	κατέβασμα	下載	κατέβασμα	V	N;NOM;NEUT;SG
下載	λήψη	下載	λήψη	V	N;ACC;FEM;SG
下載	λήψεις	下載	λήψη	V	N;NOM;FEM;PL
下載	κατέβασμα	下載	κατέβασμα	V	N;NOM;NEUT;SG
裡面	μέσα	裡面	μέσα	N	ADV
裡面	μεσα	裡面	μεσα	N	ADV
修道	μοναστήρι	修道	μοναστήρι	V	N;NOM;NEUT;SG
修道	μονή	修道	μονή	V	N;NOM;FEM;SG
修道	μοναστήρι	修道	μοναστήρι	V	N;NOM;NEUT;SG
修道	μονή	修道	μονή	V	N;NOM;FEM;SG
修道	αβαείο	修道	αβαείο	V	N;NOM;NEUT;SG
地中	μεσογειακή	地中	μεσογειακός	PROPN	ADJ;NOM;FEM;SG
地中	μεσογείου	地中	μεσόγειος	PROPN	PROPN;GEN;FEM;SG
地中	μεσόγειο	地中	μεσόγειο	PROPN	PROPN;ACC;FEM;SG
地中	μεσόγειος	地中	μεσόγειος	PROPN	PROPN;NOM;MASC;SG
釋放	απελευθέρωση	釋放	απελευθέρωση	V	N;NOM;FEM;SG
釋放	αποδέσμευση	釋放	αποδέσμευση	V	N;ACC;FEM;SG
釋放	ελευθέρωση	釋放	ελευθέρωση	V	N;ACC;FEM;SG
登記	μητρώο	登記	μητρώο	V	N;NOM;NEUT;SG
登記	καταχώριση	登記	καταχώριση	V	N;ACC;FEM;SG
登記	καταχώρηση	登記	καταχώρηση	V	N;ACC;FEM;SG
登記	καταχώρισης	登記	καταχώριση	V	N;GEN;FEM;SG
登記	καταγραφή	登記	καταγραφή	V	N;ACC;FEM;SG
登記	εγγραφή	登記	εγγραφή	V	N;NOM;FEM;SG
黃色	κίτρινος	黃色	κίτρινος	N	ADJ;NOM;MASC;SG
黃色	κίτρινη	黃色	κίτρινος	N	ADJ;NOM;FEM;SG
學士	μπάτσελορ	學士	μπάτσελορ	N	
學士	εργένης	學士	εργένη	N	ADJ;NOM;MASC;SG
批判	κρίσιμη	批判	κρίσιμος	N	ADJ;NOM;FEM;SG
批判	κρίσιμα	批判	κρίσιμα	N	ADJ;NOM;NEUT;PL
批判	κρίσιμο	批判	κρίσιμο	N	ADJ;NOM;NEUT;SG
批判	κρίσιμες	批判	κρίσιμος	N	ADJ;NOM;FEM;PL
馬力	μαλίκ	馬力	μαλίκ	N	
馬力	μάλικ	馬力	μάλικ	N	
熟悉	οικείος	熟悉	οικείος	ADJ	N;NOM;MASC;SG
聖經	βίβλος	聖經	βίβλος	PROPN	N;NOM;FEM;SG
聖經	βίβλο	聖經	βίβλος	PROPN	N;NOM;FEM;SG
聖經	βιβλική	聖經	βιβλικός	PROPN	ADJ;NOM;FEM;SG
村民	χωρικός	村民	χωρικός	N	ADJ;NOM;MASC;SG
村民	χωρικοί	村民	χωρικός	N	ADJ;NOM;MASC;PL
威爾斯	ουαλία	威爾斯	ουαλία	PROPN	PROPN;ACC;FEM;SG
招生	παραδοχή	招生	παραδοχή	V	N;NOM;FEM;SG
現有	υπάρχουσες	現有	υπάρχων	V	ADJ;NOM;FEM;PL
現有	υπάρχουσα	現有	υπάρχων	V	ADJ;NOM;FEM;SG
現有	υφιστάμενη	現有	υφιστάμενος	V	ADJ;NOM;FEM;SG
現有	υπάρχον	現有	υπάρχων	V	ADJ;NOM;NEUT;SG
現有	υφιστάμενων	現有	υφιστάμενος	V	ADJ;GEN;MASC;PL
現有	υφιστάμενες	現有	υφιστάμενος	V	ADJ;NOM;FEM;PL
銀河	γαλαξιακή	銀河	γαλαξιακός	PROPN	ADJ;NOM;FEM;SG
銀河	γαλαξίας	銀河	γαλαξία	PROPN	N;NOM;MASC;SG
銀河	γαλαξία	銀河	γαλαξία	PROPN	N;NOM;MASC;SG
創辦	ιδρυτής	創辦	ιδρυτός	V	N;NOM;MASC;SG
創辦	ιδρυτή	創辦	ιδρυτός	V	N;VOC;MASC;SG
地質	γεωλογική	地質	γεωλογικός	N	ADJ;NOM;FEM;SG
多倫多	τορόντο	多倫多	τορόν	PROPN	PROPN;NOM;FEM;SG
桓	χουαν	桓	χω	PROPN	
初步	προκαταρκτικές	初步	προκαταρκτικός	ADV	ADJ;NOM;FEM;PL
初步	προκαταρκτική	初步	προκαταρκτικός	ADV	ADJ;NOM;FEM;SG
初步	προκαταρκτικό	初步	προκαταρκτικός	ADV	N;NOM;NEUT;SG
獎金	bonus	獎金	bonus	N	
獎金	bonus	獎金	bonus	N	
營業	ανοιχτά	營業	ανοικτά	V	ADV
營業	ανοιχτό	營業	ανοιχτός	V	N;NOM;NEUT;SG
營業	άνοιγμα	營業	άνοιγμα	V	N;NOM;NEUT;SG
營業	ανοικτό	營業	ανοιχτός	V	ADJ;NOM;NEUT;SG
閱讀	διαβάσει	閱讀	διαβάζω	N	V;PFV;NFIN;ACT
閱讀	διάβαζε	閱讀	διαβάζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
閱讀	διάβασε	閱讀	διαβάζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
檢查	επιταγή	檢查	επιταγή	V	N;ACC;FEM;SG
檢查	έλεγχος	檢查	έλεγχος	V	N;NOM;MASC;SG
檢查	check	檢查	check	V	NUM
檢查	τσεκ	檢查	τσεκ	V	N
法拉	farah	法拉	farah	PROPN	
聲稱	διεκδίκηση	聲稱	διεκδίκηση	V	N;ACC;FEM;SG
橫濱	γιοκοχάμα	橫濱	γιοκοχάμα	PROPN	PROPN;NOM;FEM;SG
棠	τονγκ	棠	τονγκ	PROPN	
空氣	air	空氣	air	N	
外界	ξένοι	外界	ξένος	N	ADJ;NOM;MASC;PL
外界	ξένους	外界	ξένος	N	ADJ;ACC;MASC;PL
小孩	κιντ	小孩	κιντ	N	
多	πολλαπλές	多	πολλαπλά	NUM	ADJ;NOM;FEM;PL
多	πολλαπλή	多	πολλαπλή	NUM	ADJ;NOM;FEM;SG
多	πολλαπλά	多	πολλαπλά	NUM	ADV
鰻	χέλι	鰻	χέλι	N	PROPN;NOM;NEUT;SG
沖繩	οκινάουα	沖繩	οκινάουος	PROPN	PROPN;NOM;NEUT;SG
煤	κάρβουνο	煤	κάρβουνος	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
一旦	κάποτε	一旦	κάποτε	ADP	ADV
慢	αργά	慢	αργά		ADV
慢	αργή	慢	αργή		ADJ;NOM;FEM;SG
慢	αργός	慢	αργός		N;NOM;MASC;SG
慢	αργό	慢	αργό		N;NOM;NEUT;SG
姐姐	sis	姐姐	sis	N	
單打	singles	單打	singles	N	
單打	μονά	單打	μονά	N	
彩虹	rainbow	彩虹	rainbow	N	
賽車	αγωνιστικά	賽車	αγωνιστικά	N	ADV
模仿	μίμηση	模仿	μίμηση	V	N;ACC;FEM;SG
模仿	απομιμήσεις	模仿	απομίμηση	V	N;NOM;FEM;PL
模仿	απομίμηση	模仿	απομίμηση	V	N;ACC;FEM;SG
模仿	παρωδία	模仿	παρωδία	V	N;NOM;FEM;SG
一	γενεά	一	γενος	NUM	N;NOM;FEM;SG
一	γενιά	一	γενιά	NUM	N;NOM;FEM;SG
一	γενεές	一	γενή	NUM	N;NOM;FEM;PL
一	γενεών	一	γενή	NUM	N;GEN;FEM;PL
一	γενιές	一	γενιά	NUM	N;NOM;FEM;PL
論壇	forum	論壇	forum	N	
廣島	χιροσίμα	廣島	χιροσίμα	PROPN	PROPN;NOM;FEM;SG
複雜	πολυπλοκότητα	複雜	πολυπλοκότητα	ADJ	N;ACC;FEM;SG
複雜	σύνθετη	複雜	σύνθετος	ADJ	ADV
複雜	συγκρότημα	複雜	συγκρότημα	ADJ	N;NOM;NEUT;SG
複雜	μπερδεμένο	複雜	μπερδεμένο	ADJ	N;NOM;NEUT;SG
三	samsung	三	samsung	NUM	
包圍	πολιορκία	包圍	πολιορκία	V	N;NOM;FEM;SG
平行	παράλληλη	平行	παράλληλος		ADJ;NOM;FEM;SG
平行	παράλληλο	平行	παράλληλος		ADJ;NOM;NEUT;SG
平行	παράλληλα	平行	παράλληλα		ADV
平行	παράλληλες	平行	παράλληλος		ADJ;NOM;FEM;PL
平行	παραλληλισμό	平行	παραλληλισμός		N;ACC;MASC;SG
自主	αυτόνομη	自主	αυτόνομος	N	ADJ;NOM;FEM;SG
自主	αυτόνομο	自主	αυτόνομος	N	ADJ;NOM;NEUT;SG
自主	αυτόνομες	自主	αυτόνομος	N	ADJ;NOM;FEM;PL
自主	αυτόνομα	自主	αυτόνομα	N	ADV
預定	κράτηση	預定	κράτηση	V	N;NOM;FEM;SG
金星	αφροδίτη	金星	αφροδίτης	PROPN	PROPN;NOM;FEM;SG
寄生	παρασιτική	寄生	παρασιτικός	V	ADJ;NOM;FEM;SG
寄生	παράσιτο	寄生	παράσιτος	V	N;NOM;NEUT;SG
拯救	σωτηρία	拯救	σωτηρία	V	N;ACC;FEM;SG
拯救	λύτρωση	拯救	λύτρωση	V	N;ACC;FEM;SG
拯救	διάσωση	拯救	διάσωση	V	N;ACC;FEM;SG
拯救	διάσωσης	拯救	διάσωση	V	N;GEN;FEM;SG
型態	type	型態	type	N	
病人	ασθενείς	病人	ασθενής	N	ADJ;NOM;MASC;PL
病人	ασθενής	病人	ασθενής	N	ADJ;NOM;MASC;SG
病人	ασθενή	病人	ασθενής	N	ADJ;NOM;MASC;SG
優惠	προσφέρει	優惠	προσφέρω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
搖滾	rock	搖滾	rock	N	
搖滾	ροκ	搖滾	ροκ	N	
修訂	αναθεώρηση	修訂	αναθεώρηση	V	N;NOM;FEM;SG
勞工	εργατικό	勞工	εργατικός	N	ADJ;NOM;NEUT;SG
前面	μπροστά	前面	μπροστά	N	ADV
囊	κάψουλα	囊	κάψουλα	PROPN	N;NOM;FEM;SG
執政	κυβερνών	執政	κυβέρνα	V	N;GEN;FEM;PL
對外	εξωτερικά	對外	εξωτερικά		ADV
刊登	δημοσίευση	刊登	δημοσίευση	V	N;NOM;FEM;SG
未	άγνωστη	未	άγνωστος	ADV;NEG	ADJ;NOM;FEM;SG
未	άγνωστος	未	άγνωστος	ADV;NEG	ADJ;NOM;MASC;SG
未	άγνωστο	未	άγνωστος	ADV;NEG	ADJ;NOM;NEUT;SG
偵探	ντετέκτιβ	偵探	ντετέκτιβ	V	N;NOM;MASC;SG
偵探	ντεντέκτιβ	偵探	ντεντέκτιβ	V	N;NOM;MASC;SG
里昂	λάιον	里昂	λάιον	PROPN	N
里昂	λυών	里昂	λύος	PROPN	PROPN;ACC;FEM;SG
里昂	λάιονς	里昂	λάιονς	PROPN	N;NOM;SG
里昂	λυών	里昂	λύος	PROPN	PROPN;ACC;FEM;SG
提醒	καταχωρίσεις	提醒	κατάχωριση	V	N;NOM;FEM;PL
提醒	ειδοποιήσεις	提醒	ειδοποίηση	V	N;NOM;FEM;PL
提醒	υπενθυμίσεις	提醒	υπενθύμιση	V	N;NOM;FEM;PL
提醒	ειδοποίηση	提醒	ειδοποίηση	V	N;NOM;FEM;SG
提醒	συναγερμός	提醒	συναγερμός	V	N;NOM;MASC;SG
提醒	υπενθύμιση	提醒	υπενθύμιση	V	N;ACC;FEM;SG
提醒	υπόμνηση	提醒	υπόμνηση	V	N;ACC;FEM;SG
友好	φιλικοί	友好	φιλικός	N	ADJ;NOM;MASC;PL
友好	φιλικά	友好	φιλικά	N	ADV
友好	φιλική	友好	φιλικός	N	ADJ;NOM;FEM;SG
友好	φιλικός	友好	φιλικός	N	ADJ;NOM;MASC;SG
友好	φιλικό	友好	φιλικός	N	ADJ;NOM;NEUT;SG
片段	κλιπ	片段	κλιπ	N	
割	κομμένα	割	κομμένος	V	N;NOM;NEUT;PL
割	κόψιμο	割	κόψιμο	V	N;NOM;NEUT;SG
諮詢	συμβουλευτείτε	諮詢	συμβουλεύω	N	V;IPFV;IND;PL;2;PRS;FIN;ACT
諮詢	συμβουλεύεται	諮詢	συμβουλεύω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
岑	cen	岑	cen	PROPN	
分離	απόσχιση	分離	απόσχιση	V	N;ACC;FEM;SG
分離	διαχωρισμός	分離	διαχωρισμός	V	N;NOM;MASC;SG
分離	χωρισμός	分離	χωρισμός	V	N;NOM;MASC;SG
分離	διαχωρισμού	分離	διαχωρισμός	V	N;GEN;MASC;SG
分離	χωριστή	分離	χωριστής	V	ADJ;NOM;FEM;SG
分離	ξεχωριστά	分離	ξεχωριστώ	V	ADV
分離	χωριστά	分離	χωριστώ	V	ADV
可	ορατό	可	ορατός	V	N;ACC;MASC;SG
可	ορατά	可	ορατός	V	ADJ;NOM;NEUT;PL
可	ορατή	可	ορατός	V	ADJ;NOM;FEM;SG
可	ορατός	可	ορατός	V	ADJ;NOM;MASC;SG
可	ορατές	可	ορατός	V	ADJ;NOM;FEM;PL
液	υγρή	液	υγρή	N	ADJ;NOM;FEM;SG
液	υγρός	液	υγρός	N	ADJ;NOM;MASC;SG
騰	τενγκ	騰	τενγκ		N
資產	ενεργητικού	資產	ενεργητικός	N	ADJ;GEN;NEUT;SG
資產	ενεργητικό	資產	ενεργητικός	N	ADJ;NOM;NEUT;SG
名詞	ουσιαστικό	名詞	ουσιαστικός	N	ADJ;NOM;NEUT;SG
停車	πάρκινγκ	停車	πάρκινγκ	V	
停車	στάθμευσης	停車	στάθμευση	V	N;GEN;FEM;SG
停車	παρκάρισμα	停車	παρκάρισμα	V	N;NOM;NEUT;SG
停車	στάθμευση	停車	στάθμευση	V	N;ACC;FEM;SG
羅伯特	robert	羅伯特	robert	PROPN	
羅伯特	ρόμπερτ	羅伯特	ρόμπερτ	PROPN	
孟加拉	βεγγάλης	孟加拉	βεγγάλος	PROPN	PROPN;GEN;FEM;SG
夢想	dream	夢想	dream	N	
覆蓋	παράκαμψη	覆蓋	παράκαμψη	V	N;NOM;FEM;SG
覆蓋	κάλυμμα	覆蓋	κάλυμμα	V	N;NOM;NEUT;SG
覆蓋	κάλυψη	覆蓋	κάλυψη	V	N;ACC;FEM;SG
覆蓋	εξώφυλλο	覆蓋	εξώφυλλο	V	N;NOM;NEUT;SG
覆蓋	αντικατάσταση	覆蓋	αντικατάσταση	V	N;ACC;FEM;SG
寫作	γράψω	寫作	γράψω	N	V;PFV;IND;SG;1;FIN;ACT
寫作	γράψτε	寫作	γράψτε	N	V;PFV;IMP;PL;2;FIN;ACT
寫作	γράψε	寫作	γράφω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
溝通	επικοινωνία	溝通	επικοινωνία	V	N;NOM;FEM;SG
溝通	ανακοίνωση	溝通	ανακοίνωση	V	N;NOM;FEM;SG
醇	αλκοόλ	醇	αλκοόλ	N	
即時	στιγμιαίο	即時	στιγμιαίος	ADV	ADJ;NOM;NEUT;SG
即時	άμεσο	即時	άμεσος	ADV	ADJ;NOM;NEUT;SG
