και	وال	και	وَال	CONJ	N;NOM;DEF;SG
στάλθηκε	ارسل	στέλνω	أَرسَل	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
ατομικό	فرد	ατομικός	فَرد	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
ατομικό	الفرد	ατομικός	فَرد	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
νομοθεσία	التشريعات	νομοθεσία	تَشرِيع	N;NOM;FEM;SG	N;NOM;DEF;PL
νομοθεσία	تشريعات	νομοθεσία	تَشرِيع	N;NOM;FEM;SG	N;NOM;INDF;PL
αραβική	العرب	αραβικός	عَرَب	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
αραβική	عرب	αραβικός	عرب	ADJ;NOM;FEM;SG	
αραβική	بالعربي	αραβικός	بالعربي	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
αραβική	بالعربية	αραβικός	بَالِعربِيّ	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
δωρεάν	مجانا	δωρεάν	مَجَّان		ADJ;ACC;INDF;MASC;SG
δωρεάν	حرة	δωρεάν	حُرّ		ADJ;NOM;INDF;FEM;SG
δωρεάν	مجاني	δωρεάν	مَجَّانِيّ		ADJ;NOM;INDF;MASC;SG
δωρεάν	f	δωρεάν	!		
δωρεάν	حر	δωρεάν	حُرّ		N;NOM;INDF;SG
βελιγραδίου	بلغراد	βελιγράδιο	بلغراد	PROPN;GEN;NEUT;SG	
εξετάσεις	الامتحان	εξέταση	اِمتِحَان	N;NOM;FEM;PL	N;NOM;DEF;SG
εξετάσεις	امتحان	εξέταση	اِمتِحَان	N;NOM;FEM;PL	N;NOM;INDF;SG
τζαζ	جاز	τζαζ	جَاز		V;PFV;MASC;SG;3;ACT
τζαζ	الجاز	τζαζ	جَاز		N;NOM;DEF;SG
λάθη	اخطاء	λάθος	خَطَأ	N;NOM;NEUT;PL	N;NOM;INDF;SG
λάθη	اخطاء	λάθος	خَطَأ	N;NOM;NEUT;PL	N;NOM;INDF;SG
σόλο	سولو	σόλος	سُولُو		
σόλο	فردي	σόλος	فَردِيّ		ADJ;NOM;INDF;MASC;SG
σόλο	منفردة	σόλος	مُنفَرِد		ADJ;NOM;INDF;FEM;SG
σόλο	منفرد	σόλος	مُنفَرِد		ADJ;NOM;INDF;MASC;SG
φιλοσοφική	الفلسفية	φιλοσοφικός	فِلَسفِيّ	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
προσωπικότητα	شخصيه	προσωπικότητα	شخصيه	N;ACC;FEM;SG	
προσωπικότητα	الشخصية	προσωπικότητα	شَخصِيّ	N;ACC;FEM;SG	ADJ;NOM;DEF;FEM;SG
προσωπικότητα	شخصية	προσωπικότητα	شَخصِيَّة	N;ACC;FEM;SG	N;NOM;INDF;SG
βελιγράδι	بلغراد	βελιγράδι	بلغراد	PROPN;NOM;NEUT;SG	
οπαδούς	اتباع	οπαδός	اِتِّبَاع	N;ACC;MASC;PL	N;NOM;INDF;SG
οπαδούς	متابعين	οπαδός	مُتَأَابِع	N;ACC;MASC;PL	N;NOM;INDF;PL
οπαδούς	متابع	οπαδός	مُتَأَبِّع	N;ACC;MASC;PL	N;NOM;INDF;SG
οπαδούς	المتابعين	οπαδός	مُتَابِع	N;ACC;MASC;PL	N;NOM;DEF;PL
ιερέας	قسيس	ιερία	قسيس	N;NOM;MASC;SG	
ιερέας	كاهن	ιερία	كَاهِن	N;NOM;MASC;SG	
ιερέας	قس	ιερία	قِس	N;NOM;MASC;SG	
επισκοπή	ابرشية	επισκοπή	أَبرَشِيّ	N;NOM;FEM;SG	
ξενοδοχείο	h	ξενοδοχείο	h	N;NOM;NEUT;SG	
ξενοδοχείο	دق	ξενοδοχείο	دَقّ	N;NOM;NEUT;SG	
επισήμως	رسميا	επίσημα	رَسمِيّ	ADV	ADJ;ACC;INDF;MASC;SG
στάλιν	ستالين	στάλιν	ستالين		N;ACC;INDF;DU
στόχους	اهداف	στόχος	هَدَف	N;ACC;MASC;PL	N;NOM;INDF;PL
στόχους	الاهداف	στόχος	هَدَف	N;ACC;MASC;PL	N;NOM;DEF;PL
στόχους	الغايات	στόχος	غَايَة	N;ACC;MASC;PL	N;NOM;DEF;PL
επαγγελματικό	المهنية	επαγγελματικός	مِهنِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
μαύρα	الاسود	μαύρας	أَسوَد	N;NOM;NEUT;PL	N;NOM;DEF;SG
μαύρα	اسود	μαύρας	أَسوَد	N;NOM;NEUT;PL	
μαύρα	بلاك	μαύρας	بلَاك	N;NOM;NEUT;PL	
μαύρα	سوداء	μαύρας	أَسوَد	N;NOM;NEUT;PL	ADJ;NOM;INDF;FEM;SG
κίνδυνος	المخاطر	κίνδυνος	مَخَاطِر	N;NOM;MASC;SG	N;NOM;DEF;PL
σχεδιασμού	التخطيط	σχεδιασμός	تَخطِيط	N;GEN;MASC;SG	N;NOM;DEF;SG
σχεδιασμού	تخطيط	σχεδιασμός	تَخطِيط	N;GEN;MASC;SG	N;NOM;INDF;SG
κατανάλωση	استهلاك	κατανάλωση	اِستِهلَاك	N;ACC;FEM;SG	N;NOM;INDF;SG
κατανάλωση	الاستهلاك	κατανάλωση	اِستِهلَاك	N;ACC;FEM;SG	N;NOM;DEF;SG
φλωρεντία	فلورنس	φλωρεντία	فلُورنِس	PROPN;NOM;FEM;SG	
φλωρεντία	فلورنسا	φλωρεντία	فِلُورَنسَا	PROPN;NOM;FEM;SG	
μονακό	موناكو	μονακός	مُونَاكُو		
υψηλότερο	اعلى	ψηλός	اعلى	ADJ;NOM;CMPR;NEUT;SG	
μωάμεθ	محمد	μωάμεθ	محمد	N;NOM;NEUT;SG	
μωάμεθ	محمد	μωάμεθ	محمد	N;NOM;NEUT;SG	
μωάμεθ	mohamm	μωάμεθ	mohamm	N;NOM;NEUT;SG	
μεταφορές	النقل	μεταφορά	نَقل	N;NOM;FEM;PL	N;NOM;DEF;SG
μεταφορές	نقل	μεταφορά	نَقل	N;NOM;FEM;PL	N;NOM;INDF;SG
φάρμακα	الطب	φάρμακο	طِبّ	N;NOM;NEUT;PL	N;NOM;DEF;SG
φάρμακα	دواء	φάρμακο	دَوَاء	N;NOM;NEUT;PL	N;NOM;INDF;SG
φάρμακα	الدواء	φάρμακο	دَوَاء	N;NOM;NEUT;PL	N;NOM;DEF;SG
φάρμακα	طب	φάρμακο	طِبّ	N;NOM;NEUT;PL	N;NOM;INDF;SG
δυναμική	ديناميات	δυναμικός	دِينَامِيّ	ADJ;NOM;FEM;SG	N;NOM;INDF;PL
δυναμική	الديناميات	δυναμικός	دِينَامِيّ	ADJ;NOM;FEM;SG	N;NOM;DEF;PL
δυναμική	ديناميكية	δυναμικός	دِينَامِيكِيَّة	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
δυναμική	الديناميكية	δυναμικός	دِينَامِيكِيّ	ADJ;NOM;FEM;SG	
δυναμική	دينامية	δυναμικός	دِينَامِيّ	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
κατάλληλο	مناسبة	κατάλληλος	مُنَاسَبَة	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
ακτίνα	شعاع	ακτίνα	شعاع	N;ACC;FEM;SG	N;NOM;INDF;SG
ακτίνα	الشعاع	ακτίνα	شِعَاع	N;ACC;FEM;SG	N;NOM;DEF;SG
εναλλακτική	البديل	εναλλακτικός	بَدِيل	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
εναλλακτική	بديل	εναλλακτικός	بَدِيل	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
εναλλακτική	بديلة	εναλλακτικός	بَدِيلَة	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
εναλλακτική	البديل	εναλλακτικός	بَدِيل	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
εναλλακτική	المناوب	εναλλακτικός	مَنُوب	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
εναλλακτική	بديل	εναλλακτικός	بَدِيل	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
εναλλακτική	بديلة	εναλλακτικός	بَدِيلَة	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
ίαν	ايان	ίαν	إِيَان		
έξοδο	خروج	έξοδος	خُرُوج	N;ACC;FEM;SG	N;NOM;INDF;SG
έξοδο	الخروج	έξοδος	خُرُوج	N;ACC;FEM;SG	N;NOM;DEF;SG
έξοδο	المخرج	έξοδος	مُخرِج	N;ACC;FEM;SG	N;NOM;DEF;SG
έξοδο	مخرج	έξοδος	مَخرَج	N;ACC;FEM;SG	N;NOM;INDF;SG
χανς	هانز	χανς	هانز		
χανς	هانس	χανς	هانس		
στερεά	صلبة	στεργώ	صُلبَة	ADV	ADJ;NOM;INDF;FEM;SG
στερεά	متين	στεργώ	متين	ADV	ADJ;NOM;INDF;MASC;SG
στερεά	الصلبة	στεργώ	صَلبَة	ADV	N;NOM;DEF;SG
στερεά	صلب	στεργώ	صُلب	ADV	N;NOM;INDF;SG
ισορροπία	الرصيد	ισορροπία	رَصِيد	N;ACC;FEM;SG	N;NOM;DEF;SG
ισορροπία	التوازن	ισορροπία	تَوَازُن	N;ACC;FEM;SG	N;NOM;DEF;SG
ισορροπία	الميزان	ισορροπία	مِيزَان	N;ACC;FEM;SG	N;NOM;DEF;SG
ισορροπία	رصيد	ισορροπία	رَصِيد	N;ACC;FEM;SG	N;NOM;INDF;SG
ισορροπία	توازن	ισορροπία	تَوَازُن	N;ACC;FEM;SG	N;NOM;INDF;SG
ισπανός	الاسباني	ισπανός	إِسبَانِيّ	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
ισπανός	الاسبانية	ισπανός	إِسبَانِيَّة	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
ισπανός	اسبانيا	ισπανός	إِسبَانِيَا	ADJ;NOM;MASC;SG	
συνασπισμού	ائتلاف	συνασπισμός	اِئتِلَاف	N;GEN;MASC;SG	N;NOM;INDF;SG
συνασπισμού	الائتلاف	συνασπισμός	اِئتِلَاف	N;GEN;MASC;SG	N;NOM;DEF;SG
συνασπισμού	تحالف	συνασπισμός	تَحَالُف	N;GEN;MASC;SG	N;NOM;INDF;SG
συνασπισμού	التحالف	συνασπισμός	تَحَالُف	N;GEN;MASC;SG	N;NOM;DEF;SG
σφαγή	مذبحة	σφαγή	مَذبَحَة	N;ACC;FEM;SG	N;NOM;INDF;SG
σφαγή	المذبحة	σφαγή	مَذبَحَة	N;ACC;FEM;SG	N;NOM;DEF;SG
σφαγή	مجزرة	σφαγή	مُجَزِّر	N;ACC;FEM;SG	N;NOM;INDF;SG
σφαγή	المذبحة	σφαγή	مَذبَحَة	N;ACC;FEM;SG	N;NOM;DEF;SG
σφαγή	مجزرة	σφαγή	مُجَزِّر	N;ACC;FEM;SG	N;NOM;INDF;SG
σφαγή	مذبحة	σφαγή	مَذبَحَة	N;ACC;FEM;SG	N;NOM;INDF;SG
σφαγή	المذبحة	σφαγή	مَذبَحَة	N;ACC;FEM;SG	N;NOM;DEF;SG
σφαγή	ذبح	σφαγή	ذَبَح	N;ACC;FEM;SG	N;NOM;INDF;SG
σουλτάνος	سلطان	σουλτάνος	سلطان	N;NOM;MASC;SG	
ελαφρά	بخفة	ελαφρά	بُخفَة	ADV	N;NOM;INDF;SG
ελαφρά	طفيفة	ελαφρά	طَفِيف	ADV	ADJ;NOM;INDF;FEM;SG
ελαφρά	طفيف	ελαφρά	طَفِيف	ADV	ADJ;NOM;INDF;MASC;SG
σεν	صن	σεν	صَن		
σεν	سين	σεν	سَين		
βιρτζίνια	فيرجينيا	βιρτζίνιος	فِيرجِينِيَا	PROPN;NOM;FEM;SG	
βιρτζίνια	فرجينيا	βιρτζίνιος	فَرجِينِيَا	PROPN;NOM;FEM;SG	
μέταλλα	المعدن	μέταλλος	مَعدِن	N;NOM;NEUT;PL	N;NOM;DEF;SG
μέταλλα	معدني	μέταλλος	معدني	N;NOM;NEUT;PL	ADJ;NOM;INDF;MASC;SG
μέταλλα	معدن	μέταλλος	مَعدِن	N;NOM;NEUT;PL	N;NOM;INDF;SG
αρχαίους	القدماء	άρχαιος	قَدِيم	ADJ;ACC;MASC;PL	N;NOM;DEF;PL
σκηνοθέτες	المدراء	σκηνοθέτης	مِدرَاء	N;NOM;MASC;PL	N;NOM;DEF;SG
χορός	قص	χορός	قَصّ	N;NOM;MASC;SG	
χορός	يرقص	χορός	رَقَّص	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
χορός	ترقص	χορός	رَقَّص	N;NOM;MASC;SG	
κύμα	لوح	κύμα	لَوح	N;NOM;NEUT;SG	
σχεδιάστηκε	صمم	σχεδιάζω	صَمَّم	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
σχεδιάστηκε	صممت	σχεδιάζω	صَمَّم	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
μαδρίτη	مدريد	μαδρίτη	مَدرِيد	PROPN;ACC;FEM;SG	
κάρλος	كارلوس	κάρλος	كَارلُوس	PROPN;NOM;MASC;SG	
πύλες	غيتس	πύλη	غيتس	N;NOM;FEM;PL	
κορίτσι	بنت	κορίτσι	بَنَى	N;NOM;NEUT;SG	V;PFV;FEM;SG;3;ACT
εγγονός	حفيد	εγγονός	حفيد	N;NOM;MASC;SG	
ρίο	ريو	ρίο	رِيُو		
βυζάντιο	بيزنطة	βυζάντιος	بِيزنطة	PROPN;NOM;NEUT;SG	N;NOM;INDF;SG
θηλυκά	اناث	θηλυκά	أَنَاث	N;NOM;NEUT;PL	N;NOM;INDF;SG
αρσενικό	الزرنيخ	αρσενικός	زُرنِيخ	ADJ;NOM;NEUT;SG	
αρσενικό	ذكرا	αρσενικός	ذِكر	ADJ;NOM;NEUT;SG	N;ACC;INDF;SG
αρσενικό	الذكر	αρσενικός	ذِكر	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
αρσενικό	ذكر	αρσενικός	ذَكَر	ADJ;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
αρσενικό	الذكور	αρσενικός	ذُكُور	ADJ;NOM;NEUT;SG	N;NOM;DEF;PL
αρσενικό	ذكور	αρσενικός	ذَكّ	ADJ;NOM;NEUT;SG	N;NOM;INDF;PL
επαγγελματίες	المحترفين	επαγγελματίας	مُحتَرِف	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
επαγγελματίες	المهنيين	επαγγελματίας	مُهِنّ	N;NOM;MASC;PL	ADJ;ACC;DEF;MASC;PL
ηλεκτρονική	الالكترونيات	ηλεκτρονικός	إِلِكترُونِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
ηλεκτρονική	الكترونيا	ηλεκτρονικός	كِترُونِيَا	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
κομμουνιστικό	الشيوعية	κομμουνιστικός	شُيُوعِيَّة	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
κομμουνιστικό	الشيوعي	κομμουνιστικός	شُيُوعِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
επεκτάθηκε	موسعة	επικτείνω	مُوسِع	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;FEM;SG
επεκτάθηκε	موسع	επικτείνω	مُوَسَّع	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG
ήλιος	صن	ήλιος	صَن	PROPN;NOM;MASC;SG	
ήλιος	شمس	ήλιος	شمس	PROPN;NOM;MASC;SG	
ήλιος	الشمس	ήλιος	شَمس	PROPN;NOM;MASC;SG	N;NOM;DEF;SG
άσπρο	بيضاء	άσπρο	بَيضَاء	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
άσπρο	الابيض	άσπρο	أَبيَض	N;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
άσπρο	وايت	άσπρο	وايت	N;NOM;NEUT;SG	
άσπρο	ابيض	άσπρο	أَبيَض	N;NOM;NEUT;SG	
πρόεδροι	الرئيسان	πρόεδρος	رَئِيسَان	N;NOM;MASC;PL	N;NOM;DEF;DU
τεχνικά	تقنية	τεχνικά	تَقنِيَّة	ADV	N;NOM;INDF;SG
τεχνικά	تقني	τεχνικά	تَقنِيّ	ADV	N;NOM;INDF;SG
τεχνικά	فني	τεχνικά	فَنِّيّ	ADV	ADJ;NOM;INDF;MASC;SG
τεχνικά	التقنية	τεχνικά	تَقنِيَّة	ADV	N;NOM;DEF;SG
τεχνικά	فنيا	τεχνικά	فَنِّيّ	ADV	ADJ;ACC;INDF;MASC;SG
τεχνικά	تقنيا	τεχνικά	تَقنِيّ	ADV	N;ACC;INDF;SG
ιδιοκτήτης	مالك	ιδιοκτήτης	مَالِك	N;NOM;MASC;SG	
ωραία	حلو	ωραίος	حُلُوّ	ADJ;NOM;FEM;SG	
ωραία	جميل	ωραίος	جَمِيل	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
ωραία	لطيف	ωραίος	لطيف	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
τάσεις	اتجاه	τάση	اِتِّجَاه	N;NOM;FEM;PL	N;NOM;INDF;SG
τάσεις	الاتجاه	τάση	اِتِّجَاه	N;NOM;FEM;PL	N;NOM;DEF;SG
σελήνη	قمر	σελήνη	قَمَر	N;NOM;FEM;SG	
εύκολο	السهل	εύκολος	سَهل	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
δούναβη	الدانوب	δούναβη	دَانُوب	N;FEM	
ολυμπιακοί	الاولمبية	ολυμπιακός	أُولِمبِيّ	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;FEM;SG
απάντησε	اجابة	απαντώ	إِجَابَة	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
απάντησε	الاجابة	απαντώ	إِجَابَة	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;DEF;SG
απάντησε	جواب	απαντώ	جَابّ	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
απάντησε	الجواب	απαντώ	جَوَاب	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;DEF;SG
θηλαστικά	الثديات	θηλαστικά	ثَدِيَّة	ADJ;NOM;NEUT;PL	N;NOM;DEF;PL
ισοπαλία	تعادل	ισοπαλία	تَعَادُل	N;ACC;FEM;SG	N;NOM;INDF;SG
ισοπαλία	التعادل	ισοπαλία	تَعَادُل	N;ACC;FEM;SG	N;NOM;DEF;SG
ισοπαλία	ارسم	ισοπαλία	ارسم	N;ACC;FEM;SG	
ισοπαλία	رسم	ισοπαλία	رَسم	N;ACC;FEM;SG	N;NOM;INDF;SG
κεφαλή	راسي	κεφαλή	راسي	N;ACC;FEM;SG	
κεφαλή	راس	κεφαλή	رَأس	N;ACC;FEM;SG	
κεφαλή	الراس	κεφαλή	رَأس	N;ACC;FEM;SG	N;NOM;DEF;SG
φυλακές	سجن	φυλακή	سِجن	N;NOM;FEM;PL	N;NOM;INDF;SG
φυλακές	السجن	φυλακή	سَجن	N;NOM;FEM;PL	N;NOM;DEF;SG
σαλβαδόρ	سالفادور	σαλβαδόρ	سالفادور		
σαλβαδόρ	سلفادور	σαλβαδόρ	سلفادور		
ηλεκτρονικό	الكترونيا	ηλεκτρονικός	كِترُونِيَا	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
κάλεσε	اتصل	καλώ	اِتَّصَل	V;PFV;IND;SG;3;PST;FIN;ACT	
κάλεσε	مكالمة	καλώ	مُكَالَمَة	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
κάλεσε	نداء	καλώ	نِدَاء	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
κάλεσε	الاتصال	καλώ	اِتِّصَال	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;DEF;SG
αερίου	الغاز	αέριο	غَاز	N;GEN;NEUT;SG	N;NOM;DEF;SG
αερίου	غاز	αέριο	غَاز	N;GEN;NEUT;SG	N;NOM;INDF;SG
αερίου	غازات	αέριο	غَاز	N;GEN;NEUT;SG	N;NOM;INDF;PL
ανακοινώνει	تعلن	ανακοινώνω	أَعلَن	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
πόρων	الموارد	πόρος	مَورِد	N;GEN;MASC;PL	N;NOM;DEF;PL
πόρων	موارد	πόρος	مَورِد	N;GEN;MASC;PL	N;NOM;INDF;PL
ολοκληρωθεί	اكتمل	ολοκληρώνω	اِكتَمَل	V;PFV;NFIN;PASS	V;PFV;MASC;SG;3;ACT
ολοκληρωθεί	اكملت	ολοκληρώνω	أَكمَل	V;PFV;NFIN;PASS	V;PFV;FEM;SG;3;ACT
ολοκληρωθεί	اكتملت	ολοκληρώνω	اِكتَمَل	V;PFV;NFIN;PASS	V;PFV;FEM;SG;3;ACT
άσκηση	التمرين	άσκηση	تَمرِين	N;ACC;FEM;SG	N;NOM;DEF;SG
άσκηση	تمرين	άσκηση	تَمرِين	N;ACC;FEM;SG	N;NOM;INDF;SG
σημείωση	ملحوظة	σημείωση	مَلحُوظ	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ηλεκτρική	كهربائي	ηλεκτρικός	كَهرَبَائِيّ	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
ηλεκτρική	كهربائية	ηλεκτρικός	كَهرَبَائِيَّة	ADJ;NOM;FEM;SG	
ηλεκτρική	كهربائي	ηλεκτρικός	كَهرَبَائِيّ	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
ηλεκτρική	كهربائية	ηλεκτρικός	كَهرَبَائِيَّة	ADJ;NOM;FEM;SG	
ηλεκτρικό	كهربائي	ηλεκτρικός	كَهرَبَائِيّ	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
ηλεκτρικό	كهربائية	ηλεκτρικός	كَهرَبَائِيَّة	ADJ;NOM;NEUT;SG	
αθηνά	اثينا	αθηνός	أَثِينَا	PROPN;NOM;FEM;SG	
επιπτώσεις	الاثر	επίπτωση	أَثَر	N;NOM;FEM;PL	N;NOM;DEF;SG
επιπτώσεις	تاثير	επίπτωση	تَأثِير	N;NOM;FEM;PL	N;NOM;INDF;SG
επιπτώσεις	التاثير	επίπτωση	تَاثِير	N;NOM;FEM;PL	N;NOM;DEF;SG
επιπτώσεις	الاصطدام	επίπτωση	اِصطِدَام	N;NOM;FEM;PL	N;NOM;DEF;SG
επιπτώσεις	المؤثرات	επίπτωση	مُؤَثِّر	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
αγροτική	الريف	αγροτικός	رِيف	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
αγροτική	ريفي	αγροτικός	ريفي	ADJ;NOM;FEM;SG	
δορυφόρος	ساتل	δορυφόρος	سَاتِل	ADJ;NOM;MASC;SG	
δορυφόρος	السواتل	δορυφόρος	سُوَاتِل	ADJ;NOM;MASC;SG	N;NOM;DEF;PL
δορυφόρος	الساتل	δορυφόρος	سَاتِل	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
αρσενικά	الذكور	αρσενικά	ذُكُور	ADJ;NOM;NEUT;PL	N;NOM;DEF;PL
αρσενικά	ذكور	αρσενικά	ذَكّ	ADJ;NOM;NEUT;PL	N;NOM;INDF;PL
αρσενικά	ذكرا	αρσενικά	ذِكر	ADJ;NOM;NEUT;PL	N;ACC;INDF;SG
αρσενικά	الذكر	αρσενικά	ذِكر	ADJ;NOM;NEUT;PL	N;NOM;DEF;SG
αρσενικά	ذكر	αρσενικά	ذَكَر	ADJ;NOM;NEUT;PL	V;PFV;MASC;SG;3;ACT
αρσενικά	الذكور	αρσενικά	ذُكُور	ADJ;NOM;NEUT;PL	N;NOM;DEF;PL
αρσενικά	ذكور	αρσενικά	ذَكّ	ADJ;NOM;NEUT;PL	N;NOM;INDF;PL
ξέρει	يعرف	ξέρω	عَرَف	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;PASS
τίποτε	لاشيء	τίποτα	لَاشِي	PRO;NOM;NEUT;SG;3	
λευκά	بيضاء	λευκός	بَيضَاء	N;NOM;NEUT;PL	ADJ;NOM;INDF;FEM;SG
λευκά	الابيض	λευκός	أَبيَض	N;NOM;NEUT;PL	ADJ;NOM;DEF;MASC;SG
λευκά	وايت	λευκός	وايت	N;NOM;NEUT;PL	
λευκά	ابيض	λευκός	أَبيَض	N;NOM;NEUT;PL	
μάρκο	ماركو	μάρκο	ماركو		
υπεύθυνη	مسؤول	υπεύθυνος	مَسؤُول	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
υπεύθυνη	المسؤول	υπεύθυνος	مَسؤُول	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
μόρια	موريا	μόριο	مِيرِيّ	N;NOM;NEUT;PL	
τατουάζ	وشم	τατουάζ	وَشم	N;NOM;NEUT;PL	
τατουάζ	الوشم	τατουάζ	وَشم	N;NOM;NEUT;PL	N;NOM;DEF;SG
τατουάζ	الوشم	τατουάζ	وَشم	N;NOM;NEUT;PL	N;NOM;DEF;SG
ιδιοκτησίας	ملكية	ιδιοκτησία	مِلكِيَّة	N;GEN;FEM;SG	N;NOM;INDF;SG
ιδιοκτησίας	الملكية	ιδιοκτησία	مِلكِيَّة	N;GEN;FEM;SG	N;NOM;DEF;SG
αντίγραφο	مكررة	αντίγραφο	مُكَرَّر	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
αντίγραφο	علم	αντίγραφο	عَلِم	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
αντίγραφο	انسخ	αντίγραφο	انسخ	N;NOM;NEUT;SG	V;MASC;IMP;SG;FIN
φωτογραφίας	التصوير	φωτογραφία	تَصوِير	N;GEN;FEM;SG	N;NOM;DEF;SG
φωτογραφίας	تصوير	φωτογραφία	تَصوِير	N;GEN;FEM;SG	N;NOM;INDF;SG
ανοικτό	مفتوحة	ανοιχτός	مَفتُوح	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;FEM;SG
ανοικτό	افتح	ανοιχτός	فَتَح	ADJ;NOM;NEUT;SG	
ανοικτό	فتح	ανοιχτός	فتح	ADJ;NOM;NEUT;SG	
θρησκευτικά	الدين	θρησκευτικά	دِين	ADV	N;NOM;DEF;SG
θρησκευτικά	ديانة	θρησκευτικά	دِيَانَة	ADV	N;NOM;INDF;SG
θρησκευτικά	الديانة	θρησκευτικά	دِيَانَة	ADV	N;NOM;DEF;SG
θρησκευτικά	الدينية	θρησκευτικά	دِينِيّ	ADV	ADJ;NOM;DEF;FEM;SG
θρησκευτικά	دينية	θρησκευτικά	دِينِيّ	ADV	ADJ;NOM;INDF;FEM;SG
θρησκευτικά	الديني	θρησκευτικά	دِينِيّ	ADV	ADJ;NOM;DEF;MASC;SG
θρησκευτικά	متدين	θρησκευτικά	متدين	ADV	ADJ;NOM;INDF;MASC;DU
διάσταση	البعد	διάσταση	بُعد	N;ACC;FEM;SG	N;NOM;DEF;SG
χένρι	هنرى	χένρι	هِنرِيّ		
χένρι	هنري	χένρι	هِنرِي		
αξιολόγηση	تقييم	αξιολόγηση	تَقيِيم	N;ACC;FEM;SG	N;NOM;INDF;SG
αξιολόγηση	التقييم	αξιολόγηση	تَقيِيم	N;ACC;FEM;SG	N;NOM;DEF;SG
αξιολόγηση	تقييم	αξιολόγηση	تَقيِيم	N;ACC;FEM;SG	N;NOM;INDF;SG
αξιολόγηση	التقييم	αξιολόγηση	تَقيِيم	N;ACC;FEM;SG	N;NOM;DEF;SG
ορολογία	مصطلحات	ορολογία	مُصطَلَح	N;NOM;FEM;SG	N;NOM;INDF;PL
