категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
максимальна	maksimi	максимальний	maksi#mi	ADJ;NOM;FEM;SG	N;NOM;SG
максимальна	enimmäismäärä	максимальний	enimmäis#määrä	ADJ;NOM;FEM;SG	N;NOM;SG
механізм	mekanismia	механізм	mekanismi	N;INAN;NOM;MASC;SG	N;PRT;SG
опір	vastustaa	опір	vastustaa	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
опір	vastusta	опір	vastustaa	N;INAN;NOM;MASC;SG	N;PRT;SG
опір	vastarinnan	опір	vasta#rinta	N;INAN;NOM;MASC;SG	N;GEN;SG
опір	vastarintaa	опір	vastarinta	N;INAN;NOM;MASC;SG	N;PRT;SG
прийшов	tulis	прийти	tulis	V;PFV;MASC;IND;SG;PST;FIN	V;COND;SG;2;FIN;ACT
сторінку	sivu	сторінка	sivu	N;INAN;ACC;FEM;SG	N;NOM;SG
сторінку	sivulla	сторінка	sivu	N;INAN;ACC;FEM;SG	N;AT+ESS
;SG
компаній	yhtiöt	компанія	yhtiö	N;INAN;GEN;FEM;PL	N;NOM;PL
компаній	yritykset	компанія	yritys	N;INAN;GEN;FEM;PL	N;NOM;PL
компаній	yrityksiä	компанія	yritys	N;INAN;GEN;FEM;PL	N;PRT;PL
компаній	yhtiöt	компанія	yhtiö	N;INAN;GEN;FEM;PL	N;NOM;PL
компаній	yritykset	компанія	yritys	N;INAN;GEN;FEM;PL	N;NOM;PL
законів	lait	закон	laki	N;INAN;GEN;MASC;PL	N;NOM;PL
законів	lakeja	закон	laki	N;INAN;GEN;MASC;PL	N;PRT;PL
продовжив	jatkoa	продовжити	jatko	V;PFV;MASC;IND;SG;PST;FIN	N;PRT;SG
стадії	vaiheissa	стадія	vaihe	N;INAN;NOM;FEM;PL	N;IN+ESS;PL
стадії	vaiheita	стадія	vaihe	N;INAN;NOM;FEM;PL	N;PRT;PL
головне	pääasialliset	головне	pää#asiallinen	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL
головне	pääasiallinen	головне	pää#asiallinen	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
головне	tärkein	головне	tärkeä	N;INAN;NOM;NEUT;SG	ADJ;NOM;RL;SG
головне	tärkeimmät	головне	tärkeä	N;INAN;NOM;NEUT;SG	ADJ;NOM;RL;PL
захопили	vangittu	захопити	vangita	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;PASS
захопили	kaapattu	захопити	kaapata	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;PASS
захопили	kaappasi	захопити	kaapata	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
флот	laivaston	флот	laivasto	N;INAN;NOM;MASC;SG	N;GEN;SG
флот	laivastoon	флот	laivasto	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
флот	laivaston	флот	laivasto	N;INAN;NOM;MASC;SG	N;GEN;SG
вів	viv	вести	viv	V;IPFV;MASC;IND;SG;PST;FIN	N;NOM;SG
тема	aiheen	тема	aihe	N;INAN;NOM;FEM;SG	N;GEN;SG
тема	aiheeseen	тема	aihe	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
тема	teemaa	тема	teema	N;INAN;NOM;FEM;SG	N;PRT;SG
тема	teeman	тема	teema	N;INAN;NOM;FEM;SG	N;GEN;SG
морський	taistelulaiva	морський	taistelu#laiva	ADJ;NOM;MASC;SG	N;NOM;SG
морський	merenkulun	морський	meren#kulu	ADJ;NOM;MASC;SG	N;GEN;SG
всім	jokainen	всі	jokainen	PRO;ANIM;DAT	PRO;NOM;SG
всім	kaikille	всі	kaikki	PRO;ANIM;DAT	PRO;AT+ALL;PL
всім	kaikki	всі	kaikki	PRO;ANIM;DAT	PRO;NOM;SG
мак	mac	мак	mac		PROPN;NOM;SG
мак	mak	мак	mak		N;NOM;SG
пошук	haun	пошук	haun	N;INAN;NOM;MASC;SG	N;GEN;SG
пошук	etsi	пошук	etsiä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
пошук	etsii	пошук	etsiä	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
пошук	etsimistä	пошук	etsiminen	N;INAN;NOM;MASC;SG	N;PRT;SG
пошук	etsitään	пошук	etsiä	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;PASS
пошук	löydä	пошук	löydä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
пошук	etsi	пошук	etsiä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
пошук	etsiä	пошук	etsiä	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
пошук	löytää	пошук	löytää	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
графство	piirikunnan	графство	piiri#kunta	N;INAN;NOM;NEUT;SG	N;GEN;SG
терміни	ehtoja	термін	ehto	N;INAN;NOM;MASC;PL	N;PRT;PL
запаси	tarvikkeita	запас	tarvike	N;INAN;NOM;MASC;PL	N;PRT;PL
запаси	tarvikkeiden	запас	tarvike	N;INAN;NOM;MASC;PL	N;GEN;PL
дівчина	tyttöystävää	дівчина	tyttö#ystävä	N;ANIM;NOM;FEM;SG	N;PRT;SG
дівчина	tyttöystävän	дівчина	tyttö#ystävä	N;ANIM;NOM;FEM;SG	N;GEN;SG
дівчина	girl	дівчина	girl	N;ANIM;NOM;FEM;SG	
дніпропетровськ	dnepropetrovsk	дніпропетровськ	dnepropetrovsk	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
поховання	hautajaiset	поховання	hautajaiset	N;INAN;NOM;NEUT;SG	N;NOM;PL
третє	kolmas	третєпа	kolmas	NUM;NOM;NEUT	ADJ;NOM;SG
третє	kolmannet	третєпа	kolmas	NUM;NOM;NEUT	ADJ;NOM;PL
третє	kolmanneksi	третєпа	kolmas	NUM;NOM;NEUT	ADJ;TRANS;SG
ініціативи	aloitteita	ініціатива	aloite	N;INAN;NOM;FEM;PL	N;PRT;PL
берег	shore	берег	shore	N;INAN;NOM;MASC;SG	
берег	rantaan	берег	ranta	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
берег	rannikolla	берег	rannikko	N;INAN;NOM;MASC;SG	N;AT+ESS
;SG
робітників	työntekijöitä	робітник	työ#tekijä	N;ANIM;ACC;MASC;PL	N;PRT;PL
робітників	työläiset	робітник	työ#läinen	N;ANIM;ACC;MASC;PL	N;NOM;PL
робітників	työntekijöiden	робітник	työ#tekijä	N;ANIM;ACC;MASC;PL	N;GEN;PL
робітників	työntekijät	робітник	työn#tekijä	N;ANIM;ACC;MASC;PL	N;NOM;PL
знайдено	löysi	знайти	löytää	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN;ACT
знайдено	löyty	знайти	löytyä	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN;ACT
знайдено	löytyi	знайти	löytyä	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN;ACT
належав	kuuluivat	належати	kuulua	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN;ACT
належав	kuuluneet	належати	kuulua	V;IPFV;MASC;IND;SG;PST;FIN	V;NOM;PL;V.PTCP;ACT
наказ	tilata	наказ	tilata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
наказ	tilaa	наказ	tila	N;INAN;NOM;MASC;SG	N;PRT;SG
ссавців	nisäkkäiden	ссавець	nisäkäs	N;ANIM;ACC;MASC;PL	N;GEN;PL
палива	polttoaineen	палива	poltto#aine	N;INAN;NOM;NEUT;SG	N;GEN;SG
палива	polttoaineet	палива	poltto#aine	N;INAN;NOM;NEUT;SG	N;NOM;PL
палива	polttoainetta	палива	poltto#aine	N;INAN;NOM;NEUT;SG	N;PRT;SG
палива	polttoaineiden	палива	poltto#aine	N;INAN;NOM;NEUT;SG	N;GEN;PL
палива	polttoaineet	палива	poltto#aine	N;INAN;NOM;NEUT;SG	N;NOM;PL
леон	léon	леон	léon	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
леон	leon	леон	leo	PROPN;ANIM;NOM;MASC;SG	
швидше	nopeampi	швидше	nopea	ADV;CMPR	ADJ;NOM;CMPR;SG
травень	voi	травень	voi	N;INAN;NOM;MASC;SG	INTJ
травень	toukokuun	травень	toukokuu	N;INAN;NOM;MASC;SG	N;GEN;SG
травень	toukokuuta	травень	toukokuu	N;INAN;NOM;MASC;SG	N;PRT;SG
повна	täyden	повний	täysi	ADJ;NOM;FEM;SG	ADJ;GEN;SG
повна	täys	повний	täys	ADJ;NOM;FEM;SG	INTJ
повна	täydet	повний	täysi	ADJ;NOM;FEM;SG	ADJ;NOM;PL
повна	täynnä	повний	täynnä	ADJ;NOM;FEM;SG	ADV
дитячий	junior	дитячий	junior	ADJ;NOM;MASC;SG	N;NOM;SG
дитячий	juniori	дитячий	juniori	ADJ;NOM;MASC;SG	N;NOM;SG
самостійно	itsessään	самостійно	itse	ADV	PRO;IN+ESS;SG;REFL
самостійно	itsestään	самостійно	itse	ADV	PRO;IN+ABL;SG;REFL
полон	vangittu	полон	vangita	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
полон	vankeudessa	полон	vankeus	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
курси	kurssien	курс	kurssi	N;INAN;NOM;MASC;PL	N;GEN;PL
курси	kursseja	курс	kurssi	N;INAN;NOM;MASC;PL	N;PRT;PL
темно	dark	темно	dark	ADV	
темно	tumma	темно	tumma	ADV	ADJ;NOM;SG
темно	pimeä	темно	pimeä	ADV	ADJ;NOM;SG
темно	pimeää	темно	pimeä	ADV	ADJ;PRT;SG
темно	tumman	темно	tumma	ADV	ADJ;GEN;SG
цілей	kohteet	ціль	kohde	N;INAN;GEN;FEM;PL	N;NOM;PL
рішень	päätöksiä	рішення	päätös	N;INAN;GEN;NEUT;PL	N;PRT;PL
рішень	päätökset	рішення	päätös	N;INAN;GEN;NEUT;PL	N;NOM;PL
коштів	varat	кошти	vara	N;INAN;GEN	N;NOM;PL
коштів	rahastot	кошти	rahasto	N;INAN;GEN	N;NOM;PL
коштів	varojen	кошти	vara	N;INAN;GEN	N;GEN;PL
американської	amerikkalainen	американський	amerikkalainen	ADJ;GEN;FEM;SG	ADJ;NOM;SG
американської	amerikan	американський	amerikka	ADJ;GEN;FEM;SG	N;GEN;SG
американської	amerikkalaiset	американський	amerikkalainen	ADJ;GEN;FEM;SG	N;NOM;PL
американської	american	американський	america	ADJ;GEN;FEM;SG	
невідомо	tuntematon	невідомо	tuntematon	ADV	ADJ;NOM;SG
невідомо	määrittelemätön	невідомо	määrittelemätön	ADV	ADJ;NOM;SG
вимірювання	mitata	вимірювання	mitata	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
вимірювання	toimenpiteen	вимірювання	toimen#pide	N;INAN;NOM;NEUT;SG	N;GEN;SG
вимірювання	mittaa	вимірювання	mitata	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
вимірювання	mittaukset	вимірювання	mittaus	N;INAN;NOM;NEUT;SG	N;NOM;PL
насіння	siemeniä	насіння	siemen	N;INAN;NOM;NEUT;SG	N;PRT;PL
насіння	siemenet	насіння	siemen	N;INAN;NOM;NEUT;SG	N;NOM;PL
насіння	siementen	насіння	siemen	N;INAN;NOM;NEUT;SG	N;GEN;PL
насіння	siemeniä	насіння	siemen	N;INAN;NOM;NEUT;SG	N;PRT;PL
насіння	siemenet	насіння	siemen	N;INAN;NOM;NEUT;SG	N;NOM;PL
замовлення	varauksia	замовлення	varaus	N;INAN;NOM;NEUT;SG	N;PRT;PL
замовлення	varaukset	замовлення	varaus	N;INAN;NOM;NEUT;SG	N;NOM;PL
замовлення	tilaukset	замовлення	tilaus	N;INAN;NOM;NEUT;SG	N;NOM;PL
замовлення	määräykset	замовлення	määräys	N;INAN;NOM;NEUT;SG	N;NOM;PL
замовлення	käskyjä	замовлення	käsky	N;INAN;NOM;NEUT;SG	N;PRT;PL
замовлення	tilauksia	замовлення	tilaus	N;INAN;NOM;NEUT;SG	N;PRT;PL
думаю	ajattele	думати	ajatella	V;IPFV;IND;SG;1;PRS;FIN	V;IMP;SG;2;FIN;ACT
думаю	mieti	думати	mieti	V;IPFV;IND;SG;1;PRS;FIN	V;IMP;SG;2;FIN;ACT
руд	ruud	руда	ruud	N;INAN;GEN;FEM;PL	PROPN;NOM;SG
спортивні	urheilua	спортивний	urheilu	ADJ;NOM;PL	N;PRT;SG
спортивні	urheilu	спортивний	urheilu	ADJ;NOM;PL	N;NOM;SG
танків	tankit	танок	tankki	N;INAN;GEN;MASC;PL	N;NOM;PL
танків	säiliöt	танок	säiliö	N;INAN;GEN;MASC;PL	N;NOM;PL
вересень	syyskuuta	вересень	syyskuu	N;INAN;NOM;MASC;SG	N;PRT;SG
десять	kymppi	десять	kymppi	NUM;NOM	N;NOM;SG
десять	ten	десять	ten	NUM;NOM	
похід	kampanjan	похід	kampanja	N;INAN;NOM;MASC;SG	N;GEN;SG
похід	kampanjassa	похід	kampanja	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
похід	kampanjaan	похід	kampanja	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
похід	kampanjaa	похід	kampanja	N;INAN;NOM;MASC;SG	N;PRT;SG
христа	kristus	христий	kristus	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
економічний	taloudelliset	економічний	taloudellinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
комісія	komission	комісія	komissio	N;INAN;NOM;FEM;SG	N;GEN;SG
конкурс	song	конкурс	song	N;INAN;NOM;MASC;SG	
конкурс	laulua	конкурс	laulu	N;INAN;NOM;MASC;SG	N;PRT;SG
конкурс	kilpailuun	конкурс	kilpailu	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
конкурс	kilpailun	конкурс	kilpailu	N;INAN;NOM;MASC;SG	N;GEN;SG
конкурс	kisaa	конкурс	kisa	N;INAN;NOM;MASC;SG	N;PRT;SG
поп	pop	поп	pop		N;NOM;SG
вірність	uskollisuutta	вірність	uskollisuus	N;INAN;NOM;FEM;SG	N;PRT;SG
каліфорнія	kaliforniasta	каліфорнія	kalifornia	PROPN;INAN;NOM;FEM;SG	N;IN+ABL;SG
каліфорнія	kaliforniaan	каліфорнія	kalifornia	PROPN;INAN;NOM;FEM;SG	N;IN+ALL;SG
каліфорнія	kalifornia	каліфорнія	kaliforni	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
каліфорнія	kalifornian	каліфорнія	kalifornia	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
показує	näytöt	показувати	näyttö	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
зелений	vihreät	зелений	vihreä	ADJ;NOM;MASC;SG	ADJ;NOM;PL
зелений	vihreää	зелений	vihreä	ADJ;NOM;MASC;SG	ADJ;PRT;SG
працівник	työntekijää	працівник	työ#tekijä	N;ANIM;NOM;MASC;SG	N;PRT;SG
працівник	työntekijän	працівник	työ#tekijä	N;ANIM;NOM;MASC;SG	N;GEN;SG
працівник	työntekijöiden	працівник	työ#tekijä	N;ANIM;NOM;MASC;SG	N;GEN;PL
установ	toimielimiin	установа	toimi#elin	N;INAN;GEN;FEM;PL	N;IN+ALL;PL
установ	toimielimet	установа	toimi#elin	N;INAN;GEN;FEM;PL	N;NOM;PL
установ	laitokset	установа	laitos	N;INAN;GEN;FEM;PL	N;NOM;PL
установ	toimielimiä	установа	toimi#elin	N;INAN;GEN;FEM;PL	N;PRT;PL
знаки	lautasia	знак	lautanen	N;INAN;NOM;MASC;PL	N;PRT;PL
знаки	merkkejä	знак	merkki	N;INAN;NOM;MASC;PL	N;PRT;PL
стосунки	suhde	стосунок	suhde	N;INAN;NOM;MASC;PL	N;NOM;SG
інтерес	etua	інтерес	etu	N;INAN;NOM;MASC;SG	N;PRT;SG
інтерес	korot	інтерес	korko	N;INAN;NOM;MASC;SG	N;NOM;PL
тиск	paineet	тиск	paine	N;INAN;NOM;MASC;SG	N;NOM;PL
тиск	painetta	тиск	paine	N;INAN;NOM;MASC;SG	N;PRT;SG
тиск	paineen	тиск	paine	N;INAN;NOM;MASC;SG	N;GEN;SG
потреби	tarve	потреба	tarve	N;INAN;NOM;FEM;PL	N;NOM;SG
потреби	tarvitaan	потреба	tarvita	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;PASS
потреби	tarpeen	потреба	tarpeen	N;INAN;NOM;FEM;PL	ADV
потреби	tarvita	потреба	tarvita	N;INAN;NOM;FEM;PL	V;IMP;SG;2;FIN;ACT
потреби	tarvetta	потреба	tarve	N;INAN;NOM;FEM;PL	N;PRT;SG
потреби	tarvita	потреба	tarvita	N;INAN;NOM;FEM;PL	V;IMP;SG;2;FIN;ACT
потреби	tarvittiin	потреба	tarvita	N;INAN;NOM;FEM;PL	V;IND;PST;FIN;PASS
потреби	tarvitaan	потреба	tarvita	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;PASS
потреби	tarvittu	потреба	tarvita	N;INAN;NOM;FEM;PL	V;NOM;SG;V.PTCP;PASS
потреби	tarvitsee	потреба	tarvita	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
потреби	kaipaa	потреба	kaivata	N;INAN;NOM;FEM;PL	V;IMP;SG;2;FIN;ACT
релігії	uskontoa	релігія	uskonto	N;INAN;NOM;FEM;PL	N;PRT;SG
релігії	uskonto	релігія	uskonto	N;INAN;NOM;FEM;PL	N;NOM;SG
релігії	uskonnon	релігія	uskonto	N;INAN;NOM;FEM;PL	N;GEN;SG
релігії	uskontojen	релігія	uskonto	N;INAN;NOM;FEM;PL	N;GEN;PL
партій	osapuolet	партати	osa#puoli	N;INAN;GEN;FEM;PL	N;NOM;PL
партій	asianosaiset	партати	asian#osainen	N;INAN;GEN;FEM;PL	N;NOM;PL
партій	puolueet	партати	puolue	N;INAN;GEN;FEM;PL	N;NOM;PL
вчені	tutkijoita	вченя	tutkija	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;PRT;PL
вчені	tutkijoiden	вченя	tutkija	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;GEN;PL
вчені	tutkijat	вченя	tutkija	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;PL
вчені	tutkijoita	вченя	tutkija	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;PRT;PL
вчені	tiedemiehet	вченя	tiede#mies	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;PL
вчені	tutkijat	вченя	tutkija	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;PL
вчені	tiedemiehiä	вченя	tiede#mies	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;PRT;PL
юнеско	unescon	юнеско	unesco		N;GEN;SG
юнеско	sivustojen	юнеско	sivusto		N;GEN;PL
юнеско	sivustot	юнеско	sivusto		N;NOM;PL
юнеско	sivustoja	юнеско	sivusto		N;PRT;PL
оригінальна	alkuperäiset	оригінальний	alku#peräinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
мозку	aivoja	мозок	aivot	N;INAN;GEN;MASC;SG	N;PRT;PL
мозку	aivo	мозок	aivo	N;INAN;GEN;MASC;SG	N;NOM;SG
мозку	aivot	мозок	aivot	N;INAN;GEN;MASC;SG	N;NOM;PL
розміщення	lähettämistä	розміщення	lähettää	N;INAN;NOM;NEUT;SG	V;IN+ABL;PL;V.PTCP;ACT
розміщення	julkaistaan	розміщення	julkaista	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
інструмент	työkalun	інструмент	työ#kalu	N;INAN;NOM;MASC;SG	N;GEN;SG
франко	franco	франко	franco	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
ліва	vasemmalle	лівий	vasen	N;INAN;NOM;FEM;SG	ADJ;AT+ALL;SG
ліва	vasemmalla	лівий	vasen	N;INAN;NOM;FEM;SG	ADJ;AT+ESS
;SG
випадок	tapauksessa	випадок	tapaus	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
співпраці	yhteistyön	співпраця	yhteis#työ	N;INAN;NOM;FEM;SG	N;GEN;SG
співпраці	yhteistyössä	співпраця	yhteis#työ	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
співпраці	yhteistyötä	співпраця	yhteis#työ	N;INAN;NOM;FEM;SG	N;PRT;SG
яків	jacob	який	jacob	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
яків	jacobin	який	jacob	PROPN;ANIM;NOM;MASC;SG	N;GEN;SG
додаткові	lisä	додатковий	lisä	ADJ;NOM;PL	N;NOM;SG
додаткові	kehittynyt	додатковий	kehittyä	ADJ;NOM;PL	V;NOM;SG;V.PTCP;ACT
додаткові	edistynyt	додатковий	edistyä	ADJ;NOM;PL	V;NOM;SG;V.PTCP;ACT
додаткові	kehittyneet	додатковий	kehittyä	ADJ;NOM;PL	V;NOM;PL;V.PTCP;ACT
додаткові	ylimääräistä	додатковий	yli#määräinen	ADJ;NOM;PL	ADJ;PRT;SG
додаткові	extra	додатковий	extra	ADJ;NOM;PL	N;NOM;SG
додаткові	ylimääräinen	додатковий	yli#määräinen	ADJ;NOM;PL	ADJ;NOM;SG
додаткові	lisä	додатковий	lisä	ADJ;NOM;PL	N;NOM;SG
потреб	tarvitsee	потреб	tarvita	N;INAN;GEN;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
потреб	tarpeet	потреб	tarve	N;INAN;GEN;FEM;PL	N;NOM;PL
потреб	kaipaa	потреб	kaivata	N;INAN;GEN;FEM;PL	V;IMP;SG;2;FIN;ACT
судна	aluksen	судно	alus	N;INAN;NOM;NEUT;PL	N;GEN;SG
судна	astia	судно	asti	N;INAN;NOM;NEUT;PL	N;NOM;SG
судна	alus	судно	alus	N;INAN;NOM;NEUT;PL	N;NOM;SG
ставлення	asenteella	ставлення	asenne	N;INAN;NOM;NEUT;SG	N;AT+ESS
;SG
ставлення	asennetta	ставлення	asenne	N;INAN;NOM;NEUT;SG	N;PRT;SG
народи	kansoja	народ	kansa	N;INAN;NOM;MASC;PL	N;PRT;PL
народи	kansojen	народ	kansa	N;INAN;NOM;MASC;PL	N;GEN;PL
апарат	laitteet	апарат	laite	N;INAN;NOM;MASC;SG	N;NOM;PL
апарат	ajoneuvoa	апарат	ajo#neuvo	N;INAN;NOM;MASC;SG	N;PRT;SG
апарат	ajoneuvon	апарат	ajo#neuvo	N;INAN;NOM;MASC;SG	N;GEN;SG
набір	määritä	набір	määrittää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
набір	asettaa	набір	asettaa	N;INAN;NOM;MASC;SG	V;IND;SG;FIN;ACT
набір	aseta	набір	asettaa	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
набір	asetettu	набір	asettaa	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
луї	louis	луя	louis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
луї	louisin	луя	louisi	PROPN;ANIM;NOM;MASC;SG	ADV
луї	louie	луя	louie	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
автомобіля	harhaan	автомобіль	harha	N;INAN;GEN;MASC;SG	ADV
виборців	äänestäjät	виборець	äänestäjä	N;ANIM;ACC;MASC;PL	N;NOM;PL
виборців	äänestäjiä	виборець	äänestäjä	N;ANIM;ACC;MASC;PL	N;PRT;PL
виборців	äänestäjien	виборець	äänestäjä	N;ANIM;ACC;MASC;PL	N;GEN;PL
посібник	oppaan	посібник	opas	N;INAN;NOM;MASC;SG	N;GEN;SG
сила	voimia	сила	voima	N;INAN;NOM;FEM;SG	N;PRT;PL
сила	voimaa	сила	voima	N;INAN;NOM;FEM;SG	N;PRT;SG
сила	force	сила	force	N;INAN;NOM;FEM;SG	
сила	pakota	сила	pakota	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
сила	pakottaa	сила	pakottaa	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
сила	voimia	сила	voima	N;INAN;NOM;FEM;SG	N;PRT;PL
сила	valtaa	сила	valta	N;INAN;NOM;FEM;SG	N;PRT;SG
сімей	perheitä	сім’я	perhe	N;INAN;GEN;FEM;PL	N;PRT;PL
сімей	perheet	сім’я	perhe	N;INAN;GEN;FEM;PL	N;NOM;PL
глибина	syvyyteen	глибина	syvyys	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
вимагає	tarpeet	вимагати	tarve	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
вимагає	kaipaa	вимагати	kaivata	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
вимагає	vaatimuksia	вимагати	vaatimus	V;IPFV;IND;SG;3;PRS;FIN	N;PRT;PL
виставки	näyttely	виставка	näyttely	N;INAN;NOM;FEM;PL	N;NOM;SG
виставки	näyttelyyn	виставка	näyttely	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
виставки	näyttelyä	виставка	näyttely	N;INAN;NOM;FEM;PL	N;PRT;SG
виставки	näyttelyssä	виставка	näyttely	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
палати	jaosto	палата	jaosto	N;INAN;NOM;FEM;PL	N;NOM;SG
палати	kammio	палата	kammio	N;INAN;NOM;FEM;PL	N;NOM;SG
палати	kammion	палата	kammio	N;INAN;NOM;FEM;PL	N;GEN;SG
лісах	metsät	ліс	metsä	N;INAN;ESS;MASC;PL	N;NOM;PL
лісах	metsien	ліс	metsä	N;INAN;ESS;MASC;PL	N;GEN;PL
лісах	metsä	ліс	metsä	N;INAN;ESS;MASC;PL	N;NOM;SG
тренера	valmentaja	тренер	valmentaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
монет	kolikot	монет	kolikko	N;INAN;GEN;FEM;PL	N;NOM;PL
монет	kolikoita	монет	kolikko	N;INAN;GEN;FEM;PL	N;PRT;PL
німці	saksalaisia	німець	saksalainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
британські	britti	британський	britti	ADJ;NOM;PL	N;NOM;SG
британські	brittiläiset	британський	brittiläinen	ADJ;NOM;PL	N;NOM;PL
британські	brittiläinen	британський	brittiläinen	ADJ;NOM;PL	ADJ;NOM;SG
британські	britit	британський	britti	ADJ;NOM;PL	N;NOM;PL
британські	britannian	британський	britannia	ADJ;NOM;PL	N;GEN;SG
рук	kädet	рука	käsi	N;INAN;GEN;FEM;PL	N;NOM;PL
помилки	virheitä	помилка	virhe	N;INAN;NOM;FEM;PL	N;PRT;PL
помилки	virheitä	помилка	virhe	N;INAN;NOM;FEM;PL	N;PRT;PL
помилки	epäonnistumisia	помилка	epä#onnistuminen	N;INAN;NOM;FEM;PL	N;PRT;PL
стають	ryhdy	ставати	ryhtyä	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
телефон	puhelimen	телефон	puhelin	N;INAN;NOM;MASC;SG	N;GEN;SG
телефон	puhelimitse	телефон	puheli#mitse	N;INAN;NOM;MASC;SG	N;NOM;PL
чилі	chilen	чиль	chile	PROPN;INAN;NOM;NEUT;SG	N;GEN;SG
гаррі	garry	гаррі	garry		PROPN;NOM;SG
гаррі	harryn	гаррі	harry		N;GEN;SG
гаррі	harry	гаррі	harry		N;NOM;SG
дозволяють	salli	дозволяти	salli	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
дозволяють	lupa	дозволяти	lupa	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;SG
дозволяють	sallia	дозволяти	sallia	V;IPFV;IND;PL;3;PRS;FIN	V;SG;NFIN;ACT
навантаження	lataa	навантаження	lata	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
