το	els	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;MASC;PL
εφαρμόζεται	aplicada	εφαρμόζω	aplicat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
εφαρμόζεται	aplicables	εφαρμόζω	aplicable	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PL
εφαρμόζεται	aplicable	εφαρμόζω	aplicable	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;SG
περιλαμβάνεται	inclòs	περιλαμβάνω	inclòs	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
διαπραγματεύσεις	negociació	διαπραγμάτευση	negociació	N;NOM;FEM;PL	N;FEM;SG
διαπραγματεύσεις	negociant	διαπραγμάτευση	negociar	N;NOM;FEM;PL	V;V.MSDR
νεκροί	morts	νεκρός	mort	ADJ;NOM;MASC;PL	N;MASC;PL
νεκροί	dead	νεκρός	dead	ADJ;NOM;MASC;PL	PROPN
μεσογείου	mediterrània	μεσόγειος	mediterrani	PROPN;GEN;FEM;SG	ADJ;FEM;SG
μεσογείου	mediterrani	μεσόγειος	mediterrani	PROPN;GEN;FEM;SG	ADJ;MASC;SG
ψηλά	alta	ψηλώ	alt	ADV	ADJ;FEM;SG
ψηλά	high	ψηλώ	high	ADV	N;SG
ψηλά	alt	ψηλώ	alt	ADV	ADJ;MASC;SG
εξωτερικά	externs	εξωτερικά	extern	ADV	ADJ;MASC;PL
εξωτερικά	extern	εξωτερικά	extern	ADV	ADJ;MASC;SG
εξωτερικά	externa	εξωτερικά	extern	ADV	ADJ;FEM;SG
επώνυμο	cognoms	επώνυμο	cognom	N;NOM;NEUT;SG	N;MASC;PL
κορέας	corea	κορέας	corea	PROPN;GEN;FEM;SG	
κορέας	korea	κορέας	korea	PROPN;GEN;FEM;SG	PROPN
πολιτιστικό	culturals	πολιτιστικός	cultural	ADJ;NOM;NEUT;SG	ADJ;PL
ρωμαϊκό	roman	ρωμαϊκός	romandre	ADJ;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
πεθαίνει	morint	πεθαίνω	morir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
ακριβής	exactes	ακριβής	exacte	ADJ;NOM;MASC;SG	ADJ;PL
στρατιωτικά	militars	στρατιωτικά	militar	ADV	ADJ;PL
στρατιωτικά	militar	στρατιωτικά	militar	ADV	ADJ;SG
πυροβόλα	disparar	πυροβόλο	disparar	N;NOM;NEUT;PL	V;NFIN
σικάγο	chicago	σικάγος	chicago		PROPN
σταθερό	fix	σταθερός	fix	ADJ;NOM;NEUT;SG	
σταθερό	fixes	σταθερός	fix	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
καταδικάστηκε	condemnat	καταδικάζω	condemnat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
διαθέσιμο	disponibles	διαθέσιμο	disponible	N;NOM;NEUT;SG	ADJ;PL
διαθέσιμο	disponible	διαθέσιμο	disponible	N;NOM;NEUT;SG	ADJ;SG
στενή	estret	στενός	estret	ADJ;NOM;FEM;SG	N;MASC;SG
πολίτης	civil	πολίτης	civil	N;NOM;MASC;SG	ADJ;SG
πολίτης	ciutadà	πολίτης	ciutadà	N;NOM;MASC;SG	ADJ;MASC;SG
ένοπλες	armat	ένοπλος	armat	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
λάδι	oli	λάδι	oli	N;NOM;NEUT;SG	
σιδήρου	ferro	σίδηρος	ferro	N;GEN;NEUT;SG	
αριστερή	esquerre	αριστερής	esquerre	ADJ;NOM;FEM;SG	
πυρκαγιά	foc	πυρκαγιά	foc	N;NOM;FEM;SG	
μεταφέρθηκαν	transferit	μεταφέρθηκαν	transferir	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
μεταφέρθηκαν	transportat	μεταφέρθηκαν	transportar	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
μεταφέρθηκαν	transportats	μεταφέρθηκαν	transportar	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
επιχειρηματίας	emprenedor	επιχειρηματίας	emprenedor	N;NOM;FEM;SG	ADJ;MASC;SG
αμβέρσα	anvers	αμβέρω	anver	PROPN;ACC;FEM;SG	
παρόμοιες	similar	παρόμοιος	similar	ADJ;NOM;FEM;PL	ADJ;SG
ψυχή	psique	ψυχή	psique	N;ACC;FEM;SG	
τείχος	paret	τείχος	paret	N;NOM;NEUT;SG	
τείχος	mur	τείχος	mur	N;NOM;NEUT;SG	
ιστορικούς	historiadors	ιστορικός	historiador	ADJ;ACC;MASC;PL	N;MASC;PL
πτολεμαίος	ptolemeu	πτολεμαίος	ptolemeu	PROPN;NOM;MASC;SG	
θηλυκό	femení	θηλυκός	femení	N;NOM;NEUT;SG	
θηλυκό	femella	θηλυκός	femella	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
διήρκεσε	durat	διαρκώ	durar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
χιλ	turó	χιλ	turó		N;MASC;SG
βενιζέλου	venizelos	βενιζέλος	venizelo	PROPN;GEN;MASC;SG	ADJ;MASC;SG
πέφτει	cascades	πέφτω	cascada	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;PL;V.PTCP
σύλληψη	captura	σύλληψη	captura	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
λευκωσία	nicòsia	λευκωσία	nicòsia	PROPN;ACC;FEM;SG	ADJ;FEM;SG
χημικά	chemical	χημικά	chemical	ADV	ADJ;SG
χημικά	químic	χημικά	químic	ADV	ADJ;MASC;SG
χημικά	químics	χημικά	químic	ADV	ADJ;MASC;PL
σικελία	sicília	σικελία	sicília	PROPN;ACC;FEM;SG	
πλούσιο	rich	πλούσιο	rich	ADJ;NOM;NEUT;SG	PROPN
πλούσιο	rics	πλούσιο	ric	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
πτυχίο	diplomat	πτυχίο	diplomar	N;NOM;NEUT;SG	
επέλεξε	triat	επιλέγω	triat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
σοβαρή	greus	σοβαρός	greu	ADJ;NOM;FEM;SG	ADJ;PL
αποσπάσματα	extractes	απόσπασμα	extracte	N;NOM;NEUT;PL	
αποσπάσματα	extractes	απόσπασμα	extracte	N;NOM;NEUT;PL	
βαριά	heavy	βαριός	heavy	ADV	N;MASC;SG
βαριά	pesats	βαριός	pesat	ADV	ADJ;MASC;PL;V.PTCP
βαριά	pesada	βαριός	pesada	ADV	ADJ;FEM;SG;V.PTCP
βαριά	pesant	βαριός	pesar	ADV	ADJ;SG
βαριά	pesades	βαριός	pesada	ADV	ADJ;FEM;PL;V.PTCP
ουρανό	cel	ουρανός	cel	N;ACC;MASC;SG	
ουρανό	sky	ουρανός	sky	N;ACC;MASC;SG	PROPN
κόντρα	contra	κόντρο	contra	N;ACC;FEM;SG	ADP
κόντρα	against	κόντρο	against	N;ACC;FEM;SG	
ταξίδια	viatja	ταξίδι	viatjar	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
θετικές	positiu	θετικός	positiu	ADJ;NOM;FEM;PL	ADJ;MASC;SG
θετικές	positiva	θετικός	positiu	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ήρωες	heroes	ήρωο	heroa	N;NOM;MASC;PL	PROPN
κρις	chris	κρις	chri		PROPN
σκοτώσει	kill	σκοτώνω	kill	V;PFV;NFIN;ACT	
επιδόσεις	actuació	επίδοση	actuació	N;NOM;FEM;PL	N;FEM;SG
επιδόσεις	rendiment	επίδοση	rendiment	N;NOM;FEM;PL	N;MASC;SG
αντικατάσταση	reemplaça	αντικατάσταση	reempllçar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αντικατάσταση	substitueix	αντικατάσταση	substituir	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αντικατάσταση	sobreescriure	αντικατάσταση	sobreescriure	N;ACC;FEM;SG	
αντικατάσταση	substitut	αντικατάσταση	substitut	N;ACC;FEM;SG	ADJ;MASC;SG
βιομηχανική	industrials	βιομηχανικός	industrial	ADJ;NOM;FEM;SG	ADJ;PL
συνεργάτης	associat	συνεργάτης	associat	N;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
κλαμπ	club	κλαμπ	club		N;MASC;SG
κλαμπ	clubs	κλαμπ	club		N;MASC;PL
κλαμπ	trèvols	κλαμπ	trèvol		
αλφάβητο	alfabet	αλφάβητος	alfabet	N;NOM;NEUT;SG	
εσωτερικά	intern	εσωτερικά	intern	ADV	ADJ;MASC;SG
εσωτερικά	interna	εσωτερικά	intern	ADV	ADJ;FEM;SG
επιρροές	influència	επιρροή	influència	N;NOM;FEM;PL	N;FEM;SG
περού	perú	περ	perú	PROPN;NOM;NEUT;SG	N;MASC;SG
περού	peru	περ	peru	PROPN;NOM;NEUT;SG	
έπαιζε	jugat	παίζω	jugar	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
έπαιζε	tocava	παίζω	tocar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
υποχρεώσεις	passius	υποχρέωση	passiu	N;NOM;FEM;PL	ADJ;MASC;PL
σπήλαιο	caverna	σπήλαιο	caverna	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
μπράιαν	brian	μπράιαν	briar		
φρανσουά	françois	φρανσούά	françoi	PROPN;NOM;MASC;SG	
ιδιωτική	privats	ιδιωτικός	privat	ADJ;NOM;FEM;SG	ADJ;MASC;PL
θετικά	positiu	θετικός	positiu	ADV	ADJ;MASC;SG
θετικά	positiva	θετικός	positiu	ADV	ADJ;FEM;SG
θετικά	positius	θετικός	positiu	ADV	ADJ;MASC;PL
δυσκολίες	dificultat	δυσκολία	dificultat	N;NOM;FEM;PL	N;FEM;SG
τάφο	sepultura	τάφος	sepultura	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
στάλθηκε	enviats	στέλνω	enviat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
στάλθηκε	enviat	στέλνω	enviat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
ατομικό	individu	ατομικός	individu	ADJ;NOM;NEUT;SG	N;MASC;SG
ατομικό	individuals	ατομικός	individual	ADJ;NOM;NEUT;SG	ADJ;PL
αναφέρθηκε	comunicat	αναφέρω	comunicat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
αραβική	arab	αραβικός	arab	ADJ;NOM;FEM;SG	
δωρεάν	lliure	δωρεάν	lliure		ADJ;SG
δωρεάν	gratuït	δωρεάν	gratuït		ADJ;MASC;SG
δωρεάν	lliures	δωρεάν	lliure		ADJ;PL
βελιγραδίου	belgrad	βελιγράδιο	belgrad	PROPN;GEN;NEUT;SG	
εξετάσεις	examen	εξέταση	examen	N;NOM;FEM;PL	N;MASC;SG
συνδυασμός	combinar	συνδυασμός	combinar	N;NOM;MASC;SG	V;NFIN
τζαζ	jazz	τζαζ	jazz		N;MASC;SG
σόλο	solo	σόλος	solo		
αντάρτες	rebels	αντάρτης	rebel	N;NOM;MASC;PL	ADJ;PL
διατριβή	tesis	διατριβός	tesi	N;NOM;FEM;SG	N;FEM;PL
βελιγράδι	belgrad	βελιγράδι	belgrad	PROPN;NOM;NEUT;SG	
διάσπαση	divideix	διάσπαση	dividir	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
διάσπαση	split	διάσπαση	split	N;NOM;FEM;SG	PROPN
στάλιν	stalin	στάλιν	stal		PROPN
επαγγελματικό	professionals	επαγγελματικός	professional	ADJ;NOM;NEUT;SG	N;PL
προβλήθηκε	transmès	προβάλλω	transmetre	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
μαύρα	black	μαύρας	black	N;NOM;NEUT;PL	
μαύρα	negre	μαύρας	negre	N;NOM;NEUT;PL	
κοπ	kopp	κοπ	kopp	N	PROPN
φλωρεντία	florence	φλωρεντία	florence	PROPN;NOM;FEM;SG	ADJ;FEM;SG
φλωρεντία	florència	φλωρεντία	florència	PROPN;NOM;FEM;SG	
μονακό	mònaco	μονακός	mònaco		
μονακό	monaco	μονακός	monaco		PROPN
λήμνου	lemnos	λήμνο	lemno	PROPN;GEN;FEM;SG	
μωάμεθ	mahoma	μωάμεθ	mahom	N;NOM;NEUT;SG	
μεταφορές	transport	μεταφορά	transport	N;NOM;FEM;PL	N;MASC;SG
φάρμακα	medicament	φάρμακο	medicament	N;NOM;NEUT;PL	N;MASC;SG
φάρμακα	medicina	φάρμακο	medicina	N;NOM;NEUT;PL	N;FEM;SG
δυναμική	dinàmica	δυναμικός	dinàmica	ADJ;NOM;FEM;SG	N;FEM;SG
κατάλληλο	correspongui	κατάλληλος	correspondre	ADJ;NOM;NEUT;SG	V;SBJV;SG;3;PRS;FIN
συνεργάτες	associats	συνεργάτης	associat	N;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
εναλλακτική	alternativa	εναλλακτικός	alternativa	ADJ;NOM;FEM;SG	N;FEM;SG
εναλλακτική	suplent	εναλλακτικός	suplent	ADJ;NOM;FEM;SG	
ίαν	lan	ίαν	el		
ίαν	ian	ίαν	ian		PROPN
μύθος	llegenda	μύθος	llegenda	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
μύθος	legend	μύθος	legend	N;NOM;MASC;SG	
χανς	hans	χανς	haver		PROPN
στερεά	sòlid	στεργώ	sòlid	ADV	ADJ;MASC;SG
ισπανός	castellà	ισπανός	castellà	ADJ;NOM;MASC;SG	N;MASC;SG
ρυθμός	tempo	ρυθμός	tempo	N;NOM;MASC;SG	
ρυθμός	ritme	ρυθμός	ritme	N;NOM;MASC;SG	
σουλτάνος	sultan	σουλτάνος	sultar	N;NOM;MASC;SG	
ελαφρά	lleuger	ελαφρά	lleuger	ADV	ADJ;MASC;SG
σεν	shen	σεν	ser		PROPN
σεν	sen	σεν	sen		
βιρτζίνια	virgínia	βιρτζίνιος	virgínia	PROPN;NOM;FEM;SG	ADJ;FEM;SG
βιρτζίνια	virginia	βιρτζίνιος	virginia	PROPN;NOM;FEM;SG	
μέταλλα	metall	μέταλλος	metall	N;NOM;NEUT;PL	N;MASC;SG
μέταλλα	metal	μέταλλος	metal	N;NOM;NEUT;PL	ADJ;SG
χορός	ballant	χορός	ballar	N;NOM;MASC;SG	V;V.MSDR
χορός	ballar	χορός	ballar	N;NOM;MASC;SG	V;NFIN
κολέγιο	college	κολέγιο	college	N;NOM;NEUT;SG	
σχεδιάστηκε	dissenyada	σχεδιάζω	dissenyat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;FEM;SG;V.PTCP
σχεδιάστηκε	dissenyat	σχεδιάζω	dissenyat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
μαδρίτη	madrid	μαδρίτη	madrid	PROPN;ACC;FEM;SG	
κάρλος	carlos	κάρλος	carlo	PROPN;NOM;MASC;SG	PROPN
πρόσφατη	recents	πρόσφατος	recent	ADJ;NOM;FEM;SG	ADJ;PL
ρίο	rio	ρίο	rio		
βυζάντιο	bizanci	βυζάντιος	bizanci	PROPN;NOM;NEUT;SG	
σταύρος	stavros	σταύρος	stavro	N;NOM;MASC;SG	
αρσενικό	mascle	αρσενικός	mascle	ADJ;NOM;NEUT;SG	
καρδίτσας	karditsa	καρδίτσα	karditsa	PROPN;GEN;FEM;SG	ADJ;FEM;SG
κομμουνιστικό	comunista	κομμουνιστικός	comunista	ADJ;NOM;NEUT;SG	N;SG
χάνει	perdent	χάνω	perdre	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
επεκτάθηκε	ampliat	επικτείνω	ampliat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
κατάργηση	derogatòria	κατάργηση	derogatòria	N;ACC;FEM;SG	ADJ;FEM;SG
ήλιος	sol	ήλιος	sol	PROPN;NOM;MASC;SG	
άσπρο	white	άσπρο	white	N;NOM;NEUT;SG	PROPN
άσπρο	blanc	άσπρο	blanc	N;NOM;NEUT;SG	ADJ;MASC;SG
ερώτημα	pregunta	ερώτημα	preguntar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
σύνταξη	sintaxi	σύνταξη	sintaxi	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
τεχνικά	tècnic	τεχνικά	tècnic	ADV	ADJ;MASC;SG
τεχνικά	tècnics	τεχνικά	tècnic	ADV	N;MASC;PL
ωραία	niça	ωραίος	niça	ADJ;NOM;FEM;SG	
τάσεις	tendència	τάση	tendència	N;NOM;FEM;PL	N;FEM;SG
σελήνη	lluna	σελήνη	lluna	N;NOM;FEM;SG	
δούναβη	danubi	δούναβη	danubar	N;FEM	
ολυμπιακοί	olimpíades	ολυμπιακός	olimpíat	ADJ;NOM;MASC;PL	N;FEM;PL
απάντησε	resposta	απαντώ	resposta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
θηλαστικά	mammalian	θηλαστικά	mammalian	ADJ;NOM;NEUT;PL	
θηλαστικά	mamífers	θηλαστικά	mamífer	ADJ;NOM;NEUT;PL	N;MASC;PL
ισοπαλία	dibuixa	ισοπαλία	dibuixar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
κεφαλή	head	κεφαλή	head	N;ACC;FEM;SG	
επαναστάτες	revolucionaris	επαναστάτης	revolucionari	N;NOM;MASC;PL	ADJ;MASC;PL
επαναστάτες	rebels	επαναστάτης	rebel	N;NOM;MASC;PL	ADJ;PL
άθροισμα	suma	άθροισμα	sumar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
λειτουργούσε	operat	λειτουργώ	operat	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
παρακολούθησε	mirava	παρακολουθώ	mirar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
παρακολούθησε	vigilat	παρακολουθώ	vigilat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
φυλακές	presó	φυλακή	presó	N;NOM;FEM;PL	N;FEM;SG
σαλβαδόρ	salvador	σαλβαδόρ	salvador		
κάλεσε	convocatòria	καλώ	convocatòria	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
κάλεσε	trucada	καλώ	trucada	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
σύνδρομο	síndrome	σύνδρομος	síndrome	N;NOM;NEUT;SG	
ολοκληρωθεί	completat	ολοκληρώνω	completar	V;PFV;NFIN;PASS	ADJ;MASC;SG;V.PTCP
ολοκληρωθεί	finalitzats	ολοκληρώνω	finalitzat	V;PFV;NFIN;PASS	ADJ;MASC;PL;V.PTCP
παναγιώτη	panagiotis	παναγιώτης	panagiotis	N;MASC;SG	PROPN
σημείωση	nota	σημείωση	notar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
ηλεκτρική	elèctrics	ηλεκτρικός	elèctric	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ηλεκτρική	electric	ηλεκτρικός	electric	ADJ;NOM;FEM;SG	PROPN
ηλεκτρικό	electric	ηλεκτρικός	electric	ADJ;NOM;NEUT;SG	PROPN
αθηνά	atena	αθηνός	atè	PROPN;NOM;FEM;SG	N;FEM;SG
επιπτώσεις	impacte	επίπτωση	impacte	N;NOM;FEM;PL	N;MASC;SG
αγροτική	rurals	αγροτικός	rural	ADJ;NOM;FEM;SG	ADJ;PL
εκπέμπει	transmetent	εκπέμπω	transmetent	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
αρσενικά	mascles	αρσενικά	mascle	ADJ;NOM;NEUT;PL	N;MASC;PL
αρσενικά	masculí	αρσενικά	masculí	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
αρσενικά	mascle	αρσενικά	mascle	ADJ;NOM;NEUT;PL	
αθλητικές	sporting	αθλητικός	sporting	ADJ;NOM;FEM;PL	N;MASC;SG
κλειδί	tecla	κλειδί	tecla	N;NOM;NEUT;SG	
κλειδί	clau	κλειδί	clau	N;NOM;NEUT;SG	
λευκά	white	λευκός	white	N;NOM;NEUT;PL	PROPN
λευκά	blanc	λευκός	blanc	N;NOM;NEUT;PL	ADJ;MASC;SG
μάρκο	marko	μάρκο	marko		PROPN
μάρκο	marco	μάρκο	marco		PROPN
υπεύθυνη	responsable	υπεύθυνος	responsable	ADJ;NOM;FEM;SG	N;SG
αναπληρωτής	adjunt	αναπληρωτής	adjunt	N;NOM;MASC;SG	
μόρια	moria	μόριο	moria	N;NOM;NEUT;PL	V;IND;SG;3;IPFV;FIN
τατουάζ	tattoo	τατουάζ	tattoo	N;NOM;NEUT;PL	
τατουάζ	tatuatge	τατουάζ	tatuatge	N;NOM;NEUT;PL	N;MASC;SG
διαταγές	ordres	διαταγή	ordre	N;NOM;FEM;PL	
αντίγραφο	duplicat	αντίγραφο	duplicar	N;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
αντίγραφο	duplica	αντίγραφο	duplicar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
αντίγραφο	còpia	αντίγραφο	còpia	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
αντίγραφο	rèplica	αντίγραφο	rèplica	N;NOM;NEUT;SG	ADJ;FEM;SG
φωτογραφίας	fotografia	φωτογραφία	fotografiar	N;GEN;FEM;SG	V;IND;SG;3;PRS;FIN
ανοικτό	oberts	ανοιχτός	obert	ADJ;NOM;NEUT;SG	ADJ;MASC;PL;V.PTCP
ανοικτό	open	ανοιχτός	open	ADJ;NOM;NEUT;SG	
ανοικτό	obre	ανοιχτός	obrir	ADJ;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
θρησκευτικά	religió	θρησκευτικά	religió	ADV	N;FEM;SG
θρησκευτικά	religiós	θρησκευτικά	religiós	ADV	ADJ;MASC;SG
χένρι	enric	χένρι	enric		
χένρι	henry	χένρι	henry		PROPN
δημοφιλές	popular	δημοφιλής	popular	ADV	ADJ;SG
δημοφιλές	populars	δημοφιλής	popular	ADV	ADJ;PL
εντολές	ordres	εντολή	ordre	N;NOM;FEM;PL	
εντολές	ordres	εντολή	ordre	N;NOM;FEM;PL	
χειρόγραφα	manuscrit	χειρόγραφο	manuscrit	N;NOM;NEUT;PL	N;MASC;SG
κλινική	clinic	κλινικός	clinic	ADJ;NOM;FEM;SG	
μπαρόκ	barroca	μπαρόκ	barroc	N;NOM;NEUT;SG	ADJ;FEM;SG
μπαρόκ	barroc	μπαρόκ	barroc	N;NOM;NEUT;SG	ADJ;MASC;SG
πόλο	polo	πόλος	polo	N;NOM;MASC;SG	
κάτοχος	titular	κάτοχος	titular	N;NOM;MASC;SG	
συμμάχους	aliats	σύμμαχος	aliat	N;ACC;MASC;PL	ADJ;MASC;PL;V.PTCP
περιφερειακή	regionals	περιφερειακός	regional	ADJ;NOM;FEM;SG	ADJ;PL
προηγούμενα	anterior	προηγούμενος	anterior	ADV	ADJ;SG
επίσκεψη	visiteu	επίσκεψη	visiteu	N;ACC;FEM;SG	V;IND;SG;1;PRS;FIN
επίσκεψη	visita	επίσκεψη	visitar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αποδοχή	acceptar	αποδοχή	acceptar	N;ACC;FEM;SG	V;NFIN
αποδοχή	acceptada	αποδοχή	acceptat	N;ACC;FEM;SG	ADJ;FEM;SG;V.PTCP
αποδοχή	acceptats	αποδοχή	acceptat	N;ACC;FEM;SG	ADJ;MASC;PL;V.PTCP
αποδοχή	acceptat	αποδοχή	acceptat	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
αποδοχή	acceptar	αποδοχή	acceptar	N;ACC;FEM;SG	V;NFIN
αποδοχή	accepta	αποδοχή	acceptar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
προστέθηκε	afegits	προσθέτω	afegit	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
προστέθηκε	afegit	προσθέτω	afegit	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
άφιξη	arribada	άφιξη	arribada	V;PFV;IND;SG;3;PST;FIN;PASS	N;FEM;SG
κυνήγι	hunt	κυνήγι	hunt	N;NOM;NEUT;SG	PROPN
κυνήγι	caça	κυνήγι	caça	N;NOM;NEUT;SG	
κόκκινη	red	κόκκινος	red	ADJ;NOM;FEM;SG	
μουσικές	musical	μουσικός	musical	ADJ;NOM;FEM;PL	ADJ;SG
μοναχός	frare	μοναχός	frare	N;NOM;MASC;SG	
μισέλ	michelle	μισέλ	michelle		PROPN
μισέλ	michel	μισέλ	michel		
ψάρια	peix	ψάριος	peix	N;NOM;NEUT;PL	N;MASC;SG
μπιλ	bill	μπιλ	bill	PROPN;NOM;MASC;SG	PROPN
τέξας	texas	τέξας	texas	PROPN;NOM;NEUT;SG	N;SG
κανονικό	regulars	κανονικός	regular	ADJ;NOM;NEUT;SG	ADJ;PL
κανονικό	regular	κανονικός	regular	ADJ;NOM;NEUT;SG	
κανονικό	normals	κανονικός	normal	ADJ;NOM;NEUT;SG	ADJ;PL
διάσημο	famós	διάσημος	famós	N;NOM;NEUT;SG	ADJ;MASC;SG
διάσημο	famosos	διάσημος	famós	N;NOM;NEUT;SG	ADJ;MASC;PL
τζόνσον	johnson	τζόνσον	johnson		
κόστα	costa	κόστα	costar		V;IND;SG;3;PRS;FIN
κόστα	kosta	κόστα	kosta		
πάλη	lluita	πάλη	lluitar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
πάλη	lluita	πάλη	lluitar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
θαλάσσια	marine	θαλάσσιος	marine	ADJ;NOM;FEM;SG	N;SG
σύρου	siros	Σύρος	siro	PROPN;NOM;MASC;SG	PROPN
τόνι	tony	τόνι	tony		
τόνι	toni	τόνι	toni		
αδερφή	sister	αδερφή	sister	N;NOM;FEM;SG	
σαμόα	samoa	σαμός	samer		N;FEM;SG
βασισμένο	basat	βασίζω	basat	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
φόρμουλα	fórmula	φόρμουλος	fórmula	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
συντεταγμένες	coordenades	συντεταγμένος	coordenat	ADJ;NOM;FEM;PL	N;FEM;PL
έρχονται	arribant	έρχομαι	arribar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;V.MSDR
προσβολή	insult	προσβολή	insult	N;ACC;FEM;SG	ADJ;MASC;SG
ανεξάρτητες	independent	ανεξάρτητος	independent	ADJ;NOM;FEM;PL	ADJ;SG
συμπεριλαμβανομένης	inclòs	συμπεριλαμβανόμενος	inclòs	V;PFV;GEN;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
κρασί	vi	κρασί	vi	N;NOM;NEUT;SG	
επηρέασε	afectats	επηρίαζω	afectat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
μαργαρίτα	margaret	μαργαρίτα	margaret	PROPN;NOM;FEM;SG	
μαργαρίτα	margarida	μαργαρίτα	margarida	PROPN;NOM;FEM;SG	N;FEM;SG
μαργαρίτα	daisy	μαργαρίτα	daisy	PROPN;NOM;FEM;SG	
μαργαρίτα	margarita	μαργαρίτα	margarita	PROPN;NOM;FEM;SG	N;FEM;SG
πόρτο	porto	πόρτος	portar		INTJ
