인피니티	nieskończoność	인피니티	nieskończoność		N;NOM;FEM;SG
사담	saddama	사담	saddać	PROPN	
아이디어	pomysły	아이디어	pomysł		N;NOM;MASC;PL
아이디어	idee	아이디어	idee		N;NOM;MASC;PL
아이디어	pomysłów	아이디어	pomysł		N;GEN;MASC;PL
아이디어	koncepcje	아이디어	koncepcja		N;NOM;FEM;PL
아이디어	pomysl	아이디어	pomysl		V;PFV;MASC;IND;SG;PST;FIN;ACT
아이디어	pomysł	아이디어	pomysł		N;NOM;MASC;SG
아이디어	idea	아이디어	idea		N;NOM;FEM;SG
관습	celne	관습	celny	N	ADJ;NOM;NEUT;SG
관습	cła	관습	cza	N	
관습	cło	관습	cło	N	
관습	zwyczajowe	관습	zwyczajowy	N	ADJ;NOM;NEUT;SG
관습	zwyczajowo	관습	zwyczajowo	N	ADV
캐롤라이나	karolina	캐롤라이나	karolin		PROPN;NOM;FEM;SG
인터랙티브	interaktywne	인터랙티브	interaktywny		ADJ;NOM;NEUT;SG
부상당한	ranna	부상+당하+ㄴ	ranna	V	ADJ;NOM;FEM;SG
부상당한	ranny	부상+당하+ㄴ	ranny	V	ADJ;NOM;MASC;SG
부상당한	zraniony	부상+당하+ㄴ	zranić	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
부상당한	ranni	부상+당하+ㄴ	ranny	V	ADJ;NOM;MASC;PL
페널티	karny	페널티	karny	N	
합금	stop	합금	stop	N	
합금	stopy	합금	stopa	N	
케이시	casey	케이시	cas		PROPN;NOM;MASC;SG
기꺼이	chętnie	기꺼이	chętnie		ADV
수사관	śledczy	수사관	śledczy	N	
우회	ominąć	우회	ominąć	N	V;PFV;NFIN;ACT
드레이크	kaczor	드레이크	kaczor		N;NOM;MASC;SG
애니멀	zwierząt	애니멀	zwierzę		N;GEN;NEUT;PL
애니멀	zwierzak	애니멀	zwierzak		N;NOM;MASC;SG
애니멀	zwierzęta	애니멀	zwierzę		N;NOM;NEUT;PL
애니멀	zwierzę	애니멀	zwierzę		N;NOM;NEUT;SG
기증	darowizny	기증	darowizna	N	
훔볼트	humboldt	훔볼트	humboldt		V;IPFV;IND;SG;PRS;FIN;ACT
맬컴	marcin	맬컴	marcin	N	PROPN;NOM;MASC;SG
프리덤	swoboda	프리덤	swoboda		N;NOM;FEM;SG
프리덤	wolność	프리덤	wolność		N;NOM;FEM;SG
프리덤	wolności	프리덤	wolność		N;GEN;FEM;SG
동지	przesilenia	동지	przesilenie		N;GEN;NEUT;SG
동지	towarzysze	동지	towarzysz		N;NOM;MASC;PL
메이슨	masona	메이슨	masona		N;ACC;MASC;SG
메이슨	mason	메이슨	mason		PROPN;NOM;MASC;SG
침묵	cichy	침묵	cichy	N	ADJ;NOM;MASC;SG
중성	neutralny	중성	neutralny	N	ADJ;NOM;MASC;SG
중성	obojętny	중성	obojętny	N	ADJ;NOM;MASC;SG
중성	neutralne	중성	neutralny	N	ADJ;NOM;NEUT;SG
헌트	polować	헌트	polować		V;IPFV;NFIN;ACT
헌트	polowanie	헌트	polować		N;NOM;NEUT;SG
괴산	porwany	괴산	porwać	PROPN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
괴산	porwana	괴산	porwać	PROPN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
벵골	bengali	벵골	bengalić	PROPN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
벵골	bengalu	벵골	bengal	PROPN	N;GEN;MASC;SG
여자들	kobiet	여자+들	kobieta	N	
여자들	damskie	여자+들	damski	N	ADJ;NOM;NEUT;SG
융합	fusion	융합	fusion	N	
비틀즈	beatles	비틀즈	beatles	N	
니코	niko	니코	niko		PROPN;NOM;MASC;SG
버팔로	buffalo	버팔+로	buffalo		N;NOM;MASC;SG
커리어	kariera	커리어	kariera		N;NOM;FEM;SG
커리어	kariery	커리어	kariera		N;GEN;FEM;SG
커리어	karierę	커리어	kariera		N;ACC;FEM;SG
커리어	kariera	커리어	kariera		N;NOM;FEM;SG
커리어	kariery	커리어	kariera		N;GEN;FEM;SG
셰인	shane	셰인	shana		N;NOM;MASC;SG
둥지	gniazda	둥+지	gniazda		N;ACC;NEUT;SG
둥지	gniazdo	둥+지	gniazdo		N;NOM;NEUT;SG
둥지	gniazda	둥+지	gniazda		N;ACC;NEUT;SG
일시적	chwilowo	일시+적	chwilowo	N	ADV
일시적	tymczasowo	일시+적	tymczasowo	N	ADV
일시적	czasowo	일시+적	czasowo	N	ADV
일시적	tymczasowy	일시+적	tymczasowy	N	ADJ;NOM;MASC;SG
일시적	tymczasowo	일시+적	tymczasowo	N	ADV
일시적	tymczasowa	일시+적	tymczasowy	N	ADJ;NOM;FEM;SG
일시적	tymczasowe	일시+적	tymczasowy	N	ADJ;NOM;NEUT;SG
일시적	czasowe	일시+적	czasowy	N	ADJ;NOM;NEUT;SG
맥도널드	mcdonald	맥도널드	mcdonald	N	
맥도널드	macdonald	맥도널드	macdonald	N	
절벽	klify	절벽	klif		N;NOM;MASC;PL
절벽	cliff	절벽	cliffa		PROPN;NOM;MASC;SG
박쥐	kij	박쥐	kij		N;NOM;MASC;SG
박쥐	nietoperz	박쥐	nietoperz		N;NOM;MASC;SG
박쥐	nietoperze	박쥐	nietoper		N;NOM;MASC;PL
박쥐	kije	박쥐	kij		N;NOM;MASC;PL
빙하	lodowce	빙하	lodowca	N	
푸앵카레	poincaré	푸앵카레	poincar	PROPN	
스타킹	pończochy	스타킹	pończoch		N;NOM;MASC;PL
스타킹	rajstopy	스타킹	rajstopa		N;NOM;MASC;PL
스타킹	pończochy	스타킹	pończoch		N;NOM;MASC;PL
발광	świetliste	발광	świetlisty	N	ADJ;NOM;NEUT;SG
콤플렉스	złożone	콤플렉스	złożyć		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
콤플렉스	złożona	콤플렉스	złożyć		ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
콤플렉스	złożony	콤플렉스	złożyć		ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
콤플렉스	kompleks	콤플렉스	kompleks		N;ACC;MASC;SG
콤플렉스	skomplikowane	콤플렉스	skomplikować		ADJ;NOM;NEUT;SG
빈곤	biedy	빈곤	bieda	N	
럭셔리	luksus	럭셔리	luksus		N;NOM;MASC;SG
럭셔리	luksusowy	럭셔리	luksusowy		ADJ;NOM;MASC;SG
럭셔리	luksusu	럭셔리	luksus		N;GEN;MASC;SG
럭셔리	luksusowe	럭셔리	luksusowy		ADJ;NOM;NEUT;SG
보츠와나	botswanie	보츠+와+나	botswać	CONJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
물결	fala	물결	fala		N;NOM;FEM;SG
물결	fali	물결	fala		N;GEN;FEM;SG
물결	fale	물결	fala		N;NOM;FEM;PL
이탈리아인	włosi	이탈리아인	włosić	V	N;NOM;MASC;PL
이탈리아인	włochów	이탈리아인	włóch	V	N;GEN;MASC;PL
이탈리아인	włoska	이탈리아인	włoski	V	ADJ;NOM;FEM;SG
이탈리아인	włochy	이탈리아인	włochy	V	
이탈리아인	włoski	이탈리아인	włoski	V	
이탈리아인	włoch	이탈리아인	wąć	V	
이탈리아인	włoskie	이탈리아인	włoski	V	ADJ;NOM;NEUT;SG
듀티	cło	듀티	cło	N	
로체스터	rochester	로체스터	rochester	PROPN	N;NOM;MASC;SG
무작위	przypadkowe	무작위	przypadkowy	N	ADJ;NOM;NEUT;SG
무작위	przypadkowa	무작위	przypadkowy	N	ADJ;NOM;FEM;SG
무작위	przypadkowy	무작위	przypadkowy	N	ADJ;NOM;MASC;SG
무작위	losowo	무작위	losowo	N	ADV
무작위	losowe	무작위	losowy	N	ADJ;NOM;NEUT;SG
발렌타인	walentynki	발렌타인	walentynka		N;NOM;FEM;PL
발렌타인	walentynki	발렌타인	walentynka		N;NOM;FEM;PL
처칠	churchill	처칠	churchill		PROPN;NOM;MASC;SG
보손	bozony	보손	bozić	N	
서스펜션	zawiesiny	서스펜션	zawiesina	N	
스킨	skóry	스킨	skóra		N;GEN;FEM;SG
스킨	skórę	스킨	skóra		N;ACC;FEM;SG
스킨	skóra	스킨	skóra		N;NOM;FEM;SG
지배자	dominujące	지배자	dominować	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
지배자	dominującej	지배자	dominować	N	ADJ;IPFV;GEN;FEM;SG;POS;V.PTCP;ACT
지배자	dominująca	지배자	dominować	N	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
지배자	dominującą	지배자	dominować	N	ADJ;IPFV;ACC;FEM;SG;POS;V.PTCP;ACT
지배자	dominujący	지배자	dominować	N	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
헬레나	helena	헬레+나	helen	PROPN	PROPN;NOM;FEM;SG
헬레나	heleny	헬레+나	helen	PROPN	N;GEN;FEM;SG
이사벨라	izabela	이사벨+이+라	izabel	PROPN	PROPN;NOM;FEM;SG
이사벨라	isabella	이사벨+이+라	isabell	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
도망자	zbiega	도망자	zbieg		V;IPFV;IND;SG;3;PRS;FIN;ACT
도망자	zbieg	도망자	zbieg		N;NOM;MASC;SG
도망자	ścigany	도망자	ścigać		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
파이트	walki	파이트	walka		N;ACC;FEM;SG
습지	bagna	습지	bagny	N	
습지	marsh	습지	marsh	N	PROPN;NOM;MASC;SG
습지	mokradeł	습지	mokradło	N	
습지	podmokłych	습지	podmokny	N	ADJ;GEN;MASC;PL
열쇠	klucze	열쇠	klucz		N;NOM;MASC;PL
열쇠	klawisze	열쇠	klawisz		N;NOM;MASC;PL
봄바디어	bombardier	봄바디어	bombardier	N	
구두	but	구두	but	N	
시리얼	serial	시리얼	serial		N;NOM;MASC;SG
시리얼	seryjny	시리얼	seryjny		ADJ;NOM;MASC;SG
시리얼	seryjne	시리얼	seryjny		ADJ;NOM;NEUT;SG
시리얼	płatki	시리얼	płatek		N;NOM;MASC;PL
예언	przepowiednie	예언	przepowiednia		N;NOM;FEM;PL
예언	prorocy	예언	proroc		N;NOM;MASC;PL
예언	proroków	예언	prorok		N;ACC;MASC;PL
예언	proroctwo	예언	proroctwo		N;NOM;NEUT;SG
예언	przepowiednia	예언	przepowiedni		N;NOM;FEM;SG
점화	zapłonu	점화	zapłon	N	
프레스	prasa	프레스	prasa		N;NOM;FEM;SG
프레스	prasie	프레스	prasa		N;DAT;FEM;SG
프레스	naciśnij	프레스	naciśnąć		V;PFV;IMP;SG;2;FIN;ACT
마스터스	masters	마스터스	masters	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
토양	gleby	토양	gleba	N	
레이첼	rachel	레이첼	rachel		PROPN;NOM;FEM;SG
레이첼	rachael	레이첼	rachael		N;NOM;FEM;SG
아론	aaron	아론	aaron		PROPN;NOM;MASC;SG
아론	aarona	아론	aarona		N;ACC;MASC;SG
아론	aron	아론	aron		PROPN;NOM;MASC;SG
신념	wierze	신념	wierzyć	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
신념	faith	신념	faith	N	
얼티밋	ostateczna	얼티밋	ostateczny		ADJ;NOM;FEM;SG
얼티밋	ostateczne	얼티밋	ostateczny		ADJ;NOM;NEUT;SG
얼티밋	ostateczny	얼티밋	ostateczny		ADJ;NOM;MASC;SG
플라즈마	osoczu	플라즈마	osocze		N;ACC;NEUT;SG
플라즈마	osocza	플라즈마	osocze		N;GEN;NEUT;SG
복음	gospel	복음	gospel	N	
복음	wytyczne	복음	wytyczny	N	ADJ;NOM;NEUT;SG
조앤	joan	조앤	joan	N	PROPN;NOM;MASC;SG
조앤	joanna	조앤	joanna	N	ADJ;NOM;FEM;SG
일본항공	jal	일본+항공	jal	PROPN	
소수점	dziesiętny	소수점	dziesiętny	N	ADJ;NOM;MASC;SG
소수점	dziesiętnych	소수점	dziesiętny	N	ADJ;GEN;MASC;PL
썬더	grzmot	썬더	grzmot		N;NOM;MASC;SG
마샬	marshall	마샬	marshall		PROPN;NOM;MASC;SG
마샬	marszałek	마샬	marszałek		N;NOM;MASC;SG
라이징	rośnie	라이징	rosnąć		V;IPFV;IND;SG;3;PRS;FIN;ACT
셰이크	szejk	셰이크	szejk	PROPN	
셰이크	szejk	셰이크	szejk	PROPN	
아이카와	aikawa	아이카+와	aikawa	CONJ	
창문	okna	창문	okno		N;NOM;NEUT;PL
창문	okienko	창문	okienko		N;NOM;NEUT;SG
창문	okno	창문	okno		N;NOM;NEUT;SG
댄싱	tańczy	댄싱	tańczyć		V;IPFV;IND;SG;3;PRS;FIN;ACT
댄싱	taniec	댄싱	taniec		N;NOM;MASC;SG
댄싱	tańce	댄싱	tańka		N;NOM;MASC;PL
슈가	cukrem	슈+가	cukier		N;INS;MASC;SG
슈가	cukru	슈+가	cukr		N;GEN;MASC;SG
슈가	cukier	슈+가	cukier		N;NOM;MASC;SG
관리하기	zarządzanie	관리+하+기	zarządzać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
불쾌한	nieprzyjemne	불쾌+하+ㄴ	nieprzyjemny	V	ADJ;NOM;NEUT;SG
불쾌한	nieprzyjemna	불쾌+하+ㄴ	nieprzyjemny	V	ADJ;NOM;FEM;SG
불쾌한	nieprzyjemny	불쾌+하+ㄴ	nieprzyjemny	V	ADJ;NOM;MASC;SG
피사	pisa	피사	pis	PROPN	
체스터	chester	체스터	chester	PROPN	N;NOM;MASC;SG
리오넬	lionela	리오넬	lionel	PROPN	N;GEN;MASC;SG
리오넬	lionel	리오넬	lionel	PROPN	N;NOM;MASC;SG
판도라	pandora	판도+라	pandor		V;IPFV;IND;SG;2;FIN;ACT
인터럽트	przerywa	인터럽트	przerywać	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
인터럽트	przerywa	인터럽트	przerywać	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
매스	masie	매스	masa		N;GEN;FEM;SG
매스	masy	매스	masa		N;GEN;FEM;SG
매스	masa	매스	masa		N;NOM;FEM;SG
매스	msza	매스	msza		N;NOM;FEM;SG
마돈나	madonna	마돈+나	madonny		ADJ;NOM;FEM;SG
반영	odzwierciedlają	반영	odzwierciedlać	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
반영	refleksji	반영	refleksja	N	
미화	usd	미화	usić		V;IPFV;IMP;SG;2;FIN;ACT
인플루엔자	grypa	인플루+자자	grypa		N;NOM;FEM;SG
인플루엔자	grypę	인플루+자자	grypa		N;ACC;FEM;SG
인플루엔자	grypa	인플루+자자	grypa		N;NOM;FEM;SG
인플루엔자	grypę	인플루+자자	grypa		N;ACC;FEM;SG
자바스크립트	javascript	자바스크립트	javascript		V;IPFV;IMP;SG;2;FIN;ACT
마르티네스	martinez	마르티네스	martinez	PROPN	PROPN;NOM;MASC;SG
콜롬보	colombo	콜롬보	colombo		V;IPFV;IND;SG;PRS;FIN;ACT
암살자	zabójcy	암살자	zabójca	N	
암살자	zabójcy	암살자	zabójca	N	
알랭	alain	알+이+ㄹ	alain		PROPN;NOM;MASC;SG
코스모스	kosmosu	코스모스	kosmos		N;GEN;MASC;SG
더럼	durham	더럼	durhać		V;IPFV;IND;SG;2;PRS;FIN;ACT
궁궐	pałac	궁궐	pałac		N;NOM;MASC;SG
궁궐	pałacu	궁궐	pałac		N;GEN;MASC;SG
궁궐	palace	궁궐	palak		N;NOM;MASC;SG
미묘한	subtelne	미묘+하+ㄴ	subtelny	V	ADJ;NOM;NEUT;SG
미묘한	subtelny	미묘+하+ㄴ	subtelny	V	ADJ;NOM;MASC;SG
퓨전	fuzja	퓨전	fuzja		N;NOM;FEM;SG
캄차카	kamczatka	캄차카	kamczatka	PROPN	N;NOM;FEM;SG
랭커스터	lancaster	랭커스터	lancaster	PROPN	N;NOM;MASC;SG
일하기	pracujący	일하+기	pracować		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
일하기	pracujemy	일하+기	pracować		V;IPFV;IND;PL;1;PRS;FIN;ACT
마커스	marek	마커스	marek	PROPN	PROPN;NOM;MASC;SG
마커스	markus	마커스	markus	PROPN	PROPN;NOM;MASC;SG
마커스	marcusa	마커스	marcus	PROPN	N;ACC;MASC;SG
마커스	marcus	마커스	marcus	PROPN	PROPN;NOM;MASC;SG
슈테판	stefana	슈테판	stefany	PROPN	
슈테판	stefan	슈테판	stefan	PROPN	PROPN;NOM;MASC;SG
슈테판	stefanie	슈테판	stefan	PROPN	
슈테판	stephan	슈테판	stephan	PROPN	PROPN;NOM;MASC;SG
다운타운	centrum	다운데우+ㄴ	centrum		N;ACC;NEUT;SG
기쁨	radość	기쁘+ㅁ	radość		N;NOM;FEM;SG
기쁨	radości	기쁘+ㅁ	radość		N;GEN;FEM;SG
기쁨	zachwyca	기쁘+ㅁ	zachwyca		V;IPFV;IND;SG;3;PRS;FIN;ACT
기쁨	przyjemności	기쁘+ㅁ	przyjemność		N;GEN;FEM;SG
핼리팩스	halifax	핼리팩스	halifax	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
첸나이	chennai	첸나이	chenny	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
프록시	proxy	프록시	prox	N	
프록시	proxy	프록시	prox	N	
바스	wanna	바스	wanna		N;NOM;FEM;SG
바스	łazienka	바스	łazienka		N;NOM;FEM;SG
인피니트	nieskończona	인피니트	nieskończony		ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
인피니트	nieskończenie	인피니트	nieskończenie		N;NOM;NEUT;SG
인피니트	nieskończone	인피니트	nieskończony		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
인피니트	nieskończoność	인피니트	nieskończoność		N;NOM;FEM;SG
인피니트	nieskończonej	인피니트	nieskończony		ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
아무나	ktokolwiek	아무나	ktokolwiek		PRO;NOM;MASC;SG
아무나	każdy	아무나	każdy		DET;NOM;MASC;SG
릴리즈	zwolnienie	릴리즈	zwolnienie		N;NOM;NEUT;SG;V.MSDR
릴리즈	uwolnienie	릴리즈	uwolnić		N;PFV;NOM;NEUT;SG;POS;V.MSDR
릴리즈	wydania	릴리즈	wydać		N;PFV;GEN;NEUT;SG;POS;V.MSDR
릴리즈	uwalnia	릴리즈	uwalniać		V;IPFV;IND;SG;3;PRS;FIN;ACT
제라드	gerard	제라드	gerard		N;NOM;MASC;SG
모금	zbiórka	모금	zbiórka		N;NOM;FEM;SG
모금	funduszy	모금	fundusz		N;GEN;MASC;PL
아바스	abbas	아바스	abbas	PROPN	PROPN;NOM;MASC;SG
클레오파트라	kleopatra	클레오파트+라	kleopatra		N;NOM;FEM;SG
잉카	inków	잉카	ink		N;ACC;MASC;PL
카라카스	caracas	카라카스	caracas	PROPN	PROPN;NOM;MASC;SG
도도	stopnie	도도	stopień		N;NOM;MASC;PL
도도	stopni	도도	stopień		N;GEN;MASC;SG
산토스	santos	산토스	santos	PROPN	PROPN;NOM;MASC;SG
크라쿠프	kraków	크라쿠프	krak	PROPN	N;NOM;MASC;SG
산책	chodzić	산책	chodzić	N	V;IPFV;NFIN;ACT
산책	walk	산책	walk	N	
플라잉	latające	플라잉	latać		ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
플라잉	pływające	플라잉	pływać		ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
플라잉	latający	플라잉	latać		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
추첨	rysować	추첨	rysować	N	V;IPFV;NFIN;ACT
추첨	wyciągnąć	추첨	wyciągnąć	N	V;PFV;NFIN;ACT
추첨	czerpania	추첨	czerpanie	N	
제롬	jerome	제롬	jeromy	PROPN	PROPN;NOM;MASC;SG
패트리어트	patriota	패트리어트	patriota		N;NOM;MASC;SG
미학	estetycznej	미학	estetyczny	N	ADJ;GEN;FEM;SG
그리기	remis	그리+기	remis	V	N;NOM;MASC;SG
그리기	losowanie	그리+기	losowanie	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
그리기	rysunek	그리+기	rysunek	V	N;NOM;MASC;SG
그리기	losowanie	그리+기	losowanie	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
헤라클레스	herkulesa	헤라클레스	herkules	PROPN	
헤라클레스	herkules	헤라클레스	herkules	PROPN	
헤라클레스	heracles	헤라클레스	heracles	PROPN	
쥐라기	jurajskiego	쥐+이+라기	jurajski		ADJ;ACC;MASC;SG
콘스탄티노스	constantine	콘스탄티노스	constantiny	PROPN	
서포터	kibic	서포터	kibic		N;NOM;MASC;SG
하코네	hakone	하코네	hakon	PROPN	
마술	magiczne	마술	magiczny	N	ADJ;NOM;NEUT;SG
마술	magic	마술	magica	N	
폭력적인	gwałtowne	폭력+적+이+ㄴ	gwałtowny	V	ADJ;NOM;NEUT;SG
폭력적인	przemoc	폭력+적+이+ㄴ	przemoc	V	
폭력적인	brutalny	폭력+적+이+ㄴ	brutalny	V	ADJ;NOM;MASC;SG
폭력적인	gwałtowny	폭력+적+이+ㄴ	gwałtowny	V	ADJ;NOM;MASC;SG
그리니치	greenwich	그리니치	greenwi	PROPN	N;NOM;MASC;SG
바리톤	baryton	바리톤	baryton	N	
허락	zezwolenie	허락	zezwolenie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
허락	pozwolenie	허락	pozwolenie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
네덜란드인	niderlandy	네덜란드인	niderland	V	
네덜란드인	holandii	네덜란드인	holandia	V	N;GEN;FEM;SG
네덜란드인	holandia	네덜란드인	holandia	V	N;NOM;FEM;SG
네덜란드인	holender	네덜란드인	holender	V	N;NOM;MASC;SG
네덜란드인	dutch	네덜란드인	dutch	V	PROPN;NOM;MASC;SG
네덜란드인	holenderskie	네덜란드인	holenderski	V	ADJ;NOM;NEUT;SG
네덜란드인	holenderski	네덜란드인	holenderski	V	ADJ;NOM;MASC;SG
본드	obligacji	본드	obligacja		N;ACC;FEM;SG
본드	więź	본드	więź		N;NOM;FEM;SG
본드	wiązanie	본드	wiązanie		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
섹터	sektor	섹터	sektor		N;NOM;MASC;SG
섹터	branża	섹터	branż		N;NOM;FEM;SG
섹터	sektory	섹터	sektor		N;NOM;MASC;PL
섹터	sektory	섹터	sektor		N;NOM;MASC;PL
우주인	astronauta	우주+이+ㄴ	astronauta	V	N;NOM;MASC;SG
우주인	astronauci	우주+이+ㄴ	astronaucia	V	N;NOM;MASC;PL
장벽	bariery	장벽	bariera		N;ACC;FEM;PL
장벽	przeszkody	장벽	przeszkoda		N;NOM;FEM;PL
장벽	bariera	장벽	bariera		N;NOM;FEM;SG
장벽	bariery	장벽	bariera		N;ACC;FEM;PL
강조	podkreślić	강조	podkreślić	N	V;PFV;NFIN;ACT
강조	wyróżnić	강조	wyróżnić	N	V;PFV;NFIN;ACT
강조	podkreślając	강조	podkreślać	N	V;IPFV;PRS;V.CVB;ACT
리브	reeve	리브	rebry		PROPN;NOM;MASC;SG
탈선	wykoleił	탈선	wykoleić	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
트라이스타	tristar	트라이스타	tristar	PROPN	
포춘	fortunę	포춘	fortuna		N;ACC;FEM;SG
수염	brodaty	수염	brodaty	N	ADJ;NOM;MASC;SG
수염	brody	수염	broda	N	
미쳐	szalona	미치+어	szalony	CONJ	ADJ;NOM;FEM;SG
미쳐	szalone	미치+어	szalony	CONJ	ADJ;NOM;NEUT;SG
미쳐	szaleństwo	미치+어	szaleństwo	CONJ	N;NOM;NEUT;SG
미쳐	wariatka	미치+어	wariatka	CONJ	N;NOM;FEM;SG
미쳐	wariat	미치+어	wariat	CONJ	N;NOM;MASC;SG
미쳐	szalony	미치+어	szalony	CONJ	ADJ;NOM;MASC;SG
리젠시	regency	리젠시	regenka		N;NOM;MASC;SG
돼지고기	wieprzowe	되+어+지+기+야	wieprzowy		ADJ;NOM;NEUT;SG
돼지고기	wieprzowina	되+어+지+기+야	wieprzowiny		ADJ;NOM;FEM;SG
욕망	pragnienie	욕망	pragnienie		N;NOM;NEUT;SG
욕망	pożądanie	욕망	pożądać		N;NOM;NEUT;SG
욕망	pragnienia	욕망	pragnienie		N;NOM;NEUT;PL
욕망	pożądania	욕망	pożądanie		N;NOM;NEUT;SG
욕망	pożądanie	욕망	pożądać		N;NOM;NEUT;SG
욕망	żądza	욕망	żądzać		N;NOM;FEM;SG
욕망	pożądania	욕망	pożądanie		N;NOM;NEUT;SG
욕망	pragnienia	욕망	pragnienie		N;NOM;NEUT;PL
욕망	pragnień	욕망	pragnienie		N;GEN;NEUT;PL
매뉴얼	ręczne	매뉴얼	ręczny	N	ADJ;NOM;NEUT;SG
매뉴얼	ręczna	매뉴얼	ręczny	N	ADJ;NOM;FEM;SG
챌린저	challenger	챌린저	challenger	PROPN	
킹덤	królestwie	킹덤	królestwo		N;DAT;NEUT;SG
킹덤	królestwa	킹덤	królestwo		N;GEN;NEUT;SG
킹덤	królestwo	킹덤	królestwo		N;NOM;NEUT;SG
카노	kano	카노	kano		PROPN;NOM;MASC;SG
우산	parasol	우산	parasol		N;NOM;MASC;SG
삼각	trójkątne	삼각	trójkątny		ADJ;NOM;NEUT;SG
보두앵	baldwin	보두앵	baldwina		PROPN;NOM;MASC;SG
남방	południowa	남방	południowy		ADJ;NOM;FEM;SG
남방	południowej	남방	południowy		ADJ;GEN;FEM;SG
남방	southern	남방	southerny		N;NOM;MASC;SG
남방	południowe	남방	południowy		ADJ;NOM;NEUT;SG
서커스	cyrk	서커스	cyrk		N;NOM;MASC;SG
서커스	cyrku	서커스	cyrk		N;GEN;MASC;SG
컴파일	kompilacji	컴파+이+ㄹ	kompilacja		N;GEN;FEM;SG
컴파일	skompilowane	컴파+이+ㄹ	skompilować		ADJ;NOM;NEUT;SG
컴파일	kompilacji	컴파+이+ㄹ	kompilacja		N;GEN;FEM;SG
컴파일	kompilacji	컴파+이+ㄹ	kompilacja		N;GEN;FEM;SG
컴파일	kompilacja	컴파+이+ㄹ	kompilacja		N;NOM;FEM;SG
이브라힘	ibrahim	이브라힘	ibrahi		PROPN;NOM;MASC;SG
볼링	kręgle	볼링	kręgl	N	
초과	przekracza	초+과	przekraczać		V;IPFV;IND;SG;3;PRS;FIN;ACT
초과	przewyższa	초+과	przewyzszać		V;IPFV;IND;SG;3;PRS;FIN;ACT
초과	nadmiar	초+과	nadmiar		N;NOM;MASC;SG
초과	nadwyżka	초+과	nadwyżka		N;NOM;FEM;SG
초과	przekroczył	초+과	przekroczyć		V;PFV;MASC;IND;SG;PST;FIN;ACT
초과	przekroczony	초+과	przekroczyć		ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
초과	przekroczenie	초+과	przekroczenie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
초과	przekroczona	초+과	przekroczyć		ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
초과	przekroczone	초+과	przekroczyć		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
향수	zapachowych	향수	zapachowy	N	ADJ;GEN;MASC;PL
향수	perfum	향수	perfum	N	
브라질인	brazylijczycy	브라질+이+ㄴ	brazylijczyk		N;NOM;MASC;PL
페가수스자리	pegasus	페가수스자리	pegasus	PROPN	
가와구치	kawaguchi	가와구치	kawaguch	PROPN	N;NOM;MASC;SG
서스펜스	niepewności	서스펜스	niepewność		N;GEN;FEM;SG
서스펜스	niepewność	서스펜스	niepewność		N;NOM;FEM;SG
셀틱	celtyckie	셀틱	celtycki	PROPN	ADJ;NOM;NEUT;SG
실무	praktyczne	실무	praktyczny	N	ADJ;NOM;NEUT;SG
실무	praktyczna	실무	praktyczny	N	ADJ;NOM;FEM;SG
