של	shel	של	shel	PART;GEN	PROPN;NOM;MASC;SG;POS
דעה	posudky	דעה	posudek	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
דעה	názory	דעה	názor	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
מחזות	hraje	מחזה	hrát	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
קווין	quinn	קווין	quinn	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
קווין	kevinovi	קווין	kevina	PROPN	N;ANIM;NOM;MASC;PL;POS
קווין	kevin	קווין	kevina	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
העביר	předala	העביר	předat	V;MASC;SG;3;PST;ACT	V;PFV;POS;PST;V.PTCP;ACT
אליפויות	mistrovství	אליפות	mistrovství	N;FEM;PL	N;NOM;NEUT;SG;POS
ובפרט	konkrétně	ובפרט	konkrétně	PROPN	ADV;POS
ובפרט	specificky	ובפרט	specificky	PROPN	ADV;POS
ובפרט	výslovně	ובפרט	výslovně	PROPN	ADV;POS
נוצרו	vytvořené	נוצר	vytvořený	V;PL;3;PST;MID	ADJ;NOM;MASC;PL;POS
נוצרו	stvořil	נוצר	stvořit	V;PL;3;PST;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
נוצרו	vytvořeno	נוצר	vytvořený	V;PL;3;PST;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
נוצרו	vytvořil	נוצר	vytvořit	V;PL;3;PST;MID	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
נוצרו	vytvořena	נוצר	vytvořený	V;PL;3;PST;MID	ADJ;POS;V.PTCP;PASS
נוצרו	vytvořen	נוצר	vytvořený	V;PL;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
גדי	kozoroh	גדי	kozoroh	PROPN	N;ANIM;NOM;MASC;SG;POS
גדי	gadi	גדי	gadi	PROPN	PROPN;NOM;MASC;SG;POS
מוסלמים	muslim	מוסלמי	muslit	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
מוסלמים	muslimské	מוסלמי	muslimský	N;MASC;PL	ADJ;NOM;MASC;PL;POS
מבוא	úvod	מבוא	úvod		N;INAN;NOM;MASC;SG;POS
מבוא	zavedení	מבוא	zavedení		N;NOM;NEUT;SG;POS
מבוא	úvod	מבוא	úvod		N;INAN;NOM;MASC;SG;POS
מבוא	předmluvě	מבוא	předmluva		N;DAT;FEM;SG;POS
הרוב	nejvíc	הרוב	hodně		ADV;RL;POS
הרוב	většina	הרוב	většina		N;NOM;FEM;SG;POS
הרוב	nejvíce	הרוב	hodně		ADV;RL;POS
הרוב	většina	הרוב	většina		N;NOM;FEM;SG;POS
הרוב	většiny	הרוב	většina		N;NOM;FEM;SG;POS
משימות	mise	משימה	mise	N;FEM;PL	N;NOM;FEM;SG;POS
הודיעה	oznámila	הודיע	oznámit	V;FEM;SG;3;PST;ACT	V;PFV;POS;PST;V.PTCP;ACT
הודיעה	oznámili	הודיע	oznámit	V;FEM;SG;3;PST;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
הודיעה	oznámeno	הודיע	oznámený	V;FEM;SG;3;PST;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
למידה	studium	למידה	studium	PROPN	N;NOM;NEUT;SG;POS
למידה	studijní	למידה	studijní	PROPN	ADJ;NOM;MASC;PL;POS
למידה	studovat	למידה	studovat	PROPN	V;IPFV;POS;NFIN
למידה	studie	למידה	studie	PROPN	N;NOM;FEM;PL;POS
למידה	učení	למידה	učení	PROPN	N;NOM;NEUT;SG;POS
למידה	výuka	למידה	výuka	PROPN	N;NOM;FEM;SG;POS
פוסט	post	פוסט	post	PROPN	N;INAN;NOM;MASC;SG;POS
פוסט	pošta	פוסט	pošta	PROPN	N;NOM;FEM;SG;POS
פוסט	příspěvek	פוסט	příspěvek	PROPN	N;INAN;NOM;MASC;SG;POS
פוסט	zveřejnit	פוסט	zveřejnit	PROPN	V;PFV;POS;NFIN
ניר	nir	ניר	nira	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
שחר	svítání	שחר	svítání	PROPN	N;NOM;NEUT;SG;POS
שחר	dawn	שחר	dawn	PROPN	PROPN;NOM;FEM;SG;POS
שחר	úsvit	שחר	úsvit	PROPN	N;INAN;NOM;MASC;SG;POS
שחר	šachar	שחר	šachar	PROPN	PROPN;NOM;FEM;SG;POS
סבל	trpící	סבל	trpící		ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
סבל	utrpení	סבל	utrpení		N;NOM;NEUT;SG;POS
סבל	vydržel	סבל	vydržet		V;MASC;SG;POS;PST;V.PTCP;ACT
סבל	bída	סבל	bída		N;NOM;FEM;SG;POS
סבל	trápení	סבל	trápení		N;NOM;NEUT;SG;POS
סבל	utrpení	סבל	utrpení		N;NOM;NEUT;SG;POS
אחים	bros	אח	bros	N;PL	PROPN;NOM;MASC;SG;POS
אתונה	aténách	אתונה	atény	PROPN	N;DAT;FEM;PL;POS
עור	kožené	עור	kožený	N;MASC;SG	ADJ;NOM;MASC;PL;POS
נס	ness	נס	být		PROPN;ANIM;NOM;MASC;SG;POS
נס	zázrak	נס	zázrak		N;INAN;NOM;MASC;SG;POS
הרוגים	úmrtí	הרוג	úmrtí	N;MASC;PL	N;NOM;NEUT;SG;POS
בנוי	strukturované	בנה	strukturovaný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
בנוי	postavena	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;POS;V.PTCP;PASS
בנוי	postavená	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
בנוי	postaven	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
בנוי	postavené	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
בנוי	postaveno	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
בנוי	konstruováno	בנה	konstruovaný	V;MASC;SG;V.PTCP;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
בנוי	postavené	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
בנוי	postaveno	בנה	postavený	V;MASC;SG;V.PTCP;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
ילדה	dětská	ילד	dětský	N;FEM;SG	ADJ;NOM;FEM;SG;POS
גורמת	způsobující	גרם	způsobující	V;FEM;SG;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
גורמת	způsobuje	גרם	způsobovat	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
דרגה	stupně	דרגה	stupeň	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
עופר	ofer	עופר	ofer	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
לפתור	vyřešení	פתר	vyřešení	V;NFIN;ACT	N;NOM;NEUT;SG;POS
התגורר	žila	התגורר	žít	V;MASC;SG;3;PST	V;POS;PST;V.PTCP;ACT
התגורר	žili	התגורר	žít	V;MASC;SG;3;PST	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
אמי	emmy	אמי	emma		N;NOM;FEM;SG;POS
מושב	sedadel	מושב	sedadlo		N;NOM;NEUT;PL;POS
מושב	sedadla	מושב	sedadlo		N;NOM;NEUT;PL;POS
מושב	sedačky	מושב	sedačka		N;NOM;FEM;PL;POS
מושב	mošav	מושב	mošav		N;INAN;NOM;MASC;SG;POS
מושב	sedadlo	מושב	sedadlo		N;NOM;NEUT;SG;POS
מושב	sedačka	מושב	sedačka		N;NOM;FEM;SG;POS
מושב	sedadla	מושב	sedadlo		N;NOM;NEUT;PL;POS
עתיד	budoucí	עתיד	budoucí	N;MASC;SG	ADJ;NOM;MASC;SG;POS
חכמים	chytrá	חכם	chytrý	N;MASC;PL	ADJ;NOM;FEM;SG;POS
חכמים	chytré	חכם	chytrý	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
חכמים	smart	חכם	smart	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
חכמים	chytrý	חכם	chytrý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
אייל	eyal	אייל	eyal	PROPN	PROPN;NOM;MASC;SG;POS
אייל	jelení	אייל	jelení	PROPN	ADJ;NOM;MASC;SG;POS
אייל	jelen	אייל	jelen	PROPN	N;ANIM;NOM;MASC;SG;POS
אייל	jelena	אייל	jelen	PROPN	N;NOM;FEM;SG;POS
רפאים	wraithové	רפאי	wraithová	N;MASC;PL	ADJ;NOM;MASC;PL;POS
השישית	šestá	השישית	šestý	ADV	ADJ;NOM;FEM;SG
השישית	šestý	השישית	šestý	ADV	ADJ;ANIM;NOM;MASC;SG
השישית	šesté	השישית	šestý	ADV	ADJ;NOM;MASC;SG
תארים	adjektiva	תואר	adjektivum	N;MASC;PL	N;NOM;FEM;SG;POS
שנית	druhé	שנית	druhý		ADJ;NOM;NEUT;SG
שנית	druhá	שנית	druhý		ADJ;NOM;FEM;SG
שנית	druhý	שנית	druhý		ADJ;ANIM;NOM;MASC;SG
ישיבות	setkání	ישיבה	setkání	N;FEM;PL	N;NOM;NEUT;SG;POS
ישיבות	schůze	ישיבה	schůze	N;FEM;PL	N;NOM;FEM;SG;POS
ישיבות	zasedání	ישיבה	zasedání	N;FEM;PL	N;NOM;NEUT;SG;POS
מלווה	doprovázen	ליווה	doprovázený		ADJ;MASC;SG;POS;V.PTCP;PASS
מלווה	průvodní	ליווה	průvodní		ADJ;NOM;MASC;SG;POS
מלווה	doprovázející	ליווה	doprovázející		ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
מלווה	garde	ליווה	garde		PROPN;ANIM;NOM;MASC;SG;POS
מלווה	společník	ליווה	společník		N;ANIM;NOM;MASC;SG;POS
מלווה	společnice	ליווה	společnice		N;NOM;FEM;SG;POS
קרני	carney	קרני	carney		PROPN;ANIM;NOM;MASC;SG;POS
קרני	paprsky	קרני	paprsek		N;INAN;NOM;MASC;PL;POS
קרני	kearney	קרני	kearney		PROPN;ANIM;NOM;MASC;SG;POS
איטלקי	italské	איטלקי	italský	PROPN	ADJ;NOM;NEUT;SG;POS
איטלקי	itálie	איטלקי	itálie	PROPN	PROPN;NOM;FEM;SG;POS
איטלקי	italská	איטלקי	italský	PROPN	ADJ;NOM;FEM;SG;POS
איטלקי	italský	איטלקי	italský	PROPN	ADJ;ANIM;NOM;MASC;SG;POS
איטלקי	italsky	איטלקי	italsky	PROPN	ADV;POS
עסקה	transakce	עסקה	transakce	N;FEM;SG	N;NOM;FEM;PL;POS
מעוניין	zájem	מעוניין	zájem	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
מעוניין	zajímá	מעוניין	zajímat	ADJ;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
מעוניין	zajem	מעוניין	zaj	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
תקף	platné	תקף	platný	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS
תקף	platná	תקף	platný	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS
תקף	platný	תקף	platný	V;MASC;SG;3;PST;ACT	ADJ;INAN;NOM;MASC;SG;POS
תקף	napaden	תקף	napadený	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
תקף	napadena	תקף	napadený	V;MASC;SG;3;PST;ACT	ADJ;POS;V.PTCP;PASS
תקף	napadli	תקף	napadnout	V;MASC;SG;3;PST;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
המקומיים	místní	המקום	místní	N;MASC;DU	ADJ;NOM;MASC;SG;POS
הוסיף	přidáno	הוסיף	přidaný	V;MASC;SG;3;PST;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
הוסיף	přidána	הוסיף	přidaný	V;MASC;SG;3;PST;ACT	ADJ;POS;V.PTCP;PASS
הוסיף	přidané	הוסיף	přidaný	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS
הוסיף	přidán	הוסיף	přidaný	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
הוסיף	přidány	הוסיף	přidaný	V;MASC;SG;3;PST;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
אליס	ellis	אליס	ellis	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אליס	alenka	אליס	alenka	PROPN	N;NOM;FEM;SG;POS
אליס	alice	אליס	alice	PROPN	N;NOM;FEM;SG;POS
מסר	messer	מסר	messer	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ממוקמת	umístěné	מוקם	umístěný	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
ממוקמת	umístěno	מוקם	umístěný	V;FEM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
בנפרד	odděleně	בנפרד	odděleně	PROPN	ADV;POS
בנפרד	samostatně	בנפרד	samostatně	PROPN	ADV;POS
בנפרד	individuálně	בנפרד	individuálně	PROPN	ADV;POS
בנפרד	jednotlivě	בנפרד	jednotlivě	PROPN	ADV;POS
בנפרד	samostatně	בנפרד	samostatně	PROPN	ADV;POS
בנפרד	oddělené	בנפרד	oddělený	PROPN	ADJ;NOM;NEUT;PL;POS
בנפרד	oddělit	בנפרד	oddělit	PROPN	V;PFV;POS;NFIN
בנפרד	samostatné	בנפרד	samostatný	PROPN	ADJ;NOM;NEUT;SG;POS
עדן	aden	עדן	aden		PROPN;INAN;NOM;MASC;SG;POS
עדן	nebe	עדן	nebe		N;NOM;NEUT;SG;POS
עדן	nebesa	עדן	besa		N;NOM;FEM;SG;POS
עדן	eden	עדן	eden		PROPN;INAN;NOM;MASC;SG;POS
לצפות	hodinky	None	hodinky	V;NFIN	N;NOM;FEM;PL;POS
מכר	prodané	מכר	prodaný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
מכר	prodán	מכר	prodaný	N;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
מכר	prodal	מכר	prodat	N;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
מכר	prodáno	מכר	prodaný	N;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
מכר	známý	מכר	známý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
מכר	známá	מכר	známý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
פטרבורג	petersburgu	פטרבורג	petersburg	PROPN	N;INAN;GEN;MASC;SG;POS
ביקורות	recenze	ביקורת	recenze	N;FEM;PL	N;NOM;FEM;SG;POS
בורה	ignorant	בורה	ignorant	PROPN	N;ANIM;NOM;MASC;SG;POS
בורה	bora	בורה	bor	PROPN	N;NOM;FEM;SG;POS
הממוצע	průměrný	הממוצע	průměrný	PROPN	ADJ;INAN;NOM;MASC;SG;POS
הממוצע	průměrné	הממוצע	průměrný	PROPN	ADJ;NOM;NEUT;SG;POS
הממוצע	průměrná	הממוצע	průměrný	PROPN	ADJ;NOM;FEM;SG;POS
הממוצע	průměr	הממוצע	průměr	PROPN	N;INAN;NOM;MASC;SG;POS
מוזכר	zmínila	הוזכר	zmínit	V;MASC;SG;V.PTCP;PASS	V;PFV;POS;PST;V.PTCP;ACT
מוזכר	zmíněna	הוזכר	zmíněný	V;MASC;SG;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
מוזכר	zmínil	הוזכר	zmínit	V;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
מוזכר	zmínky	הוזכר	zmínka	V;MASC;SG;V.PTCP;PASS	N;NOM;FEM;PL;POS
מוזכר	zmiňuje	הוזכר	zmiňovat	V;MASC;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
תרמו	daroval	תרם	darovat	V;PL;3;PST;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
הסמוך	sousední	הסמוך	sousední		ADJ;NOM;MASC;SG;POS
הסמוך	přilehlé	הסמוך	přilehlý		ADJ;NOM;NEUT;SG;POS
מוצג	výstava	הוצג	výstava	V;MASC;SG;V.PTCP;PASS	N;NOM;FEM;SG;POS
מוצג	zobrazeny	הוצג	zobrazený	V;MASC;SG;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
דורש	vyžadují	דרש	vyžadovat	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
דורש	náročná	דרש	náročný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
דורש	náročný	דרש	náročný	V;MASC;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
דורש	náročné	דרש	náročný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
דורש	poptávka	דרש	poptávka	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
דורש	vyžaduje	דרש	vyžadovat	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
האמן	umělec	האמן	umělec		N;ANIM;NOM;MASC;SG;POS
האמן	umělkyně	האמן	umělkyně		N;NOM;FEM;SG;POS
האמן	umělce	האמן	umělec		N;ANIM;ACC;MASC;PL;POS
גיא	chlap	גיא	chlap	PROPN	N;ANIM;NOM;MASC;SG;POS
גיא	guy	גיא	guy	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
גיא	borec	גיא	borec	PROPN	N;ANIM;NOM;MASC;SG;POS
רוסים	rusové	רוסי	rus	N;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
הוחלף	nahrazen	הוחלף	nahrazený	V;MASC;SG;3;PST;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
הוחלף	nahrazeno	הוחלף	nahrazený	V;MASC;SG;3;PST;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
הוחלף	nahrazena	הוחלף	nahrazený	V;MASC;SG;3;PST;PASS	ADJ;POS;V.PTCP;PASS
הוחלף	vyměnil	הוחלף	vyměnit	V;MASC;SG;3;PST;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
פיתח	rozvinutých	פיתח	rozvinutý	N;MASC;SG	ADJ;GEN;MASC;PL;POS
פיתח	rozvinuté	פיתח	rozvinutý	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
פיתח	vyvinutá	פיתח	vyvinutý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
פיתח	vyvinut	פיתח	vyvinutý	N;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
פיתח	vyvinuté	פיתח	vyvinutý	N;MASC;SG	ADJ;NOM;NEUT;PL;POS
פיתח	vyvinutý	פיתח	vyvinutý	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
רמי	remy	רמי	rem	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
רמי	rami	רמי	ram	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
רמי	remi	רמי	rem	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
האולימפי	olympijské	האולימפי	olympijský	PROPN	ADJ;NOM;MASC;PL;POS
האולימפי	olympic	האולימפי	olympic	PROPN	N;INAN;NOM;MASC;SG;POS
האולימפי	olympijský	האולימפי	olympijský	PROPN	ADJ;ANIM;NOM;MASC;SG;POS
קילומטר	miles	קילומטר	miles	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
קילומטר	kilometry	קילומטר	kilometr	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
קילומטר	míle	קילומטר	míla	N;MASC;SG	N;NOM;FEM;PL;POS
אמונה	faith	אמונה	faith	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
הגל	hegel	הגל	heglo		N;ANIM;NOM;MASC;SG;POS
פופולרי	trendy	פופולרי	trend	ADJ;MASC;SG	N;INAN;NOM;MASC;PL;POS
אנא	prosím	אנא	prosit		V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
הראל	harel	הראל	harel	PROPN	PROPN;NOM;MASC;SG;POS
נא	syrové	None	syrový		ADJ;NOM;NEUT;SG;POS
נא	raw	None	raw		N;NOM;FEM;SG;POS
נא	surový	None	surový		ADJ;INAN;NOM;MASC;SG;POS
נא	surové	None	surový		ADJ;NOM;NEUT;SG;POS
נא	vzácný	None	vzácný		ADJ;INAN;NOM;MASC;SG;POS
נא	vzácné	None	vzácný		ADJ;NOM;NEUT;SG;POS
נא	vzácná	None	vzácný		ADJ;NOM;FEM;SG;POS
ברי	barry	ברי	barra		PROPN;ANIM;NOM;MASC;SG;POS
ברי	barryho	ברי	barry		N;ANIM;GEN;MASC;SG;POS
ברי	bree	ברי	brát		PROPN;NOM;FEM;SG;POS
ברי	bobule	ברי	bobule		N;NOM;FEM;PL;POS
ברי	berry	ברי	berry		PROPN;ANIM;NOM;MASC;SG;POS
ברי	brie	ברי	brie		PROPN;NOM;FEM;SG;POS
ניסוי	experimentovat	ניסוי	experimentovat	N;MASC;SG	V;IPFV;POS;NFIN
נתיב	stezka	נתיב	stezka		N;NOM;FEM;SG;POS
נתיב	cesta	נתיב	cesta		N;NOM;FEM;SG;POS
רובין	rubin	רובין	rubina	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
רובין	robin	רובין	robina	PROPN	N;ANIM;NOM;MASC;SG;POS
רובין	robyn	רובין	robyn	PROPN	PROPN;MASC;SG;POS
יוגוסלביה	jugoslávie	יוגוסלביה	jugoslávie	PROPN	PROPN;NOM;FEM;SG;POS
המולד	vánoce	המולד	vánoce		N;NOM;FEM;PL;POS
המולד	vánoční	המולד	vánoční		ADJ;NOM;MASC;SG;POS
סינגל	svobodná	סינגל	svobodný	PROPN	ADJ;NOM;FEM;SG;POS
סינגל	jednotné	סינגל	jednotný	PROPN	ADJ;NOM;NEUT;SG;POS
סינגל	singl	סינגל	singl	PROPN	N;INAN;NOM;MASC;SG;POS
סינגל	svobodný	סינגל	svobodný	PROPN	ADJ;ANIM;NOM;MASC;SG;POS
אפס	nulová	אפס	nulový		ADJ;NOM;FEM;SG;POS
אפס	zero	אפס	zero		PROPN;NOM;MASC;SG;POS
אפס	nuly	אפס	nula		N;NOM;FEM;PL;POS
אפס	nula	אפס	nula		N;NOM;FEM;SG;POS
מצבים	situace	מצב	situace	N;MASC;PL	N;NOM;FEM;SG;POS
הוצג	předložené	הוצג	předložený	V;MASC;SG;3;PST;PASS	ADJ;NOM;MASC;PL;POS
הוצג	předkládané	הוצג	předkládaný	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;PL;POS
הוצג	předložila	הוצג	předložit	V;MASC;SG;3;PST;PASS	V;PFV;POS;PST;V.PTCP;ACT
משל	podobenství	משל	podobenství		N;NOM;NEUT;SG;POS
משל	vlastní	משל	vlastní		ADJ;NOM;MASC;SG;POS
משל	vlastni	משל	vlastní		PROPN;ANIM;NOM;MASC;SG;POS
משל	vlastnit	משל	vlastnit		V;IPFV;POS;NFIN
אפשרויות	možností	אפשרות	možnost	N;FEM;PL	N;INS;FEM;SG;POS
אפשרויות	opce	אפשרות	opce	N;FEM;PL	N;NOM;FEM;SG;POS
גור	štěně	גור	štěna	PROPN	N;ANIM;NOM;FEM;PL;POS
גור	gore	גור	gore	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
צודק	vpravo	צדק	vpravo	V;MASC;SG;V.PTCP;ACT	ADV
צודק	správně	צדק	správně	V;MASC;SG;V.PTCP;ACT	ADV;POS
צודק	doprava	צדק	doprava	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
בריטית	britská	בריטי	britský	PROPN	ADJ;NOM;FEM;SG;POS
בריטית	britové	בריטי	britový	PROPN	PROPN;ANIM;NOM;MASC;PL;POS
בריטית	britský	בריטי	britský	PROPN	ADJ;ANIM;NOM;MASC;SG;POS
בריטית	british	בריטי	british	PROPN	ADJ;POS
בריטית	britské	בריטי	britský	PROPN	ADJ;NOM;MASC;SG;POS
אפל	tmavá	אפל	tmavý		ADJ;NOM;FEM;SG;POS
אפל	tmavé	אפל	tmavý		ADJ;NOM;NEUT;SG;POS
אפל	dark	אפל	dark		N;INAN;NOM;MASC;SG;POS
אפל	temné	אפל	temný		ADJ;NOM;MASC;PL;POS
אפל	tmavý	אפל	tmavý		ADJ;INAN;NOM;MASC;SG;POS
אפל	tmavě	אפל	tmavě		ADV;POS
אפל	jablko	אפל	jablko		N;NOM;NEUT;SG;POS
אפל	jablečný	אפל	jablečný		ADJ;INAN;NOM;MASC;SG;POS
אפל	apple	אפל	apple		N;INAN;NOM;MASC;SG;POS
אפל	jablka	אפל	jablko		N;NOM;NEUT;PL;POS
סוס	kůň	סוס	kůň		N;ANIM;NOM;MASC;SG;POS
סוס	koně	סוס	kůň		N;ANIM;ACC;MASC;PL;POS
סוס	koni	סוס	kůň		N;ANIM;NOM;MASC;SG;POS
שיער	vlasy	שיער	vlas	PROPN	N;INAN;NOM;MASC;PL;POS
שיער	vlasů	שיער	vlas	PROPN	N;INAN;GEN;MASC;PL;POS
שיער	srst	שיער	srst	PROPN	N;NOM;FEM;SG;POS
שיער	chlupy	שיער	chlup	PROPN	N;INAN;NOM;MASC;PL;POS
ביתן	pavilon	ביתן	pavilon		N;INAN;NOM;MASC;SG;POS
ביתן	chatě	ביתן	chata		N;DAT;FEM;SG;POS
ביתן	chata	ביתן	chata		N;NOM;FEM;SG;POS
ביתן	chaty	ביתן	chata		N;NOM;FEM;PL;POS
ביתן	kabina	ביתן	kabina		N;NOM;FEM;SG;POS
תעלת	kanál	תעלת	kanál	PROPN	N;INAN;NOM;MASC;SG;POS
תעלת	kanálu	תעלת	kanál	PROPN	N;INAN;GEN;MASC;SG;POS
נשמע	zvuky	נשמע	zvuk	V;MASC;SG;MID	N;INAN;NOM;MASC;PL;POS
נשמע	zní	נשמע	znít	V;MASC;SG;MID	V;IND;SG;3;POS;PRS;FIN;ACT
מאני	manny	מאני	mann		N;ANIM;NOM;MASC;SG;POS
מאני	mannyho	מאני	manny		N;NOM;MASC;SG;POS
תלויה	závislé	תלה	závislý	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
תלויה	závislý	תלה	závislý	V;FEM;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
תלויה	závislá	תלה	závislý	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
המכיל	obsahující	המכיל	obsahující	V;MASC;SG;3;PST;ACT	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
ישירה	přímé	ישיר	přímý	ADV	ADJ;NOM;MASC;SG;POS
ישירה	přímý	ישיר	přímý	ADV	ADJ;INAN;NOM;MASC;SG;POS
ישירה	direct	ישיר	direct	ADV	N;NOM;MASC;SG;POS
ישירה	přímá	ישיר	přímý	ADV	ADJ;NOM;FEM;SG;POS
ירידה	odmítnout	ירידה	odmítnout	N;FEM;SG	V;PFV;POS;NFIN
ירידה	zamítnout	ירידה	zamítnout	N;FEM;SG	V;PFV;POS;NFIN
ירידה	upustit	ירידה	upustit	N;FEM;SG	V;PFV;POS;NFIN
ירידה	snížit	ירידה	snížit	N;FEM;SG	V;PFV;POS;NFIN
ירידה	klesající	ירידה	klesající	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
שומר	opatrovník	שומר	opatrovník		N;ANIM;NOM;MASC;SG;POS
שומר	strážný	שומר	strážný		ADJ;ANIM;NOM;MASC;SG;POS
