van	soyadın	van	soya		N;NOM;SG;3
gevang	yakaladı	gevang	yakala	V;PRS	V;PFV;IND;SG;3;POS;PST
vyftig	elli	vyftig	elli	NUM	
vyftig	fifty	vyftig	fift	NUM	
minerale	mineral	mineraal	mineral	N;PL	
toegerus	donanımlı	toerus	donanımlı	V;PST;V.PTCP	ADJ
deelname	katılım	deelname	katılım	N;SG	
kantoor	büro	kantoor	büro	N;SG	
kantoor	office	kantoor	office	N;SG	
kantoor	ofis	kantoor	ofis	N;SG	
xhosa	xhosa	xhosa	xhosa	PROPN;SG	
getuig	tanıklık	tuig	tanıklık	V;PST;V.PTCP	N;NOM;SG;3
uitgesaai	yayın	uitsaai	yayın	V;PST;V.PTCP	
brandstof	yakıt	brandstof	yakıt	N;SG	
brandstof	benzin	brandstof	benz	N;SG	
aangrensende	bitişik	aangrens	bitişik	ADJ;NOM	
aangrensende	bitişik	aangrens	bitişik	ADJ;NOM	
gelees	okuma	gelees	oku	V;PST;V.PTCP	V;PFV;NOM;IND;POS;PRS;V.MSDR
gelees	okuyun	gelees	oku	V;PST;V.PTCP	V;PFV;IMP;PL;2;POS;PRS
gelees	oku	gelees	oku	V;PST;V.PTCP	
gelees	okumak	gelees	oku	V;PST;V.PTCP	V;PFV;NOM;IND;POS;PRS;V.MSDR
mane	mane	mane	mane	N;PL	
sitplekke	koltuk	sitplek	koltuk	N;PL	N;NOM;SG;3
renaissance	rönesans	renaissance	rönesans	N;SG	
vergesel	eşlik	vergesel	eşlik	V;PRS	
kompleks	karışık	kompleks	karışık	V;PRS	
kompleks	kompleks	kompleks	kompleks	V;PRS	
kompleks	karmaşık	kompleks	karmaşık	V;PRS	ADJ
religieuse	dindar	religieus	dindar	ADJ;NOM	
religieuse	dinsel	religieus	dinsel	ADJ;NOM	
religieuse	dini	religieus	din	ADJ;NOM	
anoniem	anonim	anoniem	anonim	ADV	
anoniem	isimsiz	anoniem	isimsiz	ADV	
brei	örgü	brei	örgü	V;PRS	N;NOM;SG;3
reign	saltanatı	reign	saltanat		N;NOM;SG;3
reign	hükümdarlık	reign	hükümdarlık		N;NOM;SG;3
reign	saltanat	reign	saltanat		N;NOM;SG;3
veg	kavga	veg	kavga	V;PRS	N;NOM;SG;3
veg	savaş	veg	savaş	V;PRS	N;NOM;SG;3
veg	dövüşün	veg	dövüş	V;PRS	N;NOM;SG;3
veg	dövüş	veg	dövüş	V;PRS	
veg	mücadele	veg	mücadele	V;PRS	
gemengde	karışık	gemeng	karışık	ADJ;NOM	
aansoek	uygulama	aansoek	uygulama	N;SG	
aansoek	başvuru	aansoek	başvuru	N;SG	
country	ülke	country	ülke		
country	vatan	country	vat		
vinniger	hızlı	vinnig	hızlı	ADV;CMPR	ADJ
free	ücretsiz	free	ücretsiz		ADJ
bremen	bremen	bremen	brem		PROPN;NOM;SG;3
opera	opera	opera	opera	N;SG	
oostenrykse	avusturyalı	oostenryks	avusturyalı	N;PL	PROPN;NOM;SG;3
steenkool	kömür	steenkool	kömür	N;SG	
geskuif	taşınan	skuif	taşı	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
outomaties	auto	outomaties	auto	CONJ	
outomaties	otomobil	outomaties	otomobil	CONJ	N;NOM;SG;3
outomaties	otomatik	outomaties	otomatik	CONJ	
outomaties	oto	outomaties	oto	CONJ	
outomaties	otomatik	outomaties	otomatik	CONJ	
swaartekrag	yerçekimi	swaartekrag	ye	N;SG	
klere	giysi	klere	giy	N;SG	
klere	giyim	klere	giyim	N;SG	
klere	kıyafetler	klere	kıyafet	N;SG	N;NOM;PL;3
klere	elbiseler	klere	elbise	N;SG	N;NOM;PL;3
klere	giysiler	klere	giysi	N;SG	N;NOM;PL;3
klere	kıyafetler	klere	kıyafet	N;SG	N;NOM;PL;3
max	maksimum	max	maksi	N;SG	
max	max	max	max	N;SG	
max	azami	max	azami	N;SG	
groote	büyüklük	groot	büyüklük		N;NOM;SG;3
groote	boyu	groot	boy		N;NOM;SG;3
florence	floransa	florenc	floransa	N;SG	PROPN;NOM;SG;3
las	yükleyin	las	yükle		V;PFV;IMP;PL;2;POS;PRS
stefanus	stephen	stefanus	stephen		PROPN;NOM;SG;3
besluite	karar	besluit	karar	N;PL	N;NOM;SG;3
tanzanië	tanzanya	tanzanië	tanzan	PROPN;SG	PROPN;NOM;SG;3
leon	leon	leon	leon		PROPN;NOM;SG;3
hollywood	hollywood	hollywood	hollylood	N;SG	PROPN;NOM;SG;3
georg	georg	georg	georg		PROPN;NOM;SG;3
spring	atlamak	spring	atla		V;PFV;NOM;IND;POS;PRS;V.MSDR
kuslyn	kıyı	kuslyn	kıy	N;SG	
kuslyn	sahil	kuslyn	sahil	N;SG	
vlakte	daireler	vlak	daire	N;SG	N;NOM;PL;3
moeite	gayret	moeite	gayret	N;SG	
moeite	emek	moeite	emek	N;SG	
moeite	çaba	moeite	çaba	N;SG	
siek	hasta	siek	hasta	ADV	
siek	hastayım	siek	hastayım	ADV	V;PFV;OPT;SG;1;POS;PRS
wolf	kurtlar	wolf	kurt		N;NOM;PL;3
wolf	kurdu	wolf	kurt		N;NOM;SG;3
vermont	vermont	vermont	vermont	N;SG	PROPN;NOM;SG;3
gewysig	güncellendi	wysig	güncelle	V;PST;V.PTCP	
gewysig	değişen	wysig	değiş	V;PST;V.PTCP	
gewysig	modifiye	wysig	modif	V;PST;V.PTCP	N;DAT;SG;3
gewysig	mesafe	wysig	mesafe	V;PST;V.PTCP	N;NOM;SG;3
gewysig	menzil	wysig	menzil	V;PST;V.PTCP	
gewysig	orange	wysig	orange	V;PST;V.PTCP	PROPN;NOM;SG;3
gewysig	portakal	wysig	portakal	V;PST;V.PTCP	
gewysig	turuncu	wysig	turuncu	V;PST;V.PTCP	
verdien	kazanılan	verdien	kazan		V;PFV;IND;POS;PRS;V.PTCP;PASS
verdien	kazanılmış	verdien	kazan		V;PFV;NFH;IND;SG;3;POS;PST;PASS
nasionaliteit	milliyet	nasionaliteit	milliyet	N;SG	
materiale	malzeme	materiaal	malzem	N;PL	
statistiek	istatistikleri	statistiek	ista	N;SG	N;NOM;PL;3
statistiek	istatistik	statistiek	istatistik	N;SG	
statistiek	istatistikler	statistiek	istatistik	N;SG	N;NOM;PL;3
statistiek	istatistikleri	statistiek	ista	N;SG	N;NOM;PL;3
statistiek	istatistik	statistiek	istatistik	N;SG	
statistiek	istatistikler	statistiek	istatistik	N;SG	N;NOM;PL;3
eer	onur	eer	onur	V;PRS	
eer	şeref	eer	şeref	V;PRS	
geproduseer	üretilen	produseer	üre	V;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
magnetiese	mıknatıs	magneties	mıknatıs	ADJ;NOM	N;NOM;SG;3
vestiging	kurulması	vestiging	kur	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
antarktika	antarktika	antarktika	antarktika	N;SG	
malawi	malavi	malawi	malavi	PROPN;SG	PROPN;NOM;SG;3
estland	estonya	estland	estonya		PROPN;NOM;SG;3
generasie	nesil	generasie	nesil	N;SG	
generasie	kuşak	generasie	kuşak	N;SG	
generasie	nesli	generasie	nesli	N;SG	
prosesse	süreç	proses	süreç	N;PL	
eienskap	özellik	eienskap	özellik	N;SG	
hoofstuk	bölüm	hoofstuk	bölüm	N;SG	
dertig	otuz	dertig	otuz	ADP	
dertig	thirty	dertig	thirty	ADP	N;NOM;SG;3
verhoudings	ilişki	verhouding	ilişki	N;PL	N;NOM;SG;3
kiëf	kiev	kiëf	kiev		PROPN;NOM;SG;3
mongoolse	moğolistan	mongools	moğolistan	N;SG	PROPN;NOM;SG;3
mongoolse	moğol	mongools	moğol	N;SG	
standaarde	standartları	standaard	standart	N;PL	ADJ;NOM;PL;3
standaarde	standartlara	standaard	standart	N;PL	ADJ;DAT;PL;3
standaarde	standartlar	standaard	standart	N;PL	ADJ;NOM;PL;3
sone	bölge	sone	bölge	N;SG	
sone	zone	sone	zone	N;SG	
thailand	tayland	thailand	tayla	PROPN;SG	PROPN;NOM;SG;3
caps	şapkalar	caps	şapka		N;NOM;PL;3
caps	caps	caps	caps		
toyota	toyota	toyota	toyo		N;NOM;SG;3
wene	viyana	wene	viyan		PROPN;NOM;SG;3
tydstip	vakit	tydstip	vakit	N;SG	
tydstip	time	tydstip	tim	N;SG	
vlerke	kanat	vlerk	kanat	N;PL	
texas	teksas	texas	teksas		PROPN;NOM;SG;3
texas	texas	texas	texas		PROPN;NOM;SG;3
meksikaanse	meksikalı	meksikaans	meksikalı	ADJ;NOM	
meksikaanse	meksika	meksikaans	meksika	ADJ;NOM	PROPN;NOM;SG;3
aanlyn	çevrimiçi	aanlyn	çevrimiçi		N;NOM;SG;3
aanlyn	internette	aanlyn	internet		N;ESS;SG;3
denke	düşünerek	denke	düşün	N;PL	V;PFV;IND;POS;PRS;V.CVB
denke	düşünmek	denke	düşün	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
denke	düşünme	denke	düşün	N;PL	
denke	düşünüyorum	denke	düşün	N;PL	V;PROG;IND;SG;1;POS;INFM;PRS
denke	düşünce	denke	düşünce	N;PL	
tande	dişli	tande	dişli	N;PL	
bulls	bulls	bulls	bulls		PROPN;NOM;SG;3
hamilton	hamilton	hamilton	hamilton		PROPN;NOM;SG;3
liedjie	song	liedjie	song	N;SG	
liedjie	sarki	liedjie	sarki	N;SG	
liedjie	şarkı	liedjie	şarkı	N;SG	
bosman	bosman	bosman	bosman		
cornelius	cornelius	cornelius	cornelius		PROPN;NOM;SG;3
blom	çiçek	blom	çiçek	N;SG	
aktiwiteit	faaliyet	aktiwiteit	faaliyet	N;SG	
aktiwiteit	aktivite	aktiwiteit	aktivit	N;SG	
aktiwiteit	hareketler	aktiwiteit	hareket	N;SG	N;NOM;PL;3
aktiwiteit	aktiviteler	aktiwiteit	aktivite	N;SG	N;NOM;PL;3
ongeluk	kaza	ongeluk	kaza	N;SG	
resultaat	sonuç	resultaat	sonuç	N;SG	
corporation	corporation	corporation	corporation		N;NOM;SG;3
infrastruktuur	altyapı	infrastruktuur	altyap	N;SG	
bulle	bulls	bulle	bulls	N;PL	PROPN;NOM;SG;3
progressiewe	yenilikçi	progressief	yenilikçi		N;NOM;SG;3
wolk	bulut	wolk	bulut	V;PRS	
worcester	worcester	worcester	worcester	N;SG	PROPN;NOM;SG;3
hamlet	hamlet	hamlet	hamlet	N;SG	
bewus	farkında	bewus	fark	V;PRS	N;ESS;SG;3
roos	gül	roos	gül		PROPN;NOM;SG;3
daaglikse	günlük	daagliks	günlük	ADJ;NOM	
toerusting	donatım	toerusting	donatım	N;SG	
toerusting	ekipman	toerusting	ekipman	N;SG	
toerusting	donanım	toerusting	don	N;SG	
toerusting	vites	toerusting	vites	N;SG	
toerusting	dişli	toerusting	dişli	N;SG	
konstruksie	inşaat	konstruksie	inşaat	N;SG	
letland	letonya	letland	letonya	N;SG	PROPN;NOM;SG;3
geleenthede	etkinlik	geleentheid	etkinlik	N;PL	N;NOM;SG;3
island	adası	island	ada		N;NOM;SG;3
gevangenes	tutsak	gevangene	tutsak	N;PL	
alice	alice	alice	alice		
neef	yeğeni	neef	yeğen		N;NOM;SG;3
swem	yüzme	swem	yüz	N;PL	
swem	yüzmek	swem	yüz	N;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
meet	ölçüm	meet	ölçüm		N;NOM;SG;3
meet	ölçün	meet	ölçün		V;PFV;IMP;PL;2;POS;PRS
onmoontlik	imkansız	onmoontlik	imkânsız	ADV	ADJ
onmoontlik	imkânsız	onmoontlik	imkınsız	ADV	ADJ
perth	perth	perth	perth		PROPN;NOM;SG;3
dennis	dennis	dennis	dennis		PROPN;NOM;SG;3
argipel	takımadaları	argipel	takımada		V;PFV;IND;PL;NEG;PRS
besorg	endişeli	besorg	endişeli	V;PRS	
besorg	endişe	besorg	endiş	V;PRS	
besorg	kaygılı	besorg	kaygılı	V;PRS	
pakistan	pakistan	pakistan	pakistan	PROPN;SG	PROPN;NOM;SG;3
pakistan	pakistanlı	pakistan	pakistanlı	PROPN;SG	PROPN;NOM;SG;3
onthul	ortaya	onthul	orta	V;PRS	ADJ;DAT;SG;3
misluk	başarısız	misluk	başarısız	V;PRS	ADJ
roemenië	romanya	roemenië	romanya	ADJ;NOM	PROPN;NOM;SG;3
regoor	karşısı	regoor	karşı	ADP	PROPN;NOM;SG;3
regoor	karşıya	regoor	karşı	ADP	
regoor	karşısında	regoor	karşı	ADP	ADJ;ESS;SG;3
jackson	jackson	jackson	jackson		PROPN;NOM;SG;3
moslems	müslüman	moslem	müslüman	N;PL	
airbus	airbus	airbus	airbus	N;SG	
arms	kollar	arms	kol	N;PL	
duim	santim	duim	santim	N;PL	
duim	inç	duim	inç	N;PL	
duim	parmak	duim	parmak	N;PL	
duim	başparmak	duim	başpar	N;PL	
duim	santim	duim	santim	N;PL	
duim	inç	duim	inç	N;PL	
duim	cm	duim	cm	N;PL	
selle	hücre	selle	hücre	N;PL	
mej	miss	mej	miss		
mej	hanım	mej	hanım		
mej	bayan	mej	bayan		
mej	hanımefendi	mej	hanımefendi		N;NOM;SG;3
mej	özledim	mej	özle		V;PFV;IND;SG;1;POS;PST
demokrasie	demokrasi	demokrasie	demokrasi	N;SG	
microsoft	microsoft	microsoft	microsoft		
praktiese	pratik	prakties	pratik	ADJ;NOM	
metriek	ölçüm	metriek	ölçüm		N;NOM;SG;3
klip	taş	klip	taş	N;SG	
klip	tas	klip	tas	N;SG	
dinsdag	salı	dinsdag	salı	PROPN;SG	
dinsdag	sali	dinsdag	sali	PROPN;SG	
lutherse	lutheran	luthers	luther	ADJ;NOM	PROPN;NOM;SG;3
konstantyn	constantine	konstantyn	constant		N;DAT;SG;3
rond	çevresinde	rond	çevre		N;ESS;SG;3
rond	çevrede	rond	çevre		N;ESS;SG;3
rond	etrafta	rond	etraf		N;ESS;SG;3
rond	etrafında	rond	etraf		N;ESS;SG;3
rond	mermiler	rond	mermi		N;NOM;PL;3
oomblik	an	oomblik	an		N;NOM;SG;3
boeddhisme	budizm	boeddhisme	budiz	N;SG	
heuwel	tepe	heuwel	tepe	N;SG	
heuwel	hill	heuwel	hill	N;SG	PROPN;NOM;SG;3
limburg	limburg	limburg	limburg	PROPN;SG	PROPN;NOM;SG;3
ian	lan	ian	la	PROPN;SG	
ian	ian	ian	ian	PROPN;SG	
helena	helena	helena	helen		PROPN;NOM;SG;3
oral	heryerde	oral	heryer	ADV	N;ESS;SG;3
oupa	dede	oupa	de	PRO;ACC;SG;3	
oupa	büyükbaba	oupa	büyükbaba	PRO;ACC;SG;3	
oupa	dedesi	oupa	dede	PRO;ACC;SG;3	N;NOM;SG;3
komeet	kuyruklu	komeet	kuyruklu	N;SG	
stelling	beyan	stelling	beyan	N;SG	
tipes	türleri	tipes	tür	N;PL	ADJ;NOM;PL;3
skuldig	suçluyum	skuldig	suçlu	N;SG	
skuldig	suçlu	skuldig	suçlu	N;SG	
miljoene	milyonlar	miljoen	milyon	DET	
miljoene	milyonlarca	miljoen	milyonlarca	DET	NUM
miljoene	milyon	miljoen	milyon	DET	
sagte	yumuşak	sagte	yumuşak	ADJ;NOM	
sagte	yufka	sagte	yufka	ADJ;NOM	N;NOM;SG;3
korter	kısa	korter	kısa	V;PRS	ADJ
biologiese	biyolojik	biologies	biyolojik	ADJ;NOM	
lisensie	lisans	lisensie	lisans	N;SG	
lisensie	lisans	lisensie	lisans	N;SG	
fyn	iyi	fyn	iyi	PRO	
uitstalling	sergi	uitstalling	sergi	N;SG	
limited	yiyecekler	limited	ye		ADJ;NOM;PL;3
limited	yemekler	limited	yemek		N;NOM;PL;3
limited	gıda	limited	gıda		
dordrecht	dordrecht	dordrecht	dordrecht		N;NOM;SG;3
teenoorgestelde	karşıt	teenoorgesteld	karşıt	ADJ;NOM	
teenoorgestelde	zıt	teenoorgesteld	zıt	ADJ;NOM	
antonio	antonio	antonio	antonio		PROPN;NOM;SG;3
openbaar	kamu	openbaar	kamu	V;PRS	N;NOM;SG;3
openbaar	halk	openbaar	halk	V;PRS	
openbaar	alenen	openbaar	ale	V;PRS	
facebook	facebook	facebook	facebook		N;NOM;SG;3
ietwat	kısmen	ietwat	kısmen	PART	
woensdag	çarşamba	woensdag	çarşamba	N;SG	
velde	fields	vel	fields	N;PL	
velde	tarla	vel	tarla	N;PL	
aansig	gösterici	aansig	gösterici	N;SG	
aansig	izleyici	aansig	izleyici	N;SG	
aansig	teşhir	aansig	teşhir	N;SG	
aansig	göster	aansig	göster	N;SG	V;PFV;IMP;PL;2;POS;PRS
aansig	gör	aansig	gör	N;SG	V;PFV;IMP;SG;2;POS;PRS
afgeleë	uzak	afleë	uzak	N;SG	
glasgow	glasgow	glasgow	glasgow		PROPN;NOM;SG;3
rewolusionêre	devrim	rewolusionêre	devrim	ADJ;NOM	
rewolusionêre	devrimci	rewolusionêre	devrimci	ADJ;NOM	
zeus	zeus	zeus	zeus	PRO;NOM;SG;3	
gustav	gustav	gustav	gustav		PROPN;NOM;SG;3
mis	sis	mis	sis	N;SG	
mis	mis	mis	mis	N;SG	
mis	miş	mis	i	N;SG	
mis	sis	mis	sis	N;SG	
albums	albüm	albums	albüm	N;PL	
das	beraberlik	das	beraberlik		N;NOM;SG;3
das	kravat	das	kravat		N;NOM;SG;3
das	berabere	das	beraber		N;NOM;SG;3
waterval	şelale	waterval	şelale	N;SG	
luitenant	teğmen	luitenant	teğmen	N;SG	
luitenant	komiser	luitenant	komiser	N;SG	
toespraak	konusma	toespraak	konusma	N;SG	
toespraak	konuşma	toespraak	konuş	N;SG	
meen	mümin	meen	mümin	V;PRS	
konstante	sabit	konstant	sabit	V;PRS	
bbc	bbc	bbc	bbc		
bereid	istekli	bereid	istekli		ADJ
bereid	inşaallah	bereid	inşaallah		N;INS;SG;3
bereid	hazırlandı	bereid	hazırla		V;PFV;IND;SG;3;POS;PST;PASS
bereid	hazırlanmış	bereid	hazırla		V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
sub	denizaltı	sub	denizaltı		N;NOM;SG;3
trein	tren	trein	tren	N;SG	
georganiseer	organize	organiseer	organize	V;PST;V.PTCP	
georganiseer	düzenli	organiseer	düzenli	V;PST;V.PTCP	
patroon	desen	patroon	de	N;SG	V;PFV;SG;2;POS;PRS
patroon	şablon	patroon	şablon	N;SG	
kwaliteit	kaliteli	kwaliteit	kaliteli	N;SG	
kwaliteit	kalite	kwaliteit	kalite	N;SG	
houding	tutum	houding	tutum	N;SG	
houding	tavır	houding	tavır	N;SG	
houding	duruş	houding	duruş	N;SG	
ervaring	tecrübe	ervaring	tecrübe	N;SG	
ervaring	deneyim	ervaring	den	N;SG	
tuisblad	yuva	tuisblad	yuva	N;SG	
gelyke	akran	gelyk	akran	N;SG	
gelyke	eşit	gelyk	eşit	N;SG	
gelyke	eşittir	gelyk	işi	N;SG	
toesig	gözetim	toesig	gözet		N;NOM;SG;3
hubble	hubble	hubble	hubble	PRO;NOM;SG;3	
merk	etiketle	merk	etiket	V;PRS	N;INS;SG;3
merk	tag	merk	tag	V;PRS	
merk	etiket	merk	etiket	V;PRS	
merk	işaretle	merk	işaret	V;PRS	N;INS;SG;3
merk	işaret	merk	işaret	V;PRS	
merk	mark	merk	mark	V;PRS	
gevorderde	ilerlemiş	vorder	ilerle	ADJ;NOM	V;PFV;NFH;IND;SG;3;POS;PST
gevorderde	ileri	vorder	ileri	ADJ;NOM	
gevorderde	gelişmiş	vorder	geliş	ADJ;NOM	V;PFV;NFH;IND;POS;PST;V.PTCP
veranderlike	tablo	veranderlik	tablo	ADJ;NOM	
veranderlike	sofra	veranderlik	sofra	ADJ;NOM	
veranderlike	masa	veranderlik	masa	ADJ;NOM	
slang	snake	slang	snake	N;SG	
slang	yılan	slang	yıl	N;SG	
voorspel	tahmin	voorspel	tahmin	V;PRS	
geassosieer	ilişkili	assosieer	ilişkili	V;PST;V.PTCP	
hervorming	reform	hervorming	reform	N;SG	
airlines	havayolları	airline	havayol	PROPN;SG	N;NOM;PL;3
airlines	airlines	airline	airlines	PROPN;SG	N;NOM;SG;3
airlines	havayolu	airline	havayolu	PROPN;SG	N;NOM;SG;3
genre	tür	genr	tür	N;SG	
genre	türü	genr	tür	N;SG	
genre	tarz	genr	tarz	N;SG	
parke	parks	park	parks	N;PL	PROPN;NOM;SG;3
janeiro	janeiro	janeiro	janeiro	PROPN;SG	PROPN;NOM;SG;3
rasse	doğurur	rasse	doğur	N;PL	V;IPFV;IND;SG;3;POS
pruisiese	prusya	pruisies	prusya	ADJ;NOM	PROPN;NOM;SG;3
tref	hit	tref	hit	V;PRS	
regstreeks	live	regstreeks	live	ADV	
regstreeks	yaşa	regstreeks	yaşa	ADV	
regstreeks	canlı	regstreeks	canlı	ADV	
wal	wal	wal	wal	N;SG	
bedreiging	tehdit	bedreiging	tehdit	N;SG	
small	küçük	small	küçük		ADJ
lesotho	lesotho	lesotho	lesotho	PROPN;SG	PROPN;NOM;SG;3
uitleg	düzen	uitleg	düz	N;SG	
uitleg	yerleşim	uitleg	yerleş	N;SG	
gesproke	konuşulan	spreek	konuş	N;PL	V;PFV;IND;POS;PRS;V.PTCP;PASS
gesproke	söylenmiş	spreek	söyle	N;PL	V;PFV;NFH;IND;SG;3;POS;PST;PASS
smaak	lezzet	smaak	lezzet	V;PRS	N;NOM;SG;3
smaak	tat	smaak	tat	V;PRS	
smaak	tadı	smaak	tat	V;PRS	N;NOM;SG;3
nuut	yeni	nuut	yeni	ADV	ADJ
koolstof	karbon	koolstof	karbon	N;PL	
dmitri	dmitri	dmitri	diitri	PRO;NOM;SG;3	
dmitri	dimitri	dmitri	dimitri	PRO;NOM;SG;3	
dmitri	dmitry	dmitri	dmitry	PRO;NOM;SG;3	
dmitri	dimitri	dmitri	dimitri	PRO;NOM;SG;3	
monaco	monaco	monaco	monaco		PROPN;NOM;SG;3
monaco	monako	monaco	monako		PROPN;NOM;SG;3
veertig	kırk	veertig	kırk	ADP	
veertig	forty	veertig	forty	ADP	
woestyn	tatlı	woestyn	tatlı	N;SG	
woestyn	çöl	woestyn	çöl	N;SG	
kolle	nokta	kol	nokta	N;PL	
kookkuns	mutfak	kookkuns	mutfak	N;SG	
kookkuns	pişirme	kookkuns	pişir	N;SG	
meisie	kız	meisie	kız	N;SG	
meisie	girl	meisie	girl	N;SG	
meisie	kızım	meisie	kız	N;SG	ADJ;NOM;SG;3
meisie	kiz	meisie	kiz	N;SG	
queen	queen	queen	yu		PROPN;NOM;SG;3
queen	kraliçe	queen	kraliçe		N;NOM;SG;3
radius	yarıçap	radius	yarıç	N;SG	
vrae	soru	vraag	soru	N;PL	
werknemers	çalışan	werknemer	çalış	N;PL	
sharks	köpekbalığı	sharks	köpekbalık		N;NOM;SG;3
sharks	köpekbalıkları	sharks	köpekbalık		N;NOM;PL;3
reageer	tepki	reageer	tepki	V;PRS	
china	çin	china	çin	PROPN;SG	
slowakye	slovakya	slowaky	slovakya	V;PRS	PROPN;NOM;SG;3
damme	damme	damme	damme	N;PL	
tronk	hapishane	tronk	hapishan	N;SG	
tronk	hapis	tronk	hapis	N;SG	
tronk	cezaevi	tronk	cezaevi	N;SG	
tronk	hapishane	tronk	hapishan	N;SG	
tronk	hapis	tronk	hapis	N;SG	
adolf	adolf	adolf	adolf		PROPN;NOM;SG;3
congress	kongre	congress	kongre	PROPN;SG	
congress	meclis	congress	meclis	PROPN;SG	
evolusie	evrim	evolusie	evrim	N;SG	
sektor	sektörü	sektor	sektör	N;SG	
sektor	sektör	sektor	sektör	N;SG	
addisionele	ilave	addisioneel	ilave	ADJ;NOM	
addisionele	ek	addisioneel	ek	ADJ;NOM	
keulen	köln	keulen	köln	N;SG	PROPN;NOM;SG;3
keulen	parfüm	keulen	parfüm	N;SG	
alma	alma	alma	al	N;SG	
afrigter	koç	afrigter	koç	N;SG	
ethiopië	etiyopya	ethiopië	etiyopya	PROPN;SG	
pond	sterlin	pond	sterlin	N;SG	
pond	pound	pond	pound	N;SG	
daal	damla	daal	dam	V;PRS	
gemeen	yaygın	gemeen	yaygın	V;PST;V.PTCP	
storm	fırtına	storm	fırt	V;PRS	
storm	storm	storm	stor	V;PRS	
erg	cidden	erg	cidden	ADV	
genetiese	genetik	geneties	genetik	ADJ;NOM	
libië	libya	libië	libya	PROPN;SG	PROPN;NOM;SG;3
films	film	films	film	N;PL	
junior	ufaklık	junior	ufaklık		N;NOM;SG;3
orkes	orkestra	orkes	orkestra	N;PL	
orkes	orkestrası	orkes	orkestra	N;PL	N;NOM;SG;3
smelt	kelt	smelt	kelt	V;PRS	
andorra	andorra	andorra	andorra		PROPN;NOM;SG;3
tuis	kapsamı	tuis	kapsam		N;NOM;SG;3
tuis	ev	tuis	ev		N;NOM;SG;3
tuis	evde	tuis	ev		N;ESS;SG;3
tuis	eve	tuis	ev		N;DAT;SG;3
tuis	evim	tuis	ev		N;NOM;SG;3
boeing	boeing	boeing	boeing	N;SG	
sterker	güçlü	sterk	güçlü	PRO;PL;1	
feite	gerçekler	feit	gerçek	N;PL	ADJ;NOM;PL;3
feite	gerçekleri	feit	gerçek	N;PL	ADJ;ACC;PL;3
meganiese	mekanik	meganies	mekanik	N;SG	
sirkel	çember	sirkel	çember	N;SG	
wilson	wilson	wilson	wilson		PROPN;NOM;SG;3
perspektief	perspektif	perspektief	perspektif	N;SG	
kings	kings	king	kings	N;PL	PROPN;NOM;SG;3
toepassings	uygulama	toepassing	uygulama	N;PL	
toepassings	başvuru	toepassing	başvuru	N;PL	
weduwee	dul	weduwee	dul	N;SG	
weduwee	dul	weduwee	dul	N;SG	
fiksie	roman	fiksie	roman	N;SG	
fiksie	kurgusal	fiksie	kurgusal	N;SG	ADJ
fiksie	kurgu	fiksie	kurgu	N;SG	
metale	metaller	metaal	metal	N;PL	ADJ;NOM;PL;3
metale	metal	metaal	metal	N;PL	
domein	alan	domein	al	N;SG	V;PFV;IND;POS;PRS;V.PTCP
newton	newton	newton	newton	N;SG	
dns	dna	dns	dna	N;PL	
dns	dns	dns	dis	N;PL	N;NOM;SG;3
blootgestel	ifşa	blootstel	ifşa	V;PST;V.PTCP	
blootgestel	açıkta	blootstel	açık	V;PST;V.PTCP	N;ESS;SG;3
individu	bireysel	individu	bireysel	N;SG	
individu	birey	individu	birey	N;SG	
nissan	nissan	nissan	nissan		PROPN;NOM;SG;3
aanneem	evlatlık	aanneem	evlatlık	V;PRS	N;NOM;SG;3
oorsig	bakış	oorsig	bakış	N;SG	
oorsig	inceleme	oorsig	incele	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
oorsig	değerlendirme	oorsig	değerlen	N;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
sade	sade	sade	sade	N;SG	
freshwater	tatlısu	freshwater	tatlı		N;NOM;SG;3
misdaad	suç	misdaad	suç	N;SG	
misdaad	suçlar	misdaad	suç	N;SG	N;NOM;PL;3
viëtnam	vietnam	viëtnam	vietnam	PROPN;SG	PROPN;NOM;SG;3
sneeu	savannah	sneeu	savannah	N;SG	PROPN;NOM;SG;3
sneeu	kar	sneeu	kar	N;SG	
sneeu	karlı	sneeu	karlı	N;SG	
sneeu	pamuk	sneeu	pamuk	N;SG	
sneeu	karlar	sneeu	kar	N;SG	N;NOM;PL;3
maxwell	maxwell	maxwell	maxwell		PROPN;NOM;SG;3
gekoppel	skyline	koppel	skyl	V;PST;V.PTCP	N;DAT;SG;3
gekoppel	ufuk	koppel	ufuk	V;PST;V.PTCP	
stabiele	sabit	stabiel	sabit	ADJ;NOM	
stabiele	kararlı	stabiel	kararlı	ADJ;NOM	
stabiele	stabil	stabiel	stabil	ADJ;NOM	
oosterse	doğulu	oosters	doğul	ADJ;NOM	
