австралийский	australiska	австралийский	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
доверие	självförtroende	доверие	självförtroende	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
интерьер	invändigt	интерьер	invändig	N;INAN;NOM;MASC;SG	ADV
интерьер	inre	интерьер	inre	N;INAN;NOM;MASC;SG	ADJ;NOM;CMPR
уничтожено	förstörda	уничтожить	förstöra	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
уничтожено	förstörde	уничтожить	förstöra	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
уничтожено	förstörd	уничтожить	förstöra	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
уничтожено	förstört	уничтожить	förstöra	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
блоки	blockerar	блок	blockera	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
блоки	block	блок	block	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
михаэль	mikael	михаэль	mikael	N;ANIM;NOM;MASC;SG	PROPN;NOM
михаэль	michael	михаэль	michael	N;ANIM;NOM;MASC;SG	PROPN;NOM
аргентинский	argentinska	аргентинский	argentinsk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
хью	hugh	хия	hugh	N;ANIM;NOM;MASC;SG	PROPN;NOM
леопольд	leopold	леопольд	leopold	N;ANIM;NOM;MASC;SG	PROPN;NOM
склоне	lutning	склон	lutning	N;INAN;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сер	sir	сер	sir	N;INAN;NOM;MASC;SG	PROPN;NOM
нормальная	normalt	нормальный	normal	ADJ;NOM;FEM;SG	ADV
нормальная	normala	нормальный	normal	ADJ;NOM;FEM;SG	ADJ;NOM;PL
произношение	uttalas	произношение	uttala	N;INAN;NOM;NEUT;SG	V;NFIN;PASS
наследника	arvinge	наследник	arvinge	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
наследника	arvtagare	наследник	arvtagare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пит	pete	пит	pete	N;ANIM;NOM;MASC;SG	PROPN;NOM
пит	piet	пит	piet	N;ANIM;NOM;MASC;SG	PROPN;NOM
адама	adam	адам	adam	N;ANIM;ACC;MASC;SG	PROPN;NOM
адама	adama	адам	adam	N;ANIM;ACC;MASC;SG	PROPN;NOM
уверенно	självsäker	уверенно	självsäka	ADV	ADJ;NOM;INDF;MASC+FEM;SG
абрамович	abramovitj	абрамович	abramovitj	N;ANIM;NOM;MASC;SG	PROPN;NOM
кукол	dockor	кукла	docka	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
луций	lucius	луций	lucius	N;ANIM;NOM;MASC;SG	PROPN;NOM
зерна	säd	зерно	säd	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
зерна	spannmål	зерно	spannmål	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
марг	marg	марг	marg		N;NOM
еврейские	judinna	еврейский	judin	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
еврейские	judiskt	еврейский	judisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
еврейские	judisk	еврейский	judisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
габриэль	gabriel	габриэль	gabriel	N;ANIM;NOM;MASC;SG	PROPN;NOM
габриэль	gabrielle	габриэль	gabriell	N;ANIM;NOM;MASC;SG	PROPN;NOM
монархии	monarki	монархия	monarki	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
монархии	monarkin	монархия	monarki	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
разбил	krossad	разбить	krossad	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разбил	krossat	разбить	krossad	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разбил	sönderslagen	разбить	sönderslag	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
пекин	beijing	пекин	beijing	N;INAN;NOM;MASC;SG	PROPN;NOM
пекин	peking	пекин	peking	N;INAN;NOM;MASC;SG	PROPN;NOM
девочек	girls	девочка	girls	N;ANIM;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
девочек	tjejer	девочка	tjeja	N;ANIM;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
девочек	flickor	девочка	flicka	N;ANIM;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
дарья	darja	дарье	darja	N;ANIM;NOM;FEM;SG	PROPN;NOM
дарья	daria	дарье	dari	N;ANIM;NOM;FEM;SG	PROPN;NOM
жозе	jose	жозе	jose	N;INAN;NOM;FEM;SG	PROPN;NOM
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM
поставки	leverans	поставка	leverans	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
поставки	tillhandahållande	поставка	tillhandahållande	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
поставки	försörjning	поставка	försörjning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
поставки	utbud	поставка	utbud	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
поставки	förråd	поставка	förråd	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
грудь	kista	грудь	kista	N;INAN;NOM;FEM;SG	PROPN;NOM
новиков	novikov	новик	novikov	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
интересует	intresserad	интересовать	intresserad	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
интересует	intresserade	интересовать	intresserad	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
бросил	övergivet	бросить	övergiv	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
бросил	övergiven	бросить	övergiven	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
бросил	övergivna	бросить	övergiven	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
бросил	dumpade	бросить	dumpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
бросил	dumpad	бросить	dumpa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
картер	carter	картер	cart	N;ANIM;NOM;MASC;SG	PROPN;NOM
противостояние	konfrontationer	противостояние	konfrontation	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
изабелла	isabel	изабелла	isabel	N;ANIM;NOM;FEM;SG	PROPN;NOM
изабелла	isabella	изабелла	isabell	N;ANIM;NOM;FEM;SG	PROPN;NOM
союзники	allierade	союзник	alliera	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
заговора	konspiration	заговор	konspiration	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
заговора	sammansvärjning	заговор	sammansvärjning	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
грузинская	georgiska	грузинский	georgisk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
расчёт	beräkna	расчет	beräkna	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
хотела	sökes	хотеть	söka	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PRS;FIN;PASS
чудо	undrar	чудо	undra	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
чудо	undra	чудо	undra	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
редкие	sällsynt	редкий	sällsynt	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
доходы	inkomst	доход	inkomst	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
доходы	intäkt	доход	intäkt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
доходы	inkomst	доход	inkomst	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
миссури	missouri	миссури	missouri	N;INAN;NOM;MASC;SG	PROPN;NOM
алматы	almaty	алмат	almaty	N;INAN;NOM;FEM;PL	PROPN;NOM
первоначальный	initial	первоначальный	initial	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
поддерживается	stödde	поддерживать	stödje	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PST;FIN;ACT
поддерживается	stöttat	поддерживать	stötta	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
поддерживается	stöttade	поддерживать	stötta	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
поддерживается	stöttar	поддерживать	stötta	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
поддерживается	stöder	поддерживать	stödja	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
поддерживается	stödjer	поддерживать	stödja	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
потребления	konsumtion	потребление	konsumtion	N;INAN;GEN;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
потребления	förbrukning	потребление	förbrukning	N;INAN;GEN;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
потребления	förbrukningen	потребление	förbrukning	N;INAN;GEN;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
женское	feminina	женский	feminin	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
женское	kvinnliga	женский	kvinnlig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
женское	hona	женский	hona	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
женское	kvinna	женский	kvinna	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
университеты	universitet	университет	universitet	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
привлечения	engagerar	привлечение	engagera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
привлечения	engagera	привлечение	engagera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
привлечения	engagerande	привлечение	engagerande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
привлечения	locka	привлечение	locka	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
привлечения	attrahera	привлечение	attrahera	N;INAN;NOM;NEUT;SG	V;IMP;NFIN;ACT
привлечения	locka	привлечение	locka	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
привлечения	attrahera	привлечение	attrahera	N;INAN;NOM;NEUT;SG	V;IMP;NFIN;ACT
венесуэла	venezuela	венесуэла	venezuel	N;INAN;NOM;FEM;SG	PROPN;NOM
добавлен	tillagda	добавить	tillagd	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
добавлен	tillagt	добавить	tillägga	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
добавлен	tillagd	добавить	tillagd	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
добавлен	tillsatt	добавить	tillsatt	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
монтаж	redigerar	монтаж	redigera	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
монтаж	redigera	монтаж	rediger	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
программирование	programmera	программирование	programmera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
защищал	försvaras	защищать	försvara	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;NFIN;PASS
защищал	försvarat	защищать	försvara	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
торжественно	högtidligt	торжественно	högtidlig	ADV	ADJ;NOM;INDF;NEUT;SG
торжественно	högtidlig	торжественно	högtidlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
торжественно	högtidliga	торжественно	högtidlig	ADV	ADJ;NOM;PL
торжественно	högtidligt	торжественно	högtidlig	ADV	ADJ;NOM;INDF;NEUT;SG
священников	präster	священник	präst	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
панели	instrumentbrädan	панель	instrumentbräda	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
панели	panelen	панель	panel	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
панели	panel	панель	panel	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
резерва	reserv	резерв	reserv	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
резерва	reserven	резерв	reserv	N;INAN;GEN;MASC;SG	N;NOM;DEF;MASC+FEM;SG
резерва	reservera	резерв	reservera	N;INAN;GEN;MASC;SG	V;IMP;FIN;ACT
зимние	vintern	зимний	vinter	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;SG
зимние	winter	зимний	winter	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
зимние	vinter	зимний	vinter	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
бич	beech	бич	beech	N;INAN;NOM;MASC;SG	PROPN;NOM
слышал	hört	слышать	höra	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
слышал	hördes	слышать	höra	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;PASS
слышал	hörs	слышать	höra	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;FIN;PASS
макаров	makarov	макар	makarov	N;ANIM;NOM;MASC;PL	PROPN;NOM
сун	sön	сун	sön	PART	N
сун	sun	сун	sun	PART	N;NOM;INDF;NEUT;SG
сун	sol	сун	sol	PART	N;NOM;INDF;MASC+FEM;SG
горький	gorkij	горький	gorkij	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
горький	bittra	горький	bittra	ADJ;NOM;MASC;SG	ADJ;NOM;PL
горький	bitter	горький	bitter	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
горький	bittert	горький	bitter	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
удобно	bekväma	удобный	bekväma	ADJ;NEUT;SG	ADJ;NOM;PL
удобно	handy	удобный	handy	ADJ;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
лёгкие	lungorna	люгкий	lunga	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;PL
лёгкие	lungor	люгкий	lunga	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
лёгкие	lungan	люгкий	lung	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;SG
лёгкие	lunga	люгкий	lunga	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
лёгкие	lung	люгкий	lung	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
лёгкие	lungorna	люгкий	lunga	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;PL
лёгкие	lungor	люгкий	lunga	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
препарат	drog	препарат	drog	N;INAN;NOM;MASC;SG	V;IMP;PST;FIN;ACT
произведено	producerade	произвести	producerad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PST;V.PTCP;ACT
произведено	producerad	произвести	producerad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
произведено	framställt	произвести	framställa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
произведено	producerat	произвести	producerad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
океании	oceanien	океание	oceani	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
избежание	undvikande	избежание	undvikande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
избежание	undviker	избежание	undvika	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
избежание	undvika	избежание	undvika	N;INAN;NOM;NEUT;SG	V;IMP;NFIN;ACT
избежание	undvikande	избежание	undvikande	N;INAN;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
молекулы	molekyl	молекула	molekyl	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
азербайджанская	azerbajdzjans	азербайджанский	averbajdzja	ADJ;NOM;FEM;SG	N;GEN;DEF;MASC+FEM;SG
допускается	tillåtna	допускать	tillåten	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;MASC+FEM;SG
допускается	tillåtet	допускать	tillåtet	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG
допускается	tillåten	допускать	tillåten	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG
допускается	tillåtna	допускать	tillåten	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;MASC+FEM;SG
допускается	tillåtet	допускать	tillåtet	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG
допускается	tillåten	допускать	tillåten	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG
формах	formulär	форма	formulär	N;INAN;ESS;FEM;PL	N;NOM;INDF;NEUT;SG
формах	blanketter	форма	blankett	N;INAN;ESS;FEM;PL	N;NOM;INDF;MASC+FEM;PL
формах	former	форма	form	N;INAN;ESS;FEM;PL	N;NOM;INDF;MASC+FEM;PL
собраний	församlingar	собрание	församling	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
померания	pommern	померание	pommer	N;INAN;NOM;NEUT;SG	PROPN;NOM
монреаль	montreal	монреаль	montreal	N;INAN;NOM;MASC;SG	PROPN;NOM
вены	wien	вена	wien	N;INAN;NOM;FEM;PL	PROPN;NOM
вены	vienna	вена	vienna	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ирак	irak	ирак	irak	N;INAN;NOM;MASC;SG	PROPN;NOM
стамбул	istanbul	стамбул	istanbul	N;INAN;NOM;MASC;SG	PROPN;NOM
индию	indiska	индия	indisk	N;INAN;ACC;FEM;SG	ADJ;NOM;PL
индию	india	индия	india	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
индию	indiskt	индия	indisk	N;INAN;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG
индию	indien	индия	indien	N;INAN;ACC;FEM;SG	PROPN;NOM
парламентские	parlamentarisk	парламентский	parlamentarisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
важная	viktiga	важный	viktig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
никарагуа	nicaragua	никарагуа	nicaraguum	N;INAN;NOM;FEM;SG	PROPN;NOM
массе	massa	масса	massa	N;INAN;DAT;FEM;SG	N;NOM;INDF;MASC+FEM;SG
массе	mässan	масса	mässa	N;INAN;DAT;FEM;SG	N;NOM;DEF;MASC+FEM;SG
массе	mässa	масса	mässa	N;INAN;DAT;FEM;SG	N;NOM;INDF;MASC+FEM;SG
массе	mass	масса	mass	N;INAN;DAT;FEM;SG	N;NOM;INDF;NEUT;SG
местная	lokala	местный	lokal	ADJ;NOM;FEM;SG	ADJ;NOM;PL
местная	lokal	местный	lokal	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
местная	local	местный	local	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
порты	hamnar	порт	hamna	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
сообщили	anmälda	сообщить	anmäla	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
сообщили	anmäld	сообщить	anmäla	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
сообщили	rapporterade	сообщить	rapportera	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
сообщили	anmält	сообщить	anmäla	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
сообщили	rapporterat	сообщить	rapportera	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
перес	peres	перес	peres	N;ANIM;NOM;MASC;SG	PROPN;NOM
перес	perez	перес	perez	N;ANIM;NOM;MASC;SG	PROPN;NOM
перес	pérez	перес	pérez	N;ANIM;NOM;MASC;SG	PROPN;NOM
маркус	marcus	маркус	marcus	N;ANIM;NOM;MASC;SG	PROPN;NOM
маркус	markus	маркус	markus	N;ANIM;NOM;MASC;SG	PROPN;NOM
энрике	enrique	энрика	enrique	N;ANIM;NOM;MASC;SG	PROPN;NOM
энрике	henrique	энрика	henrique	N;ANIM;NOM;MASC;SG	PROPN;NOM
уничтожен	förstörda	уничтожить	förstöra	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
уничтожен	förstörde	уничтожить	förstöra	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
уничтожен	förstörd	уничтожить	förstöra	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
уничтожен	förstört	уничтожить	förstöra	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
розы	roses	роза	rosa	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
национальностей	nationaliteter	национальность	nationalitet	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
батарей	batterierna	батарея	batteri	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
батарей	batterier	батарея	batteri	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
визит	besöker	визит	besöka	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
визит	besöka	визит	besöka	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
празднования	firande	празднование	firande	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
празднования	firandet	празднование	firande	N;INAN;NOM;NEUT;PL	N;NOM;DEF;NEUT;SG
уругвай	uruguay	уругвай	uruguay	N;INAN;NOM;MASC;SG	PROPN;NOM
готова	klara	готовый	klar	ADJ;FEM;SG	ADJ;NOM;PL
готова	redo	готовый	redo	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
готова	färdiga	готовый	färdig	ADJ;FEM;SG	ADJ;NOM;PL
виконт	viscount	виконт	viscount	N;ANIM;NOM;MASC;SG	PROPN;NOM
индиана	indiana	индиан	indiana	N;INAN;NOM;MASC;SG	PROPN;NOM
зайцев	zajtsev	заяц	zajtsev	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
пабло	pablo	пабнуть	pablo	N;INAN;NOM;MASC;SG	PROPN;NOM
канзас	kansas	канзас	kansas	N;INAN;NOM;MASC;SG	PROPN;NOM
цветной	färgade	цветной	färga	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
цветной	färgade	цветной	färga	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
самолета	flygplan	самолет	flygplan	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
самолета	luftfartyg	самолет	luftfartyg	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
конференций	konferenserna	конференция	konferens	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
конференций	konferenser	конференция	konferens	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
дина	dina	дина	du	N;ANIM;NOM;FEM;SG	PRO;DEF;PL
обновления	uppdaterar	обновление	uppdatera	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
обновления	uppdatera	обновление	uppdatera	N;INAN;NOM;NEUT;PL	V;IMP;FIN;ACT
обновления	uppdatering	обновление	uppdatering	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
колонна	konvojen	колонна	konvoj	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;PL
ахмад	ahmed	ахмад	ahmed	N;ANIM;NOM;MASC;SG	PROPN;NOM
ахмад	ahmad	ахмад	ahmad	N;ANIM;NOM;MASC;SG	PROPN;NOM
персидского	persiska	персидский	persisk	ADJ;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
предположения	antagande	предположение	antagande	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
рики	ricky	рика	ricky	N;ANIM;NOM;MASC;SG	PROPN;NOM
перемещения	förskjutning	перемещение	förskjutning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
ссылаясь	erinrar	ссылаться	erinra	V;IPFV;PRS;V.CVB;MID	V;IND;PRS;FIN;ACT
ссылаясь	citerar	ссылаться	citera	V;IPFV;PRS;V.CVB;MID	V;IND;PRS;FIN;ACT
профсоюзов	fackförbund	профсоюз	fackförbund	N;INAN;GEN;MASC;PL	N;NOM;INDF;NEUT;PL
профсоюзов	fackföreningarna	профсоюз	fackförening	N;INAN;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
профсоюзов	fackföreningar	профсоюз	fackförening	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
посвященный	tillägnad	посвятить	tillägnad	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
посвященный	hängiven	посвятить	hängiv	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
забыл	glömda	забыть	glömma	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
забыл	bortglömd	забыть	bortglömd	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
забыл	glömd	забыть	glömd	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
забыл	bortglömda	забыть	bortglömd	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
забыл	glömt	забыть	glömma	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
забыл	glömt	забыть	glömma	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
полос	körfält	полоса	körfält	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
последовало	följs	следовать	följa	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PRS;FIN;PASS
