در	dveře	در	dveře	ADP	N;NOM;FEM;PL;POS
مغناطیسی	magnetické	مغناطیسی	magnetický	N;SG	ADJ;NOM;MASC;PL;POS
مغناطیسی	magnetická	مغناطیسی	magnetický	N;SG	ADJ;NOM;FEM;SG;POS
مشروطه	ústavní	None	ústavní	N;SG	ADJ;INAN;NOM;MASC;SG;POS
جمینای	gemini	جمینا	gemini	N;SG	PROPN;NOM;MASC;SG;POS
سو	sue	سو	sue	N;SG	PROPN;FEM;SG;POS
سو	soo	سو	soo	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ترور	trevor	ترور	trevor	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
معدن	důlní	None	důlní	N;SG	ADJ;NOM;MASC;SG;POS
معدن	těžební	None	těžební	N;SG	ADJ;NOM;MASC;SG;POS
شکایت	stěžovat	شکایت	stěžovat	N;SG	V;IPFV;POS;NFIN
شکایت	stížnosti	شکایت	stížnost	N;SG	N;NOM;FEM;PL;POS
شکایت	stížnosti	شکایت	stížnost	N;SG	N;NOM;FEM;PL;POS
شکایت	stěžovat	شکایت	stěžovat	N;SG	V;IPFV;POS;NFIN
خشونت	násilné	خشونت	násilný	N;SG	ADJ;NOM;NEUT;SG;POS
خشونت	násilný	خشونت	násilný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
افتتاح	balené	افتتاح	balený	N;SG	ADJ;NOM;MASC;PL;POS
افتتاح	úvodní	افتتاح	úvodní	N;SG	ADJ;NOM;MASC;SG;POS
طلای	zlatá	طلا	zlatý	N;SG	ADJ;NOM;FEM;SG;POS
طلای	zlatý	طلا	zlatý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
طلای	gold	طلا	gold	N;SG	PROPN;NOM;MASC;SG;POS
طلای	zlaté	طلا	zlatý	N;SG	ADJ;NOM;NEUT;PL;POS
میانی	střední	None	střední	N;SG	ADJ;NOM;MASC;SG;POS
میانی	prostřední	None	prostřední	N;SG	ADJ;NOM;MASC;SG;POS
میانی	meziproduktů	None	meziprodukt	N;SG	N;INAN;GEN;MASC;PL;POS
محیطی	periferní	محیط	periferní	N;SG	ADJ;NOM;MASC;SG;POS
دارا	dara	None	dar	ADJ	N;NOM;FEM;SG;POS
لو	lew	لو	lew	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
توهین	urážky	توهین	urážka	N;SG	N;NOM;FEM;PL;POS
توهین	urážlivý	توهین	urážlivý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
توهین	urážlivé	توهین	urážlivý	N;SG	ADJ;NOM;NEUT;SG;POS
توهین	urážet	توهین	urážet	N;SG	V;IPFV;POS;NFIN
هفتمین	sedmé	هفتمین	sedmý	NUM	ADJ;NOM;NEUT;SG;POS
هفتمین	sedmá	هفتمین	sedmý	NUM	ADJ;NOM;FEM;SG;POS
هفتمین	sedmý	هفتمین	sedmý	NUM	ADJ;INAN;NOM;MASC;SG;POS
سازنده	výrobci	سازنده	výrobce	N;SG	N;ANIM;NOM;MASC;PL;POS
استقبال	uvítací	استقبال	uvítací	N;SG	ADJ;NOM;MASC;SG;POS
آزمون	otestovat	آزمون	otestovat	N;SG	V;PFV;POS;NFIN
آزمون	zkoušky	آزمون	zkouška	N;SG	N;NOM;FEM;PL;POS
موقت	prozatímní	None	prozatímní	N;SG	ADJ;NOM;MASC;SG;POS
موقت	dočasně	None	dočasně	N;SG	ADV;POS
موقت	dočasné	None	dočasný	N;SG	ADJ;NOM;NEUT;SG;POS
موقت	dočasná	None	dočasný	N;SG	ADJ;NOM;FEM;SG;POS
موقت	dočasně	None	dočasně	N;SG	ADV;POS
موقت	dočasný	None	dočasný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
موقت	prozatímního	None	prozatímní	N;SG	ADJ;ANIM;GEN;MASC;SG;POS
موقت	prozatímní	None	prozatímní	N;SG	ADJ;NOM;MASC;SG;POS
موقت	provizorní	None	provizorní	N;SG	ADJ;NOM;MASC;SG;POS
تبلیغات	propagace	تبلیغ	propagace	N;PL	N;NOM;FEM;SG;POS
تبلیغات	povýšení	تبلیغ	povýšení	N;PL	N;NOM;NEUT;SG;POS
تبلیغات	reklamní	تبلیغ	reklamní	N;PL	ADJ;NOM;MASC;SG;POS
تبلیغات	reklama	تبلیغ	reklama	N;PL	N;NOM;FEM;SG;POS
تبلیغات	inzerce	تبلیغ	inzerce	N;PL	N;NOM;FEM;SG;POS
تبلیغات	propaganda	تبلیغ	propaganda	N;PL	N;NOM;FEM;SG;POS
آیداهو	idaho	آیداهو	ida	N;SG	PROPN;INAN;NOM;MASC;SG;POS
ضرب	násobit	None	násobit	N;SG	V;IPFV;POS;NFIN
کوتاهی	krátké	کوتاه	krátký	N;SG	ADJ;NOM;NEUT;SG;POS
کوتاهی	krátká	کوتاه	krátký	N;SG	ADJ;NOM;FEM;SG;POS
کوتاهی	krátký	کوتاه	krátký	N;SG	ADJ;INAN;NOM;MASC;SG;POS
کوتاهی	zanedbává	کوتاه	zanedbávat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ملاقات	potkat	ملاقات	potkat	N;SG	V;PFV;POS;NFIN
ملاقات	navštívit	ملاقات	navštívit	N;SG	V;PFV;POS;NFIN
ملاقات	navštivte	ملاقات	navštivtět	N;SG	V;IMP;PL;2;POS;FIN
برسد	návštěv	رسید#رس	návštěva	V;SBJV;SG;3;PRS	N;NOM;FEM;PL;POS
برسد	návštěvy	رسید#رس	návštěva	V;SBJV;SG;3;PRS	N;NOM;FEM;PL;POS
افزودن	přidejte	افزودن	přidej	N;SG	V;PFV;IMP;PL;2;POS;FIN
افزودن	přidej	افزودن	přidej	N;SG	V;IMP;SG;2;POS;FIN
افزودن	přidat	افزودن	přidat	N;SG	V;PFV;POS;NFIN
کمال	kamal	کمال	kamala	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
وان	vana	وان	vana		N;NOM;FEM;SG;POS
وان	vany	وان	vana		N;NOM;FEM;PL;POS
وان	vaně	وان	vana		N;DAT;FEM;SG;POS
وان	vane	وان	vana		V;IND;SG;3;POS;PRS;FIN;ACT
وان	dodávka	وان	dodávka		N;NOM;FEM;SG;POS
وان	van	وان	van		PROPN;FEM;SG;POS
مجازی	virtuální	مجازی	virtuální	N;SG	ADJ;NOM;MASC;SG;POS
اقامت	zůstávám	اقامت	zůstávat	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
چمن	trávy	None	tráva	N;SG	N;NOM;FEM;PL;POS
مایکروسافت	microsoft	مایکروسافت	microsoft	N;SG	PROPN;INAN;NOM;MASC;SG;POS
نیجریه	nigerijské	نیجریه	nigerijský	N;SG	ADJ;NOM;FEM;SG;POS
نیجریه	nigérie	نیجریه	nigérie	N;SG	PROPN;NOM;FEM;SG;POS
علامت	podepsat	None	podepsat	N;SG	V;POS;NFIN
تونس	tunisko	تونس	tunisko	N;SG	PROPN;NOM;NEUT;SG;POS
تونس	tunisko	تونس	tunisko	N;SG	PROPN;NOM;NEUT;SG;POS
تونس	tuniský	تونس	tuniský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
تونس	tunisu	تونس	tunis	N;SG	PROPN;INAN;GEN;MASC;SG;POS
توافق	kompromisy	توافق	kompromis	N;SG	N;INAN;NOM;MASC;PL;POS
مریم	miriam	مریم	miriam	N;SG	PROPN;NOM;FEM;SG;POS
مریم	mary	مریم	mara	N;SG	PROPN;FEM;POS
فون	von	فون	von	N;SG	ADP
استخوان	kosti	استخوان	kost	N;SG	N;NOM;FEM;PL;POS
استخوان	kosti	استخوان	kost	N;SG	N;NOM;FEM;PL;POS
استخوان	bone	استخوان	bon	N;SG	PROPN;INAN;NOM;MASC;SG;POS
شاهان	kings	None	kings	N;PL	PROPN;INAN;NOM;MASC;SG;POS
شاهان	králové	None	král	N;PL	PROPN;NOM;FEM;SG;POS
بیل	bill	بیل	bill	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
معبد	temple	None	temple	N;SG	PROPN;NOM;MASC;SG;POS
استانبول	istanbulu	استانبول	istanbula	N;SG	PROPN;INAN;GEN;MASC;SG;POS
نازی	nacistické	نازی	nacistický	N;SG	ADJ;NOM;MASC;PL;POS
بنی	beni	بنی	ben	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بنی	benny	بنی	benna	N;SG	N;ANIM;NOM;MASC;PL;POS
ون	dodávky	ون	dodávka	N;SG	N;NOM;FEM;PL;POS
ون	vane	ون	vana	N;SG	V;IND;SG;3;POS;PRS;FIN;ACT
ون	van	ون	van	N;SG	PROPN;FEM;SG;POS
ون	wen	ون	wen	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کانادایی	kanadský	کانادایی	kanadský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
کانادایی	kanadská	کانادایی	kanadský	N;SG	ADJ;NOM;FEM;SG;POS
کانادایی	kanadské	کانادایی	kanadský	N;SG	ADJ;NOM;NEUT;SG;POS
مخالفان	odolnost	مخالف	odolnost	N;PL	N;NOM;FEM;SG;POS
مخالفان	odboj	مخالف	odboj	N;PL	N;INAN;NOM;MASC;SG;POS
مخالفان	odpor	مخالف	odpor	N;PL	N;INAN;NOM;MASC;SG;POS
مخالفان	rezistence	مخالف	rezistence	N;PL	N;NOM;FEM;SG;POS
مانع	bariéry	مانع	bariéra	N;SG	N;NOM;FEM;PL;POS
عمان	ománu	عمان	omán	N;SG	PROPN;INAN;GEN;MASC;SG;POS
سلاح	zbraň	سلاح	zbraň	N;PL	N;NOM;FEM;SG;POS
مدنی	občanský	مدنی	občanský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مدنی	civilní	مدنی	civilní	N;SG	ADJ;NOM;MASC;SG;POS
مدنی	občanská	مدنی	občanský	N;SG	ADJ;NOM;FEM;SG;POS
مدنی	občanské	مدنی	občanský	N;SG	ADJ;NOM;NEUT;SG;POS
مدنی	občanskoprávní	مدنی	občanskoprávní	N;SG	ADJ;NOM;MASC;SG;POS
مدنی	občanská	مدنی	občanský	N;SG	ADJ;NOM;FEM;SG;POS
مدنی	občanské	مدنی	občanský	N;SG	ADJ;NOM;NEUT;SG;POS
رئال	skutečný	رئال	skutečný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
رئال	skutečná	رئال	skutečný	N;SG	ADJ;NOM;FEM;SG;POS
رئال	skutečné	رئال	skutečný	N;SG	ADJ;NOM;MASC;PL;POS
رئال	opravdový	رئال	opravdový	N;SG	ADJ;INAN;NOM;MASC;SG;POS
رئال	reálné	رئال	reálný	N;SG	ADJ;NOM;NEUT;SG;POS
رئال	reale	رئال	reale	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
سیاره	planet	سیاره	planeta	N;SG	N;GEN;FEM;PL;POS
آزمایشی	experimentální	آزمایش	experimentální	N;SG	ADJ;NOM;MASC;SG;POS
فاکس	fox	فاکس	fox	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
رنگی	barevné	رنگی	barevný	N;SG	ADJ;NOM;MASC;PL;POS
رنگی	barevný	رنگی	barevný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
راحتی	komfortní	راحتی	komfortní	N;SG	ADJ;NOM;FEM;SG;POS
راحتی	pohodlné	راحتی	pohodlný	N;SG	ADJ;NOM;NEUT;SG;POS
راحتی	pohodlný	راحتی	pohodlný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
آگاهی	znalosti	آگاهی	znalost	N;SG	N;NOM;FEM;PL;POS
آگاهی	vědomosti	آگاهی	vědomost	N;SG	N;NOM;FEM;PL;POS
نفره	komba	نفره	komba	N;SG	N;NOM;FEM;PL;POS
اتفاقات	akce	اتفاق	akce	N;PL	N;NOM;FEM;SG;POS
اتفاقات	událostí	اتفاق	událost	N;PL	N;INS;FEM;SG;POS
اسمیت	smith	اسمیت	smitho	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
اسمیت	smithová	اسمیت	smithový	N;SG	ADJ;NOM;FEM;SG;POS
مفاهیم	koncepce	مفهوم	koncepce	N;PL	N;NOM;FEM;SG;POS
یوگسلاوی	jugoslávie	یوگسلاوی	jugoslávie	N;SG	PROPN;NOM;FEM;SG;POS
مصالح	masala	مصالح	masal	N;PL	N;NOM;FEM;SG;POS
مصالح	materiál	مصالح	materiál	N;PL	N;INAN;NOM;MASC;SG;POS
مصالح	materiál	مصالح	materiál	N;PL	N;INAN;NOM;MASC;SG;POS
ملا	molla	ملا	moll	N;SG	V;POS;PST;V.PTCP;ACT
بزرگان	starší	بزرگ	starý	N;PL	ADJ;NOM;CMPR;MASC;SG;POS
روزانه	denní	روزانه	denní	ADV	ADJ;NOM;MASC;SG;POS
روزانه	každodenní	روزانه	každodenní	ADV	ADJ;NOM;MASC;SG;POS
تنگ	tang	تنگ	tang	ADJ	PROPN;ANIM;NOM;MASC;SG;POS
واقعیت	reality	واقعیت	realita	N;SG	N;NOM;FEM;PL;POS
تمرکز	soustředěný	تمرکز	soustředěný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
تمرکز	zaměřeno	تمرکز	zaměřený	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
تمرکز	soustředěná	تمرکز	soustředěný	N;SG	ADJ;NOM;FEM;SG;POS
حقیقی	skutečný	حقیقی	skutečný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
حقیقی	skutečná	حقیقی	skutečný	N;SG	ADJ;NOM;FEM;SG;POS
حقیقی	skutečné	حقیقی	skutečný	N;SG	ADJ;NOM;MASC;PL;POS
حقیقی	opravdový	حقیقی	opravdový	N;SG	ADJ;INAN;NOM;MASC;SG;POS
حقیقی	reálné	حقیقی	reálný	N;SG	ADJ;NOM;NEUT;SG;POS
حقیقی	pravdivé	حقیقی	pravdivý	N;SG	ADJ;NOM;MASC;PL;POS
اردن	jordan	اردن	jordan	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
الف	alf	None	alf		PROPN;ANIM;NOM;MASC;SG;POS
الف	elf	None	elf		N;INAN;NOM;MASC;SG;POS
الف	skřítek	None	skřítek		N;ANIM;NOM;MASC;SG;POS
الف	alif	None	alif		PROPN;NOM;MASC;SG;POS
پیچیده	komplex	پیچیده	komplex	ADJ	N;INAN;NOM;MASC;SG;POS
گیر	výbava	گرفت#گیر	výbava		N;NOM;FEM;SG;POS
تکیه	polštáře	تکیه	polštář	N;SG	N;INAN;NOM;MASC;PL;POS
پرانتز	závorkách	پرانتز	závorka	N;SG	N;GEN;FEM;PL;POS
ماریا	maria	ماریا	maria	N;SG	PROPN;NOM;FEM;SG;POS
سوال	otázky	None	otázka	N;SG	N;NOM;FEM;PL;POS
سوال	dotazy	None	dotaz	N;SG	N;INAN;NOM;MASC;PL;POS
احزاب	frakce	حزب	frakce	N;PL	N;NOM;FEM;SG;POS
روس	ruské	روس	ruský	N;SG	ADJ;NOM;FEM;SG;POS
روس	ruská	روس	ruský	N;SG	ADJ;NOM;FEM;SG;POS
روس	rusky	روس	rusky	N;SG	ADV;POS
روس	ruský	روس	ruský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
روس	rus	روس	rus	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
فرستاده	posel	فرستاد#فرست	posel	V;SG;3;V.PTCP	N;ANIM;NOM;MASC;SG;POS
فرستاده	poslíček	فرستاد#فرست	poslíček	V;SG;3;V.PTCP	N;ANIM;NOM;MASC;SG;POS
فرستاده	messenger	فرستاد#فرست	messenger	V;SG;3;V.PTCP	N;INAN;NOM;MASC;SG;POS
جانبی	boční	جانبی	boční	N;SG	ADJ;NOM;MASC;SG;POS
جانبی	postranní	جانبی	postranní	N;SG	ADJ;NOM;MASC;SG;POS
عام	obecné	None	obecný	N;SG	ADJ;NOM;MASC;SG;POS
عام	obecný	None	obecný	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
آفتاب	sun	آفتاب	sun	N;SG	PROPN;NOM;MASC;SG;POS
آفتاب	sluníčka	آفتاب	sluníčko	N;SG	N;NOM;NEUT;PL;POS
اتهام	nálože	اتهام	nálož	N;SG	N;NOM;FEM;PL;POS
اتهام	poplatky	اتهام	poplatek	N;SG	N;INAN;NOM;MASC;PL;POS
اتهام	nabít	اتهام	nabít	N;SG	V;POS;NFIN
ارمنیان	arménské	ارمنیان	arménský	N;PL	ADJ;NOM;FEM;SG;POS
کوبا	kubu	کوبا	kub	N;SG	PROPN;ACC;FEM;SG;POS
کوبا	kuby	کوبا	kub	N;SG	PROPN;NOM;FEM;SG;POS
کوبا	kuba	کوبا	kuba	N;SG	PROPN;NOM;FEM;SG;POS
نمایی	exponenciální	نمایی	exponenciální	N;SG	ADJ;NOM;MASC;SG;POS
فرصت	příležitosti	فرصت	příležitost	N;SG	N;NOM;FEM;PL;POS
مربیگری	coach	None	coach	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کندی	bonbóny	کندی	bonbón	N;SG	N;INAN;NOM;MASC;PL;POS
کندی	sladkosti	کندی	sladkost	N;SG	N;NOM;FEM;PL;POS
کندی	kennedyho	کندی	kennedy	N;SG	PROPN;ANIM;GEN;MASC;SG;POS
کندی	kennedy	کندی	kenneda	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
زیبای	kráska	زیبا	kráska	ADJ	N;NOM;FEM;SG;POS
زیبای	krasavice	زیبا	krasavice	ADJ	N;NOM;FEM;SG;POS
زیبای	krása	زیبا	krása	ADJ	N;NOM;FEM;SG;POS
هشتمین	osmé	هشتم	osmý	ADJ;RL	ADJ;NOM;NEUT;SG;POS
هشتمین	osmý	هشتم	osmý	ADJ;RL	ADJ;ANIM;NOM;MASC;SG;POS
قدمت	starý	قدمت	starý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
قدمت	staré	قدمت	starý	N;SG	ADJ;NOM;MASC;PL;POS
قدمت	stará	قدمت	starý	N;SG	ADJ;NOM;FEM;SG;POS
اخلاقی	morální	اخلاقی	morální	N;SG	ADJ;NOM;MASC;SG;POS
نماز	modliteb	نماز	modlitba	N;SG	N;NOM;FEM;PL;POS
نماز	modlitby	نماز	modlitba	N;SG	N;NOM;FEM;PL;POS
اخلاق	etický	اخلاق	etický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
اخلاق	morální	اخلاق	morální	N;SG	ADJ;NOM;MASC;SG;POS
وقایع	incidence	واقعه	incidence	N;PL	N;NOM;FEM;SG;POS
اینها	tyto	این	tento	PRO;PL	DET;NOM;MASC;PL
اینها	tyhle	این	tenhle	PRO;PL	DET;NOM;MASC;PL
تبلیغ	propagovat	تبلیغ	propagovat	N;SG	V;IPFV;POS;NFIN
منطق	logická	منطق	logický	N;SG	ADJ;NOM;FEM;SG;POS
منطق	logický	منطق	logický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
منطق	logické	منطق	logický	N;SG	ADJ;NOM;NEUT;SG;POS
امین	věrná	None	věrný	N;SG	ADJ;NOM;FEM;SG;POS
امین	věrní	None	věrní	N;SG	ADJ;ANIM;NOM;MASC;PL;POS
امین	věrné	None	věrný	N;SG	ADJ;NOM;NEUT;SG;POS
امین	věrný	None	věrný	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
امین	důvěryhodný	None	důvěryhodný	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
امین	důvěryhodné	None	důvěryhodný	N;SG	ADJ;NOM;NEUT;SG;POS
امین	upřímná	None	upřímný	N;SG	ADJ;NOM;FEM;SG;POS
امین	čestný	None	čestný	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
امین	upřímný	None	upřímný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مونیخ	mnichov	مونیخ	mnichov	N;SG	PROPN;INAN;NOM;MASC;SG;POS
تولیدی	zpracovatelský	تولیدی	zpracovatelský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
تولیدی	výrobní	تولیدی	výrobní	N;SG	ADJ;NOM;MASC;SG;POS
ریو	ryu	ریو	ryu	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
ریو	rio	ریو	rio	N;SG	PROPN;NOM;MASC;SG;POS
ریو	ria	ریو	ria	N;SG	PROPN;POS
خورد	jedla	خورد#خور	jíst	N;SG	V;POS;PST;V.PTCP;ACT
خورد	snědl	خورد#خور	sníst	N;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
خورد	jedli	خورد#خور	jíst	N;SG	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
خورد	jedl	خورد#خور	jedl	N;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
سپرده	vklady	سپرده	vklad	V;SG;3;V.PTCP	N;INAN;NOM;MASC;PL;POS
سپرده	záloha	سپرده	záloha	V;SG;3;V.PTCP	N;NOM;FEM;SG;POS
سپرده	vklad	سپرده	vklad	V;SG;3;V.PTCP	N;INAN;NOM;MASC;SG;POS
ایزو	iso	ایزو	iso	N;SG	PROPN;MASC;POS
خاکستری	šedé	خاکستری	šedý	N;SG	ADJ;NOM;NEUT;SG;POS
خاکستری	gray	خاکستری	gray	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
خاکستری	šedý	خاکستری	šedý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
خاکستری	šedivý	خاکستری	šedivý	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
خاکستری	šedá	خاکستری	šedý	N;SG	ADJ;NOM;FEM;SG;POS
خاکستری	šedá	خاکستری	šedý	N;SG	ADJ;NOM;FEM;SG;POS
خاکستری	grey	خاکستری	grey	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
خاکستری	šedé	خاکستری	šedý	N;SG	ADJ;NOM;NEUT;SG;POS
خاکستری	greyová	خاکستری	greyový	N;SG	ADJ;NOM;FEM;SG;POS
خاکستری	šedý	خاکستری	šedý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
خاکستری	šedivý	خاکستری	šedivý	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
فورد	ford	فورد	Ford	N;SG	PROPN;INAN;NOM;MASC;SG;POS
ستاد	zaměstnanci	ستاد	zaměstnanec	N;SG	N;ANIM;NOM;MASC;PL;POS
تخمین	odhadnout	تخمین	odhadnout	N;SG	V;PFV;POS;NFIN
مخفی	skryto	مخفی	skrytý	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
مخفی	skrytý	مخفی	skrytý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مخفی	ukrytý	مخفی	ukrytý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مخفی	skrytá	مخفی	skrytý	N;SG	ADJ;NOM;FEM;SG;POS
مخفی	skryté	مخفی	skrytý	N;SG	ADJ;NOM;NEUT;SG;POS
مخفی	tajný	مخفی	tajný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
مخفی	tajná	مخفی	tajný	N;SG	ADJ;NOM;FEM;SG;POS
مخفی	tajné	مخفی	tajný	N;SG	ADJ;NOM;MASC;SG;POS
انقلابی	revoluční	انقلاب	revoluční	N;SG	ADJ;NOM;MASC;SG;POS
انقلابی	ruf	انقلاب	ruf	N;SG	PROPN;NOM;MASC;SG;POS
کس	cass	کس	cass	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بال	bal	بال	bát	N;SG	PROPN;MASC;SG;POS
بال	ball	بال	ballo	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بال	wing	بال	wing	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
میوه	plody	میوه	plod	N;SG	N;INAN;NOM;MASC;PL;POS
روبرو	čelí	روبرو	čelit	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
تصادفی	náhodný	None	náhodný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
تصادفی	náhodná	None	náhodný	N;SG	ADJ;NOM;FEM;SG;POS
تصادفی	náhodné	None	náhodný	N;SG	ADJ;NOM;NEUT;SG;POS
تصادفی	náhodně	None	náhodně	N;SG	ADV;POS
تصادفی	náhodné	None	náhodný	N;SG	ADJ;NOM;NEUT;SG;POS
تصادفی	náhody	None	náhoda	N;SG	N;NOM;FEM;PL;POS
آنا	anna	آن	anna	N;SG	PROPN;NOM;FEM;SG;POS
سگ	psí	سگ	psí	N;SG	ADJ;NOM;MASC;SG;POS
عوارض	terénní	عارضه	terénní	N;PL	ADJ;NOM;MASC;SG;POS
عوارض	terénu	عارضه	terén	N;PL	N;INAN;GEN;MASC;SG;POS
عوارض	terén	عارضه	terén	N;PL	N;INAN;NOM;MASC;SG;POS
عوارض	mýtného	عارضه	mýtný	N;PL	ADJ;ANIM;GEN;MASC;SG;POS
عوارض	mýtné	عارضه	mýtný	N;PL	ADJ;NOM;NEUT;SG;POS
استیون	stephen	استیون	stephen	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
هیجانی	emoce	هیجانی	emoce	N;SG	N;NOM;FEM;PL;POS
هیجانی	emocionální	هیجانی	emocionální	N;SG	ADJ;NOM;MASC;SG;POS
هیجانی	citové	هیجانی	citový	N;SG	ADJ;NOM;NEUT;SG;POS
هیجانی	emotivní	هیجانی	emotivní	N;SG	ADJ;NOM;MASC;SG;POS
هیجانی	emoční	هیجانی	emoční	N;SG	ADJ;NOM;MASC;SG;POS
هیجانی	vzrušující	هیجانی	vzrušující	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
آگوست	august	آگوست	august	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
آفریقایی	africký	آفریقایی	africký	N;SG	ADJ;INAN;NOM;MASC;SG;POS
آفریقایی	africká	آفریقایی	africký	N;SG	ADJ;NOM;FEM;SG;POS
آفریقایی	africké	آفریقایی	africký	N;SG	ADJ;NOM;MASC;PL;POS
ایده	nápady	ایده	nápad	N;SG	N;INAN;NOM;MASC;PL;POS
ایده	nápadů	ایده	nápad	N;SG	N;INAN;GEN;MASC;PL;POS
نیرو	síly	نیرو	síla	N;SG	N;NOM;FEM;PL;POS
هندوستان	indie	هندوستان	indie	N;SG	PROPN;NOM;FEM;SG;POS
هندوستان	india	هندوستان	india	N;SG	PROPN;NOM;MASC;SG;POS
هندوستان	indii	هندوستان	indie	N;SG	PROPN;DAT;FEM;SG;POS
سکونت	obydlené	سکونت	obydlený	N;SG	ADJ;NOM;NEUT;SG;POS
سکونت	obyvatelné	سکونت	obyvatelný	N;SG	ADJ;NOM;NEUT;SG;POS
روان	běžící	روان	běžící	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
روان	běží	روان	běžet	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
روان	utíkat	روان	utíkat	N;SG	V;IPFV;POS;NFIN
روان	guš	روان	guš	N;SG	PROPN;NOM;MASC;SG;POS
روان	tekoucí	روان	tekoucí	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
ضروری	spěchá	ضروری	spěchat	ADJ	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ضروری	essentials	ضروری	essentials	ADJ	N;INAN;NOM;MASC;SG;POS
زرین	zlaté	None	zlatý	N;SG	ADJ;NOM;NEUT;PL;POS
زرین	zlatý	None	zlatý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
زرین	zlatí	None	zlatit	N;SG	ADJ;ANIM;NOM;MASC;PL;POS
زرین	golden	None	golden	N;SG	PROPN;INAN;NOM;MASC;SG;POS
زرین	zlatá	None	zlatý	N;SG	ADJ;NOM;FEM;SG;POS
زرین	zlatá	None	zlatý	N;SG	ADJ;NOM;FEM;SG;POS
زرین	zlatý	None	zlatý	N;SG	ADJ;INAN;NOM;MASC;SG;POS
زرین	gold	None	gold	N;SG	PROPN;NOM;MASC;SG;POS
زرین	zlaté	None	zlatý	N;SG	ADJ;NOM;NEUT;PL;POS
فرا	fra	فرا	fra		PROPN;NOM;FEM;SG;POS
