right	prawo	righta	prawo		N;NOM;NEUT;SG
dejanja	aktów	dejanje	aktów	N;NOM;NEUT;PL	N;GEN;MASC;PL
dejanja	działania	dejanje	działanie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
zlate	złote	zlat	złoty	ADJ;NOM;FEM;PL	
zlate	golden	zlat	golden	ADJ;NOM;FEM;PL	
zlate	złoty	zlat	złoty	ADJ;NOM;FEM;PL	
zlate	złota	zlat	złoty	ADJ;NOM;FEM;PL	
zlate	złota	zlat	złoty	ADJ;NOM;FEM;PL	
zlate	złoto	zlat	złoto	ADJ;NOM;FEM;PL	
zlate	gold	zlat	gold	ADJ;NOM;FEM;PL	
zlate	złoty	zlat	złoty	ADJ;NOM;FEM;PL	
akademija	academy	akademij	academ	N;NOM;FEM;SG	
akademija	akademii	akademij	akademia	N;NOM;FEM;SG	N;GEN;FEM;SG
garrison	garrison	garrison	garrison		V;IPFV;IND;SG;PRS;FIN;ACT
sfrj	sfrj	sfrj	sfrja	N;NOM;MASC;SG	
olje	oleje	olje	olej	N;NOM;NEUT;SG	N;NOM;MASC;PL
olje	oleju	olje	olej	N;NOM;NEUT;SG	N;GEN;MASC;SG
olje	oliwa	olje	oliwa	N;NOM;NEUT;SG	
socialne	społeczna	socialen	społeczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
socialne	towarzyskie	socialen	towarzyski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
socialne	społeczne	socialen	społeczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
socialne	socjalna	socialen	socjalny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
socialne	społeczny	socialen	społeczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
socialne	społecznego	socialen	społeczny	ADJ;NOM;FEM;PL	ADJ;ACC;MASC;SG
rob	rob	rob	rob	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
rob	roba	rob	roba	N;NOM;MASC;SG	
rob	edge	rob	edga	N;NOM;MASC;SG	
rob	krawędzi	rob	krawądzić	N;NOM;MASC;SG	N;GEN;MASC;SG
trenutni	prąd	trenuten	prąd	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
člen	artykułu	člen	artykuł	N;NOM;MASC;SG	N;GEN;MASC;SG
člen	artykul	člen	artykul	N;NOM;MASC;SG	N;ACC;MASC;SG
politika	polityki	politika	polityka	N;NOM;FEM;SG	N;GEN;FEM;SG
politika	politycy	politika	polityk	N;NOM;FEM;SG	N;NOM;MASC;PL
politika	polityki	politika	polityka	N;NOM;FEM;SG	N;GEN;FEM;SG
sredstvo	aktywów	sredstvo	aktyw	N;NOM;NEUT;SG	N;GEN;MASC;PL
sredstvo	aktywa	sredstvo	aktywa	N;NOM;NEUT;SG	N;NOM;MASC;PL
čete	żołnierzy	četa	żołnierz	N;NOM;FEM;PL	N;ACC;MASC;PL
čete	wojska	četa	wojsko	N;NOM;FEM;PL	N;NOM;NEUT;SG
vol	vol	vola	vol		
vol	obj	vola	obj		
naslednja	następnym	naslednji	następny	ADJ;NOM;FEM;SG	ADJ;INS;MASC;SG
naslednja	następna	naslednji	następny	ADJ;NOM;FEM;SG	
mase	masy	masa	masa	N;NOM;FEM;PL	N;GEN;FEM;SG
mase	mass	masa	massy	N;NOM;FEM;PL	
mase	masie	masa	masa	N;NOM;FEM;PL	N;GEN;FEM;SG
mase	masy	masa	masa	N;NOM;FEM;PL	N;GEN;FEM;SG
mase	masa	masa	masa	N;NOM;FEM;PL	N;NOM;FEM;SG
mase	msza	masa	msza	N;NOM;FEM;PL	N;NOM;FEM;SG
količino	ilości	količina	ilość	N;ACC;FEM;SG	N;GEN;FEM;SG
količino	ilość	količina	ilość	N;ACC;FEM;SG	N;NOM;FEM;SG
povezano	powiązanych	povezan	powiązać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
povezano	pokrewne	povezan	pokrewny	ADJ;NOM;NEUT;SG;V.PTCP	
raymond	raymond	raymond	raymond	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
raymond	raymonda	raymond	raymonda	N;NOM;MASC;SG	N;ACC;MASC;SG
moj	mine	moj	miny	DET;NOM;MASC;SG;1	
moj	kopalnia	moj	kopalniać	DET;NOM;MASC;SG;1	N;NOM;FEM;SG
moj	moja	moj	mój	DET;NOM;MASC;SG;1	DET;NOM;FEM;SG;1
moj	moje	moj	mój	DET;NOM;MASC;SG;1	DET;NOM;NEUT;SG;1
neki	niektórzy	nek	niektóry	DET;NOM;MASC;SG	DET;NOM;MASC;PL
neki	trochę	nek	trochę	DET;NOM;MASC;SG	ADV
tehnologijo	technologia	tehnologija	technologia	N;ACC;FEM;SG	N;NOM;FEM;SG
tehnologijo	technologii	tehnologija	technologia	N;ACC;FEM;SG	N;GEN;FEM;SG
tehnologijo	technologie	tehnologija	technologia	N;ACC;FEM;SG	N;NOM;FEM;PL
tehnologijo	technika	tehnologija	technika	N;ACC;FEM;SG	N;NOM;FEM;SG
električni	electric	električen	electric	ADJ;NOM;MASC;SG	
končni	finał	končen	finał	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
gostota	gęstości	gostot	gęstość	N;NOM;FEM;SG	N;GEN;FEM;SG
samostojna	niezależnych	samostojen	niezależny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
samostojna	niezależni	samostojen	niezależni	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
stene	ścian	stena	ściana	N;NOM;FEM;PL	
stene	ściany	stena	ściana	N;NOM;FEM;PL	N;ACC;FEM;PL
nevarnosti	niebezpieczeństwa	nevarnost	niebezpieczeństwo	N;GEN;FEM;PL	N;NOM;NEUT;SG
nevarnosti	zagrożenia	nevarnost	zagrożenie	N;GEN;FEM;PL	N;NOM;NEUT;SG
nevarnosti	niebezpieczeństwa	nevarnost	niebezpieczeństwo	N;GEN;FEM;PL	N;NOM;NEUT;SG
royal	królewska	royal	królewski	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
royal	królewski	royal	królewski	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
royal	królewskie	royal	królewski	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
royal	royal	royal	royal	V;MASC;SG;V.PTCP	
četrtfinale	ćwierćfinale	četrtfinale	ćwierćfinale	N;NOM;MASC;SG	N;ACC;MASC;SG
vozil	silnikowym	voziti	silnikowy	V;IPFV;MASC;SG;V.PTCP	ADJ;INS;MASC;SG
vozil	napędzane	voziti	napędzać	V;IPFV;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vozil	pojazdy	voziti	pojazd	V;IPFV;MASC;SG;V.PTCP	N;NOM;MASC;PL
pietro	pietro	pietro	pietro	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
tehnologije	technologii	tehnologija	technologia	N;NOM;FEM;PL	N;GEN;FEM;SG
tehnologije	technologia	tehnologija	technologia	N;NOM;FEM;PL	N;NOM;FEM;SG
tehnologije	technologii	tehnologija	technologia	N;NOM;FEM;PL	N;GEN;FEM;SG
tehnologije	technika	tehnologija	technika	N;NOM;FEM;PL	N;NOM;FEM;SG
heidelberg	heidelberg	heidelberg	heidelberg	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
hram	świątynie	hrama	świątynia	N;NOM;MASC;SG	N;NOM;FEM;PL
hram	świątyni	hrama	świątynia	N;NOM;MASC;SG	N;GEN;FEM;SG
zgodaj	wczesny	zgodaj	wczesny	ADV	ADJ;NOM;MASC;SG
zgodaj	wczesna	zgodaj	wczesny	ADV	
zgodaj	wczesne	zgodaj	wczesny	ADV	
izdaje	wydania	izdaja	wydać	N;NOM;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
opera	opera	opera	opera	N;NOM;FEM;SG	
opera	opery	opera	opera	N;NOM;FEM;SG	
opera	operę	opera	opera	N;NOM;FEM;SG	N;ACC;FEM;SG
opera	operze	opera	operz	N;NOM;FEM;SG	
ang	ang	ang	ang	N;NOM;MASC;SG	
temperaturo	temperatura	temperatura	temperatura	N;ACC;FEM;SG	N;NOM;FEM;SG
temperaturo	temperatury	temperatura	temperatura	N;ACC;FEM;SG	N;GEN;FEM;SG
poskus	próbowano	poskus	próbować	N;NOM;MASC;SG	V;IPFV;IND;0;PST;FIN;ACT
poskus	eksperyment	poskus	eksperyment	N;NOM;MASC;SG	N;ACC;MASC;SG
pogon	drive	pogon	driv	N;NOM;MASC;SG	
pogon	prowadzić	pogon	prowadzić	N;NOM;MASC;SG	V;IPFV;NFIN;ACT
pogon	zasilany	pogon	zasilać	N;NOM;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
pogon	napędzane	pogon	napędzać	N;NOM;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adam	adam	adam	adam	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
adam	adamie	adam	adam	PROPN;NOM;MASC;SG	N;DAT;FEM;SG
tla	piętrze	tla	piętro	N;NOM;NEUT;PL	N;ACC;NEUT;SG
tla	piętro	tla	piętro	N;NOM;NEUT;PL	N;NOM;NEUT;SG
tla	podłoga	tla	podłoga	N;NOM;NEUT;PL	N;NOM;FEM;SG
tla	gleby	tla	gleba	N;NOM;NEUT;PL	
tla	gleb	tla	gleb	N;NOM;NEUT;PL	
tla	podłóg	tla	podłóg	N;NOM;NEUT;PL	
tla	piętra	tla	piętro	N;NOM;NEUT;PL	N;NOM;NEUT;SG
tla	podłogi	tla	podłoga	N;NOM;NEUT;PL	N;ACC;FEM;SG
tla	ziemi	tla	ziemia	N;NOM;NEUT;PL	N;GEN;FEM;SG
tla	grunt	tla	grunt	N;NOM;NEUT;PL	N;NOM;MASC;SG
tla	mielone	tla	mielony	N;NOM;NEUT;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
tla	podłoże	tla	podłoże	N;NOM;NEUT;PL	N;NOM;NEUT;SG
bizantinski	bizantyjskie	bizantinski	bizantyjski	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
adolf	adolph	adolf	adolph	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
adolf	adolf	adolf	adolf	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
adolf	adolf	adolf	adolf	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
like	znaków	lik	znak	N;NOM;MASC;SG	N;GEN;MASC;PL
like	postacie	lik	postać	N;NOM;MASC;SG	N;NOM;MASC;PL
like	znaki	lik	znak	N;NOM;MASC;SG	N;NOM;MASC;PL
like	postaci	lik	postać	N;NOM;MASC;SG	
like	bohaterowie	lik	bohater	N;NOM;MASC;SG	N;NOM;MASC;PL
kan	chan	kan	chan	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kan	khan	kan	khana	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kan	kan	kan	kan	N;NOM;MASC;SG	
molekule	cząsteczka	molekol	cząsteczko	N;NOM;FEM;PL	N;NOM;FEM;SG
silo	siła	sila	siła	N;ACC;FEM;SG	N;NOM;FEM;SG
silo	force	sila	forka	N;ACC;FEM;SG	
matej	mateusza	matej	mateusz	N;NOM;MASC;SG	N;ACC;MASC;SG
matej	mateusz	matej	mateusz	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
matej	maciej	matej	maciej	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
matej	matej	matej	mata	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sestra	siostro	sestra	siostro	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
sestra	pielęgniarki	sestra	pielęgniarka	N;NOM;FEM;SG	N;NOM;FEM;PL
avstralija	australii	avstralij	australia	N;NOM;FEM;SG	PROPN;GEN;FEM;SG
avstralija	australia	avstralij	australia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
vsebina	treść	vsebina	treść	N;NOM;FEM;SG	
vsebina	treści	vsebina	treść	N;NOM;FEM;SG	N;GEN;FEM;SG
vsebina	temat	vsebina	temat	N;NOM;FEM;SG	N;ACC;MASC;SG
vsebina	tematu	vsebina	temat	N;NOM;FEM;SG	N;GEN;MASC;SG
vsebina	treść	vsebina	treść	N;NOM;FEM;SG	
vsebina	zawartości	vsebina	zawartość	N;NOM;FEM;SG	N;GEN;FEM;SG
rima	rzym	rima	rzym	N;GEN;MASC;SG	PROPN;NOM;MASC;SG
rima	rym	rima	rym	N;GEN;MASC;SG	
rima	rymy	rima	rym	N;GEN;MASC;SG	N;NOM;MASC;PL
vida	vida	vido	vida	N;NOM;MASC;SG	
vida	wizji	vido	wizja	N;NOM;MASC;SG	N;GEN;FEM;SG
najboljše	najlepsza	dober	dobry	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
najboljše	najlepszy	dober	dobry	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
najboljše	najlepiej	dober	dobrze	ADJ;NOM;RL;NEUT;SG	ADV;RL
najboljše	best	dober	best	ADJ;NOM;RL;NEUT;SG	
najboljše	najlepsze	dober	dobry	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
konstanta	stał	konstant	stać	N;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
konstanta	stały	konstant	stać	N;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
konstanta	stałej	konstant	stały	N;NOM;FEM;SG	ADJ;GEN;FEM;SG
konstanta	stała	konstant	stać	N;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
plemena	plemion	pleme	plemion	N;NOM;NEUT;PL	
plemena	plemiona	pleme	plemię	N;NOM;NEUT;PL	N;NOM;NEUT;SG
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
plasti	warstwy	plast	warstwa	N;NOM;FEM;PL	N;ACC;FEM;PL
plasti	warstw	plast	warstwo	N;NOM;FEM;PL	
plasti	warstwa	plast	warstwa	N;NOM;FEM;PL	N;NOM;FEM;SG
plasti	warstwy	plast	warstwa	N;NOM;FEM;PL	N;ACC;FEM;PL
turnir	turnieju	turnir	turniej	N;NOM;MASC;SG	N;GEN;MASC;SG
korlević	korlević	korlević	korlević	N;NOM;MASC;SG	V;PFV;NFIN;ACT
dnevnik	journal	dnevnik	journal	N;NOM;MASC;SG	
dnevnik	pamiętnik	dnevnik	pamiętnik	N;NOM;MASC;SG	N;ACC;MASC;SG
dnevnik	pamiętniku	dnevnik	pamiętnik	N;NOM;MASC;SG	N;GEN;MASC;SG
dnevnik	pamiętnik	dnevnik	pamiętnik	N;NOM;MASC;SG	N;ACC;MASC;SG
dnevnik	log	dnevnik	log	N;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
oprema	sprzęt	oprema	sprzęt	N;NOM;FEM;SG	N;ACC;MASC;SG
producent	producent	producent	producent	N;NOM;MASC;SG	
producent	producenta	producent	producent	N;NOM;MASC;SG	
tisto	że	tisti	że	DET;NOM;NEUT;SG	PART
minardi	minardi	minarda	minardied	N;NOM;MASC;SG	N;ACC;MASC;SG
pridobljeno	uzyskano	pridobljen	uzyskać	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ocene	oszacowania	ocena	oszacowanie	N;NOM;FEM;PL	N;GEN;NEUT;SG
ocene	ocen	ocena	ocen	N;NOM;FEM;PL	
ocene	oceny	ocena	ocena	N;NOM;FEM;PL	
ocene	ocen	ocena	ocen	N;NOM;FEM;PL	
den	den	den	den		
vodenje	wytyczne	vodenje	wytyczny	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vodenje	przywództwa	vodenje	przywództwo	N;NOM;NEUT;SG	N;GEN;NEUT;SG
jeziki	języków	jezik	język	N;NOM;MASC;PL	N;GEN;MASC;PL
fiziko	fizyki	fizika	fizyka	N;ACC;FEM;SG	
fiziko	fizyka	fizika	fizyk	N;ACC;FEM;SG	
benz	benz	benz	benz	PROPN;NOM;MASC;SG	
google	google	googel	googl	N;NOM;MASC;SG	
ivo	ivo	ivo	ivo	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
postaje	stacji	postaja	stacja	N;NOM;FEM;PL	N;GEN;FEM;SG
vrt	ogrodu	vrt	ogród	N;NOM;MASC;SG	N;GEN;MASC;SG
vrt	ogrodzie	vrt	ogród	N;NOM;MASC;SG	N;DAT;MASC;SG
power	moc	power	moc	N;NOM;MASC;SG	
power	power	power	power	N;NOM;MASC;SG	
avstralski	australian	avstralski	australianin	ADJ;NOM;MASC;SG	
avstralski	australii	avstralski	australia	ADJ;NOM;MASC;SG	PROPN;GEN;FEM;SG
živela	viva	živeti	viva	V;IPFV;FEM;SG;V.PTCP	
živela	żyjący	živeti	żyć	V;IPFV;FEM;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
živela	żywe	živeti	żywy	V;IPFV;FEM;SG;V.PTCP	
živela	live	živeti	liv	V;IPFV;FEM;SG;V.PTCP	
živela	żywo	živeti	żywo	V;IPFV;FEM;SG;V.PTCP	
revolucije	rewolucja	revolucija	rewolucja	N;NOM;FEM;PL	N;NOM;FEM;SG
revolucije	rewolucji	revolucija	rewolucja	N;NOM;FEM;PL	N;GEN;FEM;SG
august	sierpnia	august	sierpień	N;NOM;MASC;SG	N;GEN;MASC;SG
august	augusta	august	augusta	N;NOM;MASC;SG	
august	sierpień	august	sierpienie	N;NOM;MASC;SG	
dogodki	zdarzenia	dogodek	zdarzenie	N;NOM;MASC;PL	N;NOM;NEUT;SG
dogodki	imprezy	dogodek	impreza	N;NOM;MASC;PL	
dogodki	wydarzeń	dogodek	wydarzenie	N;NOM;MASC;PL	N;GEN;NEUT;PL
dogodki	imprez	dogodek	impreza	N;NOM;MASC;PL	
teku	trwających	tek	trwać	N;DAT;MASC;SG	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
kože	skórki	koža	skórka	N;GEN;FEM;SG	N;ACC;FEM;SG
kože	skórek	koža	skórka	N;GEN;FEM;SG	N;GEN;FEM;PL
kože	skórę	koža	skóra	N;GEN;FEM;SG	N;ACC;FEM;SG
kože	skóra	koža	skóra	N;GEN;FEM;SG	N;NOM;FEM;SG
gospodarstvo	gospodarki	gospodarstvo	gospodarka	N;NOM;NEUT;SG	N;GEN;FEM;SG
masa	mass	mas	massy	N;NOM;FEM;SG	
masa	masie	mas	masa	N;NOM;FEM;SG	N;GEN;FEM;SG
masa	masy	mas	masa	N;NOM;FEM;SG	N;GEN;FEM;SG
pokazala	ujawnione	pokazati	ujawnić	V;PFV;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nastopi	wystąpi	nastop	wystąpić	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
tony	tony	tony	ton	PROPN;NOM;MASC;SG	
baron	baronie	baron	baron	N;NOM;MASC;SG	
baron	baron	baron	baron	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
baron	barona	baron	barona	N;NOM;MASC;SG	N;ACC;MASC;SG
skupna	udostępnił	skupen	udostępnić	ADJ;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
alpe	alpy	alpa	alpy	N;NOM;MASC;SG	V;IPFV;IND;PL;PRS;FIN;ACT
komaj	ledwo	komaj	ledwo	ADV	
komaj	ledwie	komaj	ledwie	ADV	
raziskovanje	zwiedzania	raziskovanje	zwiedzanie	N;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
raziskovanje	badania	raziskovanje	badanie	N;NOM;NEUT;SG	N;NOM;NEUT;PL
republiko	republiki	republika	republika	N;ACC;FEM;SG	
republiko	republika	republika	republik	N;ACC;FEM;SG	N;NOM;FEM;SG
moje	mine	moj	miny	DET;NOM;NEUT;SG;1	
moje	kopalnia	moj	kopalniać	DET;NOM;NEUT;SG;1	N;NOM;FEM;SG
moje	moja	moj	mój	DET;NOM;NEUT;SG;1	DET;NOM;FEM;SG;1
moje	moje	moj	mój	DET;NOM;NEUT;SG;1	DET;NOM;NEUT;SG;1
podobni	podobni	podoben	podobnie	ADJ;NOM;MASC;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
podobni	podobna	podoben	podobny	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
podobni	podobny	podoben	podobny	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
podobni	podobne	podoben	podobny	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
tal	tal	tla	tal	N;GEN;NEUT;PL	
sprememba	modyfikacje	sprememba	modyfikacja	N;NOM;FEM;SG	N;NOM;FEM;PL
sprememba	modyfikacji	sprememba	modyfikacja	N;NOM;FEM;SG	N;GEN;FEM;SG
sprememba	zmiany	sprememba	zmiana	N;NOM;FEM;SG	N;ACC;FEM;PL
sprememba	zmienić	sprememba	zmienić	N;NOM;FEM;SG	V;PFV;NFIN;ACT
sprememba	zmień	sprememba	zmień	N;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
sporočilo	wiadomości	sporočilo	wiadomość	N;NOM;NEUT;SG	N;ACC;FEM;PL
maso	mass	masa	massy	N;ACC;FEM;SG	
maso	masie	masa	masa	N;ACC;FEM;SG	N;GEN;FEM;SG
maso	masy	masa	masa	N;ACC;FEM;SG	N;GEN;FEM;SG
maso	masa	masa	masa	N;ACC;FEM;SG	N;NOM;FEM;SG
maso	msza	masa	msza	N;ACC;FEM;SG	N;NOM;FEM;SG
varstvo	ochrony	varstvo	ochrona	N;NOM;NEUT;SG	
rené	rené	rené	rena	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
rené	rene	rené	reny	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
rené	rené	rené	rena	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
rené	rene	rené	reny	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
francisco	francisco	francisco	francisco	N;NOM;MASC;SG	
splošna	generał	splošen	generał	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
splošna	ogólnie	splošen	ogólnie	ADJ;NOM;FEM;SG	ADV
fernando	fernando	fernanda	fernando	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
potrebuje	potrzeby	potrebovati	potrzeba	V;IPFV;IND;SG;3;PRS;FIN	
potrebuje	potrzeb	potrebovati	potrzeba	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;FIN;ACT
osrednje	centralnego	osrednji	centralny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
osrednje	central	osrednji	centrala	ADJ;NOM;NEUT;SG	
proge	linii	proga	linia	N;NOM;FEM;PL	N;GEN;FEM;SG
proge	linijki	proga	linijka	N;NOM;FEM;PL	N;ACC;FEM;PL
proge	trasy	proga	trasa	N;NOM;FEM;PL	N;ACC;FEM;PL
proge	tras	proga	tras	N;NOM;FEM;PL	N;GEN;FEM;PL
day	dnia	day	dzień		N;GEN;MASC;SG
day	dzień	day	dzień		N;NOM;MASC;SG
day	dzien	day	dzien		V;IPFV;MASC;IND;SG;PST;FIN;ACT
posnel	nakręcony	posneti	nakręcić	V;PFV;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nil	nilu	biti	nil	N;NOM;MASC;SG	
raste	rosnące	rasti	rosnąć	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
raste	rosnący	rasti	rosnąć	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
raste	uprawa	rasti	uprawa	V;IPFV;IND;SG;3;PRS;FIN	
raste	uprawy	rasti	uprawa	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;FEM;SG
najvišja	najwyższa	visok	wysoki	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;FEM;SG
najvišja	najwyższy	visok	wysoki	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;MASC;SG
najvišja	najwyższe	visok	wysoki	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
nevarnost	niebezpieczeństwie	nevarnost	niebezpieczeństwo	N;NOM;FEM;SG	N;DAT;NEUT;SG
avstraliji	australii	avstralija	australia	N;NOM;FEM;SG	PROPN;GEN;FEM;SG
avstraliji	australia	avstralija	australia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
bryan	bryan	bryan	bryan	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pesek	piach	pesek	pie	N;NOM;MASC;SG	
pesek	piasku	pesek	piasek	N;NOM;MASC;SG	N;GEN;MASC;SG
posadke	załogi	posadka	załoga	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
posadke	crews	posadka	crews	N;NOM;FEM;PL	
posadke	ekipa	posadka	ekipa	N;NOM;FEM;PL	N;NOM;FEM;SG
posadke	załogi	posadka	załoga	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
posadke	załoga	posadka	załoga	N;NOM;FEM;PL	N;NOM;FEM;SG
hall	hala	hall	hala		
hall	sala	hall	sala		N;NOM;FEM;SG
hall	holu	hall	hol		N;GEN;MASC;SG
hall	hall	hall	hall		
arhiv	archiwa	arhiv	archiwa	N;NOM;MASC;SG	
arhiv	archiwa	arhiv	archiwa	N;NOM;MASC;SG	
url	url	url	urla	N;NOM;MASC;SG	
šol	szkół	šola	szkół	N;GEN;FEM;PL	
šol	szkoły	šola	szkoła	N;GEN;FEM;PL	N;GEN;FEM;SG
admiral	admirał	admirati	admirać	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
joe	joe	joe	joe	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
joe	joego	joe	jo	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
gledališča	teatrów	gledališče	teatr	N;NOM;NEUT;PL	N;GEN;MASC;PL
gledališča	kin	gledališče	kin	N;NOM;NEUT;PL	
gledališča	teatrów	gledališče	teatr	N;NOM;NEUT;PL	N;GEN;MASC;PL
gledališča	kina	gledališče	kino	N;NOM;NEUT;PL	N;GEN;NEUT;SG
generacije	pokolenie	generacija	pokolenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
generacije	wytwarzanie	generacija	wytwarzać	N;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
generacije	generacja	generacija	generacja	N;NOM;FEM;PL	N;NOM;FEM;SG
generacije	generowanie	generacija	generować	N;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
generacije	pokolenie	generacija	pokolenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
generacije	pokolenia	generacija	pokolenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
generacije	pokoleń	generacija	pokolenie	N;NOM;FEM;PL	
mornarica	navy	mornarica	navy	N;NOM;FEM;SG	
mornarica	marynarki	mornarica	marynarka	N;NOM;FEM;SG	N;GEN;FEM;SG
domačih	krajowy	domač	krajowy	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
domačih	krajowym	domač	krajowy	ADJ;GEN;MASC;PL	ADJ;INS;MASC;SG
domačih	krajowa	domač	krajowy	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
domačih	krajowe	domač	krajowy	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
