château	σατό	châti	σατός	V;IND;PL;3;IPFV;FIN	N
ice	πάγο	ice	πάγος		ADV
ice	ice	ice	ice		
kate	κέιτ	kate	κέιτ		
kate	kate	kate	kate		
aurora	aurora	aurora	aurora	N;DEF;FEM;SG	
oregon	όρεγκον	oregon	όρεγκον	PROPN	
bănci	μπανκς	bancă	μπανκς	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
afectate	επηρεάστηκαν	afectat	επηρεάζω	ADJ;INDF;FEM;PL	V;PFV;IND;PL;3;PST;FIN;PASS
afectate	επηρεάζεται	afectat	επηρεάζω	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
afectate	επηρέασε	afectat	επηρίαζω	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
baltă	λακκούβα	baltă	λακκούβος	N;INDF;FEM;SG	N;NOM;FEM;SG
pavia	παβία	pavia	παβία	N;DEF;FEM;SG	PROPN;ACC;FEM;SG
structurile	δομές	structură	δομή	N;DEF;FEM;PL	N;NOM;FEM;PL
structurile	κατασκευές	structură	κατασκευή	N;DEF;FEM;PL	N;NOM;FEM;PL
structurile	διαρθρώσεις	structură	διάρθρωση	N;DEF;FEM;PL	N;NOM;FEM;PL
impuse	επέβαλε	impune	επιβάλλω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
impuse	επιβλήθηκε	impune	επιβάλλω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
silezia	σιλεσία	silezie	σιλεσία	N;DEF;FEM;SG	PROPN;ACC;FEM;SG
uriaș	γίγαντας	uriaș	γίγα	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
uriaș	γιγάντια	uriaș	γιγάντια	ADJ;INDF;MASC;SG	ADV
uriaș	γίγαντα	uriaș	γίγαντα	ADJ;INDF;MASC;SG	N;ACC;MASC;SG
alma	άλμα	alm	άλμα	PROPN	N;NOM;NEUT;SG
atribuie	εκχώρηση	atribui	εκχώρηση	V;IND;3;PRS;FIN	N;ACC;FEM;SG
formulă	formula	formulă	formula	N;INDF;FEM;SG	
formulă	τύπος	formulă	τύπος	N;INDF;FEM;SG	N;NOM;MASC;SG
formulă	φόρμουλα	formulă	φόρμουλος	N;INDF;FEM;SG	N;NOM;MASC;SG
kentucky	κεντάκι	kentucky	κεντάκι	PROPN	
mărfuri	φορτίο	marfă	φορτίο	N;INDF;FEM;PL	N;NOM;NEUT;SG
belle	μπελ	belle	μπελ	N;INDF;MASC;SG	
grâu	σιταριού	grâu	σιταριός		N;NOM;NEUT;SG
grâu	σιτάρι	grâu	σιτάρι		N;NOM;NEUT;SG
grâu	σίτου	grâu	σίτο		N;GEN;NEUT;SG
cuantică	κβαντική	cuantic	κβαντικός	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
văzute	δει	văzut	βλέπω	ADJ;INDF;FEM;PL	V;PFV;FIN;ACT
văzute	εθεάθη	văzut	εθεάθω	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;PASS
walt	γουόλτ	walt	γουόλτ	PROPN	
dublin	δουβλίνο	dublin	δουβλίνο	PROPN	
festivaluri	φεστιβάλ	festival	φεστιβάλ	N;INDF;FEM;PL	N;NOM;NEUT;SG
ball	μπαλάκι	ball	μπαλάκι	PROPN	N;NOM;NEUT;SG
ball	μπάλα	ball	μπάλα	PROPN	N;NOM;FEM;SG
rusesc	ρωσική	rusesc	ρωσικός	ADV	ADJ;NOM;FEM;SG
rusesc	ρώσος	rusesc	ρώσος	ADV	PROPN;NOM;MASC;SG
concepte	έννοιες	concept	έννοιος	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
padova	πάδουα	padova	πάδουο	PROPN	N;FEM;SG
echivalentul	ισοδύναμα	echivalent	ισοδύναμα	N;DEF;MASC;SG	N;NOM;NEUT;PL
echivalentul	ισοδύναμη	echivalent	ισοδύναμη	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
echivalentul	ισοδύναμος	echivalent	ισοδύναμος	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
echivalentul	ισοδύναμο	echivalent	ισοδύναμος	N;DEF;MASC;SG	N;NOM;NEUT;SG
postum	μεταθανάτια	postum	μεταθανάτιος	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
postum	μεταθανάτια	postum	μεταθανάτιος	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
plovdiv	πλόβντιβ	plovdiv	πλόβντιβ	PROPN	PROPN;NOM;NEUT;SG
participanții	συμμετέχοντες	participant	συμμετέχων	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
morminte	γκρέιβς	mormânt	γκρέια	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
potențialul	δυνατότητες	potențial	δυνατότητα	N;DEF;MASC;SG	N;NOM;FEM;PL
potențialul	δυναμικό	potențial	δυναμικός	N;DEF;MASC;SG	N;NOM;NEUT;SG
exactă	ακριβής	exact	ακριβής	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
exactă	ακριβές	exact	ακριβής	ADJ;INDF;FEM;SG	ADV
vizibile	ορατό	vizibil	ορατός	ADJ;INDF;FEM;PL	N;ACC;MASC;SG
vizibile	ορατή	vizibil	ορατός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
vizibile	ορατός	vizibil	ορατός	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
uss	uss	uss	uss	PROPN	
flash	flash	flash	flash	N;INDF;MASC;SG	
duminica	κυριακές	duminică	κυριακός	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
duminica	κυριακή	duminică	κυριακή	N;DEF;FEM;SG	N;ACC;FEM;SG
srl	llc	srl	llc		
srl	srl	srl	srl		
srl	ltd	srl	ltd		
materia	ύλη	materie	ύλος	N;DEF;FEM;SG	N;NOM;FEM;SG
persia	περσία	persie	περσία	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
elementare	στοιχειώδη	elementar	στοιχειώδη	ADJ;INDF;FEM;PL	N;NOM;NEUT;PL
elementare	στοιχειώδες	elementar	στοιχειώδης	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
elementare	δημοτικό	elementar	δημοτικός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
christina	χριστίνα	christina	χριστίνα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
christina	κριστίνα	christina	κριστίνα	N;DEF;FEM;SG	
arhipelagul	αρχιπέλαγος	arhipelag	αρχιπέλαγος	N;DEF;MASC;SG	N;NOM;NEUT;SG
datorat	χρωστούσε	datorat	χρωστώ	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
succesiunea	διαδοχή	succesiune	διαδοχή	N;DEF;FEM;SG	N;NOM;FEM;SG
update	ενημέρωση	upda	ενημέρωση	N;INDF;FEM;PL	N;ACC;FEM;SG
update	επικαιροποίηση	upda	επικαιροποίηση	N;INDF;FEM;PL	N;ACC;FEM;SG
execută	εκτέλεση	executa	εκτέλεση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
ecuador	εκουαδόρ	ecuador	εκουαδόρ	PROPN	PROPN;NOM;FEM;SG
bull	bull	bull	bull	N;INDF;MASC;SG	
bull	μπουλ	bull	μπουλ	N;INDF;MASC;SG	NUM
kenya	κένυα	kenya	κένυα	PROPN	PROPN;NOM;FEM;SG
ntupdate	ntupdate	ntupdate	ntupdate	ADJ;INDF;FEM;PL	
îngropat	θάφτηκε	îngropa	θαφτάνω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
îngropat	θαμμένα	îngropa	θαμμένα	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;PL
îngropat	θαμμένος	îngropa	θαμμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
îngropat	θαμμένο	îngropa	θαμμένο	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
îngropat	θαμμένη	îngropa	θαμμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
biblie	βίβλος	biblie	βίβλος	N;INDF;FEM;SG	N;NOM;FEM;SG
biblie	βίβλο	biblie	βίβλος	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricat	κατασκευάζεται	fabrica	κατασκευάζω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
fabricat	κατασκευασμένα	fabrica	κατασκευασμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
fabricat	κατασκευασμένο	fabrica	κατασκευασμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
fabricat	παρασκευάζεται	fabrica	παρασκευάζω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
fabricat	κατασκευάστηκαν	fabrica	κατασκευάζω	ADJ;INDF;MASC;SG	V;PFV;IND;PL;3;PST;FIN;PASS
fabricat	κατασκευάζονται	fabrica	κατασκευάζω	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
fabricat	κατασκευασμένες	fabrica	κατασκευασμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
fabricat	κατασκευασμένα	fabrica	κατασκευασμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
durere	άλγος	durere	άλγος	N;INDF;FEM;SG	N;NOM;NEUT;SG
durere	πόνο	durere	πόνο	N;INDF;FEM;SG	N;ACC;MASC;SG
durere	πόνος	durere	πόνος	N;INDF;FEM;SG	N;NOM;MASC;SG
recomandat	προτεινόμενη	recomandat	προτεινόμενος	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
recomandat	συνιστάται	recomandat	συνιστώ	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
recomandat	προτεινόμενο	recomandat	προτεινόμενος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
recomandat	προτείνεται	recomandat	προτείνω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
taiwan	ταϊβάν	taiwan	ταϊβάν	PROPN	
dramatică	δραματικά	dramatic	δραματικά	ADJ;INDF;FEM;SG	ADV
dramatică	δραματικός	dramatic	δραματικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
dramatică	δραματικό	dramatic	δραματικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
dramatică	δραματική	dramatic	δραματικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
populată	κατοικημένες	populat	κατοικημένος	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
tereza	τερέζα	tereza	τερέζα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
tereza	τερέζα	tereza	τερέζα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
semifinale	ημιτελικά	semifinal	ημιτελικά	N;INDF;FEM;PL	ADV
semifinale	ημιτελικούς	semifinal	ημιτελικός	N;INDF;FEM;PL	ADJ;NOM;MASC;PL
semnată	υπογεγραμμένο	semna	υπογεγράμμενος	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
semnată	υπογεγραμμένη	semna	υπογεγράμμενος	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
semnată	υπογραφή	semna	υπογραφή	ADJ;INDF;FEM;SG	N;ACC;FEM;SG
semnată	υπέγραψε	semna	υπογράφω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
semnată	υπεγράφη	semna	υπεγράφη	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
stelele	άστρα	stea	άστρα	N;DEF;FEM;PL	N;NOM;NEUT;PL
stelele	αστέρια	stea	αστέριος	N;DEF;FEM;PL	N;NOM;NEUT;PL
stelele	stars	stea	stars	N;DEF;FEM;PL	
stelele	αστεράκια	stea	αστεράκιο	N;DEF;FEM;PL	N;NOM;NEUT;PL
emisă	εκδόθηκε	emite	εκδίδω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
emisă	εκδοθέν	emite	εκδοθέν	ADJ;INDF;FEM;SG	N
emisă	εξέδωσε	emite	εκδίδω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
emisă	εκδίδεται	emite	εκδίδω	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
emisă	εκπεμπόμενου	emite	εκπεμπόμενο	ADJ;INDF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
sovieticii	σοβιετικοί	sovietică	σοβιετικός	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
haga	χάγης	hagă	χάγη	PROPN	N;GEN;FEM;SG
haga	χάγη	hagă	χάγη	PROPN	PROPN;ACC;FEM;SG
zeus	δίας	zeu	δία	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
animat	καρτούν	anima	κάρτω	ADJ;INDF;MASC;SG	N;NOM;NEUT;PL
animat	κινούμενα	anima	κινούμενος	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;PL
nintendo	nintendo	nintendo	nintendo	N;INDF;MASC;SG	
locuită	κατοικείται	locuită	κατοικώ	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
ceas	δείτε	ceas	βλέπω	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
democrație	δημοκρατια	democrație	δημοκρατια	N;INDF;FEM;SG	N;NOM;FEM;SG
democrație	δημοκρατία	democrație	δημοκρατία	N;INDF;FEM;SG	N;NOM;FEM;SG
alfa	alpha	alfa	alpha	N;INDF;MASC	
alfa	alfa	alfa	alfa	N;INDF;MASC	
fantastică	φανταστικός	fantastic	φανταστικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
fantastică	φανταστικό	fantastic	φανταστικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
fantastică	φανταστική	fantastic	φανταστικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
fantastică	φανταστικά	fantastic	φανταστικά	ADJ;INDF;FEM;SG	ADV
cerințele	απαιτήσεις	cerință	απαίτηση	N;DEF;FEM;PL	N;NOM;FEM;PL
amenințare	απειλή	amenințare	απειλή	N;INDF;FEM;SG	N;ACC;FEM;SG
bolta	θησαυροφυλάκιο	boltă	θησαυροφυλάκιο	N;DEF;FEM;SG	N;NOM;NEUT;SG
bolta	κρύπτη	boltă	κρύπτης	N;DEF;FEM;SG	N;NOM;FEM;SG
lovituri	κλωτσάει	lovitură	κλωτώ	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
lovituri	φυσάει	lovitură	φύσομαι	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vizitează	επισκεφθείτε	vizita	επισκέπτομαι	V;IND;3;PRS;FIN	V;PFV;IND;PL;2;FIN;PASS
vizitează	επίσκεψη	vizita	επίσκεψη	V;IND;3;PRS;FIN	N;ACC;FEM;SG
vizibil	ορατό	vizibil	ορατός	ADV	N;ACC;MASC;SG
vizibil	ορατά	vizibil	ορατός	ADV	ADJ;NOM;NEUT;PL
vizibil	ορατή	vizibil	ορατός	ADV	ADJ;NOM;FEM;SG
vizibil	ορατός	vizibil	ορατός	ADV	ADJ;NOM;MASC;SG
vizibil	ορατές	vizibil	ορατός	ADV	ADJ;NOM;FEM;PL
rgb	rgb	rgb	rgb	N	
sporturi	αθλητισμός	sport	αθλητισμός	N;INDF;FEM;PL	N;NOM;MASC;SG
sporturi	αθλητικά	sport	αθλητικά	N;INDF;FEM;PL	ADV
informatii	info	informat	info	N;INDF;FEM;PL	
informatii	πληροφορία	informat	πληροφορία	N;INDF;FEM;PL	N;ACC;FEM;SG
informatii	πληροφόρηση	informat	πληροφόρηση	N;INDF;FEM;PL	N;ACC;FEM;SG
observație	παρατήρηση	observație	παρατήρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
observație	παρατήρηση	observație	παρατήρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
parker	πάρκερ	parker	πάρκερ	PROPN	PROPN;NOM;MASC;SG
parker	parker	parker	parker	PROPN	
zeilor	θεούς	zeu	θεός	N;DEF;MASC;PL	N;ACC;MASC;PL
zeilor	θεοί	zeu	θεός	N;DEF;MASC;PL	N;NOM;MASC;PL
liechtenstein	λιχτενστάιν	liechtenstein	λιχτενστάιν	PROPN	
găsiți	βρείτε	găsi	βρίσκω	V;IND;PL;2;IPFV;FIN	V;PFV;IMP;PL;2;FIN;ACT
găsiți	βρες	găsi	βρες	V;IND;PL;2;IPFV;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
găsiți	βρω	găsi	βρω	V;IND;PL;2;IPFV;FIN	V;IPFV;IND;SG;1;FIN;ACT
dur	σκληροί	dur	σκληρός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
tăiat	κόψτε	tăia	κόψτε	ADJ;INDF;MASC;SG	V;PFV;IND;PL;2;PRS;FIN;ACT
tăiat	κομμένα	tăia	κομμένος	ADJ;INDF;MASC;SG	N;NOM;NEUT;PL
tăiat	κόψιμο	tăia	κόψιμο	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
tăiat	κόψω	tăia	κόψω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;1;FIN;ACT
etajul	δάπεδο	etaj	δάπεδο	N;DEF;MASC;SG	N;NOM;NEUT;SG
etajul	όροφο	etaj	όροφος	N;DEF;MASC;SG	N;ACC;MASC;SG
etajul	πάτωμα	etaj	πάτωμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
etajul	όροφος	etaj	όροφος	N;DEF;MASC;SG	N;NOM;MASC;SG
strategie	στρατηγική	strategie	στρατηγική	N;INDF;FEM;SG	N;NOM;FEM;SG
attila	αττίλα	attila	αττίλα	PROPN	N;ACC;MASC;SG
finalizată	ολοκληρώθηκαν	finaliza	ολοκληρώνω	ADJ;INDF;FEM;SG	V;PFV;IND;PL;3;PST;FIN;PASS
finalizată	ολοκληρωθεί	finaliza	ολοκληρώνω	ADJ;INDF;FEM;SG	V;PFV;NFIN;PASS
finalizată	ολοκληρώθηκε	finaliza	ολοκληρώνω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
finalizată	ολοκληρωμένα	finaliza	ολοκληρώνω	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
vinci	βίντσι	vinci	βίντσι	PROPN	
vinci	vinci	vinci	vinci	PROPN	
reptile	ερπετό	reptă	ερπετός	N;INDF;FEM;PL	N;NOM;NEUT;SG
constat	αποτελούνταν	constat	αποτελώ	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;3;PST;FIN;PASS
convinge	πείσω	convinge	πείσω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
sportul	αθλητισμός	sport	αθλητισμός	N;DEF;MASC;SG	N;NOM;MASC;SG
sportul	άθλημα	sport	άθλημα	N;DEF;MASC;SG	N;NOM;NEUT;SG
leul	λιοντάρι	leu	λιοντάρι	N;DEF;MASC;SG	N;NOM;NEUT;SG
leul	λέων	leu	λέος	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	προσωπικό	personal	προσωπικό	N;DEF;MASC;SG	N;NOM;NEUT;SG
personalul	προσωπικού	personal	προσωπικό	N;DEF;MASC;SG	N;GEN;NEUT;SG
personalul	προσωπικό	personal	προσωπικό	N;DEF;MASC;SG	N;NOM;NEUT;SG
preveni	αποτρέψει	preveni	αποτρέπω		V;PFV;IND;SG;3;FIN;ACT
plată	καταβολή	plată	καταβολή	N;INDF;FEM;SG	N;NOM;FEM;SG
plată	πληρωμής	plată	πληρωμή	N;INDF;FEM;SG	N;GEN;FEM;SG
plată	πληρωμή	plată	πληρωμή	N;INDF;FEM;SG	N;NOM;FEM;SG
won	κέρδισα	won	κέρδισα	PROPN	V;PFV;IND;SG;1;PST;FIN;ACT
won	γουόν	won	γουόν	PROPN	
won	κέρδισε	won	κερδίζω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
integrarea	ολοκλήρωση	integrare	ολοκλήρωση	N;DEF;FEM;SG	N;ACC;FEM;SG
integrarea	ένταξη	integrare	ένταξη	N;DEF;FEM;SG	N;ACC;FEM;SG
integrarea	ενσωμάτωση	integrare	ενσωμάτωση	N;DEF;FEM;SG	N;ACC;FEM;SG
integrarea	ενοποίηση	integrare	ενοποίηση	N;DEF;FEM;SG	N;ACC;FEM;SG
reci	ψυχρή	rece	ψυχρή	ADJ;INDF;PL	ADJ;NOM;FEM;SG
reci	κρύος	rece	κρύος	ADJ;INDF;PL	N;NOM;MASC;SG
reci	κρύο	rece	κρύο	ADJ;INDF;PL	N;NOM;NEUT;SG
reci	κρύα	rece	κράο	ADJ;INDF;PL	N;NOM;NEUT;PL
integrat	ολοκληρωμένη	integrat	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
integrat	ολοκληρωμένα	integrat	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
integrat	ολοκληρωμένο	integrat	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
integrat	ολοκληρωμένες	integrat	ολοκληρώνω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
fabricate	κατασκευάζεται	fabrica	κατασκευάζω	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
fabricate	κατασκευασμένα	fabrica	κατασκευασμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
fabricate	κατασκευασμένο	fabrica	κατασκευασμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
fabricate	παρασκευάζεται	fabrica	παρασκευάζω	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
fabricate	κατασκευάστηκαν	fabrica	κατασκευάζω	ADJ;INDF;FEM;PL	V;PFV;IND;PL;3;PST;FIN;PASS
fabricate	κατασκευάζονται	fabrica	κατασκευάζω	ADJ;INDF;FEM;PL	V;IPFV;IND;PL;3;PRS;FIN;PASS
fabricate	κατασκευασμένες	fabrica	κατασκευασμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
fabricate	κατασκευασμένα	fabrica	κατασκευασμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
roosevelt	ρούσβελτ	roosevelt	ρούσβελτ	PROPN	PROPN;NOM;MASC;SG
roosevelt	ρούζβελτ	roosevelt	ρούζβελτ	PROPN	PROPN;NOM;MASC;SG
nuvela	novella	nuvelă	novella	N;DEF;FEM;SG	
vasili	βασίλι	vasil	βασίλι	PROPN	
aviație	αεροπορία	aviație	αεροπορία	N;INDF;FEM;SG	N;NOM;FEM;SG
spanioli	ισπανούς	spaniol	ισπανός	ADJ;INDF;MASC;PL	PROPN;ACC;MASC;PL
spanioli	ισπανοί	spaniol	ισπανός	ADJ;INDF;MASC;PL	PROPN;NOM;MASC;PL
spanioli	ισπανοί	spaniol	ισπανός	ADJ;INDF;MASC;PL	PROPN;NOM;MASC;PL
spanioli	ισπανός	spaniol	ισπανός	ADJ;INDF;MASC;PL	ADJ;NOM;MASC;SG
spanioli	ισπανικά	spaniol	ισπανικά	ADJ;INDF;MASC;PL	ADV
spanioli	ισπανική	spaniol	ισπανικός	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG
heinz	heinz	heinz	heinz	PROPN	
petit	petit	petit	petit	N;INDF;MASC;SG	
thompson	thompson	thompson	thompson	PROPN	
thompson	τόμπσον	thompson	τόμπσον	PROPN	
thompson	τόμσον	thompson	τόμσον	PROPN	
wallace	wallace	wallace	wallace	PROPN	
wallace	γουάλας	wallace	γουάλα	PROPN	PROPN;NOM;MASC;SG
beethoven	μπετόβεν	beethoven	μπετώ	PROPN	N
ploaie	βροχή	ploaie	βροχή	N;INDF;FEM;SG	N;ACC;FEM;SG
ploaie	ρέιν	ploaie	ρέιν	N;INDF;FEM;SG	
ploaie	βροχές	ploaie	βροχή	N;INDF;FEM;SG	N;NOM;FEM;PL
islamului	ισλάμ	islam	ισλάμ	N;DEF;MASC;SG	N;NOM;NEUT;SG
bremen	βρέμη	bremen	βρέμη	PROPN	PROPN;NOM;FEM;SG
zagora	ζαγκόρα	zagoră	ζαγκόρα	PROPN	
artificial	τεχνητή	artificial	τεχνητός	ADV	ADJ;NOM;FEM;SG
artificial	τεχνητό	artificial	τεχνητός	ADV	ADJ;NOM;NEUT;SG
artificial	τεχνητές	artificial	τεχνητής	ADV	ADJ;NOM;FEM;PL
solară	ηλιακές	sola	ηλιακός	ADJ;INDF;FEM;SG	N;NOM;FEM;PL
solară	ηλιακό	sola	ηλιακός	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
solară	ηλιακή	sola	ηλιακός	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
disponibilă	διαθέσιμος	disponibil	διαθέσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
disponibilă	διαθέσιμα	disponibil	διαθέσιμος	ADJ;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
disponibilă	διατίθεται	disponibil	διαθέτω	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
disponibilă	διαθέσιμο	disponibil	διαθέσιμο	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
disponibilă	διαθέσιμη	disponibil	διαθέσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
reprezentative	αντιπροσωπευτική	reprezentativ	αντιπροσωπευτικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
reprezentative	αντιπρόσωπος	reprezentativ	αντιπρόσωπος	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
reprezentative	εκπρόσωπος	reprezentativ	εκπρόσωπος	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
marino	μαρίνο	marină	μαρίνο	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
fetele	κορίτσια	fată	κορίτσι	N;DEF;FEM;PL	N;NOM;NEUT;PL
primită	ελήφθη	primi	λαμβάνω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
primită	έλαβε	primi	λαμβάνω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
guvernat	διέπονται	guvernat	διέπω	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
strategia	στρατηγική	strategie	στρατηγική	N;DEF;FEM;SG	N;NOM;FEM;SG
transmise	διαβιβάζονται	transmis	διαβιβάζω	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
transmise	διαβιβάζεται	transmis	διαβιβάζω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
culmea	κορυφογραμμή	culme	κορυφογραμμή	N;DEF;FEM;SG	N;NOM;FEM;SG
culmea	ριτζ	culme	ριτζ	N;DEF;FEM;SG	
identice	πανομοιότυπα	identic	πανομοιότυπο	ADJ;INDF;FEM;PL	ADV
identice	ίδια	identic	ίδιος	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
