del	del	di	del	ADJ;SG	ADP;MASC;SG
riuscito	exitoso	riuscire	exitoso	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
riuscito	exitosa	riuscire	exitoso	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG
riuscito	exitosas	riuscire	exitoso	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL
riuscito	éxito	riuscire	éxito	V;MASC;SG;PST;V.PTCP	N;MASC;SG
doppia	dobles	doppio	doble	ADJ;FEM;SG	N;PL
orientali	orientales	orientale	oriental	N;MASC;PL	ADJ;PL
orientali	oriental	orientale	oriental	N;MASC;PL	ADJ;SG
orientali	orientales	orientale	oriental	N;MASC;PL	ADJ;PL
orientali	oriental	orientale	oriental	N;MASC;PL	ADJ;SG
orientali	eastern	orientale	eastern	N;MASC;PL	N;MASC;SG
olimpiadi	olimpiada	olimpiade	olimpiado	N;FEM;PL	ADJ;FEM;SG;V.PTCP
olimpiadi	olimpiadas	olimpiade	olimpiado	N;FEM;PL	ADJ;FEM;PL;V.PTCP
avventura	aventuras	avventura	aventura	N;FEM;SG	N;FEM;PL
central	céntrica	central	céntrico	N	ADJ;FEM;SG
central	central	central	central	N	ADJ;SG
central	céntrico	central	céntrico	N	ADJ;MASC;SG
assunto	contratados	assumere	contratado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
assunto	contratado	assumere	contratado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
assunto	contratada	assumere	contratado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
esercizio	ejercicios	esercizio	ejercicio	N;MASC;SG	N;MASC;PL
british	británica	british	británico	N;MASC	ADJ;FEM;SG
urbano	urbanas	urbano	urbano	ADJ;MASC;SG	ADJ;FEM;PL
urbano	urban	urbano	urbar	ADJ;MASC;SG	N;SG
urbano	urbanos	urbano	urbano	ADJ;MASC;SG	ADJ;MASC;PL
perdite	perdida	perdita	perdido	N;FEM;PL	ADJ;FEM;SG;V.PTCP
perdite	pérdida	perdita	pérdida	N;FEM;PL	N;FEM;SG
perdite	perdidas	perdita	perdido	N;FEM;PL	ADJ;FEM;PL;V.PTCP
collana	colgante	collana	colgante	N;FEM;SG	ADJ;SG
cane	perros	cane	perro	N;MASC;SG	N;MASC;PL
aggiungere	adición	aggiungere	adición	V;NFIN	N;FEM;SG
aggiungere	add	aggiungere	add	V;NFIN	INTJ
blues	azules	blues	azul	N;MASC	ADJ;PL
ricca	ricas	ricco	rico	ADJ;FEM;SG	ADJ;FEM;PL
ricca	rich	ricco	rich	ADJ;FEM;SG	PROPN
ricca	ricos	ricco	rico	ADJ;FEM;SG	N;MASC;PL
ricca	ricos	ricco	rico	ADJ;FEM;SG	N;MASC;PL
allen	allen	allen	allar	N;MASC;SG	PROPN
mobile	movil	mobile	movil	ADJ;SG	N;MASC;SG
mobile	celulares	mobile	celular	ADJ;SG	N;PL
mobile	móvil	mobile	móvil	ADJ;SG	N;SG
mobile	móviles	mobile	móvil	ADJ;SG	N;MASC;PL
interrotta	interrumpida	interrompere	interrumpido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
interrotta	interrumpido	interrompere	interrumpir	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
interrotta	abortado	interrompere	abortado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
interrotta	interrumpida	interrompere	interrumpido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
interrotta	interrumpido	interrompere	interrumpir	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
classificata	clasificado	classificare	clasificado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
classificata	clasificada	classificare	clasificado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
classificata	clasificados	classificare	clasificado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
fabbrica	fábricas	fabbrica	fábrica	N;FEM;SG	N;FEM;PL
intenzione	intenciones	intenzione	intención	N;FEM;SG	N;FEM;PL
inserita	insertado	inserire	insertar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
reali	real	reale	real	ADJ;PL	ADJ;SG
reali	verdadero	reale	verdadero	ADJ;PL	ADJ;MASC;SG
norma	norm	norma	norm	N;FEM;SG	PROPN
aeronautica	aeronáutica	aeronautica	aeronáutico	ADJ;FEM;SG	N;FEM;SG
aeronautica	aeronáutica	aeronautica	aeronáutico	ADJ;FEM;SG	N;FEM;SG
east	este	east	este	N;MASC	PRO;MASC;SG
processi	procesa	processo	procesa	N;MASC;PL	V;IND;SG;3;PRS;FIN
muro	murallas	muro	muralla	N;MASC;SG	N;FEM;PL
capito	entendido	capire	entendido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
capito	comprendido	capire	comprendido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
capito	entendieron	capire	entender	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
colpito	impresionado	colpire	impresionar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
colpito	impresionados	colpire	impresionado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
colpito	impresionada	colpire	impresionado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
colpito	hit	colpire	hit	V;MASC;SG;PST;V.PTCP	N;MASC;SG
miller	miller	miller	miller	N;MASC;SG	PROPN
down	abajo	down	abajo	N	ADV
segna	mark	segnare	mark	V;IND;SG;3;PRS;FIN	PROPN
segna	marca	segnare	marca	V;IND;SG;3;PRS;FIN	N;FEM;SG
segna	marcos	segnare	marco	V;IND;SG;3;PRS;FIN	N;MASC;PL
scomparsa	desaparición	scomparire	desaparición	V;FEM;SG;PST;V.PTCP	N;FEM;SG
scomparsa	desapariciones	scomparire	desaparición	V;FEM;SG;PST;V.PTCP	N;FEM;PL
scomparsa	desaparecido	scomparire	desaparecido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
scomparsa	desaparecidos	scomparire	desaparecido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
scomparsa	desaparecida	scomparire	desaparecido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
scomparsa	desaparecido	scomparire	desaparecido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
scomparsa	desaparecidos	scomparire	desaparecido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
scomparsa	ausente	scomparire	ausente	V;FEM;SG;PST;V.PTCP	ADJ;SG
scomparsa	falta	scomparire	falta	V;FEM;SG;PST;V.PTCP	N;FEM;SG
scomparsa	desaparecida	scomparire	desaparecido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
giuliano	julián	giuliano	julián	ADJ;MASC;SG	PROPN
giuliano	julian	giuliano	juliar	ADJ;MASC;SG	PROPN
giuliano	giuliano	giuliano	giuliano	ADJ;MASC;SG	N;MASC;SG
concluse	concluido	concludere	concluido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
concluse	concluidos	concludere	concluido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
fred	fred	fred	fred	N;SG	PROPN
pesante	heavy	pesante	heavy	ADJ;SG	N;MASC;SG
pesante	pesadas	pesante	pesado	ADJ;SG	ADJ;FEM;PL;V.PTCP
pesante	pesados	pesante	pesado	ADJ;SG	ADJ;MASC;PL;V.PTCP
errori	error	errore	error	N;MASC;PL	N;MASC;SG
piede	pié	piede	pié	N;MASC;SG	
impiegato	empleada	impiegare	empleado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
impiegato	empleados	impiegare	empleado	V;MASC;SG;PST;V.PTCP	N;MASC;PL
impiegato	trabajador	impiegare	trabajador	V;MASC;SG;PST;V.PTCP	N;MASC;SG
impiegato	asalariado	impiegare	asalariado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
impiegato	empleado	impiegare	empleado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
impiegato	escribano	impiegare	escribano	V;MASC;SG;PST;V.PTCP	N;MASC;SG
impiegato	empleado	impiegare	empleado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuto	reconocido	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuto	reconocidas	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
riconosciuto	reconocidos	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
riconosciuto	reconocida	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
riconosciuto	reconocido	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuto	reconocidos	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
riconosciuto	reconocida	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
riconosciuto	reconocido	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
riconosciuto	reconocidas	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
riconosciuto	reconocidos	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
riconosciuto	reconocida	riconoscere	reconocido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
civica	cívicas	civico	cívico	ADJ;FEM;SG	ADJ;FEM;PL
civica	cívicos	civico	cívico	ADJ;FEM;SG	ADJ;MASC;PL
civica	civic	civico	civic	ADJ;FEM;SG	N;MASC;SG
destro	correcto	destro	correcto	N;MASC;SG	ADJ;MASC;SG
uguale	iguales	uguale	igual	ADJ;SG	ADJ;PL
uguale	equivale	uguale	equivaler	ADJ;SG	V;IND;SG;3;PRS;FIN
uguale	equal	uguale	equal	ADJ;SG	N
uguale	iguales	uguale	igual	ADJ;SG	ADJ;PL
uguale	igual	uguale	igual	ADJ;SG	ADV
diplomatico	diplomáticos	diplomatico	diplomático	ADJ;MASC;SG	ADJ;MASC;PL
diplomatico	diplomáticas	diplomatico	diplomático	ADJ;MASC;SG	ADJ;FEM;PL
diplomatico	diplomático	diplomatico	diplomático	ADJ;MASC;SG	N;MASC;SG
diplomatico	diplomático	diplomatico	diplomático	ADJ;MASC;SG	N;MASC;SG
diplomatico	diplomáticos	diplomatico	diplomático	ADJ;MASC;SG	ADJ;MASC;PL
diplomatico	diplomáticas	diplomatico	diplomático	ADJ;MASC;SG	ADJ;FEM;PL
diplomatico	diplomático	diplomatico	diplomático	ADJ;MASC;SG	N;MASC;SG
diplomatico	diplomacia	diplomatico	diplomacia	ADJ;MASC;SG	N;FEM;SG
contrari	contra	contrario	contra	ADJ;MASC;PL	ADP
contrari	against	contrario	against	ADJ;MASC;PL	N
nomina	cita	nominare	cita	V;IND;SG;3;PRS;FIN	N;FEM;SG
nomina	designación	nominare	designación	V;IND;SG;3;PRS;FIN	N;FEM;SG
nomina	nombramiento	nominare	nombramiento	V;IND;SG;3;PRS;FIN	N;MASC;SG
sicuro	confiados	sicuro	confiado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
sicuro	claro	sicuro	claro	ADJ;MASC;SG	ADV
fox	fox	fox	fox	N	PROPN
tenuta	patrimonio	tenere	patrimonio	V;FEM;SG;PST;V.PTCP	N;MASC;SG
tenuta	finca	tenere	finca	V;FEM;SG;PST;V.PTCP	N;FEM;SG
tenuta	tenuta	tenere	tenuta	V;FEM;SG;PST;V.PTCP	N;SG
tenuta	celebrada	tenere	celebrado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
veloce	rapidez	veloce	rapidez	ADJ;SG	N;FEM;SG
veloce	quick	veloce	quick	ADJ;SG	INTJ
veloce	rapido	veloce	rapido	ADJ;SG	INTJ
veloce	rapidez	veloce	rapidez	ADJ;SG	N;FEM;SG
veloce	rapido	veloce	rapido	ADJ;SG	INTJ
veloce	fast	veloce	fast	ADJ;SG	N
veloce	ayuno	veloce	ayuno	ADJ;SG	N;MASC;SG
veloce	rapido	veloce	rapido	ADJ;SG	INTJ
veloce	rápidamente	veloce	rápidamente	ADJ;SG	ADV
lunghe	largo	lungo	largo	ADJ;FEM;PL	ADJ;MASC;SG
lunghe	larga	lungo	largo	ADJ;FEM;PL	ADJ;FEM;SG
lunghe	long	lungo	long	ADJ;FEM;PL	
criminale	criminales	criminale	criminal	ADJ;SG	N;PL
criminale	penales	criminale	penal	ADJ;SG	ADJ;PL
criminale	delincuente	criminale	delincuente	ADJ;SG	N;SG
trasmesso	transmitida	trasmettere	transmitir	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trasmesso	transmitido	trasmettere	transmitido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasmesso	transmitidos	trasmettere	transmitir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ritorna	retornos	ritornare	retorno	V;IND;SG;3;PRS;FIN	N;MASC;PL
ritorna	regresos	ritornare	regresos	V;IND;SG;3;PRS;FIN	N;MASC;PL
ritorna	devoluciones	ritornare	devolución	V;IND;SG;3;PRS;FIN	N;FEM;PL
acido	ácidos	acido	ácido	N;MASC;SG	N;MASC;PL
ludovico	luis	ludovico	luis	ADJ;MASC;SG	N;MASC;SG
ludovico	ludwig	ludovico	ludwig	ADJ;MASC;SG	PROPN
ludovico	ludovico	ludovico	ludovico	ADJ;MASC;SG	N;MASC;SG
robin	robin	robin	robin	N	PROPN
who	oms	who	oms		N;FEM;SG
who	quiénes	who	quién		PRO;PL
who	quién	who	quién		PRO;SG
who	quien	who	quien		PRO;SG
leo	leo	leo	leo	N;SG	V;IND;SG;3;PRS;FIN
ciascuno	cada	ciascuno	cada	PRO;MASC;SG	DET;SG
percussioni	percusión	percussione	percusión	N;FEM;PL	N;FEM;SG
percussioni	batería	percussione	batería	N;FEM;PL	N;FEM;SG
charlie	charlie	charlia	charlie	N	PROPN
fiducia	confía	fiducia	confiar	N;FEM;SG	V;IND;SG;3;PRS;FIN
org	org	org	org	N;SG	
torri	torri	torre	torri	N;FEM;PL	N;MASC;SG
semplici	simple	semplice	simple	ADJ;PL	ADJ;SG
semplici	sencilla	semplice	sencillo	ADJ;PL	ADJ;FEM;SG
semplici	sencillo	semplice	sencillo	ADJ;PL	ADJ;MASC;SG
salto	salta	salto	salta	N;MASC;SG	
salto	saltar	salto	saltar	N;MASC;SG	V;NFIN
fabrizio	fabrizio	fabrizio	fabrizio	N;MASC;SG	PROPN
raggio	rayos	raggio	rayo	N;MASC;SG	N;MASC;PL
raggio	ray	raggio	ray	N;MASC;SG	PROPN
frequenza	frecuencias	frequenza	frecuencia	N;FEM;SG	N;FEM;PL
tornei	torneo	torneo	torneo	N;MASC;PL	N;MASC;SG
alti	alto	alto	alto	ADJ;MASC;PL	ADJ;MASC;SG
desiderio	deseo	desiderio	desear	N;MASC;SG	V;IND;SG;1;PRS;FIN
desiderio	desea	desiderio	desear	N;MASC;SG	V;IND;SG;3;PRS;FIN
desiderio	deseo	desiderio	desear	N;MASC;SG	V;IND;SG;1;PRS;FIN
desiderio	desearía	desiderio	desear	N;MASC;SG	V;COND;SG;3;FIN
desiderio	desee	desiderio	desear	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
sacra	sagradas	sacro	sagrado	ADJ;FEM;SG	N;FEM;PL
sacra	sagrados	sacro	sagrado	ADJ;FEM;SG	ADJ;MASC;PL
matt	matt	matt	matt	N;MASC	PROPN
matt	mat	matt	mat	N;MASC	
lancia	lanza	lanciare	lanza	V;IND;SG;3;PRS;FIN	N;FEM;SG
lancia	lanzamientos	lanciare	lanzamiento	V;IND;SG;3;PRS;FIN	N;MASC;PL
lancia	lanzamiento	lanciare	lanzamiento	V;IND;SG;3;PRS;FIN	N;MASC;SG
lancia	lanza	lanciare	lanza	V;IND;SG;3;PRS;FIN	N;FEM;SG
lancia	lancia	lanciare	lancia	V;IND;SG;3;PRS;FIN	N;MASC;SG
lancia	lanza	lanciare	lanza	V;IND;SG;3;PRS;FIN	N;FEM;SG
ken	ken	ken	ken	N;MASC;SG	PROPN
inserimento	insertar	inserimento	insertar	N;MASC;SG	V;NFIN
lucia	lucía	lucia	lucir	N;FEM;SG	V;IND;SG;3;IPFV;FIN
lucia	lucía	lucia	lucir	N;FEM;SG	V;IND;SG;3;IPFV;FIN
popolari	popular	popolare	popular	ADJ;PL	ADJ;SG
popolari	populares	popolare	popular	ADJ;PL	N;PL
popolari	tendencias	popolare	tendencia	ADJ;PL	N;FEM;PL
popolari	tendencia	popolare	tendencia	ADJ;PL	N;FEM;SG
bel	bel	bello	bel	ADJ;MASC;SG	PROPN
infinito	infinita	infinito	infinito	N;MASC;SG	ADJ;FEM;SG
infinito	infinito	infinito	infinito	N;MASC;SG	ADJ;MASC;SG
infinito	infinitos	infinito	infinito	N;MASC;SG	ADJ;MASC;PL
infinito	infinitas	infinito	infinito	N;MASC;SG	ADJ;FEM;PL
infinito	infinito	infinito	infinito	N;MASC;SG	ADJ;MASC;SG
infinito	interminable	infinito	interminable	N;MASC;SG	ADJ;SG
infinito	interminables	infinito	interminable	N;MASC;SG	ADJ;PL
infinito	infinitas	infinito	infinito	N;MASC;SG	ADJ;FEM;PL
trasferito	transferida	trasferire	transferido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trasferito	transferido	trasferire	transferir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasferito	trasladado	trasferire	trasladar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasferito	transferidos	trasferire	transferido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
trasferito	transferidas	trasferire	transferido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
richieste	solicita	richiedere	solicitar	V;FEM;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN
richieste	peticiones	richiedere	petición	V;FEM;PL;PST;V.PTCP	N;FEM;PL
richieste	solicitudes	richiedere	solicitud	V;FEM;PL;PST;V.PTCP	N;FEM;PL
minaccia	amenazante	minaccia	amenazante	N;FEM;SG	ADJ;SG
minaccia	amenazador	minaccia	amenazador	N;FEM;SG	ADJ;MASC;SG
minaccia	amenazar	minaccia	amenazar	N;FEM;SG	V;NFIN
marc	marc	marc	marc	N;SG	PROPN
girolamo	jerónimo	girolare	jerónimo	N;MASC;SG	ADJ;MASC;SG
girolamo	jerome	girolare	jerome	N;MASC;SG	PROPN
pensa	piensen	pensare	pensar	V;IND;SG;2;PRS;FIN	V;IMP;PL;3;FIN
pensa	piensa	pensare	pensar	V;IND;SG;2;PRS;FIN	V;IND;SG;3;PRS;FIN
pensa	think	pensare	think	V;IND;SG;2;PRS;FIN	N
pensa	piense	pensare	pensar	V;IND;SG;2;PRS;FIN	V;IMP;SG;3;FIN
pensa	piensa	pensare	pensar	V;IND;SG;2;PRS;FIN	V;IND;SG;3;PRS;FIN
scritte	escrito	scritta	escrito	N;FEM;PL	ADJ;MASC;SG;V.PTCP
scritte	escritas	scritta	escrito	N;FEM;PL	ADJ;FEM;PL;V.PTCP
scritte	escrita	scritta	escrito	N;FEM;PL	ADJ;FEM;SG;V.PTCP
sequenza	secuencias	sequenza	secuencia	N;FEM;SG	N;FEM;PL
amante	ama	amante	amar	N;SG	V;IND;SG;3;PRS;FIN
amante	enamorado	amante	enamorado	N;SG	ADJ;MASC;SG;V.PTCP
rilevante	relevantes	rilevante	relevante	ADJ;SG	ADJ;PL
rilevante	pertinentes	rilevante	pertinente	ADJ;SG	ADJ;PL
ritirato	jubilados	ritirare	jubilado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ritirato	retirados	ritirare	retirar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ritirato	retirado	ritirare	retirado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ritirato	retirada	ritirare	retirada	V;MASC;SG;PST;V.PTCP	N;FEM;SG
ritirato	jubilado	ritirare	jubilado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
argomenti	temáticas	argomento	temático	N;MASC;PL	ADJ;FEM;PL
argomenti	argumentación	argomento	argumentación	N;MASC;PL	N;FEM;SG
alfredo	alfred	alfredo	alfred	N;MASC;SG	PROPN
giapponesi	japonesas	giapponese	japonés	N;PL	ADJ;FEM;PL
giapponesi	japonesa	giapponese	japonés	N;PL	ADJ;FEM;SG
giapponesi	japonés	giapponese	japonés	N;PL	N;MASC;SG
aprire	abierta	aprire	abierto	V;NFIN	ADJ;FEM;SG;V.PTCP
aprire	abierto	aprire	abierto	V;NFIN	ADJ;MASC;SG;V.PTCP
necessaria	necesitó	necessario	necesitar	ADJ;FEM;SG	V;IND;SG;3;PST;FIN
necessaria	necesitaba	necessario	necesitar	ADJ;FEM;SG	V;IND;SG;3;IPFV;FIN
necessaria	necesarias	necessario	necesario	ADJ;FEM;SG	ADJ;FEM;PL
necessaria	necesarios	necessario	necesario	ADJ;FEM;SG	ADJ;MASC;PL
prezzo	precios	prezzo	precio	N;MASC;SG	N;MASC;PL
meccanica	mecánicos	meccanica	mecánico	N;FEM;SG	ADJ;MASC;PL
meccanica	mecánica	meccanica	mecánico	N;FEM;SG	ADJ;FEM;SG
meccanica	mecánicas	meccanica	mecánico	N;FEM;SG	ADJ;FEM;PL
meccanica	mecánico	meccanica	mecánico	N;FEM;SG	ADJ;MASC;SG
meccanica	mecánicos	meccanica	mecánico	N;FEM;SG	ADJ;MASC;PL
meccanica	mecánica	meccanica	mecánico	N;FEM;SG	ADJ;FEM;SG
meccanica	mecánicas	meccanica	mecánico	N;FEM;SG	ADJ;FEM;PL
descritto	descrito	descrivere	descrito	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
descritto	descrita	descrivere	descrito	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
descritto	descritos	descrivere	descrito	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
definita	definida	definire	definido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
definita	definidos	definire	definido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
definita	definidas	definire	definido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
definita	definido	definire	definido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
legame	bonos	legame	bono	N;MASC;SG	N;MASC;PL
trento	trent	trento	trent	ADJ;MASC;SG	PROPN
trento	trento	trento	trento	ADJ;MASC;SG	N;MASC;SG
trento	trento	trento	trento	ADJ;MASC;SG	N;MASC;SG
trasferita	transferida	trasferire	transferido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trasferita	transferido	trasferire	transferir	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasferita	trasladado	trasferire	trasladar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trasferita	transferidos	trasferire	transferido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
trasferita	transferidas	trasferire	transferido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
avventure	aventura	avventura	aventura	N;FEM;PL	N;FEM;SG
finlandese	finés	finlandese	finés	ADJ;SG	N;MASC;SG
finlandese	finlandesa	finlandese	finlandés	ADJ;SG	N;FEM;SG
finlandese	finlandés	finlandese	finlandés	ADJ;SG	N;MASC;SG
finlandese	finlandia	finlandese	finlandia	ADJ;SG	N;FEM;SG
finisce	extremos	finire	extremo	V;IND;SG;3;PRS;FIN	N;MASC;PL
femminili	femenina	femminile	femenino	ADJ;PL	ADJ;FEM;SG
femminili	femenino	femminile	femenino	ADJ;PL	ADJ;MASC;SG
vecchi	viejo	vecchio	viejo	ADJ;MASC;PL	ADJ;MASC;SG
vecchi	antiguo	vecchio	antiguo	ADJ;MASC;PL	ADJ;MASC;SG
vecchi	antigua	vecchio	antiguo	ADJ;MASC;PL	ADJ;FEM;SG
vecchi	vieja	vecchio	viejo	ADJ;MASC;PL	ADJ;FEM;SG
vecchi	vecchi	vecchio	vecchi	ADJ;MASC;PL	PROPN
dipinti	pintada	dipinto	pintado	N;MASC;PL	ADJ;FEM;SG;V.PTCP
dipinti	pintado	dipinto	pintado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
dipinti	pintados	dipinto	pintado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
gabriele	gabriel	gabriele	gabriel	N;SG	PROPN
gabriele	gabriele	gabriele	gabriele	N;SG	PROPN
favorevole	favorables	favorevole	favorable	ADJ;SG	ADJ;PL
favorevole	favorables	favorevole	favorable	ADJ;SG	ADJ;PL
trasformazione	procesando	trasformazione	procesar	N;FEM;SG	V;V.MSDR
trasformazione	procesado	trasformazione	procesado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
trasformazione	transformaciones	trasformazione	transformación	N;FEM;SG	N;FEM;PL
trasformazione	transformarse	trasformazione	transformar	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
trasformazione	transformada	trasformazione	transformado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
trasformazione	transformar	trasformazione	transformar	N;FEM;SG	V;NFIN
trasformazione	transforma	trasformazione	transformar	N;FEM;SG	V;IND;SG;3;PRS;FIN
attuali	actualidad	attuale	actualidad	ADJ;PL	N;FEM;SG
attuali	actual	attuale	actual	ADJ;PL	ADJ;SG
attuali	corriente	attuale	corriente	ADJ;PL	N;MASC;SG
pre	pre	pre	pre	N;MASC	
aumentare	incremento	aumentare	incremento	V;NFIN	N;MASC;SG
aumentare	aumento	aumentare	aumento	V;NFIN	N;MASC;SG
wild	silvestre	wild	silvestre	N	ADJ;SG
wild	salvaje	wild	salvaje	N	ADJ;SG
prigionieri	prisionera	prigioniero	prisionera	N;MASC;PL	N;FEM;SG
prigionieri	preso	prigioniero	preso	N;MASC;PL	N;MASC;SG
prigionieri	prisionero	prigioniero	prisionero	N;MASC;PL	N;MASC;SG
israele	israelí	israele	israelí	N;MASC;SG	ADJ;SG
azzurro	azules	azzurro	azul	ADJ;MASC;SG	ADJ;PL
azzurro	blue	azzurro	blue	ADJ;MASC;SG	N
azzurro	azure	azzurro	azure	ADJ;MASC;SG	N;SG
carri	vagón	carro	vagón	N;MASC;PL	N;MASC;SG
carri	carreta	carro	carreta	N;MASC;PL	N;FEM;SG
carri	carro	carro	carro	N;MASC;PL	N;MASC;SG
responsabilità	pasivo	responsabilità	pasivo	N;FEM	ADJ;MASC;SG
franz	franz	franz	franz	N;MASC;SG	PROPN
morire	die	morire	die	V;NFIN	PROPN
morire	moribundo	morire	moribundo	V;NFIN	ADJ;MASC;SG
dark	oscuro	dark	oscuro	N	ADJ;MASC;SG
dark	oscuros	dark	oscuro	N	ADJ;MASC;PL
dark	oscura	dark	oscuro	N	ADJ;FEM;SG
dark	gótica	dark	gótico	N	ADJ;FEM;SG
dark	gótico	dark	gótico	N	ADJ;MASC;SG
fame	hambrienta	fame	hambriento	N;FEM;SG	ADJ;FEM;SG
fame	hambrientos	fame	hambriento	N;FEM;SG	ADJ;MASC;PL
