for	varten	for	varten	ADP	ADV
body	ruumis	body	ruumis		N;NOM;SG
body	kehon	body	keho		N;GEN;SG
body	keho	body	keho		N;NOM;SG
talent	taitava	talent	taitava	N;INDF;NEUT;SG	ADJ;NOM;SG
talent	lahjakas	talent	lahjakas	N;INDF;NEUT;SG	ADJ;NOM;SG
forsvare	puolustaminen	forsvare	puolustaminen	V;NFIN;ACT	N;NOM;SG
hof	hof	hof	hof	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
mord	murhia	mord	murha	N;INDF;NEUT;SG	N;PRT;PL
mord	murhat	mord	murha	N;INDF;NEUT;SG	N;NOM;PL
mord	murhat	mord	murha	N;INDF;NEUT;SG	N;NOM;PL
anthony	anthony	anthony	anthony		PROPN;NOM;SG
placerede	laitettu	placere	laittaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
placerede	sijoitettu	placere	sijoittaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
administrativt	hallinnolliset	administrativt	hallinnollinen	ADV	ADJ;NOM;PL
administrativt	hallinnollinen	administrativt	hallinnollinen	ADV	ADJ;NOM;SG
christoffer	christopher	christof	christopher	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
godkendt	valtuutettu	godkende	valtuutettu	V;INDF;SG;PST;V.PTCP	N;NOM;SG
godkendt	sallittu	godkende	sallittu	V;INDF;SG;PST;V.PTCP	N;NOM;SG
godkendt	hyväksytyt	godkende	hyväksyä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
godkendt	valtuutettu	godkende	valtuutettu	V;INDF;SG;PST;V.PTCP	N;NOM;SG
godkendt	sallittu	godkende	sallittu	V;INDF;SG;PST;V.PTCP	N;NOM;SG
light	kevyt	light	kevyt		ADJ;NOM;SG
light	valoa	light	valo		N;PRT;SG
light	valo	light	valo		N;NOM;SG
light	light	light	light		
forhandlinger	neuvottelu	forhandling	neuvottelu	N;INDF;MASC+FEM;PL	N;NOM;SG
grant	myöntää	gran	myöntää	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
grant	grant	gran	grant	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
hugo	hugo	hugo	hugo		N;NOM;SG
ejes	omistaa	eje	omistaa	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
ejes	omisti	eje	omistaa	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN;ACT
ejes	omistuksessa	eje	omistus	V;IND;PRS;FIN;PASS	N;IN+ESS;SG
dark	dark	dark	dark		
dark	tumma	dark	tumma		ADJ;NOM;SG
dark	pimeä	dark	pimeä		ADJ;NOM;SG
dark	pimeää	dark	pimeä		ADJ;PRT;SG
dark	tumman	dark	tumma		ADJ;GEN;SG
kommunikation	kommunikoi	kommunikation	kommunikoida	N;INDF;MASC+FEM;SG	V;IND;SG;2;FIN;ACT
tilhængere	seuraajaa	tilhænger	seuraaja	N;INDF;MASC+FEM;PL	N;PRT;SG
smukke	kaunista	smukke	kaunis	ADJ;PL	ADJ;PRT;SG
smukke	kaunotar	smukke	kaunotar	ADJ;PL	N;NOM;SG
smukke	kaunis	smukke	kaunis	ADJ;PL	ADJ;NOM;SG
smukke	aika	smukke	aika	ADJ;PL	N;NOM;SG
smukke	nätti	smukke	nätti	ADJ;PL	ADJ;NOM;SG
smukke	upea	smukke	upea	ADJ;PL	ADJ;NOM;SG
forkert	virheelliset	forkert	virheellinen	ADJ;INDF;SG	ADJ;NOM;PL
forkert	väärin	forkert	väärin	ADJ;INDF;SG	ADV
forkert	väärin	forkert	väärin	ADJ;INDF;SG	ADV
forkert	vikaa	forkert	vika	ADJ;INDF;SG	N;PRT;SG
media	tiedotusvälineet	media	tiedotus#väline		N;NOM;PL
media	media	media	media		N;NOM;SG
media	mediaa	media	media		N;PRT;SG
media	medialle	media	media		N;AT+ALL;SG
media	tiedotusvälineiden	media	tiedotus#väline		N;GEN;PL
canadiske	kanadan	canadisk	kanada	ADJ;PL	N;GEN;SG
canadiske	kanadalainen	canadisk	kanadalainen	ADJ;PL	ADJ;NOM;SG
bevægelser	liikkuvuuden	bevægelse	liikkuvuus	N;INDF;MASC+FEM;PL	N;GEN;SG
bevægelser	liikkuminen	bevægelse	liikkuminen	N;INDF;MASC+FEM;PL	N;NOM;SG
bevægelser	liike	bevægelse	liike	N;INDF;MASC+FEM;PL	N;NOM;SG
bevægelser	liikkuvuus	bevægelse	liikkuvuus	N;INDF;MASC+FEM;PL	N;NOM;SG
double	kaksinkertainen	doubel	kaksinkertainen		ADJ;NOM;SG
double	tupla	doubel	tupla		N;NOM;SG
mikkel	mikkel	mikkel	mikkel		PROPN;NOM;SG
mikkel	topi	mikkel	topi		PROPN;NOM;SG
vokset	aikuinen	vokse	aikuinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
jødisk	juutalaista	jødisk	juutalainen	ADJ;INDF;SG	N;PRT;SG
jødisk	juutalaiset	jødisk	juutalainen	ADJ;INDF;SG	N;NOM;PL
california	kaliforniasta	california	kalifornia		N;IN+ABL;SG
california	kaliforniaan	california	kalifornia		N;IN+ALL;SG
california	kalifornia	california	kaliforni		N;NOM;SG
california	kalifornian	california	kalifornia		N;GEN;SG
erstatning	korvaukset	erstatning	korvaus	N;INDF;MASC+FEM;SG	N;NOM;PL
erstatning	vahingot	erstatning	vahinko	N;INDF;MASC+FEM;SG	N;NOM;PL
erstatning	korvaava	erstatning	korvata	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
erstatning	korvaava	erstatning	korvata	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
sygdomme	tauti	sygdom	tauti	N;INDF;MASC+FEM;PL	N;NOM;SG
sygdomme	taudista	sygdom	tauti	N;INDF;MASC+FEM;PL	N;IN+ABL;SG
sygdomme	sairaus	sygdom	sairaus	N;INDF;MASC+FEM;PL	N;NOM;SG
arkæologiske	arkeologinen	arkæologisk	arkeologinen	ADJ;PL	ADJ;NOM;SG
sendes	lähetti	sende	lähettää	V;IND;PRS;FIN;PASS	N;NOM;SG
stående	pystyssä	stå	pystyssä	V;PRS;V.PTCP	ADV
stående	pysyvän	stå	pysyvä	V;PRS;V.PTCP	ADJ;GEN;SG
registreret	rekisteröidyt	registrere	rekisteröidä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
registreret	kirjatut	registrere	kirjata	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
registreret	kirjataan	registrere	kirjata	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
registreret	havaitut	registrere	havaita	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
modstander	vastustajat	modstander	vastustaja	N;INDF;MASC+FEM;SG	N;NOM;PL
menneskelige	ihmisen	menneskelig	ihminen	ADJ;PL	N;GEN;SG
menneskelige	ihminen	menneskelig	ihminen	ADJ;PL	N;NOM;SG
menneskelige	inhimillinen	menneskelig	inhimillinen	ADJ;PL	ADJ;NOM;SG
absolut	absoluuttinen	absolut	absoluuttinen	ADV	ADJ;NOM;SG
absolut	ehdoton	absolut	ehdoton	ADV	ADJ;NOM;SG
josé	jose	josé	jose		PROPN;NOM;SG
josé	josé	josé	josé		PROPN;NOM;SG
josé	josé	josé	josé		PROPN;NOM;SG
stig	stig	stig	stig		PROPN;NOM;SG
forklaring	selitykset	forklaring	selitys	N;INDF;MASC+FEM;SG	N;NOM;PL
forklaring	selitykset	forklaring	selitys	N;INDF;MASC+FEM;SG	N;NOM;PL
forklaring	selityksiä	forklaring	selitys	N;INDF;MASC+FEM;SG	N;PRT;PL
book	kirja	book	kirja	V;IMP	N;NOM;SG
book	kirjaa	book	kirja	V;IMP	N;PRT;SG
book	varaa	book	vara	V;IMP	N;PRT;SG
hot	hot	hot	hot	N;INDF;NEUT;SG	
hot	kuumat	hot	kuuma	N;INDF;NEUT;SG	ADJ;NOM;PL
hot	kuumaa	hot	kuuma	N;INDF;NEUT;SG	ADJ;PRT;SG
hot	kuuma	hot	kuuma	N;INDF;NEUT;SG	ADJ;NOM;SG
ellen	ellen	ellen	ellen		N;NOM;SG
blod	blood	blod	blood	N;INDF;NEUT;SG	
aktivt	aktiivisia	aktiv	aktiivinen	ADJ;INDF;NEUT;SG	ADJ;PRT;PL
aktivt	aktiiviset	aktiv	aktiivinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
aktivt	aktiivisesti	aktiv	aktiivisesti	ADJ;INDF;NEUT;SG	ADV
jimmy	jimmy	jimmy	jimmy		PROPN;NOM;SG
given	annettu	give	antaa	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
given	annetut	give	antaa	N;INDF;MASC+FEM;SG	V;NOM;PL;V.PTCP;PASS
solo	solo	solo	solo		N;NOM;SG
solo	yksin	solo	yksin		ADV
skiftet	muutettu	skift	muuttaa	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;PASS
skiftet	muuttunut	skift	muuttua	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;ACT
skiftet	muutti	skift	muuttaa	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN;ACT
skiftet	vaihdettu	skift	vaihtaa	N;DEF;NEUT;SG	V;NOM;SG;V.PTCP;PASS
stillehavet	pacific	stillehavet	pacific	N;DEF;NEUT;SG	
detaljer	yksityiskohtainen	detalje	yksityis#kohtainen	N;INDF;MASC+FEM;PL	ADJ;NOM;SG
detaljer	yksityiskohtaisesti	detalje	yksityis#kohtaisesti	N;INDF;MASC+FEM;PL	ADV
detaljer	yksityiskohta	detalje	yksityis#kohta	N;INDF;MASC+FEM;PL	N;NOM;SG
tegner	kiinnitetään	tegne	kiinnittää	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
tegner	piirustus	tegne	piirustus	V;IND;PRS;FIN;ACT	N;NOM;SG
tegner	piirros	tegne	piirros	V;IND;PRS;FIN;ACT	N;NOM;SG
rester	jäännös	rest	jäännös	N;INDF;MASC+FEM;PL	N;NOM;SG
sjældne	harvinainen	sjælden	harvinainen	ADJ;PL	ADJ;NOM;SG
fanget	ansassa	fange	ansa	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
fanget	loukussa	fange	loukku	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
fanget	kiinni	fange	kiinni	V;INDF;SG;PST;V.PTCP	ADV
redde	pelastaminen	redde	pelastaminen	V;NFIN;ACT	N;NOM;SG
redde	säästöt	redde	säästö	V;NFIN;ACT	N;NOM;PL
redde	tallennetaan	redde	tallentaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
redde	pelastus	redde	pelastus	V;NFIN;ACT	N;NOM;SG
redde	pelastaminen	redde	pelastaminen	V;NFIN;ACT	N;NOM;SG
nævner	mainitaan	nævne	mainita	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
nævner	maininnat	nævne	maininta	V;IND;PRS;FIN;ACT	N;NOM;PL
nævner	nimittäjä	nævne	nimittäjä	V;IND;PRS;FIN;ACT	N;NOM;SG
nævner	mainitse	nævne	mainita	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
nævner	maininta	nævne	maininta	V;IND;PRS;FIN;ACT	N;NOM;SG
sven	sven	sven	sven		N;NOM;SG
undersøge	tutkittava	undersøge	tutkia	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
analyse	analyysit	analyse	analyysi	N;INDF;MASC+FEM;SG	N;NOM;PL
landskab	maisemat	landskab	maisema	N;INDF;NEUT;SG	N;NOM;PL
flygte	pakene	flygte	paeta	V;NFIN;ACT	N;NOM;PL
flygte	pakene	flygte	paeta	V;NFIN;ACT	N;NOM;PL
flygte	pako	flygte	pako	V;NFIN;ACT	N;NOM;SG
kant	edge	kant	edge	N;INDF;MASC+FEM;SG	
boys	poikia	boys	poika		N;PRT;PL
boys	pojat	boys	poika		N;NOM;PL
hvidt	valkoiset	hvid	valkoinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
trækker	vetäminen	trække	vetäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
nicolas	nicolas	nicolas	nicolas		PROPN;NOM;SG
audi	audi	audi	audi	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
udvikler	kehittäjä	udvikel	kehittäjä	V;IND;PRS;FIN;ACT	N;NOM;SG
dead	kuolleet	dead	kuolla		V;NOM;PL;V.PTCP;ACT
dead	kuollut	dead	kuolla		V;NOM;SG;V.PTCP;ACT
tvang	pakotettu	tvinge	pakottaa	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
tvang	pakotti	tvinge	pakottaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN;ACT
tøj	vaatteet	tøj	vaate	N;INDF;NEUT;SG	N;NOM;PL
tøj	vaatteita	tøj	vaate	N;INDF;NEUT;SG	N;PRT;PL
tøj	vaatteet	tøj	vaate	N;INDF;NEUT;SG	N;NOM;PL
tøj	vaatteita	tøj	vaate	N;INDF;NEUT;SG	N;PRT;PL
motorer	motors	motor	motors	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
navngivet	nimeltään	navngivet	nimi	V;INDF;SG;PST;V.PTCP	N;AT+ABL;SG
årsagen	aiheuttaa	årsag	aiheuttaa	N;DEF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
årsagen	koska	årsag	koska	N;DEF;MASC+FEM;SG	CONJ
boy	poika	boy	poika		N;NOM;SG
ali	alin	ali	alin	PROPN	N;NOM;SG
ali	ali	ali	ali	PROPN	N;NOM;SG
offentligheden	julkinen	offentlighed	julkinen	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
offentligheden	julkisen	offentlighed	julkinen	N;DEF;MASC+FEM;SG	ADJ;GEN;SG
offentligheden	julkiset	offentlighed	julkinen	N;DEF;MASC+FEM;SG	ADJ;NOM;PL
prag	prahassa	prag	praha	PROPN	N;IN+ESS;SG
prag	prahan	prag	praha	PROPN	N;GEN;SG
prag	praha	prag	praha	PROPN	PROPN;NOM;SG
grå	gray	grå	gray	ADJ;INDF;SG	PROPN;NOM;SG
grå	harmaita	grå	harmaa	ADJ;INDF;SG	ADJ;PRT;PL
grå	grey	grå	grey	ADJ;INDF;SG	
baby	beibi	baby	beibi	N;INDF;MASC+FEM;SG	INTJ
wwf	wwf	wwf	wwf	PROPN	N;NOM;SG
leveret	toimitetaan	levere	toimittaa	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
popularitet	suosittu	popularitet	suosittu	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
plader	arkki	plade	arkki	N;INDF;MASC+FEM;PL	N;NOM;SG
plader	records	plade	records	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
plader	kilpi	plade	kilpi	N;INDF;MASC+FEM;PL	N;NOM;SG
plader	lautanen	plade	lautanen	N;INDF;MASC+FEM;PL	N;NOM;SG
plader	lautasen	plade	lautanen	N;INDF;MASC+FEM;PL	N;GEN;SG
plader	laatta	plade	laatta	N;INDF;MASC+FEM;PL	N;NOM;SG
nogenlunde	kohtuullisen	nogenlunde	kohtuullinen	ADV	ADJ;GEN;SG
marcus	marcus	marcus	marcus	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
rio	rio	rio	rio		PROPN;NOM;SG
rio	riossa	rio	riossa		N;IN+ESS;SG
rio	rion	rio	rion		N;GEN;SG
hilsen	terveisiä	hilse	terveinen	N;INDF;MASC+FEM;SG	ADJ;PRT;PL
jersey	jerseyn	jersey	jerseyn		N;GEN;SG
jersey	jerseyssä	jersey	jerseys		N;IN+ESS;SG
jersey	jersey	jersey	jerseys		
vestre	vestre	vestre	vestre	ADJ	N;NOM;SG
offensiv	loukkaava	offensiv	loukkata	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
offensiv	loukkaavaa	offensiv	loukkaava	N;INDF;MASC+FEM;SG	V;PRT;SG;V.PTCP;ACT
serbien	serbia	serbi	serbi	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
bære	kantaa	bære	kanta	V;NFIN;ACT	N;PRT;SG
bære	nalle	bære	nalle	V;NFIN;ACT	N;NOM;SG
bære	karhu	bære	karhu	V;NFIN;ACT	N;NOM;SG
bære	karhua	bære	karhu	V;NFIN;ACT	N;PRT;SG
rig	rikkaita	rig	rikas	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
rig	rikkaat	rig	rikas	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
rig	rich	rig	rich	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG
global	global	global	global	ADJ;INDF;MASC+FEM;SG	
global	maailmanlaajuiset	global	maailman#laajuinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
varianter	muunnos	variant	muunnos	N;INDF;MASC+FEM;PL	N;NOM;SG
varianter	variantti	variant	variantti	N;INDF;MASC+FEM;PL	N;NOM;SG
varianter	vaihtelu	variant	vaihtelu	N;INDF;MASC+FEM;PL	N;NOM;SG
stigning	lisätä	stigning	lisätä	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
queen	kuningatar	que	kuningatar		N;NOM;SG
queen	queen	que	queki		
rækker	riviä	række	rivi	N;INDF;MASC+FEM;PL	N;PRT;SG
andel	jakaa	andel	jakaa	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
andel	jaa	andel	jaa	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
horn	sarvet	horn	sarvi	N;INDF;MASC+FEM;SG	N;NOM;PL
foregående	aikaisemmat	foregående	aikainen	ADJ	ADJ;NOM;CMPR;PL
liberale	liberaalit	liberal	liberaali	ADJ;PL	N;NOM;PL
liberale	liberaali	liberal	liberaali	ADJ;PL	ADJ;NOM;SG
liberale	liberaalit	liberal	liberaali	ADJ;PL	N;NOM;PL
motoren	moottorit	motor	moottori	N;DEF;MASC+FEM;SG	N;NOM;PL
göteborg	göteborgissa	göteborg	göteborg		PROPN;IN+ESS;SG
göteborg	göteborgin	göteborg	göteborg		PROPN;GEN;SG
göteborg	göteborgissa	göteborg	göteborg		PROPN;IN+ESS;SG
göteborg	göteborgin	göteborg	göteborg		PROPN;GEN;SG
henri	henri	henri	henri		PROPN;NOM;SG
trommeslager	rumpali	trommeslag	rumpali	N;INDF;MASC+FEM;PL	N;NOM;SG
amalie	amalie	amalie	ama#lie		
pres	push	pres	pusha	N;INDF;NEUT;SG	
pres	työnnä	pres	työnnä	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
pres	työntää	pres	työntää	N;INDF;NEUT;SG	V;IND;SG;FIN;ACT
pres	paineet	pres	paine	N;INDF;NEUT;SG	N;NOM;PL
pres	paineita	pres	paine	N;INDF;NEUT;SG	N;PRT;PL
pres	paineet	pres	paine	N;INDF;NEUT;SG	N;NOM;PL
tilgængelige	saatavissa	tilgængelig	saada	ADJ;PL	V;IN+ESS;PL;V.PTCP;PASS
tilgængelige	käytettävissä	tilgængelig	käyttää	ADJ;PL	V;IN+ESS;PL;V.PTCP;PASS
tilgængelige	tarjolla	tilgængelig	tarjolla	ADJ;PL	ADV
tilgængelige	saatavilla	tilgængelig	saada	ADJ;PL	V;AT+ESS
;PL;V.PTCP;PASS
tilgængelige	saatavana	tilgængelig	saada	ADJ;PL	V;FRML;SG;V.PTCP;PASS
tilgængelige	esteetön	tilgængelig	esteetön	ADJ;PL	ADJ;NOM;SG
deutsche	deutsche	deutsche	deutsche	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
skotsk	skotit	skotsk	skotti	ADJ;INDF;SG	N;NOM;PL
skotsk	skotlannin	skotsk	skotlanti	ADJ;INDF;SG	N;GEN;SG
manuel	manuel	manuel	manuel		
manuel	käyttöohje	manuel	käyttö#ohje		N;NOM;SG
manuel	käsikirjan	manuel	käsi#kirja		N;GEN;SG
manuel	käsikirja	manuel	käsi#kirja		N;NOM;SG
manuel	manuaalinen	manuel	manuaalinen		ADJ;NOM;SG
tilsammen	yhdistetyn	tilsammen	yhdistää	ADV	V;GEN;SG;V.PTCP;PASS
tilsammen	yhdistetty	tilsammen	yhdistää	ADV	V;NOM;SG;V.PTCP;PASS
tilsammen	yhdistetyt	tilsammen	yhdistää	ADV	V;NOM;PL;V.PTCP;PASS
krydser	ylittäminen	krydse	ylittäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
krydser	ylitys	krydse	ylitys	V;IND;PRS;FIN;ACT	N;NOM;SG
krydser	ylitä	krydse	ylittää	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
krydser	ristiin	krydse	risti	V;IND;PRS;FIN;ACT	ADV
krydser	risti	krydse	risti	V;IND;PRS;FIN;ACT	N;NOM;SG
krydser	cross	krydse	cross	V;IND;PRS;FIN;ACT	N;NOM;SG
krydser	risteilijä	krydse	risteilijä	V;IND;PRS;FIN;ACT	N;NOM;SG
bjergene	vuoristo	bjerg	vuoristo	N;DEF;NEUT;PL	N;NOM;SG
jacques	jacques	jacque	jacques		PROPN;NOM;SG
carlos	carlos	carlos	carlos		PROPN;NOM;SG
alvorligt	vakavat	alvorligt	vakava	ADV	ADJ;NOM;PL
alvorligt	vakavaa	alvorligt	vakava	ADV	ADJ;PRT;SG
alvorligt	vakava	alvorligt	vakava	ADV	ADJ;NOM;SG
alvorligt	ankara	alvorligt	ankara	ADV	ADJ;NOM;SG
alvorligt	vakavat	alvorligt	vakava	ADV	ADJ;NOM;PL
alvorligt	vakava	alvorligt	vakava	ADV	ADJ;NOM;SG
boliger	asumista	bolig	asuminen	N;INDF;MASC+FEM;PL	N;PRT;SG
boliger	asuminen	bolig	asuminen	N;INDF;MASC+FEM;PL	N;NOM;SG
boliger	asunto	bolig	asunto	N;INDF;MASC+FEM;PL	N;NOM;SG
tegning	piirtää	tegning	piirtää	N;INDF;MASC+FEM;SG	V;IND;SG;FIN;ACT
fritz	fritz	fritz	fritz		PROPN;NOM;SG
lån	laina	lån	laina	N;INDF;NEUT;PL	N;NOM;SG
lån	lainaa	lån	laina	N;INDF;NEUT;PL	N;PRT;SG
ulrik	ulrik	ulrik	ulrik	PROPN	PROPN;NOM;SG
centralt	keskitetty	centralt	keskitetty	ADJ;INDF;NEUT;SG	V;NOM;SG;V.PTCP;PASS
centralt	keskitetysti	centralt	keskitetysti	ADJ;INDF;NEUT;SG	ADV
josef	josef	josef	josef	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
riga	riian	riga	riian		N;GEN;SG
mærke	tunne	mærke	tunne	V;NFIN;ACT	N;NOM;SG
mærke	brändin	mærke	brändi	V;NFIN;ACT	N;GEN;SG
mærke	brand	mærke	brand	V;NFIN;ACT	
mærke	merkki	mærke	merkki	V;NFIN;ACT	N;NOM;SG
mærke	merkintä	mærke	merkintä	V;NFIN;ACT	N;NOM;SG
mærke	tunniste	mærke	tunniste	V;NFIN;ACT	N;NOM;SG
mærke	etiketti	mærke	etiketti	V;NFIN;ACT	N;NOM;SG
mærke	merkki	mærke	merkki	V;NFIN;ACT	N;NOM;SG
mærke	mark	mærke	mark	V;NFIN;ACT	PROPN;NOM;SG
højst	useimmat	højst	usea	ADV	ADJ;NOM;RL;PL
højst	useimmilla	højst	usea	ADV	ADJ;AT+ESS
;RL;PL
højst	useimpia	højst	usea	ADV	ADJ;PRT;CMPR;PL
krone	crown	krone	crown	N;INDF;MASC+FEM;SG	
krone	päät	krone	pää	N;INDF;MASC+FEM;SG	N;NOM;PL
krone	päitä	krone	pää	N;INDF;MASC+FEM;SG	N;PRT;PL
trin	astu	trin	astua	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
trin	vaiheita	trin	vaihe	N;INDF;NEUT;SG	N;PRT;PL
trin	vaiheet	trin	vaihe	N;INDF;NEUT;SG	N;NOM;PL
trin	askelia	trin	askel	N;INDF;NEUT;SG	N;PRT;PL
trin	portaat	trin	portaat	N;INDF;NEUT;SG	N;NOM;PL
trin	askeleet	trin	askel	N;INDF;NEUT;SG	N;NOM;PL
vers	jakeet	vers	jae	N;INDF;NEUT;SG	N;NOM;PL
vers	säkeitä	vers	säkeä	N;INDF;NEUT;SG	N;PRT;PL
kredsløb	piirit	kredsløb	piiri	N;INDF;NEUT;SG	N;NOM;PL
kredsløb	piirien	kredsløb	piiri	N;INDF;NEUT;SG	N;GEN;PL
english	englanti	english	englanti		N;NOM;SG
english	englantia	english	englanti		N;PRT;SG
english	englanniksi	english	englanti		N;TRANS;SG
english	englannin	english	englanti		N;GEN;SG
mortensen	mortensen	mortensen	mortentsi	PROPN	N;NOM;SG
noteret	merkille	notere	merkki	V;INDF;SG;PST;V.PTCP	N;AT+ALL;SG
beskyttet	suojainen	beskytte	suojainen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
berg	berg	berg	berg		PROPN;NOM;SG
israelske	israelin	israelsk	israeli	ADJ;PL	N;GEN;SG
israelske	israelilaiset	israelsk	israe#lilainen	ADJ;PL	N;NOM;PL
orange	orange	orange	orange	ADJ	
orange	oranssi	orange	oranssi	ADJ	N;NOM;SG
orange	appelsiini	orange	appelsi	ADJ	N;NOM;SG
malede	maalattu	male	maalata	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
besøgende	vierailijoita	besøge	vierailija	V;PRS;V.PTCP	N;PRT;PL
besøgende	vieraat	besøge	vieras	V;PRS;V.PTCP	N;NOM;PL
besøgende	vierailijat	besøge	vierailija	V;PRS;V.PTCP	N;NOM;PL
besøgende	kävijöitä	besøge	kävijä	V;PRS;V.PTCP	N;PRT;PL
besøgende	vieraita	besøge	vieras	V;PRS;V.PTCP	N;PRT;PL
besøgende	vieras	besøge	vieras	V;PRS;V.PTCP	N;NOM;SG
besøgende	vierailija	besøge	vierailija	V;PRS;V.PTCP	N;NOM;SG
køn	nätti	køn	nätti	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
skotske	skotlannin	skotsk	skotlanti	ADJ;PL	N;GEN;SG
floder	rivers	flode	rivers	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
religiøs	uskonnolliset	religiøs	uskonnollinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
sky	taivas	sky	taivas		N;NOM;SG
sky	taivaan	sky	taivas		N;GEN;SG
sky	sky	sky	sky		PROPN;NOM;SG
sky	pilven	sky	pilvi		N;GEN;SG
sky	pilvi	sky	pilvi		N;NOM;SG
lejligheder	huoneisto	lejlighed	huoneisto	N;INDF;MASC+FEM;PL	N;NOM;SG
tillader	salliminen	tillade	salliminen	V;IND;PRS;FIN;ACT	N;NOM;SG
tillader	salli	tillade	salli	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
tillader	lupa	tillade	lupa	V;IND;PRS;FIN;ACT	N;NOM;SG
beijing	pekingin	beijing	pekinki		N;GEN;SG
beijing	pekingissä	beijing	pekinki		N;IN+ESS;SG
passerer	ohimenevä	passere	ohimenevä	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
rene	rené	ren	rené	ADJ;PL	PROPN;NOM;SG
rene	rene	ren	rene	ADJ;PL	INTJ
rene	puhdasta	ren	puhdas	ADJ;PL	ADJ;PRT;SG
rene	puhtaana	ren	puhdas	ADJ;PL	ADJ;FRML;SG
rene	puhdas	ren	puhdas	ADJ;PL	ADJ;NOM;SG
rene	puhdasta	ren	puhdas	ADJ;PL	ADJ;PRT;SG
rene	puhdas	ren	puhdas	ADJ;PL	ADJ;NOM;SG
tennessee	tennessee	tennesse	tennessee	N;INDF;MASC+FEM;SG	INTJ
alvorlige	vakavaa	alvorlig	vakava	ADJ;PL	ADJ;PRT;SG
alvorlige	vakava	alvorlig	vakava	ADJ;PL	ADJ;NOM;SG
