nakład	усилия	nakład	усилие	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
umieszczenie	размещения	umieszczenie	размещение	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;NEUT;PL
kapłan	священника	kapłan	священник	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
aktów	деяния	aktów	деяние	N;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
aktów	акты	aktów	акт	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL
aglomeracji	агломераций	aglomeracja	агломерация	N;GEN;FEM;SG	N;INAN;GEN;FEM;PL
aglomeracji	агломерации	aglomeracja	агломерация	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
pokrewne	связанные	pokrewny	связать		V;PFV;NOM;PL;PST;V.PTCP;PASS
artystyczna	художественных	artystyczny	художественный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
artystyczna	художественные	artystyczny	художественный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
opinia	отклики	opinia	отклик	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
opinia	отзывы	opinia	отзыв	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
alessandro	алессандро	alessandro	алессандро	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pogoń	погоня	pogonić	погоня		N;INAN;NOM;FEM;SG
pogoń	преследование	pogonić	преследование		N;INAN;NOM;NEUT;SG
pogoń	чейз	pogonić	чейз		N;ANIM;NOM;MASC;SG
pogoń	погоня	pogonić	погоня		N;INAN;NOM;FEM;SG
postawy	позиция	postawa	позиция	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
postawy	отношение	postawa	отношение	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
postawy	настрой	postawa	настрой	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
postawy	отношение	postawa	отношение	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
postawy	поза	postawa	поза	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
kasy	money	kasa	money	N;ACC;FEM;SG	PROPN
kasy	деньги	kasa	деньги	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
kasy	кассе	kasa	касса	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kasy	кэш	kasa	кэш	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
kasy	наличными	kasa	наличные	N;ACC;FEM;SG	ADJ;INS;PL
kasy	наличные	kasa	наличный	N;ACC;FEM;SG	ADJ;NOM;PL
klaus	клаус	klaus	клаус	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
studenci	студентов	student	студент	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
studenci	студентка	student	студентка	N;NOM;MASC;PL	N;ANIM;NOM;FEM;SG
studenci	ученик	student	ученик	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
studenci	студент	student	студент	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
zęby	зубов	ząb	зуб	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
duszy	душу	dusza	душа	N;GEN;FEM;SG	N;INAN;ACC;FEM;SG
duszy	души	dusza	душа	N;GEN;FEM;SG	N;INAN;NOM;FEM;PL
duszy	душа	dusza	душа	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
duszy	soul	dusza	soul	N;GEN;FEM;SG	PROPN
duszy	соул	dusza	соул	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
przeznaczeniem	судьбу	przeznaczenie	судьба	N;INS;NEUT;SG	N;INAN;ACC;FEM;SG
przeznaczeniem	судьба	przeznaczenie	судьба	N;INS;NEUT;SG	N;INAN;NOM;FEM;SG
przeznaczeniem	судьбы	przeznaczenie	судьба	N;INS;NEUT;SG	N;INAN;NOM;FEM;PL
finały	финал	finały	финал	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG
obywatel	гражданина	obywatel	гражданин	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
irlandia	ирландию	irlandia	ирландия	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
irlandia	ирландии	irlandia	ирландия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
zeszyt	тетрадь	zeszyt	тетрадь	V;IPFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
zeszyt	блокнот	zeszyt	блокнот	V;IPFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
act	акт	act	акт		N;INAN;NOM;MASC;SG
skała	rock	skała	rock	N;NOM;FEM;SG	PROPN
ponownego	повторение	ponowny	повторение	ADJ;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
ponownego	повторения	ponowny	повторение	ADJ;ACC;MASC;SG	N;INAN;NOM;NEUT;PL
leonarda	леонард	leonard	леонард		N;ANIM;NOM;MASC;SG
łaski	милосердия	łaska	милосердие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
łaski	мерси	łaska	мерси	N;ACC;FEM;SG	PART
łaski	милосердие	łaska	милосердие	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
łaski	милость	łaska	милость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
łaski	благодать	łaska	благодать	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
łaski	грейс	łaska	грейс	N;ACC;FEM;SG	N;ANIM;NOM;FEM;SG
łaski	грэйс	łaska	грэйс	N;ACC;FEM;SG	N;ANIM;NOM;FEM;SG
łaski	грации	łaska	грация	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
wykorzystane	используется	wykorzystać	использовать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
wykorzystane	использовано	wykorzystać	использовать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
wykorzystane	используемый	wykorzystać	использовать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
wykorzystane	используемые	wykorzystać	использовать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
wykorzystane	использован	wykorzystać	использовать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
wykorzystane	эксплуатируемых	wykorzystać	эксплуатировать	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
nieliczne	скудной	nieliczny	скудный	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
nina	нина	nina	нина	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
montana	монтана	montany	монтан		N;INAN;NOM;FEM;SG
hansen	хансен	hansen	хансен		N;ANIM;NOM;MASC;SG
narciarstwo	лыжи	narciarstwo	лыжа	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
eyes	глаз	eyes	глаз		N;INAN;NOM;MASC;SG
eyes	глаза	eyes	глаз		N;INAN;NOM;MASC;PL
eyes	глазки	eyes	глазок		N;INAN;NOM;MASC;PL
terytoriów	территории	terytoria	территория	N;GEN;NEUT;PL	N;INAN;NOM;FEM;PL
terytoriów	территориях	terytoria	территория	N;GEN;NEUT;PL	N;INAN;ESS;FEM;PL
terytoriów	территориям	terytoria	территория	N;GEN;NEUT;PL	N;INAN;DAT;FEM;PL
ochotników	добровольцы	ochotnik	доброволец	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
pojęć	концепции	pojęć	концепция	N;GEN;NEUT;PL	N;INAN;NOM;FEM;PL
pojęć	понятия	pojęć	понятие	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;PL
circle	круг	circle	круг		N;INAN;NOM;MASC;SG
otoczone	окружен	otoczyć	окружить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
otoczone	окружили	otoczyć	окружить	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
absolwentów	выпускники	absolwent	выпускник	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
absolwentów	выпускников	absolwent	выпускник	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
absolwentów	выпускники	absolwent	выпускник	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
absolwentów	выпускников	absolwent	выпускник	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
dłuższe	дольше	długi	долго	ADJ;NOM;CMPR;NEUT;SG	ADV;CMPR
równania	уравнения	równać	уравнение	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
imdb	imdb	imdb	imdb		PROPN
senat	сенат	senat	сенат		N;INAN;NOM;MASC;SG
senat	сенате	senat	сенат		N;INAN;ESS;MASC;SG
zaproszenie	пригласить	zaprosić	пригласить	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NFIN;ACT
zaproszenie	приглашаем	zaprosić	приглашать	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
zaproszenie	приглашаю	zaprosić	приглашать	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
zamiar	намерение	zamiar	намерение	V;PFV;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
zamiar	намерение	zamiar	намерение	V;PFV;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
zamiar	намерения	zamiar	намерение	V;PFV;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
iranie	иран	iran	иран		N;INAN;NOM;MASC;SG
lane	переулок	lany	переулок		N;INAN;NOM;MASC;SG
lane	лейн	lany	лейн		N;INAN;NOM;MASC;SG
lane	лэйн	lany	лэйн		N;ANIM;NOM;FEM;SG
minas	минас	minas	минас		N;INAN;NOM;MASC;SG
reggae	регги	reggać	регга		N;INAN;NOM;MASC;SG
blog	blog	blog	blog	N;NOM;MASC;SG	PROPN
zębów	зубы	ząb	зуб	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL
dziesiątki	десятки	dziesiątka	десяток		N;INAN;NOM;MASC;PL
dziesiątki	дюжины	dziesiątka	дюжина		N;INAN;NOM;FEM;PL
dziesiątki	десятки	dziesiątka	десяток		N;INAN;NOM;MASC;PL
dziesiątki	десятков	dziesiątka	десяток		N;INAN;GEN;MASC;PL
orbicie	орбиты	orbić	орбита	N;DAT;FEM;SG	N;INAN;NOM;FEM;PL
orbicie	орбиту	orbić	орбита	N;DAT;FEM;SG	N;INAN;ACC;FEM;SG
aten	афинах	aten	афиный	PROPN;NOM;NEUT;SG	N;INAN;ESS;FEM;PL
aten	афины	aten	афиный	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
lars	ларс	lars	ларс	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ter	тер	ter	тер		N;INAN;NOM;FEM;SG
full	полный	full	полный		ADJ;NOM;MASC;SG
full	полные	full	полный		ADJ;NOM;PL
full	полное	full	полный		ADJ;NOM;NEUT;SG
full	полного	full	полный		ADJ;GEN;MASC;SG
full	полная	full	полный		ADJ;NOM;FEM;SG
odra	кори	odra	корь		N;INAN;NOM;MASC;SG
afryka	африка	afryka	африка		N;INAN;NOM;FEM;SG
afryka	африканский	afryka	африканский		ADJ;NOM;MASC;SG
afryka	африканского	afryka	африканский		ADJ;GEN;MASC;SG
afryka	африканские	afryka	африканский		ADJ;NOM;PL
afryka	африканская	afryka	африканский		ADJ;NOM;FEM;SG
opublikowano	опубликовано	opublikować	опубликовать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
opublikowano	опубликован	opublikować	опубликовать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
opublikowano	опубликованный	opublikować	опубликовать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
opublikowano	опубликовано	opublikować	опубликовать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
opublikowano	опубликована	opublikować	опубликовать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
opublikowano	опубликованные	opublikować	опубликовать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
monet	монеты	monet	монета	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
monet	моне	monet	моне	N;GEN;FEM;PL	
lufy	бочки	lufa	бочка	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
lufy	морда	lufa	морда	N;GEN;FEM;PL	N;INAN;NOM;FEM;SG
lufy	ствол	lufa	ствол	N;GEN;FEM;PL	N;INAN;NOM;MASC;SG
money	money	money	money		PROPN
money	деньги	money	деньги		N;INAN;NOM;FEM;PL
korzyść	преимущества	korzyść	преимущество	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
bakterii	бактериальных	bakteria	бактериальный		ADJ;GEN;PL
bakterii	бактерии	bakteria	бактерия		N;INAN;NOM;FEM;PL
gospodarcza	экономические	gospodarczy	экономический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
gospodarcza	экономического	gospodarczy	экономический	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
texas	техас	texas	техас		N;INAN;NOM;FEM;SG
heavy	тяжелых	heav	тяжелый		ADJ;GEN;PL
heavy	тяжелая	heav	тяжелый		ADJ;NOM;FEM;SG
heavy	тяжелые	heav	тяжелый		ADJ;NOM;PL
heavy	тяжёлая	heav	тяжелый		ADJ;NOM;FEM;SG
heavy	тяжелый	heav	тяжелый		ADJ;NOM;MASC;SG
heavy	тяжёлый	heav	тяжёлый		ADJ;NOM;MASC;SG
słowian	славяне	słowiać	славянин		N;ANIM;NOM;MASC;PL
jake	джейка	jaki	джейка		N;ANIM;ACC;MASC;SG
jake	джейк	jaki	джейк		N;ANIM;NOM;MASC;SG
portland	портленде	portland	портленд	N;NOM;MASC;SG	N;INAN;ESS;MASC;SG
terytoria	территорий	terytoria	территория	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
terytoria	территориях	terytoria	территория	N;NOM;NEUT;PL	N;INAN;ESS;FEM;PL
terytoria	территориям	terytoria	территория	N;NOM;NEUT;PL	N;INAN;DAT;FEM;PL
terytoria	территория	terytoria	территория	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
algorytm	алгоритм	algoryt	алгоритм	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
koronę	короны	korona	корона	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
koronę	корона	korona	корона	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
wróć	возвращения	wróć	возвращение	V;PFV;IMP;SG;2;FIN;ACT	N;INAN;GEN;NEUT;SG
wróć	возврат	wróć	возврат	V;PFV;IMP;SG;2;FIN;ACT	N;INAN;NOM;MASC;SG
wróć	вернуться	wróć	вернуться	V;PFV;IMP;SG;2;FIN;ACT	V;PFV;NFIN;MID
wróć	возвращение	wróć	возвращение	V;PFV;IMP;SG;2;FIN;ACT	N;INAN;NOM;NEUT;SG
kamienie	камень	kamień	камень	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG
kamienie	стоун	kamień	стоун	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG
kamienie	stone	kamień	stone	N;NOM;MASC;PL	PROPN
honor	честь	honor	честь		N;INAN;NOM;FEM;SG
honor	честь	honor	честь		N;INAN;NOM;FEM;SG
umiera	умрет	umierać	умереть	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
umiera	умирают	umierać	умирать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
umiera	умираю	umierać	умирать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
przemysłowe	промышленные	przemysłowy	промышленный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
przemysłowe	промышленных	przemysłowy	промышленный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
zbiorniki	водохранилищ	zbiornik	водохранилище	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
zbiorniki	танков	zbiornik	танк	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
niewielu	немногим	niewiele	немногие		ADJ;INS;NEUT;SG
niewielu	немногие	niewiele	немногие		ADJ;NOM;PL
niewielu	немногих	niewiele	немногие		ADJ;GEN;PL
sprzedano	продается	sprzedać	продаваться	V;PFV;IND;0;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
sprzedano	продано	sprzedać	продать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
sprzedano	продана	sprzedać	продать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
sprzedano	продан	sprzedać	продать	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
chen	чен	chen	чно	PROPN;NOM;MASC;SG	PART
chen	чэнь	chen	чэнь	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tygodniach	недели	tydzień	неделя	N;GEN;MASC;PL	N;INAN;NOM;FEM;PL
zen	дзен	zen	дзен		N;INAN;NOM;MASC;SG
ewakuacji	эвакуации	ewakuacja	эвакуация	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
ewakuacji	эвакуация	ewakuacja	эвакуация	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
jürgen	юрген	jürgen	юрген	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
web	web	web	веб		N;INAN;NOM;MASC;SG
web	веб	web	веб		N;INAN;NOM;MASC;SG
connecticut	коннектикут	connecticut	коннектикут		N;INAN;NOM;FEM;SG
rolnictwo	сельскохозяйственные	rolnictwo	сельскохозяйственный	N;NOM;NEUT;SG	ADJ;NOM;PL
rolnictwo	сельскохозяйственных	rolnictwo	сельскохозяйственный	N;NOM;NEUT;SG	ADJ;GEN;PL
rolnictwo	сельскохозяйственная	rolnictwo	сельскохозяйственный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
rolnictwo	земледелия	rolnictwo	земледелие	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
simone	симон	simon	симон	PROPN;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
simone	симона	simon	симон	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
juniors	юниоров	juniors	юниор	PROPN;NOM;MASC;SG	N;ANIM;GEN;MASC;PL
juniors	юниоры	juniors	юниор	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;PL
poezja	стихи	poezja	стихи		N;INAN;NOM;MASC;PL
poezja	поэзия	poezja	поэзия		N;INAN;NOM;FEM;SG
litwa	литве	litwa	литв		N;INAN;NOM;FEM;SG
litwa	литвы	litwa	литв		N;INAN;NOM;FEM;PL
litwa	литва	litwa	литва		N;INAN;NOM;FEM;SG
pokład	палубу	pokład	палуба	N;NOM;MASC;SG	N;INAN;ACC;FEM;SG
pokład	палубе	pokład	палуба	N;NOM;MASC;SG	N;INAN;DAT;FEM;SG
sprzeciw	протестую	sprzeciw	протестой	N;NOM;MASC;SG	N;INAN;ACC;FEM;SG
sprzeciw	возражения	sprzeciw	возражение	N;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
sprzeciw	возражаю	sprzeciw	возражать	N;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
atlanta	атланте	atlant	атлант	N;NOM;MASC;SG	N;INAN;ESS;MASC;SG
sól	соли	sól	соль		N;INAN;NOM;FEM;PL
sól	соль	sól	соль		N;INAN;NOM;FEM;SG
traktować	угощение	traktować	угощение	V;IPFV;NFIN;ACT	N;INAN;NOM;NEUT;SG
kolonię	колония	kolonia	колония	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
kolonię	колонии	kolonia	колония	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
opady	осадков	opad	осадки	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
opady	осадков	opad	осадки	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
słowacja	словакии	słowacja	словакия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
odchodzi	ухожу	odchodzić	уходить	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
odchodzi	оставив	odchodzić	оставить	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;PST;V.CVB;ACT
klein	кляйн	klein	кляйн		N;ANIM;NOM;MASC;SG
klein	клайн	klein	клайн		N;INAN;NOM;FEM;SG
odwrót	отступить	odwrót	отступить	V;IPFV;IND;SG;PRS;FIN;ACT	V;PFV;NFIN;ACT
odwrót	отступление	odwrót	отступление	V;IPFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
rany	ранение	rana	ранение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
rany	рана	rana	рана	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
rany	раны	rana	рана	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
rany	ран	rana	ран	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
substancje	вещество	substancja	вещество	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
ziemski	земным	ziemski	земной	ADJ;NOM;MASC;SG	ADJ;INS;MASC;SG
ziemski	земные	ziemski	земной	ADJ;NOM;MASC;SG	ADJ;NOM;PL
publikowane	опубликован	publikować	опубликовать	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
publikowane	опубликованный	publikować	опубликовать	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
publikowane	опубликовано	publikować	опубликовать	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
publikowane	опубликована	publikować	опубликовать	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
publikowane	опубликованные	publikować	опубликовать	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
ogromny	огромные	ogromny	огромный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ogromny	массовые	ogromny	массовый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ogromny	огромные	ogromny	огромный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
działek	участки	działka	участок	N;GEN;FEM;PL	N;INAN;NOM;MASC;PL
działek	посылки	działka	посылка	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
oczywiste	очевидные	oczywisty	очевидный	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;NOM;PL
oczywiste	очевидно	oczywisty	очевидный	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;NEUT;SG
oczywiste	очевидная	oczywisty	очевидный	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;NOM;FEM;SG
oczywiste	очевидна	oczywisty	очевидный	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;FEM;SG
oczywiste	очевидное	oczywisty	очевидный	V;IPFV;IND;SG;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
fotografia	фотографии	fotografia	фотография	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
fotografia	сфотографировать	fotografia	фотографировать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
gmt	gmt	gętić	gmt	PROPN;NOM;MASC;SG	PROPN
przekierowanie	перенаправить	przekierować	перенаправить	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NFIN;ACT
krajobraz	ландшафта	krajobraz	ландшафт	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG
ted	тэд	ted	тэд		N;INAN;NOM;MASC;SG
ted	тед	ted	тед		N;ANIM;NOM;MASC;SG
zdecydowała	решено	zdecydować	решить	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
belgradzie	белграде	belgrad	белград	PROPN;DAT;MASC;SG	N;INAN;DAT;MASC;SG
belgradzie	белград	belgrad	белград	PROPN;DAT;MASC;SG	N;INAN;NOM;MASC;SG
tkanki	ткань	tkanka	ткань	N;ACC;FEM;PL	N;INAN;NOM;FEM;SG
tkanki	ткани	tkanka	ткань	N;ACC;FEM;PL	N;INAN;NOM;FEM;PL
tkanki	салфетки	tkanka	салфетка	N;ACC;FEM;PL	N;INAN;NOM;FEM;PL
tkanki	тканей	tkanka	ткань	N;ACC;FEM;PL	N;INAN;GEN;FEM;PL
podstawowego	базовые	podstawowy	базовый	ADJ;ACC;MASC;SG	ADJ;NOM;PL
podstawowego	основные	podstawowy	основной	ADJ;ACC;MASC;SG	ADJ;NOM;PL
podstawowego	базовый	podstawowy	базовый	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
podstawowego	базовая	podstawowy	базовый	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
podstawowego	basic	podstawowy	basic	ADJ;ACC;MASC;SG	PROPN
erich	эрих	erich	эриха	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dama	lady	dam	lady		PROPN
dama	дама	dam	дама		N;ANIM;NOM;FEM;SG
dama	леди	dam	леди		N;ANIM;NOM;FEM;SG
władcą	правитель	władca	правитель	N;INS;MASC;SG	N;ANIM;NOM;MASC;SG
ślad	отследить	ślad	отследить	N;NOM;MASC;SG	V;PFV;NFIN;ACT
przyjęte	принят	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
przyjęte	принята	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
przyjęte	приняты	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
przyjęte	принято	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
przyjęte	принято	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
przyjęte	принята	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
przyjęte	принятый	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
przyjęte	принят	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
przyjęte	принятые	przyjąć	принять	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
bloki	блоков	blok	блок	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
niska	низко	niska	низко		ADV
niska	низкий	niska	низкий		ADJ;NOM;MASC;SG
niska	низкая	niska	низкий		ADJ;NOM;FEM;SG
niska	низким	niska	низкий		ADJ;INS;NEUT;SG
