oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ord	ord	ord	ord	PROPN;NOM;SG	
bruno	bruno	bruno	brun	PROPN;NOM;SG	PROPN
blood	blood	blood	blood		N;INDF;MASC;SG
blood	sângele	blood	sânge		N;DEF;MASC;SG
blood	sânge	blood	sânge		N;INDF;MASC;SG
blood	sange	blood	sange		
ampui	shot	ampua	shot	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
ampui	împușcat	ampua	împușca	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
ampui	impuscat	ampua	impusca	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
hyötyä	beneficii	hyöty	beneficiu	N;PRT;SG	N;INDF;FEM;PL
hyötyä	beneficiul	hyöty	beneficiu	N;PRT;SG	N;DEF;MASC;SG
philip	philip	philip	philip	PROPN;NOM;SG	PROPN
philip	filip	philip	filip	PROPN;NOM;SG	PROPN
käyttämällä	folosirea	käyttää	folosire	V;AT+ESS
;SG;NFIN;ACT	N;DEF;FEM;SG
käyttämällä	utilizarea	käyttää	utilizare	V;AT+ESS
;SG;NFIN;ACT	N;DEF;FEM;SG
tehtävät	sarcinile	tehtävä	sarcină	N;NOM;PL	N;DEF;FEM;PL
tehtävät	misiunile	tehtävä	misiune	N;NOM;PL	N;DEF;FEM;PL
pauli	paul	pauli	paul	N;NOM;SG	PROPN
pauli	pavel	pauli	pavel	N;NOM;SG	PROPN
pauli	pauli	pauli	paul	N;NOM;SG	PROPN
roomalainen	romană	roomalainen	roman	ADJ;NOM;SG	ADJ;INDF;FEM;SG
roomalainen	roman	roomalainen	roman	ADJ;NOM;SG	N;INDF;MASC;SG
itämeren	baltică	itä#meri	baltic	N;GEN;SG	ADJ;INDF;FEM;SG
itämeren	baltice	itä#meri	baltic	N;GEN;SG	ADJ;INDF;FEM;PL
intia	indiei	inti	indie	N;NOM;SG	PROPN;DEF;FEM;SG
intia	india	inti	india	N;NOM;SG	PROPN
michel	michel	michel	michel	PROPN;NOM;SG	PROPN
rafael	raphael	rafael	raphael	PROPN;NOM;SG	PROPN
rafael	rafael	rafael	rafael	PROPN;NOM;SG	PROPN
rafael	rafael	rafael	rafael	PROPN;NOM;SG	PROPN
simo	simon	simo	simon	PROPN;NOM;SG	PROPN
simo	simo	simo	simo	PROPN;NOM;SG	PROPN
alice	alice	alice	alica		N;INDF;MASC;SG
gary	gary	gary	gary	PROPN;NOM;SG	PROPN
paikallinen	locale	paikallinen	local	ADJ;NOM;SG	ADJ;INDF;FEM;PL
paikallinen	localnic	paikallinen	localnic	ADJ;NOM;SG	N;INDF;MASC;SG
paikallinen	locală	paikallinen	local	ADJ;NOM;SG	ADJ;INDF;FEM;SG
marian	marian	maria	marian	N;GEN;SG	PROPN
käytettävä	utilizarea	käyttää	utilizare	V;NOM;SG;V.PTCP;PASS	N;DEF;FEM;SG
käytettävä	utilizare	käyttää	utilizare	V;NOM;SG;V.PTCP;PASS	N;INDF;FEM;SG
inc	inc	inc	inc	PROPN;NOM;SG	N;INDF;MASC;SG
hitaasti	lentă	hitaasti	lent	ADV	ADJ;INDF;FEM;SG
niemi	niemi	niemi	niemi	N;NOM;SG	
ilma	aerul	ilma	aer	N;NOM;SG	N;DEF;MASC;SG
tasa	egalitate	tasa	egalitate	N;NOM;SG	N;INDF;FEM;SG
tasa	egalitatea	tasa	egalitate	N;NOM;SG	N;DEF;FEM;SG
tasa	egali	tasa	egal	N;NOM;SG	ADJ;INDF;MASC;PL
tasa	egal	tasa	egal	N;NOM;SG	ADJ;INDF;MASC;SG
tasa	egală	tasa	egal	N;NOM;SG	ADJ;INDF;FEM;SG
tasa	egale	tasa	egal	N;NOM;SG	ADJ;INDF;FEM;PL
tasa	egala	tasa	egală	N;NOM;SG	ADJ;DEF;FEM;SG
ruokaa	mancare	ruoka	mancare	N;PRT;SG	N;INDF;FEM;SG
ruokaa	mâncare	ruoka	mâncare	N;PRT;SG	N;INDF;FEM;SG
ruokaa	alimentare	ruoka	alimentare	N;PRT;SG	N;INDF;FEM;SG
ruokaa	alimente	ruoka	aliment	N;PRT;SG	N;INDF;FEM;PL
ruokaa	hrană	ruoka	hrană	N;PRT;SG	N;INDF;FEM;SG
jonathan	jonathan	jokin	jonathan	PROPN;NOM;SG	PROPN
sisältyy	inclusă	sisältyä	include	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
sisältyy	inclus	sisältyä	include	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
sisältyy	incluse	sisältyä	inclus	V;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;PL
rotu	rasă	rotu	rasă	N;NOM;SG	ADJ;INDF;FEM;SG
rotu	rasa	rotu	rasă	N;NOM;SG	N;DEF;FEM;SG
rotu	rasială	rotu	rasial	N;NOM;SG	ADJ;INDF;FEM;SG
rotu	rasial	rotu	rasial	N;NOM;SG	ADJ;INDF;MASC;SG
rotu	rasiale	rotu	rasial	N;NOM;SG	ADJ;INDF;FEM;PL
rotu	rasa	rotu	rasă	N;NOM;SG	N;DEF;FEM;SG
rotu	cursa	rotu	cursă	N;NOM;SG	N;DEF;FEM;SG
rotu	rasă	rotu	rasă	N;NOM;SG	ADJ;INDF;FEM;SG
rotu	race	rotu	race	N;NOM;SG	
rotu	cursă	rotu	cursă	N;NOM;SG	N;INDF;FEM;SG
instituutti	institutul	instituutti	institut	N;NOM;SG	N;DEF;MASC;SG
kaupunkeja	oraşele	kaupunki	oraș	N;PRT;PL	N;DEF;FEM;PL
kaupunkeja	orasele	kaupunki	oras	N;PRT;PL	N;DEF;FEM;PL
metro	metroul	metro	metrou	N;NOM;SG	N;DEF;MASC;SG
metro	metroul	metro	metrou	N;NOM;SG	N;DEF;MASC;SG
kartta	harta	kartta	hartă	N;NOM;SG	N;DEF;FEM;SG
kartta	hartă	kartta	hartă	N;NOM;SG	N;INDF;FEM;SG
unkari	ungaria	unkari	ungaria	PROPN;NOM;SG	PROPN
unkari	ungară	unkari	unga	PROPN;NOM;SG	ADJ;INDF;FEM;SG
unkari	maghiară	unkari	maghiar	PROPN;NOM;SG	N;INDF;FEM;SG
unkari	maghiar	unkari	maghiar	PROPN;NOM;SG	ADJ;INDF;MASC;SG
merkkejä	caracterele	merkki	caracter	N;PRT;PL	N;DEF;FEM;PL
merkkejä	personajele	merkki	personaj	N;PRT;PL	N;DEF;FEM;PL
merkkejä	semnele	merkki	semn	N;PRT;PL	N;DEF;FEM;PL
kemian	chimie	kemia	chimie	N;GEN;SG	N;INDF;FEM;SG
kemian	chimia	kemia	chimie	N;GEN;SG	N;DEF;FEM;SG
toukokuun	may	toukokuu	may	N;GEN;SG	
suunnitelman	planul	suunnitelma	plan	N;GEN;SG	N;DEF;MASC;SG
korjata	fix	korjata	fix	V;SG;NFIN;ACT	ADJ;INDF;MASC;SG
hylättiin	respins	hylätä	respinge	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
hylättiin	respinsă	hylätä	respinge	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
äärimmäisen	extrem	äärimmäinen	extrem	ADJ;GEN;SG	ADV;RL
äärimmäisen	extremă	äärimmäinen	extrem	ADJ;GEN;SG	ADJ;INDF;FEM;SG
äärimmäisen	extrem	äärimmäinen	extrem	ADJ;GEN;SG	ADV;RL
äärimmäisen	extrema	äärimmäinen	extrema	ADJ;GEN;SG	
äärimmäisen	extreme	äärimmäinen	extremă	ADJ;GEN;SG	
kirkkoon	biserica	kirkko	biserică	N;IN+ALL;SG	N;DEF;FEM;SG
kirkkoon	biserică	kirkko	biserică	N;IN+ALL;SG	N;INDF;FEM;SG
lounais	southwest	lounais	southwest	N;NOM;SG	PROPN
versiota	versiunea	versio	versiune	N;PRT;SG	N;DEF;FEM;SG
versiota	versiune	versio	versiune	N;PRT;SG	N;INDF;FEM;SG
guy	guy	guy	guy		PROPN
guy	tip	guy	tip		N;INDF;MASC;SG
romanian	românesc	romania	românesc	N;GEN;SG	ADJ;INDF;MASC;SG
romanian	român	romania	român	N;GEN;SG	ADJ;INDF;MASC;SG
romanian	români	romania	român	N;GEN;SG	N;INDF;MASC;PL
romanian	română	romania	român	N;GEN;SG	ADJ;INDF;FEM;SG
romanian	romania	romania	romanie	N;GEN;SG	N;DEF;FEM;SG
romanian	românia	romania	românia	N;GEN;SG	PROPN
kirjaston	bibliotecă	kirjasto	bibliotecă	N;GEN;SG	N;INDF;FEM;SG
kirjaston	biblioteca	kirjasto	bibliotecă	N;GEN;SG	N;DEF;FEM;SG
kirjaston	librărie	kirjasto	librărie	N;GEN;SG	N;INDF;FEM;SG
laivastoon	marina	laivasto	marină	N;IN+ALL;SG	N;DEF;FEM;SG
laivastoon	marină	laivasto	marină	N;IN+ALL;SG	N;INDF;FEM;SG
sivuston	website	sivusto	websit	N;GEN;SG	
sivuston	situl	sivusto	sit	N;GEN;SG	N;DEF;MASC;SG
sivuston	site	sivusto	sită	N;GEN;SG	N;INDF;FEM;PL
sveitsi	elvetia	sveitsi	elvetia	N;NOM;SG	N;DEF;FEM;SG
sveitsi	elveţia	sveitsi	elveţia	N;NOM;SG	PROPN
sveitsi	elveția	sveitsi	elveția	N;NOM;SG	PROPN
sveitsi	elvețiană	sveitsi	elvețian	N;NOM;SG	ADJ;INDF;FEM;SG
historioitsija	istoric	historioitsija	istoric	N;NOM;SG	ADJ;INDF;MASC;SG
hahmot	caracterele	hahmo	caracter	N;NOM;PL	N;DEF;FEM;PL
hahmot	personajele	hahmo	personaj	N;NOM;PL	N;DEF;FEM;PL
tyypillisiä	tipic	tyypillinen	tipic	ADJ;PRT;PL	ADV
puun	copacul	puu	copac	N;GEN;SG	N;DEF;MASC;SG
puun	arborele	puu	arbor	N;GEN;SG	N;DEF;MASC;SG
kohteena	vizat	kohde	vizat	N;FRML;SG	ADJ;INDF;MASC;SG
kohteena	vizate	kohde	vizat	N;FRML;SG	ADJ;INDF;FEM;PL
ehdokkaana	candidată	ehdokas	candidată	N;FRML;SG	ADJ;INDF;FEM;SG
ehdokkaana	candidatul	ehdokas	candidat	N;FRML;SG	N;DEF;MASC;SG
viestin	mesajul	viesti	mesaj	N;GEN;SG	N;DEF;MASC;SG
arvostelu	critică	arvostelu	critica	N;NOM;SG	V;IND;SG;3;PST;FIN
arvostelu	critici	arvostelu	critică	N;NOM;SG	N;INDF;MASC;PL
arvostelu	critica	arvostelu	critică	N;NOM;SG	N;DEF;FEM;SG
arvostelu	criticile	arvostelu	critică	N;NOM;SG	N;DEF;FEM;PL
arvostelu	recenzii	arvostelu	recenzie	N;NOM;SG	N;INDF;FEM;PL
arvostelu	recenzie	arvostelu	recenzie	N;NOM;SG	N;INDF;FEM;SG
arvostelu	revizuirea	arvostelu	revizuire	N;NOM;SG	N;DEF;FEM;SG
arvostelu	revizuire	arvostelu	revizuire	N;NOM;SG	N;INDF;FEM;SG
arvostelu	evaluare	arvostelu	evaluare	N;NOM;SG	N;INDF;FEM;SG
liittoutuneiden	aliate	liittoutuneet	alia	V;GEN;PL;V.PTCP;ACT	N;INDF;FEM;PL
liittoutuneiden	aliată	liittoutuneet	alia	V;GEN;PL;V.PTCP;ACT	ADJ;INDF;FEM;SG
liittoutuneiden	aliat	liittoutuneet	aliat	V;GEN;PL;V.PTCP;ACT	ADJ;INDF;MASC;SG
ongelmat	belea	ongelma	belea	N;NOM;PL	
ongelmat	necaz	ongelma	necaz	N;NOM;PL	N;INDF;MASC;SG
ongelmat	belele	ongelma	bele	N;NOM;PL	N;DEF;FEM;PL
ongelmat	problemele	ongelma	problemă	N;NOM;PL	N;DEF;FEM;PL
rolling	rolling	rolling	rolling		PROPN
rolling	rulare	rolling	rulare		N;INDF;FEM;SG
rolling	laminare	rolling	laminar		N;INDF;FEM;SG
ylläpitää	menținerea	ylläpitää	menținere	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
kattaa	acoperi	kattaa	acoperi	V;IND;SG;3;PRS;FIN;ACT	
kattaa	coperta	kattaa	copertă	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
kattaa	copertă	kattaa	copertă	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
kattaa	cover	kattaa	cover	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
kattaa	acoperire	kattaa	acoperire	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
mustat	neagră	musta	negru	ADJ;NOM;PL	ADJ;INDF;FEM;SG
mustat	negru	musta	negru	ADJ;NOM;PL	ADJ;INDF;MASC;SG
mustat	neagra	musta	negru	ADJ;NOM;PL	ADJ;DEF;FEM;SG
mustat	black	musta	black	ADJ;NOM;PL	N;INDF;MASC;SG
mustat	negrii	musta	negru	ADJ;NOM;PL	
ylittää	depășirea	ylittää	depășire	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
ylittää	traversare	ylittää	traversare	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
ylittää	traversarea	ylittää	traversare	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
ylittää	trecere	ylittää	trecere	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
epäonnistui	eșec	epäonnistua	eșec	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
tuleva	viitorul	tulla	viitor	ADJ;NOM;SG	N;DEF;MASC;SG
tuleva	viitor	tulla	viitor	ADJ;NOM;SG	N;INDF;MASC;SG
julkisesti	public	julkisesti	public	ADV	ADJ;INDF;MASC;SG
torni	tower	torni	tower	N;NOM;SG	PROPN
torni	turnul	torni	turn	N;NOM;SG	N;DEF;MASC;SG
torni	tură	torni	tură	N;NOM;SG	N;INDF;FEM;SG
torni	tura	torni	tură	N;NOM;SG	N;DEF;FEM;SG
fifa	fifa	fifa	fifa	N;NOM;SG	PROPN
lauloi	sang	laulaa	sang	V;IND;SG;3;PST;FIN;ACT	
lauloi	cântat	laulaa	cânta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
jacob	jacob	jacob	jacob	N;NOM;SG	PROPN
jacob	iacov	jacob	iacov	N;NOM;SG	PROPN
jacob	iacob	jacob	iacob	N;NOM;SG	PROPN
vaihtoehto	alternative	vaihto#ehto	alternativ	N;NOM;SG	ADJ;INDF;FEM;PL
vaihtoehto	alternativă	vaihto#ehto	alternativ	N;NOM;SG	ADJ;INDF;FEM;SG
vaihtoehto	alternativ	vaihto#ehto	alternativ	N;NOM;SG	ADV
vaihtoehto	alternativa	vaihto#ehto	alternativă	N;NOM;SG	N;DEF;FEM;SG
vaihtoehto	opțiune	vaihto#ehto	opțiune	N;NOM;SG	N;INDF;FEM;SG
vaihtoehto	opțiunea	vaihto#ehto	opțiune	N;NOM;SG	N;DEF;FEM;SG
kommentin	comment	kommentti	comment	N;GEN;SG	
kommentin	comentează	kommentti	comenta	N;GEN;SG	V;IND;3;PRS;FIN
kommentin	comentarii	kommentti	comentariu	N;GEN;SG	N;INDF;FEM;PL
kommentin	comentariul	kommentti	comentariu	N;GEN;SG	N;DEF;MASC;SG
majuri	major	majuri	major	N;NOM;SG	ADJ;INDF;MASC;SG
majuri	maiorul	majuri	maior	N;NOM;SG	N;DEF;MASC;SG
majuri	maior	majuri	maior	N;NOM;SG	PROPN
majuri	majore	majuri	major	N;NOM;SG	ADJ;INDF;FEM;PL
potter	potter	potter	potter	N;NOM;SG	PROPN
maininta	menționez	maininta	menționa	N;NOM;SG	V;IND;SG;1;PRS;FIN
potkut	concediată	potku	concedia	N;NOM;PL	ADJ;INDF;FEM;SG
potkut	concediat	potku	concediat	N;NOM;PL	ADJ;INDF;MASC;SG
frans	frans	frans	frans	N;NOM;SG	PROPN
tarvitsee	nevoile	tarvita	nevoie	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
tarvitsee	nevoi	tarvita	nevoie	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
viimeisin	ultimele	viimeinen	ultim	ADJ;NOM;RL;SG	NUM;DEF;FEM;PL
viimeisin	ultima	viimeinen	ultim	ADJ;NOM;RL;SG	NUM;DEF;FEM;SG
viimeisin	ultimul	viimeinen	ultim	ADJ;NOM;RL;SG	NUM;DEF;MASC;SG
viimeisin	last	viimeinen	last	ADJ;NOM;RL;SG	N;INDF;MASC;SG
viimeisin	ultimele	viimeinen	ultim	ADJ;NOM;RL;SG	NUM;DEF;FEM;PL
pelaajien	jucătorii	pelaaja	jucător	N;GEN;PL	N;DEF;MASC;PL
sport	sportul	sport	sport	N;NOM;SG	N;DEF;MASC;SG
luokat	clasele	luokka	clasă	N;NOM;PL	N;DEF;FEM;PL
luokat	categoriile	luokka	categorie	N;NOM;PL	N;DEF;FEM;PL
materiaali	materialul	materiaali	material	N;NOM;SG	N;DEF;MASC;SG
materiaali	materiale	materiaali	material	N;NOM;SG	N;INDF;FEM;PL
materiaali	materiale	materiaali	material	N;NOM;SG	N;INDF;FEM;PL
materiaali	materialele	materiaali	material	N;NOM;SG	N;DEF;FEM;PL
maailmaan	lumea	maailma	lume	N;IN+ALL;SG	N;DEF;FEM;SG
maailmaan	lume	maailma	lume	N;IN+ALL;SG	N;INDF;FEM;SG
maailmaan	world	maailma	world	N;IN+ALL;SG	PROPN
merkitä	eticheta	merkitä	etichetă	V;SG;NFIN;ACT	N;DEF;FEM;SG
merkitä	etichetă	merkitä	etichetă	V;SG;NFIN;ACT	N;INDF;FEM;SG
merkitä	tag	merkitä	tag	V;SG;NFIN;ACT	
merkitä	marcaj	merkitä	marcaj	V;SG;NFIN;ACT	N;INDF;MASC;SG
keksi	inventate	keksiä	inventa	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
keksi	inventat	keksiä	inventa	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
keksi	cookie	keksiä	cookie	V;IND;SG;3;PST;FIN;ACT	
keksi	prăjitură	keksiä	prăjitură	V;IND;SG;3;PST;FIN;ACT	N;INDF;FEM;SG
väestön	populaţia	väestö	populagie	N;GEN;SG	N;DEF;FEM;SG
väestön	populație	väestö	populație	N;GEN;SG	N;INDF;FEM;SG
väestön	populația	väestö	populație	N;GEN;SG	N;DEF;FEM;SG
phil	phil	phil	phil	PROPN;NOM;SG	PROPN
nopea	repede	nopea	repede	ADJ;NOM;SG	ADV
nopea	rapid	nopea	rapid	ADJ;NOM;SG	ADV
nopea	rapidă	nopea	rapid	ADJ;NOM;SG	ADJ;INDF;FEM;SG
nopea	repede	nopea	repede	ADJ;NOM;SG	ADV
nopea	rapid	nopea	rapid	ADJ;NOM;SG	ADV
nopea	rapidă	nopea	rapid	ADJ;NOM;SG	ADJ;INDF;FEM;SG
roy	roy	roy	roy	PROPN;NOM;SG	PROPN
ympäristön	mediul	ympäristö	mediu	N;GEN;SG	N;DEF;MASC;SG
ympäristön	mediu	ympäristö	mediu	N;GEN;SG	ADJ;INDF;MASC;SG
äänestää	vot	äänestää	vot	V;SG;NFIN;ACT	N;INDF;MASC;SG
äänestää	votati	äänestää	votati	V;SG;NFIN;ACT	V;IND;PL;2;PRS;FIN
äänestää	votare	äänestää	votare	V;SG;NFIN;ACT	N;INDF;FEM;SG
äänestää	votul	äänestää	vot	V;SG;NFIN;ACT	N;DEF;MASC;SG
äänestää	votarea	äänestää	votare	V;SG;NFIN;ACT	N;DEF;FEM;SG
pankin	bancă	pankki	bancă	N;GEN;SG	N;INDF;FEM;SG
pankin	banca	pankki	bancă	N;GEN;SG	N;DEF;FEM;SG
roman	romană	roma	roman	PROPN;NOM;SG	ADJ;INDF;FEM;SG
roman	roman	roma	roman	PROPN;NOM;SG	N;INDF;MASC;SG
yhdistetty	conectat	yhdistää	conecta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
yhdistetty	conectate	yhdistää	conecta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
yhdistetty	conectată	yhdistää	conecta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
yhdistetty	combinat	yhdistää	combina	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
yhdistetty	combinată	yhdistää	combinat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
yhdistetty	combinate	yhdistää	combina	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
yhdistetty	fuzionat	yhdistää	fuziona	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
yhdistetty	legate	yhdistää	legat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
yhdistetty	legată	yhdistää	lega	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
xiv	xiv	xiv	xiv	ADJ	
valkoiset	albi	valkoinen	alb	ADJ;NOM;PL	
valkoiset	albă	valkoinen	alb	ADJ;NOM;PL	ADJ;INDF;FEM;SG
valkoiset	alb	valkoinen	alb	ADJ;NOM;PL	ADJ;INDF;MASC;SG
ooppera	opera	ooppera	operă	N;NOM;SG	N;DEF;FEM;SG
ooppera	operă	ooppera	operă	N;NOM;SG	N;INDF;FEM;SG
jerry	jerry	jerry	jerry	PROPN;NOM;SG	PROPN
salon	salonul	salo	salon	N;GEN;SG	N;DEF;MASC;SG
elizabeth	elizabeth	elizabeth	elizabeth		PROPN
elizabeth	elisabeta	elizabeth	elisabetă		N;DEF;FEM;SG
etu	față	etu	față	N;NOM;SG	N;INDF;FEM;SG
etu	avantajul	etu	avantaj	N;NOM;SG	N;DEF;MASC;SG
paavin	papa	paavi	papă	N;GEN;SG	
paavin	pope	paavi	popă	N;GEN;SG	
lawrence	lawrence	lawrence	lawrenc	PROPN;NOM;SG	PROPN
val	val	val	val	PROPN;NOM;SG	N;INDF;MASC;SG
cas	cas	cas	cas	N;NOM;SG	
cas	cass	cas	cass	N;NOM;SG	
täydellinen	perfect	täydellinen	perfect	ADJ;NOM;SG	ADV
täydellinen	perfecte	täydellinen	perfect	ADJ;NOM;SG	ADJ;INDF;FEM;PL
täydellinen	perfecta	täydellinen	perfecta	ADJ;NOM;SG	
täydellinen	perfectă	täydellinen	perfect	ADJ;NOM;SG	ADJ;INDF;FEM;SG
täydellinen	completa	täydellinen	completa	ADJ;NOM;SG	ADJ;DEF;FEM;SG
täydellinen	completă	täydellinen	complet	ADJ;NOM;SG	ADJ;INDF;FEM;SG
täydellinen	complete	täydellinen	complet	ADJ;NOM;SG	ADJ;INDF;FEM;PL
täydellinen	complet	täydellinen	complet	ADJ;NOM;SG	ADV
vincent	vincent	vincemt	vincent	N;NOM;SG	PROPN
versioita	versiunile	versio	versiune	N;PRT;PL	N;DEF;FEM;PL
ääniä	voturile	ääni	vot	N;PRT;PL	N;DEF;FEM;PL
ääniä	vocile	ääni	voce	N;PRT;PL	N;DEF;FEM;PL
moon	lună	moko	lună		N;INDF;FEM;SG
moon	luna	moko	lună		N;DEF;FEM;SG
moon	moon	moko	moon		N;INDF;MASC;SG
oliver	oliver	oliver	oliver	PROPN;NOM;SG	PROPN
ikä	varsta	ikä	varsta	N;NOM;SG	N;DEF;FEM;SG
ikä	vârstă	ikä	vârstă	N;NOM;SG	N;INDF;FEM;SG
ikä	vârsta	ikä	vârstă	N;NOM;SG	N;DEF;FEM;SG
suhteet	relațiile	suhde	relație	N;NOM;PL	N;DEF;FEM;PL
suhteet	relația	suhde	relație	N;NOM;PL	N;DEF;FEM;SG
suhteet	relatie	suhde	relatie	N;NOM;PL	N;INDF;FEM;SG
suhteet	relație	suhde	relație	N;NOM;PL	N;INDF;FEM;SG
suhteet	relațiile	suhde	relație	N;NOM;PL	N;DEF;FEM;PL
ilves	ilves	ilves	ilves	N;NOM;SG	
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;SG	PROPN
gustav	gustav	gustav	gustav	N;NOM;SG	PROPN
suosio	popularitatea	suosio	popularitate	N;NOM;SG	N;DEF;FEM;SG
suosio	popularitate	suosio	popularitate	N;NOM;SG	N;INDF;FEM;SG
kuvernööri	guvernatorul	kuvernööri	guvernator	N;NOM;SG	N;DEF;MASC;SG
opetus	predau	opetus	preda	N;NOM;SG	V;IND;PL;3;IPFV;FIN
opetus	predare	opetus	predare	N;NOM;SG	N;INDF;FEM;SG
opetus	lecție	opetus	lecție	N;NOM;SG	N;INDF;FEM;SG
opetus	lectie	opetus	lectie	N;NOM;SG	N;INDF;FEM;SG
bobby	bobby	bobby	bobby	PROPN;NOM;SG	PROPN
alta	sub	alta	sub	ADV	ADP;ACC
sydän	cardiace	sydän	cardiac	N;NOM;SG	ADJ;INDF;FEM;PL
sydän	cardiacă	sydän	cardiac	N;NOM;SG	ADJ;INDF;FEM;SG
sydän	inima	sydän	inimă	N;NOM;SG	N;DEF;FEM;SG
sydän	inimă	sydän	inimă	N;NOM;SG	N;INDF;FEM;SG
sydän	heart	sydän	heart	N;NOM;SG	
henkilökohtaiset	personal	henkilö#kohtainen	personal	ADJ;NOM;PL	ADV
henkilökohtaiset	personala	henkilö#kohtainen	personal	ADJ;NOM;PL	ADJ;DEF;FEM;SG
henkilökohtaiset	personală	henkilö#kohtainen	personal	ADJ;NOM;PL	ADJ;INDF;FEM;SG
käännetty	tradus	kääntää	traduce	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
käännetty	traduse	kääntää	traduce	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
oopperan	opera	ooppera	operă	N;GEN;SG	N;DEF;FEM;SG
oopperan	operă	ooppera	operă	N;GEN;SG	N;INDF;FEM;SG
bros	bros	bros	bros		PROPN
kaunis	frumoase	kaunis	frumos	ADJ;NOM;SG	ADJ;INDF;FEM;PL
kaunis	frumoasă	kaunis	frumos	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kaunis	frumoasa	kaunis	frumos	ADJ;NOM;SG	ADJ;DEF;FEM;SG
jeesus	isus	jeesus	isus	N;NOM;SG	PROPN
jeesus	iisus	jeesus	iisus	N;NOM;SG	
kilpa	curse	kilpa	cursă	N;NOM;SG	N;INDF;FEM;PL
versiot	versiunile	versiot	versiune	N;NOM;PL	N;DEF;FEM;PL
wild	wild	wild	wild		N;INDF;MASC;SG
wild	salbatic	wild	salbatic		ADJ;INDF;MASC;SG
wild	sălbatică	wild	sălbatic		ADJ;INDF;FEM;SG
wild	sălbatic	wild	sălbatic		ADV
wild	sălbatice	wild	sălbatic		ADJ;INDF;FEM;PL
talvi	iarnă	talvi	iarnă	N;NOM;SG	N;INDF;FEM;SG
talvi	iarna	talvi	iarnă	N;NOM;SG	N;DEF;FEM;SG
hevosen	calul	hevonen	cal	N;GEN;SG	N;DEF;MASC;SG
hevosen	horse	hevonen	horsă	N;GEN;SG	
politiikan	politică	politiikka	politic	N;GEN;SG	ADJ;INDF;FEM;SG
politiikan	politica	politiikka	politică	N;GEN;SG	N;DEF;FEM;SG
politiikan	politică	politiikka	politic	N;GEN;SG	ADJ;INDF;FEM;SG
politiikan	politica	politiikka	politică	N;GEN;SG	N;DEF;FEM;SG
julkisen	publice	julkinen	public	ADJ;GEN;SG	ADJ;INDF;FEM;PL
julkisen	publică	julkinen	publica	ADJ;GEN;SG	V;IND;SG;3;PST;FIN
vanhempien	parinti	vanha	parinti	ADJ;GEN;CMPR;PL	
vanhempien	părinți	vanha	părinte	ADJ;GEN;CMPR;PL	N;INDF;MASC;PL
vanhempien	parintii	vanha	parinte	ADJ;GEN;CMPR;PL	N;DEF;MASC;PL
vanhempien	părinții	vanha	părinte	ADJ;GEN;CMPR;PL	N;DEF;MASC;PL
vanhempien	parentale	vanha	parental	ADJ;GEN;CMPR;PL	ADJ;INDF;FEM;PL
