szczegółowe	podrobně	szczegółowy	podrobně	ADJ;NOM;NEUT;SG	ADV;POS
athletic	sportovní	athletic	sportovní		ADJ;NOM;MASC;SG;POS
aresztowania	zatčení	aresztowanie	zatčení	N;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
aresztowania	zatýkání	aresztowanie	zatýkání	N;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
okien	windows	okno	windows		N;INAN;MASC;PL;POS
okien	okna	okno	okno		N;NOM;NEUT;PL;POS
okien	oken	okno	okno		N;GEN;NEUT;PL;POS
bogato	bohatě	bogato	bohatě		ADV;POS
karen	karen	karen	kárný	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
reorganizacji	reorganizaci	reorganizacja	reorganizace	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
reorganizacji	reorganizace	reorganizacja	reorganizace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
reorganizacji	reorganizace	reorganizacja	reorganizace	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
enwiki	enwiki	enwik	enwik		N;NOM;MASC;SG;POS
wrc	wrc	wrzeć	wrc		PROPN;ANIM;NOM;MASC;SG;POS
arabskie	arab	arabski	arab	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
arabskie	arabské	arabski	arabský	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
arabskie	arabské	arabski	arabský	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
arabskie	arabsky	arabski	arabsky	ADJ;NOM;NEUT;SG	ADV;POS
arabskie	arabské	arabski	arabský	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
lewo	levá	lewo	levý		ADJ;NOM;FEM;SG;POS
lewo	vlevo	lewo	vlevo		ADV
lewo	levý	lewo	levý		ADJ;INAN;NOM;MASC;SG;POS
lewo	doleva	lewo	doleva		ADV
dno	spodní	dno	spodní		ADJ;NOM;MASC;SG;POS
dno	dno	dno	dno		N;NOM;NEUT;SG;POS
dno	spodek	dno	spodek		N;INAN;NOM;MASC;SG;POS
dno	dně	dno	dno		N;NOM;NEUT;SG;POS
kopenhadze	kodani	kopenhadz	kodan	PROPN;DAT;MASC;SG	N;DAT;FEM;SG;POS
kopenhadze	kodaň	kopenhadz	kodaň	PROPN;DAT;MASC;SG	PROPN;NOM;FEM;SG;POS
wyścigi	závodění	wyścig	závodění	N;NOM;MASC;PL	N;NOM;NEUT;SG;POS
wyścigi	závodní	wyścig	závodní	N;NOM;MASC;PL	ADJ;NOM;MASC;SG;POS
gracze	hráče	gracz	hráč	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
gracze	hráčů	gracz	hráč	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
holland	holandsko	holland	holandský		ADJ;POS
holland	holland	holland	holland		N;INAN;NOM;MASC;SG;POS
halle	halle	hall	hallo		PROPN;NOM;FEM;SG;POS
dotarły	přijel	dotrzeć	přijet	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
dotarły	dorazila	dotrzeć	dorazit	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
dotarły	dorazil	dotrzeć	dorazit	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
sumy	částka	suma	částka		N;NOM;FEM;SG;POS
sumy	suma	suma	suma		N;NOM;FEM;SG;POS
sumy	součet	suma	součet		N;INAN;NOM;MASC;SG;POS
sumy	částky	suma	částka		N;NOM;FEM;PL;POS
sumy	sumy	suma	suma		N;NOM;FEM;PL;POS
sumy	součty	suma	součet		N;INAN;NOM;MASC;PL;POS
bractwa	bratrstva	bractwo	bratrstvo	N;ACC;NEUT;SG	N;NOM;NEUT;PL;POS
bractwa	bratrstva	bractwo	bratrstvo	N;ACC;NEUT;SG	N;NOM;NEUT;PL;POS
bractwa	bratrství	bractwo	bratrství	N;ACC;NEUT;SG	N;NOM;NEUT;SG;POS
bractwa	bratrstvo	bractwo	bratrstvo	N;ACC;NEUT;SG	N;NOM;NEUT;SG;POS
bractwa	bratrstva	bractwo	bratrstvo	N;ACC;NEUT;SG	N;NOM;NEUT;PL;POS
bractwa	bratrství	bractwo	bratrství	N;ACC;NEUT;SG	N;NOM;NEUT;SG;POS
bractwa	bratrstvo	bractwo	bratrstvo	N;ACC;NEUT;SG	N;NOM;NEUT;SG;POS
tajemnica	záhady	tajemnica	záhada	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
tajemnica	tajný	tajemnica	tajný	N;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
tajemnica	tajná	tajemnica	tajný	N;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
tajemnica	tajné	tajemnica	tajný	N;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
targ	tržní	targa	tržní	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
połączony	připojené	połączyć	připojený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
połączony	spojené	połączyć	spojený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
kraina	pozemky	kraina	pozemek	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
szeregi	řadách	szereg	řada	N;ACC;MASC;SG	N;DAT;FEM;PL;POS
szeregi	hodnosti	szereg	hodnost	N;ACC;MASC;SG	N;GEN;FEM;SG;POS
szeregi	řady	szereg	řada	N;ACC;MASC;SG	N;NOM;FEM;PL;POS
szeregi	seriál	szereg	seriál	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
szeregi	řada	szereg	řada	N;ACC;MASC;SG	N;NOM;FEM;SG;POS
szeregi	série	szereg	série	N;ACC;MASC;SG	N;NOM;FEM;SG;POS
potrzebny	potřebovat	potrzebny	potřebovat	ADJ;NOM;MASC;SG	V;IPFV;POS;NFIN
potrzebny	potřebuji	potrzebny	potřebovat	ADJ;NOM;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
potrzebny	potřebují	potrzebny	potřebovat	ADJ;NOM;MASC;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
potrzebny	potřeba	potrzebny	potřeba	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
potrzebny	potřeba	potrzebny	potřeba	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
potrzebny	potřeboval	potrzebny	potřebovat	ADJ;NOM;MASC;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
mig	mig	mig	mig		PROPN;INAN;MASC;POS
oryginalna	originál	oryginalny	originál	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
kanały	kanálů	kanał	kanál	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
kanały	kanál	kanał	kanál	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
konklawe	konkláve	konklawy	konkláva	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG;POS
zoo	zoo	zoo	ZOO		PROPN;FEM;POS
zoo	zoo	zoo	ZOO		PROPN;FEM;POS
pokryta	pokryté	pokryć	pokrytý	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
turner	turner	turner	turner		PROPN;ANIM;NOM;MASC;SG;POS
turner	turnerová	turner	turnerový		ADJ;NOM;FEM;SG;POS
turner	turnera	turner	turner		N;ANIM;ACC;MASC;SG;POS
ambasady	velvyslanectví	ambasada	velvyslanectví	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
ambasady	ambasády	ambasada	ambasáda	N;GEN;FEM;SG	N;NOM;FEM;PL;POS
ambasady	ambasády	ambasada	ambasáda	N;GEN;FEM;SG	N;NOM;FEM;PL;POS
ambasady	velvyslanectví	ambasada	velvyslanectví	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
ambasady	ambasáda	ambasada	ambasáda	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
jefferson	jefferson	jefferson	jefferson	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
spartak	spartak	spartak	spartak		N;NOM;FEM;SG;POS
partner	partnera	partner	partner	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
partner	affiliate	partner	affiliate	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
transmisji	převodovka	transmisja	převodovka	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
transmisji	vysílání	transmisja	vysílání	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
transmisji	předávání	transmisja	předávání	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
transmisji	přenos	transmisja	přenos	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
transmisji	předání	transmisja	předání	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
transmisji	vysílání	transmisja	vysílání	N;GEN;FEM;SG	N;NOM;NEUT;SG;POS
transmisji	vysílat	transmisja	vysílat	N;GEN;FEM;SG	V;IPFV;POS;NFIN
właściciele	vlastníky	właściciel	vlastník	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
albrecht	albrecht	albrecht	albrecht	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
kolonie	kolonií	kolonie	kolonie	N;NOM;FEM;SG	N;INS;FEM;SG;POS
joão	joão	joão	joão	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
wygrana	win	wygrać	win	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
wygrana	vyhrát	wygrać	vyhrát	N;NOM;FEM;SG	V;POS;NFIN
wygrana	výhry	wygrać	výhra	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
regulamin	předpis	regulamin	předpis	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
regulamin	regulace	regulamin	regulace	N;ACC;MASC;SG	N;NOM;FEM;SG;POS
regulamin	nařízení	regulamin	nařízení	N;ACC;MASC;SG	N;NOM;NEUT;SG;POS
rachel	rachel	rachel	rachel	PROPN;NOM;FEM;SG	N;NOM;FEM;SG;POS
wenecja	benátky	wenecja	benátky	N;NOM;FEM;SG	PROPN;NOM;FEM;PL;POS
idee	nápadů	idee	nápad	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
bei	bei	być	bei		N;NOM;MASC;SG;POS
skarb	poklady	skarb	poklad	N;ACC;MASC;SG	N;INAN;NOM;MASC;PL;POS
skarb	poklad	skarb	poklad	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
ogrody	gardens	ogród	gardens	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;POS
piąta	pátá	piąty	pátý		ADJ;NOM;FEM;SG
piąta	páté	piąty	pátý		ADJ;NOM;MASC;SG
piąta	pátý	piąty	pátý		ADJ;ANIM;NOM;MASC;SG
pamiętnik	deník	pamiętnik	deník	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamiętnik	journal	pamiętnik	journal	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamiętnik	věstníku	pamiętnik	věstník	N;ACC;MASC;SG	N;INAN;GEN;MASC;SG;POS
pamiętnik	deník	pamiętnik	deník	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
pamiętnik	diář	pamiętnik	diář	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
stawu	rybník	staw	rybník	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
przewodnictwem	předsednictví	przewodnictwo	předsednictví	N;INS;NEUT;SG	N;NOM;NEUT;SG;POS
prawdopodobne	pravděpodobně	prawdopodobny	pravděpodobně	ADJ;NOM;NEUT;SG	ADV;POS
procedury	postupy	procedura	postup	N;ACC;FEM;PL	N;INAN;NOM;MASC;PL;POS
procedury	procedury	procedura	procedura	N;ACC;FEM;PL	N;NOM;FEM;PL;POS
procedury	postupů	procedura	postup	N;ACC;FEM;PL	N;INAN;GEN;MASC;PL;POS
procedury	postup	procedura	postup	N;ACC;FEM;PL	N;INAN;NOM;MASC;SG;POS
disco	disco	disco	disco		N;NOM;MASC;SG;POS
disco	disko	disco	disko		N;INAN;NOM;MASC;SG;POS
barona	barone	barona	baron	N;ACC;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
barona	baron	barona	baron	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
sumę	částka	suma	částka	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
sumę	suma	suma	suma	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
sumę	součet	suma	součet	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
cząsteczki	částice	cząsteczka	částice	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
cząsteczki	částice	cząsteczka	částice	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
cząsteczki	molekul	cząsteczka	molekula	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
cząsteczki	částic	cząsteczka	částice	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
cząsteczki	částice	cząsteczka	částice	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
fair	fér	fair	fér		INTJ
fair	spravedlivý	fair	spravedlivý		ADJ;INAN;NOM;MASC;SG;POS
fair	férové	fair	férový		ADJ;NOM;NEUT;SG;POS
fair	spravedlivé	fair	spravedlivý		ADJ;NOM;NEUT;SG;POS
fair	veletrh	fair	veletrh		N;INAN;NOM;MASC;SG;POS
czysto	čistě	czysto	čistě		ADV;POS
czysto	ryze	czysto	ryzí		ADV;POS
czysto	jasné	czysto	jasný		ADJ;NOM;NEUT;SG;POS
czysto	jasný	czysto	jasný		ADJ;INAN;NOM;MASC;SG;POS
czysto	čistý	czysto	čistý		ADJ;INAN;NOM;MASC;SG;POS
czysto	vyčistit	czysto	vyčistit		V;PFV;POS;NFIN
plemiona	kmeny	plemię	kmen	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
plemiona	kmenů	plemię	kmen	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL;POS
nadzwyczajny	mimořádné	nadzwyczajny	mimořádný	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
linda	linda	linda	linda	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
linda	lindu	linda	lind	PROPN;NOM;FEM;SG	N;ACC;FEM;SG;POS
linda	lindo	linda	lindo	PROPN;NOM;FEM;SG	N;NOM;MASC;SG;POS
musical	hudební	musical	hudební	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
virginia	virginie	virginia	virginie		N;NOM;FEM;SG;POS
virginia	virginia	virginia	virginium		PROPN;NOM;FEM;SG;POS
virginia	virginii	virginia	virginie		PROPN;ACC;FEM;SG;POS
mistrzowie	masters	mistrz	master	N;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
mistrzowie	mistrů	mistrz	mistr	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
mistrzowie	mistry	mistrz	mistr	N;NOM;MASC;PL	N;ANIM;INS;MASC;PL;POS
mistrzowie	mistrů	mistrz	mistr	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
drewno	dřeva	drewno	dřevo	N;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
salvador	salvador	salvador	salvador	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
bloków	bloky	blok	blok	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
prasa	stiskněte	prasa	stisknout	N;NOM;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
łańcuch	řetězu	łańcuch	řetěz	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
grubość	tloušťky	grubość	tloušťka	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
stevens	stevens	stevens	stevens	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
kapitał	kapitál	kapitał	kapitál	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
monica	monika	monica	monika	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;FEM;SG;POS
monica	monica	monica	monica	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;NOM;FEM;SG;POS
galaktyki	galaxie	galaktyk	galaxie	N;ACC;FEM;PL	N;NOM;FEM;SG;POS
galaktyki	galaxií	galaktyk	galaxie	N;ACC;FEM;PL	N;INS;FEM;SG;POS
galaktyki	galaxií	galaktyk	galaxie	N;ACC;FEM;PL	N;INS;FEM;SG;POS
galaktyki	galaxie	galaktyk	galaxie	N;ACC;FEM;PL	N;NOM;FEM;SG;POS
galaktyki	galaxii	galaktyk	galaxie	N;ACC;FEM;PL	N;ACC;FEM;SG;POS
galaktyki	galaxy	galaktyk	galax	N;ACC;FEM;PL	N;INAN;NOM;MASC;PL;POS
kontrola	kontrolní	kontrola	kontrolní	N;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
kontrola	kontrolu	kontrola	kontrola	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
kontrola	auditu	kontrola	audit	N;NOM;FEM;SG	N;INAN;DAT;MASC;SG;POS
dodaje	přidá	dodawać	přidat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
typowo	typicky	typowo	typicky		ADV;POS
typowo	typický	typowo	typický		ADJ;INAN;NOM;MASC;SG;POS
typowo	typická	typowo	typický		ADJ;NOM;FEM;SG;POS
typowo	typické	typowo	typický		ADJ;NOM;NEUT;SG;POS
warunek	stav	warunek	stav	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
warunek	podmínkou	warunek	podmínka	N;ACC;MASC;SG	N;INS;FEM;SG;POS
warunek	podmínka	warunek	podmínka	N;ACC;MASC;SG	N;NOM;FEM;SG;POS
naftowej	surový	naftowy	surový	ADJ;GEN;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
naftowej	surové	naftowy	surový	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG;POS
koleje	železnic	kolej	železnice	N;NOM;FEM;SG	N;GEN;FEM;PL;POS
stowarzyszeń	asociace	stowarzyszenie	asociace	N;GEN;NEUT;PL	N;NOM;FEM;SG;POS
stowarzyszeń	sdružení	stowarzyszenie	sdružení	N;GEN;NEUT;PL	N;NOM;NEUT;SG;POS
regina	regina	regina	regina	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
zagrożonych	ohrožené	zagrożyć	ohrožený	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
zagrożonych	ohrožený	zagrożyć	ohrožený	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
zagrożonych	ohrožená	zagrożyć	ohrožený	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
zagrożonych	ohrožení	zagrożyć	ohrožení	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	N;NOM;NEUT;SG;POS
sokół	sokol	sokół	sokol	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sokół	falcone	sokół	falcon	N;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
rozwiązany	rozpuštěna	rozwiązać	rozpuštěný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
rozwiązany	vyřešeny	rozwiązać	vyřešený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
rozwiązany	vyřešil	rozwiązać	vyřešit	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
znaczny	významné	znaczny	významný	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
floryda	floridu	floryd	florida		PROPN;ACC;FEM;SG;POS
floryda	floridy	floryd	florida		PROPN;NOM;FEM;SG;POS
floryda	florida	floryd	florida		PROPN;NOM;FEM;SG;POS
księżnej	vévodkyně	księżny	vévodkyně	ADJ;GEN;FEM;SG	N;NOM;FEM;SG;POS
geograficzny	geografické	geograficzny	geografický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
geograficzny	geografické	geograficzny	geografický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
autobus	bus	autobus	bus	N;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
autobus	autobusem	autobus	autobus	N;NOM;MASC;SG	N;INAN;INS;MASC;SG;POS
autobus	autobusy	autobus	autobus	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
wirnika	rotoru	wirnik	rotor	N;ACC;MASC;SG	N;INAN;GEN;MASC;SG;POS
wirnika	rotoru	wirnik	rotor	N;ACC;MASC;SG	N;INAN;GEN;MASC;SG;POS
właścicielami	vlastníky	właściciel	vlastník	N;INS;MASC;PL	N;ANIM;ACC;MASC;PL;POS
właścicielami	vlastníci	właściciel	vlastník	N;INS;MASC;PL	N;ANIM;NOM;MASC;PL;POS
właścicielami	majitelé	właściciel	majitel	N;INS;MASC;PL	N;ANIM;NOM;MASC;PL;POS
jeana	jean	jeany	jean		PROPN;ANIM;NOM;MASC;SG;POS
jeana	jeane	jeany	jeán		PROPN;NOM;FEM;SG;POS
sex	pohlaví	sex	pohlaví		N;NOM;NEUT;SG;POS
sex	sexu	sex	sex		N;INAN;GEN;MASC;SG;POS
sex	sex	sex	sex		N;INAN;NOM;MASC;SG;POS
samców	samci	samc	samec		N;ANIM;NOM;MASC;PL;POS
samców	samce	samc	samec		N;ANIM;ACC;MASC;PL;POS
zbrodnie	zločiny	zbrodnie	zločin	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
filharmonii	filharmonie	filharmonia	filharmonie	N;GEN;MASC;SG	N;NOM;FEM;SG;POS
bycie	bytí	bycie	bytí		N;NOM;NEUT;SG;POS
bycie	být	bycie	být		V;POS;NFIN
row	řadě	row	řada		N;DAT;FEM;SG;POS
row	řada	row	řada		N;NOM;FEM;SG;POS
row	řádek	row	řádek		N;INAN;NOM;MASC;SG;POS
podróże	cestovat	podróż	cestovat	N;ACC;FEM;PL	V;IPFV;POS;NFIN
podróże	cestování	podróż	cestování	N;ACC;FEM;PL	N;NOM;NEUT;SG;POS
podróże	cestovní	podróż	cestovní	N;ACC;FEM;PL	ADJ;NOM;MASC;SG;POS
podróże	cestování	podróż	cestování	N;ACC;FEM;PL	N;NOM;NEUT;SG;POS
podróże	cestování	podróż	cestování	N;ACC;FEM;PL	N;NOM;NEUT;SG;POS
pokrywy	kryty	pokrywy	krytý	N;ACC;FEM;PL	ADJ;INAN;PL;POS;V.PTCP;PASS
pokrywy	zahrnuje	pokrywy	zahrnovat	N;ACC;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
lewandowski	lewandowski	lewandowski	lewandowský	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
przekazano	přenesené	przekazać	přenesený	V;PFV;IND;0;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS
przekazano	pověřený	przekazać	pověřený	V;PFV;IND;0;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
grabowski	grabowski	grabowski	grabowský	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;POS
kapłan	knězi	kapłan	kněz	N;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
aktów	akty	aktów	akt	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
aktów	úkony	aktów	úkon	N;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
twierdzenia	tvrzení	twierdzić	tvrzení	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
aglomeracji	aglomerací	aglomeracja	aglomerace	N;GEN;FEM;SG	N;INS;FEM;SG;POS
pokrewne	související	pokrewny	související		ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
alessandro	alessandro	alessandro	alessandro	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
pogoń	pronásledování	pogonić	pronásledování		N;NOM;NEUT;SG;POS
pogoń	honička	pogonić	honička		N;NOM;FEM;SG;POS
pogoń	chase	pogonić	chasa		PROPN;ANIM;NOM;MASC;SG;POS
bycia	bytí	być	bytí		N;NOM;NEUT;SG;POS
bycia	být	być	být		V;POS;NFIN
postawy	postoj	postawa	postoj	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
postawy	přístupy	postawa	přístup	N;GEN;FEM;SG	N;INAN;NOM;MASC;PL;POS
postawy	postoje	postawa	postoj	N;GEN;FEM;SG	N;INAN;NOM;MASC;PL;POS
postawy	postoj	postawa	postoj	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
kasy	money	kasa	money	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
kasy	peníze	kasa	peníze	N;ACC;FEM;SG	N;INAN;NOM;MASC;PL;POS
kasy	pokladna	kasa	pokladna	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
kasy	pokladny	kasa	pokladna	N;ACC;FEM;SG	N;NOM;FEM;PL;POS
kasy	hotovosti	kasa	hotovost	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
kasy	hotovost	kasa	hotovost	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
kasy	cash	kasa	cash	N;ACC;FEM;SG	N;NOM;MASC;SG;POS
kasy	hotově	kasa	hotově	N;ACC;FEM;SG	ADV;POS
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
studenci	studenty	student	student	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
studenci	studentka	student	studentka	N;NOM;MASC;PL	N;NOM;FEM;SG;POS
studenci	žák	student	žák	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
studenci	studentská	student	studentský	N;NOM;MASC;PL	ADJ;NOM;FEM;SG;POS
studenci	student	student	student	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
zęby	zubů	ząb	zub	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
duszy	duší	dusza	duše	N;GEN;FEM;SG	N;INS;FEM;SG;POS
duszy	duši	dusza	duše	N;GEN;FEM;SG	N;ACC;FEM;SG;POS
duszy	soul	dusza	soul	N;GEN;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
duszy	duše	dusza	duše	N;GEN;FEM;SG	N;NOM;FEM;SG;POS
przeznaczeniem	osud	przeznaczenie	osud	N;INS;NEUT;SG	N;INAN;NOM;MASC;SG;POS
przeznaczeniem	destiny	przeznaczenie	destina	N;INS;NEUT;SG	N;NOM;FEM;SG;POS
finały	finále	finały	finále	N;NOM;MASC;PL	N;NOM;NEUT;SG;POS
obywatel	občana	obywatel	občan	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
irlandia	irsko	irlandia	irský	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
zeszyt	sešit	zeszyt	sešit	V;IPFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
zeszyt	zápisník	zeszyt	zápisník	V;IPFV;IND;SG;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
