modificación	modifikation	modificación	modifikation	N;FEM;SG	ADJ
esquí	skischule	esquí	skischul	N;MASC;SG	ADJ;NOM;FEM;SG
esquí	ski	esquí	ski	N;MASC;SG	
esquí	skifahren	esquí	skifahren	N;MASC;SG	V;NFIN
esquí	skifahren	esquí	skifahren	N;MASC;SG	V;NFIN
prisionero	gefangener	prisionero	gefangen	N;MASC;SG	ADJ
prisionero	gefangene	prisionero	gefangen	N;MASC;SG	ADJ;NOM;FEM;PL
prisionero	gefangenen	prisionero	gefangen	N;MASC;SG	V;IND;PL;3;FIN
prisionero	gefangenschaft	prisionero	gefangenschaft	N;MASC;SG	ADJ
prisionero	gefangen	prisionero	fangen	N;MASC;SG	V;V.PTCP
disparo	schuß	disparo	schaßfen	N;MASC;SG	
disparo	schuss	disparo	schassen	N;MASC;SG	ADJ
disparo	fotografieren	disparo	fotografieren	N;MASC;SG	V;NFIN
disparo	dreharbeiten	disparo	dreharbeit	N;MASC;SG	V;NFIN
disparo	schießen	disparo	schießen	N;MASC;SG	V;NFIN
disparo	shooting	disparo	shooting	N;MASC;SG	PROPN
disparo	schiessen	disparo	schießen	N;MASC;SG	V;NFIN
disparo	schoss	disparo	schießen	N;MASC;SG	V;V.PTCP
disparo	geschossen	disparo	schießen	N;MASC;SG	V;V.PTCP
disparo	erschossen	disparo	erschießen	N;MASC;SG	V;V.PTCP
disparo	schuss	disparo	schassen	N;MASC;SG	ADJ
teorema	theorem	teorema	theor	N;MASC;SG	PROPN;NOM;SG
extenso	umfangreiche	extenso	umfangreich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
extenso	umfassende	extenso	umfassend	ADJ;MASC;SG	ADJ;NOM;FEM;PL
golpes	strichen	golpe	strich	N;MASC;PL	
golpes	striche	golpe	strich	N;MASC;PL	ADJ;NOM;FEM;PL
golpes	weht	golpe	weht	N;MASC;PL	V;IND;SG;3;PRS;FIN
golpes	bläst	golpe	blasen	N;MASC;PL	V;IND;SG;3;PRS;FIN
mega	mega	mega	mega	N;SG	
herbert	herbert	herbert	herbert	PROPN	
dinosaurios	dinosaurier	dinosaurio	dinosaurier	N;MASC;PL	
dinosaurios	dinosaurier	dinosaurio	dinosaurier	N;MASC;PL	
brevemente	kurzzeitig	brevemente	kurzzeitig	ADV	ADJ
brevemente	kurz	brevemente	kurz	ADV	ADJ
preparar	vorbereitung	preparar	vorbereitung	V;NFIN	N;NOM;FEM;SG
extranjera	ausländer	extranjero	ausländer	ADJ;FEM;SG	
extranjera	außenpolitik	extranjero	außenpolitik	ADJ;FEM;SG	PROPN
extranjera	ausländische	extranjero	ausländisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
extranjera	ausland	extranjero	auslinden	ADJ;FEM;SG	N;NOM;NEUT;SG
caña	reed	caña	reed	N;FEM;SG	PROPN;NOM;MASC;SG
caña	stange	caña	stangen	N;FEM;SG	ADJ
caña	pole	caña	polen	N;FEM;SG	
caña	pol	caña	pol	N;FEM;SG	
caña	pfahl	caña	pfahl	N;FEM;SG	
caña	rohrzucker	caña	rohrzucker	N;FEM;SG	V;NFIN
caña	zuckerrohr	caña	zuckerrohr	N;FEM;SG	ADJ
caña	stock	caña	stock	N;FEM;SG	PROPN
caña	stab	caña	stab	N;FEM;SG	
caña	rod	caña	rod	N;FEM;SG	PROPN;NOM;MASC;SG
ética	ethik	ética	ethik	N;FEM;SG	
ética	ethischer	ética	ethisch	N;FEM;SG	ADJ
ética	ethisch	ética	ethisch	N;FEM;SG	ADJ
ética	ethischen	ética	ethisch	N;FEM;SG	ADJ
ética	ethische	ética	ethisch	N;FEM;SG	ADJ;NOM;FEM;PL
ética	ethik	ética	ethik	N;FEM;SG	
ética	ethisch	ética	ethisch	N;FEM;SG	ADJ
ética	ethischen	ética	ethisch	N;FEM;SG	ADJ
arquitectónico	architektonische	arquitectónico	architektonisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
arquitectónico	architektonischen	arquitectónico	architektonisch	ADJ;MASC;SG	ADJ;NOM;PL
arquitectónico	architektur	arquitectónico	architektur	ADJ;MASC;SG	PROPN
encontrados	gefunden	encontrado	finden	ADJ;MASC;PL;V.PTCP	V;V.PTCP
encontrados	fanden	encontrado	finden	ADJ;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
encontrados	fand	encontrado	finden	ADJ;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
correspondencia	schriftwechsel	correspondencia	schriftwechsel	N;FEM;SG	ADJ
correspondencia	korrespondenz	correspondencia	korrespondenz	N;FEM;SG	ADJ
correspondencia	schriftverkehr	correspondencia	schriftverkehr	N;FEM;SG	ADJ
correspondencia	briefwechsel	correspondencia	briefwechsel	N;FEM;SG	
correspondencia	post	correspondencia	post	N;FEM;SG	PROPN;NOM;SG
monjes	mönchen	monje	mönchen	N;MASC;PL	
monjes	mönche	monje	mönch	N;MASC;PL	
formatos	formatieren	formato	formatieren	N;MASC;PL	V;NFIN
formatos	formatierung	formato	formatierung	N;MASC;PL	ADJ
formatos	formatiert	formato	formatieren	N;MASC;PL	V;V.PTCP
formatos	formaten	formato	formaten	N;MASC;PL	V;NFIN
formatos	formatiert	formato	formatieren	N;MASC;PL	V;V.PTCP
vaticano	vatikanstadt	vaticano	vatikanstadt	N;MASC;SG	PROPN;NOM;SG
vaticano	vatikan	vaticano	vatikan	N;MASC;SG	PROPN;NOM;SG
bombardeo	beschuss	bombardeo	bescheisen	N;MASC;SG	ADJ
bombardeo	bombardieren	bombardeo	bombardieren	N;MASC;SG	V;NFIN
bombardeo	beschuss	bombardeo	bescheisen	N;MASC;SG	ADJ
bombardeo	bombardiert	bombardeo	bombardieren	N;MASC;SG	V;V.PTCP
bombardeo	bombenanschlag	bombardeo	bombenanschlag	N;MASC;SG	ADJ
bombardeo	bombardieren	bombardeo	bombardieren	N;MASC;SG	V;NFIN
bombardeo	bomben	bombardeo	bomben	N;MASC;SG	
respuestas	antworten	respuesta	antworten	N;FEM;PL	V;NFIN
respuestas	reaktionen	respuesta	reaktion	N;FEM;PL	V;NFIN
respuestas	antworten	respuesta	antworten	N;FEM;PL	V;NFIN
respuestas	antwort	respuesta	antworen	N;FEM;PL	
respuestas	antworten	respuesta	antworten	N;FEM;PL	V;NFIN
respuestas	antwort	respuesta	antworen	N;FEM;PL	
cooper	cooper	cooper	cooper	PROPN	PROPN;NOM;SG
duero	douro	duero	douro	N;MASC;SG	PROPN;NOM;SG
duero	duero	duero	duero	N;MASC;SG	PROPN;NOM;MASC;SG
august	august	augusto	augusten	PROPN	PROPN;NOM;MASC;SG
cambiando	wechsel	cambiar	wechsel	V;V.MSDR	ADV
típicos	typisches	típico	typisch	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
lento	langsame	lento	langsam	ADJ;MASC;SG	ADJ;NOM;FEM;PL
lento	verlangsamen	lento	verlangsam	ADJ;MASC;SG	V;NFIN
summer	sommerferien	summer	sommerferien	N	ADJ
summer	sommer	summer	sommer	N	ADV
summer	sommerurlaub	summer	sommerurlaub	N	
summer	sommerzeit	summer	sommerzeit	N	ADV
dramaturgo	dramatiker	dramaturgo	dramatiker	N;MASC;SG	ADJ
dramaturgo	dramatiker	dramaturgo	dramatiker	N;MASC;SG	ADJ
seudónimo	pseudonym	seudónimo	pseudonym	N;MASC;SG	ADJ
apoyado	gefördert	apoyar	fördern	ADJ;MASC;SG;V.PTCP	V;V.PTCP
apoyado	unterstützte	apoyar	unterstützen	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
apoyado	unterstützt	apoyar	unterstützen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
apoyado	unterstützten	apoyar	unterstützen	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
independientemente	selbständig	independientemente	selbständig	ADV	ADJ
independientemente	selbstständig	independientemente	selbständig	ADV	ADJ
independientemente	unabhängig	independientemente	unabhängig	ADV	ADJ
independientemente	ungeachtet	independientemente	ungeachtet	ADV	ADJ
astronómico	astronomische	astronómico	astronomisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
col	kohl	col	kohl		PROPN;NOM;MASC;SG
col	col	col	col		PROPN;NOM;SG
ludwig	ludwigs	ludwig	ludwigs	PROPN	
ludwig	ludwig	ludwig	ludwig	PROPN	PROPN;NOM;MASC;SG
velázquez	velázquez	velázquez	velázquez	N;MASC;SG	PROPN;NOM;MASC;SG
velázquez	velasquez	velázquez	velasquez	N;MASC;SG	
líbano	libanesischen	líbano	libanesisch	N;MASC;SG	ADJ;NOM;MASC;PL
líbano	libanesische	líbano	libanesisch	N;MASC;SG	ADJ;NOM;FEM;PL
líbano	libanesen	líbano	libanesen	N;MASC;SG	
líbano	libanon	líbano	libanon	N;MASC;SG	PROPN;NOM;SG
túnez	tunesien	túnez	Tunesien	N;MASC;SG	PROPN;NOM;SG
túnez	tunesischen	túnez	tunesisch	N;MASC;SG	ADJ
túnez	tunesischer	túnez	tunesisch	N;MASC;SG	ADJ
túnez	tunesische	túnez	tunesisch	N;MASC;SG	ADJ;NOM;FEM;PL
túnez	tunesien	túnez	Tunesien	N;MASC;SG	PROPN;NOM;SG
túnez	tunis	túnez	tunis	N;MASC;SG	PROPN;NOM;MASC;SG
cena	abendessen	cena	Abendessen	N;FEM;SG	ADJ;NOM;SG
cena	abendbrot	cena	abendbrot	N;FEM;SG	PROPN
cena	abendessen	cena	Abendessen	N;FEM;SG	ADJ;NOM;SG
incluidas	enthalten	incluir	enthalten	ADJ;FEM;PL;V.PTCP	V;NFIN
incluidas	eingeschlossen	incluir	einschließen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
incluidas	aufgenommen	incluir	aufnehmen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
incluidas	inklusive	incluir	inklusive	ADJ;FEM;PL;V.PTCP	ADP
four	four	four	four	N	
four	vier	four	vier	N	NUM
pescado	meeresfrüchte	pescado	meeresfrücht	N;MASC;SG	
pescado	fischen	pescado	fischen	N;MASC;SG	V;NFIN
pescado	fisch	pescado	fisch	N;MASC;SG	
pescado	fische	pescado	fischen	N;MASC;SG	
republicanos	republikaner	republicano	republikaner	N;MASC;PL	ADJ
republicanos	republikanischen	republicano	republikanisch	N;MASC;PL	ADJ;NOM;MASC;PL
republicanos	republikanische	republicano	republikanisch	N;MASC;PL	ADJ;NOM;FEM;PL
republicanos	republikaner	republicano	republikaner	N;MASC;PL	ADJ
magic	magie	magic	magie	N	
magic	magic	magic	magic	N	
magic	zauberei	magic	zauberei	N	ADJ
magic	zauber	magic	zauber	N	ADJ
artísticas	künstlerischen	artístico	künstlerisch	ADJ;FEM;PL	ADJ;NOM;MASC;SG
lujo	deluxe	lujo	deluxe	N;MASC;SG	
lujo	luxuriöse	lujo	luxuriös	N;MASC;SG	ADJ;NOM;FEM;PL
lujo	luxus	lujo	luxus	N;MASC;SG	
lujo	luxushotel	lujo	luxushotel	N;MASC;SG	ADJ
lujo	luxuriös	lujo	luxuriös	N;MASC;SG	ADJ
lujo	luxushotels	lujo	luxushotels	N;MASC;SG	ADV
electrones	elektron	electrón	elektron	N;MASC;PL	PROPN
electrones	elektronen	electrón	elektron	N;MASC;PL	
electrones	elektronen	electrón	elektron	N;MASC;PL	
wood	holzindustrie	wood	holzindustrie	N	
wood	holzbearbeitung	wood	holzbearbeitung	N	ADJ
avances	vorschuss	avance	vorschußen	N;MASC;PL	ADV
avances	fortschritte	avance	fortschritt	N;MASC;PL	
avances	durchbruch	avance	durchbruchen	N;MASC;PL	V;IND;SG;3;FIN
avances	durchbrüche	avance	durchbrüchen	N;MASC;PL	ADJ;NOM;FEM;PL
avances	fortschritte	avance	fortschritt	N;MASC;PL	
avances	vorschau	avance	vorschau	N;MASC;PL	
avances	fortschritten	avance	fortschreiten	N;MASC;PL	V;NFIN
avances	fortschritts	avance	fortschritts	N;MASC;PL	
avances	fortschritte	avance	fortschritt	N;MASC;PL	
avances	fortschritt	avance	fortschreiten	N;MASC;PL	PROPN
vacaciones	ferien	vacaciones	ferienen	N;FEM;PL	
vacaciones	ferien	vacaciones	ferienen	N;FEM;PL	
vacaciones	urlaub	vacaciones	urlaub	N;FEM;PL	ADV
vacaciones	ferien	vacaciones	ferienen	N;FEM;PL	
vacaciones	urlaub	vacaciones	urlaub	N;FEM;PL	ADV
vacaciones	ferien	vacaciones	ferienen	N;FEM;PL	
vacaciones	urlaub	vacaciones	urlaub	N;FEM;PL	ADV
vacaciones	feiertage	vacaciones	feiertag	N;FEM;PL	
aerolínea	fluggesellschaften	aerolínea	fluggesellschaft	N;FEM;SG	ADJ
aerolínea	fluglinien	aerolínea	fluglini	N;FEM;SG	N;NOM;FEM;PL
aerolínea	fluggesellschaft	aerolínea	fluggesellschaft	N;FEM;SG	ADJ
aerolínea	fluglinie	aerolínea	fluglinie	N;FEM;SG	PROPN;NOM;SG
aerolínea	airline	aerolínea	airline	N;FEM;SG	PROPN;NOM;SG
murallas	pinnwand	muralla	pinnwand	N;FEM;PL	
murallas	mauern	muralla	mauern	N;FEM;PL	V;NFIN
murallas	wand	muralla	wand	N;FEM;PL	N;NOM;FEM;SG
murallas	mauer	muralla	mauer	N;FEM;PL	
murallas	stadtmauer	muralla	stadtmau	N;FEM;PL	
murallas	stadtmauern	muralla	stadtmauern	N;FEM;PL	V;NFIN
murallas	mauern	muralla	mauern	N;FEM;PL	V;NFIN
murallas	mauer	muralla	mauer	N;FEM;PL	
murallas	stadtmauer	muralla	stadtmau	N;FEM;PL	
murallas	stadtmauern	muralla	stadtmauern	N;FEM;PL	V;NFIN
descendiente	nachkommen	descendiente	nachkommen	N;SG	V;NFIN
sainte	sainte	sainte	sainen	N;FEM;SG	PROPN;NOM;SG
eta	ankunftszeit	eta	ankunftszeit	PROPN	ADJ
eta	eta	eta	eta	PROPN	
cóndor	condor	cóndor	condor	N;MASC;SG	PROPN;NOM;SG
reduce	reduzierung	reducir	Reduzierung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
coronado	gekrönt	coronado	krönen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
coronado	coronado	coronado	coronado	ADJ;MASC;SG;V.PTCP	PROPN
esperando	hoffnung	esperar	hoffnung	V;V.MSDR	
esperando	hoffe	esperar	hoffen	V;V.MSDR	
robles	eichen	roble	eichen	N;MASC;PL	
robles	oaks	roble	oaks	N;MASC;PL	PROPN
robles	robles	roble	robles	N;MASC;PL	PROPN;NOM;MASC;SG
trajo	brachten	traer	bringen	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
bienestar	wellness	bienestar	wellness	N;MASC;SG	
bienestar	wohlfühlen	bienestar	wohlfühlen	N;MASC;SG	V;NFIN
bienestar	wohlbefinden	bienestar	wohlbefinden	N;MASC;SG	V;NFIN
bienestar	wohlergehen	bienestar	wohlergehen	N;MASC;SG	V;NFIN
bienestar	wohlbefinden	bienestar	wohlbefinden	N;MASC;SG	V;NFIN
bienestar	wellness	bienestar	wellness	N;MASC;SG	
bienestar	wohlfühlen	bienestar	wohlfühlen	N;MASC;SG	V;NFIN
bienestar	wohlfahrt	bienestar	wohlfahren	N;MASC;SG	
bienestar	sozialhilfe	bienestar	sozialhilf	N;MASC;SG	PROPN;NOM;SG
bienestar	tierschutz	bienestar	tierschutz	N;MASC;SG	ADJ
bienestar	fürsorge	bienestar	fürsorge	N;MASC;SG	
bienestar	wohlbefinden	bienestar	wohlbefinden	N;MASC;SG	V;NFIN
bienestar	wohlergehen	bienestar	wohlergehen	N;MASC;SG	V;NFIN
mansión	anwesen	mansión	anwesen	N;FEM;SG	
mansión	herrenhaus	mansión	herrenhaus	N;FEM;SG	ADJ
mansión	villa	mansión	villa	N;FEM;SG	
mansión	herrenhaus	mansión	herrenhaus	N;FEM;SG	ADJ
mansión	anwesen	mansión	anwesen	N;FEM;SG	
mansión	manor	mansión	manor	N;FEM;SG	PROPN;SG
suplente	alternative	suplente	alternativ	N;SG	ADJ;NOM;FEM;PL
suplente	stellvertreter	suplente	stellvertreter	N;SG	ADJ
suplente	abwechselnd	suplente	abwechselnd	N;SG	ADJ
suplente	wechseln	suplente	wechseln	N;SG	V;NFIN
suplente	zweitbesetzung	suplente	zweitbesetzung	N;SG	ADJ
suplente	stellvertreter	suplente	stellvertreter	N;SG	ADJ
suplente	ersatz	suplente	ersatzen	N;SG	
suplente	ersetzen	suplente	ersetzen	N;SG	V;NFIN
sueca	schwedisch	sueca	schwedisch	N;FEM;SG	ADJ
sueca	schwedische	sueca	schwedisch	N;FEM;SG	ADJ;NOM;FEM;PL
sueca	schwedens	sueca	schwedens	N;FEM;SG	ADV
sueca	schwedischen	sueca	schwedisch	N;FEM;SG	ADJ;NOM
convencional	herkömmliche	convencional	herkömmlich	ADJ;SG	ADJ;NOM;FEM;PL
convencional	konventionelle	convencional	konventionell	ADJ;SG	ADJ;NOM;FEM;PL
philippe	philippe	philippe	philippe	PROPN	PROPN;NOM;SG
philippe	philipp	philippe	philipp	PROPN	PROPN;NOM;MASC;SG
asesinatos	morden	asesinato	morden	N;MASC;PL	V;NFIN
asesinatos	anschlag	asesinato	anschlagen	N;MASC;PL	N;SG
asesinatos	ermordung	asesinato	ermordung	N;MASC;PL	
asesinatos	mord	asesinato	mord	N;MASC;PL	
asesinatos	attentat	asesinato	attentaben	N;MASC;PL	N;NOM;SG
asesinatos	ermordung	asesinato	ermordung	N;MASC;PL	
asesinatos	mord	asesinato	mord	N;MASC;PL	
asesinatos	morden	asesinato	morden	N;MASC;PL	V;NFIN
asesinatos	mord	asesinato	mord	N;MASC;PL	
fieles	treue	fiel	treu	N;PL	ADJ;NOM
fieles	loyal	fiel	loyal	N;PL	ADJ
fieles	treu	fiel	treu	N;PL	ADJ
fieles	treuen	fiel	treuen	N;PL	ADJ
fieles	treue	fiel	treu	N;PL	ADJ;NOM
fieles	gläubige	fiel	gläubig	N;PL	ADJ;NOM;FEM;PL
fieles	treu	fiel	treu	N;PL	ADJ
fieles	gläubigen	fiel	gläubig	N;PL	ADJ
fieles	treuen	fiel	treuen	N;PL	ADJ
southern	süden	southern	süden	N	V;NFIN
southern	southern	southern	southern	N	PROPN
southern	südliches	southern	südlich	N	ADJ;NOM;NEUT;SG
southern	südlichen	southern	südlich	N	ADJ;ACC;MASC;SG
southern	südliche	southern	südlich	N	ADJ;NOM;FEM;PL
concha	concha	concha	concha	N;FEM;SG	PROPN;NOM;MASC;SG
concha	muschel	concha	muschel	N;FEM;SG	
concha	hülle	concha	hüllen	N;FEM;SG	
concha	shell	concha	shell	N;FEM;SG	PROPN
concha	schale	concha	schale	N;FEM;SG	;NOM;SG
implementación	implementierung	implementación	implementierung	N;FEM;SG	ADJ
implementación	ausführung	implementación	ausführung	N;FEM;SG	
implementación	implementierung	implementación	implementierung	N;FEM;SG	ADJ
correctamente	ordnungsgemäß	correctamente	ordnungsgemäß	ADV	ADJ
correctamente	ordentlich	correctamente	ordentlich	ADV	ADJ
correctamente	korrekt	correctamente	korrekt	ADV	ADJ
perdida	verlust	perdido	verlusen	ADJ;FEM;SG;V.PTCP	
perdida	verlor	perdido	verlieren	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
perdida	verirrt	perdido	verirren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
perdida	verloren	perdido	verlieren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
perdida	lost	perdido	lossen	ADJ;FEM;SG;V.PTCP	PROPN
ciudadanía	bürgerrechte	ciudadanía	bürgerrecht	N;FEM;SG	ADJ;NOM;FEM;PL
ciudadanía	bürgerschaft	ciudadanía	bürgerschaft	N;FEM;SG	ADJ
ciudadanía	staatsbürgerschaft	ciudadanía	staatsbürgerschaft	N;FEM;SG	ADJ
ciudadanía	staatsangehörigkeit	ciudadanía	staatsangsangehöeit	N;FEM;SG	ADJ
significativo	sinnvolle	significativo	sinnvoll	ADJ;MASC;SG	ADJ;NOM;FEM;PL
significativo	bedeutende	significativo	bedeutend	ADJ;MASC;SG	ADJ;NOM;FEM;PL
significativo	erhebliche	significativo	erheblich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
desastre	katastrophen	desastre	katastrophen	N;MASC;SG	V;NFIN
desastre	desaster	desastre	desaster	N;MASC;SG	ADJ
desastre	katastrophenhilfe	desastre	katastrophenhilf	N;MASC;SG	ADJ;NOM;FEM;PL
warren	warren	warren	warr	PROPN	
elías	elías	elía	elías	N;FEM;PL	PROPN;NOM;MASC;SG
elías	elijah	elía	elijah	N;FEM;PL	PROPN;NOM;SG
elías	elias	elía	elias	N;FEM;PL	PROPN;NOM;MASC;SG
ltd	limited	ltd	limited	N	PROPN;NOM;SG
ltd	ag	ltd	ag	N	PROPN;NOM;FEM;SG
ltd	ltd	ltd	ltd	N	PROPN;NOM;SG
identificado	identifizierte	identificado	identifizieren	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
identificado	identifiziert	identificado	identifizieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
ejecutar	run	ejecutar	run	V;NFIN	PROPN
ejecutar	lauf	ejecutar	lauf	V;NFIN	ADV
studio	atelier	studio	atelaur	N;MASC;SG	
studio	studio	studio	studio	N;MASC;SG	PROPN;NOM;SG
destinada	bestimmt	destinado	bestimmen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
calificación	rating	calificación	ratingen	N;FEM;SG	
calificación	einstufung	calificación	einstufung	N;FEM;SG	ADJ
calificación	bewerten	calificación	bewerten	N;FEM;SG	V;NFIN
calificación	bewertung	calificación	bewertung	N;FEM;SG	ADJ
calificación	bewertungen	calificación	bewertungen	N;FEM;SG	V;NFIN
calificación	qualifikationen	calificación	qualifikationen	N;FEM;SG	N;NOM;FEM;PL
dramática	spielfilm	dramático	spielfilm	ADJ;FEM;SG	PROPN
dramática	schauspiel	dramático	schauspiel	ADJ;FEM;SG	
dramática	dramen	dramático	dramen	ADJ;FEM;SG	
dramática	dramatische	dramático	dramatisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
antoine	antoine	antoinar	antoine	N;MASC;SG	PROPN;NOM;SG
plástico	kunststoffen	plástico	kunststoff	N;MASC;SG	V;NFIN
plástico	kunststoff	plástico	kunststoff	N;MASC;SG	PROPN
plástico	plastische	plástico	plastisch	N;MASC;SG	ADJ;NOM;FEM;PL
plástico	kunststoffe	plástico	kunststoff	N;MASC;SG	N;NOM;PL
plástico	plastik	plástico	plastik	N;MASC;SG	ADJ
plástico	kunststoff	plástico	kunststoff	N;MASC;SG	PROPN
plástico	plastische	plástico	plastisch	N;MASC;SG	ADJ;NOM;FEM;PL
plástico	kunststoffe	plástico	kunststoff	N;MASC;SG	N;NOM;PL
plástico	plastik	plástico	plastik	N;MASC;SG	ADJ
armadura	rüstungen	armadura	rüstung	N;FEM;SG	N;NOM;FEM;PL
armadura	rüstungen	armadura	rüstung	N;FEM;SG	N;NOM;FEM;PL
espaciales	raum	espacial	raum	ADJ;PL	ADV
espaciales	weltall	espacial	weltall	ADJ;PL	
espaciales	weltraum	espacial	weltraum	ADJ;PL	PROPN
espaciales	platz	espacial	platz	ADJ;PL	ADV
espaciales	raumfahrt	espacial	raumfahren	ADJ;PL	
dedicados	engagierten	dedicado	engagiert	ADJ;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
dedicados	gewidmet	dedicado	widmen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
dedicados	widmen	dedicado	widmen	ADJ;MASC;PL;V.PTCP	V;NFIN
dedicados	widmet	dedicado	widmen	ADJ;MASC;PL;V.PTCP	V;IND;SG;3;PRS;FIN
dedicados	geweiht	dedicado	weihen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
bebé	baby	bebé	baby	N;MASC;SG	
bebé	schatz	bebé	schatz	N;MASC;SG	
hits	hits	hit	hits	N;MASC;PL	PROPN;NOM
hits	aufrufe	hit	aufrufen	N;MASC;PL	
hits	treffer	hit	treffer	N;MASC;PL	
hits	zugriffe	hit	zugreifen	N;MASC;PL	
mortal	tödliche	mortal	tödlich	ADJ;SG	ADJ;NOM;FEM;PL
mortal	tödliche	mortal	tödlich	ADJ;SG	ADJ;NOM;FEM;PL
mortal	tödliche	mortal	tödlich	ADJ;SG	ADJ;NOM;FEM;PL
reconocimientos	prüfungen	reconocimiento	prüfung	N;MASC;PL	V;NFIN
reconocimientos	untersuchungen	reconocimiento	untersuchingen	N;MASC;PL	V;NFIN
reconocimientos	erkundung	reconocimiento	erkundung	N;MASC;PL	ADJ
reconocimientos	aufklärung	reconocimiento	aufklärung	N;MASC;PL	N;NOM;FEM;SG
reconocimientos	erkennung	reconocimiento	erkennung	N;MASC;PL	ADJ
reconocimientos	anerkennung	reconocimiento	anerkennung	N;MASC;PL	ADJ
casino	kasino	casino	kasino	N;MASC;SG	
casino	casino	casino	casino	N;MASC;SG	
casino	kasinos	casino	kasinos	N;MASC;SG	
vencedor	sieger	vencedor	sieger	N;MASC;SG	
vencedor	preisträger	vencedor	preisträg	N;MASC;SG	ADJ
vencedor	gewinner	vencedor	gewinner	N;MASC;SG	
vencedor	gewinnerin	vencedor	gewinnerin	N;MASC;SG	ADJ
vencedor	wiktor	vencedor	wiktor	N;MASC;SG	PROPN;NOM;MASC;SG
vencedor	viktor	vencedor	viktor	N;MASC;SG	PROPN;NOM;MASC;SG
vencedor	sieger	vencedor	sieger	N;MASC;SG	
vencedor	victor	vencedor	victor	N;MASC;SG	PROPN;NOM;MASC;SG
leipzig	leipzig	leipzig	leipzig	PROPN	PROPN;NOM;NEUT;SG
delegado	delegierten	delegado	delegiert	N;MASC;SG	V;IND;PL;3;PST;FIN
delegado	delegierte	delegado	delegieren	N;MASC;SG	V;IND;SG;3;PST;FIN
delegado	beauftragte	delegado	beauftragen	N;MASC;SG	V;IND;SG;3;PST;FIN
delegado	delegieren	delegado	delegieren	N;MASC;SG	V;NFIN
delegado	delegierter	delegado	delegiert	N;MASC;SG	ADJ
adoptado	angenommen	adoptar	annehmen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adoptado	angenommene	adoptar	angenommen	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
adoptado	verabschiedet	adoptar	verabschieden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adoptado	erlassen	adoptar	erlassen	ADJ;MASC;SG;V.PTCP	V;NFIN
adoptado	adoptiert	adoptar	adoptieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
colinas	hügeln	colina	hügeln	N;FEM;PL	V;NFIN
colinas	berge	colina	bergen	N;FEM;PL	
colinas	hügel	colina	hügeln	N;FEM;PL	
colinas	hills	colina	hills	N;FEM;PL	PROPN
extranjeras	außenpolitik	extranjero	außenpolitik	ADJ;FEM;PL	PROPN
extranjeras	ausland	extranjero	auslinden	ADJ;FEM;PL	N;NOM;NEUT;SG
apolo	apollo	apolo	apollo	N;FEM;SG	PROPN;NOM;SG
membrana	membranen	membrana	membranen	N;FEM;SG	ADJ
membrana	membran	membrana	Membran	N;FEM;SG	
membrana	membranen	membrana	membranen	N;FEM;SG	ADJ
etnia	ethnisch	etnia	ethnisch	N;FEM;SG	ADJ
etnia	ethnizität	etnia	ethnizität	N;FEM;SG	ADJ
etnia	ethnische	etnia	ethnisch	N;FEM;SG	ADJ;NOM;FEM;PL
etnia	ethnisch	etnia	ethnisch	N;FEM;SG	ADJ
etnia	ethnischen	etnia	ethnisch	N;FEM;SG	ADJ;PL
etnia	ethnische	etnia	ethnisch	N;FEM;SG	ADJ;NOM;FEM;PL
etnia	ethnischer	etnia	ethnisch	N;FEM;SG	ADJ
ruido	geräusche	ruido	geräusch	N;MASC;SG	ADJ;NOM
ruido	geräusch	ruido	geräusch	N;MASC;SG	ADJ
ruido	rauschen	ruido	rauschen	N;MASC;SG	V;NFIN
