категорія	kategorien	категорія	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
програмування	programmieren	програмування	programmieren	N;INAN;NOM;NEUT;SG	V;NFIN
програмування	planung	програмування	planung	N;INAN;NOM;NEUT;SG	ADJ
програмування	programmiersprachen	програмування	programmiersprachen	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
програмування	programmierung	програмування	programmierung	N;INAN;NOM;NEUT;SG	ADJ
етап	meilenstein	етап	meilenstein	N;INAN;NOM;MASC;SG	
глядачів	zuschauer	глядач	zuschauer	N;ANIM;ACC;MASC;PL	ADV
глядачів	aufrufe	глядач	aufrufen	N;ANIM;ACC;MASC;PL	
глядачів	zuschauern	глядач	zuschauern	N;ANIM;ACC;MASC;PL	
глядачів	betrachter	глядач	betrachter	N;ANIM;ACC;MASC;PL	ADJ
сказав	sagten	сказати	sagen	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN
сказав	sagt	сказати	sagen	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PRS;FIN
командуванням	befehlshaber	командування	befehlshaber	N;INAN;INS;NEUT;SG	
командуванням	kommandanten	командування	kommandant	N;INAN;INS;NEUT;SG	V;IND;PL;3;PST;FIN
чоловіки	männern	чоловік	männern	N;ANIM;NOM;MASC;PL	
падіння	downs	падіння	downs	N;INAN;NOM;NEUT;SG	PROPN;SG
падіння	falle	падіння	fallen	N;INAN;NOM;NEUT;SG	ADV
падіння	sturz	падіння	sturz	N;INAN;NOM;NEUT;SG	
падіння	fallen	падіння	fallen	N;INAN;NOM;NEUT;SG	V;NFIN
падіння	herbst	падіння	herbst	N;INAN;NOM;NEUT;SG	ADV
падіння	fall	падіння	fall	N;INAN;NOM;NEUT;SG	ADV
охорона	wärter	охорона	wärt	N;INAN;NOM;FEM;SG	
охорона	wächter	охорона	wacht	N;INAN;NOM;FEM;SG	ADJ
охорона	wachen	охорона	wachen	N;INAN;NOM;FEM;SG	V;NFIN
охорона	bewachung	охорона	bewachung	N;INAN;NOM;FEM;SG	
охорона	guard	охорона	guard	N;INAN;NOM;FEM;SG	PROPN
охорона	bewachung	охорона	bewachung	N;INAN;NOM;FEM;SG	
охорона	wachen	охорона	wachen	N;INAN;NOM;FEM;SG	V;NFIN
охорона	wächter	охорона	wacht	N;INAN;NOM;FEM;SG	ADJ
охорона	wache	охорона	wach	N;INAN;NOM;FEM;SG	
єгипту	ägypten	єгипт	ägypten	PROPN;INAN;GEN;MASC;SG	PROPN;NOM
база	grundlage	база	grundlage	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
база	stützpunkt	база	stützpunkt	N;INAN;NOM;FEM;SG	ADJ
база	basis	база	basis	N;INAN;NOM;FEM;SG	ADJ
ярослав	jaroslaw	ярослати	jaroslaw	PROPN;ANIM;NOM;MASC;SG	PROPN
ярослав	jarosław	ярослати	jarosław	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
ярослав	jaroslav	ярослати	jaroslav	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
дія	aktion	дія	aktion	N;INAN;NOM;FEM;SG	
дія	maßnahme	дія	maßnahmen	N;INAN;NOM;FEM;SG	ADJ
дія	aktionen	дія	aktion	N;INAN;NOM;FEM;SG	V;NFIN
дія	klage	дія	klage	N;INAN;NOM;FEM;SG	ADJ
дія	maßnahmen	дія	maßnahmen	N;INAN;NOM;FEM;SG	V;NFIN
дія	betrieb	дія	betreiben	N;INAN;NOM;FEM;SG	V;IND;SG;3;PST;FIN
дія	arbeitsweise	дія	arbeitsweise	N;INAN;NOM;FEM;SG	ADV
дія	operation	дія	operation	N;INAN;NOM;FEM;SG	
дія	tätigkeit	дія	tätigkeit	N;INAN;NOM;FEM;SG	ADJ
дія	aktivität	дія	aktivität	N;INAN;NOM;FEM;SG	ADJ
дія	aktivitäten	дія	aktivität	N;INAN;NOM;FEM;SG	V;NFIN
дія	tätigkeitsbereich	дія	tätigkeitsbereich	N;INAN;NOM;FEM;SG	ADJ
девід	heiko	девід	heiko	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
девід	david	девід	david	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
відношення	relation	відношення	relation	N;INAN;NOM;NEUT;SG	
мер	bürgermeister	мер.	bürgermeister	N;ANIM;NOM;MASC;SG	ADJ
мер	oberbürgermeister	мер.	oberbürgermeister	N;ANIM;NOM;MASC;SG	ADV
мер	bürgermeisterin	мер.	bürgermeisterin	N;ANIM;NOM;MASC;SG	ADJ
мер	mer	мер.	mer	N;ANIM;NOM;MASC;SG	
взаємодії	wechselwirkung	взаємодія	wechselwirkung	N;INAN;NOM;FEM;SG	
взаємодії	interaktion	взаємодія	interaktion	N;INAN;NOM;FEM;SG	PROPN
взаємодії	interaktionen	взаємодія	interaktion	N;INAN;NOM;FEM;SG	V;NFIN
взаємодії	wechselwirkungen	взаємодія	wechselwirkungen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
взаємодії	interaktion	взаємодія	interaktion	N;INAN;NOM;FEM;SG	PROPN
взаємодії	interaktionen	взаємодія	interaktion	N;INAN;NOM;FEM;SG	V;NFIN
взаємодії	interagieren	взаємодія	interagieren	N;INAN;NOM;FEM;SG	V;NFIN
взаємодії	wechselwirkung	взаємодія	wechselwirkung	N;INAN;NOM;FEM;SG	
взаємодії	interaktion	взаємодія	interaktion	N;INAN;NOM;FEM;SG	PROPN
взаємодії	interaktionen	взаємодія	interaktion	N;INAN;NOM;FEM;SG	V;NFIN
взаємодії	wechselwirkungen	взаємодія	wechselwirkungen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
видно	erkennbar	видно	erkennbar	ADV	ADJ
видно	sichtbaren	видно	sichtbar	ADV	ADJ
видно	sichtbare	видно	sichtbar	ADV	ADJ;NOM;FEM;PL
видно	sichtbar	видно	sichtbar	ADV	ADJ
видно	sichtbarer	видно	sichtbar	ADV	ADJ
обидві	sowohl	обидва	sowohl	NUM;NOM;FEM	CONJ
обидві	beiden	обидва	beide	NUM;NOM;FEM	PRO;NOM;INDF;PL
обидві	beide	обидва	beide	NUM;NOM;FEM	PRO;NOM;INDF;PL
обидві	beides	обидва	beide	NUM;NOM;FEM	PRO;NOM;INDF;NEUT;SG
обидві	beider	обидва	beide	NUM;NOM;FEM	PRO;NOM;INDF;PL
години	öffnungszeiten	година	öffnungszeit	N;INAN;NOM;FEM;PL	V;NFIN
години	stunden	година	stehen	N;INAN;NOM;FEM;PL	V;NFIN
години	arbeitszeit	година	arbeitszeit	N;INAN;NOM;FEM;PL	
години	betriebszeiten	година	betriebszeiten	N;INAN;NOM;FEM;PL	V;NFIN
години	uhrzeit	година	uhrzeit	N;INAN;NOM;FEM;PL	ADJ
години	stunden	година	stehen	N;INAN;NOM;FEM;PL	V;NFIN
години	stunde	година	stund	N;INAN;NOM;FEM;PL	ADV
знань	kenntnisse	знання	kenntnis	N;INAN;GEN;NEUT;PL	ADJ
знань	wissen	знання	wissen	N;INAN;GEN;NEUT;PL	V;NFIN
знань	kenntnis	знання	kenntnis	N;INAN;GEN;NEUT;PL	ADJ
знань	wissens	знання	wissens	N;INAN;GEN;NEUT;PL	
простору	raum	простір	raum	N;INAN;GEN;MASC;SG	ADV
простору	weltall	простір	weltall	N;INAN;GEN;MASC;SG	
простору	weltraum	простір	weltraum	N;INAN;GEN;MASC;SG	PROPN
простору	platz	простір	platz	N;INAN;GEN;MASC;SG	ADV
простору	raumfahrt	простір	raumfahren	N;INAN;GEN;MASC;SG	
дякую	danke	дякувати	danken	V;IPFV;IND;SG;1;PRS;FIN	
дякую	dankes	дякувати	dankes	V;IPFV;IND;SG;1;PRS;FIN	N;NOM;NEUT;SG
дякую	dank	дякувати	dank	V;IPFV;IND;SG;1;PRS;FIN	ADV
дякую	dankeschön	дякувати	dankeschön	V;IPFV;IND;SG;1;PRS;FIN	ADJ
бажання	begehren	бажання	begehren	N;INAN;NOM;NEUT;SG	V;NFIN
бажання	sehnsucht	бажання	sehnsuchen	N;INAN;NOM;NEUT;SG	PROPN
бажання	verlangen	бажання	verlangen	N;INAN;NOM;NEUT;SG	V;NFIN
бажання	wunsch	бажання	wunsch	N;INAN;NOM;NEUT;SG	
бажання	begierde	бажання	begierde	N;INAN;NOM;NEUT;SG	
бажання	wünschen	бажання	wünschen	N;INAN;NOM;NEUT;SG	V;NFIN
бажання	wünsch	бажання	wünsch	N;INAN;NOM;NEUT;SG	V;IND;SG;2;PRS;FIN
бажання	wünscht	бажання	wünschen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
бажання	wünsche	бажання	wünschen	N;INAN;NOM;NEUT;SG	;SG
бажання	wunsch	бажання	wunsch	N;INAN;NOM;NEUT;SG	
фортепіано	piano	фортепіано	piano	N;INAN;NOM;FEM;SG	
фортепіано	flügel	фортепіано	flügeln	N;INAN;NOM;FEM;SG	ADJ
інтер	inter	інтер	inter		
цикл	zyklus	цикло	zyklus	N;INAN;NOM;MASC;SG	
цикл	kreislauf	цикло	kreislauf	N;INAN;NOM;MASC;SG	PROPN
цикл	zyklen	цикло	zyklen	N;INAN;NOM;MASC;SG	N;PL
вирішення	lösungen	вирішення	lösungen	N;INAN;NOM;NEUT;SG	V;NFIN
вирішення	systemlösungen	вирішення	systemlösung	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
вирішення	lösungen	вирішення	lösungen	N;INAN;NOM;NEUT;SG	V;NFIN
олімпійський	olympia	олімпійський	olympia	ADJ;NOM;MASC;SG	PROPN;NOM;SG
олімпійський	olympic	олімпійський	olympic	ADJ;NOM;MASC;SG	
олімпійський	olympische	олімпійський	olympisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
олімпійський	olympischen	олімпійський	olympisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
огляд	zusammenfassung	огляд	zusammenfassung	N;INAN;NOM;MASC;SG	ADJ
огляд	überblick	огляд	überblick	N;INAN;NOM;MASC;SG	PROPN
огляд	rezension	огляд	rezension	N;INAN;NOM;MASC;SG	ADJ
огляд	überprüfen	огляд	überprüfen	N;INAN;NOM;MASC;SG	V;NFIN
огляд	bewertung	огляд	bewertung	N;INAN;NOM;MASC;SG	ADJ
огляд	rückblick	огляд	rückblick	N;INAN;NOM;MASC;SG	PROPN
огляд	entdecken	огляд	entdecken	N;INAN;NOM;MASC;SG	V;NFIN
огляд	erkunden	огляд	erkinden	N;INAN;NOM;MASC;SG	V;NFIN
огляд	erforschen	огляд	erforschen	N;INAN;NOM;MASC;SG	V;NFIN
огляд	entdecke	огляд	entdecken	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
загальне	generische	загальний	generisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
загальне	generika	загальний	generika	ADJ;NOM;NEUT;SG	
загальне	allgemeine	загальний	allgemein	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
єпархії	diözese	єпархія	diözese	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
єпархії	bistum	єпархія	bistum	N;INAN;NOM;FEM;PL	PROPN
національну	ethnischen	національний	ethnisch	ADJ;ACC;FEM;SG	ADJ;PL
національну	ethnische	національний	ethnisch	ADJ;ACC;FEM;SG	ADJ;NOM;FEM;PL
бізнес	wirtschaft	бізнути	wirtschaft	N;INAN;NOM;MASC;SG	
бізнес	unternehmen	бізнути	unternehmen	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
бізнес	geschäfte	бізнути	geschäft	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
бізнес	geschäftlich	бізнути	geschäftlich	N;INAN;NOM;MASC;SG	ADJ
французька	französische	французький	französisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
французька	französischen	французький	französisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
французька	franzose	французький	franzos	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
аніме	anime	аніме	anime	N;INAN;NOM;NEUT;SG	
рим	rom	рима	rom	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
каналу	kanal	канал	kanal	N;INAN;GEN;MASC;SG	ADV
каналу	kanäle	канал	kanal	N;INAN;GEN;MASC;SG	
каналу	sender	канал	sender	N;INAN;GEN;MASC;SG	
каналу	channel	канал	channel	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
футбол	fußballspiel	футбол	fußballspiel	N;INAN;NOM;MASC;SG	ADV
футбол	fußball	футбол	fußball	N;INAN;NOM;MASC;SG	ADJ
футбол	fussball	футбол	fussball	N;INAN;NOM;MASC;SG	
футбол	soccer	футбол	soccer	N;INAN;NOM;MASC;SG	PROPN
футбол	football	футбол	football	N;INAN;NOM;MASC;SG	ADJ
футбол	fußballspiel	футбол	fußballspiel	N;INAN;NOM;MASC;SG	ADV
футбол	fußball	футбол	fußball	N;INAN;NOM;MASC;SG	ADJ
футбол	fussball	футбол	fussball	N;INAN;NOM;MASC;SG	
західному	westlich	західний	westlich	N;INAN;DAT;NEUT;SG	ADJ
західному	westlicher	західний	westlich	N;INAN;DAT;NEUT;SG	ADJ
західному	westliche	західний	westlich	N;INAN;DAT;NEUT;SG	ADJ;NOM;FEM;PL
джона	jonas	джон	jonas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
джона	jonah	джон	jonah	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
околиці	vorort	околиця	vorort	N;INAN;NOM;FEM;PL	ADV
околиці	vororte	околиця	vororte	N;INAN;NOM;FEM;PL	
околиці	vorstadt	околиця	vorstadt	N;INAN;NOM;FEM;PL	PROPN
околиці	stadtrand	околиця	stadtrehen	N;INAN;NOM;FEM;PL	ADJ
околиці	stadtrand	околиця	stadtrehen	N;INAN;NOM;FEM;PL	ADJ
спб	spb	спб	spb		
наталія	natalja	наталія	natalja	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
наталія	natalja	наталія	natalja	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
наталія	natalia	наталія	natalia	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
західний	western	західний	western	ADJ;NOM;MASC;SG	PROPN;NOM;SG
західний	westen	західний	westen	ADJ;NOM;MASC;SG	ADV
західний	westliche	західний	westlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
тонн	tonnen	тонн	tonnen	INTJ	N;NOM;FEM;PL
співачка	sängerin	співачка	sängerin	N;ANIM;NOM;FEM;SG	ADJ
співачка	singer	співачка	singer	N;ANIM;NOM;FEM;SG	PROPN;SG
співачка	sänger	співачка	sang	N;ANIM;NOM;FEM;SG	ADJ
успіх	erfolg	успіх	erfolg	N;INAN;NOM;MASC;SG	ADJ
успіх	erfolgs	успіх	Erfolg	N;INAN;NOM;MASC;SG	
успіх	erfolgreich	успіх	erfolgreich	N;INAN;NOM;MASC;SG	ADJ
успіх	erfolgsgeschichte	успіх	erfolgsgeschichte	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
успіх	erfolge	успіх	erfolge	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
довгота	breitengrad	довгота	breitengrad	N;INAN;NOM;FEM;SG	ADJ
довгота	längen	довгота	längen	N;INAN;NOM;FEM;SG	V;NFIN
довгота	länge	довгота	länge	N;INAN;NOM;FEM;SG	ADJ
проекти	projekte	проект	projekt	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
проекти	vorhaben	проект	vorhaben	N;INAN;NOM;MASC;PL	
проекти	projekten	проект	projekt	N;INAN;NOM;MASC;PL	V;IND;PL;3;PST;FIN
найбільші	größte	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;FEM;SG
найбільші	grösste	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;SG
найбільші	größten	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;MASC;SG
найбільші	größtes	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;NEUT;SG
найбільші	größte	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;FEM;SG
найбільші	grösste	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;SG
найбільші	größten	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;MASC;SG
найбільші	größtes	найбільший	groß	ADJ;NOM;RL;PL	ADJ;NOM;NEUT;SG
навпаки	entgegengesetzt	навпаки	entgegensetzen	ADV	ADJ;V.PTCP
навпаки	gegenüber	навпаки	gegenüber	ADV	ADP
широта	breitengrad	широта	breitengrad	N;INAN;NOM;FEM;SG	ADJ
широта	breiten	широта	breit	N;INAN;NOM;FEM;SG	ADJ;SG
широта	breite	широта	breit	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
широта	spielraum	широта	spielraum	N;INAN;NOM;FEM;SG	ADJ
запоріжжя	saporischschja	запоріжжя	saporischschja	PROPN;INAN;NOM;NEUT;SG	ADJ
українець	ukrainischen	українець	ukrainisch	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
українець	ukrainische	українець	ukrainisch	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
українець	ukrainisch	українець	ukrainisch	N;ANIM;NOM;MASC;SG	ADJ
українець	ukrainer	українець	ukrainer	N;ANIM;NOM;MASC;SG	ADJ
дерево	baum	дерево	baum	N;INAN;NOM;NEUT;SG	
дерево	bäume	дерево	bäumen	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
померла	dead	померти	dead	V;PFV;FEM;IND;SG;PST;FIN	PROPN;NOM;SG
померла	tote	померти	tot	V;PFV;FEM;IND;SG;PST;FIN	
померла	tot	померти	tot	V;PFV;FEM;IND;SG;PST;FIN	ADJ
померла	toten	померти	toten	V;PFV;FEM;IND;SG;PST;FIN	V;PL;FIN
мешканці	bewohner	мешканець	bewohner	N;ANIM;NOM;MASC;PL	ADJ
мешканці	pendler	мешканець	pendler	N;ANIM;NOM;MASC;PL	ADJ
мешканці	anwohner	мешканець	anwohner	N;ANIM;NOM;MASC;PL	
мешканці	bewohner	мешканець	bewohner	N;ANIM;NOM;MASC;PL	ADJ
збірки	sammlung	збірка	sammlung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
збірки	kollektion	збірка	kollektion	N;INAN;NOM;FEM;PL	PROPN
яні	jani	яний	jani	N;INAN;NOM;MASC;PL	PROPN;NOM;MASC;SG
грати	spiel	грати	spielen	V;IPFV;NFIN	N;NOM;NEUT;SG
грати	stück	грати	stück	V;IPFV;NFIN	ADJ
грати	spiele	грати	spiel	V;IPFV;NFIN	N;NOM;NEUT;PL
нім	nîmes	він	nîmes		PROPN;NOM;SG
спеціально	speziell	спеціально	speziell	ADV	ADJ
спеціально	spezifisch	спеціально	spezifisch	ADV	ADJ
спеціально	konkret	спеціально	konkret	ADV	ADJ
спеціально	speziell	спеціально	speziell	ADV	ADJ
подільський	podilskyj	подільський	podilskyj	ADJ;NOM;MASC;SG	
очок	punkten	очок	punken	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
очок	punkte	очок	punken	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
подібні	ähnliches	подібний	ähnlich	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
актриса	schauspielerin	актриса	schauspielerin	N;ANIM;NOM;FEM;SG	ADJ
актриса	schauspielerinnen	актриса	schauspielerinnen	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
натомість	anstelle	натомість	anstelle	CONJ	ADV
натомість	statt	натомість	statt	CONJ	ADP
натомість	anstatt	натомість	anstatt	CONJ	
натомість	stattdessen	натомість	stattdessen	CONJ	ADV
покриття	erfassung	покриття	erfassung	N;INAN;NOM;NEUT;SG	ADJ
покриття	geltungsbereich	покриття	geltungsbereich	N;INAN;NOM;NEUT;SG	ADJ
реакції	reaktion	реакція	Reaktion	N;INAN;NOM;FEM;PL	ADJ
реакції	reaktionen	реакція	reaktion	N;INAN;NOM;FEM;PL	V;NFIN
заслуги	verdienen	заслуга	verdienen	N;INAN;NOM;MASC;PL	V;NFIN
заслуги	verdient	заслуга	verdienen	N;INAN;NOM;MASC;PL	V;V.PTCP
заслуги	verdienst	заслуга	verdienst	N;INAN;NOM;MASC;PL	
покровитель	patron	покровитель	patron	V;PFV;IMP;SG;2;FIN	
нідерландів	niederlande	нідерландіти	niederlinde	PROPN;INAN;GEN	PROPN;NOM;FEM;SG
нідерландів	niederlanden	нідерландіти	niederlinden	PROPN;INAN;GEN	ADJ
підрозділи	untergliederungen	підрозділ	untergliederung	N;INAN;NOM;MASC;PL	ADJ;V.PTCP
підрозділи	unterteilungen	підрозділ	unterteilingen	N;INAN;NOM;MASC;PL	V
підрозділи	unterabschnitte	підрозділ	unterabschnitt	N;INAN;NOM;MASC;PL	
мета	objektiv	мета	objektiv	N;INAN;NOM;FEM;SG	ADJ
мета	zielsetzung	мета	zielsetzung	N;INAN;NOM;FEM;SG	ADJ
мета	meta	мета	meta	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
мета	metadaten	мета	metadaten	N;INAN;NOM;FEM;SG	V;NFIN
мета	zweck	мета	zweck	N;INAN;NOM;FEM;SG	
мета	verwendungszweck	мета	verwendungszweck	N;INAN;NOM;FEM;SG	ADJ
мета	zielsetzung	мета	zielsetzung	N;INAN;NOM;FEM;SG	ADJ
існували	existierte	існувати	existieren	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN
існували	existiert	існувати	existieren	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;PRS;FIN
матір	muttertag	мати	muttertag	N;ANIM;NOM;FEM;SG	V;SG;FIN
матір	mutter	мати	mutter	N;ANIM;NOM;FEM;SG	
статі	geschlecht	стать	schlechen	N;INAN;NOM;FEM;PL	ADJ
статі	gender	стать	gend	N;INAN;NOM;FEM;PL	ADJ
місцевість	umfeld	місцевість	umfeld	N;INAN;NOM;FEM;SG	ADJ
місцевість	umgebungen	місцевість	umbingen	N;INAN;NOM;FEM;SG	V;V.PTCP
місцевість	terrain	місцевість	terrain	N;INAN;NOM;FEM;SG	
місцевість	gebiet	місцевість	gebieten	N;INAN;NOM;FEM;SG	ADJ
місцевість	bereich	місцевість	bereich	N;INAN;NOM;FEM;SG	ADV
обмеження	begrenzungen	обмеження	begrenzung	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	einschränkungen	обмеження	einschränkungen	N;INAN;NOM;NEUT;SG	V
обмеження	grenzen	обмеження	grenzen	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	beschränkungen	обмеження	beschränken	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	restriktionen	обмеження	restriktion	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	einschränkungen	обмеження	einschränkungen	N;INAN;NOM;NEUT;SG	V
обмеження	beschränkungen	обмеження	beschränken	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	grenzwerte	обмеження	grenzwert	N;INAN;NOM;NEUT;SG	ADJ;SG
обмеження	begrenzungen	обмеження	begrenzung	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	grenzen	обмеження	grenzen	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	begrenzung	обмеження	begrenzung	N;INAN;NOM;NEUT;SG	
обмеження	grenze	обмеження	grenze	N;INAN;NOM;NEUT;SG	ADJ
обмеження	limit	обмеження	limit	N;INAN;NOM;NEUT;SG	
обмеження	begrenzen	обмеження	begrenzen	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	grenzwert	обмеження	grenzwern	N;INAN;NOM;NEUT;SG	ADJ
обмеження	zwänge	обмеження	zwangen	N;INAN;NOM;NEUT;SG	N;NOM;PL
обмеження	einschränkungen	обмеження	einschränkungen	N;INAN;NOM;NEUT;SG	V
обмеження	beschränkungen	обмеження	beschränken	N;INAN;NOM;NEUT;SG	V;NFIN
кола	kreis	коло	kreis	N;INAN;NOM;NEUT;SG	ADV
кола	kreisen	коло	kreisen	N;INAN;NOM;NEUT;SG	V;NFIN
кола	zirkel	коло	zirkel	N;INAN;NOM;NEUT;SG	
кола	kreise	коло	kreis	N;INAN;NOM;NEUT;SG	
кола	coke	коло	coke	N;INAN;NOM;NEUT;SG	
кола	koks	коло	koksen	N;INAN;NOM;NEUT;SG	
кола	kokain	коло	kokain	N;INAN;NOM;NEUT;SG	
кола	cola	коло	cola	N;INAN;NOM;NEUT;SG	
кола	kola	коло	kola	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
кола	cola	коло	cola	N;INAN;NOM;NEUT;SG	
очевидно	offensichtlich	очевидно	offensichtlich	ADV	ADJ
очевидно	scheinbar	очевидно	scheinbar	ADV	ADJ
очевидно	augenscheinlich	очевидно	augenscheinlich	ADV	ADJ
очевидно	offensichtlichen	очевидно	offensichtlich	ADV	ADJ
очевидно	offensichtlicher	очевидно	offensichtlich	ADV	ADJ
очевидно	offensichtlich	очевидно	offensichtlich	ADV	ADJ
очевидно	offensichtliche	очевидно	offensichtlich	ADV	ADJ;NOM;FEM;PL
очевидно	offensichtlich	очевидно	offensichtlich	ADV	ADJ
очевидно	augenscheinlich	очевидно	augenscheinlich	ADV	ADJ
знищення	zerstören	знищення	zerstören	N;INAN;NOM;NEUT;SG	V;NFIN
знищення	vernichten	знищення	vernichten	N;INAN;NOM;NEUT;SG	V;NFIN
знищення	zerstörung	знищення	zerstörung	N;INAN;NOM;NEUT;SG	ADJ
знищення	vernichten	знищення	vernichten	N;INAN;NOM;NEUT;SG	V;NFIN
знищення	zerstören	знищення	zerstören	N;INAN;NOM;NEUT;SG	V;NFIN
співак	sängerin	співак	sängerin	N;ANIM;NOM;MASC;SG	ADJ
співак	singer	співак	singer	N;ANIM;NOM;MASC;SG	PROPN;SG
співак	sänger	співак	sang	N;ANIM;NOM;MASC;SG	ADJ
мир	friede	мир	friede	N;INAN;NOM;MASC;SG	PROPN;SG
мир	peace	мир	peace	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
мир	frieden	мир	frieden	N;INAN;NOM;MASC;SG	
мир	friedens	мир	friedens	N;INAN;NOM;MASC;SG	
низку	höhepunkt	низка	höhrunkt	N;INAN;ACC;FEM;SG	ADJ
італійський	italiener	італійський	italiener	ADJ;NOM;MASC;SG	
італійський	italienischen	італійський	italienisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
італійський	italienische	італійський	italienisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
ват	watt	ват	watt		
ват	wat	ват	wat		
представлена	vorgestellt	представлений	vorstellen	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
представлена	präsentierten	представлений	präsentieren	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PL;3;PST;FIN
представлена	präsentiert	представлений	präsentieren	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
представлена	vorgelegt	представлений	vorlegen	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
представлена	präsentierte	представлений	präsentieren	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
породи	züchtung	порода	züchtung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
породи	rasse	порода	rassen	N;INAN;NOM;FEM;PL	
породи	züchten	порода	zücht	N;INAN;NOM;FEM;PL	V;NFIN
данії	dänemark	данія	dänemark	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS	PROPN;NOM;NEUT;SG
наступ	angreifen	наступ	angreifen	N;INAN;NOM;MASC;SG	V;NFIN
наступ	attack	наступ	attack	N;INAN;NOM;MASC;SG	PROPN
наступ	attacke	наступ	attacke	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
