در	ajtó	در	ajtó	ADP	N;NOM;SG
ضعیف	gyengék	ضعیف	gyengék	ADJ	N;NOM;PL
حاشیه	rim	حاشیه	rim	N;SG	
کویت	kuvait	کویت	kuvai	N;SG	N;ACC;PL
فن	von	فن	von	N;SG	
فن	rajongó	فن	rajongó	N;SG	
فن	fan	فن	fan	N;SG	
کنگ	kang	کرد#کن	kang	N;SG	
کنگ	kong	کرد#کن	kong	N;SG	
تامین	ellátási	تامین	ellátási	N;SG	ADJ;NOM;SG
اعراب	beduin	عرب	beduin	N;PL	
اعراب	sivatag	عرب	sivatag	N;PL	N;NOM;SG
فیلیپ	fülöp	None	fülöp	N;SG	
فیلیپ	philip	None	philip	N;SG	
ممنوع	korlátozott	ممنوع	korlátozott	ADJ	
ممنوع	korlátozottak	ممنوع	korlátozott	ADJ	V;INDF;IND;PL;3;PST;FIN;ACT
ممنوع	tilos	ممنوع	tilos	ADJ	
ممنوع	tiltott	ممنوع	tilt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
ممنوع	tilos	ممنوع	tilos	ADJ	
ممنوع	tiltott	ممنوع	tilt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
ممنوع	tiltott	ممنوع	tilt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
انتاریو	ontario	انتاریو	ontario	N;SG	PROPN;NOM;SG
کوهستانی	hegyi	کوهستانی	hegyi	N;SG	
کوهستانی	hegyek	کوهستانی	hegy	N;SG	N;NOM;PL
مشاور	tanácsadó	مشاور	tanácsadó	N;SG	ADJ;NOM;SG
مشاور	tanácsadó	مشاور	tanácsadó	N;SG	ADJ;NOM;SG
نوازنده	zenészek	نوازنده	zenész	N;SG	N;NOM;PL
معیار	szempontok	معیار	szempont	N;SG	N;NOM;PL
معیار	kritériumok	معیار	kritérium	N;SG	N;NOM;PL
نرم	sima	نرم	sima	N;SG	
نرم	puha	نرم	puha	N;SG	
نرم	lágy	نرم	lágy	N;SG	
نرم	gyengéd	نرم	gyengéd	N;SG	
نرم	szelíd	نرم	szelíd	N;SG	
قبرس	ciprusi	قبرس	ciprusi	N;SG	ADJ;NOM;SG
مصنوعی	szintetikus	مصنوعی	szintetikus	ADJ	N;NOM;SG
مصنوعی	lelet	مصنوعی	lelet	ADJ	N;NOM;SG
مصنوعی	ereklye	مصنوعی	erekly	ADJ	N;NOM;SG
فکری	szellemi	فکری	szellemi	N;SG	
توصیه	ajánlani	توصیه	ajánl	N;SG	V;NFIN;ACT
توصیه	ajánlom	توصیه	ajánlom	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
توصیه	ajánlja	توصیه	ajánl	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
توصیه	ajánljuk	توصیه	ajánl	N;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
توصیه	ajánlásokat	توصیه	ajánlás	N;SG	N;ACC;PL
توصیه	ajánlások	توصیه	ajánlás	N;SG	N;NOM;PL
توصیه	javaslatok	توصیه	javaslat	N;SG	N;NOM;PL
لیبی	líbiai	None	líbiai	N;SG	ADJ;NOM;SG
لیبی	libby	None	libby	N;SG	
هوانوردی	légiközlekedési	هوانوردی	légiközlekedési	N;SG	ADJ;NOM;SG
دوازده	twelve	دوازده	twelve	NUM	
دوازده	tizenkettő	دوازده	tizenkettő	NUM	
بزرگراه	autópályák	بزرگراه	autópálya	N;SG	N;NOM;PL
اخبار	hír	خبر	hír	N;PL	N;NOM;SG
آلی	szerves	آلی	szerves	N;SG	
جمینای	gemini	جمینا	gemini	N;SG	
جمینای	ikrek	جمینا	ik	N;SG	N;NOM;PL
سو	sue	سو	sue	N;SG	
سو	soo	سو	soo	N;SG	
آشکار	látszólagos	آشکار	látszólagos	ADJ	N;NOM;SG
معدن	bányászati	None	bányászati	N;SG	ADJ;NOM;SG
معدن	bányász	None	bányász	N;SG	
شکایت	panaszkodik	شکایت	panaszkodik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
شکایت	panaszokat	شکایت	panasz	N;SG	N;ACC;PL
شکایت	panaszok	شکایت	panasz	N;SG	N;NOM;PL
شکایت	panaszkodni	شکایت	panaszkodik	N;SG	V;NFIN;ACT
خشونت	erőszakos	خشونت	erőszakos	N;SG	ADJ;NOM;SG
خشونت	erőszakos	خشونت	erőszakos	N;SG	ADJ;NOM;SG
افتتاح	csomagolt	افتتاح	csomagolt	N;SG	
افتتاح	csomagolva	افتتاح	csomagolva	N;SG	ADV;V.CVB
افتتاح	nyitó	افتتاح	nyitó	N;SG	
طلای	arany	طلا	arany	N;SG	
میانی	közép	None	közép	N;SG	
میانی	középső	None	középső	N;SG	
میانی	köztes	None	köztes	N;SG	
دارا	dara	None	dara	ADJ	
لو	lew	لو	lew	N;SG	
توهین	sértő	توهین	sértő	N;SG	
هفتمین	hetedik	هفتمین	hetedik	NUM	ADJ;NOM;SG
سازنده	alkotó	سازنده	alkotó	N;SG	
سازنده	teremtő	سازنده	teremtő	N;SG	
سازنده	teremtő	سازنده	teremtő	N;SG	
سازنده	készítő	سازنده	készítő	N;SG	ADJ;NOM;SG
سازنده	gyártó	سازنده	gyártó	N;SG	ADJ;NOM;SG
استقبال	üdvözlő	استقبال	üdvözlő	N;SG	ADJ;NOM;SG
موقت	ideiglenesen	None	ideiglenes	N;SG	ADJ;FRML;SG
موقت	átmenetileg	None	átmeneti	N;SG	ADJ;FRML;SG
موقت	ideiglenesen	None	ideiglenes	N;SG	ADJ;FRML;SG
موقت	ideiglenes	None	ideiglenes	N;SG	ADJ;NOM;SG
موقت	átmeneti	None	átmeneti	N;SG	
موقت	ideiglenes	None	ideiglenes	N;SG	ADJ;NOM;SG
تبلیغات	hirdetési	تبلیغ	hirdetési	N;PL	ADJ;NOM;SG
تبلیغات	hirdetés	تبلیغ	hirdetés	N;PL	
تبلیغات	reklám	تبلیغ	reklám	N;PL	N;NOM;SG
تبلیغات	propaganda	تبلیغ	propaganda	N;PL	
آیداهو	idaho	آیداهو	idaho	N;SG	PROPN;NOM;SG
ضرب	szaporodnak	None	szaporod	N;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
ضرب	tempó	None	tempó	N;SG	
کوتاهی	rövid	کوتاه	rövid	N;SG	
کوتاهی	alacsony	کوتاه	alacsony	N;SG	ADJ;NOM;SG
کوتاهی	röviden	کوتاه	röviden	N;SG	
ملاقات	találkozni	ملاقات	találkozik	N;SG	V;NFIN;ACT
برسد	látogatás	رسید#رس	látogatás	V;SBJV;SG;3;PRS	N;NOM;SG
برسد	látogatások	رسید#رس	látogatás	V;SBJV;SG;3;PRS	N;NOM;PL
افزودن	hozzáadás	افزودن	hozzáadás	N;SG	
افزودن	hozzáadása	افزودن	hozzáadás	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
کمال	kamal	کمال	kamal	N;SG	
کمال	tökély	کمال	tökély	N;SG	
کمال	kemal	کمال	kemal	N;SG	
وان	kád	وان	kád		N;NOM;SG
وان	furgon	وان	furgon		N;NOM;SG
اقامت	rezidens	اقامت	rezidens	N;SG	
اقامت	lakóhely	اقامت	lakóhely	N;SG	
اقامت	marad	اقامت	marad	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
اقامت	maradni	اقامت	marad	N;SG	V;NFIN;ACT
چمن	fű	None	fű	N;SG	
پیاده	gyalog	پیاده	gyalog	N;SG	
نیجریه	nigéria	نیجریه	nigéria	N;SG	
تونس	tunéziai	تونس	tunéziai	N;SG	ADJ;NOM;SG
توافق	megegyezés	توافق	megegyezés	N;SG	
توافق	elszámolási	توافق	elszámolási	N;SG	ADJ;NOM;SG
توافق	egyezség	توافق	egyezség	N;SG	
توافق	kompromisszumos	توافق	kompromisszumos	N;SG	
توافق	egyetértés	توافق	egyetértés	N;SG	
توافق	megegyezés	توافق	megegyezés	N;SG	
توافق	egyezség	توافق	egyezség	N;SG	
توافق	megegyezés	توافق	megegyezés	N;SG	
توافق	egyezség	توافق	egyezség	N;SG	
صعود	mászni	صعود	mász	N;SG	V;NFIN;ACT
صعود	mászik	صعود	mászik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
مریم	miriam	مریم	miriam	N;SG	
مریم	mary	مریم	mary	N;SG	
مریم	mária	مریم	mária	N;SG	
فون	von	فون	von	N;SG	
استخوان	csontok	استخوان	csont	N;SG	N;NOM;PL
استخوان	bones	استخوان	bones	N;SG	
کنتیکت	connecticut	کنتیکت	connecticut	N;SG	
کوروش	cyrus	کوروش	cyrus	N;SG	
رادیویی	rádiós	رادیویی	rádiós	N;SG	
رادیویی	radio	رادیویی	radio	N;SG	
متروی	metro	متروی	metro	N;SG	
بیل	bill	بیل	bill	N;SG	
معبد	temple	None	temple	N;SG	
نازی	nácik	نازی	nácik	N;SG	N;NOM;PL
نازی	náci	نازی	náci	N;SG	
بنی	benny	بنی	benny	N;SG	
ون	wen	ون	wen	N;SG	
کانادایی	kanadai	کانادایی	kanadai	N;SG	ADJ;NOM;SG
مسلح	felfegyverkezve	None	felfegyverkezve	ADJ	ADV;V.CVB
مسلح	fegyveres	None	fegyveres	ADJ	N;NOM;SG
مخالفان	ellenálló	مخالف	ellenálló	N;PL	
مخالفان	rezisztencia	مخالف	rezisztencia	N;PL	N;NOM;SG
مخالفان	ellenállás	مخالف	ellenállás	N;PL	N;NOM;SG
پیانو	zongora	پیانو	zongor	N;SG	
سلاح	fegyver	سلاح	fegyver	N;PL	N;NOM;SG
سلاح	fegyver	سلاح	fegyver	N;PL	N;NOM;SG
سلاح	fegyvert	سلاح	fegyver	N;PL	N;ACC;SG
مدنی	civil	مدنی	civil	N;SG	
مدنی	polgári	مدنی	polgári	N;SG	ADJ;NOM;SG
مدنی	polgári	مدنی	polgári	N;SG	ADJ;NOM;SG
رئال	real	رئال	real	N;SG	
رئال	valós	رئال	valós	N;SG	ADJ;NOM;SG
رئال	igazi	رئال	igazi	N;SG	
رئال	valódi	رئال	valódi	N;SG	
رئال	reale	رئال	reale	N;SG	
سیاره	planet	سیاره	planet	N;SG	
آزمایشی	kísérleti	آزمایش	kísérleti	N;SG	
فاکس	fox	فاکس	fox	N;SG	
راحتی	kényelmes	راحتی	kényelmes	N;SG	ADJ;NOM;SG
شریف	sarif	None	sarif	N;SG	
شریف	sharif	None	sharif	N;SG	
آگاهی	ismeretek	آگاهی	ismeret	N;SG	N;NOM;PL
مقابله	harci	مقابله	harci	N;SG	
اتفاقات	esemény	اتفاق	esemény	N;PL	N;NOM;SG
اسمیت	kovács	اسمیت	kovács	N;SG	
اسمیت	smith	اسمیت	smith	N;SG	
کاملا	teljesen	None	teljes	ADV	ADJ;FRML;SG
مصالح	anyag	مصالح	anyag	N;PL	N;NOM;SG
مصالح	anyaga	مصالح	anyag	N;PL	N;NOM;SG
تأکید	összhang	تأکید	összhang	N;SG	
روزانه	naponta	روزانه	naponta	ADV	
روزانه	napi	روزانه	napi	ADV	
تنگ	tang	تنگ	tang	ADJ	
تمرکز	koncentrált	تمرکز	koncentrált	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
تمرکز	összpontosított	تمرکز	összpontosított	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
گوشت	húsok	گوشت	hús	N;SG	N;NOM;PL
حقیقی	real	حقیقی	real	N;SG	
حقیقی	valós	حقیقی	valós	N;SG	ADJ;NOM;SG
حقیقی	igazi	حقیقی	igazi	N;SG	
حقیقی	valódi	حقیقی	valódi	N;SG	
حقیقی	igaz	حقیقی	igaz	N;SG	
حقیقی	igazi	حقیقی	igazi	N;SG	
اردن	jordán	اردن	jorda	N;SG	
اردن	jordan	اردن	jordan	N;SG	
پیچیده	összetett	پیچیده	összetett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
پیچیده	komplex	پیچیده	komplex	ADJ	
پیچیده	komplikált	پیچیده	komplikált	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
پیچیده	bonyolult	پیچیده	bonyolult	ADJ	
پیچیده	eltorzult	پیچیده	eltorzult	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
پیچیده	csavart	پیچیده	csavart	ADJ	
پیچیده	torz	پیچیده	torz	ADJ	
ایمنی	biztonsági	ایمنی	biztonsági	N;SG	ADJ;NOM;SG
گیر	felszerelés	گرفت#گیر	felszerelés		N;NOM;SG
تکیه	párnák	تکیه	pár	N;SG	N;NOM;PL
تکیه	sovány	تکیه	sovány	N;SG	
جسم	corpus	جسم	corpus	N;SG	
ماریا	mária	ماریا	mária	N;SG	
ماریا	maria	ماریا	maria	N;SG	
سوال	kérdéseket	None	kérdés	N;SG	N;ACC;PL
سوال	kérdések	None	kérdés	N;SG	N;NOM;PL
روس	orosz	روس	orosz	N;SG	
روس	oroszul	روس	orosz	N;SG	
فرستاده	futár	فرستاد#فرست	futár	V;SG;3;V.PTCP	N;NOM;SG
فرستاده	hírnök	فرستاد#فرست	hírnök	V;SG;3;V.PTCP	N;NOM;SG
فرستاده	messenger	فرستاد#فرست	messenger	V;SG;3;V.PTCP	N;NOM;SG
جانبی	oldalirányú	جانبی	oldalirányú	N;SG	ADJ;NOM;SG
جانبی	oldalsó	جانبی	oldalsó	N;SG	
عام	általános	None	általános	N;SG	
عام	generikus	None	generikus	N;SG	
آفتاب	sun	آفتاب	sun	N;SG	
آفتاب	napsugár	آفتاب	napsugár	N;SG	
اتهام	díjak	اتهام	díj	N;SG	N;NOM;PL
اتهام	vádak	اتهام	vád	N;SG	N;NOM;PL
اتهام	vád	اتهام	vád	N;SG	
اتهام	vád	اتهام	vád	N;SG	
اتهام	vádak	اتهام	vád	N;SG	N;NOM;PL
ارمنیان	örmény	ارمنیان	örmény	N;PL	
کوبا	kuba	کوبا	kuba	N;SG	PROPN;NOM;SG
فرصت	chance	فرصت	chance	N;SG	
کندی	cukorka	کندی	cukorka	N;SG	
کندی	candy	کندی	candy	N;SG	
کندی	kennedy	کندی	kennedy	N;SG	
زیبای	szépség	زیبا	szépség	ADJ	N;NOM;SG
زیبای	gyönyörűség	زیبا	gyönyörűség	ADJ	N;NOM;SG
نگاهی	nézd	نگاه	nézd	N;SG	V;DEF;IMP;PL;3;PRS;FIN;ACT
فاطمه	fatima	فاطمه	fatima	N;SG	
قدمت	idős	قدمت	idős	N;SG	
قدمت	régi	قدمت	régi	N;SG	
قدمت	öreg	قدمت	öreg	N;SG	
قدمت	régiek	قدمت	régiek	N;SG	N;NOM;PL
اخلاقی	morális	اخلاقی	morális	N;SG	ADJ;NOM;SG
اخلاقی	erkölcsös	اخلاقی	erkölcsös	N;SG	
اخلاقی	erkölcsi	اخلاقی	erkölcsi	N;SG	
خودتان	magatokat	خودت	magat		V;INDF;IND;PL;3;PRS;FIN;ACT
اخلاق	etikai	اخلاق	etikai	N;SG	
اخلاق	morális	اخلاق	morális	N;SG	ADJ;NOM;SG
اخلاق	erkölcsös	اخلاق	erkölcsös	N;SG	
اخلاق	erkölcsi	اخلاق	erkölcsi	N;SG	
تبلیغ	hirdetés	تبلیغ	hirdetés	N;SG	
تبلیغ	promóciós	تبلیغ	promóciós	N;SG	ADJ;NOM;SG
تبلیغ	hirdetni	تبلیغ	hirdet	N;SG	V;NFIN;ACT
امین	amin	None	ami	N;SG	PRO;ON+ESS;SG;3
امین	hűségesek	None	hűséges	N;SG	ADJ;NOM;PL
امین	hűséges	None	hűséges	N;SG	ADJ;NOM;SG
امین	megbízható	None	megbízható	N;SG	ADJ;NOM;SG
امین	becsületes	None	becsületes	N;SG	
امین	őszinte	None	őszinte	N;SG	
شناگر	úszó	شناگر	úszó	N;SG	
تولیدی	gyártási	تولیدی	gyártási	N;SG	ADJ;NOM;SG
ریو	ryo	ریو	ryo	N;SG	
ریو	ryu	ریو	ryu	N;SG	
ریو	rio	ریو	rio	N;SG	
خورد	megette	خورد#خور	megette	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
خورد	evett	خورد#خور	evett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
خورد	ettem	خورد#خور	ez	N;SG	V;INDF;IND;SG;1;PST;FIN;ACT
سپرده	betétek	سپرده	betét	V;SG;3;V.PTCP	N;NOM;PL
سپرده	betét	سپرده	betét	V;SG;3;V.PTCP	N;NOM;SG
سپرده	betétek	سپرده	betét	V;SG;3;V.PTCP	N;NOM;PL
سپرده	betét	سپرده	betét	V;SG;3;V.PTCP	N;NOM;SG
سپرده	letétbe	سپرده	letét	V;SG;3;V.PTCP	N;IN+ALL;SG
سپرده	foglaló	سپرده	foglaló	V;SG;3;V.PTCP	
ایزو	iso	ایزو	iso	N;SG	
خاکستری	ősz	خاکستری	ősz	N;SG	
خاکستری	gray	خاکستری	gray	N;SG	
خاکستری	szürke	خاکستری	szürke	N;SG	
خاکستری	ősz	خاکستری	ősz	N;SG	
خاکستری	grey	خاکستری	grey	N;SG	
خاکستری	szürke	خاکستری	szürke	N;SG	
فورد	ford	فورد	ford	N;SG	PROPN;NOM;SG
ستاد	alkalmazottak	ستاد	alkalmazott	N;SG	N;NOM;PL
ستاد	munkatársak	ستاد	munkatárs	N;SG	N;NOM;PL
تخمین	becsült	تخمین	becsül	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
تخمین	becslési	تخمین	becslési	N;SG	ADJ;NOM;SG
مخفی	elrejtve	مخفی	elrejtve	N;SG	ADV;V.CVB
مخفی	rejtett	مخفی	rejtett	N;SG	
مخفی	elrejtett	مخفی	elrejtett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
مخفی	titkos	مخفی	titkos	N;SG	
انقلابی	forradalmi	انقلاب	forradalmi	N;SG	
انقلابی	ruf	انقلاب	ruf	N;SG	
کس	cas	کس	cas	N;SG	
کس	cass	کس	cass	N;SG	PROPN;NOM;SG
بال	ball	بال	ball	N;SG	
بال	wing	بال	wing	N;SG	
میوه	gyümölcsök	میوه	gyümölcs	N;SG	N;NOM;PL
میوه	gyümölcsök	میوه	gyümölcs	N;SG	N;NOM;PL
روبرو	néző	روبرو	néző	N;SG	
تصادفی	random	None	random	N;SG	
تصادفی	véletlenszerű	None	véletlenszerű	N;SG	ADJ;NOM;SG
تصادفی	véletlen	None	véletlen	N;SG	
تصادفی	véletlen	None	véletlen	N;SG	
تصادفی	véletlen	None	véletlen	N;SG	
هیات	delegáció	هیات	delegáció	N;SG	
معیارهای	kritérium	معیار	kritérium	N;PL	N;NOM;SG
آنا	anna	آن	az	N;SG	
عوارض	komplikáció	عارضه	komplikáció	N;PL	N;NOM;SG
عوارض	terep	عارضه	terep	N;PL	N;NOM;SG
استیون	stephen	استیون	stephen	N;SG	
استیون	istván	استیون	istván	N;SG	
هیجانی	érzelmek	هیجانی	érzelem	N;SG	N;NOM;PL
هیجانی	érzelmes	هیجانی	érzelmes	N;SG	
هیجانی	izgalmas	هیجانی	izgalmas	N;SG	
آگوست	august	آگوست	augus	N;SG	
آفریقایی	afrikai	آفریقایی	afrikai	N;SG	
ایده	eszmék	ایده	eszmék	N;SG	N;NOM;PL
ایده	ötletek	ایده	ötlet	N;SG	N;NOM;PL
ایده	elképzelés	ایده	elképzelés	N;SG	
نیرو	force	نیرو	force	N;SG	
هندوستان	india	هندوستان	india	N;SG	
سکونت	lakott	سکونت	lakott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
روان	fut	روان	fut	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
روان	futó	روان	futó	N;SG	
روان	futok	روان	fut	N;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
روان	áramlik	روان	áramlik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
مجری	végrehajtó	None	végrehajtó	N;SG	
خویشاوندان	kin	None	kin	N;PL	
ضروری	sürgős	ضروری	sürgős	ADJ	
ضروری	nélkülözhetetlen	ضروری	nélkülözhetetlen	ADJ	
ضروری	lényeges	ضروری	lényeges	ADJ	
ضروری	alapvető	ضروری	alapvető	ADJ	
ضروری	essentials	ضروری	essentials	ADJ	N;NOM;SG
نیک	nick	نیک	nick	N;SG	
سرود	kaba	سرود	kaba	N;SG	
زرین	golden	None	golden	N;SG	
زرین	arany	None	arany	N;SG	
زرین	arany	None	arany	N;SG	
دکترای	orvosok	دکترای	orvos	N;SG	N;NOM;PL
دکترای	doktorok	دکترای	doktor	N;SG	N;NOM;PL
آلبانی	albánia	آلبانی	albánia	N;SG	V;SG;3;NFIN;ACT
متاسفانه	sajnos	متاسفانه	sajnos	ADV	
متاسفانه	sajna	متاسفانه	sajna	ADV	
کریس	chris	کریس	chris	N;SG	
اسکندر	sándor	اسکندر	sándor	N;SG	
اسکندر	alexander	اسکندر	alexander	N;SG	
نسبی	relatív	نسبی	relatív	N;SG	
نسبی	viszonylagos	نسبی	viszonylagos	N;SG	
نسبی	rokon	نسبی	rokon	N;SG	
خریداری	megvásárolt	خریداری	meg+vásárol	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
خریداری	vásárolt	خریداری	vásárol	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
خریداری	beszerzett	خریداری	beszerzett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
سینه	mellek	None	mell	N;SG	N;NOM;PL
سینه	mellek	None	mell	N;SG	N;NOM;PL
واشنگتن	washington	واشنگتن	washington	N;SG	
غالب	domináns	غالب	domináns	N;SG	
غالب	győzedelmes	غالب	győzedelmes	N;SG	
آدم	adam	آدم	adam	N;SG	
سطحی	sekélyes	سطحی	sekélyes	N;SG	ADJ;NOM;SG
سطحی	felszínes	سطحی	felszínes	N;SG	
سطحی	sekély	سطحی	sekély	N;SG	
رقم	számjegyű	رقم	számjegyű	N;SG	
ویروس	vírusok	ویروس	vírus	N;SG	N;NOM;PL
ژنرال	általános	ژنرال	általános	N;SG	
قزاقستان	kazah	قزاقستان	kazah	N;SG	
قزاقستان	kazahsztán	قزاقستان	kaza+hsz	N;SG	
ضربه	rúg	ضربه	rúg	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ضربه	rúgni	ضربه	rúg	N;SG	V;NFIN;ACT
ایر	ayr	ایر	ayr	N;SG	
ایر	air	ایر	air	N;SG	
پیروز	win	پیروز	win	ADJ	
پیروز	nyerni	پیروز	nyer	ADJ	V;NFIN;ACT
پیروز	győzelem	پیروز	győzelem	ADJ	N;NOM;SG
پیروز	nyerj	پیروز	nyerj	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
پیروز	győzelem	پیروز	győzelem	ADJ	N;NOM;SG
پیروز	győzedelmes	پیروز	győzedelmes	ADJ	
تایوان	tajvani	تایوان	tajv	N;SG	
عقیده	vélemény	عقیده	vélemény	N;SG	
عقیده	vélemények	عقیده	vélemény	N;SG	N;NOM;PL
پزشکان	orvos	پزشک	orvos	N;PL	N;NOM;SG
جاری	áramlat	جاری	áramlat	ADJ	N;NOM;SG
جاری	jelenlegi	جاری	jelenlegi	ADJ	
سطوح	szint	سطح	szint	N;PL	N;NOM;SG
پیدایش	genesis	None	genesis	N;SG	
معلم	tanárok	معلم	tanár	N;SG	N;NOM;PL
نشانه	token	نشانه	token	N;SG	
پیشرفته	fejlett	پیشرفته	fejlett	N;SG	
پیشرفته	haladó	پیشرفته	haladó	N;SG	
پیشرفته	előrehaladott	پیشرفته	előrehaladott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
آزمایشگاه	laboratóriumi	آزمایشگاه	laboratóriumi	N;SG	ADJ;NOM;SG
جزئیات	részlet	جزئی	részlet	N;PL	N;NOM;SG
جزئیات	részletes	جزئی	részletes	N;PL	ADJ;NOM;SG
حس	érezd	حس	érez	N;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
حس	érzem	حس	érez	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
حس	érzés	حس	érzés	N;SG	
حس	érzem	حس	érez	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
حس	érezni	حس	érez	N;SG	V;NFIN;ACT
حس	értelme	حس	értelem	N;SG	
پیرو	piero	پیرو	piero	N;SG	
پیرو	követő	پیرو	követő	N;SG	ADJ;NOM;SG
کمبود	hiány	کمبود	hiány	N;SG	
کمبود	hiány	کمبود	hiány	N;SG	
تیراندازی	lő	None	lő	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
استدلال	érvek	استدلال	érv	N;SG	N;NOM;PL
قله	csúcs	قله	csúcs	N;SG	
خودمختار	autonóm	خودمختار	autonó	N;SG	
خودمختار	önálló	خودمختار	önálló	N;SG	
یورو	euro	None	euro	N;SG	
گوناگونی	sokszínű	گوناگون	sokszínű	N;SG	
دفن	eltemetni	دفن	eltemet	N;SG	V;NFIN;ACT
خوردن	enni	خوردن	ez	N;SG	
خوردن	eszik	خوردن	esz	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
آنلاین	online	آنلاین	online	N;SG	
ادعای	igény	ادعا	igény	N;SG	
شیشه	glass	شیشه	glass	N;SG	
مربوطه	releváns	مربوطه	releváns	ADJ	
مربوطه	lényeges	مربوطه	lényeges	ADJ	
انتخاباتی	választási	انتخابات	választási	N;PL	ADJ;NOM;SG
انتخاباتی	választás	انتخابات	választás	N;PL	
عموماً	általánosságban	عموما	általánosság	ADV	N;IN+ESS;SG
عموماً	általában	عموما	általában	ADV	
امواج	hullám	None	hullám	N;PL	N;NOM;SG
مقدماتی	előzetes	مقدمه	előzetes	N;PL	
مجتمع	integrált	مجتمع	integrált	N;SG	
دانشجو	hallgató	دانشجو	hallgató	N;SG	
دانشجو	tanuló	دانشجو	tanuló	N;SG	ADJ;NOM;SG
زهرا	zahra	زهرا	zahra	N;SG	
نوجوانان	tizenéves	نوجوان	tizenéves	N;PL	N;NOM;SG
نوجوانان	fiatalkorú	نوجوان	fiatalkorú	N;PL	N;NOM;SG
تنهایی	egyedül	تنهایی	egyedül	N;SG	
تنهایی	magányos	تنهایی	magányos	N;SG	
تنهایی	magányosan	تنهایی	magányos	N;SG	ADJ;FRML;SG
آلفا	alpha	آلفا	alpha	N;SG	
آلفا	alfa	آلفا	alfa	N;SG	
چرخ	kerekek	چرخ	kerek	N;SG	N;NOM;PL
چرخ	kerekes	چرخ	kerekes	N;SG	
چرخ	szekér	چرخ	szekér	N;SG	
چرخ	kosár	چرخ	kosár	N;SG	
هرات	összetett	هرات	összetett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
هرات	komplex	هرات	komplex	N;SG	
گردش	kirándulás	گردش	kirándulás		N;NOM;SG
گردش	városnézés	گردش	városnézés		N;NOM;SG
بم	bumm	بم	bumm	N;SG	
پور	pur	پور	pur	N;SG	
تبعید	száműzött	تبعید	száműzött	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
تبعید	száműzték	تبعید	száműzik	N;SG	V;DEF;IND;PL;3;PST;FIN;ACT
تبعید	száműzött	تبعید	száműzött	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
جنگلی	erdei	جنگلی	erdei	N;SG	
جنگلی	erdő	جنگلی	erdő	N;SG	
جنگلی	erdők	جنگلی	erdő	N;SG	N;NOM;PL
روزگار	napok	روزگار	nap	N;SG	N;NOM;PL
روزگار	napokban	روزگار	nap	N;SG	N;IN+ESS;PL
روزگار	napokat	روزگار	nap	N;SG	N;ACC;PL
روزگار	napokon	روزگار	nap	N;SG	N;ON+ESS;PL
آسیاب	mill	None	mill	N;SG	
دانسته	ismeretes	دانست#دان	ismeretes	V;SG;3;V.PTCP	
دانسته	ismertek	دانست#دان	ismer	V;SG;3;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
دانسته	ismert	دانست#دان	ismert	V;SG;3;V.PTCP	
خواص	csökkent	خاصه	csökken	N;PL	V;INDF;IND;SG;3;PST;FIN;ACT
خواص	csökkentett	خاصه	csökkent	N;PL	V;INDF;IND;SG;3;PST;FIN;ACT
اریک	eric	اریک	eric	N;SG	
