fantasy	fantasier	fantasy	fantasi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
präster	gejstlige	präst	gejstlig	N;NOM;INDF;MASC+FEM;PL	ADJ;PL
smal	skinny	smal	skinny	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
smal	tynde	smal	tynd	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
smal	smalle	smal	smalle	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
smal	snævre	smal	snæver	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
smal	slim	smal	slim	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
smal	slanke	smal	slank	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
smal	tynde	smal	tynd	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
columbus	columbus	columbus	columbus	PROPN;NOM	
brandt	brandt	brand	brandt	PROPN;NOM	N;INDF;NEUT;SG
caesar	caesar	caes	caesar	PROPN;NOM	N;INDF;MASC+FEM;SG
caesar	cæsar	caes	cæsar	PROPN;NOM	N;INDF;MASC+FEM;SG
pommern	pommern	pommer	pommer	PROPN;NOM	N;INDF;MASC+FEM;SG
barbro	barbro	barbro	barbro	PROPN;NOM	
päijänne	päijänne	päijänne	päijänne	N;NOM;INDF;MASC+FEM;SG	
hjärnan	brain	hjärna	brain	N;NOM;DEF;MASC+FEM;SG	
hjärnan	hjerne	hjärna	hjerne	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
grupperna	grupper	grupp	gruppe	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
bränsle	brændstoffer	bränsle	brændstof	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
bränsle	brændstoffer	bränsle	brændstof	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
bränsle	brændsler	bränsle	brændsel	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
sänder	afsendelse	sända	afsendelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
sålt	sælges	sålt	sælge	V;V.CVB;ACT	V;IND;PRS;FIN;PASS
fiktiv	fiktive	fiktiv	fiktiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
fiktiv	fiktive	fiktiv	fiktiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
fiktiv	opdigtede	fiktiv	opdigte	ADJ;NOM;INDF;MASC+FEM;SG	V;PL;PST;V.PTCP
fiktiv	fiktive	fiktiv	fiktiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
kris	kriser	kris	krise	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
kris	krisen	kris	kris	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
kris	kris	kris	kris	N;NOM;INDF;MASC+FEM;SG	
kritisk	kritiske	kritisk	kritisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
avslutad	gennemført	avsluta	gennemføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avslutad	afsluttet	avsluta	afslutte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avslutad	udfyldt	avsluta	udfylde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
avslutad	afsluttede	avsluta	afslutte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
avslutad	fuldført	avsluta	fuldføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sydöst	sydøstlige	sydöst	sydøstlig	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
trøndelag	trøndelag	trøndelag	trøndelag	PROPN;NOM	
jerevan	jerevan	jerevan	jerevan	PROPN;NOM	PROPN
mata	mata	mata	mata	V;IMP;FIN;ACT	
existens	eksistensen	exist	eksistens	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
emilio	emilio	emilio	emilio	PROPN;NOM	
low	lav	low	lav	N;NOM;INDF;MASC+FEM;SG	V;IMP
low	lavt	low	lav	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
low	lave	low	lave	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
low	low	low	low	N;NOM;INDF;MASC+FEM;SG	
cordillera	cordillera	cordillera	cordillera	V;IMP;FIN;ACT	N;INDF;MASC+FEM;PL
presenteras	præsenterede	presentera	præsentere	V;IND;PRS;FIN;PASS	V;PL;PST;V.PTCP
presenteras	fremlagt	presentera	fremlægge	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
presenteras	præsenteret	presentera	præsentere	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
schumann	schumann	schumann	schumann	PROPN;NOM	N;INDF;MASC+FEM;SG
namibia	namibias	namibi	namibias	PROPN;NOM	N;GEN;INDF;MASC+FEM;SG
namibia	namibia	namibi	namibia	PROPN;NOM	
chefen	chef	chef	chef	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chefen	chief	chef	chief	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chefen	høvding	chef	høvding	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chefen	chef	chef	chef	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chefen	boss	chef	boss	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
nässjö	nässjö	nässjö	nässjö	PROPN;NOM	N;INDF;MASC+FEM;SG
fara	farer	fara	fare	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
ríos	ríos	ríos	ríos	PROPN;NOM	
romarna	romere	rom	romere	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
glabra	glabra	glabra	glabra	N;NOM;INDF;MASC+FEM;SG	
passa	passer	passa	passe	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
passa	passede	passa	passe	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
passa	tilpas	passa	tilpas	V;IMP;FIN;ACT	ADJ;INDF;SG
passa	fit	passa	fin	V;IMP;FIN;ACT	N;INDF;NEUT;SG
flög	fløj	flög	flyve	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
mia	mia	ja	mia	PROPN;NOM	
ljusare	lighter	ljus	light	ADJ;NOM;CMPR	N;INDF;MASC+FEM;SG
påverkade	påvirkede	påverka	påvirke	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
påverkade	påvirket	påverka	påvirke	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
påverkade	påvirkede	påverka	påvirke	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
påverkade	berørt	påverka	berøre	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
påverkade	påvirket	påverka	påvirke	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
vacker	smukke	vacker	smukke	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
vacker	smukkeste	vacker	smuk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;RL
bevarad	bevares	bevara	bevare	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NFIN;PASS
bevarad	konserveret	bevara	konservere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bevarad	bevaret	bevara	bevare	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bevarad	bevarede	bevara	bevare	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
bevarad	konserverede	bevara	konservere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
principer	principperne	princip	princip	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
potentilla	potentilla	potentill	potentilla	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
lomas	lomas	loma	lomas	V;NFIN;PASS	
monster	uhyre	monster	uhyre	N;NOM;INDF;NEUT;SG	ADV
monster	uhyrer	monster	uhyre	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
monster	monstre	monster	monstre	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
fastän	skønt	fastän	skøn	ADV	ADJ;INDF;NEUT;SG
short	kort	short	kort	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
short	short	short	short	N;NOM;INDF;MASC+FEM;SG	
short	korte	short	kort	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
federala	federal	federal	federal	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
federala	føderal	federal	føderal	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
federala	føderalt	federal	føderal	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
federala	forbunds	federal	forbund	ADJ;NOM;PL	N;INDF;NEUT;SG
betong	konkret	betong	konkret	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
betong	konkrete	betong	konkret	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
julie	julie	julie	julie	PROPN;NOM	N;INDF;MASC+FEM;SG
cornelius	cornelius	cornelius	cornelius	PROPN;NOM	N;INDF;MASC+FEM;SG
fabrik	factory	fabrik	factory	N;NOM;INDF;MASC+FEM;SG	
underlätta	lette	underlätta	let	V;IMP;FIN;ACT	ADJ;PL
underlätta	letter	underlätta	lette	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
ahmed	ahmed	ahmed	ahmed	PROPN;NOM	PROPN
ahmed	ahmad	ahmed	ahmad	PROPN;NOM	PROPN
husby	husby	husby	husby	PROPN;NOM	N;INDF;MASC+FEM;SG
weir	weir	weir	weir	PROPN;NOM	
engström	engström	engström	engström	PROPN;NOM	N;INDF;MASC+FEM;SG
mott	mott	mott	mott	N;NOM;INDF;MASC+FEM;SG	
adrar	adrar	adra	adrar	N;NOM;INDF;MASC+FEM;SG	
key	nøglen	key	nøgle	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
key	tast	key	taste	N;NOM;INDF;NEUT;SG	V;IMP
willow	willow	willow	willow	PROPN;NOM	
boa	boa	boa	boa	N;NOM;INDF;NEUT;SG	
test	prøve	test	prøve	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
test	tests	test	tests	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
test	tester	test	test	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
blockerad	blokeret	blockera	blokere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
blockerad	blokerede	blockera	blokere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
blockerad	spærret	blockera	spærre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
léon	léon	léon	léon	PROPN;NOM	
curran	curran	curran	curran	N;NOM;DEF;MASC+FEM;SG	
meriter	fortjeneste	merit	fortjeneste	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
statistiska	statistisk	statistisk	statistisk	ADJ;NOM;PL	ADV
utförda	udførte	utföra	udføre	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
utförda	udført	utföra	udføre	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
publicerat	opslået	publicerad	opslå	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
publicerat	udstationerede	publicerad	udstationere	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
publicerat	offentliggjort	publicerad	offentliggjort	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
publicerat	udkommet	publicerad	udkomme	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
publicerat	offentliggjorte	publicerad	offentliggøre	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PL
publicerat	udgivet	publicerad	udgive	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
publicerat	offentliggøres	publicerad	offentliggøre	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN;PASS
adolph	adolph	adolph	adolph	PROPN;NOM	N;INDF;MASC+FEM;SG
närvaro	overværelse	närvaro	overværelse	N;NOM;INDF;MASC+FEM;SG	V;PST;V.PTCP
tillväxt	væksten	tillväxt	vækst	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
franco	franco	franco	franco	PROPN;NOM	
kemisk	kemikalie	kemisk	kemikalie	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
robot	robotten	robot	robotten	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
pekar	pegede	peka	peget	V;IND;PRS;FIN;ACT	V;IND;PST;FIN;ACT
olivier	olivier	olivie	olivium	PROPN;NOM	N;INDF;MASC+FEM;SG
vingar	vingerne	vinga	vinge	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
holger	holger	holg	holge	PROPN;NOM	N;INDF;MASC+FEM;SG
landsväg	vejen	landsväg	vej	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
landsväg	motorvejen	landsväg	motorvej	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
sigtuna	sigtuna	sigtun	sigtuna	PROPN;NOM	PROPN
villosa	villosa	villos	villosa	N;NOM;INDF;MASC+FEM;SG	
bros	bros	bros	bros	PROPN;NOM	
fossil	fossile	fossil	fossile	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
skott	skød	skott	skød	N;NOM;INDF;NEUT;SG	V;IND;PST;FIN;ACT
skott	shot	skott	shot	N;NOM;INDF;NEUT;SG	
skott	skudt	skott	skyde	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
skott	runder	skott	runde	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
skott	shots	skott	shots	N;NOM;INDF;NEUT;SG	
torres	torres	torres	tor	PROPN;NOM	N;GEN;INDF;MASC+FEM;SG
cold	fryser	cold	fryse	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
cold	kold	cold	kold	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
cold	koldt	cold	kold	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
cold	kolde	cold	kold	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
pictures	billeder	pictures	billede	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
vuxen	voksen	vuxen	voksen	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
vuxen	dyrket	vuxen	dyrke	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
vuxen	vokset	vuxen	vokse	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
vuxen	dyrkes	vuxen	dyrke	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
vuxen	voksen	vuxen	voksen	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
vuxen	voksent	vuxen	voksen	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
vuxen	voksne	vuxen	voksen	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
ciudad	ciudad	ciuda	ciudad	N;NOM;INDF;MASC+FEM;SG	
blanche	blanche	blanche	blanche	N;NOM;INDF;MASC+FEM;SG	
samlar	indsamling	samla	indsamling	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
samlar	indsamling	samla	indsamling	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
heaven	himmel	heav	himmel	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
heaven	heaven	heav	heaven	N;NOM;DEF;MASC+FEM;SG	
yngve	yngve	ung	yngv	PROPN;NOM	N;INDF;MASC+FEM;SG
exil	forvist	exil	forvise	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
tillgångar	aktiv	tillgång	aktiv	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;MASC+FEM;SG
tillgångar	asset	tillgång	asset	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
konstnärlig	kunstnerisk	konstnärlig	kunstnerisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
konstnärlig	kunstneriske	konstnärlig	kunstnerisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
jiao	jiao	jiao	jiao	N;NOM;INDF;MASC+FEM;SG	
fastigheter	bygningers	fastighet	bygning	N;NOM;INDF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;PL
fastigheter	bygningerne	fastighet	bygning	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
fastigheter	egenskab	fastighet	egenskab	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
fastigheter	ejendom	fastighet	ejendom	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
fastigheter	ejendomsret	fastighet	ejendomsr	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
rodríguez	rodriguez	rodríguez	rodriguez	PROPN;NOM	N;INDF;MASC+FEM;SG
rodríguez	rodríguez	rodríguez	rodraguez	PROPN;NOM	N;INDF;MASC+FEM;SG
myndigheten	autoritet	myndighet	autoritet	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
myndigheten	bemyndigelse	myndighet	bemyndigelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
myndigheten	myndighed	myndighet	myndighed	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handeln	commerce	handel	commerce	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handeln	handel	handel	handel	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handeln	samhandel	handel	samhandel	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handeln	bytte	handel	bytte	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handeln	handel	handel	handel	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
handeln	trade	handel	trade	N;NOM;DEF;MASC+FEM;SG	
owen	owen	owen	owen	PROPN;NOM	
anda	spirit	anda	spirit	N;NOM;INDF;MASC+FEM;SG	
hjärtat	hjerte	hjärta	hjerte	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
hjärtat	heart	hjärta	heart	N;NOM;DEF;NEUT;SG	
hjärtat	hjerte	hjärta	hjerte	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
kongressen	kongres	kongress	kongre	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
esperanza	esperanza	esperan	esperanza	N;NOM;INDF;MASC+FEM;SG	
bröllop	bryllupper	bröllop	brylluppe	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
bröllop	wedding	bröllop	wedding	N;NOM;INDF;NEUT;SG	
individ	individuelt	individ	individuelt	N;NOM;INDF;MASC+FEM;SG	ADV
individ	individuelle	individ	individuel	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
individ	individuel	individ	individuel	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
ansikte	ansigtet	ansikte	ansigt	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
noir	noir	noir	noir	N;NOM;INDF;MASC+FEM;SG	
praia	praia	praia	praia	N;NOM;INDF;MASC+FEM;SG	
spinosa	spinosa	spinosa	spinosa	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
abel	abel	abel	abel	PROPN;NOM	N;INDF;MASC+FEM;SG
sous	sous	sous	sous	N;NOM;INDF;MASC+FEM;SG	
hull	skrog	hull	skrog	PROPN;NOM	N;INDF;NEUT;SG
hull	skroget	hull	skroge	PROPN;NOM	N;DEF;NEUT;SG
olofsson	olofsson	olofsson	olofsson	PROPN;NOM	
neuquén	neuquén	neuquén	neuquén	PROPN;NOM	
sexuella	seksuelt	sexuell	seksuelt	ADJ;NOM;PL	ADJ;INDF;SG
sexuella	seksuel	sexuell	seksuel	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
hebreiska	hebraisk	hebreisk	hebraisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
uppvisar	udstilling	uppvisa	udstilling	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
sjönk	sank	sjönk	synke	V;IMP;PST;FIN;ACT	V;IND;PST;FIN;ACT
pittsburgh	pittsburgh	pittsburgh	pittsburgh	PROPN;NOM	
acceptera	accepterer	acceptera	acceptere	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
yttersta	yderste	yttersta	yderst	ADJ;NOM;DEF;RL	ADJ;PL
gene	gene	gene	gene	PROPN;NOM	N;INDF;MASC+FEM;SG
gene	gen	gene	gen	PROPN;NOM	N;INDF;NEUT;SG
klas	klas	klas	klas	PROPN;NOM	
dragon	drage	dragon	drage	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
dragon	dragen	dragon	drag	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
dragon	dragon	dragon	dragon	N;NOM;INDF;MASC+FEM;SG	
stina	stina	stina	stina	PROPN;NOM	
tretton	thirteen	tretton	thirte	NUM;NOM	
sarawak	sarawak	sarawak	sarawak	PROPN;NOM	
borlänge	borlänge	borlänge	borlänge	PROPN;NOM	
vernon	vernon	vernon	vernon	PROPN;NOM	N;INDF;MASC+FEM;SG
lucky	heldig	lucky	heldig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
lucky	heldige	lucky	heldig	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
lucky	lucky	lucky	lucky	N;NOM;INDF;MASC+FEM;SG	
lucky	heldigt	lucky	heldigt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
rossi	rossi	rossi	rossi	PROPN;NOM	
maranhão	maranhão	maranhão	maranhão	N;NOM;INDF;MASC+FEM;SG	
löst	løste	lösa	løse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
löst	løst	lösa	løse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
löst	løste	lösa	løse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
löst	løst	lösa	løse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
löst	opklaret	lösa	opklar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
löst	opløst	lösa	opløse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
löst	opløste	lösa	opløse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
löst	løse	lösa	løse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN;ACT
löst	løst	lösa	løse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
möts	meet	möta	meet	V;IND;PRS;FIN;PASS	
möts	mød	möta	mød	V;IND;PRS;FIN;PASS	V;IMP
möts	mødes	möta	mødes	V;IND;PRS;FIN;PASS	V;NFIN;ACT
värnamo	värnamo	värnamo	värnamo	PROPN;NOM	N;INDF;MASC+FEM;SG
vind	vinden	vinda	vind	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
domen	domfældelse	dom	domfældelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
domen	bedømmelse	dom	bedømmelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
domen	retsafgørelse	dom	retsafgørelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
domen	dom	dom	dom	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
domen	punktum	dom	punktum	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
domen	sætning	dom	sætning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
domen	straf	dom	straf	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
baltimore	baltimore	baltimore	baltimor	N;NOM;INDF;MASC+FEM;SG	
litsea	litsea	litsen	litsea	N;NOM;INDF;MASC+FEM;SG	
mimosa	mimosa	mimos	mimosa	N;NOM;INDF;MASC+FEM;SG	
alain	alain	alain	alain	PROPN;NOM	
tilldelas	tildelte	tilldela	tildele	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;ACT
tilldelas	uddelt	tilldela	uddele	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
tilldelas	tildelt	tilldela	tildele	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
omsättning	omsætningen	omsättning	omsætning	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
olav	olav	olav	olav	PROPN;NOM	PROPN
puebla	puebla	puebel	puebla	PROPN;NOM	
konstantin	konstantin	konstanti	konstantin	PROPN;NOM	N;INDF;MASC+FEM;SG
konstantin	konstantin	konstanti	konstantin	PROPN;NOM	N;INDF;MASC+FEM;SG
konstantin	constantine	konstanti	constantin	PROPN;NOM	N;INDF;MASC+FEM;SG
palmas	palmas	palma	palmas	N;NOM;INDF;MASC+FEM;SG	
kopia	kopier	kopia	kopie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
koppar	kobber	koppa	kobber	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
koppar	kopper	koppa	koppe	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
koppar	cups	koppa	cups	N;NOM;INDF;MASC+FEM;SG	
rice	rice	rice	rice	N;NOM;INDF;NEUT;SG	
prata	tale	prata	tale	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
prata	snak	prata	snak	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
ringa	call	ringa	call	V;FIN;ACT	N;INDF;NEUT;SG
ringa	opkald	ringa	opkald	V;FIN;ACT	N;INDF;NEUT;SG
ringa	kald	ringa	kald	V;FIN;ACT	N;INDF;NEUT;SG
nordöst	nordøstlige	nordös	nordøstlig	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
susan	susan	susa	susan	PROPN;NOM	N;INDF;MASC+FEM;SG
asa	asa	asa	asa	PROPN;NOM	
statligt	stat	statlig	stat	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
statligt	state	statlig	state	ADJ;NOM;INDF;NEUT;SG	
statligt	delstat	statlig	delstat	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
statligt	tilstand	statlig	tilstand	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
