leonor	eleonora	leonor	eleonor	N;FEM;SG	PROPN;NOM;FEM;SG;POS
dourado	zlaté	dourar	zlatý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS
dourado	zlatý	dourar	zlatý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
dourado	zlatí	dourar	zlatit	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
dourado	golden	dourar	golden	V;MASC;SG;V.PTCP	PROPN;INAN;NOM;MASC;SG;POS
dourado	zlatá	dourar	zlatý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
dourado	zlato	dourar	zlato	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG;POS
dourado	zlatá	dourar	zlatý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
dourado	zlatý	dourar	zlatý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
dourado	gold	dourar	gold	V;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;POS
dourado	zlaté	dourar	zlatý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS
harold	harold	harold	harold	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
virginia	virginia	virginia	virginium	N;FEM;SG	PROPN;NOM;FEM;SG;POS
virginia	virginii	virginia	virginie	N;FEM;SG	PROPN;ACC;FEM;SG;POS
fixa	stanovena	fixo	stanovený	N;FEM;SG	ADJ;POS;V.PTCP;PASS
fixa	pevná	fixo	pevný	N;FEM;SG	ADJ;NOM;FEM;SG;POS
fixa	pevné	fixo	pevný	N;FEM;SG	ADJ;NOM;MASC;PL;POS
fixa	fixní	fixo	fixní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
adversários	protivník	adversário	protivník	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
reitor	dean	reitor	dean	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
edge	edge	edge	edge	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
noiva	snoubenky	noiva	snoubenka	N;FEM;SG	N;NOM;FEM;PL;POS
noiva	zasnoubená	noiva	zasnoubený	N;FEM;SG	ADJ;NOM;FEM;SG;POS
noiva	zasnoubeni	noiva	zasnoubený	N;FEM;SG	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
noiva	zasnoubený	noiva	zasnoubený	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
emi	emi	eme	emi	N;MASC;SG	PROPN;FEM;POS
associadas	přidružené	associar	přidružený	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
associadas	společníci	associar	společník	V;FEM;PL;V.PTCP	N;ANIM;NOM;MASC;PL;POS
associadas	přidružené	associar	přidružený	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
associadas	související	associar	související	V;FEM;PL;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
coletiva	kolektivní	coletivo	kolektivní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
wii	wii	wii	wii	N;MASC;SG	PROPN;MASC;POS
borda	edge	borda	edge	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
funcionário	zaměstnance	funcionário	zaměstnanec	N;MASC;SG	N;ANIM;ACC;MASC;PL;POS
funcionário	oficiální	funcionário	oficiální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
funcionário	úřední	funcionário	úřední	N;MASC;SG	ADJ;NOM;MASC;SG;POS
loire	loire	loire	loira	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
acadêmica	akademické	acadêmico	akademický	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
acadêmica	akademický	acadêmico	akademický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
frequentes	časté	frequente	častý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
frequentes	společná	frequente	společný	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS
frequentes	společné	frequente	společný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
fechada	uzavřené	fechar	uzavřený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
fechada	zavřeno	fechar	zavřený	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
fechada	uzavřený	fechar	uzavřený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
fechada	zavřené	fechar	zavřený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
cinza	šedé	cinza	šedý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
cinza	gray	cinza	gray	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
cinza	šedý	cinza	šedý	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
cinza	šedivý	cinza	šedivý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
cinza	šedá	cinza	šedý	N;FEM;SG	ADJ;NOM;FEM;SG;POS
cinza	ash	cinza	ash	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
cinza	šedá	cinza	šedý	N;FEM;SG	ADJ;NOM;FEM;SG;POS
cinza	grey	cinza	grey	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
cinza	šedé	cinza	šedý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
cinza	greyová	cinza	greyový	N;FEM;SG	ADJ;NOM;FEM;SG;POS
cinza	šedý	cinza	šedý	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
cinza	šedivý	cinza	šedivý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
phoenix	phoenix	phoenix	phoenix	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
enviada	odesláno	enviar	odeslaný	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
enviada	posláno	enviar	poslaný	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
muralha	zdi	muralha	zeď	N;FEM;SG	N;NOM;FEM;PL;POS
mercedes	mercedes	mercede	Mercedes	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
difíceis	obtížné	difícil	obtížný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
difíceis	obtížná	difícil	obtížný	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS
difíceis	obtížně	difícil	obtížně	ADJ;MASC;PL	ADV;POS
difíceis	obtížný	difícil	obtížný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
crônica	chronická	crônico	chronický	N;FEM;SG	ADJ;NOM;FEM;SG;POS
crônica	chronickou	crônico	chronický	N;FEM;SG	ADJ;ACC;FEM;SG;POS
crônica	chronické	crônico	chronický	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
crônica	chronicle	crônico	chronicle	N;FEM;SG	N;NOM;MASC;PL;POS
telecomunicações	telekomunikace	telecomunicação	telekomunikace	N;FEM;PL	N;NOM;FEM;SG;POS
apoiado	podporovaných	apoiar	podporovaný	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL;POS
apoiado	podporované	apoiar	podporovaný	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
apoiado	podporováno	apoiar	podporovaný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
sweet	sladký	sweet	sladký	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
sweet	sladká	sweet	sladký	N;MASC;SG	ADJ;NOM;FEM;SG;POS
sweet	sladké	sweet	sladký	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
hopkins	hopkins	hopkins	hopkins	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
prestígio	prestižní	prestígio	prestižní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
coletivo	kolektivní	coletivo	kolektivní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
leipzig	lipsko	leipzig	lipský	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
say	řekněme	say	říci	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
say	řekněte	say	říci	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
say	řekni	say	říci	N;MASC;SG	V;IMP;SG;1;POS;FIN
secundárias	sekundární	secundário	sekundární	ADJ;FEM;PL	ADJ;NOM;MASC;SG;POS
fenômenos	fenomén	fenômeno	fenomén	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
fenômenos	jev	fenômeno	jev	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
fenômenos	fenomén	fenômeno	fenomén	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
enterrado	pohřbená	enterrar	pohřbený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
enterrado	pohřbené	enterrar	pohřbený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
enterrado	pohřbený	enterrar	pohřbený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
enterrado	pohřben	enterrar	pohřbený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
líbia	libyjské	líbia	libyjský	N;FEM;SG	ADJ;NOM;MASC;PL;POS
líbia	libye	líbia	libye	N;FEM;SG	PROPN;NOM;FEM;SG;POS
issn	issn	issn	issn	N;MASC;SG	PROPN;FEM;POS
confrontos	konfrontace	confronto	konfrontace	N;MASC;PL	N;NOM;FEM;SG;POS
confrontos	konfrontaci	confronto	konfrontace	N;MASC;PL	N;ACC;FEM;SG;POS
confrontos	konfrontace	confronto	konfrontace	N;MASC;PL	N;NOM;FEM;SG;POS
criaturas	stvoření	criatura	stvoření	N;FEM;PL	N;NOM;NEUT;SG;POS
euro	euro	euro	euro	N;MASC;SG	PROPN;NOM;MASC;SG;POS
parágrafo	odstavce	parágrafo	odstavec	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
marx	marx	marx	marx	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
tigre	tiger	tigre	tiger	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
tigre	tygří	tigre	tygří	N;MASC;SG	ADJ;NOM;MASC;SG;POS
tigre	tigre	tigre	tigre	N;MASC;SG	PROPN;NOM;MASC;SG;POS
competir	konkurenční	competir	konkurenční	V;NFIN	ADJ;NOM;MASC;SG;POS
competir	soutěžení	competir	soutěžení	V;NFIN	N;NOM;NEUT;SG;POS
operar	provozní	operar	provozní	V;NFIN	ADJ;NOM;MASC;SG;POS
ring	ring	ring	ring	N;MASC;SG	PROPN;NOM;MASC;SG;POS
temática	tematické	temático	tematický	N;FEM;SG	ADJ;NOM;MASC;PL;POS
derivados	derivátů	derivar	derivát	V;MASC;PL;V.PTCP	N;INAN;GEN;MASC;PL;POS
derivados	deriváty	derivar	derivát	V;MASC;PL;V.PTCP	N;INAN;NOM;MASC;PL;POS
estêvão	stephen	estêvão	stephen	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
estêvão	stefan	estêvão	stefan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
dinamarquês	dánský	dinamarquês	dánský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
dinamarquês	dánská	dinamarquês	dánský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
dinamarquês	dánské	dinamarquês	dánský	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
invenção	vymyšlená	invenção	vymyšlený	N;FEM;SG	ADJ;NOM;FEM;SG;POS
invenção	vynalezl	invenção	vynaleznout	N;FEM;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
invenção	smyšlený	invenção	smyšlený	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
invenção	vymyšlený	invenção	vymyšlený	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
perdida	ztracený	perder	ztracený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
perdida	ztraceno	perder	ztracený	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
perdida	ztraceni	perder	ztracený	V;FEM;SG;V.PTCP	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
perdida	ztracen	perder	ztracený	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
perdida	ztracená	perder	ztracený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
almas	duší	alma	duše	N;FEM;PL	N;INS;FEM;SG;POS
almas	duše	alma	duše	N;FEM;PL	N;NOM;FEM;SG;POS
timor	timoru	timor	timor	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
hebraico	hebrejsky	hebraico	hebrejsky	N;MASC;SG	ADV;POS
adolfo	adolfo	adolfo	adolfo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
adolfo	adolf	adolfo	adolf	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
bactérias	bakteriální	bactéria	bakteriální	N;FEM;PL	ADJ;NOM;MASC;SG;POS
bactérias	bakterií	bactéria	bakterie	N;FEM;PL	N;INS;FEM;SG;POS
colaborou	spolupracovali	colaborar	spolupracovat	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
alfa	alpha	alfar	alpha	N;MASC;SG	PROPN;NOM;MASC;SG;POS
alfa	alfa	alfar	alfa	N;MASC;SG	PROPN;NOM;FEM;SG;POS
alfa	alfa	alfar	alfa	N;MASC;SG	PROPN;NOM;FEM;SG;POS
tentaram	zkusil	tentar	zkusit	V;IND;PL;3;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
tentaram	zkoušela	tentar	zkoušet	V;IND;PL;3;FIN	V;IPFV;POS;PST;V.PTCP;ACT
tentaram	zkusila	tentar	zkusit	V;IND;PL;3;FIN	V;PFV;POS;PST;V.PTCP;ACT
tentaram	zkoušel	tentar	zkoušet	V;IND;PL;3;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
reeleito	znovuzvolen	reeleger	znovuzvolený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
verso	verše	verso	verš	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
harrison	harrison	harrison	harrison	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
futuros	budoucnosti	futuro	budoucnost	ADJ;MASC;PL	N;NOM;FEM;SG;POS
futuros	budoucí	futuro	budoucí	ADJ;MASC;PL	ADJ;NOM;MASC;SG;POS
futuros	budoucnost	futuro	budoucnost	ADJ;MASC;PL	N;NOM;FEM;SG;POS
futuros	futures	futuro	futures	ADJ;MASC;PL	N;NOM;MASC;SG;POS
inferiores	podřadné	inferior	podřadný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
fiéis	věřící	fiel	věřící	N;MASC;PL	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
fiéis	věrná	fiel	věrný	N;MASC;PL	ADJ;NOM;FEM;SG;POS
fiéis	věrní	fiel	věrní	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
fiéis	věrné	fiel	věrný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
fiéis	věrný	fiel	věrný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
potências	powers	potências	powers	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
encontros	setkání	encontro	setkání	N;MASC;PL	N;NOM;NEUT;SG;POS
encontros	schůze	encontro	schůze	N;MASC;PL	N;NOM;FEM;SG;POS
encontros	zasedání	encontro	zasedání	N;MASC;PL	N;NOM;NEUT;SG;POS
votado	hlasovala	votar	hlasovat	V;MASC;SG;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
votado	zvolen	votar	zvolený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
viajar	cestování	viajar	cestování	V;NFIN	N;NOM;NEUT;SG;POS
viajar	cestovní	viajar	cestovní	V;NFIN	ADJ;NOM;MASC;SG;POS
viajar	cestování	viajar	cestování	V;NFIN	N;NOM;NEUT;SG;POS
viajar	cestování	viajar	cestování	V;NFIN	N;NOM;NEUT;SG;POS
turner	turner	turner	turner	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
turner	turnerová	turner	turnerový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
incorporada	vložené	incorporar	vložený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS
primárias	primární	primária	primární	N;FEM;PL	ADJ;NOM;MASC;SG;POS
observado	pozorovány	observar	pozorovaný	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
observado	pozorováno	observar	pozorovaný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
observado	pozorované	observar	pozorovaný	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
observado	pozorován	observar	pozorovaný	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
observado	pozorována	observar	pozorovaný	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
maneiras	vychování	maneira	vychování	N;FEM;PL	N;NOM;NEUT;SG;POS
hills	hills	hills	hills	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
hills	kopců	hills	kopec	N;MASC;SG	N;INAN;GEN;MASC;PL;POS
hills	kopce	hills	kopec	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
money	peníze	money	peníze	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
crenças	přesvědčení	crença	přesvědčení	N;FEM;PL	N;NOM;NEUT;SG;POS
crenças	víra	crença	víra	N;FEM;PL	N;NOM;FEM;SG;POS
crenças	přesvědčení	crença	přesvědčení	N;FEM;PL	N;NOM;NEUT;SG;POS
viseu	viseu	viseu	vise	N;MASC;SG	PROPN;NOM;MASC;SG;POS
moreno	moreno	moreno	moreno	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
compreender	porozumění	compreender	porozumění	V;NFIN	N;NOM;NEUT;SG;POS
compreender	pochopení	compreender	pochopení	V;NFIN	N;NOM;NEUT;SG;POS
compreender	chápání	compreender	chápání	V;NFIN	N;NOM;NEUT;SG;POS
lobos	lobos	lobo	lobos	N;MASC;PL	PROPN;INAN;NOM;MASC;SG;POS
denis	denis	denis	denis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
airlines	aerolinky	airline	aerolinka	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
airlines	airlines	airline	airlines	N;MASC;SG	PROPN;INAN;MASC;SG;POS
monstros	monster	monstro	monster	N;MASC;PL	N;NOM;MASC;SG;POS
acidentes	havárie	acidente	havárie	N;MASC;PL	N;NOM;FEM;SG;POS
silvio	silvio	silvio	silvio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
continha	obsahovala	conter	obsahovat	V;IND;SG;3;IPFV;FIN	V;IPFV;POS;PST;V.PTCP;ACT
continha	obsahovaly	conter	obsahovat	V;IND;SG;3;IPFV;FIN	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
continha	obsažené	conter	obsažený	V;IND;SG;3;IPFV;FIN	ADJ;NOM;MASC;PL;POS
continha	obsažený	conter	obsažený	V;IND;SG;3;IPFV;FIN	ADJ;INAN;NOM;MASC;SG;POS
vermelhas	červeně	vermelho	červen	N;FEM;PL	ADV;POS
vermelhas	červené	vermelho	červený	N;FEM;PL	ADJ;NOM;NEUT;SG;POS
vermelhas	červená	vermelho	červený	N;FEM;PL	ADJ;NOM;FEM;SG;POS
vermelhas	rudá	vermelho	rudý	N;FEM;PL	ADJ;NOM;FEM;SG;POS
vermelhas	červený	vermelho	červený	N;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
negativa	záporné	negativa	záporný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
negativa	negativní	negativa	negativní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
orgânica	bio	orgânico	bio	N;FEM;SG	PROPN;NOM;MASC;SG;POS
orgânica	organický	orgânico	organický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
orgânica	organická	orgânico	organický	N;FEM;SG	ADJ;NOM;FEM;SG;POS
orgânica	organické	orgânico	organický	N;FEM;SG	ADJ;NOM;MASC;SG;POS
orgânica	ekologické	orgânico	ekologický	N;FEM;SG	ADJ;NOM;MASC;SG;POS
realizando	vystupování	realizar	vystupování	V;V.MSDR	N;NOM;NEUT;SG;POS
caracterizado	doporučené	caracterizado	doporučený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
caracterizado	doporučeno	caracterizado	doporučený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
mariposa	mol	mariposa	mol	N;FEM;SG	PROPN;FEM;SG;POS
perfeita	dokonalá	perfazer	dokonalý	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
perfeita	perfektní	perfazer	perfektní	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG;POS
perfeita	dokonalý	perfazer	dokonalý	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
bush	křoví	bush	křoví	PROPN;MASC;SG	N;NOM;NEUT;SG;POS
bush	bush	bush	bush	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
bush	bushe	bush	být	PROPN;MASC;SG	N;ANIM;ACC;MASC;SG;POS
bush	keř	bush	keř	PROPN;MASC;SG	N;INAN;NOM;MASC;SG;POS
bush	bushova	bush	bushový	PROPN;MASC;SG	N;NOM;FEM;SG;POS
redonda	kulaté	redonda	kulatý	N;FEM;SG	ADJ;NOM;MASC;PL;POS
redonda	kulatá	redonda	kulatý	N;FEM;SG	ADJ;NOM;FEM;SG;POS
redonda	kulatý	redonda	kulatý	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
gótico	goth	gótico	goth	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
rodríguez	rodríguez	rodríguez	rodríguez	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
renânia	porýní	renânia	porýnit	N;FEM;SG	PROPN;NOM;NEUT;SG;POS
atacou	napaden	atacar	napadený	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
atacou	napadena	atacar	napadený	V;IND;SG;3;PST;FIN	ADJ;POS;V.PTCP;PASS
atacou	napadli	atacar	napadnout	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
sin	sin	sin	sin	N;MASC;SG	PROPN;NOM;MASC;SG;POS
normais	normální	normal	normální	ADJ;MASC;PL	ADJ;NOM;MASC;SG;POS
amistoso	přátelský	amistoso	přátelský	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
amistoso	přátelská	amistoso	přátelský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
amistoso	přátelské	amistoso	přátelský	N;MASC;SG	ADJ;NOM;NEUT;PL;POS
obtidos	získaná	obter	získaný	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
obtidos	získáno	obter	získaný	V;MASC;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
obtidos	získané	obter	získaný	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;POS
obtidos	získána	obter	získaný	V;MASC;PL;V.PTCP	ADJ;POS;V.PTCP;PASS
obtidos	získán	obter	získaný	V;MASC;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
vantagens	přínos	vantagem	přínos	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
eyes	oči	eyes	oko	N;MASC;SG	N;NOM;FEM;PL;POS
básicas	základní	básico	základní	N;FEM;PL	ADJ;NOM;MASC;SG;POS
mansão	manor	mansão	manor	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
vítor	viktor	vítor	viktor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
vítor	viktor	vítor	viktor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
vítor	victor	vítor	victor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sugeriu	navrženo	sugerir	navržený	V;IND;SG;3;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
sugeriu	navrhovaný	sugerir	navrhovaný	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
sugeriu	navrhované	sugerir	navrhovaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS
sugeriu	navrhovaná	sugerir	navrhovaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS
submarino	ponorky	submarino	ponorka	N;MASC;SG	N;NOM;FEM;PL;POS
mudado	změněna	mudar	změněný	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
mudado	změněné	mudar	změněný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
mudado	změněno	mudar	změněný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
gerando	generování	gerar	generování	V;V.MSDR	N;NOM;NEUT;SG;POS
assistir	hodinky	assistir	hodinky	V;NFIN	N;NOM;FEM;PL;POS
espelho	zrcadla	espelho	zrcadlo	N;MASC;SG	N;NOM;NEUT;PL;POS
existiu	existovala	existir	existovat	V;IND;SG;3;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
existiu	existovaly	existir	existovat	V;IND;SG;3;PST;FIN	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
fritz	fritz	fritz	fritz	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
area	oblasti	area	oblast	N;FEM;SG	N;NOM;FEM;PL;POS
allan	allan	allan	allan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
assalto	loupeže	assalto	loupež	N;MASC;SG	N;NOM;FEM;PL;POS
favoráveis	příznivý	favorável	příznivý	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
favoráveis	příznivé	favorável	příznivý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
favoráveis	příznivý	favorável	příznivý	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
favoráveis	příznivé	favorável	příznivý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
opa	opa	opa	opa	N;MASC;SG	PROPN;MASC;SG;POS
hardy	hardy	hardy	hard	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
fêmeas	samice	fêmea	samice	N;FEM;PL	N;NOM;FEM;SG;POS
angelo	angelo	angelo	angelo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sudão	súdánu	sudão	súdán	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
móvel	mobilní	móvel	mobilní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
ampliação	přiblížit	ampliação	přiblížit	N;FEM;SG	V;PFV;POS;NFIN
abraço	obejmout	abraço	obejmout	N;MASC;SG	V;POS;NFIN
copas	srdcí	copa	srdce	N;FEM;PL	N;NOM;NEUT;SG;POS
copas	srdce	copa	srdce	N;FEM;PL	N;NOM;NEUT;SG;POS
vestido	oblečen	vestir	oblečený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
vestido	oblečená	vestir	oblečený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
vestido	oblečený	vestir	oblečený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
vestido	šaty	vestir	šat	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;PL;POS
