steven	стивен	stevnout	стивный	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
pozvání	пригласить	pozvání	пригласить	N;NOM;NEUT;SG;POS	V;PFV;NFIN;ACT
pozvání	приглашаем	pozvání	приглашать	N;NOM;NEUT;SG;POS	V;IPFV;IND;PL;1;PRS;FIN;ACT
pozvání	приглашаю	pozvání	приглашать	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
hrdinů	герои	hrdina	герой	N;ANIM;GEN;MASC;PL;POS	N;ANIM;NOM;MASC;PL
hrdinů	героев	hrdina	герой	N;ANIM;GEN;MASC;PL;POS	N;ANIM;ACC;MASC;PL
vyrobeny	изготовленные	vyrobený	изготовить	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
vyrobeny	изготовлены	vyrobený	изготовить	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
vyrobeny	сделанные	vyrobený	делать	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
vyrobeny	сделано	vyrobený	делать	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
vyrobeny	сделана	vyrobený	делать	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
vyrobeny	сделал	vyrobený	делать	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
vyrobeny	сделаны	vyrobený	делать	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
myšlenek	мысли	myšlenka	мысль	N;GEN;FEM;PL;POS	N;INAN;NOM;FEM;PL
minutu	минута	minuta	минута	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
živě	живи	živě	жить	ADV;POS	V;IPFV;IMP;SG;2;FIN;ACT
živě	живите	živě	жить	ADV;POS	V;IPFV;IND;PL;2;PRS;FIN;ACT
živě	live	živě	live	ADV;POS	PROPN
živě	живу	živě	жить	ADV;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
živě	жить	živě	жить	ADV;POS	V;IPFV;NFIN;ACT
mající	имея	mající	иметь	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;IPFV;PRS;V.CVB;ACT
mitchell	митчел	mitchell	митчел	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
mitchell	митчелл	mitchell	митчелл	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
bytů	байт	byt	байт	N;INAN;GEN;MASC;PL;POS	N;INAN;NOM;MASC;SG
orange	оранжевое	orange	оранжевый	PROPN;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
orange	оранжевый	orange	оранжевый	PROPN;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
orange	апельсин	orange	апельсин	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
náhorní	нагорно	náhorní	нагорно	ADJ;NOM;MASC;SG;POS	ADV
chorvatské	хорватии	chorvatský	хорватия	ADJ;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;PL
parků	парки	park	парк	N;INAN;GEN;MASC;PL;POS	N;INAN;NOM;MASC;PL
psáno	написано	psaný	писать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
psáno	письменные	psaný	письменный	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;PL
xml	xml	xml	xml	N;INAN;NOM;MASC;SG;POS	PROPN
kate	кейт	kate	кейт	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
okolnosti	обстоятельство	okolnost	обстоятельство	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
liška	fox	liška	fox	N;NOM;FEM;SG;POS	PROPN
peří	перья	peří	перо	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
carter	картер	carter	картер	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
výhodu	преимущества	výhoda	преимущество	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;PL
výhodu	преимущество	výhoda	преимущество	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;SG
silva	силва	silva	силв	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
silva	сильва	silva	сильв	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;FEM;SG
patrik	патрика	patrik	патрика	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;ACC;MASC;SG
patrik	патрик	patrik	патрик	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
produktu	произведение	produkt	произведение	N;INAN;GEN;MASC;SG;POS	N;INAN;NOM;NEUT;SG
produktu	изделие	produkt	изделие	N;INAN;GEN;MASC;SG;POS	N;INAN;NOM;NEUT;SG
produktu	товар	produkt	товар	N;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;SG
produktu	продукт	produkt	продукт	N;INAN;GEN;MASC;SG;POS	N;INAN;NOM;MASC;SG
potraviny	питание	potravina	питание	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
potraviny	продовольственной	potravina	продовольственный	N;NOM;FEM;PL;POS	ADJ;INS;FEM;SG
potraviny	пища	potravina	пища	N;NOM;FEM;PL;POS	N;INAN;NOM;FEM;SG
potraviny	еды	potravina	еда	N;NOM;FEM;PL;POS	N;INAN;GEN;FEM;SG
potraviny	продовольствие	potravina	продовольствие	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
potraviny	еда	potravina	еда	N;NOM;FEM;PL;POS	N;INAN;NOM;FEM;SG
odstraněna	удаленные	odstraněný	удаленный	ADJ;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
odstraněna	исключен	odstraněný	исключить	ADJ;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
odstraněna	удалена	odstraněný	удалить	ADJ;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
odstraněna	удалено	odstraněný	удалить	ADJ;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
odstraněna	удален	odstraněný	удалный	ADJ;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
odstraněna	удаляется	odstraněný	удалять	ADJ;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
odstraněna	удалена	odstraněný	удалить	ADJ;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
odstraněna	удалены	odstraněný	удалить	ADJ;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
odstraněna	удалено	odstraněný	удалить	ADJ;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
silver	серебро	silver	серебро	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;NEUT;SG
silver	серебряный	silver	серебряный	PROPN;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
silver	сильвер	silver	сильвер	PROPN;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
kovové	металлический	kovový	металлический	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;SG
trubka	трубы	trubka	труба	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
trubka	трубку	trubka	трубка	N;NOM;FEM;SG;POS	N;INAN;ACC;FEM;SG
trubka	трубе	trubka	труба	N;NOM;FEM;SG;POS	N;INAN;DAT;FEM;SG
joan	джоан	joan	джоан	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
zajímá	заинтересованных	zajímat	заинтересованный	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;GEN;PL
zajímá	заинтересованная	zajímat	заинтересованный	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;SG
zajímá	заинтересованным	zajímat	заинтересованный	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INS;MASC;SG
zajímá	интересно	zajímat	интересный	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;NEUT;SG
zajímá	заинтересованные	zajímat	заинтересованный	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;NOM;PL
matematika	математике	matematika	математика	N;NOM;FEM;SG;POS	N;INAN;DAT;FEM;SG
matematika	математики	matematika	математика	N;NOM;FEM;SG;POS	N;ANIM;NOM;MASC;PL
návod	вручную	návod	вручную	N;INAN;NOM;MASC;SG;POS	ADV
návod	инструкции	návod	инструкция	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
naši	наше	můj	наш	DET;NOM;MASC;PL;1	DET;NOM;NEUT;SG
naši	наш	můj	наш	DET;NOM;MASC;PL;1	DET;NOM;MASC;SG
naši	наша	můj	наш	DET;NOM;MASC;PL;1	DET;NOM;FEM;SG
sierra	сьерра	Sierra	сиерр	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;MASC;SG
pohyby	движется	pohyb	двигаться	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;MID
pohyby	передвижение	pohyb	передвижение	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;NEUT;SG
pohyby	движение	pohyb	движение	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;NEUT;SG
pohyby	ходатайств	pohyb	ходатайство	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;NEUT;PL
poškozen	повреждено	poškozený	повредить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
poškozen	поврежден	poškozený	повредить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
poškozen	повреждена	poškozený	повредить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
poškozen	повреждены	poškozený	повредить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
poškozen	повреждены	poškozený	повредить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
výjimku	исключение	výjimka	исключение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;SG
výjimku	исключением	výjimka	исключение	N;ACC;FEM;SG;POS	N;INAN;INS;NEUT;SG
výjimku	исключения	výjimka	исключение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;PL
umožnila	включено	umožnit	включить	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
umožnila	включена	umožnit	включить	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
umožnila	включен	umožnit	включить	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
true	true	true	true	N;INAN;NOM;MASC;SG;POS	PROPN
true	правда	true	правда	N;INAN;NOM;MASC;SG;POS	ADV
podepsána	подпись	podepsaný	подпись	ADJ;POS;V.PTCP;PASS	N;INAN;NOM;FEM;SG
podepsána	подписано	podepsaný	подписать	ADJ;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
podepsána	подписан	podepsaný	подписать	ADJ;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
podepsána	подписана	podepsaný	подписать	ADJ;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
podepsána	подписаны	podepsaný	подписать	ADJ;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
orgánu	орган	orgán	орган	N;INAN;DAT;MASC;SG;POS	N;INAN;NOM;MASC;SG
řidiče	водители	řidič	водитель	N;ANIM;ACC;MASC;SG;POS	N;ANIM;NOM;MASC;PL
řidiče	водителей	řidič	водитель	N;ANIM;ACC;MASC;SG;POS	N;ANIM;GEN;MASC;PL
řidiče	драйвер	řidič	драйвер	N;ANIM;ACC;MASC;SG;POS	N;INAN;NOM;MASC;SG
řidiče	водитель	řidič	водитель	N;ANIM;ACC;MASC;SG;POS	N;ANIM;NOM;MASC;SG
oddělené	разделены	oddělený	разделить	ADJ;NOM;NEUT;PL;POS	V;PFV;PL;PST;V.PTCP;PASS
oddělené	отдельная	oddělený	отдельный	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;FEM;SG
oddělené	отделить	oddělený	отделить	ADJ;NOM;NEUT;PL;POS	V;PFV;NFIN;ACT
oddělené	отдельный	oddělený	отдельный	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;MASC;SG
oddělené	отдельное	oddělený	отдельный	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;NEUT;SG
neštěstí	бедствия	neštěstí	бедствие	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
wiener	винер	wiener	винер	PROPN;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;FEM;SG
aktivních	активная	aktivní	активный	ADJ;GEN;MASC;PL;POS	ADJ;NOM;FEM;SG
aktivních	активный	aktivní	активный	ADJ;GEN;MASC;PL;POS	ADJ;NOM;MASC;SG
aktivních	активное	aktivní	активный	ADJ;GEN;MASC;PL;POS	ADJ;NOM;NEUT;SG
aktivních	активные	aktivní	активный	ADJ;GEN;MASC;PL;POS	ADJ;NOM;PL
loví	охотится	lovit	охотиться	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
velvyslanectví	посольств	velvyslanectví	посольство	N;NOM;NEUT;SG;POS	N;INAN;GEN;NEUT;PL
velvyslanectví	посольства	velvyslanectví	посольство	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
velvyslanectví	посольства	velvyslanectví	посольство	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
ovlivnit	влияние	ovlivnit	влияние	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
svobodná	сингл	svobodný	сингл	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;MASC;SG
kovy	металла	kov	металл	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;MASC;SG
kovy	метал	kov	метал	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;MASC;SG
kovy	metal	kov	metal	N;INAN;NOM;MASC;PL;POS	PROPN
kovy	металлические	kov	металлический	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL
kovy	металл	kov	металл	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;MASC;SG
sinclair	синклер	sinclair	синклер	N;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
pilotní	пилот	pilotní	пилот	ADJ;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
pilotní	экспериментальных	pilotní	экспериментальный	ADJ;NOM;MASC;SG;POS	ADJ;GEN;PL
zobrazí	показывает	zobrazit	показывать	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
nepřátel	враги	nepřítel	враг	N;ANIM;GEN;MASC;PL;POS	N;ANIM;NOM;MASC;PL
nepřátel	врагам	nepřítel	враг	N;ANIM;GEN;MASC;PL;POS	N;ANIM;DAT;MASC;PL
nepřátel	врагов	nepřítel	враг	N;ANIM;GEN;MASC;PL;POS	N;ANIM;ACC;MASC;PL
architektonické	архитектурных	architektonický	архитектурный	ADJ;NOM;MASC;PL;POS	ADJ;GEN;PL
přímá	direct	přímý	direct	ADJ;NOM;FEM;SG;POS	PROPN
přímá	прямые	přímý	прямой	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PL
přímá	директ	přímý	директ	ADJ;NOM;FEM;SG;POS	N;INAN;NOM;MASC;SG
italia	italia	italia	italia	PROPN;NOM;FEM;SG;POS	PROPN
zimy	уинтерс	zima	уинтерс	N;NOM;FEM;PL;POS	N;ANIM;NOM;FEM;SG
obhájce	защитника	obhájce	защитник	N;ANIM;NOM;MASC;SG;POS	N;ANIM;ACC;MASC;SG
larry	лари	larry	лари	PROPN;ANIM;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
larry	ларри	larry	ларри	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
rozložení	распределения	rozložení	распределение	N;NOM;NEUT;SG;POS	N;INAN;NOM;NEUT;PL
finance	финансирование	finance	финансирование	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
norma	норм	norma	норма	N;NOM;FEM;SG;POS	N;INAN;GEN;FEM;PL
norma	нормой	norma	норма	N;NOM;FEM;SG;POS	N;INAN;INS;FEM;SG
norma	нормы	norma	норма	N;NOM;FEM;SG;POS	N;INAN;NOM;FEM;PL
norma	стандартные	norma	стандартный	N;NOM;FEM;SG;POS	ADJ;NOM;PL
norma	стандартная	norma	стандартный	N;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
norma	стандартный	norma	стандартный	N;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
norma	standard	norma	standard	N;NOM;FEM;SG;POS	PROPN
příkazy	команд	příkaz	команда	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;FEM;PL
příkazy	приказ	příkaz	приказ	N;INAN;NOM;MASC;PL;POS	N;INAN;NOM;MASC;SG
napsali	писал	napsat	писать	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
napsali	написала	napsat	писать	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
napsali	написал	napsat	писать	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
blake	блейк	blaka	блейк	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
blake	блэйк	blaka	блэйк	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
opakované	повторяется	opakovaný	повторяться	ADJ;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;PASS
opakované	повторяющихся	opakovaný	повторять	ADJ;NOM;MASC;PL;POS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
čluny	барж	člun	баржа	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;FEM;PL
zpíval	пели	zpívat	петь	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;IND;PL;PST;FIN;ACT
osobám	лиц	osoba	лицо	N;DAT;FEM;PL;POS	N;ANIM;GEN;NEUT;PL
soukromí	конфиденциальности	soukromí	конфиденциальность	N;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;PL
vzory	моделей	vzor	модель	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;FEM;PL
vzory	конструкций	vzor	конструкция	N;INAN;NOM;MASC;PL;POS	N;INAN;GEN;FEM;PL
podpořit	поддержки	podpořit	поддержка	V;PFV;POS;NFIN	N;INAN;GEN;FEM;SG
podpořit	поддержка	podpořit	поддержка	V;PFV;POS;NFIN	N;INAN;NOM;FEM;SG
podpořit	поддержку	podpořit	поддержка	V;PFV;POS;NFIN	N;INAN;ACC;FEM;SG
podpořit	поддерживаю	podpořit	поддерживать	V;PFV;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
olympic	олимпийские	olympic	олимпийский	N;INAN;NOM;MASC;SG;POS	ADJ;NOM;PL
olympic	олимпийский	olympic	олимпийский	N;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
zraněn	потерпевшие	zraněný	потерпевший	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;ACT
zraněn	ранены	zraněný	ранить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
zraněn	ранен	zraněný	ранить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
zraněn	ранена	zraněný	ранить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
zraněn	раненый	zraněný	раненый	ADJ;MASC;SG;POS;V.PTCP;PASS	N;ANIM;NOM;MASC;SG
zraněn	ранены	zraněný	ранить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
zraněn	раненых	zraněný	раненый	ADJ;MASC;SG;POS;V.PTCP;PASS	N;ANIM;GEN;MASC;PL
zraněn	раненые	zraněný	раненый	ADJ;MASC;SG;POS;V.PTCP;PASS	N;ANIM;NOM;MASC;PL
zraněn	ранен	zraněný	ранить	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
volná	свободно	volný	свободно	ADJ;NOM;FEM;SG;POS	ADV
volná	бесплатно	volný	бесплатно	ADJ;NOM;FEM;SG;POS	ADV
volná	свободной	volný	свободный	ADJ;NOM;FEM;SG;POS	ADJ;INS;FEM;SG
volná	бесплатные	volný	бесплатный	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PL
temné	тёмный	temný	тёмный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;SG
temné	темно	temný	темный	ADJ;NOM;MASC;PL;POS	ADJ;NEUT;SG
temné	dark	temný	dark	ADJ;NOM;MASC;PL;POS	PROPN
temné	темная	temný	темный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;SG
temné	темноте	temný	темнота	ADJ;NOM;MASC;PL;POS	N;INAN;DAT;FEM;SG
temné	тёмная	temný	темный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;SG
stockholmu	стокгольм	stockholm	стокгольмый	N;INAN;DAT;MASC;SG;POS	N;INAN;NOM;MASC;SG
stockholmu	стокгольмской	stockholm	стокгольмский	N;INAN;DAT;MASC;SG;POS	ADJ;INS;FEM;SG
řádek	линии	řádek	линия	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;FEM;PL
řádek	line	řádek	line	N;INAN;NOM;MASC;SG;POS	PROPN
jürgen	юрген	jürgen	юрген	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
pokorný	скромно	pokorný	скромно	ADJ;ANIM;NOM;MASC;SG;POS	ADV
studuje	изучения	studovat	изучение	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INAN;GEN;NEUT;SG
studuje	изучаю	studovat	изучать	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
studuje	изучение	studovat	изучение	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
studuje	учусь	studovat	учиться	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;MID
posun	смену	posun	смена	N;INAN;NOM;MASC;SG;POS	N;INAN;ACC;FEM;SG
posun	shift	posun	shift	N;INAN;NOM;MASC;SG;POS	PROPN
potvrzeno	подтверждена	potvrzený	подтвердить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
potvrzeno	подтверждено	potvrzený	подтвердить	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
potvrzeno	подтверждаю	potvrzený	подтверждать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
slabé	слабая	slabý	слабый	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;SG
slabé	слабо	slabý	слабо	ADJ;NOM;MASC;PL;POS	ADV
slabé	слабым	slabý	слабый	ADJ;NOM;MASC;PL;POS	ADJ;INS;NEUT;SG
slabé	слабый	slabý	слабый	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;SG
tmavé	dark	tmavý	dark	ADJ;NOM;NEUT;SG;POS	PROPN
tmavé	темноте	tmavý	темнота	ADJ;NOM;NEUT;SG;POS	N;INAN;DAT;FEM;SG
germain	жермен	germain	жермен	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
texasu	техас	texas	техас	PROPN;INAN;GEN;MASC;SG;POS	N;INAN;NOM;FEM;SG
bull	бык	být	бык	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
spektra	спектр	spektrum	спектр	N;NOM;NEUT;PL;POS	N;INAN;NOM;MASC;SG
spektra	спектра	spektrum	спектр	N;NOM;NEUT;PL;POS	N;INAN;GEN;MASC;SG
mann	манн	mann	манн	PROPN;ANIM;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;SG
sochařství	лепки	sochařství	лепка	N;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;PL
obdobné	аналогичная	obdobný	аналогичный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;SG
obdobné	аналогичное	obdobný	аналогичный	ADJ;NOM;MASC;PL;POS	ADJ;NOM;NEUT;SG
ana	ана	ana	ан	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;FEM;SG
zvýšené	повышенная	zvýšený	повышенный	ADJ;NOM;NEUT;SG;POS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
zvýšené	повышенные	zvýšený	повысить	ADJ;NOM;NEUT;SG;POS	V;PFV;NOM;PL;PST;V.PTCP;PASS
zvýšené	повышен	zvýšený	повысить	ADJ;NOM;NEUT;SG;POS	V;PFV;MASC;SG;PST;V.PTCP;PASS
plavby	cruises	plavba	cruises	N;NOM;FEM;PL;POS	PROPN
ověření	аутентификации	ověření	аутентификация	N;NOM;NEUT;SG;POS	N;INAN;NOM;FEM;PL
paulo	паулу	paulo	паул	PROPN;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;SG
paulo	пауло	paulo	пауть	PROPN;NOM;NEUT;SG;POS	N;INAN;NOM;MASC;SG
paulo	паула	paulo	пауть	PROPN;NOM;NEUT;SG;POS	N;ANIM;NOM;FEM;SG
paulo	пола	paulo	пол	PROPN;NOM;NEUT;SG;POS	N;INAN;GEN;MASC;SG
vzestup	вознесения	vzestup	вознесение	N;INAN;NOM;MASC;SG;POS	N;INAN;NOM;NEUT;PL
provedeno	сделано	provedený	делать	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
potřeb	потребности	potřeba	потребность	N;GEN;FEM;PL;POS	N;INAN;NOM;FEM;PL
náhodně	случайный	náhodně	случайный	ADV;POS	ADJ;NOM;MASC;SG
náhodně	случайная	náhodně	случайный	ADV;POS	ADJ;NOM;FEM;SG
náhodně	случайных	náhodně	случайный	ADV;POS	ADJ;GEN;PL
náhodně	случайное	náhodně	случайный	ADV;POS	ADJ;NOM;NEUT;SG
náhodně	случайные	náhodně	случайный	ADV;POS	ADJ;NOM;PL
odměnu	вознаграждение	odměna	вознаграждение	N;ACC;FEM;SG;POS	N;INAN;NOM;NEUT;SG
odměnu	награда	odměna	награда	N;ACC;FEM;SG;POS	N;INAN;NOM;FEM;SG
grace	благодать	grace	благодать	PROPN;NOM;FEM;SG;POS	N;INAN;NOM;FEM;SG
grace	грейс	grace	грейс	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
grace	грэйс	grace	грэйс	PROPN;NOM;FEM;SG;POS	N;ANIM;NOM;FEM;SG
oslavy	празднование	oslava	празднование	N;NOM;FEM;PL;POS	N;INAN;NOM;NEUT;SG
