apg	apg	apg	apg		N;INDF;MASC;SG
fotografia	fotografie	fotografia	fotografie	N;NOM;FEM;SG	N;INDF;FEM;SG
fotografia	fotografia	fotografia	fotografie	N;NOM;FEM;SG	N;DEF;FEM;SG
gmt	gmt	gętić	gmt	PROPN;NOM;MASC;SG	N;INDF
krajobraz	peisajului	krajobraz	peisaj	N;NOM;MASC;SG	N;DEF;MASC;SG
krajobraz	peisajul	krajobraz	peisaj	N;NOM;MASC;SG	N;DEF;MASC;SG
ted	ted	ted	ted		PROPN
tramwaj	tramvaiul	tramwa	tramvai	N;NOM;MASC;SG	N;DEF;MASC;SG
tramwaj	tramvaiul	tramwa	tramvai	N;NOM;MASC;SG	N;DEF;MASC;SG
zdecydowała	decisa	zdecydować	decisa	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;FEM;SG
zdecydowała	decis	zdecydować	decide	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
zdecydowała	hotarat	zdecydować	hotarat	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
belgradzie	belgrad	belgrad	belgrad	PROPN;DAT;MASC;SG	N;INDF;MASC;SG
belgradzie	belgradul	belgrad	belgrad	PROPN;DAT;MASC;SG	N;DEF;MASC;SG
tkanki	tesut	tkanka	tesut	N;ACC;FEM;PL	N;INDF;MASC;SG
tkanki	tesut	tkanka	tesut	N;ACC;FEM;PL	N;INDF;MASC;SG
skuteczność	performante	skuteczność	performant	N;NOM;FEM;SG	N;INDF;FEM;PL
skuteczność	performanta	skuteczność	performant	N;NOM;FEM;SG	N;DEF;FEM;SG
skuteczność	performanta	skuteczność	performant	N;NOM;FEM;SG	N;DEF;FEM;SG
skuteczność	performanta	skuteczność	performant	N;NOM;FEM;SG	N;DEF;FEM;SG
skuteczność	eficacitate	skuteczność	eficacitate	N;NOM;FEM;SG	N;INDF;FEM;SG
skuteczność	eficacitatea	skuteczność	eficacitate	N;NOM;FEM;SG	N;DEF;FEM;SG
skuteczność	eficacitate	skuteczność	eficacitate	N;NOM;FEM;SG	N;INDF;FEM;SG
skuteczność	eficacitatea	skuteczność	eficacitate	N;NOM;FEM;SG	N;DEF;FEM;SG
skuteczność	eficienta	skuteczność	eficient	N;NOM;FEM;SG	ADJ;DEF;FEM;SG
skuteczność	eficienta	skuteczność	eficient	N;NOM;FEM;SG	ADJ;DEF;FEM;SG
skuteczność	eficienta	skuteczność	eficient	N;NOM;FEM;SG	ADJ;DEF;FEM;SG
tryby	modurile	tryb	mod	N;NOM;MASC;PL	N;DEF;FEM;PL
erich	erich	erich	erich	PROPN;NOM;MASC;SG	PROPN
dama	doamna	dam	doamnă		N;DEF;FEM;SG
dama	doamna	dam	doamnă		N;DEF;FEM;SG
ślad	trace	ślad	trace	N;NOM;MASC;SG	
przyjęte	acceptate	przyjąć	accepta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
przyjęte	acceptata	przyjąć	acceptată	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
przyjęte	acceptata	przyjąć	acceptată	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
przyjęte	adoptata	przyjąć	adopta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
niska	scazuta	niska	scazuta		ADJ;DEF;FEM;SG
niska	scazut	niska	scazut		ADJ;INDF;MASC;SG
twierdzą	revendicare	twierdzić	revendicare	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;SG
twierdzą	revendica	twierdzić	revendica	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
testament	testamentul	testament	testament	N;ACC;MASC;SG	N;DEF;MASC;SG
berg	berg	berg	berg	PROPN;NOM;MASC;SG	PROPN
anhalt	anhalt	anhalt	anhalt	PROPN;NOM;MASC;SG	PROPN
podobieństwo	asemanare	podobieństwo	asemanare	N;NOM;NEUT;SG	N;INDF;FEM;SG
podobieństwo	asemanare	podobieństwo	asemanare	N;NOM;NEUT;SG	N;INDF;FEM;SG
podobieństwo	similitudine	podobieństwo	similitudine	N;NOM;NEUT;SG	N;INDF;FEM;SG
mitsubishi	mitsubishi	mitsubisha	mitsubish		N;INDF;MASC;SG
zatrudnienie	angajare	zatrudnienie	angajare	N;NOM;NEUT;SG	N;INDF;FEM;SG
zatrudnienie	angajare	zatrudnienie	angajare	N;NOM;NEUT;SG	N;INDF;FEM;SG
zatrudnienie	angajarea	zatrudnienie	angajare	N;NOM;NEUT;SG	N;DEF;FEM;SG
zatrudnienie	angajari	zatrudnienie	angajare	N;NOM;NEUT;SG	N;INDF;MASC;PL
horror	groaza	horror	groază	N;NOM;MASC;SG	N;DEF;FEM;SG
horror	groaza	horror	groază	N;NOM;MASC;SG	N;DEF;FEM;SG
horror	oroare	horror	oroare	N;NOM;MASC;SG	N;INDF;FEM;SG
technologia	tehnologie	technologia	tehnologie	N;NOM;FEM;SG	N;INDF;FEM;SG
technologia	tehnologii	technologia	tehnologie	N;NOM;FEM;SG	N;INDF;FEM;PL
technologia	tehnologia	technologia	tehnologie	N;NOM;FEM;SG	N;DEF;FEM;SG
oklahoma	oklahoma	oklahy	oklahoma	N;NOM;NEUT;SG	PROPN
konkretne	specifica	konkretny	specifica	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
konkretne	specifice	konkretny	specific	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
konkretne	beton	konkretny	beton	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
konkretne	concrete	konkretny	concret	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
konflikty	conflictele	konflikt	conflict	N;NOM;MASC;PL	N;DEF;FEM;PL
konflikty	conflictul	konflikt	conflict	N;NOM;MASC;PL	N;DEF;MASC;SG
konflikty	conflict	konflikt	conflict	N;NOM;MASC;PL	N;INDF;MASC;SG
sophie	sophie	soph	sophie	N;NOM;FEM;SG	PROPN
kings	regilor	kings	regilor		N;DEF;MASC;PL
kings	kings	kings	kings		N;INDF;MASC;SG
kings	regii	kings	regie		N;INDF;MASC;PL
kings	regi	kings	rege		N;INDF;MASC;PL
dokładne	precise	dokładny	precis	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
dokładne	precis	dokładny	precis	ADJ;NOM;NEUT;SG	ADV
dokładne	precisa	dokładny	precisa	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
dokładne	precise	dokładny	precis	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
dokładne	precisa	dokładny	precisa	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
dokładne	exacte	dokładny	exact	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
dokładne	exacta	dokładny	exacta	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
dokładne	exact	dokładny	exact	ADJ;NOM;NEUT;SG	ADV
dokładne	exacta	dokładny	exacta	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
podziemia	underground	podziemiać	underground		N;INDF;MASC;SG
podziemia	subteran	podziemiać	subteran		ADJ;INDF;MASC;SG
zapobiec	preveni	zapobiec	preveni	V;PFV;NFIN;ACT	
skrzyżowanie	intersectia	skrzyżowanie	intersectie	N;NOM;NEUT;SG	N;DEF;FEM;SG
skrzyżowanie	intersectie	skrzyżowanie	intersectie	N;NOM;NEUT;SG	N;INDF;FEM;SG
poprawę	imbunatatirea	poprawa	imbunatatire	N;ACC;FEM;SG	N;DEF;FEM;SG
muza	muza	muza	muza		N;DEF;FEM;SG
muza	muza	muza	muza		N;DEF;FEM;SG
czytać	citire	czytać	citire	V;IPFV;NFIN;ACT	N;INDF;FEM;SG
organizatorów	organizatorii	organizator	organizatoriu	N;ACC;MASC;PL	N;DEF;MASC;PL
organizatorów	organizatorii	organizator	organizatoriu	N;ACC;MASC;PL	N;DEF;MASC;PL
dopuszczalna	acceptabile	dopuścizalny	acceptabil	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
dopuszczalna	acceptabila	dopuścizalny	acceptabila	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
dopuszczalna	admisibile	dopuścizalny	admisibil	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
dopuszczalna	admisibil	dopuścizalny	admisibil	ADJ;NOM;FEM;SG	ADV
dopuszczalna	admisibila	dopuścizalny	admisibil	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
spada	falls	spadać	fall	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
dramatyczny	dramatice	dramatyczny	dramatic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
dramatyczny	dramatica	dramatyczny	dramatică	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
zapasy	proviziile	zapas	provizie	N;NOM;MASC;PL	N;DEF;FEM;PL
zapasy	stocurile	zapas	stoc	N;NOM;MASC;PL	N;DEF;FEM;PL
zapasy	wrestling	zapas	wrestling	N;NOM;MASC;PL	PROPN
zapasy	lupte	zapas	lupta	N;NOM;MASC;PL	
zapasy	stocul	zapas	stoc	N;NOM;MASC;PL	N;DEF;MASC;SG
zapasy	stoc	zapas	stoc	N;NOM;MASC;PL	N;INDF;MASC;SG
żyły	vene	żyły	veni	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;INDF;FEM;PL
żyły	venele	żyły	venă	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;DEF;FEM;PL
żyły	vena	żyły	vena	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;DEF;FEM;SG
żyły	vena	żyły	vena	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;DEF;FEM;SG
donieck	donetk	donieck	donetk	PROPN;NOM;MASC;SG	PROPN
cesarzem	imparatul	cesarz	imparat	N;INS;MASC;SG	N;DEF;MASC;SG
organiczny	organici	organiczny	organic	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
organiczny	organice	organiczny	organic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
organiczny	organica	organiczny	organică	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
make	face	maka	face		V;IND;SG;3;PRS;FIN
instrukcji	instructiunile	instrukcja	instructiune	N;GEN;FEM;SG	N;DEF;FEM;PL
instrukcji	instructiuni	instrukcja	instructiune	N;GEN;FEM;SG	N;INDF;FEM;PL
instrukcji	instructiuni	instrukcja	instructiune	N;GEN;FEM;SG	N;INDF;FEM;PL
hope	speranta	hopy	sperant		N;DEF;FEM;SG
hope	sper	hopy	spera		V;IND;SG;1;PRS;FIN
hope	speranta	hopy	sperant		N;DEF;FEM;SG
hope	speranta	hopy	sperant		N;DEF;FEM;SG
zgoda	consimtamantul	zgoda	consimtamant	N;NOM;FEM;SG	N;DEF;MASC;SG
zgoda	convenit	zgoda	convenit	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
zgoda	convenite	zgoda	conveni	N;NOM;FEM;SG	ADJ;INDF;FEM;PL
face	fata	faka	fată		N;DEF;FEM;SG
face	fata	faka	fată		N;DEF;FEM;SG
face	fata	faka	fată		N;DEF;FEM;SG
face	fata	faka	fată		N;DEF;FEM;SG
face	fata	faka	fată		N;DEF;FEM;SG
opada	falls	opadać	fall	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
genewie	geneva	genew	genevă	N;NOM;MASC;SG	PROPN
barwa	culoare	barwa	culoare	N;NOM;FEM;SG	N;INDF;FEM;SG
barwa	color	barwa	color	N;NOM;FEM;SG	ADJ
barwa	culoarea	barwa	culoare	N;NOM;FEM;SG	N;DEF;FEM;SG
barwa	culoare	barwa	culoare	N;NOM;FEM;SG	N;INDF;FEM;SG
barwa	color	barwa	color	N;NOM;FEM;SG	ADJ
barwa	culoarea	barwa	culoare	N;NOM;FEM;SG	N;DEF;FEM;SG
wspomnień	amintirile	wspomnienie	amintire	N;GEN;NEUT;PL	N;DEF;FEM;PL
inżynieria	inginerie	inżynierie	inginerie	N;NOM;FEM;SG	N;INDF;FEM;SG
inżynieria	ingineria	inżynierie	inginerie	N;NOM;FEM;SG	N;DEF;FEM;SG
inżynieria	ingineri	inżynierie	inginer	N;NOM;FEM;SG	N;INDF;MASC;PL
inżynieria	inginerii	inżynierie	inginer	N;NOM;FEM;SG	N;DEF;MASC;PL
turbo	turbo	turbo	turbo		N;INDF;MASC;SG
sale	vanzare	sala	vanzare	N;NOM;FEM;PL	N;INDF;FEM;SG
sale	vanzare	sala	vanzare	N;NOM;FEM;PL	N;INDF;FEM;SG
sale	vanzarea	sala	vanzare	N;NOM;FEM;PL	N;DEF;FEM;SG
literaturę	literatura	literatura	literatură	N;ACC;FEM;SG	N;DEF;FEM;SG
literaturę	literatura	literatura	literatură	N;ACC;FEM;SG	N;DEF;FEM;SG
artyleria	artileria	artylerium	artilerie	N;NOM;FEM;SG	N;DEF;FEM;SG
artyleria	artilerie	artylerium	artilerie	N;NOM;FEM;SG	N;INDF;FEM;SG
siatkówki	retina	siatkówka	retina	N;NOM;FEM;SG	N;DEF;FEM;SG
siatkówki	retina	siatkówka	retina	N;NOM;FEM;SG	N;DEF;FEM;SG
siatkówki	retina	siatkówka	retina	N;NOM;FEM;SG	N;DEF;FEM;SG
siatkówki	volei	siatkówka	volei	N;NOM;FEM;SG	N;DEF;FEM;PL
design	proiectare	design	proiectare		N;INDF;FEM;SG
design	design	design	design		N;INDF;MASC;SG
design	proiectarea	design	proiectare		N;DEF;FEM;SG
sklepy	magazinele	sklep	magazin	N;NOM;MASC;PL	N;DEF;FEM;PL
seweryn	seweryn	seweryn	seweryn	N;NOM;MASC;SG	
concacaf	concacaf	concacaf	concacaf	N;GEN;MASC;SG	PROPN
maks	max	maks	max		N;INDF;MASC;SG
maks	maxim	maks	maxim		ADJ;INDF;MASC;SG
majewski	majewski	majewski	majewski	ADJ;NOM;MASC;SG	
buffalo	bivoli	buffalo	bivol	N;NOM;MASC;SG	N;INDF;MASC;PL
buffalo	bizoni	buffalo	bizon	N;NOM;MASC;SG	N;INDF;MASC;PL
prawdopodobieństwo	probabilitate	prawdopodobieństwo	probabilitate	N;NOM;NEUT;SG	N;INDF;FEM;SG
prawdopodobieństwo	probabilitate	prawdopodobieństwo	probabilitate	N;NOM;NEUT;SG	N;INDF;FEM;SG
prawdopodobieństwo	probabilitatea	prawdopodobieństwo	probabilitate	N;NOM;NEUT;SG	N;DEF;FEM;SG
hetman	hatman	hetman	hatman		N;INDF;MASC;SG
zwłoki	cadavru	zwłoki	cadavru	N;ACC;NEUT;PL	N;INDF;MASC;SG
pokoleń	generatii	pokolenie	generat		N;DEF;MASC;PL
pokoleń	generatii	pokolenie	generat		N;DEF;MASC;PL
wieczny	eterna	wieczny	eterna	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
wieczny	eterna	wieczny	eterna	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
wieczny	eterne	wieczny	etern	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
odkryć	descoperirile	odkryć	descoperire	V;PFV;NFIN;ACT	N;DEF;FEM;PL
odkryć	descoperiri	odkryć	descoperire	V;PFV;NFIN;ACT	N;INDF;FEM;PL
stężenie	concentratiile	stężyć	concentratie	N;NOM;NEUT;SG	N;DEF;FEM;PL
stężenie	concentratii	stężyć	concentratie	N;NOM;NEUT;SG	N;INDF;FEM;PL
stężenie	concentratie	stężyć	concentratie	N;NOM;NEUT;SG	N;INDF;FEM;SG
stężenie	concentrare	stężyć	concentrare	N;NOM;NEUT;SG	N;INDF;FEM;SG
stężenie	concentratia	stężyć	concentratie	N;NOM;NEUT;SG	N;DEF;FEM;SG
zrobione	luata	zrobić	lua	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
zrobione	luate	zrobić	luat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zrobione	facute	zrobić	face	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zrobione	made	zrobić	made	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zrobione	facuta	zrobić	facuta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
przyjmując	presupunand	przyjmować	presupune	V;IPFV;PRS;V.CVB;ACT	N;INDF;MASC;SG
rozbił	zdrobit	rozbić	zdrobit	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
rozbił	prabusit	rozbić	prabusi	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
inżynierów	inginerii	inżynier	inginer	N;ACC;MASC;PL	N;DEF;MASC;PL
bonaparte	bonaparte	bonaparty	bonaparte		N;INDF;FEM;PL
odwołany	anulate	odwołać	anula	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
odwołany	anulata	odwołać	anulat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
odwołany	anulate	odwołać	anula	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
odwołany	anulata	odwołać	anulat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
żyła	traia	żyć	trai	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
żyła	traita	żyć	traita	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;DEF;FEM;SG
żyła	vena	żyć	vena	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;FEM;SG
żyła	vena	żyć	vena	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;FEM;SG
uczestniczy	participa	uczestniczyć	participa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
zjednoczenie	unitate	zjednoczenie	unitate	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
zjednoczenie	unitatea	zjednoczenie	unitate	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
zjednoczenie	unificarea	zjednoczenie	unificare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
zjednoczenie	unificare	zjednoczenie	unificare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
zjednoczenie	reuniunea	zjednoczenie	reuniune	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
zjednoczenie	reuniune	zjednoczenie	reuniune	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
wnioski	cererile	wniosek	cerere	N;NOM;MASC;PL	N;DEF;FEM;PL
wnioski	concluzia	wniosek	concluzie	N;NOM;MASC;PL	N;DEF;FEM;SG
wnioski	concluzie	wniosek	concluzie	N;NOM;MASC;PL	N;INDF;FEM;SG
wnioski	concluziile	wniosek	concluzie	N;NOM;MASC;PL	N;DEF;FEM;PL
podłoża	substraturi	podłoże	substratură		N;INDF;FEM;PL
rak	cancerul	rak	cancer	N;NOM;MASC;SG	N;DEF;MASC;SG
radiowy	radio	radiowy	radio	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
emi	emi	em	eu		N;INDF;MASC
somerset	somerset	somerset	somerset	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
atlantyku	atlantic	atlantyk	atlantic	N;GEN;MASC;SG	ADV
atlantyku	atlanticul	atlantyk	atlantic	N;GEN;MASC;SG	N;DEF;MASC;SG
atlantyku	atlanticului	atlantyk	atlantic	N;GEN;MASC;SG	N;DEF;MASC;SG
pytaj	cere	pytać	cere	V;IPFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
pytaj	intreaba	pytać	intreba	V;IPFV;IMP;SG;2;FIN;ACT	N;DEF;FEM;SG
pytaj	intreaba	pytać	intreba	V;IPFV;IMP;SG;2;FIN;ACT	N;DEF;FEM;SG
pytaj	ask	pytać	ask	V;IPFV;IMP;SG;2;FIN;ACT	N;INDF;MASC;SG
ronald	ronald	ronald	ronald	N;NOM;MASC;SG	PROPN
parki	park	park	park	N;NOM;MASC;PL	N;INDF;MASC;SG
parki	parc	park	parc	N;NOM;MASC;PL	N;INDF;MASC;SG
parki	parcul	park	parc	N;NOM;MASC;PL	N;DEF;MASC;SG
parki	parks	park	parks	N;NOM;MASC;PL	PROPN
parki	parcurile	park	parc	N;NOM;MASC;PL	N;DEF;FEM;PL
konstrukcje	structurile	konstrukcja	structură	N;NOM;FEM;PL	N;DEF;FEM;PL
konstrukcje	structurilor	konstrukcja	structură	N;NOM;FEM;PL	N;DEF;FEM;PL
hong	hong	hong	hong	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
rain	ploaie	raina	ploaie		N;INDF;FEM;SG
rain	ploi	raina	ploaie		N;INDF;FEM;PL
jam	yam	ja	yam		PROPN
jam	gem	ja	gem		N;INDF;MASC;SG
połączyć	imbinare	połączyć	imbinare	V;PFV;NFIN;ACT	N;INDF;FEM;SG
połączyć	unire	połączyć	unire	V;PFV;NFIN;ACT	N;INDF;FEM;SG
połączyć	unificare	połączyć	unificare	V;PFV;NFIN;ACT	N;INDF;FEM;SG
połączyć	combine	połączyć	combine	V;PFV;NFIN;ACT	N;INDF;FEM;PL
pozytywne	pozitiva	pozytywny	pozitivă	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
pozytywne	pozitive	pozytywny	pozitiv	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
pętli	buclele	pętla	buclă		N;DEF;FEM;PL
pętli	bucle	pętla	buclă		N;INDF;FEM;PL
pętli	bucla	pętla	buclă		N;DEF;FEM;SG
pętli	bucla	pętla	buclă		N;DEF;FEM;SG
historie	povestiri	histora	povestire	N;NOM;FEM;SG	N;INDF;FEM;PL
historie	povesti	histora	povesti	N;NOM;FEM;SG	N;INDF;FEM;PL
historie	povesti	histora	povesti	N;NOM;FEM;SG	N;INDF;FEM;PL
sheffield	sheffield	sheffield	sheffield	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
intensywnie	intensa	intensywnie	intensa	ADV	ADJ;DEF;FEM;SG
intensywnie	intense	intensywnie	intens	ADV	ADJ;INDF;FEM;PL
intensywnie	intensa	intensywnie	intensa	ADV	ADJ;DEF;FEM;SG
niepełnosprawnych	dezactivata	niepełnosprawny	dezactivat	ADJ;GEN;MASC;PL	N;DEF;FEM;SG
niepełnosprawnych	dezactivat	niepełnosprawny	dezactiva	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
niepełnosprawnych	handicapat	niepełnosprawny	handicapat	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
magnus	magnus	magnus	magnus	N;NOM;MASC;SG	PROPN
przejęcia	achizitiile	przejąć	achizitie	N;NOM;NEUT;SG	N;DEF;FEM;PL
przejęcia	achizitii	przejąć	achizit	N;NOM;NEUT;SG	N;INDF;FEM;PL
przejęcia	preluare	przejąć	preluare	N;NOM;NEUT;SG	N;INDF;FEM;SG
przejęcia	preluarea	przejąć	preluare	N;NOM;NEUT;SG	N;DEF;FEM;SG
libii	libiei	libić	libie	PROPN;GEN;FEM;SG	PROPN;DEF;FEM;SG
libii	libia	libić	libie	PROPN;GEN;FEM;SG	PROPN
fizyka	fizica	fizyk	fizică		N;DEF;FEM;SG
fizyka	fizica	fizyk	fizică		N;DEF;FEM;SG
islamu	islamul	islam	islam		N;DEF;MASC;SG
islamu	islamului	islam	islam		N;DEF;MASC;SG
islamu	islam	islam	islam		N;INDF;MASC;SG
sporów	disputele	spór	dispută		N;DEF;FEM;PL
sporów	litigii	spór	litigiu		N;INDF;FEM;PL
sporów	litigiile	spór	litigiu		N;DEF;FEM;PL
sporów	dispute	spór	dispută		N;INDF;FEM;PL
jeremy	jeremy	jeremć	jeremy	PROPN;NOM;MASC;SG	PROPN
nagrobek	mormantul	nagrobek	mormant	N;ACC;MASC;SG	N;DEF;MASC;SG
haiti	haiti	haiti	haiti		PROPN
haiti	haitian	haiti	haitian		N;INDF;MASC;SG
rozmieszczenie	desfasurare	rozmieszczenie	desfasurare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
rozmieszczenie	desfasurarea	rozmieszczenie	desfasurare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
calcio	calcio	calcio	calcio	INTJ	N;INDF;MASC;SG
przekształcenia	transformari	przekształcenie	transformare	N;NOM;NEUT;SG	N;INDF;FEM;PL
dłoni	palma	dłoń	palmă	N;GEN;FEM;SG	N;DEF;FEM;SG
wiara	credinta	wiara	credintă	N;NOM;FEM;SG	N;DEF;FEM;SG
wiara	credinta	wiara	credintă	N;NOM;FEM;SG	N;DEF;FEM;SG
wiara	credinta	wiara	credintă	N;NOM;FEM;SG	N;DEF;FEM;SG
wiara	credinta	wiara	credintă	N;NOM;FEM;SG	N;DEF;FEM;SG
jesień	toamna	jesień	toamnă		N;DEF;FEM;SG
jesień	toamna	jesień	toamnă		N;DEF;FEM;SG
jesień	cazi	jesień	cădea		V;IND;SG;2;PRS;FIN
jesień	toamna	jesień	toamnă		N;DEF;FEM;SG
jesień	cadea	jesień	cadea		V;IND;SG;3;IPFV;FIN
rejestracji	inregistrari	rejestracja	inregistrare	N;GEN;FEM;SG	N;INDF;FEM;PL
rejestracji	inregistrare	rejestracja	inregistrare	N;GEN;FEM;SG	N;INDF;FEM;SG
rejestracji	inregistrare	rejestracja	inregistrare	N;GEN;FEM;SG	N;INDF;FEM;SG
myślenia	gandire	myślenie	gandire	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
myślenia	gandirea	myślenie	gandire	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
myślenia	gandind	myślenie	gandi	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
krakowska	krakowska	krakowski	krakowska	ADJ;NOM;FEM;SG	PROPN
zmiennych	variabilele	zmienny	variabilă	ADJ;GEN;MASC;PL	N;DEF;FEM;PL
zmiennych	variabile	zmienny	variabilă	ADJ;GEN;MASC;PL	N;INDF;FEM;PL
zmiennych	variabilelor	zmienny	variabilă	ADJ;GEN;MASC;PL	N;DEF;FEM;PL
kolorado	colorado	kolorado	colorado		N;INDF;MASC;SG
bezpośredni	directa	bezpośredni	directa		ADJ;DEF;FEM;SG
bezpośredni	directe	bezpośredni	direct		ADJ;INDF;FEM;PL
bezpośredni	directa	bezpośredni	directa		ADJ;DEF;FEM;SG
bezpośredni	direct	bezpośredni	direct		ADV
błony	membranele	błon	membrană		N;DEF;FEM;PL
derby	derby	derba	derby		N;INDF;MASC;SG
głębokie	adanc	głęboki	adanc	ADJ;NOM;NEUT;SG	
głębokie	profund	głęboki	profund	ADJ;NOM;NEUT;SG	ADV
głębokie	adanca	głęboki	adanca	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
głębokie	adanc	głęboki	adanc	ADJ;NOM;NEUT;SG	
głębokie	profund	głęboki	profund	ADJ;NOM;NEUT;SG	ADV
głębokie	profunda	głęboki	profunda	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
przejęcie	preluare	przejąć	preluare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
przejęcie	preluarea	przejąć	preluare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
