černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
marcela	marcel	marcieť	marcel	N;ANIM;NOM;MASC;SG	
marcela	μαρσέλ	marcieť	μαρσέλ	N;ANIM;NOM;MASC;SG	
jakob	jakob	jakob	jakob	PROPN;ANIM;NOM;MASC;SG	
dostupná	διαθέσιμα	dostupný	διαθέσιμος	ADJ;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
dostupná	διατίθεται	dostupný	διαθέτω	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
dostupná	διαθέσιμο	dostupný	διαθέσιμο	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
obmedzenie	περιορισμό	obmedzenie	περιορισμός	N;NOM;NEUT;SG	N;ACC;MASC;SG
obmedzenie	όρια	obmedzenie	όριο	N;NOM;NEUT;SG	N;NOM;NEUT;PL
kameraman	κάμεραμαν	kameraman	κάμερα	N;ANIM;NOM;MASC;SG	
true	αληθές	true	αληθή		N;NOM;NEUT;SG
true	αληθεια	true	αληθεια		N;NOM;FEM;SG
true	αληθινή	true	αληθινός		ADJ;NOM;FEM;SG
true	αλήθεια	true	αλήθεια		N;NOM;FEM;SG
topenia	τήξης	topenie	τήξη	N;NOM;NEUT;PL	N;GEN;FEM;SG
topenia	τήξη	topenie	τήξη	N;NOM;NEUT;PL	N;NOM;FEM;SG
topenia	λιώσιμο	topenie	λιώσιμος	N;NOM;NEUT;PL	N;NOM;NEUT;SG
nariadenia	κανονισμούς	nariadenie	κανονισμός	N;NOM;NEUT;PL	N;ACC;MASC;PL
nariadenia	κανονισμός	nariadenie	κανονισμός	N;NOM;NEUT;PL	N;NOM;MASC;SG
nariadenia	κανονισμού	nariadenie	κανονισμός	N;NOM;NEUT;PL	N;GEN;MASC;SG
interakcie	αλληλεπίδραση	interakcia	αλληλεπίδραση	N;NOM;FEM;PL	N;ACC;FEM;SG
sedan	σεντάν	sedan	σεντάν	N;INAN;NOM;MASC;SG	
sedan	σαλούν	sedan	σαλώ	N;INAN;NOM;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
als	als	als	als	PROPN;ANIM;NOM;MASC;SG	
als	al	als	al	PROPN;ANIM;NOM;MASC;SG	
kritiku	επικρίσεις	kritika	επίκριση	N;ACC;FEM;SG	N;NOM;FEM;PL
kritiku	επικρίσεις	kritika	επίκριση	N;ACC;FEM;SG	N;NOM;FEM;PL
téme	θεμα	téma	θεμα	N;DAT;FEM;SG	N;NOM;NEUT;SG
chad	τσαντ	chad	τσαντ	PROPN;ANIM;NOM;MASC;SG	
zistí	ανιχνεύει	zistiť	ανιχνέω	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
externý	εξωτερικά	externý	εξωτερικά	ADJ;ANIM;NOM;MASC;SG	ADV
externý	εξωτερικό	externý	εξωτερικό	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
voyager	βόγιατζερ	voyager	βόγιατζερ	N;INAN;NOM;MASC;SG	
zeus	δία	zeus	δία	PROPN;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
zeus	δίας	zeus	δία	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
experimentálne	πειραματικό	experimentálne	πειραματικός	ADV	ADJ;NOM;NEUT;SG
experimentálne	πειραματική	experimentálne	πειραματικός	ADV	ADJ;NOM;FEM;SG
experimentálne	πειραματικές	experimentálne	πειραματικός	ADV	ADJ;NOM;FEM;PL
ostro	κοφτερό	ostro	κοφτερός	ADV	N;NOM;NEUT;SG
ostro	αιχμηρό	ostro	αιχμηρός	ADV	ADJ;NOM;NEUT;SG
ostro	σαρπ	ostro	σαρπ	ADV	N
gott	gott	gott	gott	PROPN;ANIM;NOM;MASC;SG	
mních	μονκ	mní	μονκ	N;ANIM;NOM;MASC;SG	
roh	γωνιακό	roh	γωνιακός	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
roh	χορν	roh	χορν	N;INAN;NOM;MASC;SG	
roh	κέρας	roh	κέρας	N;INAN;NOM;MASC;SG	N;ACC;NEUT;SG
vlastníkom	ιδιοκτήτη	vlastník	ιδιοκτήτης	N;ANIM;INS;MASC;SG	N;ACC;MASC;SG
vlastníkom	κάτοχος	vlastník	κάτοχος	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
vlastníkom	ιδιοκτήτρια	vlastník	ιδιοκτήτρια	N;ANIM;INS;MASC;SG	N;NOM;FEM;SG
vlastníkom	ιδιοκτήτης	vlastník	ιδιοκτήτης	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
povolené	επιτρεπόμενη	povolený	επιτρεπόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
povolené	ενεργοποιημένη	povolený	ενεργοποιώ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
povolené	ενεργοποιημένο	povolený	ενεργοποιώ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
povolené	εξουσιοδοτημένος	povolený	εξουσιοδοτημένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
povolené	επιτρεπόμενες	povolený	επιτρεπόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
povolené	επιτρέπεται	povolený	επιτρέπω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
povolené	επιτρέπονται	povolený	επιτρέπω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
povolené	επιτρεπόμενες	povolený	επιτρεπόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
povolené	επιτρεπόμενη	povolený	επιτρεπόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
povolené	επιτρέπεται	povolený	επιτρέπω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
povolené	επιτρέπονται	povolený	επιτρέπω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
povolené	επιτρεπόμενο	povolený	επιτρεπόμενο	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
povolené	επιτρεπόμενες	povolený	επιτρεπόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
povolené	επιτρεπόμενη	povolený	επιτρεπόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
jedenásť	eleven	jedenásť	eleven	NUM;NOM;NEUT;SG	
jedenásť	ένδεκα	jedenásť	ένδεκα	NUM;NOM;NEUT;SG	ADV
jedenásť	έντεκα	jedenásť	έντεκα	NUM;NOM;NEUT;SG	NUM;NOM;NEUT;PL
dočasné	προσωρινά	dočasný	προσωρινά	ADJ;NOM;NEUT;SG	ADV
dočasné	προσωρινές	dočasný	προσωρινός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
dočasné	προσωρινά	dočasný	προσωρινά	ADJ;NOM;NEUT;SG	ADV
dočasné	προσωρινού	dočasný	προσωρινός	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;SG
objavovať	εξερεύνηση	objavovať	εξερεύνηση	V;IPFV;POS;NFIN	N;ACC;FEM;SG
objavovať	ανακάλυψη	objavovať	ανακάλυψη	V;IPFV;POS;NFIN	N;ACC;FEM;SG
objavovať	ανακαλύψτε	objavovať	ανακαλύπτω	V;IPFV;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
výstupov	εκροές	výstup	εκρός	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
potraviny	τροφή	potravina	τροφή	N;NOM;FEM;PL	N;NOM;FEM;SG
potraviny	φαγητό	potravina	φαγητό	N;NOM;FEM;PL	N;NOM;NEUT;SG
očami	μάτια	oko	μάτι	N;INS;NEUT;PL	N;NOM;NEUT;PL
očami	ματια	oko	ματι	N;INS;NEUT;PL	N;NOM;NEUT;PL
reinmuth	ράινμουτ	reinmuth	ράινμουτ	N;NOM;FEM;SG	PROPN;ACC;MASC;SG
kategóriu	κατηγορια	kategória	κατηγορία	N;ACC;FEM;SG	N;NOM;FEM;SG
kategóriu	κατηγορία	kategória	κατηγορία	N;ACC;FEM;SG	N;NOM;FEM;SG
ťažkosti	δυσχέρεια	ťažkosť	δυσχέρεια	N;NOM;FEM;PL	N;NOM;FEM;SG
ťažkosti	δυσκολία	ťažkosť	δυσκολία	N;NOM;FEM;PL	N;ACC;FEM;SG
ťažkosti	δυσκολίας	ťažkosť	δυσκολία	N;NOM;FEM;PL	N;GEN;FEM;SG
edmund	έντμουντ	edmunda	έντμουντ	PROPN;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
edmund	έντμοντ	edmunda	έντμοντ	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
protest	διαδήλωση	protest	διαδήλωση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
graham	γκράχαμ	graham	γκράχαμ	N;ANIM;NOM;MASC;SG	
graham	graham	graham	graham	N;ANIM;NOM;MASC;SG	
riadené	κατάφερε	riadený	καταφέρνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
riadené	ελεγχόμενη	riadený	ελεγχόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
riadené	ελέγχεται	riadený	ελέγχω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
riadené	ελεγχόμενο	riadený	ελεγχόμενο	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
riadené	ελεγχόμενες	riadený	ελεγχόμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
poškodený	βλάβη	poškodený	βλάβη	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;ACC;FEM;SG
poškodený	κατεστραμμένο	poškodený	κατεστρέφω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
poškodený	κατεστραμμένος	poškodený	κατεστραμμένος	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
poškodený	ζημιά	poškodený	ζημιά	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;ACC;FEM;SG
poškodený	κατεστραμμένη	poškodený	καταστρέφω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
poškodený	διεφθαρμένη	poškodený	διεφθαρμένος	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
poškodený	κατεστραμμένο	poškodený	κατεστρέφω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
poškodený	κατεστραμμένα	poškodený	κατεστρέφω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
zadný	οπίσθια	zadný	οπίσθια	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;PL
isto	σίγουρα	isto	σίγουρα	PART	ADV
existujúcich	υπάρχουσες	existujúci	υπάρχων	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL
existujúcich	υπάρχουσα	existujúci	υπάρχων	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;FEM;SG
existujúcich	υφιστάμενη	existujúci	υφιστάμενος	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;FEM;SG
existujúcich	υπάρχον	existujúci	υπάρχων	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
existujúcich	υφιστάμενες	existujúci	υφιστάμενος	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL
chrániť	προστατέψω	chrániť	προστατέψω	V;IPFV;POS;NFIN	V;PFV;IND;SG;1;FIN;ACT
chrániť	προστάτεψε	chrániť	προστατεύω	V;IPFV;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
radosť	απόλαυση	radosť	απόλαυση	N;NOM;FEM;SG	N;ACC;FEM;SG
radosť	απόλαυση	radosť	απόλαυση	N;NOM;FEM;SG	N;ACC;FEM;SG
radosť	ευχαρίστηση	radosť	ευχαρίστηση	N;NOM;FEM;SG	N;ACC;FEM;SG
prepojené	συνδεδεμένη	prepojený	συνδέδω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
prepojené	συνδεδεμένα	prepojený	συνδεδεμένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV
hus	χήνας	hus	χήνας	N;NOM;FEM;SG	N;GEN;FEM;SG
hus	hus	hus	hus	N;NOM;FEM;SG	
facebook	facebook	facebook	facebook	N;INAN;NOM;MASC;SG	
štandardná	προκαθορισμένα	štandardný	προκαθορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
štandardná	αθέτηση	štandardný	αθέτηση	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
štandardná	προκαθορισμένη	štandardný	προκαθορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
štandardná	προκαθορισμένο	štandardný	προκαθορίζω	ADJ;NOM;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
štandardná	προεπιλογή	štandardný	προεπιλογή	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
skladateľov	συνθέτες	skladateľ	συνθέτης	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
prístupná	προσβάσιμο	prístupný	προσβάσιμο	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
správna	σωστά	správny	σωστά	ADJ;NOM;FEM;SG	ADV
sála	hall	sála	hall	N;NOM;FEM;SG	
sála	χολ	sála	χολ	N;NOM;FEM;SG	
odkazuje	αναφερόμενο	odkazovať	αναφερόμενος	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG
auta	αυτοκίνητο	auto	αυτοκίνητο	N;NOM;NEUT;PL	N;NOM;NEUT;SG
auta	αμάξι	auto	αμάξι	N;NOM;NEUT;PL	N;NOM;NEUT;SG
auta	car	auto	car	N;NOM;NEUT;PL	
magyar	magyar	magyar	magyar	N;INAN;NOM;MASC;SG	
nadácia	θεμέλια	nadácia	θεμέλιο	N;NOM;FEM;SG	N;NOM;NEUT;PL
colin	κόλιν	colin	κόλιν	PROPN;ANIM;NOM;MASC;SG	
colin	colin	colin	colin	PROPN;ANIM;NOM;MASC;SG	
werner	βέρνερ	werner	βέρνερ	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ľahký	φως	ľahký	φως	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
ľahký	light	ľahký	light	ADJ;INAN;NOM;MASC;SG	
ľahký	ελαφρύ	ľahký	ελαφρύ	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
ľahký	φώς	ľahký	φώς	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
salzburg	σάλτσμπουργκ	salzburg	σάλτσμπουργκ	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG
africké	αφρικής	africký	αφρικός	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
dcér	κόρες	dcér	κόρα	N;GEN;FEM;PL	N;NOM;FEM;PL
zložité	σύνθετη	zložitý	σύνθετος	ADJ;NOM;NEUT;SG	ADV
zložité	συγκρότημα	zložitý	συγκρότημα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zložité	σύνθετα	zložitý	σύνθετος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
zložité	μπερδεμένο	zložitý	μπερδεμένο	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
zložité	δύσκολα	zložitý	δύσκολα	ADJ;NOM;NEUT;SG	ADV
advokát	δικηγόρο	advokát	δικηγόρος	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
existujúce	υπάρχουσες	existujúci	υπάρχων	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL
existujúce	υφιστάμενων	existujúci	υφιστάμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;GEN;MASC;PL
existujúce	υφιστάμενες	existujúci	υφιστάμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADJ;NOM;FEM;PL
ťažšie	βαρύτερο	ťažký	βαράς	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
zaujímavý	ενδιαφέρον	zaujímavý	ενδιαφέρον	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
zaujímavý	ενδιαφέρων	zaujímavý	ενδιαφέρος	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
zaujímavý	ενδιαφέροντα	zaujímavý	ενδιαφέρω	ADJ;ANIM;NOM;MASC;SG	ADV
odborníci	ειδικοί	odborník	ειδικός	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
dokopy	μαζι	dokopy	μαζι	ADV	N
skúmanie	εξερεύνηση	skúmanie	εξερεύνηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
skúmanie	διερεύνηση	skúmanie	διερεύνηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
skúmanie	εξέταση	skúmanie	εξέταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
roberto	ρομπέρτο	roberto	ρομπέρτο	PROPN;ANIM;NOM;MASC;SG	
brusel	βρυξέλλες	brusel	βρυξέλλες	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;PL
brusel	βρυξελλών	brusel	βρύξελλος	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
predsedníctva	προεδρία	predsedníctvo	προεδρία	N;NOM;NEUT;PL	N;NOM;FEM;SG
čiernych	μαύροι	čierny	μαύρος	ADJ;GEN;MASC;PL	N;NOM;MASC;PL
čiernych	μαύρους	čierny	μαύρος	ADJ;GEN;MASC;PL	N;ACC;MASC;PL
významnosť	σημαντικότητας	významnosť	σημαντικότητα	N;NOM;FEM;SG	N;GEN;FEM;SG
významnosť	συνάφεια	významnosť	συνάφεια	N;NOM;FEM;SG	N;ACC;FEM;SG
reťazec	αλυσίδες	reťazec	αλυσίδα	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
zomreli	πέθανε	zomrieť	πεθαίνω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
zomreli	πεθανε	zomrieť	πεθαίνω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
pripraviť	προετοιμασία	pripraviť	προετοιμασία	V;PFV;POS;NFIN	N;ACC;FEM;SG
sľub	υπόσχομαι	sľub	υπόσχομαι	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;PASS
sľub	υπόσχεση	sľub	υπόσχεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
vhodná	ενδεδειγμένη	vhodný	ενδείκνυμαι	ADJ;NOM;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vhodná	κατάλληλα	vhodný	κατάλληλα	ADJ;NOM;FEM;SG	ADV
vhodná	κατάλληλα	vhodný	κατάλληλα	ADJ;NOM;FEM;SG	ADV
vhodná	κατάλληλοι	vhodný	κατάλληλος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
barrett	μπάρετ	barrett	μπάρετ	N;NOM;FEM;SG	
ghz	ghz	ghz	ghz		N
metallica	metallica	metallica	metallica	N;NOM;FEM;SG	
apr	απρ	apr	απρ	INTJ	
teatro	teatro	teatro	teatro	N;INAN;NOM;MASC;SG	
isaac	άιζακ	isaac	άιζακ	N;ANIM;NOM;MASC;SG	
pozostávala	συνίστατο	pozostávať	συνίστατα	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pozostávala	αποτελούνταν	pozostávať	αποτελώ	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;IND;PL;3;PST;FIN;PASS
výrobcov	παραγωγοί	výrobec	παραγωγός	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
výrobcov	κατασκευαστές	výrobec	κατασκευαστής	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
nahrávania	ανεβάζει	nahrávanie	ανεβάζω	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
kompletný	ολοκλήρωση	kompletný	ολοκλήρωση	ADJ;INAN;NOM;MASC;SG	N;ACC;FEM;SG
kompletný	πλήρες	kompletný	πλήρης	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
kompletný	ολοκληρώθηκε	kompletný	ολοκληρώνω	ADJ;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
životnosť	αντοχή	životnosť	αντοχή	N;NOM;FEM;SG	N;ACC;FEM;SG
životnosť	ανθεκτικότητα	životnosť	ανθεκτικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
jun	τζουν	jun	τζω		
jun	γιουν	jun	γίομαι		
elektronický	ηλεκτρονικά	elektronický	ηλεκτρονικά	ADJ;INAN;NOM;MASC;SG	ADV
vodič	οδηγό	vodič	οδηγός	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
newton	νιούτον	newton	νιούτος	PROPN;ANIM;NOM;MASC;SG	
newton	newton	newton	newton	PROPN;ANIM;NOM;MASC;SG	
desaťročí	δεκαετιών	desaťročie	δεκαετία	N;NOM;NEUT;SG	N;GEN;FEM;PL
desaťročí	δεκαετίες	desaťročie	δεκαετία	N;NOM;NEUT;SG	N;NOM;FEM;PL
desaťročí	δεκαετία	desaťročie	δεκαετία	N;NOM;NEUT;SG	N;ACC;FEM;SG
desaťročí	decade	desaťročie	decade	N;NOM;NEUT;SG	
galileo	galileo	galileo	galileo	PROPN;ANIM;NOM;MASC;SG	
soundtrack	soundtrack	soundtrack	soundtrack	N;INAN;NOM;MASC;SG	
obmedzený	περιορισμένη	obmedzený	περιορίζω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obmedzený	περιορισμένος	obmedzený	περιορισμένος	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obmedzený	περιορισμένο	obmedzený	περιορίζω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
obmedzený	limited	obmedzený	limited	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	
obmedzený	περιορισμένη	obmedzený	περιορίζω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obmedzený	περιορισμένα	obmedzený	περιορίζω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADV
obmedzený	περιορισμένο	obmedzený	περιορίζω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
obmedzený	περιορισμένος	obmedzený	περιορισμένος	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
zvláštny	παράξενος	zvláštny	παράξενος	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zvláštny	παράξενο	zvláštny	παράξενος	ADJ;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
zvláštny	παράξενο	zvláštny	παράξενος	ADJ;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
dôsledok	συνέπεια	dôsledok	συνέπεια	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
palace	ανάκτορα	palac	ανάκτορα	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
palace	palace	palac	palace	N;INAN;NOM;MASC;SG	
rytmus	νικήσει	rytmus	νικώ	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
rytmus	ρυθμό	rytmus	ρυθμός	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
príležitostne	περιστασιακή	príležitostne	περιστασιακός	ADV	ADJ;NOM;FEM;SG
príležitostne	περιστασιακές	príležitostne	περιστασιακός	ADV	ADJ;NOM;FEM;PL
duo	ντουέτο	duo	ντούω	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
duo	δίδυμο	duo	δίδυμο	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kresťanský	κριστιάν	kresťanský	κριστιάν	ADJ;ANIM;NOM;MASC;SG	
kresťanský	christian	kresťanský	christian	ADJ;ANIM;NOM;MASC;SG	
kresťanský	χριστιανοί	kresťanský	χριστιανός	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
kresťanský	κρίστιαν	kresťanský	κρίστιαν	ADJ;ANIM;NOM;MASC;SG	
kresťanský	χριστιανός	kresťanský	χριστιανός	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mäsa	κρέας	mäso	κρέος	N;NOM;NEUT;PL	N;NOM;NEUT;SG
henrik	χένρικ	henrik	χένρικ	PROPN;ANIM;NOM;MASC;SG	
bach	μπαχ	bach	μπαχ	PROPN;ANIM;NOM;MASC;SG	
theodor	τεοντόρ	theodor	τεοντόρ	PROPN;ANIM;NOM;MASC;SG	
ahoj	γεια	ahoj	γεια	INTJ	V;PFV;IND;SG;1;PRS;FIN;ACT
ahoj	γειά	ahoj	γειό	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
učiť	δίδαξε	učiť	διδάζω	V;IPFV;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
kôra	φλοιού	kôra	φλοιού	N;NOM;FEM;SG	N;GEN;NEUT;SG
náročné	δύσκολα	náročný	δύσκολα	ADJ;NOM;NEUT;SG	ADV
costa	costa	costa	costa	PROPN;INAN;NOM;MASC;SG	
costa	κώστα	costa	κώστα	PROPN;INAN;NOM;MASC;SG	PROPN;ACC;MASC;SG
costa	κόστα	costa	κόστα	PROPN;INAN;NOM;MASC;SG	
darwin	δαρβίνου	darwin	δαρβίνος	PROPN;ANIM;NOM;MASC;SG	N;GEN;NEUT;SG
darwin	δαρβίνος	darwin	δαρβίνος	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
uzavreté	κλειστό	uzavretý	κλειστός	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
