szeroki	wide	szeroki	wide	ADJ;NOM;MASC;SG	N;MASC;SG
aktualne	atuais	aktualny	atual	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
aktualne	corrente	aktualny	corrente	ADJ;NOM;NEUT;SG	N;FEM;SG
franka	frank	franek	frank		N;MASC;SG
dachau	dachau	dachau	dachau	PROPN;NOM;MASC;SG	N;MASC;PL
przemiany	transformações	przemiać	transformação	N;ACC;FEM;SG	N;FEM;PL
dziwne	strange	dziwny	strange	ADJ;NOM;NEUT;SG	N;MASC;SG
dziwne	ímpares	dziwny	ímpar	ADJ;NOM;NEUT;SG	N;MASC;PL
zagraniczne	estrangeiro	zagraniczny	estrangeiro	ADJ;NOM;NEUT;SG	N;MASC;SG
zagraniczne	estrangeira	zagraniczny	estrangeiro	ADJ;NOM;NEUT;SG	N;FEM;SG
zagraniczne	estrangeiras	zagraniczny	estrangeiro	ADJ;NOM;NEUT;SG	N;FEM;PL
zagraniczne	estrangeiros	zagraniczny	estrangeiro	ADJ;NOM;NEUT;SG	N;MASC;PL
wyrzutni	lançador	wyrzutniać	lançador	V;IPFV;IND;SG;FIN;ACT	N;MASC;SG
wyrzutni	iniciador	wyrzutniać	iniciador	V;IPFV;IND;SG;FIN;ACT	N;MASC;SG
turynie	turim	turyn	turim	PROPN;NOM;MASC;SG	N;MASC;SG
recenzji	críticas	recenzja	crítica	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;PL
recenzji	resenhas	recenzja	resenha	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;PL
recenzji	opiniões	recenzja	opinião	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;PL
recenzji	avaliações	recenzja	avaliação	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;PL
urban	urban	urbany	urban		N;MASC;SG
urban	urbano	urbany	urbano		N;MASC;SG
urban	urbana	urbany	urbano		N;FEM;SG
urban	urbanas	urbany	urbano		N;FEM;PL
urban	urbanos	urbany	urbano		N;MASC;PL
zaatakował	atacaram	zaatakować	atacar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;FIN
zaatakował	atacados	zaatakować	atacar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;V.PTCP
turystyczna	turistas	turystyczny	turista	ADJ;NOM;FEM;SG	N;MASC;PL
turystyczna	turista	turystyczny	turista	ADJ;NOM;FEM;SG	N;MASC;SG
symboli	símbolos	symbolia	símbolo		N;MASC;PL
podania	aplicativos	podać	aplicativo	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;MASC;PL
podania	aplicações	podać	aplicação	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;FEM;PL
podania	pedidos	podać	pedido	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;MASC;PL
korporacji	corporações	korporacja	corporação	N;GEN;FEM;SG	N;FEM;PL
twierdza	fortaleza	twierdzać	fortaleza		N;FEM;SG
obserwacje	observação	obserwacja	observação	N;NOM;FEM;PL	N;FEM;SG
satelity	satélite	satelita	satélite	N;ACC;FEM;PL	N;MASC;SG
satelity	satellite	satelita	satellite	N;ACC;FEM;PL	N;MASC;SG
szyi	pescoço	szyi	pescoço		N;MASC;SG
młodzi	young	młody	young	N;NOM;MASC;PL	N;MASC;SG
młodzi	jovem	młody	jovem	N;NOM;MASC;PL	ADJ;MASC;SG
akademickich	acadêmica	akademicki	acadêmico	ADJ;GEN;MASC;PL	N;FEM;SG
akademickich	académico	akademicki	académico	ADJ;GEN;MASC;PL	N;MASC;SG
akademickich	acadêmico	akademicki	acadêmico	ADJ;GEN;MASC;PL	N;MASC;SG
akademickich	académica	akademicki	académico	ADJ;GEN;MASC;PL	N;FEM;SG
stalina	stalin	stalina	stalin		N;MASC;SG
stalina	estaline	stalina	estaline		N;MASC;SG
borys	boris	borys	bori	PROPN;NOM;MASC;SG	N;MASC;SG
uznana	reconhecido	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
uznana	reconheci	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;1;PST;FIN
uznana	reconhecidas	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
uznana	reconhecidos	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
uznana	reconhecida	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
uznana	reconhecido	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
uznana	reconhecidas	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
uznana	reconhecidos	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
uznana	reconhecida	uznać	reconhecer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
machine	maquinas	machina	maquina		N;FEM;PL
machine	máquina	machina	máquina		N;FEM;SG
machine	maquina	machina	maquina		N;FEM;SG
sławy	celebridades	sława	celebridade		N;FEM;PL
sławy	fama	sława	fama		N;FEM;SG
sławy	fame	sława	fame		N;MASC;SG
wykonawcy	contratante	wykonawca	contratante	N;NOM;MASC;PL	N;MASC;SG
wykonawcy	empreiteiro	wykonawca	empreiteiro	N;NOM;MASC;PL	N;MASC;SG
zaliczony	contei	zaliczyć	contar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;1;PST;FIN
zaliczony	contaram	zaliczyć	contar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;PL;3;FIN
zaliczony	contado	zaliczyć	contar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zaliczony	contados	zaliczyć	contar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
beta	beta	bet	beta		N;MASC;SG
rodríguez	rodriguez	rodríguez	rodriguez	PROPN;NOM;MASC;SG	N;MASC;SG
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;MASC;SG	N;MASC;SG
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;MASC;SG	N;MASC;SG
zysk	lucros	zysk	lucro	N;NOM;MASC;SG	N;MASC;PL
zysk	lucros	zysk	lucro	N;NOM;MASC;SG	N;MASC;PL
ring	ring	ring	ring		N;MASC;SG
ring	ringue	ring	ringue		N;MASC;SG
ring	anel	ring	anel		N;MASC;SG
iata	iata	iato	iata		N;MASC;SG
iata	lata	iato	lata		N;FEM;SG
ludzkie	humanas	ludzki	humano	ADJ;NOM;NEUT;SG	N;FEM;PL
ludzkie	human	ludzki	human	ADJ;NOM;NEUT;SG	N;MASC;SG
wykonywanie	realizando	wykonywać	realizar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
zagrożony	ameaçada	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
zagrożony	ameaçadas	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
zagrożony	ameaçou	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
zagrożony	ameaçadas	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
zagrożony	ameaçados	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
zagrożony	ameaçado	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zagrożony	ameaçada	zagrożyć	ameaçar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
martínez	martínez	martrnez	martínez	PROPN;NOM;MASC;SG	N;MASC;SG
nicholas	nicolás	nicholas	nicolás	PROPN;NOM;MASC;SG	N;MASC;SG
nicholas	nicholas	nicholas	nichola	PROPN;NOM;MASC;SG	N;FEM;PL
nicholas	nicolau	nicholas	nicolar	PROPN;NOM;MASC;SG	N;MASC;SG
punk	punk	punk	punk		N;MASC;SG
brać	take	brać	take	V;IPFV;NFIN;ACT	N;MASC;SG
spencer	spencer	spencer	spencer	PROPN;NOM;MASC;SG	N;MASC;SG
ósmy	oitava	ósmy	oitavo	ADJ;NOM;MASC;SG	N;FEM;SG
romuald	romuald	romuald	romuald	PROPN;NOM;MASC;SG	N;MASC;SG
przedstawiciela	representativo	przedstawiciel	representativo	N;ACC;MASC;SG	ADJ;MASC;SG
przedstawiciela	representativa	przedstawiciel	representativa	N;ACC;MASC;SG	ADJ;FEM;SG
piwo	cervejas	piwo	cerveja	N;NOM;NEUT;SG	N;FEM;PL
piwo	cervejas	piwo	cerveja	N;NOM;NEUT;SG	N;FEM;PL
kultur	culturas	kultur	cultura		N;FEM;PL
willi	villas	willa	villa	N;GEN;FEM;SG	N;FEM;PL
komenda	comando	komenda	comando		N;MASC;SG
komenda	comandar	komenda	comandar		V;NFIN
atlantic	atlântica	atlantic	atlântico		N;FEM;SG
atlantic	atlântico	atlantic	atlântico		N;MASC;SG
uni	uni	unia	uni		N;MASC;SG
pokonać	beat	pokonać	beat	V;PFV;NFIN;ACT	N;MASC;SG
pokonać	derrotas	pokonać	derrota	V;PFV;NFIN;ACT	N;FEM;PL
pokonać	derrota	pokonać	derrota	V;PFV;NFIN;ACT	N;FEM;SG
age	idade	age	idade		N;FEM;SG
rysunek	desenhar	rysunek	desenhar	N;NOM;MASC;SG	V;NFIN
rysunek	desenhando	rysunek	desenhar	N;NOM;MASC;SG	V;V.MSDR
panorama	panorama	panoram	panorama	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
gitarze	guitarra	gitarz	guitarra	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
gitarze	violão	gitarz	violão	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
dole	dole	dół	dole	V;PFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
dole	fundo	dół	fundo	V;PFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
dole	bottom	dół	bottom	V;PFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
marsa	marte	marsa	marte		N;MASC;SG
marsa	mars	marsa	mar		N;MASC;SG
znajomości	conexões	znajomość	conexão	N;GEN;FEM;SG	N;FEM;PL
znajomości	ligações	znajomość	ligação	N;GEN;FEM;SG	N;FEM;PL
nigerii	nigeriano	nigeria	nigeriano		N;MASC;SG
nigerii	nigéria	nigeria	nigéria		N;FEM;SG
nigerii	nigerianos	nigeria	nigeriano		N;MASC;PL
nigerii	nigéria	nigeria	nigéria		N;FEM;SG
potencjał	potencialidades	potencjać	potencialidade	N;ACC;MASC;SG	N;FEM;PL
potencjał	potenciais	potencjać	potencial	N;ACC;MASC;SG	N;MASC;PL
włoskie	italiana	włoski	italiana	ADJ;NOM;NEUT;SG	N;FEM;SG
włoskie	italianos	włoski	italiano	ADJ;NOM;NEUT;SG	N;MASC;PL
włoskie	italiano	włoski	italiano	ADJ;NOM;NEUT;SG	N;MASC;SG
xbox	xbox	xbox	xbox		N;MASC;SG
wirginia	virgínia	wirginia	virgínia		N;FEM;SG
wirginia	virginia	wirginia	virginia		N;FEM;SG
dick	pila	dick	pila	PROPN;NOM;MASC;SG	N;FEM;SG
dick	dick	dick	dick	PROPN;NOM;MASC;SG	N;MASC;SG
konie	cavalo	koń	cavalo	N;NOM;MASC;PL	N;MASC;SG
agresji	agressões	agresja	agressão	N;GEN;FEM;SG	N;FEM;PL
kiss	beijo	kiss	beijo		N;MASC;SG
kiss	beijinho	kiss	beijinho		N;MASC;SG
kiss	kiss	kiss	kiss		N;MASC;SG
rezerw	reservas	rezerw	reserva		N;FEM;PL
rezerw	provisionamento	rezerw	provisionamento		N;MASC;SG
kolejność	encomendar	kolejność	encomendar	N;NOM;FEM;SG	V;NFIN
imigrantów	imigrante	imigrant	imigrante	N;GEN;MASC;PL	N;MASC;SG
pogrzeb	funerais	pogrzeb	funeral	N;NOM;MASC;SG	N;MASC;PL
angelo	angelo	angelo	angelo		N;MASC;SG
angelo	ângelo	angelo	ângelo		N;MASC;SG
leszno	leszno	leszno	leszno		N;MASC;SG
mostów	bridges	most	bridge	N;GEN;MASC;PL	N;MASC;SG
petra	petra	petr	petra	PROPN;NOM;FEM;SG	N;FEM;SG
straße	straße	stras	straße	INTJ	N;MASC;SG
kopia	copiar	kopia	copiar	N;NOM;FEM;SG	V;NFIN
kopia	copie	kopia	copie	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
bogate	ricas	bogaty	rico	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
bogate	ricos	bogaty	rico	ADJ;NOM;NEUT;SG	N;MASC;PL
bogate	rich	bogaty	rich	ADJ;NOM;NEUT;SG	N;MASC;SG
delegacji	delegações	delegacja	delegação	N;GEN;FEM;SG	N;FEM;PL
ems	sme	ems	sme		N;MASC;SG
ems	ems	ems	em		N;MASC;SG
chelsea	chelsea	chelsie	chelsea		N;MASC;SG
związani	vinculado	związać	vincular	ADJ;NOM;MASC;PL	V;MASC;SG;V.PTCP
związani	vinculados	związać	vincular	ADJ;NOM;MASC;PL	V;MASC;PL;V.PTCP
ograniczone	limitado	ograniczyć	limitar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
ograniczone	limitados	ograniczyć	limitar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
ograniczone	limitadas	ograniczyć	limitar	ADJ;NOM;NEUT;SG	V;FEM;PL;V.PTCP
ograniczone	limited	ograniczyć	limited	ADJ;NOM;NEUT;SG	N;MASC;SG
ograniczone	limitada	ograniczyć	limitar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
ograniczone	restritos	ograniczyć	restrito	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
ograniczone	restrito	ograniczyć	restringir	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
kowalczyk	kowalczyk	kowalczyk	kowalczyk	PROPN;NOM;MASC;SG	N;MASC;SG
dowolny	freestyle	dowolny	freestyle	ADJ;NOM;MASC;SG	N;MASC;SG
dowolny	qualquer	dowolny	qualquer	ADJ;NOM;MASC;SG	DET;FEM;SG
sosnowiec	sosnowiec	sosnowiec	sosnowiec		N;MASC;SG
alfons	afonso	alfons	afonso	PROPN;NOM;MASC;SG	N;MASC;SG
alfons	alfonso	alfons	alfonso	PROPN;NOM;MASC;SG	N;MASC;SG
alfons	chulo	alfons	chulo	PROPN;NOM;MASC;SG	N;MASC;SG
alfons	cafetão	alfons	cafetão	PROPN;NOM;MASC;SG	N;MASC;SG
właściwy	competentes	właściwy	competente	ADJ;NOM;MASC;SG	N;MASC;PL
amerykanin	americanos	amerykanin	americano	N;NOM;MASC;SG	N;MASC;PL
teorie	teoria	teoria	teoria	N;NOM;FEM;PL	N;FEM;SG
centralne	centrais	centralny	central	ADJ;NOM;NEUT;SG	N;MASC;PL
centralne	central	centralny	central	ADJ;NOM;NEUT;SG	N;FEM;SG
porsche	porsche	porscha	porsche		N;MASC;SG
emilia	emilia	emilia	emiliar	PROPN;NOM;FEM;SG	N;FEM;SG
emilia	emília	emilia	emília	PROPN;NOM;FEM;SG	N;FEM;SG
emilia	emilie	emilia	emilie	PROPN;NOM;FEM;SG	N;FEM;SG
powiązane	associadas	powiązać	associar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
powiązane	associada	powiązać	associar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
powiązane	associados	powiązać	associado	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
powiązane	associado	powiązać	associar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
powiązane	ligada	powiązać	ligar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
powiązane	conectados	powiązać	conectar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
powiązane	ligado	powiązać	ligar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
powiązane	ligados	powiązać	ligar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
powiązane	conectado	powiązać	conectar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
powiązane	vinculado	powiązać	vincular	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
powiązane	ligados	powiązać	ligar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
powiązane	ligado	powiązać	ligar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
powiązane	ligada	powiązać	ligar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
powiązane	relacionados	powiązać	relacionar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
powiązane	relacionada	powiązać	relacionar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
powiązane	relacionadas	powiązać	relacionar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
powiązane	relacionado	powiązać	relacionar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
milion	milhões	milion	milhão		N;MASC;PL
milion	milhão	milion	milhão		N;MASC;SG
etiopii	etiópia	etiopia	etiópia		N;FEM;SG
etiopii	etíope	etiopia	etíope		N;MASC;SG
etiopii	etiópia	etiopia	etiópia		N;FEM;SG
justyna	justine	justyn	justine	PROPN;NOM;FEM;SG	N;FEM;SG
justyna	justin	justyn	justin	PROPN;NOM;FEM;SG	N;MASC;SG
odpowiedzialność	passivo	odpowiedzialność	passivo	N;NOM;FEM;SG	ADJ;MASC;SG
odpowiedzialność	responsabilidades	odpowiedzialność	responsabilidade	N;NOM;FEM;SG	N;FEM;PL
police	polícia	polic	polícia		N;FEM;SG
police	policia	polic	policia		N;FEM;SG
bundesligi	bundesliga	bundesliga	bundesliga	N;ACC;MASC;PL	N;FEM;SG
liu	liu	liel	ler	PROPN;NOM;MASC;SG	N;MASC;SG
wyjaśnienia	explicações	wyjaśnienie	explicação	N;NOM;NEUT;SG	N;FEM;PL
wyjaśnienia	explicações	wyjaśnienie	explicação	N;NOM;NEUT;SG	N;FEM;PL
wyjaśnienia	esclarecimentos	wyjaśnienie	esclarecimento	N;NOM;NEUT;SG	N;MASC;PL
okrążenia	colo	okrążyć	colo	N;NOM;NEUT;PL	N;MASC;SG
okrążenia	lap	okrążyć	lap	N;NOM;NEUT;PL	N;MASC;SG
hop	lúpulo	hop	lúpulo		N;MASC;SG
hop	hop	hop	hop		N;MASC;SG
współrzędnych	coordenadas	współrzędny	coordenada	ADJ;GEN;MASC;PL	V;FEM;PL;V.PTCP
marynarzy	mariners	marynarz	mariner	N;GEN;MASC;PL	N;MASC;SG
avenue	avenida	avenu	avenida		N;FEM;SG
avenue	avenue	avenu	avenue		N;MASC;SG
gustav	gustav	gustav	gustav	PROPN;NOM;MASC;SG	N;MASC;SG
gustav	gustavo	gustav	gustavo	PROPN;NOM;MASC;SG	N;MASC;SG
samodzielne	autônomo	samodzielny	autônomo	ADJ;NOM;NEUT;SG	N;MASC;SG
mobile	móvel	mobil	móvel		N;MASC;SG
mobile	telemóvel	mobil	telemóvel		N;MASC;SG
mobile	celular	mobil	celular		N;MASC;SG
mobile	móveis	mobil	móvel		N;MASC;PL
filadelfii	philly	filadelfia	philly	PROPN;NOM;MASC;SG	N;MASC;SG
filadelfii	filadélfia	filadelfia	filadélfia	PROPN;NOM;MASC;SG	N;FEM;SG
filadelfii	filadélfia	filadelfia	filadélfia	PROPN;NOM;MASC;SG	N;FEM;SG
filadelfii	philadelphia	filadelfia	philadelphia	PROPN;NOM;MASC;SG	N;MASC;SG
oddziaływania	impactos	oddziaływać	impacto	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;MASC;PL
oddziaływania	impactes	oddziaływać	impacte	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;MASC;PL
poczta	postar	poczta	postar	N;NOM;FEM;SG	V;NFIN
poczta	publicar	poczta	publicar	N;NOM;FEM;SG	V;NFIN
wenus	venus	wenus	venu		N;MASC;SG
wenus	vênus	wenus	vênus		N;MASC;SG
wenus	vénus	wenus	vénus		N;FEM;SG
graf	graf	grafa	grafo		N;MASC;SG
cosworth	cosworth	coswory	cosworth		N;MASC;SG
felipe	felipe	felipy	felipe	PROPN;NOM;MASC;SG	N;MASC;SG
zasług	méritos	zasługa	mérito	N;GEN;FEM;SG	N;MASC;PL
wyróżnić	destaque	wyróżnić	destaque	V;PFV;NFIN;ACT	N;MASC;SG
wyróżnić	realce	wyróżnić	realce	V;PFV;NFIN;ACT	N;MASC;SG
zurychu	zurique	zurych	zurique	PROPN;NOM;MASC;SG	N;MASC;SG
pasażerski	passageira	pasażerski	passageiro	ADJ;NOM;MASC;SG	N;FEM;SG
pasażerski	passageiros	pasażerski	passageiro	ADJ;NOM;MASC;SG	N;MASC;PL
pasażerski	passageiro	pasażerski	passageiro	ADJ;NOM;MASC;SG	N;MASC;SG
cia	cia	cia	cia		N;FEM;SG
cia	cia	cia	cia		N;FEM;SG
cia	cla	cia	cla		N;MASC;SG
pojedynczy	solteira	pojedynczy	solteira	ADJ;NOM;MASC;SG	N;FEM;SG
pojedynczy	solteiro	pojedynczy	solteiro	ADJ;NOM;MASC;SG	N;MASC;SG
pojedynczy	single	pojedynczy	single	ADJ;NOM;MASC;SG	N;MASC;SG
sprinter	velocista	sprinter	velocista		N;MASC;SG
ból	dores	ból	dor	N;NOM;MASC;SG	N;FEM;PL
rgb	rgb	rgba	rgb		N;MASC;SG
pierwotne	primária	pierwotny	primária	ADJ;NOM;NEUT;SG	N;FEM;SG
pierwotne	primário	pierwotny	primário	ADJ;NOM;NEUT;SG	N;MASC;SG
pierwotne	primárias	pierwotny	primária	ADJ;NOM;NEUT;SG	N;FEM;PL
pierwotne	primários	pierwotny	primário	ADJ;NOM;NEUT;SG	N;MASC;PL
działało	trabalhava	działać	trabalhar	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
działało	trabalhadas	działać	trabalhar	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;FEM;PL;V.PTCP
działało	trabalhados	działać	trabalhar	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;MASC;PL;V.PTCP
grobu	grave	grób	grave	N;GEN;MASC;SG	ADJ;MASC;SG
martín	martín	martín	martín	PROPN;NOM;MASC;SG	N;MASC;SG
kupił	comprados	kupić	comprar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;V.PTCP
wycofany	retirados	wycofać	retirar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
wycofany	retirado	wycofać	retirar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
wycofany	retirada	wycofać	retirada	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;FEM;SG
wycofany	retiradas	wycofać	retirar	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
justin	justin	justin	justin	PROPN;NOM;MASC;SG	N;MASC;SG
beck	beck	beck	beck	PROPN;NOM;MASC;SG	N;MASC;SG
true	true	true	true		N;MASC;SG
true	verdadeiro	true	verdadeiro		ADJ;MASC;SG
true	verdade	true	verdade		N;FEM;SG
true	verdadeira	true	verdadeiro		ADJ;FEM;SG
ginie	gina	ginąć	gina	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
collegium	collegium	collegium	collegium		V;IND;SG;3;PST;FIN
sprawdzone	verificados	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
sprawdzone	verifiquei	sprawdzić	verifiquir	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;1;PST;FIN
sprawdzone	verificado	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
sprawdzone	verificada	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
sprawdzone	verificadas	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
sprawdzone	verificados	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
sprawdzone	verificada	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
sprawdzone	verificado	sprawdzić	verificar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
sprawdzone	testado	sprawdzić	testar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
sprawdzone	testados	sprawdzić	testar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP
sprawdzone	testadas	sprawdzić	testar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;V.PTCP
sprawdzone	testada	sprawdzić	testar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
żużlu	speedway	żużel	speedway		N;MASC;SG
rzymskie	romana	rzymski	romano	ADJ;NOM;NEUT;SG	N;FEM;SG
rzymskie	romanas	rzymski	romano	ADJ;NOM;NEUT;SG	N;FEM;PL
rzymskie	roman	rzymski	roman	ADJ;NOM;NEUT;SG	N;MASC;SG
rzymskie	romano	rzymski	romano	ADJ;NOM;NEUT;SG	N;MASC;SG
rzymskie	romanos	rzymski	romano	ADJ;NOM;NEUT;SG	N;MASC;PL
hampshire	hampshire	hampshiry	hampshire		N;MASC;SG
rakieta	foguetes	rakieta	foguete	N;NOM;FEM;SG	N;MASC;PL
rakieta	mísseis	rakieta	míssil	N;NOM;FEM;SG	N;MASC;PL
hart	hart	hart	hart		N;MASC;SG
khan	cã	khana	cã	PROPN;NOM;MASC;SG	N;MASC;SG
khan	khan	khana	khan	PROPN;NOM;MASC;SG	N;MASC;SG
wymieniona	referenciado	wymienić	referenciar	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
podanie	passe	podanie	passar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;SBJV;SG;3;PRS;FIN
podanie	passar	podanie	passar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
podanie	passa	podanie	passar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;PRS;FIN
