伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
吸引	atractivitatea	吸引	atractivitate	V	N;DEF;FEM;SG
吸引	atractie	吸引	atractie	V	N;INDF;FEM;SG
吸引	atragatoare	吸引	atragator	V	ADJ;INDF;FEM
吸引	atragator	吸引	atragator	V	ADJ;INDF;MASC;SG
吸引	atractiv	吸引	atractiv	V	ADV
吸引	atragatoare	吸引	atragator	V	ADJ;INDF;FEM
吸引	atractiva	吸引	atractivă	V	ADJ;DEF;FEM;SG
吸引	atractive	吸引	atractiv	V	ADJ;INDF;FEM;PL
吸引	atragator	吸引	atragator	V	ADJ;INDF;MASC;SG
甘蔗	cane	甘蔗	cane	N	
哭	plange	哭	plange	V	
哭	plang	哭	plang	V	
哭	plangi	哭	plangă	V	
哭	plangand	哭	plangand	V	
哭	plans	哭	plans	V	N;INDF;MASC;SG
哭	plansul	哭	plans	V	N;DEF;MASC;SG
廣東	cantoneza	廣東	cantoneză	PROPN	N;DEF;FEM;SG
嚴謹	strict	嚴謹	strict	ADJ	ADV
三	trident	三	trident	NUM	N;INDF;MASC;SG
仰光	yangon	仰光	yangon	PROPN	N;INDF;MASC;SG
豁免	scutire	豁免	scutire		N;INDF;FEM;SG
豁免	scutirea	豁免	scutire		N;DEF;FEM;SG
豁免	imunitate	豁免	imunitate		N;INDF;FEM;SG
豁免	imunitatea	豁免	imunitate		N;DEF;FEM;SG
豁免	scutirile	豁免	scutire		N;DEF;FEM;PL
豁免	exceptii	豁免	except		N;INDF;FEM;PL
豁免	scutiri	豁免	scutire		N;INDF;FEM;PL
豁免	derogari	豁免	derogar		N;INDF;FEM;PL
推斷	extrapolarea	推斷	extrapolare	V	N;DEF;FEM;SG
推斷	dedus	推斷	deduce	V	ADJ;INDF;MASC;SG
暹羅	siamezi	暹羅	siamez	PROPN	N;INDF;MASC;PL
暹羅	siam	暹羅	siam	PROPN	N;INDF;MASC;SG
鑄造	turnare	鑄造	turnare	V	N;INDF;FEM;SG
鑄造	casting	鑄造	casting	V	N;INDF;MASC;SG
刪去	stergere	刪去	stergere	V	N;INDF;FEM;SG
麻醉	anestezic	麻醉	anestezic	N	ADJ;INDF;MASC;SG
麻醉	anestezic	麻醉	anestezic	N	ADJ;INDF;MASC;SG
加深	aprofundarea	加深	aprofundare	V	N;DEF;FEM;SG
加深	adancit	加深	adancit	V	ADJ;INDF;MASC;SG
芳香	aromatice	芳香	aromatic	N	ADJ;INDF;FEM;PL
明文	explicite	明文	explicit	N	ADJ;INDF;FEM;PL
明文	explicit	明文	explicit	N	ADV
明文	explicita	明文	explicita	N	ADJ;DEF;FEM;SG
服務	servicii	服務	serviciu	V	N;INDF;FEM;PL
守衛	garzi	守衛	garzi	V	N;INDF;FEM;PL
守衛	paznici	守衛	paznic	V	N;INDF;MASC;PL
守衛	gardian	守衛	gardian	V	N;INDF;MASC;SG
守衛	garda	守衛	gardă	V	N;DEF;FEM;SG
守衛	paznic	守衛	paznic	V	N;INDF;MASC;SG
籃板	reb	籃板	reb	N	
遣返	repatrierea	遣返	repatriere	V	N;DEF;FEM;SG
遣返	repatriere	遣返	repatriere	V	N;INDF;FEM;SG
倫理	etice	倫理	etic	N	ADJ;INDF;FEM;PL
倫理	etic	倫理	etic	N	ADJ;INDF;MASC;SG
一	scena	一	scenă	NUM	N;DEF;FEM;SG
一	scena	一	scenă	NUM	N;DEF;FEM;SG
摸	touch	摸	touch	V	N;INDF;MASC;SG
摸	atingere	摸	atingere	V	N;INDF;FEM;SG
推論	corolar	推論	corolar	V	N;INDF;MASC;SG
投放	livrarea	投放	livrare	V	N;DEF;FEM;SG
投放	livrare	投放	livrare	V	N;INDF;FEM;SG
憲政	constitutionale	憲政	constitutional	N	ADJ;INDF;FEM;PL
瀋陽	shenyang	瀋陽	shenyang	PROPN	PROPN
艾瑪	emma	艾瑪	emma	PROPN	PROPN
雅加達	jakarta	雅加達	jakarta	PROPN	PROPN
對照	contrast	對照	contrast		N;INDF;MASC;SG
膨脹	expansiune	膨脹	expansiune	V	N;INDF;FEM;SG
膨脹	extinderea	膨脹	extindere	V	N;DEF;FEM;SG
膨脹	expansiunea	膨脹	expansiune	V	N;DEF;FEM;SG
膨脹	extindere	膨脹	extindere	V	N;INDF;FEM;SG
招標	licitatie	招標	licitatie	V	N;INDF;FEM;SG
招標	tandru	招標	tandru	V	ADJ;INDF;MASC;SG
波羅	baltica	波羅	baltic	PROPN	N;DEF;FEM;SG
波羅	baltice	波羅	baltic	PROPN	ADJ;INDF;FEM;PL
削減	taiere	削減	taieră	V	N;INDF;FEM;SG
削減	taiat	削減	taia	V	ADJ;INDF;MASC;SG
削減	taieturi	削減	taiet	V	N;INDF;FEM;PL
視察	inspectii	視察	inspect	V	N;INDF;FEM;PL
視察	inspectiile	視察	inspectie	V	N;DEF;FEM;PL
視察	inspectia	視察	inspectie	V	N;DEF;FEM;SG
視察	inspectie	視察	inspectie	V	N;INDF;FEM;SG
髮型	par	髮型	părea	N	V;IND;PL;3;PRS;FIN
髮型	par	髮型	părea	N	V;IND;PL;3;PRS;FIN
里根	reagan	里根	reagan	PROPN	PROPN
殘酷	cruzimea	殘酷	cruzime	ADJ	N;DEF;FEM;SG
殘酷	cruzime	殘酷	cruzime	ADJ	N;INDF;FEM;SG
殘酷	brutal	殘酷	brutal	ADJ	ADV
單身	singura	單身	singur	N	ADJ;DEF;FEM;SG
單身	singur	單身	singur	N	ADJ;INDF;MASC;SG
大	natura	大	natură	ADJ	N;DEF;FEM;SG
大	natura	大	natură	ADJ	N;DEF;FEM;SG
九	noua	九	nou	NUM	ADJ;DEF;FEM;SG
九	nine	九	nine	NUM	N;INDF;MASC;SG
雇用	inchiriere	雇用	inchiriere	V	N;INDF;FEM;SG
雇用	angajare	雇用	angajare	V	N;INDF;FEM;SG
雇用	angajarea	雇用	angajare	V	N;DEF;FEM;SG
雇用	angajari	雇用	angajare	V	N;INDF;MASC;PL
悲傷	trista	悲傷	trist	N	ADJ;DEF;FEM;SG
悲傷	trista	悲傷	trist	N	ADJ;DEF;FEM;SG
悲傷	triste	悲傷	trist	N	ADJ;INDF;FEM;PL
悲傷	trist	悲傷	trist	N	ADJ;INDF;MASC;SG
僧侶	monk	僧侶	monk	N	PROPN
沒收	confiscarea	沒收	confiscare	V	N;DEF;FEM;SG
沒收	confiscate	沒收	confisca	V	ADJ;INDF;FEM;PL
沒收	confiscat	沒收	confisca	V	ADJ;INDF;MASC;SG
沒收	confiscata	沒收	confiscat	V	N;DEF;FEM;SG
粉紅	roz	粉紅	roz	N	
反向	inversa	反向	inversa	N	
反向	inversa	反向	inversa	N	
反向	invers	反向	invers	N	ADV
反向	inverseaza	反向	inverseaza	N	V;IND;SG;3;IPFV;FIN
反向	reverse	反向	reverse	N	
原油	bruta	原油	bruta	N	ADJ;DEF;FEM;SG
原油	brut	原油	brut	N	ADJ;INDF;MASC;SG
浴	scaldat	浴	scalda	N	ADJ;INDF;MASC;SG
感恩	recunoscator	感恩	recunoscator		N;INDF;MASC;SG
感恩	recunoscatoare	感恩	recunoscator		ADJ;INDF;FEM
感恩	recunoscator	感恩	recunoscator		N;INDF;MASC;SG
感恩	recunoscator	感恩	recunoscator		N;INDF;MASC;SG
感恩	recunoscatoare	感恩	recunoscator		ADJ;INDF;FEM
感恩	recunoscatori	感恩	recunoscator		ADJ;INDF;MASC;PL
生氣	suparat	生氣	supara	N	ADJ;INDF;MASC;SG
生氣	furioasa	生氣	furios	N	ADJ;DEF;FEM;SG
生氣	furios	生氣	furios	N	ADJ;INDF;MASC;SG
生氣	suparat	生氣	supara	N	ADJ;INDF;MASC;SG
平滑	netede	平滑	neted	N	ADJ;INDF;FEM;PL
平滑	neted	平滑	neted	N	ADJ;INDF;MASC;SG
加速	accelerator	加速	accelerator	V	N;INDF;MASC;SG
加速	acceleratorul	加速	accelerator	V	N;DEF;MASC;SG
穆爾	moore	穆爾	muor	PROPN	PROPN
薄弱	slabiciune	薄弱	slabiciune	ADJ	N;INDF;FEM;SG
薄弱	slabiciune	薄弱	slabiciune	ADJ	N;INDF;FEM;SG
薄弱	slabiciunea	薄弱	slabiciune	ADJ	N;DEF;FEM;SG
薄弱	slabit	薄弱	slabi	ADJ	N;INDF;MASC;SG
薄弱	slab	薄弱	slab	ADJ	ADV
指明	specifica	指明	specifica	V	N;DEF;FEM;SG
指明	specifica	指明	specifica	V	N;DEF;FEM;SG
諸葛	zhuge	諸葛	zhugă	PROPN	
宙斯	zeus	宙斯	zeu	PROPN	N;INDF;MASC;SG
填充	umplutura	填充	umplutură	V	N;DEF;FEM;SG
填充	umplere	填充	umplere	V	N;INDF;FEM;SG
填充	umple	填充	umple	V	
填充	umplere	填充	umplere	V	N;INDF;FEM;SG
縫	coase	縫	coagă	N	V;IND;SG;3;PRS;FIN
高	polimer	高	polimer	PART	N;INDF;MASC;SG
反省	reflexie	反省	reflexie	V	N;INDF;FEM;SG
反省	reflexia	反省	reflexie	V	N;DEF;FEM;SG
敲	knock	敲	knock	V	N;INDF;MASC;SG
淋巴	limfatice	淋巴	limfatic	N	ADJ;INDF;FEM;PL
淋巴	limfatic	淋巴	limfatic	N	ADJ;INDF;MASC;SG
郵輪	cruise	郵輪	crui	N	V;IND;SG;3;PST+PRF;FIN
燈光	light	燈光	light	N	
瑪利亞	maria	瑪利亞	maria	PROPN	N;DEF;FEM;SG
抗衡	contrabalansa	抗衡	contrabalansa	V	N;DEF;FEM;SG
反對	opozitia	反對	opozitie	V	N;DEF;FEM;SG
反對	opozitie	反對	opozitie	V	N;INDF;FEM;SG
反對	opozitie	反對	opozitie	V	N;INDF;FEM;SG
激發	excitatie	激發	excitatie	V	N;INDF;FEM;SG
禁忌	interzis	禁忌	interzice	N	ADJ;INDF;MASC;SG
禁忌	interzise	禁忌	interzice	N	V;IND;SG;3;PST;FIN
醚	eter	醚	eter	N	
孢子	spori	孢子	spori	N	
噴	spray	噴	spray	V	N;INDF;MASC;SG
噴	pulverizare	噴	pulverizare	V	N;INDF;FEM;SG
偽裝	deghizarea	偽裝	deghizare	V	N;DEF;FEM;SG
偽裝	deghizare	偽裝	deghizare	V	N;INDF;FEM;SG
偽裝	camuflajul	偽裝	camuflaj	V	N;DEF;MASC;SG
偽裝	camuflare	偽裝	camuflare	V	N;INDF;FEM;SG
偽裝	camuflaj	偽裝	camuflaj	V	N;INDF;MASC;SG
鳩	porumbel	鳩	porumbel	PROPN	N;INDF;MASC;SG
鳩	dove	鳩	dovă	PROPN	
叛軍	rebel	叛軍	rebel	N	ADJ;INDF;MASC;SG
叛軍	rebela	叛軍	rebela	N	ADJ;DEF;FEM;SG
家園	patriei	家園	patrie	N	PROPN;DEF;FEM;SG
波動	volatile	波動	volatil	N	ADJ;INDF;FEM;PL
匹茲堡	pittsburgh	匹茲堡	pittsburgh	PROPN	PROPN
笨	prost	笨	prost	PART	ADV
笨	stupid	笨	stupid	PART	ADJ;INDF;MASC;SG
康復	vindecare	康復	vindecare	V	N;INDF;FEM;SG
康復	vindecarea	康復	vindecare	V	N;DEF;FEM;SG
康復	reabilitare	康復	reabilitare	V	N;INDF;FEM;SG
康復	reabilitarea	康復	reabilitare	V	N;DEF;FEM;SG
康復	recuperarea	康復	recuperare	V	N;DEF;FEM;SG
康復	redresare	康復	redresare	V	N;INDF;FEM;SG
康復	redresarea	康復	redresare	V	N;DEF;FEM;SG
康復	recuperare	康復	recuperare	V	N;INDF;FEM;SG
大院	compus	大院	compus	N	ADJ;INDF;MASC;SG
布希	bush	布希	bush	PROPN	PROPN
欺騙	inselat	欺騙	inselat	V	ADJ;INDF;MASC;SG
磁性	magnetic	磁性	magnetic	N	ADJ;INDF;MASC;SG
磁性	magnetice	磁性	magnetic	N	ADJ;INDF;FEM;PL
內政	interioare	內政	interior	N	ADJ;INDF;FEM;PL
造訪	vizitand	造訪	vizitand	V	
造訪	vizita	造訪	vizita	V	N;DEF;FEM;SG
炸藥	exploziva	炸藥	exploziva	N	ADJ;DEF;FEM;SG
炸藥	explozive	炸藥	exploziv	N	ADJ;INDF;FEM;PL
炸藥	exploziv	炸藥	exploziv	N	ADJ;INDF;MASC;SG
炸藥	explozive	炸藥	exploziv	N	ADJ;INDF;FEM;PL
牛仔	cowboys	牛仔	cowboys	N	PROPN
親戚	relativ	親戚	relativ	N	ADV
親戚	relative	親戚	relativ	N	ADJ;INDF;FEM;PL
親戚	relativa	親戚	relativa	N	ADJ;DEF;FEM;SG
結晶	cristalizare	結晶	cristalizare	V	N;INDF;FEM;SG
橢	oval	橢	oval	PART	ADJ;INDF;MASC;SG
疑慮	indoiala	疑慮	indoială	V	ADJ;DEF;FEM;SG
疑慮	indoiala	疑慮	indoială	V	ADJ;DEF;FEM;SG
疑慮	indoiala	疑慮	indoială	V	ADJ;DEF;FEM;SG
疑慮	dubii	疑慮	dubiu	V	N;INDF;FEM;PL
疑慮	indoieli	疑慮	indoieală	V	
疑慮	indoielile	疑慮	indoieală	V	N;DEF;FEM;PL
上學	scoala	上學	scoală	V	N;DEF;FEM;SG
上學	scoala	上學	scoală	V	N;DEF;FEM;SG
上學	scoala	上學	scoală	V	N;DEF;FEM;SG
上學	scoala	上學	scoală	V	N;DEF;FEM;SG
上學	scoala	上學	scoală	V	N;DEF;FEM;SG
窯	ware	窯	ware	N	PROPN
紅十	cicr	紅十	cicr	PROPN	N;INDF;MASC;SG
乳房	san	乳房	san	N	PROPN
正宗	autentic	正宗	autentic	N	ADV
正宗	autentice	正宗	autentic	N	ADJ;INDF;FEM;PL
正宗	autentica	正宗	autentic	N	ADJ;DEF;FEM;SG
流血	sangerare	流血	sangerare	V	N;INDF;FEM;SG
流血	sangerari	流血	sangerar	V	N;INDF;FEM;PL
流血	hemoragie	流血	hemoragie	V	N;INDF;FEM;SG
諾亞	noe	諾亞	nou	PROPN	PROPN
諾亞	noah	諾亞	noah	PROPN	PROPN
歸屬	atribuirea	歸屬	atribuire	V	N;DEF;FEM;SG
歸屬	atribuire	歸屬	atribuire	V	N;INDF;FEM;SG
感	interesate	感	interesat	N	ADJ;INDF;FEM;PL
感	interesat	感	interesat	N	ADJ;INDF;MASC;SG
感	interesati	感	interesat	N	V;IND;PL;2;PRS;FIN
感	interesata	感	interesat	N	ADJ;DEF;FEM;SG
骨折	fracturat	骨折	fractura	N	ADJ;INDF;MASC;SG
舉例	exemple	舉例	exemplu	V	N;INDF;FEM;PL
切除	excizie	切除	excizie	V	N;INDF;FEM;SG
黏	lipicioasa	黏	lipicios	N	ADJ;DEF;FEM;SG
黏	lipicios	黏	lipicios	N	ADJ;INDF;MASC;SG
黏	lipicioase	黏	lipicios	N	ADJ;INDF;FEM;PL
牙買加	jamaica	牙買加	jamaică	PROPN	PROPN
主宰	domina	主宰	domina	N	V;IND;SG;3;IPFV;FIN
主宰	domina	主宰	domina	N	V;IND;SG;3;IPFV;FIN
迦太基	cartagina	迦太基	cartagina	PROPN	N;DEF;FEM;SG
渡假	vacanta	渡假	vacanta	V	N;DEF;FEM;SG
渡假	vacanta	渡假	vacanta	V	N;DEF;FEM;SG
渡假	concediu	渡假	concediu	V	N;INDF;MASC;SG
渡假	vacanta	渡假	vacanta	V	N;DEF;FEM;SG
驚訝	surprins	驚訝	surprins	N	ADJ;INDF;MASC;SG
驚訝	surprinsa	驚訝	surprinsă	N	ADJ;DEF;FEM;SG
幾內亞	guinee	幾內亞	guinee	PROPN	N;INDF;FEM;SG
幾內亞	guineea	幾內亞	guinee	PROPN	N;INDF;FEM;SG
籽	seminte	籽	semânt	N	
籽	seminte	籽	semânt	N	
付款	platile	付款	plată	V	N;DEF;FEM;PL
付款	plati	付款	plată	V	
付款	plata	付款	plată	V	N;DEF;FEM;SG
付款	plata	付款	plată	V	N;DEF;FEM;SG
白	argint	白	argint	PROPN	N;INDF;MASC;SG
白	silver	白	silver	PROPN	N;INDF;MASC;SG
白	argintiu	白	argintiu	PROPN	N;INDF;MASC;SG
面部	faciale	面部	facial	N	ADJ;INDF;FEM;PL
面部	facial	面部	facial	N	ADJ;INDF;MASC;SG
共生	simbiotica	共生	simbiotică	V	N;DEF;FEM;SG
共生	simbioza	共生	simbioză	V	N;DEF;FEM;SG
厭惡	dezgustat	厭惡	dezgusta	V	ADJ;INDF;MASC;SG
厭惡	dezgust	厭惡	dezgust	V	N;INDF;MASC;SG
厭惡	aversiune	厭惡	aversiune	V	N;INDF;FEM;SG
師父	maestre	師父	maestru	N	
瑞穗	mizuho	瑞穗	mizuho	PROPN	
寶寶	baby	寶寶	baby	N	
寶寶	bebe	寶寶	bebe	N	
無畏	neinfricat	無畏	neinfricat	V	N;INDF;MASC;SG
精華	esenta	精華	esent		N;DEF;FEM;SG
精華	esenta	精華	esent		N;DEF;FEM;SG
口語	vorbit	口語	vorbi	N	ADJ;INDF;MASC;SG
口語	vorbite	口語	vorbi	N	ADJ;INDF;FEM;PL
口語	vorbita	口語	vorbita	N	ADJ;DEF;FEM;SG
力學	mecanici	力學	mecanic	N	ADJ;INDF;MASC;PL
工匠	artizani	工匠	artizan	N	ADJ;INDF;MASC;PL
代理	agentia	代理	agentie	V	N;DEF;FEM;SG
代理	agentie	代理	agentie	V	N;INDF;FEM;SG
代理	agentie	代理	agentie	V	N;INDF;FEM;SG
代理	agentia	代理	agentie	V	N;DEF;FEM;SG
代理	agentii	代理	agent	V	N;DEF;MASC;PL
代理	agenti	代理	agent	V	N;INDF;MASC;PL
代理	agentii	代理	agent	V	N;DEF;MASC;PL
代理	agenti	代理	agent	V	N;INDF;MASC;PL
代理	agent	代理	agent	V	N;INDF;MASC;SG
代理	agentul	代理	agent	V	N;DEF;MASC;SG
舒適	confort	舒適	confort	ADJ	N;INDF;MASC;SG
舒適	comfort	舒適	comfort	ADJ	N;INDF;MASC;SG
舒適	confortul	舒適	confort	ADJ	N;DEF;MASC;SG
舒適	alinare	舒適	alinare	ADJ	N;INDF;FEM;SG
舒適	confortabil	舒適	confortabil	ADJ	ADV
舒適	comod	舒適	comod	ADJ	ADV
舒適	confortabil	舒適	confortabil	ADJ	ADV
舒適	confortabil	舒適	confortabil	ADJ	ADV
充電	incarcare	充電	incarcare	V	N;INDF;FEM;SG
哲也	tetsu	哲也	tetsu	PROPN	
飛翔	fly	飛翔	fly	N	
飛翔	zboara	飛翔	zboară	N	V;IND;SG;3;IPFV;FIN
飛翔	zboara	飛翔	zboară	N	V;IND;SG;3;IPFV;FIN
礦業	miniere	礦業	minier	N	ADJ;INDF;FEM;PL
谷地	valley	谷地	valley	N	PROPN
桃子	piersici	桃子	piersice	N	
桃子	momoko	桃子	momoko	N	
桃子	piersici	桃子	piersice	N	
腐敗	corupte	腐敗	corupt	N	ADJ;INDF;FEM;PL
腐敗	corupta	腐敗	corupta	N	ADJ;DEF;FEM;SG
腐敗	corupt	腐敗	corupt	N	ADJ;INDF;MASC;SG
少數	minoritatea	少數	minoritate	ADJ	N;DEF;FEM;SG
少數	minoritate	少數	minoritate	ADJ	N;INDF;FEM;SG
少數	minoritatilor	少數	minoritate	ADJ	N;DEF;MASC;PL
無聊	plictisitoare	無聊	plictisitor	V	ADJ;INDF;FEM
無聊	plictisitor	無聊	plictisitor	V	ADJ;INDF;MASC;SG
無聊	plictisita	無聊	plictisit	V	ADJ;DEF;FEM;SG
無聊	plictisit	無聊	plictisi	V	ADJ;INDF;MASC;SG
草甸	meadows	草甸	meadows	N	PROPN
供給	furnizare	供給	furnizare	V	N;INDF;FEM;SG
供給	aprovizionare	供給	aprovizionare	V	N;INDF;FEM;SG
先天	innascuta	先天	innascuta	N	ADJ;DEF;FEM;SG
偽造	faurit	偽造	fauri	V	ADJ;INDF;MASC;SG
偽造	falsificate	偽造	falsifica	V	ADJ;INDF;FEM;PL
偽造	falsificat	偽造	falsifica	V	ADJ;INDF;MASC;SG
偽造	falsificarea	偽造	falsificare	V	N;DEF;FEM;SG
鹿特丹	rotterdam	鹿特丹	rotterdam	PROPN	PROPN
好奇	curioasa	好奇	curioasă	ADJ	
好奇	curios	好奇	curios	ADJ	ADV
好奇	curiozitatea	好奇	curiozitate	ADJ	N;DEF;FEM;SG
好奇	curiozitate	好奇	curiozitate	ADJ	N;INDF;FEM;SG
放逐	exil	放逐	exil	V	N;INDF;MASC;SG
放逐	exilul	放逐	exil	V	N;DEF;MASC;SG
口述	dictat	口述	dicta	N	ADJ;INDF;MASC;SG
打壓	reprimarea	打壓	reprimare	V	N;DEF;FEM;SG
打壓	represiune	打壓	represiune	V	N;INDF;FEM;SG
打壓	represiunea	打壓	represiune	V	N;DEF;FEM;SG
耦合	cuplare	耦合	cuplare		N;INDF;FEM;SG
耦合	cupla	耦合	cuple		V;IND;SG;3;IPFV;FIN
波浪	ondulat	波浪	ondula	N	ADJ;INDF;MASC;SG
波浪	undei	波浪	undei	N	
超	supranatural	超	supranatural	PROPN	ADJ;INDF;MASC;SG
超	supernatural	超	supernatural	PROPN	N;INDF;MASC;SG
超	supranaturale	超	supranatural	PROPN	ADJ;INDF;FEM;PL
成龍	jackie	成龍	jackie	PROPN	PROPN
猶太	evreica	猶太	evreica	PROPN	N;DEF;FEM;SG
猶太	evreu	猶太	evreu	PROPN	N;INDF;MASC;SG
猶太	evreiesc	猶太	evreiesc	PROPN	ADJ;INDF;MASC;SG
猶太	iudaism	猶太	iudaism	PROPN	N;INDF;MASC;SG
小澤	ozawa	小澤	ozawa	PROPN	PROPN
凜	rin	凜	rin	PROPN	N;INDF;MASC;SG
愛人	iubitori	愛人	iubitor	N	ADJ;INDF;MASC;PL
愛人	iubiti	愛人	iubiti	N	
無奈	neajutorata	無奈	neajutorat	N	ADJ;DEF;FEM;SG
無奈	neajutorat	無奈	neajutorat	N	ADJ;INDF;MASC;SG
演示	demo	演示	demo	V	N;INDF;MASC;SG
演示	demonstratie	演示	demonstratie	V	N;INDF;FEM;SG
演示	demonstratie	演示	demonstratie	V	N;INDF;FEM;SG
定罪	condamnat	定罪	condamna	V	ADJ;INDF;MASC;SG
定罪	convingeri	定罪	convingere	V	N;INDF;FEM;PL
定罪	condamnari	定罪	condamnar	V	N;INDF;FEM;PL
定罪	condamnare	定罪	condamnare	V	N;INDF;FEM;SG
定罪	convingere	定罪	convingere	V	N;INDF;FEM;SG
定罪	condamnarea	定罪	condamnare	V	N;DEF;FEM;SG
定罪	convingerea	定罪	convingere	V	N;DEF;FEM;SG
聘用	angajare	聘用	angajare	V	N;INDF;FEM;SG
聘用	angajarea	聘用	angajare	V	N;DEF;FEM;SG
聘用	angajari	聘用	angajare	V	N;INDF;MASC;PL
孟子	mencius	孟子	mencius	PROPN	
液態	lichida	液態	lichidă	N	ADJ;DEF;FEM;SG
博弈	joc	博弈	joc	V	N;INDF;MASC;SG
博弈	jocul	博弈	joc	V	N;DEF;MASC;SG
製造	fabricare	製造	fabricare	V	N;INDF;FEM;SG
製造	fabricarea	製造	fabricare	V	N;DEF;FEM;SG
製造	fabricatie	製造	fabricatie	V	N;INDF;FEM;SG
製造	fabricare	製造	fabricare	V	N;INDF;FEM;SG
製造	fabricarea	製造	fabricare	V	N;DEF;FEM;SG
製造	fabricatie	製造	fabricatie	V	N;INDF;FEM;SG
解雇	concedierea	解雇	concediere	V	N;DEF;FEM;SG
解雇	demiterea	解雇	demitere	V	N;DEF;FEM;SG
解雇	concediere	解雇	concediere	V	N;INDF;FEM;SG
狙擊	lunetistul	狙擊	lunetist	V	N;DEF;MASC;SG
狙擊	lunetist	狙擊	lunetist	V	N;INDF;MASC;SG
評判	judecand	評判	judecand	N	
沙丘	dune	沙丘	dune	N	
沙丘	dune	沙丘	dune	N	
會津	aizu	會津	aizi	PROPN	
奉獻	dedicate	奉獻	dedica	N	ADJ;INDF;FEM;PL
奉獻	dedicat	奉獻	dedica	N	ADJ;INDF;MASC;SG
川	kawakami	川	kawakam	PROPN	PROPN
清新	proaspat	清新	proaspa	N	
清新	proaspat	清新	proaspa	N	
寧	ningbo	寧	ningbo	PROPN	N;INDF;MASC;SG
憂鬱	melancolic	憂鬱	melancolic	N	ADV
憂鬱	sumbru	憂鬱	sumbru	N	ADJ;INDF;MASC;SG
憂鬱	sumbre	憂鬱	sumbru	N	ADJ;INDF;FEM;PL
吃	mananc	吃	mananc	V	
創始	fondarea	創始	fondare	V	N;DEF;FEM;SG
創始	fondator	創始	fondator	V	N;INDF;MASC;SG
詐騙	fraude	詐騙	fraudă	V	N;INDF;FEM;PL
詐騙	frauda	詐騙	fraudă	V	N;DEF;FEM;SG
詐騙	frauda	詐騙	fraudă	V	N;DEF;FEM;SG
詐騙	escrocherie	詐騙	escrocherie	V	N;INDF;FEM;SG
偷渡	contrabanda	偷渡	contrabandă	V	N;DEF;FEM;SG
偷渡	contrabanda	偷渡	contrabandă	V	N;DEF;FEM;SG
任用	numiri	任用	numire	V	N;INDF;FEM;PL
任用	programare	任用	programare	V	N;INDF;FEM;SG
任用	numire	任用	numire	V	N;INDF;FEM;SG
任用	numirea	任用	numire	V	N;DEF;FEM;SG
煙火	pirotehnice	煙火	pirotehnic	N	ADJ;INDF;FEM;PL
有序	ordonata	有序	ordonată	V	ADJ;DEF;FEM;SG
有序	infirmier	有序	infirmier	V	N;INDF;MASC;SG
反彈	backlash	反彈	backlash	V	N;INDF;MASC;SG
姿勢	pozeaza	姿勢	pozează	N	V;IND;SG;3;IPFV;FIN
離散	discrete	離散	discret	N	ADJ;INDF;FEM;PL
離散	discret	離散	discret	N	ADJ;INDF;MASC;SG
離散	discreta	離散	discreta	N	ADJ;DEF;FEM;SG
週	thu	週	thu	N	
週	joi	週	joi	N	
希伯	ebraica	希伯	ebraică	PROPN	N;DEF;FEM;SG
寶座	tron	寶座	tron	N	
高能	energic	高能	energic	N	ADV
高能	energica	高能	energica	N	ADJ;DEF;FEM;SG
招聘	recrutari	招聘	recrutar	V	ADJ;INDF;MASC;PL
招聘	recrutarea	招聘	recrutare	V	N;DEF;FEM;SG
招聘	recrutare	招聘	recrutare	V	N;INDF;FEM;SG
招聘	recrutari	招聘	recrutar	V	ADJ;INDF;MASC;PL
招聘	recrutarea	招聘	recrutare	V	N;DEF;FEM;SG
招聘	recrutare	招聘	recrutare	V	N;INDF;FEM;SG
招聘	angajare	招聘	angajare	V	N;INDF;FEM;SG
招聘	angajarea	招聘	angajare	V	N;DEF;FEM;SG
招聘	angajari	招聘	angajare	V	N;INDF;MASC;PL
加	accelerarea	加	accelerare	V	N;DEF;FEM;SG
加	accelerare	加	accelerare	V	N;INDF;FEM;SG
貝勒	belle	貝勒	belle	PROPN	N;INDF;MASC;SG
貝勒	baylor	貝勒	baylor	PROPN	PROPN
不平	inegalitatea	不平	inegalitate	ADJ	N;DEF;FEM;SG
開花	inflorire	開花	inflorire	V	N;INDF;FEM;SG
開花	bloom	開花	bloom	V	N;INDF;MASC;SG
化解	dezamorsarea	化解	dezamorsare	V	N;DEF;FEM;SG
廉價	zgarcit	廉價	zgarcit	N	ADJ;INDF;MASC;SG
廉價	ieftin	廉價	ieftin	N	ADV
廉價	ieftina	廉價	ieftină	N	ADJ;DEF;FEM;SG
空心	hollow	空心	hollow	N	PROPN
收養	adoptarea	收養	adoptare	V	N;DEF;FEM;SG
收養	adoptare	收養	adoptare	V	N;INDF;FEM;SG
桂林	guilin	桂林	guilin	PROPN	N;INDF;MASC;SG
叛逆	rebela	叛逆	rebela	N	ADJ;DEF;FEM;SG
快車	exprim	快車	exprima	N	V;IND;SG;1;PRS;FIN
快車	expres	快車	expres	N	ADV
快車	exprima	快車	exprima	N	V;IND;SG;3;IPFV;FIN
快車	exprima	快車	exprima	N	V;IND;SG;3;IPFV;FIN
重現	reaparitie	重現	reaparitie	V	N;INDF;FEM;SG
兩	amfibiu	兩	amfibiu	NUM	ADJ;INDF;MASC;SG
