اتھاہ	깊은	اتھاہ	깊+ㄴ		ADJ
آرادھن	경배	آرادھن	경배	PROPN;NOM;MASC;SG;3	
آرادھنا	기도	آرادھنا	기도	PROPN;NOM;MASC;SG;3	N
آراستگی	준비	آراستگی	준비	PROPN;NOM;MASC;SG;3	
آراستگی	장식	آراستگی	장식	PROPN;NOM;MASC;SG;3	N
آراستگی	편곡	آراستگی	편곡	PROPN;NOM;MASC;SG;3	N
آرام	위안	آرام	위안	ADJ	
آرام	위안부	آرام	위안부	ADJ	N
آرام	복구	آرام	복구	ADJ	N
آرام	회복	آرام	회복	ADJ	N
آرام	쉬어	آرام	쉬+어	ADJ	
آرام	휴식	آرام	휴식	ADJ	N
آرام	편의	آرام	편+의	ADJ	N
آرام	수면	آرام	수면	ADJ	N
آرام	위안	آرام	위안	ADJ	
آرام	위안부	آرام	위안부	ADJ	N
آرام	복구	آرام	복구	ADJ	N
آرام	회복	آرام	회복	ADJ	N
آرام	쉬어	آرام	쉬+어	ADJ	
آرام	휴식	آرام	휴식	ADJ	N
آرامی	아람어	آرامی	아람어	ADJ	
آرامیدہ	휴식	آرامیدہ	휴식	PROPN;NOM;MASC;SG;3	N
آرائش	드레싱	آرائش	드레싱	N;NOM;MASC;SG;3	
آرائش	드레싱	آرائش	드레싱	N;NOM;MASC;SG;3	
آرتِھک	재무	آرتِھک	재무	PROPN;NOM;MASC;SG;3	N
آرتِھک	금융	آرتِھک	금융	PROPN;NOM;MASC;SG;3	N
آرتِھک	경제	آرتِھک	경제	PROPN;NOM;MASC;SG;3	N
آرزو	믿음	آرزو	믿음	PROPN;NOM;MASC;SG;3	
آرزو	신념	آرزو	신념	PROPN;NOM;MASC;SG;3	N
آرزو	신앙	آرزو	신앙	PROPN;NOM;MASC;SG;3	N
آرزو	욕망	آرزو	욕망	PROPN;NOM;MASC;SG;3	
آرزو	욕구	آرزو	욕구	PROPN;NOM;MASC;SG;3	N
آرزو	욕망이	آرزو	욕망+이	PROPN;NOM;MASC;SG;3	
آرزو	러브	آرزو	러브	PROPN;NOM;MASC;SG;3	
آرزو	사랑	آرزو	사랑	PROPN;NOM;MASC;SG;3	N
آرزو	요청	آرزو	요청	PROPN;NOM;MASC;SG;3	N
آرزو	요청하기	آرزو	요청+하+기	PROPN;NOM;MASC;SG;3	V
آرزو	신뢰	آرزو	신뢰	PROPN;NOM;MASC;SG;3	
آرزو	신탁	آرزو	신탁	PROPN;NOM;MASC;SG;3	N
آرزو	기대	آرزو	기대	PROPN;NOM;MASC;SG;3	
آرزو	희망	آرزو	희망	PROPN;NOM;MASC;SG;3	N
آرزو	소원	آرزو	소원	PROPN;NOM;MASC;SG;3	
آرزو	믿음	آرزو	믿음	PROPN;NOM;MASC;SG;3	
آرزو	신념	آرزو	신념	PROPN;NOM;MASC;SG;3	N
آرزو	신앙	آرزو	신앙	PROPN;NOM;MASC;SG;3	N
آرزو	욕망	آرزو	욕망	PROPN;NOM;MASC;SG;3	
آرزو	욕구	آرزو	욕구	PROPN;NOM;MASC;SG;3	N
آرزو	욕망이	آرزو	욕망+이	PROPN;NOM;MASC;SG;3	
آرزو	러브	آرزو	러브	PROPN;NOM;MASC;SG;3	
آرزو	사랑	آرزو	사랑	PROPN;NOM;MASC;SG;3	N
آرزو	요청	آرزو	요청	PROPN;NOM;MASC;SG;3	N
آرزو	요청하기	آرزو	요청+하+기	PROPN;NOM;MASC;SG;3	V
آرزو	신뢰	آرزو	신뢰	PROPN;NOM;MASC;SG;3	
آرزو	신탁	آرزو	신탁	PROPN;NOM;MASC;SG;3	N
آرزو	기대	آرزو	기대	PROPN;NOM;MASC;SG;3	
آرزو	희망	آرزو	희망	PROPN;NOM;MASC;SG;3	N
آرزو	그리움	آرزو	그립움	PROPN;NOM;MASC;SG;3	
آرزو	소원	آرزو	소원	PROPN;NOM;MASC;SG;3	
آرزومندی	욕망	آرزومندی	욕망	PROPN;NOM;MASC;SG;3	
آرزومندی	욕구	آرزومندی	욕구	PROPN;NOM;MASC;SG;3	N
آرزومندی	욕망이	آرزومندی	욕망+이	PROPN;NOM;MASC;SG;3	
آرمبھ	오프닝	آرمبھ	오프닝	PROPN;NOM;MASC;SG;3	N
آرمبھ	개봉	آرمبھ	개봉	PROPN;NOM;MASC;SG;3	N
آرمیدگی	위안	آرمیدگی	위안	N;NOM;MASC;SG;3	
آرمیدہ	휴식	آرمیدہ	휴식	ADJ	N
آرِندہ	베어링	آرِندہ	베어링	ADJ	N
آرہ	쏘우	آرہ	쏘우	PROPN;NOM;MASC;SG;3	
آریہ	용감한	آریہ	용감+하+ㄴ	PROPN;NOM;MASC;SG;3	V
آریہ	아리아인	آریہ	아리아인	PROPN;NOM;MASC;SG;3	
آریہ	굵게	آریہ	굵+게	PROPN;NOM;MASC;SG;3	
آریہ	굵은	آریہ	굵+ㄴ	PROPN;NOM;MASC;SG;3	
آریہ	대담	آریہ	대담	PROPN;NOM;MASC;SG;3	N
آڑ	계략	آڑ	계략	N;NOM;MASC;SG;3	
آڑ	숨기기	آڑ	숨기+기	N;NOM;MASC;SG;3	V
آڑ	담장	آڑ	담장	N;NOM;MASC;SG;3	
آڑ	부끄러운	آڑ	부끄럽+ㄴ	N;NOM;MASC;SG;3	
آڑ	부끄러움	آڑ	부끄럽+ㅁ	N;NOM;MASC;SG;3	
آڑ	커버	آڑ	커버	N;NOM;MASC;SG;3	
آڑ	덮개	آڑ	덮개	N;NOM;MASC;SG;3	
آڑ	표지	آڑ	표지	N;NOM;MASC;SG;3	
آڑ	지지	آڑ	지+지	N;NOM;MASC;SG;3	
آڑ	계략	آڑ	계략	N;NOM;MASC;SG;3	
آڑ	숨기기	آڑ	숨기+기	N;NOM;MASC;SG;3	V
آڑ	담장	آڑ	담장	N;NOM;MASC;SG;3	
آڑ	부끄러운	آڑ	부끄럽+ㄴ	N;NOM;MASC;SG;3	
آڑ	부끄러움	آڑ	부끄럽+ㅁ	N;NOM;MASC;SG;3	
آڑ	커버	آڑ	커버	N;NOM;MASC;SG;3	
آڑ	덮개	آڑ	덮개	N;NOM;MASC;SG;3	
آڑ	표지	آڑ	표지	N;NOM;MASC;SG;3	
آڑ	스크린	آڑ	스크린	N;NOM;MASC;SG;3	
آڑ	지지	آڑ	지+지	N;NOM;MASC;SG;3	
آڑا	교차	آڑا	교차	PROPN;NOM;MASC;SG;3	
آڑا	십자	آڑا	십자	PROPN;NOM;MASC;SG;3	
آڑا	십자가	آڑا	십자가	PROPN;NOM;MASC;SG;3	N
آڑا	크로스	آڑا	크로스	PROPN;NOM;MASC;SG;3	
آڑا	대각선	آڑا	대각선	PROPN;NOM;MASC;SG;3	
آڑُو	복숭아	آڑُو	복숭아	PROPN;NOM;MASC;SG;3	
آڑُو	피치	آڑُو	피치	PROPN;NOM;MASC;SG;3	
آڑی	지지자	آڑی	지지자	PROPN;NOM;MASC;SG;3	
آڑی	서포터	آڑی	서포터	PROPN;NOM;MASC;SG;3	
آڑی	수비수	آڑی	수비수	PROPN;NOM;MASC;SG;3	N
آڑھت	에이전시	آڑھت	에이전시	PROPN;NOM;MASC;SG;3	N
آڑھت	대행사	آڑھت	대행사	PROPN;NOM;MASC;SG;3	N
آڑھت	대리점	آڑھت	대리점	PROPN;NOM;MASC;SG;3	N
آز	탐욕	آز	탐욕		N
آزمند	욕심쟁이	آزمند	욕심쟁+이	PROPN;NOM;MASC;SG;3	
آزمند	욕심	آزمند	욕심	PROPN;NOM;MASC;SG;3	
آزمند	탐욕	آزمند	탐욕	PROPN;NOM;MASC;SG;3	N
آزاد	free	آزاد	free	PROPN;NOM;MASC;SG;3	
آزاد	무료	آزاد	무료	PROPN;NOM;MASC;SG;3	
آزاد	자유	آزاد	자유	PROPN;NOM;MASC;SG;3	
آزاد	독립	آزاد	독립	PROPN;NOM;MASC;SG;3	N
آزاد	독립적	آزاد	독립+적	PROPN;NOM;MASC;SG;3	N
آزادانہ	자유롭게	آزادانہ	자유롭+게	ADJ	
آزادگی	리버티	آزادگی	리버티	PROPN;NOM;MASC;SG;3	
آزادہ	free	آزادہ	free	PROPN;NOM;MASC;SG;3	
آزادہ	무료	آزادہ	무료	PROPN;NOM;MASC;SG;3	
آزادہ	자유	آزادہ	자유	PROPN;NOM;MASC;SG;3	
آزادی	독립기념일	آزادی	독립+기념+이+ㄹ	N;NOM;MASC;SG;3	V
آزادی	자유	آزادی	자유	N;NOM;MASC;SG;3	
آزادی	프리덤	آزادی	프리덤	N;NOM;MASC;SG;3	
آزادی	독립기념일	آزادی	독립+기념+이+ㄹ	N;NOM;MASC;SG;3	V
آزار	부상	آزار	부상		N
آزاردہ	골치	آزاردہ	골치	ADJ	
آزُردہ	슬픔	آزُردہ	슬픔	ADJ	N
آزُردہ	슬픈	آزُردہ	슬프+ㄴ	ADJ	
آزُردہ	슬프다	آزُردہ	슬프다	ADJ	
آزُقہ	음식	آزُقہ	음식		N
آزُقہ	식량	آزُقہ	식량		N
آزُقہ	식품	آزُقہ	식품		N
آزمانا	테스트	آزما	테스트	V;SG;ACT	N
آزمانا	시험	آزما	시험	V;SG;ACT	N
آزمُودہ	입증	آزمُودہ	입증	ADJ	N
آزمُون	테스트	آزمُون	테스트	PROPN;NOM;MASC;SG;3	N
آزمُون	시험	آزمُون	시험	PROPN;NOM;MASC;SG;3	N
آزمُون	실험	آزمُون	실험	PROPN;NOM;MASC;SG;3	N
آزمُون	시위	آزمُون	시위	PROPN;NOM;MASC;SG;3	N
آزمُون	시연	آزمُون	시연	PROPN;NOM;MASC;SG;3	N
آزُوقہ	푸드	آزُوقہ	푸드	PROPN;NOM;MASC;SG;3	
آزُوقہ	음식	آزُوقہ	음식	PROPN;NOM;MASC;SG;3	N
آزُوقہ	식량	آزُوقہ	식량	PROPN;NOM;MASC;SG;3	N
آزُوقہ	식품	آزُوقہ	식품	PROPN;NOM;MASC;SG;3	N
آزُوقہ	조항	آزُوقہ	조항	PROPN;NOM;MASC;SG;3	N
آزُوقہ	생계	آزُوقہ	생계	PROPN;NOM;MASC;SG;3	
آزُوقہ	임금	آزُوقہ	임금	PROPN;NOM;MASC;SG;3	
آژنگ	접어	آژنگ	접+어	PROPN;NOM;MASC;SG;3	
آژنگ	fold	آژنگ	fold	PROPN;NOM;MASC;SG;3	
آژنگ	주름	آژنگ	주름	PROPN;NOM;MASC;SG;3	
آس	어린이들	آس	어린이+들		N
آس	자녀	آس	자녀		N
آس	어린이	آس	어린이		N
آس	아이들	آس	아이+들		N
آس	신념	آس	신념		N
آس	신앙	آس	신앙		N
آس	욕구	آس	욕구		N
آس	신탁	آس	신탁		N
آس	보호	آس	보호		N
آس	희망	آس	희망		N
آس	지원	آس	지원		N
آس	후원	آس	후원		N
آسا	욕망	آ	욕망	PROPN;NOM;MASC;SG;3	
آسا	욕구	آ	욕구	PROPN;NOM;MASC;SG;3	N
آسا	욕망이	آ	욕망+이	PROPN;NOM;MASC;SG;3	
آسامی	고용	آسامی	고용	PROPN;NOM;MASC;SG;3	N
آسان	편리하다	آسان	편리+하+다	ADJ	V
آسان	편리	آسان	편리	ADJ	
آسان	쉽게	آسان	쉽+게	ADJ	CONJ
آسان	편리하다	آسان	편리+하+다	ADJ	V
آسان	편리	آسان	편리	ADJ	
آسائش	위안	آسائش	위안	N;NOM;MASC;SG;3	
آستانہ	아스타나	آستانہ	아스타+나	PROPN;NOM;MASC;SG;3	PROPN
آستک	종교	آستک	종교	PROPN;NOM;MASC;SG;3	N
آستین	소매	آستین	소매	N;NOM;MASC;PL;3	
آسُر	악마	آسُر	악마	PROPN;NOM;MASC;SG;3	N
آسُر	괴물	آسُر	괴물	PROPN;NOM;MASC;SG;3	
آسُر	몬스터	آسُر	몬스터	PROPN;NOM;MASC;SG;3	
آسُر	괴물이	آسُر	괴물+이	PROPN;NOM;MASC;SG;3	N
آسرا	쉼터	آسرا	쉼터	N;NOM;MASC;SG;3	
آسرا	신뢰	آسرا	신뢰	N;NOM;MASC;SG;3	
آسرا	기대	آسرا	기대	N;NOM;MASC;SG;3	
آسرا	믿음	آسرا	믿음	N;NOM;MASC;SG;3	
آسرا	신뢰	آسرا	신뢰	N;NOM;MASC;SG;3	
آسکت	게으름	آسکت	게으름	PROPN;NOM;MASC;SG;3	
آسمان	스카이	آسمان	스카이	N;NOM;MASC;SG;3	
آسمان	제니스	آسمان	제니스	N;NOM;MASC;SG;3	
آسمان	천정	آسمان	천정	N;NOM;MASC;SG;3	
آسمان	지평선	آسمان	지평선	N;NOM;MASC;SG;3	
آسمان	호라이즌	آسمان	호라이즌	N;NOM;MASC;SG;3	
آسمان	스카이	آسمان	스카이	N;NOM;MASC;SG;3	
آسمان	천국	آسمان	천국	N;NOM;MASC;SG;3	
آسمان	제니스	آسمان	제니스	N;NOM;MASC;SG;3	
آسمان	천정	آسمان	천정	N;NOM;MASC;SG;3	
آسمان	지평선	آسمان	지평선	N;NOM;MASC;SG;3	
آسمان	호라이즌	آسمان	호라이즌	N;NOM;MASC;SG;3	
آسمانی	천구	آسمانی	천구	ADJ	N
آسمانی	윗쪽	آسمانی	윗쪽	ADJ	
آسمانی	상위	آسمانی	상위	ADJ	
آسن	자세	آسن	자세	PROPN;NOM;MASC;SG;3	N
آسن	융단	آسن	융단	PROPN;NOM;MASC;SG;3	
آسن	장소	آسن	장소	PROPN;NOM;MASC;SG;3	N
آسن	앉은	آسن	앉+ㄴ	PROPN;NOM;MASC;SG;3	
آسن	자세	آسن	자세	PROPN;NOM;MASC;SG;3	N
آسن	융단	آسن	융단	PROPN;NOM;MASC;SG;3	
آسن	좌석	آسن	좌석	PROPN;NOM;MASC;SG;3	N
آسن	자리	آسن	자리	PROPN;NOM;MASC;SG;3	
آسن	장소	آسن	장소	PROPN;NOM;MASC;SG;3	N
آسن	앉은	آسن	앉+ㄴ	PROPN;NOM;MASC;SG;3	
آسُودگی	만족	آسُودگی	만족	PROPN;NOM;MASC;SG;3	
آسُودگی	번영	آسُودگی	번영	PROPN;NOM;MASC;SG;3	
آسُودگی	피스	آسُودگی	피스	PROPN;NOM;MASC;SG;3	
آسُودگی	peace	آسُودگی	peace	PROPN;NOM;MASC;SG;3	
آسُودگی	평화	آسُودگی	평화	PROPN;NOM;MASC;SG;3	N
آسُودگی	평온	آسُودگی	평온	PROPN;NOM;MASC;SG;3	
آسُودہ	부자	آسُودہ	부자	PROPN;NOM;MASC;SG;3	
آسُودہ	만족	آسُودہ	만족	PROPN;NOM;MASC;SG;3	
آسی	희망	آسی	희망	PROPN;NOM;MASC;SG;3	N
آسی	슬픔	آسی	슬픔	PROPN;NOM;MASC;SG;3	N
آسی	슬픈	آسی	슬프+ㄴ	PROPN;NOM;MASC;SG;3	
آسی	슬프다	آسی	슬프다	PROPN;NOM;MASC;SG;3	
آسیب	질환	آسیب	질환	PROPN;NOM;MASC;SG;3	N
آسیب	질병	آسیب	질병	PROPN;NOM;MASC;SG;3	N
آسیب	광기	آسیب	광기	PROPN;NOM;MASC;SG;3	N
آسیب	악마	آسیب	악마	PROPN;NOM;MASC;SG;3	N
آسیمہ	분실	آسیمہ	분실	PROPN;NOM;MASC;SG;3	N
آسیمہ	로스트	آسیمہ	로스트	PROPN;NOM;MASC;SG;3	
آسیمہ	잃어버린	آسیمہ	잃+어+버리+ㄴ	PROPN;NOM;MASC;SG;3	V
آشا	욕망	آشا	욕망	PROPN;NOM;MASC;SG;3	
آشا	욕구	آشا	욕구	PROPN;NOM;MASC;SG;3	N
آشا	욕망이	آشا	욕망+이	PROPN;NOM;MASC;SG;3	
آشا	기대	آشا	기대	PROPN;NOM;MASC;SG;3	
آشا	희망	آشا	희망	PROPN;NOM;MASC;SG;3	N
آشا	그리움	آشا	그립움	PROPN;NOM;MASC;SG;3	
آشا	소원	آشا	소원	PROPN;NOM;MASC;SG;3	
آشا	신뢰	آشا	신뢰	PROPN;NOM;MASC;SG;3	
آشا	자신감	آشا	자신감	PROPN;NOM;MASC;SG;3	N
آشامی	음주	آشامی	음주	ADJ	
آشامی	마시기	آشامی	말+시+기	ADJ	
آشتی	피스	آشتی	피스	ADJ	
آشتی	peace	آشتی	peace	ADJ	
آشتی	평화	آشتی	평화	ADJ	N
آشتی	화해	آشتی	화하+어	ADJ	
آشتی	연주회	آشتی	연주회	ADJ	N
آشتی	콘서트	آشتی	콘서트	ADJ	N
آشچریہ	원더	آشچریہ	원더	PROPN;NOM;MASC;SG;3	
آشچریہ	궁금해	آشچریہ	궁금+하+어	PROPN;NOM;MASC;SG;3	V
آشُفتگی	광기	آشُفتگی	광기	PROPN;NOM;MASC;SG;3	N
آشُفتگی	광기	آشُفتگی	광기	PROPN;NOM;MASC;SG;3	N
آشُفتہ	mad	آشُفتہ	mad	PROPN;NOM;MASC;SG;3	
آشُفتہ	집착	آشُفتہ	집착	PROPN;NOM;MASC;SG;3	N
آشُفتہ	혼란	آشُفتہ	혼란	PROPN;NOM;MASC;SG;3	N
آشکار	알려진	آشکار	알리+어+지+ㄴ	ADJ	V
آشکار	표시	آشکار	표시	ADJ	
آشکار	표시됨	آشکار	표시+되+ㄴ	ADJ	V
آشکار	겉보기	آشکار	겉보기	ADJ	N
آشکار	지우기	آشکار	지우+기	ADJ	V
آشکار	지우	آشکار	지우	ADJ	
آشکار	맑음	آشکار	맑음	ADJ	
آشکار	알려진	آشکار	알리+어+지+ㄴ	ADJ	V
آشکار	표시	آشکار	표시	ADJ	
آشکار	표시됨	آشکار	표시+되+ㄴ	ADJ	V
آشکار	겉보기	آشکار	겉보기	ADJ	N
آشکار	지우기	آشکار	지우+기	ADJ	V
آشکار	지우	آشکار	지우	ADJ	
آشکار	맑음	آشکار	맑음	ADJ	
آشمال	하인	آشمال	하+이+ㄴ	N	
آشنا	친구	آشنا	친구	ADJ	N
آشنا	동반자	آشنا	동반자	ADJ	
آشنا	동행자	آشنا	동행자	ADJ	
آشنائی	우정	آشنائی	우정	ADJ	N
آشوب	공포	آشوب	공포		N
آشوب	공포증	آشوب	공포증		N
آشوب	염증	آشوب	염증		N
آشُوری	아시리아	آشُوری	아시리아	PROPN;NOM;MASC;SG;3	PROPN
آشُوری	아시리아인	آشُوری	아시리아인	PROPN;NOM;MASC;SG;3	
آشیاں	집에	آشیاں	집+에	N;NOM;MASC;PL;3	ADV
آشیاں	고향	آشیاں	고향	N;NOM;MASC;PL;3	
آشیاں	집으로	آشیاں	집+으로	N;NOM;MASC;PL;3	ADV
آشیاں	가정	آشیاں	가정	N;NOM;MASC;PL;3	
آشِیرباد	축복	آشِیرباد	축복	PROPN;NOM;MASC;SG;3	
آشِیرباد	축복이	آشِیرباد	축복+이	PROPN;NOM;MASC;SG;3	N
آشِیرباد	인사	آشِیرباد	인사	PROPN;NOM;MASC;SG;3	N
آشِیرباد	인사말	آشِیرباد	인사+말	PROPN;NOM;MASC;SG;3	
آغا	sir	آغا	sir	PROPN;NOM;MASC;SG;3	
آغا	선생님	آغا	선생님	PROPN;NOM;MASC;SG;3	
آغا	마스터스	آغا	마스터스	PROPN;NOM;MASC;SG;3	N
آغا	마스터	آغا	마스터	PROPN;NOM;MASC;SG;3	
آغا	리더	آغا	리더	PROPN;NOM;MASC;SG;3	
آغا	지도자	آغا	지도자	PROPN;NOM;MASC;SG;3	N
آغا	통치자	آغا	통치자	PROPN;NOM;MASC;SG;3	N
آغاز	시작하기	آغاز	시작+하+기	N;NOM;MASC;SG;3	V
آغاز	시작하기	آغاز	시작+하+기	N;NOM;MASC;SG;3	V
آغوش	측면	آغوش	측면	N;NOM;MASC;SG;3	
آغوش	사이드	آغوش	사이드	N;NOM;MASC;SG;3	
آغوش	무릎	آغوش	무릎	N;NOM;MASC;SG;3	
آغوش	어사일럼	آغوش	어사+이+었+던	N;NOM;MASC;SG;3	ADV
آفاقی	전세계	آفاقی	전세계	ADJ	
آفاقی	코스모폴리탄	آفاقی	코스모폴리탄	ADJ	
آفاقی	글로벌	آفاقی	글로벌	ADJ	
آفاقی	전역	آفاقی	전역	ADJ	N
آفاقی	전세계	آفاقی	전세계	ADJ	
آفاقی	코스모폴리탄	آفاقی	코스모폴리탄	ADJ	
آفاقی	글로벌	آفاقی	글로벌	ADJ	
آفاقی	전역	آفاقی	전역	ADJ	N
آفت	잡음	آفت	잡음	N;NOM;FEM;SG;3	
آفت	장난꾸러기	آفت	장난+끼대기	N;NOM;FEM;SG;3	
آفت	불행	آفت	불행	N;NOM;FEM;SG;3	
آفت	난이도	آفت	난이+도	N;NOM;FEM;SG;3	ADV
آفت	어려움	آفت	어렵+ㅁ	N;NOM;FEM;SG;3	V
آفت	불행	آفت	불행	N;NOM;FEM;SG;3	
آفت	misery	آفت	misery	N;NOM;FEM;SG;3	
آفت	재앙	آفت	재앙	N;NOM;FEM;SG;3	
آفتاب	와인	آفتاب	와인	N;NOM;MASC;SG;3	
آفتاب	포도주	آفتاب	포도주	N;NOM;MASC;SG;3	
آفتابہ	분지	آفتابہ	분지	ADJ	
آفتابی	황색	آفتابی	황색	ADJ	N
آفتابی	노랑색	آفتابی	노랑색	ADJ	N
آفتابی	노란색	آفتابی	노란색	ADJ	
آفتابی	노랑	آفتابی	노랑	ADJ	
آفتابی	태양광	آفتابی	태양광	ADJ	N
آفتابی	태양	آفتابی	태양	ADJ	N
آفریدہ	생명체	آفریدہ	생명체	PROPN;NOM;MASC;SG;3	N
آفریدہ	생물	آفریدہ	생물	PROPN;NOM;MASC;SG;3	N
آفریدہ	생성	آفریدہ	생성	PROPN;NOM;MASC;SG;3	N
آفریدہ	만들었습니다	آفریدہ	만들+었+습니다	PROPN;NOM;MASC;SG;3	V
آفریدہ	잉태	آفریدہ	잉태	PROPN;NOM;MASC;SG;3	
آفریں	환호	آفر	환호	N;NOM;MASC;PL;3	
آفریں	칭찬	آفر	칭찬	N;NOM;MASC;PL;3	
آفریں	찬미	آفر	찬미	N;NOM;MASC;PL;3	
آفندی	마스터스	آفندی	마스터스	PROPN;NOM;MASC;SG;3	N
آفندی	마스터	آفندی	마스터	PROPN;NOM;MASC;SG;3	
آفندی	주님	آفندی	주님	PROPN;NOM;MASC;SG;3	
آقا	소유자	آقا	소유자		N
آقا	마스터스	آقا	마스터스		N
آقا	소유자	آقا	소유자		N
آقا	직장	آقا	직장		N
آقا	마스터스	آقا	마스터스		N
آقائی	지도력	آقائی	지도력	PROPN;NOM;MASC;SG;3	N
آقائی	리더십	آقائی	리더십	PROPN;NOM;MASC;SG;3	
آقائی	정부	آقائی	정부	PROPN;NOM;MASC;SG;3	N
آکار	형식	آکار	형식	PROPN;NOM;MASC;SG;3	
آکار	형태	آکار	형태	PROPN;NOM;MASC;SG;3	N
آکار	양식	آکار	양식	PROPN;NOM;MASC;SG;3	N
آکار	초상화	آکار	초상화	PROPN;NOM;MASC;SG;3	N
آکار	세로	آکار	세+로	PROPN;NOM;MASC;SG;3	
آکار	인물	آکار	인물	PROPN;NOM;MASC;SG;3	N
آکار	그림	آکار	그림	PROPN;NOM;MASC;SG;3	N
آکار	make	آکار	make	PROPN;NOM;MASC;SG;3	
آکار	표정	آکار	표정	PROPN;NOM;MASC;SG;3	N
آکار	그림	آکار	그림	PROPN;NOM;MASC;SG;3	N
آکار	이미지	آکار	이미지	PROPN;NOM;MASC;SG;3	
آکار	동상	آکار	동상	PROPN;NOM;MASC;SG;3	N
آکار	여신상	آکار	여신상	PROPN;NOM;MASC;SG;3	
آکار	조각상	آکار	조각상	PROPN;NOM;MASC;SG;3	N
آکار	외모	آکار	외모	PROPN;NOM;MASC;SG;3	N
آکار	모양	آکار	모양	PROPN;NOM;MASC;SG;3	N
آکار	출연	آکار	출연	PROPN;NOM;MASC;SG;3	N
آکاش	하늘	آکاش	하늘		N
آگ	욕망	آگ	욕망	N;NOM;FEM;SG;3	
آگ	블레이즈	آگ	블레이즈	N;NOM;FEM;SG;3	
آگ	불꽃	آگ	불꽃	N;NOM;FEM;SG;3	
آگ	미움	آگ	미움	N;NOM;FEM;SG;3	
آگ	열정적인	آگ	열정+적+이+ㄴ	N;NOM;FEM;SG;3	V
آگ	싸움	آگ	싸움	N;NOM;FEM;SG;3	
آگا	이마	آگا	이마	N;NOM;MASC;SG;3	
آگار	하우스	آگار	하우스	PROPN;NOM;MASC;SG;3	
آگار	거주	آگار	거주	PROPN;NOM;MASC;SG;3	N
آگاہی	인사이트	آگاہی	인사+이트	N;NOM;MASC;SG;3	
آگاہی	인지도	آگاہی	인지+도	N;NOM;MASC;SG;3	
آگاہی	인사이트	آگاہی	인사+이트	N;NOM;MASC;SG;3	
آگر	채워진	آگر	채우+어+지+ㄴ		V
آگرہ	그립	آگرہ	그립	PROPN;NOM;MASC;SG;3	N
آگرہ	파워	آگرہ	파우+어	PROPN;NOM;MASC;SG;3	
آگرہ	전력	آگرہ	전력	PROPN;NOM;MASC;SG;3	N
آگرہ	권력	آگرہ	권력	PROPN;NOM;MASC;SG;3	N
آگرہ	체력	آگرہ	체력	PROPN;NOM;MASC;SG;3	N
آگم	입구	آگم	입구		N
آگم	동부	آگم	동부		N
آگم	입국	آگم	입국		N
آگم	도착	آگم	도착		N
آگم	출시	آگم	출시		N
آگم	coming	آگم	coming		
آگم	문서로	آگم	문서+로		ADV
آگم	문서	آگم	문서		N
آگم	습득	آگم	습득		N
آگم	획득	آگم	획득		N
آگم	수집	آگم	수집		N
آگمن	외모	آگمن	외모	PROPN;NOM;MASC;SG;3	N
آگمن	모양	آگمن	모양	PROPN;NOM;MASC;SG;3	N
آگمن	출연	آگمن	출연	PROPN;NOM;MASC;SG;3	N
آگمن	출시	آگمن	출시	PROPN;NOM;MASC;SG;3	N
آگمن	coming	آگمن	coming	PROPN;NOM;MASC;SG;3	
آگندہ	가득	آگندہ	가득	PROPN;NOM;MASC;SG;3	ADV
آگندہ	더러운	آگندہ	더럽+ㄴ	PROPN;NOM;MASC;SG;3	
آگندہ	더러운	آگندہ	더럽+ㄴ	PROPN;NOM;MASC;SG;3	
آگہی	인지도	آگہی	인지+도	N;NOM;MASC;SG;3	
آگے	근처	آگے	근처	ADV;NOM;MASC;SG;3	
آگے	비욘드	آگے	비욘드	ADV;NOM;MASC;SG;3	
آگے	반대편	آگے	반대편	ADV;NOM;MASC;SG;3	
آگے	반대	آگے	반대	ADV;NOM;MASC;SG;3	N
آگے	ahead	آگے	ahead	ADV;NOM;MASC;SG;3	
آگے	닫기	آگے	닫+기	ADV;NOM;MASC;SG;3	
آگے	닫습니다	آگے	닫+습니다	ADV;NOM;MASC;SG;3	
آگے	닫아	آگے	닫+아	ADV;NOM;MASC;SG;3	V
آگے	내세	آگے	내세	ADV;NOM;MASC;SG;3	
آگے	근처	آگے	근처	ADV;NOM;MASC;SG;3	
آگے	비욘드	آگے	비욘드	ADV;NOM;MASC;SG;3	
آگے	이전	آگے	이전	ADV;NOM;MASC;SG;3	N
آگے	반대편	آگے	반대편	ADV;NOM;MASC;SG;3	
آگے	반대	آگے	반대	ADV;NOM;MASC;SG;3	N
آگے	ahead	آگے	ahead	ADV;NOM;MASC;SG;3	
آگے	닫기	آگے	닫+기	ADV;NOM;MASC;SG;3	
آگے	닫습니다	آگے	닫+습니다	ADV;NOM;MASC;SG;3	
آگے	닫아	آگے	닫+아	ADV;NOM;MASC;SG;3	V
آگے	내세	آگے	내세	ADV;NOM;MASC;SG;3	
آگّیا	순서	آگّیا	순서	PROPN;NOM;MASC;SG;3	N
آگّیا	주문	آگّیا	주문	PROPN;NOM;MASC;SG;3	N
آگّیا	권한	آگّیا	권+하+ㄴ	PROPN;NOM;MASC;SG;3	
آگّیا	허가	آگّیا	허+가	PROPN;NOM;MASC;SG;3	N
آگّیا	허락	آگّیا	허락	PROPN;NOM;MASC;SG;3	
آگّیا	커맨드	آگّیا	커맨드	PROPN;NOM;MASC;SG;3	
