žagatas	sroki	žagata	srok	N;NOM;FEM;PL	
izcili	wybitny	izcils	wybitny	ADV	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
izcili	doskonała	izcils	doskonały	ADV	ADJ;NOM;FEM;SG
apvienotais	połączone	apvienot	połączyć	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
apvienotais	połączona	apvienot	połączyć	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
apvienotais	łączone	apvienot	łączyć	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
līknes	krzywe	līkne	krzywy	N;NOM;FEM;PL	
joahims	joachim	joahims	joachić	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
konfederāciju	konfederacji	konfederācija	konfederacja	N;ACC;FEM;SG	N;GEN;FEM;SG
konfederāciju	konfederacja	konfederācija	konfederacja	N;ACC;FEM;SG	N;NOM;FEM;SG
salīdzināt	porównanie	salīdzināt	porównać	V;POS;NFIN	N;NOM;NEUT;SG
tiesneši	sędziów	tiesnesis	sędzia	N;NOM;MASC;PL	N;ACC;MASC;PL
rex	rex	rex	rex		N;NOM;MASC;SG
aģents	agencie	aģents	agencie	N;NOM;MASC;SG	N;VOC;MASC;SG
romans	rzymski	romans	rzymski	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
romans	roman	romans	roman	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
romans	rzymskie	romans	rzymski	PROPN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
elektriskais	electric	elektrisks	electric	ADJ;NOM;MASC;SG	
ieee	ieee	ieee	ieee	N	
palīdzot	pomaganie	palīdzēt	pomagać	V;V.CVB	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
atpazīt	rozpoznawalny	atpazīt	rozpoznawalny	V;POS;NFIN	ADJ;NOM;MASC;SG
made	wykonane	made	wykonać		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
made	made	made	mada		
made	zrobione	made	zrobić		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uzrakstīts	napisane	uzrakstīt	napisać	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uzrakstīts	pisemne	uzrakstīt	pisemny	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
uzrakstīts	zapisane	uzrakstīt	zapisać	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
taisnstūra	prostokątne	taisnstūris	prostokątny	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
deklarācijas	zgłoszenia	deklarācija	zgłosić	N;NOM;FEM;PL	N;NOM;NEUT;SG
deklarācijas	oświadczenia	deklarācija	oświadczenie	N;NOM;FEM;PL	N;NOM;NEUT;SG
ūdenskritums	wodospadu	ūdenskritums	wodospad	N;NOM;MASC;SG	N;GEN;MASC;SG
personība	tożsamości	personība	tożsamość	N;NOM;FEM;SG	N;GEN;FEM;SG
personība	tożsamość	personība	tożsamość	N;NOM;FEM;SG	N;ACC;FEM;SG
personība	osobowości	personība	osobowość	N;NOM;FEM;SG	N;GEN;FEM;SG
intensīva	intensywnie	intensīva	intensywnie	ADJ;NOM;FEM;SG	ADV
maņu	sensorycznej	maņa	sensoryczny	N;ACC;FEM;SG	ADJ;GEN;FEM;SG
pēcnācējiem	potomstwa	pēcnācējs	potomstwo	N;DAT;MASC;PL	
pēcnācējiem	potomek	pēcnācējs	potomek	N;DAT;MASC;PL	N;NOM;MASC;SG
pēcnācējiem	potomstwo	pēcnācējs	potomstwo	N;DAT;MASC;PL	N;NOM;NEUT;SG
ērti	wygodna	ērti	wygodny	ADV	ADJ;NOM;FEM;SG
ērti	wygodne	ērti	wygodny	ADV	ADJ;NOM;NEUT;SG
ērti	wygodny	ērti	wygodny	ADV	ADJ;NOM;MASC;SG
ērti	wygodny	ērti	wygodny	ADV	ADJ;NOM;MASC;SG
ērti	komfortowe	ērti	komfortowy	ADV	ADJ;NOM;NEUT;SG
ērti	wygodne	ērti	wygodny	ADV	ADJ;NOM;NEUT;SG
ērti	wygodna	ērti	wygodny	ADV	ADJ;NOM;FEM;SG
amsterdamas	amsterdam	amstert	amsterdam	V;NOM;FEM;V.CVB	N;NOM;MASC;SG
modifikācija	modyfikacje	modifikācija	modyfikacja	N;NOM;FEM;SG	N;NOM;FEM;PL
modifikācija	modyfikacji	modifikācija	modyfikacja	N;NOM;FEM;SG	N;GEN;FEM;SG
gudrības	mądrości	gudrība	mądrość	N;NOM;FEM;PL	N;GEN;FEM;SG
gudrības	mądrość	gudrība	mądrość	N;NOM;FEM;PL	N;NOM;FEM;SG
mute	mouth	mute	mouth	N;NOM;FEM;SG	
mute	usta	mute	usta	N;NOM;FEM;SG	N;NOM;NEUT;PL
ziemeļi	północnej	ziemelis	północny	N;NOM;MASC;PL	ADJ;GEN;FEM;SG
ziemeļi	północ	ziemelis	północ	N;NOM;MASC;PL	N;NOM;FEM;SG
ziemeļi	north	ziemelis	north	N;NOM;MASC;PL	
sarkani	czerwień	sarkans	czerwień	ADJ;NOM;MASC;PL	
sarkani	czerwony	sarkans	czerwony	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
sarkani	czerwona	sarkans	czerwony	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
sarkani	czerwone	sarkans	czerwony	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
optisko	optyczne	optiska	optyczny	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
optisko	optyczny	optiska	optyczny	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
sauss	pralnia	sauss	pralniać	ADJ;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
sauss	sucha	sauss	suchy	ADJ;NOM;MASC;SG	
sauss	suche	sauss	suchy	ADJ;NOM;MASC;SG	
sauss	sucho	sauss	sucho	ADJ;NOM;MASC;SG	
noliktava	magazynie	noliktava	magazyn	N;NOM;FEM;SG	N;DAT;MASC;SG
sazināties	kontakt	sazināties	kontakt	V;POS;REFL;NFIN	N;NOM;MASC;SG
sazināties	kontakty	sazināties	kontakt	V;POS;REFL;NFIN	N;NOM;MASC;PL
praksi	praktyce	prakse	praktyka	N;ACC;FEM;SG	N;GEN;FEM;SG
praksi	trening	prakse	trening	N;ACC;FEM;SG	N;NOM;MASC;SG
praksi	praktyki	prakse	praktyka	N;ACC;FEM;SG	N;ACC;FEM;PL
praksi	ćwiczenia	prakse	ćwiczenie	N;ACC;FEM;SG	N;NOM;NEUT;PL
praksi	praktyka	prakse	praktyka	N;ACC;FEM;SG	N;NOM;FEM;SG
nodoklis	obowiązki	nodoklis	obowiązek	N;NOM;MASC;SG	N;NOM;MASC;PL
nodoklis	cło	nodoklis	cło	N;NOM;MASC;SG	
nodoklis	podatki	nodoklis	podatek	N;NOM;MASC;SG	N;NOM;MASC;PL
nodoklis	podatek	nodoklis	podatek	N;NOM;MASC;SG	N;ACC;MASC;SG
dobumu	ubytków	dobums	ubytek	N;ACC;MASC;SG	N;GEN;MASC;PL
alvis	alvis	alvis	alvis	N;NOM;MASC;SG	
kandidatūru	kandydatury	kandidatūra	kandydatura	N;ACC;FEM;SG	N;GEN;FEM;SG
hop	hop	hop	hop		
dāma	królowej	dāma	królowa	N;NOM;FEM;SG	N;GEN;FEM;SG
dāma	queen	dāma	queen	N;NOM;FEM;SG	
dāma	królowo	dāma	królowa	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
dāma	królową	dāma	królowa	N;NOM;FEM;SG	N;INS;FEM;SG
dāma	dama	dāma	dam	N;NOM;FEM;SG	
ražotāji	producentów	ražotājs	producent	N;NOM;MASC;PL	N;ACC;MASC;PL
ražotāji	producentom	ražotājs	producent	N;NOM;MASC;PL	N;DAT;MASC;PL
ražotāji	wytwórców	ražotājs	wytwórca	N;NOM;MASC;PL	N;GEN;MASC;PL
ražotāji	producentów	ražotājs	producent	N;NOM;MASC;PL	N;ACC;MASC;PL
ražotāji	wytwórcy	ražotājs	wytwórca	N;NOM;MASC;PL	N;NOM;MASC;SG
solis	step	solis	step	N;NOM;MASC;SG	
iedzīvotājs	rezydenta	iedzīvotājs	rezydent	N;NOM;MASC;SG	N;ACC;MASC;SG
vērts	warto	vērts	warto	ADJ;NOM;MASC;SG	V;IND;PRS;FIN
vērts	warte	vērts	warty	ADJ;NOM;MASC;SG	
vērts	worth	vērts	worth	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
vērts	warta	vērts	warta	ADJ;NOM;MASC;SG	
vērts	wart	vērts	wart	ADJ;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kuģniecības	wysyłki	kuģniecība	wysyłek	N;NOM;FEM;PL	N;ACC;FEM;SG
vakuuma	próżni	vakuums	próżnia	N;NOM;MASC;SG	N;GEN;FEM;SG
hipotēzi	hipoteza	hipotēze	hipoteza	N;ACC;FEM;SG	N;NOM;FEM;SG
apvienojas	łączenie	apvienoties	łączenie	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
apvienojas	łączenie	apvienoties	łączenie	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
palikusi	lewy	palikt	lewy	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
palikusi	lewo	palikt	lewo	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	
apsūdzēja	oskarżony	apsūdzēt	oskarżyć	V;FH;IND;3;POS;PST;FIN;ACT	
apsūdzēja	oskarżonych	apsūdzēt	oskarżony	V;FH;IND;3;POS;PST;FIN;ACT	N;ACC;MASC;PL
apsūdzēja	oskarżeni	apsūdzēt	oskarżyć	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;PL
apsūdzēja	oskarżona	apsūdzēt	oskarżyć	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;FEM;SG
florida	florydy	floridāt	floryda	PROPN;NOM;FEM;SG	
florida	floryda	floridāt	floryd	PROPN;NOM;FEM;SG	
matricas	macierz	matrica	macierz	N;NOM;FEM;PL	N;NOM;FEM;SG
matricas	matrix	matrica	matrix	N;NOM;FEM;PL	
matricas	matrycy	matrica	matryk	N;NOM;FEM;PL	N;GEN;FEM;SG
kopenhāgenā	kopenhagi	kopenhāgens	kopenhag	N;ESS;MASC;SG	
kopenhāgenā	kopenhadze	kopenhāgens	kopenhadz	N;ESS;MASC;SG	PROPN;DAT;MASC;SG
visilgāk	najdłuższy	lgt	doły	ADV;RL	ADJ;NOM;CMPR;MASC;SG
luhanskas	ługańsk	luhanska	ługański	PROPN;NOM;FEM;SG	
izīrēts	wynajęty	izīrēt	wynająć	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
kaķiem	kotów	kaķis	kot	N;DAT;MASC;PL	N;ACC;MASC;PL
kaķiem	kotki	kaķis	kotka	N;DAT;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
kaķiem	koty	kaķis	kot	N;DAT;MASC;PL	N;NOM;MASC;PL
ieviešana	realizacji	ieviešana	realizacja	N;NOM;FEM;SG	N;GEN;FEM;SG
sasniegumu	osiągnięcie	sasniegums	osiągnięcie	N;ACC;MASC;SG	N;NOM;NEUT;SG
sasniegumu	osiągnięcia	sasniegums	osiągnięcie	N;ACC;MASC;SG	N;NOM;NEUT;SG
sasniegumu	osiąganie	sasniegums	osiągać	N;ACC;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
uzskaitītas	wymienionych	uzskaitīt	wymienić	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
uzskaitītas	wymienione	uzskaitīt	wymienić	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nigērijas	nigerii	nigērija	nigeria	PROPN;NOM;FEM;PL	
profesore	profesorze	profesore	profesor	N;NOM;FEM;SG	N;VOC;MASC;SG
iecirknis	przedziale	iecirknis	przedział	N;NOM;MASC;SG	N;INS;MASC;SG
tcp	tcp	tcp	ten	N	
muti	mouth	mute	mouth	N;ACC;FEM;SG	
muti	usta	mute	usta	N;ACC;FEM;SG	N;NOM;NEUT;PL
muti	gęba	mute	gęba	N;ACC;FEM;SG	N;NOM;FEM;SG
gmbh	gmbh	gmbh	gmbh		V;PFV;IMP;SG;2;FIN;ACT
agrākā	najwcześniej	agra	mośno	ADJ;NOM;CMPR;FEM;SG	ADV;RL
fails	plik	fails	plik	N;NOM;MASC;SG	N;ACC;MASC;SG
fails	pliku	fails	plik	N;NOM;MASC;SG	N;GEN;MASC;SG
redakcijas	wersji	redakcija	wersja	N;NOM;FEM;PL	N;GEN;FEM;SG
redakcijas	wersjach	redakcija	wersja	N;NOM;FEM;PL	N;DAT;FEM;PL
copa	copa	copa	copa		PROPN;NOM;MASC;SG
solaris	solaris	solaris	solaris	N;NOM;MASC;SG	
obama	obamy	obama	oba	PROPN;NOM;FEM;SG	
obama	obama	obama	oba	PROPN;NOM;FEM;SG	
apdares	kończy	apdare	kończyć	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
organizētas	zorganizowana	organizēt	zorganizować	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
organizētas	organizowane	organizēt	organizować	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizētas	zorganizowane	organizēt	zorganizować	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizētas	zorganizowany	organizēt	zorganizować	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
spuras	płetwy	spura	płetwa	N;NOM;FEM;PL	
marie	marie	mars	mara		PROPN;NOM;FEM;SG
lībekas	lübeck	lībeka	lübeck	PROPN;NOM;FEM;SG	
īzaks	isaac	īzaks	isaac	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
dārzos	ogrody	dārzs	ogród	N;ESS;MASC;PL	N;NOM;MASC;PL
dārzos	ogrodów	dārzs	ogród	N;ESS;MASC;PL	N;GEN;MASC;PL
veicinātu	foster	veicināt	foster	V;COND;POS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
veicinātu	promowanie	veicināt	promować	V;COND;POS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pelēkas	siwy	pelēka	siwa	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
pelēkas	szary	pelēka	szary	ADJ;NOM;FEM;PL	
pelēkas	szara	pelēka	szara	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
pelēkas	szare	pelēka	szary	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pelēkas	grey	pelēka	grać	ADJ;NOM;FEM;PL	
pērkons	grom	pērkons	groć	N;NOM;MASC;SG	
pērkons	piorun	pērkons	piorun	N;NOM;MASC;SG	
inspektors	inspektorze	inspektors	inspektor	N;NOM;MASC;SG	
olimpiskajā	olimpijski	olimpiska	olimpijski	ADJ;ESS;FEM;SG	ADJ;NOM;MASC;SG
olimpiskajā	olympic	olimpiska	olympic	ADJ;ESS;FEM;SG	
olimpiskajā	olimpijskie	olimpiska	olimpijski	ADJ;ESS;FEM;SG	ADJ;NOM;NEUT;SG
luters	luther	luters	luther	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
vāgners	wagner	vāgners	wagner	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
kursos	kursy	kurss	kurs	N;ESS;MASC;PL	N;NOM;MASC;PL
tuksnesis	pustyni	tuksnesis	pustynia	N;NOM;MASC;SG	
tuksnesis	pustynia	tuksnesis	pustynia	N;NOM;MASC;SG	
atzīti	uznane	atzīt	uznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atzīti	uznawane	atzīt	uznawać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atzīti	uznany	atzīt	uznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atzīti	uznana	atzīt	uznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atzīti	rozpoznał	atzīt	rozpoznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
atzīti	uznany	atzīt	uznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atzīti	uznawane	atzīt	uznawać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atzīti	uznane	atzīt	uznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atzīti	uznana	atzīt	uznać	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
teritoriālais	terytorialnej	teritoriāls	terytorialny	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
dziļš	głęboko	dziļš	głęboko	ADJ;NOM;MASC;SG	ADV
dziļš	deep	dziļš	deep	ADJ;NOM;MASC;SG	
žaunu	gill	žauna	gill	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
dana	dany	dans	dana	PROPN;NOM;FEM;SG	
dana	dana	dans	dana	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
dārziņš	ogrodu	dārziņš	ogród	N;NOM;MASC;SG	N;GEN;MASC;SG
dārziņš	ogrodzie	dārziņš	ogród	N;NOM;MASC;SG	N;DAT;MASC;SG
silvija	sylwia	silvija	sylwia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
silvija	silvia	silvija	silvia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
silvija	sylwia	silvija	sylwia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
izpildītāji	wykonawców	izpildītājs	wykonawca	N;NOM;MASC;PL	N;ACC;MASC;PL
izpildītāji	artystów	izpildītājs	artysta	N;NOM;MASC;PL	N;ACC;MASC;PL
pavlovs	pawłow	pavlovs	pawłowa	PROPN;NOM;MASC;SG	
sausā	pralnia	sausa	pralniać	ADJ;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
sausā	sucha	sausa	suchy	ADJ;NOM;FEM;SG	
sausā	suche	sausa	suchy	ADJ;NOM;FEM;SG	
sausā	sucho	sausa	sucho	ADJ;NOM;FEM;SG	
pacientiem	pacjenci	pacients	pacjent	N;DAT;MASC;PL	N;NOM;MASC;PL
pacientiem	pacjentów	pacients	pacjent	N;DAT;MASC;PL	N;ACC;MASC;PL
asp	asp	asp	asp	N	
vienādu	jednolite	vienāda	jednolity	ADJ;ACC;MASC;SG	
vienādu	jednolita	vienāda	jednolit	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
vienādu	uniform	vienāda	uniforma	ADJ;ACC;MASC;SG	
vienādu	jednolity	vienāda	jednolit	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
vienādu	mundur	vienāda	mundur	ADJ;ACC;MASC;SG	N;NOM;MASC;SG
avārijā	podjeździe	avārija	podjazd	N;ESS;FEM;SG	N;DAT;MASC;SG
avārijā	podjazd	avārija	podjazd	N;ESS;FEM;SG	N;ACC;MASC;SG
izzūd	zniknie	izzust	zniknąć	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
vadims	wadim	vadims	wadić	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sekcija	sekcję	sekcija	sekcja	N;NOM;FEM;SG	N;ACC;FEM;SG
sekcija	sekcji	sekcija	sekcja	N;NOM;FEM;SG	N;GEN;FEM;SG
sekcija	zatoki	sekcija	zatok	N;NOM;FEM;SG	
sekcija	bay	sekcija	bać	N;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
adams	adams	adams	adams	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
adams	adamsa	adams	adams	PROPN;NOM;MASC;SG	
ethernet	ethernet	ethernet	ethernet	N	
digitālā	cyfrowy	digitāls	cyfrowy	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
digitālā	cyfrowa	digitāls	cyfrowy	ADJ;NOM;FEM;SG	
digitālā	digital	digitāls	digital	ADJ;NOM;FEM;SG	
gāzts	obalony	gāzt	obalić	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
bioloģija	biologii	bioloģija	biologia	N;NOM;FEM;SG	N;GEN;FEM;SG
eļļa	oleje	eļļa	olej	N;NOM;FEM;SG	N;NOM;MASC;PL
eļļa	oleju	eļļa	olej	N;NOM;FEM;SG	N;GEN;MASC;SG
eļļa	oliwa	eļļa	oliwa	N;NOM;FEM;SG	
bahs	bach	bahs	bach	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
atbalstītāji	zwolenników	atbalstītājs	zwolennik	N;NOM;MASC;PL	N;ACC;MASC;PL
definīcija	definicji	definīcija	definicja	N;NOM;FEM;SG	N;GEN;FEM;SG
definīcija	definicje	definīcija	definicja	N;NOM;FEM;SG	N;NOM;FEM;PL
labāks	lepiej	labs	dobrze	ADJ;NOM;CMPR;MASC;SG	ADV;CMPR
palīgā	pomoc	palīgs	pomoc	N;ESS;MASC;SG	V;IPFV;IND;SG;2;FIN;ACT
palīgā	pomocy	palīgs	pomoc	N;ESS;MASC;SG	N;GEN;FEM;SG
dzīvsudraba	mercury	dzīvsudrabs	mercura	N;NOM;FEM;SG	
dzīvsudraba	rtęci	dzīvsudrabs	rtęcić	N;NOM;FEM;SG	
fiksēts	stał	fiksēt	stać	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
fiksēts	stały	fiksēt	stać	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;PL;PST;FIN;ACT
fiksēts	stała	fiksēt	stać	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
fiksēts	ustalone	fiksēt	ustalić	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fiksēts	ustalona	fiksēt	ustalić	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
lādiņu	pocisk	lādiņš	pocisk	N;ACC;FEM;SG	N;NOM;MASC;SG
cieņu	godności	cieņa	godność	N;ACC;FEM;SG	N;GEN;FEM;SG
cauna	marten	cauns	marten	N;NOM;FEM;SG	
paplašināta	rozszerzone	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
paplašināta	rozszerzona	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
paplašināta	rozszerzony	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
paplašināta	przedłużony	paplašināt	przedłużyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
paplašināta	rozszerzonej	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
paplašināta	powiększone	paplašināt	powiększyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
paplašināta	rozszerzona	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
paplašināta	rozszerzone	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
paplašināta	rozszerzony	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
paplašināta	rozszerzona	paplašināt	rozszerzyć	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
veselas	całość	vesela	całość	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
veselas	cały	vesela	cały	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
veselas	cała	vesela	cały	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
veselas	cał	vesela	cał	ADJ;NOM;FEM;PL	ADV
falco	falco	falko	falco	N	
frakciju	frakcji	frakcija	frakcja	N;ACC;FEM;SG	N;GEN;FEM;SG
frakciju	frakcja	frakcija	frakcja	N;ACC;FEM;SG	N;NOM;FEM;SG
dimantu	diament	dimants	diament	N;ACC;MASC;SG	
dimantu	diamond	dimants	diamond	N;ACC;MASC;SG	
dimantu	diamenty	dimants	diament	N;ACC;MASC;SG	N;ACC;MASC;PL
izplatīšanās	rozmnażania	izplatīšanās	rozmnażać	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
izplatīšanās	dystrybucji	izplatīšanās	dystrybucja	N;NOM;FEM;SG	N;GEN;FEM;SG
atveres	przenoszenie	atvērties	przenosić	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS;V.MSDR
nikolass	nicholas	nikolass	nicholas	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nikolass	mikołaj	nikolass	mikołaj	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
gadījuma	przypadkowe	gadījums	przypadkowy	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
gadījuma	przypadkowa	gadījums	przypadkowy	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
gadījuma	przypadkowy	gadījums	przypadkowy	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
gadījuma	losowo	gadījums	losowo	N;GEN;MASC;SG	ADV
gadījuma	losowe	gadījums	losowy	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
gadījuma	swobodne	gadījums	swobodny	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
gadījuma	casual	gadījums	casual	N;GEN;MASC;SG	
gadījuma	swobodny	gadījums	swobodny	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
aux	liwrów	aukt	liwr		
amerikāņi	amerykanów	amerikānis	amerykanin	N;NOM;MASC;PL	N;GEN;MASC;PL
