מהות	esencie	מהות	esencia	N;FEM;SG	N;NOM;FEM;PL
קלווין	kelvin	קלווין	kelvin	PROPN	N;NOM;FEM;SG
קלווין	calvin	קלווין	calvin	PROPN	PROPN;ANIM;NOM;MASC;SG
שובר	kupón	שובר	kupón	PROPN	N;INAN;NOM;MASC;SG
שובר	zlomí	שובר	zlomiť	PROPN	V;PFV;IND;SG;3;POS;PRS;FIN
שובר	prestávky	שובר	prestávka	PROPN	N;NOM;FEM;PL
שובר	poukaz	שובר	poukaz	PROPN	N;INAN;NOM;MASC;SG
מעניקה	dáva	העניק	dávať	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
תחזוקה	údržby	תחזוקה	údržey	N;FEM;SG	N;NOM;FEM;PL
השתלטות	prevzatia	השתלטות	prevziatiť	N;FEM;SG	N;NOM;NEUT;PL
בורות	nevedomosti	בורה	nevedomosť	N;MASC;PL	N;NOM;FEM;SG
בורות	nevedomosť	בורה	nevedomosť	N;MASC;PL	N;NOM;FEM;SG
יורדת	zostupne	ירד	zostupne	V;FEM;SG;V.PTCP;ACT	
הניח	predpokladá	הניח	predpokladať	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
הניח	predpokladaná	הניח	predpokladaný	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מעבדה	laboratória	מעבדה	laboratórium	N;FEM;SG	N;NOM;NEUT;PL
מעבדה	laboratórne	מעבדה	laboratórny	N;FEM;SG	ADJ;NOM;NEUT;SG
מעבדה	laboratóriá	מעבדה	laboratórium	N;FEM;SG	N;NOM;NEUT;PL
מיזוג	fúzia	מיזוג	fúzia		N;NOM;FEM;SG
מיזוג	zlúčenie	מיזוג	zlúčenie		N;NOM;NEUT;SG
מיזוג	spojiť	מיזוג	spojiť		V;PFV;POS;NFIN
מיזוג	zlúčiť	מיזוג	zlúčiť		V;PFV;POS;NFIN
מיזוג	zlúčenie	מיזוג	zlúčenie		N;NOM;NEUT;SG
מיזוג	zlúčenie	מיזוג	zlúčenie		N;NOM;NEUT;SG
תינוק	baby	תינוק	baby	N;MASC;SG	N;NOM;FEM;PL
פארקר	parkerová	פארקר	parkerový	PROPN	ADJ;NOM;FEM;SG
פארקר	parker	פארקר	parker	PROPN	PROPN;ANIM;NOM;MASC;SG
מעדיפים	radsej	העדיף	radsej	V;MASC;PL;V.PTCP;ACT	
מעדיפים	radšej	העדיף	rád	V;MASC;PL;V.PTCP;ACT	ADJ;ANIM;NOM;CMPR;MASC;SG
הוחזר	získané	הוחזר	získaný	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הוחזר	vrátená	הוחזר	vrátený	V;MASC;SG;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
הוחזר	vrátené	הוחזר	vrátený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הוחזר	vrátená	הוחזר	vrátený	V;MASC;SG;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
הוחזר	vrátené	הוחזר	vrátený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
שליליות	negatívne	שלילי	negatívne	ADJ;FEM;PL	ADV
שליליות	negatívna	שלילי	gatívny	ADJ;FEM;PL	ADJ;NOM;FEM;SG
שליליות	negatívny	שלילי	negatívny	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
שליליות	záporné	שלילי	záporný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
גרנדה	grenady	גרנדה	grenada	PROPN	N;NOM;FEM;PL
גרנדה	grande	גרנדה	grande	PROPN	
גרנדה	granada	גרנדה	granada	PROPN	N;NOM;FEM;SG
שפע	hojnosti	שפע	hojnosť		N;NOM;FEM;PL
שפע	výdatných	שפע	výdatný		ADJ;GEN;MASC;PL
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	PROPN;ANIM;NOM;MASC;SG
מקדונלד	mcdonald	מקדונלד	mcdonald	PROPN	N;ANIM;NOM;MASC;SG
מיין	maine	מיין	maina	PROPN	PROPN;ANIM;NOM;MASC;SG
צינורות	potrubie	צינור	potrubie	N;MASC;PL	N;NOM;NEUT;SG
האף	nosa	האף	nos		N;INAN;GEN;MASC;SG
האף	nose	האף	nos		N;INAN;NOM;MASC;SG
האף	nos	האף	nos		N;INAN;NOM;MASC;SG
נוזלי	kvapalný	נוזלי	kvapalný	PROPN	ADJ;INAN;NOM;MASC;SG
נוזלי	kvapalina	נוזלי	kvapalina	PROPN	N;NOM;FEM;SG
נוזלי	tekutina	נוזלי	tekutina	PROPN	N;NOM;FEM;SG
נוזלי	kvapalné	נוזלי	kvapalný	PROPN	ADJ;NOM;NEUT;SG
נוזלי	tekuté	נוזלי	tekutý	PROPN	ADJ;NOM;NEUT;SG
ניומן	newman	ניום	newman	PROPN	PROPN;ANIM;NOM;MASC;SG
בלבול	nejasnosti	בלבול	nejasnosť	N;MASC;SG	N;NOM;FEM;PL
פסיפס	mozaiky	פסיפס	mozaik	PROPN	N;NOM;FEM;PL
אכילה	kŕmenia	אכילה	kŕmenie	N;FEM;SG	N;NOM;NEUT;PL
אכילה	jem	אכילה	jem	N;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
אכילה	jesť	אכילה	jesť	N;FEM;SG	V;IPFV;POS;NFIN
אכילה	jedlé	אכילה	jedlý	N;FEM;SG	N;NOM;NEUT;PL
סנטר	bradu	סנטר	brada	PROPN	N;ACC;FEM;SG
סנטר	brada	סנטר	brad	PROPN	N;NOM;FEM;SG
סנטר	centrum	סנטר	centrum	PROPN	N;NOM;NEUT;SG
סנטר	centre	סנטר	centrum	PROPN	N;NOM;NEUT;SG
סנטר	center	סנטר	center	PROPN	N;INAN;NOM;MASC;SG
סנטר	stred	סנטר	stred	PROPN	N;INAN;NOM;MASC;SG
בון	bon	בון	bon	PROPN	PROPN;ANIM;NOM;MASC;SG
בון	bonne	בון	bonne	PROPN	PROPN;NOM;MASC;SG
בון	kosti	בון	kosť	PROPN	N;NOM;FEM;PL
בון	kosť	בון	kosť	PROPN	N;NOM;FEM;SG
בון	boone	בון	bon	PROPN	PROPN;ANIM;NOM;MASC;SG
לבוב	ľvov	לבוב	ľvov	PROPN	N;ANIM;NOM;MASC;SG
סקוטי	scottie	סקוטי	scottie	PROPN	N;NOM;FEM;SG
סקוטי	scotty	סקוטי	scott	PROPN	N;ANIM;NOM;MASC;SG
סקוטי	škótska	סקוטי	škótsky	PROPN	N;NOM;FEM;SG
מאל	mal	מאל	mať		V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
פייסבוק	facebooku	פייסבוק	facebooka	PROPN	N;INAN;GEN;MASC;SG
פייסבוק	facebook	פייסבוק	facebook	PROPN	N;INAN;NOM;MASC;SG
ינאי	yanai	ינאי	yanai	PROPN	N;NOM;FEM;SG
מחזאי	dramatik	מחזאי	dramatik	PROPN	N;ANIM;NOM;MASC;SG
תחנה	parkovať	תחנה	parkovať	N;FEM;SG	V;IPFV;POS;NFIN
אלמוני	anonymný	אלמוני	anonymný	PROPN	ADJ;ANIM;NOM;MASC;SG
אלמוני	anonymných	אלמוני	anonymný	PROPN	ADJ;ANIM;GEN;MASC;PL
אלמוני	anonymne	אלמוני	anonymne	PROPN	ADV
אלמוני	anonymné	אלמוני	anonymný	PROPN	ADJ;NOM;NEUT;SG
פצצת	bomby	פצצה	bomba	N;FEM;SG	N;NOM;FEM;PL
בנין	beninu	בניין	benina	PROPN	N;ACC;FEM;SG
מקוריים	originálny	מקורי	originálny	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
מקוריים	pôvodný	מקורי	pôvodný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
מקוריים	original	מקורי	originať	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
מקוריים	originálne	מקורי	originálne	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
מקוריים	originál	מקורי	originál	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
מקוריים	pôvodné	מקורי	pôvodný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
מקוריים	originály	מקורי	originál	ADJ;MASC;PL	N;INAN;NOM;MASC;PL
חטא	hriešne	חטא	hriešny	PROPN	ADV
חטא	hriechu	חטא	hriech	PROPN	N;INAN;GEN;MASC;SG
חטא	sin	חטא	sin	PROPN	
חטא	hriech	חטא	hriech	PROPN	N;INAN;NOM;MASC;SG
סולטאן	sultán	סולטאן	sultán	PROPN	N;ANIM;NOM;MASC;SG
שרף	živice	שרף	živica	N;MASC;SG	N;NOM;FEM;PL
המעי	črevo	המעי	črevo	PROPN	N;NOM;NEUT;SG
המעי	črevá	המעי	črevať	PROPN	N;NOM;NEUT;PL
רצינית	závažné	רציני	závažný	ADV	ADJ;NOM;NEUT;SG
רצינית	závažná	רציני	závažný	ADV	ADJ;NOM;FEM;SG
רצינית	vážny	רציני	vážny	ADV	ADJ;ANIM;NOM;MASC;SG
רצינית	vážna	רציני	vážna	ADV	ADJ;NOM;FEM;SG
דקר	decker	דקר	decker		N;NOM;NEUT;SG
דורו	duro	דור	duro	PROPN	PROPN;ANIM;NOM;MASC;SG
הורדת	stiahli	הורדה	stiahnuť	N;FEM;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
הורדת	stiahnuté	הורדה	stiahnutý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הורדת	stiahol	הורדה	stiahnuť	N;FEM;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
הורדת	sťahujem	הורדה	sťahovať	N;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
סתיו	jeseň	סתיו	jeseň		N;NOM;FEM;SG
סתיו	pád	סתיו	pád		N;INAN;NOM;MASC;SG
סתיו	padnúť	סתיו	padnúť		V;PFV;POS;NFIN
סתיו	jeseň	סתיו	jeseň		N;NOM;FEM;SG
סתיו	spadnúť	סתיו	spadnúť		V;PFV;POS;NFIN
צלילה	ponoriť	צלילה	ponoriť	N;FEM;SG	V;PFV;POS;NFIN
מקורית	originálny	מקורי	originálny	ADV	ADJ;INAN;NOM;MASC;SG
מקורית	pôvodný	מקורי	pôvodný	ADV	ADJ;INAN;NOM;MASC;SG
מקורית	original	מקורי	originať	ADV	N;INAN;NOM;MASC;SG
מקורית	originálne	מקורי	originálne	ADV	ADJ;NOM;NEUT;SG
מקורית	originál	מקורי	originál	ADV	N;INAN;NOM;MASC;SG
מקורית	pôvodné	מקורי	pôvodný	ADV	ADJ;NOM;NEUT;SG
באחריות	zaručená	באחריות	zaručený	PROPN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
באחריות	garantované	באחריות	garantovaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
באחריות	zaručený	באחריות	zaručený	PROPN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
באחריות	zaručené	באחריות	zaručený	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
באחריות	zodpovedne	באחריות	zodpovedne	PROPN	ADV
חמורים	somáre	חמור	somár	ADJ;MASC;PL	N;NOM;FEM;SG
בואי	poď	בא	ísť		V;IPFV;IMP;SG;2;POS;FIN
מגנוס	magnus	מגנוס	magnus	PROPN	N;ANIM;NOM;MASC;SG
מחוברים	pripojený	מחובר	pripojený	V;MASC;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
מחוברים	pripojené	מחובר	pripojený	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
פופולריים	populárny	פופולרי	populárny	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
פופולריים	obľúbené	פופולרי	obľúbený	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
פופולריים	populárne	פופולרי	populárne	ADJ;MASC;PL	ADV
פופולריים	populárna	פופולרי	populárny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
פופולריים	populárne	פופולרי	populárne	ADJ;MASC;PL	ADV
מתוקים	sladký	מתוק	sladký	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
מתוקים	sladká	מתוק	sladký	ADJ;MASC;PL	ADJ;NOM;FEM;SG
מתוקים	sladké	מתוק	sladký	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
מתוקים	sladkosti	מתוק	sladkosť	ADJ;MASC;PL	N;NOM;FEM;PL
מתוקים	cukríky	מתוק	cukrík	ADJ;MASC;PL	N;INAN;NOM;MASC;PL
רבייה	chovné	רבייה	chovný	N;FEM;SG	ADJ;NOM;NEUT;SG
רבייה	reprodukčné	רבייה	reprodukčný	N;FEM;SG	ADJ;NOM;NEUT;SG
מכני	mechanické	מכאני	mechanický	PROPN	ADJ;NOM;NEUT;SG
מכני	mechanická	מכאני	mechanický	PROPN	ADJ;NOM;FEM;SG
מכני	mechanický	מכאני	mechanický	PROPN	ADJ;INAN;NOM;MASC;SG
ייחודיות	jedinečný	ייחודי	jedinečný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
ייחודיות	unikátne	ייחודי	unikátny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
ייחודיות	jedinečné	ייחודי	jedinečný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
ייחודיות	jedinečná	ייחודי	jedinečný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
ייחודיות	unikátny	ייחודי	unikátny	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
דוגמא	príklad	דוגמה	príklad		N;INAN;NOM;MASC;SG
המאפיין	charakteristická	המאפיין	charakteristický	N;MASC;SG	ADJ;NOM;FEM;SG
מתמשך	nepretržitá	התמשך	nepretržitý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
מתמשך	priebežné	התמשך	priebežný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
מתמשך	nepretržitý	התמשך	nepretržitý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
מתמשך	nepretržité	התמשך	pretržitý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
מתמשך	prebiehajúce	התמשך	prebiehajúci	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
מתמשך	prebiehajúci	התמשך	prebiehajúci	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
מתמשך	prebiehajú	התמשך	prebiehať	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;3;POS;PRS;FIN
מתמשך	prebieha	התמשך	prebiehať	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
מתמשך	priebežné	התמשך	priebežný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
מתמשך	trvalý	התמשך	trvalý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
מתמשך	trvalé	התמשך	trvalý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
משערים	špekulujú	משער	špekulovať	N;MASC;PL	V;IPFV;IND;PL;3;POS;PRS;FIN
ממציא	vynálezca	ממציא	vynálezca	PROPN	N;ANIM;NOM;MASC;SG
שוות	rovná	שווה	rovný	ADJ	V;IPFV;IND;SG;3;POS;PRS;FIN
שמיני	ôsmej	שמיני	ôsmy	PROPN	ADJ;GEN;FEM;SG
שמיני	ôsmy	שמיני	oso	PROPN	ADJ;INAN;NOM;MASC;SG
שמיני	ôsma	שמיני	ôsmo	PROPN	ADJ;NOM;FEM;SG
נקי	vymazať	נקי	vymazať	ADJ;MASC;SG	V;PFV;POS;NFIN
נקי	vyčistiť	נקי	vyčistiť	ADJ;MASC;SG	V;PFV;POS;NFIN
נקי	vyčistiť	נקי	vyčistiť	ADJ;MASC;SG	V;PFV;POS;NFIN
מקנה	mckenna	הקנה	mckenna	V;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
המכביה	makabejské	המכביה	makabejský	PROPN	ADJ;NOM;NEUT;SG
מיקרו	mikro	היקר	mikro	PROPN	N;NOM;FEM;SG
גורדי	gordy	גורדי	gorda	PROPN	N;NOM;FEM;PL
שפל	nízko	שפל	nízko	N;MASC;SG	ADV
שפל	nízke	שפל	nízka	N;MASC;SG	N;INAN;NOM;MASC;PL
שפל	low	שפל	low	N;MASC;SG	
ורה	vera	ורה	vera	PROPN	N;NOM;FEM;SG
ורה	veru	ורה	veru	PROPN	PART
ורה	vierka	ורה	vierka	PROPN	N;NOM;FEM;SG
פריץ	fritz	פריץ	fritz	PROPN	PROPN;ANIM;NOM;MASC;SG
העתקה	skopírovať	העתקה	skopírovať	N;FEM;SG	V;POS;NFIN
העתקה	kopírovať	העתקה	kopírovať	N;FEM;SG	V;IPFV;POS;NFIN
בניתוח	chirurgicky	בניתוח	chirurgicky		ADV
פלין	flynn	פלין	flynn	PROPN	PROPN;ANIM;NOM;MASC;SG
ספירס	spears	ספירס	spears	PROPN	PROPN;NOM;FEM;SG
מעריכים	vážim	העריך	vážiť	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
סטנפורד	stanford	סטנפורד	stanford	PROPN	PROPN;ANIM;NOM;MASC;SG
הכספי	kaspického	הכסף	kaspický	PROPN	ADJ;GEN;NEUT;SG
ברצינות	vazne	ברצינות	vazne	ADV	INTJ
הוואי	havaj	הוואי	havaj	PROPN	N;INAN;NOM;MASC;SG
הוואי	hawaii	הוואי	hawai	PROPN	N;NOM;FEM;SG
חסום	blok	חסום	blok	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
חסום	blokovanie	חסום	blokovanie	ADJ;MASC;SG	N;NOM;NEUT;SG
חסום	zablokovanie	חסום	zablokovanie	ADJ;MASC;SG	N;NOM;NEUT;SG
חסום	blokovať	חסום	blokovať	ADJ;MASC;SG	V;IPFV;POS;NFIN
חסום	bloku	חסום	blok	ADJ;MASC;SG	N;INAN;GEN;MASC;SG
חסום	zablokovať	חסום	zablokovať	ADJ;MASC;SG	V;PFV;POS;NFIN
וימבלדון	wimbledonu	וימבלדון	wimbledon	PROPN	N;INAN;GEN;MASC;SG
ורד	ruža	ורד	ruža	PROPN	N;NOM;FEM;SG
ורד	rose	ורד	ros	PROPN	PROPN;NOM;FEM;SG
חילוץ	záchranné	חילוץ	záchranný	N;MASC;SG	ADJ;NOM;NEUT;SG
חילוץ	zachrániť	חילוץ	zachrániť	N;MASC;SG	V;PFV;POS;NFIN
חילוץ	záchranná	חילוץ	záchranný	N;MASC;SG	ADJ;NOM;FEM;SG
סודות	tajomstvo	סוד	tajomstvo	N;MASC;PL	N;NOM;NEUT;SG
תפוצה	reach	תפוצה	reach	N;FEM;SG	
תפוצה	dosiahnuť	תפוצה	dosiahnuť	N;FEM;SG	V;PFV;POS;NFIN
תפוח	jablko	פפח	jablko		N;NOM;NEUT;SG
תפוח	jablkový	פפח	jablkový		ADJ;ANIM;NOM;MASC;SG
תפוח	apple	פפח	apple		N;INAN;NOM;MASC;SG
מצרית	egyptský	מצרי	egyptský	ADV	ADJ;ANIM;NOM;MASC;SG
להתאמן	prax	התאמן	prax	V;NFIN	N;NOM;FEM;SG
להתאמן	praxi	התאמן	prax	V;NFIN	N;DAT;FEM;SG
לאפס	reset	איפס	reset	ADV	N;INAN;NOM;MASC;SG
לאפס	obnoviť	איפס	obnoviť	ADV	V;PFV;POS;NFIN
מפרש	plaviť	מפרש	plaviť	N;MASC;SG	V;IPFV;POS;NFIN
מפרש	plachty	מפרש	plachta	N;MASC;SG	N;INAN;NOM;MASC;PL
ספרייה	knižnice	ספרייה	knižnica	N;FEM;SG	N;NOM;FEM;PL
למרגלות	podhoria	למרגל	podhoriť	ADV	N;NOM;NEUT;PL
פוטבול	futbalový	None	futbalový	PROPN	ADJ;ANIM;NOM;MASC;SG
פוטבול	futbal	None	futbať	PROPN	N;INAN;NOM;MASC;SG
פוטבול	futbalové	None	futbalový	PROPN	ADJ;NOM;NEUT;SG
מועדפת	obľúbený	הועדף	obľúbený	V;FEM;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
מועדפת	obľúbená	הועדף	obľúbený	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מועדפת	najobľúbenejšie	הועדף	obľúbený	V;FEM;SG;V.PTCP;PASS	ADV;RL
מועדפת	obľúbené	הועדף	obľúbený	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מועדפת	prednostne	הועדף	prednostne	V;FEM;SG;V.PTCP;PASS	ADV
מועדפת	uprednostňujú	הועדף	uprednostňovať	V;FEM;SG;V.PTCP;PASS	V;IPFV;IND;PL;3;POS;PRS;FIN
מועדפת	radšej	הועדף	rád	V;FEM;SG;V.PTCP;PASS	ADJ;ANIM;NOM;CMPR;MASC;SG
מועדפת	uprednostňuje	הועדף	uprednostňovať	V;FEM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
אחראים	zodpovedný	אחראי	zodpovedný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
אחראים	zodpovedné	אחראי	zodpovedný	N;MASC;PL	ADJ;NOM;NEUT;SG
אחראים	zodpovedná	אחראי	zodpovedný	N;MASC;PL	ADJ;NOM;FEM;SG
יעקובסון	jacobson	יעקובסון	jacobson	PROPN	N;ANIM;NOM;MASC;SG
רוזנטל	rosenthal	רוזנטל	rosenthať	PROPN	PROPN;ANIM;NOM;MASC;SG
נגזרת	derivát	נגזר	derivát	V;FEM;SG;V.PTCP;MID	N;INAN;NOM;MASC;SG
נגזרת	odvodenie	נגזר	odvodenie	V;FEM;SG;V.PTCP;MID	N;NOM;NEUT;SG
מצריים	egypt	מצרי	egypt	N;MASC;PL	N;INAN;NOM;MASC;SG
מצריים	egypte	מצרי	egypiť	N;MASC;PL	N;INAN;NOM;MASC;SG
מצריים	egypta	מצרי	egypta	N;MASC;PL	N;INAN;GEN;MASC;SG
מחסה	útulok	מחסה	útulok		N;INAN;NOM;MASC;SG
מחסה	útulku	מחסה	útulok		N;INAN;GEN;MASC;SG
מחסה	prístrešok	מחסה	prístrešok		N;INAN;NOM;MASC;SG
מחסה	úkryt	מחסה	úkryt		N;INAN;NOM;MASC;SG
ריבר	rieke	ריבר	rieka	PROPN	N;DAT;FEM;SG
ריבר	river	ריבר	river	PROPN	PROPN;ANIM;NOM;MASC;SG
ריבר	riečna	ריבר	riečno	PROPN	ADJ;NOM;FEM;SG
ריבר	rieka	ריבר	rieka	PROPN	N;NOM;FEM;SG
ריבר	rieky	ריבר	rieka	PROPN	N;NOM;FEM;PL
קמפבל	campbell	קמפבל	campbell	PROPN	PROPN;ANIM;NOM;MASC;SG
אלבניה	albánsko	אלבניה	albánsko	PROPN	ADV
אלבניה	albánska	אלבניה	albánsky	PROPN	N;NOM;FEM;SG
השרירים	svalstvo	השריר	svalstvo	N;MASC;PL	N;NOM;NEUT;SG
נצפה	zobrazené	צפה	zobrazený	V;PL;1;PST	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נוזלים	tekutina	נוזל	tekutina	N;MASC;PL	N;NOM;FEM;SG
נוזלים	kvapalina	נוזל	kvapalina	N;MASC;PL	N;NOM;FEM;SG
אדריאן	adrienne	אדריאן	adrienne	PROPN	ADV
אדריאן	adrian	אדריאן	adrian	PROPN	PROPN;ANIM;NOM;MASC;SG
הפסחא	veľkonočné	הפסחא	veľkonočný	PROPN	ADJ;NOM;NEUT;SG
הפסחא	veľkonočný	הפסחא	veľkonočný	PROPN	ADJ;ANIM;NOM;MASC;SG
המכפלה	patriarchov	המכפל	patriarch	N;FEM;SG	N;ANIM;ACC;MASC;PL
רוברטו	roberto	רוברטו	roberto	PROPN	PROPN;ANIM;NOM;MASC;SG
איסטנבול	istanbule	איסטנבול	istanbule	PROPN	ADV
איתור	sledovanie	איתור	sledovanie		N;NOM;NEUT;SG
וליאן	julian	וליאן	julian	PROPN	N;ANIM;NOM;MASC;SG
וליאן	juliana	וליאן	julian	PROPN	N;NOM;FEM;SG
גאולה	spása	גאולה	spás	PROPN	N;NOM;FEM;SG
גאולה	splatenie	גאולה	splatenie	PROPN	N;NOM;NEUT;SG
גאולה	odkúpenie	גאולה	odkúpenie	PROPN	N;NOM;NEUT;SG
גאולה	vykúpenie	גאולה	vykúpenie	PROPN	N;NOM;NEUT;SG
רעה	zlý	רע	zlý		ADJ;ANIM;NOM;MASC;SG
רעה	zlá	רע	zlo		N;NOM;FEM;SG
רעה	bad	רע	bad		PROPN;ANIM;NOM;MASC;SG
רעה	zlé	רע	zlý		ADJ;NOM;NEUT;SG
רעה	blbo	רע	blbo		ADV
המסגרת	rámec	המסגרת	rámec	PROPN	N;INAN;NOM;MASC;SG
המסגרת	rám	המסגרת	rám	PROPN	N;INAN;NOM;MASC;SG
נמרוד	nimrod	נמרוד	nimrod	PROPN	PROPN;ANIM;NOM;MASC;SG
רוכב	jazdy	רכב	jazda	PROPN	N;NOM;FEM;PL
רוכב	jazdí	רכב	jazdiť	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
רוכב	jazdec	רכב	jazdec	PROPN	N;ANIM;NOM;MASC;SG
רוחו	rojo	רוחו	rojo		PROPN;ANIM;NOM;MASC;SG
בעצמי	seba	בעצמי	seba	ADV	PRO;ACC;SG;REFL
יושבת	posedenie	ישב	posedenie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
יושבת	sedenie	ישב	sedenie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
יושבת	rokovanie	ישב	rokovanie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
יושבת	sedí	ישב	sedieť	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
עודף	prebytku	עודף	prebytok		N;INAN;GEN;MASC;SG
עודף	prebytky	עודף	prebytok		N;INAN;NOM;MASC;PL
עודף	prebytok	עודף	prebytok		N;INAN;NOM;MASC;SG
עודף	nadbytok	עודף	nadbytok		N;INAN;NOM;MASC;SG
עודף	zmena	עודף	zmena		N;NOM;FEM;SG
עודף	zmeniť	עודף	zmeniť		V;PFV;POS;NFIN
עודף	nadmerné	עודף	nadmerný		ADJ;NOM;NEUT;SG
עודף	prebytok	עודף	prebytok		N;INAN;NOM;MASC;SG
עודף	nadbytok	עודף	nadbytok		N;INAN;NOM;MASC;SG
העצב	drzosť	העצב	drzosť		N;NOM;FEM;SG
העצב	nervy	העצב	nerv		N;INAN;NOM;MASC;PL
העצב	nerv	העצב	nerv		N;INAN;NOM;MASC;SG
פוסטר	foster	פוסטר	foster	PROPN	PROPN;ANIM;NOM;MASC;SG
האבל	hubble	האבל	hubbľľa	PROPN	N;INAN;NOM;MASC;SG
האבל	smútku	האבל	smútok	PROPN	N;INAN;GEN;MASC;SG
האבל	smútok	האבל	smútok	PROPN	N;INAN;NOM;MASC;SG
בלייק	blake	בלייק	blak	PROPN	PROPN;ANIM;NOM;MASC;SG
אסר	zakázaná	אסר	zakázaný	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
אסר	zakázané	אסר	zakázaný	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
אסר	zakázaný	אסר	zakázaný	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
