aliado	الحلفاء	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;PL
decenas	عشرات	decena	عَشَرَة	N;FEM;PL	NUM;NOM;INDF;PL
campana	بيل	campana	بِيل	N;FEM;SG	
tía	عمتي	tía	عمتي	N;FEM;SG	
tía	خالتي	tía	خالتي	N;FEM;SG	
tía	خالتي	tía	خالتي	N;FEM;SG	
tía	عمتي	tía	عمتي	N;FEM;SG	
húmedo	رطب	húmedo	رَطَب	ADJ;MASC;SG	N;NOM;INDF;SG
húmedo	الرطب	húmedo	رَطَبِيّ	ADJ;MASC;SG	N;NOM;DEF;SG
húmedo	رطب	húmedo	رَطَب	ADJ;MASC;SG	N;NOM;INDF;SG
hospitales	المشفى	hospital	مُشِفِّيّ	N;MASC;PL	N;NOM;DEF;SG
hospitales	مستشفي	hospital	مُستَشفَى	N;MASC;PL	N;NOM;INDF;SG
hospitales	مستشفى	hospital	مُستَشفَى	N;MASC;PL	N;NOM;INDF;SG
hospitales	المستشفى	hospital	مُستَشفَى	N;MASC;PL	N;NOM;DEF;SG
hospitales	المستشفي	hospital	مُستَشفَى	N;MASC;PL	N;NOM;DEF;SG
hospitales	مشفى	hospital	مُشفِي	N;MASC;PL	N;NOM;INDF;SG
astronomía	فلك	astronomía	فٰلِكَ	N;FEM;SG	
terroristas	ارهابي	terrorista	إِرهَابِيّ	N;PL	ADJ;NOM;INDF;MASC;SG
terroristas	ارهابية	terrorista	إِرهَابِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
terroristas	الارهابي	terrorista	إِرهَابِيّ	N;PL	N;NOM;DEF;SG
visuales	بصري	visual	بَصَرِيّ	ADJ;PL	
visuales	بصرية	visual	بَصَرِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
visuales	البصرية	visual	بَصَرِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
visuales	مرئي	visual	مرئي	ADJ;PL	N;NOM;INDF;SG
guido	غويدو	guido	غويدو	PROPN	
guido	جويدو	guido	جويدو	PROPN	
detención	اعتقل	detención	اِعتَقَل	N;FEM;SG	V;PFV;MASC;SG;3;PASS
algoritmo	خوارزمية	algoritmo	خُورزَمِيّ	N;MASC;SG	
inversiones	للاستثمارات	inversión	للاستثمارات	N;FEM;PL	N;NOM;DEF;SG
inversiones	للاستثمار	inversión	للاستثمار	N;FEM;PL	
inversiones	الاستثمار	inversión	اِستِثمَار	N;FEM;PL	N;NOM;DEF;SG
inversiones	استثمار	inversión	اِستِثمَار	N;FEM;PL	N;NOM;INDF;SG
criaturas	المخلوقات	criatura	مَخلُوق	N;FEM;PL	ADJ;NOM;DEF;FEM;PL
criaturas	مخلوقات	criatura	مُخلَوِق	N;FEM;PL	ADJ;NOM;INDF;FEM;PL
lloyd	لويد	lloyd	لويد	PROPN	
mercancías	البضاعة	mercancía	بِضَاعَة	N;FEM;PL	N;NOM;DEF;SG
mercancías	البضاعة	mercancía	بِضَاعَة	N;FEM;PL	N;NOM;DEF;SG
mercancías	بضاعة	mercancía	بِضَاعَة	N;FEM;PL	N;NOM;INDF;SG
construye	بناء	construir	بِنَاء	V;IND;SG;3;PRS;FIN	N;ACC;INDF;SG
construye	تبني	construir	تَبَنِّي	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
construye	نبني	construir	نبني	V;IND;SG;3;PRS;FIN	
ten	العشرة	tener	عَشَرَة	V;IND;SG;2;PRS;FIN	NUM;NOM;DEF;MASC
ten	t	tener	t	V;IND;SG;2;PRS;FIN	
ten	عشرة	tener	عَشَرَة	V;IND;SG;2;PRS;FIN	NUM;MASC
ten	عشر	tener	عَشَرَة	V;IND;SG;2;PRS;FIN	NUM;MASC
ten	العاشرة	tener	عَاشِر	V;IND;SG;2;PRS;FIN	ADJ;NOM;DEF;FEM;SG
jennifer	جنيفر	jennifer	جنيفر	N;FEM;SG	
jennifer	جينيفر	jennifer	جِينِيفِر	N;FEM;SG	
agregar	add	agregar	صَذَث	V;NFIN	
agregar	اضف	agregar	اضف	V;NFIN	N;NOM;INDF;SG
agregar	اضافة	agregar	إِضَافَة	V;NFIN	N;NOM;INDF;SG
tela	نسيج	tela	نَسِيج	N;FEM;SG	
ataca	الهجمات	atacar	هَجمَة	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
ataca	اعتداءات	atacar	اِعتِدَاء	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
ataca	هجمات	atacar	هَجمَة	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
ataca	الاعتداءات	atacar	اِعتِدَاء	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
ataca	هجوم	atacar	هُجُوم	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
ataca	الهجوم	atacar	هُجُوم	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
lorca	لوركا	lorca	لُوركَا	N;FEM;SG	
refugiados	لاجئ	refugiado	لَاجِئ	N;MASC;PL	N;NOM;INDF;SG
refugiados	لاجئة	refugiado	لَاجِئ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
refugiados	اللاجئ	refugiado	لَاجِئ	N;MASC;PL	N;NOM;DEF;SG
marcel	مارسيل	marcel	مارسيل	PROPN	
mancomunidad	كومنولث	mancomunidad	كُومُنوِلث	N;FEM;SG	
mancomunidad	الكومنولث	mancomunidad	الكومنولث	N;FEM;SG	
dylan	ديلين	dylar	ديلين	PROPN	
dylan	ديلن	dylar	دَيلَن	PROPN	
dylan	ديلان	dylar	دِيلَان	PROPN	
harold	هارولد	harold	هارولد	N;MASC;SG	
revisar	المراجعة	revisar	مُرَاجَعَة	V;NFIN	N;NOM;DEF;SG
revisar	استعراض	revisar	اِستِعرَاض	V;NFIN	N;NOM;INDF;SG
revisar	الاستعراض	revisar	اِستِعرَاض	V;NFIN	N;NOM;DEF;SG
revisar	مراجعة	revisar	مُرَاجَعَة	V;NFIN	N;NOM;INDF;SG
brothers	اخواني	brothers	اخواني	N;MASC;PL	
brothers	الاخوة	brothers	أُخُوَّة	N;MASC;PL	N;NOM;DEF;SG
brothers	اخوة	brothers	أُخُوَّة	N;MASC;PL	N;NOM;INDF;SG
brothers	اخوان	brothers	أَخ	N;MASC;PL	
potter	بوتر	potter	بُوتُر	N;MASC;SG	
circo	سيرك	circo	سيرك	N;MASC;SG	
robo	يسرق	robo	سَرِق	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
vecina	الجار	vecino	جَار	ADJ;FEM;SG	N;NOM;DEF;SG
vecina	الجار	vecino	جَار	ADJ;FEM;SG	N;NOM;DEF;SG
vecina	جار	vecino	جَار	ADJ;FEM;SG	
vecina	جارة	vecino	جارة	ADJ;FEM;SG	N;NOM;INDF;SG
modificado	المعدل	modificado	مُعَدَّل	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
modificado	معدل	modificado	مُعَدَّل	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
modificado	تعديل	modificado	تَعدِيل	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
angola	انغولا	angola	أَنغُولَا	N;FEM;SG	
angola	انغولا	angola	أَنغُولَا	N;FEM;SG	
contactos	للاتصال	contacto	للاتصال	N;MASC;PL	N;NOM;DEF;SG
contactos	اتصال	contacto	اِتِّصَال	N;MASC;PL	N;NOM;INDF;SG
contactos	الاتصال	contacto	اِتِّصَال	N;MASC;PL	N;NOM;DEF;SG
contactos	التواصل	contacto	تَوَاصُل	N;MASC;PL	N;NOM;DEF;SG
exploradores	كشافة	explorador	كَشَافَة	N;MASC;PL	N;NOM;INDF;SG
exploradores	المستكشفين	explorador	مُستَكشَف	N;MASC;PL	ADJ;ACC;DEF;MASC;PL
hudson	هادسون	hudson	هادسون	N;MASC;SG	
hudson	هادسن	hudson	هادسن	N;MASC;SG	
hudson	هدسون	hudson	هُدسُون	N;MASC;SG	
hormigón	ملموسة	hormigón	مَلمُوس	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
autoría	التاليف	autoría	التاليف	N;FEM;SG	
pinto	بينتو	pinto	بينتو	N;MASC;SG	
jugaron	لعبت	jugar	لَعِب	V;IND;PL;3;PST;FIN	V;PFV;FEM;SG;3;ACT
odio	كره	odio	كَره	N;MASC;SG	
cauca	كاوكا	cauca	كَاوكَا	N;MASC;SG	N;ACC;INDF;PL
nocturno	ليلا	nocturno	ليلا	ADJ;MASC;SG	N;NOM;INDF;SG
nocturno	الليل	nocturno	لَيل	ADJ;MASC;SG	N;NOM;DEF;SG
nocturno	ليلة	nocturno	لَيلَة	ADJ;MASC;SG	N;NOM;INDF;SG
nocturno	ليل	nocturno	لَيل	ADJ;MASC;SG	N;NOM;INDF;SG
celta	سيلتيك	celta	سيلتيك	N;SG	
consultas	التشاور	consulta	تَشَاوُر	N;FEM;PL	N;NOM;DEF;SG
consultas	مشاورة	consulta	مُشَاوَرَة	N;FEM;PL	N;NOM;INDF;SG
consultas	استشارة	consulta	اِستِشَارَة	N;FEM;PL	N;NOM;INDF;SG
consultas	الاستشارة	consulta	اِستِشَارَة	N;FEM;PL	N;NOM;DEF;SG
consultas	للاستفسار	consulta	للاستفسار	N;FEM;PL	N;NOM;DEF;SG
comprobar	التحقق	comprobar	تَحَقُّق	V;NFIN	N;NOM;DEF;SG
comprobar	كش	comprobar	كش	V;NFIN	
radicales	جذري	radical	جِذرِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
radicales	جذرية	radical	جِذرِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
radicales	متطرف	radical	مُتَطَرِّف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
condena	يدين	condena	أَدَان	N;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
connecticut	كونيتيكت	connecticut	كُونِيتِيكت	N;MASC;SG	
saboya	سافوا	saber	سَاف	N;FEM;SG	
saboya	سافوي	saber	سافوي	N;FEM;SG	
juzgado	محكمة	juzgado	مَحكَمَة	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
juzgado	المحكمة	juzgado	مَحكَمَة	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
juzgado	المحاكم	juzgado	مَحكَمَة	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;PL
religiones	الدين	religión	دِين	N;FEM;PL	N;NOM;DEF;SG
religiones	ديانة	religión	دِيَانَة	N;FEM;PL	N;NOM;INDF;SG
religiones	الديانة	religión	دِيَانَة	N;FEM;PL	N;NOM;DEF;SG
lealtad	وفاء	lealtad	وفاء	N;FEM;SG	
paolo	باولو	paolo	بَاولُو	N;MASC;SG	
guevara	جيفارا	guevar	جِيفَارَا	V;SBJV;SG;3;IPFV;FIN	
cayo	جايوس	cayo	جايوس	N;MASC;SG	
melbourne	ملبورن	melbourne	ملبورن	N;MASC;SG	
activista	ناشطة	activista	نَاشِطَة	N;SG	ADJ;NOM;INDF;FEM;SG
michelle	ميشيل	michelle	ميشيل	N;FEM;SG	
galardonado	منحت	galardonado	مَنَح	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
avanzar	المتقدم	avanzar	مُتَقَدِّم	V;NFIN	ADJ;NOM;DEF;MASC;SG
avanzar	مسبق	avanzar	مُسبَق	V;NFIN	N;NOM;INDF;SG
avanzar	مقدما	avanzar	مُقَدَّم	V;NFIN	ADJ;ACC;INDF;MASC;SG
avanzar	مقدم	avanzar	مُقَدَّم	V;NFIN	ADJ;NOM;INDF;MASC;SG
puro	سيجار	puro	سيجار	ADJ;MASC;SG	
puro	السيجار	puro	سَيجَار	ADJ;MASC;SG	N;NOM;DEF;SG
puro	خالص	puro	خالص	ADJ;MASC;SG	
puro	نقي	puro	نَقي	ADJ;MASC;SG	N;NOM;INDF;SG
tomas	توماس	toma	تُومَاس	N;FEM;PL	
tomas	طوماس	toma	طوماس	N;FEM;PL	
comprensión	فهم	comprensión	فَهِم	N;FEM;SG	V;PFV;MASC;SG;3;ACT
dándole	العطاء	dándole	عَطَاء		N;NOM;DEF;SG
dándole	اعطاء	dándole	إِعطَاء		N;NOM;INDF;SG
blake	بليك	blake	بليك	PROPN	
blake	بلايك	blake	بِلَايك	PROPN	
mónaco	موناكو	mónaco	مُونَاكُو	N;MASC;SG	
compleja	مجمع	complejo	مَجمَع	ADJ;FEM;SG	N;NOM;INDF;SG
ontario	اونتاريو	ontario	اونتاريو	N;MASC;SG	
trilogía	ثلاثية	trilogía	ثُلَاثِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
chocolate	شوكولا	chocolate	شُوكُولَا	N;MASC;SG	
chocolate	شوكولاتة	chocolate	شوكولاتة	N;MASC;SG	
chocolate	شوكولاته	chocolate	شوكولاته	N;MASC;SG	PRO;NOM;FEM;SG;3
suya	ملكك	suyo	ملكك	DET;FEM;SG;3	
suya	لك	suyo	لِكَ	DET;FEM;SG;3	
terminada	انتهيت	terminado	اِنتَهَى	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
terminada	انتهت	terminado	اِنتَهَى	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
terminada	انتهى	terminado	اِنتَهَى	ADJ;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
berkeley	بيركيلي	berkeley	بِيركِيلِي	N;FEM;SG	
berkeley	بيركلي	berkeley	بيركلي	N;FEM;SG	
riego	ري	riego	رَيّ	N;MASC;SG	
riego	يسقي	riego	سَقَّى	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
jacobo	يعقوب	jacobo	يعقوب	N;MASC;SG	
jacobo	جيكوب	jacobo	جيكوب	N;MASC;SG	
jacobo	جاكوب	jacobo	جَاكُوب	N;MASC;SG	
jacobo	جيمس	jacobo	جِيمس	N;MASC;SG	
jacobo	جايمس	jacobo	جَايمس	N;MASC;SG	
jacobo	جاكوبو	jacobo	جاكوبو	N;MASC;SG	
piernas	ارجل	pierna	أَرجَل	N;FEM;PL	
piernas	الارجل	pierna	أَرجَل	N;FEM;PL	N;NOM;DEF;SG
piernas	السيقان	pierna	سِيقَان	N;FEM;PL	
piernas	الساقين	pierna	سَاقِين	N;FEM;PL	N;NOM;DEF;DU
típicamente	نموذجيا	típicamente	نَمُوذَجِيّ	ADV	ADJ;ACC;INDF;MASC;SG
dramático	دراما	dramático	دِرَامَا	ADJ;MASC;SG	N;NOM;INDF;PL
dramático	الدراما	dramático	دِرَامَا	ADJ;MASC;SG	N;NOM;DEF;PL
dramático	درامي	dramático	درامي	ADJ;MASC;SG	N;NOM;INDF;SG
músculo	العضلات	músculo	عُضلَة	N;MASC;SG	N;NOM;DEF;PL
músculo	عضلات	músculo	عضلات	N;MASC;SG	N;NOM;INDF;PL
músculo	العضلات	músculo	عُضلَة	N;MASC;SG	N;NOM;DEF;PL
músculo	عضلات	músculo	عضلات	N;MASC;SG	N;NOM;INDF;PL
val	فال	val	فَال	N;MASC;SG	
perdón	اسف	perdón	أَسف	N;MASC;SG	
públicamente	علانية	públicamente	عَلَانِيَّة	ADV	N;NOM;INDF;SG
públicamente	علنا	públicamente	عَلَن	ADV	N;ACC;INDF;SG
especialistas	متخصصين	especialista	مُتَخَصِّص	N;PL	ADJ;ACC;INDF;MASC;PL
especialistas	متخصصون	especialista	مُتَخَصِّص	N;PL	ADJ;NOM;INDF;MASC;PL
especialistas	اخصائي	especialista	اِخِّصَائِيّ	N;PL	
especialistas	متخصص	especialista	مُتَخَصِّص	N;PL	ADJ;NOM;INDF;MASC;SG
especialistas	المتخصصة	especialista	مُتَخَصِّص	N;PL	ADJ;NOM;DEF;FEM;SG
especialistas	متخصصة	especialista	مُتَخَصِّص	N;PL	ADJ;NOM;INDF;FEM;SG
especialistas	اختصاصي	especialista	اختصاصي	N;PL	
mono	احادي	mono	إِحَادِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
mono	احادية	mono	إِحَادِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
mono	مونو	mono	مونو	N;MASC;SG	
afectados	المتضررة	afectado	مُتَضَرِّر	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
afectados	يتاثر	afectado	تَاثَر	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
revelación	كشف	revelación	كَشَف	N;FEM;SG	V;PFV;MASC;SG;3;ACT
aluminio	الالومنيوم	aluminio	الالومنيوم	N;MASC;SG	
aluminio	الالومنيوم	aluminio	الالومنيوم	N;MASC;SG	
satélites	سواتل	satélite	سُوَاتِل	N;MASC;PL	
satélites	ساتل	satélite	سَاتِل	N;MASC;PL	
satélites	الساتل	satélite	سَاتِل	N;MASC;PL	N;NOM;DEF;SG
zero	صفر	zero	صفر	N	
mezquita	جامع	mezquita	جَامِع	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
kurt	كورت	kurt	كُورت	PROPN	
kurt	كرت	kurt	كَرَى	PROPN	
kurt	كيرت	kurt	كَيَّر	PROPN	
definida	معرف	definido	مَعرِف	ADJ;FEM;SG;V.PTCP	
regente	الوصي	regente	وَصي	ADJ;SG	N;NOM;DEF;SG
terrorista	ارهابي	terrorista	إِرهَابِيّ	N;SG	ADJ;NOM;INDF;MASC;SG
terrorista	ارهابية	terrorista	إِرهَابِيّ	N;SG	ADJ;NOM;INDF;FEM;SG
terrorista	الارهابيين	terrorista	إِرهَابِيّ	N;SG	N;NOM;DEF;PL
terrorista	ارهابيين	terrorista	إِرهَابِيّ	N;SG	N;NOM;INDF;PL
desarrollando	نامية	desarrollar	نَامِي	V;V.MSDR	ADJ;NOM;INDF;FEM;SG
desarrollando	تطوير	desarrollar	تَطوِير	V;V.MSDR	N;NOM;INDF;SG
superficial	الضحلة	superficial	الضحلة	ADJ;SG	N;NOM;DEF;SG
superficial	سطح	superficial	سَطح	ADJ;SG	
superficial	السطح	superficial	سَطح	ADJ;SG	N;NOM;DEF;SG
hardware	الاجهزة	harewar	جِهَاز	N;MASC;SG	N;NOM;DEF;PL
hardware	اجهزة	harewar	جِهَاز	N;MASC;SG	N;NOM;INDF;PL
hardware	معدات	harewar	مُعَدَّات	N;MASC;SG	N;NOM;INDF;PL
marfil	العاجي	marfil	عَاجِي		N;NOM;DEF;SG
marfil	العاج	marfil	عَاج		
marfil	العاجية	marfil	عَاجِيَة		ADJ;NOM;DEF;FEM;SG
marfil	عاجي	marfil	عاجي		
test	اختبر	test	اِختَبَر	N;MASC;SG	
redactor	محررة	redactor	محررة	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
secundarias	الثانوية	secundario	ثَانَوِيّ	ADJ;FEM;PL	N;NOM;DEF;SG
secundarias	ثانوي	secundario	ثَانَوِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
secundarias	ثانوية	secundario	ثَانَوِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
secundarias	الثانوي	secundario	ثَانَوِيّ	ADJ;FEM;PL	
funcionario	رسمي	funcionario	رَسمِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
funcionario	الرسمي	funcionario	رَسمِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
funcionario	رسمية	funcionario	رَسمِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
kate	كيت	kate	كَيت	N;FEM;SG	
kate	كايت	kate	كَاي	N;FEM;SG	
útiles	المفيد	útil	مُفِيد	ADJ;PL	
útiles	مفيدة	útil	مُفِيد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
útiles	مفيد	útil	مفيد	ADJ;PL	ADJ;NOM;INDF;MASC;SG
útiles	مفيدة	útil	مُفِيد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
útiles	مفيد	útil	مفيد	ADJ;PL	ADJ;NOM;INDF;MASC;SG
mixto	المختلط	mixto	مُختَلِط	ADJ;MASC;SG	N;NOM;DEF;SG
melodía	ميلودي	melodía	مَيلُود	N;FEM;SG	
melodía	لحن	melodía	لحن	N;FEM;SG	
melodía	لحن	melodía	لحن	N;FEM;SG	
estimación	تقديرات	estimación	تَقدِير	N;FEM;SG	N;NOM;INDF;PL
estimación	التقديرات	estimación	تَقدِير	N;FEM;SG	N;NOM;DEF;PL
albania	البانيا	albania	أَلبَانِيَا	N;FEM;SG	
ucraniano	الاوكرانية	ucraniano	الاوكرانية	ADJ;MASC;SG	
ucraniano	اوكرانيا	ucraniano	اوكرانيا	ADJ;MASC;SG	
detenidos	المعتقلين	detenido	مُعتَقَل	ADJ;MASC;PL;V.PTCP	N;NOM;DEF;PL
detenidos	المحتجزين	detenido	مُحتَجَز	ADJ;MASC;PL;V.PTCP	N;NOM;DEF;PL
detenidos	محتجزين	detenido	مُحتَجَز	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;PL
detenidos	اعتقل	detenido	اِعتَقَل	ADJ;MASC;PL;V.PTCP	V;PFV;MASC;SG;3;PASS
detenidos	معتقل	detenido	مُعتَقَل	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;SG
detenidos	محتجز	detenido	محتجز	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;SG
esencia	جوهر	esencia	جَوهَر	N;FEM;SG	
esencia	الجوهر	esencia	الجوهر	N;FEM;SG	
seúl	سيول	seúl	سِيُول	N;MASC;SG	
seúl	سول	seúl	سول	N;MASC;SG	
seúl	سيؤل	seúl	سيؤل	N;MASC;SG	
conversaciones	الاحاديث	conversación	حَدِيث	N;FEM;PL	
percepción	التصورات	percepción	تَصَوُّر	N;FEM;SG	N;NOM;DEF;PL
percepción	تصورات	percepción	تَصَوُّر	N;FEM;SG	N;NOM;INDF;PL
fundar	تاسيس	fundar	تاسيس	V;NFIN	N;NOM;INDF;SG
cuadrada	المربع	cuadrado	مُرَبَّع	ADJ;FEM;SG	N;NOM;DEF;SG
cuadrada	ميدان	cuadrado	مَيدَان	ADJ;FEM;SG	N;NOM;INDF;SG
artísticos	فنية	artístico	فَنِّيّ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
full	الكامل	full	كَامِل	INTJ	ADJ;NOM;DEF;MASC;SG
full	ملي	full	مَليَ	INTJ	
full	كامل	full	كَامِل	INTJ	ADJ;NOM;INDF;MASC;SG
full	كاملة	full	كَامِل	INTJ	ADJ;NOM;INDF;FEM;SG
excavaciones	التنقيب	excavación	تَنقِيب	N;FEM;PL	N;NOM;DEF;SG
excavaciones	الحفر	excavación	حَفر	N;FEM;PL	N;NOM;DEF;SG
excavaciones	الحفريات	excavación	حَفرِيَّات	N;FEM;PL	
wii	وي	wii	وِي	N;SG	
wii	الوي	wii	وَيّ	N;SG	
pila	ستاك	pila	سِتَاك	N;FEM;SG	
caos	فوضى	caos	فوضى	N;MASC	
eslovenia	سلوفينيا	eslovenia	سلوفينيا	N;FEM;SG	
eslovenia	السلوفينية	eslovenia	سلُوفِينِيّ	N;FEM;SG	
eslovenia	سلوفيني	eslovenia	سلوفيني	N;FEM;SG	
eslovenia	سلوفينية	eslovenia	سلوفينية	N;FEM;SG	
eslovenia	سلوفينيا	eslovenia	سلوفينيا	N;FEM;SG	
soccerway	s	soccerway	s	N;MASC;SG	
turcos	تركس	turco	رَكَس	N;MASC;PL	
turcos	التركي	turco	تُركِيّ	N;MASC;PL	N;NOM;DEF;SG
turcos	التركية	turco	تُركِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
turcos	تركية	turco	تُركِيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
turcos	تركي	turco	تُركِيّ	N;MASC;PL	
sedes	المقر	sede	مَقَرّ	N;FEM;PL	N;NOM;DEF;SG
garganta	حنجرة	garganta	حُنجُرَة	N;FEM;SG	
garganta	الحلق	garganta	حَلق	N;FEM;SG	
prohibido	محرم	prohibido	محرم	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
prohibido	حرام	prohibido	حَرَام	ADJ;MASC;SG;V.PTCP	
noruego	النرويج	noruego	نُرُويج	N;MASC;SG	
rítmica	ايقاع	rítmica	إِيقَاع	ADJ;FEM;SG	N;NOM;INDF;SG
rítmica	الايقاع	rítmica	إِيقَاع	ADJ;FEM;SG	N;NOM;DEF;SG
dulces	الحلوى	dulce	حَلوَى	N;MASC;PL	N;NOM;DEF;SG
dulces	كاندي	dulce	كاندي	N;MASC;PL	
dulces	حلوى	dulce	حَلوَى	N;MASC;PL	N;NOM;INDF;SG
dulces	حلو	dulce	حُلُوّ	N;MASC;PL	
dulces	حلوة	dulce	حَلوَة	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
dulces	الحلو	dulce	الحلو	N;MASC;PL	
watson	واطسون	watson	وَاطِس	N;MASC;SG	
watson	واتسون	watson	واتسون	N;MASC;SG	
cantó	سانغ	cantar	سانغ	V;IND;SG;3;PST;FIN	
cantó	سانج	cantar	سَانَج	V;IND;SG;3;PST;FIN	
euskera	الباسك	euskera	الباسك	N;MASC;SG	
historietas	كوميكس	historieta	كوميكس	N;FEM;PL	
philadelphia	فيلادلفيا	philadelphia	فِيلَادِلفِيَا	N;FEM;SG	
philadelphia	فيلاديلفيا	philadelphia	فيلاديلفيا	N;FEM;SG	
grueso	جملة	grueso	جُملَة	ADJ;MASC;SG	N;NOM;INDF;SG
bart	بارت	bart	بَار	N;SG	
eficaz	فعالية	eficaz	فَعَّالِيَّة	ADJ;SG	N;NOM;INDF;SG
eficaz	الفعال	eficaz	فَعَّال	ADJ;SG	N;NOM;DEF;SG
comenta	التعليق	comentar	تَعلِيق	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
comenta	تعليق	comentar	تَعلِيق	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
comenta	تعليقات	comentar	تَعلِيق	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
comenta	التعليقات	comentar	تَعلِيق	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
terminando	الانتهاء	terminar	اِنتِهَاء	V;V.MSDR	N;NOM;DEF;SG
terminando	المنتهي	terminar	مُنتَهِي	V;V.MSDR	ADJ;NOM;DEF;MASC;SG
terminando	انهاء	terminar	إِنهَاء	V;V.MSDR	N;NOM;INDF;SG
piedad	رحمة	piedad	رَحمَة	N;FEM;SG	
piedad	ميرسي	piedad	ميرسي	N;FEM;SG	
piedad	مرسي	piedad	مرسي	N;FEM;SG	
piedad	تقوى	piedad	تقوى	N;FEM;SG	V;MASC;IMP;SG;FIN
camilo	كاميلو	camilo	كاميلو	PROPN	
ram	رام	ram	رَام	N;FEM;SG	
ram	كبش	ram	كَبَش	N;FEM;SG	
realismo	واقعية	realismo	وَاقِعِيَّة	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
dante	دانتي	dante	دَانتِي		
pionero	بايونير	pionero	بايونير	ADJ;MASC;SG	
pionero	الرائدة	pionero	رَائِدَة	ADJ;MASC;SG	N;NOM;DEF;SG
espinas	ثورن	espina	ثُورن	N;FEM;PL	
ted	تيد	ted	تيد	PROPN	
ted	تد	ted	تَدّ	PROPN	V;IPFV;FEM;IND;SG;3;FIN;ACT
myspace	myspa	myspace	myspa	N;MASC;SG	
ambientales	بيئية	ambiental	بيئية	ADJ;PL	ADJ;NOM;INDF;FEM;SG
consecutivas	متتالية	consecutivo	مُتَتَالِي	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
aeropuertos	مطار	aeropuerto	مَطَار	N;MASC;PL	N;NOM;INDF;SG
aeropuertos	المطار	aeropuerto	مَطَار	N;MASC;PL	N;NOM;DEF;SG
mencionados	ذكرت	mencionado	ذَكَر	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;3;ACT
cómics	كوميكس	cómics	كوميكس	N;MASC;PL	
constancia	كونستانس	constancia	كونستانس	N;FEM;SG	
