кама	kama	кам	kams	N;INAN;NOM;FEM;SG	
правильное	pareizas	правильный	pareiza	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
пропаганда	propagandas	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
зубы	zobiem	зуб	zobs	N;INAN;NOM;MASC;PL	N;DAT;MASC;PL
зубы	zobus	зуб	zobs	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
специализированных	specializētās	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
специализированных	specializēta	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
специализированных	specializētā	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
специализированных	specializētie	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
специализированных	specializētas	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
специализированных	specializēta	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
специализированных	specializēti	специализировать	specializēt	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
кучу	kaudze	куча	kaudze	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
ущелье	ieleju	ущелье	ieleja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
доминик	dominique	доминик	dominique	N;ANIM;NOM;MASC;SG	
шахматы	šaha	шахматы	šahs	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
будапешт	budapeštas	будапешт	budapešta	N;INAN;NOM;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
фактором	faktoram	фактор	faktors	N;INAN;INS;MASC;SG	N;DAT;MASC;SG
фактором	koeficients	фактор	koeficients	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
фактором	faktoru	фактор	faktors	N;INAN;INS;MASC;SG	N;ACC;MASC;PL
фактором	faktors	фактор	faktors	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
казимир	kazimirs	казимир	kazimirs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
животное	dzīvnieku	животное	dzīvnieks	N;ANIM;NOM;NEUT;SG	N;ACC;MASC;SG
животное	dzīvniekam	животное	dzīvnieks	N;ANIM;NOM;NEUT;SG	N;DAT;MASC;SG
тюрингия	tīringenes	тюрингия	tīringene	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
дракона	pūķi	дракон	pūķe	N;ANIM;ACC;MASC;SG	N;NOM;MASC;PL
дракона	pūķis	дракон	pūķis	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
углерода	oglekļa	углерод	ogleklis	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
углерода	oglekli	углерод	ogleklis	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
углерода	ogleklis	углерод	ogleklis	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
свидетелей	liecinieki	свидетель	liecinieks	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
свидетелей	lieciniekus	свидетель	liecinieks	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
усиление	stiprināšanai	усиление	stiprināšana	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
усиление	pastiprināšanu	усиление	pastiprināšana	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
легион	leģiona	легион	leģions	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
взвод	squad	взвод	squad	N;INAN;NOM;MASC;SG	
взвод	vadu	взвод	vads	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
точная	precīzi	точный	precīzi	ADJ;NOM;FEM;SG	ADV
точная	precīzi	точный	precīzi	ADJ;NOM;FEM;SG	ADV
точная	precīzi	точный	precīzi	ADJ;NOM;FEM;SG	ADV
точная	precīzas	точный	precīza	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
гоголя	gogolis	гоголь	gogolis	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
богатства	bagātība	богатство	bagātība	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
рейна	reinas	рейн	reina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
примечательно	zīmīgi	примечательный	zīmīgi	ADJ;NEUT;SG	ADV
личинки	uzbrucējs	личинка	uzbrucējs	N;ANIM;NOM;FEM;PL	N;NOM;MASC;SG
ивановский	ivanovskis	ивановский	ivanovskis	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
сообщается	ziņoja	сообщать	ziņot	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FH;IND;3;POS;PST;FIN;ACT
сообщается	ziņots	сообщать	ziņot	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
белок	proteīni	белок	proteīns	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
белок	olbaltumvielu	белок	olbaltumviela	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
белок	olbaltumvielas	белок	olbaltumviela	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
свердловская	sverdlovskas	свердловский	sverdlovska	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG
временный	pagaidu	временный	pagaidīt	ADJ;NOM;MASC;SG	N;ACC;MASC;SG
временный	īslaicīgi	временный	īslaicīgi	ADJ;NOM;MASC;SG	ADV
временный	temp	временный	temp	ADJ;NOM;MASC;SG	
завершена	pabeigti	завершить	pabeigt	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
завершена	pabeigti	завершить	pabeigt	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
завершена	gatavo	завершить	gatavot	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FH;IND;2;POS;PRS;FIN;ACT
кастро	castro	кастро	castro	N;ANIM;NOM;MASC;SG	
матрицы	matricu	матрица	matrica	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
матрицы	matrica	матрица	matrica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
взрослые	pieaugušajiem	взрослый	pieaugušais	N;ANIM;NOM;MASC;PL	V;PFV;DAT;DEF;MASC;PL;PST;V.PTCP
взрослые	pieaugušiem	взрослый	pieaugt	N;ANIM;NOM;MASC;PL	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP
взрослые	pieaugušie	взрослый	pieaugušais	N;ANIM;NOM;MASC;PL	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
взрослые	pieaugušo	взрослый	pieaugt	N;ANIM;NOM;MASC;PL	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
взрослые	pieaugušie	взрослый	pieaugušais	N;ANIM;NOM;MASC;PL	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
взрослые	pieauguši	взрослый	pieaugt	N;ANIM;NOM;MASC;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
взрослые	pieaugušais	взрослый	pieaugt	N;ANIM;NOM;MASC;PL	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
арестованы	arestēts	арестовывать	arestēt	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
арестованы	apcietināts	арестовывать	apcietināt	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
медичи	medici	медич	medici	N;ANIM;NOM;FEM;SG	
ранний	agri	ранний	agri	ADJ;NOM;MASC;SG	ADV
исчезновения	pazušanas	исчезновение	pazušana	N;INAN;GEN;NEUT;SG	N;NOM;FEM;PL
исчезновения	izzušana	исчезновение	izzušana	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG
исчезновения	pazušanu	исчезновение	pazušana	N;INAN;GEN;NEUT;SG	N;ACC;FEM;SG
исчезновения	pazušanas	исчезновение	pazušana	N;INAN;GEN;NEUT;SG	N;NOM;FEM;PL
итальянские	itāļu	итальянский	itālis	ADJ;NOM;PL	N;GEN;MASC;PL
итальянские	itāliešu	итальянский	itālietis	ADJ;NOM;PL	N;GEN;MASC;PL
итальянские	itālijas	итальянский	itālija	ADJ;NOM;PL	PROPN;NOM;FEM;PL
объяснил	izskaidroti	объяснить	izskaidrot	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
вэй	wei	вэй	wei	N;INAN;NOM;MASC;SG	
хорхе	jorge	хорха	jorge	N;INAN;NOM;MASC;SG	
спутники	satelītu	спутник	satelīts	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
спутники	pavadonis	спутник	pavadonis	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
спутники	satelītu	спутник	satelīts	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
опытом	pieredzes	опыт	pieredze	N;INAN;INS;MASC;SG	N;NOM;FEM;PL
рон	ron	рон	ron	N;ANIM;NOM;MASC;SG	
наблюдение	novērojumu	наблюдение	novērojums	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
наблюдение	novērojumi	наблюдение	novērojums	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
наблюдение	uzraudzības	наблюдение	uzraudzība	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
наблюдение	ievērojot	наблюдение	ievērot	N;INAN;NOM;NEUT;SG	V;V.CVB
наблюдение	novērot	наблюдение	novērot	N;INAN;NOM;NEUT;SG	V;POS;NFIN
деда	vectēvs	дед	vectēvs	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	vectēvs	дед	vectēvs	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
черепа	galvaskausa	череп	galvaskausīt	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
герберт	herbert	герберт	herbert	N;ANIM;NOM;MASC;SG	
якоб	jakobs	якоб	jakobs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
интеграции	integrēšana	интеграция	integrēšana	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
интеграции	integrācija	интеграция	integrācija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
женщину	sieviete	женщина	sieviete	N;ANIM;ACC;FEM;SG	N;NOM;FEM;SG
мальчиков	zēniem	мальчик	zēns	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
мальчиков	puikas	мальчик	puika	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
мальчиков	puiši	мальчик	puiši	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
мальчиков	zēni	мальчик	zēns	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
агломерации	aglomerācijā	агломерация	aglomerācija	N;INAN;NOM;FEM;PL	N;ESS;FEM;SG
марке	markes	марка	marke	N;INAN;DAT;FEM;SG	PROPN;NOM;FEM;SG
успешного	veiksmīga	успешный	veiksmīga	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
успешного	sekmīga	успешный	sekmīga	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
успешного	veiksmīgs	успешный	veiksmīgs	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
успешного	veiksmīgu	успешный	veiksmīga	ADJ;GEN;MASC;SG	ADJ;ACC;MASC;SG
успешного	veiksmīgi	успешный	veiksmīgi	ADJ;GEN;MASC;SG	ADV
костей	kaulus	кость	kauls	N;INAN;GEN;FEM;PL	N;ACC;MASC;PL
костей	kauli	кость	kauli	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
парков	parkos	парк	parks	N;INAN;GEN;MASC;PL	N;ESS;MASC;PL
парков	parki	парк	parks	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
попробуйте	mēģini	пробовать	mēģināt	V;PFV;IMP;PL;2;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
попробуйте	pamēģini	пробовать	pamēģināt	V;PFV;IMP;PL;2;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
черт	sasodīti	черт	sasodīt	N;ANIM;NOM;MASC;SG	ADV
избирательного	selektīva	избирательный	selektīva	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
избирательного	selektīvā	избирательный	selektīva	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
избирательного	selektīvi	избирательный	selektīvi	ADJ;GEN;MASC;SG	ADV
избирательного	selektīvs	избирательный	selektīvs	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
девиз	saukli	девиз	sauklis	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
сек	sek	секунда	sek	N;INAN;NOM;FEM;SG	NUM
греческая	hellenic	греческий	hellenica	ADJ;NOM;FEM;SG	
греческая	grieķijas	греческий	grieķija	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
греческая	grieķu	греческий	grieķis	ADJ;NOM;FEM;SG	N;GEN;MASC;PL
земледелия	lauksaimniecība	земледелие	lauksaimniecība	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
земледелия	audzēšana	земледелие	audzēšana	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
частное	privāti	частный	privāts	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
частное	privātie	частный	privāts	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
частное	private	частный	private	ADJ;NOM;NEUT;SG	
риска	risks	риск	risks	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
зеркало	spogulīt	зеркало	spogulīt	N;INAN;NOM;NEUT;SG	N;ESS;MASC;SG
пересадка	transplantācijas	пересадка	transplantācija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
пересадка	transplantāciju	пересадка	transplantācija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
пересадка	transplantācijas	пересадка	transplantācija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
регулярный	regulāras	регулярный	regulāra	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
регулярный	regulāri	регулярный	regulāri	ADJ;NOM;MASC;SG	ADV
грей	pelēkā	грей	pelēks	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
грей	pelēks	грей	pelēks	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
грей	pelēkas	грей	pelēka	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
грей	pelēkais	грей	pelēks	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
грей	pelēkās	грей	pelēka	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
вертолёт	helikopteru	вертолет	helikopters	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
мали	mali	маленький	mals	N;INAN;NOM;FEM;SG	
реакций	reakcijas	реакция	reakcija	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
независимая	neatkarīgi	независимый	neatkarīgi	ADJ;NOM;FEM;SG	ADV
независимая	neatkarīgas	независимый	neatkarīga	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
грузовых	kravas	грузовой	krava	ADJ;GEN;PL	N;NOM;FEM;PL
грузовых	krava	грузовой	krava	ADJ;GEN;PL	N;NOM;FEM;SG
украшения	juvelierizstrādājumu	украшение	junelierizstrādājums	N;INAN;NOM;NEUT;PL	N;ACC;MASC;SG
правду	patiesība	правда	patiesība	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
правду	patiesības	правда	patiesība	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
организатором	organizators	организатор	organizators	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
священники	mācītājiem	священник	mācītājs	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
влиятельных	ietekmīgi	влиятельный	ietekmīgi	ADJ;GEN;PL	ADV
разнообразие	šķirnes	разнообразие	šķirne	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
брони	bruņas	броня	bruņas	N;INAN;NOM;FEM;SG	N;NOM;FEM
признано	atzītas	признать	atzīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
признано	atzīti	признать	atzīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
признано	atzina	признать	atzīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FH;IND;3;POS;PST;FIN;ACT
признано	atzītas	признать	atzīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
признано	atzīti	признать	atzīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
патрон	patron	патрон	patranēt	N;INAN;NOM;MASC;SG	
поворот	griezt	поворот	griezt	N;INAN;NOM;MASC;SG	V;POS;NFIN
поворот	pagriezt	поворот	pagriezt	N;INAN;NOM;MASC;SG	V;POS;NFIN
гражданства	pilsonība	гражданство	pilsonība	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG
босния	bosnija	босние	bosnija	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
конечной	galējais	конечный	galējs	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
конечной	galīgais	конечный	galīgs	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
дэйв	deivs	дэйв	deivs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
алжир	alžīra	алжир	alžīrs	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
алжир	alžīrija	алжир	alžīrija	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
коричневые	brauns	коричневый	brauns	ADJ;NOM;PL	PROPN;NOM;MASC;SG
коричневые	brūnais	коричневый	brūns	ADJ;NOM;PL	ADJ;NOM;MASC;SG
коричневые	brūna	коричневый	brūns	ADJ;NOM;PL	ADJ;NOM;FEM;SG
коричневые	brūns	коричневый	brūns	ADJ;NOM;PL	ADJ;NOM;MASC;SG
саймон	simons	саймон	simons	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
нила	nils	нило	nils	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
нила	nīls	нило	nīls	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
нила	nilu	нило	nils	N;INAN;GEN;MASC;SG	PROPN;ACC;MASC;SG
нила	nīlas	нило	nīla	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
бтр	btr	бтр	btr	N;INAN;NOM;MASC;SG	
саид	teica	саид	teikt	N;ANIM;NOM;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
саид	pateikts	саид	pateikt	N;ANIM;NOM;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
декан	dean	декан	dean	N;ANIM;NOM;MASC;SG	
низким	zema	низкий	zema	ADJ;INS;NEUT;SG	ADJ;NOM;FEM;SG
низким	zemā	низкий	zems	ADJ;INS;NEUT;SG	ADJ;NOM;FEM;SG
низким	mazs	низкий	mazs	ADJ;INS;NEUT;SG	ADJ;NOM;MASC;SG
низким	zems	низкий	zems	ADJ;INS;NEUT;SG	ADJ;NOM;MASC;SG
феномен	parādības	феномен	parādība	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
электрических	elektriskas	электрический	elektriska	ADJ;GEN;PL	ADJ;NOM;FEM;PL
электрических	elektriskie	электрический	elektrisks	ADJ;GEN;PL	ADJ;NOM;MASC;PL
электрических	elektrisko	электрический	elektriska	ADJ;GEN;PL	ADJ;ACC;MASC;SG
электрических	elektriskās	электрический	elektriska	ADJ;GEN;PL	ADJ;NOM;FEM;PL
джеффри	geoffrey	джеффри	geoffrey	N;ANIM;NOM;MASC;SG	
джеффри	džefrijs	джеффри	džefrijs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
блюз	blues	блюзо	blues	N;INAN;NOM;MASC;SG	
ценные	vērtīga	ценный	vērtīga	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ценные	vērtīgs	ценный	vērtīgs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ценные	vērtīgu	ценный	vērtīgs	ADJ;NOM;PL	ADJ;ACC;MASC;SG
ценные	vērtīgi	ценный	vērtīgi	ADJ;NOM;PL	ADV
эмблемы	emblēma	эмблем	emblēma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
нефть	eļļas	нефть	eļļa	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
существенное	ievērojams	существенный	ievērojams	ADJ;NOM;NEUT;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
существенное	nozīmīgas	существенный	nozīmīga	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
снег	snieg	снег	sniegt	N;INAN;NOM;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
снег	sniega	снег	sniegs	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
снег	sniegu	снег	sniegs	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
виа	caur	виа	caur	N;INAN;NOM;MASC;SG	ADP
виа	via	виа	via	N;INAN;NOM;MASC;SG	
детройт	detroitas	детройт	detroita	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
целые	vesels	целый	vesels	ADJ;NOM;PL	ADJ;NOM;MASC;SG
целые	vesela	целый	vesela	ADJ;NOM;PL	ADJ;NOM;FEM;SG
преступников	noziedzniekus	преступник	noziedznieks	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
преступников	noziedzniekiem	преступник	noziedznieks	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
преступников	noziedznieki	преступник	noziedznieks	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
воля	būs	воля	būt	N;INAN;NOM;FEM;SG	V;FH;IND;3;POS;FUT;FIN;ACT
экономии	taupības	экономия	taupība	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
теннесси	tenesī	теннесси	tenesis	N;INAN;NOM;MASC;SG	PROPN
форд	fords	форд	fords	INTJ	PROPN;NOM;MASC;SG
форд	ford	форд	ford	INTJ	
шар	balonu	шар	balons	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
шар	bumbu	шар	bumba	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
подарок	pašreizējais	подарок	pašreizējs	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
подарок	klāt	подарок	klāt	N;INAN;NOM;MASC;SG	ADV
подарок	tagadni	подарок	tagadne	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
подарок	dāvanu	подарок	dāvana	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
очко	score	очко	score	N;INAN;NOM;NEUT;SG	
очко	point	очко	point	N;INAN;NOM;NEUT;SG	
группировка	frakciju	группировка	frakcija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
стрелка	bultu	стрелка	bulta	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
жидкость	šķidruma	жидкость	šķidrums	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
жидкость	šķidruma	жидкость	šķidrums	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
жидкость	šķidrs	жидкость	šķidrs	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
жидкость	šķidri	жидкость	šķidrs	N;INAN;NOM;FEM;SG	ADV
этаж	grīdas	этаж	grīda	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
гранди	grandi	гранди	grandi	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
гродно	grodņas	гродно	grodņa	ADV	PROPN;NOM;FEM;SG
выполнено	izpildīti	выполнить	izpildīt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ивановка	ivanovka	ивановка	ivanovks	N;INAN;NOM;FEM;SG	
филологии	filoloģija	филология	filoloģija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
сербов	serbu	серб	serba	N;ANIM;GEN;MASC;PL	PROPN;NOM;MASC;SG
сербов	serbiem	серб	serbs	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
сербов	serbu	серб	serba	N;ANIM;GEN;MASC;PL	PROPN;NOM;MASC;SG
контекста	konteksts	контекст	konteksts	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
тяжести	smaguma	тяжесть	smagums	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
тяжести	smagums	тяжесть	smagums	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
тяжести	smagumu	тяжесть	smagums	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
луга	pļavās	луг	pļava	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
люксембурга	luksemburgu	люксембург	luksemburga	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
люксембурга	luksemburgā	люксембург	luksemburga	N;INAN;GEN;MASC;SG	N;ESS;FEM;SG
люксембурга	luksemburga	люксембург	luksemburga	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
эна	ena	эно	ena	N;INAN;NOM;MASC;SG	
курорт	resort	курорт	resort	N;INAN;NOM;MASC;SG	
вектор	vektora	вектор	vektors	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
вектор	vektoru	вектор	vektors	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
фантастический	fantastiski	фантастический	fantastiski	ADJ;NOM;MASC;SG	ADV
закончить	finišs	закончить	finišs	V;PFV;NFIN;ACT	N;NOM;MASC;SG
мирное	miermīlīgu	мирный	miermīlīga	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
саха	saha	сах	sahs	N;INAN;NOM;MASC;SG	
саха	sahas	сах	saha	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
нож	nazi	нож	nazis	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
тянет	velk	тянуть	vilkt	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
навыки	prasme	навык	prasme	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
навыки	prasme	навык	prasme	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
навыки	prasmju	навык	prasme	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
грубо	rupji	грубо	rupji	ADV	ADJ;NOM;MASC;PL
бранденбург	brandenburgas	бранденбург	brandenburga	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
уменьшение	samazināšanas	уменьшение	samazināšana	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
уменьшение	samazināt	уменьшение	samazināt	N;INAN;NOM;NEUT;SG	V;POS;NFIN
физическая	fiziskās	физический	fiziska	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
физическая	fiziskie	физический	fizisks	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
физическая	fiziski	физический	fiziski	ADJ;NOM;FEM;SG	ADV
рей	rey	рей	rey		
рей	rae	рей	rae		
рей	stars	рей	stars		N;NOM;MASC;SG
рей	ray	рей	ray		
индивидуальные	individuāla	индивидуальный	individuāls	ADJ;NOM;PL	ADJ;NOM;FEM;SG
индивидуальные	individuālā	индивидуальный	individuāls	ADJ;NOM;PL	ADJ;NOM;FEM;SG
индивидуальные	individuāli	индивидуальный	individuāls	ADJ;NOM;PL	ADV
