है	האי	है	האי	V;IND;SG;3;PRS;FIN;ACT	
वर्तनी	הכישוף	वर्तनी	הכישוף	N;NOM;FEM;SG;3	PROPN
हार्ट	הארט	हार्ट	הארט	PROPN;NOM;MASC;SG;3	PROPN
चाय	תה	चाय	תה	N;NOM;FEM;SG;3	
छत	התקרה	छत	התקרה	N;NOM;FEM;SG;3	V;MASC;SG;3;PST
छत	גג	छत	גג	N;NOM;FEM;SG;3	PROPN
छत	גג	छत	גג	N;NOM;FEM;SG;3	PROPN
अनुमानित	מוערך	अनुमानित	הוערך	ADJ	V;MASC;SG;V.PTCP;PASS
अनुमानित	משוער	अनुमानित	משוער	ADJ	PROPN
होली	הולי	होली	הולי	PROPN;NOM;FEM;SG;3	PROPN
गिरफ्तार	מעצר	गिरफ्तार	מעצר	ADJ	N;MASC;SG
गिरफ्तार	נעצרו	गिरफ्तार	נעצר	ADJ	V;PL;3;PST;MID
गिरफ्तार	נעצרה	गिरफ्तार	נעצר	ADJ	V;FEM;SG;3;PST;MID
गिरफ्तार	נעצר	गिरफ्तार	נעצר	ADJ	V;MASC;SG;3;PST;MID
मारा	מארה	मार	מארה	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
माइक्रोसॉफ्ट	מיקרוסופט	माइक्रोसॉफ्ट	מיקרוסופט	PROPN;NOM;MASC;SG;3	PROPN
आवाज़	vol	आवाज़	vol	N;NOM;FEM;SG;3	PROPN
आवाज़	נפח	आवाज़	נפח	N;NOM;FEM;SG;3	
आवाज़	כרך	आवाज़	כרך	N;NOM;FEM;SG;3	
आवाज़	קולי	आवाज़	קולי	N;NOM;FEM;SG;3	PROPN
आवाज़	הקול	आवाज़	הקול	N;NOM;FEM;SG;3	
आवाज़	קול	आवाज़	קול	N;NOM;FEM;SG;3	
चाल	תעלול	चाल	תעלול	N;NOM;FEM;SG;3	PROPN
चाल	זוז	चाल	זוז	N;NOM;FEM;SG;3	
चाल	תנועות	चाल	תנועה	N;NOM;FEM;SG;3	N;FEM;PL
चाल	מהלכים	चाल	מהלך	N;NOM;FEM;SG;3	N;MASC;PL
गीता	גיטה	गीता	גיטה	PROPN;NOM;FEM;SG;3	PROPN
कोलंबिया	קולומביה	कोलंबिया	קולומביה	PROPN;NOM;MASC;SG;3	PROPN
कोलंबिया	קולומביה	कोलंबिया	קולומביה	PROPN;NOM;MASC;SG;3	PROPN
देशी	יליד	देशी	יליד		PROPN
देशी	ילידים	देशी	יליד		N;MASC;PL
प्रायद्वीप	פנינסולה	प्रायद्वीप	פנינסולה	N;NOM;MASC;SG;3	PROPN
मौखिक	אוראלי	मौखिक	אוראלי		PROPN
मौखिक	מילולית	मौखिक	מילולי		ADV
मौखिक	מילולי	मौखिक	מילולי		ADJ;MASC;SG
चलाया	להורג	चला	להורג	V;PFV;MASC;SG;V.PTCP;ACT	
गर्भ	רחם	गर्भ	רחם	N;NOM;MASC;SG;3	PROPN
रहें	תשאר	रह	תשאר	V;SBJV;PL;FIN;ACT	V;MASC;SG;2;FUT;ACT
रहें	תישאר	रह	נשאר	V;SBJV;PL;FIN;ACT	V;FEM;SG;3;FUT;MID
रहें	הישאר	रह	הישאר	V;SBJV;PL;FIN;ACT	PROPN
ध्रुव	קוטב	ध्रुव	קוטב	PROPN;NOM;MASC;SG;3	PROPN
ध्रुव	מוט	ध्रुव	מוט	PROPN;NOM;MASC;SG;3	
भोपाल	בופאל	भोपाल	בופאל	PROPN;NOM;MASC;SG;3	PROPN
कथित	לכאורה	कथित	לכאורה	ADJ;NOM	ADV
कथित	כביכול	कथित	כביכול	ADJ;NOM	
ड्राइव	דרייב	ड्राइव	דרייב	N;NOM;MASC;SG;3	PROPN
ड्राइव	כונן	ड्राइव	כונן	N;NOM;MASC;SG;3	PROPN
कोर	מקהלה	कोर	הקהלה		N;FEM;SG
कोर	ליבה	कोर	ליבה		PROPN
कोर	ליבת	कोर	ליבה		PROPN
कोर	הליבה	कोर	הליבה		N;FEM;SG
नियुक्ति	פגישות	नियुक्ति	פגישה	N;NOM;FEM;SG;3	N;FEM;PL
नियुक्ति	תורים	नियुक्ति	תור	N;NOM;FEM;SG;3	N;MASC;PL
बहती	זורמים	बह	זרם	V;IPFV;FEM;SG;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
विटामिन	ויטמין	विटामिन	ויטמין	N;NOM;MASC;SG;3	PROPN
विटामिन	ויטמינים	विटामिन	ויטמינים	N;NOM;MASC;SG;3	N;MASC;PL
विटामिन	ויטמין	विटामिन	ויטמין	N;NOM;MASC;SG;3	PROPN
उपयोगकर्ताओं	משתמשים	उपयोगकर्ता	השתמש	N;ACC;MASC;PL;3	V;MASC;PL;V.PTCP
एड्स	איידס	एड्स	איידס	PROPN;NOM;MASC;SG;3	N;MASC;SG
बाग	הגן	बाग	הגן	N;NOM;MASC;SG;3	
बर्मा	בורמה	बर्मा	בורמה	PROPN;NOM;MASC;SG;3	PROPN
डच	הולנדית	डच	הולנדי		PROPN
डच	הולנדי	डच	הולנדי		PROPN
डच	ההולנדי	डच	ההולנד		PROPN
चौथी	רביעי	चौथी	רביעי	ADJ;NOM;FEM;SG	PROPN
चौथी	רביעית	चौथी	רביעית	ADJ;NOM;FEM;SG	NUM;FEM;SG
चौथी	fourth	चौथी	fourth	ADJ;NOM;FEM;SG	
चौथी	הרביעית	चौथी	הרביעית	ADJ;NOM;FEM;SG	ADV
चौथी	הרביעי	चौथी	הרביע	ADJ;NOM;FEM;SG	PROPN
वंशज	צאצא	वंशज	צאצא	N;NOM;MASC;PL;3	
गठबंधन	הברית	गठबंधन	הברית	N;NOM;MASC;SG;3	PROPN
उम्मीदवार	מועמדות	उम्मीदवार	הועמד	N;NOM;MASC;PL;3	
उम्मीदवार	המועמד	उम्मीदवार	המועמד	N;NOM;MASC;PL;3	PROPN
उम्मीदवार	מועמדת	उम्मीदवार	מועמד	N;NOM;MASC;PL;3	N;FEM;SG
उम्मीदवार	מועמד	उम्मीदवार	מועמד	N;NOM;MASC;PL;3	N;MASC;SG
प्रभावों	אימפרסיוניזם	प्रभाव	אימפרסיוניזם	N;ACC;MASC;PL;3	N;MASC;SG
ग्रहों	פלנטה	ग्रह	פלנטה	N;ACC;MASC;PL;3	
ग्रहों	פלאנט	ग्रह	פלאנט	N;ACC;MASC;PL;3	PROPN
रूपांतरण	המרות	रूपांतरण	המרה	N;NOM;MASC;SG;3	N;FEM;PL
रूपांतरण	המרה	रूपांतरण	המרה	N;NOM;MASC;SG;3	
मैसूर	מייסור	मैसूर	מייסור	PROPN;NOM;MASC;SG;3	PROPN
जनजाति	שבט	जनजाति	שבט	N;NOM;FEM;SG;3	PROPN
जनजाति	השבט	जनजाति	השבט	N;NOM;FEM;SG;3	
पठार	סף	पठार	סף	N;NOM;MASC;SG;3	
पठार	מפתן	पठार	מפתן	N;NOM;MASC;SG;3	ADV
पठार	הסף	पठार	הסף	N;NOM;MASC;SG;3	
सीता	סיטה	सीता	סיטה	PROPN;NOM;FEM;SG;3	PROPN
नोकिया	נוקיה	नोकिया	נוקיה	N;NOM;MASC;SG;3	PROPN
बहुमत	הרוב	बहुमत	הרוב	N;NOM;MASC;SG;3	
चमक	לזרוח	चमक	זרח	N;NOM;FEM;SG;3	V;NFIN;ACT
चमक	זוהרים	चमक	זוהר	N;NOM;FEM;SG;3	ADJ;MASC;PL
चमक	זורח	चमक	זרח	N;NOM;FEM;SG;3	PROPN
चमक	זוהר	चमक	זוהר	N;NOM;FEM;SG;3	PROPN
हिल	היל	हिल	היל		PROPN
हिल	גבעת	हिल	גבעה		PROPN
हिल	גבעה	हिल	גבעה		N;FEM;SG
नैदानिक	קלינית	नैदानिक	קליני	N;NOM;MASC;SG;3	ADV
अद्भुत	מדהים	अद्भुत	הדהים	PROPN;NOM;MASC;SG;3	PROPN
अद्भुत	מדהימות	अद्भुत	מדהימות	PROPN;NOM;MASC;SG;3	N;FEM;PL
अद्भुत	מדהימה	अद्भुत	הדהים	PROPN;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
अद्भुत	מדהימים	अद्भुत	הדהים	PROPN;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;ACT
अद्भुत	נפלאים	अद्भुत	נפלא	PROPN;NOM;MASC;SG;3	N;MASC;PL
अद्भुत	נפלא	अद्भुत	נפלא	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अद्भुत	לתפארת	अद्भुत	לתפארת	PROPN;NOM;MASC;SG;3	ADV
अद्भुत	נפלאה	अद्भुत	נפלא	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
एकत्रित	אסף	एकत्रित	אסף	ADJ	PROPN
एकत्रित	נאסף	एकत्रित	נאסף	ADJ	V;MASC;SG;3;PST;MID
एकत्रित	לאסוף	एकत्रित	אסף	ADJ	V;NFIN;ACT
तोड़	סמאש	तोड़	סמאש	V;ACT	PROPN
तोड़	מרסק	तोड़	מרסק	V;ACT	PROPN
खतरे	איומי	खतरा	איום	N;NOM;MASC;SG;3	PROPN
खतरे	איומים	खतरा	איום	N;NOM;MASC;SG;3	N;MASC;PL
हमारा	שלנו	हम	None	PRO;MASC;PL;1	
पाल	פאול	पाल	פאול		PROPN
पाल	פול	पाल	פול		PROPN
पाल	מפרש	पाल	מפרש		N;MASC;SG
पाल	להפליג	पाल	הפליג		V;NFIN;ACT
पाल	פאל	पाल	פאל		PROPN
निर्दिष्ट	שצוין	निर्दिष्ट	שצוין	PROPN;NOM;MASC;SG;3	
निर्दिष्ट	צוין	निर्दिष्ट	צוין	PROPN;NOM;MASC;SG;3	V;MASC;SG;3;PST;PASS
जोड़े	זוגי	जोड़	זוג	V;PFV;MASC;SG;V.PTCP;ACT	
जोड़े	זוגות	जोड़	זוג	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;PL
निर्माताओं	יצרני	निर्माता	יצרן	N;ACC;MASC;PL;3	PROPN
बजट	התקציב	बजट	התקציב	N;NOM;MASC;SG;3	PROPN
समर्थक	תומכי	समर्थक	תומך	N;NOM;MASC;PL;3	PROPN
समर्थक	תומך	समर्थक	תמך	N;NOM;MASC;PL;3	V;MASC;SG;V.PTCP;ACT
पॉप	פופ	पॉप	פופ	PROPN;NOM;MASC;SG;3	PROPN
खबर	חדשות	खबर	חדשות	N;NOM;FEM;SG;3	N;FEM;PL
खबर	בשורות	खबर	בשורה	N;NOM;FEM;SG;3	
मासिक	חודשי	मासिक	חודש	N;NOM;MASC;SG;3	PROPN
मासिक	חודשיים	मासिक	חודש	N;NOM;MASC;SG;3	N;MASC;DU
मासिक	חודשית	मासिक	חודשי	N;NOM;MASC;SG;3	ADV
कणों	חלקיק	कण	חלקיק	N;NOM;MASC;PL;3	PROPN
प्रबल	דומיננטי	प्रबल	דומיננטי		ADJ;MASC;SG
विभक्त	מחולק	विभक्त	חולק	ADJ	V;MASC;SG;V.PTCP;PASS
विभक्त	מחולקת	विभक्त	חולק	ADJ	V;FEM;SG;V.PTCP;PASS
उत्तराधिकारी	צאצא	उत्तराधिकारी	צאצא	N;NOM;MASC;SG;3	
जीवाणु	חיידקים	जीवाणु	חיידק	N;NOM;MASC;SG;3	N;MASC;PL
हाँ	כן	हाँ	כן		ADV
हाँ	כן	हाँ	כן		ADV
प्राण	פראנה	प्राण	פראנה	PROPN;NOM;MASC;SG;3	PROPN
प्राण	פראן	प्राण	פראן	PROPN;NOM;MASC;SG;3	PROPN
शिकागो	שיקגו	शिकागो	שיקג	PROPN;NOM;MASC;SG;3	PROPN
विकी	ויקי	विकी	ויקי	PROPN;NOM;MASC;SG;3	PROPN
इंग्लैण्ड	באנגליה	इंग्लैण्ड	באנגליה	PROPN;NOM;MASC;SG;3	PROPN
इंग्लैण्ड	אנגליה	इंग्लैण्ड	אנגליה	PROPN;NOM;MASC;SG;3	PROPN
दौड़	ריצות	दौड	ריצה		N;FEM;PL
दौड़	מרוץ	दौड	מרוץ		N;MASC;SG
दौड़	גזע	दौड	גזע		N;MASC;SG
दौड़	מירוץ	दौड	מירוץ		N;MASC;SG
दौड़	הגזע	दौड	הגזע		PROPN
दौड़	גזעים	दौड	גזע		N;MASC;PL
दौड़	מירוצים	दौड	מירוץ		N;MASC;PL
दौड़	מרוץ	दौड	מרוץ		N;MASC;SG
दौड़	מירוץ	दौड	מירוץ		N;MASC;SG
दौड़	מירוצים	दौड	מירוץ		N;MASC;PL
जातीय	אתני	जातीय	אתני	V;MASC;SG;3;V.PTCP;ACT	N;MASC;SG
छाया	צללים	छा	צל	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;PL
छाया	הצללים	छा	הצלל	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;PL
छाया	הצללה	छा	הצללה	V;PFV;MASC;SG;V.PTCP;ACT	N;FEM;SG
छाया	הצל	छा	הצל	V;PFV;MASC;SG;V.PTCP;ACT	
छाया	שאדו	छा	שאדו	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
छाया	צל	छा	צל	V;PFV;MASC;SG;V.PTCP;ACT	
छाया	צל	छा	צל	V;PFV;MASC;SG;V.PTCP;ACT	
मैरी	מרי	मैरी	מרי	PROPN;NOM;FEM;SG;3	PROPN
मैरी	מארי	मैरी	מארי	PROPN;NOM;FEM;SG;3	PROPN
तैयारी	הכנות	तैयारी	הכנה	N;NOM;FEM;SG;3	N;FEM;PL
तैयारी	ההכנה	तैयारी	ההכנה	N;NOM;FEM;SG;3	
तैयारी	מתכוננת	तैयारी	התכונן	N;NOM;FEM;SG;3	V;FEM;SG;V.PTCP
तैयारी	מתכוננים	तैयारी	התכונן	N;NOM;FEM;SG;3	V;MASC;PL;V.PTCP
तैयारी	מתכונן	तैयारी	התכונן	N;NOM;FEM;SG;3	V;MASC;SG;V.PTCP
तैयारी	מכין	तैयारी	הכין	N;NOM;FEM;SG;3	V;MASC;SG;V.PTCP;ACT
तैयारी	הכן	तैयारी	הכן	N;NOM;FEM;SG;3	
शासनकाल	שלטונו	शासनकाल	שלטונו	N;NOM;MASC;SG;3	
फाउंडेशन	הקרן	फाउंडेशन	הקרן	PROPN;NOM;MASC;SG;3	
फाउंडेशन	קרן	फाउंडेशन	קרן	PROPN;NOM;MASC;SG;3	N;FEM;SG
विक्टोरिया	ויקטוריה	विक्टोरिया	ויקטוריה	PROPN;NOM;MASC;SG;3	PROPN
कार्यकर्ता	פועל	कार्यकर्ता	פועל	N;NOM;MASC;PL;3	N;MASC;SG
कार्यकर्ता	עובד	कार्यकर्ता	עובד	N;NOM;MASC;PL;3	PROPN
पहलू	צדדים	पहलू	צד	N;NOM;MASC;SG;3	N;MASC;PL
पब्लिक	ציבורית	पब्लिक	ציבורי	N;NOM;MASC;SG;3	ADV
पब्लिक	ציבורי	पब्लिक	ציבורי	N;NOM;MASC;SG;3	ADJ;MASC;SG
पब्लिक	הציבור	पब्लिक	הציבור	N;NOM;MASC;SG;3	
कान	אוזן	कान	אוזן	N;NOM;MASC;SG;3	
कान	האוזן	कान	האוזן	N;NOM;MASC;SG;3	PROPN
कान	אזניים	कान	אזניים	N;NOM;MASC;SG;3	N;FEM;PL
कान	אוזניים	कान	אוזן	N;NOM;MASC;SG;3	N;FEM;PL
कान	האוזניים	कान	האוזניים	N;NOM;MASC;SG;3	N;MASC;DU
बनवाया	בנויה	बन	בנה	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
बनवाया	נבנתה	बन	נבנה	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;3;PST;MID
बनवाया	נבנה	बन	נבנה	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST;MID
बनवाया	בנה	बन	בנה	V;PFV;MASC;SG;V.PTCP;ACT	
महर्षि	מהרישי	महर्षि	ההריש	PROPN;NOM;MASC;SG;3	PROPN
फैल	התפשטות	फैल	התפשטות	V;ACT	N;FEM;SG
मेले	הוגן	मेला	הוגן	N;NOM;MASC;SG;3	ADJ;MASC;SG
मेले	הוגנת	मेला	הוגן	N;NOM;MASC;SG;3	ADV
मेले	יריד	मेला	יריד	N;NOM;MASC;SG;3	
शांत	פיכח	शांत	פיכח	ADJ	
शांत	רגועה	शांत	רגועה	ADJ	ADV
शांत	רוגע	शांत	רגע	ADJ	
शांत	שקט	शांत	שקט	ADJ	N;MASC;SG
सौंदर्य	היופי	सौंदर्य	היופי	N;NOM;MASC;SG;3	PROPN
प्रिय	יקירי	प्रिय	יקיר		PROPN
प्रिय	יקירה	प्रिय	יקירה		PROPN
प्रिय	יקרים	प्रिय	יקר		ADJ;MASC;PL
प्रिय	יקירתי	प्रिय	יקירתי		V;SG;1;PST;ACT
प्रिय	יקר	प्रिय	יקר		ADJ;MASC;SG
रेड	הפשיטה	रेड	הפשיט	PROPN;NOM;MASC;SG;3	V;FEM;SG;3;PST;ACT
रेड	פשיטת	रेड	פשיטה	PROPN;NOM;MASC;SG;3	N;FEM;SG
रेड	פשיטה	रेड	פשיטה	PROPN;NOM;MASC;SG;3	
रेड	רד	रेड	רד	PROPN;NOM;MASC;SG;3	PROPN
रेड	אדום	रेड	אדום	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
रेड	אדומים	रेड	אדום	PROPN;NOM;MASC;SG;3	N;MASC;PL
रेड	אדומה	रेड	אדום	PROPN;NOM;MASC;SG;3	N;FEM;SG
स्व	סלף	स्व	סלף		PROPN
स्व	עצמי	स्व	עצמו		PRO;SG;1;REFL
सृजन	היצירה	सृजन	היצירה		ADV
सृजन	הבריאה	सृजन	הבריא		N;FEM;SG
सृजन	יצירה	सृजन	יצירה		N;FEM;SG
सृजन	יצירתיות	सृजन	יצירתי		N;FEM;SG
करो	קארו	कर	קארו	V;SBJV;SG;FIN;ACT	PROPN
अनाज	גרגיר	अनाज	גרגיר	N;NOM;MASC;SG;3	PROPN
अनाज	תבואה	अनाज	תבואה	N;NOM;MASC;SG;3	PROPN
अनाज	דגן	अनाज	דגן	N;NOM;MASC;SG;3	PROPN
विलियम्स	ויליאמס	विलियम्स	ויליאמס	PROPN;NOM;MASC;SG;3	PROPN
विलियम्स	וויליאמס	विलियम्स	וויליאמס	PROPN;NOM;MASC;SG;3	PROPN
परिपथ	מחשבון	परिपथ	מחשבון	N;NOM;MASC;SG;3	
यूनियन	האיחוד	यूनियन	האיחוד	N;NOM;FEM;SG;3	PROPN
बच	באך	बच	באך	V;ACT	PROPN
छोड़ने	נטישה	छोड़	נטישה	V;NFIN;ACT	N;FEM;SG
सेनानी	לוחמי	सेनानी	לוחם	N;NOM;MASC;SG;3	PROPN
सेनानी	לוחמות	सेनानी	לוחם	N;NOM;MASC;SG;3	N;FEM;PL
सेनानी	לוחמים	सेनानी	לוחם	N;NOM;MASC;SG;3	N;MASC;PL
रणनीति	אסטרטגיות	रणनीति	אסטרטגיות	N;NOM;FEM;SG;3	ADJ;FEM;PL
लेन	ליין	लेन	ליין	N;NOM;MASC;SG;3	PROPN
बुलाया	נקרא	बुला	נקרא	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST;MID
बाढ़	מבול	बाढ़	מבול	N;NOM;FEM;SG;3	
बाढ़	להציף	बाढ़	הציף	N;NOM;FEM;SG;3	V;NFIN;ACT
शत्रु	האויב	शत्रु	האויב	N;NOM;MASC;SG;3	PROPN
शत्रु	אוייב	शत्रु	אויב	N;NOM;MASC;SG;3	
शत्रु	עוין	शत्रु	עוין	N;NOM;MASC;SG;3	ADJ;MASC;SG
शत्रु	אויבים	शत्रु	אויב	N;NOM;MASC;SG;3	N;MASC;PL
शत्रु	אויבי	शत्रु	אויבי	N;NOM;MASC;SG;3	PROPN
अनुच्छेद	פסקה	अनुच्छेद	פסק	PROPN;NOM;MASC;SG;3	N
अनुच्छेद	פסקאות	अनुच्छेद	פסקה	PROPN;NOM;MASC;SG;3	N;FEM;PL
आयात	יבא	आयात	יבא	N;NOM;MASC;SG;3	V;MASC;SG;3;FUT;ACT
आधा	מחצית	आधा	None	NUM	DET;PSSD
आधा	חצי	आधा	חץ	NUM	N;PSSD;MASC;PL
धन्यवाद	תודה	धन्यवाद	תודה		PROPN
बेल	הגפן	बेल	הגפן		PROPN
बेल	פעמון	बेल	פעמון		N;MASC;SG
सेंट्रल	סנטרל	सेंट्रल	סנטרל	PROPN;NOM;MASC;SG;3	PROPN
सेंट्रल	מרכזית	सेंट्रल	מרכזי	PROPN;NOM;MASC;SG;3	ADV
सेंट्रल	מרכז	सेंट्रल	מרכז	PROPN;NOM;MASC;SG;3	N;MASC;SG
सेंट्रल	מרכזי	सेंट्रल	מרכזי	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
घातक	קטלנית	घातक	קטלני	ADJ	ADV
घातक	קטלניות	घातक	קטלני	ADJ	N;FEM;PL
घातक	ממארת	घातक	איאר	ADJ	N;FEM;SG
मास्टर	מאסטר	मास्टर	מאסטר	N;NOM;MASC;SG;3	PROPN
मास्टर	אדון	मास्टर	אדון	N;NOM;MASC;SG;3	
मास्टर	מסטר	मास्टर	מסטר	N;NOM;MASC;SG;3	PROPN
तस्वीर	התמונה	तस्वीर	התמונה	N;NOM;FEM;SG;3	V;FEM;SG;3;PST
पहल	היוזמה	पहल	היוזמה		PROPN
पहल	יוזמה	पहल	יוזמה		N;FEM;SG
परे	שמעבר	परे	שמעבר		PROPN
सच	נכון	सच	נכון	N;NOM;MASC;SG;3	ADJ;MASC;SG
सच	האמת	सच	האמה	N;NOM;MASC;SG;3	ADV
पाउंड	לירה	पाउंड	לירה	N;NOM;MASC;SG;3	PROPN
पाउंड	פאונד	पाउंड	פאונד	N;NOM;MASC;SG;3	PROPN
पाउंड	פאונד	पाउंड	פאונד	N;NOM;MASC;SG;3	PROPN
इण्डिया	הודו	इण्डिया	הודו	PROPN;NOM;MASC;SG;3	PROPN
इण्डिया	אינדיה	इण्डिया	אינדיה	PROPN;NOM;MASC;SG;3	PROPN
प्राधिकरण	רשויות	प्राधिकरण	רשות	N;NOM;MASC;SG;3	N;FEM;PL
प्राधिकरण	הרשויות	प्राधिकरण	הרשות	N;NOM;MASC;SG;3	N;FEM;PL
प्राधिकरण	הרשות	प्राधिकरण	הרשה	N;NOM;MASC;SG;3	N;FEM;PL
कीट	חרקים	कीट	חרק	N;NOM;MASC;SG;3	N;MASC;PL
कीट	חרק	कीट	חרק	N;NOM;MASC;SG;3	
गाना	שרים	गाना	שר	N;NOM;MASC;SG;3	N;MASC;PL
गाना	שירה	गाना	שירה	N;NOM;MASC;SG;3	
गाना	השיר	गाना	השיר	N;NOM;MASC;SG;3	ADV
अतीत	עבר	अतीत	עבר		N;MASC;SG
समाजवादी	הסוציאליסטית	समाजवादी	הסוציאליסטי	PROPN;NOM;MASC;SG;3	ADV
समाजवादी	סוציאליזם	समाजवादी	סוציאליזם	PROPN;NOM;MASC;SG;3	N;MASC;SG
समाजवादी	סוציאליזם	समाजवादी	סוציאליזם	PROPN;NOM;MASC;SG;3	N;MASC;SG
वेतन	המשכורת	वेतन	המשכורת	N;NOM;MASC;SG;3	PROPN
आखिरी	אחרונות	आखिरी	אחרון	ADJ	N;FEM;PL
आखिरी	האחרון	आखिरी	האחרון	ADJ	PROPN
धूम्रपान	מעשנת	धूम्रपान	מעשנה	N;NOM;MASC;SG;3	
धूम्रपान	מעשנים	धूम्रपान	מעשן	N;NOM;MASC;SG;3	N;MASC;PL
धूम्रपान	מעשן	धूम्रपान	מעשן	N;NOM;MASC;SG;3	PROPN
धूम्रपान	לעשן	धूम्रपान	עישן	N;NOM;MASC;SG;3	V;NFIN;ACT
घोड़े	סוס	घोड़ा	סוס	N;NOM;MASC;PL;3	
माला	המלדיביים	माला	המלדיבי	PROPN;NOM;FEM;SG;3	PROPN
माला	גרלנד	माला	גרלנד	PROPN;NOM;FEM;SG;3	PROPN
माला	מאלה	माला	מאלה	PROPN;NOM;FEM;SG;3	
लेखा	חשבונאות	लेखा	חשבונאות	N;NOM;MASC;SG;3	N;MASC;PL
तेलुगु	טלוגו	तेलुगु	טלוגו	PROPN;NOM;MASC;SG;3	PROPN
दीवारों	גרפיטי	दीवार	גרפיטי	N;ACC;FEM;PL;3	PROPN
ऊतक	רקמות	ऊतक	רקמות	N;NOM;MASC;SG;3	N;FEM;PL
बेस	בס	बेस	בס	N;NOM;MASC;SG;3	
बेस	בס	बेस	בס	N;NOM;MASC;SG;3	
बेस	באס	बेस	None	N;NOM;MASC;SG;3	PROPN
चोटी	פינקל	चोटी	פינקל	N;NOM;FEM;SG;3	PROPN
सतत	עקבית	सतत	עקבית		ADJ;FEM;SG
सतत	עקביות	सतत	עקבי		N;FEM;SG
सतत	מתמשך	सतत	התמשך		V;MASC;SG;V.PTCP
ऊष्मा	היט	ऊष्मा	היט	N;NOM;FEM;SG;3	PROPN
ऊष्मा	חום	ऊष्मा	חום	N;NOM;FEM;SG;3	
ऊष्मा	חום	ऊष्मा	חום	N;NOM;FEM;SG;3	
रेस	הגזע	रेस	הגזע	N;NOM;MASC;SG;3	PROPN
तालाब	אגם	तालाब	אגם	N;NOM;MASC;SG;3	PROPN
तालाब	פונד	तालाब	פונד	N;NOM;MASC;SG;3	PROPN
बृहस्पति	צדק	बृहस्पति	צדק	PROPN;NOM;MASC;SG;3	N;MASC;SG
प्रोत्साहन	תמריצים	प्रोत्साहन	תמריץ	N;NOM;MASC;SG;3	N;MASC;PL
मामला	קייס	मामला	קייס	N;NOM;MASC;SG;3	PROPN
इंदिरा	אינדירה	इंदिरा	אינדירה	PROPN;NOM;FEM;SG;3	PROPN
निष्क्रिय	אינרטי	निष्क्रिय	אינרטי		ADJ;MASC;SG
निष्क्रिय	לנטרל	निष्क्रिय	לנטרל		V;NFIN;ACT
निष्क्रिय	מושבת	निष्क्रिय	מושבת		PROPN
निष्क्रिय	מושבתת	निष्क्रिय	משבת		V;FEM;SG;V.PTCP;PASS
निष्क्रिय	מנוטרל	निष्क्रिय	מנוטרל		V;MASC;SG;V.PTCP;PASS
निष्क्रिय	בטלה	निष्क्रिय	בטל		N;FEM;SG
लौह	איירון	लौह	איירון		PROPN
सोनी	סוני	सोनी	סוני	PROPN;NOM;SG;3	PROPN
रॉय	רועי	रॉय	רועה	PROPN;NOM;MASC;SG;3	PROPN
रॉय	רוי	रॉय	רוי	PROPN;NOM;MASC;SG;3	PROPN
बनावट	מרקמים	बनावट	מרקם	N;NOM;FEM;SG;3	N;MASC;PL
गायन	שרים	गायन	שר	N;NOM;MASC;SG;3	N;MASC;PL
गायन	שירה	गायन	שירה	N;NOM;MASC;SG;3	
गायन	קולי	गायन	קולי	N;NOM;MASC;SG;3	PROPN
आवेदन	יישומים	आवेदन	יישום	N;NOM;MASC;SG;3	N;MASC;PL
सकल	גרוס	सकल	גרוס		PROPN
सकल	דוחה	सकल	דחה		V;MASC;SG;V.PTCP;ACT
कमाई	מרוויחה	कमाई	הרוויח	N;NOM;FEM;SG;3	V;FEM;SG;V.PTCP;ACT
कमाई	להרוויח	कमाई	הרוויח	N;NOM;FEM;SG;3	V;NFIN;ACT
कमाई	מרוויח	कमाई	הרוויח	N;NOM;FEM;SG;3	V;MASC;SG;V.PTCP;ACT
कमाई	רווחים	कमाई	רווח	N;NOM;FEM;SG;3	N;MASC;PL
विश्वविद्यालयों	אוניברסיטה	विश्वविद्यालय	אוניברסיטה	N;ACC;MASC;PL;3	N;FEM;SG
विश्वविद्यालयों	האוניברסיטה	विश्वविद्यालय	האוניברסיטה	N;ACC;MASC;PL;3	N;FEM;SG
साहिब	שיהאב	साहिब	שיהאב	PROPN;NOM;MASC;SG;3	PROPN
उठाने	הרמת	उठा	הרמה	V;MASC;NFIN;ACT	N;FEM;SG
उठाने	מרימה	उठा	מרימה	V;MASC;NFIN;ACT	PROPN
