loại	napíšte	loại	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
nằm	lži	nằm	lži	V	N;NOM;MASC;SG
nằm	klamstvá	nằm	klamstvo	V	N;NOM;NEUT;PL
chất	špecifikovaný	chất	špecifikovaný	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
chất	špecifikovaná	chất	špecifikovaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
chất	špecifikované	chất	špecifikovaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sáng	jasná	sáng	jasný	N	ADJ;NOM;FEM;SG
sáng	svetlý	sáng	svetlý	N	ADJ;INAN;NOM;MASC;SG
sáng	svetlé	sáng	svetlý	N	ADJ;NOM;NEUT;SG
sáng	ranná	sáng	ranný	N	ADJ;NOM;FEM;SG
sáng	rano	sáng	rano	N	PROPN;ANIM;NOM;MASC;SG
thân	telesná	thân	telesný		ADJ;NOM;FEM;SG
thân	tele	thân	telo		N;NOM;NEUT;SG
thân	orgán	thân	orgán		N;INAN;NOM;MASC;SG
thân	telo	thân	telo		N;NOM;NEUT;SG
cuối	posledným	cuối	posledný	N	ADJ;INS;NEUT;SG
cuối	posledný	cuối	posledný	N	ADJ;INAN;NOM;MASC;SG
cuối	naposledy	cuối	naposledy	N	ADV
cuối	posledné	cuối	posledný	N	ADJ;NOM;NEUT;SG
tăng	zvýšenia	tăng	zvýšenie	V	N;NOM;NEUT;PL
tăng	nárast	tăng	nárast	V	N;INAN;NOM;MASC;SG
tăng	zvýšenie	tăng	zvýšenie	V	N;NOM;NEUT;SG
tăng	nádrž	tăng	nádrž	V	N;NOM;FEM;SG
tăng	tank	tăng	tank	V	N;INAN;NOM;MASC;SG
tăng	nádrže	tăng	nádrža	V	N;NOM;FEM;PL
tăng	tanky	tăng	tanka	V	N;INAN;NOM;MASC;PL
tăng	cisterny	tăng	cisterny	V	N;NOM;FEM;PL
tăng	zvýšený	tăng	zvýšený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tăng	zvýšená	tăng	zvýšený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tăng	zvýšenie	tăng	zvýšenie	V	N;NOM;NEUT;SG
tăng	zvýšené	tăng	zvýšený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
trưởng	kapitánom	trưởng	kapitán		N;ANIM;INS;MASC;SG
trưởng	kapitan	trưởng	kapitan		N;ANIM;NOM;MASC;SG
trưởng	kapitán	trưởng	kapitán		N;ANIM;NOM;MASC;SG
nguyễn	nguyen	nguyễn	nguyen	N	PROPN;ANIM;NOM;MASC;SG
nguyễn	povolaní	nguyễn	povolanie	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
lưu	liu	lưu	liua	V	PROPN;NOM;FEM;SG
lưu	save	lưu	sav	V	
lưu	uloženie	lưu	uloženie	V	N;NOM;NEUT;SG
nổi	slávny	nổi	slávny		ADJ;ANIM;NOM;MASC;SG
nổi	slávni	nổi	slávňa		N;ANIM;NOM;MASC;PL
nổi	slávne	nổi	slávny		N;NOM;MASC;PL
nổi	slávna	nổi	slávny		ADJ;NOM;FEM;SG
nổi	celebrita	nổi	celebrita		N;NOM;FEM;SG
nổi	celebrity	nổi	celebrita		N;INAN;NOM;MASC;PL
nổi	vznášať	nổi	vznášať		V;IPFV;POS;NFIN
đặt	stanovené	đặt	stanovený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đặt	set	đặt	set	V	N;INAN;NOM;MASC;SG
đặt	výber	đặt	výber	V	N;INAN;NOM;MASC;SG
đình	ting	đình	ting	N	PROPN;ANIM;NOM;MASC;SG
đình	rodinná	đình	rodinný	N	ADJ;NOM;FEM;SG
tấn	tony	tấn	ton	N	PROPN;ANIM;NOM;MASC;SG
chim	bird	chim	bird	N	PROPN;ANIM;NOM;MASC;SG
dài	dlho	dài	dlho	ADJ	ADV
dài	long	dài	long	ADJ	PROPN;ANIM;NOM;MASC;SG
bóng	ball	bóng	ball	N	
vua	kral	vua	krať	N	PROPN;ANIM;NOM;MASC;SG
vua	king	vua	king	N	PROPN;ANIM;NOM;MASC;SG
phi	phi	phi	pho	N	PROPN;ANIM;NOM;MASC;SG
biệt	vzduchom	biệt	vzduch		N;INAN;INS;MASC;SG
biến	premenná	biến	premenný	V	ADJ;NOM;FEM;SG
biến	variabilné	biến	variabilný	V	ADJ;NOM;NEUT;SG
biến	ukazovateľ	biến	ukazovateľ	V	N;INAN;NOM;MASC;SG
biến	premenné	biến	premenný	V	ADJ;NOM;NEUT;SG
hậu	queen	hậu	queen		PROPN;NOM;FEM;SG
hậu	kráľovna	hậu	kráľovna		N;NOM;FEM;SG
hậu	kráľovná	hậu	kráľovná		N;NOM;FEM;SG
hậu	kráľovnej	hậu	kráľovná		N;DAT;FEM;SG
chưa	predsa	chưa	predsa		PART
chưa	zatiaľ	chưa	zatiaľ		ADV
chưa	ešte	chưa	ešte		PART
thu	št	thu	št	V	
bên	bočný	bên	bočný	N	ADJ;ANIM;NOM;MASC;SG
bên	side	bên	sideť	N	INTJ
vẫn	stále	vẫn	stále		ADV
vẫn	stale	vẫn	stať		
nghệ	umeleckej	nghệ	umelecký	N	ADJ;GEN;FEM;SG
nghệ	umelecký	nghệ	umelecký	N	ADJ;INAN;NOM;MASC;SG
nghệ	umeleckých	nghệ	umelecký	N	ADJ;GEN;MASC;PL
nghệ	umelecké	nghệ	umelecký	N	ADJ;NOM;NEUT;SG
nghệ	umelecká	nghệ	umelecký	N	ADJ;NOM;FEM;SG
mất	stratená	mất	stratený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
mất	stratené	mất	stratený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mất	stratený	mất	stratený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mất	stratení	mất	stratený	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
liệu	doklad	liệu	doklad	V	N;INAN;NOM;MASC;SG
liệu	dokument	liệu	dokument	V	N;INAN;NOM;MASC;SG
liệu	písomnosť	liệu	písomnosť	V	N;NOM;FEM;SG
liệu	dokumentu	liệu	dokument	V	N;INAN;GEN;MASC;SG
sơn	namaľoval	sơn	namaľovať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
sơn	maľoval	sơn	maľovať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
sơn	namaľovať	sơn	namaľovať	N	V;IPFV;POS;NFIN
sơn	maľovať	sơn	maľovať	N	V;IPFV;POS;NFIN
sơn	sơn	sơn	sơn	N	PROPN;ANIM;NOM;MASC;SG
tìm	hľadanie	tìm	hľadanie	V	N;NOM;NEUT;SG
tìm	vyhľadávanie	tìm	vyhľadávanie	V	N;NOM;NEUT;SG
tìm	finn	tìm	finn	V	PROPN;ANIM;NOM;MASC;SG
giao	rozhranie	giao	rozhranie	V	N;NOM;NEUT;SG
bạn	vy	bạn	vy	N	PRO;NOM;PL;2
bạn	si	bạn	byť	N	V;IPFV;IND;SG;2;POS;PRS;FIN
bạn	ti	bạn	ty	N	PRO;DAT;SG;2
bạn	teba	bạn	ty	N	PRO;ACC;SG;2
bạn	ty	bạn	ty	N	PRO;NOM;SG;2
hữu	majiteľa	hữu	majiteľ		N;ANIM;ACC;MASC;SG
hữu	vlastníka	hữu	vlastník		N;ANIM;ACC;MASC;SG
hữu	majiteľ	hữu	majiteľ		N;ANIM;NOM;MASC;SG
hữu	majiteľka	hữu	majiteľka		N;NOM;FEM;SG
hữu	vlastník	hữu	vlastník		N;ANIM;NOM;MASC;SG
hữu	vlastníkom	hữu	vlastník		N;ANIM;INS;MASC;SG
hữu	vlastní	hữu	vlastný		V;PFV;IND;SG;3;POS;PRS;FIN
hữu	nevlastní	hữu	nevlastný		ADJ;ANIM;NOM;MASC;SG
thay	zmena	thay	zmena	V	N;NOM;FEM;SG
nhóm	group	nhóm	group	N	
giá	price	giá	prica	N	PROPN;ANIM;NOM;MASC;SG
giá	hodné	giá	hodný	N	ADJ;NOM;NEUT;SG
giá	oplatí	giá	oplatiť	N	V;PFV;IND;PL;3;POS;PRS;FIN
nhiệt	tepelný	nhiệt	tepelný	N	ADJ;INAN;NOM;MASC;SG
nhiệt	tepelná	nhiệt	tepelný	N	ADJ;NOM;FEM;SG
nhiệt	tepelné	nhiệt	tepelný	N	ADJ;NOM;NEUT;SG
vai	vai	vai	vai	N	PROPN;ANIM;NOM;MASC;SG
gần	skoro	gần	skoro	ADJ	PART
gần	takmer	gần	takmer	ADJ	PART
gần	zatvoriť	gần	zatvoriť	ADJ	V;PFV;POS;NFIN
gần	uzavrieť	gần	uzavrieť	ADJ	V;PFV;POS;NFIN
gần	zavrieť	gần	zavrieť	ADJ	V;PFV;POS;NFIN
gần	blízko	gần	blízko	ADJ	ADV
cứu	save	cứu	sav	V	
cứu	uloženie	cứu	uloženie	V	N;NOM;NEUT;SG
cứu	pomoc	cứu	pomoc	V	N;ACC;FEM;SG
cứu	záchrana	cứu	záchrana	V	N;NOM;FEM;SG
cứu	záchranné	cứu	záchranný	V	ADJ;NOM;NEUT;SG
cứu	záchranu	cứu	záchrana	V	N;ACC;FEM;SG
cứu	záchranná	cứu	záchranný	V	ADJ;NOM;FEM;SG
lớp	tým	lớp	to	N	DET;INS;NEUT;SG
lớp	team	lớp	team	N	PROPN;ANIM;NOM;MASC;SG
quyết	určený	quyết	určený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
quyết	odhodlaný	quyết	odhodlaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
quyết	určené	quyết	určený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
quyết	odhodlaná	quyết	odhodlaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
quyết	rozhodli	quyết	rozhodnúť	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
quyết	rozhodol	quyết	rozhodnúť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
quyết	rozhodlo	quyết	rozhodnúť	N	V;PFV;NEUT;SG;POS;PST;V.PTCP
quyết	rozhodnuté	quyết	rozhodnutý	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
thương	zranení	thương	zranenie	V	N;NOM;NEUT;PL
thương	zranených	thương	zranený	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
thương	zranená	thương	zranený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
thương	zranené	thương	zranený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
thương	zranený	thương	zranený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
thương	zlaté	thương	zlatý	V	ADJ;NOM;NEUT;SG
thương	zlatý	thương	zlatý	V	ADJ;ANIM;NOM;MASC;SG
thương	zlatí	thương	zlatiť	V	ADJ;ANIM;NOM;MASC;PL
thương	zlatá	thương	zlatý	V	ADJ;NOM;FEM;SG
thương	zranených	thương	zranený	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
thương	zraneného	thương	zranený	V	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
thương	ranený	thương	ranený	V	ADJ;ANIM;NOM;MASC;SG
thương	zranený	thương	zranený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
thương	zranená	thương	zranený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
thương	zranený	thương	zranený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
hát	spev	hát	spev	V	N;INAN;NOM;MASC;SG
hát	spievanie	hát	spievanie	V	N;NOM;NEUT;SG
phục	server	phục	server	V	N;INAN;NOM;MASC;SG
tuổi	age	tuổi	age	N	PROPN;NOM;MASC;SG
tuổi	starý	tuổi	starý	N	ADJ;ANIM;NOM;MASC;SG
tuổi	staré	tuổi	starý	N	ADJ;NOM;NEUT;SG
tuổi	stará	tuổi	starý	N	ADJ;NOM;FEM;SG
tuổi	stara	tuổi	star	N	PROPN;NOM;FEM;SG
tân	panic	tân	panic	N	PROPN;ANIM;NOM;MASC;SG
tân	tan	tân	tan	N	PROPN;NOM;FEM;SG
đời	life	đời	lifa	N	
đời	zivot	đời	zivot	N	INTJ
cần	treba	cần	treba	V	ADV
cần	potrebné	cần	potrebný	V	ADJ;NOM;NEUT;SG
cần	potreba	cần	potreba	V	N;NOM;FEM;SG
hoàn	hrdinom	hoàn	hrdina		N;ANIM;INS;MASC;SG
hoàn	hrdinu	hoàn	hrdina		N;ANIM;ACC;MASC;SG
hoàn	hrdina	hoàn	hrdina		N;ANIM;NOM;MASC;SG
chơi	play	chơi	play	V	
chơi	hraj	chơi	hraj	V	INTJ
chơi	zápas	chơi	zápas	V	N;INAN;NOM;MASC;SG
chơi	game	chơi	gama	V	
chơi	hra	chơi	hra	V	N;NOM;FEM;SG
chơi	hranie	chơi	hranie	V	N;NOM;NEUT;SG
chơi	prehrávanie	chơi	prehrávanie	V	N;NOM;NEUT;SG
nguồn	zdrojový	nguồn	zdrojový	N	ADJ;INAN;NOM;MASC;SG
kim	kim	kim	kim	N	PROPN;ANIM;NOM;MASC;SG
long	dlhý	long	dlhý	N	ADJ;ANIM;NOM;MASC;SG
long	dlho	long	dlho	N	ADV
long	dlhé	long	dlhý	N	ADJ;NOM;NEUT;SG
long	long	long	long	N	PROPN;ANIM;NOM;MASC;SG
long	dlhá	long	dlhý	N	ADJ;NOM;FEM;SG
long	drak	long	drak	N	PROPN;ANIM;NOM;MASC;SG
đóng	uzavretie	đóng	uzavretie	V	N;NOM;NEUT;SG
đóng	zatvorenie	đóng	zatvorenie	V	N;NOM;NEUT;SG
đóng	zatváranie	đóng	zatváranie	V	N;NOM;NEUT;SG
đóng	uzavretá	đóng	uzavretý	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
đóng	zatvorená	đóng	zatvorený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
đóng	zatvorené	đóng	zatvorený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đóng	zavreté	đóng	zavretý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đóng	uzavreté	đóng	uzavretý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dẫn	vedenia	dẫn	vedenie	V	N;NOM;NEUT;PL
dẫn	vedúci	dẫn	vedúci	V	N;ANIM;NOM;MASC;SG
dẫn	olovo	dẫn	olovo	V	N;NOM;NEUT;SG
dẫn	vedenie	dẫn	vedenie	V	N;NOM;NEUT;SG
quá	taky	quá	tak		N;INAN;NOM;MASC;SG
quá	too	quá	too		INTJ
quá	príliš	quá	príliš		ADV
thắng	vyhrať	thắng	vyhrať	N	V;PFV;POS;NFIN
thắng	víťazné	thắng	víťazný	N	ADJ;NOM;NEUT;SG
thắng	vyhrali	thắng	vyhrať	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
thắng	vyhrala	thắng	vyhrať	N	V;PFV;FEM;SG;POS;PST;V.PTCP
thắng	zvíťazil	thắng	zvíťaziť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
thắng	won	thắng	won	N	PROPN;ANIM;NOM;MASC;SG
thắng	vyhral	thắng	vyhrať	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
thắng	vyhráva	thắng	vyhrávať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
thắng	vyhrá	thắng	vyhrať	N	V;PFV;IND;SG;3;POS;PRS;FIN
giáp	pancier	giáp	pancier	V	N;INAN;NOM;MASC;SG
giáp	výzbroj	giáp	výzbroj	V	N;NOM;FEM;SG
giáp	brnenie	giáp	brnenie	V	N;NOM;NEUT;SG
giáp	pancier	giáp	pancier	V	N;INAN;NOM;MASC;SG
giáp	brnenie	giáp	brnenie	V	N;NOM;NEUT;SG
khí	air	khí	air	N	PROPN;ANIM;NOM;MASC;SG
huy	huy	huy	huy	N	PROPN;ANIM;NOM;MASC;SG
huy	hee	huy	hee	N	PROPN;ANIM;NOM;MASC;SG
cảnh	policajný	cảnh	policajný	N	ADJ;ANIM;NOM;MASC;SG
cảnh	varuje	cảnh	varovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
tra	tra	tra	tra	V	PROPN;ANIM;NOM;MASC;SG
tra	kontrola	tra	kontrola	V	N;NOM;FEM;SG
chiếm	okupačné	chiếm	okupačný	V	ADJ;NOM;NEUT;SG
nga	ruské	nga	ruský	N	ADJ;NOM;NEUT;SG
nga	ruská	nga	ruský	N	ADJ;NOM;FEM;SG
nga	ruskej	nga	ruský	N	ADJ;GEN;FEM;SG
nga	rusky	nga	rusky	N	ADV
nga	ruský	nga	ruský	N	ADJ;ANIM;NOM;MASC;SG
nga	rus	nga	rus	N	PROPN;ANIM;NOM;MASC;SG
nga	nga	nga	nga	N	
triệu	zhao	triệu	zhao	NUM	PROPN;ANIM;NOM;MASC;SG
triệu	milióny	triệu	milión	NUM	N;INAN;NOM;MASC;PL
triệu	milióny	triệu	milión	NUM	N;INAN;NOM;MASC;PL
phép	povolené	phép	povolený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
phép	povolená	phép	povolený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
phép	dovolené	phép	dovolený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
phép	povolený	phép	povolený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
phép	povoľuje	phép	povoľovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
new	nová	new	nový		ADJ;NOM;FEM;SG
new	nove	new	nový		N;NOM;FEM;PL
new	nový	new	nový		ADJ;ANIM;NOM;MASC;SG
new	nové	new	nový		ADJ;NOM;NEUT;SG
new	novinka	new	novinka		N;NOM;FEM;SG
yếu	slabý	yếu	slabý	N	ADJ;ANIM;NOM;MASC;SG
yếu	slabá	yếu	slabý	N	ADJ;NOM;FEM;SG
yếu	slabé	yếu	slabý	N	ADJ;NOM;NEUT;SG
yếu	slabí	yếu	slabý	N	ADJ;ANIM;NOM;MASC;PL
mật	tajný	mật	tajný	N	ADJ;ANIM;NOM;MASC;SG
mật	tajná	mật	tajný	N	ADJ;NOM;FEM;SG
mật	tajné	mật	tajný	N	ADJ;NOM;NEUT;SG
mạng	sieťové	mạng	sieťový	N	ADJ;NOM;NEUT;SG
ghi	písanie	ghi	písanie	V	N;NOM;NEUT;SG
sao	preco	sao	preco	PROPN	INTJ
sao	prečo	sao	prečo	PROPN	ADV
sao	načo	sao	načo	PROPN	PART
giả	jia	giả	jia		PROPN;ANIM;NOM;MASC;SG
giả	falošné	giả	falošný		ADJ;NOM;NEUT;SG
giả	falošný	giả	falošný		ADJ;ANIM;NOM;MASC;SG
giả	nepravdivé	giả	nepravdivý		ADJ;NOM;NEUT;SG
giả	falošné	giả	falošný		ADJ;NOM;NEUT;SG
giả	falošná	giả	falošný		ADJ;NOM;FEM;SG
giả	falošný	giả	falošný		ADJ;ANIM;NOM;MASC;SG
giả	fake	giả	fak		INTJ
cung	cung	cung	cung	V	PROPN;ANIM;NOM;MASC;SG
cung	luk	cung	luk	V	N;INAN;NOM;MASC;SG
cung	luky	cung	luka	V	N;NOM;FEM;PL
đài	castle	đài	castľa	N	PROPN;ANIM;NOM;MASC;SG
chống	odvaha	chống	odvaha	V	N;NOM;FEM;SG
chống	odvahu	chống	odvaha	V	N;ACC;FEM;SG
chống	odvahy	chống	odvaha	V	N;GEN;FEM;SG
chống	proti	chống	proti	V	ADP;DAT
nhập	vstupné	nhập	vstupný	V	ADJ;NOM;NEUT;SG
nhập	vstup	nhập	vstup	V	N;INAN;NOM;MASC;SG
nhập	import	nhập	import	V	N;INAN;NOM;MASC;SG
nhập	dovoz	nhập	dovoz	V	N;INAN;NOM;MASC;SG
hạt	jadrom	hạt	jadrý	N	ADJ;INS;NEUT;SG
hạt	powiat	hạt	powiat	N	
chết	die	chết	dia	V	PROPN;ANIM;NOM;MASC;SG
chết	death	chết	death	V	PROPN;ANIM;NOM;MASC;SG
chết	smrt	chết	smrt	V	N;NOM;FEM;SG
chết	smrť	chết	smrť	V	N;NOM;FEM;SG
chết	úmrtia	chết	úmrtie	V	N;NOM;NEUT;PL
chết	úmrtie	chết	úmrtie	V	N;NOM;NEUT;SG
chết	mŕtve	chết	mŕtvy	V	N;NOM;NEUT;SG
chết	mŕtva	chết	mŕtvy	V	ADJ;NOM;FEM;SG
chết	mŕtvi	chết	mŕtvy	V	ADJ;ANIM;NOM;MASC;PL
chết	mŕtvy	chết	mŕtvy	V	ADJ;ANIM;NOM;MASC;SG
chết	dead	chết	dead	V	PROPN;ANIM;NOM;MASC;SG
lạc	kontaktovať	lạc	kontaktovať	N	V;IPFV;POS;NFIN
lạc	kontaktujte	lạc	kontaktovať	N	V;IPFV;IMP;PL;2;POS;FIN
chung	chung	chung	chung	ADJ	PROPN;ANIM;NOM;MASC;SG
chung	general	chung	generať	ADJ	N;INAN;NOM;MASC;SG
chung	všeobecne	chung	všeobecne	ADJ	ADV
màu	farebné	màu	farebný	N	ADJ;NOM;NEUT;SG
màu	farebne	màu	farebne	N	ADV
màu	farebný	màu	farebný	N	ADJ;ANIM;NOM;MASC;SG
màu	farebné	màu	farebný	N	ADJ;NOM;NEUT;SG
màu	farebná	màu	farebný	N	ADJ;NOM;FEM;SG
màu	farebný	màu	farebný	N	ADJ;ANIM;NOM;MASC;SG
trần	chen	trần	chen	N	PROPN;ANIM;NOM;MASC;SG
trần	chan	trần	chan	N	PROPN;ANIM;NOM;MASC;SG
trần	strešné	trần	strešný	N	ADJ;NOM;NEUT;SG
mẫu	mal	mẫu	mať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
mạnh	meng	mạnh	meng	ADJ	PROPN;ANIM;NOM;MASC;SG
mạnh	silnejšie	mạnh	silne	ADJ	ADV;CMPR
trái	ľavá	trái	ľavý		ADJ;NOM;FEM;SG
trái	vľavo	trái	vľavo		ADV
trái	ľavé	trái	ľavý		ADJ;NOM;NEUT;SG
trái	ľavý	trái	ľavý		ADJ;ANIM;NOM;MASC;SG
trái	doľava	trái	doľava		ADV
từng	ever	từng	ever	PROPN	PROPN;ANIM;NOM;MASC;SG
bán	predaj	bán	predaj	V	N;INAN;NOM;MASC;SG
bán	predaný	bán	predaný	V	ADJ;ANIM;NOM;MASC;SG
bán	predaná	bán	predaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bán	predané	bán	predaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bán	predávané	bán	predávaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bán	predávanie	bán	predávanie	V	N;NOM;NEUT;SG
bán	predajné	bán	predajný	V	ADJ;NOM;NEUT;SG
bán	predaj	bán	predaj	V	N;INAN;NOM;MASC;SG
bán	predaj	bán	predaj	V	N;INAN;NOM;MASC;SG
bán	výpredaj	bán	výpredať	V	N;INAN;NOM;MASC;SG
bán	predaje	bán	predať	V	N;INAN;NOM;MASC;PL
bán	predaja	bán	predaj	V	N;INAN;GEN;MASC;SG
bán	tržby	bán	tržba	V	N;NOM;FEM;PL
bán	predaj	bán	predaj	V	N;INAN;NOM;MASC;SG
rộng	šírka	rộng	šírka	ADJ	N;NOM;FEM;SG
rộng	širokú	rộng	široký	ADJ	N;ACC;FEM;SG
rộng	širokú	rộng	široký	ADJ	N;ACC;FEM;SG
thủy	čarodejnice	thủy	čarodejnica	V	N;NOM;FEM;PL
thủy	čarodejnica	thủy	čarodejnica	V	N;NOM;FEM;SG
thủy	bosorka	thủy	bosorka	V	N;NOM;FEM;SG
album	zaznamenávať	album	zaznamenávať	N	V;IPFV;POS;NFIN
album	zaznamenať	album	zaznamenať	N	V;PFV;POS;NFIN
album	nahrať	album	nahrať	N	V;PFV;POS;NFIN
giờ	teraz	giờ	teraz	N	ADV
giờ	hodinový	giờ	hodinový	N	ADJ;ANIM;NOM;MASC;SG
mỗi	každý	mỗi	každý	NUM	DET;ANIM;NOM;MASC;SG
mỗi	kazda	mỗi	kazda	NUM	
mỗi	každá	mỗi	každý	NUM	DET;NOM;FEM;SG
mỗi	každý	mỗi	každý	NUM	DET;ANIM;NOM;MASC;SG
mỗi	každého	mỗi	každý	NUM	DET;ANIM;ACC;MASC;SG
mỗi	každé	mỗi	každý	NUM	DET;NOM;NEUT;SG
mỗi	každá	mỗi	každý	NUM	DET;NOM;FEM;SG
núi	horský	núi	horský	N	ADJ;ANIM;NOM;MASC;SG
núi	horské	núi	horský	N	ADJ;NOM;NEUT;PL
núi	pripojiť	núi	pripojiť	N	V;PFV;POS;NFIN
núi	mount	núi	mount	N	PROPN;ANIM;NOM;MASC;SG
sang	luxusný	sang	luxusný	V	ADJ;INAN;NOM;MASC;SG
sang	sang	sang	sang	V	INTJ
phản	zradu	phản	zrad	V	N;ACC;FEM;SG
phản	zrada	phản	zrada	V	N;NOM;FEM;SG
luật	vládnuť	luật	vládnuť	N	V;IPFV;POS;NFIN
yêu	milovaná	yêu	milovaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
yêu	milovaný	yêu	milovaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
yêu	love	yêu	lov	V	
yêu	lásky	yêu	láska	V	N;NOM;FEM;PL
yêu	laska	yêu	laska	V	N;NOM;FEM;SG
yêu	láska	yêu	láska	V	N;NOM;FEM;SG
yêu	luv	yêu	luv	V	PROPN;ANIM;NOM;MASC;SG
yêu	milujúci	yêu	milujúci	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
kiện	sue	kiện	sua	V	PROPN;NOM;FEM;SG
biên	bien	biên	biena	N	
biên	hraničné	biên	hraničný	N	ADJ;NOM;NEUT;SG
align	zosúladiť	align	zosúladiť		V;PFV;POS;NFIN
độc	samé	độc	samý	ADJ	DET;NOM;NEUT;SG
độc	sama	độc	sám	ADJ	DET;NOM;FEM;SG
độc	samostatne	độc	samostatne	ADJ	ADV
độc	sami	độc	sám	ADJ	DET;ANIM;NOM;MASC;PL
độc	sám	độc	sám	ADJ	DET;ANIM;NOM;MASC;SG
hiệp	okrúhle	hiệp	okrúhle	N	ADJ;NOM;NEUT;PL
hiệp	okrúhly	hiệp	okrúhly	N	ADJ;INAN;NOM;MASC;SG
giúp	pomoc	giúp	pomoc	V	N;ACC;FEM;SG
sắc	výraznejšie	sắc	výrazne	N	ADV;CMPR
sắc	ostrejší	sắc	ostrejší	N	ADJ;ANIM;NOM;CMPR;MASC;SG
nha	zubár	nha	zubár		N;INAN;NOM;MASC;SG
nha	nha	nha	nha		PROPN;ANIM;NOM;MASC;SG
nha	zubné	nha	zubný		ADJ;NOM;NEUT;SG
nha	zubná	nha	zubný		ADJ;NOM;FEM;SG
phá	break	phá	break	V	N;INAN;NOM;MASC;SG
phá	zlom	phá	zlom	V	N;INS;NEUT;SG
phá	prestávka	phá	prestávka	V	N;NOM;FEM;SG
tay	ručné	tay	ručný	N	ADJ;NOM;NEUT;SG
quảng	kuang	quảng	kuang	N	PROPN;ANIM;NOM;MASC;SG
hồng	pink	hồng	pink	N	PROPN;ANIM;NOM;MASC;SG
hồng	ružové	hồng	ružový	N	ADJ;NOM;NEUT;SG
hồng	ružový	hồng	ružový	N	ADJ;ANIM;NOM;MASC;SG
hồng	ružová	hồng	ružový	N	ADJ;NOM;FEM;SG
hồng	hong	hồng	hong	N	PROPN;ANIM;NOM;MASC;SG
rồi	potom	rồi	potom	CONJ	ADV
rồi	vtedy	rồi	vtedy	CONJ	ADV
nghị	bud	nghị	bud	N	INTJ
