نيبال	nepalu	نيبال	nepal		PROPN;NOM;MASC;SG
المدربين	trenerów	مُدَرِّب	trener	N;NOM;DEF;PL	N;ACC;MASC;PL
دوت	kropka	دَوت	kropka		N;NOM;FEM;SG
دوت	dot	دَوت	dot		
بلورات	kryształów	بَلوَر	kryształ	N;NOM;INDF;PL	N;GEN;MASC;PL
الاسلامية	islamskiej	إِسلَامِيّ	islamski	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;FEM;SG
البركانية	wulkanicznego	بُركَانِيّ	wulkaniczny		ADJ;ACC;MASC;SG
الهرب	uciec	الهرب	uciec	N;NOM;DEF;SG	V;PFV;NFIN;ACT
الهرب	ucieczki	الهرب	ucieczka	N;NOM;DEF;SG	N;ACC;FEM;SG
منظم	organizatorem	مُنَظِّم	organizator	ADJ;NOM;INDF;MASC;SG	N;INS;MASC;SG
منظم	organizator	مُنَظِّم	organizator	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
منظم	organizatora	مُنَظِّم	organizator	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
الحرجة	krytyczne	حَرِج	krytyczny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الحرجة	krytyczna	حَرِج	krytyczny	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الحرجة	krytyczny	حَرِج	krytyczny	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الحرجة	krytycznych	حَرِج	krytyczny	N;NOM;DEF;SG	ADJ;GEN;MASC;PL
عريض	szeroko	عَرِيض	szeroko	ADJ;NOM;INDF;MASC;SG	ADV
عريض	śmiała	عَرِيض	śmiać	ADJ;NOM;INDF;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
عريض	śmiał	عَرِيض	śmiać	ADJ;NOM;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
عريض	śmiały	عَرِيض	śmiać	ADJ;NOM;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
عريض	szerokiej	عَرِيض	szeroki	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;FEM;SG
كهف	jaskinia	كهف	jaskiniać	N;NOM;INDF;SG	
كهف	jaskini	كهف	jaskinia	N;NOM;INDF;SG	
النمل	mrówki	نَمَل	mrówka	N;NOM;DEF;SG	
النمل	mrówki	نَمَل	mrówka	N;NOM;DEF;SG	
برية	wild	بَرِّيّ	wild	ADJ;NOM;INDF;FEM;SG	
برية	dziki	بَرِّيّ	dzik	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
برية	dziko	بَرِّيّ	dziko	ADJ;NOM;INDF;FEM;SG	
برية	dzika	بَرِّيّ	dziki	ADJ;NOM;INDF;FEM;SG	
برية	dzikie	بَرِّيّ	dziki	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
برية	dziczy	بَرِّيّ	dziczyć	ADJ;NOM;INDF;FEM;SG	N;GEN;FEM;SG
سرد	narracji	سَرد	narracja	N;NOM;INDF;SG	N;GEN;FEM;SG
المصرف	banku	مَصرِف	bank	N;NOM;DEF;SG	N;GEN;MASC;SG
المصرف	bankowe	مَصرِف	bankowy	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
النازي	naziści	نَازِي	naziść		N;NOM;MASC;PL
النازي	nazistowskich	نَازِي	nazistowski		ADJ;GEN;MASC;PL
مرسيدس	mercedes	مرسيدس	mercedes		
مرسيدس	mercedesa	مرسيدس	mercedes		N;ACC;MASC;SG
متكررة	powtarza	مُتَكَرِّر	powtarzać	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
متكررة	powtórzyć	مُتَكَرِّر	powtórzyć	ADJ;NOM;INDF;FEM;SG	V;PFV;NFIN;ACT
متكررة	częste	مُتَكَرِّر	częsty	ADJ;NOM;INDF;FEM;SG	
متكررة	często	مُتَكَرِّر	często	ADJ;NOM;INDF;FEM;SG	ADV
الحلم	dream	حُلم	drwać	N;NOM;DEF;SG	
الحلم	marzenia	حُلم	marzenie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الحلم	sen	حُلم	sen	N;NOM;DEF;SG	N;ACC;MASC;SG
الحلم	sen	حُلم	sen	N;NOM;DEF;SG	N;ACC;MASC;SG
الحلم	marzy	حُلم	marzyć	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
وزارات	ministerstwa	وِزَارَة	ministerstwo	N;NOM;INDF;PL	N;GEN;NEUT;SG
وزارات	ministerstw	وِزَارَة	ministerstwo	N;NOM;INDF;PL	N;GEN;NEUT;PL
نيكولاي	nikołaj	نيكولاي	nikołać		PROPN;NOM;MASC;SG
نيكولاي	nicolae	نيكولاي	nicola		PROPN;NOM;MASC;SG
شريحة	kawałek	شَرِيحَة	kawałek	N;NOM;INDF;SG	N;ACC;MASC;SG
شريحة	segmenty	شَرِيحَة	segment	N;NOM;INDF;SG	N;NOM;MASC;PL
شريحة	segmentu	شَرِيحَة	segment	N;NOM;INDF;SG	N;GEN;MASC;SG
العتيقة	antyk	عِتِّيقَة	antyk	N;NOM;DEF;SG	
العتيقة	antyki	عِتِّيقَة	antyka	N;NOM;DEF;SG	N;NOM;MASC;PL
المقاتلين	bojowników	مُقَاتِل	bojownik	N;NOM;DEF;PL	N;ACC;MASC;PL
مشغل	operatora	مُشَغِّل	operator	N;NOM;INDF;SG	N;ACC;MASC;SG
مشغل	player	مُشَغِّل	player	N;NOM;INDF;SG	
مشغل	gracza	مُشَغِّل	gracza	N;NOM;INDF;SG	N;ACC;MASC;SG
سويسري	szwajcarski	سُوِيسرِيّ	szwajcarski		ADJ;NOM;MASC;SG
سويسري	szwajcarską	سُوِيسرِيّ	szwajcarski		ADJ;ACC;FEM;SG
سويسري	szwajcaria	سُوِيسرِيّ	szwajcariać		N;NOM;FEM;SG
مهاجمة	atakują	مُهَاجَمَة	atakować	N;NOM;INDF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
مهاجمة	atakuje	مُهَاجَمَة	atakować	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
دفعت	płatny	دَفَع	płatny	V;PFV;FEM;SG;3;ACT	ADJ;NOM;MASC;SG
دفعت	płatne	دَفَع	płatny	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG
نعمة	błogosławieństwa	نعمة	błogosławieństwo	N;NOM;INDF;SG	N;GEN;NEUT;SG
نعمة	grace	نعمة	graka	N;NOM;INDF;SG	
نعمة	łaski	نعمة	łaska	N;NOM;INDF;SG	N;ACC;FEM;SG
ستانفورد	stanford	ستانفورد	stanford		PROPN;NOM;MASC;SG
اندماج	fusion	اِندِمَاج	fusion	N;NOM;INDF;SG	
السقوط	spadające	سُقُوط	spadać	N;NOM;DEF;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
السقوط	jesień	سُقُوط	jesień	N;NOM;DEF;SG	
داون	świt	دَان	świt		N;NOM;MASC;SG
داون	dawn	دَان	dawny		
العزل	izolacji	عَزل	izolacja	N;NOM;DEF;SG	N;GEN;FEM;SG
العزل	izolacji	عَزل	izolacja	N;NOM;DEF;SG	N;GEN;FEM;SG
العزل	segregacji	عَزل	segregacja	N;NOM;DEF;SG	N;GEN;FEM;SG
احتفالات	uroczystości	اِحتِفَال	uroczystość	N;NOM;INDF;PL	N;GEN;FEM;SG
هابل	hubble	هابل	hubble		N;NOM;MASC;SG
القرش	rekiny	قَرش	rekin	N;NOM;DEF;SG	N;NOM;MASC;PL
القرش	rekina	قَرش	rekina	N;NOM;DEF;SG	N;ACC;MASC;SG
كوبر	coopera	كُوبِر	cooper		N;ACC;MASC;SG
كوبر	cooper	كُوبِر	cooper		V;IPFV;IND;SG;2;PRS;FIN;ACT
ستوكهولم	sztokholmu	ستوكهولم	sztokholm		N;GEN;MASC;SG
ستوكهولم	sztokholmie	ستوكهولم	sztokholm		N;ACC;MASC;SG
الاختراع	wynalazek	اِختِرَاع	wynalazek	N;NOM;DEF;SG	N;ACC;MASC;SG
شرائح	slajdów	شَرِيحَة	slajd	N;NOM;INDF;PL	N;GEN;MASC;PL
شرائح	plastry	شَرِيحَة	plaster	N;NOM;INDF;PL	N;ACC;MASC;PL
الشغب	zamieszki	شَغَب	zamieszka	N;NOM;DEF;SG	N;NOM;MASC;PL
الشغب	zamieszek	شَغَب	zamieszek	N;NOM;DEF;SG	
الحضري	urban	حَضَرِيّ	urbany		
الحضري	miejskie	حَضَرِيّ	miejski		ADJ;NOM;NEUT;SG
الحضري	miejski	حَضَرِيّ	miejski		ADJ;NOM;MASC;SG
الحضري	miejskich	حَضَرِيّ	miejski		ADJ;GEN;MASC;PL
الحضري	miejska	حَضَرِيّ	miejski		ADJ;NOM;FEM;SG
الدورية	patrole	دَورِيّ	patrol	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;PL
الدورية	patrol	دَورِيّ	patrol	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;SG
المطالبة	twierdzą	مُطَالَبَة	twierdzić	N;NOM;DEF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
رباعية	quad	رُبَاعِيّ	quad	ADJ;NOM;INDF;FEM;SG	
رباعية	czterokrotnie	رُبَاعِيّ	czterokrotnie	ADJ;NOM;INDF;FEM;SG	ADV
رحيل	wyjazd	رَحِيل	wyjazd		N;NOM;MASC;SG
رحيل	wylot	رَحِيل	wylot		N;NOM;MASC;SG
رحيل	odjazd	رَحِيل	odjazd		N;NOM;MASC;SG
رحيل	odlot	رَحِيل	odlot		
توظيف	zatrudniania	تَوظِيف	zatrudniać	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
مختلفين	inna	مُختَلِف	inny	ADJ;ACC;INDF;MASC;PL	ADJ;NOM;FEM;SG
مختلفين	różne	مُختَلِف	różny	ADJ;ACC;INDF;MASC;PL	ADJ;NOM;NEUT;SG
مختلفين	inny	مُختَلِف	inny	ADJ;ACC;INDF;MASC;PL	ADJ;NOM;MASC;SG
مختلفين	różnych	مُختَلِف	różny	ADJ;ACC;INDF;MASC;PL	ADJ;GEN;MASC;PL
الرسومات	grafiki	رَسمَة	grafika	N;NOM;DEF;PL	N;GEN;FEM;PL
الرسومات	grafika	رَسمَة	grafika	N;NOM;DEF;PL	N;NOM;FEM;SG
الاصطناعي	sztuczna	اِصطِنَاعِيّ	sztuczny	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الاصطناعي	sztuczny	اِصطِنَاعِيّ	sztuczny	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الاصطناعي	sztuczne	اِصطِنَاعِيّ	sztuczny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الصوف	runo	صَوف	runo	N;NOM;DEF;SG	
الصوف	wełny	صَوف	wełny	N;NOM;DEF;SG	
الصوف	wełna	صَوف	wziąć	N;NOM;DEF;SG	
نفسك	siebie	نفسك	siebie		PRO;GEN;REFL
طقوس	rytuał	طَقس	rytuać	N;NOM;INDF;PL	N;ACC;MASC;SG
طقوس	rytuał	طَقس	rytuać	N;NOM;INDF;PL	N;ACC;MASC;SG
الاستهلاك	zużycie	اِستِهلَاك	zużyć	N;NOM;DEF;SG	
الاستهلاك	konsumpcji	اِستِهلَاك	konsumpcja	N;NOM;DEF;SG	N;GEN;FEM;SG
الاستهلاك	amortyzacji	اِستِهلَاك	amortyzacja	N;NOM;DEF;SG	N;GEN;FEM;SG
باراك	barack	بَارَاك	baracki		
باراك	barak	بَارَاك	barak		N;NOM;MASC;SG
سبورت	sport	سَبُور	sport		
تنام	spanie	تنام	spać	V;MASC;IMP;SG;FIN	
تنام	śpi	تنام	spać	V;MASC;IMP;SG;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
تنام	śpiący	تنام	śpiąc	V;MASC;IMP;SG;FIN	N;NOM;MASC;SG
الالعاب	gier	لَعب	gier	N;NOM;DEF;PL	
الالعاب	gry	لَعب	gra	N;NOM;DEF;PL	
البكر	pierworodnego	البكر	pierworodny		ADJ;ACC;MASC;SG
ماسة	diament	مَاسَّة	diament		
ماسة	diamond	مَاسَّة	diamond		
ماسة	diamenty	مَاسَّة	diament		N;ACC;MASC;PL
ويل	will	وِيل	will		V;PFV;IND;SG;2;PRS;FIN;ACT
ويل	willa	وِيل	willa		N;NOM;FEM;SG
ويل	będzie	وِيل	być		V;IPFV;IND;SG;3;FUT;FIN
صدمة	szok	صَدمَة	szok	N;NOM;INDF;SG	
اكتسبت	pozyskane	اِكتَسَب	pozyskać	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتسبت	zdobyte	اِكتَسَب	zdobyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتسبت	nabyte	اِكتَسَب	nabyć	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
عصفور	ptaka	عُصفُور	ptak		N;ACC;MASC;SG
عصفور	ptak	عُصفُور	ptak		N;NOM;MASC;SG
عصفور	bird	عُصفُور	bird		V;IPFV;IND;SG;PRS;FIN;ACT
عصفور	ptaszek	عُصفُور	ptaszek		N;NOM;MASC;SG
عصفور	wróbel	عُصفُور	wróbel		PROPN;NOM;MASC;SG
عصفور	sparrow	عُصفُور	sparry		
مقدسة	świętość	مُقَدَّس	świętość	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
مقدسة	święty	مُقَدَّس	święty	ADJ;NOM;INDF;FEM;SG	
مقدسة	święte	مُقَدَّس	święty	ADJ;NOM;INDF;FEM;SG	
رشح	filtry	رَشَح	filtr	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;PL
رشح	filtr	رَشَح	filtr	V;PFV;MASC;SG;3;ACT	N;NOM;MASC;SG
رشح	nominowany	رَشَح	nominować	V;PFV;MASC;SG;3;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
اليدين	ręce	يَد	ręka	N;ACC;DEF;DU	N;NOM;FEM;PL
اليدين	dłonie	يَد	dłoń	N;ACC;DEF;DU	N;NOM;FEM;PL
الوردي	różowy	وَردِيّ	różowy	N;NOM;DEF;SG	
الوردي	różowa	وَردِيّ	różowy	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الوردي	róż	وَردِيّ	róż	N;NOM;DEF;SG	
الوردي	różowe	وَردِيّ	różowy	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الوردي	różowo	وَردِيّ	różowo	N;NOM;DEF;SG	ADV
التنافس	rywalizacji	تَنَافُس	rywalizacja	N;NOM;DEF;SG	N;GEN;FEM;SG
المشروبات	napojów	مَشرُوب	napój	N;NOM;DEF;PL	N;GEN;MASC;PL
فريمان	freeman	فرِيمَان	freeman		N;NOM;MASC;SG
ريانا	rihanna	رِيَان	rihanny		
تحلل	analizować	حَلَّل	analizować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
تحلل	rozkładu	حَلَّل	rozkład	N;NOM;INDF;SG	N;GEN;MASC;SG
وصفة	receptę	وصفة	recepta	N;NOM;INDF;SG	N;ACC;FEM;SG
وصفة	przepisu	وصفة	przepis	N;NOM;INDF;SG	N;GEN;MASC;SG
الجيولوجي	geolog	جِيُولُوجِيّ	geolog		N;NOM;MASC;SG
الجيولوجي	geologiczne	جِيُولُوجِيّ	geologiczny		ADJ;NOM;NEUT;SG
ببطء	powoli	بَبَط	powoli	N;NOM;INDF;SG	ADV
ذكاء	wywiad	ذَكَاء	wywiad		N;NOM;MASC;SG
ذكاء	wywiadu	ذَكَاء	wywiad		N;GEN;MASC;SG
ذكاء	inteligencja	ذَكَاء	inteligencja		N;NOM;FEM;SG
ذكاء	inteligentna	ذَكَاء	inteligentny		ADJ;NOM;FEM;SG
ذكاء	inteligentny	ذَكَاء	inteligentny		ADJ;NOM;MASC;SG
ذكاء	inteligentne	ذَكَاء	inteligentny		ADJ;NOM;NEUT;SG
ذكاء	mądry	ذَكَاء	mądry		N;NOM;MASC;SG
ذكاء	mądrze	ذَكَاء	mądrze		
ذكاء	mądra	ذَكَاء	mądry		N;NOM;FEM;SG
ذكاء	inteligentne	ذَكَاء	inteligentny		ADJ;NOM;NEUT;SG
ذكاء	smart	ذَكَاء	smart		
مولى	molly	مولى	molly		
الباكستانية	pakistanu	بَاكِستَانِيّ	pakistan	ADJ;NOM;DEF;FEM;SG	N;GEN;MASC;SG
المثقفين	intelektualistów	مُثَقَّف	intelektualista	N;NOM;DEF;PL	N;ACC;MASC;PL
القبر	grobie	قَبر	grób	N;NOM;DEF;SG	N;DAT;MASC;SG
القبر	nagrobek	قَبر	nagrobek	N;NOM;DEF;SG	N;ACC;MASC;SG
القبر	grób	قَبر	grób	N;NOM;DEF;SG	N;ACC;MASC;SG
القبر	grobie	قَبر	grób	N;NOM;DEF;SG	N;DAT;MASC;SG
القبر	grób	قَبر	grób	N;NOM;DEF;SG	N;ACC;MASC;SG
القبر	grobu	قَبر	grób	N;NOM;DEF;SG	N;GEN;MASC;SG
بيغ	peg	بَيغَ	peg		
دستورية	konstytucyjności	دُستُورِيّ	konstytucyjność	ADJ;NOM;INDF;FEM;SG	N;GEN;FEM;SG
دستورية	konstytucyjnego	دُستُورِيّ	konstytucyjny	ADJ;NOM;INDF;FEM;SG	ADJ;ACC;MASC;SG
تاجر	merchant	تَاجِر	merchant	N;NOM;INDF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
تاجر	dilera	تَاجِر	diler	N;NOM;INDF;SG	N;ACC;MASC;SG
تاجر	dealer	تَاجِر	dealer	N;NOM;INDF;SG	
اكبر	a	اكبر	a		CONJ
اكبر	większy	اكبر	duży		ADJ;NOM;CMPR;MASC;SG
اكبر	większa	اكبر	duży		ADJ;NOM;CMPR;FEM;SG
اكبر	większego	اكبر	duży		ADJ;ACC;CMPR;MASC;SG
اكبر	większe	اكبر	duży		ADJ;NOM;CMPR;NEUT;SG
مؤامرة	działki	مُؤَامَرَة	działka	N;NOM;INDF;SG	N;ACC;FEM;PL
كريستي	christy	كرِيستِي	christa		
رقمي	cyfrowy	رَقَمِيّ	cyfrowy	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
رقمي	cyfrowa	رَقَمِيّ	cyfrowy	ADJ;NOM;INDF;MASC;SG	
رقمي	digital	رَقَمِيّ	digital	ADJ;NOM;INDF;MASC;SG	
هالة	hala	هالة	hala		
هالة	anomalia	هالة	anomaliać		N;NOM;FEM;SG
هالة	anomalii	هالة	anomalia		N;GEN;FEM;SG
هالة	aura	هالة	aura		N;NOM;FEM;SG
برهان	dowód	بُرهَان	dowód		N;ACC;MASC;SG
برهان	dowody	بُرهَان	dowód		N;NOM;MASC;PL
القراصنة	piraci	قُرصُنّ	pirat		
القراصنة	piratów	قُرصُنّ	pirat		N;ACC;MASC;PL
مزدوجة	podwójnie	مُزدَوِج	podwójnie	ADJ;NOM;INDF;FEM;SG	ADV
درهم	aed	دِرهَم	aed		
الاستراتيجي	strategicznych	إِسترَاتِيجِيّ	strategiczny	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;MASC;PL
الفواكه	owoców	فَاكِهَة	owóc	N;NOM;DEF;PL	N;GEN;MASC;PL
الفواكه	owoc	فَاكِهَة	owoc	N;NOM;DEF;PL	N;NOM;MASC;SG
الفواكه	owoców	فَاكِهَة	owóc	N;NOM;DEF;PL	N;GEN;MASC;PL
مير	mir	مير	mir		
مير	mer	مير	mer		
تسوية	osady	تَسوِيَة	osada	N;NOM;INDF;SG	
تسوية	rozrachunku	تَسوِيَة	rozrachunek	N;NOM;INDF;SG	N;GEN;MASC;SG
تسوية	kompromisu	تَسوِيَة	kompromis	N;NOM;INDF;SG	N;GEN;MASC;SG
الاتحادي	federalnej	اِتِّحَادِيّ	federalny	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;FEM;SG
الكسندر	aleksandr	أَلِكسَندر	aleksandr		PROPN;NOM;MASC;SG
الكسندر	aleksandra	أَلِكسَندر	aleksandra		
الكسندر	aleksander	أَلِكسَندر	aleksander		N;NOM;MASC;SG
الكسندر	alexander	أَلِكسَندر	alexander		N;NOM;MASC;SG
نشرة	biuletynie	نَشرَة	biuletyn	N;NOM;INDF;SG	N;DAT;FEM;SG
قزوين	kaspijskiego	قَزوِين	kaspijski	N;NOM;INDF;SG	ADJ;ACC;MASC;SG
العملي	praktyczne	عَمَلِيّ	praktyczny		ADJ;NOM;NEUT;SG
العملي	praktyczna	عَمَلِيّ	praktyczny		ADJ;NOM;FEM;SG
العملي	praktyczny	عَمَلِيّ	praktyczny		ADJ;NOM;MASC;SG
قادرين	zdolne	قَادِر	zdolny	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG
قادرين	zdolna	قَادِر	zdolny	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;FEM;SG
قادرين	zdolny	قَادِر	zdolny	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;MASC;SG
قادرين	zdolne	قَادِر	zdolny	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG
قادرين	zdolna	قَادِر	zdolny	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;FEM;SG
قادرين	zdolny	قَادِر	zdolny	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;MASC;SG
المطبوعة	wydruku	مَطبُوع	wydruk	N;NOM;DEF;SG	N;GEN;MASC;SG
تجاهل	zignorować	تَجَاهُل	zignorować	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تجاهل	ignorować	تَجَاهُل	ignorować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
تجاهل	wyrzucić	تَجَاهُل	wyrzucić	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تجاهل	odrzucić	تَجَاهُل	odrzucić	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تجاهل	zignorował	تَجَاهُل	zignorować	N;NOM;INDF;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
هرتز	hertz	هرتز	hertz		
استقالة	rezygnacji	اِستِقَالَة	rezygnacja	N;NOM;INDF;SG	N;GEN;FEM;SG
استقالة	rezygnację	اِستِقَالَة	rezygnacja	N;NOM;INDF;SG	N;ACC;FEM;SG
محامي	adwokat	مُحَامِي	adwokat	N;NOM;INDF;PL	N;NOM;MASC;SG
محامي	prawnika	مُحَامِي	prawnika	N;NOM;INDF;PL	N;ACC;MASC;SG
محامي	prawnik	مُحَامِي	prawnik	N;NOM;INDF;PL	N;NOM;MASC;SG
كيفن	kevina	كِيفِن	kevina		N;ACC;MASC;SG
كيفن	kevin	كِيفِن	kevin		PROPN;NOM;MASC;SG
كيفن	kevinem	كِيفِن	kevin		N;INS;MASC;SG
مارسيليا	marsylii	مارسيليا	marsylia		PROPN;GEN;FEM;SG
المثالي	ideał	مِثَالِي	ideać	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
القطعة	kawałek	قُطعَة	kawałek	N;NOM;DEF;SG	N;ACC;MASC;SG
القطعة	kawałku	قُطعَة	kawałek	N;NOM;DEF;SG	N;GEN;MASC;SG
القطعة	segmenty	قُطعَة	segment	N;NOM;DEF;SG	N;NOM;MASC;PL
القطعة	segmentu	قُطعَة	segment	N;NOM;DEF;SG	N;GEN;MASC;SG
المعارضين	przeciwników	مُعَارِض	przeciwnik	N;NOM;DEF;PL	N;ACC;MASC;PL
حليب	mleka	حليب	mleko	N;NOM;INDF;SG	N;GEN;NEUT;SG
المعتقلين	zatrzymani	مُعتَقَل	zatrzymać	N;NOM;DEF;PL	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
المعتقلين	zatrzymanych	مُعتَقَل	zatrzymać	N;NOM;DEF;PL	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
مطلق	rozwód	مُطلَق	rozwód	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
النظير	peer	نَظِير	peer	N;NOM;DEF;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
القاسمي	kasimi	القاسمي	kasima		
مناهضة	anty	مُنَاهَضَة	ant	N;NOM;INDF;SG	
بندقية	strzelbę	بُندُقِيَّة	strzelba	N;NOM;INDF;SG	N;ACC;FEM;SG
المعيشة	żyjący	مَعِيشَة	żyć	N;NOM;DEF;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
المعيشة	żywe	مَعِيشَة	żywy	N;NOM;DEF;SG	
الاكتشاف	discovery	اِكتِشَاف	discover	N;NOM;DEF;SG	
جنائية	karnego	جِنَائِيّ	karny	ADJ;NOM;INDF;FEM;SG	ADJ;ACC;MASC;SG
جنائية	przestępcy	جِنَائِيّ	przestępca	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;PL
جنائية	przestępca	جِنَائِيّ	przestępca	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
جنائية	kryminalista	جِنَائِيّ	kryminalista	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
السامي	sami	سَامِي	sam	N;NOM;DEF;SG	ADJ;NOM;MASC;PL
منارة	latarni	منارة	latarnia	N;NOM;INDF;SG	N;GEN;FEM;SG
منارة	beacon	منارة	beacon	N;NOM;INDF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
حفرة	dziury	حَفرَة	dziura	N;NOM;INDF;SG	
اسفل	dół	أَسفَل	dół		N;NOM;MASC;SG
المستوطنات	osiedla	مُستَوطَنَة	osiedle	N;NOM;DEF;PL	
المستوطنات	osady	مُستَوطَنَة	osada	N;NOM;DEF;PL	
المستوطنات	ugody	مُستَوطَنَة	ugoda	N;NOM;DEF;PL	
دوس	dos	دُوسَ	dosyć		
هوندا	honda	هوندا	honda		
الجرحى	ranna	جَرِيح	ranna	N;NOM;DEF;PL	ADJ;NOM;FEM;SG
الجرحى	ranny	جَرِيح	ranny	N;NOM;DEF;PL	ADJ;NOM;MASC;SG
الجرحى	zraniony	جَرِيح	zranić	N;NOM;DEF;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
الجرحى	ranni	جَرِيح	ranny	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
الكوميدي	komik	كُومِيدِيّ	komik		N;NOM;MASC;SG
كلير	claire	كلير	clairy		V;IPFV;IND;SG;1;PRS;FIN;ACT
تراكم	akumulacji	تَرَاكُم	akumulacja	N;NOM;INDF;SG	N;GEN;FEM;SG
الناتو	nato	الناتو	nato		
مؤشرات	wskaźników	مُؤَشِّر	wskaźnik	N;NOM;INDF;PL	N;GEN;MASC;PL
مؤشرات	oznaczeń	مُؤَشِّر	oznaczeń	N;NOM;INDF;PL	N;GEN;NEUT;PL
مؤشرات	wskazania	مُؤَشِّر	wskazanie	N;NOM;INDF;PL	N;NOM;NEUT;SG
واجب	obowiązki	وَاجِب	obowiązek	N;NOM;INDF;SG	N;NOM;MASC;PL
واجب	cło	وَاجِب	cło	N;NOM;INDF;SG	
الاستثمارات	inwestycja	اِستِثمَار	inwestycja	N;NOM;DEF;PL	N;NOM;FEM;SG
الاستثمارات	inwestycji	اِستِثمَار	inwestycja	N;NOM;DEF;PL	N;GEN;FEM;SG
الاستثمارات	inwestycji	اِستِثمَار	inwestycja	N;NOM;DEF;PL	N;GEN;FEM;SG
الاستثمارات	inwestycja	اِستِثمَار	inwestycja	N;NOM;DEF;PL	N;NOM;FEM;SG
الاستثمارات	inwestycyjne	اِستِثمَار	inwestycyjny	N;NOM;DEF;PL	ADJ;NOM;NEUT;SG
الاستثمارات	inwestowanie	اِستِثمَار	inwestować	N;NOM;DEF;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
