hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	PROPN
kaujinieku	combatientes	kaujinieks	combatiente	N;ACC;MASC;SG	N;PL
kaujinieku	milicianos	kaujinieks	miliciano	N;ACC;MASC;SG	N;MASC;PL
kaujinieku	milicias	kaujinieks	milicia	N;ACC;MASC;SG	N;FEM;PL
mainījies	cambiado	mainīties	cambiar	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
mainījies	cambiada	mainīties	cambiado	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
mainījies	cambió	mainīties	cambiar	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V;IND;SG;3;PST;FIN
iepriekšējie	anterior	iepriekšējs	anterior	ADJ;NOM;MASC;PL	ADJ;SG
iepriekšējie	previo	iepriekšējs	previo	ADJ;NOM;MASC;PL	ADJ;MASC;SG
ipv	ipv	ipv	ipv		N;MASC
ipv	uip	ipv	uip		N;FEM;SG
plazmas	plasma	plazma	plasma	N;NOM;FEM;PL	N;SG
pētījums	trial	pētījums	trial	N;NOM;MASC;SG	
pētījums	estudiar	pētījums	estudiar	N;NOM;MASC;SG	V;NFIN
pētījums	estudia	pētījums	estudiar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
derīgas	fit	derīga	fit	ADJ;NOM;FEM;PL	
derīgas	apto	derīga	apto	ADJ;NOM;FEM;PL	ADJ;MASC;SG
derīgas	encajar	derīga	encajar	ADJ;NOM;FEM;PL	V;NFIN
nelsons	nelson	nelsons	nelson	PROPN;NOM;MASC;SG	PROPN
rasels	russell	rasels	russell	PROPN;NOM;MASC;SG	PROPN
halles	halle	halle	hallar	N;NOM;FEM;PL	V;SBJV;SG;3;PRS;FIN
irbe	partridge	irbe	partridge	PROPN;NOM;MASC;SG	N;SG
irbe	perdiz	irbe	perdiz	PROPN;NOM;MASC;SG	N;FEM;SG
pakājē	estribaciones	pakājēt	estribación	N;ESS;FEM;SG	N;FEM;PL
nesaskaņas	desacuerdo	nesaskaņa	desacuerdo	N;NOM;FEM;PL	N;MASC;SG
nesaskaņas	desacuerdo	nesaskaņa	desacuerdo	N;NOM;FEM;PL	N;MASC;SG
nesaskaņas	discordia	nesaskaņa	discordia	N;NOM;FEM;PL	N;FEM;SG
magnētisko	magnéticas	magnētiska	magnético	ADJ;ACC;MASC;SG	ADJ;FEM;PL
magnētisko	magnéticos	magnētiska	magnético	ADJ;ACC;MASC;SG	ADJ;MASC;PL
iziešanas	salir	iziešana	salir	N;NOM;FEM;PL	V;NFIN
iziešanas	salida	iziešana	salida	N;NOM;FEM;PL	N;FEM;SG
iziešanas	saliendo	iziešana	salir	N;NOM;FEM;PL	V;V.MSDR
fords	ford	fords	ford	PROPN;NOM;MASC;SG	PROPN
deivs	dave	deivs	dave	PROPN;NOM;MASC;SG	PROPN
ķēde	circuitos	ķēde	circuito	N;NOM;FEM;SG	N;MASC;PL
pcall	pcall	pcall	pcall		
apmaiņa	intercambios	apmaiņa	intercambio	N;NOM;FEM;SG	N;MASC;PL
deviņu	nine	deviņi	nine	NUM;ACC;MASC;PL	N
veiksmīgu	exitosos	veiksmīga	exitoso	ADJ;ACC;MASC;SG	ADJ;MASC;PL
veiksmīgu	exitosas	veiksmīga	exitoso	ADJ;ACC;MASC;SG	ADJ;FEM;PL
veiksmīgu	éxito	veiksmīga	éxito	ADJ;ACC;MASC;SG	N;MASC;SG
england	inglaterra	england	inglaterra		PROPN
poznaņas	poznań	poznaņa	poznań	PROPN;NOM;FEM;SG	N;MASC;SG
vera	vera	vērt	ver	PROPN;NOM;FEM;SG	
semjuels	samuel	semjuels	samuel	N;NOM;MASC;SG	PROPN
petrovs	petrov	petrovs	petrov	PROPN;NOM;MASC;SG	N;MASC;SG
pretinieks	enemigas	pretinieks	enemiga	N;NOM;MASC;SG	ADJ;FEM;PL
pretinieks	enemiga	pretinieks	enemigo	N;NOM;MASC;SG	ADJ;FEM;SG
pretinieks	enemigos	pretinieks	enemigo	N;NOM;MASC;SG	N;MASC;PL
pretinieks	oponentes	pretinieks	oponente	N;NOM;MASC;SG	N;PL
nodrošināta	asegurada	nodrošināt	asegurado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
nodrošināta	asegurado	nodrošināt	asegurado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vdk	kgb	vdk	kgb	PROPN	N;MASC;SG
nesa	nesa	nest	nesar	V;FH;IND;3;POS;PST;FIN;ACT	
drīzumā	pronto	drīzums	pronto	N;ESS;MASC;SG	ADV
drīzumā	próximamente	drīzums	próximamente	N;ESS;MASC;SG	ADV
drīzumā	próximas	drīzums	próximo	N;ESS;MASC;SG	ADJ;FEM;PL
drīzumā	próximo	drīzums	próximo	N;ESS;MASC;SG	ADJ;MASC;SG
drīzumā	próximamente	drīzums	próximamente	N;ESS;MASC;SG	ADV
drīzumā	próximos	drīzums	próximo	N;ESS;MASC;SG	ADJ;MASC;PL
sēklu	semillas	sēkla	semilla	N;ACC;MASC;SG	N;FEM;PL
gaļa	carnes	gaļa	carne	N;NOM;FEM;SG	N;FEM;PL
sietlas	seattle	sietla	seattle	PROPN;NOM;FEM;PL	N;MASC;SG
smiltis	arena	smilts	arena	N;NOM;FEM;PL	N;FEM;SG
pievienoti	añadido	pievienot	añadido	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pievienoti	agregados	pievienot	agregado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pievienoti	añadida	pievienot	añadido	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pievienoti	añadió	pievienot	añadir	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
pievienoti	agregó	pievienot	agregar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
pievienoti	agregado	pievienot	agregar	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pievienoti	adjunto	pievienot	adjunto	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	N;MASC;SG
pievienoti	adjunta	pievienot	adjunto	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG
tuvo	pasando	tuvot	pasar	ADJ;ACC;MASC;SG	V;V.MSDR
tumša	dark	tumša	dark	ADJ;NOM;FEM;SG	N
tumša	oscuridad	tumša	oscuridad	ADJ;NOM;FEM;SG	N;FEM;SG
tumša	oscuros	tumša	oscuro	ADJ;NOM;FEM;SG	ADJ;MASC;PL
novēro	observe	novērot	observar	V;IMP;SG;2;POS;PRS;FIN;ACT	V;IMP;SG;3;FIN
novēro	observen	novērot	observar	V;IMP;SG;2;POS;PRS;FIN;ACT	V;IMP;PL;3;FIN
novēro	observa	novērot	observar	V;IMP;SG;2;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
papua	papua	papust	papua		N;FEM;SG
papua	papúa	papust	papúa		ADJ;FEM;SG
hip	hip	hipēt	hip		N;MASC;SG
hip	cadera	hipēt	cadera		N;FEM;SG
formatdate	formatdate	formatdate	formatdate	N;NOM;FEM;SG	PROPN
gēnu	genes	gēns	gen	N;ACC;MASC;SG	N;MASC;PL
romeo	romeo	romeo	romeo		N;MASC;SG
sesks	hurones	sesks	hurón	N;NOM;MASC;SG	N;MASC;PL
amatniecības	artesanía	amatniecība	artesanía	N;NOM;FEM;PL	N;FEM;SG
amatniecības	artesanía	amatniecība	artesanía	N;NOM;FEM;PL	N;FEM;SG
euro	eurocopa	euro	eurocopa		N;FEM;SG
euro	euro	euro	euro		N;MASC;SG
euro	euros	euro	euro		N;MASC;PL
uzņemti	matricularse	uzņemt	matricularse	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;SG
uzņemti	matriculado	uzņemt	matricular	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uzņemti	matriculados	uzņemt	matriculado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
smags	heavy	smags	heavy	ADJ;NOM;MASC;SG	N;MASC;SG
smags	pesadas	smags	pesado	ADJ;NOM;MASC;SG	ADJ;FEM;PL;V.PTCP
smags	pesados	smags	pesado	ADJ;NOM;MASC;SG	ADJ;MASC;PL;V.PTCP
smags	severas	smags	severo	ADJ;NOM;MASC;SG	ADJ;FEM;PL
artis	artis	arts	artis	PROPN;NOM;MASC;SG	N
krava	cargar	krava	cargar	N;NOM;FEM;SG	V;NFIN
krava	fletes	krava	flete	N;NOM;FEM;SG	N;MASC;PL
krava	mercancías	krava	mercancía	N;NOM;FEM;SG	N;FEM;PL
sēž	sentado	sēdēt	sentado	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
sēž	sentadas	sēdēt	sentada	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;PL;V.PTCP
sēž	sentada	sēdēt	sentado	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
sēž	sentados	sēdēt	sentado	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
ieguldījums	inversiones	ieguldījums	inversión	N;NOM;MASC;SG	N;FEM;PL
ieguldījums	invertir	ieguldījums	invertir	N;NOM;MASC;SG	V;NFIN
militāri	ejército	militāre	ejército	ADV	N;MASC;SG
militāri	militares	militāre	militar	ADV	N;PL
militāri	militar	militāre	militar	ADV	ADJ;SG
somālijas	somalia	somālija	somalia	N;NOM;FEM;PL	N;FEM;SG
somālijas	somalí	somālija	somalí	N;NOM;FEM;PL	ADJ;SG
darbnīca	talleres	darbnīca	taller	N;NOM;FEM;SG	N;MASC;PL
rīku	engranajes	rīks	engranaje	N;ACC;MASC;SG	N;MASC;PL
rīku	artes	rīks	arte	N;ACC;MASC;SG	N;PL
ženēvas	génova	ženēva	génovo	PROPN;NOM;FEM;SG	N;FEM;SG
ženēvas	ginebra	ženēva	ginebra	PROPN;NOM;FEM;SG	N;FEM;SG
zemesraga	cañaveral	zemesrags	cañaveral	N;GEN;MASC;SG	
meksika	mexico	meksika	mexico	N;NOM;FEM;SG	
pusvadītāju	semiconductores	pusvadītājs	semiconductor	N;ACC;MASC;SG	N;MASC;PL
pusvadītāju	semiconductores	pusvadītājs	semiconductor	N;ACC;MASC;SG	N;MASC;PL
skudru	hormigas	skudra	hormiga	N;ACC;MASC;SG	N;FEM;PL
zirgam	caballos	zirgs	caballo	N;DAT;MASC;SG	N;MASC;PL
pozitīvi	positivos	pozitīvi	positivo	ADV	ADJ;MASC;PL
pozitīvi	positivo	pozitīvi	positivo	ADV	ADJ;MASC;SG
pozitīvi	positiva	pozitīvi	positivo	ADV	ADJ;FEM;SG
pozitīvi	positivas	pozitīvi	positivo	ADV	ADJ;FEM;PL
atzīmēta	etiquetados	atzīmēt	etiquetado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atzīmēta	etiquetado	atzīmēt	etiquetado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atzīmēta	etiquetada	atzīmēt	etiquetado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
čeļabinskas	chelyabinsk	čeļabinska	chelyabinsk	N;NOM;FEM;PL	N;MASC;SG
vērsts	dirigida	vērst	dirigido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
vērsts	dirigido	vērst	dirigido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vērsts	orientados	vērst	orientado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
vērsts	orientada	vērst	orientado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
vērsts	orientado	vērst	orientar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vilces	tracción	vilce	tracción	N;NOM;FEM;PL	N;FEM;SG
vilces	empuje	vilce	empuje	N;NOM;FEM;PL	N;MASC;SG
izteiktas	pronunciado	izteikt	pronunciado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
izteiktas	pronunciados	izteikt	pronunciado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
izteiktas	pronunciada	izteikt	pronunciado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pierādījumu	pruebas	pierādījums	prueba	N;ACC;MASC;SG	N;FEM;PL
dzēšanu	borrado	dzēšana	borrado	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
izvairās	evita	izvairīties	evitar	V;FH;IND;3;POS;REFL;FUT;FIN;ACT	V;IND;SG;3;PRS;FIN
stiprs	strong	stiprs	strong	ADJ;NOM;MASC;SG	N
stiprs	fuertes	stiprs	fuerte	ADJ;NOM;MASC;SG	ADJ;PL
zoo	zoológico	zoo	zoológico		N;MASC;SG
zoo	zoo	zoo	zoo		N;MASC;SG
olimpiāde	olimpiada	olimpiāde	olimpiado	N;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
olimpiāde	olimpiadas	olimpiāde	olimpiado	N;NOM;FEM;SG	ADJ;FEM;PL;V.PTCP
aprīkots	equipada	aprīkot	equipada	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
aprīkots	equipados	aprīkot	equipado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
aprīkots	equipado	aprīkot	equipado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
disney	disney	disney	disney		N;MASC;SG
zaļas	verde	zaļa	verde	ADJ;NOM;FEM;PL	ADJ;SG
zaļas	green	zaļa	green	ADJ;NOM;FEM;PL	N;SG
ņem	toma	ņemt	tomar	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ņem	tome	ņemt	tomar	V;IMP;SG;2;POS;FIN;ACT	V;IMP;SG;3;FIN
tava	tus	tava	tu	PRO;NOM;FEM;SG;3	PRO;SG;2
tava	tu	tava	tu	PRO;NOM;FEM;SG;3	DET;SG;2
tava	sus	tava	su	PRO;NOM;FEM;SG;3	DET;PL;3
tava	su	tava	su	PRO;NOM;FEM;SG;3	DET;SG;3
etc	etc	etc	etcétera		
raktuves	míos	raktuve	mío	N;NOM;FEM;PL	PRO;MASC;PL;2
raktuves	mio	raktuve	mio	N;NOM;FEM;PL	INTJ
raktuves	mina	raktuve	mina	N;NOM;FEM;PL	N;FEM;SG
raktuves	mías	raktuve	mío	N;NOM;FEM;PL	PRO;FEM;PL;2
raktuves	mío	raktuve	mío	N;NOM;FEM;PL	PRO;MASC;SG;1
raktuves	mía	raktuve	mía	N;NOM;FEM;PL	DET;FEM;SG;1
kāpnes	escalera	kāpnes	escalera	N;NOM;FEM	N;FEM;SG
kāpnes	escaleras	kāpnes	escalera	N;NOM;FEM	N;FEM;PL
kāpnes	escaleras	kāpnes	escalera	N;NOM;FEM	N;FEM;PL
kāpnes	escalones	kāpnes	escalón	N;NOM;FEM	N;MASC;PL
kāpnes	escalera	kāpnes	escalera	N;NOM;FEM	N;FEM;SG
gana	ghana	gana	ghana	ADV	N;FEM;SG
vesels	enteras	vesels	entero	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vesels	enteros	vesels	entero	ADJ;NOM;MASC;SG	ADJ;MASC;PL
virsbūves	carrocería	virsbūve	carrocería	N;NOM;FEM;PL	V;COND;SG;3;FIN
signes	signes	signe	sign	N;NOM;FEM;PL	PROPN
parametrs	parámetros	parametrs	parámetro	N;NOM;MASC;SG	N;MASC;PL
militārie	ejército	militārs	ejército	ADJ;NOM;MASC;PL	N;MASC;SG
militārie	militares	militārs	militar	ADJ;NOM;MASC;PL	N;PL
militārie	militar	militārs	militar	ADJ;NOM;MASC;PL	ADJ;SG
dzīvoklī	apartamentos	dzīvoklis	apartamento	N;ESS;MASC;SG	N;MASC;PL
leļļu	títere	lelle	títere	N;GEN;FEM;PL	N;MASC;SG
leļļu	marioneta	lelle	marioneta	N;GEN;FEM;PL	N;FEM;SG
vistas	pollito	vista	pollito	N;NOM;FEM;PL	N;MASC;SG
vistas	gallina	vista	gallina	N;NOM;FEM;PL	N;FEM;SG
vistas	pollo	vista	pollo	N;NOM;FEM;PL	N;MASC;SG
getparent	getparent	getparent	getparent	N;NOM;MASC;SG	V;NFIN
islandē	islandia	islandēt	islandia	N;ESS;FEM;SG	ADJ;FEM;SG
autonomijas	autonomía	autonomija	autonomía	N;NOM;FEM;PL	N;FEM;SG
paradīzes	paraiso	paradīze	paraiso	N;NOM;FEM;PL	N;MASC;SG
paradīzes	paraíso	paradīze	paraíso	N;NOM;FEM;PL	N;MASC;SG
paradīzes	paradise	paradīze	paradise	N;NOM;FEM;PL	N;SG
vēsturisks	históricas	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vēsturisks	históricos	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vēsturisks	históricas	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vēsturisks	históricos	vēsturisks	histórico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
artikulācijas	articular	artikulācija	articular	N;NOM;FEM;PL	V;NFIN
eva	eva	eva	eve	PROPN;NOM;FEM;SG	N;FEM;SG
eva	eee	eva	eee	PROPN;NOM;FEM;SG	N
astoņiem	eight	astoņi	eight	NUM;DAT;MASC;PL	N
mobilais	movil	mobils	movil	ADJ;NOM;MASC;SG	N;MASC;SG
mobilais	celulares	mobils	celular	ADJ;NOM;MASC;SG	N;PL
mobilais	móvil	mobils	móvil	ADJ;NOM;MASC;SG	N;SG
mobilais	móviles	mobils	móvil	ADJ;NOM;MASC;SG	N;MASC;PL
inovācijas	innovación	inovācija	innovación	N;NOM;FEM;PL	N;FEM;SG
dītrihs	dietrich	dītrihs	dietrich	PROPN;NOM;MASC;SG	N;FEM;SG
bolīvijas	boliviano	bolīvija	boliviano	PROPN;NOM;FEM;SG	ADJ;MASC;SG
bolīvijas	bolivianos	bolīvija	boliviano	PROPN;NOM;FEM;SG	N;MASC;PL
bolīvijas	bolivia	bolīvija	bolivia	PROPN;NOM;FEM;SG	N;FEM;SG
bolīvijas	boliviana	bolīvija	boliviano	PROPN;NOM;FEM;SG	ADJ;FEM;SG
salo	salo	salo	salo		PROPN
dem	dem	dem	dem		
primārais	primarias	primārs	primaria	ADJ;NOM;MASC;SG	N;FEM;PL
primārais	primarios	primārs	primario	ADJ;NOM;MASC;SG	ADJ;MASC;PL
primārais	primaria	primārs	primario	ADJ;NOM;MASC;SG	N;FEM;SG
apkārtējā	ambiente	apkārtēja	ambiente	ADJ;NOM;FEM;SG	N;MASC;SG
darījumu	transacciones	darījums	transacción	N;ACC;MASC;SG	N;FEM;PL
diplomu	diplomado	diploms	diplomado	N;ACC;MASC;SG	ADJ;MASC;SG;V.PTCP
bono	bono	bons	bono	PROPN	N;MASC;SG
atšķīrās	diferían	atšķirties	diferir	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
brūss	bruce	brūss	bruce	PROPN;NOM;MASC;SG	N;MASC;SG
brūss	bruno	brūss	bruno	PROPN;NOM;MASC;SG	PROPN
harju	harju	harja	harju	PROPN;ACC;MASC;SG	N;MASC;SG
čigānu	gitanos	čigāns	gitano	N;ACC;MASC;SG	N;MASC;PL
iestāties	matricularse	iestāties	matricularse	V;POS;REFL;NFIN	ADJ;SG
pastāvīgā	permanentes	pastāvīgs	permanente	ADJ;NOM;FEM;SG	ADJ;PL
beidzies	expirado	beigties	expirar	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
beidzies	caducado	beigties	caducar	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fiat	fiat	fiat	fiat		N;MASC;SG
dubnas	dubna	dubna	dubna	N;NOM;FEM;PL	
trans	trans	trans	tran		N;FEM;SG
atdalīta	separadas	atdalīt	separado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
atdalīta	separado	atdalīt	separar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atdalīta	separada	atdalīt	separado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
atdalīta	separados	atdalīt	separado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
bundeslīgas	bundesliga	bundeslīga	bundesligar	ADJ;NOM;FEM;PL	N;FEM;SG
atzītas	reconocido	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atzītas	reconocidas	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
atzītas	reconocidos	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atzītas	reconocida	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
atzītas	reconocido	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
atzītas	reconocidas	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
atzītas	reconocidos	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atzītas	reconocida	atzīt	reconocido	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
žils	jules	žils	jul	PROPN;NOM;MASC;SG	PROPN
džims	jim	džims	jim	PROPN;NOM;MASC;SG	PROPN
kāzas	bodas	kāza	boda	N;NOM;FEM	N;FEM;PL
kāzas	boda	kāza	boda	N;NOM;FEM	N;FEM;SG
kāzas	bodas	kāza	boda	N;NOM;FEM	N;FEM;PL
kāzas	casamiento	kāza	casamiento	N;NOM;FEM	N;MASC;SG
zane	zane	zane	zanar	PROPN;NOM;FEM;SG	N;SG
vidējs	medium	vidējs	medium	ADJ;NOM;MASC;SG	N
vidējs	medianas	vidējs	mediano	ADJ;NOM;MASC;SG	ADJ;FEM;PL
vidējs	medio	vidējs	medio	ADJ;NOM;MASC;SG	NUM;MASC;SG
vidējs	médium	vidējs	médium	ADJ;NOM;MASC;SG	N;MASC;SG
britannica	britannica	britannica	britannico		ADJ;FEM;SG
flāmu	flamenco	flāma	flamenco	N;GEN;MASC;PL	N;MASC;SG
flāmu	flamenca	flāma	flamenco	N;GEN;MASC;PL	N;FEM;SG
gazprom	gazprom	gazprom	gazprom	PROPN	N;MASC;SG
gārnis	heron	gārns	her	N;NOM;MASC;SG	PROPN
rita	rita	rita	rita	PROPN;NOM;FEM;SG	N;FEM;SG
četrdesmit	cuarenta	četrdesmit	cuarenta	NUM;PL	N;FEM;PL
četrdesmit	forty	četrdesmit	forty	NUM;PL	N
delfi	delphi	delfi	delphi		N;MASC;SG
honda	honda	honds	honda		N;FEM;SG
abba	abba	abba	abba		N;MASC;SG
aes	aes	aes	aes		N;FEM;SG
galatasaray	galatasaray	galatasaray	galatasaray	N;GEN;MASC;SG	V;SBJV;SG;3;IPFV;FIN
sodīts	castigada	sodīt	castigado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
sodīts	castigado	sodīt	castigar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sodīts	castigados	sodīt	castigado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pacers	pacers	pacers	pacer	N;NOM;MASC;SG	N;MASC;PL
mati	cabello	mats	cabello	N;NOM;MASC;PL	N;MASC;SG
mati	pelo	mats	pelo	N;NOM;MASC;PL	N;MASC;SG
mati	peinado	mats	peinado	N;NOM;MASC;PL	ADJ;MASC;SG;V.PTCP
senas	antiguo	sena	antiguo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
senas	antigua	sena	antiguo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
eric	eric	ericēt	eric		PROPN
eric	erick	ericēt	erick		PROPN
budistu	budista	budists	budista	N;ACC;MASC;SG	ADJ;SG
budistu	budistas	budists	budista	N;ACC;MASC;SG	N;PL
parakstīt	señal	parakstīt	señal	V;POS;NFIN	N;FEM;SG
parakstīt	firma	parakstīt	firma	V;POS;NFIN	N;FEM;SG
parakstīt	signo	parakstīt	signo	V;POS;NFIN	N;MASC;SG
anita	anita	anita	anitar	PROPN;NOM;FEM;SG	N;FEM;SG
jeruzalemes	jerusalem	jeruzaleme	jerusalem	N;NOM;FEM;PL	PROPN
jeruzalemes	jerusalén	jeruzaleme	jerusalén	N;NOM;FEM;PL	N;MASC;SG
dens	dan	dens	dar	PROPN	V;IND;PL;3;PRS;FIN
neparasti	inusuales	neparasti	inusual	ADV	ADJ;PL
neparasti	insólito	neparasti	insólito	ADV	ADJ;MASC;SG
neparasti	inusual	neparasti	inusual	ADV	ADJ;SG
bioloģiskā	biológicas	bioloģiska	biológico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
bioloģiskā	biológicos	bioloģiska	biológico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
podlases	podlaquia	podlase	podlaquia	N;NOM;FEM;PL	N;FEM;SG
tipisks	típicas	tipisks	típico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
tipisks	típicos	tipisks	típico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
niedru	reed	niedrs	reed	N;ACC;MASC;SG	PROPN
vēlu	tardía	vēlu	tarder	ADV	ADJ;FEM;SG
piesaistīja	atraída	piesaistīt	atraído	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
piesaistīja	atraído	piesaistīt	atraer	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
piesaistīja	atraídos	piesaistīt	atraer	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
manuels	manuel	manuels	manuel	PROPN;NOM;MASC;SG	PROPN
ražoti	producidos	ražot	producido	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ražoti	producido	ražot	producido	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ražoti	producida	ražot	producido	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ražoti	fabricados	ražot	fabricado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ražoti	fabricado	ražot	fabricado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ražoti	fabricada	ražot	fabricado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
