din	vom	din	vom	ADP;ACC	
zid	mauern	zid	mauern	N;INDF;MASC;SG	V;NFIN
zid	mauer	zid	mauer	N;INDF;MASC;SG	
critice	kritisches	critic	kritisch	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
executat	hinrichten	executa	hinrichten	ADJ;INDF;MASC;SG	V;NFIN
executat	ausgeführt	executa	ausführen	ADJ;INDF;MASC;SG	V;V.PTCP
executat	hingerichtet	executa	hinrichten	ADJ;INDF;MASC;SG	V;V.PTCP
suprem	supreme	suprem	supreme	ADJ;INDF;MASC;SG	PROPN;NOM;SG
suprem	höchste	suprem	hoch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
festival	festival	festival	festival	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
festival	festspiele	festival	festspiel	N;INDF;MASC;SG	
filmele	kino	filme	kino	N;DEF;FEM;PL	N;NOM;NEUT;SG
filmele	filme	filme	filmen	N;DEF;FEM;PL	
filmele	kinos	filme	kinos	N;DEF;FEM;PL	
birmania	burma	birmanie	burma	PROPN	PROPN;NOM;SG
birmania	birma	birmanie	birma	PROPN	PROPN;NOM;MASC;SG
birmania	myanmar	birmanie	myanmar	PROPN	PROPN;NOM;SG
birmania	myanmar	birmanie	myanmar	PROPN	PROPN;NOM;SG
impact	impact	impact	impact	N;INDF;MASC;SG	PROPN
impact	auswirkungen	impact	auswirkingen	N;INDF;MASC;SG	V;NFIN
impact	einfluss	impact	einfluß	N;INDF;MASC;SG	ADJ
impact	reichweite	impact	reichweit	N;INDF;MASC;SG	ADJ;NOM
impact	erreiche	impact	erreichen	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
impact	reach	impact	reach	N;INDF;MASC;SG	ADJ
impact	erreichen	impact	erreichen	N;INDF;MASC;SG	V;NFIN
religia	religion	religie	religion	N;DEF;FEM;SG	PROPN
religia	religionen	religie	religion	N;DEF;FEM;SG	N;NOM;PL
jurnalist	journalist	jurnalist	journalist	N;INDF;MASC;SG	ADJ
jurnalist	journalistin	jurnalist	journalistin	N;INDF;MASC;SG	ADJ
perfect	perfekt	perfect	perfekt	ADV	ADJ
perfect	perfekte	perfect	perfekt	ADV	ADJ;NOM;SG
perfect	perfekten	perfect	perfekt	ADV	ADJ
perfect	perfekter	perfect	perfekt	ADV	ADJ
perfect	perfect	perfect	perfecen	ADV	PROPN
hun	hun	hun	hun	N;INDF;MASC;SG	
adauga	füge	adauga	fügen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
adauga	füge	adauga	fügen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
jules	jules	jules	jules	PROPN	PROPN;NOM;MASC;SG
majore	major	major	major	ADJ;INDF;FEM;PL	PROPN
femeile	frauen	femeie	frau	N;DEF;FEM;PL	V;NFIN
descoperirea	entdecken	descoperire	entdecken	N;DEF;FEM;SG	V;NFIN
descoperirea	entdeckungen	descoperire	entdeckingen	N;DEF;FEM;SG	V;NFIN
descoperirea	entdeckungsreise	descoperire	entdeckungsreise	N;DEF;FEM;SG	;SG
descoperirea	discovery	descoperire	discovery	N;DEF;FEM;SG	
roluri	rollen	rol	roll	N;INDF;FEM;PL	V;NFIN
roluri	rolle	rol	roll	N;INDF;FEM;PL	N;NOM;FEM;SG
roluri	funktionen	rol	funktionen	N;INDF;FEM;PL	V;NFIN
roluri	aufgaben	rol	aufgeben	N;INDF;FEM;PL	V;NFIN
obiectiv	objektiv	obiectiv	objektiv	N;INDF;MASC;SG	ADJ
obiectiv	zielsetzung	obiectiv	zielsetzung	N;INDF;MASC;SG	ADJ
obiectiv	zielsetzung	obiectiv	zielsetzung	N;INDF;MASC;SG	ADJ
hotel	hotelzimmer	hotel	hotelzimmer	N;INDF;MASC;SG	
izvor	frühling	izvor	frühling	N;INDF;MASC;SG	ADJ
izvor	frühjahr	izvor	frühjahr	N;INDF;MASC;SG	ADV
izvor	frühlings	izvor	frühlings	N;INDF;MASC;SG	
izvor	spring	izvor	springen	N;INDF;MASC;SG	PROPN
bourbon	bourbon	bourbon	bourbon	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
polonezi	polen	polonez	polen	N;INDF;MASC;PL	
polonezi	stöcke	polonez	stock	N;INDF;MASC;PL	
polonezi	stangen	polonez	stehen	N;INDF;MASC;PL	V;NFIN
polonezi	pole	polonez	polen	N;INDF;MASC;PL	
cehia	tschechien	cehi	tschechen	PROPN	ADJ
cehia	tschechische	cehi	tschechisch	PROPN	ADJ;NOM;FEM;PL
cehia	czech	cehi	czech	PROPN	PROPN;SG
cehia	tschechischen	cehi	tschechisch	PROPN	ADJ;NOM;MASC;PL
cehia	tschechisch	cehi	tschechisch	PROPN	ADJ
trimite	schick	trimite	schick	V;IND;SG;3;PRS;FIN	ADJ
scriitorul	schriftsteller	scriitor	schriftsteller	N;DEF;MASC;SG	ADJ
scriitorul	verfasser	scriitor	verfasser	N;DEF;MASC;SG	
scriitorul	autorin	scriitor	autorin	N;DEF;MASC;SG	PROPN
scriitorul	schriftstellerin	scriitor	schriftstellerin	N;DEF;MASC;SG	ADJ;NOM;FEM
bruxelles	brüssel	bruxelles	brüssel	PROPN	PROPN;NOM;NEUT;SG
caragiale	caragiale	caragial	caragiale	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
univers	universums	univers	universums	N;INDF;MASC;SG	PROPN
univers	grundgesamtheit	univers	grundgesamtheit	N;INDF;MASC;SG	ADJ;NOM;SG
univers	weltall	univers	weltall	N;INDF;MASC;SG	
univers	universum	univers	universum	N;INDF;MASC;SG	ADV
cantat	sang	canta	singen		V;IND;SG;3;PST;FIN
cantat	gesungen	canta	singen		V;V.PTCP
cantat	sangen	canta	singen		V;FIN
cantat	gesungen	canta	singen		V;V.PTCP
europeni	europäischen	european	europäisch	ADJ;INDF;MASC;PL	ADJ;NOM;SG
europeni	europäisches	european	europäisch	ADJ;INDF;MASC;PL	ADJ;NOM;NEUT;SG
critici	kritisiert	critică	kritisieren	N;INDF;MASC;PL	V;V.PTCP
critici	kritiken	critică	kritik	N;INDF;MASC;PL	ADJ;PL
critici	kritisieren	critică	kritisieren	N;INDF;MASC;PL	V;NFIN
critici	kritiker	critică	kritik	N;INDF;MASC;PL	ADJ
critici	kritikern	critică	kritikern	N;INDF;MASC;PL	ADJ
critici	kritiken	critică	kritik	N;INDF;MASC;PL	ADJ;PL
religios	religiöse	religios	religiös	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
religios	religionen	religios	religion	ADJ;INDF;MASC;SG	N;NOM;PL
misiunea	leitbild	misiune	leitbild	N;DEF;FEM;SG	
misiunea	aufgabe	misiune	aufgaben	N;DEF;FEM;SG	N;NOM;FEM;SG
misiunea	mission	misiune	mission	N;DEF;FEM;SG	
misiunea	missionen	misiune	missionen	N;DEF;FEM;SG	N;NOM;FEM;PL
antonescu	antonescu	antonescu	antonescu	PROPN	PROPN;NOM;MASC;SG
motivul	motive	motiv	motiv	N;DEF;MASC;SG	ADJ;NOM;PL
motivul	motiv	motiv	motiv	N;DEF;MASC;SG	ADJ
motivul	grund	motiv	grund	N;DEF;MASC;SG	ADV
motivul	vernunft	motiv	vernunft	N;DEF;MASC;SG	
ucraineni	ukrainer	ucrainean	ukrainer	N;INDF;MASC;PL	ADJ
credinta	glaube	credintă	glauben	N;DEF;FEM;SG	
credinta	vertrauen	credintă	vertrauen	N;DEF;FEM;SG	V;NFIN
credinta	glauben	credintă	glauben	N;DEF;FEM;SG	V;NFIN
credinta	glaubens	credintă	glaubens	N;DEF;FEM;SG	N;NOM;NEUT;PL
credinta	glaube	credintă	glauben	N;DEF;FEM;SG	
credinta	vertrauen	credintă	vertrauen	N;DEF;FEM;SG	V;NFIN
credinta	glauben	credintă	glauben	N;DEF;FEM;SG	V;NFIN
credinta	glaubens	credintă	glaubens	N;DEF;FEM;SG	N;NOM;NEUT;PL
credinta	glaube	credintă	glauben	N;DEF;FEM;SG	
credinta	glauben	credintă	glauben	N;DEF;FEM;SG	V;NFIN
credinta	überzeugung	credintă	überzeugung	N;DEF;FEM;SG	ADV
credinta	glaube	credintă	glauben	N;DEF;FEM;SG	
credinta	vertrauen	credintă	vertrauen	N;DEF;FEM;SG	V;NFIN
credinta	glauben	credintă	glauben	N;DEF;FEM;SG	V;NFIN
credinta	glaubens	credintă	glaubens	N;DEF;FEM;SG	N;NOM;NEUT;PL
creek	creek	creeke	creek	PROPN	PROPN
parc	parc	parc	parc	N;INDF;MASC;SG	PROPN;SG
parc	freizeitpark	parc	freizeitpark	N;INDF;MASC;SG	PROPN
parc	park	parc	park	N;INDF;MASC;SG	PROPN;NOM;SG
parc	naturpark	parc	naturpark	N;INDF;MASC;SG	PROPN
parc	nationalpark	parc	nationalpark	N;INDF;MASC;SG	ADJ
context	kontext	context	kontext	N;INDF;MASC;SG	ADJ
valeriu	valeriu	valeriu	valeriu	PROPN	
resurse	ressource	resursă	ressource	N;INDF;FEM;PL	
resurse	informationsquelle	resursă	informationsquelle	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
resurse	ressourcen	resursă	ressourc	N;INDF;FEM;PL	V;NFIN
resurse	betriebsmittel	resursă	betriebsmittel	N;INDF;FEM;PL	PROPN
resurse	mittel	resursă	mittel	N;INDF;FEM;PL	ADV
resurse	ressourcen	resursă	ressourc	N;INDF;FEM;PL	V;NFIN
gaz	gas	gaz	gesen	N;INDF;MASC;SG	
gaz	erdgas	gaz	erdgas	N;INDF;MASC;SG	
gaz	gaz	gaz	gaz	N;INDF;MASC;SG	PROPN;NOM;SG
ebraica	hebräische	ebraică	hebräisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
ebraica	hebräisch	ebraică	hebräisch	N;DEF;FEM;SG	ADJ
analiza	analytik	analiză	analytik	N;DEF;FEM;SG	PROPN
analiza	analyse	analiză	analyse	N;DEF;FEM;SG	N;NOM;FEM;SG
analiza	analysen	analiză	analyse	N;DEF;FEM;SG	V;NFIN
analiza	analytik	analiză	analytik	N;DEF;FEM;SG	PROPN
analiza	analyse	analiză	analyse	N;DEF;FEM;SG	N;NOM;FEM;SG
analiza	analysen	analiză	analyse	N;DEF;FEM;SG	V;NFIN
planurile	pläne	plan	pläne	N;DEF;FEM;PL	N;NOM;MASC;PL
planurile	planungen	plan	planung	N;DEF;FEM;PL	V;NFIN
planurile	plänen	plan	plänen	N;DEF;FEM;PL	V;NFIN
succesul	erfolg	succes	erfolg	N;DEF;MASC;SG	ADJ
succesul	erfolgs	succes	Erfolg	N;DEF;MASC;SG	
succesul	erfolgreich	succes	erfolgreich	N;DEF;MASC;SG	ADJ
succesul	erfolgsgeschichte	succes	erfolgsgeschichte	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
succesul	erfolge	succes	erfolge	N;DEF;MASC;SG	N;NOM;FEM;PL
vorbe	worte	vorbă	wort	N;INDF;FEM;PL	
vorbe	wörter	vorbă	wört	N;INDF;FEM;PL	
vorbe	worten	vorbă	worten	N;INDF;FEM;PL	V;NFIN
zero	zero	zero	zero	NUM;PL	
zero	null	zero	null	NUM;PL	
canal	kanal	canal	kanal	N;INDF;MASC;SG	ADV
canal	canal	canal	canal	N;INDF;MASC;SG	PROPN;NOM;SG
canal	kanals	canal	kanals	N;INDF;MASC;SG	ADV
canal	kanal	canal	kanal	N;INDF;MASC;SG	ADV
canal	kanäle	canal	kanal	N;INDF;MASC;SG	
canal	sender	canal	sender	N;INDF;MASC;SG	
canal	channel	canal	channel	N;INDF;MASC;SG	PROPN;NOM;SG
specifica	spezifisch	specifica	spezifisch	N;DEF;FEM;SG	ADJ
specifica	spezielle	specifica	speziell	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
specifica	spezifischen	specifica	spezifisch	N;DEF;FEM;SG	ADJ
specifica	spezifische	specifica	spezifisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
specifica	spezifiziert	specifica	spezifizieren	N;DEF;FEM;SG	V;V.PTCP
specifica	spezifizieren	specifica	spezifizieren	N;DEF;FEM;SG	V;NFIN
specifica	angeben	specifica	angeben	N;DEF;FEM;SG	V;V.PTCP
specifica	spezifizieren	specifica	spezifizieren	N;DEF;FEM;SG	V;NFIN
specifica	angeben	specifica	angeben	N;DEF;FEM;SG	V;V.PTCP
inregistrare	aufzeichnen	inregistrare	aufzeichnen	N;INDF;FEM;SG	V;NFIN
inregistrare	aufnehmen	inregistrare	aufnehmen	N;INDF;FEM;SG	V;NFIN
inregistrare	aufnahme	inregistrare	aufnehmen	N;INDF;FEM;SG	
inregistrare	aufnahmen	inregistrare	aufnehmen	N;INDF;FEM;SG	V;IND;PL;3;PST;FIN
inregistrare	aufzeichnung	inregistrare	aufzeichnung	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	datensatz	inregistrare	datensatz	N;INDF;FEM;SG	ADJ
inregistrare	rekord	inregistrare	rekord	N;INDF;FEM;SG	
inregistrare	aufnehmen	inregistrare	aufnehmen	N;INDF;FEM;SG	V;NFIN
inregistrare	aufzeichnung	inregistrare	aufzeichnung	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	record	inregistrare	record	N;INDF;FEM;SG	PROPN;NOM;SG
inregistrare	anmeldung	inregistrare	anmeldung	N;INDF;FEM;SG	ADJ
inregistrare	eintragung	inregistrare	eintragung	N;INDF;FEM;SG	ADJ
inregistrare	registrierung	inregistrare	Registrierung	N;INDF;FEM;SG	ADJ
inregistrare	einschreibung	inregistrare	einschreibung	N;INDF;FEM;SG	ADJ
inregistrare	registrieren	inregistrare	registrieren	N;INDF;FEM;SG	V;NFIN
inregistrare	register	inregistrare	register	N;INDF;FEM;SG	
inregistrare	eintragen	inregistrare	eintragen	N;INDF;FEM;SG	V;NFIN
inregistrare	anmeldung	inregistrare	anmeldung	N;INDF;FEM;SG	ADJ
inregistrare	anmelden	inregistrare	anmelden	N;INDF;FEM;SG	V;NFIN
inregistrare	registrierung	inregistrare	Registrierung	N;INDF;FEM;SG	ADJ
inregistrare	anmeldung	inregistrare	anmeldung	N;INDF;FEM;SG	ADJ
inregistrare	eintragung	inregistrare	eintragung	N;INDF;FEM;SG	ADJ
inregistrare	registrierung	inregistrare	Registrierung	N;INDF;FEM;SG	ADJ
inregistrare	einschreibung	inregistrare	einschreibung	N;INDF;FEM;SG	ADJ
influentat	beeinflusst	influenta	beeinflussen	ADJ;INDF;MASC;SG	V;V.PTCP
influentat	beeinflußt	influenta	beeinflußen	ADJ;INDF;MASC;SG	V;V.PTCP
influentat	beeinflusst	influenta	beeinflussen	ADJ;INDF;MASC;SG	V;V.PTCP
influentat	beeinflußt	influenta	beeinflußen	ADJ;INDF;MASC;SG	V;V.PTCP
convins	überzeugte	convinge	überzeugen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
convins	überreden	convinge	überreden	ADJ;INDF;MASC;SG	V;NFIN
convins	überredet	convinge	überreden	ADJ;INDF;MASC;SG	V;V.PTCP
convins	überzeugte	convinge	überzeugen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
convins	überzeugten	convinge	überzeugt	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
greci	griechen	grec	griechen	N;INDF;MASC;PL	
greci	grieche	grec	griech	N;INDF;MASC;PL	
greci	griechischen	grec	griechisch	N;INDF;MASC;PL	ADJ;NOM;PL
greci	griechen	grec	griechen	N;INDF;MASC;PL	
greci	grieche	grec	griech	N;INDF;MASC;PL	
greci	griechisch	grec	griechisch	N;INDF;MASC;PL	ADJ
greci	griechische	grec	griechisch	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
sergiu	sergiu	sergiu	sergiu	PROPN	PROPN;NOM;MASC;SG
acuzat	beschuldigte	acuza	beschuldigen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
acuzat	angeklagt	acuza	anklagen	ADJ;INDF;MASC;SG	V;V.PTCP
acuzat	beschuldigt	acuza	beschuldigen	ADJ;INDF;MASC;SG	V;V.PTCP
acuzat	beklagte	acuza	beklagen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
acuzat	beklagten	acuza	beklagen	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
isus	herrgott	isus	herrgoten	PROPN	
isus	jesu	isus	jesu	PROPN	PROPN;NOM;MASC;SG
isus	jesus	isus	jesus	PROPN	PROPN;NOM;MASC;SG
calif	kalif	calif	kalif	N;INDF;MASC;SG	PROPN;NOM;SG
dance	dance	dance	dance		PROPN
dance	tanzen	dance	tanzen		V;NFIN
dance	tanze	dance	tanzen		V;IND;SG;3;FIN
petersburg	petersburg	petersburge	petersburg	N;INDF;MASC;SG	PROPN
instrumente	instrumente	instrument	instrument	N;INDF;FEM;PL	ADJ;PL
instrumente	hilfsmittel	instrument	hilfsmittel	N;INDF;FEM;PL	ADJ
instrumente	werkzeugen	instrument	werkzeugen	N;INDF;FEM;PL	V;NFIN
instrumente	werkzeug	instrument	werkzeug	N;INDF;FEM;PL	N;NOM;SG
instrumente	instrumente	instrument	instrument	N;INDF;FEM;PL	ADJ;PL
drumuri	strassen	drum	strassen	N;INDF;FEM;PL	V;NFIN
drumuri	straßenverkehr	drum	straßenverkehr	N;INDF;FEM;PL	ADJ
drumuri	straße	drum	straß	N;INDF;FEM;PL	ADJ
variante	varianten	variantă	variant	N;INDF;FEM;PL	V;NFIN
variante	variante	variantă	variant	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
variante	varianten	variantă	variant	N;INDF;FEM;PL	V;NFIN
stephen	stephen	stephen	stephen	PROPN	PROPN
stephen	stephan	stephen	stephan	PROPN	PROPN;NOM;MASC;SG
medicala	medizinische	medicală	medizinisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
medicala	medizinisch	medicală	medizinisch	N;DEF;FEM;SG	ADJ
medicala	medizintechnik	medicală	medizintechnik	N;DEF;FEM;SG	ADJ
medicala	medizin	medicală	medizin	N;DEF;FEM;SG	N;NOM;SG
crestina	christliche	crestina	christlich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
crestina	christian	crestina	christian	ADJ;DEF;FEM;SG	PROPN;NOM;MASC;SG
crestina	christ	crestina	christ	ADJ;DEF;FEM;SG	PROPN
medicale	arzt	medical	arzen	ADJ;INDF;FEM;PL	N;SG
medicale	medizin	medical	medizin	ADJ;INDF;FEM;PL	N;NOM;SG
conducatori	herrscher	conducator	herrscher	N;INDF;MASC;PL	
conducatori	machthaber	conducator	machthaber	N;INDF;MASC;PL	
conducatori	führungskräfte	conducator	führungskräfte	N;INDF;MASC;PL	ADJ;NOM;PL
conducatori	führer	conducator	führer	N;INDF;MASC;PL	
conducatori	anführer	conducator	anführer	N;INDF;MASC;PL	ADJ
conducatori	führung	conducator	führung	N;INDF;MASC;PL	N;NOM;FEM;SG
initiala	anfängliche	initial	anfänglich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
initiala	anfängliche	initial	anfänglich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
initiala	anfängliche	initial	anfänglich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
principiul	grundsatz	principiu	grundsatz	N;DEF;MASC;SG	ADV
principiul	prinzip	principiu	prinzip	N;DEF;MASC;SG	ADJ
mormantul	mausoleum	mormant	mausoleum	N;DEF;MASC;SG	N;NOM;NEUT;SG
mormantul	grab	mormant	grab	N;DEF;MASC;SG	N;NOM;NEUT;SG
mormantul	gruft	mormant	grafen	N;DEF;MASC;SG	
mormantul	grabmal	mormant	grabmal	N;DEF;MASC;SG	N;NOM;SG
turism	fremdenverkehr	turism	fremdenverkehr	N;INDF;MASC;SG	ADJ
turism	tourismus	turism	tourismus	N;INDF;MASC;SG	ADV
turism	touristik	turism	touristik	N;INDF;MASC;SG	ADJ
bisericile	kirche	biserică	kirche	N;DEF;FEM;PL	
alexandra	alexandra	alexandra	alexandra	PROPN	PROPN;NOM;SG
traduceri	übersetzung	traducere	übersetzung	N;INDF;FEM;PL	ADJ
traduceri	übersetzungen	traducere	übersetzingen	N;INDF;FEM;PL	V;NFIN
petrescu	petrescu	petrescu	petrescu	PROPN	
frumoase	schönste	frumos	schön	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
bernard	bernard	bernard	bernerd	PROPN	PROPN
bernard	bernhard	bernard	bernhard	PROPN	PROPN;NOM;MASC;SG
modele	vorbilder	model	vorbild	N;INDF;FEM;PL	ADJ
modele	modell	model	modell	N;INDF;FEM;PL	ADJ
modele	templates	model	templat	N;INDF;FEM;PL	N;NOM;NEUT;SG
modele	schablonen	model	schablonen	N;INDF;FEM;PL	V;NFIN
modele	schablone	model	schablone	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
modele	vorlagen	model	vorliegen	N;INDF;FEM;PL	V;NFIN
modele	vorlage	model	vorlagen	N;INDF;FEM;PL	
tulcea	tulcea	tulcea	tulcea	N;DEF;FEM;SG	PROPN
andré	andre	andré	andre	PROPN	
andré	andré	andré	andré	PROPN	PROPN;NOM;MASC;SG
andré	andre	andré	andre	PROPN	
andré	andré	andré	andré	PROPN	PROPN;NOM;MASC;SG
ardenne	ardenne	ardenne	ardenn		PROPN;NOM;SG
efectul	effekte	efect	effekt	N;DEF;MASC;SG	N;NOM;PL
efectul	wirkung	efect	wirkung	N;DEF;MASC;SG	N;NOM;FEM;SG
efectul	auswirkungen	efect	auswirkingen	N;DEF;MASC;SG	V;NFIN
ofiteri	amtsträger	ofiteri	amtsträger	N;INDF;MASC;PL	ADJ
ofiteri	offiziere	ofiteri	offizieren	N;INDF;MASC;PL	
ofiteri	amtsträger	ofiteri	amtsträger	N;INDF;MASC;PL	ADJ
ofiteri	offiziere	ofiteri	offizieren	N;INDF;MASC;PL	
solar	solarenergie	solar	solarenergie	N;INDF;MASC;SG	ADJ
solar	solarzellen	solar	solarzell	N;INDF;MASC;SG	N;NOM;FEM;PL
solar	solar	solar	solar	N;INDF;MASC;SG	
solar	sonnenenergie	solar	sonnenenergie	N;INDF;MASC;SG	ADJ
candidat	kandidaten	candidat	kandidat	N;INDF;MASC;SG	N;NOM;PL
candidat	bewerber	candidat	bewerber	N;INDF;MASC;SG	
candidat	anwärter	candidat	anwärter	N;INDF;MASC;SG	ADJ
insecte	insekten	insect	insekt	N;INDF;FEM;PL	V;NFIN
insecte	fehler	insect	fehler	N;INDF;FEM;PL	ADJ
insecte	insekten	insect	insekt	N;INDF;FEM;PL	V;NFIN
insecte	käfer	insect	käfer	N;INDF;FEM;PL	
corespondent	korrespondenten	corespondent	korrespondent	ADJ;INDF;MASC;SG	V;IND;PL;3;FIN
federal	federal	federal	federal	ADJ;INDF;MASC;SG	PROPN
federal	bundes	federal	bund	ADJ;INDF;MASC;SG	
constantinescu	constantinescu	constantinescu	constantinescu	PROPN	ADJ
curte	hof	curte	hof	N;INDF;FEM;SG	
curte	innenhof	curte	innenhof	N;INDF;FEM;SG	ADV
curte	hofe	curte	hofen	N;INDF;FEM;SG	
curte	gerichtshofes	curte	gerichtshofes	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
curte	gerichtshof	curte	gerichtshof	N;INDF;FEM;SG	PROPN
curte	hof	curte	hof	N;INDF;FEM;SG	
curte	gericht	curte	ringen	N;INDF;FEM;SG	N;NOM;SG
curte	hof	curte	hof	N;INDF;FEM;SG	
curte	werft	curte	werfen	N;INDF;FEM;SG	N;NOM;FEM;SG
curte	yard	curte	yard	N;INDF;FEM;SG	
remix	remix	remix	remix		PROPN
elevi	schüler	elev	schüler	N;INDF;MASC;PL	ADJ
elevi	schülerinnen	elev	schülerin	N;INDF;MASC;PL	ADJ;PL
elevi	studenten	elev	student	N;INDF;MASC;PL	ADJ
elevi	kursteilnehmer	elev	kursteilnehmer	N;INDF;MASC;PL	ADJ
elevi	studierende	elev	studierend	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
elevi	schüler	elev	schüler	N;INDF;MASC;PL	ADJ
elevi	schülerinnen	elev	schülerin	N;INDF;MASC;PL	ADJ;PL
potential	mögliche	potential	möglich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
potential	potentielle	potential	potentiell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
potential	möglicherweise	potential	möglicherweise	ADJ;INDF;MASC;SG	ADV
potential	mögliche	potential	möglich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
potential	potentielle	potential	potentiell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
lucrurile	sachen	lucru	sachen	N;DEF;FEM;PL	V;NFIN
lucrurile	dinge	lucru	ding	N;DEF;FEM;PL	
coloana	spalte	coloană	spalten	N;DEF;FEM;SG	ADJ;NOM;SG
coloana	säule	coloană	säul	N;DEF;FEM;SG	
coloana	kolonne	coloană	kolonne	N;DEF;FEM;SG	
coloana	spalte	coloană	spalten	N;DEF;FEM;SG	ADJ;NOM;SG
coloana	säule	coloană	säul	N;DEF;FEM;SG	
coloana	kolonne	coloană	kolonne	N;DEF;FEM;SG	
stergerea	löschen	stergere	löschen	N;DEF;FEM;SG	V;NFIN
pozitii	standpunkte	pozită	standpunkt	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
pozitii	positionen	pozită	position	N;INDF;FEM;PL	V;NFIN
pozitii	standpunkte	pozită	standpunkt	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
pozitii	positionen	pozită	position	N;INDF;FEM;PL	V;NFIN
trasee	strecken	traseu	strecken	N;INDF;FEM;PL	V;NFIN
trasee	routen	traseu	routen	N;INDF;FEM;PL	V;NFIN
trasee	pfade	traseu	pfaden	N;INDF;FEM;PL	
trasee	trails	traseu	trails	N;INDF;FEM;PL	PROPN
trasee	wanderwegen	traseu	wanderweg	N;INDF;FEM;PL	V;NFIN
muzician	musikerin	muzician	musikerin	N;INDF;MASC;SG	ADJ
muzician	musiker	muzician	musik	N;INDF;MASC;SG	ADJ
comedie	komödie	comedie	komödie	N;INDF;FEM;SG	N;NOM;SG
comedie	comedy	comedie	comedy	N;INDF;FEM;SG	PROPN
traditional	traditionellen	traditional	traditionell	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
traditional	traditionelle	traditional	traditionell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
traditional	traditionellen	traditional	traditionell	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
traditional	traditionelle	traditional	traditionell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
traditional	traditionellen	traditional	traditionell	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
traditional	traditionelle	traditional	traditionell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
like	mögen	like	mögen		V;FIN
like	gefällt	like	gefallen		V;IND;SG;3;PRS;FIN
like	wie	like	wie		ADP
like	like	like	like		PROPN;NOM;SG
mijlocas	mittelfeldspieler	mijlocas	mittelfeldspieler	N;INDF;MASC;SG	ADJ
situatii	situationen	situat	situation	N;INDF;FEM;PL	V;NFIN
situatii	situationen	situat	situation	N;INDF;FEM;PL	V;NFIN
tancuri	behälter	tanc	behälter	N;INDF;FEM;PL	ADJ
tancuri	panzer	tanc	panzer	N;INDF;FEM;PL	ADJ
tancuri	tanks	tanc	tanks	N;INDF;FEM;PL	
steve	steve	stev	steven	PROPN	PROPN;NOM;MASC;SG
acte	acts	act	acts	N;INDF;FEM;PL	PROPN
acte	handlungen	act	handlung	N;INDF;FEM;PL	V;NFIN
acte	rechtsakte	act	rechtsakt	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
acte	zeitungen	act	zeitungen	N;INDF;FEM;PL	V;NFIN
acid	acid	acid	acid	N;INDF;MASC;SG	
acid	säuren	acid	säuer	N;INDF;MASC;SG	N;NOM;PL
