aires	айресе	aires	айрес	PROPN	N;INAN;NOM;MASC;SG
reci	холодная	rece	холодный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
reci	холодное	rece	холодный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
reci	холодный	rece	холодный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
reci	холодно	rece	холодный	ADJ;INDF;PL	ADJ;NEUT;SG
reci	холод	rece	холод	ADJ;INDF;PL	N;INAN;NOM;MASC;SG
integrat	комплексные	integrat	комплексный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
fabricate	изготовленные	fabrica	изготовить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
fabricate	изготовлены	fabrica	изготовить	ADJ;INDF;FEM;PL	V;PFV;PL;PST;V.PTCP;PASS
roosevelt	рузвельт	roosevelt	рузвельт	PROPN	N;ANIM;NOM;MASC;SG
roosevelt	рузвельта	roosevelt	рузвельт	PROPN	N;ANIM;GEN;MASC;SG
vasili	василий	vasil	василие	PROPN	N;ANIM;NOM;MASC;SG
aviatie	авиация	aviatie	авиация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
aviatie	авиации	aviatie	авиация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
spanioli	испанцы	spaniol	испанец	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
spanioli	испанская	spaniol	испанский	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG
spanioli	испанский	spaniol	испанский	ADJ;INDF;MASC;PL	ADJ;NOM;MASC;SG
heinz	хайнц	heinz	хайнц	PROPN	N;ANIM;NOM;MASC;SG
petit	пети	petit	петь	N;INDF;MASC;SG	
thompson	томпсон	thompson	томпсон	PROPN	N;ANIM;NOM;MASC;SG
wallace	уоллес	wallace	уоллес	PROPN	N;ANIM;NOM;MASC;SG
beethoven	бетховен	beethoven	бетховен	PROPN	N;ANIM;NOM;MASC;SG
ploaie	дожди	ploaie	дождь	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
ploaie	дождь	ploaie	дождь	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
islamului	ислам	islam	ислам	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
bremen	бремен	bremen	бремный	PROPN	N;INAN;NOM;NEUT;SG
zagora	загора	zagoră	загор	PROPN	
artificial	искусственный	artificial	искусственный	ADV	ADJ;NOM;MASC;SG
artificial	искусственные	artificial	искусственный	ADV	ADJ;NOM;PL
artificial	искусственное	artificial	искусственный	ADV	ADJ;NOM;NEUT;SG
artificial	искусственных	artificial	искусственный	ADV	ADJ;GEN;PL
solara	солнечной	solară	солнечный	N;DEF;FEM;SG	ADJ;INS;FEM;SG
solara	солнечное	solară	солнечный	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
solara	солнечные	solară	солнечный	N;DEF;FEM;SG	ADJ;NOM;PL
solara	солнечная	solară	солнечный	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
disponibila	доступные	disponibil	доступный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
disponibila	доступны	disponibil	доступный	ADJ;DEF;FEM;SG	ADJ;PL
disponibila	доступен	disponibil	доступный	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
disponibila	имеющихся	disponibil	иметься	ADJ;DEF;FEM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
disponibila	доступные	disponibil	доступный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
disponibila	доступны	disponibil	доступный	ADJ;DEF;FEM;SG	ADJ;PL
disponibila	доступен	disponibil	доступный	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
disponibila	имеющихся	disponibil	иметься	ADJ;DEF;FEM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
reprezentative	представитель	reprezentativ	представитель	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
reprezentative	представителю	reprezentativ	представитель	ADJ;INDF;FEM;PL	N;ANIM;DAT;MASC;SG
reprezentative	представителя	reprezentativ	представитель	ADJ;INDF;FEM;PL	N;ANIM;ACC;MASC;SG
marino	марино	marină	марино	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
fetele	девчонки	fată	девчонка	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
fetele	girls	fată	girls	N;DEF;FEM;PL	PROPN
fetele	девушки	fată	девушка	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
fetele	девочки	fată	девочка	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
fetele	девочек	fată	девочка	N;DEF;FEM;PL	N;ANIM;GEN;FEM;PL
primita	получено	primita	получить	ADJ;DEF;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
primita	получен	primita	получить	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
primita	полученная	primita	получить	ADJ;DEF;FEM;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
primita	полученные	primita	получить	ADJ;DEF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
primita	получены	primita	получить	ADJ;DEF;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
strategia	стратегия	strategie	стратегия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
transmise	переданы	transmis	передать	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
culmea	хребет	culme	хребет	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
culmea	ридж	culme	ридж	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
fotografia	фотография	fotografie	фотография	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
fotografia	фото	fotografie	фото	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
fotografia	фотографии	fotografie	фотография	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
fotografia	фотография	fotografie	фотография	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
albrecht	альбрехт	albrecht	альбрехт	PROPN	N;ANIM;NOM;MASC;SG
aia	это	acela	это	PRO;FEM;SG;3	PRO;INAN;NOM;NEUT;SG
aia	that	acela	that	PRO;FEM;SG;3	PROPN
separarea	разделение	separare	разделение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
separarea	разделительной	separare	разделительный	N;DEF;FEM;SG	ADJ;INS;FEM;SG
datoria	долг	datorie	долг	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
datoria	обязанность	datorie	обязанность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
scrisoarea	буква	scrisoare	буква	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
scrisoarea	письмо	scrisoare	письмо	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
eroul	герой	erou	герой	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
aviatiei	авиация	aviatie	авиация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
aviatiei	авиации	aviatie	авиация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
rupt	сломан	rupt	сломан	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
rupt	сломана	rupt	ломать	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
rupt	порвал	rupt	рвать	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
integrate	комплексная	integra	комплексный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
integrate	комплексное	integra	комплексный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
integrate	комплексной	integra	комплексный	ADJ;INDF;FEM;PL	ADJ;INS;FEM;SG
panama	панаме	panamă	панам	PROPN	N;INAN;NOM;MASC;SG
panama	панама	panamă	панама	PROPN	N;INAN;NOM;FEM;SG
utilizari	использует	utilizare	использовать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
nancy	нэнси	nancy	нэнси	PROPN	N;ANIM;NOM;FEM;SG
comisie	комиссия	comisie	комиссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
comisie	комиссии	comisie	комиссия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
westfalia	вестфалия	westfalia	вестфалие	PROPN	N;INAN;NOM;FEM;SG
sinteza	синтез	sinteză	синтез	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
sinteza	обобщение	sinteză	обобщение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
sinteza	синтез	sinteză	синтез	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
sinteza	обобщение	sinteză	обобщение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
aripa	крыло	aripă	крыло	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
aripa	крыла	aripă	крыло	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
aripa	крыло	aripă	крыло	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
aripa	крыла	aripă	крыло	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
cauzele	причины	cauză	причина	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
cauzele	причин	cauză	причина	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
graz	граце	graz	грац	PROPN	N;INAN;DAT;MASC;SG
veniturile	поступлений	venit	поступление	N;DEF;FEM;PL	N;INAN;GEN;NEUT;PL
veniturile	доход	venit	доход	N;DEF;FEM;PL	N;INAN;NOM;MASC;SG
veniturile	выручка	venit	выручка	N;DEF;FEM;PL	N;INAN;NOM;FEM;SG
veniturile	поступления	venit	поступление	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
veniturile	доходы	venit	доход	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
veniturile	доход	venit	доход	N;DEF;FEM;PL	N;INAN;NOM;MASC;SG
veniturile	поступления	venit	поступление	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
veniturile	доходы	venit	доход	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
atomic	атомные	atomic	атомный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
clinton	клинтон	clinton	клинтон	PROPN	N;ANIM;NOM;MASC;SG
continuand	продолжая	continua	продолжать	N;INDF;MASC;SG	V;IPFV;PRS;V.CVB;ACT
imparateasa	императрица	imparatesa	императрица	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
imparateasa	императрица	imparatesa	императрица	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
integrare	интеграции	integrare	интеграция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
integrare	интеграция	integrare	интеграция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
districtele	округа	district	округ	N;DEF;FEM;PL	N;INAN;GEN;MASC;SG
districtele	районах	district	район	N;DEF;FEM;PL	N;INAN;ESS;MASC;PL
districtele	районы	district	район	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
districtele	округов	district	округ	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
miercurea	среды	miercure	среда	N;DEF;FEM;SG	N;INAN;GEN;FEM;SG
miercurea	среда	miercure	среда	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
miercurea	среду	miercure	среда	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
miercurea	средам	miercure	среда	N;DEF;FEM;SG	N;INAN;DAT;FEM;PL
scenele	сцены	scenă	сцена	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
transmiterea	передачи	transmitere	передача	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
transmiterea	передача	transmitere	передача	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ralph	ральф	ralph	ральф	PROPN	N;ANIM;NOM;MASC;SG
vera	вера	vera	вера	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
sferturi	четверти	sfert	четверть	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
demo	демо	demo	демо	N;INDF;MASC;SG	ADV
minima	минимальный	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
minima	минимальное	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
minima	минимальная	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
minima	минимум	minimă	минимум	ADJ;DEF;FEM;SG	N;INAN;ACC;MASC;SG
minima	минимальные	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
minima	минимальный	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
minima	минимальная	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
minima	минимальным	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;INS;NEUT;SG
minima	минимальное	minimă	минимальный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
minima	минимум	minimă	минимум	ADJ;DEF;FEM;SG	N;INAN;ACC;MASC;SG
simt	чувствую	simți	чувствовать	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
simt	ощущение	simți	ощущение	V;IND;PL;3;PRS;FIN	N;INAN;NOM;NEUT;SG
simt	чувство	simți	чувство	V;IND;PL;3;PRS;FIN	N;INAN;NOM;NEUT;SG
simt	ощущения	simți	ощущение	V;IND;PL;3;PRS;FIN	N;INAN;NOM;NEUT;PL
patruns	проникли	patruns	проникнуть	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
cateodata	иногда	cateodată	иногда		ADV
cateodata	порой	cateodată	пора		N;INAN;INS;FEM;SG
utila	полезная	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
utila	полезное	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
utila	полезный	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
utila	полезные	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
utila	полезное	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
utila	полезный	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
utila	полезные	utila	полезный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
dotat	одаренных	dota	одаренный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
isabella	изабелла	isabella	изабелла	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
predare	обучение	predare	обучение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
predare	преподавание	predare	преподавание	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
predare	преподавания	predare	преподавание	N;INDF;FEM;SG	N;INAN;GEN;NEUT;SG
airlines	авиакомпании	airlines	авиакомпания	PROPN	N;INAN;NOM;FEM;PL
airlines	авиалинии	airlines	авиалиния	PROPN	N;INAN;NOM;FEM;PL
airlines	airlines	airlines	airlines	PROPN	PROPN
sanatatea	здоровья	sanatate	здоровье	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
sanatatea	здоровье	sanatate	здоровье	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
sanatatea	здравоохранения	sanatate	здравоохранение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
sanatatea	здравоохранение	sanatate	здравоохранение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
transfermarkt	transfermarkt	transfermarkt	transfermarkt	N;INDF;MASC;SG	PROPN
patrat	квадратный	patrat	квадратный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
patrat	квадратный	patrat	квадратный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
epic	epic	epic	epic	N;INDF;MASC;SG	PROPN
gratie	благодать	gratie	благодать	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
gratie	грейс	gratie	грейс	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
gratie	грэйс	gratie	грэйс	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
avere	богатства	avere	богатство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
avere	богатство	avere	богатство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
windsor	виндзор	windsor	виндзор	PROPN	N;INAN;NOM;MASC;SG
fin	фин	fin	фина	ADV	
birou	desktop	birou	desktop	N;INDF;MASC;SG	PROPN
secretul	тайна	secret	тайна	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
secretul	секрет	secret	секрет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
secretul	секретная	secret	секретный	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
secretul	секретный	secret	секретный	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
trilogia	трилогия	trilogie	трилогия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
aniversare	годовщина	aniversare	годовщина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
aniversare	юбилей	aniversare	юбилей	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
aniversare	годовщины	aniversare	годовщина	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
aniversare	годовщину	aniversare	годовщина	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
gonzaga	гонзага	gonzaga	гонзаг	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
frumusetea	красота	frumusete	красота	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
executata	казнены	executat	казнен	N;DEF;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
executata	казнили	executat	казнить	N;DEF;FEM;SG	V;IPFV;IND;PL;PST;FIN;ACT
musulmana	мусульманских	musulmana	мусульманский	N;DEF;FEM;SG	ADJ;GEN;PL
musulmana	мусульманские	musulmana	мусульманский	N;DEF;FEM;SG	ADJ;NOM;PL
musulmana	мусульманин	musulmana	мусульманин	N;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
musulmana	мусульмане	musulmana	мусульманин	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
rob	ограбить	rob	грабить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
concret	конкретные	concret	конкретный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
concret	бетон	concret	бетон	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
frumusete	красота	frumuset	красота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
frumusete	красота	frumuset	красота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
laboratorul	лаборатории	laborator	лаборатория	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
laboratorul	лаборатория	laborator	лаборатория	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
laboratorul	лаборатория	laborator	лаборатория	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
laboratorul	lab	laborator	lab	N;DEF;MASC;SG	PROPN
maini	руки	maini	рука		N;INAN;NOM;FEM;PL
batalionul	батальона	batalion	батальон	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
batalionul	батальон	batalion	батальон	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
constient	сознании	constient	сознание	ADJ;INDF;MASC;SG	N;INAN;ESS;NEUT;SG
constient	сознавая	constient	сознавать	ADJ;INDF;MASC;SG	V;IPFV;PRS;V.CVB;ACT
constient	сознании	constient	сознание	ADJ;INDF;MASC;SG	N;INAN;ESS;NEUT;SG
constient	сознавая	constient	сознавать	ADJ;INDF;MASC;SG	V;IPFV;PRS;V.CVB;ACT
sansa	шанс	sansa	шанс	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
sansa	шанс	sansa	шанс	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
sansa	санса	sansa	санс	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
autostrada	автомагистрали	autostradă	автомагистраль	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
autostrada	шоссе	autostradă	шоссе	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
autostrada	автомагистрали	autostradă	автомагистраль	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
autostrada	шоссе	autostradă	шоссе	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
autostrada	шоссе	autostradă	шоссе	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
fabricatie	производство	fabricatie	производство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
fabricatie	изготовление	fabricatie	изготовление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
fabricatie	производство	fabricatie	производство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
fabricatie	изготовление	fabricatie	изготовление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
alegere	выбор	alegere	выбор	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
notre	notre	motru	notre	N;INDF;MASC;SG	PROPN
notre	нотр	motru	нотр	N;INDF;MASC;SG	ADV
mostenire	наследие	mostenire	наследие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
mostenire	наследство	mostenire	наследство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
mostenire	наследование	mostenire	наследование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
mostenire	наследования	mostenire	наследование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
mostenire	наследство	mostenire	наследство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
mostenire	наследие	mostenire	наследие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
mostenire	наследство	mostenire	наследство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
mode	mode	mode	mode	N;INDF;MASC;SG	PROPN
negocierile	переговоры	negociere	переговоры	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
linda	линда	lindă	линд	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
split	разделить	split	разделить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
cascada	водопад	cascada	водопад	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
cascada	водопад	cascada	водопад	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lev	лев	lev	лев	PROPN	N;ANIM;NOM;MASC;SG
colin	колина	colin	колина	PROPN	N;ANIM;ACC;MASC;SG
colin	колин	colin	колина	PROPN	N;ANIM;NOM;MASC;SG
colin	колен	colin	колено	PROPN	N;INAN;GEN;NEUT;PL
legendele	легенды	legendă	легенда	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
masurile	меры	mas	мера	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
gruparea	группировка	grupare	группировка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
gruparea	группировки	grupare	группировка	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
intentionat	умышленно	intentiona	умышленно	N;INDF;MASC;SG	ADV
intentionat	преднамеренно	intentiona	преднамеренно	N;INDF;MASC;SG	ADV
intentionat	намеренно	intentiona	намеренно	N;INDF;MASC;SG	ADV
intentionat	умышленное	intentiona	умышленный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
intentionat	намеренно	intentiona	намеренно	N;INDF;MASC;SG	ADV
intentionat	нарочно	intentiona	нарочно	N;INDF;MASC;SG	ADV
intentionat	умышленно	intentiona	умышленно	N;INDF;MASC;SG	ADV
intentionat	преднамеренно	intentiona	преднамеренно	N;INDF;MASC;SG	ADV
intentionat	намеренно	intentiona	намеренно	N;INDF;MASC;SG	ADV
virusul	вирус	virus	вирус	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
virusul	вирусы	virus	вирус	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
tribul	племя	trib	племя	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
tribul	племени	trib	племя	N;DEF;MASC;SG	N;INAN;NOM;NEUT;PL
petrolul	нефти	petrol	нефть	N;DEF;MASC;SG	N;INAN;GEN;FEM;SG
petrolul	нефть	petrol	нефть	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
petrolul	масло	petrol	масло	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
unghiul	угол	unghi	угол	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
egipteana	египетский	egiptean	египетский	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
egipteana	египта	egiptean	египет	ADJ;DEF;FEM;SG	N;INAN;NOM;MASC;SG
implementarea	осуществление	implementare	осуществление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
implementarea	реализация	implementare	реализация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
implementarea	осуществления	implementare	осуществление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
implementarea	выполнение	implementare	выполнение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
jakob	якоб	jakob	якоб	PROPN	N;ANIM;NOM;MASC;SG
jakob	яков	jakob	яков	PROPN	N;ANIM;NOM;MASC;SG
msg	msg	msg	msg	N;INDF;MASC;SG	PROPN
masacrul	резня	masacru	резня	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
masacrul	бойня	masacru	бойня	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
patria	родина	patrie	родина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
patria	родину	patrie	родина	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
patria	родина	patrie	родина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
patria	отечество	patrie	отечество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
transferata	переведены	transferat	перевести	N;DEF;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
transferata	переданные	transferat	передать	N;DEF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
musulman	мусульманских	musulman	мусульманский	ADJ;INDF;MASC;SG	ADJ;GEN;PL
musulman	мусульманские	musulman	мусульманский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
musulman	мусульманин	musulman	мусульманин	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
musulman	мусульмане	musulman	мусульманин	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
omagiu	должное	omagiu	должный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
negativa	негативных	negativa	негативный	ADJ;DEF;FEM;SG	ADJ;GEN;PL
negativa	отрицательный	negativa	отрицательный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
negativa	отрицательные	negativa	отрицательный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
negativa	отрицательно	negativa	отрицательно	ADJ;DEF;FEM;SG	ADV
negativa	негативные	negativa	негативный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
negativa	отрицательное	negativa	отрицательный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
estimeaza	смета	estimează	смет	V;IND;SG;3;IPFV;FIN	N;INAN;NOM;FEM;SG
dezvaluit	раскрыта	dezvalui	раскрыть	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
maritim	морские	maritim	морской	ADJ;INDF;MASC;SG	ADJ;NOM;PL
nixon	никсон	nixon	никсон	PROPN	N;ANIM;NOM;MASC;SG
zborul	полёт	zbor	полет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
zborul	бегство	zbor	бегство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
zborul	перелет	zbor	перелет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
zborul	полет	zbor	полет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
zborul	рейс	zbor	рейс	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
arcade	arcade	arcade	arcade	N;INDF;FEM;PL	PROPN
voluntar	добровольные	voluntar	добровольный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
