din	no	din	no	ADP;ACC	
siguranta	drošības	sigurantă	drošība	N;DEF;FEM;SG	N;NOM;FEM;PL
siguranta	drošums	sigurantă	drošums	N;DEF;FEM;SG	N;NOM;MASC;SG
siguranta	drošība	sigurantă	drošība	N;DEF;FEM;SG	N;NOM;FEM;SG
siguranta	drošības	sigurantă	drošība	N;DEF;FEM;SG	N;NOM;FEM;PL
super	lieliski	super	lieliski		ADV
super	brīnišķīgs	super	brīnišķīgs		ADJ;NOM;MASC;SG
super	super	super	super		
debutul	pirmizrādi	debut	pirmizrāde	N;DEF;MASC;SG	N;ACC;FEM;SG
liderul	vadītājs	lider	vadītājs	N;DEF;MASC;SG	N;NOM;MASC;SG
liderul	vadonis	lider	vadonis	N;DEF;MASC;SG	N;NOM;MASC;SG
liderul	līderi	lider	līderis	N;DEF;MASC;SG	N;ACC;MASC;SG
liderul	leader	lider	leader	N;DEF;MASC;SG	N;NOM;FEM;SG
liderul	līderis	lider	līderis	N;DEF;MASC;SG	N;NOM;MASC;SG
bad	slikts	bad	slikts	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
bad	slikta	bad	slikta	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bad	slikti	bad	slikti	N;INDF;MASC;SG	ADV
usoara	viegla	usoara	viegla	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
usoara	viegls	usoara	viegls	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
usoara	maiga	usoara	maiga	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
usoara	vieglas	usoara	viegla	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
usoara	nelieli	usoara	neliels	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
usoara	neliels	usoara	neliels	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
usoara	neliela	usoara	neliels	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
usoara	nelielas	usoara	neliela	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
unesco	unesco	unesc	uneska	N;INDF;MASC;SG	PROPN
interna	iekšēji	interna	iekšēji	N;DEF;FEM;SG	ADV
interna	iekšējā	interna	iekšējs	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
interna	iekšējais	interna	iekšējs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
interna	iekšēja	interna	iekšēja	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
interna	iekšējs	interna	iekšējs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
interna	iekšējie	interna	iekšējs	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
lotul	sērija	lot	sērija	N;DEF;MASC;SG	N;NOM;FEM;SG
lotul	partija	lot	partija	N;DEF;MASC;SG	N;NOM;FEM;SG
declarata	deklarēts	declarat	deklarēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tehnic	tehniski	tehnic	tehniski	ADJ;INDF;MASC;SG	ADV
theodor	teodors	theodor	teodors	PROPN	N;NOM;MASC;SG
theodor	teodors	theodor	teodors	PROPN	N;NOM;MASC;SG
colectie	savākšanas	colectie	savākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	kolekcijas	colectie	kolekcija	N;INDF;FEM;SG	N;NOM;FEM;PL
colectie	vākšana	colectie	vākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	savākšana	colectie	savākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	kolekcija	colectie	kolekcija	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	savākšanas	colectie	savākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	kolekcijas	colectie	kolekcija	N;INDF;FEM;SG	N;NOM;FEM;PL
colectie	vākšana	colectie	vākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	savākšana	colectie	savākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	kolekcija	colectie	kolekcija	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	savākšanas	colectie	savākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	kolekcijas	colectie	kolekcija	N;INDF;FEM;SG	N;NOM;FEM;PL
colectie	vākšana	colectie	vākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	savākšana	colectie	savākšana	N;INDF;FEM;SG	N;NOM;FEM;SG
colectie	kolekcija	colectie	kolekcija	N;INDF;FEM;SG	N;NOM;FEM;SG
campul	lauks	camp	lauks	N;DEF;MASC;SG	N;NOM;MASC;SG
campul	lauka	camp	lauks	N;DEF;MASC;SG	N;GEN;MASC;SG
campul	laukā	camp	laukā	N;DEF;MASC;SG	ADV
barbu	barbu	barbu	barba	PROPN	N;ACC;MASC;SG
prezentare	noformējumu	prezentare	noformējums	N;INDF;FEM;SG	N;ACC;MASC;SG
prezentare	prezentācija	prezentare	prezentācija	N;INDF;FEM;SG	N;NOM;FEM;SG
prezentare	prezentācijas	prezentare	prezentācija	N;INDF;FEM;SG	N;NOM;FEM;PL
prezentare	noformējums	prezentare	noformējums	N;INDF;FEM;SG	N;NOM;MASC;SG
inspirat	iedvesmoja	inspira	iedvesmot	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
sul	sul	sul	sulēt	N;INDF;MASC;SG	
tur	tour	tur	tour	N;INDF;MASC;SG	
joe	džo	joe	džo	PROPN	PROPN
dinastiei	dinastija	dinastie	dinastija	N;DEF;FEM;SG	N;NOM;FEM;SG
portul	ostas	port	osta	N;DEF;MASC;SG	N;NOM;FEM;PL
portul	portu	port	ports	N;DEF;MASC;SG	N;ACC;MASC;SG
portul	ostā	port	osta	N;DEF;MASC;SG	N;ESS;FEM;SG
portul	osta	port	osta	N;DEF;MASC;SG	N;NOM;FEM;SG
patra	patru	patru	patra	NUM;FEM;SG	
vocea	balsi	voce	balss	N;DEF;FEM;SG	N;ACC;FEM;SG
vocea	balss	voce	balss	N;DEF;FEM;SG	N;NOM;FEM;SG
oricum	vienalga	oricum	vienalga	ADV	
set	uzstādīt	set	uzstādīt	N;INDF;MASC;SG	V;POS;NFIN
accesul	piekļūt	acces	piekļūt	N;DEF;MASC;SG	V;POS;NFIN
accesul	pieeja	acces	pieeja	N;DEF;MASC;SG	N;NOM;FEM;SG
accesul	piekļuve	acces	piekļuve	N;DEF;MASC;SG	N;NOM;FEM;SG
balti	iesit	balt	iesit	N;INDF;FEM;PL	V;FH;IND;SG;2;POS;PRS;FIN;ACT
ochii	acīm	ochi	acs	N;DEF;MASC;PL	N;DAT;FEM;PL
ochii	actiņas	ochi	actiņa	N;DEF;MASC;PL	N;NOM;FEM;PL
ochii	acis	ochi	acs	N;DEF;MASC;PL	N;NOM;FEM;PL
poezia	dzeja	poezie	dzeja	N;DEF;FEM;SG	N;NOM;FEM;SG
poezia	dzejas	poezie	dzeja	N;DEF;FEM;SG	N;NOM;FEM;PL
manchester	manchester	manchester	manchester	PROPN	
chimice	ķīmiskais	chimic	ķīmisks	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
chimice	ķīmiskā	chimic	ķīmiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
cererea	pieprasījums	cerere	pieprasījums	N;DEF;FEM;SG	N;NOM;MASC;SG
cererea	lūgums	cerere	lūgums	N;DEF;FEM;SG	N;NOM;MASC;SG
cererea	pieprasīt	cerere	pieprasīt	N;DEF;FEM;SG	V;POS;NFIN
cererea	pieprasījums	cerere	pieprasījums	N;DEF;FEM;SG	N;NOM;MASC;SG
bob	bobs	bob	bobs		PROPN;NOM;MASC;SG
institutie	iestāde	institutie	iestāde	N;INDF;FEM;SG	N;NOM;FEM;SG
institutie	institūcija	institutie	institūcija	N;INDF;FEM;SG	N;NOM;FEM;SG
institutie	iestāde	institutie	iestāde	N;INDF;FEM;SG	N;NOM;FEM;SG
institutie	institūcija	institutie	institūcija	N;INDF;FEM;SG	N;NOM;FEM;SG
spitalul	slimnīcā	spital	slimnīca	N;DEF;MASC;SG	N;ESS;FEM;SG
spitalul	slimnīca	spital	slimnīca	N;DEF;MASC;SG	N;NOM;FEM;SG
stemma	stemma	stemmă	stemma		N;NOM;FEM;SG
extins	paplašināta	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
extins	paplašinātas	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
extins	pagarināts	extins	pagarināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
extins	paplašināts	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
extins	paplašinātā	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
extins	vilktas	extins	vilkt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
extins	paplašināta	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
extins	paplašinātas	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
extins	paplašināts	extins	paplašināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
utilizare	lietošana	utilizare	lietošana	N;INDF;FEM;SG	N;NOM;FEM;SG
utilizare	izmantošana	utilizare	izmantošana	N;INDF;FEM;SG	N;NOM;FEM;SG
utilizare	lietojums	utilizare	lietojums	N;INDF;FEM;SG	N;NOM;MASC;SG
utilizare	lietošana	utilizare	lietošana	N;INDF;FEM;SG	N;NOM;FEM;SG
utilizare	lietojums	utilizare	lietojums	N;INDF;FEM;SG	N;NOM;MASC;SG
utilizare	lietot	utilizare	lietot	N;INDF;FEM;SG	V;POS;NFIN
utilizare	izlietot	utilizare	izlietot	N;INDF;FEM;SG	V;POS;NFIN
utilizare	izmantošana	utilizare	izmantošana	N;INDF;FEM;SG	N;NOM;FEM;SG
atinge	krāna	atinge	krāns	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
cifra	cipars	cifră	cipars	N;DEF;FEM;SG	N;NOM;MASC;SG
cifra	cipars	cifră	cipars	N;DEF;FEM;SG	N;NOM;MASC;SG
sanatate	veselības	sanata	veselība	N;INDF;FEM;SG	N;NOM;FEM;PL
sanatate	veselību	sanata	veselība	N;INDF;FEM;SG	N;ACC;FEM;SG
sanatate	veselība	sanata	veselība	N;INDF;FEM;SG	N;NOM;FEM;SG
sanatate	veselības	sanata	veselība	N;INDF;FEM;SG	N;NOM;FEM;PL
sanatate	veselību	sanata	veselība	N;INDF;FEM;SG	N;ACC;FEM;SG
sanatate	veselība	sanata	veselība	N;INDF;FEM;SG	N;NOM;FEM;SG
francis	francis	francis	francis	PROPN	PROPN;NOM;MASC;SG
alfonso	alfonso	alfonso	alfonso	PROPN	PROPN;NOM;MASC;SG
orchestra	orķestris	orchestră	orķestris	N;DEF;FEM;SG	N;NOM;MASC;SG
orchestra	orķestra	orchestră	orķestris	N;DEF;FEM;SG	N;GEN;MASC;SG
orchestra	orķestris	orchestră	orķestris	N;DEF;FEM;SG	N;NOM;MASC;SG
orchestra	orķestra	orchestră	orķestris	N;DEF;FEM;SG	N;GEN;MASC;SG
straini	svešiniekiem	strain	svešinieks		N;DAT;MASC;PL
straini	ārzemniekiem	strain	ārzemnieks		N;DAT;MASC;PL
straini	svešiniekiem	strain	svešinieks		N;DAT;MASC;PL
straini	ārzemniekiem	strain	ārzemnieks		N;DAT;MASC;PL
flori	flowers	floare	flowers	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
experienta	pieredze	experient	pieredze	N;DEF;FEM;SG	N;NOM;FEM;SG
experienta	pieredzes	experient	pieredze	N;DEF;FEM;SG	N;NOM;FEM;PL
experienta	pieredze	experient	pieredze	N;DEF;FEM;SG	N;NOM;FEM;SG
experienta	pieredzes	experient	pieredze	N;DEF;FEM;SG	N;NOM;FEM;PL
experienta	pieredze	experient	pieredze	N;DEF;FEM;SG	N;NOM;FEM;SG
experienta	pieredzes	experient	pieredze	N;DEF;FEM;SG	N;NOM;FEM;PL
disparut	pazuduši	dispărea	pazust	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
disparut	pazuda	dispărea	pazust	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
legata	piesaistīta	legată	piesaistīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
legata	piesaistīti	legată	piesaistīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
legata	piesaistīts	legată	piesaistīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
femeilor	sievietes	femeie	sieviete	N;DEF;FEM;PL	N;NOM;FEM;PL
toma	tomass	toma	tomass	PROPN	N;NOM;MASC;SG
das	das	das	das	N;INDF;MASC;SG	
chimie	ķīmija	chimie	ķīmija	N;INDF;FEM;SG	N;NOM;FEM;SG
chimie	ķīmijas	chimie	ķīmija	N;INDF;FEM;SG	N;NOM;FEM;PL
manuel	manuel	manuel	manuel	PROPN	
manuel	manuels	manuel	manuels	PROPN	PROPN;NOM;MASC;SG
brian	braiens	brian	braiens	PROPN	PROPN;NOM;MASC;SG
propunerea	priekšlikums	propunere	priekšlikums	N;DEF;FEM;SG	N;NOM;MASC;SG
scrisoare	vēstule	scrisoare	vēstule	N;INDF;FEM;SG	N;NOM;FEM;SG
scrisoare	burts	scrisoare	burts	N;INDF;FEM;SG	N;NOM;MASC;SG
clasica	klasiskais	clasică	klasisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
clasica	klasisko	clasică	klasiska	ADJ;DEF;FEM;SG	ADJ;ACC;MASC;SG
clasica	klasiskā	clasică	klasiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
clasica	klasisks	clasică	klasisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
clasica	klasika	clasică	klasika	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
clasica	klasiska	clasică	klasiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
clasica	klasisks	clasică	klasisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
clasica	klasiskais	clasică	klasisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
clasica	klasisko	clasică	klasiska	ADJ;DEF;FEM;SG	ADJ;ACC;MASC;SG
clasica	klasiskā	clasică	klasiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
clasica	klasisks	clasică	klasisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
clasica	klasika	clasică	klasika	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
clasica	klasiska	clasică	klasiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
clasica	klasisks	clasică	klasisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
incluzand	tostarp	incluza	tostarp	N;INDF;MASC;SG	
incluzand	ieskaitot	incluza	ieskaitīt	N;INDF;MASC;SG	V;V.CVB
incluzand	tostarp	incluza	tostarp	N;INDF;MASC;SG	
incluzand	ieskaitot	incluza	ieskaitīt	N;INDF;MASC;SG	V;V.CVB
critice	kritiski	critic	kritiski	ADJ;INDF;FEM;PL	ADV
critice	kritisko	critic	kritiska	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;SG
critice	kritiska	critic	kritiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
critice	kritisks	critic	kritisks	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
executat	izpildīts	executa	izpildīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
suprem	augstākā	suprem	augsta	ADJ;INDF;MASC;SG	ADJ;NOM;CMPR;FEM;SG
suprem	augstākās	suprem	augsta	ADJ;INDF;MASC;SG	ADJ;NOM;CMPR;FEM;PL
festival	svētki	festival	svētki	N;INDF;MASC;SG	N;NOM;MASC
filmele	filmas	filme	filma	N;DEF;FEM;PL	N;NOM;FEM;PL
birmania	birmu	birmanie	birms	PROPN	N;ACC;FEM;SG
birmania	birmā	birmanie	birma	PROPN	N;ESS;FEM;SG
birmania	birma	birmanie	birma	PROPN	N;NOM;FEM;SG
birmania	mjanmas	birmanie	mjanma	PROPN	N;NOM;FEM;PL
impact	reach	impact	reach	N;INDF;MASC;SG	
impact	aizsniegt	impact	aizsniegt	N;INDF;MASC;SG	V;POS;NFIN
religia	reliģija	religie	reliģija	N;DEF;FEM;SG	N;NOM;FEM;SG
perfect	perfekta	perfect	perfekts	ADV	ADJ;NOM;FEM;SG
perfect	ideāla	perfect	ideāla	ADV	ADJ;NOM;FEM;SG
perfect	perfekts	perfect	perfekts	ADV	ADJ;NOM;MASC;SG
hun	hun	hun	hun	N;INDF;MASC;SG	
jules	žils	jules	žils	PROPN	PROPN;NOM;MASC;SG
femeile	sievietes	femeie	sieviete	N;DEF;FEM;PL	N;NOM;FEM;PL
descoperirea	atklājums	descoperire	atklājums	N;DEF;FEM;SG	N;NOM;MASC;SG
descoperirea	atradums	descoperire	atradums	N;DEF;FEM;SG	N;NOM;MASC;SG
descoperirea	atklāšana	descoperire	atklāšana	N;DEF;FEM;SG	N;NOM;FEM;SG
cehia	čehu	cehi	čehs	PROPN	N;NOM;MASC;SG
cehia	čehijas	cehi	čehija	PROPN	PROPN;NOM;FEM;SG
scriitorul	rakstnieks	scriitor	rakstnieks	N;DEF;MASC;SG	N;NOM;MASC;SG
bruxelles	briselē	bruxelles	brisele	PROPN	N;ESS;FEM;SG
bruxelles	brisele	bruxelles	brisele	PROPN	N;NOM;FEM;SG
cantat	dziedāja	canta	dziedāt		V;FH;IND;3;POS;PST;FIN;ACT
cantat	sung	canta	sung		
europeni	eiropas	european	eiropa	ADJ;INDF;MASC;PL	PROPN;NOM;FEM;SG
europeni	eiropietis	european	eiropietis	ADJ;INDF;MASC;PL	N;NOM;MASC;SG
europeni	eiropiešiem	european	eiropietis	ADJ;INDF;MASC;PL	N;DAT;MASC;PL
europeni	eiropiešu	european	eiropietis	ADJ;INDF;MASC;PL	N;GEN;MASC;PL
europeni	eiropieši	european	eiropietis	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
critici	kritika	critică	kritika	N;INDF;MASC;PL	N;NOM;FEM;SG
critici	kritiku	critică	kritika	N;INDF;MASC;PL	N;ACC;FEM;SG
religios	reliģiskās	religios	reliģiska	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
misiunea	misijas	misiune	misija	N;DEF;FEM;SG	N;NOM;FEM;PL
misiunea	misija	misiune	misija	N;DEF;FEM;SG	N;NOM;FEM;SG
motivul	iemesls	motiv	iemesls	N;DEF;MASC;SG	N;NOM;MASC;SG
credinta	ticība	credintă	ticība	N;DEF;FEM;SG	N;NOM;FEM;SG
credinta	ticībā	credintă	ticība	N;DEF;FEM;SG	N;ESS;FEM;SG
credinta	ticību	credintă	ticība	N;DEF;FEM;SG	N;ACC;FEM;SG
credinta	ticība	credintă	ticība	N;DEF;FEM;SG	N;NOM;FEM;SG
credinta	ticībā	credintă	ticība	N;DEF;FEM;SG	N;ESS;FEM;SG
credinta	ticību	credintă	ticība	N;DEF;FEM;SG	N;ACC;FEM;SG
credinta	ticība	credintă	ticība	N;DEF;FEM;SG	N;NOM;FEM;SG
credinta	ticībā	credintă	ticība	N;DEF;FEM;SG	N;ESS;FEM;SG
credinta	ticību	credintă	ticība	N;DEF;FEM;SG	N;ACC;FEM;SG
creek	upīte	creeke	upīte	PROPN	N;NOM;FEM;SG
parc	parc	parc	parc	N;INDF;MASC;SG	
parc	park	parc	park	N;INDF;MASC;SG	
resurse	resursi	resursă	resursi	N;INDF;FEM;PL	N;NOM;MASC
resurse	resursa	resursă	resursi	N;INDF;FEM;PL	N;ACC;MASC
resurse	resurss	resursă	resurss	N;INDF;FEM;PL	N;NOM;MASC
resurse	resursu	resursă	resursi	N;INDF;FEM;PL	N;ACC;MASC
resurse	resursi	resursă	resursi	N;INDF;FEM;PL	N;NOM;MASC
resurse	resursus	resursă	resursi	N;INDF;FEM;PL	N;ACC;MASC
gaz	gāzes	gaz	gāze	N;INDF;MASC;SG	N;NOM;FEM;PL
parinti	vecāki	parinti	vecāks		N;NOM;MASC;PL
parinti	vecākiem	parinti	vecāks		N;DAT;MASC;PL
parinti	vecāki	parinti	vecāks		N;NOM;MASC;PL
parinti	vecākiem	parinti	vecāks		N;DAT;MASC;PL
ebraica	ebreju	ebraică	ebrejs	N;DEF;FEM;SG	N;ACC;MASC;SG
analiza	analīzes	analiză	analīze	N;DEF;FEM;SG	N;NOM;FEM;PL
analiza	analīzi	analiză	analīze	N;DEF;FEM;SG	N;ACC;FEM;SG
analiza	analīze	analiză	analīze	N;DEF;FEM;SG	N;NOM;FEM;SG
analiza	analīzes	analiză	analīze	N;DEF;FEM;SG	N;NOM;FEM;PL
analiza	analīzi	analiză	analīze	N;DEF;FEM;SG	N;ACC;FEM;SG
analiza	analīze	analiză	analīze	N;DEF;FEM;SG	N;NOM;FEM;SG
planurile	plānus	plan	plāns	N;DEF;FEM;PL	N;ACC;MASC;PL
planurile	plāni	plan	plāns	N;DEF;FEM;PL	ADJ;NOM;MASC;PL
regionale	reģionāla	regional	reģionāla	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
regionale	reģionāli	regional	reģionāli	ADJ;INDF;FEM;PL	ADV
regionale	reģionālā	regional	reģionāla	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
regionale	reģionālais	regional	reģionāls	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
succesul	veiksme	succes	veiksme	N;DEF;MASC;SG	N;NOM;FEM;SG
succesul	veiksmes	succes	veiksme	N;DEF;MASC;SG	N;NOM;FEM;PL
succesul	panākumi	succes	panākums	N;DEF;MASC;SG	N;NOM;MASC;PL
succesul	veiksmīgi	succes	veiksmīgi	N;DEF;MASC;SG	ADV
succesul	panākumus	succes	panākums	N;DEF;MASC;SG	N;ACC;MASC;PL
succesul	veiksmīga	succes	veiksmīga	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
zero	nulli	zero	nulle	NUM;PL	N;ACC;FEM;SG
zero	zero	zero	zerot	NUM;PL	N
zero	nulle	zero	nulle	NUM;PL	N;NOM;FEM;SG
zero	nulles	zero	nulle	NUM;PL	N;NOM;FEM;PL
specifica	specifiskas	specifica	specifiska	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
specifica	īpašie	specifica	īpašs	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
specifica	precizē	specifica	precizēt	N;DEF;FEM;SG	V;FH;IND;2;POS;PRS;FIN;ACT
specifica	norādīt	specifica	norādīt	N;DEF;FEM;SG	V;POS;NFIN
specifica	precizēt	specifica	precizēt	N;DEF;FEM;SG	V;POS;NFIN
specifica	norādīt	specifica	norādīt	N;DEF;FEM;SG	V;POS;NFIN
specifica	precizēt	specifica	precizēt	N;DEF;FEM;SG	V;POS;NFIN
inregistrare	ierakstīšana	inregistrare	ierakstīšana	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrēšana	inregistrare	reģistrēšana	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	ierakstīšanas	inregistrare	ierakstīšana	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrācija	inregistrare	reģistrācija	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	rekords	inregistrare	rekords	N;INDF;FEM;SG	N;NOM;MASC;SG
inregistrare	ieraksts	inregistrare	ieraksts	N;INDF;FEM;SG	N;NOM;MASC;SG
inregistrare	reģistrēšana	inregistrare	reģistrēšana	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrēšanās	inregistrare	reģistrēšanās	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrācija	inregistrare	reģistrācija	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrā	inregistrare	reģistrs	N;INDF;FEM;SG	N;ESS;MASC;SG
inregistrare	reģistrēties	inregistrare	reģistrēties	N;INDF;FEM;SG	V;POS;REFL;NFIN
inregistrare	reģistrs	inregistrare	reģistrs	N;INDF;FEM;SG	N;NOM;MASC;SG
inregistrare	reģistrēšana	inregistrare	reģistrēšana	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrēšanās	inregistrare	reģistrēšanās	N;INDF;FEM;SG	N;NOM;FEM;SG
inregistrare	reģistrācija	inregistrare	reģistrācija	N;INDF;FEM;SG	N;NOM;FEM;SG
influentat	ietekmēts	influenta	ietekmēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
influentat	ietekmējis	influenta	ietekmēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
influentat	ietekmēts	influenta	ietekmēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
influentat	ietekmējis	influenta	ietekmēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
convins	pārliecināts	convinge	pārliecināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
convins	pārliecināja	convinge	pārliecināt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
convins	pārliecināta	convinge	pārliecināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
acuzat	apsūdzēto	acuza	apsūdzēt	ADJ;INDF;MASC;SG	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
acuzat	apsūdzēti	acuza	apsūdzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
acuzat	apsūdzēts	acuza	apsūdzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
acuzat	apsūdzēta	acuza	apsūdzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
acuzat	apsūdzēja	acuza	apsūdzēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
isus	jēzus	isus	jēzs	PROPN	N;NOM;MASC;SG
dance	dejas	dance	deja		N;NOM;FEM;PL
dance	dejo	dance	dejot		V;FH;IND;3;POS;PRS;FIN;ACT
dance	deju	dance	deja		N;ACC;FEM;SG
dance	dejot	dance	dejot		V;POS;NFIN
dance	deja	dance	deja		N;NOM;FEM;SG
variante	varianta	variantă	variants	N;INDF;FEM;PL	N;GEN;MASC;SG
variante	variants	variantă	variants	N;INDF;FEM;PL	N;NOM;MASC;SG
variante	variantu	variantă	variants	N;INDF;FEM;PL	N;ACC;MASC;SG
stephen	stīvens	stephen	stīvens	PROPN	PROPN;NOM;MASC;SG
medicala	medicīnas	medicală	medicīna	N;DEF;FEM;SG	N;NOM;FEM;PL
medicala	medicīniskā	medicală	medicīniska	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
crestina	kristians	crestina	kristians	ADJ;DEF;FEM;SG	PROPN;NOM;MASC;SG
crestina	kristiešu	crestina	kristiesis	ADJ;DEF;FEM;SG	N;GEN;MASC;PL
crestina	kristiāns	crestina	kristiāns	ADJ;DEF;FEM;SG	PROPN;NOM;MASC;SG
medicale	medicīnas	medical	medicīna	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
