улицата	street	улица	street	N;DEF;FEM;SG	N;INDF;MASC;SG
еквивалент	echivalente	еквивалент	echivalent	N;INDF;MASC;SG	ADJ;INDF;FEM;PL
експеримент	experimentul	експеримент	experiment	N;INDF;MASC;SG	N;DEF;MASC;SG
експеримент	experimenteaza	експеримент	experimentează	N;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
върхът	topper	върх	topper	N;DEF;MASC;SG	
арабска	araba	арабски	araba	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
арабска	arabe	арабски	arab	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
арабска	araba	арабски	araba	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
арабска	araba	арабски	araba	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
ислям	islamul	ислем	islam	N;INDF;MASC;SG	N;DEF;MASC;SG
ислям	islamului	ислем	islam	N;INDF;MASC;SG	N;DEF;MASC;SG
риска	risc	риск	risc	N;DEF;MASC;SG	N;INDF;MASC;SG
риска	riscuri	риск	risc	N;DEF;MASC;SG	N;INDF;FEM;PL
замени	inlocuieste	заменя	inlocui	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
замени	inlocui	заменя	inlocui	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;IPFV;FIN
ярко	luminos	ярко	luminos	ADV	ADJ;INDF;MASC;SG
ярко	bright	ярко	bright	ADV	N;INDF;MASC;SG
агенции	agentii	агенция	agent	N;INDF;FEM;PL	N;DEF;MASC;PL
агенции	agentiile	агенция	agent	N;INDF;FEM;PL	N;DEF;FEM;PL
агенции	agentii	агенция	agent	N;INDF;FEM;PL	N;DEF;MASC;PL
иврит	ebraica	иврит	ebraică	N;INDF;MASC;SG	N;DEF;FEM;SG
петдесет	fifty	петдесет	fifty	NUM;INDF;PL	N;INDF;MASC;SG
джефри	geoffrey	джефра	geoffrey	PROPN;INDF;MASC;SG	PROPN
джефри	jeffrey	джефра	jeffrey	PROPN;INDF;MASC;SG	PROPN
номинирана	nominalizata	номинирам	nominalizat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;DEF;FEM;SG
номинирана	nominalizat	номинирам	nominalizat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
епидемия	epidemia	епидемия	epidemie	N;INDF;FEM;SG	N;DEF;FEM;SG
епидемия	epidemii	епидемия	epidemie	N;INDF;FEM;SG	N;INDF;FEM;PL
кореспонденция	corespondenta	кореспонденция	corespondent	N;INDF;FEM;SG	N;DEF;FEM;SG
кореспонденция	corespondenta	кореспонденция	corespondent	N;INDF;FEM;SG	N;DEF;FEM;SG
крус	cruz	крус	cruz	PROPN	PROPN
търпи	tolera	търпя	toleră	V;IPFV;IMP;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
търпи	tolereaza	търпя	tolerează	V;IPFV;IMP;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
племенница	nepoata	племенница	nepoată	N;INDF;FEM;SG	N;DEF;FEM;SG
племенница	nepoata	племенница	nepoată	N;INDF;FEM;SG	N;DEF;FEM;SG
кристоф	kristoff	кристоф	kristoff	PROPN;INDF;MASC;SG	
кристоф	christophe	кристоф	christophe	PROPN;INDF;MASC;SG	PROPN
кристоф	christoph	кристоф	christoph	PROPN;INDF;MASC;SG	PROPN
гьоте	goethe	гьо	goethe	N;INDF;MASC;SG	PROPN
селекция	selectia	селекция	selectie	N;INDF;FEM;SG	N;DEF;FEM;SG
предадени	tradat	предам-(се)	tradat	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
предадени	tradata	предам-(се)	tradată	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;DEF;FEM;SG
предадени	tradat	предам-(се)	tradat	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
предадени	transmise	предам-(се)	transmis	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
предадени	transmisa	предам-(се)	transmisa	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;FEM;SG
предадени	transmis	предам-(се)	transmite	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
предадени	predat	предам-(се)	preda	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
отпред	front	отпред	front	ADV	N;INDF;MASC;SG
отпред	fata	отпред	fată	ADV	N;DEF;FEM;SG
джесика	jessica	джесика	jessică	N;INDF;FEM;SG	N;DEF;FEM;SG
близостта	apropiere	близост	apropiere	N;DEF;FEM;SG	N;INDF;FEM;SG
пътувания	calatorie	пътуване	calatorie	N;INDF;NEUT;PL	N;INDF;FEM;SG
бай	bai	бай	bai	N;INDF;MASC;SG	
толстой	tolstoi	толстой	tolstoi	N;INDF;MASC;SG	PROPN
ибрахим	ibrahim	ибрахя	ibrahim	V;PFV;IND;PL;1;PST;FIN;ACT	PROPN
постановка	configureaza	постановка	configura	N;INDF;FEM;SG	V;IND;SG;3;IPFV;FIN
постановка	configurarea	постановка	configurare	N;INDF;FEM;SG	N;DEF;FEM;SG
плуване	inoata	плуване	inoată	N;INDF;NEUT;SG	N;DEF;FEM;SG
плуване	inotand	плуване	inota	N;INDF;NEUT;SG	
плуване	inotul	плуване	inot	N;INDF;NEUT;SG	N;DEF;MASC;SG
ъгъла	corner	ъгъл	corner	N;DEF;MASC;SG	N;INDF;MASC;SG
ъгъла	colt	ъгъл	colt	N;DEF;MASC;SG	N;INDF;MASC;SG
ъгъла	colt	ъгъл	colt	N;DEF;MASC;SG	N;INDF;MASC;SG
астрономически	astronomice	астрономически	astronomic	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
ръба	edge	ръб	edge	N;DEF;MASC;SG	N;INDF;MASC;SG
ръба	margine	ръб	margine	N;DEF;MASC;SG	N;INDF;FEM;SG
ръба	muchie	ръб	muchie	N;DEF;MASC;SG	N;INDF;FEM;SG
лири	lira	лира	liră	N;INDF;FEM;PL	N;DEF;FEM;SG
жозеф	joseph	жозеф	joseph	N;INDF;MASC;SG	PROPN
жозеф	iosif	жозеф	iosif	N;INDF;MASC;SG	PROPN
науру	nauru	науру	nauru	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
антоанета	antoinette	антоанет	antoinett	N;INDF;FEM;SG	N;INDF;FEM;PL
изключителни	exclusiva	изключителен	exclusiva	ADJ;INDF;PL	ADJ;DEF;FEM;SG
изключителни	exclusivitate	изключителен	exclusivitate	ADJ;INDF;PL	N;INDF;FEM;SG
изключителни	exclusiv	изключителен	exclusiv	ADJ;INDF;PL	ADV
изключителни	exceptionala	изключителен	exceptional	ADJ;INDF;PL	ADJ;DEF;FEM;SG
изключителни	exceptional	изключителен	exceptional	ADJ;INDF;PL	ADJ;INDF;MASC;SG
изключителни	exceptional	изключителен	exceptional	ADJ;INDF;PL	ADJ;INDF;MASC;SG
стадий	etapa	стадий	etapă	N;INDF;MASC;SG	N;DEF;FEM;SG
стадий	etapa	стадий	etapă	N;INDF;MASC;SG	N;DEF;FEM;SG
стадий	stadiul	стадий	stadiu	N;INDF;MASC;SG	N;DEF;MASC;SG
феномен	fenomenele	феномен	fenomen	N;INDF;MASC;SG	N;DEF;FEM;PL
феномен	fenomene	феномен	fenomen	N;INDF;MASC;SG	N;INDF;FEM;PL
феномен	fenomenul	феномен	fenomen	N;INDF;MASC;SG	N;DEF;MASC;SG
пакет	pachetul	пакет	pachet	N;INDF;MASC;SG	N;DEF;MASC;SG
цецилий	caecilius	цецилий	caecilius	N;INDF;MASC;SG	
дружба	prietenia	дружба	prietenie	N;INDF;FEM;SG	N;DEF;FEM;SG
фази	fazele	фаза	fază	N;INDF;FEM;PL	N;DEF;FEM;PL
гигантски	gigant	гигантски	gigant	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
гигантски	gigantica	гигантски	gigantică	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
означение	notatia	означение	notatie	N;INDF;NEUT;SG	N;DEF;FEM;SG
означение	desemnarea	означение	desemnare	N;INDF;NEUT;SG	N;DEF;FEM;SG
сюзън	susan	сюзън	susan	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
сеул	seul	сеул	seu	PROPN;INDF;MASC;SG	N;DEF;MASC;SG
сеул	seoul	сеул	seoul	PROPN;INDF;MASC;SG	N;DEF;MASC;SG
фламандски	flamand	фламандски	flama	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
фламандски	flamanda	фламандски	flamanda	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
традиционна	traditionale	традиционен	traditional	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
традиционна	traditionala	традиционен	traditional	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
следите	piese	следя	piesă	N;DEF;FEM;PL	N;INDF;FEM;PL
следите	urme	следя	urmă	N;DEF;FEM;PL	N;INDF;FEM;PL
борса	schimbul	борса	schimb	N;INDF;FEM;SG	N;DEF;MASC;SG
обичам	iubire	обичам	iubire	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
обичам	iubesc	обичам	iubi	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
обичам	iubirea	обичам	iubire	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;DEF;FEM;SG
обичам	dragoste	обичам	dragoste	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC
обичам	dragostea	обичам	dragoste	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;DEF;FEM;SG
панония	pannonia	панония	pannonie	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
панчо	pancho	панчо	pancho	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
погребани	ingropat	погребан	ingropa	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
погребани	ingropate	погребан	ingropa	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
погребани	ingropat	погребан	ingropa	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
погребани	inmormantat	погребан	inmormanta	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
погребани	ingropata	погребан	ingropat	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;DEF;FEM;SG
тор	tor	тор	tor	N;INDF;MASC;SG	
мита	mitul	мито	mit	N;INDF;NEUT;PL	N;DEF;MASC;SG
мита	mit	мито	mit	N;INDF;NEUT;PL	N;INDF;MASC;SG
доказано	dovedit	докажа	dovedi	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
доказано	demonstrata	докажа	demonstrată	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;DEF;FEM;SG
доказано	demonstrat	докажа	demonstra	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
доказано	dovedite	докажа	dovedi	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
доказано	dovedita	докажа	dovedita	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
доказано	demonstrate	докажа	demonstrat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
доказано	dovedit	докажа	dovedi	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
доказано	demonstrat	докажа	demonstra	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
биологични	biologic	биологичен	biologic	ADJ;INDF;PL	ADJ;INDF;MASC;SG
биологични	biologica	биологичен	biologică	ADJ;INDF;PL	N;DEF;FEM;SG
клонове	ramurile	клон	ram	N;INDF;MASC;PL	N;DEF;FEM;PL
витамин	vitamine	витамин	vitamină	N;INDF;MASC;SG	N;INDF;FEM;PL
витамин	vitamina	витамин	vitamina	N;INDF;MASC;SG	N;DEF;FEM;SG
плажове	plajele	плаж	plajă	N;INDF;MASC;PL	N;DEF;FEM;PL
духове	fantomele	дух	fantomă	N;INDF;MASC;PL	N;DEF;FEM;PL
духове	fantomelor	дух	fantomă	N;INDF;MASC;PL	N;DEF;FEM;PL
духове	spiritele	дух	spirit	N;INDF;MASC;PL	N;DEF;FEM;PL
духове	spiritelor	дух	spirit	N;INDF;MASC;PL	N;DEF;FEM;PL
спад	refuza	спад	refuza	N;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
спад	declinul	спад	declin	N;INDF;MASC;SG	N;DEF;MASC;SG
обвивка	teaca	обвивка	teacă	N;INDF;FEM;SG	N;DEF;FEM;SG
обвивка	teaca	обвивка	teacă	N;INDF;FEM;SG	N;DEF;FEM;SG
обвивка	scoica	обвивка	scoica	N;INDF;FEM;SG	N;DEF;FEM;SG
обвивка	shell	обвивка	shell	N;INDF;FEM;SG	
обвивка	coaja	обвивка	coajă	N;INDF;FEM;SG	N;DEF;FEM;SG
приключване	completarea	приключване	completare	N;INDF;NEUT;SG	N;DEF;FEM;SG
приключване	finalizarea	приключване	finalizare	N;INDF;NEUT;SG	N;DEF;FEM;SG
приключване	inchiderea	приключване	inchidere	N;INDF;NEUT;SG	N;DEF;FEM;SG
публична	publice	публичен	public	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
публична	publica	публичен	publica	ADJ;INDF;FEM;SG	V;IND;SG;3;IPFV;FIN
агиос	agios	агиос	agios	N;INDF;MASC;SG	PROPN
вулкан	vulcanul	вулкан	vulcan	N;INDF;MASC;SG	N;DEF;MASC;SG
бунтове	revoltele	бунт	revolt	N;INDF;MASC;PL	N;DEF;FEM;PL
бежанците	refugiati	бежанец	refugia	N;DEF;MASC;PL	ADJ;INDF;MASC;PL
бежанците	refugiati	бежанец	refugia	N;DEF;MASC;PL	ADJ;INDF;MASC;PL
собственици	proprietarii	собственик	proprietar	N;INDF;MASC;PL	N;DEF;MASC;PL
собственици	proprietarilor	собственик	proprietar	N;INDF;MASC;PL	N;DEF;MASC;PL
изоставя	abandonarea	изоставям	abandonare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
повторение	repetarea	повторение	repetare	N;INDF;NEUT;SG	N;DEF;FEM;SG
повторение	repet	повторение	repeta	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
повторение	repeta	повторение	repeta	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
повторение	repeta	повторение	repeta	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
папи	pappy	папя-(се)	pappy	N;INDF;FEM;PL	
дъблин	dublin	дъблин	dublin	N;INDF;MASC;SG	PROPN
парламентът	parlament	парламент	parlament	N;DEF;MASC;SG	N;INDF;MASC;SG
кодове	codurile	код	cod	N;INDF;MASC;PL	N;DEF;FEM;PL
ренесанс	renascentist	ренесанс	renascentist	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
зигфрид	siegfried	зигфрид	siegfried	N;INDF;MASC;SG	PROPN
юлих	jülich	юлих	jülich	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
керамични	ceramice	керамичен	ceramic	ADJ;INDF;PL	N;INDF;FEM;PL
керамични	ceramica	керамичен	ceramică	ADJ;INDF;PL	N;DEF;FEM;SG
керамични	ceramica	керамичен	ceramică	ADJ;INDF;PL	N;DEF;FEM;SG
мощен	puternica	мощен	puternic	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
равнини	campii	равнина	campii	N;INDF;FEM;PL	
пътуват	calatorii	пътувам	calator	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;PL
пътуват	calatorie	пътувам	calatorie	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;SG
търнър	turner	търнър	turner	PROPN;INDF;MASC;SG	PROPN
матиас	mathias	матиас	mathias	PROPN;INDF;MASC;SG	PROPN
матиас	mattias	матиас	mattias	PROPN;INDF;MASC;SG	
матиас	matias	матиас	matias	PROPN;INDF;MASC;SG	PROPN
матиас	matthias	матиас	matthias	PROPN;INDF;MASC;SG	PROPN
симфония	simfonia	симфония	simfonie	N;INDF;FEM;SG	N;DEF;FEM;SG
сухо	usca	сухо	usca	ADV	V;IND;SG;3;IPFV;FIN
сухо	uscate	сухо	uscat	ADV	ADJ;INDF;FEM;PL
сухо	uscat	сухо	uscat	ADV	ADJ;INDF;MASC;SG
сухо	uscata	сухо	uscată	ADV	N;DEF;FEM;SG
северозападния	northwestern	северозападен	northwestern	ADJ;DEF;MASC;SG	PROPN
предна	front	преден	front	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
предна	fata	преден	fată	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
предна	frontala	преден	frontal	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
автобуси	autobuzele	автобус	autobuz	N;INDF;MASC;PL	N;DEF;FEM;PL
свазиленд	swaziland	свазиленд	swaziland	ADJ;INDF;MASC;SG	PROPN
дъга	curcubeul	дъга	curcubeu	N;INDF;FEM;SG	N;DEF;MASC;SG
изящни	rafinat	изящен	rafinat	ADJ;INDF;PL	ADJ;INDF;MASC;SG
изящни	rafinata	изящен	rafinată	ADJ;INDF;PL	ADJ;DEF;FEM;SG
удобно	convenabila	удобно	convenabil	ADV	ADJ;DEF;FEM;SG
удобно	confortabila	удобно	confortabil	ADV	ADJ;DEF;FEM;SG
йован	jovan	йован	jovan	PROPN;INDF;MASC;SG	PROPN
двойна	dubla	двоен	dublu	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
двойна	dubla	двоен	dublu	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
двойна	duble	двоен	dublu	ADJ;INDF;FEM;SG	N;INDF;FEM;PL
постигането	realizare	постигане	realizare	N;DEF;NEUT;SG	N;INDF;FEM;SG
привлече	atrasa	привлека	atrasă	V;PFV;IND;SG;3;PST;FIN;ACT	N;DEF;FEM;SG
привлече	atras	привлека	atrage	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
привлече	atrase	привлека	atrage	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
мъртви	moarta	мъртъв	moarte	ADJ;INDF;PL	ADJ;DEF;FEM;SG
мъртви	dead	мъртъв	dead	ADJ;INDF;PL	
мъртви	mort	мъртъв	mort	ADJ;INDF;PL	ADJ;INDF;MASC;SG
телефон	telefonul	телефон	telefon	N;INDF;MASC;SG	N;DEF;MASC;SG
чести	comuna	честя-(се)	comună	N;INDF;FEM;PL	N;DEF;FEM;SG
чести	comun	честя-(се)	comun	N;INDF;FEM;PL	ADJ;INDF;MASC;SG
чести	comuna	честя-(се)	comună	N;INDF;FEM;PL	N;DEF;FEM;SG
чести	frecvente	честя-(се)	frecvent	N;INDF;FEM;PL	ADJ;INDF;FEM;PL
дион	dion	дион	dion	PROPN;INDF;MASC;SG	
дион	dionne	дион	dionne	PROPN;INDF;MASC;SG	
ела	vino	дойда	vino	V;IPFV;IMP;SG;2;FIN	V;IND;SG;2;PRS;FIN
армстронг	armstrong	армстронг	armstrong	PROPN;INDF;MASC;SG	PROPN
триумф	triumful	триумф	triumf	N;INDF;MASC;SG	N;DEF;MASC;SG
клиентите	clienti	клиент	client	N;DEF;MASC;PL	N;INDF;MASC;PL
клиентите	clienti	клиент	client	N;DEF;MASC;PL	N;INDF;MASC;PL
томпсън	thompson	томпсън	thompson	PROPN;INDF;MASC;SG	PROPN
прадеш	pradesh	прадеш	pradesh	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
пепел	cenusa	пепел	cenusa	N;INDF;MASC;SG	N;DEF;FEM;SG
пепел	cenusa	пепел	cenusa	N;INDF;MASC;SG	N;DEF;FEM;SG
пепел	cenusa	пепел	cenusa	N;INDF;MASC;SG	N;DEF;FEM;SG
почвите	soluri	почва	sol	N;DEF;FEM;PL	N;INDF;FEM;PL
легиони	legiunile	легион	legiune	N;INDF;MASC;PL	N;DEF;FEM;PL
тактика	tactica	тактика	tactică	N;INDF;FEM;SG	N;DEF;FEM;SG
тактика	tactica	тактика	tactică	N;INDF;FEM;SG	N;DEF;FEM;SG
тактика	tactici	тактика	tactic	N;INDF;FEM;SG	N;INDF;FEM;PL
тактика	tactica	тактика	tactică	N;INDF;FEM;SG	N;DEF;FEM;SG
тактика	tactica	тактика	tactică	N;INDF;FEM;SG	N;DEF;FEM;SG
репресии	reprimarea	репресия	reprimare	N;INDF;FEM;PL	N;DEF;FEM;SG
репресии	represiune	репресия	represiune	N;INDF;FEM;PL	N;INDF;FEM;SG
репресии	represiunea	репресия	represiune	N;INDF;FEM;PL	N;DEF;FEM;SG
репресии	represalii	репресия	represaliu	N;INDF;FEM;PL	N;DEF;MASC;PL
изстрелян	lansat	изстрелям	lansat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
изстрелян	lansata	изстрелям	lansat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
изстрелян	lansate	изстрелям	lansa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
влечуги	reptila	влечуг	reptilă	N;INDF;MASC;PL	N;DEF;FEM;SG
влечуги	reptilele	влечуг	reptilă	N;INDF;MASC;PL	N;DEF;FEM;PL
синдром	sindromul	синдром	sindrom	N;INDF;MASC;SG	N;DEF;MASC;SG
приемник	gazda	приемник	gazdă	N;INDF;MASC;SG	N;DEF;FEM;SG
приемник	gazda	приемник	gazdă	N;INDF;MASC;SG	N;DEF;FEM;SG
приемник	receptorul	приемник	receptor	N;INDF;MASC;SG	N;DEF;MASC;SG
банда	trupa	банда	trupă	N;INDF;FEM;SG	N;DEF;FEM;SG
банда	trupa	банда	trupă	N;INDF;FEM;SG	N;DEF;FEM;SG
банда	banda	банда	bandă	N;INDF;FEM;SG	N;DEF;FEM;SG
банда	gasca	банда	gască	N;INDF;FEM;SG	N;DEF;FEM;SG
конкуренция	concurenta	конкуренция	concurenta	N;INDF;FEM;SG	N;DEF;FEM;SG
конкуренция	concurenta	конкуренция	concurenta	N;INDF;FEM;SG	N;DEF;FEM;SG
променлива	variabila	променлив	variabilă	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
променлива	variabile	променлив	variabilă	ADJ;INDF;FEM;SG	N;INDF;FEM;PL
променлива	variabila	променлив	variabilă	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
чудо	minune	чудо	minune	N;INDF;NEUT;SG	
чудо	miraculos	чудо	miraculos	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
чудо	miraculoase	чудо	miraculos	N;INDF;NEUT;SG	ADJ;INDF;FEM;PL
чудо	miraculoasa	чудо	miraculosa	N;INDF;NEUT;SG	ADJ;DEF;FEM;SG
чудо	minune	чудо	minune	N;INDF;NEUT;SG	
чудо	miracolul	чудо	miracol	N;INDF;NEUT;SG	N;DEF;MASC;SG
чудо	minunea	чудо	minunie	N;INDF;NEUT;SG	N;DEF;FEM;SG
чудо	minune	чудо	minune	N;INDF;NEUT;SG	
чудо	wonder	чудо	wonder	N;INDF;NEUT;SG	PROPN
кобург	coburg	кобург	coburg	N;INDF;MASC;SG	PROPN
багдад	bagdad	багдад	bagdad	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
променено	schimbat	променя-(се)	schimba	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
променено	schimbata	променя-(се)	schimbata	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
променено	modificat	променя-(се)	modificat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
променено	modificata	променя-(се)	modificat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;DEF;FEM;SG
променено	modificate	променя-(се)	modificat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
променено	modificat	променя-(се)	modificat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
чума	ciuma	чума	ciumă	N;INDF;FEM;SG	N;DEF;FEM;SG
чума	ciuma	чума	ciumă	N;INDF;FEM;SG	N;DEF;FEM;SG
чума	ciuma	чума	ciumă	N;INDF;FEM;SG	N;DEF;FEM;SG
чума	plaga	чума	plaga	N;INDF;FEM;SG	N;DEF;FEM;SG
борд	tabla	борд	tabla	N;INDF;MASC;SG	N;DEF;FEM;SG
консумация	consumul	консумация	consum	N;INDF;FEM;SG	N;DEF;MASC;SG
консумация	consumului	консумация	consum	N;INDF;FEM;SG	N;DEF;MASC;SG
дракон	dragonul	дракон	dragon	N;INDF;MASC;SG	N;DEF;MASC;SG
посочен	precizata	посоча	precizat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
посочен	specificate	посоча	specifica	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
посочен	specificat	посоча	specificat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
посочен	specificata	посоча	specificat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INDF;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INDF;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INDF;MASC;SG	N;DEF;FEM;SG
лук	ceapa	лук	ceapă	N;INDF;MASC;SG	N;DEF;FEM;SG
младежта	tinerete	младеж	tânera	N;DEF;FEM;SG	
младежта	tineret	младеж	tineret	N;DEF;FEM;SG	N;INDF;MASC;SG
крилете	aripi	криля	aripă	N;DEF;MASC;PL	N;INDF;FEM;PL
крилете	aripioare	криля	aripioară	N;DEF;MASC;PL	N;INDF;FEM;PL
електричество	electricitatea	електричество	electricitate	N;INDF;NEUT;SG	N;DEF;FEM;SG
електричество	electrice	електричество	electric	N;INDF;NEUT;SG	ADJ;INDF;FEM;PL
електричество	electric	електричество	electric	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
електричество	electrica	електричество	electrică	N;INDF;NEUT;SG	N;DEF;FEM;SG
институти	institutele	институт	institut	N;INDF;FEM;PL	N;DEF;FEM;PL
привилегии	privilegiu	привилегия	privilegiu	N;INDF;FEM;PL	N;INDF;MASC;SG
привилегии	privilegiul	привилегия	privilegiu	N;INDF;FEM;PL	N;DEF;MASC;SG
привилегии	privilegiile	привилегия	privilegiu	N;INDF;FEM;PL	N;DEF;FEM;PL
хюсеин	hussein	хюсеин	hussein	N;INDF;MASC;SG	PROPN
хюсеин	hüseyin	хюсеин	hüseyin	N;INDF;MASC;SG	
чужденци	straini	чужденец	strain	N;INDF;MASC;PL	
чужденци	straini	чужденец	strain	N;INDF;MASC;PL	
чужденци	strainii	чужденец	strain	N;INDF;MASC;PL	N;DEF;MASC;PL
кафяв	caprui	кафяв	caprui	ADJ;INDF;MASC;SG	
кафяв	brown	кафяв	brown	ADJ;INDF;MASC;SG	PROPN
кафяв	maro	кафяв	maro	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
предполагат	sugereaza	предполагам	sugereaza	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
предполагат	sugerez	предполагам	sugerez	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
предполагат	sugereaza	предполагам	sugereaza	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
вселенски	ecumenic	вселенски	ecumenic	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
включено	activate	включа-(се)	activa	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
