char	char	char	char	N;MASC;SG	
singapour	σιγκαπούρη	singapour	σιγκαπούρης	PROPN	PROPN;NOM;FEM;SG
michelle	michelle	michelle	michelle	N;FEM;SG	
michelle	μισέλ	michelle	μισέλ	N;FEM;SG	
puissants	ισχυρός	puissant	ισχυρός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
puissants	ισχυρό	puissant	ισχυρός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
puissants	ισχυρή	puissant	ισχυρός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
restauré	επαναφορά	restaurer	επαναφορά	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
gay	γκέι	gay	γκέι	N;MASC;SG	
gay	ομοφυλόφιλος	gay	ομοφυλόφιλος	N;MASC;SG	ADJ;NOM;MASC;SG
gay	gay	gay	gay	N;MASC;SG	
mannequin	μόντελινγκ	mannequin	μόντελινγκ	N;MASC;SG	PROPN;NOM;NEUT;SG
intense	εντατικά	intense	εντατικά	ADJ;FEM;SG	ADV
intense	έντονες	intense	έντονος	ADJ;FEM;SG	ADJ;NOM;FEM;PL
rendus	rendus	rendre	rendus	V;MASC;PL;PST;V.PTCP	
vegas	vegas	vegas	vegas	PROPN	
vegas	βέγκας	vegas	βέγκας	PROPN	N;NOM;NEUT;SG
chimiste	χημικός	chimiste	χημικός	N;MASC;SG	ADJ;NOM;MASC;SG
flash	flash	flash	flash	N;MASC;SG	
pacte	συμπαγή	pacte	συμπαγή	N;MASC;SG	ADV
analyses	analy	analyse	analy	N;FEM;PL	
analyses	ανάλυση	analyse	ανάλυση	N;FEM;PL	N;ACC;FEM;SG
foire	δίκαιος	foire	δίκαιος	N;FEM;SG	ADJ;NOM;MASC;SG
foire	δίκαια	foire	δίκαιο	N;FEM;SG	ADV
foire	δίκαιη	foire	δίκαιη	N;FEM;SG	ADJ;NOM;FEM;SG
stock	στοκ	stock	στοκ	N;MASC;SG	
fritz	φριτς	fritz	φριτς	PROPN	
fritz	φριτζ	fritz	φριτζ	PROPN	N
corruption	δωροδοκίες	corruption	δωροδοκία	N;FEM;SG	N;NOM;FEM;PL
dépenses	δαπάνη	dépense	δαπάνη	N;FEM;PL	N;NOM;FEM;SG
consultation	διαβουλεύσεις	consultation	διαβούλευση	N;FEM;SG	N;NOM;FEM;PL
jeter	απόρριψη	jeter	απόρριψη	V;NFIN	N;ACC;FEM;SG
jeter	πέτα	jeter	πέτα	V;NFIN	N
remplacés	αντικαταστάθηκε	remplacer	αντικαθιστώ	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
remplacés	αντικαθίσταται	remplacer	αντικάθιστώ	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
remplacés	αντικατέστησε	remplacer	αντικαθιστώ	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
remplacés	αντικαθίστανται	remplacer	αντικαθίσταμαι	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
pin	πάιν	pin	πάιν	N;MASC;SG	
pin	pin	pin	pin	N;MASC;SG	
angelo	άντζελο	angelo	άντζελος	PROPN	
moreau	μορό	moreau	μορό	PROPN	
haïti	αϊτή	haïti	αυτός	PROPN	PROPN;NOM;FEM;SG
cécile	σεσίλ	cécile	σεσίλ	ADJ;FEM;SG	
cécile	σεσίλ	cécile	σεσίλ	ADJ;FEM;SG	
continu	συνεχείς	continu	συνεχής	ADJ;MASC;SG	ADJ;NOM;FEM;PL
mets	μετς	mettre	μετς	V;IMP;SG;2;PRS;FIN	PROPN;NOM;FEM;SG
rire	γέλια	rire	γέλιο	V;NFIN	N;NOM;NEUT;PL
rire	γέλιο	rire	γέλιο	V;NFIN	N;NOM;NEUT;SG
rire	γέλα	rire	γέλα	V;NFIN	
rire	γέλιο	rire	γέλιο	V;NFIN	N;NOM;NEUT;SG
rire	γέλια	rire	γέλιο	V;NFIN	N;NOM;NEUT;PL
rire	γέλιο	rire	γέλιο	V;NFIN	N;NOM;NEUT;SG
coupable	ένοχοι	coupable	ένοχος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
channel	channel	channel	channel	N;MASC;SG	
cylindres	κύλινδρο	cylindre	κύλινδρο	N;MASC;PL	N;ACC;MASC;SG
vif	vif	vif	vif	ADJ;MASC;SG	
quais	προκυμαία	quai	προκυμαίος	N;MASC;PL	N;NOM;FEM;SG
monténégro	μαυροβούνιο	monténégro	μαυροβούνιο	ADJ;MASC;SG	PROPN;NOM;NEUT;SG
temporaire	προσωρινά	temporaire	προσωρινά	ADJ;MASC;SG	ADV
temporaire	προσωρινές	temporaire	προσωρινός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
verlag	verlag	verlag	verlag	PROPN	
wang	wang	wang	wang	PROPN	
wang	γουάνγκ	wang	γουάνγκ	PROPN	
brooklyn	μπρούκλιν	brooklyn	μπρούκλιν	PROPN	
brooklyn	μπρούκλυν	brooklyn	μπρώ	PROPN	
fourni	παρεχόμενες	fournir	παρεχόμενος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
fourni	παρεχόμενη	fournir	παρεχόμενος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
fourni	παρεχόμενη	fournir	παρεχόμενος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
baltimore	βαλτιμόρη	baltimore	βαλτιμόρος	PROPN	PROPN;NOM;FEM;SG
télécommunications	telecom	télécommunication	telecom	N;FEM;PL	
assurances	ασφάλιση	assurance	ασφάλιση	N;FEM;PL	N;ACC;FEM;SG
assurances	ασφάλεια	assurance	ασφάλεια	N;FEM;PL	N;NOM;FEM;SG
cloche	μπελ	cloche	μπελ	N;FEM;SG	
cloche	bell	cloche	bell	N;FEM;SG	
stabilité	σταθερό	stabilité	σταθερός	N;FEM;SG	ADJ;NOM;NEUT;SG
stabilité	σταθερή	stabilité	σταθερός	N;FEM;SG	ADJ;NOM;FEM;SG
stabilité	σταθερά	stabilité	σταθερά	N;FEM;SG	ADV
stabilité	σταθερός	stabilité	σταθερός	N;FEM;SG	ADJ;NOM;MASC;SG
marketing	marketing	marketing	marketing	N;MASC;SG	
simultanément	ταυτόχρονη	simultanément	ταυτόχρονος	ADV	ADJ;NOM;FEM;SG
touché	χτύπημα	toucher	χτύπημα	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
touché	επηρεάστηκαν	toucher	επηρεάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
touché	επηρεάζεται	toucher	επηρεάζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
nicholas	νίκολας	nicholas	νίκολα	PROPN	PROPN;NOM;MASC;SG
attirer	προσέλκυση	attirer	προσέλκυση	V;NFIN	N;NOM;FEM;SG
attirer	αξιοθέατο	attirer	αξιοθέατος	V;NFIN	N;NOM;NEUT;PL
attirer	έλξης	attirer	έλξη	V;NFIN	N;GEN;FEM;SG
attirer	έλξη	attirer	έλξη	V;NFIN	N;NOM;FEM;SG
attirer	προσέλκυση	attirer	προσέλκυση	V;NFIN	N;NOM;FEM;SG
attirer	προσέλκυση	attirer	προσέλκυση	V;NFIN	N;NOM;FEM;SG
exploitant	φορέα	exploiter	φορέας	V;PRS;V.PTCP	N;ACC;MASC;SG
exploitant	χειριστή	exploiter	χειριστής	V;PRS;V.PTCP	N;GEN;MASC;SG
exploitant	χειριστής	exploiter	χειριστής	V;PRS;V.PTCP	N;NOM;MASC;SG
souffle	μαγευτική	souffle	μαγευτικός	N;MASC;SG	ADJ;NOM;FEM;SG
souffle	φυσάει	souffle	φύσομαι	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
diagnostic	διαγνωστική	diagnostic	διαγνωστικός	N;MASC;SG	ADJ;NOM;FEM;SG
diagnostic	διαγνωστικό	diagnostic	διαγνωστικός	N;MASC;SG	ADJ;NOM;NEUT;SG
diagnostic	διαγνωστικά	diagnostic	διαγνωστικά	N;MASC;SG	ADV
diagnostic	διαγνωστική	diagnostic	διαγνωστικός	N;MASC;SG	ADJ;NOM;FEM;SG
diagnostic	διαγνωστικά	diagnostic	διαγνωστικά	N;MASC;SG	ADV
conservés	διατηρημένο	conserver	διατηρώ	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
caraïbes	καραϊβικής	caraïbe	καραϊβικός	N;MASC;PL	ADJ;GEN;FEM;SG
caraïbes	καραϊβική	caraïbe	καραϊβικός	N;MASC;PL	ADJ;NOM;FEM;SG
sacrée	ιερός	sacrer	ιερός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
sacrée	ιερά	sacrer	ιερός	V;FEM;SG;PST;V.PTCP	ADV
sacrée	ιερή	sacrer	ιερός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
sacrée	ιερό	sacrer	ιερός	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
casino	casino	casino	casino	N;MASC;SG	
musulman	ισλαμιστές	musulman	ισλαμιστής	ADJ;MASC;SG	N;NOM;MASC;PL
musulman	μουσουλμάνος	musulman	μουσουλμάνος	ADJ;MASC;SG	N;NOM;MASC;SG
musulman	μουσουλμάνοι	musulman	μουσουλμάνος	ADJ;MASC;SG	N;NOM;MASC;PL
musulman	μουσουλμάνων	musulman	μουσουλμάνος	ADJ;MASC;SG	N;GEN;MASC;PL
musulman	μουσουλμάνους	musulman	μουσουλμάνος	ADJ;MASC;SG	N;ACC;MASC;PL
musulman	μουσουλμάνοι	musulman	μουσουλμάνος	ADJ;MASC;SG	N;NOM;MASC;PL
observé	παρατηρήθηκαν	observer	παρατηρώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
serre	θερμοκήπια	serre	θερμοκήπιο	N;FEM;SG	N;NOM;NEUT;PL
voyant	μάντης	voir	μάντης	V;PRS;V.PTCP	N;NOM;MASC;SG
voyant	μάντισσα	voir	μάντισσα	V;PRS;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
fan	ανεμιστήρα	fan	ανεμιστήρα	INTJ	N;NOM;MASC;SG
fan	θαυμαστής	fan	θαυμαστής	INTJ	N;NOM;MASC;SG
fan	fan	fan	fan	INTJ	
fan	ανεμιστήρας	fan	ανεμιστήρα	INTJ	N;NOM;FEM;SG
fan	φαν	fan	φαν	INTJ	
sara	sara	saro	sara	N;FEM;SG	
sara	σάρα	saro	σάρα	N;FEM;SG	PROPN;NOM;FEM;SG
taïwan	ταϊβάν	taïwan	ταϊβάν	PROPN	
müller	μίλερ	müller	μίλερ	PROPN	
mammifères	θηλαστικά	mammifère	θηλαστικά	N;MASC;PL	ADJ;NOM;NEUT;PL
funéraire	κηδεία	funéraire	κηδεία	ADJ;MASC;SG	N;ACC;FEM;SG
potter	πότερ	potter	πότερ	PROPN	
doré	χρυσός	dorer	χρυσός	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
doré	χρυσό	dorer	χρυσός	V;MASC;SG;PST;V.PTCP	
doré	χρυσή	dorer	χρυσός	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
doré	golden	dorer	golden	V;MASC;SG;PST;V.PTCP	
doré	χρυσά	dorer	χρυσάς	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;PL
doré	χρυσός	dorer	χρυσός	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
doré	χρυσό	dorer	χρυσός	V;MASC;SG;PST;V.PTCP	
doré	χρυσο	dorer	χρύσος	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
doré	χρυσάφι	dorer	χρυσάφι	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
doré	χρυσά	dorer	χρυσάς	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;PL
doré	ντορέ	dorer	ντορέ	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
toscane	τοσκάνης	toscane	τοσκάνη	ADJ;FEM;SG	PROPN;GEN;FEM;SG
toscane	τοσκάνη	toscane	τοσκάνη	ADJ;FEM;SG	NUM;NOM;FEM;SG
rêves	ονειρο	rêve	ονειρο	N;MASC;PL	N;NOM;NEUT;SG
rêves	όνειρο	rêve	όνειρο	N;MASC;PL	N;NOM;NEUT;SG
rêves	dream	rêve	dream	N;MASC;PL	
signaler	έκθεση	signaler	έκθεση	V;NFIN	N;ACC;FEM;SG
signaler	εκθεση	signaler	εκθεση	V;NFIN	N;ACC;FEM;SG
signaler	αναφορα	signaler	αναφορά	V;NFIN	N;ACC;FEM;SG
signaler	αναφορά	signaler	αναφορά	V;NFIN	N;NOM;FEM;SG
écrivit	έγραψες	écrire	έγραψη	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;2;PST;FIN;ACT
marina	μαρίνα	marina	μαρίνα	PROPN	PROPN;NOM;FEM;SG
antilles	καραϊβικής	antille	καραϊβικός	N;FEM;PL	ADJ;GEN;FEM;SG
antilles	καραϊβική	antille	καραϊβικός	N;FEM;PL	ADJ;NOM;FEM;SG
survivants	επιζήσαντες	survivant	επιζήσαν	N;MASC;PL	ADJ;NOM;MASC;PL
survivants	επιζώντες	survivant	επιζώ	N;MASC;PL	ADJ;NOM;MASC;PL
étroite	στενό	étroit	στενός	ADJ;FEM;SG	N;NOM;NEUT;SG
étroite	στενός	étroit	στενός	ADJ;FEM;SG	N;NOM;MASC;SG
métallique	μέταλλο	métallique	μέταλλο	ADJ;MASC;SG	N;NOM;NEUT;SG
métallique	μέταλλα	métallique	μέταλλος	ADJ;MASC;SG	N;NOM;NEUT;PL
métallique	metal	métallique	metal	ADJ;MASC;SG	
métallique	μεταλλικά	métallique	μεταλλικά	ADJ;MASC;SG	ADJ;NOM;NEUT;PL
métallique	μεταλλικά	métallique	μεταλλικά	ADJ;MASC;SG	ADJ;NOM;NEUT;PL
xbox	xbox	xbox	xbox	N;MASC;SG	
géographiques	γεωγραφικό	géographique	γεωγραφικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
géographiques	γεωγραφικά	géographique	γεωγραφικά	ADJ;MASC;PL	ADV
entourée	περικυκλωμένοι	entourer	περικυκλώνω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
frederick	φρέντερικ	frederick	φρέντερικ	N;MASC;SG	PROPN;NOM;MASC;SG
lever	μοχλός	lever	μοχλός	V;NFIN	N;NOM;MASC;SG
lever	μοχλό	lever	μοχλό	V;NFIN	N;ACC;MASC;SG
lever	ανατολή	lever	ανατολή	V;NFIN	N;NOM;FEM;SG
lever	ξημέρωμα	lever	ξημέρωμα	V;NFIN	N;NOM;NEUT;SG
lever	ανύψωση	lever	ανύψωση	V;NFIN	N;ACC;FEM;SG
lever	άρση	lever	άρση	V;NFIN	N;ACC;FEM;SG
algorithme	αλγόριθμους	algorithme	αλγόριθμος	N;MASC;SG	N;ACC;MASC;PL
minuit	μεσάνυχτα	minuit	μεσάνυχτος	PROPN	ADV
humide	υγρό	humide	υγρό	ADJ;MASC;SG	N;NOM;NEUT;SG
humide	υγρασία	humide	υγρασία	ADJ;MASC;SG	N;NOM;FEM;SG
humide	υγρό	humide	υγρό	ADJ;MASC;SG	N;NOM;NEUT;SG
catalan	καταλανικά	catalan	καταλανικά	ADJ;MASC;SG	ADV
censure	λογοκριτές	censure	λογοκριτής	N;FEM;SG	N;NOM;MASC;PL
indicatif	ενδεικτικά	indicatif	ενδεικτικά	ADJ;MASC;SG	ADV
indicatif	ενδεικτικό	indicatif	ενδεικτικός	ADJ;MASC;SG	N;NOM;NEUT;SG
indicatif	ενδεικτικές	indicatif	ενδεικτικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ménage	οικιακά	ménage	οικιακά	N;MASC;SG	N;NOM;NEUT;PL
bush	bush	bush	bush	PROPN	
bush	μπους	bush	μπου	PROPN	
bush	θάμνος	bush	θάμνος	PROPN	N;NOM;MASC;SG
bush	θάμνο	bush	θάμνο	PROPN	N;NOM;NEUT;SG
marathon	μαραθώνιος	marathon	μαραθώνιος	N;MASC;SG	ADJ;NOM;MASC;SG
solitaire	μοναχικά	solitaire	μοναχικός	ADJ;MASC;SG	ADJ;NOM;NEUT;PL
solitaire	μοναξιά	solitaire	μοναξιά	ADJ;MASC;SG	N;NOM;FEM;SG
solitaire	πασιέντζα	solitaire	πασιέντζα	ADJ;MASC;SG	N;NOM;FEM;SG
lombardie	λομβαρδία	lombardie	λομβαρδία	PROPN	N;ACC;FEM;SG
lazare	lazare	lazare	lazare	N;MASC;SG	
lazare	λάζαρος	lazare	λάζαρος	N;MASC;SG	PROPN;NOM;MASC;SG
baies	μπέρι	baie	μπέρι	N;FEM;PL	
beauvais	μποβέ	beauvais	μποβέ	PROPN	
avr	απρ	avr	απρ	N;MASC;SG	
avr	avr	avr	avr	N;MASC;SG	
wallace	wallace	wallace	wallace	PROPN	
wallace	γουάλας	wallace	γουάλα	PROPN	PROPN;NOM;MASC;SG
controverse	αμφιλεγόμενο	controverse	αμφιλεγόμενο	N;FEM;SG	ADJ;NOM;NEUT;SG
controverse	αμφιλεγόμενη	controverse	αμφιλεγόμενος	N;FEM;SG	ADJ;NOM;FEM;SG
tiens	κρατήστε	tenir	κρατώ	INTJ	V;IPFV;IND;PL;2;PRS;FIN;ACT
tiens	κράτα	tenir	κράτα	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
musulmane	μουσουλμάνος	musulman	μουσουλμάνος	ADJ;FEM;SG	N;NOM;MASC;SG
musulmane	μουσουλμάνοι	musulman	μουσουλμάνος	ADJ;FEM;SG	N;NOM;MASC;PL
aaron	ααρών	aaron	ααρός	PROPN	N;NOM;MASC;SG
aaron	aaron	aaron	aaron	PROPN	
aaron	άαρον	aaron	άαρον	PROPN	
soudan	σουδάν	soudan	σουδάν	N;MASC;SG	
regarder	ρολόι	regarder	ρολός	V;NFIN	N;NOM;NEUT;SG
lama	λάμα	lama	λάμα	N;MASC;SG	
lama	λάμα	lama	λάμα	N;MASC;SG	
détenu	κρατούμενος	détenir	κρατούμενος	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	τρόφιμος	détenir	τρόφιμος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
détenu	αιχμάλωτος	détenir	αιχμάλωτος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
détenu	κρατούμενος	détenir	κρατούμενος	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
détenu	κρατούμενο	détenir	κρατούμενος	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
détenu	κατάδικος	détenir	κατάδικος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
détenu	κρατείται	détenir	κρατώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
murphy	murphy	murphy	murphy	PROPN	
murphy	μέρφι	murphy	μέρφι	PROPN	
divorce	διαζύγια	divorce	διαζύγια	N;MASC;SG	N;NOM;NEUT;PL
divorce	χωρισμένος	divorce	χωρισμένος	N;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
divorce	χωρισμένη	divorce	χωρίζω	N;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
divorce	χωρισμένοι	divorce	χωρισμένος	N;MASC;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
cook	μάγειρα	cook	μάγειρα	PROPN	N;NOM;NEUT;SG
cook	μαγείρισσα	cook	μαγείρισσα	PROPN	N;NOM;FEM;SG
cook	μάγειρας	cook	μάγειρα	PROPN	N;NOM;MASC;SG
cook	κουκ	cook	κουκ	PROPN	
cook	μαγείρεμα	cook	μαγείρεμα	PROPN	N;NOM;NEUT;SG
arrêtés	συνελήφθη	arrêter	συνελήφος	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
arrêtés	συλλαμβάνεται	arrêter	συλλαμβάνω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
manhattan	μανχάταν	manhattan	μανχά	PROPN	V;IPFV;IND;SG;3;PST;FIN;PASS
hardy	χάρντι	hardy	χάρντι	PROPN	
parme	πάρμα	parme	πάρμα	PROPN	
paiement	πληρωμές	paiement	πληρωμή	N;MASC;SG	N;NOM;FEM;PL
paiement	πληρωμών	paiement	πληρωμή	N;MASC;SG	N;GEN;FEM;PL
imposant	επιβολή	imposer	επιβολή	V;PRS;V.PTCP	N;NOM;FEM;SG
systématique	συστηματικές	systématique	συστηματικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
systématique	συστηματικά	systématique	συστηματικά	ADJ;MASC;SG	ADV
morris	μόρις	morris	μόρις	PROPN	
morris	morris	morris	morris	PROPN	
morris	μόρρις	morris	μόρρις	PROPN	N;NOM
fût	βαρέλι	être	βαρέλι	V;IND;SG;3;IPFV;FIN	N;NOM;NEUT;SG
fût	τύμπανα	être	τύμπανο	V;IND;SG;3;IPFV;FIN	N;NOM;NEUT;PL
fût	τύμπανο	être	τύμπανο	V;IND;SG;3;IPFV;FIN	N;NOM;NEUT;SG
fût	βαρέλι	être	βαρέλι	V;IND;SG;3;IPFV;FIN	N;NOM;NEUT;SG
igor	ίγκορ	igor	ίγκορ	PROPN	
igor	ιγκόρ	igor	ιγκόρ	PROPN	
métaux	μεταλλικό	métal	μεταλλικός	N;MASC;PL	ADJ;NOM;NEUT;SG
métaux	μέταλλο	métal	μέταλλο	N;MASC;PL	N;NOM;NEUT;SG
métaux	metal	métal	metal	N;MASC;PL	
métaux	μεταλλικά	métal	μεταλλικά	N;MASC;PL	ADJ;NOM;NEUT;PL
parent	σχετικός	parent	σχετικός	N;MASC;SG	ADJ;NOM;MASC;SG
parent	σχετική	parent	σχετικός	N;MASC;SG	ADJ;NOM;FEM;SG
parent	σχετικό	parent	σχετικός	N;MASC;SG	ADJ;NOM;NEUT;SG
parent	γονιών	parent	γονιών	N;MASC;SG	N;GEN;FEM;PL
parent	μητρική	parent	μητρικός	N;MASC;SG	ADJ;NOM;FEM;SG
parent	γονιός	parent	γονιός	N;MASC;SG	ADJ;NOM;MASC;SG
hudson	χάντσον	hudson	χάντσον	PROPN	PROPN;NOM;MASC;SG
avoue	ομολόγησε	avouer	ομολογώ	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
fabrice	φαμπρίτσιο	fabrice	φαμπρίτσιο	N;MASC;SG	
valérie	βάλερι	valérie	βάλερι	PROPN	
apple	μήλο	apple	μήλος	PROPN	N;NOM;NEUT;SG
apple	apple	apple	apple	PROPN	
karen	κάρεν	karen	κάρεν	PROPN	PROPN;NOM;MASC;SG
karen	karen	karen	karen	PROPN	
nazi	ναζί	nazi	ναζί	N;MASC;SG	N;NOM;MASC;PL
moral	ηθικό	moral	ηθικός	ADJ;MASC;SG	N;NOM;NEUT;SG
moral	ηθικό	moral	ηθικός	ADJ;MASC;SG	N;NOM;NEUT;SG
complément	συμπληρώνουν	complément	συμπληρώνω	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
futurs	μελλοντικός	futur	μελλοντικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
futurs	μέλλον	futur	μέλλον	ADJ;MASC;PL	N;NOM;NEUT;SG
futurs	μελλον	futur	μελλον	ADJ;MASC;PL	N;NOM;NEUT;SG
futurs	μέλλοντα	futur	μέλλον	ADJ;MASC;PL	N;ACC;MASC;SG
traverser	διέλευση	traverser	διέλευση	V;NFIN	N;ACC;FEM;SG
traverser	διάβαση	traverser	διάβαση	V;NFIN	N;ACC;FEM;SG
traverser	κρος	traverser	κρος	V;NFIN	
traverser	σταυρός	traverser	σταυρός	V;NFIN	N;NOM;MASC;SG
traverser	σταυρό	traverser	σταυρό	V;NFIN	N;NOM;NEUT;SG
traverser	cross	traverser	cross	V;NFIN	
dons	δωρεά	don	δωραός	N;MASC;PL	N;NOM;FEM;SG
dons	δωρεά	don	δωραός	N;MASC;PL	N;NOM;FEM;SG
dons	δωρίσει	don	δωρίζω	N;MASC;PL	V;PFV;IND;3;FIN;ACT
ignore	αγνοήστε	ignorer	αγνόώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
ignore	αγνόησε	ignorer	αγνοώ	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ignore	αγνοήσω	ignorer	αγνοώ	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
malo	μάλο	malo	μάλος	PROPN	N
sèche	ξηρή	sec	ξηρή	ADJ;FEM;SG	N;NOM;FEM;SG
sèche	στεγνά	sec	στεγνά	ADJ;FEM;SG	ADV
sèche	ξηρά	sec	ξηρά	ADJ;FEM;SG	N;NOM;NEUT;PL
sèche	στεγνό	sec	στεγνό	ADJ;FEM;SG	N;NOM;NEUT;SG
sèche	ξηρό	sec	ξηρός	ADJ;FEM;SG	N;NOM;NEUT;SG
signée	υπογραφή	signer	υπογραφή	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
céramique	κεραμικά	céramique	κεραμικά	N;FEM;SG	ADV
céramique	κεραμικής	céramique	κεραμικός	N;FEM;SG	ADJ;GEN;FEM;SG
céramique	κεραμικά	céramique	κεραμικά	N;FEM;SG	ADV
céramique	κεραμικά	céramique	κεραμικά	N;FEM;SG	ADV
uss	uss	uss	uss	N;MASC;SG	
sévère	πρύμνη	sévère	πρύμνη	ADJ;MASC;SG	N;NOM;FEM;SG
sévère	στερν	sévère	στερν	ADJ;MASC;SG	
souligne	στιγμιότυπα	souligner	στιγμιότυπα	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
exemplaire	αντιγραφή	exemplaire	αντιγραφή	ADJ;MASC;SG	N;NOM;FEM;SG
exemplaire	αντίγραφο	exemplaire	αντίγραφο	ADJ;MASC;SG	N;NOM;NEUT;SG
enregistrer	ρεκόρ	enregistrer	ρεκόρ	V;NFIN	
enregistrer	αποθήκευση	enregistrer	αποθήκευση	V;NFIN	N;NOM;FEM;SG
enregistrer	save	enregistrer	save	V;NFIN	
enregistrer	σώσε	enregistrer	σώσε	V;NFIN	N
enregistrer	μητρώο	enregistrer	μητρώο	V;NFIN	N;NOM;NEUT;SG
acides	οξυ	acide	οξυ	N;MASC;PL	
acides	οξύ	acide	οξύ	N;MASC;PL	N;NOM;NEUT;SG
séparés	χωρισμένος	séparer	χωρισμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
séparés	χωριστή	séparer	χωριστής	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
séparés	ξεχωριστά	séparer	ξεχωριστώ	V;MASC;PL;PST;V.PTCP	ADV
séparés	χωριστά	séparer	χωριστώ	V;MASC;PL;PST;V.PTCP	ADV
morales	μοράλες	moral	μοράλος	ADJ;FEM;PL	PROPN;NOM;MASC;PL
perry	πέρρυ	perry	πέρρυ	PROPN	N
perry	perry	perry	perry	PROPN	
perry	πέρι	perry	πέρι	PROPN	
brève	σύντομος	bref	σύντομος	ADJ;FEM;SG	N;NOM;MASC;SG
brève	σύντομες	bref	σύντομος	ADJ;FEM;SG	ADJ;NOM;FEM;PL
brève	σύντομο	bref	σύντομο	ADJ;FEM;SG	N;NOM;NEUT;SG
brève	σύντομη	bref	σύντομος	ADJ;FEM;SG	N;NOM;FEM;SG
positive	θετικές	positif	θετικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
positive	θετικά	positif	θετικός	ADJ;FEM;SG	ADV
