der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
gipfel	cimeiras	gipfel	cimeira	ADV	N;FEM;PL
gipfel	cume	gipfel	cume	ADV	N;MASC;SG
gipfel	cimeira	gipfel	cimeira	ADV	N;FEM;SG
gipfel	cimeiras	gipfel	cimeira	ADV	N;FEM;PL
gipfel	summit	gipfel	summit	ADV	N;MASC;SG
gipfel	pico	gipfel	pico	ADV	N;MASC;SG
gipfel	peak	gipfel	peak	ADV	N;MASC;SG
gipfel	picos	gipfel	pico	ADV	N;MASC;PL
gipfel	cumes	gipfel	cume	ADV	N;MASC;PL
pop	pops	pop	pop	PROPN;NOM;SG	N;MASC;PL
pop	estouro	pop	estouro	PROPN;NOM;SG	N;MASC;SG
pop	pop	pop	pop	PROPN;NOM;SG	N;MASC;SG
beeinflusst	influências	beeinflussen	influência	V;V.PTCP	N;FEM;PL
vermeiden	evasão	vermeiden	evasão	V;NFIN	N;FEM;SG
church	igrejas	church	igreja	PROPN	N;FEM;PL
church	igreja	church	igreja	PROPN	N;FEM;SG
bauer	bauer	Bauer	bauer	ADJ	N;MASC;SG
bauer	camponesa	Bauer	camponês	ADJ	N;FEM;SG
bauer	camponês	Bauer	camponês	ADJ	N;MASC;SG
bauer	peão	Bauer	peão	ADJ	N;MASC;SG
aktive	ativo	aktiv	ativo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
aktive	activo	aktiv	activo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
aktive	ativa	aktiv	ativo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
aktive	activa	aktiv	activo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
aktive	ativos	aktiv	ativo	ADJ;NOM;FEM;PL	N;MASC;PL
denkmalschutz	monumento	denkmalschutz	monumento	ADJ	N;MASC;SG
denkmalschutz	heritage	denkmalschutz	heritage	ADJ	N;MASC;SG
denkmalschutz	património	denkmalschutz	património	ADJ	N;MASC;SG
denkmalschutz	patrimônio	denkmalschutz	patrimônio	ADJ	N;MASC;SG
denkmalschutz	herança	denkmalschutz	herança	ADJ	N;FEM;SG
rosa	pink	rosa	pink	PROPN	N;MASC;SG
rosa	rosa	rosa	rosa	PROPN	N;FEM;SG
rosa	rosa	rosa	rosa	PROPN	N;FEM;SG
bundes	federal	bund	federal		ADJ;MASC;SG
bundes	federais	bund	federal		N;MASC;PL
bundes	bund	bund	bund		N;MASC;SG
verständnis	entendendo	verständnis	entender	N;NOM;NEUT;SG	V;V.MSDR
verständnis	compreender	verständnis	compreender	N;NOM;NEUT;SG	V;NFIN
verständnis	compreendendo	verständnis	compreender	N;NOM;NEUT;SG	V;V.MSDR
luxemburg	luxemburgo	luxemburg	luxemburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
luxemburg	luxemburgo	luxemburg	luxemburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
luxemburg	luxembourg	luxemburg	luxembourg	PROPN;NOM;NEUT;SG	N;MASC;SG
keinem	ninguém	kein	ninguém	PRO;ACC;INDF;MASC;SG;NEG	PRO;MASC;SG
keinem	ninguem	kein	ninguem	PRO;ACC;INDF;MASC;SG;NEG	N;MASC;PL
extrem	extremamente	extrem	extremamente	ADJ	ADV
extrem	extremos	extrem	extremo	ADJ	N;MASC;PL
extrem	extremo	extrem	extremo	ADJ	N;MASC;SG
extrem	extreme	extrem	extremer	ADJ	N;MASC;SG
ford	ford	ford	ford	PROPN;NOM;MASC;SG	N;FEM;SG
begleitet	acompanhamento	begleiten	acompanhamento	V;V.PTCP	N;MASC;SG
viertel	quarter	viertel	quarter		N;MASC;SG
viertel	trimestre	viertel	trimestre		N;MASC;SG
viertel	bairro	viertel	bairro		N;MASC;SG
viertel	vizinhança	viertel	vizinhança		N;FEM;SG
viertel	bairro	viertel	bairro		N;MASC;SG
viertel	vizinhança	viertel	vizinhança		N;FEM;SG
viertel	bairros	viertel	bairro		N;MASC;PL
viertel	vizinhanças	viertel	vizinhança		N;FEM;PL
hauptrolle	estrelando	hauptroll	estrelar		V;V.MSDR
politischer	politico	politisch	politico	ADJ	N;MASC;SG
politischer	político	politisch	político	ADJ	N;MASC;SG
unterricht	ensinamentos	unterrichten	ensinamento		N;MASC;PL
unterricht	lições	unterrichten	lição		N;FEM;PL
unterricht	aulas	unterrichten	aula		N;FEM;PL
unterricht	ensinando	unterrichten	ensinar		V;V.MSDR
unterricht	ensino	unterrichten	ensino		N;MASC;SG
unterricht	ensinar	unterrichten	ensinar		V;NFIN
unterricht	educação	unterrichten	educação		N;FEM;SG
unterricht	ensino	unterrichten	ensino		N;MASC;SG
unterricht	instruções	unterrichten	instrução		N;FEM;PL
unterricht	instrução	unterrichten	instrução		N;FEM;SG
victoria	victória	victoria	victória	PROPN;NOM;MASC;SG	N;FEM;SG
victoria	vitoria	victoria	vitoria	PROPN;NOM;MASC;SG	N;FEM;SG
victoria	victoria	victoria	victoria	PROPN;NOM;MASC;SG	N;FEM;SG
victoria	vitória	victoria	vitória	PROPN;NOM;MASC;SG	N;FEM;SG
unklar	ambiguidade	unklar	ambiguidade	ADJ	N;FEM;SG
fakten	fatos	fakten	fato	V;NFIN	N;MASC;PL
fakten	factos	fakten	facto	V;NFIN	N;MASC;PL
trennung	rompimento	trennung	rompimento	V;SG;FIN	N;MASC;SG
trennung	segregação	trennung	segregação	V;SG;FIN	N;FEM;SG
trennung	separação	trennung	separação	V;SG;FIN	N;FEM;SG
budapest	budapeste	budapest	budapeste	PROPN;NOM;NEUT;SG	N;MASC;SG
unterstützte	ajudados	unterstützen	ajudar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
unterstützte	suportados	unterstützen	suportar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
unterstützte	suportadas	unterstützen	suportar	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
unterstützte	assistidos	unterstützen	assistir	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
charlotte	charlotte	charlotte	charlotte	PROPN;NOM;SG	N;MASC;SG
charlotte	carlota	charlotte	carlota	PROPN;NOM;SG	N;FEM;SG
uss	uss	uss	uss	PROPN;NOM;MASC;SG	N;MASC;SG
dirigent	maestro	dirigent	maestro	ADJ	N;MASC;SG
dirigent	condutor	dirigent	condutor	ADJ	N;MASC;SG
kommando	comandar	kommando	comandar	N;NOM;NEUT;SG	V;NFIN
kommando	comandos	kommando	comando	N;NOM;NEUT;SG	N;MASC;PL
little	pequeno	little	pequeno	PROPN	ADJ;MASC;SG
little	pouco	little	pouco	PROPN	ADV
little	pequena	little	pequeno	PROPN	ADJ;FEM;SG
little	little	little	little	PROPN	N;MASC;SG
vorteil	perk	vorteil	perk	ADV	N;MASC;SG
vorteil	vantagens	vorteil	vantagem	ADV	N;FEM;PL
vorteil	vantagem	vorteil	vantagem	ADV	N;FEM;SG
schöne	linda	schön	linda	ADJ;NOM;FEM;PL	ADJ;FEM;SG
schöne	encantador	schön	encantador	ADJ;NOM;FEM;PL	ADJ;MASC;SG
schöne	encantadora	schön	encantador	ADJ;NOM;FEM;PL	ADJ;FEM;SG
schöne	adorável	schön	adorável	ADJ;NOM;FEM;PL	ADJ;MASC;SG
schöne	boa	schön	bom	ADJ;NOM;FEM;PL	ADJ;FEM;SG
schöne	belo	schön	belo	ADJ;NOM;FEM;PL	N;MASC;SG
schöne	bom	schön	bom	ADJ;NOM;FEM;PL	ADJ;MASC;SG
schöne	legal	schön	legal	ADJ;NOM;FEM;PL	ADJ;MASC;SG
schöne	nice	schön	nice	ADJ;NOM;FEM;PL	N;MASC;SG
güter	bens	gut	bem		N;MASC;PL
güter	mercadoria	gut	mercadoria		N;FEM;SG
güter	mercadorias	gut	mercadoria		N;FEM;PL
willen	vontades	willen	vontade	ADV	N;FEM;PL
expedition	expedição	expedition	expedição		N;FEM;SG
oldenburg	oldemburgo	oldenburg	oldemburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
inne	inna	inne	inno	ADV	N;MASC;SG
gerät	aparelho	geraten	aparelho	V;V.PTCP	N;MASC;SG
gerät	dispositivo	geraten	dispositivo	V;V.PTCP	N;MASC;SG
gerät	aparelho	geraten	aparelho	V;V.PTCP	N;MASC;SG
gerät	aparelhos	geraten	aparelho	V;V.PTCP	N;MASC;PL
berge	montanhas	bergen	montanha		N;FEM;PL
berge	berge	bergen	berge		N;MASC;SG
berge	colinas	bergen	colina		N;FEM;PL
berge	hills	bergen	hills		N;MASC;SG
berge	montanha	bergen	montanha		N;FEM;SG
grundlagen	fundamentos	grundlagen	fundamento	V;NFIN	N;MASC;PL
grundlagen	fundações	grundlagen	fundação	V;NFIN	N;FEM;PL
grundlagen	básicas	grundlagen	básico	V;NFIN	N;FEM;PL
grundlagen	básico	grundlagen	básico	V;NFIN	ADJ;MASC;SG
grundlagen	bases	grundlagen	base	V;NFIN	N;FEM;PL
wilson	wilson	wilson	wilson	PROPN;NOM;SG	N;MASC;SG
einstellung	atitudes	einstellung	atitude	N;NOM;FEM;SG	N;FEM;PL
varianten	variante	variant	variante	V;NFIN	N;FEM;SG
varianten	variantes	variant	variante	V;NFIN	N;FEM;PL
varianten	variações	variant	variação	V;NFIN	N;FEM;PL
varianten	versões	variant	versão	V;NFIN	N;FEM;PL
bielefeld	bielefeld	bielefeld	bielefeld	PROPN	N;MASC;SG
verbessert	melhora	verbessern	melhora	V;V.PTCP	N;FEM;SG
altar	retábulo	altar	retábulo	ADV	N;MASC;SG
altar	altar	altar	altar	ADV	N;MASC;SG
tief	profundamente	tief	profundamente	ADJ	ADV
tief	deep	tief	deep	ADJ	N;MASC;SG
runden	arredondamento	rund	arredondamento	ADJ	N;MASC;SG
runden	voltas	rund	volta	ADJ	N;FEM;PL
runden	circulares	rund	circular	ADJ	N;MASC;PL
runden	circular	rund	circular	ADJ	N;MASC;SG
runden	rondas	rund	ronda	ADJ	N;FEM;PL
runden	rodadas	rund	rodar	ADJ	N;FEM;PL
runden	redonda	rund	redonda	ADJ	N;FEM;SG
runden	redondo	rund	redonder	ADJ	N;MASC;SG
runden	ronda	rund	ronda	ADJ	N;FEM;SG
runden	round	rund	round	ADJ	N;MASC;SG
runden	rodada	rund	rodada	ADJ	N;FEM;SG
california	califórnia	california	califórnia	PROPN;NOM;SG	N;FEM;SG
california	california	california	california	PROPN;NOM;SG	N;FEM;SG
utc	utc	utc	utc		N;MASC;SG
zeitschriften	periódicos	zeitschreifen	periódico	V;NFIN	N;MASC;PL
zeitschriften	magazine	zeitschreifen	magazine	V;NFIN	N;MASC;SG
zeitschriften	revista	zeitschreifen	revista	V;NFIN	N;FEM;SG
zeitschriften	revistas	zeitschreifen	revista	V;NFIN	N;FEM;PL
zeitschriften	diários	zeitschreifen	diário	V;NFIN	ADJ;MASC;PL
illinois	illinois	illinois	illinol	PROPN;NOM;SG	N;MASC;SG
chronik	cronologia	chronik	cronologia		N;FEM;SG
chronik	timeline	chronik	timeline		N;FEM;SG
chronik	cronograma	chronik	cronograma		N;MASC;SG
chronik	cronologia	chronik	cronologia		N;FEM;SG
chronik	crónicas	chronik	crónica		N;FEM;PL
chronik	crônicas	chronik	crônica		N;FEM;PL
chronik	crônica	chronik	crônico		N;FEM;SG
chronik	chronicle	chronik	chronicle		N;MASC;SG
chronik	crónica	chronik	crónica		N;FEM;SG
fach	compartimento	fach	compartimento		N;MASC;SG
reformation	reformista	Reformation	reformista	PROPN	ADJ;MASC;SG
reformation	reforma	Reformation	reforma	PROPN	N;FEM;SG
aussehen	aparição	aussehen	aparição	V;NFIN	N;FEM;SG
aussehen	aparência	aussehen	aparência	V;NFIN	N;FEM;SG
aussehen	aparecimento	aussehen	aparecimento	V;NFIN	N;MASC;SG
aussehen	looks	aussehen	looko	V;NFIN	N;MASC;PL
aussehen	olhares	aussehen	olhar	V;NFIN	N;MASC;PL
gefängnis	encarceramento	gefängnis	encarceramento	ADJ	N;MASC;SG
gefängnis	penitenciária	gefängnis	penitenciário	ADJ	N;FEM;SG
gefängnis	prisões	gefängnis	prisão	ADJ	N;FEM;PL
gefängnis	cadeia	gefängnis	cadeia	ADJ	N;FEM;SG
gefängnis	prisão	gefängnis	prisão	ADJ	N;FEM;SG
gefängnis	cárcere	gefängnis	cárcere	ADJ	N;MASC;SG
gefängnis	prisão	gefängnis	prisão	ADJ	N;FEM;SG
gefängnis	cárcere	gefängnis	cárcere	ADJ	N;MASC;SG
vorgestellt	destaque	vorstellen	destaque	V;V.PTCP	N;MASC;SG
vorgestellt	destaques	vorstellen	destaque	V;V.PTCP	N;MASC;PL
regionalliga	regionalliga	regionalliga	regionalliga	ADJ	N;FEM;SG
drama	drama	drama	drama	ADJ	N;MASC;SG
drama	dramas	drama	drama	ADJ	N;MASC;PL
marc	marc	marcen	marc	PROPN;NOM;SG	N;MASC;SG
maschine	maquinas	maschine	maquina	ADJ	N;FEM;PL
maschine	máquina	maschine	máquina	ADJ	N;FEM;SG
maschine	maquina	maschine	maquina	ADJ	N;FEM;SG
maschine	motor	maschine	motor	ADJ	N;MASC;SG
maschine	maquinaria	maschine	maquinaria	ADJ	N;FEM;SG
maschine	máquinas	maschine	máquina	ADJ	N;FEM;PL
maschine	máquinas	maschine	máquina	ADJ	N;FEM;PL
maschine	maquinas	maschine	maquina	ADJ	N;FEM;PL
manuel	manuel	manuel	manuel	PROPN;NOM;SG	N;MASC;SG
highway	highway	highway	highway	PROPN	N;MASC;SG
highway	rodovia	highway	rodovia	PROPN	N;FEM;SG
highway	autoestrada	highway	autoestrada	PROPN	N;FEM;SG
highway	estrada	highway	estrada	PROPN	N;FEM;SG
renaissance	renascença	renaissanc	renascença	PROPN;NOM;SG	N;FEM;SG
renaissance	renascimento	renaissanc	renascimento	PROPN;NOM;SG	N;MASC;SG
renaissance	renascentista	renaissanc	renascentista	PROPN;NOM;SG	ADJ;MASC;SG
verfasst	autoria	verfassen	autoria	V;V.PTCP	N;FEM;SG
ahnung	palpite	ahnung	palpite		N;MASC;SG
sturm	tempestades	sturm	tempestade		N;FEM;PL
sturm	sturm	sturm	sturm		N;MASC;SG
sturm	tempestade	sturm	tempestade		N;FEM;SG
sturm	tempestade	sturm	tempestade		N;FEM;SG
sturm	storm	sturm	storm		N;MASC;SG
umstritten	contestado	umstritten	contestar	ADJ	V;MASC;SG;V.PTCP
umstritten	disputada	umstritten	disputar	ADJ	V;FEM;SG;V.PTCP
umstritten	disputado	umstritten	disputar	ADJ	V;MASC;SG;V.PTCP
umstritten	polémica	umstritten	polémica	ADJ	N;FEM;SG
umstritten	polêmica	umstritten	polêmica	ADJ	N;FEM;SG
geschwindigkeit	velocidade	geschwindigkeit	velocidade	ADJ	N;FEM;SG
geschwindigkeit	ritmo	geschwindigkeit	ritmo	ADJ	N;MASC;SG
geschwindigkeit	andamento	geschwindigkeit	andamento	ADJ	N;MASC;SG
geschwindigkeit	rapidez	geschwindigkeit	rapidez	ADJ	N;FEM;SG
geschwindigkeit	velocidade	geschwindigkeit	velocidade	ADJ	N;FEM;SG
geschwindigkeit	speed	geschwindigkeit	speed	ADJ	N;MASC;SG
geschwindigkeit	ritmo	geschwindigkeit	ritmo	ADJ	N;MASC;SG
geschwindigkeit	pace	geschwindigkeit	pace	ADJ	N;MASC;SG
bob	bob	bob	bob	PROPN;NOM;MASC;SG	N;MASC;SG
bob	beto	bob	beto	PROPN;NOM;MASC;SG	N;MASC;SG
exemplare	espécimes	exemplar	espécime	ADJ	N;MASC;PL
exemplare	exemplares	exemplar	exemplar	ADJ	N;MASC;PL
exemplare	cópias	exemplar	cópia	ADJ	N;FEM;PL
jesu	jesus	jesu	jesus	PROPN;NOM;MASC;SG	N;MASC;SG
ungarischen	húngaros	ungarisch	húngaro	ADJ;PL	N;MASC;PL
ungarischen	húngaro	ungarisch	húngaro	ADJ;PL	N;MASC;SG
ungarischen	húngara	ungarisch	húngaro	ADJ;PL	N;FEM;SG
genauer	exatos	genau	exato	ADJ	N;MASC;PL
genauer	exato	genau	exato	ADJ	N;MASC;SG
genauer	exatas	genau	exato	ADJ	N;FEM;PL
beschränkt	confinados	beschränken	confinar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
beschränkt	confinado	beschränken	confinar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
beschränkt	confinada	beschränken	confinar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
beschränkt	restritos	beschränken	restrito	ADJ;V.PTCP	V;MASC;PL;V.PTCP
beschränkt	restrito	beschränken	restringir	ADJ;V.PTCP	V;MASC;SG;V.PTCP
beschränkt	limitado	beschränken	limitar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
beschränkt	limitados	beschränken	limitar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
beschränkt	limitadas	beschränken	limitar	ADJ;V.PTCP	V;FEM;PL;V.PTCP
beschränkt	limited	beschränken	limited	ADJ;V.PTCP	N;MASC;SG
beschränkt	limitada	beschränken	limitar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
davis	davis	davis	davi	PROPN;NOM;MASC;SG	N;MASC;SG
bernard	bernard	bernerd	bernard	PROPN	N;MASC;SG
bernard	bernardo	bernerd	bernardo	PROPN	N;MASC;SG
jerusalem	jerusalem	jerusal	jerusalem	ADJ;DAT;MASC;SG	N;MASC;PL
jerusalem	jerusalém	jerusal	jerusalém	ADJ;DAT;MASC;SG	N;MASC;SG
traditionellen	tradicional	traditionell	tradicional	ADJ;NOM;MASC;PL	ADJ;MASC;SG
naja	weil	naja	weil	ADV	N;MASC;SG
erfolgreichen	sucesso	erfolgreich	sucesso	ADJ	N;MASC;SG
kino	filmes	kino	filme	N;NOM;NEUT;SG	N;MASC;PL
übergang	transição	übergehen	transição	ADV	N;FEM;SG
beteiligte	contribuintes	beteiligen	contribuinte	V;IND;SG;3;PST;FIN	N;MASC;PL
beteiligte	colaboradores	beteiligen	colaborador	V;IND;SG;3;PST;FIN	N;MASC;PL
beteiligte	envolvidos	beteiligen	envolver	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
beteiligte	participantes	beteiligen	participante	V;IND;SG;3;PST;FIN	N;MASC;PL
beteiligte	interessados	beteiligen	interessado	V;IND;SG;3;PST;FIN	N;MASC;PL
ball	bola	ball	bola	PROPN	N;FEM;SG
ball	ball	ball	ball	PROPN	N;MASC;SG
woiwodschaft	voivodia	woiwodschaft	voivodia	ADJ	N;FEM;SG
lernen	aprendizagem	lernen	aprendizagem	V;NFIN	N;FEM;SG
tunnel	túnel	tunnel	túnel		N;MASC;SG
tunnel	tunel	tunnel	tunel		N;MASC;SG
tunnel	túneis	tunnel	túnel		N;MASC;PL
jüngere	younger	jung	younger	ADJ;NOM;FEM;PL	N;MASC;SG
schreibweise	ortografia	schreibweise	ortografia	ADJ	N;FEM;SG
schreibweise	notação	schreibweise	notação	ADJ	N;FEM;SG
schreibweise	anotação	schreibweise	anotação	ADJ	N;FEM;SG
marcus	marcus	marcus	marcus	PROPN	N;MASC;SG
franzosen	french	franzosen	french	ADJ	N;MASC;SG
franzosen	franceses	franzosen	francês	ADJ	N;MASC;PL
franzosen	francês	franzosen	francês	ADJ	N;MASC;SG
minute	minuto	minute	minuto		N;MASC;SG
minute	minute	minute	minute		N;MASC;SG
minute	min	minute	min		N;MASC;PL
verteilt	disperso	verteilen	disperso	V;V.PTCP	ADJ;MASC;SG
feierte	celebrados	feiern	celebrar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
gefallen	favores	fallen|gefallen	favor	V;V.PTCP	N;MASC;PL
gefallen	fell	fallen|gefallen	fell	V;V.PTCP	N;MASC;SG
massachusetts	massachusetts	massachusetts	massachusetts	PROPN;NOM;SG	N;MASC;PL
griechisch	grega	griechisch	grego	ADJ	N;FEM;SG
griechisch	grécia	griechisch	grécia	ADJ	N;FEM;SG
griechisch	gregos	griechisch	grego	ADJ	N;MASC;PL
griechisch	grego	griechisch	grego	ADJ	N;MASC;SG
griechisch	greco	griechisch	greco	ADJ	N;MASC;SG
great	ótima	greaen	bom	PROPN	ADJ;FEM;SG
great	grande	greaen	grande	PROPN	ADJ;MASC;SG
great	ótimo	greaen	bom	PROPN	ADJ;MASC;SG
stockholm	estocolmo	stockholm	estocolmo	PROPN	N;MASC;SG
gelegen	lain	liegen	lain	ADJ;V.PTCP	N;MASC;SG
gelegen	localizada	liegen	localizar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
gelegen	localizado	liegen	localizar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
gelegen	localizados	liegen	localizar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
gelegen	situado	liegen	situar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
jüngeren	younger	jung	younger	ADJ	N;MASC;SG
porträt	retratos	porträt	retrato	N;SG	N;MASC;PL
systematik	taxonomia	systematik	taxonomia	ADJ	N;FEM;SG
systematik	nomenclatura	systematik	nomenclatura	ADJ	N;FEM;SG
vorgänger	predecessor	vorgänger	predecessor	ADJ	N;MASC;SG
vorgänger	antecessora	vorgänger	antecessora	ADJ	N;FEM;SG
vorgänger	antecessor	vorgänger	antecessor	ADJ	N;MASC;SG
vorgänger	predecessores	vorgänger	predecessor	ADJ	N;MASC;PL
vorgänger	antecessores	vorgänger	antecessor	ADJ	N;MASC;PL
autobahn	autoestrada	Autobahn	autoestrada	ADJ	N;FEM;SG
autobahn	autobahn	Autobahn	autobahn	ADJ	N;FEM;SG
autobahn	highway	Autobahn	highway	ADJ	N;MASC;SG
autobahn	rodovia	Autobahn	rodovia	ADJ	N;FEM;SG
autobahn	autoestrada	Autobahn	autoestrada	ADJ	N;FEM;SG
autobahn	estrada	Autobahn	estrada	ADJ	N;FEM;SG
chemiker	químicos	chemiker	químico	ADJ	N;MASC;PL
chemiker	químico	chemiker	químico	ADJ	N;MASC;SG
gestern	ontem	gestern	ontem		ADV
beider	ambos	beide	ambos	PRO;NOM;INDF;PL	PRO;MASC;PL
beider	ambas	beide	ambos	PRO;NOM;INDF;PL	DET;FEM;PL
bronzemedaille	bronze	bronzemedaille	bronze	ADJ	N;MASC;SG
umfangreiche	abrangente	umfangreich	abrangente	ADJ;NOM;FEM;PL	ADJ;MASC;SG
umfangreiche	extensa	umfangreich	extenso	ADJ;NOM;FEM;PL	ADJ;FEM;SG
umfangreiche	extenso	umfangreich	extenso	ADJ;NOM;FEM;PL	ADJ;MASC;SG
umfangreiche	extensiva	umfangreich	extensivo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
bereiche	gamas	bereich	gama		N;FEM;PL
bereiche	intervalos	bereich	intervalo		N;MASC;PL
bereiche	domínios	bereich	domínio		N;MASC;PL
bereiche	setores	bereich	setor		N;MASC;PL
bereiche	sectores	bereich	sector		N;MASC;PL
bereiche	áreas	bereich	área		N;FEM;PL
keller	porão	kell	porão		N;MASC;SG
keller	cave	kell	caver		N;MASC;SG
keller	adega	kell	adegar		N;FEM;SG
keller	cave	kell	caver		N;MASC;SG
keller	adegas	kell	adega		N;FEM;PL
keller	caves	kell	cave		N;FEM;PL
keller	keller	kell	keller		N;MASC;SG
ansatz	abordagens	ansatz	abordagem	N;SG	N;FEM;PL
ansatz	aproximações	ansatz	aproximação	N;SG	N;FEM;PL
abgeordneten	adjuntos	abgeordnet	adjunto	ADJ;PL	N;MASC;PL
abgeordneten	deputado	abgeordnet	deputado	ADJ;PL	N;MASC;SG
abgeordneten	congressista	abgeordnet	congressista	ADJ;PL	N;MASC;SG
abgeordneten	pms	abgeordnet	pms	ADJ;PL	N;MASC;PL
abgeordneten	deputados	abgeordnet	deputado	ADJ;PL	N;MASC;PL
abgeordneten	destacado	abgeordnet	destacar	ADJ;PL	V;MASC;SG;V.PTCP
taylor	taylor	taylor	taylor	PROPN;NOM;MASC;SG	N;MASC;SG
vorlagen	modelos	vorliegen	modelo	V;NFIN	N;MASC;PL
vorlagen	styles	vorliegen	style	V;NFIN	N;MASC;SG
vorlagen	estilos	vorliegen	estilo	V;NFIN	N;MASC;PL
vorlagen	modelo	vorliegen	modelo	V;NFIN	N;MASC;SG
flagge	pavilhão	flagge	pavilhão		N;MASC;SG
flagge	bandeira	flagge	bandeira		N;FEM;SG
flagge	flags	flagge	flags		N;MASC;SG
flagge	bandeiras	flagge	bandeira		N;FEM;PL
italienisch	italiana	italienisch	italiana	ADJ	N;FEM;SG
italienisch	italianos	italienisch	italiano	ADJ	N;MASC;PL
italienisch	italiano	italienisch	italiano	ADJ	N;MASC;SG
schottland	aberdeen	schottland	aberdeen	ADJ	N;MASC;SG
schottland	gales	schottland	gale	ADJ	N;MASC;SG
schottland	escócia	schottland	escócia	ADJ	N;FEM;SG
schottland	glasgow	schottland	glasgow	ADJ	N;MASC;SG
relevanten	pertinente	relevant	pertinente	V;NFIN	ADJ;MASC;SG
relevanten	relevante	relevant	relevante	V;NFIN	ADJ;MASC;SG
relevanten	pertinentes	relevant	pertinente	V;NFIN	ADJ;MASC;PL
relevanten	relevantes	relevant	relevante	V;NFIN	ADJ;MASC;PL
leipziger	leipziger	leipzig	leipziger	ADJ	N;MASC;SG
verteidigung	defensivo	verteidigung	defensivo	N;NOM;FEM;SG	ADJ;MASC;SG
verteidigung	defensivos	verteidigung	defensivo	N;NOM;FEM;SG	N;MASC;PL
verteidigung	defesas	verteidigung	defesa	N;NOM;FEM;SG	N;FEM;PL
geschäftsführer	ceo	geschäftsführer	ceo	ADJ	N;MASC;SG
geschäftsführer	gerenciador	geschäftsführer	gerenciador	ADJ	N;MASC;SG
geschäftsführer	gerente	geschäftsführer	gerente	ADJ	N;MASC;SG
geschäftsführer	gestor	geschäftsführer	gestor	ADJ	N;MASC;SG
geschäftsführer	diretores	geschäftsführer	diretor	ADJ	N;MASC;PL
geschäftsführer	realizadores	geschäftsführer	realizador	ADJ	N;MASC;PL
geschäftsführer	directores	geschäftsführer	director	ADJ	N;MASC;PL
finnland	finlândia	finnlind	finlândia	PROPN;NOM;NEUT;SG	N;FEM;SG
finnland	finlandia	finnlind	finlandia	PROPN;NOM;NEUT;SG	N;FEM;SG
finnland	helsínquia	finnlind	helsínquia	PROPN;NOM;NEUT;SG	N;FEM;SG
finnland	helsinki	finnlind	helsinki	PROPN;NOM;NEUT;SG	N;MASC;SG
inschrift	inscrição	inschrefen	inscrição	ADJ	N;FEM;SG
inschrift	cifra	inschrefen	cifra	ADJ	N;FEM;SG
mauer	parede	mauer	parede		N;FEM;SG
mauer	muro	mauer	muro		N;MASC;SG
mauer	mural	mauer	mural		N;MASC;SG
mauer	muralha	mauer	muralha		N;FEM;SG
mauer	paredes	mauer	parede		N;FEM;PL
mauer	muralhas	mauer	muralha		N;FEM;PL
mauer	muros	mauer	muro		N;MASC;PL
army	exército	army	exército		N;MASC;SG
army	tropa	army	tropa		N;FEM;SG
army	army	army	army		N;MASC;SG
redaktion	editando	redaktion	editar	N;SG	V;V.MSDR
redaktion	editores	redaktion	editor	N;SG	N;MASC;PL
erfahren	experiente	erfahren	experiente	V;V.PTCP	ADJ;MASC;SG
erfahren	experientes	erfahren	experiente	V;V.PTCP	N;MASC;PL
strukturen	estruturas	struktur	estrutura	V;NFIN	N;FEM;PL
strukturen	estrutura	struktur	estrutura	V;NFIN	N;FEM;SG
bayerische	baviera	bayerisch	baviera	ADJ;NOM;FEM;PL	N;FEM;SG
bayerische	bávaro	bayerisch	bávaro	ADJ;NOM;FEM;PL	N;MASC;SG
bayerische	bayerische	bayerisch	bayerische	ADJ;NOM;FEM;PL	N;FEM;SG
betroffenen	preocupada	betroffen	preocupado	ADJ;PL	ADJ;FEM;SG
betroffenen	preocupado	betroffen	preocupado	ADJ;PL	ADJ;MASC;SG
betroffenen	afetado	betroffen	afetar	ADJ;PL	V;MASC;SG;V.PTCP
