عنبر	ward	عُنبُر	ward		PROPN;ANIM;NOM;MASC;SG
ليبي	libby	لِيبِيّ	libba	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;FEM;SG
داني	danny	داني	danny		PROPN;ANIM;NOM;MASC;SG
داني	dannyho	داني	danny		ADJ;ANIM;GEN;MASC;SG
نمت	spala	نَمّ	spať	V;PFV;FEM;SG;3;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
نمت	spali	نَمّ	spať	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
نمت	spal	نَمّ	spať	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
سمو	výsosť	سُمُوّ	výsosť		N;NOM;FEM;SG
رويس	royce	رُوَيس	royca		PROPN;ANIM;NOM;MASC;SG
شجر	stromy	شَجر	strom	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
شجر	stromov	شَجر	strom	N;NOM;INDF;SG	N;INAN;GEN;MASC;PL
كوب	pohára	كُوب	pohár	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
المدربين	trénerov	مُدَرِّب	tréner	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
المدربين	inštruktorov	مُدَرِّب	inštruktor	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
المدربين	trénerov	مُدَرِّب	tréner	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
المواطنة	občianstva	مُوَاطَنَة	občianstvo	N;NOM;DEF;SG	N;NOM;NEUT;PL
دوت	dot	دَوت	dot		
دوت	bodka	دَوت	bodka		N;NOM;FEM;SG
الاسلامية	islamského	إِسلَامِيّ	islamský	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;MASC;SG
الاسلامية	islamských	إِسلَامِيّ	islamský	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;MASC;PL
الاسلامية	islamskej	إِسلَامِيّ	islamský	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;FEM;SG
البركانية	sopečného	بُركَانِيّ	sopečný		ADJ;GEN;MASC;SG
الهرب	uniknúť	الهرب	uniknúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الهرب	ujsť	الهرب	ujsť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الهرب	utiecť	الهرب	utiecť	N;NOM;DEF;SG	V;PFV;POS;NFIN
منظم	organizátor	مُنَظِّم	organizátor	ADJ;NOM;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
الحرجة	kritický	حَرِج	kritický	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
الحرجة	kritické	حَرِج	kritický	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الحرجة	kritická	حَرِج	kritický	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الحرجة	rozhodujúce	حَرِج	rozhodujúci	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
عريض	širokého	عَرِيض	široký	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;MASC;SG
عريض	širokú	عَرِيض	široký	ADJ;NOM;INDF;MASC;SG	N;ACC;FEM;SG
عريض	odvážne	عَرِيض	odvážne	ADJ;NOM;INDF;MASC;SG	ADV
عريض	širokého	عَرِيض	široký	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;MASC;SG
عريض	širokú	عَرِيض	široký	ADJ;NOM;INDF;MASC;SG	N;ACC;FEM;SG
استدعاء	pripomenúť	اِستِدعَاء	pripomenúť	N;NOM;INDF;SG	V;PFV;POS;NFIN
كهف	jaskyňu	كهف	jaskyňa	N;NOM;INDF;SG	N;ACC;FEM;SG
كهف	jaskyne	كهف	jaskyňa	N;NOM;INDF;SG	N;NOM;FEM;PL
النمل	mravce	نَمَل	mravec	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
برية	wild	بَرِّيّ	wild	ADJ;NOM;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
برية	voľne	بَرِّيّ	voľne	ADJ;NOM;INDF;FEM;SG	ADV
برية	divočine	بَرِّيّ	divočina	ADJ;NOM;INDF;FEM;SG	N;DAT;FEM;SG
المصرف	banku	مَصرِف	banka	N;NOM;DEF;SG	N;ACC;FEM;SG
المصرف	banky	مَصرِف	banka	N;NOM;DEF;SG	N;NOM;FEM;PL
المصرف	bank	مَصرِف	bank	N;NOM;DEF;SG	
المصرف	banková	مَصرِف	bankový	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
النازي	nacistické	نَازِي	nactistický		ADJ;NOM;NEUT;SG
مرسيدس	mercedes	مرسيدس	mercedes		N;INAN;NOM;MASC;SG
الحلم	snívať	حُلم	snívať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
الحلم	dream	حُلم	dream	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
الحلم	sna	حُلم	sen	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الحلم	snívať	حُلم	snívať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
الحلم	sníva	حُلم	snívať	N;NOM;DEF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
وزارات	ministerstiev	وِزَارَة	ministerstvo	N;NOM;INDF;PL	N;GEN;NEUT;PL
نيكولاي	nikolaj	نيكولاي	nikolaj		PROPN;ANIM;NOM;MASC;SG
نيكولاي	nicolae	نيكولاي	nicolae		PROPN;ANIM;NOM;MASC;SG
شريحة	segmentu	شَرِيحَة	segment	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
المقاتلين	bojovníkov	مُقَاتِل	bojovník	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
مشغل	prevádzkovateľa	مُشَغِّل	prevádzkovateľ	N;NOM;INDF;SG	N;ANIM;ACC;MASC;SG
مشغل	hráča	مُشَغِّل	hráča	N;NOM;INDF;SG	N;ANIM;ACC;MASC;SG
سويسري	švajčiarske	سُوِيسرِيّ	švajčiarsky		ADJ;NOM;NEUT;SG
سويسري	švajčiarska	سُوِيسرِيّ	švajčiarsky		N;NOM;NEUT;PL
سويسري	švajčiarsky	سُوِيسرِيّ	švajčiarsky		ADJ;ANIM;NOM;MASC;SG
مهاجمة	útočí	مُهَاجَمَة	útočiť	N;NOM;INDF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
مهاجمة	útočiť	مُهَاجَمَة	útočiť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
دفعت	platené	دَفَع	platený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
دفعت	platená	دَفَع	platený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG
دفعت	vyplatené	دَفَع	vyplatený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
دفعت	zaplatené	دَفَع	zaplatený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
نعمة	požehnania	نعمة	požehnanie	N;NOM;INDF;SG	N;NOM;NEUT;PL
نعمة	grace	نعمة	grace	N;NOM;INDF;SG	PROPN;NOM;FEM;SG
نعمة	milosti	نعمة	milosť	N;NOM;INDF;SG	N;NOM;FEM;PL
ستانفورد	stanford	ستانفورد	stanford		PROPN;ANIM;NOM;MASC;SG
السقوط	padá	سُقُوط	padať	N;NOM;DEF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
السقوط	padajú	سُقُوط	padať	N;NOM;DEF;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
السقوط	padnúť	سُقُوط	padnúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
السقوط	spadnúť	سُقُوط	spadnúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
داون	dawn	دَان	dawn		PROPN;NOM;FEM;SG
داون	úsvitu	دَان	úsvit		N;INAN;GEN;MASC;SG
داون	úsvit	دَان	úsvit		N;INAN;NOM;MASC;SG
العزل	izolácie	عَزل	izolácia	N;NOM;DEF;SG	N;NOM;FEM;PL
العزل	izoláciu	عَزل	izolácia	N;NOM;DEF;SG	N;ACC;FEM;SG
العزل	izoláciu	عَزل	izolácia	N;NOM;DEF;SG	N;ACC;FEM;SG
العزل	izolácie	عَزل	izolácia	N;NOM;DEF;SG	N;NOM;FEM;PL
احتفالات	slávnosť	اِحتِفَال	slávnosť	N;NOM;INDF;PL	N;NOM;FEM;SG
احتفالات	osláv	اِحتِفَال	oslava	N;NOM;INDF;PL	N;GEN;FEM;PL
هابل	hubble	هابل	hubbľľa		N;INAN;NOM;MASC;SG
كوبر	cooper	كُوبِر	cooper		PROPN;ANIM;NOM;MASC;SG
الانتصار	víťazstvu	اِنتِصَار	víťazstvo	N;NOM;DEF;SG	N;DAT;NEUT;SG
الانتصار	víťazstva	اِنتِصَار	víťazstvo	N;NOM;DEF;SG	N;NOM;NEUT;PL
ستوكهولم	štokholmský	ستوكهولم	štokholmský		ADJ;INAN;NOM;MASC;SG
ستوكهولم	štokholmského	ستوكهولم	štokholmský		ADJ;GEN;NEUT;SG
الاختراع	vymýšľa	اِختِرَاع	vymýšľa	N;NOM;DEF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
الشغب	nepokoje	شَغَب	nepokoj	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
الشغب	riot	شَغَب	riot	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
الحضري	urban	حَضَرِيّ	urban		PROPN;ANIM;NOM;MASC;SG
الحضري	mestský	حَضَرِيّ	mestský		ADJ;ANIM;NOM;MASC;SG
الحضري	mestské	حَضَرِيّ	mestský		ADJ;NOM;NEUT;SG
الحضري	mestská	حَضَرِيّ	mestský		ADJ;NOM;FEM;SG
الدورية	hliadka	دَورِيّ	hliadka	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
المطالبة	nárokovať	مُطَالَبَة	nárokovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
رباعية	quad	رُبَاعِيّ	quad	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
رباعية	štvorka	رُبَاعِيّ	štvorka	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
رحيل	odlet	رَحِيل	odlet		N;INAN;NOM;MASC;SG
رحيل	odklon	رَحِيل	odklon		N;INAN;NOM;MASC;SG
رحيل	odchodu	رَحِيل	odchod		N;INAN;GEN;MASC;SG
رحيل	odchod	رَحِيل	odchod		N;INAN;NOM;MASC;SG
مختلفين	iný	مُختَلِف	iný	ADJ;ACC;INDF;MASC;PL	DET;ANIM;NOM;MASC;SG
مختلفين	rozdielne	مُختَلِف	rozdielny	ADJ;ACC;INDF;MASC;PL	ADV
مختلفين	rôzne	مُختَلِف	rôzny	ADJ;ACC;INDF;MASC;PL	ADJ;NOM;NEUT;SG
مختلفين	iná	مُختَلِف	iný	ADJ;ACC;INDF;MASC;PL	DET;NOM;FEM;SG
الرسومات	grafiku	رَسمَة	grafik	N;NOM;DEF;PL	N;ACC;FEM;SG
الرسومات	grafické	رَسمَة	grafický	N;NOM;DEF;PL	ADJ;NOM;NEUT;SG
الرسومات	grafika	رَسمَة	grafika	N;NOM;DEF;PL	N;NOM;FEM;SG
الاصطناعي	umelých	اِصطِنَاعِيّ	umelý	N;NOM;DEF;SG	ADJ;GEN;MASC;PL
الاصطناعي	umelé	اِصطِنَاعِيّ	umelý	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الاصطناعي	umelá	اِصطِنَاعِيّ	umelať	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الاصطناعي	umelý	اِصطِنَاعِيّ	umelý	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
الصوف	vlnu	صَوف	vln	N;NOM;DEF;SG	N;ACC;FEM;SG
الصوف	vlny	صَوف	vlna	N;NOM;DEF;SG	N;NOM;FEM;PL
نفسك	sebe	نفسك	seba		PRO;DAT;SG;REFL
نفسك	seba	نفسك	seba		PRO;ACC;SG;REFL
طقوس	obrad	طَقس	obrad	N;NOM;INDF;PL	N;INAN;NOM;MASC;SG
طقوس	rituál	طَقس	rituál	N;NOM;INDF;PL	N;INAN;NOM;MASC;SG
الاستهلاك	spotrebu	اِستِهلَاك	spotreba	N;NOM;DEF;SG	N;ACC;FEM;SG
الاستهلاك	spotreby	اِستِهلَاك	spotreby	N;NOM;DEF;SG	N;NOM;FEM;PL
الاستهلاك	odpisy	اِستِهلَاك	odpis	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
سباح	záchranár	سَبَّاح	záchranár	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
باراك	barack	بَارَاك	barack		N;ANIM;NOM;MASC;SG
باراك	barak	بَارَاك	barak		N;ANIM;NOM;MASC;SG
سبورت	športový	سَبُور	športový		ADJ;ANIM;NOM;MASC;SG
سبورت	šport	سَبُور	šport		N;INAN;NOM;MASC;SG
سبورت	sport	سَبُور	sport		PROPN;ANIM;NOM;MASC;SG
سبورت	športové	سَبُور	športový		ADJ;NOM;NEUT;SG
تنام	spánok	تنام	spánok	V;MASC;IMP;SG;FIN	N;INAN;NOM;MASC;SG
تنام	spanie	تنام	spanie	V;MASC;IMP;SG;FIN	N;NOM;NEUT;SG
تنام	spí	تنام	spať	V;MASC;IMP;SG;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
الالعاب	hier	لَعب	hier	N;NOM;DEF;PL	N;GEN;FEM;PL
البكر	nedotknuté	البكر	dotknutý		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ماسة	diamond	مَاسَّة	diamond		PROPN;ANIM;NOM;MASC;SG
ماسة	diamant	مَاسَّة	diamant		N;ANIM;NOM;MASC;SG
ويل	will	وِيل	will		
ويل	budú	وِيل	byť		V;IPFV;IND;PL;3;POS;FUT;FIN
ويل	bude	وِيل	byť		V;IPFV;IND;SG;3;POS;FUT;FIN
ويل	vôľa	وِيل	vôľa		N;NOM;FEM;SG
صدمة	šoku	صَدمَة	šok	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
اكتسبت	nadobudnuté	اِكتَسَب	nadobudnutý	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتسبت	získaná	اِكتَسَب	získaný	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
اكتسبت	získané	اِكتَسَب	získaný	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
عصفور	vtáčik	عُصفُور	vtáčik		N;ANIM;NOM;MASC;SG
عصفور	bird	عُصفُور	bird		PROPN;ANIM;NOM;MASC;SG
عصفور	vták	عُصفُور	vták		N;ANIM;NOM;MASC;SG
عصفور	vtáka	عُصفُور	vták		N;ANIM;ACC;MASC;SG
عصفور	sparrow	عُصفُور	sparrow		PROPN;ANIM;NOM;MASC;SG
نضال	boj	نِضَال	boj		N;INAN;NOM;MASC;SG
رشح	filter	رَشَح	filter	V;PFV;MASC;SG;3;ACT	N;INAN;NOM;MASC;SG
رشح	filtrovať	رَشَح	filtrovať	V;PFV;MASC;SG;3;ACT	V;IPFV;POS;NFIN
رشح	menovaný	رَشَح	menovaný	V;PFV;MASC;SG;3;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
رشح	nominovaný	رَشَح	nominovaný	V;PFV;MASC;SG;3;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
اليدين	ruky	يَد	ruka	N;ACC;DEF;DU	N;NOM;FEM;PL
اليدين	rúk	يَد	ruka	N;ACC;DEF;DU	N;GEN;FEM;PL
اليدين	rukami	يَد	ruka	N;ACC;DEF;DU	N;INS;FEM;PL
الوردي	pink	وَردِيّ	pink	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
الوردي	ružovú	وَردِيّ	ružový	N;NOM;DEF;SG	N;ACC;FEM;SG
الوردي	ružové	وَردِيّ	ružový	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الوردي	ružový	وَردِيّ	ružový	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG
الوردي	ružová	وَردِيّ	ružový	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المشروبات	pije	مَشرُوب	piť	N;NOM;DEF;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
المشروبات	pitie	مَشرُوب	pitie	N;NOM;DEF;PL	N;NOM;NEUT;SG
المشروبات	nápojov	مَشرُوب	nápoj	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
فريمان	freeman	فرِيمَان	freeman		N;ANIM;NOM;MASC;SG
ريانا	rihanna	رِيَان	rihanna		N;NOM;FEM;SG
تحلل	analyzovať	حَلَّل	analyzovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تحلل	analyzuje	حَلَّل	analyzovať	N;NOM;INDF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
تحلل	rozkladu	حَلَّل	rozklad	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
الجيولوجي	geológ	جِيُولُوجِيّ	geológ		N;ANIM;NOM;MASC;SG
الجيولوجي	geologické	جِيُولُوجِيّ	geologický		ADJ;NOM;NEUT;SG
ببطء	pomaličky	بَبَط	pomaličky	N;NOM;INDF;SG	ADV
ببطء	pomaly	بَبَط	pomaly	N;NOM;INDF;SG	ADV
ذكاء	inteligencia	ذَكَاء	inteligencia		N;NOM;FEM;SG
ذكاء	spravodajstvo	ذَكَاء	spravodajstvo		N;NOM;NEUT;SG
ذكاء	inteligenciu	ذَكَاء	inteligencia		N;ACC;FEM;SG
ذكاء	spravodajská	ذَكَاء	spravodajský		ADJ;NOM;FEM;SG
ذكاء	inteligentné	ذَكَاء	inteligentný		ADJ;NOM;NEUT;SG
ذكاء	inteligentná	ذَكَاء	inteligentný		ADJ;NOM;FEM;SG
ذكاء	inteligentný	ذَكَاء	inteligentný		ADJ;ANIM;NOM;MASC;SG
ذكاء	inteligentné	ذَكَاء	inteligentný		ADJ;NOM;NEUT;SG
ذكاء	múdry	ذَكَاء	múdry		ADJ;ANIM;NOM;MASC;SG
ذكاء	šikovný	ذَكَاء	šikovný		ADJ;ANIM;NOM;MASC;SG
ذكاء	smart	ذَكَاء	smart		N;INAN;NOM;MASC;SG
ذكاء	múdra	ذَكَاء	múdry		ADJ;NOM;FEM;SG
مولى	molly	مولى	molly		PROPN;NOM;FEM;SG
المثقفين	intelektuálov	مُثَقَّف	intelektuál	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
القبر	hrobke	قَبر	hrobka	N;NOM;DEF;SG	N;DAT;FEM;SG
القبر	hrobky	قَبر	hrobok	N;NOM;DEF;SG	N;NOM;FEM;PL
القبر	hrobku	قَبر	hrobok	N;NOM;DEF;SG	N;ACC;FEM;SG
القبر	hrobu	قَبر	hrob	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
القبر	hrobe	قَبر	hrob	N;NOM;DEF;SG	N;INAN;ESS;MASC;SG
بيغ	peg	بَيغَ	peg		N;INAN;NOM;MASC;SG
دستورية	ústavnosti	دُستُورِيّ	ústavnosť	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;PL
تاجر	predajcu	تَاجِر	predajca	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
اكبر	akbar	اكبر	akbar		N;ANIM;NOM;MASC;SG
اكبر	väčšia	اكبر	veľký		ADJ;NOM;CMPR;FEM;SG
اكبر	väčší	اكبر	veľký		ADJ;ANIM;NOM;CMPR;MASC;SG
اكبر	väčšie	اكبر	veľký		ADV;CMPR
مؤامرة	pozemku	مُؤَامَرَة	pozemok	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
كريستي	christy	كرِيستِي	christy		N;NOM;FEM;SG
هالة	hala	هالة	hať		N;NOM;FEM;SG
هالة	anomália	هالة	anomáliť		N;NOM;FEM;SG
هالة	anomálie	هالة	anomálie		N;NOM;FEM;PL
هالة	aura	هالة	auro		N;NOM;FEM;SG
هالة	halo	هالة	hať		INTJ
برهان	dôkazy	بُرهَان	dôkaz		N;INAN;NOM;MASC;PL
برهان	dôkaz	بُرهَان	dôkaz		N;INAN;NOM;MASC;SG
القراصنة	piráti	قُرصُنّ	pirát		N;ANIM;NOM;MASC;PL
القراصنة	pirátov	قُرصُنّ	pirát		N;ANIM;ACC;MASC;PL
مزدوجة	dvojitá	مُزدَوِج	dvojitý	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
مزدوجة	zdvojnásobiť	مُزدَوِج	zdvojnásobiť	ADJ;NOM;INDF;FEM;SG	V;IPFV;POS;NFIN
مزدوجة	double	مُزدَوِج	doubľať	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
درهم	aed	دِرهَم	aed		
الفواكه	ovocia	فَاكِهَة	ovoc	N;NOM;DEF;PL	N;GEN;NEUT;SG
الفواكه	plodov	فَاكِهَة	plod	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
الفواكه	ovocia	فَاكِهَة	ovoc	N;NOM;DEF;PL	N;GEN;NEUT;SG
مير	mir	مير	mir		PROPN;ANIM;NOM;MASC;SG
مير	mer	مير	mer		N;INAN;NOM;MASC;SG
تسوية	vyrovnania	تَسوِيَة	vyrovnanie	N;NOM;INDF;SG	N;NOM;NEUT;PL
تسوية	vyrovnať	تَسوِيَة	vyrovnať	N;NOM;INDF;SG	V;PFV;POS;NFIN
تسوية	usadiť	تَسوِيَة	usadiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تسوية	kompromisy	تَسوِيَة	kompromis	N;NOM;INDF;SG	N;NOM;FEM;PL
تسوية	kompromisné	تَسوِيَة	kompromisný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
تسوية	kompromisný	تَسوِيَة	kompromisný	N;NOM;INDF;SG	ADJ;INAN;NOM;MASC;SG
الالكتروني	elektronickej	إِلِكترُونِيّ	elektronický	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;FEM;SG
الكسندر	alexander	أَلِكسَندر	alexander		N;ANIM;NOM;MASC;SG
نشرة	bulletin	نَشرَة	bulletina	N;NOM;INDF;SG	N;NOM;FEM;PL
قزوين	kaspického	قَزوِين	kaspický	N;NOM;INDF;SG	ADJ;GEN;NEUT;SG
العملي	praktické	عَمَلِيّ	praktický		ADJ;NOM;NEUT;SG
العملي	praktický	عَمَلِيّ	praktický		ADJ;ANIM;NOM;MASC;SG
العملي	praktická	عَمَلِيّ	praktický		ADJ;NOM;FEM;SG
قادرين	schopný	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;ANIM;NOM;MASC;SG
قادرين	schopných	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;ANIM;GEN;MASC;PL
قادرين	schopná	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;FEM;SG
قادرين	schopné	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG
قادرين	schopný	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;ANIM;NOM;MASC;SG
قادرين	schopná	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;FEM;SG
قادرين	schopné	قَادِر	schopný	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG
تجاهل	ignorovať	تَجَاهُل	ignorovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تجاهل	zahodiť	تَجَاهُل	zahodiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تجاهل	ignorovali	تَجَاهُل	ignorovať	N;NOM;INDF;SG	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
تجاهل	ignorovať	تَجَاهُل	ignorovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تجاهل	ignorovala	تَجَاهُل	ignorovať	N;NOM;INDF;SG	V;IPFV;FEM;SG;POS;PST;V.PTCP
تجاهل	ignoroval	تَجَاهُل	ignorovať	N;NOM;INDF;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
هرتز	hertz	هرتز	hertz		PROPN;ANIM;NOM;MASC;SG
استقالة	rezignáciu	اِستِقَالَة	rezignácia	N;NOM;INDF;SG	N;ACC;FEM;SG
محامي	právnik	مُحَامِي	právnik	N;NOM;INDF;PL	N;ANIM;NOM;MASC;SG
محامي	právnika	مُحَامِي	právnik	N;NOM;INDF;PL	N;ANIM;ACC;MASC;SG
محامي	advokát	مُحَامِي	advokát	N;NOM;INDF;PL	N;ANIM;NOM;MASC;SG
كيفن	kevina	كِيفِن	kevina		N;ANIM;ACC;MASC;SG
كيفن	kevin	كِيفِن	kevin		PROPN;ANIM;NOM;MASC;SG
مارسيليا	marseille	مارسيليا	marseille		ADV
مارسيليا	marseilles	مارسيليا	marseilles		N;NOM;FEM;SG
المثالي	ideál	مِثَالِي	ideál	ADJ;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
المثالي	ideálne	مِثَالِي	ideálny	ADJ;NOM;DEF;MASC;SG	ADV
القطعة	kusu	قُطعَة	kus	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
القطعة	segmentu	قُطعَة	segment	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
المعارضين	súperov	مُعَارِض	súper	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
المعارضين	oponentov	مُعَارِض	oponent	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
افراد	jedincov	فَرد	jedinec	N;NOM;INDF;PL	N;ANIM;GEN;MASC;PL
افراد	jednotlivcov	فَرد	jednotlivec	N;NOM;INDF;PL	N;ANIM;ACC;MASC;PL
التسمم	otravy	تَسَمُّم	otrava	N;NOM;DEF;SG	N;NOM;FEM;PL
التسمم	otravu	تَسَمُّم	otrava	N;NOM;DEF;SG	N;ACC;FEM;SG
حليب	mlieka	حليب	mlieko	N;NOM;INDF;SG	N;NOM;NEUT;PL
المعتقلين	zadržaných	مُعتَقَل	zadržaný	N;NOM;DEF;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
المعتقلين	väzňov	مُعتَقَل	väzeň	N;NOM;DEF;PL	N;ANIM;GEN;MASC;PL
مطلق	rozviedla	مُطلَق	rozviesť	ADJ;NOM;INDF;MASC;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
النظير	partnerského	نَظِير	partnerský	N;NOM;DEF;SG	ADJ;GEN;NEUT;SG
مناهضة	anti	مُنَاهَضَة	ant	N;NOM;INDF;SG	
بندقية	pušku	بُندُقِيَّة	puška	N;NOM;INDF;SG	N;ACC;FEM;SG
المعيشة	žijúci	مَعِيشَة	žijúci	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
المعيشة	žijúce	مَعِيشَة	žijúci	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
المعيشة	žiť	مَعِيشَة	žiť	N;NOM;DEF;SG	V;IPFV;POS;NFIN
جنائية	trestných	جِنَائِيّ	trestný	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
جنائية	zločinec	جِنَائِيّ	zločinec	ADJ;NOM;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
السامي	sami	سَامِي	sám	N;NOM;DEF;SG	DET;ANIM;NOM;MASC;PL
منارة	majáku	منارة	maják	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
حفرة	diery	حَفرَة	diera	N;NOM;INDF;SG	N;NOM;FEM;PL
حفرة	hole	حَفرَة	hole	N;NOM;INDF;SG	PROPN;NOM;FEM;SG
اسفل	down	أَسفَل	down		
اسفل	nadol	أَسفَل	nadol		ADV
اسفل	dolu	أَسفَل	dolu		ADV
