الكرامة	αξιοπρέπεια	كَرَامَة	αξιοπρέπεια	N;NOM;DEF;SG	N;ACC;FEM;SG
اكتسبت	αποκτήθηκε	اِكتَسَب	αποκτώ	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
اكتسبت	κεκτημένα	اِكتَسَب	κεκτημένος	V;PFV;FEM;SG;3;ACT	N;NOM;NEUT;PL
عصفور	μπερντ	عُصفُور	μπερντ		N
عصفور	πουλί	عُصفُور	πουλί		N;NOM;NEUT;SG
عصفور	πτηνό	عُصفُور	πτηνός		N;NOM;NEUT;SG
عصفور	σπάροου	عُصفُور	σπάροο		N;NOM;MASC;SG
عصفور	σπουργίτι	عُصفُور	σπουργίτι		N;NOM;NEUT;SG
نضال	αγώνας	نِضَال	αγώνας		N;NOM;MASC;SG
نضال	πάλη	نِضَال	πάλη		N;NOM;FEM;SG
مقدسة	ιερά	مُقَدَّس	ιερός	ADJ;NOM;INDF;FEM;SG	ADV
مقدسة	ιερό	مُقَدَّس	ιερός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
رشح	φίλτρο	رَشَح	φίλτρο	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
اليدين	χέρια	يَد	χέρι	N;ACC;DEF;DU	N;NOM;NEUT;PL
التنافس	αντιπαλότητα	تَنَافُس	αντιπαλότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
فريمان	φρίμαν	فرِيمَان	φρίμω		
كثيفة	πυκνό	كَثِيف	πυκνός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
الجيولوجي	γεωλόγος	جِيُولُوجِيّ	γεωλόγος		N;NOM;MASC;SG
الجيولوجي	γεωλογική	جِيُولُوجِيّ	γεωλογικός		ADJ;NOM;FEM;SG
ببطء	αργά	بَبَط	αργά	N;NOM;INDF;SG	ADV
ذكاء	εξυπνάδα	ذَكَاء	εξυπνάδα		N;NOM;FEM;SG
ذكاء	ευφυία	ذَكَاء	ευφυία		N;NOM;FEM;SG
ذكاء	νοημοσύνη	ذَكَاء	νοημοσύνη		N;NOM;FEM;SG
ذكاء	έξυπνη	ذَكَاء	έξυπνος		ADJ;NOM;FEM;SG
ذكاء	ευφυής	ذَكَاء	ευφυής		ADJ;NOM;MASC;SG
ذكاء	ευφυή	ذَكَاء	ευφυή		ADV
ذكاء	έξυπνος	ذَكَاء	έξυπνος		ADJ;NOM;MASC;SG
ذكاء	έξυπνο	ذَكَاء	έξυπνο		ADJ;NOM;NEUT;SG
ذكاء	έξυπνη	ذَكَاء	έξυπνος		ADJ;NOM;FEM;SG
ذكاء	smart	ذَكَاء	smart		
ذكاء	έξυπνος	ذَكَاء	έξυπνος		ADJ;NOM;MASC;SG
مولى	μόλυ	مولى	μόλυ		ADV
مولى	molly	مولى	molly		
مولى	μόλι	مولى	μόλι		
مولى	μόλλυ	مولى	μόλλ		ADV
المثقفين	διανοούμενοι	مُثَقَّف	διανοούμενος	N;NOM;DEF;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
القبر	τάφο	قَبر	τάφος	N;NOM;DEF;SG	N;ACC;MASC;SG
القبر	τάφο	قَبر	τάφος	N;NOM;DEF;SG	N;ACC;MASC;SG
بيغ	πεγκ	بَيغَ	πεγκ		
دستورية	συνταγματικότητα	دُستُورِيّ	συνταγματικότητα	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
دستورية	συνταγματικά	دُستُورِيّ	συνταγματικά	ADJ;NOM;INDF;FEM;SG	ADV
اكبر	ακμπάρ	اكبر	ακμπάρ		
اكبر	μεγαλύτερος	اكبر	μεγάλος		ADJ;NOM;CMPR;MASC;SG
اكبر	μεγαλύτερο	اكبر	μεγάλος		ADJ;NOM;CMPR;NEUT;SG
اكبر	μεγαλύτερη	اكبر	μεγάλος		ADJ;NOM;CMPR;FEM;SG
كريستي	κρίστι	كرِيستِي	κρίστι		
كريستي	christy	كرِيستِي	christy		
رقمي	ψηφιακά	رَقَمِيّ	ψηφιακά	ADJ;NOM;INDF;MASC;SG	ADV
رقمي	ψηφιακές	رَقَمِيّ	ψηφιακός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
رقمي	digital	رَقَمِيّ	digital	ADJ;NOM;INDF;MASC;SG	
هالة	χάλα	هالة	χάλα		N
هالة	ανωμαλία	هالة	ανωμαλία		N;NOM;FEM;SG
هالة	αύρα	هالة	αύρα		N;NOM;FEM;SG
هالة	φωτοστέφανο	هالة	φωτοστέφανος		N;NOM;NEUT;SG
برهان	αποδείξεις	بُرهَان	απόδειξη		N;NOM;FEM;PL
برهان	απόδειξη	بُرهَان	απόδειξη		N;ACC;FEM;SG
القراصنة	πειρατές	قُرصُنّ	πειρατής		N;NOM;MASC;PL
مزدوجة	διπλή	مُزدَوِج	διπλός	ADJ;NOM;INDF;FEM;SG	NUM;NOM;FEM;SG
مزدوجة	διπλό	مُزدَوِج	διπλός	ADJ;NOM;INDF;FEM;SG	NUM;NOM;NEUT;SG
مزدوجة	διπλά	مُزدَوِج	διπλός	ADJ;NOM;INDF;FEM;SG	NUM;NOM;NEUT;PL
مزدوجة	διπλός	مُزدَوِج	διπλός	ADJ;NOM;INDF;FEM;SG	DET;NOM;DEF;MASC;SG
الاستراتيجي	στρατηγικό	إِسترَاتِيجِيّ	στρατηγικό	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;SG
الفواكه	καρπός	فَاكِهَة	καρπός	N;NOM;DEF;PL	N;NOM;MASC;SG
الفواكه	φρούτο	فَاكِهَة	φρούτος	N;NOM;DEF;PL	N;NOM;NEUT;SG
مير	μιρ	مير	μιρ		
مير	μερ	مير	μερ		
تسوية	διακανονισμού	تَسوِيَة	διακανονισμός	N;NOM;INDF;SG	N;GEN;MASC;SG
تسوية	διευθέτηση	تَسوِيَة	διευθέτηση	N;NOM;INDF;SG	N;ACC;FEM;SG
تسوية	συμβιβασμοί	تَسوِيَة	συμβιβασμός	N;NOM;INDF;SG	N;NOM;MASC;PL
تسوية	συμβιβασμό	تَسوِيَة	συμβιβασμός	N;NOM;INDF;SG	N;ACC;MASC;SG
تسوية	συμβιβαστική	تَسوِيَة	συμβιβαστικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
الالكتروني	ηλεκτρονικά	إِلِكترُونِيّ	ηλεκτρονικά	ADJ;NOM;DEF;MASC;SG	ADV
حراري	θερμικές	حراري	θερμικός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
الكسندر	αλεξάντερ	أَلِكسَندر	αλεξάντερ		PROPN;NOM;MASC;SG
الكسندر	αλέξανδρε	أَلِكسَندر	αλεξάνω		V;IPFV;IND;SG;1;PST;FIN;ACT
الكسندر	αλέξανδρος	أَلِكسَندر	αλέξανδρος		PROPN;NOM;MASC;SG
قزوين	κασπία	قَزوِين	κασπία	N;NOM;INDF;SG	PROPN;ACC;FEM;SG
العملي	πρακτικά	عَمَلِيّ	πρακτικά		ADV
العملي	πρακτική	عَمَلِيّ	πρακτικός		ADJ;NOM;FEM;SG
العملي	πρακτικός	عَمَلِيّ	πρακτικός		ADJ;NOM;MASC;SG
العملي	πρακτικό	عَمَلِيّ	πρακτικός		ADJ;NOM;NEUT;SG
قادرين	ικανός	قَادِر	ικανός	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;MASC;SG
قادرين	ικανό	قَادِر	ικανός	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;NEUT;SG
قادرين	ικανή	قَادِر	ικανός	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;FEM;SG
تجاهل	αγνοήστε	تَجَاهُل	αγνόώ	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
تجاهل	αγνόησε	تَجَاهُل	αγνοώ	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
تجاهل	αγνοήσω	تَجَاهُل	αγνοώ	N;NOM;INDF;SG	V;PFV;IND;SG;1;FIN;ACT
تجاهل	απόρριψη	تَجَاهُل	απόρριψη	N;NOM;INDF;SG	N;ACC;FEM;SG
تجاهل	αγνόησε	تَجَاهُل	αγνοώ	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
هرتز	χερτζ	هرتز	χερτζ		NUM
استقالة	παραίτηση	اِستِقَالَة	παραίτηση	N;NOM;INDF;SG	N;ACC;FEM;SG
محامي	δικηγόρος	مُحَامِي	δικηγόρος	N;NOM;INDF;PL	N;NOM;MASC;SG
محامي	δικηγόρο	مُحَامِي	δικηγόρος	N;NOM;INDF;PL	N;ACC;MASC;SG
كيفن	κέβιν	كِيفِن	κέβιν		
مارسيليا	μασσαλία	مارسيليا	μασσαλία		PROPN;ACC;FEM;SG
المثالي	ιδανικά	مِثَالِي	ιδανικός	ADJ;NOM;DEF;MASC;SG	ADV
المعارضين	αντιπάλους	مُعَارِض	αντίπαλος	N;NOM;DEF;PL	N;ACC;MASC;PL
المعارضين	αντίπαλοι	مُعَارِض	αντίπαλος	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
التسمم	δηλητηριάσεις	تَسَمُّم	δηλητηρίαση	N;NOM;DEF;SG	N;NOM;FEM;PL
التسمم	δηλητηρίαση	تَسَمُّم	δηλητηρίαση	N;NOM;DEF;SG	N;ACC;FEM;SG
المعتقلين	κρατουμένων	مُعتَقَل	κρατούμενος	N;NOM;DEF;PL	N;GEN;MASC;PL
مطلق	χωρισμένος	مُطلَق	χωρισμένος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مطلق	χωρισμένη	مُطلَق	χωρίζω	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
مطلق	χωρισμένοι	مُطلَق	χωρισμένος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
مطلق	διαζύγιο	مُطلَق	διαζύγιο	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
النظير	ομόλογό	نَظِير	ομόλογο	N;NOM;DEF;SG	N;ACC;MASC;SG
مناهضة	αντι	مُنَاهَضَة	αντι	N;NOM;INDF;SG	
المعيشة	ζώντας	مَعِيشَة	ζών	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
الاكتشاف	ανακάλυψη	اِكتِشَاف	ανακάλυψη	N;NOM;DEF;SG	N;ACC;FEM;SG
العقاقير	ναρκωτικά	عَقَّار	ναρκωτικά	N;NOM;DEF;PL	ADV
جنائية	κακοποιός	جِنَائِيّ	κακοποιός	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
جنائية	εγκληματίας	جِنَائِيّ	εγκληματίας	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
السامي	σάμι	سَامِي	σάμι	N;NOM;DEF;SG	
منارة	φάρο	منارة	φάρος	N;NOM;INDF;SG	PROPN;NOM;MASC;SG
اسفل	down	أَسفَل	down		
اسفل	κάτω	أَسفَل	κάτω		ADV
اسفل	κατω	أَسفَل	κατω		ADV
المستوطنات	οικισμούς	مُستَوطَنَة	οικισμός	N;NOM;DEF;PL	N;ACC;MASC;PL
خلع	εξάρθρωση	خَلع	εξάρθρωση	N;NOM;INDF;SG	N;ACC;FEM;SG
دوس	dos	دُوسَ	dos		
متطورة	σοφιστικέ	مُتَطَوِّر	σοφιστικός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
هوندا	honda	هوندا	honda		
الجرحى	πληγωμένος	جَرِيح	πληγωμένος	N;NOM;DEF;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
الجرحى	πληγωμένη	جَرِيح	πληγώνω	N;NOM;DEF;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
الجرحى	τραυματίας	جَرِيح	τραυματίας	N;NOM;DEF;PL	N;NOM;FEM;SG
الجرحى	τραυματισμένος	جَرِيح	τραυματισμένος	N;NOM;DEF;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
الكوميدي	κωμικός	كُومِيدِيّ	κωμικός		ADJ;NOM;MASC;SG
الكوميدي	κωμικό	كُومِيدِيّ	κωμικός		ADJ;NOM;NEUT;SG
كلير	claire	كلير	claire		
كلير	κλερ	كلير	κλερ		
كلير	κλαιρ	كلير	κλαιρ		
تراكم	συσσώρευση	تَرَاكُم	συσσώρευση	N;NOM;INDF;SG	N;ACC;FEM;SG
الناتو	νατο	الناتو	νατος		N
الناتو	nato	الناتو	nato		
الاستثمارات	επένδυση	اِستِثمَار	επένδυση	N;NOM;DEF;PL	N;ACC;FEM;SG
الاستثمارات	επενδύσεων	اِستِثمَار	επένδυση	N;NOM;DEF;PL	N;GEN;FEM;PL
المضيف	ξενιστής	مُضِيف	ξενιστής	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
المضيف	υποδοχής	مُضِيف	υποδοχή	ADJ;NOM;DEF;MASC;SG	N;GEN;FEM;SG
المضيف	παρουσιαστής	مُضِيف	παρουσιαστής	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
المضيف	οικοδεσπότης	مُضِيف	οικοδεσπότης	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
تقليدي	παραδοσιακά	تَقلِيدِيّ	παραδοσιακός	ADJ;NOM;INDF;MASC;SG	ADV
تقليدي	παραδοσιακές	تَقلِيدِيّ	παραδοσιακός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
تقليدي	κλασσικά	تَقلِيدِيّ	κλασσικός	ADJ;NOM;INDF;MASC;SG	ADV
تقليدي	κλασικά	تَقلِيدِيّ	κλασικός	ADJ;NOM;INDF;MASC;SG	ADV
غارسيا	garcia	غارسيا	garcia		
غارسيا	γκαρσία	غارسيا	γκαρσία		
رويال	βασιλικός	رويال	βασιλικός		ADJ;NOM;MASC;SG
رويال	βασιλικό	رويال	βασιλικός		ADJ;NOM;NEUT;SG
رويال	βασιλική	رويال	βασιλικός		ADJ;NOM;FEM;SG
رويال	royal	رويال	royal		
رويال	ρόγιαλ	رويال	ρόγιαλ		
شهيد	μάρτυρα	شَهِيد	μάρτυρα	N;NOM;INDF;SG	N;ACC;MASC;SG
بالتحديد	συγκεκριμένα	بِ	συγκεκριμένα	N;GEN;DEF;SG	ADV
العامية	αργκό	عَامِيَّة	αργκό	N;NOM;DEF;SG	N;ACC;FEM;SG
هدية	παρόντες	هَدِيَّة	παρών	N;NOM;INDF;SG	ADJ;NOM;MASC;PL
هدية	παρούσα	هَدِيَّة	παρών	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
انتقادات	κριτική	اِنتِقَاد	κριτική	N;NOM;INDF;PL	N;ACC;FEM;SG
انتقادات	κριτική	اِنتِقَاد	κριτική	N;NOM;INDF;PL	N;ACC;FEM;SG
تشعر	νιώθω	شَعَر	νιώθω	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
تشعر	νιώσε	شَعَر	νιώνω	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
ملاك	άγγελος	ملاك	άγγελος		N;NOM;MASC;SG
ملاك	αγγελος	ملاك	αγγελος		N;NOM;MASC;SG
ملاك	έιντζελ	ملاك	έιντζελ		
ملاك	angel	ملاك	angel		
حشرات	μπαγκς	حَشَرَة	μπαγκς	N;NOM;INDF;PL	
يضرب	χτυπήματα	ضَرَب	χτύπημα	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;PL
تطالب	απαιτητική	طَالَب	απαιτητικός	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;SG
تطالب	απαιτητικό	طَالَب	απαιτητικός	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;NEUT;SG
الدخان	καπνό	دَخَّان	καπνό	N;NOM;DEF;SG	N;ACC;MASC;SG
الجزاء	ποινή	جَزَاء	ποινή	N;NOM;DEF;SG	N;ACC;FEM;SG
الجزاء	πέναλτι	جَزَاء	πέναλτι	N;NOM;DEF;SG	
الاعتقال	σύλληψη	اِعتِقَال	σύλληψη	N;NOM;DEF;SG	N;ACC;FEM;SG
الاعتقال	κράτησης	اِعتِقَال	κράτηση	N;NOM;DEF;SG	N;GEN;FEM;SG
الاعتقال	τιμωρία	اِعتِقَال	τιμωρία	N;NOM;DEF;SG	N;ACC;FEM;SG
المستقيم	πρωκτό	مُستَقِيم	πρωκτό		N;ACC;MASC;SG
خلاصة	αφηρημένη	خُلَاصَة	αφηρημένος	N;NOM;INDF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
خلاصة	αφηρημένος	خُلَاصَة	αφηρημένος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
الصوفي	mystic	صُوفِيّ	mystic		
الوفاق	συμφιλίωση	وِفَاق	συμφιλίωση	N;NOM;DEF;SG	N;ACC;FEM;SG
متصفح	browser	متصفح	browser	N;NOM;INDF;SG	
سماء	ουρανού	سَمَاء	ουρανός	N;NOM;INDF;SG	N;GEN;NEUT;SG
سماء	ουρανός	سَمَاء	ουρανός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
سماء	ουρανό	سَمَاء	ουρανός	N;NOM;INDF;SG	N;ACC;MASC;SG
سماء	s	سَمَاء	s	N;NOM;INDF;SG	
سماء	σκάι	سَمَاء	σκάι	N;NOM;INDF;SG	
سماء	ουρανοί	سَمَاء	ουρανός	N;NOM;INDF;SG	N;NOM;MASC;PL
سماء	ουρανός	سَمَاء	ουρανός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
سماء	ουρανούς	سَمَاء	ουρανός	N;NOM;INDF;SG	N;ACC;MASC;PL
حقا	πραγματικά	حَقّ	πραγματικά	N;NOM;INDF;SG	ADV
مساكن	στέγαση	مَسكَن	στέγαση	N;NOM;INDF;PL	N;ACC;FEM;SG
مساكن	στέγασης	مَسكَن	στέγαση	N;NOM;INDF;PL	N;GEN;FEM;SG
فو	φου	فو	φου		
بنيامين	benjamin	بِنيَامِين	benjamin		
بنيامين	μπέντζαμιν	بِنيَامِين	μπέντζαμιν		
نبيلة	ευγενής	نَبِيل	ευγενής		ADJ;NOM;MASC;SG
نبيلة	ευγενή	نَبِيل	ευγενής		ADV
نبيلة	νομπλ	نَبِيل	νομπλ		N
نبيلة	ευγενείς	نَبِيل	ευγενής		ADJ;NOM;MASC;PL
نبيلة	ευγενές	نَبِيل	ευγενής		ADJ;NOM;NEUT;SG
يثير	αυξήσεις	أَثَار	αύξηση	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;PL
الزهري	σύφιλη	زِهرِيّ	σύφιλος		N;NOM;FEM;SG
ترمز	συμβολίζουν	رَمَز	συμβολίζω	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
الميثاق	συμπαγή	مِيثَاق	συμπαγή	N;NOM;DEF;SG	ADV
الميثاق	χάρτη	مِيثَاق	χάρτης	N;NOM;DEF;SG	N;ACC;MASC;SG
الانتقادات	κριτική	اِنتِقَاد	κριτική	N;NOM;DEF;PL	N;ACC;FEM;SG
الانتقادات	κριτική	اِنتِقَاد	κριτική	N;NOM;DEF;PL	N;ACC;FEM;SG
باز	μπαζ	بَاز	μπαζ		
البيضاوي	οβάλ	بَيضَاوِيّ	οβάλ		N;NOM;NEUT;PL
هجر	εγκατάλειψη	هَجر	εγκατάλειψη		N;ACC;FEM;SG
زيمبابوي	ζιμπάμπουε	زِيمبَابوِي	ζιμπάμπω		PROPN;NOM;FEM;SG
تقوية	ενδυνάμωση	تَقوِيَة	ενδυνάμωση	N;NOM;INDF;SG	N;ACC;FEM;SG
ناس	ατομα	نَاسِي	ατομα		N;NOM;NEUT;PL
ناس	ανθρωποι	نَاسِي	ανθρώπος		N;NOM;MASC;PL
ناس	άνθρωποι	نَاسِي	άνθρωπος		N;NOM;MASC;PL
ناس	κόσμος	نَاسِي	κόσμος		N;NOM;MASC;SG
ناس	άτομα	نَاسِي	άτομο		N;NOM;NEUT;PL
ناس	ανθρώπους	نَاسِي	άνθρωπος		N;ACC;MASC;PL
قزم	ξωτικό	قَزَّم	ξωτικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
قزم	gnome	قَزَّم	gnome	N;NOM;INDF;SG	
تشارلي	τσάρλι	تشَارلِي	τσάρλι		PROPN;NOM;MASC;SG
تشارلي	charlie	تشَارلِي	charlie		
تشارلي	τσάρλυ	تشَارلِي	τσάρλυ		PROPN;NOM;MASC;SG
بدوي	μπαντάουι	بدوي	μπαντώ		N;NOM;NEUT;SG
القيادات	ηγεσία	قِيَادَة	ηγεσία	N;NOM;DEF;PL	N;ACC;FEM;SG
القيادات	αρχηγία	قِيَادَة	αρχηγία	N;NOM;DEF;PL	N;ACC;FEM;SG
فاتح	φως	فاتح	φως		N;NOM;NEUT;SG
فاتح	light	فاتح	light		
فاتح	ελαφρύ	فاتح	ελαφρύ		N;NOM;NEUT;SG
فاتح	ελαφριά	فاتح	ελαφριά		ADJ;NOM;FEM;SG
فاتح	φώς	فاتح	φώς		N;NOM;NEUT;SG
فاتح	φατίχ	فاتح	φατίχ		
جيرسي	τζέρσεϋ	جِيرسِي	τζέρω		
جيرسي	τζέρσεϊ	جِيرسِي	τζέρω		
جيرسي	τζέρσι	جِيرسِي	τζέρσι		
جيرسي	jersey	جِيرسِي	jersey		
جيرسي	φανέλα	جِيرسِي	φανέλα		N;NOM;FEM;SG
نيوكاسل	newcastle	نِيُوكَاسل	newcastle		
ضرر	ζημία	ضَرَّر	ζημία	N;NOM;INDF;SG	N;ACC;FEM;SG
ضرر	βλάβη	ضَرَّر	βλάβη	N;NOM;INDF;SG	N;ACC;FEM;SG
ضرر	ζημίες	ضَرَّر	ζημία	N;NOM;INDF;SG	N;NOM;FEM;PL
ضرر	ζημιές	ضَرَّر	ζημιά	N;NOM;INDF;SG	N;NOM;FEM;PL
ضرر	ζημιά	ضَرَّر	ζημιά	N;NOM;INDF;SG	N;ACC;FEM;SG
الموضة	μόδας	مُوضَة	μόδος	N;NOM;DEF;SG	N;GEN;FEM;SG
متكرر	επαναλαμβανόμενη	مُتَكَرِّر	επαναλαμβανόμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
متكرر	επαναλαμβάνεται	مُتَكَرِّر	επαναλαμβάνω	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
متكرر	επαναλαμβανόμενο	مُتَكَرِّر	επαναλαμβανόμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
متكرر	επαναλαμβανόμενες	مُتَكَرِّر	επαναλαμβανόμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
متكرر	επαναλαμβανόμενη	مُتَكَرِّر	επαναλαμβανόμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
متكرر	επαναλαμβανόμενη	مُتَكَرِّر	επαναλαμβανόμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
متكرر	επαναλαμβανόμενο	مُتَكَرِّر	επαναλαμβανόμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
التحضير	προπαρασκευή	تَحضِير	προπαρασκευή	N;NOM;DEF;SG	N;ACC;FEM;SG
التحضير	προετοιμασία	تَحضِير	προετοιμασία	N;NOM;DEF;SG	N;ACC;FEM;SG
التحضير	προετοιμασία	تَحضِير	προετοιμασία	N;NOM;DEF;SG	N;ACC;FEM;SG
جوليان	τζούλιαν	جوليان	τζούλιαν		
جوليان	julian	جوليان	julian		
الصنوبر	πάιν	صُنُوبِر	πάιν	N;NOM;DEF;SG	
توت	μούρα	تَوتَ	μούρα		N;NOM;NEUT;PL
توت	βατόμουρα	تَوتَ	βατόμουρα		N;NOM;NEUT;PL
توت	τουταγχαμών	تَوتَ	τουταγχαμός		N;GEN;MASC;PL
بيني	πένι	بَينِيّ	πένι		
بيني	πέννυ	بَينِيّ	πέννυ		PROPN;NOM;FEM;SG
بيني	penny	بَينِيّ	penny		
بيني	πένυ	بَينِيّ	πένυ		PROPN;NOM;FEM;SG
مولود	γεννήθηκα	مولود	γεννώ	N;NOM;INDF;SG	V;PFV;IND;SG;1;PST;FIN;PASS
مولود	γεννημένος	مولود	γεννημένος	N;NOM;INDF;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مولود	γεννήθηκε	مولود	γεννώ	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
مولود	γεννηθείς	مولود	γεννηθής	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
العاصفة	στορμ	عَاصِفَة	στορμ	N;NOM;DEF;SG	
الكهنة	παπάδες	كُهنَة	παπάδα	N;NOM;DEF;SG	N;NOM;MASC;PL
الكهنة	ιερείς	كُهنَة	ιερώ	N;NOM;DEF;SG	N;NOM;MASC;PL
مربعة	τετράγωνο	مُرَبَّع	τετράγωνος	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
مربعة	πλατεία	مُرَبَّع	πλατεία	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
العمالة	εργατικό	عَمَالَة	εργατικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
العمالة	απασχόληση	عَمَالَة	απασχόληση	N;NOM;DEF;SG	N;ACC;FEM;SG
العمالة	απασχόλησης	عَمَالَة	απασχόληση	N;NOM;DEF;SG	N;GEN;FEM;SG
فارغة	άδειο	فارغة	άδειο	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
فارغة	κενό	فارغة	κενό	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
فارغة	άδεια	فارغة	άδεια	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
فارغة	κενό	فارغة	κενό	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
الرجم	λιθοβολισμό	رَجم	λιθοβολισμός	N;NOM;DEF;SG	N;ACC;MASC;SG
خطية	γραπτές	خَطِّيّ	γραπτός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
خطية	γραπτή	خَطِّيّ	γραπτός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
خطية	γράφτηκε	خَطِّيّ	γράφτω	ADJ;NOM;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
خطية	γραμμένα	خَطِّيّ	γραμμένος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
خطية	γράψει	خَطِّيّ	γράψει	ADJ;NOM;INDF;FEM;SG	V;PFV;NFIN;ACT
خطية	γραμμένο	خَطِّيّ	γραμμένος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
الخميني	χομεϊνί	خَمِينِيّ	χομεϊνί		PROPN;NOM;MASC;SG
انجلترا	αγγλία	إِنجِلتِرَا	αγγλία		PROPN;ACC;FEM;SG
وود	ξύλο	وَودَ	ξύλο		N;NOM;NEUT;SG
وود	ξυλεία	وَودَ	ξυλεία		N;NOM;FEM;SG
سعيدة	ευτυχισμένη	سَعِيد	ευτυχίζω	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
سعيدة	ευτυχισμένος	سَعِيد	ευτυχισμένος	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
القفز	άλματα	قَفز	άλμα	N;NOM;DEF;SG	N;NOM;NEUT;PL
