から	fra	から	fra	CONJ	ADV
怒り	vrede	怒り	vred	V	ADJ;PL
怒り	vrede	怒り	vred	V	ADJ;PL
怒り	gal	怒り	gal	V	ADJ;INDF;MASC+FEM;SG
怒り	sur	怒り	sur	V	ADJ;INDF;MASC+FEM;SG
怒り	vred	怒り	vride	V	ADJ;INDF;MASC+FEM;SG
ブー	bøh	ブー	bøh	PROPN	
ブー	boo	ブー	boo	PROPN	
女	girl	女	girl	N	
トレード	samhandel	トレード	samhandel	V	N;INDF;MASC+FEM;SG
トレード	bytte	トレード	bytte	V	N;INDF;MASC+FEM;SG
トレード	handel	トレード	handel	V	N;INDF;MASC+FEM;SG
トレード	trade	トレード	trade	V	
神田	kanda	神田	kanda	PROPN	N;INDF;NEUT;SG
商人	handlende	商人	handle	N	V;PRS;V.PTCP
商人	handlende	商人	handle	N	V;PRS;V.PTCP
外観	fremtræden	外観	fremtræde	N	V;V.MSDR
外観	se	外観	se	N	V;NFIN;ACT
近衛	konoe	近衛	kono	PROPN	
エイト	otte	エイト	otte	PROPN	NUM
奨励	opmuntring	奨励	opmuntring	V	N;INDF;MASC+FEM;SG
奨励	tilskyndelse	奨励	tilskyndelse	V	N;INDF;MASC+FEM;SG
通勤	pendler	通勤	pende	N	V;IND;PRS;FIN;ACT
通勤	pendler	通勤	pende	N	V;IND;PRS;FIN;ACT
セラ	sera	セラ	sera	PROPN	N;INDF;MASC+FEM;SG
パンチ	punch	パンチ	punch	N	
シャルル	charles	シャルル	charles	PROPN	N;INDF;MASC+FEM;SG
シルバー	sølvfarvet	シルバー	sølvfarvet	N	V;INDF;SG;PST;V.PTCP
シルバー	silver	シルバー	silve	N	
救助	redning	救助	redning	V	N;INDF;MASC+FEM;SG
救助	undsætning	救助	undsætning	V	N;INDF;MASC+FEM;SG
救助	rednings	救助	redning	V	N;INDF;MASC+FEM;SG
救助	redningsaktion	救助	redningsaktion	V	N;INDF;MASC+FEM;SG
やす	lette	やす	let	PROPN	ADJ;PL
やす	lethed	やす	lethed	PROPN	N;INDF;MASC+FEM;SG
ジョージア	georgia	ジョージア	georgia	PROPN	
ジョージア	georgien	ジョージア	georgi	PROPN	PROPN
グレイ	gråt	グレイ	grå	PROPN	ADJ;INDF;NEUT;SG
グレイ	gray	グレイ	gray	PROPN	
グレイ	grå	グレイ	grå	PROPN	ADJ;INDF;SG
グレイ	gråt	グレイ	grå	PROPN	ADJ;INDF;NEUT;SG
グレイ	grå	グレイ	grå	PROPN	ADJ;INDF;SG
グレイ	grey	グレイ	grey	PROPN	
チェンジ	ændr	チェンジ	ændr	N	V;IMP
デル	del	デル	del	PROPN	N;INDF;MASC+FEM;SG
デル	dell	デル	dell	PROPN	
働く	arbejdende	働く	arbejde	V	ADJ
働く	arbejde	働く	arbejde	V	N;INDF;NEUT;SG
ディン	dinh	ディン	dinh	PROPN	N;INDF;NEUT;SG
アルバ	alba	アルバ	alba	PROPN	N;INDF;MASC+FEM;SG
アルバ	aruba	アルバ	aruba	PROPN	
加賀	kaga	加賀	kaga	PROPN	
ゲイ	homoseksuel	ゲイ	homoseksuel	N	ADJ;INDF;MASC+FEM;SG
ゲイ	gay	ゲイ	gay	N	
森林	forest	森林	forest	N	
グレート	fantastisk	グレート	fantastisk	PROPN	ADJ;INDF;SG
グレート	fedt	グレート	fedt	PROPN	ADJ;INDF;NEUT;SG
グレート	stor	グレート	stor	PROPN	ADJ;INDF;MASC+FEM;SG
グレート	skønt	グレート	skøn	PROPN	ADJ;INDF;NEUT;SG
グレート	herligt	グレート	herlig	PROPN	ADJ;INDF;NEUT;SG
混合	blandede	混合	blande	N	V;PL;PST;V.PTCP
混合	blandet	混合	blande	N	V;INDF;SG;PST;V.PTCP
告白	tilståelser	告白	tilståelse	V	N;INDF;MASC+FEM;PL
その	imens	その	imens	DET	ADV
出店	bås	出店	bås	V	N;INDF;MASC+FEM;SG
出店	stall	出店	stall	V	
所持	besiddelse	所持	besiddelse	V	N;INDF;MASC+FEM;SG
山陽	sanyo	山陽	sanyo	PROPN	
ノット	knott	ノット	knott	N	
セカンド	andet	セカンド	anden	N	PRO;NEUT;SG
セカンド	anden	セカンド	anden	N	PRO;MASC+FEM;SG
不能	umulighed	不能	umulighed	ADJ	N;INDF;MASC+FEM;SG
ブーム	bum	ブーム	bum	N	
マドリード	madrid	マドリード	madrid	PROPN	PROPN
和泉	izumi	和泉	izumi	PROPN	
後ろ	bag	後ろ	bag	N	ADV
後ろ	bagved	後ろ	bagved	N	ADV
後ろ	tilbage	後ろ	tilbage	N	ADV
パーティー	party	パーティー	party	N	
修行	træning	修行	træning	V	N;INDF;MASC+FEM;SG
修行	uddannelse	修行	uddannelse	V	N;INDF;MASC+FEM;SG
修行	oplæring	修行	oplæring	V	N;INDF;MASC+FEM;SG
マップ	kort	マップ	kort	N	ADJ;INDF;SG
マップ	kort	マップ	kort	N	ADJ;INDF;SG
ミュンヘン	münchen	ミュンヘン	münche	PROPN	PROPN
ニック	nick	ニック	nick	PROPN	
丸山	maruyama	丸山	maruyama	PROPN	
ブラッド	blod	ブラッド	blod	PROPN	N;INDF;NEUT;SG
ブラッド	blood	ブラッド	blood	PROPN	
ブラッド	brad	ブラッド	brad	PROPN	
動員	mobilisering	動員	mobilisering	V	N;INDF;MASC+FEM;SG
動員	tilvejebringelse	動員	tilvejebringelse	V	N;INDF;MASC+FEM;SG
繁殖	avl	繁殖	avl	V	N;INDF;MASC+FEM;SG
繁殖	avlsdyr	繁殖	avlsdyr	V	N;INDF;NEUT;PL
繁殖	opdræt	繁殖	opdræte	V	N;INDF;NEUT;SG
十二	twelve	十二	twelve	NUM	
ショウ	shaw	ショウ	shaw	PROPN	
ブライアン	brian	ブライアン	brian	PROPN	
牧野	makino	牧野	makino	PROPN	
ダニエル	daniel	ダニエル	daniel	PROPN	N;INDF;MASC+FEM;SG
詰め	fyld	詰める	fyld	V	N;INDF;NEUT;SG
土佐	tosa	土佐	tosa	PROPN	
クロアチア	kroatiens	クロアチア	kroatie	PROPN	PROPN;GEN
クロアチア	kroatien	クロアチア	kroati	PROPN	PROPN
ソナタ	sonater	ソナタ	sonater	PROPN	N;INDF;MASC+FEM;PL
ソナタ	sonata	ソナタ	sonata	PROPN	
下関	shimonoseki	下関	shimonoseki	PROPN	
表彰	tildelinger	表彰	tildeling	V	N;INDF;MASC+FEM;PL
表彰	awards	表彰	award	V	
表彰	tilslag	表彰	tilslag	V	
表彰	award	表彰	award	V	N;INDF;MASC+FEM;SG
表彰	tildeling	表彰	tildeling	V	N;INDF;MASC+FEM;SG
陽子	proton	陽子	proton	PROPN	
出産	fødsler	出産	fødsel	V	N;INDF;MASC+FEM;PL
出産	fødsel	出産	fødsel	V	N;INDF;MASC+FEM;SG
不満	utilfreds	不満	utilfreds		ADJ;INDF;MASC+FEM;SG
不満	utilfredshed	不満	utilfredshed		N;INDF;MASC+FEM;SG
不満	utilfredshed	不満	utilfredshed		N;INDF;MASC+FEM;SG
ラテン語	latin	ラテン語	latin	N	
ラテン語	latinske	ラテン語	latinsk	N	ADJ;PL
ラテン語	latinsk	ラテン語	latinsk	N	ADJ;INDF;SG
属性	tilskriver	属性	tilskrive	N	V;IND;PRS;FIN;ACT
シル	sil	シル	sil	N	
アントニオ	antónio	アントニオ	antónio	PROPN	
アントニオ	antonio	アントニオ	antonio	PROPN	
アーカイブ	arkivere	アーカイブ	arkiver	N	V;NFIN;ACT
アーカイブ	arkiverede	アーカイブ	arkivere	N	V;PL;PST;V.PTCP
アーカイブ	arkiveret	アーカイブ	arkivere	N	V;INDF;SG;PST;V.PTCP
アーカイブ	arkivere	アーカイブ	arkiver	N	V;NFIN;ACT
変動	svingninger	変動	svingning	V	N;INDF;MASC+FEM;PL
変動	udsving	変動	udsving	V	N;INDF;NEUT;SG
衝撃	impact	衝撃	impact	N	
衝撃	chokere	衝撃	chok	N	V;NFIN;ACT
衝撃	shock	衝撃	shock	N	
衝撃	chokerede	衝撃	chokere	N	V;PL;PST;V.PTCP
衝撃	chokeret	衝撃	chokere	N	V;INDF;SG;PST;V.PTCP
手続き	procedurerne	手続き	procedur	V	N;DEF;MASC+FEM;PL
手続き	procedurer	手続き	procedur	V	N;INDF;MASC+FEM;PL
手続き	fremgangsmåder	手続き	fremgangsmåde	V	N;INDF;NEUT;PL
手続き	proceduren	手続き	procedur	V	N;DEF;MASC+FEM;SG
手続き	fremgangsmåde	手続き	fremgangsmåde	V	N;INDF;MASC+FEM;SG
手続き	procedure	手続き	procedur	V	N;INDF;MASC+FEM;SG
カロライナ	carolina	カロライナ	carolina	PROPN	N;INDF;MASC+FEM;SG
前面	foran	前面	foran	N	ADV
前面	forside	前面	forside	N	V;IMP
瞬間	instant	瞬間	instant	N	
瞬間	øjeblikkelig	瞬間	øjeblikkelig	N	ADJ;INDF;MASC+FEM;SG
瞬間	øjeblikkeligt	瞬間	øjeblikkelig	N	ADV
中断	afbrydelse	中断	afbrydelse	V	N;INDF;MASC+FEM;SG
ホンダ	honda	ホンダ	honda	PROPN	
招待	invitationer	招待	invitation	V	N;INDF;MASC+FEM;PL
招待	opfordringer	招待	opfordring	V	N;INDF;MASC+FEM;PL
招待	opfordring	招待	opfordring	V	N;INDF;MASC+FEM;SG
招待	invitationen	招待	invitation	V	N;DEF;MASC+FEM;SG
招待	indbydelse	招待	indbydelse	V	N;INDF;MASC+FEM;SG
招待	invitation	招待	invitation	V	N;INDF;MASC+FEM;SG
招待	invitation	招待	invitation	V	N;INDF;MASC+FEM;SG
招待	invitationer	招待	invitation	V	N;INDF;MASC+FEM;PL
エクスプレス	express	エクスプレス	express	N	
エクスプレス	udtrykke	エクスプレス	udtrykke	N	V;NFIN;ACT
スタンド	stå	スタンド	stå	N	V;NFIN;ACT
浅草	asakusa	浅草	asakusa	PROPN	N;INDF;NEUT;SG
田辺	tanabe	田辺	tanabe	PROPN	
怪我	tilskadekomne	怪我	tilskadekomn	V	N;INDF;MASC+FEM;SG
怪我	såret	怪我	sår	V	N;DEF;NEUT;SG
怪我	kvæstede	怪我	kvæstet	V	ADJ;PL
怪我	personskade	怪我	personskade	V	N;INDF;MASC+FEM;SG
怪我	skade	怪我	skade	V	N;INDF;MASC+FEM;SG
怪我	skader	怪我	skade	V	N;INDF;MASC+FEM;PL
怪我	tilskadekomne	怪我	tilskadekomn	V	N;INDF;MASC+FEM;SG
怪我	kvæstede	怪我	kvæstet	V	ADJ;PL
怪我	kvæstelser	怪我	kvæstelse	V	N;INDF;MASC+FEM;PL
怪我	skader	怪我	skade	V	N;INDF;MASC+FEM;PL
怪我	personskader	怪我	personskade	V	N;INDF;MASC+FEM;PL
松尾	matsuo	松尾	matsuo	PROPN	
プレゼント	præsenterer	プレゼント	præsentere	N	V;IND;PRS;FIN;ACT
プレゼント	nuværende	プレゼント	nuværende	N	ADJ
スロバキア	slovakisk	スロバキア	slovakisk	PROPN	ADJ;INDF;SG
スロバキア	slovakiske	スロバキア	slovakisk	PROPN	ADJ;PL
スロバキア	slovakiet	スロバキア	slovakium	PROPN	N;DEF;NEUT;SG
オーナー	ejer	オーナー	eje	N	V;IND;PRS;FIN;ACT
縮小	psykolog	縮小	psykolog	V	N;INDF;MASC+FEM;SG
健一	kenichi	健一	kenichi	PROPN	N;INDF;MASC+FEM;PL
回収	genopretning	回収	genopretning	V	N;INDF;MASC+FEM;SG
回収	inddrivelse	回収	inddrivelse	V	N;INDF;MASC+FEM;SG
回収	tilbagebetaling	回収	tilbagebetaling	V	N;INDF;MASC+FEM;SG
そば	soba	そば	soba	N	
認証	verificere	認証	verificere	N	V;NFIN;ACT
認証	bekræft	認証	bekræft	N	V;IMP
妨害	jamming	妨害	jamming	V	N;INDF;MASC+FEM;SG
復讐	hævnen	復讐	hævne	V	N;DEF;MASC+FEM;SG
復讐	hævn	復讐	hævn	V	N;INDF;MASC+FEM;SG
復讐	hævnen	復讐	hævne	V	N;DEF;MASC+FEM;SG
復讐	hævn	復讐	hævn	V	N;INDF;MASC+FEM;SG
講義	foredrag	講義	foredrag	V	N;INDF;NEUT;SG
講義	forelæsning	講義	forelæsning	V	N;INDF;MASC+FEM;SG
講義	foredrag	講義	foredrag	V	N;INDF;NEUT;SG
講義	forelæsninger	講義	forelæsning	V	N;INDF;MASC+FEM;PL
ボブ	bob	ボブ	bob	PROPN	
絶滅	uddøde	絶滅	uddøde	V	ADJ;PL
絶滅	uddød	絶滅	uddød	V	ADJ;INDF;MASC+FEM;SG
絶滅	udryddelse	絶滅	udryddelse	V	N;INDF;MASC+FEM;SG
絶滅	tilintetgørelse	絶滅	tilintetgørelse	V	N;INDF;MASC+FEM;SG
絶滅	uddød	絶滅	uddød	V	ADJ;INDF;MASC+FEM;SG
絶滅	udslettelse	絶滅	udslettelse	V	N;INDF;MASC+FEM;SG
マーティン	martin	マーティン	martin	PROPN	
制服	ensartet	制服	ensartet	N	ADJ;INDF;SG
リアル	real	リアル	real	ADJ	
リアル	virkeligt	リアル	virkeligt	ADJ	ADV
リアル	rigtig	リアル	rigtig	ADJ	ADV
リアル	virkelig	リアル	virkelig	ADJ	ADV
アーサー	arthur	アーサー	arthur	PROPN	N;INDF;MASC+FEM;SG
学位	grad	学位	grad	V	N;INDF;MASC+FEM;SG
カム	cam	カム	can	N	
ラッシュ	rush	ラッシュ	rush	N	
ラッシュ	sus	ラッシュ	sus	N	
ラッシュ	frodige	ラッシュ	frodig	N	ADJ;PL
コントロール	kontrol	コントロール	kontrol	V	N;INDF;MASC+FEM;SG
コントロール	control	コントロール	control	V	
コントロール	kontroller	コントロール	kontrol	V	N;INDF;MASC+FEM;PL
コントロール	kontrol	コントロール	kontrol	V	N;INDF;MASC+FEM;SG
コントロール	kontroller	コントロール	kontrol	V	N;INDF;MASC+FEM;PL
アルト	alto	アルト	alto	PROPN	
山中	yamanaka	山中	yamanaka	PROPN	
毎回	hvergang	毎回	hvergang	N	ADV
ナン	nan	ナン	nan	N	
ステレオ	stereo	ステレオ	stereo	N	
思い出	erindringer	思い出	erindring	V	N;INDF;MASC+FEM;PL
思い出	memories	思い出	memorie	V	
原理	principielt	原理	principielt	N	ADV
キューバ	cubanske	キューバ	cubansk	PROPN	ADJ;PL
キューバ	cubansk	キューバ	cubansk	PROPN	ADJ;INDF;SG
キューバ	cuba	キューバ	cuba	PROPN	PROPN
予約	betænkeligheder	予約	betænkelighed	V	N;INDF;MASC+FEM;PL
予約	reservation	予約	reservation	V	N;INDF;MASC+FEM;SG
予約	forbehold	予約	forbehold	V	N;INDF;NEUT;SG
予約	reservationer	予約	reservation	V	N;INDF;MASC+FEM;PL
予約	ansættelse	予約	ansættelse	V	N;INDF;MASC+FEM;SG
予約	udpegelse	予約	udpegelse	V	N;INDF;MASC+FEM;SG
予約	udnævnelse	予約	udnævnelse	V	N;INDF;MASC+FEM;SG
予約	aftale	予約	aftale	V	N;INDF;MASC+FEM;SG
予約	bestilling	予約	bestilling	V	N;INDF;MASC+FEM;SG
予約	booking	予約	booking	V	N;INDF;MASC+FEM;SG
予約	reservation	予約	reservation	V	N;INDF;MASC+FEM;SG
予約	forbehold	予約	forbehold	V	N;INDF;NEUT;SG
予約	reservationer	予約	reservation	V	N;INDF;MASC+FEM;PL
バーン	lade	バーン	lade	N	V;NFIN;ACT
ふじ	fuji	ふじる	fuji	PROPN	
工藤	kudo	工藤	kudo	PROPN	N;INDF;NEUT;SG
熊野	kumano	熊野	kumano	PROPN	
カラ	kara	カラ	kara	PROPN	
ふたり	futari	ふたり	futari	N	
アキ	aki	アキ	aki	PROPN	
ライオンズ	lions	ライオンズ	lions	PROPN	
ライオンズ	løver	ライオンズ	løve	PROPN	N;INDF;MASC+FEM;PL
ライオンズ	løverne	ライオンズ	løver	PROPN	N;DEF;MASC+FEM;PL
入院	hospitalsindlæggelse	入院	hospitalsindlæggelse	V	N;INDF;MASC+FEM;SG
入院	indlæggelse	入院	indlæggelse	V	N;INDF;MASC+FEM;SG
つくば	tsukuba	つくば	tsukuba	PROPN	
ヒトラー	hitler	ヒトラー	hitle	PROPN	N;INDF;MASC+FEM;SG
フィラデルフィア	philly	フィラデルフィア	philly	PROPN	
フィラデルフィア	philadelphia	フィラデルフィア	philadelphia	PROPN	N;INDF;MASC+FEM;SG
フィラデルフィア	philadelphia	フィラデルフィア	philadelphia	PROPN	N;INDF;MASC+FEM;SG
走り	run	走る	run	V	
走り	løb	走る	løb	V	N;INDF;NEUT;SG
忍者	ninja	忍者	ninja	N	
ユーザ	bruger	ユーザ	bruge	N	V;IND;PRS;FIN;ACT
海峡	channel	海峡	channel	N	
ムーン	moon	ムーン	moon	N	
永井	nagai	永井	nagai	PROPN	
ラーメン	ramen	ラーメン	ram	N	
誤解	misforståelser	誤解	misforståelse	V	N;INDF;MASC+FEM;PL
誤解	misforståelse	誤解	misforståelse	V	N;INDF;MASC+FEM;SG
ワイ	wye	ワイ	wye	PROPN	N;INDF;MASC+FEM;SG
ワイ	wai	ワイ	wai	PROPN	
バッハ	bach	バッハ	bach	PROPN	
スポット	place	スポット	place	N	
マサチューセッツ	massachusetts	マサチューセッツ	massachuset	PROPN	N;INDF;NEUT;SG
浅野	asano	浅野	asano	PROPN	
ハリー	harry	ハリー	harry	PROPN	
ビーチ	stranden	ビーチ	strand	PROPN	N;DEF;MASC+FEM;SG
ビーチ	beach	ビーチ	beach	PROPN	
ビーチ	strand	ビーチ	strand	PROPN	N;INDF;MASC+FEM;SG
ビーチ	strande	ビーチ	strand	PROPN	N;INDF;MASC+FEM;PL
ビーチ	strandene	ビーチ	strand	PROPN	N;DEF;MASC+FEM;PL
めぐみ	megumi	めぐみ	megumi	PROPN	
カルロス	carlos	カルロス	carlos	PROPN	
秋山	akiyama	秋山	akiyama	PROPN	
友達	friends	友達	friends	N	V;PRS;V.PTCP
ゴジラ	godzilla	ゴジラ	godzilla	PROPN	
リカ	rika	リカ	rika	PROPN	
哲也	tetsuya	哲也	tetsuya	PROPN	
着陸	landinger	着陸	landing	V	N;INDF;MASC+FEM;PL
着陸	landing	着陸	landing	V	N;INDF;MASC+FEM;SG
河野	kono	河野	kono	PROPN	
キース	keith	キース	keith	PROPN	PROPN
ボート	både	ボート	både	N	ADV
説得	overtalelse	説得	overtalelse	V	N;INDF;MASC+FEM;SG
説得	overtal	説得	overtal	V	N;INDF;NEUT;SG
廃車	skrottet	廃車	skrotte	N	V;INDF;SG;PST;V.PTCP
日常	daglige	日常	daglig	N	ADJ;PL
独占	eksklusive	独占	eksklusiv	V	ADJ;PL
独占	eksklusivt	独占	eksklusiv	V	ADJ;INDF;NEUT;SG
独占	eneret	独占	eneret	V	N;INDF;MASC+FEM;SG
独占	eksklusiv	独占	eksklusiv	V	ADJ;INDF;MASC+FEM;SG
独占	monopolet	独占	monopol	V	N;DEF;NEUT;SG
独占	monopol	独占	monopol	V	N;INDF;NEUT;SG
独占	matador	独占	matador	V	N;INDF;MASC+FEM;SG
ベリー	bær	ベリー	bære	PROPN	N;INDF;MASC+FEM;SG
ベリー	bær	ベリー	bære	PROPN	N;INDF;MASC+FEM;SG
ベリー	berry	ベリー	berry	PROPN	
謝罪	undskyldning	謝罪	undskyldning	V	N;INDF;MASC+FEM;SG
謝罪	undskyldningen	謝罪	undskyldning	V	N;DEF;MASC+FEM;SG
認知	kognitiv	認知	kognitiv	V	N;INDF;MASC+FEM;SG
認知	kognitive	認知	kognitiv	V	ADJ;PL
エリ	eli	エリ	eli	PROPN	
クリスタル	crystal	クリスタル	crystal	N	
中田	nakata	中田	nakata	PROPN	
バイク	bike	バイク	bike	N	
チャンピオンズ	mestre	チャンピオンズ	mester	PROPN	N;INDF;MASC+FEM;PL
チャンピオンズ	vindere	チャンピオンズ	vinder	PROPN	N;INDF;MASC+FEM;PL
チャンピオンズ	champions	チャンピオンズ	champions	PROPN	N;INDF;MASC+FEM;SG
ドクター	doctor	ドクター	doctor	N	
放棄	afkald	放棄	afkald	V	N;INDF;NEUT;SG
放棄	afkald	放棄	afkald	V	N;INDF;NEUT;SG
放棄	fritagelse	放棄	fritagelse	V	N;INDF;MASC+FEM;SG
あゆみ	ayumi	あゆみ	ayumi	N	
マレーシア	malaysia	マレーシア	malaysia	PROPN	
マレーシア	malaysiske	マレーシア	malaysisk	PROPN	ADJ;PL
マジ	seriøst	マジ	seriøst		ADV
マジ	alvorligt	マジ	alvorligt		ADV
マジ	maji	マジ	maji		
考え	tankegang	考える	tankegang	V	N;INDF;MASC+FEM;SG
考え	mentalitet	考える	mentalitet	V	N;INDF;MASC+FEM;SG
考え	sindelag	考える	sindelag	V	N;INDF;NEUT;SG
山内	yamauchi	山内	yamauchi	PROPN	
山内	yamanouchi	山内	yamanouchi	PROPN	
告知	meddelelse	告知	meddelelse	V	N;INDF;MASC+FEM;SG
告知	bekendtgørelse	告知	bekendtgørelse	V	N;INDF;MASC+FEM;SG
告知	udmelding	告知	udmelding	V	N;INDF;MASC+FEM;SG
告知	annoncering	告知	annoncering	V	N;INDF;MASC+FEM;SG
告知	meddelelse	告知	meddelelse	V	N;INDF;MASC+FEM;SG
告知	bekendtgørelse	告知	bekendtgørelse	V	N;INDF;MASC+FEM;SG
八代	yashiro	八代	yashiro	PROPN	
古川	furukawa	古川	furukawa	PROPN	
無限	uendeligt	無限	uendelig		ADV
無限	uendelig	無限	uendelig		ADJ;INDF;MASC+FEM;SG
無限	infinity	無限	infinity		
無限	uendelighed	無限	uendelighed		N;INDF;MASC+FEM;SG
ハロー	hejsa	ハロー	hejsa	PROPN	N;INDF;MASC+FEM;SG
ハロー	goddag	ハロー	goddag	PROPN	V;IMP
ハロー	hej	ハロー	hej	PROPN	N;INDF;MASC+FEM;SG
池袋	ikebukuro	池袋	ikebukuro	PROPN	N;INDF;NEUT;SG
付与	ydelse	付与	ydelse	V	N;INDF;MASC+FEM;SG
付与	skænk	付与	skænk	V	N;INDF;MASC+FEM;SG
付与	tilskud	付与	tilskud	V	N;INDF;NEUT;SG
付与	grant	付与	gran	V	N;INDF;MASC+FEM;SG
エリック	erik	エリック	erik	PROPN	
ハーフ	halvt	ハーフ	halv	N	ADJ;INDF;NEUT;SG
ハーフ	halv	ハーフ	halv	N	ADJ;INDF;MASC+FEM;SG
村田	murata	村田	murata	PROPN	
ジェン	jen	ジェン	jen	PROPN	N;INDF;MASC+FEM;SG
ネオ	neo	ネオ	neo	PROPN	
幸せ	lykken	幸せ	lykke	ADJ	N;DEF;MASC+FEM;SG
幸せ	glæde	幸せ	glæde	ADJ	N;INDF;MASC+FEM;SG
幸せ	lykke	幸せ	lykke	ADJ	N;INDF;MASC+FEM;SG
幸せ	tillykke	幸せ	tillykke	ADJ	N;INDF;NEUT;SG
幸せ	happy	幸せ	happy	ADJ	
日向	hyuga	日向	hyuga	PROPN	
同等	ækvivalent	同等	ækvivalent	CONJ	ADJ;INDF;NEUT;SG
同等	ligestillet	同等	ligestillet	CONJ	V;INDF;SG;PST;V.PTCP
同等	tilsvarende	同等	tilsvarende	CONJ	ADJ
リトアニア	litauen	リトアニア	litaue	PROPN	PROPN
グローバル	globalt	グローバル	global	ADJ	ADV
安倍	abe	安倍	abe	PROPN	N;INDF;MASC+FEM;SG
小沢	ozawa	小沢	ozawa	PROPN	
アナウンス	meddelelse	アナウンス	meddelelse	V	N;INDF;MASC+FEM;SG
アナウンス	bekendtgørelse	アナウンス	bekendtgørelse	V	N;INDF;MASC+FEM;SG
アナウンス	udmelding	アナウンス	udmelding	V	N;INDF;MASC+FEM;SG
アナウンス	annoncering	アナウンス	annoncering	V	N;INDF;MASC+FEM;SG
アナウンス	bekendtgørelser	アナウンス	bekendtgørelse	V	N;INDF;MASC+FEM;PL
心臓	heart	心臓	heart	N	
日光	sunshine	日光	sunshin	N	
日光	nikko	日光	nikko	N	
ゆり	yuri	ゆり	yuri	PROPN	
ジェフ	jeff	ジェフ	jeff	PROPN	PROPN
避難	tilflugtssted	避難	tilflugtssted	V	N;INDF;NEUT;SG
避難	tilflugt	避難	tilflugt	V	N;INDF;MASC+FEM;SG
避難	evakueringen	避難	evakuering	V	N;DEF;MASC+FEM;SG
避難	evakuering	避難	evakuering	V	N;INDF;MASC+FEM;SG
三河	mikawa	三河	mikawa	PROPN	
みゆき	miyuki	みゆき	miyuki	PROPN	
装飾	dekoration	装飾	dekoration	V	N;INDF;MASC+FEM;SG
装飾	udsmykning	装飾	udsmykning	V	N;INDF;MASC+FEM;SG
装飾	dekorationer	装飾	dekoration	V	N;INDF;MASC+FEM;PL
装飾	pynt	装飾	pynt	V	N;INDF;NEUT;SG
装飾	pynt	装飾	pynt	V	N;INDF;NEUT;SG
ドラゴンズ	drager	ドラゴンズ	drage	PROPN	V;IND;PRS;FIN;ACT
ドラゴンズ	dragerne	ドラゴンズ	drager	PROPN	N;DEF;MASC+FEM;PL
あや	aya	あや	aya	PROPN	
アテネ	athen	アテネ	athen	PROPN	PROPN
アテネ	athens	アテネ	athense	PROPN	N;INDF;MASC+FEM;SG
モンテ	monte	モンテ	monte	PROPN	
シード	fro	シード	fro	N	
シード	seed	シード	seed	N	
チリ	chiles	チリ	chiles	PROPN	N;GEN;INDF;MASC+FEM;SG
チリ	chilenske	チリ	chilensk	PROPN	ADJ;PL
チリ	chili	チリ	chili	PROPN	N;INDF;MASC+FEM;SG
チリ	chile	チリ	chile	PROPN	PROPN
有馬	arima	有馬	arima	PROPN	
処刑	gennemførelse	処刑	gennemførelse	V	N;INDF;MASC+FEM;SG
処刑	fuldbyrdelse	処刑	fuldbyrdelse	V	N;INDF;MASC+FEM;SG
処刑	udførelse	処刑	udførelse	V	N;INDF;MASC+FEM;SG
処刑	henrettelse	処刑	henrettelse	V	N;INDF;MASC+FEM;SG
武士	samurai	武士	samurai	N	
警告	advarsel	警告	advarsel	V	N;INDF;MASC+FEM;SG
警告	varsling	警告	varsling	V	N;INDF;MASC+FEM;SG
警告	advarsler	警告	advarsel	V	N;INDF;MASC+FEM;PL
白鳥	svaner	白鳥	svane	PROPN	N;INDF;MASC+FEM;PL
白鳥	swan	白鳥	swan	PROPN	
白鳥	swann	白鳥	swann	PROPN	N;INDF;MASC+FEM;SG
白鳥	svane	白鳥	svane	PROPN	N;INDF;MASC+FEM;SG
頻繁	hyppigt	頻繁	hyppigt	ADJ	ADV
頻繁	tit	頻繁	tit	ADJ	ADV
頻繁	ofte	頻繁	ofte	ADJ	ADV
頻繁	tit	頻繁	tit	ADJ	ADV
頻繁	ofte	頻繁	ofte	ADJ	ADV
頻繁	hyppigt	頻繁	hyppigt	ADJ	ADV
公爵	duke	公爵	duke	N	
ネコ	cats	ネコ	cats	N	
ネコ	cat	ネコ	cat	N	
才能	talentfulde	才能	talentfuld	N	ADJ;PL
才能	dygtige	才能	dygtig	N	ADJ;PL
才能	talentfuld	才能	talentfuld	N	ADJ;INDF;MASC+FEM;SG
山頂	peak	山頂	peak	N	
グラフィック	grafisk	グラフィック	grafisk	N	ADV
グラフィック	grafisk	グラフィック	grafisk	N	ADV
ハイム	haim	ハイム	haim	PROPN	
麻生	aso	麻生	aso	PROPN	
緑色	green	緑色	gre	N	
緑色	grønt	緑色	grøn	N	ADJ;INDF;NEUT;SG
緑色	grønne	緑色	grøn	N	ADJ;PL
緑色	grøn	緑色	grøn	N	ADJ;INDF;MASC+FEM;SG
川島	kawashima	川島	kawashima	PROPN	
強調	fremhævelse	強調	fremhævelse	V	N;INDF;MASC+FEM;SG
強調	understregning	強調	understregning	V	N;INDF;MASC+FEM;SG
チップ	chip	チップ	chip	N	
辞職	fratræden	辞職	fratræden	V	N;DEF;MASC+FEM;SG
辞職	opsigelse	辞職	opsigelse	V	N;INDF;MASC+FEM;SG
辞職	fratrædelse	辞職	fratrædelse	V	N;INDF;MASC+FEM;SG
