日	dia	日	dia	PROPN	N;MASC;SG
加工	processamento	加工	processamento	V	N;MASC;SG
加工	transformação	加工	transformação	V	N;FEM;SG
斯洛伐克	eslováquia	斯洛伐克	eslováquia	PROPN	N;FEM;SG
等	esperando	等	esperar	N	V;V.MSDR
等	aguardando	等	aguardar	N	V;V.MSDR
恆	heng	恆	heng	PROPN	N;MASC;SG
山地	montanhoso	山地	montanhoso	N	ADJ;MASC;SG
改良	melhoramento	改良	melhoramento	V	N;MASC;SG
改良	aperfeiçoamento	改良	aperfeiçoamento	V	N;MASC;SG
改良	melhoria	改良	melhoria	V	N;FEM;SG
改良	melhorias	改良	melhoria	V	N;FEM;PL
改良	melhoramentos	改良	melhoramento	V	N;MASC;PL
改良	melhorias	改良	melhoria	V	N;FEM;PL
發動	motor	發動	motor	V	N;MASC;SG
發動	motores	發動	motor	V	N;MASC;PL
發動	motor	發動	motor	V	N;MASC;SG
完美	perfeito	完美	perfeito	ADJ	V;MASC;SG;V.PTCP
完美	perfeitas	完美	perfeito	ADJ	V;FEM;PL;V.PTCP
完美	perfeitos	完美	perfeito	ADJ	V;MASC;PL;V.PTCP
完美	perfeita	完美	perfazer	ADJ	V;FEM;SG;V.PTCP
完美	perfect	完美	perfect	ADJ	N;MASC;SG
完美	perfeição	完美	perfeição	ADJ	N;FEM;SG
夏天	verão	夏天	ver	N	V;IND;PL;3;FUT;FIN
借	emprestado	借	emprestar	ADP	V;MASC;SG;V.PTCP
借	emprestada	借	emprestar	ADP	V;FEM;SG;V.PTCP
借	emprestar	借	emprestar	ADP	V;NFIN
借	empresta	借	emprestar	ADP	V;IND;SG;3;PRS;FIN
立陶宛	lituânia	立陶宛	lituânia	PROPN	N;FEM;SG
縮寫	abreviação	縮寫	abreviação	V	N;FEM;SG
縮寫	sigla	縮寫	sigla	V	N;FEM;SG
縮寫	abreviatura	縮寫	abreviatura	V	N;FEM;SG
縮寫	iniciais	縮寫	inicial	V	N;MASC;PL
田中	tanaka	田中	tanako	PROPN	N;MASC;SG
期刊	diários	期刊	diário	N	ADJ;MASC;PL
大	enorme	大	enorme	PART	ADJ;MASC;SG
大	maciço	大	maciço	PART	N;MASC;SG
大	massivo	大	massivo	PART	ADJ;MASC;SG
大	maciça	大	maciço	PART	N;FEM;SG
大	massive	大	massive	PART	N;MASC;SG
遊行	parada	遊行	parada	V	N;FEM;SG
遊行	desfile	遊行	desfilar	V	N;MASC;SG
遊行	parade	遊行	parade	V	N;MASC;SG
遊行	procissão	遊行	procissão	V	N;FEM;SG
遊行	cortejo	遊行	cortejo	V	N;MASC;SG
楠	nan	楠	nan	PROPN	N;MASC;SG
植	sik	植	sik	PROPN	
人氣	popular	人氣	popular	N	ADJ;MASC;SG
人氣	populares	人氣	popular	N	ADJ;MASC;PL
順利	suave	順利	suave	ADV	ADJ;MASC;SG
順利	suaves	順利	suave	ADV	ADJ;MASC;PL
順利	liso	順利	liso	ADV	N;MASC;SG
光明	leve	光明	levar	N	V;SBJV;SG;3;PRS;FIN
平安	seguros	平安	seguro	PROPN	N;MASC;PL
平安	cofre	平安	cofrer	PROPN	N;MASC;SG
平安	seguro	平安	seguro	PROPN	N;MASC;SG
平安	segura	平安	seguro	PROPN	ADJ;FEM;SG
平安	paz	平安	paz	PROPN	N;FEM;SG
哈利	henrique	哈利	henrique	PROPN	N;MASC;SG
哈利	harry	哈利	harry	PROPN	N;MASC;SG
事務	firme	事務	firme	N	ADJ;FEM;SG
事務	firmes	事務	firme	N	ADJ;MASC;PL
垂直	verticalmente	垂直	verticalmente	N	ADV
垂直	perpendicular	垂直	perpendicular	N	ADJ;MASC;SG
主辦	hospedagem	主辦	hospedagem	V	N;FEM;SG
帆	navegar	帆	navegar	PROPN	V;NFIN
帆	vela	帆	vela	PROPN	N;FEM;SG
帆	velas	帆	vela	PROPN	N;FEM;PL
雅典	atenas	雅典	atena	PROPN	N;FEM;PL
豐富	ricos	豐富	rico	ADJ	N;MASC;PL
豐富	rich	豐富	rich	ADJ	N;MASC;SG
上方	acima	上方	acima	N	ADV
梨	pêra	梨	pêra	PROPN	N;FEM;SG
梨	pera	梨	pera	PROPN	N;FEM;SG
梨	pêras	梨	pêra	PROPN	N;FEM;PL
梨	peras	梨	pera	PROPN	N;FEM;PL
加速	aceleração	加速	aceleração	V	N;FEM;SG
自殺	suicide	自殺	suicide	V	N;MASC;SG
自殺	suicídio	自殺	suicídio	V	N;MASC;SG
利物浦	liverpool	利物浦	liverpool	PROPN	N;MASC;SG
比利	bélgica	比利	bélgico	PROPN	N;FEM;SG
幸	afortunado	幸	afortunar	N	V;MASC;SG;V.PTCP
逆	inverso	逆	inverso		N;MASC;SG
逆	inversa	逆	inverso		N;FEM;SG
逆	inverter	逆	inverter		V;NFIN
逆	reverter	逆	reverter		V;NFIN
逆	inverso	逆	inverso		N;MASC;SG
分享	compartilhamento	分享	compartilhamento	V	N;MASC;SG
分享	partilha	分享	partilha	V	N;FEM;SG
分享	partilha	分享	partilha	V	N;FEM;SG
分享	compartilhamento	分享	compartilhamento	V	N;MASC;SG
分享	compartilhamentos	分享	compartilhamento	V	N;MASC;PL
分享	acções	分享	acção	V	N;FEM;PL
分享	ações	分享	ação	V	N;FEM;PL
分享	partilhas	分享	partilha	V	N;FEM;PL
入圍	finalista	入圍	finalista	V	N;MASC;SG
入圍	finalistas	入圍	finalista	V	N;MASC;PL
擴大	expansão	擴大	expansão	V	N;FEM;SG
擴大	expansão	擴大	expansão	V	N;FEM;SG
擴大	alargamento	擴大	alargamento	V	N;MASC;SG
有	famosa	有	famoso	V	ADJ;FEM;SG
有	famosas	有	famoso	V	ADJ;FEM;PL
有	famosos	有	famoso	V	N;MASC;PL
有	famoso	有	famoso	V	ADJ;MASC;SG
指數	exponencial	指數	exponencial	N	ADJ;MASC;SG
撰寫	escrita	撰寫	escrita	V	N;FEM;SG
撰寫	escrita	撰寫	escrita	V	N;FEM;SG
就	like	就	like	ADV	N;MASC;SG
就	curta	就	curto	ADV	ADJ;FEM;SG
絕對	absoluta	絕對	absoluto	ADV	N;FEM;SG
絕對	absoluto	絕對	absoluto	ADV	ADJ;MASC;SG
絕對	absolutos	絕對	absoluto	ADV	N;MASC;PL
重點	focar	重點	focar	N	V;NFIN
感覺	sentir	感覺	sentir	N	V;NFIN
感覺	sente	感覺	sentir	N	V;IND;SG;3;PRS;FIN
感覺	sinta	感覺	sinta	N	V;SBJV;SG;3;PRS;FIN
感覺	sente	感覺	sentir	N	V;IND;SG;3;PRS;FIN
感覺	sentindo	感覺	sentir	N	V;V.MSDR
左翼	partiu	左翼	partir	N	V;IND;SG;3;PST;FIN
九州	kyushu	九州	kyushu	PROPN	N;MASC;SG
限	limitado	限	limitar	N	V;MASC;SG;V.PTCP
限	limitados	限	limitar	N	V;MASC;PL;V.PTCP
限	limitadas	限	limitar	N	V;FEM;PL;V.PTCP
限	limitada	限	limitar	N	V;FEM;SG;V.PTCP
限	limitar	限	limitar	N	V;NFIN
總	ceo	總	ceo	ADJ	N;MASC;SG
休息	break	休息	break	V	N;MASC;SG
休息	quebra	休息	quebra	V	N;FEM;SG
休息	pausa	休息	pausa	V	N;FEM;SG
休息	repouso	休息	repouso	V	N;MASC;SG
休息	resto	休息	resto	V	N;MASC;SG
休息	descanso	休息	descanso	V	N;MASC;SG
曆	calendário	曆	calendário		N;MASC;SG
定期	regulares	定期	regular	N	ADJ;MASC;PL
定期	regular	定期	regular	N	ADJ;MASC;SG
反抗	revolta	反抗	revolta	V	N;FEM;SG
殺害	matança	殺害	matança	V	N;FEM;SG
穿越	cruzamento	穿越	cruzamento	V	N;MASC;SG
穿越	travessia	穿越	travessia	V	N;FEM;SG
管制	comandos	管制	comando	V	N;MASC;PL
管制	controlos	管制	controlo	V	N;MASC;PL
管制	controles	管制	controle	V	N;MASC;PL
轄區	bailiado	轄區	bailiar	N	V;MASC;SG;V.PTCP
亂	bagunçado	亂	bagunçar	N	V;MASC;SG;V.PTCP
浪漫	romântico	浪漫	romântico	N	ADJ;MASC;SG
浪漫	românticos	浪漫	romântico	N	ADJ;MASC;PL
浪漫	românticas	浪漫	romântico	N	ADJ;FEM;PL
浪漫	romântica	浪漫	romântico	N	ADJ;FEM;SG
主權	soberana	主權	soberana	N	ADJ;FEM;SG
探索	exploração	探索	exploração	V	N;FEM;SG
探索	prospecção	探索	prospecção	V	N;FEM;SG
探索	descoberta	探索	descoberta	V	N;FEM;SG
探索	discovery	探索	discovery	V	N;MASC;SG
簽約	assinatura	簽約	assinatura	V	N;FEM;SG
參賽	concorrente	參賽	concorrente	V	N;MASC;SG
參賽	concorrentes	參賽	concorrente	V	N;MASC;PL
參賽	competidores	參賽	competidor	V	N;MASC;PL
望遠	binóculos	望遠	binóculo	V	N;MASC;PL
望遠	telescópio	望遠	telescópio	V	N;MASC;SG
望遠	telescópios	望遠	telescópio	V	N;MASC;PL
緊急	urgente	緊急	urgente	N	ADJ;MASC;SG
適合	adequado	適合	adequado	V	ADJ;MASC;SG
適合	adequados	適合	adequado	V	ADJ;MASC;PL
適合	adequada	適合	adequado	V	ADJ;FEM;SG
適合	apto	適合	apto	V	ADJ;MASC;SG
適合	fit	適合	fit	V	N;MASC;SG
精選	indicados	精選	indicar	N	V;MASC;PL;V.PTCP
精選	caracterizado	精選	caracterizado	N	V;MASC;SG;V.PTCP
單	mono	單	mono	NUM	N;MASC;SG
單	solteira	單	solteira	NUM	N;FEM;SG
單	solteiro	單	solteiro	NUM	N;MASC;SG
單	single	單	single	NUM	N;MASC;SG
象徵	símbolo	象徵	símbolo	V	N;MASC;SG
象徵	simbolo	象徵	simbolo	V	N;MASC;SG
象徵	símbolos	象徵	símbolo	V	N;MASC;PL
象徵	simbólica	象徵	simbólico	V	ADJ;FEM;SG
象徵	simbólicas	象徵	simbólico	V	ADJ;FEM;PL
象徵	simbólico	象徵	simbólico	V	ADJ;MASC;SG
部署	implantar	部署	implantar	N	V;NFIN
梓	azusa	梓	azusar	PROPN	N;MASC;SG
無限	infinitos	無限	infinito	N	ADJ;MASC;PL
無限	infinita	無限	infinito	N	ADJ;FEM;SG
無限	infinitas	無限	infinito	N	ADJ;FEM;PL
無限	ilimitada	無限	ilimitar	N	V;FEM;SG;V.PTCP
無限	ilimitado	無限	ilimitar	N	V;MASC;SG;V.PTCP
無限	ilimitadas	無限	ilimitar	N	V;FEM;PL;V.PTCP
無限	ilimitados	無限	ilimitar	N	V;MASC;PL;V.PTCP
無限	ilimitada	無限	ilimitar	N	V;FEM;SG;V.PTCP
無限	ilimitado	無限	ilimitar	N	V;MASC;SG;V.PTCP
無限	ilimitadas	無限	ilimitar	N	V;FEM;PL;V.PTCP
無限	ilimitados	無限	ilimitar	N	V;MASC;PL;V.PTCP
永遠	sempre	永遠	sempre	N	ADV
永遠	eternamente	永遠	eternamente	N	ADV
充分	plenamente	充分	plenamente		ADV
充分	totalmente	充分	totalmente		ADV
福岡	fukuoka	福岡	fukuokar	PROPN	N;MASC;SG
難	duro	難	duro	N	ADJ;MASC;SG
難	difícil	難	difícil	N	ADJ;MASC;SG
難	dura	難	durar	N	V;IND;SG;3;PRS;FIN
難	dificil	難	dificil	N	ADJ;MASC;SG
難	difíceis	難	difícil	N	ADJ;MASC;PL
難	difícil	難	difícil	N	ADJ;MASC;SG
追求	quest	追求	quest	V	N;MASC;SG
追求	demanda	追求	demanda	V	N;FEM;SG
追求	perseguição	追求	perseguição	V	N;FEM;SG
南斯拉夫	jugoslava	南斯拉夫	jugoslavo	PROPN	N;FEM;SG
南斯拉夫	jugoslávia	南斯拉夫	jugoslávia	PROPN	N;FEM;SG
南斯拉夫	iugoslávia	南斯拉夫	iugoslávia	PROPN	N;FEM;SG
誕生	born	誕生	born	V	N;MASC;SG
郝	hao	郝	hao	PROPN	N;MASC;SG
緬甸	burma	緬甸	burma	PROPN	N;MASC;SG
緬甸	birmânia	緬甸	birmânia	PROPN	N;FEM;SG
緬甸	mianmar	緬甸	mianmar	PROPN	N;MASC;SG
緬甸	birmânia	緬甸	birmânia	PROPN	N;FEM;SG
緬甸	myanmar	緬甸	myanmar	PROPN	N;MASC;SG
緬甸	mianmar	緬甸	mianmar	PROPN	N;MASC;SG
昆明	kunming	昆明	kunming	PROPN	N;MASC;SG
規範	normativo	規範	normativo	N	ADJ;MASC;SG
環球	universal	環球	universal	PROPN	N;MASC;SG
環球	universais	環球	universal	PROPN	ADJ;MASC;PL
環球	globo	環球	globo	PROPN	N;MASC;SG
環球	globe	環球	globe	PROPN	N;MASC;SG
彬	bin	彬	bin	PROPN	N;MASC;SG
交換	troca	交換	troca	V	N;FEM;SG
交換	swap	交換	swap	V	N;MASC;SG
交換	troca	交換	troca	V	N;FEM;SG
交換	câmbio	交換	câmbio	V	N;MASC;SG
交換	intercâmbio	交換	intercâmbio	V	N;MASC;SG
交易	trocas	交易	troca	V	N;FEM;PL
交易	intercâmbios	交易	intercâmbio	V	N;MASC;PL
交易	intercâmbio	交易	intercâmbio	V	N;MASC;SG
交易	troca	交易	troca	V	N;FEM;SG
交易	câmbio	交易	câmbio	V	N;MASC;SG
交易	intercâmbio	交易	intercâmbio	V	N;MASC;SG
提前	early	提前	early	V	N;MASC;SG
提前	cedo	提前	cedo	V	ADV
神奇	amazing	神奇	amazing	ADJ	N;MASC;SG
神奇	mágica	神奇	mágico	ADJ	N;FEM;SG
神奇	mágico	神奇	mágico	ADJ	N;MASC;SG
神奇	magic	神奇	magic	ADJ	N;MASC;SG
神奇	mágicas	神奇	mágico	ADJ	N;FEM;PL
神奇	magia	神奇	magia	ADJ	N;FEM;SG
神奇	mágicos	神奇	mágico	ADJ	N;MASC;PL
神奇	mágico	神奇	mágico	ADJ	N;MASC;SG
神奇	mágica	神奇	mágico	ADJ	N;FEM;SG
神奇	mágicas	神奇	mágico	ADJ	N;FEM;PL
週刊	semanal	週刊	semanal	N	ADJ;MASC;SG
週刊	semanalmente	週刊	semanalmente	N	ADV
示威	demonstração	示威	demonstração	V	N;FEM;SG
示威	manifestação	示威	manifestação	V	N;FEM;SG
示威	manifestações	示威	manifestação	V	N;FEM;PL
示威	demonstrações	示威	demonstração	V	N;FEM;PL
撞擊	impact	撞擊	impact	V	N;MASC;SG
撞擊	impacte	撞擊	impacte	V	N;MASC;SG
撞擊	impacto	撞擊	impacto	V	N;MASC;SG
撞擊	impactos	撞擊	impacto	V	N;MASC;PL
撞擊	colisão	撞擊	colisão	V	N;FEM;SG
傑出	pendentes	傑出	pendente	ADJ	N;MASC;PL
外圍	periférica	外圍	periférico	N	ADJ;FEM;SG
外圍	periféricas	外圍	periférico	N	ADJ;FEM;PL
外圍	periférico	外圍	periférico	N	ADJ;MASC;SG
排行	ranking	排行	ranking	V	N;MASC;SG
瀑布	cai	瀑布	cair	N	V;IND;SG;3;PRS;FIN
萍	ping	萍	ping	PROPN	N;MASC;SG
搜尋	procurar	搜尋	procurar	N	V;NFIN
搜尋	pesquisar	搜尋	pesquisar	N	V;NFIN
搜尋	procurando	搜尋	procurar	N	V;V.MSDR
搜尋	pesquisando	搜尋	pesquisar	N	V;V.MSDR
米蘭	milão	米蘭	milão	PROPN	N;MASC;SG
米蘭	milan	米蘭	milan	PROPN	N;MASC;SG
德州	texas	德州	texa	PROPN	N;MASC;SG
威尼斯	veneza	威尼斯	veneza	PROPN	N;FEM;SG
答	responde	答	responder	N	V;IND;SG;3;PRS;FIN
答	responder	答	responder	N	V;NFIN
答	responda	答	responder	N	V;SBJV;SG;3;PRS;FIN
折	dobre	折	dobre	PROPN	V;SBJV;SG;3;PRS;FIN
折	dobrar	折	dobrar	PROPN	V;NFIN
折	dobra	折	dobra	PROPN	N;FEM;SG
鼓勵	encorajamento	鼓勵	encorajamento	V	N;MASC;SG
鼓勵	incentivo	鼓勵	incentivo	V	N;MASC;SG
柬埔寨	camboja	柬埔寨	camboja	PROPN	N;MASC;SG
希特勒	hitler	希特勒	hitler	PROPN	N;MASC;SG
輸入	input	輸入	input	V	N;MASC;SG
輸入	entrada	輸入	entrada	V	N;FEM;SG
輸入	enter	輸入	enter	V	N;MASC;SG
處理	processador	處理	processador	V	N;MASC;SG
處理	processadores	處理	processador	V	N;MASC;PL
處理	transformadores	處理	transformador	V	N;MASC;PL
處理	processadores	處理	processador	V	N;MASC;PL
無	nulo	無	nulo	V	ADJ;MASC;SG
無	nulos	無	nulo	V	N;MASC;PL
無	nula	無	nula	V	ADJ;FEM;SG
無	inválidas	無	inválido	V	N;FEM;PL
無	inválida	無	inválido	V	ADJ;FEM;SG
無	inválido	無	inválido	V	ADJ;MASC;SG
無	inválidos	無	inválido	V	ADJ;MASC;PL
贊助	patrocinador	贊助	patrocinador	V	N;MASC;SG
贊助	patrocínio	贊助	patrocínio	V	N;MASC;SG
贊助	patrocínios	贊助	patrocínio	V	N;MASC;PL
贊助	patrocínio	贊助	patrocínio	V	N;MASC;SG
保守	conservadores	保守	conservador	ADJ	N;MASC;PL
幫忙	socorro	幫忙	socorro	V	N;MASC;SG
幫忙	ajuda	幫忙	ajuda	V	N;FEM;SG
實現	realização	實現	realização	V	N;FEM;SG
八十	eighty	八十	eighty	NUM	N;MASC;SG
出局	fora	出局	fora	V	ADV
出局	out	出局	out	V	N;MASC;SG
瑪麗	mary	瑪麗	mary	PROPN	N;FEM;SG
瑪麗	maria	瑪麗	maria	PROPN	N;FEM;SG
平等	iguais	平等	igual	N	ADJ;MASC;PL
平等	igualar	平等	igualar	N	V;NFIN
聽	ouça	聽	ouçar	ADP	V;SBJV;SG;3;PRS;FIN
聽	ouve	聽	ouvir	ADP	V;IND;SG;3;PRS;FIN
困難	dificil	困難	dificil	N	ADJ;MASC;SG
困難	difíceis	困難	difícil	N	ADJ;MASC;PL
困難	difícil	困難	difícil	N	ADJ;MASC;SG
危險	perigosa	危險	perigoso	N	ADJ;FEM;SG
危險	perigosos	危險	perigoso	N	ADJ;MASC;PL
危險	perigosas	危險	perigoso	N	ADJ;FEM;PL
危險	perigoso	危險	perigoso	N	ADJ;MASC;SG
強大	forte	強大	forte	N	ADJ;MASC;SG
強大	fortes	強大	forte	N	ADJ;MASC;PL
強大	poderosas	強大	poderoso	N	ADJ;FEM;PL
強大	poderosa	強大	poderoso	N	ADJ;FEM;SG
強大	poderoso	強大	poderoso	N	ADJ;MASC;SG
強大	poderosos	強大	poderoso	N	ADJ;MASC;PL
瓦爾	val	瓦爾	val	PROPN	N;MASC;SG
一	lateral	一	lateral	NUM	N;MASC;SG
一	lado	一	lado	NUM	N;MASC;SG
一	side	一	side	NUM	N;MASC;SG
奧運	olimpíadas	奧運	olimpíar	PROPN	N;FEM;PL
奧運	olimpíada	奧運	olimpíado	PROPN	N;FEM;SG
聯絡	contacto	聯絡	contacto	V	N;MASC;SG
聯絡	contato	聯絡	contato	V	N;MASC;SG
漢	chineses	漢	chinês	PROPN	N;MASC;PL
漢	chinesa	漢	chinês	PROPN	N;FEM;SG
漢	chinês	漢	chinês	PROPN	N;MASC;SG
下載	download	下載	download	V	N;MASC;SG
下載	downloads	下載	downloar	V	N;MASC;PL
下載	descargas	下載	descarga	V	N;FEM;PL
下載	transferências	下載	transferência	V	N;FEM;PL
裡面	dentro	裡面	dentro	N	ADV
修道	monastério	修道	monastério	V	N;MASC;SG
修道	mosteiro	修道	mosteiro	V	N;MASC;SG
修道	mosteiros	修道	mosteiro	V	N;MASC;PL
修道	convento	修道	convento	V	N;MASC;SG
修道	abadia	修道	abadia	V	N;FEM;SG
修道	abbey	修道	abbey	V	N;MASC;SG
總	superintendente	總	superintendente	PART	N;MASC;SG
地中	mediterrânico	地中	mediterrânico	PROPN	ADJ;MASC;SG
地中	mediterrâneo	地中	mediterrâneo	PROPN	ADJ;MASC;SG
地中	mediterrânica	地中	mediterrânica	PROPN	N;FEM;SG
釋放	libertação	釋放	libertação	V	N;FEM;SG
釋放	release	釋放	release	V	N;MASC;SG
釋放	lançamento	釋放	lançamento	V	N;MASC;SG
釋放	liberação	釋放	liberação	V	N;FEM;SG
戰艦	couraçado	戰艦	couraçar	N	V;MASC;SG;V.PTCP
登記	registro	登記	registro	V	N;MASC;SG
登記	registo	登記	registo	V	N;MASC;SG
登記	inscrição	登記	inscrição	V	N;FEM;SG
登記	inscrições	登記	inscrição	V	N;FEM;PL
登記	registro	登記	registro	V	N;MASC;SG
登記	registo	登記	registo	V	N;MASC;SG
黃色	amarelo	黃色	amarelo	N	ADJ;MASC;SG
批判	critica	批判	criticar	N	V;IND;SG;3;PRS;FIN
熟悉	familiarizado	熟悉	familiarizado	ADJ	V;MASC;SG;V.PTCP
聖經	biblia	聖經	biblia	PROPN	N;FEM;SG
聖經	bíblia	聖經	bíblia	PROPN	N;FEM;SG
聖經	bíblicos	聖經	bíblico	PROPN	N;MASC;PL
聖經	bíblico	聖經	bíblico	PROPN	N;MASC;SG
聖經	bíblia	聖經	bíblia	PROPN	N;FEM;SG
聖經	bíblica	聖經	bíblico	PROPN	N;FEM;SG
威爾斯	gales	威爾斯	gale	PROPN	N;MASC;SG
招生	admissões	招生	admissão	V	N;FEM;PL
招生	admissão	招生	admissão	V	N;FEM;SG
招生	inscrição	招生	inscrição	V	N;FEM;SG
招生	inscrição	招生	inscrição	V	N;FEM;SG
招生	inscrições	招生	inscrição	V	N;FEM;PL
現有	existente	現有	existente	V	ADJ;MASC;SG
現有	existentes	現有	existente	V	ADJ;MASC;PL
銀河	galáctico	銀河	galáctico	PROPN	ADJ;MASC;SG
銀河	galáctica	銀河	galáctico	PROPN	N;FEM;SG
銀河	galaxy	銀河	galaxy	PROPN	N;MASC;SG
銀河	galáxia	銀河	galáxia	PROPN	N;FEM;SG
創辦	fundador	創辦	fundador	V	N;MASC;SG
創辦	fundadora	創辦	fundadora	V	N;FEM;SG
地質	geológico	地質	geológico	N	ADJ;MASC;SG
地質	geológica	地質	geológico	N	ADJ;FEM;SG
多倫多	toronto	多倫多	toronto	PROPN	N;MASC;SG
桓	huan	桓	huan	PROPN	N;MASC;SG
桓	hwan	桓	hwan	PROPN	N;MASC;SG
初步	preliminar	初步	preliminar	ADV	ADJ;MASC;SG
初步	preliminares	初步	preliminar	ADV	N;MASC;PL
營業	open	營業	open	V	N;MASC;SG
閱讀	lidos	閱讀	ler	N	V;MASC;PL;V.PTCP
閱讀	ler	閱讀	ler	N	V;NFIN
閱讀	leia	閱讀	ler	N	V;SBJV;SG;3;PRS;FIN
閱讀	lê	閱讀	ler	N	V;IND;SG;3;PRS;FIN
閱讀	ler	閱讀	ler	N	V;NFIN
閱讀	lendo	閱讀	ler	N	V;V.MSDR
檢查	verificação	檢查	verificação	V	N;FEM;SG
檢查	verificação	檢查	verificação	V	N;FEM;SG
增強	melhoramentos	增強	melhoramento	V	N;MASC;PL
增強	melhorias	增強	melhoria	V	N;FEM;PL
法拉	fara	法拉	fazer	PROPN	V;IND;SG;3;PRS;FIN
法拉	farah	法拉	farah	PROPN	N;MASC;SG
聲稱	reivindicação	聲稱	reivindicação	V	N;FEM;SG
橫濱	yokohama	橫濱	yokohama	PROPN	N;MASC;PL
棠	tong	棠	tong	PROPN	N;MASC;SG
多	múltiplas	多	múltiplo	NUM	ADJ;FEM;PL
多	múltiplos	多	múltiplo	NUM	ADJ;MASC;PL
多	múltipla	多	múltiplo	NUM	N;FEM;SG
多	múltiplo	多	múltiplo	NUM	N;MASC;SG
沖繩	okinawa	沖繩	okinawa	PROPN	N;MASC;SG
一旦	outrora	一旦	outrora	ADP	ADV
一旦	once	一旦	once	ADP	N;MASC;SG
慢	slow	慢	slow		N;MASC;SG
慢	lento	慢	lento		ADJ;MASC;SG
慢	lenta	慢	lento		ADJ;FEM;SG
慢	devagar	慢	devagar		ADV
單打	individuais	單打	individual	N	ADJ;MASC;PL
模仿	imitação	模仿	imitação	V	N;FEM;SG
模仿	imitações	模仿	imitação	V	N;FEM;PL
模仿	paródia	模仿	paródia	V	N;FEM;SG
一	generation	一	generation	NUM	N;MASC;SG
一	geração	一	geração	NUM	N;FEM;SG
一	gerações	一	geração	NUM	N;FEM;PL
廣島	hiroshima	廣島	hiroshimo	PROPN	N;MASC;PL
庚	geng	庚	geng	PROPN	PROPN;MASC;SG
複雜	complexidade	複雜	complexidade	ADJ	N;FEM;SG
複雜	complicados	複雜	complicar	ADJ	V;MASC;PL;V.PTCP
複雜	complicado	複雜	complicar	ADJ	V;MASC;SG;V.PTCP
複雜	complicadas	複雜	complicado	ADJ	V;FEM;PL;V.PTCP
複雜	complicou	複雜	complicar	ADJ	V;IND;SG;3;PST;FIN
複雜	complicada	複雜	complicar	ADJ	V;FEM;SG;V.PTCP
三	samsung	三	samsung	NUM	N;MASC;SG
復興	renascentista	復興	renascentista	N	ADJ;MASC;SG
包圍	cerco	包圍	cerco	V	N;MASC;SG
平行	paralelo	平行	paralelo		N;MASC;SG
平行	paralelas	平行	paralelo		N;FEM;PL
平行	paralelos	平行	paralelo		N;MASC;PL
平行	paralela	平行	paralelo		N;FEM;SG
平行	paralelismo	平行	paralelismo		N;MASC;SG
自主	autónomo	自主	autónomo	N	ADJ;MASC;SG
自主	autônoma	自主	autônomo	N	ADJ;FEM;SG
預定	reserva	預定	reserva	V	N;FEM;SG
金星	venus	金星	venu	PROPN	N;MASC;SG
金星	vênus	金星	vênus	PROPN	N;MASC;SG
金星	vénus	金星	vénus	PROPN	N;FEM;SG
寄生	parasita	寄生	parasita	V	N;MASC;SG
寄生	parasita	寄生	parasita	V	N;MASC;SG
寄生	parasitas	寄生	parasita	V	N;MASC;PL
歌詞	lírica	歌詞	lírico	N	ADJ;FEM;SG
歌詞	lírico	歌詞	lírico	N	ADJ;MASC;SG
拯救	salvação	拯救	salvação	V	N;FEM;SG
拯救	salvamento	拯救	salvamento	V	N;MASC;SG
拯救	resgate	拯救	resgate	V	N;MASC;SG
型態	digite	型態	digitir	N	V;SBJV;SG;3;PRS;FIN
病人	doente	病人	doente	N	ADJ;MASC;SG
優惠	ofereça	優惠	oferecer	N	V;SBJV;SG;3;PRS;FIN
優惠	oferecer	優惠	oferecer	N	V;NFIN
優惠	oferece	優惠	oferecer	N	V;IND;SG;3;PRS;FIN
搖滾	balançando	搖滾	balançar	N	V;V.MSDR
搖滾	balançar	搖滾	balançar	N	V;NFIN
搖滾	agitando	搖滾	agitar	N	V;V.MSDR
圭	kyu	圭	kyu	PROPN	N;MASC;SG
修訂	revisão	修訂	revisão	V	N;FEM;SG
前面	frente	前面	frente	N	ADV
囊	cápsulas	囊	cápsula	PROPN	N;FEM;PL
囊	cápsula	囊	cápsula	PROPN	N;FEM;SG
對外	externamente	對外	externamente		ADV
織田	oda	織田	oda	PROPN	N;MASC;SG
織田	apd	織田	apd	PROPN	N;FEM;SG
未	desconhecida	未	desconhecer	ADV;NEG	V;FEM;SG;V.PTCP
未	desconhecidos	未	desconhecer	ADV;NEG	V;MASC;PL;V.PTCP
未	desconhecidas	未	desconhecer	ADV;NEG	V;FEM;PL;V.PTCP
未	desconhecido	未	desconhecer	ADV;NEG	V;MASC;SG;V.PTCP
偵探	detective	偵探	detective	V	N;MASC;SG
偵探	detetive	偵探	detetive	V	N;MASC;SG
里昂	lyon	里昂	lyon	PROPN	N;MASC;SG
里昂	lyons	里昂	lyom	PROPN	N;MASC;SG
提醒	alertas	提醒	alerta	V	N;MASC;PL
提醒	indicações	提醒	indicação	V	N;FEM;PL
提醒	lembretes	提醒	lembrete	V	N;MASC;PL
提醒	alerta	提醒	alerta	V	N;MASC;SG
提醒	lembrete	提醒	lembreter	V	N;MASC;SG
友好	amigáveis	友好	amigável	N	ADJ;MASC;PL
友好	amigável	友好	amigável	N	ADJ;MASC;SG
割	cut	割	cut	V	N;MASC;SG
割	corte	割	corte	V	N;MASC;SG
