το	the	ο	the	DET;NOM;DEF;NEUT;SG	PROPN
κατασκευές	struktur	κατασκευή	struktur	N;NOM;FEM;PL	N;SG
γέννηση	lahir	γέννηση	lahir	N;ACC;FEM;SG	V;SG;ACT
αλεξάντερ	alexander	αλεξάντερ	alexander	PROPN;NOM;MASC;SG	PROPN
άκρη	edge	άκρη	edge	N;NOM;FEM;SG	PROPN
βυζαντινοί	bizantium	βυζαντινός	bizantium	PROPN;NOM;MASC;PL	PROPN
γιορτή	holiday	γιορτής	holiday	N;NOM;FEM;SG	PROPN
μάντσεστερ	manchester	μάντσεστερ	manchester		PROPN
έγγραφα	dokumen	έγγραφο	dokumen	N;NOM;NEUT;PL	N;SG
λειτουργίες	fungsi	λειτουργία	fungsi	N;NOM;FEM;PL	N;SG
τακτική	regular	τακτικός	regular	ADJ;NOM;FEM;SG	PROPN
τακτική	reguler	τακτικός	reguler	ADJ;NOM;FEM;SG	N;SG
τακτική	taktik	τακτικός	taktik	ADJ;NOM;FEM;SG	N;SG
τακτική	taktik	τακτικός	taktik	ADJ;NOM;FEM;SG	N;SG
τακτική	taktis	τακτικός	taktis	ADJ;NOM;FEM;SG	N;SG
κάλυψη	cover	κάλυψη	cover	N;ACC;FEM;SG	PROPN
κάλυψη	tutupi	κάλυψη	tutupi	N;ACC;FEM;SG	V;SG;ACT
σαφώς	jelas	σαφώς	jelas	ADV	ADJ;SG
μαρκ	marc	μαρκ	marc		PROPN
μαρκ	markus	μαρκ	markus		PROPN
μαρκ	tanda	μαρκ	tanda		N;SG
μαρκ	tandai	μαρκ	tandai		V;SG;ACT
μαρκ	mark	μαρκ	mark		PROPN
ποπ	pdo	ποπ	pdo		PROPN
ποπ	pop	ποπ	pop		PROPN
προγραμματισμού	programming	προγραμματισμός	programming	N;GEN;MASC;SG	PROPN
ωκεανό	samudera	ωκεανός	samudera	N;VOC;MASC;SG	PROPN;SG
ωκεανό	samudra	ωκεανός	samudra	N;VOC;MASC;SG	PROPN;SG
ωκεανό	ocean	ωκεανός	ocean	N;VOC;MASC;SG	PROPN
πέρσες	persia	πέρση	persia	N;NOM;MASC;PL	PROPN
έννοιες	konsep	έννοιος	konsep	ADJ;NOM;FEM;PL	N;SG
θρησκευτική	religi	θρησκευτικός	religi	ADJ;NOM;FEM;SG	N
θρησκευτική	keagamaan	θρησκευτικός	keagamaan	ADJ;NOM;FEM;SG	N;SG
θρησκευτική	religius	θρησκευτικός	religius	ADJ;NOM;FEM;SG	N
θρησκευτική	agama	θρησκευτικός	agama	ADJ;NOM;FEM;SG	N;SG
πακιστάν	pakistan	πακιστάν	pakistan		PROPN
παναγία	madonna	παναγία	madonna	N;NOM;FEM;SG	PROPN
βιέννης	wina	βιέννης	wina	PROPN;GEN;FEM;SG	PROPN
εκθέσεις	pameran	έκθεση	pameran	N;NOM;FEM;PL	N;SG
εκθέσεις	laporan	έκθεση	laporan	N;NOM;FEM;PL	N;SG
πλευρό	rib	πλευρό	rib	N;ACC;NEUT;SG	PROPN
πλευρό	rusuk	πλευρό	rusuk	N;ACC;NEUT;SG	PROPN
ανεξάρτητο	independent	ανεξάρτητος	independent	ADJ;NOM;NEUT;SG	PROPN
πλάκα	fun	πλάκα	fun	N;NOM;FEM;SG	PROPN
πλάκα	seru	πλάκα	seru	N;NOM;FEM;SG	PROPN;SG
πλάκα	menyenangkan	πλάκα	mensenangkan	N;NOM;FEM;SG	V;SG;ACT
βήματα	langkah	βήμα	langkah	N;NOM;NEUT;PL	N;SG
χουάν	juan	χουάν	juan		PROPN
διαμόρφωση	membentuk	διαμόρφωση	menbentuk	N;ACC;FEM;SG	V;SG;ACT
σερ	ser	σερ	ser	PROPN;NOM;MASC;SG	PROPN
καταστάσεις	situasi	κατάσταση	situasi	N;NOM;FEM;PL	N;SG
ιωάννου	ioannou	ιωάννος	ioannou	PROPN;GEN;MASC;SG	PROPN
πεδία	bidang	πεδίο	bidang	N;NOM;NEUT;PL	N;SG
πεδία	fields	πεδίο	fields	N;NOM;NEUT;PL	PROPN
πεδία	ruas	πεδίο	ruas	N;NOM;NEUT;PL	N;SG
πεδία	kolom	πεδίο	kolom	N;NOM;NEUT;PL	N;SG
χάσει	tersesat	χάνω	tersesat	V;PFV;NFIN;ACT	V;SG;PASS
χάσει	kehilangan	χάνω	kehilangan	V;PFV;NFIN;ACT	N;SG
χάσει	lost	χάνω	lost	V;PFV;NFIN;ACT	PROPN
χάσει	hilang	χάνω	hilang	V;PFV;NFIN;ACT	ADJ;SG
βρετανοί	britania	βρετανός	britania	ADJ;NOM;MASC;PL	PROPN
βρετανοί	british	βρετανός	british	ADJ;NOM;MASC;PL	PROPN
σμιθ	smith	σμιθ	smith		PROPN
σκέψη	pikir	σκέψη	pikir	N;NOM;FEM;SG	
σκέψη	berpikir	σκέψη	berpikir	N;NOM;FEM;SG	V;SG;ACT
σκέψη	memikirkan	σκέψη	menpikirkan	N;NOM;FEM;SG	V;SG;ACT
σκέψη	thinking	σκέψη	thinking	N;NOM;FEM;SG	PROPN
σκέψη	berpikir	σκέψη	berpikir	N;NOM;FEM;SG	V;SG;ACT
αντώνιος	antony	αντώνιος	antony	ADJ;NOM;MASC;SG	PROPN
αντώνιος	antonius	αντώνιος	antonius	ADJ;NOM;MASC;SG	PROPN
φυσικές	alamiah	φυσικός	alamiah	ADJ;NOM;FEM;PL	N
φυσικές	natural	φυσικός	natural	ADJ;NOM;FEM;PL	N
φυσικές	alami	φυσικός	alami	ADJ;NOM;FEM;PL	ADJ;SG
πγδμ	makedonia	πγδμ	makedonia		PROPN
πγδμ	fyrom	πγδμ	fyrom		PROPN
πγδμ	makedonia	πγδμ	makedonia		PROPN
δυναμικό	dynamic	δυναμικός	dynamic	N;NOM;NEUT;SG	PROPN
δυναμικό	dinamis	δυναμικός	dinamis	N;NOM;NEUT;SG	ADJ;SG
πρωτότυπο	asli	πρωτότυπο	asli	N;NOM;NEUT;SG	ADJ;SG
πρωτότυπο	original	πρωτότυπο	original	N;NOM;NEUT;SG	PROPN
ουσίες	zat	ουσία	zat	N;NOM;FEM;PL	N;SG
βλέπε	lihat	βλέπω	lihat		V;SG;ACT
ενημέρωση	briefing	ενημέρωση	briefing	N;ACC;FEM;SG	PROPN
ενημέρωση	mutakhirkan	ενημέρωση	mutakhirkan	N;ACC;FEM;SG	PROPN
ενημέρωση	update	ενημέρωση	update	N;ACC;FEM;SG	PROPN
ενημέρωση	perbarui	ενημέρωση	perbarui	N;ACC;FEM;SG	V;SG;ACT
χίου	khios	χίο	khios	PROPN;GEN;FEM;SG	PROPN
παο	pao	παο	pao	N	PROPN
ροή	feed	ροή	feed	N;NOM;FEM;SG	PROPN
ροή	flow	ροή	flow	N;NOM;FEM;SG	PROPN
ροή	mengalir	ροή	menalir	N;NOM;FEM;SG	V;SG;ACT
ροή	mengalirlah	ροή	menalir	N;NOM;FEM;SG	V;SG;ACT
ροή	stream	ροή	stream	N;NOM;FEM;SG	PROPN
υπολογιστές	komputer	υπολογιστής	komputer	N;NOM;MASC;PL	N;SG
υπολογιστές	komputer	υπολογιστής	komputer	N;NOM;MASC;PL	N;SG
υπολογιστές	computer	υπολογιστής	computer	N;NOM;MASC;PL	PROPN
γεν	yen	γεν	yen	N	PROPN
δεσμούς	dasi	δεσμός	dasi	N;ACC;MASC;PL	N;SG
ντι	dee	ντι	dee		PROPN
χαμηλή	low	χαμηλός	low	ADJ;NOM;FEM;SG	PROPN
κορέα	korea	κορέας	korea	PROPN;ACC;FEM;SG	PROPN;SG
δημιουργείται	menciptakan	δημιουργώ	menciptakan	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
άθλημα	sport	άθλημα	sport	N;NOM;NEUT;SG	PROPN
εκλογική	pemilu	εκλογικός	pemilu	ADJ;NOM;FEM;SG	N;SG
πιθανή	mungkin	πιθανής	mungkin	ADJ;NOM;FEM;SG	ADV
πιθανή	kemungkinan	πιθανής	kemungkinan	ADJ;NOM;FEM;SG	N;SG
πιθανή	dimungkinkan	πιθανής	dimungkinkan	ADJ;NOM;FEM;SG	V;SG;ACT
παραδοσιακή	traditional	παραδοσιακός	traditional	ADJ;NOM;FEM;SG	N
αποφάσισαν	memutuskan	αποφασίζω	menputuskan	V;PFV;IND;PL;3;PST;FIN;ACT	V;SG;ACT
αποφάσισαν	diputuskan	αποφασίζω	diputuskan	V;PFV;IND;PL;3;PST;FIN;ACT	V;SG;PASS
έμαθε	dipelajari	μαθαίνω	dipelajari	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
νίκου	nicu	νίκου	nicu	PROPN;NOM;MASC;SG	PROPN
πλήκτρα	keys	πλήκτρα	keys	N;NOM;NEUT;PL	PROPN
πλήκτρα	kunci	πλήκτρα	kunci	N;NOM;NEUT;PL	N;SG
πλήκτρα	key	πλήκτρα	key	N;NOM;NEUT;PL	PROPN
πλήκτρα	keyboard	πλήκτρα	keyboard	N;NOM;NEUT;PL	PROPN
πλήκτρα	keyboard	πλήκτρα	keyboard	N;NOM;NEUT;PL	PROPN
καταφύγιο	sanctuary	καταφύγιο	sanctuary	N;NOM;NEUT;SG	PROPN
καταφύγιο	mengungsi	καταφύγιο	menungsi	N;NOM;NEUT;SG	V;SG;ACT
μουσεία	museum	μουσείο	museum	N;NOM;NEUT;PL	PROPN
μετάλλια	medali	μετάλλια	medali	N;NOM;NEUT;PL	N;SG
απόλυτη	absolute	απόλυτος	absolute	ADJ;NOM;FEM;SG	PROPN
αποτυχία	gagal	αποτυχία	gagal	N;ACC;FEM;SG	V;SG
αποτυχία	gagal	αποτυχία	gagal	N;ACC;FEM;SG	V;SG
αποτυχία	gagal	αποτυχία	gagal	N;ACC;FEM;SG	V;SG
τοποθέτηση	memposisikan	τοποθέτηση	menposisikan	N;ACC;FEM;SG	V;SG;ACT
τοποθέτηση	mengaitkan	τοποθέτηση	menaitkan	N;ACC;FEM;SG	V;SG;ACT
τοποθέτηση	mengait	τοποθέτηση	menait	N;ACC;FEM;SG	
φανέλα	jersey	φανέλα	jersey	N;NOM;FEM;SG	PROPN
τροφή	food	τροφή	food	N;NOM;FEM;SG	PROPN
πύργο	chateau	πύργος	chateau	N;ACC;MASC;SG	PROPN
κατείχε	kesurupan	κατέχω	kesurupan	V;IPFV;IND;SG;3;PST;FIN;ACT	N;SG
κατείχε	kerasukan	κατέχω	kerasukan	V;IPFV;IND;SG;3;PST;FIN;ACT	N;SG
κατείχε	dirasuki	κατέχω	dirasuki	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
διαχείρισης	management	διαχείριση	management	N;GEN;FEM;SG	PROPN
ταυτότητα	ijabah	ταυτότητα	ijabah	N;ACC;FEM;SG	PROPN
δείγματα	spesimen	δείγμα	spesimen	N;NOM;NEUT;PL	N;SG
δείγματα	sampel	δείγμα	sampel	N;NOM;NEUT;PL	N;SG
μετρό	metro	μετρό	metro	N;NOM;NEUT;SG	PROPN
επιμέρους	individu	επιμέρος	individu	N;NOM;FEM;PL	N;SG
επιμέρους	perorangan	επιμέρος	perorangan	N;NOM;FEM;PL	N;SG
πανεπιστήμια	universitas	πανεπιστήμιο	universitas	N;NOM;NEUT;PL	PROPN;SG
γιατρός	doctor	γιατρός	doctor	N;NOM;MASC;SG	PROPN
φυτό	plant	φυτό	plant	N;NOM;NEUT;SG	PROPN
φίλους	teman	φίλος	teman	N;NOM;MASC;PL	N;SG
φίλους	friends	φίλος	friends	N;NOM;MASC;PL	PROPN
φίλους	berteman	φίλος	berteman	N;NOM;MASC;PL	V;SG;ACT
προσώπου	facial	πρόσωπο	facial	N;GEN;NEUT;SG	PROPN
όγκος	volum	όγκος	volum	N;NOM;MASC;SG	PROPN;SG
κακό	bad	κακός	bad	ADJ;NOM;NEUT;SG	PROPN
κακό	kejahatan	κακός	kejahatan	ADJ;NOM;NEUT;SG	N;SG
κακό	evil	κακός	evil	ADJ;NOM;NEUT;SG	PROPN
σπάρτη	sparta	σπάρτης	sparta	PROPN;ACC;FEM;SG	PROPN
τραγουδιστές	penyanyi	τραγουδιστής	pennyanyi	N;NOM;MASC;PL	N;SG
ρωμαίους	romans	ρωμαίος	romans	PROPN;ACC;MASC;PL	PROPN
ρωμαίους	romawi	ρωμαίος	romawi	PROPN;ACC;MASC;PL	PROPN;SG
γραφεία	kantor	γραφείο	kantor	N;NOM;NEUT;PL	N;SG
ουκρανία	ukraina	ουκρανία	ukraina	PROPN;ACC;FEM;SG	N;SG
ηλία	elijah	ηλία	elijah	PROPN;NOM;MASC;SG	PROPN
ηλία	elia	ηλία	elia	PROPN;NOM;MASC;SG	PROPN;SG
ηλία	ilyas	ηλία	ilyas	PROPN;NOM;MASC;SG	PROPN
ηλία	elias	ηλία	elias	PROPN;NOM;MASC;SG	PROPN
στατιστική	statistika	στατιστικός	statistika	ADJ;NOM;FEM;SG	N;SG
στατιστική	statistik	στατιστικός	statistik	ADJ;NOM;FEM;SG	N;SG
ηχογράφηση	merekam	ηχογράφηση	menrekam	N;ACC;FEM;SG	V;SG;ACT
αντικειμένων	obyek	αντικειμένος	obyek	ADJ;GEN;NEUT;PL	N;SG
αντικειμένων	objek	αντικειμένος	objek	ADJ;GEN;NEUT;PL	N;SG
αντικειμένων	benda	αντικειμένος	benda	ADJ;GEN;NEUT;PL	N;SG
γιόχαν	johann	γίοχας	johann		PROPN
θεσσαλίας	thessalia	θεσσαλία	thessalia	N;GEN;FEM;SG	PROPN
μέθοδοι	metoda	μέθοδος	metoda	N;NOM;FEM;PL	N;SG
μέθοδοι	metode	μέθοδος	metode	N;NOM;FEM;PL	N;SG
δανία	denmark	δανία	denmark	PROPN;ACC;FEM;SG	PROPN
δέντρο	tree	δέντρο	tree	N;NOM;NEUT;SG	PROPN
γουίλιαμ	william	γουίλιαμ	william		PROPN
μέγιστο	maksimum	μέγιστος	maksimum	N;NOM;NEUT;SG	ADJ;SG
μέγιστο	maksimal	μέγιστος	maksimal	N;NOM;NEUT;SG	ADJ;SG
μέγιστο	maximum	μέγιστος	maximum	N;NOM;NEUT;SG	PROPN
ήρωα	hero	ήρωα	hero	N;ACC;MASC;SG	PROPN
ανώτατο	supreme	ανώτερος	supreme	ADJ;NOM;CMPR;NEUT;SG	PROPN
ανώτατο	agung	ανώτερος	agung	ADJ;NOM;CMPR;NEUT;SG	ADJ;SG
διαχειριστή	admin	διαχειριστής	admin	N;NOM;FEM;SG	PROPN
χημικό	kimiawi	χημικός	kimiawi	ADJ;NOM;NEUT;SG	N;SG
χημικό	kimia	χημικός	kimia	ADJ;NOM;NEUT;SG	N;SG
άκρα	tungkai	άκρα	tungkai	N;NOM;NEUT;PL	N;SG
άκρα	ekstrim	άκρα	ekstrim	N;NOM;NEUT;PL	N;SG
μονάχου	münchen	μονάχος	münchen	PROPN;NOM;MASC;SG	PROPN
μονάχου	munchen	μονάχος	munchen	PROPN;NOM;MASC;SG	PROPN
μονάχου	munich	μονάχος	munich	PROPN;NOM;MASC;SG	PROPN
παραδόσεις	tradisi	παράδοση	tradisi	N;NOM;FEM;PL	N;SG
παραδόσεις	pengiriman	παράδοση	penkiriman	N;NOM;FEM;PL	N;SG
κοινωνικό	social	κοινωνικός	social	ADJ;NOM;NEUT;SG	PROPN
κοινωνικό	sosial	κοινωνικός	sosial	ADJ;NOM;NEUT;SG	N;SG
πεθάνει	die	πεθαίνω	die	V;PFV;NFIN;ACT	PROPN
πεθάνει	mati	πεθαίνω	mati	V;PFV;NFIN;ACT	ADJ;SG
πρωί	morning	πρωί	morning	N;ACC;NEUT;SG	PROPN
ετήσια	tahunan	ετήσιος	tahunan	ADJ;NOM;FEM;SG	N;SG
ετήσια	tahunan	ετήσιος	tahunan	ADJ;NOM;FEM;SG	N;SG
υποθέσεις	kasusnya	υπόθεση	kasus	N;NOM;FEM;PL	N;SG
υποθέσεις	kasus	υπόθεση	kasus	N;NOM;FEM;PL	N;SG
παραλλαγές	varian	παραλλαγή	varian	N;NOM;FEM;PL	N;SG
παραλλαγές	variasi	παραλλαγή	variasi	N;NOM;FEM;PL	N;SG
σκοτ	scott	σκοτ	scott		PROPN
βαθιά	mendalam	βαθύς	mendalam	ADV	V;SG;ACT
βαθιά	sedalam	βαθύς	sedalam	ADV	;SG
βαθιά	mendalam	βαθύς	mendalam	ADV	V;SG;ACT
βαθιά	deep	βαθύς	deep	ADV	PROPN
κώδικας	code	κώδικας	code	N;NOM;MASC;SG	PROPN
τσαρλς	charles	τσαρλς	charles	PROPN;NOM;MASC;SG	PROPN
επιτυχημένη	sukses	επιτυχημένος	sukses	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;SG
απαραίτητο	diperlukan	απαραίτητος	diperlukan	ADJ;NOM;NEUT;SG	V;SG;PASS
απαραίτητο	perlu	απαραίτητος	perlu	ADJ;NOM;NEUT;SG	V;SG;ACT
απαραίτητο	esensial	απαραίτητος	esensial	ADJ;NOM;NEUT;SG	N
αδερφός	bâ	αδερφός	bâ	N;NOM;MASC;SG	PROPN
αδερφός	brother	αδερφός	brother	N;NOM;MASC;SG	PROPN
αρχιτέκτονας	architect	αρχιτέκτονας	architect	N;NOM;MASC;SG	PROPN
γιουγκοσλαβία	yugoslavia	γιουγκοσλαβία	yugoslavia	PROPN;ACC;FEM;SG	PROPN
ελεύθερος	gratis	ελεύθερος	gratis	ADJ;NOM;MASC;SG	N;SG
ελεύθερος	free	ελεύθερος	free	ADJ;NOM;MASC;SG	PROPN
καβάλας	kavala	καβάλα	kavala	PROPN;GEN;FEM;SG	PROPN
βασισμένη	based	βασίζω	based	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
βασισμένη	berbasis	βασίζω	berbasis	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;SG;ACT
βασισμένη	berdasarkan	βασίζω	berdasarkan	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADP;SG;ACT
κυρία	madam	κυρία	madam	N;VOC;FEM;SG	PROPN
κυρία	nona	κυρία	nona	N;VOC;FEM;SG	
κυρία	lady	κυρία	lady	N;VOC;FEM;SG	PROPN
λόγιος	cendekia	λόγιος	cendekia	N;NOM;MASC;SG	PROPN
κλίση	gradien	κλίση	gradien	N;NOM;FEM;SG	PROPN
κλίση	memiringkan	κλίση	menpiringkan	N;NOM;FEM;SG	V;SG;ACT
αφγανιστάν	afganistan	αφγανιστάν	afganistan		N;SG
αφγανιστάν	afghanistan	αφγανιστάν	afghanistan		N;SG
πετύχει	sukses	πετυχαίνω	sukses	V;PFV;NFIN;ACT	ADJ;SG
μεταβολές	perubahan	μεταβολή	perubahan	N;NOM;FEM;PL	N;SG
μεταβολές	mengubah	μεταβολή	menubah	N;NOM;FEM;PL	V;SG;ACT
ενεργά	active	ενεργά	active	ADV	PROPN
ενεργά	aktif	ενεργά	aktif	ADV	ADJ;SG
τόνους	berton	τόνος	berton	N;ACC;MASC;PL	PROPN
προηγούμενες	sebelumnya	προηγούμενος	sebelumnya	ADJ;NOM;FEM;PL	ADV
δημοκρατική	demokratik	δημοκρατικός	demokratik	ADJ;NOM;FEM;SG	N;SG
δημοκρατική	demokratis	δημοκρατικός	demokratis	ADJ;NOM;FEM;SG	N;SG
δημοκρατική	demokrat	δημοκρατικός	demokrat	ADJ;NOM;FEM;SG	N;SG
δημοκρατική	demokrasi	δημοκρατικός	demokrasi	ADJ;NOM;FEM;SG	N;SG
εκτείνεται	memanjangkan	εκτείνω	menpanjangkan	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
εκτείνεται	meluas	εκτείνω	menluas	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
ναυτική	naval	ναυτικός	naval	ADJ;NOM;FEM;SG	PROPN
αργεντινής	argentina	αργεντινός	argentina	ADJ;GEN;FEM;SG	N;SG
αργεντινής	argentina	αργεντινός	argentina	ADJ;GEN;FEM;SG	N;SG
αργεντινής	argentina	αργεντινός	argentina	ADJ;GEN;FEM;SG	N;SG
εισήγαγε	diperkenalkan	εισηγάγω	diperkenalkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
εισήγαγε	dikenalkan	εισηγάγω	dikenalkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
θεία	bibi	θεία	bibi	N;NOM;FEM;SG	PROPN
θεία	tante	θεία	tante	N;NOM;FEM;SG	PROPN
θεία	bibi	θεία	bibi	N;NOM;FEM;SG	PROPN
θεία	tante	θεία	tante	N;NOM;FEM;SG	PROPN
θεία	bibi	θεία	bibi	N;NOM;FEM;SG	PROPN
θεία	tante	θεία	tante	N;NOM;FEM;SG	PROPN
γουινέα	guinea	γουινέα	guinea	PROPN;NOM;FEM;SG	PROPN
ικανότητες	kemampuan	ικανότητα	kemampuan	N;NOM;FEM;PL	N;SG
ικανότητες	keahlian	ικανότητα	keahlian	N;NOM;FEM;PL	N;SG
ικανότητες	skill	ικανότητα	skill	N;NOM;FEM;PL	PROPN
ικανότητες	keterampilan	ικανότητα	keterampilan	N;NOM;FEM;PL	N;SG
κιλά	pon	κιλώ	pon	N	PROPN
κιλά	lbs	κιλώ	lbs	N	PROPN
κιλά	pound	κιλώ	pound	N	PROPN
κιλά	pounds	κιλώ	pounds	N	PROPN
κιλά	pon	κιλώ	pon	N	PROPN
κιλά	kilo	κιλώ	kilo	N	PROPN
κάπως	lumayan	κάπως	lumayan	ADV	N
ελάχιστη	minimum	λίγο	minimum	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
ελάχιστη	minimal	λίγο	minimal	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
ελάχιστη	minimal	λίγο	minimal	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
ελάχιστη	minim	λίγο	minim	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
βιετνάμ	vietnam	βιετνάμ	vietnam		N
βιετνάμ	vietnam	βιετνάμ	vietnam		N
παρούσα	sajikan	παρών	sajikan	ADJ;NOM;FEM;SG	V;SG;ACT
παρούσα	hadir	παρών	hadir	ADJ;NOM;FEM;SG	V;SG;ACT
παρούσα	present	παρών	present	ADJ;NOM;FEM;SG	PROPN
υψηλότερη	tertinggi	ψηλός	tertinggi	ADJ;NOM;CMPR;FEM;SG	ADJ;RL;SG
υψηλότερη	tinggi	ψηλός	tinggi	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
πωλ	paulus	πωλ	paulus	PROPN;NOM;MASC;SG	PROPN
πωλ	paul	πωλ	paul	PROPN;NOM;MASC;SG	PROPN
άμστερνταμ	amsterdam	άμστερνταμ	amsterdam		PROPN
επιθυμία	desire	επιθυμία	desire	N;ACC;FEM;SG	PROPN
επιθυμία	wish	επιθυμία	wish	N;ACC;FEM;SG	PROPN
επιθυμία	berharap	επιθυμία	berharap	N;ACC;FEM;SG	V;SG;ACT
γεωγραφικό	geografi	γεωγραφικός	geografi	ADJ;NOM;NEUT;SG	N;SG
γεωγραφικό	geographic	γεωγραφικός	geographic	ADJ;NOM;NEUT;SG	PROPN;SG
γεωγραφικό	geografis	γεωγραφικός	geografis	ADJ;NOM;NEUT;SG	N;SG
γεωγραφικό	geografis	γεωγραφικός	geografis	ADJ;NOM;NEUT;SG	N;SG
άγιοι	santo	άγιος	santo	ADJ;NOM;MASC;PL	PROPN
άγιοι	saints	άγιος	saints	ADJ;NOM;MASC;PL	PROPN
ακολουθώντας	sbb	ακολουθώ	sbb	V;IPFV;V.CVB;ACT	
ιούλιος	juli	ιούλιος	juli	PROPN;NOM;MASC;SG	N;SG
σκότωσε	kill	σκοτώνω	kill	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
σκότωσε	dibunuh	σκοτώνω	dibunuh	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
σκότωσε	tewas	σκοτώνω	tewas	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;SG
σκότωσε	terbunuh	σκοτώνω	terbunuh	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
τζακ	jek	τζακ	jek		PROPN
τζακ	jack	τζακ	jack		PROPN
σταυρό	salib	σταυρό	salib	N;NOM;NEUT;SG	PROPN;SG
σταυρό	cross	σταυρό	cross	N;NOM;NEUT;SG	PROPN
μηχανές	mesin	μηχανής	mesin	N;NOM;FEM;PL	N;SG
μηχανές	mesin	μηχανής	mesin	N;NOM;FEM;PL	N;SG
μηχανές	mesin	μηχανής	mesin	N;NOM;FEM;PL	N;SG
αγωνιστές	pejuang	αγωνιστής	pejuang	N;NOM;MASC;PL	N;SG
αγωνιστές	petarung	αγωνιστής	petarung	N;NOM;MASC;PL	N;SG
αγωνιστές	fighters	αγωνιστής	fighters	N;NOM;MASC;PL	PROPN
αγωνιστές	militan	αγωνιστής	militan	N;NOM;MASC;PL	N;SG
μεταβολή	berubah	μεταβολή	berrubah	N;NOM;FEM;SG	V;SG;ACT
μεταβολή	ganti	μεταβολή	ganti	N;NOM;FEM;SG	V;SG;ACT
μεταβολή	mengubah	μεταβολή	menubah	N;NOM;FEM;SG	V;SG;ACT
μεταβολή	ubah	μεταβολή	ubah	N;NOM;FEM;SG	V;SG;ACT
εκατό	hundred	εκατό	hundred	NUM;NOM;NEUT;PL	PROPN
μάρτιν	martinus	μάρτιν	martinus		PROPN
μάρτιν	martin	μάρτιν	martin		PROPN
φορείς	provider	φορέας	provider	N;NOM;MASC;PL	PROPN
σκάφος	ship	σκάφος	ship	N;NOM;NEUT;SG	PROPN
σκάφος	craft	σκάφος	craft	N;NOM;NEUT;SG	PROPN
σκάφος	boat	σκάφος	boat	N;NOM;NEUT;SG	PROPN
όροι	klu	όρος	klu	N;NOM;MASC;PL	PROPN
όροι	ketentuan	όρος	ketentuan	N;NOM;MASC;PL	N;SG
όροι	ketentuan	όρος	ketentuan	N;NOM;MASC;PL	N;SG
όροι	syarat	όρος	syarat	N;NOM;MASC;PL	N;SG
όροι	kondisi	όρος	kondisi	N;NOM;MASC;PL	N;SG
δίσκους	cakram	δίσκος	cakram	N;ACC;MASC;PL	N;SG
δίσκους	disk	δίσκος	disk	N;ACC;MASC;PL	PROPN
δίσκους	diska	δίσκος	diska	N;ACC;MASC;PL	PROPN
δέντρα	pepohonan	δέντρο	pepohonan	N;NOM;NEUT;PL	N;SG
δέντρα	pohon	δέντρο	pohon	N;NOM;NEUT;PL	N;SG
μέγιστη	maksimum	μέγιστος	maksimum	N;ACC;FEM;SG	ADJ;SG
μέγιστη	maksimal	μέγιστος	maksimal	N;ACC;FEM;SG	ADJ;SG
μέγιστη	maximum	μέγιστος	maximum	N;ACC;FEM;SG	PROPN
μόναχο	münchen	μόναχος	münchen	PROPN;NOM;NEUT;SG	PROPN
μόναχο	munchen	μόναχος	munchen	PROPN;NOM;NEUT;SG	PROPN
μόναχο	munich	μόναχος	munich	PROPN;NOM;NEUT;SG	PROPN
μόνιμα	permanen	μόνιμα	permanen	ADV	ADJ;SG
μόνιμα	permanent	μόνιμα	permanent	ADV	PROPN
μόνιμα	permanen	μόνιμα	permanen	ADV	ADJ;SG
σταυρός	salib	σταυρός	salib	N;NOM;MASC;SG	PROPN;SG
σταυρός	cross	σταυρός	cross	N;NOM;MASC;SG	PROPN
σταυρός	salib	σταυρός	salib	N;NOM;MASC;SG	PROPN;SG
δίκτυα	jaringan	δίκτυο	jaringan	N;NOM;NEUT;PL	N;SG
δίκτυα	jaringannya	δίκτυο	jaringan	N;NOM;NEUT;PL	N;SG
δίκτυα	networks	δίκτυο	networks	N;NOM;NEUT;PL	PROPN
δημιουργός	maker	δημιουργός	maker	N;NOM;MASC;SG	PROPN
δημιουργός	creator	δημιουργός	creator	N;NOM;MASC;SG	PROPN
μέσων	instrumen	μέσο	instrumen	N;GEN;NEUT;PL	N;SG
