que	that	que	that	PRO;MASC;SG	PROPN
termina	концы	terminar	конец	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
indivíduo	индивидуальные	indivíduo	индивидуальный	N;MASC;SG	ADJ;NOM;PL
indivíduo	отдельных	indivíduo	отдельный	N;MASC;SG	ADJ;GEN;PL
indivíduo	индивидуальное	indivíduo	индивидуальный	N;MASC;SG	ADJ;NOM;NEUT;SG
indivíduo	индивидуальный	indivíduo	индивидуальный	N;MASC;SG	ADJ;NOM;MASC;SG
indivíduo	индивидуальная	indivíduo	индивидуальный	N;MASC;SG	ADJ;NOM;FEM;SG
sexto	секст	sexto	секст	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
influências	влияние	influência	влияние	N;FEM;PL	N;INAN;NOM;NEUT;SG
integração	интеграции	integração	интеграция	N;FEM;SG	N;INAN;NOM;FEM;PL
transportes	транспорт	transporte	транспорт	N;MASC;PL	N;INAN;NOM;MASC;SG
transportes	транспортировка	transporte	транспортировка	N;MASC;PL	N;INAN;NOM;FEM;SG
transportes	транспорт	transporte	транспорт	N;MASC;PL	N;INAN;NOM;MASC;SG
transportes	перевозка	transporte	перевозка	N;MASC;PL	N;INAN;NOM;FEM;SG
alcançar	охват	alcançar	охват	V;NFIN	N;INAN;NOM;MASC;SG
confederação	конфедерации	confederação	конфедерация	N;FEM;SG	N;INAN;NOM;FEM;PL
confederação	конфедерации	confederação	конфедерация	N;FEM;SG	N;INAN;NOM;FEM;PL
down	down	down	down	N;MASC;SG	PROPN
down	вниз	down	вниз	N;MASC;SG	ADV
conheceu	встретили	conhecer	встретить	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
conheceu	встретились	conhecer	встретиться	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
ameaça	угрожает	ameaça	угрожать	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bíblia	библии	bíblia	библия	N;FEM;SG	N;INAN;NOM;FEM;PL
bíblia	библейские	bíblia	библейский	N;FEM;SG	ADJ;NOM;PL
pergunta	спроси	pergunta	спросить	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
pergunta	спросить	pergunta	спросить	N;FEM;SG	V;PFV;NFIN;ACT
pergunta	спросите	pergunta	спросить	N;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
tese	диссертации	tese	диссертация	N;FEM;SG	N;INAN;NOM;FEM;PL
primo	примо	primo	примо	N;MASC;SG	PART
holanda	нидерланды	holandar	нидерланд	N;FEM;SG	N;INAN;NOM;MASC;PL
holanda	нидерландов	holandar	нидерланд	N;FEM;SG	N;INAN;GEN;MASC;PL
lenda	легенды	lenda	легенда	N;FEM;SG	N;INAN;NOM;FEM;PL
vítimas	пострадавшие	vítima	пострадавший	N;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;ACT
vítimas	потерпевшие	vítima	потерпевший	N;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;ACT
ideal	идеал	ideal	идеал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
chamadas	звонки	chamar	звонок	V;FEM;PL;V.PTCP	N;INAN;NOM;MASC;PL
chamadas	вызовы	chamar	вызов	V;FEM;PL;V.PTCP	N;INAN;NOM;MASC;PL
aventura	приключения	aventura	приключение	N;FEM;SG	N;INAN;NOM;NEUT;PL
pedras	камень	pedra	камень	N;FEM;PL	N;INAN;NOM;MASC;SG
pedras	стоун	pedra	стоун	N;FEM;PL	N;INAN;NOM;MASC;SG
pedras	stone	pedra	stone	N;FEM;PL	PROPN
plant	растения	plant	растение	N;MASC;SG	N;INAN;NOM;NEUT;PL
plant	растений	plant	растение	N;MASC;SG	N;INAN;GEN;NEUT;PL
disputado	спорных	disputar	спорный	V;MASC;SG;V.PTCP	ADJ;GEN;PL
download	загрузить	download	загрузить	N;MASC;SG	V;PFV;NFIN;ACT
download	скачать	download	скачать	N;MASC;SG	V;PFV;NFIN;ACT
observação	наблюдения	observação	наблюдение	N;FEM;SG	N;INAN;NOM;NEUT;PL
excelente	превосходно	excelente	превосходно	ADJ;MASC;SG	ADV
lagos	лагос	lago	лагос	N;MASC;PL	N;INAN;NOM;MASC;SG
grão	зерна	grão	зерно	N;MASC;SG	N;INAN;NOM;NEUT;PL
valign	valign	valign	valign	N;MASC;SG	PROPN
definido	определены	definir	определить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
definido	комплект	definir	комплект	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
definido	сет	definir	сет	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
definido	набор	definir	набор	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
confiança	доверять	confiança	доверять	N;FEM;SG	V;IPFV;NFIN;ACT
confiança	довериться	confiança	довериться	N;FEM;SG	V;PFV;NFIN;MID
habilidade	навыки	habilidade	навык	N;FEM;SG	N;INAN;NOM;MASC;PL
árabes	арабские	árabe	арабский	N;MASC;PL	ADJ;NOM;PL
árabes	арабское	árabe	арабский	N;MASC;PL	ADJ;NOM;NEUT;SG
árabes	арабская	árabe	арабский	N;MASC;PL	ADJ;NOM;FEM;SG
árabes	араб	árabe	араб	N;MASC;PL	N;INAN;NOM;MASC;SG
árabes	арабский	árabe	арабский	N;MASC;PL	ADJ;NOM;MASC;SG
árabes	арабская	árabe	арабский	N;MASC;PL	ADJ;NOM;FEM;SG
árabes	арабский	árabe	арабский	N;MASC;PL	ADJ;NOM;MASC;SG
tomé	тома	tomé	том	N;MASC;SG	N;INAN;NOM;MASC;PL
elevada	повышенные	elevar	повысить	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
sai	саи	sair	саи	V;IND;SG;3;PRS;FIN	
sai	сай	sair	сай	V;IND;SG;3;PRS;FIN	
tratar	угощение	tratar	угощение	V;NFIN	N;INAN;NOM;NEUT;SG
his	его	his	он	N;MASC;SG	PRO;ACC;MASC;SG;3
blog	blog	blog	blog	N;MASC;SG	PROPN
laboratório	лаборатории	laboratório	лаборатория	N;MASC;SG	N;INAN;NOM;FEM;PL
laboratório	lab	laboratório	lab	N;MASC;SG	PROPN
enviou	отправили	enviar	отправить	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
moda	моды	moda	мода	N;FEM;SG	N;INAN;NOM;FEM;PL
moda	fashion	moda	fashion	N;FEM;SG	PROPN
moda	модные	moda	модный	N;FEM;SG	ADJ;NOM;PL
moda	модный	moda	модный	N;FEM;SG	ADJ;NOM;MASC;SG
lançar	запуск	lançar	запуск	V;NFIN	N;INAN;NOM;MASC;SG
lançar	пуск	lançar	пуск	V;NFIN	N;INAN;NOM;MASC;SG
doutrina	доктрины	doutrina	доктрина	N;FEM;SG	N;INAN;NOM;FEM;PL
determinada	определены	determinar	определить	V;FEM;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
eixo	оси	eixo	ось	N;MASC;SG	N;INAN;NOM;FEM;PL
space	космической	space	космический	N;MASC;SG	ADJ;INS;FEM;SG
space	space	space	space	N;MASC;SG	PROPN
carregado	загружены	carregar	загрузить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
carregado	загрузили	carregar	загрузить	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
carregado	загружены	carregar	загрузить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
notícia	news	notícia	news	N;FEM;SG	PROPN
notícia	новости	notícia	новость	N;FEM;SG	N;INAN;NOM;FEM;PL
ford	форд	ford	форд	N;FEM;SG	INTJ
ford	ford	ford	ford	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
california	калифорнии	california	калифорния	N;FEM;SG	N;INAN;NOM;FEM;PL
blues	blues	blues	blues	N;MASC;SG	PROPN
dificuldade	трудности	dificuldade	трудность	N;FEM;SG	N;INAN;NOM;FEM;PL
costas	костас	costa	костас	N;FEM;PL	N;ANIM;NOM;MASC;SG
costas	назад	costa	назад	N;FEM;PL	ADV
costas	back	costa	back	N;FEM;PL	PROPN
costas	спина	costa	спина	N;FEM;PL	N;INAN;NOM;FEM;SG
costas	обратно	costa	обратно	N;FEM;PL	ADV
opiniões	мнение	opinião	мнение	N;FEM;PL	N;INAN;NOM;NEUT;SG
opiniões	отзыв	opinião	отзыв	N;FEM;PL	N;INAN;NOM;MASC;SG
lats	латов	lats	лат	N;MASC;SG	N;INAN;GEN;MASC;PL
ligado	связаны	ligar	связать	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
ligado	связанные	ligar	связать	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
parcial	частично	parcial	частично	ADJ;MASC;SG	ADV
graça	граса	graça	грас	N;FEM;SG	
inteiro	целое	inteiro	целое	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
inteiro	целые	inteiro	целый	ADJ;MASC;SG	ADJ;NOM;PL
inteiro	целое	inteiro	целое	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
inteiro	целиком	inteiro	целиком	ADJ;MASC;SG	ADV
descreve	описано	descrever	описать	V;IND;SG;3;PRS;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
descreve	опишите	descrever	описать	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
protegida	охраняемых	protegido	охранять	V;FEM;SG;V.PTCP	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
protegida	защищены	protegido	защитить	V;FEM;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
marcas	маркс	marca	маркс	N;FEM;PL	N;ANIM;NOM;MASC;SG
cuba	кубы	cubar	куба	N;FEM;SG	N;INAN;NOM;FEM;PL
restantes	оставшийся	restante	остаться	N;MASC;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;MID
restantes	оставшихся	restante	остаться	N;MASC;PL	V;PFV;GEN;PL;PST;V.PTCP;MID
restantes	оставшиеся	restante	остаться	N;MASC;PL	V;PFV;NOM;PL;PST;V.PTCP;MID
restantes	осталось	restante	остаться	N;MASC;PL	V;PFV;NEUT;IND;SG;PST;FIN;MID
restantes	остающиеся	restante	оставаться	N;MASC;PL	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
viii	viii	viier	viii	ADJ;MASC;SG	NUM
caminhos	дорог	caminho	дорога	N;MASC;PL	N;INAN;GEN;FEM;SG
shopping	mall	shopping	mall	N;MASC;SG	PROPN
constitucional	конституционные	constitucional	конституционный	ADJ;MASC;SG	ADJ;NOM;PL
story	story	story	story	N;MASC;SG	PROPN
empate	рисовать	empate	рисовать	N;MASC;SG	V;IPFV;NFIN;ACT
empate	привлечь	empate	привлечь	N;MASC;SG	V;PFV;NFIN;ACT
empate	нарисовать	empate	нарисовать	N;MASC;SG	V;PFV;NFIN;ACT
ginásio	гимназии	ginásio	гимназия	N;MASC;SG	N;INAN;NOM;FEM;PL
areia	пески	areiar	песок	N;FEM;SG	N;INAN;NOM;MASC;PL
estrelado	звездное	estrelar	звездный	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
teclado	клавиатуры	teclado	клавиатура	N;MASC;SG	N;INAN;NOM;FEM;PL
teclado	клавиатуры	teclado	клавиатура	N;MASC;SG	N;INAN;NOM;FEM;PL
cavalaria	кавалерии	cavalaria	кавалерия	N;FEM;SG	N;INAN;NOM;FEM;PL
tomada	socket	tomar	socket	V;FEM;SG;V.PTCP	PROPN
aceita	принят	aceitar	принять	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;PST;V.PTCP;PASS
aceita	принята	aceitar	принять	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;PST;V.PTCP;PASS
aceita	приняты	aceitar	принять	V;IND;SG;3;PRS;FIN	V;PFV;PL;PST;V.PTCP;PASS
aceita	принято	aceitar	принять	V;IND;SG;3;PRS;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
aceita	принимаю	aceitar	принимать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
aceita	примите	aceitar	принять	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
aceita	принимаем	aceitar	принимать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
extinção	вымирания	extinção	вымирание	N;FEM;SG	N;INAN;NOM;NEUT;PL
lobo	лобо	lobo	лобо	N;MASC;SG	PART
abriu	открыли	abrir	открыть	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
dead	мертвый	dead	мертвый	N;MASC;SG	ADJ;NOM;MASC;SG
dead	умер	dead	умереть	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
dead	мертвые	dead	мертвый	N;MASC;SG	ADJ;NOM;PL
dead	мертв	dead	мертвый	N;MASC;SG	ADJ;MASC;SG
dead	мертва	dead	мертвый	N;MASC;SG	ADJ;FEM;SG
vídeos	видео	vídeo	видео	N;MASC;PL	N;INAN;NOM;NEUT;SG
armadas	вооруженный	armar	вооружить	N;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
armadas	вооруженная	armar	вооружить	N;FEM;PL	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
armadas	вооруженных	armar	вооружить	N;FEM;PL	V;PFV;GEN;PL;PST;V.PTCP;PASS
convenção	конвенции	convenção	конвенция	N;FEM;SG	N;INAN;NOM;FEM;PL
perdendo	потеря	perder	потеря	V;V.MSDR	N;INAN;NOM;FEM;SG
editorial	редакционного	editorial	редакционный	N;MASC;SG	ADJ;GEN;MASC;SG
garota	girl	garota	girl	N;FEM;SG	PROPN
xiii	xiii	xiii	xiii	N;MASC;SG	NUM
culto	поклоняться	culto	поклоняться	N;MASC;SG	V;IPFV;NFIN;MID
democracia	демократии	democracia	демократия	N;FEM;SG	N;INAN;NOM;FEM;PL
moral	моральная	moral	моральный	N;FEM;SG	ADJ;NOM;FEM;SG
moral	моральный	moral	моральный	N;FEM;SG	ADJ;NOM;MASC;SG
moral	морали	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;PL
moral	морали	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;PL
legislativa	законодательная	legislativo	законодательный	N;FEM;SG	ADJ;NOM;FEM;SG
legislativa	законодательные	legislativo	законодательный	N;FEM;SG	ADJ;NOM;PL
organizada	организованные	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
organizada	организованные	organizar	организовывать	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
retirar	отступление	retirar	отступление	V;NFIN	N;INAN;NOM;NEUT;SG
calor	тепло	calor	теплый	N;MASC;SG	ADJ;NEUT;SG
calor	тепло	calor	теплый	N;MASC;SG	ADJ;NEUT;SG
provável	вероятно	provável	вероятно	ADJ;MASC;SG	ADV
fiáveis	надежный	fiável	надежный	ADJ;MASC;PL	ADJ;NOM;MASC;SG
fiáveis	надежно	fiável	надежно	ADJ;MASC;PL	ADV
fiáveis	надежная	fiável	надежный	ADJ;MASC;PL	ADJ;NOM;FEM;SG
vítima	потерпевший	vítima	потерпевший	N;FEM;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;ACT
vítima	пострадавший	vítima	пострадавший	N;FEM;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;ACT
dirigiu	направлены	dirigir	направить	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
mérito	заслуги	mérito	заслуга	N;MASC;SG	N;INAN;NOM;FEM;PL
interno	стажер	interno	стажер	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
interno	внутренние	interno	внутренний	ADJ;MASC;SG	ADJ;NOM;PL
interno	внутренние	interno	внутренний	ADJ;MASC;SG	ADJ;NOM;PL
práticas	практика	prática	практика	N;FEM;PL	N;INAN;NOM;FEM;SG
depressão	депрессии	depressão	депрессия	N;FEM;SG	N;INAN;NOM;FEM;PL
caetano	каэтано	caetano	каэтано	N;MASC;SG	
produzidos	произведено	produzir	произвести	V;MASC;PL;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
compra	покупки	compra	покупка	N;FEM;SG	N;INAN;NOM;FEM;PL
compra	приобрести	compra	приобрести	N;FEM;SG	V;PFV;NFIN;ACT
compra	купить	compra	купить	N;FEM;SG	V;PFV;NFIN;ACT
compra	покупать	compra	покупать	N;FEM;SG	V;IPFV;NFIN;ACT
leve	light	levar	light	V;SBJV;SG;3;PRS;FIN	PROPN
leve	свет	levar	свет	V;SBJV;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
leve	света	levar	свет	V;SBJV;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
leve	светло	levar	светлый	V;SBJV;SG;3;PRS;FIN	ADJ;NEUT;SG
leve	возьми	levar	брать	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
leve	бери	levar	брать	V;SBJV;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
leve	берите	levar	брать	V;SBJV;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
leve	возьмите	levar	брать	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
leve	легкий	levar	легкий	V;SBJV;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
leve	лёгкий	levar	лёгкий	V;SBJV;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
leve	лёгкая	levar	люгкий	V;SBJV;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
leve	легкие	levar	легкий	V;SBJV;SG;3;PRS;FIN	ADJ;NOM;PL
dark	тёмный	dark	тёмный	N;MASC;SG	ADJ;NOM;MASC;SG
dark	темно	dark	темный	N;MASC;SG	ADJ;NEUT;SG
dark	dark	dark	dark	N;MASC;SG	PROPN
dark	темная	dark	темный	N;MASC;SG	ADJ;NOM;FEM;SG
dark	тёмная	dark	темный	N;MASC;SG	ADJ;NOM;FEM;SG
alteração	поправки	alteração	поправка	N;FEM;SG	N;INAN;NOM;FEM;PL
designada	назначенных	designar	назначить	V;FEM;SG;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
designada	назначенные	designar	назначить	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
nintendo	nintendo	nintender	nintendo	N;MASC;SG	PROPN
shortsummary	shortsummary	shortsummary	shortsummary	N;MASC;SG	PROPN
raimundo	раймундо	raimundo	раймундо	N;MASC;SG	
sun	sun	sun	sun	N;MASC;SG	PROPN
sun	сун	sun	сун	N;MASC;SG	PART
desambiguação	значения	desambiguação	значение	N;FEM;SG	N;INAN;NOM;NEUT;PL
pensar	мышление	pensar	мышление	V;NFIN	N;INAN;NOM;NEUT;SG
foco	сфокусироваться	foco	фокусироваться	N;MASC;SG	V;PFV;NFIN;MID
foco	сконцентрироваться	foco	концентрироваться	N;MASC;SG	V;PFV;NFIN;MID
sucessos	hits	sucesso	hits	N;MASC;PL	PROPN
sucessos	успех	sucesso	успех	N;MASC;PL	N;INAN;NOM;MASC;SG
sucessos	успеха	sucesso	успех	N;MASC;PL	N;INAN;GEN;MASC;SG
warner	warner	warner	warner	N;FEM;SG	PROPN
auxiliar	вспомогательная	auxiliar	вспомогательный	V;NFIN	ADJ;NOM;FEM;SG
auxiliar	вспомогательные	auxiliar	вспомогательный	V;NFIN	ADJ;NOM;PL
auxiliar	вспомогательное	auxiliar	вспомогательный	V;NFIN	ADJ;NOM;NEUT;SG
auxiliar	вспомогательных	auxiliar	вспомогательный	V;NFIN	ADJ;GEN;PL
auxiliar	помощник	auxiliar	помощник	V;NFIN	N;ANIM;NOM;MASC;SG
amiga	amiga	amiga	amiga	N;FEM;SG	PROPN
mostrando	отображение	mostrar	отображение	V;V.MSDR	N;INAN;NOM;NEUT;SG
mostrando	показ	mostrar	показ	V;V.MSDR	N;INAN;NOM;MASC;SG
mostrando	отображение	mostrar	отображение	V;V.MSDR	N;INAN;NOM;NEUT;SG
descendência	потомства	descendência	потомство	N;FEM;SG	N;INAN;NOM;NEUT;PL
vantagem	преимущества	vantagem	преимущество	N;FEM;SG	N;INAN;NOM;NEUT;PL
peixes	рыба	peixe	рыба	N;MASC;PL	N;ANIM;NOM;FEM;SG
peixes	рыбка	peixe	рыбка	N;MASC;PL	N;ANIM;NOM;FEM;SG
peixes	рыба	peixe	рыба	N;MASC;PL	N;ANIM;NOM;FEM;SG
médicos	медицинская	médico	медицинский	N;MASC;PL	ADJ;NOM;FEM;SG
médicos	медицинских	médico	медицинский	N;MASC;PL	ADJ;GEN;PL
médicos	медицинское	médico	медицинский	N;MASC;PL	ADJ;NOM;NEUT;SG
médicos	медицинский	médico	медицинский	N;MASC;PL	ADJ;NOM;MASC;SG
modalidade	mode	modalidade	mode	N;FEM;SG	PROPN
muda	немой	mudar	немой	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
ferroviária	железнодорожных	ferroviário	железнодорожный	N;FEM;SG	ADJ;GEN;PL
ferroviária	железнодорожный	ferroviário	железнодорожный	N;FEM;SG	ADJ;NOM;MASC;SG
terror	ужасы	terror	ужас	N;MASC;SG	N;INAN;NOM;MASC;PL
cri	кри	cri	кри	N;MASC;SG	
eleitos	избранный	eleger	избрать	V;MASC;PL;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
eleitos	избрана	eleger	избрать	V;MASC;PL;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
eleitos	избран	eleger	избрать	V;MASC;PL;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
religiosas	религиозное	religioso	религиозный	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
religiosas	религиозный	religioso	религиозный	ADJ;FEM;PL	ADJ;NOM;MASC;SG
religiosas	религиозная	religioso	религиозный	ADJ;FEM;PL	ADJ;NOM;FEM;SG
bad	плохо	bad	плохой	N;MASC;SG	ADJ;NEUT;SG
bad	плохой	bad	плохой	N;MASC;SG	ADJ;NOM;MASC;SG
bad	bad	bad	bad	N;MASC;SG	PROPN
bad	плохая	bad	плохой	N;MASC;SG	ADJ;NOM;FEM;SG
net	net	net	net	N;FEM;SG	PROPN
net	чистый	net	чистый	N;FEM;SG	ADJ;NOM;MASC;SG
experiências	опыт	experiência	опыт	N;FEM;PL	N;INAN;NOM;MASC;SG
experiências	опытом	experiência	опыт	N;FEM;PL	N;INAN;INS;MASC;SG
experiências	эксперимент	experiência	эксперимент	N;FEM;PL	N;INAN;NOM;MASC;SG
privada	частные	privado	частный	ADJ;FEM;SG	ADJ;NOM;PL
moeda	монеты	moeda	монета	N;FEM;SG	N;INAN;NOM;FEM;PL
rose	роз	rose	роза	N;FEM;SG	N;INAN;GEN;FEM;PL
cavaleiros	найт	cavaleiro	найт	N;MASC;PL	PART
cavaleiros	конь	cavaleiro	конь	N;MASC;PL	N;ANIM;NOM;MASC;SG
cavaleiros	рыцарь	cavaleiro	рыцарь	N;MASC;PL	N;ANIM;NOM;MASC;SG
posteriores	задняя	posterior	задний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
crescente	растет	crescente	расти	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
crescente	растущий	crescente	расти	ADJ;MASC;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
crescente	растущей	crescente	расти	ADJ;MASC;SG	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
crescente	растущая	crescente	расти	ADJ;MASC;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
crescente	полумесяца	crescente	полумесяц	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
feliz	счастливые	feliz	счастливый	ADJ;MASC;SG	ADJ;NOM;PL
síria	сирии	sírio	сирия	N;FEM;SG	N;INAN;NOM;FEM;PL
síria	сирийской	sírio	сирийский	N;FEM;SG	ADJ;INS;FEM;SG
síria	сирийские	sírio	сирийский	N;FEM;SG	ADJ;NOM;PL
síria	сирийская	sírio	сирийский	N;FEM;SG	ADJ;NOM;FEM;SG
roupas	одежда	roupa	одежда	N;FEM;PL	N;INAN;NOM;FEM;SG
roupas	одежду	roupa	одежда	N;FEM;PL	N;INAN;ACC;FEM;SG
roupas	одежда	roupa	одежда	N;FEM;PL	N;INAN;NOM;FEM;SG
roupas	одежду	roupa	одежда	N;FEM;PL	N;INAN;ACC;FEM;SG
primavera	spring	primavera	spring	N;FEM;SG	PROPN
primavera	весенний	primavera	весенний	N;FEM;SG	ADJ;NOM;MASC;SG
básica	базовые	básico	базовый	N;FEM;SG	ADJ;NOM;PL
básica	основные	básico	основной	N;FEM;SG	ADJ;NOM;PL
básica	базовый	básico	базовый	N;FEM;SG	ADJ;NOM;MASC;SG
básica	базовая	básico	базовый	N;FEM;SG	ADJ;NOM;FEM;SG
básica	basic	básico	basic	N;FEM;SG	PROPN
dave	дэйв	daver	дэйв	PROPN;MASC;SG	N;ANIM;NOM;MASC;SG
dave	дейв	daver	дейв	PROPN;MASC;SG	N;ANIM;NOM;MASC;SG
xii	xii	xii	xii	N;MASC;SG	NUM
variação	вариации	variação	вариация	N;FEM;SG	N;INAN;NOM;FEM;PL
porte	porte	porte	porte	N;MASC;SG	PROPN
ribeirão	рибейран	ribeirão	рибейран	V;IND;PL;3;FUT;FIN	N;INAN;NOM;MASC;SG
democrática	демократический	democrático	демократический	N;FEM;SG	ADJ;NOM;MASC;SG
democrática	демократические	democrático	демократический	N;FEM;SG	ADJ;NOM;PL
democrática	демократическое	democrático	демократический	N;FEM;SG	ADJ;NOM;NEUT;SG
democrática	демократической	democrático	демократический	N;FEM;SG	ADJ;INS;FEM;SG
democrática	демократическая	democrático	демократический	N;FEM;SG	ADJ;NOM;FEM;SG
dúvidas	сомнение	dúvida	сомнение	N;FEM;PL	N;INAN;NOM;NEUT;SG
dúvidas	сомневаться	dúvida	сомневаться	N;FEM;PL	V;IPFV;NFIN;MID
origens	происхождение	origem	происхождение	N;FEM;PL	N;INAN;NOM;NEUT;SG
origens	происхождения	origem	происхождение	N;FEM;PL	N;INAN;NOM;NEUT;SG
esforços	усилие	esforço	усилие	N;MASC;PL	N;INAN;NOM;NEUT;SG
baby	baby	baby	baby	N;MASC;SG	PROPN
juntou	присоединились	juntar	присоединиться	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
marvel	marvel	marvel	marvel	N;MASC;SG	PROPN
definir	комплект	definir	комплект	V;NFIN	N;INAN;NOM;MASC;SG
definir	сет	definir	сет	V;NFIN	N;INAN;NOM;MASC;SG
definir	набор	definir	набор	V;NFIN	N;INAN;NOM;MASC;SG
olímpica	олимпийские	olímpico	олимпийский	N;FEM;SG	ADJ;NOM;PL
olímpica	олимпийский	olímpico	олимпийский	N;FEM;SG	ADJ;NOM;MASC;SG
network	сети	network	сеть	N;MASC;SG	N;INAN;NOM;FEM;PL
network	network	network	network	N;MASC;SG	PROPN
subsp	subsp	subsp	subsp	N;MASC;SG	PROPN
terrestre	наземные	terrestre	наземный	N;MASC;SG	ADJ;NOM;PL
terrestre	земное	terrestre	земной	N;MASC;SG	ADJ;NOM;NEUT;SG
terrestre	сухопутные	terrestre	сухопутный	N;MASC;SG	ADJ;NOM;PL
terrestre	наземных	terrestre	наземный	N;MASC;SG	ADJ;GEN;PL
contemporânea	современный	contemporâneo	современный	N;FEM;SG	ADJ;NOM;MASC;SG
contemporânea	современные	contemporâneo	современный	N;FEM;SG	ADJ;NOM;PL
contemporânea	современная	contemporâneo	современный	N;FEM;SG	ADJ;NOM;FEM;SG
