van	uzvārds	van	uzvārds		N;NOM;MASC;SG
nuut	jaunums	nuut	jaunums	ADV	N;NOM;MASC;SG
nuut	jauni	nuut	jauns	ADV	ADJ;NOM;MASC;PL
nuut	jauns	nuut	jauns	ADV	ADJ;NOM;MASC;SG
nuut	jaunais	nuut	jauns	ADV	ADJ;NOM;MASC;SG
nuut	jaunas	nuut	jauna	ADV	ADJ;NOM;FEM;PL
koolstof	oglekļa	koolstof	ogleklis	N;PL	N;NOM;MASC;SG
koolstof	oglekli	koolstof	ogleklis	N;PL	N;ACC;MASC;SG
koolstof	ogleklis	koolstof	ogleklis	N;PL	N;NOM;MASC;SG
dmitri	dmitrijs	dmitri	dmitrijs	PRO;NOM;SG;3	PROPN;NOM;MASC;SG
dmitri	dmitrijs	dmitri	dmitrijs	PRO;NOM;SG;3	PROPN;NOM;MASC;SG
monaco	monako	monaco	monako		PROPN
veertig	četrdesmit	veertig	četrdesmit	ADP	NUM;PL
queen	dāma	queen	dāma		N;NOM;FEM;SG
queen	karaliene	queen	karaliene		N;NOM;FEM;SG
queen	queen	queen	queen		
queen	karalienes	queen	karaliene		N;NOM;FEM;PL
werknemers	nodarbinātie	werknemer	nodarbināt	N;PL	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
sharks	haizivis	sharks	haizivis		N;NOM;FEM;PL
vee	lopkopības	vee	lopkopība		N;NOM;FEM;PL
vee	lopi	vee	lopi		N;NOM;MASC;PL
grant	piešķirt	grant	piešķirt		V;POS;NFIN
china	ķīna	china	ķīns	PROPN;SG	PROPN;NOM;FEM;SG
china	china	china	chināt	PROPN;SG	
slowakye	slovākija	slowaky	slovākija	V;PRS	N;NOM;FEM;SG
damme	damme	damme	damme	N;PL	N;NOM;MASC;SG
adolf	ādolfs	adolf	ādolfs		PROPN;NOM;MASC;SG
congress	kongresa	congress	kongress	PROPN;SG	N;GEN;MASC;SG
congress	kongress	congress	kongress	PROPN;SG	N;NOM;MASC;SG
addisionele	papildu	addisioneel	papildu	ADJ;NOM	N
addisionele	papildus	addisioneel	papildus	ADJ;NOM	ADV
keulen	ķelnē	keulen	ķelne	N;SG	PROPN;ESS;FEM;SG
keulen	ķelnes	keulen	ķelne	N;SG	PROPN;NOM;FEM;SG
alma	alma	alma	alma	N;SG	PROPN;NOM;FEM;SG
ethiopië	etiopija	ethiopië	etiopija	PROPN;SG	N;NOM;FEM;SG
pond	mārciņas	pond	mārciņa	N;SG	N;NOM;FEM;PL
daal	pilieni	daal	piliens	V;PRS	N;NOM;MASC;PL
daal	lāses	daal	lāse	V;PRS	N;NOM;FEM;PL
gemeen	kopējo	gemeen	kopēja	V;PST;V.PTCP	ADJ;ACC;MASC;SG
gemeen	bieži	gemeen	bieži	V;PST;V.PTCP	ADV
gemeen	vidējais	gemeen	vidējs	V;PST;V.PTCP	ADJ;NOM;MASC;SG
men	mende	men	mende		
winkels	noliktavas	winkels	noliktava	N;PL	N;NOM;FEM;SG
storm	vētra	storm	vētra	V;PRS	N;NOM;FEM;SG
storm	vētras	storm	vētra	V;PRS	N;NOM;FEM;PL
storm	vētru	storm	vētra	V;PRS	N;ACC;FEM;SG
storm	negaiss	storm	negaiss	V;PRS	N;NOM;MASC;SG
genetiese	ģenētisko	geneties	ģenētiska	ADJ;NOM	ADJ;ACC;MASC;SG
libië	lībija	libië	lībija	PROPN;SG	N;NOM;FEM;SG
libië	lībijas	libië	lībija	PROPN;SG	N;NOM;FEM;PL
som	sum	som	sumēt		
som	summa	som	summa		N;NOM;FEM;SG
junior	junioru	junior	juniors		N;ACC;MASC;SG
junior	junior	junior	junior		
junior	jaunākais	junior	jauns		ADJ;NOM;CMPR;MASC;SG
orkes	orķestris	orkes	orķestris	N;PL	N;NOM;MASC;SG
orkes	orķestra	orkes	orķestris	N;PL	N;GEN;MASC;SG
papier	papīrs	papier	papīrs		N;NOM;MASC;SG
papier	papīra	papier	papīrs		N;GEN;MASC;SG
smelt	ķeltu	smelt	ķelts	V;PRS	N;ACC;MASC;SG
oseane	okeānu	oseane	okeāns	N;PL	N;ACC;MASC;SG
andorra	andoras	andorra	andora		N;NOM;FEM;PL
andorra	andora	andorra	andors		N;NOM;FEM;SG
tuis	joma	tuis	joma		N;NOM;FEM;SG
tuis	mājās	tuis	māja		N;ESS;FEM;PL
tuis	home	tuis	home		
tuis	mājas	tuis	māja		N;NOM;FEM;PL
tuis	majas	tuis	maja		ADJ;NOM;FEM;PL
skelton	skeltona	skelton	skeltons		N;GEN;MASC;SG
boeing	boeing	boeing	boeingt	N;SG	
ruk	kamēr	ruk	kamēr		ADV
sterker	spēcīgāka	sterk	spēcīga	PRO;PL;1	ADJ;NOM;CMPR;FEM;SG
sterker	stiprāks	sterk	stiprs	PRO;PL;1	ADJ;NOM;CMPR;MASC;SG
sterker	spēcīgāk	sterk	spēcīgi	PRO;PL;1	ADV;CMPR
sterker	spēcīgāki	sterk	spēcīgs	PRO;PL;1	ADJ;NOM;CMPR;MASC;PL
sterker	spēcīgāks	sterk	spēcīgs	PRO;PL;1	ADJ;NOM;CMPR;MASC;SG
sterker	stiprāka	sterk	stipra	PRO;PL;1	ADJ;NOM;CMPR;FEM;SG
meganiese	mehāniskais	meganies	mehānisks	N;SG	ADJ;NOM;MASC;SG
meganiese	mehāniskās	meganies	mehāniska	N;SG	ADJ;NOM;FEM;PL
meganiese	mehāniska	meganies	mehāniska	N;SG	ADJ;NOM;FEM;SG
meganiese	mehāniskā	meganies	mehāniska	N;SG	ADJ;NOM;FEM;SG
wilson	vilsons	wilson	vilsons		PROPN;NOM;MASC;SG
perspektief	perspektīva	perspektief	perspektīva	N;SG	ADJ;NOM;FEM;SG
perspektief	perspektīvas	perspektief	perspektīva	N;SG	ADJ;NOM;FEM;PL
toepassings	piemērošana	toepassing	piemērošana	N;PL	N;NOM;FEM;SG
toepassings	piemērošanu	toepassing	piemērošana	N;PL	N;ACC;FEM;SG
toepassings	pieteikums	toepassing	pieteikums	N;PL	N;NOM;MASC;SG
fiksie	fantastikas	fiksie	fantastika	N;SG	N;NOM;FEM;PL
#ffffff	#ffffff	#ffffff	#ffffff	ADP	
lion	lauva	lion	lauva		N;NOM;FEM;SG
individu	individuāla	individu	individuāls	N;SG	ADJ;NOM;FEM;SG
individu	individuālā	individu	individuāls	N;SG	ADJ;NOM;FEM;SG
individu	individuāli	individu	individuāls	N;SG	ADV
nissan	nissan	nissan	nissan		
aanneem	pieņemšana	aanneem	pieņemšana	V;PRS	N;NOM;FEM;SG
aanneem	adopcija	aanneem	adopcija	V;PRS	N;NOM;FEM;SG
oorsig	pārskatīt	oorsig	pārskatīt	N;SG	V;POS;NFIN
freshwater	saldūdens	freshwater	saldūdens		N;NOM;MASC;SG
misdaad	noziegumi	misdaad	noziegums	N;SG	N;NOM;MASC;PL
viëtnam	vjetnama	viëtnam	vjetnams	PROPN;SG	PROPN;NOM;FEM;SG
label	apstiprinājums	label	apstiprinājums		N;NOM;MASC;SG
maxwell	maksvels	maxwell	maksvels		PROPN;NOM;MASC;SG
stabiele	stabili	stabiel	stabilis	ADJ;NOM	ADV
stabiele	stabilu	stabiel	stabila	ADJ;NOM	ADJ;ACC;MASC;SG
vertalings	tulkojot	vertaling	tulkot	N;PL	V;V.CVB
vertalings	tulkošana	vertaling	tulkošana	N;PL	N;NOM;FEM;SG
redir	redir	redir	redirs		
klaar	pabeigti	klaar	pabeigt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
klaar	pabeigts	klaar	pabeigt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
klaar	pabeigta	klaar	pabeigt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
klaar	gatavo	klaar	gatavot		V;FH;IND;2;POS;PRS;FIN;ACT
klaar	paveikts	klaar	paveikt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
klaar	darīts	klaar	darīt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
klaar	izdarīts	klaar	izdarīt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
optiese	optisko	optiese	optiska	ADJ;NOM	ADJ;ACC;MASC;SG
lokomotief	lokomotīvju	lokomotief	lokomotīve	N;SG	N;ACC;FEM;PL
sleutel	galvenais	sleutel	galvenais	V;PRS	ADJ;NOM;MASC;SG
sleutel	atslēga	sleutel	atslēgt	V;PRS	N;NOM;FEM;SG
sleutel	taustiņš	sleutel	taustiņš	V;PRS	N;NOM;MASC;SG
jane	džeina	jane	džeins		N;NOM;FEM;SG
ideale	ideāli	ideal	ideāli	N;SG	ADV
lui	slinks	lui	slinks	V;PRS	ADJ;NOM;MASC;SG
wolke	mākoņi	wolk	mākonis	V;PRS	N;NOM;MASC;PL
dak	dakota	dak	dakot	N;SG	PROPN;NOM;FEM;SG
twyfel	šaubu	twyfel	šaubas		N;ACC;FEM;SG
twyfel	šaubos	twyfel	šaubs		V;FH;IND;3;POS;REFL;PRS;FIN;ACT
vaandel	ensign	vaandel	ensign	N;SG	
lot	grūta	lot	grūta	N;SG	ADJ;NOM;FEM;SG
plantegroei	veģetācija	plantegroei	veģetācija	N;PL	N;NOM;FEM;SG
nil	nil	nil	nil		
ludwig	ludvigs	ludwig	ludvigs		PROPN;NOM;MASC;SG
skiet	skatē	skiet	skate	V;PRS	N;ESS;FEM;SG
skiet	šāvējs	skiet	šāvējs	V;PRS	N;NOM;MASC;SG
skiet	šaušana	skiet	šaušana	V;PRS	N;NOM;FEM;SG
skiet	šaušanas	skiet	šaušana	V;PRS	N;NOM;FEM;PL
noordwestelike	ziemeļrietumu	noordwestelik	ziemeļrietums	ADJ;NOM	N;ACC;MASC;SG
magtige	vareno	magtig	varena	ADJ;NOM	ADJ;ACC;MASC;SG
geb	geb	geb	geb	V;PST;V.PTCP	
jones	džounss	jone	džounss		PROPN;NOM;MASC;SG
jones	džouns	jone	džouns		N;NOM;MASC;SG
jones	džonss	jone	džonss		PROPN;NOM;MASC;SG
assiriese	asīriešu	assiries	asīrietis		N;GEN;MASC;PL
skandinawiese	skandināvijas	skandinawies	skandināvija	ADJ;NOM	N;NOM;FEM;PL
august	augusts	august	augusts	PROPN;SG	N;NOM;MASC;SG
august	augustā	august	augusts	PROPN;SG	N;ESS;MASC;SG
august	augusts	august	augusts	PROPN;SG	N;NOM;MASC;SG
hard	cieto	hard	cietot	ADV	ADJ;ACC;MASC;SG
hard	cietās	hard	cieta	ADV	ADJ;NOM;FEM;PL
hard	cietais	hard	ciets	ADV	ADJ;NOM;MASC;SG
geag	uzskatīja	geag	uzskatīt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
geag	uzskatīts	geag	uzskatīt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geag	apsvērta	geag	apsvērt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geag	uzskatīta	geag	uzskatīt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
reds	sarkanie	reds	sarkans		ADJ;NOM;MASC;PL
volwassenes	pieaugušajiem	volwassene	pieaugušais	N;PL	V;PFV;DAT;DEF;MASC;PL;PST;V.PTCP
volwassenes	pieaugušiem	volwassene	pieaugt	N;PL	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP
volwassenes	pieaugušie	volwassene	pieaugušais	N;PL	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
musiekgroep	joslas	musiekgroep	josla	N;SG	N;NOM;FEM;PL
persoonlikheid	personības	persoonlikheid	personība	N;SG	N;NOM;FEM;PL
caesar	cēzara	caesar	cēzars		N;GEN;MASC;SG
gelukkig	laimīgā	gelukkig	laimīgs	ADV	ADJ;NOM;FEM;SG
gelukkig	laimīgais	gelukkig	laimīgs	ADV	ADJ;NOM;MASC;SG
gelukkig	priecīgs	gelukkig	priecīgs	ADV	ADJ;NOM;MASC;SG
gelukkig	laimīga	gelukkig	laimīga	ADV	ADJ;NOM;FEM;SG
gelukkig	laimīgs	gelukkig	laimīgs	ADV	ADJ;NOM;MASC;SG
josé	hosē	josé	hosēt		PROPN
josé	jos	josé	jos		
arktiese	arktika	arkties	arktika	ADJ;NOM	N;NOM;FEM;SG
arktiese	arktikas	arkties	arktika	ADJ;NOM	N;NOM;FEM;PL
slaap	gulēt	slaap	gulēt	N;SG	V;POS;NFIN
slaap	gulēt	slaap	gulēt	N;SG	V;POS;NFIN
slaap	guļ	slaap	gulēt	N;SG	V;FH;IND;3;POS;PRS;FIN;ACT
marx	markss	marx	markss		N;NOM;MASC;SG
donald	donalds	donald	donalds		N;NOM;MASC;SG
auckland	oklendas	auckland	oklenda		PROPN;NOM;FEM;PL
lading	uzlādes	lading	uzlāde	N;SG	N;NOM;FEM;PL
dalí	dalī	dalí	dalis		PROPN
plate	plate	plaat	plate	N;PL	N;NOM;FEM;SG
plate	plāksne	plaat	plāksne	N;PL	N;NOM;FEM;SG
plate	plātne	plaat	plātne	N;PL	N;NOM;FEM;SG
jakobus	džeimss	jakobus	džeimss		N;NOM;MASC;SG
jakobus	džeims	jakobus	džeims		N;NOM;MASC;SG
staal	steel	staal	stelt	N;SG	
stade	stade	stade	stade		
verwelkom	sagaidīšanas	verwelkom	sagaidīšana	V;PRS	N;GEN;FEM;SG
stoor	veikals	stoor	veikals	V;PRS	N;NOM;MASC;SG
geheim	secret	heim	secret	N;SG	
geheim	slepeni	heim	slepenis	N;SG	ADV
geheim	slepens	heim	slepens	N;SG	ADJ;NOM;MASC;SG
mensdom	cilvēcei	mensdom	cilvēce	N;SG	
mensdom	cilvēcei	mensdom	cilvēce	N;SG	
plaaslik	vietējie	plaaslik	vietējs	ADV	ADJ;NOM;MASC;PL
plaaslik	vietējā	plaaslik	vietējs	ADV	ADJ;NOM;FEM;SG
plaaslik	vietējais	plaaslik	vietējs	ADV	ADJ;NOM;MASC;SG
plaaslik	lokāla	plaaslik	lokāls	ADV	ADJ;NOM;FEM;SG
plaaslik	lokālā	plaaslik	lokāls	ADV	ADJ;NOM;FEM;SG
plaaslik	dzimtā	plaaslik	dzimt	ADV	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
plaaslik	vietējais	plaaslik	vietējs	ADV	ADJ;NOM;MASC;SG
plaaslik	vietējo	plaaslik	vietējs	ADV	ADJ;ACC;MASC;SG
normandië	normandijas	normandië	normandija		N;NOM;FEM;PL
eis	apgalvojums	eis	apgalvojums		N;NOM;MASC;SG
eis	prasība	eis	prasība		N;NOM;FEM;SG
christoffel	kristofers	christoffel	kristofers		N;NOM;MASC;SG
argument	arguments	argument	arguments		N;NOM;MASC;SG
hyundai	hyundai	hyundai	hyunda		N;NOM;FEM;SG
markte	tirgus	mark	tirgus	N;PL	N;NOM;MASC;SG
western	rietumu	western	rietumi		N;ACC;MASC;SG
western	western	western	westerne		
reguit	astoņas	reguit	astoņas		NUM;NOM;FEM;PL
reguit	astoņi	reguit	astoņi		NUM;NOM;MASC;PL
reguit	astoņus	reguit	astoņi		NUM;ACC;MASC;PL
reguit	astoņiem	reguit	astoņi		NUM;DAT;MASC;PL
kuba	kubu	kuba	kuba	PROPN;SG	N;ACC;MASC;SG
kuba	kubā	kuba	kuba	PROPN;SG	N;ESS;MASC;SG
kuba	kuba	kuba	kuba	PROPN;SG	N;NOM;MASC;SG
malherbe	malherbe	malherb	malherbe		N;NOM;FEM;SG
swaziland	svazilendas	swaziland	svazilenda	PROPN;SG	PROPN;NOM;FEM;SG
voorkeur	priekšroka	voorkeur	priekšroka		N;NOM;FEM;SG
voorkeur	priekšroku	voorkeur	priekšroka		N;ACC;FEM;SG
krim	krimas	krim	krima	N;SG	PROPN;NOM;FEM;SG
benjamin	bendžamins	benjamin	bendžamins		N;NOM;MASC;SG
web	web	web	web		N
web	tīmekļa	web	tīmeklis		N;NOM;MASC;SG
uraan	punkti	uraan	punkts	N;SG	N;NOM;MASC;PL
uraan	punktus	uraan	punkts	N;SG	N;ACC;MASC;PL
pen	pen	pen	pen	V;PRS	N
inderdaad	patiešām	inderdaad	patiešām	ADV	PART
margaret	margaret	margaret	margaret		PROPN;NOM;FEM;SG
latns	latns	latn	latns		N;NOM;MASC;SG
longew	longew	longew	longey		
francesco	frančesko	francesco	frančeskot		PROPN
barnard	barnards	barnard	barnards		N;NOM;MASC;SG
asb	lūdzu	asb	lūdzu	PRO;NOM;SG;2	INTJ
asb	ludzu	asb	ludzu	PRO;NOM;SG;2	V;FH;IND;SG;1;POS;PRS;FIN;ACT
dubbele	dubults	dubbel	dubults	ADJ;NOM	N;NOM;MASC;SG
soedan	sudāna	soedan	sudāns	PROPN;SG	PROPN;NOM;FEM;SG
its	tās	its	tā		PRO;NOM;FEM;PL
beeste	liellops	bees	liellops	N;PL	N;NOM;MASC;SG
opgelewer	atdeve	oplewer	atdeve	V;PST;V.PTCP	N;NOM;FEM;SG
opgelewer	atgriešanas	oplewer	atgriešana	V;PST;V.PTCP	N;NOM;FEM;SG
opgelewer	atgriešanās	oplewer	atgriešanās	V;PST;V.PTCP	N;NOM;FEM;SG
invloedryke	ietekmīgi	invloedryk	ietekmīgi	ADJ;NOM	ADV
analise	analīzes	analise	analīze	N;SG	N;NOM;FEM;PL
galery	galerijas	galery	galerija	N;SG	N;NOM;FEM;PL
ondergrondse	pazemē	ondergronds	pazeme	ADJ;NOM	N;ESS;FEM;SG
ondergrondse	pazemes	ondergronds	pazeme	ADJ;NOM	N;NOM;FEM;PL
bestuurder	pārvaldnieks	bestuurder	pārvaldnieks		N;NOM;MASC;SG
bestuurder	vadītājs	bestuurder	vadītājs		N;NOM;MASC;SG
now	tagad	now	tagad		ADV
faktor	faktoru	faktor	faktors	N;SG	N;ACC;MASC;PL
columbia	kolumbija	columbia	kolumbija		N;NOM;FEM;SG
columbia	kolumbijas	columbia	kolumbija		PROPN;NOM;FEM;SG
blok	bloku	blok	bloka	V;PRS	N;ACC;MASC;SG
blok	blokam	blok	bloks	V;PRS	N;DAT;MASC;SG
blok	bloka	blok	bloks	V;PRS	N;NOM;MASC;SG
blok	bloks	blok	bloks	V;PRS	N;NOM;MASC;SG
vermoed	aizdomas	vermoed	aizdomas	V;PRS	N;NOM;FEM
douglas	douglas	douglas	dougla		PROPN;NOM;FEM;SG
dertien	trīspadsmit	dertien	trīspadsmit		NUM;PL
deens	dāņu	deens	dāna	PROPN;SG	N;GEN;MASC;PL
deens	dānijas	deens	dānija	PROPN;SG	PROPN;NOM;FEM;SG
bevry	atbrīvoja	bevry	atbrīvot	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
bevry	atbrīvoti	bevry	atbrīvot	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
salvador	salvador	salvador	salvador		
wysigings	edits	wysiging	edits	N;PL	N;NOM;MASC;SG
ooreenstem	atbilstība	ooreenstem	atbilstība		N;NOM;FEM;SG
ooreenstem	atbilst	ooreenstem	atbilst		V;IMP;2;POS;FIN;ACT
ooreenstem	sakritība	ooreenstem	sakritība		N;NOM;FEM;SG
ooreenstem	mača	ooreenstem	mačs		N;GEN;MASC;SG
ooreenstem	sakrīt	ooreenstem	sakrist		V;FH;IND;3;POS;PRS;FIN;ACT
streep	josla	streep	josla	V;PRS	N;NOM;FEM;SG
streep	strīpas	streep	strīpa	V;PRS	N;NOM;FEM;PL
toestel	ierīce	toestel	ierīce	V;PRS	N;NOM;FEM;SG
gebed	lūgšanu	gebed	lūgšana		N;ACC;FEM;SG
gebed	lūgšanas	gebed	lūgšana		N;NOM;FEM;PL
satelliete	satelītu	satelliet	satelīts	N;PL	N;ACC;MASC;SG
hebreeus	ebreju	hebreeus	ebrejs		N;ACC;MASC;SG
grondwetlike	pārkāpumi	grondwetlik	pārkāpums	ADJ;NOM	N;NOM;MASC;PL
grondwetlike	satversmes	grondwetlik	satversme	ADJ;NOM	N;NOM;FEM;PL
records	uzskaite	records	uzskaite		N;NOM;FEM;SG
records	ieraksti	records	ierakste		N;NOM;MASC;PL
records	pieraksti	records	pieraksts		N;NOM;MASC;PL
oggend	rīts	oggend	rīts		N;NOM;MASC;SG
gordon	gordon	gordon	gordon		
bad	pirts	bad	pirts		N;NOM;FEM;SG
bad	vanna	bad	vanna		N;NOM;FEM;SG
swerm	saimes	swerm	saime	N;SG	N;NOM;FEM;PL
costa	costa	costa	cost	PROPN;SG	PROPN;NOM;FEM;SG
sigbare	redzams	sigbaar	redzēt	ADJ;NOM	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
sigbare	pamanāma	sigbaar	pamanīt	ADJ;NOM	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
sigbare	redzami	sigbaar	redzēt	ADJ;NOM	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
sigbare	redzamais	sigbaar	redzēt	ADJ;NOM	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
sigbare	redzama	sigbaar	redzēt	ADJ;NOM	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
getuienis	pierādījumi	getuienis	pierādījums	N;SG	N;NOM;MASC;PL
ned	ned	ned	nedūt		N
landgoed	muižām	landgoed	muiža	N;SG	N;DAT;FEM;PL
johnson	džonsona	johnson	džonsons		N;GEN;MASC;SG
filippyne	filipīnas	filippyn	filipīna		N;NOM;FEM;PL
afwesigheid	neesamība	afwesigheid	neesamība		N;NOM;FEM;SG
venus	venus	venus	vens	N;SG	
helen	helēna	helen	helēna	PROPN;SG	PROPN;NOM;FEM;SG
arabië	arābija	arabië	arābija	PROPN;SG	N;NOM;FEM;SG
rykdom	bagātības	rykdom	bagātība	N;SG	N;NOM;FEM;PL
kontinentale	kontinentālā	kontinentaal	kontinentāla	N;SG	ADJ;NOM;FEM;SG
kontinentale	kontinentālās	kontinentaal	kontinentāla	N;SG	ADJ;NOM;FEM;PL
presidensiële	prezidenta	presidensieel	prezidents	ADJ;NOM	N;GEN;MASC;SG
wild	wild	wild	wildēt		
wild	savvaļas	wild	savvaļa		N;NOM;FEM;PL
wild	savvaļā	wild	savvaļa		N;ESS;FEM;SG
volgelinge	sekotāju	volgeling	sekotājs	N;PL	N;ACC;MASC;SG
ingenieurswese	inženierijas	ingenieurswese	inženierija	N;SG	N;NOM;FEM;PL
hannover	hannovere	hannover	hannovere		PROPN;NOM;FEM;SG
relatiewe	relatīvais	relatief	relatīvs		ADJ;NOM;MASC;SG
relatiewe	radinieks	relatief	radinieks		N;NOM;MASC;SG
relatiewe	relatīvi	relatief	relatīvi		ADV
relatiewe	relatīvā	relatief	relatīva		ADJ;NOM;FEM;SG
nigerië	nigērija	nigerië	nigērija	PROPN;SG	N;NOM;FEM;SG
nigerië	nigērijā	nigerië	nigērija	PROPN;SG	N;ESS;FEM;SG
verkeerd	nepareiza	verkeerd	nepareiza		ADJ;NOM;FEM;SG
verkeerd	nepareizi	verkeerd	nepareizi		ADV
verkeerd	nepareizs	verkeerd	nepareizs		ADJ;NOM;MASC;SG
verkeerd	nepareizi	verkeerd	nepareizi		ADV
verkeerd	nepareiza	verkeerd	nepareiza		ADJ;NOM;FEM;SG
verkeerd	nepareizs	verkeerd	nepareizs		ADJ;NOM;MASC;SG
verwydering	izņemšanas	verwydering	izņemšana	N;SG	N;NOM;FEM;PL
barcelona	barselonas	barcelona	barselona	N;SG	PROPN;NOM;FEM;PL
istanboel	stambulas	istanboel	stambula		PROPN;NOM;FEM;PL
istanboel	stambulā	istanboel	stambuls		N;ESS;MASC;SG
hongaarse	ungārijas	hongaars	ungārija	N;PL	PROPN;NOM;FEM;SG
vincent	vincents	vincent	vincents	PROPN;SG	N;NOM;MASC;SG
strauss	strauss	strauss	strauss		N;NOM;MASC;SG
ligter	šķiltavas	ligter	šķiltava	ADJ;NOM;CMPR	N;NOM;FEM;PL
sisilië	sicīlijas	sisilië	sicīlija		PROPN;NOM;FEM;SG
verkose	ievēlēta	verkose	ievēlēt	N;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verkose	ievēlēti	verkose	ievēlēt	N;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verkose	ievēlēts	verkose	ievēlēt	N;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nederlande	nīderlande	nederland	nīderlande	N;SG	PROPN;NOM;FEM;SG
nederlande	nīderlandē	nederland	nīderlande	N;SG	PROPN;ESS;FEM;SG
ltd	sia	ltd	sia		N
ltd	ltd	ltd	ltd		
bordeaux	bordo	bordeaux	bords		PROPN
mode	fashion	mode	fashion	N;SG	
mode	mode	mode	mode	N;SG	
mode	modes	mode	mode	N;SG	N;NOM;FEM;PL
sar	sar	sar	sarēt		
leuse	devīze	leuse	devīze	V;PRS	N;NOM;FEM;SG
leuse	moto	leuse	moto	V;PRS	N
herhaal	atkārtots	herhaal	atkārtot	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
herhaal	vispārējā	herhaal	vispārējs	V;PRS	ADJ;NOM;FEM;SG
herhaal	vispārējais	herhaal	vispārējs	V;PRS	ADJ;NOM;MASC;SG
herhaal	vispārīgi	herhaal	vispārīgi	V;PRS	ADV
herhaal	vispārēji	herhaal	vispārējs	V;PRS	ADV
asseblief	lūdzu	asseblief	lūdzu		INTJ
asseblief	ludzu	asseblief	ludzu		V;FH;IND;SG;1;POS;PRS;FIN;ACT
assirië	asīrija	assirië	asīrija	PROPN;SG	N;NOM;FEM;SG
verlig	atbrīvoja	verlig	atbrīvot	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
yale	yale	yale	yale		
admins	administratori	admins	administrators		N;NOM;MASC;PL
admins	pārvalde	admins	pārvalde		N;NOM;FEM;SG
maat	partneri	maat	partneris	N;SG	N;NOM;MASC;PL
doelwitte	mērķi	doelwit	mērķis	N;PL	N;ACC;MASC;SG
verbintenis	saistības	verbintenis	saistība	N;SG	N;NOM;FEM;PL
toulouse	tulūzs	toulous	tulūzs		PROPN;NOM;MASC;SG
stockholm	stokholmā	stockholm	stokholma	N;SG	PROPN;ESS;FEM;SG
stockholm	stokholmas	stockholm	stokholma	N;SG	PROPN;NOM;FEM;SG
stockholm	stokholma	stockholm	stokholms	N;SG	PROPN;NOM;FEM;SG
herbert	herbert	herbert	herbert		
piramide	piramīda	piramide	piramīds	N;PL	N;NOM;FEM;SG
kaas	sieri	kaas	siers	N;SG	N;NOM;MASC;PL
venezuela	venecuēlas	venezuela	venecuēla	PROPN;SG	PROPN;NOM;FEM;PL
venezuela	venecuēla	venezuela	venecuēla	PROPN;SG	N;NOM;FEM;SG
system	as	system	as		
verantwoordelikheid	atbildības	verantwoordelikheid	atbildība	N;SG	N;NOM;FEM;PL
steen	kauliņu	steen	kauliņš	V;PRS	N;ACC;MASC;SG
kopiereg	kopēt	kopiereg	kopēt	N;SG	V;POS;NFIN
kopiereg	autortiesības	kopiereg	autortiesība	N;SG	N;NOM;FEM;PL
luukse	luksusa	luukse	luksuss	N;PL	N;GEN;MASC;SG
luukse	smart	luukse	smart	N;PL	
luukse	gudrs	luukse	gudrs	N;PL	ADJ;NOM;MASC;SG
luukse	gudri	luukse	gudri	N;PL	ADV
luukse	gudra	luukse	gudra	N;PL	ADJ;NOM;FEM;SG
rondte	apaļš	rondte	apaļš	N;SG	ADJ;NOM;MASC;SG
rondte	apaļi	rondte	apaļi	N;SG	ADJ;NOM;MASC;PL
rondte	apaļa	rondte	apaļa	N;SG	ADJ;NOM;FEM;SG
omega	omega	omega	omegs		N;NOM;MASC;SG
bodem	apakšējais	bodem	apakšējs	N;SG	ADJ;NOM;MASC;SG
bodem	apakšējā	bodem	apakšēja	N;SG	ADJ;NOM;FEM;SG
bodem	lejas	bodem	leja	N;SG	N;NOM;FEM;PL
potensiaal	potenciāls	potensiaal	potenciāls	N;SG	ADJ;NOM;MASC;SG
