les	на	le	на	DET;DEF;PL	ADP;ACC
remarque	зауваження	remarque	зауваження	N;FEM;SG	N;INAN;NOM;NEUT;PL
remarque	примітки	remarque	примітка	N;FEM;SG	N;INAN;NOM;FEM;PL
remarque	зауважте	remarque	зауважтий	N;FEM;SG	V;PFV;IMP;PL;2;FIN
remarque	примітка	remarque	примітка	N;FEM;SG	ADV
remarque	помічав	remarque	помічати	N;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
remarque	помічати	remarque	помічати	N;FEM;SG	V;IPFV;NFIN
remarque	зауваження	remarque	зауваження	N;FEM;SG	N;INAN;NOM;NEUT;PL
remarque	помітити	remarque	помітити	N;FEM;SG	V;PFV;NFIN
rapports	звітування	rapport	звітування	N;MASC;PL	N;INAN;NOM;NEUT;SG
circulation	пробки	circulation	пробка	N;FEM;SG	N;INAN;NOM;FEM;PL
chinoise	китайські	chinois	китайський	ADJ;FEM;SG	ADJ;NOM;PL
chinoise	китайці	chinois	китайка	ADJ;FEM;SG	N;ANIM;NOM;MASC;PL
tournage	зйомки	tournage	зйомка	N;MASC;SG	N;INAN;NOM;FEM;PL
tournage	знімати	tournage	знімати	N;MASC;SG	V;IPFV;NFIN
tournage	доходить	tournage	доходити	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
tournage	знімаю	tournage	знімати	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
tournage	стрільби	tournage	стрільба	N;MASC;SG	N;INAN;NOM;FEM;PL
tournage	зйомки	tournage	зйомка	N;MASC;SG	N;INAN;NOM;FEM;PL
pierres	камінь	pierre	камінь	N;FEM;PL	N;INAN;NOM;MASC;SG
pierres	stone	pierre	stone	N;FEM;PL	
pierres	стоун	pierre	стоуна	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
pierres	каміння	pierre	каміння	N;FEM;PL	N;INAN;NOM;NEUT;SG
universitaires	академічна	universitaire	академічний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
universitaires	навчального	universitaire	навчальний	ADJ;MASC;PL	ADJ;GEN;MASC;SG
universitaires	академічний	universitaire	академічний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
histoires	histoires	histoire	histoires	N;FEM;PL	
faites	make	faire	make	V;FEM;PL;PST;V.PTCP	
pdd	дпс	pdd	дпс		N;INAN;NOM;MASC;SG
équivalent	еквівалент	équivalent	еквівалент	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
phrase	речення	phrase	речення	N;FEM;SG	N;INAN;NOM;NEUT;PL
récompense	винагороди	récompense	винагорода	N;FEM;SG	N;INAN;NOM;FEM;PL
lancement	стартувати	lancement	стартувати	N;MASC;SG	V;PFV;NFIN
patron	покровитель	patron	покровитель	N;MASC;SG	V;PFV;IMP;SG;2;FIN
patron	boss	patron	boss	N;MASC;SG	
patron	босс	patron	босс	N;MASC;SG	
conçu	розроблена	concevoir	розроблений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
conçu	деревні	concevoir	деревний	V;MASC;SG;PST;V.PTCP	ADJ;NOM;PL
culturelle	культурні	culturel	культурний	ADJ;FEM;SG	ADJ;NOM;PL
aviation	авіації	aviation	авіація	N;FEM;SG	N;INAN;NOM;FEM;PL
chrétiens	християнин	chrétien	християнин	N;MASC;PL	N;ANIM;NOM;MASC;SG
chrétiens	крістіан	chrétien	крістіан	N;MASC;PL	N;ANIM;NOM;MASC;SG
chrétiens	християнський	chrétien	християнський	N;MASC;PL	ADJ;NOM;MASC;SG
chrétiens	християнська	chrétien	християнський	N;MASC;PL	ADJ;NOM;FEM;SG
syndicat	union	syndicat	union	N;MASC;SG	
syndicat	юніон	syndicat	юніон	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
lewis	льюїс	lewi	льюїс	PROPN	PROPN;ANIM;NOM;FEM;SG
lewis	льюіс	lewi	льюіс	PROPN	PROPN;ANIM;NOM;MASC;SG
menace	лякає	menace	лякати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
menace	погрожує	menace	погрожувати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
menace	загрози	menace	загроза	N;FEM;SG	N;INAN;NOM;FEM;PL
menace	загрози	menace	загроза	N;FEM;SG	N;INAN;NOM;FEM;PL
menace	погроз	menace	погроз	N;FEM;SG	N;INAN;GEN;FEM;PL
menace	погрози	menace	погрози	N;FEM;SG	N;INAN;NOM;FEM;PL
crois	вірити	croire	вірити	INTJ	V;IPFV;NFIN
crois	вірю	croire	вір	INTJ	V;IPFV;IND;SG;1;PRS;FIN
crois	believe	croire	believe	INTJ	
crois	віримо	croire	вірити	INTJ	V;IPFV;IND;PL;1;PRS;FIN
poursuite	гонитві	poursuite	гонитво	N;FEM;SG	N;INAN;NOM;NEUT;PL
mans	ман	mans	мана	N;MASC;SG	
lot	пакетного	lot	пакетний	N;MASC;SG	ADJ;GEN;MASC;SG
lot	лот	lot	лот	N;MASC;SG	
araignées	павуки	araignée	павук	V;FEM;PL;PST;V.PTCP	N;ANIM;NOM;MASC;PL
employé	служить	employer	служити	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
employé	робітника	employer	робітник	V;MASC;SG;PST;V.PTCP	N;ANIM;ACC;MASC;SG
installé	встановлені	installer	встановлений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
installé	встановлений	installer	встановлений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
arabes	арабський	arabe	арабський	ADJ;MASC;PL	ADJ;NOM;MASC;SG
arabes	арабська	arabe	арабський	ADJ;MASC;PL	ADJ;NOM;FEM;SG
arabes	арабський	arabe	арабський	ADJ;MASC;PL	ADJ;NOM;MASC;SG
arabes	араби	arabe	араба	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
conseils	порада	conseil	порада	N;MASC;PL	N;INAN;NOM;FEM;SG
conseils	пораду	conseil	пораду	N;MASC;PL	N;INAN;ACC;FEM;SG
latine	латинські	latin	латинський	ADJ;FEM;SG	ADJ;NOM;PL
latine	латина	latin	латина	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
industrielle	промислові	industriel	промисловий	ADJ;FEM;SG	ADJ;NOM;PL
andrew	ендрю	andrew	ендрю	PROPN	PROPN;ANIM;NOM;MASC;SG
peintures	змалював	peinture	змалювати	N;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN
peintures	малювання	peinture	малювання	N;FEM;PL	N;INAN;NOM;NEUT;SG
peintures	картина	peinture	картина	N;FEM;PL	N;INAN;NOM;FEM;SG
peintures	живопис	peinture	живопис	N;FEM;PL	N;INAN;NOM;MASC;SG
conduite	їхали	conduire	їхати	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
conduite	водіння	conduire	водіння	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
franchise	списати	franchise	списати	N;FEM;SG	V;PFV;NFIN
iran	іран	iran	іран	PROPN	PROPN;INAN;NOM;MASC;SG
iran	ірану	iran	іран	PROPN	PROPN;INAN;GEN;MASC;SG
blessés	поранений	blesser	поранений	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
blessés	поранених	blesser	поранений	V;MASC;PL;PST;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
blessés	поранені	blesser	поранений	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
blessés	поранений	blesser	поранений	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
conscience	совісті	conscience	совість	N;FEM;SG	N;INAN;ACC;FEM;PL
représenté	дівочі	représenter	дівочий	V;MASC;SG;PST;V.PTCP	N;ANIM;NOM;FEM;PL
expositions	виставка	exposition	виставка	N;FEM;PL	N;INAN;NOM;FEM;SG
naples	неаполь	naple	неаполь	PROPN	PROPN;INAN;NOM;MASC;SG
naples	наполі	naple	наполі	PROPN	PROPN;INAN;NOM;MASC;SG
lion	лев	lion	лев	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
peur	боюся	peur	боятися	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
peur	наляканий	peur	наляканий	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
peur	злякався	peur	злякатися	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
peur	переляканий	peur	переляканий	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
peur	страшно	peur	страшно	N;FEM;SG	ADV
peur	fear	peur	fear	N;FEM;SG	
actives	активна	actif	активний	ADJ;FEM;PL	ADJ;NOM;FEM;SG
actives	активне	actif	активний	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
actives	активним	actif	активний	ADJ;FEM;PL	ADJ;INS;NEUT;SG
actives	активний	actif	активний	ADJ;FEM;PL	ADJ;NOM;MASC;SG
prague	прага	prague	праго	PROPN	PROPN;INAN;NOM;FEM;SG
administratif	адміністративні	administratif	адміністративний	ADJ;MASC;SG	ADJ;NOM;PL
lausanne	lausanne	lausanne	lausanne	PROPN	
nomination	номінації	nomination	номінація	N;FEM;SG	N;INAN;NOM;FEM;PL
crime	злочини	crime	злочин	N;MASC;SG	N;INAN;NOM;MASC;PL
crime	кримінальна	crime	кримінальний	N;MASC;SG	ADJ;NOM;FEM;SG
chrétienne	християни	chrétien	християнин	ADJ;FEM;SG	N;ANIM;NOM;MASC;PL
chrétienne	християнин	chrétien	християнин	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
chrétienne	крістіан	chrétien	крістіан	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
américaines	американський	américain	американський	ADJ;FEM;PL	ADJ;NOM;MASC;SG
américaines	американець	américain	американець	ADJ;FEM;PL	N;ANIM;NOM;MASC;SG
américaines	американська	américain	американський	ADJ;FEM;PL	ADJ;NOM;FEM;SG
américaines	американської	américain	американський	ADJ;FEM;PL	ADJ;GEN;FEM;SG
respect	respect	respect	respect	N;MASC;SG	
mobile	мобільні	mobile	мобільний	ADJ;MASC;SG	ADJ;NOM;PL
chiffres	числа	chiffre	число	N;MASC;PL	N;INAN;NOM;NEUT;SG
bientôt	soon	bientôt	soon	ADV	
vendredi	friday	vendredi	friday	N;MASC;SG	
spéciale	особливі	spécial	особливий	ADJ;FEM;SG	ADJ;NOM;PL
spéciale	спеціальні	spécial	спеціальний	ADJ;FEM;SG	ADJ;NOM;PL
commentaire	коментувати	commentaire	коментувати	N;MASC;SG	V;IPFV;NFIN
commentaire	прокоментувати	commentaire	прокоментувати	N;MASC;SG	V;IPFV;NFIN
commentaire	commentary	commentaire	commentary	N;MASC;SG	
della	делла	della	делло	PROPN	PROPN;ANIM;NOM;MASC;SG
irlandais	irish	irlandais	irish	ADJ;MASC;SG	
catholiques	католицька	catholique	католицький	ADJ;MASC;PL	ADJ;NOM;FEM;SG
catholiques	католики	catholique	католик	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
rare	рідкісні	rare	рідкісний	ADJ;MASC;SG	ADJ;NOM;PL
rare	рідкість	rare	рідкість	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
rare	незрозумілих	rare	незрозумілий	ADJ;MASC;SG	ADJ;GEN;PL
transfert	передачі	transfert	передача	N;MASC;SG	N;INAN;NOM;FEM;PL
transfert	передач	transfert	передач	N;MASC;SG	N;INAN;GEN;FEM;PL
blessé	поранений	blesser	поранений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
blessé	поранених	blesser	поранений	V;MASC;SG;PST;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
blessé	поранені	blesser	поранений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
blessé	поранений	blesser	поранений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
blessé	боляче	blesser	боляче	V;MASC;SG;PST;V.PTCP	ADV
annoncé	оголосили	annoncer	оголосити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
annoncé	повідомляється	annoncer	повідомлятися	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
carré	карре	carré	карре	N;MASC;SG	
carré	квадратний	carré	квадратний	N;MASC;SG	ADJ;NOM;MASC;SG
dimension	розміри	dimension	розмір	N;FEM;SG	N;INAN;NOM;MASC;PL
dimension	виміри	dimension	вимір	N;FEM;SG	N;INAN;NOM;MASC;PL
var	вар	var	вар	N;MASC;SG	
fera	воля	faire	воля	V;IND;SG;3;FUT;FIN	N;INAN;NOM;FEM;SG
fera	будуть	faire	бути	V;IND;SG;3;FUT;FIN	V;IPFV;IND;PL;3;FUT;FIN
servi	подають	servir	подавати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
situés	розташовані	situer	розташований	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
situés	знаходиться	situer	знаходитися	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
situés	розташований	situer	розташований	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
milliers	тисяча	millier	тисяча	N;MASC;PL	N;INAN;NOM;FEM;SG
détroit	detroit	détroit	detroit	N;MASC;SG	
classiques	класика	classique	класика	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
classiques	класику	classique	класика	ADJ;MASC;PL	N;INAN;ACC;FEM;SG
classiques	класична	classique	класичний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
classiques	класична	classique	класичний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
classiques	класичний	classique	класичний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
classiques	класика	classique	класика	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
classiques	класичне	classique	класичний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
minimum	мінімум	minimum	мінім	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
minimum	мінімально	minimum	мінімально	ADJ;MASC;SG	ADV
nécessaires	потрібним	nécessaire	потрібний	ADJ;MASC;PL	ADJ;INS;NEUT;SG
nécessaires	потреби	nécessaire	потреба	ADJ;MASC;PL	N;INAN;NOM;FEM;PL
nécessaires	потрібен	nécessaire	потрібно	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nécessaires	потрібною	nécessaire	потрібний	ADJ;MASC;PL	ADJ;INS;FEM;SG
nécessaires	необхідний	nécessaire	необхідний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nécessaires	необхідно	nécessaire	необхідно	ADJ;MASC;PL	ADV
nécessaires	необхідним	nécessaire	необхідний	ADJ;MASC;PL	ADJ;INS;NEUT;SG
grave	серйозно	grave	серйозно	ADJ;MASC;SG	ADV
grave	серйозні	grave	серйозний	ADJ;MASC;SG	ADJ;NOM;PL
grave	суворі	grave	сувор	ADJ;MASC;SG	ADJ;NOM;PL
grave	могили	grave	могила	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
grave	могила	grave	могила	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
grave	могилу	grave	могила	ADJ;MASC;SG	N;INAN;ACC;FEM;SG
lord	господь	lord	господь	PROPN	N;INAN;NOM;MASC;SG
lord	господа	lord	господа	PROPN	N;ANIM;ACC;MASC;SG
lord	володар	lord	володар	PROPN	N;ANIM;NOM;MASC;SG
lord	лорд	lord	лорд	PROPN	PROPN;ANIM;NOM;MASC;SG
tourne	хід	tourner	хід	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
tourne	черга	tourner	черга	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
tourne	лічильника	tourner	лічильник	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
brunswick	brunswick	brunswick	brunswick	N;MASC;SG	
million	мільйон	million	мільйон	N;MASC;SG	
extrait	уривок	extraire	уривок	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
extrait	екстракт	extraire	екстракт	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
hill	пагорб	hill	пагірб	PROPN	N;INAN;NOM;MASC;SG
hill	хілл	hill	хілл	PROPN	
hill	hill	hill	hill	PROPN	
hill	гілл	hill	гілл	PROPN	
directe	direct	direct	direct	ADJ;FEM;SG	
directe	прямі	direct	прямий	ADJ;FEM;SG	ADJ;NOM;PL
inférieure	опустити	inférieur	опустити	ADJ;FEM;SG	V;PFV;NFIN
renommé	всесвітньо	renommer	всесвітньо	V;MASC;SG;PST;V.PTCP	ADV
gris	сірий	gris	сірий	N;MASC;SG	ADJ;NOM;MASC;SG
gris	сірі	gris	сіра	N;MASC;SG	ADJ;NOM;PL
gris	сірий	gris	сірий	N;MASC;SG	ADJ;NOM;MASC;SG
gris	грей	gris	грей	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
clément	клеман	clément	клеман	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
clément	клеман	clément	клеман	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
clément	клемент	clément	клемент	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
barbara	барбара	barbara	барбар	PROPN	N;ANIM;NOM;FEM;SG
euro	євро	euro	євро	N;MASC;SG	PROPN;INAN;NOM;NEUT;SG
léger	світлі	léger	світло	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
léger	light	léger	light	ADJ;MASC;SG	
léger	світло	léger	світло	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
disponibles	доступний	disponible	доступний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
disponibles	наявний	disponible	наявний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
danger	небезпеки	danger	небезпека	N;MASC;SG	N;INAN;NOM;FEM;PL
désigné	названої	désigner	названий	V;MASC;SG;PST;V.PTCP	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
désigné	призначені	désigner	призначений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
wilson	вілсон	wilson	вілсон	PROPN	PROPN;ANIM;NOM;MASC;SG
plate	платформи	plat	платформа	ADJ;FEM;SG	N;INAN;NOM;FEM;PL
plate	платформу	plat	платформа	ADJ;FEM;SG	N;INAN;ACC;FEM;SG
plate	платформа	plat	платформа	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
similaire	схожі	similaire	схожий	ADJ;MASC;SG	ADJ;NOM;PL
similaire	подібні	similaire	подібний	ADJ;MASC;SG	ADJ;NOM;PL
travaillé	працювали	travailler	працювати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
municipalités	підпорядкування	municipalité	підпорядкування	N;FEM;PL	N;INAN;NOM;NEUT;SG
cordes	рядок	corde	рядок	N;FEM;PL	N;INAN;NOM;MASC;SG
cordes	корд	corde	корд	N;FEM;PL	
golden	золотий	golden	золотий	N;MASC;SG	ADJ;NOM;MASC;SG
golden	голден	golden	голден	N;MASC;SG	
golden	золоті	golden	золотий	N;MASC;SG	ADJ;NOM;PL
golden	золоте	golden	золотий	N;MASC;SG	ADJ;NOM;NEUT;SG
détail	площ	détail	площа	N;MASC;SG	N;INAN;GEN;FEM;PL
détail	докладно	détail	докладно	N;MASC;SG	ADV
détail	детально	détail	детально	N;MASC;SG	ADV
détail	подробиці	détail	подробиця	N;MASC;SG	N;INAN;NOM;FEM;PL
détail	детальні	détail	детальня	N;MASC;SG	ADJ;NOM;PL
détail	відомості	détail	відомість	N;MASC;SG	N;INAN;NOM;FEM;PL
détail	подробиці	détail	подробиця	N;MASC;SG	N;INAN;NOM;FEM;PL
détail	деталі	détail	деталі	N;MASC;SG	N;INAN;NOM;FEM;PL
dan	дан	dan	дан	PROPN	N;ANIM;NOM;MASC;SG
dan	dan	dan	dan	PROPN	
dan	ден	dan	ден	PROPN	
dan	закохатися	dan	закохатися	PROPN	V;PFV;NFIN
matériaux	матеріал	matériau	матеріал	N;MASC;PL	N;INAN;NOM;MASC;SG
risques	hazards	risque	hazards	N;MASC;PL	
risques	ризик	risque	ризик	N;MASC;PL	N;INAN;NOM;MASC;SG
jury	жюрі	jury	жюрий	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
anglo	англ	anglo	англ.	N;MASC;SG	
anglo	англо	anglo	ангти	N;MASC;SG	
monnaie	гроші	monnaie	гроші	N;FEM;SG	N;INAN;NOM
monnaie	валюти	monnaie	валюти	N;FEM;SG	N;INAN;NOM;FEM;PL
renommée	всесвітньо	renommer	всесвітньо	V;FEM;SG;PST;V.PTCP	ADV
renommée	славу	renommer	слава	V;FEM;SG;PST;V.PTCP	N;INAN;ACC;FEM;SG
renommée	слави	renommer	слава	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;FEM;PL
renommée	репутацію	renommer	репутація	V;FEM;SG;PST;V.PTCP	N;INAN;ACC;FEM;SG
renommée	репутація	renommer	репутація	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;FEM;SG
franc	франк	franc	франк	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
didier	дідьє	didier	дідьє	PROPN	PROPN;ANIM;NOM;MASC;SG
mac	mac	mac	mac	N;MASC;SG	
mac	мак	mac	мак	N;MASC;SG	
variété	сорти	variété	сорт	N;FEM;SG	N;INAN;NOM;MASC;PL
ascension	сходяться	ascension	сходитися	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
ford	форд	ford	форд	PROPN	
ford	ford	ford	ford	PROPN	
jane	джейн	jane	джейн	PROPN	PROPN;ANIM;NOM;FEM;SG
frontières	зближення	frontière	зближення	N;FEM;PL	N;INAN;NOM;NEUT;SG
frontières	обрамлення	frontière	обрамлення	N;FEM;PL	N;INAN;NOM;NEUT;SG
frontières	межа	frontière	межа	N;FEM;PL	N;INAN;NOM;FEM;SG
frontières	кордон	frontière	кордон	N;FEM;PL	N;INAN;NOM;MASC;SG
frontières	рамка	frontière	рамка	N;FEM;PL	N;INAN;NOM;FEM;SG
ailes	крилом	aile	крило	N;FEM;PL	N;INAN;INS;NEUT;SG
ailes	крило	aile	крило	N;FEM;PL	N;INAN;NOM;NEUT;SG
machines	техніка	machine	техніка	N;FEM;PL	N;INAN;NOM;FEM;SG
julie	джулі	julie	джуль	PROPN	PROPN;ANIM;NOM;FEM;SG
institution	установи	institution	установа	N;FEM;SG	N;INAN;NOM;FEM;PL
donna	донна	donner	донний	V;IND;SG;3;PST;FIN	PROPN;ANIM;NOM;FEM;SG
organisations	організації	organisation	організація	N;FEM;PL	N;INAN;GEN;FEM;SG
varsovie	варшавський	varsovie	варшавський	PROPN	ADJ;NOM;MASC;SG
varsovie	варшава	varsovie	варшава	PROPN	PROPN;INAN;NOM;FEM;SG
varsovie	варшавська	varsovie	варшавський	PROPN	ADJ;NOM;FEM;SG
déclaré	оголошені	déclarer	оголошений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
présidentielle	президента	présidentiel	президент	ADJ;FEM;SG	N;ANIM;ACC;MASC;SG
compter	кількість	compter	кількість	V;NFIN	N;INAN;NOM;FEM;SG
compter	відлік	compter	відлік	V;NFIN	N;INAN;NOM;MASC;SG
compter	підрахунок	compter	підрахунок	V;NFIN	N;INAN;NOM;MASC;SG
compter	порядковий	compter	порядковий	V;NFIN	ADJ;NOM;MASC;SG
compter	обліку	compter	облік	V;NFIN	N;INAN;GEN;MASC;SG
compter	відлік	compter	відлік	V;NFIN	N;INAN;NOM;MASC;SG
normale	нормальні	normal	нормальний	ADJ;FEM;SG	ADJ;NOM;PL
résolution	resolution	résolution	resolution	N;FEM;SG	
pilotes	pilot	pilote	pilot	N;MASC;PL	
pilotes	пілот	pilote	пілота	N;MASC;PL	N;ANIM;NOM;MASC;SG
conquête	conquest	conquête	conquest	N;FEM;SG	
conquête	підкорити	conquête	підкорити	N;FEM;SG	V;PFV;NFIN
rowspan	rowspan	rowspan	rowspan	PROPN	
hélène	елен	hélène	елен	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
hélène	еллен	hélène	еллен	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
hélène	елен	hélène	елен	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
hélène	гелен	hélène	гелен	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
hélène	хелен	hélène	хелен	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
besoins	need	besoin	need	N;MASC;PL	
besoins	треба	besoin	треба	N;MASC;PL	ADV
besoins	потрібно	besoin	потрібно	N;MASC;PL	ADV
besoins	потреба	besoin	потреба	N;MASC;PL	N;INAN;NOM;FEM;SG
besoins	вимагає	besoin	вимагати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
besoins	потребує	besoin	потребувати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
genres	жанр	genre	жанр	N;MASC;PL	N;INAN;NOM;MASC;SG
genres	айстрових	genre	айстровий	N;MASC;PL	ADJ;ACC;PL
bref	коротко	bref	коротко	INTJ	ADV
inférieur	опустити	inférieur	опустити	ADJ;MASC;SG	V;PFV;NFIN
cannes	канни	canne	канний	N;FEM;PL	PROPN;INAN;NOM;MASC;SG
discussions	обговорення	discussion	обговорення	N;FEM;PL	N;INAN;NOM;NEUT;SG
discussions	дискусія	discussion	дискусія	N;FEM;PL	N;INAN;NOM;FEM;SG
discussions	обговорення	discussion	обговорення	N;FEM;PL	N;INAN;NOM;NEUT;SG
installer	встановлення	installer	встановлення	V;NFIN	N;INAN;NOM;NEUT;SG
installer	встановлення	installer	встановлення	V;NFIN	N;INAN;NOM;NEUT;SG
défaut	типові	défaut	тип	N;MASC;SG	ADJ;NOM;PL
défaut	типова	défaut	типовий	N;MASC;SG	ADJ;NOM;FEM;SG
défaut	типовий	défaut	типовий	N;MASC;SG	ADJ;NOM;MASC;SG
discipline	дисципліни	discipline	дисципліна	N;FEM;SG	N;INAN;NOM;FEM;PL
responsabilité	фінансової	responsabilité	фінансовий	N;FEM;SG	ADJ;GEN;FEM;SG
paysage	ландшафтний	paysage	ландшафтний	N;MASC;SG	ADJ;NOM;MASC;SG
poissons	риба	poisson	риба	N;MASC;PL	N;ANIM;NOM;FEM;SG
poissons	рибу	poisson	риба	N;MASC;PL	N;ANIM;ACC;FEM;SG
poissons	рибка	poisson	рибка	N;MASC;PL	N;ANIM;NOM;FEM;SG
couvent	couvent	couvent	couvent	N;MASC;SG	
bains	ванна	bain	ванна	N;MASC;PL	N;INAN;NOM;FEM;SG
espoirs	сподівається	espoir	сподіватися	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
espoirs	надія	espoir	надія	N;MASC;PL	N;INAN;NOM;FEM;SG
espoirs	надіюсь	espoir	надіясь	N;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN
comics	comics	comics	comics	N;MASC;SG	
comics	комікси	comics	комікс	N;MASC;SG	N;INAN;NOM;MASC;PL
africain	африканські	africain	африканський	ADJ;MASC;SG	ADJ;NOM;PL
africain	африканських	africain	африканський	ADJ;MASC;SG	ADJ;ANIM;ACC;PL
cellules	клітинка	cellule	клітинка	N;FEM;PL	N;INAN;NOM;FEM;SG
cellules	комірку	cellule	комірка	N;FEM;PL	N;INAN;ACC;FEM;SG
cellules	комірка	cellule	комірка	N;FEM;PL	N;INAN;NOM;FEM;SG
costumes	пасує	costume	пасувати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
johnny	джоні	johnny	джон	PROPN	PROPN;ANIM;NOM;MASC;SG
