van	vom	van	vom	ADP	
restauratie	wiederherstellung	restauratie	wiederherstellung	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
geslachten	geschlechter	slachten	geschlechter	N;PL	ADJ
steken	stich	steken	stich	V;NFIN	
steken	stab	steken	stab	V;NFIN	
leuk	spass	leuk	spass	ADJ	
leuk	spaß	leuk	Spaß	ADJ	N
leuk	nizza	leuk	nizza	ADJ	PROPN;NOM;SG
slaat	beats	slaan	beats	V;SG;PRS;FIN	
ken	ken	kunnen	Ken	V;SG;PRS;FIN	PROPN;NOM;MASC;SG
wolf	wölfen	wolf	wölfen	N;MASC+FEM;SG	
wolf	wölfe	wolf	wölfen	N;MASC+FEM;SG	
wolf	wolf	wolf	wolf	N;MASC+FEM;SG	;SG
lint	lint	linten	lint	N;NEUT;SG	PROPN
lint	band	linten	binden	N;NEUT;SG	
lint	schleife	linten	schleife	N;NEUT;SG	ADJ;NOM
vandalisme	vandalismus	vandalisme	vandalismus	N;NEUT;SG	ADV
middelen	betriebsmittel	middel	betriebsmittel	N;PL	PROPN
middelen	mittel	middel	mittel	N;PL	ADV
middelen	ressourcen	middel	ressourc	N;PL	V;NFIN
action	aktion	action	aktion		
action	maßnahme	action	maßnahmen		ADJ
action	aktionen	action	aktion		V;NFIN
action	klage	action	klage		ADJ
action	maßnahmen	action	maßnahmen		V;NFIN
stadsdeel	stadtbezirk	stadsdeel	stadtbezirk	N;NEUT;SG	ADJ
stadsdeel	stadtteil	stadsdeel	stadtteil	N;NEUT;SG	ADJ
stadsdeel	borough	stadsdeel	borough	N;NEUT;SG	PROPN
stadsdeel	bezirk	stadsdeel	bezirk	N;NEUT;SG	PROPN
schiereiland	peninsula	schiereiland	peninsula	N;NEUT;SG	PROPN
schiereiland	halbinsel	schiereiland	halbinsel	N;NEUT;SG	ADJ
schiereiland	halbinsel	schiereiland	halbinsel	N;NEUT;SG	ADJ
thailand	thailand	thailand	thailand	N;NEUT;SG	PROPN;NOM;MASC;SG
beperkte	limited	beperken	limited	V;SG;PST;FIN	PROPN;NOM;SG
beperkte	beschränkt	beperken	beschränken	V;SG;PST;FIN	ADJ;V.PTCP
beperkte	begrenzte	beperken	begrenzt	V;SG;PST;FIN	ADJ;SG
beperkte	eingeschränkt	beperken	einschränken	V;SG;PST;FIN	ADJ
beperkte	begrenzt	beperken	begrenzen	V;SG;PST;FIN	ADJ
beperkte	eingeschränkt	beperken	einschränken	V;SG;PST;FIN	ADJ
beperkte	beschränkt	beperken	beschränken	V;SG;PST;FIN	ADJ;V.PTCP
beperkte	begrenzt	beperken	begrenzen	V;SG;PST;FIN	ADJ
cross	überqueren	cross	überqueren	N;MASC+FEM;SG	V;NFIN
cross	kreuz	cross	kreuz	N;MASC+FEM;SG	ADJ
cross	cross	cross	cross	N;MASC+FEM;SG	PROPN
kwalificatie	qualifizierten	kwalificatie	qualifizieren	N;MASC+FEM;SG	V;IND;PL;3;PST;FIN
kwalificatie	qualifizieren	kwalificatie	qualifizieren	N;MASC+FEM;SG	V;NFIN
kwalificatie	qualifiziert	kwalificatie	qualifizieren	N;MASC+FEM;SG	ADJ;V.PTCP
kwalificatie	qualifikationen	kwalificatie	qualifikationen	N;MASC+FEM;SG	N;NOM;FEM;PL
ere	ere	eer	ere	ADV	
ere	eua	eer	eua	ADV	PROPN;NOM;SG
gehuwd	verheiratet	huwen	verheiraten	V;V.PTCP	ADJ;V.PTCP
jongens	jungs	jongens	jungs	N;PL	ADV
jongens	jungen	jongens	jung	N;PL	ADJ
jongens	jungs	jongens	jungs	N;PL	ADV
fouten	fehler	fout	fehler	N;PL	ADJ
fouten	fehlern	fout	fehlern	N;PL	V;NFIN
fouten	irrtümer	fout	irrtum	N;PL	ADJ
fouten	fehler	fout	fehler	N;PL	ADJ
fouten	fehlermeldungen	fout	fehlermeldungen	N;PL	V
fouten	fehlern	fout	fehlern	N;PL	V;NFIN
fouten	irrtümer	fout	irrtum	N;PL	ADJ
fouten	fehler	fout	fehler	N;PL	ADJ
fouten	fehlermeldung	fout	fehlermeldung	N;PL	ADJ
fouten	fehlermeldungen	fout	fehlermeldungen	N;PL	V
fouten	irrtum	fout	irrtum	N;PL	ADJ
orchestra	orchester	orchestra	orchester	N;NEUT;SG	ADJ
orchestra	orchestra	orchestra	orchestra	N;NEUT;SG	PROPN;NOM;SG
prestaties	errungenschaften	prestatie	errungenschaft	N;PL	V;NFIN
prestaties	leistungen	prestatie	leistung	N;PL	V;PL
prestaties	leistung	prestatie	leistung	N;PL	N;NOM;FEM;SG
prestaties	performance	prestatie	performance	N;PL	ADJ;NOM;FEM;PL
prestaties	errungenschaften	prestatie	errungenschaft	N;PL	V;NFIN
prestaties	leistungen	prestatie	leistung	N;PL	V;PL
prestaties	vorstellungen	prestatie	vorstellingen	N;PL	V;NFIN
prestaties	leistungen	prestatie	leistung	N;PL	V;PL
prestaties	auftritte	prestatie	auftritten	N;PL	V;IND;SG;3;PST;FIN
anthony	anthony	anthony	anthony	N;MASC+FEM;SG	PROPN;NOM;SG
anthony	heike	anthony	heiken	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
anthony	antonius	anthony	antonius	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
jeruzalem	jerusalem	jeruzalem	jerusal	N;MASC+FEM;SG	ADJ;DAT;MASC;SG
lord	fürst	lord	fürsen	N;MASC+FEM;SG	PROPN;NOM;SG
lord	lord	lord	lord	N;MASC+FEM;SG	PROPN;NOM;SG
richtlijnen	richtlinien	richtlijn	richtlinien	N;PL	V;NFIN
richtlijnen	leitlinien	richtlijn	leitlinien	N;PL	
richtlijnen	leitsätze	richtlijn	leitsätzen	N;PL	
richtlijnen	direktiven	richtlijn	direktiv	N;PL	ADJ
richtlijnen	richtlinien	richtlijn	richtlinien	N;PL	V;NFIN
publicatie	veröffentlichung	publicatie	veröffentlichung	N;MASC+FEM;SG	ADJ
publicatie	verlage	publicatie	verlagen	N;MASC+FEM;SG	
publicatie	veröffentlichung	publicatie	veröffentlichung	N;MASC+FEM;SG	ADJ
publicatie	publikationen	publicatie	publikationen	N;MASC+FEM;SG	N;NOM;FEM;PL
publicatie	verlagswesen	publicatie	verlagswesen	N;MASC+FEM;SG	
edwards	edwards	edward	edwards	N;PL	PROPN;NOM;MASC;SG
bedekt	bedeckt	bedekken	bedecken	V;V.PTCP	ADJ;V.PTCP
café	kaffee	café	kaffee	N;NEUT;SG	
café	cafe	café	cafe	N;NEUT;SG	
café	cafés	café	café	N;NEUT;SG	
café	cafe	café	cafe	N;NEUT;SG	
toestel	device	toestel	device	N;NEUT;SG	PROPN
toestel	vorrichtung	toestel	vorrichtung	N;NEUT;SG	V;IND;SG;3;PRS;FIN
toestel	gerät	toestel	geraten	N;NEUT;SG	V;V.PTCP
eindigt	ende	eindigen	ende	V;SG;PRS;FIN	N;ACC;NEUT;SG
alan	alan	alan	alan	N;MASC+FEM;SG	PROPN
expeditie	expeditionen	expeditie	expedition	N;MASC+FEM;SG	V;NFIN
expeditie	entdeckungsreise	expeditie	entdeckungsreise	N;MASC+FEM;SG	;SG
expeditie	expedition	expeditie	expedition	N;MASC+FEM;SG	
zelden	selten	zelden	selten	ADV	ADJ
zelden	selten	zelden	selten	ADV	ADJ
zelden	seltener	zelden	selten	ADV	ADJ
zelden	selten	zelden	selten	ADV	ADJ
zelden	seltenes	zelden	selten	ADV	ADJ;NOM;NEUT;SG
zelden	seltene	zelden	selten	ADV	ADJ;NOM;PL
zelden	seltenheit	zelden	seltenheit	ADV	ADJ
oekraïne	ukraine	oekraïne	ukrain	PROPN;NEUT;SG	PROPN;NOM;SG
maarten	martin	maarten	martin	N;PL	PROPN;NOM;MASC;SG
maarten	maarten	maarten	maart	N;PL	PROPN
samuel	samuel	samuel	samuel	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
jordan	jordan	jordan	jordan	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
jordan	jordanien	jordan	jordanien	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
gehucht	weiler	huchten	weil	N;NEUT;SG	
gehucht	hamlet	huchten	hamlen	N;NEUT;SG	PROPN;SG
huber	huber	huber	huber	N;MASC+FEM;SG	PROPN;NOM;SG
ned	ned	ned	ned	N;MASC+FEM;SG	
louise	luise	louis	luesen	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
louise	louise	louis	louise	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
honderd	hundred	honderd	hundred	NUM	
sponzen	schwämme	sponzen	schwamm	N;PL	ADJ;NOM;FEM;PL
tunnel	tunnel	tunnel	tunnel	N;MASC+FEM;SG	
tunnel	tunneln	tunnel	tunneln	N;MASC+FEM;SG	
tunnel	tunnels	tunnel	tunnels	N;MASC+FEM;SG	ADV
nick	nick	nick	nick	N;MASC+FEM;SG	PROPN;NOM;SG
groeten	grüsse	groet	grüß	N;PL	V;SG
groeten	gruß	groet	gruß	N;PL	
groeten	grüße	groet	grüß	N;PL	PROPN;NOM;SG
groeten	gruss	groet	graß	N;PL	;SG
kennelijk	anscheinend	kennelijk	anscheinend	ADJ	ADV
kennelijk	offenbar	kennelijk	offenbar	ADJ	ADV
junioren	juniors	junior	juniors	N;PL	PROPN;NOM;SG
minste	least	weinig	least	PRO	PROPN
minste	wenigsten	weinig	wenigst	PRO	
grande	grande	grande	grand	N;MASC+FEM;SG	PROPN;NOM;SG
gerrit	gerrit	gerrit	gerrit	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
tilburg	tilburg	tilburg	tilburg	N;NEUT;SG	PROPN
estadio	estadio	estadio	estadio	N;MASC+FEM;SG	PROPN
interview	vorstellungsgespräch	interview	vorstellungsgespräch	N;NEUT;SG	ADJ
oxford	oxford	oxford	oxford	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
zorg	pflege	zorg	pfleg	N;MASC+FEM;SG	
zorg	care	zorg	care	N;MASC+FEM;SG	PROPN;NOM;SG
wang	wange	wang	wangen	N;MASC+FEM;SG	
wang	backe	wang	backen	N;MASC+FEM;SG	PROPN;SG
wang	wang	wang	wang	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
classic	klassisch	classic	klassisch	N;MASC+FEM;SG	ADJ
classic	klassik	classic	klassik	N;MASC+FEM;SG	
classic	classic	classic	classic	N;MASC+FEM;SG	PROPN
classic	klassische	classic	klassisch	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
classic	klassiker	classic	klassik	N;MASC+FEM;SG	ADJ
classic	klassischen	classic	klassisch	N;MASC+FEM;SG	ADJ;NOM;MASC;PL
uitslag	hautausschlag	uitslag	hautausschlag	N;MASC+FEM;SG	
uitslag	ausschlag	uitslag	ausschlagen	N;MASC+FEM;SG	
schotse	schotten	schots	schotten	ADJ	V;NFIN
schotse	scottish	schots	scottish	ADJ	PROPN
gevoel	gefühle	gevoel	gefühlen	N;NEUT;SG	ADJ
gevoel	feeling	gevoel	feeling	N;NEUT;SG	
gevoel	fühlen	gevoel	fühlen	N;NEUT;SG	V;NFIN
gevoel	empfindungen	gevoel	empfindung	N;NEUT;SG	V;NFIN
gevoel	sensation	gevoel	sensation	N;NEUT;SG	
afgesloten	geschlossene	afsluiten	geschlossen	V;V.PTCP	ADJ;NOM;FEM;PL
afgesloten	losgelöst	afsluiten	loslösen	V;V.PTCP	ADJ
studeren	studium	studeren	studium	V;NFIN	N;NOM;NEUT;SG
studeren	studie	studeren	studie	V;NFIN	N;NOM;FEM;SG
studeren	arbeitszimmer	studeren	arbeitszimmer	V;NFIN	
draait	spins	draaien	spinsen	V;SG;PRS;FIN	
uitgesproken	ausgeprägte	uitspreken	ausgeprägt	V;V.PTCP	ADJ;NOM;FEM;PL
uitgesproken	ausgesprochen	uitspreken	ausgesprochen	V;V.PTCP	ADJ
uitgesproken	ausgeprägt	uitspreken	ausprägen	V;V.PTCP	ADJ
filosoof	philosoph	filosoof	philosoph	N;MASC+FEM;SG	PROPN;NOM;SG
filosoof	philosophen	filosoof	philosophen	N;MASC+FEM;SG	
tanden	zähnen	tand	zähnen	N;PL	V;NFIN
tanden	zähne	tand	zähnen	N;PL	N;NOM;SG
tanden	zahn	tand	zahn	N;PL	
insecten	insekten	insecten	insekt	N;PL	V;NFIN
insecten	insekt	insecten	insekt	N;PL	ADJ
insecten	insekten	insecten	insekt	N;PL	V;NFIN
insecten	fehler	insecten	fehler	N;PL	ADJ
insecten	insekten	insecten	insekt	N;PL	V;NFIN
insecten	käfer	insecten	käfer	N;PL	
manuel	manuel	manuel	manuel	N;MASC+FEM;SG	PROPN;NOM;SG
jimmy	jimmy	jimmy	jimmy	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
voorganger	vorgänger	voorganger	vorgänger	N;MASC+FEM;SG	ADJ
voorganger	vorgängerin	voorganger	vorgängerin	N;MASC+FEM;SG	ADJ
hogeschool	kollegium	hogeschool	kollegium	N;MASC+FEM;SG	
hogeschool	college	hogeschool	college	N;MASC+FEM;SG	
reageren	reaktion	reageren	Reaktion	V;NFIN	ADJ
deur	haustür	deur	haustür	N;MASC+FEM;SG	ADJ
deur	türe	deur	tür	N;MASC+FEM;SG	
leerling	schüler	leerling	schüler	N;MASC+FEM;SG	ADJ
leerling	schülerin	leerling	schülerin	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
leerling	schüler	leerling	schüler	N;MASC+FEM;SG	ADJ
leerling	studentin	leerling	studentin	N;MASC+FEM;SG	ADJ
leerling	studenten	leerling	student	N;MASC+FEM;SG	ADJ
leerling	kursteilnehmer	leerling	kursteilnehmer	N;MASC+FEM;SG	ADJ
leerling	studierende	leerling	studierend	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
leerling	auszubildende	leerling	auszubildend	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
leerling	lehrlinge	leerling	lehrlinge	N;MASC+FEM;SG	N;NOM;FEM;PL
campagne	wahlkampf	campagne	wahlkampf	N;MASC+FEM;SG	ADJ
campagne	werbekampagne	campagne	werbekampagne	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
campagne	kampagnen	campagne	kampagnen	N;MASC+FEM;SG	V;NFIN
down	down	down	down	N;MASC+FEM;SG	PROPN
down	hinunter	down	hinunter	N;MASC+FEM;SG	ADV
down	abwärts	down	abwärts	N;MASC+FEM;SG	ADV
down	unten	down	unten	N;MASC+FEM;SG	ADV
down	runter	down	runter	N;MASC+FEM;SG	
service	service	service	Service	N;MASC+FEM;SG	
concerten	konzert	concert	konzert	N;PL	ADJ
concerten	konzerte	concert	konzern	N;PL	
concerten	konzerten	concert	konzern	N;PL	V;FIN
maatregelen	massnahmen	maatregel	massnahmen	N;PL	V;NFIN
maatregelen	maßnahmen	maatregel	maßnahmen	N;PL	V;NFIN
evenement	ereignis	evenement	ereignis	N;NEUT;SG	
evenement	veranstaltung	evenement	veranstaltung	N;NEUT;SG	ADJ
evenement	event	evenement	event	N;NEUT;SG	
trouw	heiraten	trouw	heiraten	ADJ	V;NFIN
trouw	heirate	trouw	heirate	ADJ	V;IND;SG;3;PRS;FIN
meisjes	mädels	meisje	mädels	N;PL	ADV
meisjes	girls	meisje	girls	N;PL	PROPN
beleg	belagert	beleg	belagern	N;NEUT;SG	V;V.PTCP
vleugels	schwingen	vleugel	schwingen	N;PL	V;NFIN
vleugels	flügel	vleugel	flügeln	N;PL	ADJ
vleugels	wings	vleugel	wings	N;PL	PROPN;NOM;SG
vleugels	flügeln	vleugel	flügeln	N;PL	
istat	istat	istat	istat	N;MASC+FEM;SG	PROPN;NOM;SG
assen	achsen	ass	achsen	PROPN;NEUT;SG	N
assen	achsen	ass	achsen	PROPN;NEUT;SG	N
assen	achs	ass	achs	PROPN;NEUT;SG	
assen	asche	ass	aschen	PROPN;NEUT;SG	
assen	asch	ass	asch	PROPN;NEUT;SG	
assen	ash	ass	ash	PROPN;NEUT;SG	PROPN;NOM;SG
assen	assen	ass	assen	PROPN;NEUT;SG	
bbc	bbc	bbc	bbc	N;MASC+FEM;SG	PROPN;NOM;SG
bijbel	bibel	bijbel	bibel	N;MASC+FEM;SG	
duizenden	tausender	duizend	tausender	NUM	ADJ
duizenden	tausende	duizend	tausende	NUM	N;NOM;FEM;PL
duizenden	tausenden	duizend	tausenden	NUM	ADJ;PL
peru	peru	peru	peru	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
peru	südamerika	peru	südamerika	PROPN;NEUT;SG	PROPN
motoren	motors	motor	motors	N;PL	PROPN;NOM;SG
motoren	elektromotoren	motor	elektromotoren	N;PL	ADJ
motoren	antrieb	motor	antreiben	N;PL	V;IND;SG;3;PST;FIN
straten	strassen	straat	strassen	N;PL	V;NFIN
straten	straße	straat	straß	N;PL	ADJ
straten	gassen	straat	gassen	N;PL	V;NFIN
geregisseerd	regie	regisseren	Regie	V;V.PTCP	N;NOM;FEM;SG
eugène	eugène	eugène	eugène	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
rang	dienstgrad	rang	dienstgrad	N;MASC+FEM;SG	ADJ
rang	rangfolge	rang	rangfolge	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
context	kontext	context	kontext	N;MASC+FEM;SG	ADJ
carolina	carolina	carolina	carolina	N;MASC+FEM;SG	PROPN;NOM;SG
getallen	telefonnummern	getal	telefonnummern	N;PL	V;NFIN
getallen	zahlen	getal	zahlen	N;PL	V;NFIN
verkoop	verkaufe	verkoop	verkaufen	N;MASC+FEM;SG	V;SG;FIN
verkoop	verkaufen	verkoop	verkaufen	N;MASC+FEM;SG	V;NFIN
verkoop	verkaufe	verkoop	verkaufen	N;MASC+FEM;SG	V;SG;FIN
verkoop	verkaufen	verkoop	verkaufen	N;MASC+FEM;SG	V;NFIN
verkoop	vertrieb	verkoop	vertreiben	N;MASC+FEM;SG	
verkoop	umsätze	verkoop	umsätzen	N;MASC+FEM;SG	N;NOM;PL
verkoop	sale	verkoop	salen	N;MASC+FEM;SG	
tiende	zehnte	tien	zehnt	ADJ	
tiende	tenth	tien	tenth	ADJ	
tiende	zehntel	tien	zehntel	ADJ	
boston	boston	boston	boston	N;MASC+FEM;SG	PROPN;NOM;SG
burgemeesters	bürgermeister	burgemeester	bürgermeister	N;PL	ADJ
tegenstander	gegner	tegenstander	gegner	N;MASC+FEM;SG	
tegenstander	gegenspieler	tegenstander	gegenspiel	N;MASC+FEM;SG	ADJ
samengesteld	composite	samenstellen	composite	V;V.PTCP	
samengesteld	verbund	samenstellen	verbinden	V;V.PTCP	ADJ
samengesteld	zusammengesetzte	samenstellen	zusammengesetzt	V;V.PTCP	ADJ;NOM;FEM;SG
verhouding	relation	verhouding	relation	N;MASC+FEM;SG	
verhouding	ratio	verhouding	ratio	N;MASC+FEM;SG	PROPN
verhouding	verhältnis	verhouding	verhältnis	N;MASC+FEM;SG	V;NFIN
verhouding	quotient	verhouding	quotient	N;MASC+FEM;SG	ADJ
ontwerpen	designs	ontwerpen	designs	V;NFIN	
ontwerpen	entwürfe	ontwerpen	entwürfen	V;NFIN	N;NOM;MASC;PL
ontwerpen	entwurf	ontwerpen	entwerfen	V;NFIN	N
ontwerpen	gestaltung	ontwerpen	gestaltung	V;NFIN	N;NOM;FEM;SG
ontwerpen	konstruktion	ontwerpen	konstruktion	V;NFIN	N;SG
ontwerpen	design	ontwerpen	design	V;NFIN	N;NOM;NEUT;SG
ontwerpen	planung	ontwerpen	planung	V;NFIN	ADJ
ontwerpen	gestaltung	ontwerpen	gestaltung	V;NFIN	N;NOM;FEM;SG
ontwerpen	projektierung	ontwerpen	projektierung	V;NFIN	N;NOM;FEM;SG
troon	thron	troon	thron	N;MASC+FEM;SG	
madagaskar	madagaskar	madagaskar	madagaskar	N;MASC+FEM;SG	PROPN;NOM;SG
madagaskar	kapverden	madagaskar	kapverden	N;MASC+FEM;SG	
verkopen	verkauf	verkopen	verkaufen	V;NFIN	N
verkopen	verkauf	verkopen	verkaufen	V;NFIN	N
verkopen	vertrieb	verkopen	vertreiben	V;NFIN	
verkopen	verkäufe	verkopen	verkaufen	V;NFIN	N;NOM
verkopen	verkauf	verkopen	verkaufen	V;NFIN	N
verkopen	umsatz	verkopen	umsatz	V;NFIN	N;NOM;MASC;SG
verkopen	umsätze	verkopen	umsätzen	V;NFIN	N;NOM;PL
verkopen	verkauf	verkopen	verkaufen	V;NFIN	N
verkopen	sale	verkopen	salen	V;NFIN	
andy	andy	andy	andy	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
rosenberg	rosenberg	rosenberg	rosenberg	N;MASC+FEM;SG	PROPN;NOM;SG
domein	domäne	domein	domän	N;NEUT;SG	
domein	domain	domein	domain	N;NEUT;SG	PROPN;SG
domein	bereich	domein	bereich	N;NEUT;SG	ADV
domein	domänen	domein	domän	N;NEUT;SG	V;FIN
disney	disney	disney	disney	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
servië	serbien	servië	Serbien	PROPN;NEUT;SG	
servië	serbisch	servië	serbisch	PROPN;NEUT;SG	ADJ
servië	serbische	servië	serbisch	PROPN;NEUT;SG	ADJ;NOM;FEM;PL
servië	serbischen	servië	serbisch	PROPN;NEUT;SG	ADJ;NOM;PL
belangstelling	zinsen	belangstelling	zinsen	N;MASC+FEM;SG	
belangstelling	interessen	belangstelling	interesse	N;MASC+FEM;SG	N;NOM;PL
belangstelling	zins	belangstelling	zins	N;MASC+FEM;SG	
belangstelling	interesse	belangstelling	interesse	N;MASC+FEM;SG	
manager	geschäftsführer	manager	geschäftsführer	N;MASC+FEM;SG	ADJ
manager	manager	manager	manager	N;MASC+FEM;SG	ADJ
manager	betriebsleiter	manager	betriebsleiter	N;MASC+FEM;SG	ADJ
manager	geschäftsführerin	manager	geschäftsführerin	N;MASC+FEM;SG	ADJ;NOM;SG
eenvoudige	einfach	eenvoudig	einfach	ADJ	ADV
canvas	leinwand	canvas	leinwand	N;NEUT;SG	
canvas	canvas	canvas	canvas	N;NEUT;SG	PROPN
winkel	shop	winkel	shop	N;MASC+FEM;SG	
winkel	einkaufen	winkel	einkaufen	N;MASC+FEM;SG	V;NFIN
winkel	speichern	winkel	speichern	N;MASC+FEM;SG	V;NFIN
winkel	laden	winkel	laden	N;MASC+FEM;SG	V;NFIN
voorloper	vorläufer	voorloper	vorläufer	N;MASC+FEM;SG	ADJ
voorloper	vorstufe	voorloper	vorstufen	N;MASC+FEM;SG	
voorloper	vorläufer	voorloper	vorläufer	N;MASC+FEM;SG	ADJ
vries	vries	vries	vreusen	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
suite	suite	suite	suite	N;MASC+FEM;SG	
suite	suiten	suite	suiten	N;MASC+FEM;SG	N;NOM;PL
slowakije	slowakei	slowakije	slowakei	N;NEUT;SG	PROPN;NOM;SG
portret	porträts	portret	porträts	N;NEUT;SG	
portret	portrait	portret	portrait	N;NEUT;SG	ADJ
wezen	waisen	wezen	waisen	V;NFIN	
wezen	waise	wezen	wassen	V;NFIN	ADJ
wezen	kreatur	wezen	kreatur	V;NFIN	
wezen	kreaturen	wezen	kreatur	V;NFIN	N;NOM;PL
wezen	geschöpf	wezen	geschöpfen	V;NFIN	
wezen	wesen	wezen	wesen	V;NFIN	N;NOM;NEUT;SG
psv	psv	psv	psv	N;MASC+FEM;SG	PROPN;NOM;SG
pseudoniem	pseudonym	pseudoniem	pseudonym	N;NEUT;SG	ADJ
romeinen	römer	romein	rom	N;PL	
romeinen	römern	romein	römern	N;PL	
vliegveld	flugplatz	vliegveld	flugplatz	N;NEUT;SG	ADJ
vliegveld	flughäfen	vliegveld	flughäfen	N;NEUT;SG	N;PL
vliegveld	flughafen	vliegveld	flughafen	N;NEUT;SG	
verliefd	zerkleinern	verliefd	zerkleinern	ADJ	V;NFIN
verliefd	schwarm	verliefd	schwarm	ADJ	
verliefd	crush	verliefd	crush	ADJ	PROPN;SG
samenleving	gesellschaft	samenleving	gesellschaft	N;MASC+FEM;SG	ADJ
milaan	milan	milaan	milan	PROPN;NEUT;SG	PROPN;NOM;SG
milaan	mailand	milaan	mailand	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
division	division	division	division	N;MASC+FEM;SG	
division	abteilung	division	abteilingen	N;MASC+FEM;SG	ADJ
division	geschäftsbereich	division	geschäftsbereich	N;MASC+FEM;SG	ADJ
division	unternehmensbereich	division	unternehmensbereich	N;MASC+FEM;SG	ADJ
negende	ninth	negen	ninth	ADJ	PROPN
toon	toon	toon	toon	N;MASC+FEM;SG	PROPN;NOM;SG
toon	tone	toon	ton	N;MASC+FEM;SG	PROPN
toon	farbton	toon	farbton	N;MASC+FEM;SG	ADJ
toon	ton	toon	ton	N;MASC+FEM;SG	
toon	töne	toon	tönen	N;MASC+FEM;SG	N;NOM;PL
toon	zeigen	toon	zeigen	N;MASC+FEM;SG	V;NFIN
toon	zeigt	toon	zeigen	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
toon	zeige	toon	zeigen	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
toon	anzeigen	toon	anzeigen	N;MASC+FEM;SG	V;NFIN
producent	produzent	producent	produzent	N;MASC+FEM;SG	ADJ
producent	produzenten	producent	produzent	N;MASC+FEM;SG	V;IND;PL;3;PST;FIN
producent	hersteller	producent	hersteller	N;MASC+FEM;SG	ADJ
producent	erzeuger	producent	erzeuger	N;MASC+FEM;SG	ADJ
producent	hersteller	producent	hersteller	N;MASC+FEM;SG	ADJ
manchester	manchester	manchester	manchester	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
minimaal	mindestens	minimaal	mindestens	ADJ	ADV
minimaal	minimum	minimaal	minimum	ADJ	
minimaal	mindest	minimaal	mindest	ADJ	
minimaal	minimum	minimaal	minimum	ADJ	
haute	haute	haute	hauten	N;MASC+FEM;SG	
kelly	kelly	kelly	kelly	N;MASC+FEM;SG	PROPN;NOM;SG
merken	marke	merk	marken	N;PL	N;NOM;FEM;SG
merken	marken	merk	marken	N;PL	V;NFIN
merken	handelsmarken	merk	handelsmarken	N;PL	V;NFIN
merken	warenzeichen	merk	warenzeichen	N;PL	V;V.PTCP
merken	markenzeichen	merk	markenzeichen	N;PL	V;NFIN
merken	marken	merk	marken	N;PL	V;NFIN
auteurs	schriftsteller	auteur	schriftsteller	N;PL	ADJ
auteurs	verfasser	auteur	verfasser	N;PL	
auteurs	urheber	auteur	urheber	N;PL	
auteurs	autoren	auteur	autor	N;PL	
melding	anmeldung	melding	anmeldung	N;MASC+FEM;SG	ADJ
melding	benachrichtigungen	melding	benachrichtigung	N;MASC+FEM;SG	V
melding	meldung	melding	meldung	N;MASC+FEM;SG	ADJ
melding	benachrichtigung	melding	benachrichtigung	N;MASC+FEM;SG	ADJ
müller	müller	mul	müll	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
müller	müller	mul	müll	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
müller	mueller	mul	mueller	N;MASC+FEM;SG	PROPN;SG
müller	müller	mul	müll	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
müller	muller	mul	mull	N;MASC+FEM;SG	PROPN;NOM;SG
shorts	unterhose	shorts	unterhose	N;PL	N;NOM;FEM;SG
shorts	shorts	shorts	shorts	N;PL	PROPN
special	besonderes	special	besonder	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
special	spezielle	special	speziell	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
special	spezielles	special	speziell	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
special	spezial	special	spezial	N;MASC+FEM;SG	
special	besondere	special	besonder	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
lambert	lambert	lamberen	lambern	N;MASC+FEM;SG	PROPN
master	master	master	master	N;MASC+FEM;SG	ADJ
klaas	klaas	klaas	klaas	N;MASC+FEM;SG	PROPN;NOM;SG
