com	com	com	com	ADP	
sir	crs	sir	crs	N;MASC;SG	
trouxe	הביאו	trazer	הביא	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
documento	המסמך	documento	המסמך	N;MASC;SG	PROPN
comitê	הוועדה	comitê	הוועד	N;MASC;SG	PROPN
comitê	הוועד	comitê	הוועד	N;MASC;SG	
bacia	אגן	bacia	אגן	N;FEM;SG	
seriado	סדרתי	seriado	סדרתי	N;MASC;SG	ADJ;MASC;SG
seriado	סידורי	seriado	סידורי	N;MASC;SG	N;MASC;PL
produziu	מיוצר	produzir	יוצר	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;PASS
paraguai	פרגוואי	paraguai	פרגוואי	N;MASC;SG	PROPN
margens	שולי	margem	שול	N;FEM;PL	
ausência	היעדר	ausência	היעדר	N;FEM;SG	
destruição	חורבן	destruição	חורבן	N;FEM;SG	PROPN
douglas	דאגלס	dougla	דאגלס	N;FEM;PL	PROPN
permitindo	מאפשר	permitir	None	V;V.MSDR	V;SG;V.PTCP
permitindo	מאפשרת	permitir	None	V;V.MSDR	V;FEM;SG;V.PTCP
permitindo	המאפשרת	permitir	המאפשר	V;V.MSDR	PROPN
permitindo	המאפשרת	permitir	המאפשר	V;V.MSDR	PROPN
ativo	פעיל	ativo	פעיל	ADJ;MASC;SG	N;MASC;SG
ativo	פעילים	ativo	פעיל	ADJ;MASC;SG	N;MASC;PL
ativo	נכס	ativo	נכס	ADJ;MASC;SG	N;MASC;SG
casada	נישא	casado	נישא	N;FEM;SG	V;MASC;SG;3;PST;MID
casada	נשוי	casado	נשוי	N;FEM;SG	
casada	התחתן	casado	התחתן	N;FEM;SG	V;MASC;SG;3;PST
casada	נשואים	casado	נשא	N;FEM;SG	N;MASC;PL
casada	נשואה	casado	נשוי	N;FEM;SG	ADJ;FEM;SG
abreu	אבראו	abreu	אבראו	N;MASC;SG	PROPN
descrito	תאר	descrever	תאר	V;MASC;SG;V.PTCP	
próximos	הקרובה	próximo	הקרובה	ADJ;MASC;PL	PROPN
próximos	הקרוב	próximo	הקרוב	ADJ;MASC;PL	PROPN
cria	יוצר	criar	יצר	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
cria	יוצרת	criar	יצר	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
cria	צרי	criar	צרי	V;IND;SG;3;PRS;FIN	
cria	צור	criar	צור	V;IND;SG;3;PRS;FIN	PROPN
salto	קפוץ	salto	קפוץ	N;MASC;SG	
salto	קפצו	salto	קפץ	N;MASC;SG	V;PL;3;PST
salto	לקפוץ	salto	קפץ	N;MASC;SG	V;NFIN;ACT
tela	מסך	tela	מסך	N;FEM;SG	PROPN
raça	הגזע	raça	הגזע	N;FEM;SG	PROPN
bilhões	ביליון	bilhão	ביליון	N;MASC;PL	N;MASC;SG
bilhões	מיליארד	bilhão	מיליארד	N;MASC;PL	NUM;MASC;SG
bilhões	מיליארדים	bilhão	מיליארדים	N;MASC;PL	NUM;MASC;PL
habilidades	מיומנות	habilidade	מיומנות	N;FEM;PL	N;FEM;SG
habilidades	יכולות	habilidade	יכול	N;FEM;PL	ADJ;FEM;PL
contar	סופרת	contar	סופר	V;NFIN	N;FEM;SG
contar	ספירה	contar	ספירה	V;NFIN	N;FEM;SG
carne	בשר	carne	בשר	N;FEM;SG	
carne	בקר	carne	בקר	N;FEM;SG	
carne	בשר	carne	בשר	N;FEM;SG	
propostas	משגיחים	proposta	השגיח	N;FEM;PL	V;MASC;PL;V.PTCP;ACT
direta	ישיר	direto	ישיר	ADJ;FEM;SG	
direta	ישירות	direto	ישירות	ADJ;FEM;SG	
direta	ישירה	direto	ישיר	ADJ;FEM;SG	ADV
marcada	מתויגים	marcar	מתויג	V;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
marcada	מסומנים	marcar	מסומן	V;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
marcada	סומן	marcar	סומן	V;FEM;SG;V.PTCP	PROPN
tag	תג	tag	תג	N;FEM;SG	
tag	תייגו	tag	תייגו	N;FEM;SG	PROPN
tag	תייג	tag	תייג	N;FEM;SG	V;MASC;SG;3;FUT;ACT
perdido	אבדה	perder	אבדה	V;MASC;SG;V.PTCP	N;FEM;SG
perdido	אבודה	perder	אבודה	V;MASC;SG;V.PTCP	N;FEM;SG
perdido	אבודים	perder	אבוד	V;MASC;SG;V.PTCP	N;MASC;PL
perdido	אבוד	perder	אבוד	V;MASC;SG;V.PTCP	
participaram	השתתפה	participar	השתתף	V;IND;PL;3;FIN	V;FEM;SG;3;PST
participaram	השתתפתי	participar	השתתף	V;IND;PL;3;FIN	V;SG;1;PST
participaram	השתתף	participar	השתתף	V;IND;PL;3;FIN	V;MASC;SG;3;PST
servir	מרצה	servir	הרצה	V;NFIN	N;MASC;SG
servir	הגשה	servir	הגשה	V;NFIN	N;FEM;SG
servir	הגשה	servir	הגשה	V;NFIN	N;FEM;SG
servir	משרת	servir	משרה	V;NFIN	N;FEM;SG
lutar	לחימה	lutar	לחימה	V;NFIN	N;FEM;SG
potência	כח	potência	כוח	N;FEM;SG	
potência	power	potência	power	N;FEM;SG	
imigrantes	מהגר	imigrante	מהגר	N;MASC;PL	
espada	חרב	espada	חרב	N;FEM;SG	
funciona	פועל	funcionar	פועל	V;IND;SG;3;PRS;FIN	N;MASC;SG
funciona	יצירות	funcionar	יצירה	V;IND;SG;3;PRS;FIN	N;FEM;PL
funciona	עובדת	funcionar	עובדה	V;IND;SG;3;PRS;FIN	N;FEM;SG
funciona	עובד	funcionar	עובד	V;IND;SG;3;PRS;FIN	PROPN
opera	אופרה	operar	אופרה	V;IND;SG;3;PRS;FIN	N;FEM;SG
opera	אופרת	operar	אפר	V;IND;SG;3;PRS;FIN	N;FEM;SG
opera	האופרה	operar	האופרה	V;IND;SG;3;PRS;FIN	PROPN
vertical	אנכי	vertical	אנך	N;MASC;SG	
vertical	אנכית	vertical	אנכי	N;MASC;SG	ADV
levado	תפוסה	levar	תפוסה	V;MASC;SG;V.PTCP	N;FEM;SG
levado	צולם	levar	צולם	V;MASC;SG;V.PTCP	PROPN
levado	נלקחו	levar	נלקח	V;MASC;SG;V.PTCP	V;PL;3;PST;MID
sonho	החלום	sonho	החלום	N;MASC;SG	PROPN
sonho	לחלום	sonho	חלם	N;MASC;SG	V;NFIN;ACT
assinatura	מנוי	assinatura	מנוי	N;FEM;SG	PROPN
assinatura	החתימה	assinatura	החתים	N;FEM;SG	V;FEM;SG;3;PST;ACT
organizado	מאורגן	organizar	מאורגן	V;MASC;SG;V.PTCP	ADJ;MASC;SG
organizado	מאורגן	organizar	מאורגן	V;MASC;SG;V.PTCP	ADJ;MASC;SG
organizado	מסודרת	organizar	מסודר	V;MASC;SG;V.PTCP	ADJ;FEM;SG
organizado	מאורגנים	organizar	אורגן	V;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
metrô	התחתית	metrô	התחתית	N;MASC;SG	V;MASC;SG;3;PST
metrô	מטרו	metrô	מטרה	N;MASC;SG	PROPN
partidos	מסיבות	partido	מסיבה	N;MASC;PL	
alternativa	אלטרנטיבית	alternativa	אלטרנטיבי	N;FEM;SG	ADV
alternativa	אלטרנטיבי	alternativa	אלטרנטיבי	N;FEM;SG	PROPN
alternativa	האלטרנטיבי	alternativa	האלטרנטיבי	N;FEM;SG	PROPN
xavier	אקסבייר	xavier	אקסבייר	N;MASC;SG	PROPN
exibição	מוצג	exibição	הוצג	N;FEM;SG	V;MASC;SG;V.PTCP;PASS
exibição	התערוכה	exibição	התערוכה	N;FEM;SG	V;FEM;SG;3;PST
exibição	הצג	exibição	הצג	N;FEM;SG	
two	שני	two	שני	N;MASC;SG	NUM;MASC;PL
two	שניים	two	שניים	N;MASC;SG	NUM;MASC;PL
two	שתיים	two	שתיים	N;MASC;SG	NUM;FEM;SG
men	גברים	men	גבר	N;MASC;SG	N;MASC;PL
treinamento	אימונים	treinamento	אימון	N;MASC;SG	N;MASC;PL
wwe	wwe	wwe	wwe	N;MASC;SG	PROPN
lateral	לרוחב	lateral	לרוחב	N;MASC;SG	
lateral	סייד	lateral	סייד	N;MASC;SG	PROPN
lateral	לצד	lateral	לצד	N;MASC;SG	ADP
lateral	הצד	lateral	הצד	N;MASC;SG	
mitologia	מיתולוגיה	mitologia	מיתולוגיה	N;FEM;SG	PROPN
renato	רנה	renato	רנה	N;MASC;SG	PROPN
renato	רנאטו	renato	רנאטו	N;MASC;SG	PROPN
publicados	פורסם	publicar	פורסם	V;MASC;PL;V.PTCP	V;MASC;SG;3;PST;PASS
publicados	פרסם	publicar	פרסם	V;MASC;PL;V.PTCP	V;MASC;SG;3;PST;ACT
necessária	דרושים	necessário	דרוש	ADJ;FEM;SG	ADJ;MASC;PL
necessária	דרושה	necessário	דרש	ADJ;FEM;SG	V;FEM;SG;V.PTCP;ACT
necessária	נדרשת	necessário	נדרש	ADJ;FEM;SG	V;FEM;SG;V.PTCP;MID
necessária	דרושים	necessário	דרוש	ADJ;FEM;SG	ADJ;MASC;PL
necessária	חובה	necessário	חובה	ADJ;FEM;SG	N;FEM;SG
necessária	נדרש	necessário	נדרש	ADJ;FEM;SG	V;MASC;SG;MID
necessária	דרוש	necessário	דרש	ADJ;FEM;SG	PROPN
necessária	צורך	necessário	צורך	ADJ;FEM;SG	N;MASC;SG
kevin	קווין	kevin	קווין	N;MASC;SG	PROPN
deveriam	אמור	dever	אמור	V;COND;PL;3;FIN	ADJ;MASC;SG
deveriam	צריך	dever	צריך	V;COND;PL;3;FIN	V;MASC;SG
deveriam	אמורה	dever	אמור	V;COND;PL;3;FIN	ADJ;FEM;SG
extremo	קיצוניות	extremo	קיצוני	N;MASC;SG	ADJ;FEM;PL
extremo	אקסטרים	extremo	אקסטרי	N;MASC;SG	N;MASC;PL
extremo	קיצונית	extremo	קיצוני	N;MASC;SG	ADV
individuais	רווקים	individual	רווק	ADJ;MASC;PL	N;MASC;PL
individuais	הפרט	individual	הפרט	ADJ;MASC;PL	PROPN
elite	עילית	elite	עילה	N;FEM;SG	PROPN
elite	עלית	elite	עלית	N;FEM;SG	PROPN
emprego	עבודות	emprego	עבודה	N;MASC;SG	N;FEM;PL
emprego	משרות	emprego	משרה	N;MASC;SG	N;FEM;PL
emprego	איוב	emprego	איוב	N;MASC;SG	
científico	מדעי	científico	מדע	ADJ;MASC;SG	PROPN
maia	מאיה	maia	מאיה	N;MASC;SG	PROPN
maia	מאיה	maia	מאיה	N;MASC;SG	PROPN
vendido	מכר	vender	מכר	V;MASC;SG;V.PTCP	N;MASC;SG
vendido	נמכרו	vender	נמכר	V;MASC;SG;V.PTCP	V;PL;3;PST;MID
open	לפתוח	open	פתח	N;MASC;SG	V;NFIN;ACT
open	פתח	open	פתח	N;MASC;SG	PROPN
open	פתוחים	open	פתוח	N;MASC;SG	ADJ;MASC;PL
open	פתחי	open	פתח	N;MASC;SG	N;PSSD;MASC;PL
open	פתוחה	open	פתוח	N;MASC;SG	ADJ;FEM;SG
open	פתוח	open	פתוח	N;MASC;SG	ADJ;MASC;SG
aviões	מטוס	avião	מטוס	N;MASC;PL	N;MASC;SG
zelândia	זילנד	zelândia	זילנד	N;FEM;SG	PROPN
bruce	ברוס	bruce	ברוס	N;MASC;SG	PROPN
gonçalo	גונזלו	gonçalo	גונזלו	N;MASC;SG	PROPN
consequência	השלכות	consequência	השלכה	N;FEM;SG	N;FEM;PL
inicia	מתחיל	iniciar	התחיל	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
centenas	מאות	centena	מאות	N;FEM;PL	NUM;FEM;PL
permitir	אפשר	permitir	אפשר	V;NFIN	V
humanidade	אנושות	humanidade	אנושה	N;FEM;SG	
song	השיר	song	השיר	N;MASC;SG	ADV
aeronaves	מטוס	aeronave	מטוס	N;FEM;PL	N;MASC;SG
gosto	לטעום	gosto	טעם	N;MASC;SG	V;NFIN;ACT
superiores	ממונה	alto	מונה	ADJ;MASC;PL	V;MASC;SG;V.PTCP;PASS
superiores	עליונות	alto	עליונות	ADJ;MASC;PL	N;FEM;SG
superiores	נעלה	alto	נעלה	ADJ;MASC;PL	
superiores	הממונים	alto	המון	ADJ;MASC;PL	N;MASC;PL
orçamento	התקציב	orçamento	התקציב	N;MASC;SG	PROPN
específico	ספציפית	específico	ספציפית	ADJ;MASC;SG	ADV
específico	ספציפיות	específico	ספציפי	ADJ;MASC;SG	ADJ;FEM;PL
específico	ספציפיים	específico	ספציפיים	ADJ;MASC;SG	ADJ;MASC;PL
concentração	מיזוג	concentração	מיזוג	N;FEM;SG	
campus	קמפוס	campus	קמפוס	N;MASC;SG	PROPN
campus	הקמפוס	campus	הקמפוס	N;MASC;SG	PROPN
pinheiro	פיניירו	pinheiro	פיניירו	N;MASC;SG	PROPN
pinheiro	פיין	pinheiro	פיין	N;MASC;SG	PROPN
pinheiro	אורן	pinheiro	אורן	N;MASC;SG	PROPN
caiu	נפלה	cair	נפל	V;IND;SG;3;PST;FIN	N;FEM;SG
caiu	נפלו	cair	נפל	V;IND;SG;3;PST;FIN	V;PL;3;PST
caiu	פל	cair	פל	V;IND;SG;3;PST;FIN	
caiu	צנח	cair	צנח	V;IND;SG;3;PST;FIN	PROPN
mente	אכפת	mente	אכפת	N;FEM;SG	
botafogo	בוטפוגו	botafogo	בוטפוגו	N;MASC;SG	PROPN
viva	ויוה	vivo	ויוה	N;FEM;SG	
viva	הידד	vivo	הידד	N;FEM;SG	
viva	לחיות	vivo	None	N;FEM;SG	V;NFIN
viva	live	vivo	live	N;FEM;SG	
viva	חי	vivo	חי	N;FEM;SG	
viva	בחיים	vivo	בחיים	N;FEM;SG	
viva	חי	vivo	חי	N;FEM;SG	
associado	שותפה	associar	שותף	V;MASC;SG;V.PTCP	N;FEM;SG
associado	עמית	associar	עמית	V;MASC;SG;V.PTCP	PROPN
associado	שותף	associar	שותף	V;MASC;SG;V.PTCP	N;MASC;SG
boston	בוסטון	boston	בוסטון	N;MASC;SG	PROPN
externa	חיצוניים	externo	חיצוני	N;FEM;SG	ADJ;MASC;PL
externa	חיצוניות	externo	חיצוני	N;FEM;SG	ADJ;FEM;PL
externa	חיצונית	externo	חיצוני	N;FEM;SG	ADV
externa	חיצוני	externo	חיצוני	N;FEM;SG	ADJ;MASC;SG
abrir	פתח	abrir	פתח	V;NFIN	PROPN
abrir	פתוחים	abrir	פתוח	V;NFIN	ADJ;MASC;PL
abrir	פתחי	abrir	פתח	V;NFIN	N;PSSD;MASC;PL
abrir	פתוחה	abrir	פתוח	V;NFIN	ADJ;FEM;SG
abrir	פתוח	abrir	פתוח	V;NFIN	ADJ;MASC;SG
extinta	נכחדו	extinguir	נכחד	V;FEM;SG;V.PTCP	V;PL;3;PST;MID
heart	הלב	heart	הלב	N;MASC;SG	
heart	לב	heart	לב	N;MASC;SG	PROPN
missouri	מיזורי	missouri	מיזורי	N;MASC;SG	PROPN
altas	גבוה	alto	גבוה	ADJ;FEM;PL	ADJ;MASC;SG
altas	גבוהה	alto	גבוה	ADJ;FEM;PL	ADJ;FEM;SG
altas	גבוה	alto	גבוה	ADJ;FEM;PL	ADJ;MASC;SG
altas	גבוהה	alto	גבוה	ADJ;FEM;PL	ADJ;FEM;SG
famosos	מפורסם	famoso	מפורסם	N;MASC;PL	V;MASC;SG;V.PTCP;PASS
famosos	מפורסמים	famoso	מפורסם	N;MASC;PL	ADJ;MASC;PL
famosos	המפורסם	famoso	המפורסם	N;MASC;PL	PROPN
famosos	מפורסמות	famoso	מפורסם	N;MASC;PL	ADJ;FEM;PL
famosos	מפורסמת	famoso	מפורסם	N;MASC;PL	ADJ;FEM;SG
mecânica	מכני	mecânico	מכאני	N;FEM;SG	PROPN
fluxo	שטף	fluxo	שטף	N;MASC;SG	
fluxo	נחל	fluxo	נחל	N;MASC;SG	
kelly	קלי	kelly	קלי	N;FEM;SG	
termina	מסתיים	terminar	הסתיים	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
termina	מסתיימת	terminar	הסתיים	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
indivíduo	הפרט	indivíduo	הפרט	N;MASC;SG	PROPN
passos	צעדי	passo	צעד	N;MASC;PL	PROPN
sexto	שישי	sexto	שישי	ADJ;MASC;SG	PROPN
sexto	שישית	sexto	שישית	ADJ;MASC;SG	ADV
sexto	השישית	sexto	השישית	ADJ;MASC;SG	ADV
sexto	השישי	sexto	השישי	ADJ;MASC;SG	PROPN
sexto	סקסטוס	sexto	סקסטוס	ADJ;MASC;SG	PROPN
produtores	מפיקים	produtor	הפיק	N;MASC;PL	V;MASC;PL;V.PTCP;ACT
produtores	מפיק	produtor	מפיק	N;MASC;PL	N;MASC;SG
influências	השפעה	influência	השפעה	N;FEM;PL	N;FEM;SG
vizinhos	שכנות	vizinho	שכנות	N;MASC;PL	N;FEM;SG
atenas	אתונה	atena	אתונה	N;FEM;PL	PROPN
integração	המשלב	integração	המשלב	N;FEM;SG	PROPN
vargas	ורגס	varga	ורגס	N;MASC;SG	PROPN
vargas	ורגאס	varga	ורגאס	N;MASC;SG	PROPN
transportes	תחבורה	transporte	תחבורה	N;MASC;PL	N;FEM;SG
transportes	תחבורה	transporte	תחבורה	N;MASC;PL	N;FEM;SG
transportes	הובלה	transporte	הובלה	N;MASC;PL	N;FEM;SG
nocaute	נוקאאוט	nocaute	נוקאאוט	N;MASC;SG	PROPN
cresceu	גדל	crescer	גדל	V;IND;SG;3;PST;FIN	
cresceu	גדלו	crescer	גדל	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
alcançar	תפוצה	alcançar	תפוצה	V;NFIN	N;FEM;SG
confederação	הקונפדרציה	confederação	הקונפדרציה	N;FEM;SG	PROPN
confederação	הקונפדרציה	confederação	הקונפדרציה	N;FEM;SG	PROPN
décimo	עשירי	décimo	עשירי	ADJ;MASC;SG	PROPN
décimo	עשירית	décimo	עשירית	ADJ;MASC;SG	NUM;FEM;SG
décimo	tenth	décimo	tenth	ADJ;MASC;SG	
décimo	העשירי	décimo	העשיר	ADJ;MASC;SG	PROPN
monumento	האנדרטה	monumento	האנדרטה	N;MASC;SG	PROPN
down	למטה	down	למטה	N;MASC;SG	
down	דאון	down	דאון	N;MASC;SG	PROPN
discurso	השיח	discurso	השיח	N;MASC;SG	
discurso	שיח	discurso	שיח	N;MASC;SG	PROPN
colonial	הקולוניאלי	colonial	הקולוניאלי	ADJ;MASC;SG	N
telefone	הטלפון	telefone	הטלפון	N;MASC;SG	PROPN
conheceu	נפגשו	conhecer	נפגש	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
conheceu	פגשתי	conhecer	פגש	V;IND;SG;3;PST;FIN	V;SG;1;PST;ACT
bíblia	מקראית	bíblia	מקראי	N;FEM;SG	PROPN
pergunta	תשאל	pergunta	תשאל	N;FEM;SG	V;MASC;SG;2;FUT;ACT
pergunta	שאלי	pergunta	שאל	N;FEM;SG	
pergunta	תשאלי	pergunta	תשאלי	N;FEM;SG	V;SG;1;FUT;ACT
pergunta	בקש	pergunta	בקש	N;FEM;SG	PROPN
pergunta	השאלה	pergunta	השאלה	N;FEM;SG	PROPN
tese	התזה	tese	התזה	N;FEM;SG	
primo	דודן	primo	דודן	N;MASC;SG	PROPN
primo	פרימו	primo	פרימו	N;MASC;SG	PROPN
primo	דודן	primo	דודן	N;MASC;SG	PROPN
holanda	הולנד	holandar	הולנד	N;FEM;SG	PROPN
holanda	הולנד	holandar	הולנד	N;FEM;SG	PROPN
lenda	האגדה	lenda	האגדה	N;FEM;SG	PROPN
chamadas	שיחות	chamar	שיחה	V;FEM;PL;V.PTCP	N;FEM;PL
chamadas	קריאות	chamar	קריאה	V;FEM;PL;V.PTCP	N;FEM;PL
pedras	סטון	pedra	סטון	N;FEM;PL	PROPN
pedras	אבן	pedra	אבן	N;FEM;PL	
plant	צמח	plant	צמח	N;MASC;SG	PROPN
plant	שתול	plant	שתול	N;MASC;SG	PROPN
disputado	במחלוקת	disputar	במחלוקת	V;MASC;SG;V.PTCP	ADV
disputado	מחלוקת	disputar	מחלוקת	V;MASC;SG;V.PTCP	N;FEM;SG
sucessão	הירושה	sucessão	הירושה	N;FEM;SG	
download	ההורדה	download	ההורדה	N;MASC;SG	PROPN
download	הורד	download	הורד	N;MASC;SG	PROPN
apresentações	היכרות	apresentação	היכרות	N;FEM;PL	N;FEM;SG
excelente	מעולה	excelente	מעולה	ADJ;MASC;SG	
excelente	מצויין	excelente	צוין	ADJ;MASC;SG	V;MASC;SG;V.PTCP;PASS
descobrir	גלה	descobrir	גל	V;NFIN	PROPN
descobrir	גלי	descobrir	גל	V;NFIN	
deuses	אלים	deus	אלים	N;MASC;PL	
lagos	לאגוס	lago	אגץ	N;MASC;PL	PROPN
grão	גרגיר	grão	גרגיר	N;MASC;SG	PROPN
grão	תבואה	grão	תבואה	N;MASC;SG	PROPN
grão	דגן	grão	דגן	N;MASC;SG	PROPN
valign	valign	valign	valign	N;MASC;SG	
inúmeras	אינספור	inúmero	אינספור	ADJ;FEM;PL	
inúmeras	אינספור	inúmero	אינספור	ADJ;FEM;PL	
nick	ניק	nick	ניק	N;MASC;SG	
definido	מוגדרים	definir	הוגדר	V;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
definido	סט	definir	סט	V;MASC;SG;V.PTCP	
definido	הסט	definir	הסט	V;MASC;SG;V.PTCP	
definido	קבע	definir	קבע	V;MASC;SG;V.PTCP	N;MASC;SG
definido	הגדר	definir	הגדר	V;MASC;SG;V.PTCP	
confiança	לבטוח	confiança	בטח	N;FEM;SG	V;NFIN;ACT
habilidade	היכולת	habilidade	היכולת	N;FEM;SG	PROPN
árabes	ערבי	árabe	ערבי	N;MASC;PL	N;MASC;SG
árabes	ערבית	árabe	ערבי	N;MASC;PL	PROPN
tomé	תומאס	tomé	תומאס	N;MASC;SG	PROPN
bot	בוט	bot	בוט	N;MASC;SG	PROPN
sai	סאי	sair	סאי	V;IND;SG;3;PRS;FIN	PROPN
tratar	פינוק	tratar	פינוק	V;NFIN	N;MASC;SG
his	שלו	his	של	N;MASC;SG	
blog	בלוג	blog	בלוג	N;MASC;SG	
açúcar	שוגר	açúcar	שוגר	N;MASC;SG	PROPN
angra	אנגרה	angra	אנגרה	N;MASC;SG	PROPN
enviou	נשלחו	enviar	נשלח	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
jerusalém	ירושלים	jerusalém	ירושלים	N;MASC;SG	PROPN
moda	אופנה	moda	אופנה	N;FEM;SG	PROPN
moda	fashion	moda	fashion	N;FEM;SG	
moda	פאשן	moda	פאשן	N;FEM;SG	
moda	האופנה	moda	האופנה	N;FEM;SG	PROPN
lançar	השקה	lançar	השקה	V;NFIN	PROPN
lançar	שיגור	lançar	שיגור	V;NFIN	N;MASC;SG
samuel	סמואל	samuel	סמואל	N;MASC;SG	PROPN
samuel	שמואל	samuel	שמואל	N;MASC;SG	PROPN
determinada	שנקבע	determinar	שנקבע	V;FEM;SG;V.PTCP	
determinada	נחוש	determinar	נחוש	V;FEM;SG;V.PTCP	ADJ;MASC;SG
eixo	ציר	eixo	ציר	N;MASC;SG	
inteligência	מודיעין	inteligência	מודיעין	N;FEM;SG	PROPN
carregado	הועלו	carregar	הועלה	V;MASC;SG;V.PTCP	V;PL;3;PST;PASS
notícia	חדשות	notícia	חדשות	N;FEM;SG	N;FEM;PL
notícia	בשורות	notícia	בשורה	N;FEM;SG	
ford	פורד	ford	פורד	N;FEM;SG	PROPN
claramente	בברור	claramente	בברור	ADV	
olho	העין	olho	העין	N;MASC;SG	V;MASC;SG;3;PST;ACT
california	קליפורניה	california	קליפורניה	N;FEM;SG	PROPN
blues	בלוז	blues	בלוז	N;MASC;SG	PROPN
dificuldade	קשיים	dificuldade	קושי	N;FEM;SG	N;MASC;PL
dificuldade	הקושי	dificuldade	הקושי	N;FEM;SG	ADJ;MASC;SG
costas	קוסטס	costa	קוסטס	N;FEM;PL	PROPN
costas	אחורה	costa	אחורה	N;FEM;PL	ADV
costas	בחזרה	costa	בחזרה	N;FEM;PL	
costas	חזרה	costa	None	N;FEM;PL	ADV
costas	לאחור	costa	לאחור	N;FEM;PL	ADV
opiniões	דעה	opinião	דעה	N;FEM;PL	N;FEM;SG
opiniões	משוב	opinião	משוב	N;FEM;PL	N;MASC;SG
instalações	התקנות	instalação	התקנה	N;FEM;PL	N;FEM;SG
instalações	התקנות	instalação	התקנה	N;FEM;PL	N;FEM;SG
ligado	מקושר	ligar	מקושר	V;MASC;SG;V.PTCP	PROPN
ligado	מחוברים	ligar	מחובר	V;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
ligado	מחוברת	ligar	מחובר	V;MASC;SG;V.PTCP	PROPN
ligado	מקושר	ligar	מקושר	V;MASC;SG;V.PTCP	PROPN
alfredo	אלפרדו	alfredo	אלפרדו	N;MASC;SG	PROPN
alfredo	אלפרד	alfredo	אלפרד	N;MASC;SG	PROPN
parcial	חלקית	parcial	חלקית	ADJ;MASC;SG	ADV
parcial	חלקי	parcial	חלק	ADJ;MASC;SG	N;MASC;PL
graça	גרייס	graça	גרייס	N;FEM;SG	PROPN
graça	חסד	graça	חסד	N;FEM;SG	
inteiro	שלמה	inteiro	שלמה	ADJ;MASC;SG	PROPN
descreve	מתאר	descrever	תיאר	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
descreve	תאר	descrever	תאר	V;IND;SG;3;PRS;FIN	
descreve	תארי	descrever	תואר	V;IND;SG;3;PRS;FIN	PROPN
protegida	מוגן	protegido	מוגן	V;FEM;SG;V.PTCP	ADJ;MASC;SG
protegida	מוגנים	protegido	הוגן	V;FEM;SG;V.PTCP	ADJ;MASC;PL
protegida	מוגנת	protegido	הוגן	V;FEM;SG;V.PTCP	ADJ;FEM;SG
protegida	המוגן	protegido	המוגן	V;FEM;SG;V.PTCP	ADJ;MASC;SG
stephen	סטיבן	stephen	סטיבן	N;MASC;SG	PROPN
marcas	מארקס	marca	מארקס	N;FEM;PL	PROPN
marcas	מרקס	marca	מרקס	N;FEM;PL	PROPN
cuba	קובה	cubar	קובה	N;FEM;SG	PROPN
círculo	המעגל	círculo	המעגל	N;MASC;SG	PROPN
restantes	נותר	restante	נותר	N;MASC;PL	V;MASC;SG;V.PTCP;MID
restantes	נותרה	restante	נותר	N;MASC;PL	V;FEM;SG;3;PST;MID
restantes	נותרו	restante	נותר	N;MASC;PL	V;PL;3;PST;MID
restantes	שנותרו	restante	שנותר	N;MASC;PL	
consciência	מצפון	consciência	מצפון	N;FEM;SG	
consciência	מודעות	consciência	מודעה	N;FEM;SG	N;FEM;PL
participa	השתתף	participar	השתתף	V;IND;SG;3;PRS;FIN	V;MASC;SG;3;PST
participa	משתתפת	participar	השתתף	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
preço	המחיר	preço	המחיר	N;MASC;SG	V;MASC;SG;3;PST;ACT
preço	פרייס	preço	פרייס	N;MASC;SG	PROPN
viii	השמיני	viier	השמין	ADJ;MASC;SG	PROPN
dedicado	מסורה	dedicar	מסורה	V;MASC;SG;V.PTCP	N;FEM;SG
dedicado	מסור	dedicar	מסור	V;MASC;SG;V.PTCP	
dedicado	מסורה	dedicar	מסורה	V;MASC;SG;V.PTCP	N;FEM;SG
dedicado	ייעודי	dedicar	ייעודי	V;MASC;SG;V.PTCP	ADJ;MASC;SG
shopping	הקניון	shopping	הקניון	N;MASC;SG	PROPN
shopping	קניון	shopping	קניון	N;MASC;SG	PROPN
andrew	אנדרו	andrew	אנדרו	N;MASC;SG	PROPN
empate	תקשור	empate	תקשור	N;MASC;SG	
