tennessee	tennessee	tennessee	tennesse	PROPN	PROPN;NOM;MASC;SG
valoroase	dragocen	valoros	dragocen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
valoroase	dragocena	valoros	dragocen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
reclama	komercialni	reclama	komercialen	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
reclama	komercialna	reclama	komercialen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
reclama	komercialne	reclama	komercialen	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
reclama	reklama	reclama	reklama	N;DEF;FEM;SG	N;NOM;FEM;SG
reclama	komercialno	reclama	komercialen	N;DEF;FEM;SG	ADV
reclama	oglaševanje	reclama	oglaševanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
tong	tong	tong	tong	PROPN	
comunicatii	komunikacije	comunicat	komunikacija		N;NOM;FEM;PL
comunicatii	komuniciranje	comunicat	komuniciranje		N;NOM;NEUT;SG
manga	manga	manga	manga		N;NOM;FEM;SG
indo	inda	indo	inda		N;NOM;MASC;SG
montreal	montrealu	montreal	montreal	PROPN	N;DAT;MASC;SG
montreal	montreal	montreal	montreal	PROPN	N;NOM;MASC;SG
scade	zmanjšanje	scădea	zmanjšanje	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
scade	znižanje	scădea	znižanje	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
ton	tuna	ton	tuna	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
ton	tona	ton	tona	N;INDF;MASC;SG	N;NOM;MASC;DU
cheia	ključ	cheie	ključ	N;DEF;FEM;SG	N;NOM;MASC;SG
cheia	ključno	cheie	ključen	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
britannica	britannica	britannic	britannica	N;DEF;FEM;SG	N;NOM;FEM;SG
romanov	romanova	romanov	romanova	PROPN	ADJ;NOM;FEM;SG
mecanice	mehanska	mecanic	mehanski	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
mecanice	mehansko	mecanic	mehanski	ADJ;INDF;FEM;PL	ADV
ascunde	skrij	ascunde	skrij	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
mobil	mobilna	mobil	mobilen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
mobil	mobilni	mobil	mobilen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
mobil	mobilnih	mobil	mobilen	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
mobil	mobilno	mobil	mobilen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
sean	sean	sean	sean	PROPN	N;NOM;MASC;SG
schi	smučarski	schi	smučarski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
schi	smučarskih	schi	smučarski	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
fondarea	ustanovne	fondare	ustanoven	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
fondarea	ustanovni	fondare	ustanoven	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
talentul	talenti	talent	talent	N;DEF;MASC;SG	N;NOM;MASC;PL
talentul	nadarjenost	talent	nadarjenost	N;DEF;MASC;SG	N;NOM;FEM;SG
talentul	talent	talent	talent	N;DEF;MASC;SG	N;NOM;MASC;SG
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	N;DAT;MASC;DU
terestra	kopenski	terestră	kopenski	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
terestra	kopenske	terestră	kopenski	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
terestra	kopenskih	terestră	kopenski	N;DEF;FEM;SG	ADJ;GEN;MASC;PL
permisiunea	dovoljenje	permisiune	dovoljenje	N;DEF;FEM;SG	N;NOM;NEUT;SG
bernhard	bernhard	bernhard	bernhard	PROPN	ADJ;NOM;INDF;MASC;SG
nepoata	vnukinja	nepoată	vnukinja	N;DEF;FEM;SG	N;NOM;FEM;SG
nepoata	nečakinjo	nepoată	nečakinja	N;DEF;FEM;SG	N;ACC;FEM;SG
nepoata	nečakinja	nepoată	nečakinja	N;DEF;FEM;SG	N;NOM;FEM;SG
nepoata	vnukinja	nepoată	vnukinja	N;DEF;FEM;SG	N;NOM;FEM;SG
nepoata	nečakinjo	nepoată	nečakinja	N;DEF;FEM;SG	N;ACC;FEM;SG
nepoata	nečakinja	nepoată	nečakinja	N;DEF;FEM;SG	N;NOM;FEM;SG
batut	premagal	bate	premagati	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
batut	premagal	bate	premagati	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
pragul	praga	prag	praga	N;DEF;MASC;SG	N;NOM;MASC;SG
pragul	prag	prag	prag	N;DEF;MASC;SG	N;NOM;MASC;SG
oua	jajci	ou	jajce	N;DEF;FEM;PL	N;NOM;NEUT;PL
oua	jajc	ou	jajce	N;DEF;FEM;PL	N;GEN;NEUT;PL
oua	jajčeca	ou	jajčece	N;DEF;FEM;PL	N;NOM;NEUT;PL
oua	jajca	ou	jajce	N;DEF;FEM;PL	N;NOM;NEUT;PL
oua	jajci	ou	jajce	N;DEF;FEM;PL	N;NOM;NEUT;PL
oua	jajc	ou	jajce	N;DEF;FEM;PL	N;GEN;NEUT;PL
oua	jajčeca	ou	jajčece	N;DEF;FEM;PL	N;NOM;NEUT;PL
oua	jajca	ou	jajce	N;DEF;FEM;PL	N;NOM;NEUT;PL
alpha	alpha	alpha	alpha		N;NOM;MASC;SG
alpha	alfa	alpha	alfa		N;NOM;MASC;SG
atlético	atlético	atlético	atlatica	PROPN	N;ACC;FEM;SG
sprijina	podpira	sprijină	podpirati	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN
tiparita	tiskani	tiparită	tiskan	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
tiparita	tiskane	tiparită	tiskan	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
tiparita	natisnjeno	tiparită	natisnjen	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
tiparita	tiskano	tiparită	tiskan	ADJ;DEF;FEM;SG	N;NOM;NEUT;SG
imnul	himna	imn	himen	N;DEF;MASC;SG	N;NOM;FEM;SG
imnul	himno	imn	himna	N;DEF;MASC;SG	N;ACC;FEM;SG
chirurgie	operacijo	chirurgie	operacija	N;INDF;FEM;SG	N;ACC;FEM;SG
chirurgie	kirurgija	chirurgie	kirurgija	N;INDF;FEM;SG	N;NOM;FEM;SG
chirurgie	operacija	chirurgie	operacija	N;INDF;FEM;SG	N;NOM;FEM;SG
icoana	ikona	icoană	ikona	N;DEF;FEM;SG	N;NOM;FEM;SG
xinglong	xinglong	xinglong	xinglong		N;NOM;MASC;SG
amy	amy	amy	amy	PROPN	PROPN;NOM;FEM;SG
klaus	klaus	klaus	klaus	PROPN	N;NOM;MASC;SG
adriana	adriana	adriană	adrian	N;DEF;FEM;SG	N;NOM;MASC;SG
pasi	stopnice	pas	stopnica		N;NOM;FEM;PL
pasi	koraki	pas	korak		N;NOM;MASC;PL
pasi	stopinje	pas	stopinja		N;NOM;FEM;PL
pasi	koraki	pas	korak		N;NOM;MASC;PL
pasi	stopnice	pas	stopnica		N;NOM;FEM;PL
pasi	koraki	pas	korak		N;NOM;MASC;PL
spatial	prostorskih	spatial	prostorski	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
spatial	prostorsko	spatial	prostorski	N;INDF;MASC;SG	ADV
spatial	prostorski	spatial	prostorski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
legislatia	zakonodaja	legislatie	zakonodaja	N;DEF;FEM;SG	N;NOM;FEM;SG
legislatia	zakonodajo	legislatie	zakonodaja	N;DEF;FEM;SG	N;ACC;FEM;SG
butler	butler	butler	butler	PROPN	N;NOM;MASC;SG
butler	služabnik	butler	služabnik	PROPN	N;NOM;MASC;SG
inutil	brezveze	inutil	brezvez	ADV	
inutil	nesmiselno	inutil	nesmiseln	ADV	ADJ;NOM;NEUT;SG
inutil	neuporabno	inutil	neuporaben	ADV	ADJ;NOM;NEUT;SG
inutil	neuporabni	inutil	neuporaben	ADV	ADJ;NOM;MASC;PL
inutil	neuporaben	inutil	neuporaben	ADV	ADJ;NOM;INDF;MASC;SG
rolling	rolling	rolling	rolling	PROPN	N;NOM;MASC;SG
rolling	valjanje	rolling	valjanje	PROPN	N;NOM;NEUT;SG
explicatie	pojasnilo	explicatie	pojasniti	N;INDF;FEM;SG	N;NOM;NEUT;SG
explicatie	obrazložitev	explicatie	obrazložitev	N;INDF;FEM;SG	N;NOM;FEM;SG
explicatie	razlaga	explicatie	razlagati	N;INDF;FEM;SG	N;NOM;FEM;SG
explicatie	pojasnilo	explicatie	pojasniti	N;INDF;FEM;SG	N;NOM;NEUT;SG
explicatie	obrazložitev	explicatie	obrazložitev	N;INDF;FEM;SG	N;NOM;FEM;SG
explicatie	razlaga	explicatie	razlagati	N;INDF;FEM;SG	N;NOM;FEM;SG
hudson	hudson	hudson	hudson	PROPN	PROPN;NOM;MASC;SG
edmund	edmund	edmunde	edmund	PROPN	N;NOM;MASC;SG
intelectuali	intelektualna	intelectual	intelektualen	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
intelectuali	intelektualne	intelectual	intelektualen	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
intelectuali	intelektualno	intelectual	intelektualno	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
protejat	zaščiteni	protejat	zaščiten	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
ronald	ronald	ronald	ronald	PROPN	N;NOM;MASC;SG
alin	alin	alin	alin	PROPN	
colective	kolektivna	colectiv	kolektiven	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
colective	kolektivno	colectiv	kolektiven	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
colective	kolektiv	colectiv	kolektiv	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
popularitate	priljubljenost	popularitate	priljubljenost	N;INDF;FEM;SG	N;NOM;FEM;SG
gandit	misel	gandi	misel	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
homo	gay	homo	gay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
droguri	droga	drog	drog	N;INDF;FEM;PL	N;NOM;FEM;SG
droguri	zdravilo	drog	zdravilo	N;INDF;FEM;PL	N;NOM;NEUT;SG
droguri	droga	drog	drog	N;INDF;FEM;PL	N;NOM;FEM;SG
willem	willem	willem	will	PROPN	N;NOM;MASC;SG
executie	usmrtitev	executie	usmrtitev	N;INDF;FEM;SG	N;NOM;FEM;SG
executie	izvršitev	executie	izvršitev	N;INDF;FEM;SG	N;NOM;FEM;SG
executie	izvedba	executie	izvedba	N;INDF;FEM;SG	N;NOM;FEM;SG
executie	izvrševanje	executie	izvrševanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
executie	usmrtitev	executie	usmrtitev	N;INDF;FEM;SG	N;NOM;FEM;SG
executie	izvršitev	executie	izvršitev	N;INDF;FEM;SG	N;NOM;FEM;SG
executie	izvedba	executie	izvedba	N;INDF;FEM;SG	N;NOM;FEM;SG
executie	izvrševanje	executie	izvrševanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
jucand	igrajo	juca	igrati	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
intervenit	posredoval	interveni	posredovati	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
intervenit	posredovala	interveni	posredovati	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
generat	ustvarjene	genera	ustvarjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
succese	uspeh	succes	uspeh	N;INDF;FEM;PL	N;NOM;MASC;SG
succese	uspešnost	succes	uspešnost	N;INDF;FEM;PL	N;NOM;FEM;SG
bratislava	bratislavi	bratislavă	bratislava	N;DEF;FEM;SG	N;NOM;FEM;SG
nuvela	roman	nuvelă	roman	N;DEF;FEM;SG	N;NOM;MASC;SG
nuvela	romana	nuvelă	roman	N;DEF;FEM;SG	N;NOM;MASC;SG
morbihan	morbihan	morbihan	morbihan	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
reformei	reforme	reformă	reforma	N;DEF;FEM;SG	N;NOM;FEM;PL
reformei	reformo	reformă	reforma	N;DEF;FEM;SG	N;ACC;FEM;SG
reformei	reforma	reformă	reforma	N;DEF;FEM;SG	N;NOM;FEM;SG
necunoscute	neznan	necunoscut	neznan	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
necunoscute	neznani	necunoscut	neznan	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
necunoscute	neznano	necunoscut	neznan	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
necunoscute	neznana	necunoscut	neznan	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
filipine	filipini	filipine	filipina	N;INDF;FEM;SG	N;NOM;MASC;PL
secundara	sekundarno	secundar	sekundaren	ADJ;DEF;FEM;SG	ADV
secundara	sekundarne	secundar	sekundaren	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
secundara	sekundarni	secundar	sekundaren	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
secundara	sekundarna	secundar	sekundarn	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
promis	obljubljeno	promite	obljubljen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rin	rin	rin	rin	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rin	porenje	rin	porenje	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
rin	ren	rin	ren	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
semnificatia	pomen	semnificatie	pomen	N;DEF;FEM;SG	N;NOM;MASC;SG
semnificatia	pomembnost	semnificatie	pomembnost	N;DEF;FEM;SG	N;NOM;FEM;SG
plecare	odhod	plecare	odhod	N;INDF;FEM;SG	N;NOM;MASC;SG
gandire	razmišljanje	gandire	razmišljanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
gandire	razmišljanja	gandire	razmišljanje	N;INDF;FEM;SG	N;GEN;NEUT;SG
identificate	ugotovljena	identificat	ugotovljen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
anatomia	anatomijo	anatomie	anatomija	N;DEF;FEM;SG	N;ACC;FEM;SG
farmacie	lekarni	farmacie	lekarna	N;INDF;FEM;SG	N;NOM;FEM;SG
farmacie	lekarna	farmacie	lekarna	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
farmacie	lekarna	farmacie	lekarna	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
farmacie	lekarno	farmacie	lekarno	N;INDF;FEM;SG	N;ACC;FEM;SG
farmacie	lekarni	farmacie	lekarna	N;INDF;FEM;SG	N;NOM;FEM;SG
biti	koščke	biti	košček		N;ACC;MASC;PL
biti	bitov	biti	biti		N;GEN;MASC;PL
rightarm	rightarm	rightarm	rightarm	N;INDF;MASC;SG	
mexican	mehičan	mexican	mehičan	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
five	pet	fiv	pet	N;INDF;MASC;SG	NUM;NOM;PL
five	five	fiv	fiv	N;INDF;MASC;SG	
pictate	naslikal	picta	naslikati	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;V.PTCP
pozitiva	pozitiven	pozitivă	pozitiven	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
pozitiva	pozitivni	pozitivă	pozitiven	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
pozitiva	pozitivna	pozitivă	pozitiven	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
pozitiva	pozitivno	pozitivă	pozitiven	ADJ;DEF;FEM;SG	ADV
pozitiva	pozitivne	pozitivă	pozitiven	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
tiparit	tiskani	tipari	tiskan	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
tiparit	tiskane	tipari	tiskan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
tiparit	tiskano	tipari	tiskan	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
sangele	kri	sange	kri	N;DEF;MASC;SG	N;NOM;FEM;SG
marchiz	marquis	marchiz	marquis	N;INDF;MASC;SG	
yemen	jemen	yemen	jemen	PROPN	N;NOM;NEUT;SG
yemen	jemnu	yemen	jemen	PROPN	PROPN;DAT;MASC;SG
cantand	pojem	cantand	pojem		N;NOM;MASC;SG
cantand	petje	cantand	petje		N;NOM;NEUT;SG
cantand	poje	cantand	peti		V;IPFV;IND;SG;3;PRS;FIN
cantand	petja	cantand	petje		N;GEN;NEUT;SG
cantand	pojem	cantand	pojem		N;NOM;MASC;SG
cantand	petje	cantand	petje		N;NOM;NEUT;SG
cantand	poje	cantand	peti		V;IPFV;IND;SG;3;PRS;FIN
cantand	petja	cantand	petje		N;GEN;NEUT;SG
stiluri	styles	stil	styles	N;INDF;FEM;PL	
protejarea	varovanje	protejare	varovanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
norvegian	norveške	norvegian	norveški	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
norvegian	norveški	norvegian	norveški	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
impuscat	strel	impusca	strel	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
impuscat	strel	impusca	strel	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
salbatica	divja	salbatică	divji	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
salbatica	wild	salbatică	wild	N;DEF;FEM;SG	
salbatica	divje	salbatică	divji	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
salbatica	divji	salbatică	divji	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
teama	strah	teamă	strah	N;DEF;FEM;SG	N;NOM;MASC;SG
teama	strah	teamă	strah	N;DEF;FEM;SG	N;NOM;MASC;SG
sambata	sobote	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;PL
sambata	soboto	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG
sambata	sobote	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;PL
sambata	soboto	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG
sambata	sobote	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;PL
sambata	sobotah	sambata	sobota	N;DEF;FEM;SG	N;ESS;FEM;PL
sambata	sobote	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;PL
sambata	soboto	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG
sambata	sobote	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;PL
sambata	soboto	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG
profesionisti	strokovnjaki	profesionist	strokovnjak	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
profesionisti	profesionalci	profesionist	profesionalec	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
profesionisti	strokovnjaki	profesionist	strokovnjak	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
profesionisti	profesionalci	profesionist	profesionalec	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
irlandez	irske	irlandez	irski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
irlandez	irski	irlandez	irska	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
irlandez	irci	irlandez	irca	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
bunica	babica	bunică	babica	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babi	bunică	baba	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babica	bunică	babica	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babi	bunică	baba	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babica	bunică	babica	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babico	bunică	babica	N;DEF;FEM;SG	N;ACC;FEM;SG
bunica	babica	bunică	babica	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babi	bunică	baba	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babica	bunică	babica	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babico	bunică	babica	N;DEF;FEM;SG	N;ACC;FEM;SG
lituaniei	litva	lituanie	litev	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG
lituaniei	litvi	lituanie	litev	PROPN;DEF;FEM;SG	N;NOM;FEM;SG
lituaniei	litvo	lituanie	litev	PROPN;DEF;FEM;SG	PROPN;ACC;FEM;SG
limitate	omejena	limitat	omejen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
limitate	omejen	limitat	omejen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
limitate	omejeno	limitat	omejen	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
pereti	obzidje	pereti	obzidje	N;INDF;MASC;PL	N;NOM;NEUT;SG
pereti	obzidje	pereti	obzidje	N;INDF;MASC;PL	N;NOM;NEUT;SG
sándor	sándor	sándor	sándor	PROPN	N;NOM;MASC;SG
cosmin	cosmin	cosmine	cosmin	PROPN	N;NOM;MASC;SG
perry	perry	perry	perry	PROPN	PROPN;NOM;MASC;SG
distinctie	razlikovanje	distinctie	razlikovanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
cronici	kroniki	cronică	kronika	N;INDF;FEM;PL	N;DAT;FEM;SG
rugaciune	molitev	rugaciune	molitev	N;INDF;FEM;SG	N;NOM;FEM;SG
rugaciune	molitev	rugaciune	molitev	N;INDF;FEM;SG	N;NOM;FEM;SG
luther	luther	luther	luther	PROPN	N;NOM;MASC;SG
personalitatea	osebnosti	personalitate	osebnost	N;DEF;FEM;SG	N;NOM;FEM;PL
personalitatea	osebnost	personalitate	osebnost	N;DEF;FEM;SG	N;NOM;FEM;SG
atelierul	delavnica	atelier	delavnica	N;DEF;MASC;SG	N;NOM;FEM;SG
atelierul	delavnice	atelier	delavnica	N;DEF;MASC;SG	N;NOM;FEM;PL
atelierul	delavnico	atelier	delavnica	N;DEF;MASC;SG	N;ACC;FEM;SG
cook	kuhar	cook	kuhara	PROPN	N;NOM;MASC;SG
cook	cook	cook	cook	PROPN	PROPN;NOM;MASC;SG
cook	kuharica	cook	kuharica	PROPN	N;NOM;FEM;SG
blois	blois	blois	blois	PROPN	N;NOM;MASC;SG
abur	pare	abur	para	N;INDF;MASC;SG	N;NOM;FEM;PL
oleg	oleg	oleg	oleg	PROPN	PROPN;NOM;MASC;SG
respectarea	skladnost	respectare	skladnost	N;DEF;FEM;SG	N;NOM;FEM;SG
vama	carinski	vamă	carinski	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
vama	carine	vamă	carin	N;DEF;FEM;SG	N;NOM;FEM;PL
vama	carinska	vamă	carinski	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
vama	carina	vamă	carina	N;DEF;FEM;SG	N;NOM;FEM;SG
vama	carinski	vamă	carinski	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
vama	carine	vamă	carin	N;DEF;FEM;SG	N;NOM;FEM;PL
vama	carinska	vamă	carinski	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
vama	carina	vamă	carina	N;DEF;FEM;SG	N;NOM;FEM;SG
interimar	vmesno	interimar	vmesno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
interimar	vmesna	interimar	vmesen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
adult	odraslih	adult	odrasel	N;INDF;MASC;SG	ADJ;GEN;MASC;PL;V.PTCP
adult	odrasel	adult	odrasel	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
adult	odrasli	adult	odrasel	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
imparte	narazen	imparte	narazen	V;IND;SG;3;PRS;FIN	ADV
imparte	split	imparte	split	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
experimental	poskusno	experimental	poskusno	ADJ;INDF;MASC;SG	ADV
experimental	poskusni	experimental	poskusen	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
experimental	poskusnih	experimental	poskusen	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
dir	dir	dir	dir		N;NOM;MASC;SG
helsinki	helsinkih	helsinki	helsinki	PROPN	N;ESS;MASC;PL
julia	julijo	julie	juliti	N;DEF;FEM;SG	N;ACC;FEM;SG
julia	julia	julie	julia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
julia	julija	julie	julij	N;DEF;FEM;SG	N;GEN;MASC;SG
mussolini	mussolini	mussolină	mussolina	N;INDF;MASC;PL	N;NOM;MASC;SG
faimos	slavni	faimos	slaven	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
faimos	znani	faimos	znan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
magdalena	magdalena	magdalenă	magdalen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
anastasia	anastasia	anastasie	anastasia	N;DEF;FEM;SG	N;NOM;FEM;SG
studiourile	studios	studio	studios	N;DEF;FEM;PL	
posterior	posteriorno	posterior	posteriorno	ADJ;INDF;MASC;SG	ADV
bat	netopir	bate	netopir	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
bat	bat	bate	bati	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
apr	apr	apr	apr		N;NOM;MASC;SG
mintea	um	minte	um	N;DEF;FEM;SG	N;NOM;MASC;SG
mintea	razum	minte	razum	N;DEF;FEM;SG	N;NOM;MASC;SG
dmitri	dimitrij	dmitru	dimiter	PROPN	N;NOM;MASC;SG
dmitri	dmitri	dmitru	dmiter	PROPN	N;NOM;MASC;SG
dmitri	dimitrij	dmitru	dimiter	PROPN	N;NOM;MASC;SG
americanii	američani	american	američan	N;DEF;MASC;PL	N;NOM;MASC;PL
alexei	aleksej	alexe	aleksej	PROPN;DEF;FEM;SG	N;NOM;MASC;SG
sarb	srb	sarb	srb	PROPN	N;NOM;MASC;SG
sarb	srbski	sarb	srbski	PROPN	ADJ;NOM;DEF;MASC;SG
sarb	srb	sarb	srb	PROPN	N;NOM;MASC;SG
sarb	srbsko	sarb	srbski	PROPN	ADJ;NOM;NEUT;SG
documentul	dokumenta	document	dokument	N;DEF;MASC;SG	N;NOM;MASC;SG
documentul	dokument	document	dokument	N;DEF;MASC;SG	N;NOM;MASC;SG
baba	baba	babă	babati	N;DEF;FEM;SG	N;NOM;FEM;SG
baba	baba	babă	babati	N;DEF;FEM;SG	N;NOM;FEM;SG
medias	medias	medias	medias	PROPN	N;NOM;MASC;SG
medias	medias	medias	medias	PROPN	N;NOM;MASC;SG
preocupat	zaskrbljeni	preocupa	zaskrbljen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
brusc	nenadna	brusc	nenaden	ADV	ADJ;NOM;FEM;SG
brusc	nenaden	brusc	nenaden	ADV	ADJ;NOM;INDF;MASC;SG
japonezi	japonski	japonez	japonski	N;INDF;MASC;PL	ADJ;NOM;DEF;MASC;SG
japonezi	japonsko	japonez	japonski	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
