月	قمر	月	قَمَر	N	
影響	تاثير	影響	تَأثِير	V	N;NOM;INDF;SG
影響	التاثير	影響	تَاثِير	V	N;NOM;DEF;SG
影響	الاصطدام	影響	اِصطِدَام	V	N;NOM;DEF;SG
影響	النفوذ	影響	نُفُوذ	V	N;NOM;DEF;SG
影響	تاثير	影響	تَأثِير	V	N;NOM;INDF;SG
影響	التاثير	影響	تَاثِير	V	N;NOM;DEF;SG
附屬	المنتسبة	附屬	مُنتَسِب	N	ADJ;NOM;DEF;FEM;SG
婷	تينغ	婷	تينغ	PROPN	
婷	تينج	婷	تينج	PROPN	
婷	تنج	婷	نَجّ	PROPN	V;IPFV;FEM;IND;SG;3;FIN;ACT
她們	انهم	她	اِنهَمّ	PRO;PL;3	
爪	مخلب	爪	مُخَلِّب	N	
孔子	كونفوشيوس	孔子	كونفوشيوس	PROPN	
國籍	جنسية	國籍	جِنسِيّ	N	ADJ;NOM;INDF;FEM;SG
轟炸	المفجر	轟炸	مُفَجَّر	V	N;NOM;DEF;SG
轟炸	قاذفات	轟炸	قاذفات	V	N;NOM;INDF;PL
要	معقل	要	مُعَقَّل	V	
要	قلعة	要	قلعة	V	N;NOM;INDF;SG
要	القلعة	要	قَلعَة	V	N;NOM;DEF;SG
要	حصن	要	حَصَّن	V	
要	الحصن	要	حَصن	V	N;NOM;DEF;SG
要	حصن	要	حَصَّن	V	
要	الحصن	要	حَصن	V	N;NOM;DEF;SG
要	فورت	要	فورت	V	
黎明	داون	黎明	دَان	PROPN	
黎明	الفجر	黎明	فَجر	PROPN	N;NOM;DEF;SG
黎明	فجر	黎明	فَجر	PROPN	N;NOM;INDF;SG
巴勒斯坦	فلسطين	巴勒斯坦	فِلَسطِين	PROPN	N;NOM;INDF;SG
跨	العبور	跨	عُبُور	V	N;NOM;DEF;SG
跨	معبر	跨	مَعبَر	V	N;NOM;INDF;SG
跨	عبور	跨	عُبُور	V	N;NOM;INDF;SG
暖	دافئة	暖	دَافِئ	N	ADJ;NOM;INDF;FEM;SG
刺激	التحفيز	刺激	تَحفِيز	V	N;NOM;DEF;SG
刺激	التحفيز	刺激	تَحفِيز	V	N;NOM;DEF;SG
刺激	تحفيز	刺激	تحفيز	V	N;NOM;INDF;SG
借用	اقتراض	借用	اِقتِرَاض	V	N;NOM;INDF;SG
借用	الاقتراض	借用	اِقتِرَاض	V	N;NOM;DEF;SG
借用	اقتراض	借用	اِقتِرَاض	V	N;NOM;INDF;SG
借用	استعارة	借用	اِستِعَارَة	V	N;NOM;INDF;SG
姐	اختي	姐	اختي	PROPN	
儲存	مخزن	儲存	مَخزَن	V	N;NOM;INDF;SG
儲存	المخزن	儲存	مَخزَن	V	N;NOM;DEF;SG
儲存	التخزين	儲存	تَخزِين	V	N;NOM;DEF;SG
儲存	تخزين	儲存	تَخزِين	V	N;NOM;INDF;SG
儲存	مخزونات	儲存	مَخزُون	V	N;NOM;INDF;PL
儲存	المخزونات	儲存	مَخزُون	V	N;NOM;DEF;PL
卡通	كرتون	卡通	كرتون	N	
成年	بالغا	成年	بَالِغ	N	ADJ;ACC;INDF;MASC;SG
成年	راشد	成年	راشد	N	
成年	بالغ	成年	بَالِغ	N	ADJ;NOM;INDF;MASC;SG
繁殖	الانتشار	繁殖	اِنتِشَار	V	N;NOM;DEF;SG
繁殖	تربية	繁殖	تَربِيَة	V	N;NOM;INDF;SG
繁殖	التكاثر	繁殖	تَكَاثُر	V	N;NOM;DEF;SG
繁殖	التربية	繁殖	تَربِيَة	V	N;NOM;DEF;SG
繁殖	سلالة	繁殖	سِلَالَة	V	N;NOM;INDF;SG
繁殖	الاستنساخ	繁殖	اِستِنسَاخ	V	N;NOM;DEF;SG
繁殖	التكاثر	繁殖	تَكَاثُر	V	N;NOM;DEF;SG
繁殖	استنساخ	繁殖	اِستِنسَاخ	V	N;NOM;INDF;SG
繁殖	تكاثر	繁殖	تَكَاثُر	V	N;NOM;INDF;SG
實驗	المختبر	實驗	مُختَبَر	V	N;NOM;DEF;SG
實驗	مختبر	實驗	مُختَبِر	V	N;NOM;INDF;SG
實驗	مختبرات	實驗	مُختَبَر	V	ADJ;NOM;INDF;FEM;PL
實驗	المختبرات	實驗	مُختَبَر	V	N;NOM;DEF;PL
實驗	المختبر	實驗	مُختَبَر	V	N;NOM;DEF;SG
實驗	مختبر	實驗	مُختَبِر	V	N;NOM;INDF;SG
實驗	المعمل	實驗	مُعمَل	V	N;NOM;DEF;SG
實驗	معمل	實驗	مُعمَل	V	N;NOM;INDF;SG
敘述	السرد	敘述	سَرد	V	N;NOM;DEF;SG
敘述	السرد	敘述	سَرد	V	N;NOM;DEF;SG
敘述	سرد	敘述	سَرد	V	N;NOM;INDF;SG
敘述	وصفية	敘述	وصفية	V	ADJ;NOM;INDF;FEM;SG
水晶	كريستال	水晶	كرِيستَال	N	
跟	متابعه	跟	متابعه	ADP	PRO;NOM;MASC;SG;3
跟	المتابعة	跟	مُتَابَعَة	ADP	N;NOM;DEF;SG
跟	متابعة	跟	مُتَابَعَة	ADP	N;NOM;INDF;SG
跟	اتبع	跟	اِتَّبَع	ADP	V;PFV;MASC;SG;3;ACT
秘魯	بيرو	秘魯	بِيرُو	PROPN	
秘魯	البيرو	秘魯	بَيرُو	PROPN	
反射	منعكس	反射	مُنعَكِس	V	N;NOM;INDF;SG
反射	انعكاس	反射	اِنعِكَاس	V	N;NOM;INDF;SG
反射	انعكاسات	反射	اِنعِكَاس	V	N;NOM;INDF;PL
那	ذلك	那	ذلك	DET	
日常	يوميا	日常	يَومِيّ	N	ADJ;ACC;INDF;MASC;SG
主人	ماجستير	主人	ماجستير	N	
主人	ماستر	主人	ماستر	N	
分解	متحللة	分解	مُتَحَلِّل	V	ADJ;NOM;INDF;FEM;SG
分解	التحلل	分解	تَحَلُّل	V	N;NOM;DEF;SG
分解	تحلل	分解	حَلَّل	V	N;NOM;INDF;SG
除	مالم	除	مَالَم	V	CONJ
除	الا	除	إِلَّا	V	PART
福音	انجيل	福音	أَنجِيل	N	
馬德里	مدريد	馬德里	مَدرِيد	PROPN	
可能	احتمالية	可能	اِحتِمَالِيّ	N	ADJ;NOM;INDF;FEM;SG
可能	احتمالية	可能	اِحتِمَالِيّ	N	ADJ;NOM;INDF;FEM;SG
較高	اعلى	較高	اعلى	ADJ	
標示	الوسم	標示	وَسم	V	N;NOM;DEF;SG
標示	العلامة	標示	عَلَامَة	V	N;NOM;DEF;SG
標示	مارك	標示	مَارك	V	
標示	علامة	標示	عَلَامَة	V	N;NOM;INDF;SG
草地	المراعي	草地	مِرَاعِيّ	N	
草地	المرج	草地	مَرَج	N	
草地	عشب	草地	عَشِبَ	N	
草地	المرج	草地	مَرَج	N	
草地	ميدو	草地	ميدو	N	
草地	مرج	草地	مرج	N	
減	تخفيض	減	تَخفِيض	ADP	N;NOM;INDF;SG
減	انخفاض	減	اِنخِفَاض	ADP	N;NOM;INDF;SG
減	النقصان	減	نِقصَان	ADP	N;NOM;DEF;SG
減	نقصان	減	نقصان	ADP	N;NOM;INDF;SG
減	خفض	減	خَفض	ADP	N;NOM;INDF;SG
減	ناقص	減	نَاقِص	ADP	N;NOM;INDF;SG
談判	التفاوض	談判	تَفَاوُض	V	N;NOM;DEF;SG
談判	تفاوض	談判	تَفَاوُض	V	N;NOM;INDF;SG
談判	المفاوضات	談判	مُفَاوَضَة	V	N;NOM;DEF;PL
談判	مفاوضات	談判	مُفَاوَضَة	V	N;NOM;INDF;PL
談判	التفاوض	談判	تَفَاوُض	V	N;NOM;DEF;SG
談判	تفاوض	談判	تَفَاوُض	V	N;NOM;INDF;SG
談判	التفاوض	談判	تَفَاوُض	V	N;NOM;DEF;SG
談判	تفاوض	談判	تَفَاوُض	V	N;NOM;INDF;SG
談判	للتفاوض	談判	للتفاوض	V	N;NOM;DEF;SG
談判	المفاوضات	談判	مُفَاوَضَة	V	N;NOM;DEF;PL
談判	مفاوضات	談判	مُفَاوَضَة	V	N;NOM;INDF;PL
流通	تداول	流通	تَدَاوُل	V	N;NOM;INDF;SG
流通	تدفق	流通	تَدَفُّق	V	N;NOM;INDF;SG
流通	التدفق	流通	تَدَفُّق	V	N;NOM;DEF;SG
費用	المصروفات	費用	مَصرُوف	N	ADJ;NOM;DEF;FEM;PL
購物	تسوق	購物	سَوَّق	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
購物	متجر	購物	مَتجَر	N	
購物	شوب	購物	شَوبَ	N	
購物	تسوق	購物	سَوَّق	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
加里	غاري	加里	غاري	PROPN	
加里	قاري	加里	قاري	PROPN	ADJ;NOM;INDF;MASC;SG
加里	جاري	加里	جاري	PROPN	
最少	الدنيا	最少	دِنِّيَا	ADJ	N;NOM;DEF;SG
撤銷	تجنب	撤銷	تجنب	V	
撤銷	تفادي	撤銷	تفادي	V	
外觀	المظهر	外觀	مَظهَر	N	
喇嘛	lama	喇嘛	شَافِظ	N	
盟軍	حلفاء	盟軍	حَلِيف	N	ADJ;NOM;INDF;MASC;PL
灰色	رمادية	灰色	رَمَادِيّ	N	ADJ;NOM;INDF;FEM;SG
灰色	الرمادي	灰色	رَمَادِيّ	N	
灰色	جراي	灰色	جراي	N	
灰色	رمادي	灰色	رمادي	N	
灰色	غراي	灰色	غِرَاي	N	
灰色	رمادي	灰色	رمادي	N	
累積	المتراكم	累積	مُتَرَاكِم	V	ADJ;NOM;DEF;MASC;SG
累積	التراكمي	累積	التراكمي	V	
累積	التراكمية	累積	التراكمية	V	
累積	التراكم	累積	تَرَاكُم	V	N;NOM;DEF;SG
累積	تراكم	累積	تَرَاكُم	V	N;NOM;INDF;SG
蘇丹	السودان	蘇丹	سُودَان	PROPN	N;NOM;DEF;SG
鋼琴	بيانو	鋼琴	بيانو	N	
獵	هنت	獵	هُنَا	N	
獵	هانت	獵	هٰذَا	N	
獵	صيد	獵	صَيد	N	
遺產	ارث	遺產	أَرث	N	
遺產	ارث	遺產	أَرث	N	
俄國	روسيا	俄國	رُوسِيَا	PROPN	
獨特	فريدون	獨特	فريدون	ADJ	
獨特	فريد	獨特	فريد	ADJ	
電氣	كهربائية	電氣	كَهرَبَائِيَّة	N	
電氣	كهربائية	電氣	كَهرَبَائِيَّة	N	
股權	انصاف	股權	إِنصَاف	N	
為	ليش	為	لَيش	ADP	
為	لماذا	為	لِمَاذَا	ADP	DET
為	لما	為	لَمَّا	ADP	
評估	تقييم	評估	تَقيِيم	V	N;NOM;INDF;SG
評估	التقييم	評估	تَقيِيم	V	N;NOM;DEF;SG
評估	التقييمات	評估	تَقيِيم	V	N;NOM;DEF;PL
評估	تقييم	評估	تَقيِيم	V	N;NOM;INDF;SG
評估	التقييم	評估	تَقيِيم	V	N;NOM;DEF;SG
記憶	رام	記憶	رَام	N	
記憶	كبش	記憶	كَبَش	N	
擴展	مدد	擴展	مُدَّة	V	N;NOM;INDF;SG
擴展	تمديد	擴展	تَمدِيد	V	N;NOM;INDF;SG
擴展	امتداد	擴展	اِمتِدَاد	V	N;NOM;INDF;SG
擴展	التمديد	擴展	تَمدِيد	V	N;NOM;DEF;SG
擴展	التوسع	擴展	تَوَسُّع	V	N;NOM;DEF;SG
擴展	التوسيع	擴展	تَوسِيع	V	N;NOM;DEF;SG
擴展	توسع	擴展	تَوَسُّع	V	N;NOM;INDF;SG
擴展	توسيع	擴展	تَوسِيع	V	N;NOM;INDF;SG
擴展	التوسع	擴展	تَوَسُّع	V	N;NOM;DEF;SG
擴展	وسع	擴展	وُسع	V	
擴展	توسع	擴展	تَوَسُّع	V	N;NOM;INDF;SG
擴展	توسيع	擴展	تَوسِيع	V	N;NOM;INDF;SG
飯店	h	飯店	h	N	
飯店	دق	飯店	دَقّ	N	
建國	تاسيس	建國	تاسيس	V	N;NOM;INDF;SG
烯	e	烯	هُوَ	N	
龐	pang	龐	مَصثَم	PROPN	
較	اكبر	較	اكبر	ADV	
較	اضخم	較	ضَخم	ADV	ADJ;NOM;INDF;MASC;SG
泰山	طرزان	泰山	طَرَز	PROPN	
每月	الشهري	每月	شَهرِيّ	DET	
每月	شهرية	每月	شَهرِيّ	DET	ADJ;NOM;INDF;FEM;SG
每月	الشهرية	每月	شَهرِيّ	DET	ADJ;NOM;DEF;FEM;SG
每月	شهريا	每月	شَهرِيّ	DET	ADJ;ACC;INDF;MASC;SG
每月	شهري	每月	شَهرِيّ	DET	ADJ;NOM;INDF;MASC;SG
更換	استبدال	更換	اِستِبدَال	V	N;NOM;INDF;SG
更換	الاستبدال	更換	اِستِبدَال	V	N;NOM;DEF;SG
更換	البديل	更換	بَدِيل	V	N;NOM;DEF;SG
更換	استبدال	更換	اِستِبدَال	V	N;NOM;INDF;SG
更換	بديل	更換	بَدِيل	V	N;NOM;INDF;SG
快樂	فرح	快樂	فُرحَة	N	
快樂	بهجة	快樂	بَهجَة	N	
快樂	يسعد	快樂	سَعِد	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
快樂	سعيده	快樂	سعيده	N	PRO;NOM;FEM;SG;3
快樂	هابي	快樂	هابي	N	
快樂	سعيد	快樂	سعيد	N	
快樂	سعيدة	快樂	سَعِيد	N	ADJ;NOM;INDF;FEM;SG
守護	وصي	守護	وَصي	N	
法	فرنسيا	法	فَرَنسِيّ	PROPN	ADJ;ACC;INDF;MASC;SG
法	فرنسية	法	فَرَنسِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
法	بالفرنسية	法	بالفرنسية	PROPN	N;NOM;DEF;SG
法	الفرنسية	法	فَرَنسِيَّة	PROPN	N;NOM;DEF;SG
法	فرنسي	法	فَرَنسِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
頭部	راسي	頭部	راسي	N	
頭部	راس	頭部	رَأس	N	
玩具	العاب	玩具	لَعب	N	
增長	النمو	增長	نُمُوّ	V	N;NOM;DEF;SG
增長	نمو	增長	نُمُوّ	V	N;NOM;INDF;SG
粉絲	المعجبين	粉絲	مَعجِب	N	ADJ;ACC;DEF;MASC;PL
粉絲	معجبين	粉絲	مُعَجِّب	N	ADJ;NOM;INDF;MASC;PL
粉絲	انصار	粉絲	أَنصَار	N	
粉絲	نصير	粉絲	نصير	N	
消滅	تدمير	消滅	تَدمِير	V	N;NOM;INDF;SG
消滅	تدمر	消滅	دَمَّر	V	
消滅	الابادة	消滅	بَادّ	V	N;NOM;DEF;SG
硫	كبريت	硫	كبريت	N	
強化	محسن	強化	محسن	V	
強化	معزز	強化	مُعَزَّز	V	N;NOM;INDF;SG
強化	تكثيف	強化	تَكثِيف	V	N;NOM;INDF;SG
強化	التحسينات	強化	تَحسِين	V	N;NOM;DEF;PL
強化	تحسينات	強化	تَحسِين	V	N;NOM;INDF;PL
強化	تعزيز	強化	تَعزِيز	V	N;NOM;INDF;SG
強化	تقوية	強化	تَقوِيَة	V	N;NOM;INDF;SG
強化	التعزيز	強化	تَعزِيز	V	N;NOM;DEF;SG
天堂	جنة	天堂	جنة	N	
代表	التمثيل	代表	تَمثِيل	V	N;NOM;DEF;SG
代表	تمثيل	代表	تَمثِيل	V	N;NOM;INDF;SG
約克	يورك	約克	يُورك	PROPN	
設計	المصممين	設計	مُصَمَّم	V	ADJ;NOM;DEF;MASC;PL
設計	مصمم	設計	مُصمَم	V	N;NOM;INDF;SG
設計	مصممة	設計	مُصَمَّم	V	ADJ;NOM;INDF;FEM;SG
設計	المصمم	設計	مَصمَم	V	N;NOM;DEF;SG
抑制	تثبيط	抑制	تَثبِيط	V	N;NOM;INDF;SG
抑制	كبح	抑制	كَبح	V	N;NOM;INDF;SG
抑制	قمع	抑制	قَمع	V	N;NOM;INDF;SG
抑制	القمع	抑制	قَمع	V	N;NOM;DEF;SG
互動	تفاعل	互動	تَفَاعُل	V	N;NOM;INDF;SG
互動	التفاعل	互動	تَفَاعُل	V	N;NOM;DEF;SG
互動	التفاعلات	互動	تَفَاعُل	V	N;NOM;DEF;PL
互動	الارتباط	互動	اِرتِبَاط	V	N;NOM;DEF;SG
互動	خطوبة	互動	خُطُوبَة	V	N;NOM;INDF;SG
互動	التفاعل	互動	تَفَاعُل	V	N;NOM;DEF;SG
互動	ارتباط	互動	اِرتِبَاط	V	N;NOM;INDF;SG
互動	الخطوبة	互動	خُطُوبَة	V	N;NOM;DEF;SG
互動	تفاعلية	互動	تفاعلية	V	ADJ;NOM;INDF;FEM;SG
互動	التفاعلي	互動	تفاعليالي	V	ADJ;NOM;DEF;MASC;SG
互動	تفاعلي	互動	تفاعلي	V	ADJ;NOM;INDF;MASC;SG
突擊	الهجوم	突擊	هُجُوم	V	N;NOM;DEF;SG
突擊	الاعتداء	突擊	اِعتِدَاء	V	N;NOM;DEF;SG
突擊	اعتداء	突擊	اِعتِدَاء	V	N;NOM;INDF;SG
西蒙	سايمون	西蒙	سَايمُون	PROPN	
西蒙	سيمون	西蒙	سيمون	PROPN	
中	متوسط	中	مُتَوَسِّط	N	ADJ;NOM;INDF;MASC;SG
中	متوسطة	中	مُتَوَسِّط	N	ADJ;NOM;INDF;FEM;SG
中	المتوسط	中	مُتَوَسِّط	N	ADJ;NOM;DEF;MASC;SG
中	معتدل	中	مُعتَدِل	N	ADJ;NOM;INDF;MASC;SG
中	معتدلة	中	مُعتَدِل	N	ADJ;NOM;INDF;FEM;SG
中	المعتدلة	中	مُعتَدِل	N	ADJ;NOM;DEF;FEM;SG
武士	ساموراي	武士	ساموراي	N	
武士	الساموراي	武士	الساموراي	N	
淡	شاحب	淡	شَاحِب	N	
淡	شاحبة	淡	شَاحِبَة	N	ADJ;NOM;INDF;FEM;SG
淡	يتلاشى	淡	تَلَاشَى	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
淡	تتلاشى	淡	تتلاشى	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
棚	شيد	棚	شَاد	N	V;PFV;MASC;SG;3;PASS
等	يساوي	等	سَاوَى	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
國旗	علم	國旗	عَلِم	N	V;PFV;MASC;SG;3;ACT
保加利亞	بلغاريا	保加利亞	بُلغَارِيَا	PROPN	
酯	استر	酯	أَستَر	N	
羅馬尼亞	رومانيا	羅馬尼亞	رُومَانِيَا	PROPN	
入境	الدخول	入境	دُخُول	V	N;NOM;DEF;SG
入境	دخول	入境	دُخُول	V	N;NOM;INDF;SG
案例	كايس	案例	كَايس	N	
提示	نصائح	提示	نَصِيحَة	V	N;NOM;INDF;PL
提示	النصائح	提示	نَصِيحَة	V	N;NOM;DEF;PL
提示	نصيحة	提示	نَصِيحَة	V	N;NOM;INDF;SG
提示	تيب	提示	تيب	V	
提示	تلميح	提示	تَلمِيح	V	N;NOM;INDF;SG
提示	التلميح	提示	تَلمِيح	V	N;NOM;DEF;SG
周圍	حو	周圍	حو	N	
周圍	حولي	周圍	حَولَى	N	
短暫	عابر	短暫	عابر	ADV	ADJ;NOM;INDF;MASC;SG
服裝	زي	服裝	زي	N	
服裝	ازياء	服裝	زِيّ	N	
狙擊	قنص	狙擊	قُنصَ	V	
狙擊	القناص	狙擊	قَنَاص	V	N;NOM;DEF;SG
狙擊	قناص	狙擊	قناص	V	N;NOM;INDF;SG
滅絕	الانقراض	滅絕	اِنقِرَاض	V	N;NOM;DEF;SG
滅絕	الابادة	滅絕	بَادّ	V	N;NOM;DEF;SG
納粹	نازي	納粹	نازي	PROPN	
納粹	النازي	納粹	نَازِي	PROPN	
納粹	النازية	納粹	نَازِيَّة	PROPN	N;NOM;DEF;SG
納粹	النازيون	納粹	نَازِيّ	PROPN	N;NOM;DEF;PL
納粹	النازيين	納粹	نَازِيّ	PROPN	N;NOM;DEF;PL
勞動	العمالة	勞動	عَمَالَة	V	N;NOM;DEF;SG
勞動	المخاض	勞動	مَخَضّ	V	N;NOM;DEF;SG
勞動	عمالة	勞動	عَمَالَة	V	N;NOM;INDF;SG
溫泉	سبا	溫泉	سَبَا	N	
航行	ابحر	航行	بَحر	N	
航行	تبحر	航行	بَحَر	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
航行	ابحر	航行	بَحر	N	
流亡	المنفى	流亡	مَنفَى	V	N;NOM;DEF;SG
流亡	النفي	流亡	نَفِيّ	V	N;NOM;DEF;SG
傾向	ميول	傾向	مِيُول	N	
修復	اصلاح	修復	إِصلَاح	V	N;NOM;INDF;SG
修復	التصليح	修復	تَصلِيح	V	N;NOM;DEF;SG
修復	الاصلاح	修復	إِصلَاح	V	N;NOM;DEF;SG
修復	تصليح	修復	تَصلِيح	V	N;NOM;INDF;SG
修復	اصلاح	修復	إِصلَاح	V	N;NOM;INDF;SG
修復	اصلح	修復	أَصلَح	V	
修復	الاستعادة	修復	اِستِعَادَة	V	N;NOM;DEF;SG
修復	الترميم	修復	تَرمِيم	V	N;NOM;DEF;SG
修復	ترميم	修復	تَرمِيم	V	N;NOM;INDF;SG
九十	تسعين	九十	تَسعِين	NUM	
九十	تسعون	九十	سَعَى	NUM	
癌	سرطان	癌	سُرطَانَ	N	
領地	الاقليم	領地	إِقلِيم	N	
領地	اقليم	領地	اقليم	N	
飲食	مطبخ	飲食	مَطبَخ	V	N;NOM;INDF;SG
飲食	الاكل	飲食	أَكل	V	N;NOM;DEF;SG
飲食	اكل	飲食	أَكل	V	
飲食	حمية	飲食	حَمِّيَّة	V	N;NOM;INDF;SG
飲食	الحمية	飲食	حَمِّيَّة	V	N;NOM;DEF;SG
輻射	مشع	輻射	مَشع	N	
輻射	مشعة	輻射	مَشعَة	N	ADJ;NOM;INDF;FEM;SG
驚	مندهش	驚	مندهش	N	
女友	حبيبه	女友	حبيبه	N	PRO;NOM;MASC;SG;3
奶	لبن	奶	لبن	N	
奶	ميلك	奶	ميلك	N	
壓	ضغط	壓	ضَغط		N;NOM;INDF;SG
壓	الضغط	壓	ضَغط		N;NOM;DEF;SG
季節	الموسمية	季節	مَوسِمِيّ	N	ADJ;NOM;DEF;FEM;SG
生態	الايكولوجية	生態	إِيكُولُوجِيّ	N	ADJ;NOM;DEF;FEM;SG
生態	الايكولوجي	生態	إِيكُولُوجِيّ	N	
資深	الاقدم	資深	أَقدَم	ADJ	N;NOM;DEF;SG
直升	المروحية	直升	المروحية	V	N;NOM;DEF;SG
直升	مروحية	直升	مِروَحِيَّة	V	N;NOM;INDF;SG
直升	هليكوبتر	直升	هليكوبتر	V	
直升	هيلو	直升	هِيلُو	V	
直升	المروحيات	直升	مِروَحِيّ	V	ADJ;NOM;DEF;FEM;PL
直升	مروحيات	直升	مِروَحِيّ	V	ADJ;NOM;INDF;FEM;PL
信任	وثقت	信任	وَثَّق	N	V;PFV;FEM;SG;3;ACT
袋	كيس	袋	كَيس	N	
各省	الاقاليم	各省	أَقلَام	N	
踢	ركلة	踢	رَكلَة	V	N;NOM;INDF;SG
判斷	الحكم	判斷	حُكم	V	N;NOM;DEF;SG
驅逐	المدمرات	驅逐	مُدَمِّر	V	N;NOM;DEF;PL
驅逐	المدمر	驅逐	مُدَمِّر	V	N;NOM;DEF;SG
驅逐	المدمرة	驅逐	مُدَمِّر	V	N;NOM;DEF;SG
棕	اسمر	棕	أَسمَر	N	
棕	براون	棕	براون	N	
複製	مكرر	複製	مُكرَر	V	N;NOM;INDF;SG
複製	تكرار	複製	تَكرَار	V	N;NOM;INDF;SG
複製	مكررة	複製	مُكَرَّر	V	ADJ;NOM;INDF;FEM;SG
複製	نسخة	複製	نُسخَة	V	N;NOM;INDF;SG
複製	نسخ	複製	نُسخَة	V	N;NOM;INDF;SG
複製	الاستنساخ	複製	اِستِنسَاخ	V	N;NOM;DEF;SG
複製	التكاثر	複製	تَكَاثُر	V	N;NOM;DEF;SG
複製	استنساخ	複製	اِستِنسَاخ	V	N;NOM;INDF;SG
複製	تكاثر	複製	تَكَاثُر	V	N;NOM;INDF;SG
複製	نسخ	複製	نُسخَة	V	N;NOM;INDF;SG
複製	النسخ	複製	نُسخَة	V	N;NOM;DEF;PL
捐	تبرع	捐	بَرَع	V	N;NOM;INDF;SG
捐	التبرع	捐	تَبَرُّع	V	N;NOM;DEF;SG
捐	تبرع	捐	بَرَع	V	N;NOM;INDF;SG
捐	التبرع	捐	تَبَرُّع	V	N;NOM;DEF;SG
江蘇	جيانغسو	江蘇	جيانغسو	PROPN	
哈佛	هارفارد	哈佛	هارفارد	PROPN	
哈佛	هارفرد	哈佛	هارفرد	PROPN	
指揮	قائد	指揮	قَائِد	V	N;NOM;INDF;SG
指揮	القائد	指揮	قَائِد	V	N;NOM;DEF;SG
提議	الاقتراح	提議	اِقتِرَاح	V	N;NOM;DEF;SG
提議	اقتراح	提議	اِقتِرَاح	V	N;NOM;INDF;SG
提議	مقترح	提議	مُقتَرَح	V	N;NOM;INDF;SG
提議	المقترح	提議	مُقتَرَح	V	ADJ;NOM;DEF;MASC;SG
提議	اقتراحات	提議	اِقتِرَاح	V	N;NOM;INDF;PL
提議	مقترحات	提議	مُقتَرَح	V	N;NOM;INDF;PL
提議	الاقتراحات	提議	اِقتِرَاح	V	N;NOM;DEF;PL
提議	المقترحات	提議	مُقتَرَح	V	N;NOM;DEF;PL
交付	التسليم	交付	تَسلِيم	V	N;NOM;DEF;SG
交付	تسليم	交付	تَسلِيم	V	N;NOM;INDF;SG
交付	توصيل	交付	تَوصِيل	V	N;NOM;INDF;SG
交付	طلبية	交付	طَلَبِيَّة	V	N;NOM;INDF;SG
交付	التوصيل	交付	تَوصِيل	V	N;NOM;DEF;SG
傷害	تؤذي	傷害	أَذَى	N	V;IPFV;MASC;IND;SG;2;FIN;ACT
傷害	اذى	傷害	أَذَى	N	
吉爾	جيل	吉爾	جِيل	PROPN	N;NOM;INDF;SG
有利	مواتية	有利	مُوَاتِي	V	ADJ;NOM;INDF;FEM;SG
有利	موات	有利	مَوَّة	V	
復活	الانبعاث	復活	اِنبِعَاث	V	N;NOM;DEF;SG
復活	القيامة	復活	قِيَامَة	V	N;NOM;DEF;SG
復活	البعث	復活	البعث	V	
邊緣	هامشية	邊緣	هَامِشِيّ	N	ADJ;NOM;INDF;FEM;SG
邊緣	الهامشية	邊緣	هَامِشِيّ	N	ADJ;NOM;DEF;FEM;SG
辭職	استقالة	辭職	اِستِقَالَة	V	N;NOM;INDF;SG
辭職	الاستقالة	辭職	اِستِقَالَة	V	N;NOM;DEF;SG
辭職	الاستقالة	辭職	اِستِقَالَة	V	N;NOM;DEF;SG
視覺	بصري	視覺	بَصَرِيّ	N	
視覺	بصرية	視覺	بَصَرِيّ	N	ADJ;NOM;INDF;FEM;SG
視覺	البصرية	視覺	بَصَرِيّ	N	ADJ;NOM;DEF;FEM;SG
視覺	رؤيا	視覺	رؤيا	N	
可惜	شفقة	可惜	شفقة	ADV	N;NOM;INDF;SG
可惜	الشفقة	可惜	شَفقَة	ADV	N;NOM;DEF;SG
支線	ملقم	支線	ملقم	N	
假期	اجازه	假期	اجازه	N	PRO;NOM;MASC;SG;3
軍人	الجندى	軍人	جُندِيّ	N	
樊	نصير	樊	نصير	PROPN	
樊	مشجع	樊	مشجع	PROPN	N;NOM;INDF;SG
樊	المروحة	樊	مُرَوِّح	PROPN	N;NOM;DEF;SG
樊	مروحة	樊	مروحة	PROPN	N;NOM;INDF;SG
樊	معجب	樊	مَعجَب	PROPN	N;NOM;INDF;SG
採訪	المقابلة	採訪	المقابلة	V	N;NOM;DEF;SG
採訪	مقابلة	採訪	مُقَابَلَة	V	N;NOM;INDF;SG
採訪	المقابلات	採訪	مُقَابَلَة	V	N;NOM;DEF;PL
採訪	مقابلات	採訪	مُقَابَلَات	V	N;NOM;INDF;PL
加藤	كاتو	加藤	كَاتُو	PROPN	
加藤	كيتو	加藤	كيتو	PROPN	
芯	هارت	芯	هَار	PROPN	
陰	يين	陰	يين	N	
陰	ين	陰	يِن	N	
