procurar	für	procurar	für	V	ADP
desigualdade	ungleichheiten	desigualdade	ungleichheiten	N	V;NFIN
desigualdade	ungleichbehandlung	desigualdade	ungleichbehandlung	N	ADJ
ameazas	drohungen	ameaza	drohung	N	V;NFIN
ameazas	drohung	ameaza	drohung	N	
ameazas	bedrohungen	ameaza	bedrohung	N	V;NFIN
belfast	belfast	belfast	belfast	PROPN	PROPN;SG
posesión	besessenheit	posesión	besessenheit	N	ADJ
poderiades	ihr	poderiade	ihr	N	PRO;NOM;MASC;SG
poderiades	dich	poderiade	du	N	
poderiades	du	poderiade	du	N	PRO;NOM;SG;2
poderiades	dir	poderiade	dur	N	
poderiades	sie	poderiade	sie	N	PRO;NOM;FEM;SG;3
poderiades	könnte	poderiade	können	N	V;SBJV;SG;3;PST;FIN
poderiades	könnten	poderiade	können	N	V;SBJV;PL;3;PST;FIN
poderiades	konnte	poderiade	können	N	V;IND;SG;3;PST;FIN
poderiades	könnte	poderiade	können	N	V;SBJV;SG;3;PST;FIN
poderiades	vielleicht	poderiade	vielleicht	N	ADV
curva	kurven	curvar	kurv	N	V;NFIN
curva	kurve	curvar	kurv	N	ADJ
curva	drehen	curvar	drehen	N	V;NFIN
curva	wende	curvar	wenden	N	
curva	turn	curvar	turn	N	PROPN
entradas	tickets	entrada	tickets	N	
entradas	karten	entrada	kart	N	V;NFIN
entradas	eintrittskarten	entrada	eintrittskarten	N	ADJ
entradas	fahrkarten	entrada	fahrkart	N	ADJ
pasas	ihr	pasa	ihr	N	PRO;NOM;MASC;SG
pasas	dich	pasa	du	N	
pasas	du	pasa	du	N	PRO;NOM;SG;2
pasas	dir	pasa	dur	N	
pasas	sie	pasa	sie	N	PRO;NOM;FEM;SG;3
pasas	ausgeben	pasa	ausgeben	N	V;NFIN
pasas	verbringen	pasa	verbringen	N	V;NFIN
pasas	verbringe	pasa	verbringen	N	V;SBJV;SG;3;PRS;FIN
cultivo	kultur	cultivo	kultur	N	
tratamentos	behandlung	tratamento	behandlung	N	
tratamentos	behandlung	tratamento	behandlung	N	
tratamentos	sind	tratamento	sein	N	V;IND;PL;3;PRS;FIN
almacéns	filialen	almacén	filialen	N	ADJ;PL
almacéns	geschäften	almacén	schäften	N	ADJ
almacéns	geschäfte	almacén	geschäft	N	ADJ;NOM;PL
almacéns	hauptabteilung	almacén	hauptabteilung	N	ADJ
almacéns	abteilung	almacén	abteilingen	N	ADJ
almacéns	dienststelle	almacén	dienststelle	N	ADJ;NOM;FEM;SG
almacéns	fachbereich	almacén	fachbereich	N	
almacéns	speichern	almacén	speichern	N	V;NFIN
almacéns	laden	almacén	laden	N	V;NFIN
meteu	got	meteu	got	V	PROPN
meteu	habe	meteu	haben	V	V;SBJV;SG;3;PRS;FIN
meteu	hab	meteu	haben	V	V;IND;SG;3;PRS;FIN
mecanismo	mechanismus	mecanismo	mechanismus	N	ADV
mecanismo	mechanismen	mecanismo	mechanismus	N	V;NFIN
mecanismo	device	mecanismo	device	N	PROPN
mecanismo	vorrichtung	mecanismo	vorrichtung	N	V;IND;SG;3;PRS;FIN
mecanismo	gerät	mecanismo	geraten	N	V;V.PTCP
taylor	taylor	taylor	taylor	PROPN	PROPN;NOM;MASC;SG
quinto	teufel	quinto	teufel	ADJ	
quinto	hölle	quinto	höllen	ADJ	
divino	göttlichen	divino	göttlich	N	ADJ;ACC
divino	göttlich	divino	göttlich	N	ADJ
divino	göttliche	divino	göttlich	N	ADJ;NOM;FEM;PL
divino	himmlisch	divino	himmlisch	N	ADJ
xoguetes	spielwaren	xoguete	spielwaren	N	
xoguetes	spielzeug	xoguete	spielzeug	N	
xoguetes	spielsachen	xoguete	spielsach	N	V;NFIN
xoguetes	spielwaren	xoguete	spielwaren	N	
xoguetes	spielzeug	xoguete	spielzeug	N	
vilas	ortschaften	vila	ortschaften	N	ADJ
vilas	dörfer	vila	dörfern	N	
vilas	ortschaften	vila	ortschaften	N	ADJ
viñetas	cartoons	viñeta	cartoons	N	ADV
arquivos	dateien	arquivo	datei	N	V;NFIN
arquivos	archiven	arquivo	archiv	N	V;NFIN
arquivos	archivieren	arquivo	archivieren	N	V;NFIN
cambiaron	habe	cambiar	haben	V	V;SBJV;SG;3;PRS;FIN
encargo	reihenfolge	encargo	reihenfolge	N	ADJ;NOM;FEM;PL
encargo	nehmen	encargo	nehmen	N	V;NFIN
encargo	übernehmen	encargo	übernehmen	N	V;NFIN
encargo	nimm	encargo	nehmen	N	V;IND;SG;2;PRS;FIN
encargo	nehme	encargo	nehmen	N	V;IND;SG;3;PRS;FIN
empece	strike	empecer	strik	V	
empece	streik	empecer	streik	V	N;SG
empece	schlag	empecer	schlagen	V	
empece	streiks	empecer	streiks	V	N;NOM
empece	aus	empecer	aus	V	ADP
empece	draußen	empecer	draußen	V	ADV
empece	raus	empecer	raus	V	ADV
empece	out	empecer	out	V	PROPN
asiáticos	asiaten	asiático	asiaten	ADJ	N;PL
asiáticos	asiaten	asiático	asiaten	ADJ	N;PL
factor	factor	factor	factor	N	PROPN
factor	faktor	factor	faktor	N	ADJ
labor	arbeiten	labor	arbeiten	N	V;NFIN
labor	arbeitsplatz	labor	arbeitsplatz	N	
déronlle	sie	déronle	sie	PROPN	PRO;NOM;FEM;SG;3
déronlle	war	déronle	sein	PROPN	V;IND;SG;3;PST;FIN
déronlle	wurde	déronle	werden	PROPN	V;IND;SG;3;PST;FIN;PASS
perpetua	leben	perpetuar	leben	N	V;NFIN
perpetua	life	perpetuar	life	N	PROPN
perpetua	perpetual	perpetuar	perpetual	N	PROPN
perpetua	ewiges	perpetuar	ewig	N	ADJ;NOM;NEUT;SG
perpetua	ewigen	perpetuar	ewig	N	ADJ;SG
perpetua	unbefristet	perpetuar	unbefristet	N	ADJ
aparencia	schau	aparencia	schau	N	;SG
aparencia	schauen	aparencia	schauen	N	V;NFIN
aparencia	guck	aparencia	guck	N	;SG
aparencia	schaut	aparencia	schauen	N	V;IND;SG;3;PRS;FIN
aparencia	erscheinen	aparencia	erscheinen	N	V;NFIN
aparencia	erscheinung	aparencia	Erscheinung	N	ADJ
aparencia	auftritt	aparencia	auftreten	N	V;IND;SG;3;PRS;FIN
aparencia	aussehen	aparencia	aussehen	N	V;NFIN
aparencia	erscheinungsbild	aparencia	erscheinungsbild	N	ADJ
mesas	tafeln	mesa	tafeln	N	
mesas	tische	mesa	tischen	N	ADJ
mesas	tabellen	mesa	tabell	N	V;NFIN
abraham	ibrahim	abraham	ibrahim	PROPN	PROPN;NOM;SG
abraham	abraham	abraham	abraham	PROPN	PROPN;NOM;MASC;SG
abraham	abrahams	abraham	abrahams	PROPN	
temer	angst	temer	angst	ADV	
temer	befürchtung	temer	befürchtung	ADV	ADJ
temer	furcht	temer	furchen	ADV	PROPN
temer	fürchten	temer	fürcht	ADV	V;NFIN
temer	fürchte	temer	fürchen	ADV	V;IND;SG;3;PRS;FIN
temer	ängstlich	temer	ängstlich	ADV	ADJ
temer	fürchten	temer	fürcht	ADV	V;NFIN
cinto	gürtel	cinto	gürtel	N	
cinto	gurt	cinto	guren	N	ADJ
cinto	riemen	cinto	riemen	N	V;NFIN
cinto	belt	cinto	belt	N	PROPN
camiñamos	fußweg	camiñar	faßweg	V	
camiñamos	spaziergang	camiñar	spaziergang	V	N
lectura	lektüre	lectura	lektür	N	
lectura	lesen	lectura	lesen	N	V;NFIN
lectura	lese	lectura	lese	N	V;IND;SG;3;PRS;FIN
lectura	read	lectura	read	N	PROPN;SG
lectura	lies	lectura	lesen	N	
lectura	lesen	lectura	lesen	N	V;NFIN
lectura	gelesen	lectura	lesen	N	V;V.PTCP
lectura	lese	lectura	lese	N	V;IND;SG;3;PRS;FIN
batallas	schlachten	batalla	schlachten	N	V;NFIN
batallas	kämpfen	batalla	kämpfen	N	V;NFIN
batallas	kämpfe	batalla	kämpfen	N	
bendiga	segnen	bendiga	segnen	PROPN	V;NFIN
bendiga	segne	bendiga	segnen	PROPN	
bendiga	segen	bendiga	segen	PROPN	
bendiga	ihr	bendiga	ihr	PROPN	PRO;NOM;MASC;SG
bendiga	dich	bendiga	du	PROPN	
bendiga	du	bendiga	du	PROPN	PRO;NOM;SG;2
bendiga	dir	bendiga	dur	PROPN	
bendiga	sie	bendiga	sie	PROPN	PRO;NOM;FEM;SG;3
propietaria	besitzer	propietaria	besitzer	N	ADJ
propietaria	inhaber	propietaria	inhaber	N	ADV
propietaria	eigentümerin	propietaria	eigentümerin	N	ADJ
propietaria	eigentümer	propietaria	eigentüm	N	ADJ
propietaria	vermieter	propietaria	vermieter	N	
bonitos	wunderschön	bonito	wunderschön	N	ADJ
bonitos	schöner	bonito	schön	N	ADJ
bonitos	schönste	bonito	schön	N	ADJ;NOM;FEM;SG
bonitos	schöne	bonito	schön	N	ADJ;NOM;FEM;PL
bonitos	schön	bonito	schön	N	ADJ
bonitos	hübsche	bonito	hübsch	N	ADJ;NOM;FEM;PL
bonitos	nizza	bonito	nizza	N	PROPN;NOM;SG
bonitos	schöner	bonito	schön	N	ADJ
bonitos	schöne	bonito	schön	N	ADJ;NOM;FEM;PL
bonitos	schön	bonito	schön	N	ADJ
esperade	warte	esperade	wart	N	V;IND;SG;3;PRS;FIN
esperade	wartet	esperade	warten	N	V;IND;SG;3;PRS;FIN
esperade	warten	esperade	warten	N	V;NFIN
esperade	wartezeit	esperade	wartezeit	N	ADJ
esperade	abwarten	esperade	abwarten	N	V;NFIN
esperade	für	esperade	für	N	ADP
usaba	gebrauchte	usar	gebraucht	V	ADJ;NOM;FEM;PL
ida	ida	ida	ida	PROPN	PROPN;NOM;FEM;SG
matamos	tötung	matar	tötung	V	
sentou	sa	sentar	sa	V	
sentou	sat	sentar	sat	V	
mates	tötet	mate	töten	N	V;IND;SG;3;PRS;FIN
mates	töten	mate	töten	N	V;NFIN
mates	kill	mate	kollen	N	PROPN
mates	töte	mate	töte	N	PROPN;SG
mates	mathematik	mate	mathematik	N	ADJ
mates	mathematisch	mate	mathematisch	N	ADJ
carl	carl	carl	carl	PROPN	PROPN;NOM;MASC;SG
columnas	spalten	columna	spalten	N	V;NFIN
columnas	säulen	columna	säulen	N	V;NFIN
columnas	spalte	columna	spalten	N	ADJ;NOM;SG
columnas	stützen	columna	stützen	N	V;NFIN
furgoneta	van	furgonetar	van	N	PROPN;NOM;MASC;SG
numerosos	vieles	numeroso	viel	ADJ	PRO;NOM;INDF;NEUT;SG
reforma	reformieren	reforma	reformieren	N	V;NFIN
reforma	reformen	reforma	reformen	N	V;NFIN
reforma	reform	reforma	reform	N	
incendio	feuer	incendio	feuer	N	
incendio	brandschutz	incendio	brandschutz	N	ADJ
incendio	fire	incendio	fein	N	
incendio	feuerwehr	incendio	feuerwehr	N	ADJ
estuda	studium	estudar	studium	V	N;NOM;NEUT;SG
estuda	studie	estudar	studie	V	N;NOM;FEM;SG
estuda	arbeitszimmer	estudar	arbeitszimmer	V	
decepción	enttäuschung	decepción	enttäuschung	N	ADJ;NOM;FEM;SG
decepción	enttäuschungen	decepción	enttäuschung	N	V;NFIN
reportaxe	berichte	reportaxe	bericht	N	
reportaxe	report	reportaxe	report	N	PROPN
reportaxe	meldung	reportaxe	meldung	N	ADJ
reportaxe	melden	reportaxe	melden	N	V;NFIN
ooh	ooh	ooh	ooh	PROPN	;SG
móvese	umzug	móvese	umzugen	V	N;SG
leopardo	leopard	leopardo	leopard	N	PROPN;NOM;SG
hola	hallo	hola	hallo	PROPN	
hola	hello	hola	hello	PROPN	PROPN;SG
hola	servus	hola	servus	PROPN	
elvis	elvis	elvis	elvis	PROPN	PROPN;NOM;MASC;SG
mona	mona	mona	mona	N	PROPN;NOM;SG
ruína	ruinieren	ruína	ruinieren	N	V;NFIN
ruína	verderben	ruína	verderben	N	V;NFIN
ruína	brach	ruína	brechen	N	V;IND;SG;3;PST;FIN
ruína	gebrochen	ruína	brechen	N	V;V.PTCP
ruína	kaputt	ruína	kaputt	N	ADJ
ruína	pleite	ruína	pleit	N	ADJ;NOM
alzhéimer	alzheimer	alzhéimer	alzheimer	N	ADJ
oracións	gebet	oración	beten	N	
oracións	gebets	oración	gebets	N	
oracións	gebete	oración	geben	N	
oracións	gebetet	oración	beten	N	V;V.PTCP
oracións	gebeten	oración	bitten	N	V;V.PTCP
remedio	haben	remedio	haben	N	V;IND;PL;3;FIN
remedio	habe	remedio	haben	N	V;SBJV;SG;3;PRS;FIN
radiación	bestrahlung	radiación	bestrahlingen	N	PROPN;SG
radiación	bestrahlung	radiación	bestrahlingen	N	PROPN;SG
radiación	strahlung	radiación	strahlung	N	PROPN
radiación	strahlungen	radiación	strahlingen	N	V;NFIN
radiación	radioaktivität	radiación	radioaktivität	N	ADJ
radiación	strahlen	radiación	strahlen	N	V;NFIN
marco	gemahlen	marco	mahlen	N	V;V.PTCP
marco	erdgeschoss	marco	erdschießen	N	ADJ
marco	boden	marco	boden	N	ADV
marco	erdboden	marco	erdboden	N	V;V.PTCP
marco	rahmen	marco	rahmen	N	V;NFIN
marco	frame	marco	framen	N	
marco	gestell	marco	gestell	N	
marco	marco	marco	marco	N	PROPN;NOM;SG
agradecer	danke	agradecer	danken	V	
agradecer	dankeschön	agradecer	dankeschön	V	ADJ
viena	wien	viena	weinen	PROPN	
rumbo	natürlich	rumbo	natürlich	N	ADJ
rumbo	kurs	rumbo	kurs	N	ADV
modesto	bescheidene	modesto	bescheiden	N	ADJ;NOM;FEM;PL
modesto	bescheidener	modesto	bescheiden	N	ADJ
modesto	bescheiden	modesto	bescheiden	N	ADJ
modesto	bescheidenen	modesto	bescheiden	N	ADJ
vestíbulo	foyer	vestíbulo	foyer	N	
vestíbulo	empfangshalle	vestíbulo	empfangshall	N	ADJ;NOM;FEM;SG
vestíbulo	lobby	vestíbulo	lobby	N	
vestíbulo	eingangshalle	vestíbulo	eingangshall	N	ADJ;NOM;FEM;SG
vestíbulo	halle	vestíbulo	hallen	N	
vestíbulo	eingangshalle	vestíbulo	eingangshall	N	ADJ;NOM;FEM;SG
vestíbulo	flur	vestíbulo	flur	N	
vestíbulo	hall	vestíbulo	hall	N	
vestíbulo	saal	vestíbulo	saalen	N	ADV
burguesa	bürgerlichen	burguesa	bürgerlich	N	ADJ
burguesa	bürgerlich	burguesa	bürgerlich	N	ADJ
burguesa	bürgerliche	burguesa	bürgerlich	N	ADJ;NOM;FEM;PL
burguesa	bourgeois	burguesa	bourgeois	N	PROPN;NOM;MASC;SG
ave	vogelarten	ave	vogelart	N	V;NFIN
ave	vögel	ave	vögel	N	
ave	vogel	ave	vogel	N	
ave	bird	ave	bied	N	PROPN;SG
ave	ave	ave	ave	N	
higgs	higgs	higgs	higgs	PROPN	PROPN;NOM;MASC;SG
chegado	come	chegar	come	V	PROPN
chegado	mit	chegar	mit	V	ADP
brutalidade	brutalität	brutalidade	brutalität	N	ADJ
cosmos	kosmos	cosmo	kosmos	V	
cosmos	weltall	cosmo	weltall	V	
transición	übergänge	transición	übergängen	N	ADJ
transición	übergangsphase	transición	übergangsphase	N	ADJ
transición	übergang	transición	übergehen	N	ADV
usou	gebrauchte	usar	gebraucht	V	ADJ;NOM;FEM;PL
actuando	schauspielerei	actuar	schauspielerei	V	ADJ
actuando	schauspiel	actuar	schauspiel	V	
caldeiro	knast	caldeiro	knesen	N	
caldeiro	gefängnis	caldeiro	gefängnis	N	ADJ
caldeiro	schaufel	caldeiro	schaufel	N	ADJ
caldeiro	eimer	caldeiro	eimer	N	
paulo	paulo	paulo	paulo	PROPN	PROPN;NOM;MASC;SG
atopaba	war	atopar	sein	V	V;IND;SG;3;PST;FIN
atopaba	wurde	atopar	werden	V	V;IND;SG;3;PST;FIN;PASS
delincuencia	kriminalität	delincuencia	kriminalität	N	ADJ
delincuencia	verbrechen	delincuencia	verbrechen	N	V;NFIN
delincuencia	straftat	delincuencia	strafta	N	PROPN
capa	tarnung	capa	tarnung	N	ADJ
capa	mantel	capa	mantel	N	
permitirei	will	permitir	wollen	V	V;IND;SG;3;PRS;FIN
permitirei	werden	permitir	werden	V	V;NFIN;PASS
permitirei	wird	permitir	werden	V	V;IND;SG;3;PRS;FIN;PASS
permitirei	wille	permitir	willen	V	
permitirei	werde	permitir	werden	V	V;SBJV;SG;3;PRS;FIN
permitirei	not	permitir	not	V	PROPN;SG
permitirei	nicht	permitir	nicht	V	PART;NEG
permitirei	kein	permitir	kein	V	PRO;NOM;INDF;MASC;SG;NEG
permitirei	let	permitir	let	V	PROPN
permitirei	won	permitir	won	V	
permitirei	gewonnene	permitir	gewonnen	V	ADJ;NOM;FEM;SG
permitirei	ihr	permitir	ihr	V	PRO;NOM;MASC;SG
permitirei	ihre	permitir	ihr	V	DET;NOM;FEM;SG
iii	ill	iii	ill	PROPN	
iii	iii	iii	iii	PROPN	PROPN
levareite	nehmen	levareite	nehmen	PROPN	V;NFIN
levareite	übernehmen	levareite	übernehmen	PROPN	V;NFIN
levareite	nimm	levareite	nehmen	PROPN	V;IND;SG;2;PRS;FIN
levareite	nehme	levareite	nehmen	PROPN	V;IND;SG;3;PRS;FIN
levareite	ihr	levareite	ihr	PROPN	PRO;NOM;MASC;SG
levareite	dich	levareite	du	PROPN	
levareite	du	levareite	du	PROPN	PRO;NOM;SG;2
levareite	dir	levareite	dur	PROPN	
levareite	sie	levareite	sie	PROPN	PRO;NOM;FEM;SG;3
prométocho	versprochen	prométocho	versprechen	N	V;V.PTCP
prométocho	verheißung	prométocho	verheißung	N	
prométocho	versprechen	prométocho	versprechen	N	V;NFIN
prométocho	ihr	prométocho	ihr	N	PRO;NOM;MASC;SG
prométocho	dich	prométocho	du	N	
prométocho	du	prométocho	du	N	PRO;NOM;SG;2
prométocho	dir	prométocho	dur	N	
prométocho	sie	prométocho	sie	N	PRO;NOM;FEM;SG;3
virei	come	virei	come	V	PROPN
choras	sind	chora	sein	N	V;IND;PL;3;PRS;FIN
choras	ihr	chora	ihr	N	PRO;NOM;MASC;SG
choras	dich	chora	du	N	
choras	du	chora	du	N	PRO;NOM;SG;2
choras	dir	chora	dur	N	
choras	sie	chora	sie	N	PRO;NOM;FEM;SG;3
choras	heulen	chora	heulen	N	V;NFIN
choras	tränen	chora	trän	N	V;NFIN
choras	weint	chora	weinen	N	V;IND;SG;3;PRS;FIN
choras	weinen	chora	wein	N	V;NFIN
choras	heulen	chora	heulen	N	V;NFIN
choras	weint	chora	weinen	N	V;IND;SG;3;PRS;FIN
choras	weinen	chora	wein	N	V;NFIN
choras	weine	chora	wein	N	
pagalo	bezahlung	pagalo	Bezahlung	PROPN	N;SG
pagalo	zahlen	pagalo	zahlen	PROPN	V;NFIN
pagalo	bezahlen	pagalo	bezahlen	PROPN	V;NFIN
pagalo	pay	pagalo	pay	PROPN	PROPN;NOM;SG
pagalo	für	pagalo	für	PROPN	ADP
municipal	stadtverwaltung	municipal	stadtverwaltung	ADJ	PROPN
peste	plage	peste	plage	PROPN	PROPN;NOM;SG
peste	seuche	peste	seuch	PROPN	
peste	pest	peste	pest	PROPN	
peste	seuchen	peste	seuchen	PROPN	N;NOM;PL
peste	plage	peste	plage	PROPN	PROPN;NOM;SG
peste	schädlinge	peste	schädling	PROPN	N;NOM;FEM;PL
peste	pest	peste	pest	PROPN	
estrañas	strange	estraña	strangen	ADJ	
representantes	repräsentanten	representante	repräsentant	N	V;PL;FIN
representantes	vertreter	representante	vertreter	N	ADJ
representantes	delegierte	representante	delegieren	N	V;IND;SG;3;PST;FIN
representantes	delegierten	representante	delegiert	N	V;IND;PL;3;PST;FIN
envexa	neidisch	envexa	neidisch	N	ADJ
envexa	neid	envexa	neid	N	
vente	komme	vente	kommen	PROPN	V;IND;SG;3;PRS;FIN
vente	come	vente	come	PROPN	PROPN
vente	kommt	vente	kommen	PROPN	V;IND;SG;3;PRS;FIN
vente	komm	vente	komm	PROPN	V;IND;SG;2;PRS;FIN
vente	kommen	vente	kommen	PROPN	V;NFIN
mel	flitterwochen	mel	flitterwochen	N	V;NFIN
mel	hochzeitsreise	mel	hochzeitsreise	N	ADJ
mel	liebling	mel	liebling	N	ADJ
mel	honig	mel	honig	N	
mel	schatz	mel	schatz	N	
mel	schätzchen	mel	schätzchen	N	
cuartel	hauptsitz	cuartel	hauptsitz	N	V;V.PTCP
cuartel	zentrale	cuartel	zentral	N	ADJ;NOM;FEM;PL
cuartel	hauptquartier	cuartel	hauptquartier	N	
cuartel	firmensitz	cuartel	firmensitz	N	ADV
cuartel	baracke	cuartel	barack	N	ADJ;NOM;SG
cuartel	kaserne	cuartel	kasern	N	;NOM
calmo	beruhigen	calmo	beruhigen	N	V;NFIN
calmo	ruhe	calmo	ruhe	N	
calmo	ruhigen	calmo	ruhig	N	ADJ
calmo	ruhig	calmo	ruhig	N	ADJ
calmo	ruhiger	calmo	ruhig	N	ADJ
afecto	gern	afecto	gern	N	
afecto	fond	afecto	fond	N	
afecto	zuneigung	afecto	zuneigung	N	
mineiros	bergleute	mineiro	bergleut	N	
mineiros	bergarbeiter	mineiro	bergarbeiter	N	ADJ
coide	schau	coidar	schau	V	;SG
coide	guck	coidar	guck	V	;SG
coide	betreuung	coidar	betreuung	V	N;SG
coide	pflege	coidar	pfleg	V	
coide	care	coidar	care	V	PROPN;NOM;SG
culler	löffel	culler	löffel	N	
disparan	schieß	disparar	scheißen	V	;SG
disparan	feuer	disparar	feuer	V	
disparan	brandschutz	disparar	brandschutz	V	ADJ
disparan	fire	disparar	fein	V	
disparan	feuerwehr	disparar	feuerwehr	V	ADJ
disparan	brände	disparar	brinden	V	N;NOM;PL
fianza	kaution	fianza	kaution	N	ADJ
mantas	decke	manto	decken	N	
mantas	decken	manto	decken	N	V;NFIN
entendiches	verstehen	entendiches	verstehen	N	V;NFIN
entendiches	verstehe	entendiches	verstehen	N	V;IND;SG;3;PRS;FIN
entendiches	begreifen	entendiches	begreifen	N	V;NFIN
entendiches	verstanden	entendiches	verstehen	N	V;V.PTCP
entendiches	got	entendiches	got	N	PROPN
entendiches	habe	entendiches	haben	N	V;SBJV;SG;3;PRS;FIN
entendiches	hab	entendiches	haben	N	V;IND;SG;3;PRS;FIN
pálida	bleichen	pálida	bleich	ADJ	V;NFIN
continúe	weiter	continuír	weiter	V	ADV
fresca	frischer	frescar	frisch	N	ADJ
fresca	frische	frescar	frisch	N	ADJ;NOM;FEM;PL
fresca	fresh	frescar	fresh	N	PROPN
fresca	frischen	frescar	frisch	N	ADJ
fresca	frisch	frescar	frisch	N	ADJ
fresca	coole	frescar	coole	N	ADJ;NOM;FEM;PL
fresca	kühlen	frescar	kühlen	N	V;NFIN
fresca	geil	frescar	geil	N	ADJ
fresca	kühl	frescar	kühl	N	ADJ
fresca	cool	frescar	cool	N	ADJ
alice	alice	alice	alice	PROPN	
volverás	ihr	volver	ihr	V	PRO;NOM;MASC;SG
volverás	dich	volver	du	V	
volverás	du	volver	du	V	PRO;NOM;SG;2
volverás	dir	volver	dur	V	
volverás	sie	volver	sie	V	PRO;NOM;FEM;SG;3
volverás	wieder	volver	wieder	V	ADV
volverás	nochmal	volver	nochmal	V	
volverás	erneut	volver	erneut	V	ADJ
las	die	la	der	N	DET;NOM;DEF;FEM;SG
las	der	la	der	N	DET;NOM;DEF;MASC;SG
las	dem	la	der	N	PRO;DAT;NEUT;SG
las	den	la	der	N	DET;ACC;DEF;MASC;SG
las	das	la	der	N	PRO;NOM;NEUT;SG
honrado	geehrte	honrar	geehrt	V	ADJ
honrado	wohlwollend	honrar	wohlwollend	V	ADJ
honrado	ehrlich	honrar	ehrlich	V	ADJ
honrado	ehrliche	honrar	ehrlich	V	ADJ;NOM;FEM;PL
honrado	aufrichtig	honrar	aufrichtig	V	ADJ
honrado	ehrlichen	honrar	ehrlich	V	ADJ;ACC;MASC;SG
braun	braun	braun	braun	PROPN	ADJ
serpe	schlange	serpe	schlange	N	ADJ;NOM
serpe	schlange	serpe	schlange	N	ADJ;NOM
serpe	snake	serpe	snak	N	PROPN;SG
valen	sind	valar	sein	V	V;IND;PL;3;PRS;FIN
valen	worth	valar	worth	V	PROPN
valen	wert	valar	wert	V	ADJ
proletarios	proletariats	proletario	proletariats	N	ADV
proletarios	proletarier	proletario	proletarier	N	PROPN
strand	teilbereich	strand	teilbereich	PROPN	ADJ
strand	strand	strand	strand	PROPN	ADJ
strand	strang	strand	strang	PROPN	
garrett	garrett	garrett	garrett	PROPN	PROPN;SG
víchelo	säge	víchelo	sägen	PROPN	
víchelo	gesehen	víchelo	sehen	PROPN	V;V.PTCP
víchelo	sah	víchelo	sehen	PROPN	V;IND;SG;3;PST;FIN
víchelo	sahen	víchelo	sehen	PROPN	V;IND;PL;3;PST;FIN
víchelo	er	víchelo	er	PROPN	PRO;NOM;MASC;SG;3
víchelo	ihn	víchelo	er	PROPN	PRO;ACC;MASC;SG;3
víchelo	ihm	víchelo	er	PROPN	PRO;DAT;MASC;SG;3
víchelo	ihr	víchelo	ihr	PROPN	PRO;NOM;MASC;SG
víchelo	dich	víchelo	du	PROPN	
víchelo	du	víchelo	du	PROPN	PRO;NOM;SG;2
víchelo	dir	víchelo	dur	PROPN	
víchelo	sie	víchelo	sie	PROPN	PRO;NOM;FEM;SG;3
walter	walther	walter	walth	PROPN	PROPN
walter	walter	walter	walter	PROPN	PROPN;NOM;MASC;SG
bebo	getränk	bebo	getränk	N	
bebo	trink	bebo	trenken	N	V;IND;SG;2;PRS;FIN
bebo	trinken	bebo	trinken	N	V;NFIN
bebo	trinkt	bebo	trinken	N	V;IND;SG;3;PRS;FIN
dicides	say	dicidir	seyen	V	PROPN
dicides	sag	dicidir	saugen	V	
dicides	ihr	dicidir	ihr	V	PRO;NOM;MASC;SG
dicides	dich	dicidir	du	V	
dicides	du	dicidir	du	V	PRO;NOM;SG;2
dicides	dir	dicidir	dur	V	
dicides	sie	dicidir	sie	V	PRO;NOM;FEM;SG;3
paras	ihr	para	ihr	N	PRO;NOM;MASC;SG
paras	dich	para	du	N	
paras	du	para	du	N	PRO;NOM;SG;2
paras	dir	para	dur	N	
paras	sie	para	sie	N	PRO;NOM;FEM;SG;3
paras	stopp	para	stopp	N	
paras	stop	para	stopen	N	PROPN
paras	anhalten	para	anhalten	N	V;NFIN
paras	stoppen	para	stoppen	N	V;NFIN
paras	aufhören	para	aufhören	N	V;NFIN
abundancia	fülle	abundancia	füllen	N	
abundancia	überfluss	abundancia	überflussen	N	
abundancia	reichtum	abundancia	reichtum	N	ADJ
pelota	ball	pelota	ball	N	PROPN
pelota	kugel	pelota	kugeln	N	
pelota	bälle	pelota	bäll	N	ADJ
chamaches	ihr	chamaches	ihr	N	PRO;NOM;MASC;SG
chamaches	dich	chamaches	du	N	
chamaches	du	chamaches	du	N	PRO;NOM;SG;2
chamaches	dir	chamaches	dur	N	
chamaches	sie	chamaches	sie	N	PRO;NOM;FEM;SG;3
chamaches	aufgerufen	chamaches	aufrufen	N	V;V.PTCP
chamaches	angerufen	chamaches	anrufen	N	V;V.PTCP
chamaches	rief	chamaches	rufen	N	V;IND;SG;3;PST;FIN
chamaches	genannt	chamaches	nennen	N	V;V.PTCP
chamaches	gerufen	chamaches	rufen	N	V;V.PTCP
cheminea	kamin	chemineo	kamin	N	
cheminea	schornstein	chemineo	schornstein	N	
peggy	peggy	peggy	peggy	PROPN	PROPN;NOM;SG
semellas	ihr	semella	ihr	N	PRO;NOM;MASC;SG
semellas	dich	semella	du	N	
semellas	du	semella	du	N	PRO;NOM;SG;2
semellas	dir	semella	dur	N	
semellas	sie	semella	sie	N	PRO;NOM;FEM;SG;3
semellas	schau	semella	schau	N	;SG
semellas	schauen	semella	schauen	N	V;NFIN
semellas	guck	semella	guck	N	;SG
semellas	schaut	semella	schauen	N	V;IND;SG;3;PRS;FIN
estragar	ruine	estragar	ruin	V	N;NOM;SG
