que	той	que	той	PRO;MASC;SG	DET;NOM;MASC;SG
rota	роти	rota	рот	N;FEM;SG	N;INAN;NOM;FEM;PL
microsoft	microsoft	microsoft	microsoft	N;MASC;SG	
sun	нд	sun	нд	N;MASC;SG	
sun	sun	sun	sun	N;MASC;SG	
pensar	роздуми	pensar	роздум	V;NFIN	N;INAN;NOM;MASC;PL
pensar	мислення	pensar	мислення	V;NFIN	N;INAN;NOM;NEUT;SG
pensar	think	pensar	think	V;NFIN	
revelou	названо	revelar	назвати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
foco	focus	foco	focus	N;MASC;SG	
sucessos	hits	sucesso	hits	N;MASC;PL	
sucessos	успіх	sucesso	успіх	N;MASC;PL	N;INAN;NOM;MASC;SG
warner	warner	warner	warner	N;FEM;SG	
auxiliar	допоміжний	auxiliar	допоміжний	V;NFIN	ADJ;NOM;MASC;SG
auxiliar	помічник	auxiliar	помічник	V;NFIN	N;ANIM;NOM;MASC;SG
estudante	студентська	estudante	студентський	N;MASC;SG	ADJ;NOM;FEM;SG
amizade	дружби	amizade	дружба	N;FEM;SG	N;INAN;NOM;FEM;PL
amiga	amiga	amiga	amiga	N;FEM;SG	
mostrando	показ	mostrar	показ	V;V.MSDR	N;INAN;NOM;MASC;SG
descendência	offspring	descendência	offspring	N;FEM;SG	
peixes	риба	peixe	риба	N;MASC;PL	N;ANIM;NOM;FEM;SG
peixes	рибу	peixe	риба	N;MASC;PL	N;ANIM;ACC;FEM;SG
peixes	рибка	peixe	рибка	N;MASC;PL	N;ANIM;NOM;FEM;SG
cláudio	клавдій	cláudio	клавда	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cláudio	клаудіо	cláudio	клаудіо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
goethe	гете	goethe	гете	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
médicos	медичних	médico	медичний	N;MASC;PL	ADJ;GEN;PL
médicos	медичний	médico	медичний	N;MASC;PL	ADJ;NOM;MASC;SG
médicos	medical	médico	medical	N;MASC;PL	
médicos	медична	médico	медичний	N;MASC;PL	ADJ;NOM;FEM;SG
médicos	медичні	médico	медичний	N;MASC;PL	ADJ;NOM;PL
sanderson	сандерсон	sanderson	сандерсон	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
modalidade	mode	modalidade	mode	N;FEM;SG	
muda	звук	mudar	звук	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
muda	німі	mudar	німі	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
ferroviária	залізнична	ferroviário	залізничний	N;FEM;SG	ADJ;NOM;FEM;SG
terror	жахи	terror	жах	N;MASC;SG	N;INAN;NOM;MASC;PL
cri	cri	cri	cri	N;MASC;SG	
durou	тривала	durar	тривалий	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG
durou	тривали	durar	тривати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
eleitos	обраний	eleger	обраний	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
eleitos	обрання	eleger	обрання	V;MASC;PL;V.PTCP	N;INAN;NOM;NEUT;SG
jimmy	джимі	jimmy	джим	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jimmy	джиммі	jimmy	джимма	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
religiosas	релігійна	religioso	релігійний	ADJ;FEM;PL	ADJ;NOM;FEM;SG
bad	bad	bad	bad	N;MASC;SG	
bad	погана	bad	поганий	N;MASC;SG	ADJ;NOM;FEM;SG
bad	погано	bad	погано	N;MASC;SG	ADV
bad	погане	bad	поганий	N;MASC;SG	ADJ;NOM;NEUT;SG
net	нетто	net	нетто	N;FEM;SG	
net	net	net	net	N;FEM;SG	
ocorrer	призначене	ocorrer	призначений	V;NFIN	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
clark	кларк	clark	кларка	N;MASC;SG	
conquistar	підкорення	conquistar	підкорення	V;NFIN	N;INAN;NOM;NEUT;SG
experiências	враження	experiência	враження	N;FEM;PL	N;INAN;NOM;NEUT;SG
experiências	експеримент	experiência	експеримент	N;FEM;PL	N;INAN;NOM;MASC;SG
privada	приватні	privado	приватний	ADJ;FEM;SG	ADJ;NOM;PL
moeda	валюти	moeda	валюти	N;FEM;SG	N;INAN;NOM;FEM;PL
visconde	віконт	visconder	віконт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
visconde	віконт	visconder	віконт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rose	роуз	rose	роуз	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
rose	роза	rose	роза	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
rose	розі	rose	роз	N;FEM;SG	
dependendo	залежно	depender	залежно	V;V.MSDR	ADV
cavaleiros	лицар	cavaleiro	лицар	N;MASC;PL	N;ANIM;NOM;MASC;SG
envolvendo	участю	envolver	участь	V;V.MSDR	N;INAN;INS;FEM;SG
posteriores	задня	posterior	задній	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
crescente	росте	crescente	рости	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
crescente	нарощування	crescente	нарощування	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
crescente	зростати	crescente	зростати	ADJ;MASC;SG	V;IPFV;NFIN
crescente	збільшення	crescente	збільшення	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
crescente	півмісяць	crescente	півмісяць	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
atitude	attitude	atitude	attitude	N;FEM;SG	
feliz	щасливі	feliz	щасливий	ADJ;MASC;SG	ADJ;NOM;PL
síria	сирії	sírio	сирія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
síria	сирійська	sírio	сирійський	N;FEM;SG	ADJ;NOM;FEM;SG
síria	сирійський	sírio	сирійський	N;FEM;SG	ADJ;NOM;MASC;SG
roupas	одяг	roupa	одяг	N;FEM;PL	N;INAN;NOM;MASC;SG
roupas	одяг	roupa	одяг	N;FEM;PL	N;INAN;NOM;MASC;SG
primavera	весняна	primavera	весняний	N;FEM;SG	ADJ;NOM;FEM;SG
primavera	весняний	primavera	весняний	N;FEM;SG	ADJ;NOM;MASC;SG
primavera	весняні	primavera	весняний	N;FEM;SG	ADJ;NOM;PL
básica	базові	básico	базовий	N;FEM;SG	ADJ;NOM;PL
básica	базове	básico	базовий	N;FEM;SG	ADJ;NOM;NEUT;SG
básica	основні	básico	основний	N;FEM;SG	ADJ;NOM;PL
básica	базовий	básico	базовий	N;FEM;SG	ADJ;NOM;MASC;SG
básica	основний	básico	основний	N;FEM;SG	ADJ;NOM;MASC;SG
vitor	віктор	vitor	віктор	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dave	дейв	daver	дейти	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
xii	xii	xii	xii	N;MASC;SG	
azevedo	азеведу	azevedo	азеведа	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
democrática	демократичні	democrático	демократичний	N;FEM;SG	ADJ;NOM;PL
democrática	демократичний	democrático	демократичний	N;FEM;SG	ADJ;NOM;MASC;SG
democrática	демократична	democrático	демократичний	N;FEM;SG	ADJ;NOM;FEM;SG
dúvidas	сумнів	dúvida	сумнів	N;FEM;PL	N;INAN;ACC;MASC;SG
dúvidas	сумніваюся	dúvida	сумніватися	N;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN
dúvidas	сумніватися	dúvida	сумніватися	N;FEM;PL	V;IPFV;NFIN
spam	спам	spam	спам	N;MASC;SG	
decisões	рішення	decisão	рішення	N;FEM;PL	N;INAN;NOM;NEUT;SG
juntou	приєдналися	juntar	приєднатися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
juntou	приєднується	juntar	приєднуватися	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
charlie	чарлі	charlie	чарлі	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
marvel	marvel	marvel	marvel	N;MASC;SG	
definir	комплект	definir	комплект	V;NFIN	N;INAN;NOM;MASC;SG
definir	набір	definir	набір	V;NFIN	N;INAN;NOM;MASC;SG
definir	множина	definir	множина	V;NFIN	N;INAN;NOM;FEM;SG
ocorrem	призначене	ocorrer	призначений	V;IND;PL;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
jogando	програвання	jogar	програвання	V;V.MSDR	N;INAN;NOM;NEUT;SG
jogando	відтворення	jogar	відтворення	V;V.MSDR	N;INAN;NOM;NEUT;SG
equador	еквадор	equador	еквадор	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
olímpica	олімпіади	olímpico	олімпіада	N;FEM;SG	N;INAN;NOM;FEM;PL
olímpica	олімпійська	olímpico	олімпійський	N;FEM;SG	ADJ;NOM;FEM;SG
olímpica	олімпійський	olímpico	олімпійський	N;FEM;SG	ADJ;NOM;MASC;SG
olímpica	олімпійські	olímpico	олімпійський	N;FEM;SG	ADJ;NOM;PL
network	network	network	network	N;MASC;SG	
network	мережі	network	мережа	N;MASC;SG	N;INAN;NOM;FEM;PL
network	мережеві	network	мережевий	N;MASC;SG	ADJ;NOM;PL
subsp	subsp	subsp	subsp	N;MASC;SG	
contemporânea	сучасна	contemporâneo	сучасний	N;FEM;SG	ADJ;NOM;FEM;SG
contemporânea	contemporary	contemporâneo	contemporary	N;FEM;SG	
contemporânea	сучасне	contemporâneo	сучасне	N;FEM;SG	ADJ;NOM;NEUT;SG
técnicos	технічні	técnico	технічний	N;MASC;PL	ADJ;NOM;PL
técnicos	технічна	técnico	технічний	N;MASC;PL	ADJ;NOM;FEM;SG
técnicos	технічний	técnico	технічний	N;MASC;PL	ADJ;NOM;MASC;SG
page	сторінки	pagar	сторінка	N;MASC;SG	N;INAN;NOM;FEM;PL
page	пейдж	pagar	пейдж	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
miller	міллер	miller	міллер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
libertadores	лібертадорес	libertador	лібертадорес	N;MASC;PL	N;INAN;NOM;MASC;SG
teorias	теорія	teoria	теорія	N;FEM;PL	N;INAN;NOM;FEM;SG
julgamento	причому	julgamento	причому	N;MASC;SG	ADV
julgamento	судять	julgamento	судити	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
games	ігор	game	гра	N;MASC;PL	PROPN;ANIM;NOM;FEM;SG
games	games	game	games	N;MASC;PL	
sessão	сесії	sessão	сесія	N;FEM;SG	N;INAN;NOM;FEM;PL
toronto	торонто	toronto	торонто	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
assis	ассізі	assi	ассіз	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
cristão	християни	cristão	християнин	N;MASC;SG	N;ANIM;NOM;MASC;PL
cristão	християнський	cristão	християнський	N;MASC;SG	ADJ;NOM;MASC;SG
cristão	християнська	cristão	християнський	N;MASC;SG	ADJ;NOM;FEM;SG
mantendo	супровід	manter	супровід	V;V.MSDR	N;INAN;NOM;MASC;SG
falando	speaking	falar	speaking	V;V.MSDR	
heróis	heroes	herói	heroes	N;MASC;PL	
onze	onze	onze	onze	NUM	
off	off	off	off	N;MASC;SG	
off	вимкнено	off	вимкнути	N;MASC;SG	V;PFV;IND;0;FIN
estratégia	стратегії	estratégia	стратегія	N;FEM;SG	N;INAN;NOM;FEM;PL
aceitar	згодна	aceitar	згодна	V;NFIN	ADJ;NOM;FEM;SG
aceitar	прийняттям	aceitar	прийняття	V;NFIN	N;INAN;INS;NEUT;SG
britânicos	британська	britânico	британський	N;MASC;PL	ADJ;NOM;FEM;SG
britânicos	британські	britânico	британський	N;MASC;PL	ADJ;NOM;PL
britânicos	british	britânico	british	N;MASC;PL	
britânicos	англієць	britânico	англієць	N;MASC;PL	N;ANIM;NOM;MASC;SG
kong	конг	kong	конг	N;MASC;SG	
idéia	idea	idéia	idea	N;FEM;SG	
eletrônica	електронне	eletrônico	електронний	N;FEM;SG	ADJ;NOM;NEUT;SG
eletrônica	електронні	eletrônico	електронний	N;FEM;SG	ADJ;NOM;PL
eletrônica	електронна	eletrônico	електронний	N;FEM;SG	ADJ;NOM;FEM;SG
eletrônica	електронний	eletrônico	електронний	N;FEM;SG	ADJ;NOM;MASC;SG
fortemente	сильній	fortemente	сильний	ADV	ADJ;DAT;FEM;SG
light	світле	light	світлий	N;MASC;SG	ADJ;NOM;NEUT;SG
light	light	light	light	N;MASC;SG	
light	світлий	light	світлий	N;MASC;SG	ADJ;NOM;MASC;SG
religiosos	релігійна	religioso	релігійний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
morrer	die	morrer	die	V;NFIN	
viagens	подорожуючи	viagem	подорожувати	N;FEM;PL	V;IPFV;PRS;V.CVB
viagens	подорож	viagem	подорож	N;FEM;PL	N;INAN;NOM;FEM;SG
viagens	подорожувати	viagem	подорожувати	N;FEM;PL	V;IPFV;NFIN
journal	journal	journal	journal	N;MASC;SG	
subtropicais	субтропічний	subtropical	субтропічний	N;MASC;PL	ADJ;NOM;MASC;SG
negros	чорних	negro	чорний	N;MASC;PL	ADJ;GEN;PL
máquinas	техніка	máquina	техніка	N;FEM;PL	N;INAN;NOM;FEM;SG
poderoso	міць	poderoso	міць	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
poderoso	могутні	poderoso	могутній	ADJ;MASC;SG	ADJ;NOM;PL
poderoso	потужно	poderoso	потужно	ADJ;MASC;SG	ADV
vidas	живе	vida	жити	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
associados	колегам	associado	колега	V;MASC;PL;V.PTCP	N;ANIM;DAT;MASC;PL
associados	спільників	associado	спільник	V;MASC;PL;V.PTCP	N;ANIM;ACC;MASC;PL
geórgia	грузія	geórgia	грузія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
geórgia	грузії	geórgia	грузія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
geórgia	грузію	geórgia	грузія	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
quente	гаряча	quente	гарячий	N;MASC;SG	ADJ;NOM;FEM;SG
quente	hot	quente	hot	N;MASC;SG	
quente	гарячий	quente	гарячий	N;MASC;SG	ADJ;NOM;MASC;SG
quente	гаряче	quente	гаряче	N;MASC;SG	ADJ;NOM;NEUT;SG
quente	гарячі	quente	гарячий	N;MASC;SG	ADJ;NOM;PL
quente	теплі	quente	теплий	N;MASC;SG	ADJ;NOM;PL
danos	сутичка	dano	сутичка	N;MASC;PL	N;INAN;NOM;FEM;SG
danos	ламати	dano	ламати	N;MASC;PL	V;IPFV;NFIN
danos	пошкодження	dano	пошкодження	N;MASC;PL	N;INAN;NOM;NEUT;SG
ampla	широкі	ampla	широкий	ADJ;FEM;SG	ADJ;NOM;PL
sony	sony	sony	sony	N;MASC;SG	
michel	мішель	michel	мішель	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
junior	джуніор	junior	джуніор	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
junior	дитячий	junior	дитячий	N;MASC;SG	ADJ;NOM;MASC;SG
junior	junior	junior	junior	N;MASC;SG	
argumentação	аргументи	argumentação	аргумент	N;FEM;SG	N;INAN;NOM;MASC;PL
argumentação	аргументів	argumentação	аргумент	N;FEM;SG	N;INAN;GEN;MASC;PL
ibge	ibge	ibgir	ibge	N;MASC;SG	
matt	мет	matt	мет	N;MASC;SG	
matt	метт	matt	метт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
procurar	пошук	procurar	пошук	V;NFIN	N;INAN;NOM;MASC;SG
procurar	лінійку	procurar	лінійка	V;NFIN	N;INAN;ACC;FEM;SG
agrícola	аграрний	agrícola	аграрний	N;MASC;SG	ADJ;NOM;MASC;SG
torcida	twisted	torcida	twisted	N;FEM;SG	
justificativa	порадившись	justificativa	порадитися	N;FEM;SG	V;PFV;PST;V.CVB
correto	виправте	correto	виправати	ADJ;MASC;SG	V;PFV;IMP;SG;2;FIN
correto	виправити	correto	виправити	ADJ;MASC;SG	V;PFV;NFIN
nossos	наше	nosso	наш	DET;MASC;PL	DET;NOM;NEUT;SG;1
nossos	наша	nosso	наш	DET;MASC;PL	DET;NOM;FEM;SG;1
nossos	наш	nosso	наш	DET;MASC;PL	DET;NOM;MASC;SG;1
maurício	маврикію	maurício	маврикія	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
maurício	моріс	maurício	моріс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bbc	bbc	bbc	bbc	N;FEM;SG	
teologia	теології	teologia	теологія	N;FEM;SG	N;INAN;NOM;FEM;PL
project	project	project	project	N;MASC;SG	
howard	говард	howard	говард	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
explicar	пояснення	explicar	пояснення	V;NFIN	N;INAN;NOM;NEUT;SG
explicar	пояснення	explicar	пояснення	V;NFIN	N;INAN;NOM;NEUT;SG
certas	певних	certo	певний	PRO;FEM;PL	ADJ;GEN;PL
certas	певні	certo	певний	PRO;FEM;PL	ADJ;NOM;PL
certas	конкретний	certo	конкретний	PRO;FEM;PL	ADJ;NOM;MASC;SG
certas	певна	certo	певний	PRO;FEM;PL	ADJ;NOM;FEM;SG
system	системи	syetir	система	N;MASC;SG	N;INAN;NOM;FEM;PL
system	системний	syetir	системний	N;MASC;SG	ADJ;NOM;MASC;SG
system	системне	syetir	системний	N;MASC;SG	ADJ;NOM;NEUT;SG
system	системна	syetir	системний	N;MASC;SG	ADJ;NOM;FEM;SG
macau	макао	macar	макао	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
macau	макао	macar	макао	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
endémica	endemic	endémico	endemic	ADJ;FEM;SG	
indicada	вказали	indicar	вказати	V;FEM;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
foz	фос	foz	фос	N;FEM;SG	
abc	abc	abc	abc	N;MASC;SG	
menina	міс	menina	мости	N;FEM;SG	
relacionado	схожі	relacionar	схожий	V;MASC;SG;V.PTCP	ADJ;NOM;PL
apresentador	ведучий	apresentador	ведучий	N;MASC;SG	ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
apresentador	ведуча	apresentador	ведучий	N;MASC;SG	ADJ;NOM;FEM;SG
sueco	шведська	sueco	шведський	N;MASC;SG	ADJ;NOM;FEM;SG
republicano	республіканська	republicano	республікліканий	N;MASC;SG	ADJ;NOM;FEM;SG
ryan	раян	ryan	раян	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jaime	джеймс	jaime	джеймс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jaime	хайме	jaime	хайме	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
recebendo	отримання	receber	отримання	V;V.MSDR	N;INAN;NOM;NEUT;SG
recebendo	отримання	receber	отримання	V;V.MSDR	N;INAN;NOM;NEUT;SG
recebendo	розм	receber	розм	V;V.MSDR	
definida	визначений	definir	визначений	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
definida	визначена	definir	визначений	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
definida	визначені	definir	визначений	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
correspondente	кореспондент	correspondente	кореспондент	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
aparente	видимі	aparente	видим	ADJ;MASC;SG	ADJ;NOM;PL
more	більше	more	більше	N;MASC;SG	ADV;CMPR
compostos	сполуки	compor	сполук	V;MASC;PL;V.PTCP	N;INAN;NOM;MASC;PL
aventuras	пригодницький	aventura	пригодницький	N;FEM;PL	ADJ;NOM;MASC;SG
aventuras	adventure	aventura	adventure	N;FEM;PL	
aventuras	пригода	aventura	пригода	N;FEM;PL	N;INAN;NOM;FEM;SG
cristina	крістін	cristina	крістін	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
sofia	софі	sofiar	софі	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
sofia	софійська	sofiar	софійський	N;FEM;SG	ADJ;NOM;FEM;SG
moura	мавританський	mouro	мавританський	N;FEM;SG	ADJ;NOM;MASC;SG
inúmeros	безліч	inúmero	безліч	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
absoluta	абсолютна	absoluto	абсолютний	N;FEM;SG	ADJ;NOM;FEM;SG
absoluta	абсолютний	absoluto	абсолютний	N;FEM;SG	ADJ;NOM;MASC;SG
absoluta	абсолютне	absoluto	абсолютний	N;FEM;SG	ADJ;NOM;NEUT;SG
pau	пау	pau	пас	N;MASC;SG	
pau	дотримуються	pau	дотримуватися	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
indiana	індіана	indiana	індіаний	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
clássicos	класика	clássico	класика	N;MASC;PL	N;INAN;NOM;FEM;SG
clássicos	класику	clássico	класика	N;MASC;PL	N;INAN;ACC;FEM;SG
clássicos	класична	clássico	класичний	N;MASC;PL	ADJ;NOM;FEM;SG
clássicos	класична	clássico	класичний	N;MASC;PL	ADJ;NOM;FEM;SG
clássicos	класичні	clássico	класичний	N;MASC;PL	ADJ;NOM;PL
clássicos	класичний	clássico	класичний	N;MASC;PL	ADJ;NOM;MASC;SG
clássicos	класика	clássico	класика	N;MASC;PL	N;INAN;NOM;FEM;SG
clássicos	класичне	clássico	класичний	N;MASC;PL	ADJ;NOM;NEUT;SG
ips	ips	ips	ips	N;FEM;SG	
adultos	дорослі	adulto	дорослий	N;MASC;PL	ADJ;NOM;PL
adultos	дорослих	adulto	дорослий	N;MASC;PL	ADJ;ACC;PL
adultos	доросла	adulto	дорости	N;MASC;PL	ADJ;NOM;FEM;SG
adultos	дорослі	adulto	дорослий	N;MASC;PL	ADJ;NOM;PL
adultos	доросле	adulto	дорослий	N;MASC;PL	ADJ;NOM;NEUT;SG
adultos	дорослий	adulto	дорослий	N;MASC;PL	ADJ;NOM;MASC;SG
entidades	сутність	entidade	сутність	N;FEM;PL	N;INAN;NOM;FEM;SG
jane	джейн	jane	джейн	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
ritmo	пейс	ritmo	пейс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
estilos	стилі	estilo	стиль	N;MASC;PL	N;INAN;NOM;MASC;SG
atacar	наступ	atacar	наступ	V;NFIN	N;INAN;NOM;MASC;SG
atacar	напад	atacar	напад	V;NFIN	N;INAN;NOM;MASC;SG
atacar	атака	atacar	атакий	V;NFIN	N;INAN;NOM;FEM;SG
atacar	атаки	atacar	атаки	V;NFIN	N;INAN;NOM;FEM;PL
atacar	агресію	atacar	агресія	V;NFIN	N;INAN;ACC;FEM;SG
controlar	керування	controlar	керування	V;NFIN	N;INAN;NOM;NEUT;SG
gigante	giant	gigante	giant	N;MASC;SG	
gigante	велетенська	gigante	велетенський	N;MASC;SG	ADJ;NOM;FEM;SG
munique	мюнхен	munique	мюнхен	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
vírus	віруси	vírus	вірус	N;MASC;SG	N;INAN;NOM;MASC;PL
ganha	перемог	ganhar	перемогти	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
ganha	посіла	ganhar	посіти	V;IND;SG;3;PRS;FIN	V;PFV;FEM;IND;SG;PST;FIN
ganha	виграє	ganhar	виграти	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
raízes	root	raíz	root	N;FEM;PL	
raízes	корінь	raíz	корінь	N;FEM;PL	N;INAN;NOM;MASC;SG
raízes	коріння	raíz	коріння	N;FEM;PL	N;INAN;NOM;NEUT;SG
allen	аллен	allen	аллен	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
símbolos	символ	símbolo	символ	N;MASC;PL	N;INAN;NOM;MASC;SG
restante	залишилося	restante	залишитися	N;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
restante	залишилось	restante	залишитися	N;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
restante	лишилось	restante	лишитися	N;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
soul	soul	soul	soul	N;MASC;SG	
esquerdo	ліворуч	esquerdo	ліворуч	N;MASC;SG	ADV
esquerdo	лівий	esquerdo	лівий	N;MASC;SG	ADJ;NOM;MASC;SG
esquerdo	зліва	esquerdo	злів	N;MASC;SG	ADV
transformação	обробки	transformação	обробка	N;FEM;SG	N;INAN;NOM;FEM;PL
play	відтворити	play	відтворити	N;MASC;SG	V;PFV;NFIN
play	грати	play	грати	N;MASC;SG	V;IPFV;NFIN
play	програти	play	програти	N;MASC;SG	V;PFV;NFIN
xadrez	шахи	xadrez	шахи	N;MASC;SG	N;INAN;NOM
africano	африканська	africano	африканський	N;MASC;SG	ADJ;NOM;FEM;SG
africano	африканський	africano	африканський	N;MASC;SG	ADJ;NOM;MASC;SG
africano	африканські	africano	африканський	N;MASC;SG	ADJ;NOM;PL
africano	африканських	africano	африканський	N;MASC;SG	ADJ;ANIM;ACC;PL
médica	медичних	médico	медичний	N;FEM;SG	ADJ;GEN;PL
médica	медичний	médico	медичний	N;FEM;SG	ADJ;NOM;MASC;SG
médica	medical	médico	medical	N;FEM;SG	
médica	медична	médico	медичний	N;FEM;SG	ADJ;NOM;FEM;SG
médica	медичні	médico	медичний	N;FEM;SG	ADJ;NOM;PL
andar	прогулянка	andar	прогулянка	V;NFIN	N;INAN;NOM;FEM;SG
andar	прогулянки	andar	прогулянка	V;NFIN	N;INAN;NOM;FEM;PL
andar	підлога	andar	підлога	V;NFIN	N;INAN;NOM;FEM;SG
andar	поверх	andar	поверх	V;NFIN	ADV
andar	прогулянка	andar	прогулянка	V;NFIN	N;INAN;NOM;FEM;SG
óleo	олива	óleo	олива	N;MASC;SG	
levaram	взяв	levar	взяти	V;IND;PL;3;FIN	V;PFV;MASC;IND;SG;PST;FIN
levaram	забрала	levar	забрати	V;IND;PL;3;FIN	V;PFV;FEM;IND;SG;PST;FIN
levaram	забрав	levar	забрати	V;IND;PL;3;FIN	V;PFV;MASC;IND;SG;PST;FIN
matemático	математична	matemático	математичний	N;MASC;SG	ADJ;NOM;FEM;SG
matemático	математичних	matemático	математичний	N;MASC;SG	ADJ;GEN;PL
matemático	математичний	matemático	математичний	N;MASC;SG	ADJ;NOM;MASC;SG
matemático	математичні	matemático	математичний	N;MASC;SG	ADJ;NOM;PL
chinesa	китайською	chinês	китайський	N;FEM;SG	ADJ;INS;FEM;SG
chinesa	китайські	chinês	китайський	N;FEM;SG	ADJ;NOM;PL
chinesa	китайська	chinês	китайський	N;FEM;SG	ADJ;NOM;FEM;SG
chinesa	китайці	chinês	китайка	N;FEM;SG	N;ANIM;NOM;MASC;PL
chinesa	китайський	chinês	китайський	N;FEM;SG	ADJ;NOM;MASC;SG
nomeação	номінації	nomeação	номінація	N;FEM;SG	N;INAN;NOM;FEM;PL
fred	фред	fred	фред	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
especialista	експертні	especialista	експертний	N;MASC;SG	ADJ;NOM;PL
mac	mac	mac	mac	N;MASC;SG	
mac	мак	mac	мак	N;MASC;SG	
fachada	front	fachada	front	N;FEM;SG	
fachada	спереду	fachada	спереду	N;FEM;SG	ADV
fachada	передні	fachada	передній	N;FEM;SG	ADJ;NOM;PL
fachada	передній	fachada	передній	N;FEM;SG	ADJ;NOM;MASC;SG
fachada	façade	fachada	façade	N;FEM;SG	
capítulos	подається	capítulo	подаватися	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
romênia	румунії	romênia	румунія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
