periferia	покрайнините	periferia	покрайнина	N;FEM;SG	N;DEF;FEM;PL
giuridico	правно	giuridico	правен	ADJ;MASC;SG	ADV
giuridico	правни	giuridico	правен	ADJ;MASC;SG	ADJ;INDF;PL
giuridico	правен	giuridico	правя-(се)	ADJ;MASC;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
giuridico	законно	giuridico	законен	ADJ;MASC;SG	ADV
ambientali	екологичен	ambientale	екологичен	ADJ;PL	ADJ;INDF;MASC;SG
sentimento	чувствата	sentimento	чувство	N;MASC;SG	N;DEF;NEUT;PL
sentimento	чувства	sentimento	чувство	N;MASC;SG	N;INDF;NEUT;PL
sentimento	чуства	sentimento	чуствам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
positivi	позитивна	positivo	позитивен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
positivi	положителен	positivo	положителен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
positivi	положителна	positivo	положителен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
positivi	положително	positivo	положително	ADJ;MASC;PL	ADV
sopravvivere	оцеляване	sopravvivere	оцеляване	V;NFIN	N;INDF;NEUT;SG
cifre	цифра	cifra	цифра	N;FEM;PL	N;INDF;FEM;SG
mensile	месечно	mensile	месечно	ADJ;SG	ADV
mensile	месечни	mensile	месечен	ADJ;SG	ADJ;INDF;PL
inviare	изпращане	inviare	изпращане	V;NFIN	N;INDF;NEUT;SG
scarso	оскъдни	scarso	оскъден	ADJ;MASC;SG	ADJ;INDF;PL
giocata	играха	giocare	играя	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PST;FIN;ACT
stili	стайлс	stile	стайлс	N;MASC;PL	N;INDF;MASC;SG
par	пар	par	пар	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
fibre	влакно	fibra	влакно	N;FEM;PL	N;INDF;NEUT;SG
fibre	влакно	fibra	влакно	N;FEM;PL	N;INDF;NEUT;SG
espresse	изразена	esprimere	изразя-(се)	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
espresse	изразено	esprimere	изразя-(се)	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
espresse	изразен	esprimere	изразя-(се)	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ettari	хектара	ettaro	хектар	N;MASC;PL	N;DEF;MASC;SG
ettari	хектар	ettaro	хектар	N;MASC;PL	N;INDF;FEM;SG
aggiunti	добавена	aggiunto	добавя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
aggiunti	добавен	aggiunto	добавен	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
aggiunti	добавено	aggiunto	добавя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
españa	españa	espanare	españa	N;FEM;SG	ADJ
beck	бек	beck	бек	N;MASC;SG	PROPN;INDF;MASC;SG
veloci	бързо	veloce	бързо	ADJ;PL	ADV
veloci	бързо	veloce	бързо	ADJ;PL	ADV
veloci	бърз	veloce	бърз	ADJ;PL	ADJ;INDF;MASC;SG
xxx	xxx	xxx	xxx	NUM	N;INDF;MASC;SG
caduto	паднали	cadere	падна-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
leslie	лесли	leslia	лесля	N;FEM;SG	PROPN;INDF;MASC;SG
animato	анимирани	animare	анимирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
sorgenti	спрингс	sorgente	спрингс	N;FEM;PL	N;INDF;MASC;SG
clara	клара	clara	клар	N;FEM;SG	PROPN;INDF;FEM;SG
competenze	правоспособност	competenza	правоспособност	N;FEM;PL	N;INDF;FEM;SG
competenze	компетентност	competenza	компетентност	N;FEM;PL	N;INDF;FEM;SG
competenze	компетентност	competenza	компетентност	N;FEM;PL	N;INDF;FEM;SG
competenze	компетентността	competenza	компетентност	N;FEM;PL	N;DEF;FEM;SG
competenze	експертиза	competenza	експертиза	N;FEM;PL	N;INDF;FEM;SG
competenze	компетентност	competenza	компетентност	N;FEM;PL	N;INDF;FEM;SG
funzionario	официален	funzionario	официален	N;MASC;SG	ADJ;INDF;MASC;SG
funzionario	официално	funzionario	официално	N;MASC;SG	ADV
funzionario	официална	funzionario	официален	N;MASC;SG	ADJ;INDF;FEM;SG
sacri	свято	sacro	свят	ADJ;MASC;PL	N;INDF;NEUT;SG
sacri	свещено	sacro	свещено	ADJ;MASC;PL	ADV
sacri	свещена	sacro	свещен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
sacri	свещени	sacro	свещен	ADJ;MASC;PL	N;INDF;MASC;PL
sacri	свещен	sacro	свещен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
enzima	ензими	enzima	ензим	N;MASC;SG	N;INDF;MASC;PL
scelti	избрана	scegliere	избера	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
scelti	избрано	scegliere	избера	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
scelti	избран	scegliere	избера	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
disastro	бедствия	disastro	бедствие	N;MASC;SG	N;INDF;NEUT;PL
testimoni	свидетел	testimonio	свидетел	N;MASC;PL	N;INDF;MASC;SG
diffusi	дифузна	diffondere	дифузна	V;MASC;PL;PST;V.PTCP	N;INDF;FEM;SG
straordinario	необикновено	straordinario	необикновено	ADJ;MASC;SG	ADV
straordinario	извънредно	straordinario	извънредно	ADJ;MASC;SG	ADV
alimentari	бакалия	alimentare	бакал	N;MASC;PL	N;INDF;FEM;SG
qualifiche	допустими	qualifica	допустим	N;FEM;PL	ADJ;INDF;PL
qualifiche	квалификация	qualifica	квалификация	N;FEM;PL	N;INDF;FEM;SG
consecutivi	последователно	consecutivo	последователно	ADJ;MASC;PL	ADV
cresta	ридж	crestare	ридж	N;FEM;SG	PROPN;INDF;FEM;SG
solido	твърдо	solido	твърдо	ADJ;MASC;SG	ADV
straniera	чужди	straniero	чужд	N;FEM;SG	ADJ;INDF;PL
straniera	чуждестранни	straniero	чуждестранен	N;FEM;SG	ADJ;INDF;PL
straniera	чужд	straniero	чужд	N;FEM;SG	ADJ;INDF;MASC;SG
straniera	чужда	straniero	чужд	N;FEM;SG	ADJ;INDF;FEM;SG
apparente	видимо	apparente	видимо	ADJ;SG	ADV
owen	оуен	owen	оуен	PROPN	N;INDF;MASC;SG
kenneth	кенет	kenneth	кенет	N;MASC;SG	PROPN;INDF;MASC;SG
controllato	контролирани	controllare	контролирам	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
controllato	проверени	controllare	проверя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
architettonico	архитектурни	architettonico	архитектурен	ADJ;MASC;SG	ADJ;INDF;PL
short	кратко	short	кратко	N	ADV
short	къса	short	къс	N	ADJ;INDF;FEM;SG
short	кратка	short	кратък	N	ADJ;INDF;FEM;SG
short	късо	short	къс	N	ADV
short	кратък	short	кратък	N	ADJ;INDF;MASC;SG
oslo	осло	oslo	осло	N;MASC	PROPN;INDF;MASC;SG
abbigliamento	облекла	abbigliamento	облека	N;MASC;SG	N;INDF;NEUT;PL
abbigliamento	дрехи	abbigliamento	дреха	N;MASC;SG	N;INDF;FEM;PL
abbigliamento	дрехите	abbigliamento	дреха	N;MASC;SG	N;DEF;FEM;PL
abbigliamento	дрехи	abbigliamento	дреха	N;MASC;SG	N;INDF;FEM;PL
where	къде	where	къде		ADV
illustrato	илюстрира	illustrare	илюстрирам	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
most	повечето	most	повече		ADV;DEF;PL
straordinaria	необикновено	straordinario	необикновено	ADJ;FEM;SG	ADV
interessati	загрижени	interessato	загрижа	ADJ;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
interessati	загрижена	interessato	загрижа-(се)	ADJ;MASC;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
interessati	загрижен	interessato	загрижа-(се)	ADJ;MASC;PL	ADJ;INDF;MASC;SG
interessati	обезпокоен	interessato	обезпокоен	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
interessati	заинтересована	interessato	заинтересован	ADJ;MASC;PL	ADJ;INDF;FEM;SG
interessati	заинтригуван	interessato	заинтригувам	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
interessati	заинтересуван	interessato	заинтересувам-(се)	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
interessati	заинтересован	interessato	заинтересовам	ADJ;MASC;PL	ADJ;INDF;MASC;SG
vincente	победител	vincente	победител	ADJ;SG	N;INDF;MASC;SG
doria	дория	doria	дория	N;FEM;SG	PROPN;INDF;FEM;SG
rare	рядко	raro	рядко	ADJ;FEM;PL	ADV
rare	редки	raro	редка	ADJ;FEM;PL	N;INDF;FEM;PL
rare	рядкост	raro	рядкост	ADJ;FEM;PL	N;INDF;FEM;SG
trasmessi	предадена	trasmettere	предам-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
trasmessi	предадено	trasmettere	предам-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
trasmessi	предавана	trasmettere	предавам-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bosnia	босна	bosnia	босна	N;FEM;SG	ADJ;INDF;FEM;SG
artistiche	артистична	artistico	артистичен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
artistiche	художествена	artistico	художествен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
artistiche	артистичен	artistico	артистичен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
artistiche	артистично	artistico	артистичен	ADJ;FEM;PL	ADV
rivolte	бунт	rivolgere	бунт	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;SG
rivolte	бунтове	rivolgere	бунт	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;PL
rivolte	размирици	rivolgere	размирик	V;FEM;PL;PST;V.PTCP	N;INDF;MASC;PL
rivolte	въстания	rivolgere	въстане	V;FEM;PL;PST;V.PTCP	N;INDF;NEUT;PL
vivente	живите	vivente	жив	ADJ;SG	ADJ;DEF;PL
vivente	живи	vivente	жив	ADJ;SG	ADJ;INDF;PL
nona	нона	nono	нона	ADJ;FEM;SG	PROPN;INDF;FEM;SG
lapide	надгробен	lapide	надгробен	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
urss	ссср	urss	ссср	N;FEM	PROPN;INDF;MASC;SG
territoriali	териториално	territoriale	териториален	ADJ;PL	ADV
territoriali	териториална	territoriale	териториален	ADJ;PL	ADJ;INDF;FEM;SG
hits	удря	hits	удра	N;MASC	V;PFV;IND;SG;3;PST;FIN;ACT
offerto	предложени	offrire	предложа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
drive	карай	drive	карай	N	V;IPFV;IMP;SG;2;FIN
corda	въжета	corda	въжет	N;FEM;SG	N;INDF;NEUT;PL
incinta	бременна	incinto	бременен	N;FEM;SG	ADJ;INDF;FEM;SG
incinta	бременни	incinto	бременен	N;FEM;SG	ADJ;INDF;PL
feltrinelli	feltrinelli	feltrinello	feltrinelli	N;FEM;PL	N;INDF;MASC;SG
confermata	потвърдени	confermare	потвърдя	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
fortunato	лъки	fortunato	лъка	ADJ;MASC;SG	N;INDF;MASC;SG
fortunato	късметлия	fortunato	късметлия	ADJ;MASC;SG	N;DEF;MASC;SG
fortunato	фортунато	fortunato	фортуна	ADJ;MASC;SG	N;INDF;NEUT;SG
human	човешка	human	човешки	N	ADJ;INDF;FEM;SG
human	човешко	human	човешки	N	ADV
human	човешки	human	човешки	N	ADJ;INDF;MASC;SG
inviati	изпратена	inviare	изпратя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
inviati	изпратено	inviare	изпратя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
inviati	изпратен	inviare	изпратя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
wikipediani	wikipedians	wikipediani	wikipedians	N;MASC;PL	N;INDF;MASC;SG
latini	латинска	latino	латински	N;MASC;PL	ADJ;INDF;FEM;SG
latini	латински	latino	латински	N;MASC;PL	ADJ;INDF;MASC;SG
powell	пауъл	powell	пауъл	N;MASC;SG	PROPN;INDF;MASC;SG
lento	бавно	lento	бавно	ADJ;MASC;SG	ADV
venduta	продадени	vendere	продам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
mars	марс	mars	марс	N	PROPN;INDF;MASC;SG
public	публично	public	публично	N	ADV
public	публични	public	публичен	N	ADJ;INDF;PL
public	публична	public	публичен	N	ADJ;INDF;FEM;SG
public	обществено	public	обществен	N	ADV
public	публичен	public	публичен	N	ADJ;INDF;MASC;SG
public	обществени	public	обществен	N	ADJ;INDF;PL
thailandia	тайланд	thailandia	тайланд	N;FEM;SG	PROPN;INDF;MASC;SG
veda	веда	vedere	веда	V;SBJV;SG;3;PRS;FIN	N;INDF;FEM;SG
vario	разнообразни	vario	разнообразен	ADJ;MASC;SG	ADJ;INDF;PL
vario	различни	vario	различен	ADJ;MASC;SG	ADJ;INDF;PL
vario	разнообразни	vario	разнообразен	ADJ;MASC;SG	ADJ;INDF;PL
vario	разни	vario	разен	ADJ;MASC;SG	ADJ;INDF;PL
accompagnata	придружени	accompagnare	придружа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
xavier	хавиер	xavier	хавиер	N;MASC;SG	PROPN;INDF;MASC;SG
xavier	ксавие	xavier	ксавие	N;MASC;SG	PROPN;INDF;NEUT;SG
visitatori	посетител	visitatore	посетител	N;MASC;PL	N;INDF;MASC;SG
saltare	скок	saltare	скок	V;NFIN	N;INDF;MASC;SG
saltare	скип	saltare	скип	V;NFIN	N;INDF;MASC;SG
saltare	скокове	saltare	скок	V;NFIN	N;INDF;MASC;PL
saltare	скачане	saltare	скачане	V;NFIN	N;INDF;NEUT;SG
rappresentati	представена	rappresentare	представя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
derek	дерек	derek	дерек	N;MASC;SG	PROPN;INDF;MASC;SG
stoccarda	щутгарт	stoccardare	щутгарт	N;FEM;SG	PROPN;INDF;MASC;SG
atlantic	атлантическа	atlantic	атлантически	N;MASC	ADJ;INDF;FEM;SG
nutre	храни	nutrire	храна	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
ricostruito	възстановени	ricostruire	възстановя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
secondari	вторична	secondario	вторичен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
secondari	вторично	secondario	вторично	ADJ;MASC;PL	ADV
secondari	вторичен	secondario	вторичен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
rispettivi	съответна	rispettivo	съответен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
rispettivi	съответен	rispettivo	съответен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
butler	бътлър	butlere	бътлър	N;MASC;SG	PROPN;INDF;MASC;SG
vendute	продаден	vendere	продам	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vendute	продадена	vendere	продам	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vendute	продадено	vendere	продам	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
mississippi	мисисипи	mississippio	мисисипя	N;MASC;SG	N;INDF;MASC;PL
armeno	арменци	armeno	арменец	ADJ;MASC;SG	N;INDF;MASC;PL
miniere	добив	miniera	добив	N;FEM;PL	N;INDF;MASC;SG
uniche	уникално	unico	уникално	ADJ;FEM;PL	ADV
uniche	уникален	unico	уникален	ADJ;FEM;PL	ADJ;INDF;MASC;SG
uniche	уникална	unico	уникален	ADJ;FEM;PL	ADJ;INDF;FEM;SG
ashley	ашли	ashley	ашли	N;FEM	PROPN;INDF;FEM;SG
pensione	пенсии	pensione	пенсия	N;FEM;SG	N;INDF;FEM;PL
pensione	пенсионно	pensione	пенсионно	N;FEM;SG	ADV
corruzione	подкупи	corruzione	подкуп	N;FEM;SG	N;INDF;MASC;PL
mila	мила	mila	мил	NUM	ADJ;INDF;FEM;SG
avviato	започнати	avviare	започна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
garcia	гарсия	garcia	гарсия	N;FEM;SG	PROPN;INDF;FEM;SG
garcia	гарсия	garcia	гарсия	N;FEM;SG	PROPN;INDF;FEM;SG
genera	генериране	generare	генериране	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
minacce	заплаха	minaccia	заплаха	N;FEM;PL	N;INDF;FEM;SG
armstrong	армстронг	armstrong	армстронг	N;MASC;SG	PROPN;INDF;MASC;SG
mezzogiorno	пладне	mezzogiorno	пладна	N;MASC;SG	ADV
mezzogiorno	пладне	mezzogiorno	пладна	N;MASC;SG	ADV
mangiare	ядене	mangiare	ядене	V;NFIN	N;INDF;NEUT;SG
karen	керън	karen	керън	N;FEM;SG	PROPN;INDF;FEM;SG
karen	карън	karen	карън	N;FEM;SG	PROPN;INDF;FEM;SG
esposta	изложени	esporre	изложа-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
intraprese	предприети	intraprendere	предприема	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
petrolio	нефтени	petrolio	нефтен	N;MASC;SG	ADJ;INDF;PL
petrolio	нефтена	petrolio	нефтен	N;MASC;SG	ADJ;INDF;FEM;SG
protestante	протестант	protestante	протестант	ADJ;SG	N;INDF;MASC;SG
manifesta	явна	manifestare	явен	V;IND;SG;3;PRS;FIN	ADJ;INDF;FEM;SG
manifesta	манифест	manifestare	манифест	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
jaime	джейми	jaima	джейма	N;SG	PROPN;INDF;MASC;SG
jaime	хайме	jaima	хаям-се	N;SG	PROPN;INDF;MASC;SG
primario	първични	primario	първичен	ADJ;MASC;SG	ADJ;INDF;PL
primario	първично	primario	първичен	ADJ;MASC;SG	ADV
bin	бин	bine	бин	N	PROPN;INDF;MASC;SG
duncan	дънкан	duncan	дънкам	N;FEM;SG	PROPN;INDF;MASC;SG
duncan	дънкън	duncan	дънкън	N;FEM;SG	PROPN;INDF;MASC;SG
amata	обичах	amato	обичам	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;1;IPFV;FIN;ACT
amata	обичаше	amato	обичам	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;IPFV;FIN;ACT
amata	любими	amato	любим	V;FEM;SG;PST;V.PTCP	ADJ;INDF;PL
amata	любима	amato	любим	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
arancione	оранжева	arancione	оранжева	N;MASC;SG	ADJ;INDF;FEM;SG
arancione	оранжево	arancione	оранжево	N;MASC;SG	ADV
arancione	оранжеви	arancione	оранжев	N;MASC;SG	ADJ;INDF;PL
legnano	леняно	legnare	леняно	N;MASC;SG	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
lipsia	лайпциг	lipsia	лайпциг	N;FEM;SG	PROPN;INDF;MASC;SG
tyler	тайлър	tyler	тайлър	N;SG	PROPN;INDF;MASC;SG
elite	елитна	elite	елитен	N	ADJ;INDF;FEM;SG
elite	елитни	elite	елитен	N	ADJ;INDF;PL
elite	елитен	elite	елитен	N	ADJ;INDF;MASC;SG
combinata	комбинирана	combinata	комбинирам	N;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
combinata	комбинирано	combinata	комбинирам	N;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
combinata	комбинирани	combinata	комбинирам	N;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
combinata	комбиниран	combinata	комбинирам	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
alpini	алпийски	alpino	алпийски	N;MASC;PL	ADJ;INDF;MASC;SG
incisione	гравирани	incisione	гравирам	N;FEM;SG	V;IPFV;INDF;PL;V.PTCP;PASS
incisione	гравирано	incisione	гравирам	N;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wendy	уенди	wendy	уенд	N;FEM;SG	PROPN;INDF;FEM;SG
stand	стои	stand	стоя	N;MASC	V;IPFV;IND;SG;3;PRS;FIN;ACT
assassinato	убити	assassinare	убия	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
rom	ромски	rom	ромски	N	ADJ;INDF;MASC;SG
quattrocento	куатроченто	quattrocento	куатроченто	NUM	N;INDF;NEUT;SG
complete	пълна	completo	пълен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
complete	пълно	completo	пълен	ADJ;FEM;PL	ADV
complete	завършен	completo	завърша	ADJ;FEM;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
complete	пълен	completo	пълен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
complete	завършено	completo	завърша	ADJ;FEM;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
protetto	защитен	protetto	защитен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
protetto	защитени	protetto	защитя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
carburante	горива	carburante	гориво	N;MASC;SG	N;INDF;NEUT;PL
rabbia	яд	rabbia	яд	N;FEM;SG	INTJ
kenny	кени	kenny	кен	N;MASC	PROPN;INDF;MASC;SG
spinto	бутнат	spingere	бутна	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
uscite	излизане	uscire	излизане	N;FEM;PL	N;INDF;NEUT;SG
uscite	изход	uscire	изход	N;FEM;PL	N;INDF;MASC;SG
uscite	напускане	uscire	напускане	N;FEM;PL	N;INDF;NEUT;SG
seven	седем	seven	седем	N	NUM;INDF;PL
seven	седма	seven	седми	N	ADJ;INDF;FEM;SG
protette	защитен	protetto	защитен	N;FEM;PL	ADJ;INDF;MASC;SG
protette	защитена	protetto	защитя	N;FEM;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
protette	защитено	protetto	защитя	N;FEM;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
protette	защитени	protetto	защитя	N;FEM;PL	V;PFV;INDF;PL;V.PTCP;PASS
colpita	впечатлени	colpire	впечатля-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
finanziario	финансово	finanziario	финансово	ADJ;MASC;SG	ADV
finanziario	финансови	finanziario	финансов	ADJ;MASC;SG	ADJ;INDF;PL
imparare	учене	imparare	учене	V;NFIN	N;INDF;NEUT;SG
dignità	достойно	dignità	достойно	N;FEM	ADV
ridotte	намалено	ridurre	намаля	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ridotte	намален	ridurre	намаля	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ridotte	намалена	ridurre	намаля	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
rari	рядко	raro	рядко	ADJ;MASC;PL	ADV
rari	редки	raro	редка	ADJ;MASC;PL	N;INDF;FEM;PL
rari	рядкост	raro	рядкост	ADJ;MASC;PL	N;INDF;FEM;SG
espressioni	изрази	espressione	изразя-(се)	N;FEM;PL	V;PFV;IMP;SG;3;PST;FIN;ACT
espressioni	изразяване	espressione	изразяване	N;FEM;PL	N;INDF;NEUT;SG
violenta	насилствено	violento	насилствено	ADJ;FEM;SG	ADV
debito	дългове	debito	дълг	N;MASC;SG	N;INDF;MASC;PL
debito	дебитна	debito	дебитен	N;MASC;SG	ADJ;INDF;FEM;SG
hank	ханк	hank	ханк	N	PROPN;INDF;MASC;SG
decimale	десетична	decimale	десетичен	N;MASC;SG	ADJ;INDF;FEM;SG
foster	приемен	foster	приемен	N;MASC;SG	ADJ;INDF;MASC;SG
foster	приемни	foster	приемен	N;MASC;SG	ADJ;INDF;PL
continue	непрекъсната	continuo	непрекъсен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
continue	непрекъснат	continuo	непрекъснат	ADJ;FEM;PL	ADJ;INDF;MASC;SG
lirica	лирично	lirica	лирично	N;FEM;SG	ADV
iscrizioni	надпис	iscrizione	надпис	N;FEM;PL	N;INDF;MASC;SG
iscrizioni	посвещение	iscrizione	посвещение	N;FEM;PL	N;INDF;NEUT;SG
iscrizioni	регистрация	iscrizione	регистрация	N;FEM;PL	N;INDF;FEM;SG
iscrizioni	регистриране	iscrizione	регистриране	N;FEM;PL	N;INDF;NEUT;SG
marx	маркс	marx	маркс	N;MASC;SG	PROPN;INDF;MASC;SG
daniela	даниела	daniela	даниела	N;FEM;SG	PROPN;INDF;FEM;SG
fretta	ръш	fretta	ръш	N;FEM;SG	PROPN;INDF;MASC;SG
polemica	спорове	polemica	спор	N;FEM;SG	N;INDF;MASC;PL
polemica	противоречия	polemica	противоречие	N;FEM;SG	N;INDF;NEUT;PL
laurent	лоран	laurent	лоран	N;MASC;SG	PROPN;INDF;MASC;SG
interazione	взаимодействия	interazione	взаимодействие	N;FEM;SG	N;INDF;NEUT;PL
adulto	възрастни	adulto	възрастен	ADJ;MASC;SG	ADJ;INDF;PL
carla	карла	carla	карла	N;FEM;SG	PROPN;INDF;FEM;SG
digitali	цифров	digitale	цифров	N;MASC;PL	N;INDF;MASC;SG
digitali	дигитален	digitale	дигитален	N;MASC;PL	ADJ;INDF;MASC;SG
digitali	цифрово	digitale	цифров	N;MASC;PL	ADV
digitali	цифрова	digitale	цифров	N;MASC;PL	ADJ;INDF;FEM;SG
digitali	цифрови	digitale	цифров	N;MASC;PL	ADJ;INDF;PL
ferita	рани	ferito	рана	N;FEM;SG	N;INDF;FEM;PL
conservate	запазено	conservare	запазя-(се)	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
conservate	запазен	conservare	запазя-(се)	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
conservate	запазена	conservare	запазя-(се)	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
glasgow	глазгоу	glasgow	глазгоу	N;MASC;SG	PROPN;INDF;MASC;SG
controlla	провери	controllare	проверя	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
controlla	проверка	controllare	проверка	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
installato	инсталирани	installare	инсталирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
hawaii	хаваи	hawaio	хавая	N;FEM;PL	N;INDF;MASC;SG
hawaii	хавай	hawaio	хавам-(се)	N;FEM;PL	N;INDF;MASC;SG
reliquie	реликва	reliquia	реликвам	N;FEM;PL	N;INDF;FEM;SG
dolci	сладък	dolce	сладък	N;PL	ADJ;INDF;MASC;SG
dolci	мило	dolce	мило	N;PL	ADV
