die	do	die	do	DET;DEF	PROPN
vrystelling	a	vrystelling	o	N;SG	DET
veronderstel	que	veronderstel	que	V;PRS	PRO
veronderstel	suponse	veronderstel	suponse	V;PRS	ADJ
veronderstel	supostamente	veronderstel	supostamente	V;PRS	ADV
veronderstel	se	veronderstel	se	V;PRS	CONJ
myn	mineiro	myn	mineiro	N;SG	ADJ
klink	soa	klink	só	V;PRS	DET
klink	sons	klink	son	V;PRS	N
klink	en	klink	en	V;PRS	ADP
klink	sona	klink	sona	V;PRS	N
bitter	amarga	bitter	amargar	N;SG	ADJ
kamers	ventiladas	kamer	ventilar	N;PL	V
bos	bosque	bos	bosque	V;PRS	N
prokureur	avogadiño	prokureur	avogadiño	N;SG	PROPN
vermaak	entretemento	vermaak	entretemento	V;PRS	N
permanent	permanente	permanent	permanente		ADJ
gesonde	saúde	gesond	saúde	ADJ;NOM	N
gesonde	sans	gesond	san	ADJ;NOM	PROPN
persoonlik	persoal	persoonlik	persoal	ADV	N
persoonlik	persoais	persoonlik	persoal	ADV	ADJ
westminster	westminster	westminster	westminster	N;SG	PROPN
sitplek	sentar	sitplek	sentar	N;SG	V
sitplek	senta	sitplek	sentar	N;SG	V
sitplek	séntese	sitplek	séntese	N;SG	V
sitplek	sente	sitplek	sente	N;SG	V
herfs	caída	herfs	caída	V;PRS	N
herfs	outono	herfs	outono	V;PRS	N
stil	silencio	stil	silencio	V;PRS	N
selfmoord	suicidio	selfmoord	suicidio	V;PRS	N
globale	de	globaal	de	ADJ;NOM	ADP
meester	o	meester	o	N;SG	DET
kopenhagen	consenso	kopenhagen	consenso		N
kopenhagen	de	kopenhagen	de		ADP
kopenhagen	copenhaguen	kopenhagen	copenhaguen		V
kopenhagen	copenhague	kopenhagen	copenhague		PROPN
melk	leite	melk	leite		N
werd	ser	werd	ser		V
werd	a	werd	o		DET
werd	pena	werd	pena		N
werd	paga	werd	pagar		V
werd	valor	werd	valor		N
werd	vale	werd	valar		V
nuttig	útil	nuttig	útil	V;PRS	ADJ
nuttig	útiles	nuttig	útil	V;PRS	ADJ
nuttig	para	nuttig	para	V;PRS	ADP
nuttig	útil	nuttig	útil	V;PRS	ADJ
nuttig	axuda	nuttig	axuda	V;PRS	N
toeneem	aumento	toeneem	aumento	V;PRS	N
illinois	illinois	illinois	illinol	PROPN;SG	PROPN
reise	viaxa	reis	viaxa	N;PL	V
beswaar	obxección	beswaar	obxección		N
alledaagse	cotiá	alledaags	cotián	ADJ;NOM	N
voordele	os	voordeel	o	N;PL	DET
gesoek	que	gesoek	que	V;PST;V.PTCP	PRO
konsentrasie	de	konsentrasie	de	N;SG	ADP
roger	roger	roger	roger		PROPN
ope	aberta	ope	aberto	N;SG	ADJ
ope	abertos	ope	aberto	N;SG	V
ope	abrir	ope	abrir	N;SG	V
ope	aberto	ope	abrir	N;SG	V
ope	abre	ope	abre	N;SG	V
ope	abra	ope	abra	N;SG	V
voete	os	voet	o	N;PL	DET
gevangenis	cárcere	gevangenis	cárcere	N;SG	V
neer	abaixo	neer	abaixo	V;PRS	ADV
ray	ray	ray	ray		PROPN
vat	a	vat	o	V;PRS	DET
vat	a	vat	o	V;PRS	DET
carolina	carolina	carolina	carolina	PROPN;SG	PROPN
skets	debuxo	skets	debuxo	V;PRS	N
nóg	nin	nóg	nin		CONJ
nóg	tampouco	nóg	tampouco		ADV
nóg	habemos	nóg	haber		V
nóg	ningún	nóg	ningún		DET
nóg	non	nóg	non		PART
nóg	eu	nóg	eu		PRO
siviele	civís	siviel	civir		N
siviele	civil	siviel	civil		ADJ
regstreekse	vivir	regstreeks	vivir	N;PL	V
regstreekse	vivo	regstreeks	vivo	N;PL	ADJ
regstreekse	viven	regstreeks	vivir	N;PL	V
regstreekse	vive	regstreeks	vivir	N;PL	V
regstreekse	viva	regstreeks	vivo	N;PL	ADJ
sam	sam	sam	sam	PROPN;SG	PROPN
seks	sexo	seks	sexo	PRO;NOM;SG;2	N
seks	sexual	seks	sexual	PRO;NOM;SG;2	ADJ
geweet	que	weet	que	V;PST;V.PTCP	PRO
geweet	o	weet	o	V;PST;V.PTCP	DET
geweet	consciente	weet	consciente	V;PST;V.PTCP	ADJ
geweet	conscientes	weet	consciente	V;PST;V.PTCP	ADJ
christen	christian	christen	christian		V
christen	cristiáns	christen	cristián		N
oorsake	provoca	oorsaak	provocar	N;PL	V
oorsake	que	oorsaak	que	N;PL	PRO
baker	baker	baker	baker		PROPN
finansies	finanzas	finansies	finanzas	N;SG	PROPN
barry	barry	barry	barry		PROPN
barry	de	barry	de		ADP
barry	fadas	barry	facer		N
barry	fada	barry	fada		N
barry	marica	barry	maricar		N
barry	lesbianas	barry	lesbiana		N
brein	cerebral	brein	cerebral	N;SG	ADJ
sosiaal	social	sosiaal	social	ADV	ADJ
sosiaal	sociais	sosiaal	social	ADV	ADJ
davis	davis	davis	davi		PROPN
kritiese	crítica	krities	crítica	ADJ;NOM	N
series	serie	series	serie		N
series	de	series	de		ADP
eienaars	os	eienaars	o	N;PL	DET
drank	beber	drank	beber	N;SG	V
allen	allen	allen	allen		PROPN
strome	de	strome	de		ADP
way	así	way	así		ADV
way	xeito	way	xeito		N
way	como	way	como		PRO
way	maneira	way	maneira		N
way	forma	way	forma		N
way	camiño	way	camiño		N
komponent	compoñente	komponent	compoñente	N;SG	ADJ
gereedskap	as	gereedskap	o	N;SG	DET
lief	me	lief	me	ADV	PRO
lief	quéreme	lief	quéreme	ADV	PROPN
lief	ama	lief	ama	ADV	N
lief	quérete	lief	quérete	ADV	PROPN
lief	quere	lief	querer	ADV	V
mynbou	mineiro	mynbou	mineiro	N;SG	ADJ
cook	cociñar	cook	cociñar	PROPN;SG	V
cook	cociñeira	cook	cociñeiro	PROPN;SG	N
cook	cociñeiro	cook	cociñeiro	PROPN;SG	N
sisteem	de	sisteem	de	N;SG	ADP
dawid	david	dawid	david		PROPN
geliefde	me	gelief	me	ADJ;NOM	PRO
geliefde	queridos	gelief	querer	ADJ;NOM	V
geliefde	amas	gelief	ama	ADJ;NOM	N
geliefde	amaba	gelief	amabar	ADJ;NOM	V
geliefde	encantábache	gelief	encantábache	ADJ;NOM	PROPN
tokio	tokio	tokio	tokio		PROPN
gay	homosexuais	gay	homosexual		ADJ
gay	homosexual	gay	homosexual		N
deure	as	deur	o	N;PL	DET
fonds	de	fonds	de	N;SG	ADP
klop	toc	klop	toc	V;PRS	PROPN
klop	knock	klop	knock	V;PRS	N
bang	medo	bang	medo	V;PRS	N
bang	asustada	bang	asustar	V;PRS	ADJ
bang	asustados	bang	asustado	V;PRS	ADJ
bang	medo	bang	medo	V;PRS	N
bang	que	bang	que	V;PRS	PRO
tafel	mesa	tafel	mesa		N
bush	bush	bush	bush	PROPN;SG	PROPN
bush	monte	bush	monte	PROPN;SG	N
pyn	moito	pyn	moito	N;SG	ADV
stene	dados	stene	dar	N;PL	V
voorwaardes	as	voorwaarde	o	N;PL	DET
voorwaardes	a	voorwaarde	o	N;PL	DET
senegal	senegal	senegal	senegal	PROPN;SG	PROPN
veilige	salvo	veilig	salvo		ADP
veilige	segura	veilig	seguro		ADJ
veilige	seguro	veilig	seguro		N
veilige	seguros	veilig	seguro		N
veilige	a	veilig	o		DET
sekonde	segundo	sekond	segundo	N;SG	ADP
sekonde	segunda	sekond	segundo	N;SG	ADJ
della	della	della	della		PROPN
verwarring	confusión	verwarring	confusión		N
poog	intento	poog	intento	V;PRS	N
poog	de	poog	de	V;PRS	ADP
geslote	pechada	gesluit	pechada	N;SG	V
geslote	pechou	gesluit	pechar	N;SG	V
geslote	pechados	gesluit	pechar	N;SG	V
sak	bolsa	sak	bolsa	V;PRS	N
sak	bolso	sak	bolso	V;PRS	N
sak	maletín	sak	maletín	V;PRS	N
sak	saco	sak	saco	V;PRS	N
grawe	cavando	graag	cavar	N;PL	V
seine	sena	seine	seno		N
vet	graxa	vet	graxar		N
vet	gorda	vet	gorda		N
vet	gordo	vet	gordo		N
vet	gordos	vet	gordo		N
vet	o	vet	o		DET
nul	cero	nul	cero		N
ruil	intercambio	ruil	intercambio	V;PRS	N
hardloop	a	hardloop	o	V;PRS	DET
rex	rex	rex	rex		PROPN
palestina	palestina	palestina	palestino	PROPN;SG	N
community	comunidade	community	comunidade		N
wonder	pregúntaste	wonder	pregúntaste		PROPN
wonder	pregúntome	wonder	pregúntome		V
wonder	me	wonder	me		PRO
wonder	que	wonder	que		PRO
anthony	anthony	anthony	anthony		PROPN
carlo	carlo	carlo	carlo		N
omvattende	dinámica	omvat	dinámica	ADJ;NOM	N
meisies	as	meisie	o	N;PL	DET
geheue	temporal	heue	temporal	N;SG	ADJ
nick	nick	nick	nick		PROPN
gesprek	sobre	gesprek	sobre	N;SG	ADP
uniek	único	uniek	único	ADV	ADJ
uniek	únicas	uniek	único	ADV	ADJ
amerikaans	estadounidense	amerikaans	estadounidense		ADJ
amerikaans	americanos	amerikaans	americano		N
amerikaans	americana	amerikaans	americano		ADJ
amerikaans	americano	amerikaans	americano		ADJ
prince	príncipe	princ	príncipe		N
prince	o	princ	o		DET
valley	val	valley	val		N
valley	da	valley	da		V
valley	valley	valley	valley		PROPN
ore	oídos	ore	oír	N;PL	V
sitting	sentada	sitting	sentar	N;SG	V
sitting	sentados	sitting	sentar	N;SG	V
sitting	sentado	sitting	sentado	N;SG	V
strewe	da	strewe	da	N;SG	V
strewe	busca	strewe	buscar	N;SG	V
luther	luther	luther	luther		PROPN
luther	king	luther	king		PROPN
oorkant	en	oorkant	en		ADP
oorkant	todo	oorkant	todo		DET
oorkant	entre	oorkant	entre		ADP
oorkant	por	oorkant	por		ADP
oorkant	cruzando	oorkant	cruzar		V
oorkant	través	oorkant	través		N
aanbod	ofrecer	aanbod	ofrecer	N;SG	V
aanbod	lle	aanbod	lle	N;SG	PRO
aanbod	unha	aanbod	un	N;SG	DET
verslae	sobre	verslag	sobre	N;PL	ADP
gebreek	roto	gebreek	roto	V;PST;V.PTCP	N
doelwit	obxectiva	doelwit	obxectivo	N;SG	ADJ
beseer	máncasme	beseer	máncasme	V;PRS	PROPN
tower	torre	tower	torre		N
bier	cervexa	bier	cervexa		N
bob	bob	bob	bob		PROPN
bob	xelíns	bob	xelín		PROPN
dwing	forza	dwing	forza	V;PRS	N
dwing	a	dwing	o	V;PRS	DET
dwing	policía	dwing	policía	V;PRS	N
dwing	exército	dwing	exército	V;PRS	N
russell	russell	russell	russell		PROPN
ingesamel	a	insamel	o	V;PST;V.PTCP	DET
ingesamel	crecín	insamel	crecín	V;PST;V.PTCP	PROPN
agtste	oito	agts	oito		N
agtste	8	agts	8		NUM
veilig	salvo	veilig	salvo	V;PRS	ADP
veilig	segura	veilig	seguro	V;PRS	ADJ
veilig	seguro	veilig	seguro	V;PRS	N
veilig	seguros	veilig	seguro	V;PRS	N
veilig	a	veilig	o	V;PRS	DET
dooie	morreu	dooie	morrer	N;SG	V
skoon	claro	skoon	claro		ADJ
skoon	clara	skoon	claro		ADJ
skoon	claras	skoon	claro		ADJ
skoon	limpa	skoon	limpo		ADJ
skoon	limpo	skoon	limpo		ADJ
skoon	limpar	skoon	limpar		V
kanon	sobre	kanon	sobre	N;SG	ADP
kanon	os	kanon	o	N;SG	DET
kanon	artillaría	kanon	artillar	N;SG	V
dieper	máis	dieper	máis	V;PRS	ADV
kommissaris	comisionado	kommissaris	comisionar	N;SG	V
interaksie	compromiso	interaksie	compromiso		N
key	clave	key	clave		N
key	chave	key	chave		N
ouma	a	ouma	o	N;SG	DET
lions	leóns	lions	león		N
besigtig	vista	besigtig	vista	V;PRS	N
besigtig	opinión	besigtig	opinión	V;PRS	N
besigtig	punto	besigtig	punto	V;PRS	N
besigtig	visión	besigtig	visión	V;PRS	N
erik	eric	erik	eric	N;SG	PROPN
aanraking	tocar	aanraking	tocar	N;SG	V
johnny	johnny	johnny	johnny		PROPN
genooi	convidei	nooi	convidir	V;PST;V.PTCP	PROPN
genooi	a	nooi	o	V;PST;V.PTCP	DET
ophou	de	ophou	de	V;PRS	ADP
ophou	para	ophou	para	V;PRS	ADP
revolusie	a	revolusie	o	N;SG	DET
doodgemaak	a	doodgemaak	o	V;PST;V.PTCP	DET
doodgemaak	mortos	doodgemaak	morto	V;PST;V.PTCP	N
waarneming	observar	waarneming	observar	N;SG	V
waarnemende	a	waarneem	o	ADJ;NOM	DET
waarnemende	actuando	waarneem	actuar	ADJ;NOM	V
waarnemende	actuar	waarneem	actuar	ADJ;NOM	V
japannees	xapón	japannees	xapón	N;PL	PROPN
japannees	xaponés	japannees	xaponés	N;PL	PROPN
droom	con	droom	con	N;SG	ADP
droom	de	droom	de	N;SG	ADP
jordaan	jordan	jordaan	jordar		V
lima	lima	lima	lima	PROPN;SG	PROPN
nabye	preto	naby	preto	N;PL	ADV
rebelle	rebeldes	rebelle	rebelde		N
beperkings	limita	beperking	limitar	N;PL	V
radikale	radicais	radikaal	radical	ADJ;NOM	N
vermeerder	incremento	vermeerder	incremento	V;PRS	N
vermeerder	aumento	vermeerder	aumento	V;PRS	N
vermeerder	a	vermeerder	o	V;PRS	DET
miller	miller	miller	miller		PROPN
canada	canadá	canada	canadá		PROPN
nasionaal	nacional	nasionaal	nacional	ADV	ADJ
nasionaal	nacionais	nasionaal	nacional	ADV	ADJ
nasionaal	national	nasionaal	national	ADV	ADJ
parallel	paralelo	parallel	paralelo		ADJ
effektief	efectivas	effektief	efectivo	ADV	ADJ
effektief	efectiva	effektief	efectivo	ADV	ADJ
effektief	efectivo	effektief	efectivo	ADV	ADJ
effektief	efectivos	effektief	efectivo	ADV	N
effektief	eficaces	effektief	eficaz	ADV	ADJ
effektief	eficaz	effektief	eficaz	ADV	ADJ
effektief	a	effektief	o	ADV	DET
smal	estreito	smal	estreito		N
roberts	roberts	roberts	roberts		PROPN
georges	georges	georges	george	N;PL	PROPN
vakansie	de	vakansie	de	N;SG	ADP
toronto	toronto	toronto	toronto		PROPN
wens	gustaríame	wens	gustaríame		V
wens	desexo	wens	desexo		N
wens	desexaría	wens	desexar		V
wens	oxalá	wens	oxal		V
harold	harold	harold	harold	PROPN;SG	PROPN
louise	louise	louis	louise		PROPN
martinus	martin	martinus	martin		PROPN
petrol	gasolina	petrol	gasolina		N
gegooi	caéronlle	mooi	caéronlle	V;PST;V.PTCP	PROPN
gegooi	aquí	mooi	aquí	V;PST;V.PTCP	ADV
gat	hole	gat	hole	N;SG	PROPN
luister	escoitar	luister	escoitar		V
luister	escoita	luister	escoita		V
luister	escoite	luister	escoitar		V
verkope	de	verkoop	de	N;PL	ADP
verkope	ventas	verkoop	ventar	N;PL	V
iers	irlandés	iers	irlandés		PROPN
iers	irlandeses	iers	irlander		N
iers	irlandesa	iers	irlandesa		ADJ
oefen	unha	oefen	un	V;PRS	DET
oefen	práctica	oefen	práctica	V;PRS	N
boot	bote	boot	bote	N;SG	PROPN
boot	chalana	boot	chalanar	N;SG	ADJ
vernietiging	destrución	vernietiging	destrución	V;PRS	N
vernietiging	destrucción	vernietiging	destrucción	V;PRS	N
virus	virus	virus	virus	V;PRS	N
kennedy	kennedy	kennedy	kennedy		PROPN
saints	santos	saints	santo		N
liedere	escribir	lied	escribir	N;PL	V
drink	auga	drink	auga	V;PRS	N
drink	café	drink	café	V;PRS	N
naweek	de	naweek	de	N;SG	ADP
vergeet	o	vergeet	o	V;PRS	DET
vergeet	as	vergeet	o	V;PRS	DET
vergeet	esquecino	vergeet	esquecino	V;PRS	ADJ
koel	xenial	koel	xenial	V;PRS	ADJ
koel	ben	koel	ben	V;PRS	ADV
koel	fresco	koel	fresco	V;PRS	N
fred	fred	fred	fred		PROPN
welvaart	social	welvaart	social	N;SG	ADJ
angel	anxo	anl	anxo		N
pleks	en	pleks	en		ADP
pleks	vez	pleks	vez		N
pleks	lugar	pleks	lugar		N
pleks	no	pleks	no		V
pleks	canto	pleks	canto		PRO
pleks	diso	pleks	diso		PRO
verbruik	consumo	verbruik	consumo	V;PRS	N
liewer	máis	graag	máis		ADV
liewer	ben	graag	ben		ADV
liewer	bastante	graag	bastante		ADV
liewer	canto	graag	canto		PRO
liewer	antes	graag	antes		ADV
liewer	prefiro	graag	preferir		V
liewer	moi	graag	moi		ADV
jazz	jazz	jazz	jazz	PROPN;SG	PROPN
tensy	a	tensy	o	CONJ	DET
tensy	non	tensy	non	CONJ	PART
tensy	ser	tensy	ser	CONJ	V
tensy	que	tensy	que	CONJ	PRO
tensy	menos	tensy	menos	CONJ	ADV
tensy	agás	tensy	agás	CONJ	ADP
tensy	salvo	tensy	salvo	CONJ	ADP
einstein	einstein	einstein	einstein		PROPN
molekulêre	molecular	molekulêr	molecular	ADJ;NOM	N
molekulêre	moleculares	molekulêr	molecular	ADJ;NOM	N
algerië	alxeria	algerië	alxeria	PROPN;SG	N
start	a	start	o		DET
start	comezar	start	comezar		V
start	empezar	start	empezar		V
lekker	bonito	lekker	bonito		N
lekker	ben	lekker	ben		ADV
lekker	bonita	lekker	bonita		N
lekker	bo	lekker	bo		ADJ
lekker	boa	lekker	bo		ADJ
jonk	nova	jonk	novo	ADV	ADJ
jonk	mozos	jonk	mozo	ADV	N
jonk	mozo	jonk	mozo	ADV	N
jonk	novo	jonk	novo	ADV	ADJ
jonk	moza	jonk	mozo	ADV	N
lewendige	vivir	leefendig	vivir	ADJ;NOM	V
lewendige	viven	leefendig	vivir	ADJ;NOM	V
lewendige	vive	leefendig	vivir	ADJ;NOM	V
dinamiese	dinámica	dinamies	dinámica	ADJ;NOM	N
bestee	anos	bestee	ano	V;PRS	N
afval	lixo	afval	lixo	V;PRS	N
afval	residuos	afval	residuo	V;PRS	N
afval	perda	afval	perda	V;PRS	N
afval	tempo	afval	tempo	V;PRS	N
gene	xenéticas	gene	xenético	N;SG	ADJ
gene	xen	gene	xen	N;SG	PROPN
eksperimentele	experimental	eksperimenteel	experimental	N;PL	ADJ
belowe	promesa	beloof	promesar	V;PRS	N
belowe	prométolle	beloof	prométolle	V;PRS	PROPN
belowe	prométocho	beloof	prométocho	V;PRS	N
agterkant	volver	agterkant	volver	N;SG	V
agterkant	atrás	agterkant	atrás	N;SG	ADV
kent	kent	kent	kent		PROPN
soet	sweet	soet	sweet	N;SG	PROPN
oliver	oliver	oliver	oliver		N
geneeskunde	medicinas	geneeskunde	medicina	ADJ;NOM	N
geneeskunde	medicina	geneeskunde	medicina	ADJ;NOM	N
geneeskunde	baseada	geneeskunde	basear	ADJ;NOM	V
geneeskunde	na	geneeskunde	na	ADJ;NOM	N
geneeskunde	médicos	geneeskunde	médico	ADJ;NOM	N
geneeskunde	menciña	geneeskunde	menciña	ADJ;NOM	N
verlof	deixar	verlof	deixar	N;SG	V
verlaag	máis	verlaag	máis	V;PRS	ADV
verlaag	inferior	verlaag	inferior	V;PRS	ADJ
verlaag	baixos	verlaag	baixo	V;PRS	N
verlaag	pulmonar	verlaag	pulmonar	V;PRS	N
verlaag	calefacción	verlaag	calefacción	V;PRS	N
spreker	♪	spreker	♪	N;SG	PROPN
charlie	charlie	charlie	charlie	PROPN;SG	PROPN
charlie	non	charlie	non	PROPN;SG	PART
verwesenlik	obxectivo	verwesenlik	obxectivo	V;PRS	N
databasis	de	databasis	de	N;SG	ADP
global	mundial	global	mundial		ADJ
global	de	global	de		ADP
global	global	global	global		ADJ
global	globais	global	global		ADJ
ekonomies	a	ekonomies	o	N;PL	DET
ekonomies	da	ekonomies	da	N;PL	V
skielike	súpeto	skielik	súpeto	ADJ;NOM	N
skielike	de	skielik	de	ADJ;NOM	ADP
sang	cantando	sang	cantar	N;SG	V
sang	cantar	sang	cantar	N;SG	V
sang	que	sang	que	N;SG	PRO
major	principais	major	principal		ADJ
major	importante	major	importante		ADJ
major	maior	major	maior		ADJ
melding	mencionar	melding	mencionar	N;SG	V
manchester	manchester	manchester	manchester		N
hoogland	altas	hoogland	alto	N;SG	ADJ
normaal	normal	normaal	normal		ADJ
normaal	normais	normaal	normal		N
klok	campá	klok	campá	V;PRS	N
rico	rico	rico	rico	PROPN;SG	ADJ
rico	ei	rico	ei	PROPN;SG	PROPN
erkende	recoñeceu	erken	recoñecer	ADJ;NOM	V
verleng	a	verleng	o	V;PRS	DET
praag	praga	praag	praga		PROPN
vigs	sida	vigs	sida		N
uitbrei	a	uitbrei	o	V;PRS	DET
kambodja	camboxa	kambodja	camboxa	PROPN;SG	PROPN
kambodja	en	kambodja	en	PROPN;SG	ADP
wesens	os	wesens	o	N;PL	DET
tee	tomar	tee	tomar	N;SG	V
tee	de	tee	de	N;SG	ADP
tee	te	tee	te	N;SG	PRO
gekombineer	as	kombineer	o	V;PST;V.PTCP	DET
slawerny	escravitude	slawerny	escravitude		N
onwettig	ilegal	onwettig	ilegal	V;PRS	ADJ
sleg	mala	sleg	mal	ADV	ADJ
sleg	malos	sleg	malo	ADV	N
sleg	malas	sleg	mal	ADV	ADJ
sleg	malo	sleg	malo	ADV	PROPN
sleg	mágoa	sleg	mágoa	ADV	ADJ
aksies	as	aksie	o	N;PL	DET
tsjeggië	cheque	tsjeggië	cheque		N
tsjeggië	comprobalo	tsjeggië	comprobalo		PROPN
voortdurende	continuou	voortdurend	continuar	ADJ;NOM	V
neiging	coa	neiging	coar	N;SG	V
ontbreek	a	ontbreek	o	V;PRS	DET
ontbreek	falta	ontbreek	falta	V;PRS	N
regterkant	ben	regterkant	ben	N;SG	ADV
goedkoop	barato	goedkoop	barato	ADV	N
kolletjies	puntos	kolletjie	punto		N
kolletjies	cabos	kolletjie	cabo		N
jim	jim	jim	jim		PROPN
staande	de	staand	de		ADP
staande	pé	staand	pé		N
staande	estar	staand	estar		V
staande	estaba	staand	estar		V
staande	parados	staand	parado		N
golwe	ondas	golwe	onda		N
neus	nariz	neus	nariz		N
neus	o	neus	o		DET
neus	no	neus	no		V
santiago	santiago	santiago	santiago		PROPN
ernest	ernest	ernest	ernest	PROPN;SG	PROPN
trust	en	trust	en		ADP
trust	confianza	trust	confianza		N
trust	confiar	trust	confiar		V
trust	confío	trust	confío		V
nuutste	últimos	nuut	último		ADJ
nuutste	último	nuut	último		ADJ
nuutste	últimas	nuut	último		ADJ
huishoudelike	caseira	huishoudelik	caseira	ADJ;NOM	N
kersfees	nadal	kersfees	nadal	V;PRS	N
korrupsie	da	korrupsie	da	N;SG	V
kommunikeer	forma	kommunikeer	forma	V;PRS	N
kommunikeer	comunicarse	kommunikeer	comunicarse	V;PRS	PROPN
kommunikeer	comunicarnos	kommunikeer	comunicarno	V;PRS	N
kommunikeer	comunicación	kommunikeer	comunicación	V;PRS	N
ingedien	a	indien	o	V;PST;V.PTCP	DET
nuttige	axuda	nuttig	axuda	ADJ;NOM	N
lucas	lucas	lucas	luca		N
spesiaal	especial	spesiaal	especial		ADJ
spesiaal	especiais	spesiaal	especial		ADJ
sierra	serra	sierra	serra	PROPN;SG	N
geskatte	estimouse	geskat	estimouse	V;PST;V.PTCP	N
rys	de	rys	de	N;SG	ADP
aanhou	a	aanhou	o	V;PRS	DET
dring	en	dring	en	V;PRS	ADP
handelinge	as	handeling	o	N;PL	DET
tevrede	contido	tevrede	contido		N
tevrede	dóeme	tevrede	dóeme		V
tevrede	satisfeito	tevrede	satisfacer		V
churchill	churchill	churchill	churchill	PROPN;SG	PROPN
vlieënde	a	vlie	o	ADJ;NOM	DET
vlieënde	voando	vlie	voar	ADJ;NOM	V
vlieënde	voar	vlie	voar	ADJ;NOM	V
trots	orgullo	trots	orgullo	ADJ;NOM	N
trots	de	trots	de	ADJ;NOM	ADP
baron	barón	baron	barón		N
baron	ao	baron	ao		PROPN
brooklyn	brooklyn	brooklyn	brooklyn		PROPN
libanon	líbano	libanon	líbano	PROPN;SG	N
aangeleenthede	importa	aangeleentheid	importar	N;PL	V
aangeleenthede	importante	aangeleentheid	importante	N;PL	ADJ
aangeleenthede	igual	aangeleentheid	igual	N;PL	ADV
aangeleenthede	nada	aangeleentheid	nada	N;PL	PRO
ohio	ohio	ohio	ohio		PROPN
vordering	segue	vordering	seguir	N;SG	V
verwantskap	relación	verwantskap	relación		N
gekleurde	cor	kleurde	cor	ADJ;NOM	N
gekleurde	de	kleurde	de	ADJ;NOM	ADP
gekyk	ollos	gekyk	ollo	V;PST;V.PTCP	N
brûe	bridges	brûe	bridge	N;PL	PROPN
waarneem	coidado	waarneem	coidado	V;PRS	N
honde	os	hond	o	N;PL	DET
honde	aos	hond	aos	N;PL	PROPN
moed	valor	moed	valor	V;PRS	N
moed	coraxe	moed	coraxe	V;PRS	N
moed	valentía	moed	valentía	V;PRS	N
moed	valente	moed	valente	V;PRS	ADJ
moed	collóns	moed	collón	V;PRS	N
eva	eva	eva	eve	V;PRS	PROPN
eva	aninovo	eva	aninovo	V;PRS	N
eva	data	eva	data	V;PRS	N
eva	véspera	eva	véspera	V;PRS	N
eva	noitevella	eva	noitevella	V;PRS	PROPN
corals	corais	corals	coral		N
princeton	princeton	princeton	princeton		PROPN
troue	de	trou	de	N;SG	ADP
nepal	nepal	nepal	nepal	PROPN;SG	PROPN
opsie	esta	opsie	este	N;SG	DET
moedig	e	moedig	e	V;PRS	CONJ
profeet	profeta	profeet	profeta		V
patent	patente	patent	patente	N;SG	ADJ
patent	patentar	patent	patentar	N;SG	V
barrett	barrett	barrett	barrett		PROPN
barrett	barret	barrett	barret		PROPN
sielkunde	de	sielkund	de	N;SG	ADP
respek	respectar	respek	respectar	N;SG	V
respek	respéctanme	respek	respéctanme	N;SG	ADV
majoor	principais	majoor	principal	N;SG	ADJ
majoor	importante	majoor	importante	N;SG	ADJ
majoor	maior	majoor	maior	N;SG	ADJ
lood	conducir	lood	conducir	N;SG	V
lood	levar	lood	levar	N;SG	V
lood	a	lood	o	N;SG	DET
lood	até	lood	até	N;SG	ADV
lincoln	lincoln	lincoln	lincoln		PROPN
alternatief	alternativa	alternatief	alternativa		N
regie	dirixida	regie	dirixir	N;SG	V
slot	comecartos	slot	comecarto		N
dom	estúpido	dom	estúpido	N;SG	ADJ
dom	estúpida	dom	estúpido	N;SG	ADJ
dom	estúpidos	dom	estúpido	N;SG	ADJ
dom	estúpidas	dom	estúpido	N;SG	ADJ
dom	parvadas	dom	parvar	N;SG	ADJ
maag	o	maag	o	N;SG	DET
bus	autobús	bus	autobús	V;PRS	N
bus	parada	bus	parado	V;PRS	N
bus	autocarro	bus	autocarro	V;PRS	N
konsert	concert	konsert	concertir	N;SG	PROPN
konsert	show	konsert	show	N;SG	PROPN
interessant	interesante	interessant	interesante		ADJ
interessant	interesantes	interessant	interesante		ADJ
nogal	máis	nogal	máis		ADV
nogal	ben	nogal	ben		ADV
nogal	bastante	nogal	bastante		ADV
nogal	canto	nogal	canto		PRO
nogal	antes	nogal	antes		ADV
nogal	prefiro	nogal	preferir		V
nogal	moi	nogal	moi		ADV
nice	bonito	nice	bonito		N
nice	ben	nice	ben		ADV
nice	bonita	nice	bonita		N
nice	bo	nice	bo		ADJ
nice	boa	nice	bo		ADJ
express	expresar	express	expresar		V
walker	andador	walker	andador		N
walker	walker	walker	walker		PROPN
miv	vih	miv	vih		PROPN
miv	o	miv	o		DET
gevaarlik	perigoso	gevaarlik	perigoso	ADV	ADJ
gevaarlik	perigosos	gevaarlik	perigoso	ADV	ADJ
gevaarlik	perigosa	gevaarlik	perigosa	ADV	ADJ
gevaarlik	perigosas	gevaarlik	perigoso	ADV	ADJ
gemerk	a	merk	o	V;PST;V.PTCP	DET
franklin	franklin	franklin	franklin		PROPN
bose	mal	bose	mal	N;SG	ADV
bose	malo	bose	malo	N;SG	PROPN
bose	malvado	bose	malvado	N;SG	ADJ
bose	malvados	bose	malvado	N;SG	ADJ
gesofistikeerde	sofisticado	sofistikeer	sofisticar	ADJ;NOM	V
spies	espías	spies	espír		N
mislukking	por	mislukking	por	N;SG	ADP
