que	那	que	那	PRO	DET
sábeo	那	sábeo	那	V	DET
prohibido	禁	prohibir	禁	V	
prohibido	禁忌	prohibir	禁忌	V	N
dimo	你	dimir	你	N	PRO;2
club	club	club	club	N	
­	建	­	建	PROPN	V
­	內建	­	內建	PROPN	N
­	失	­	失	PROPN	V
­	輸	­	輸	PROPN	V
­	輸	­	輸	PROPN	V
­	遺失	­	遺失	PROPN	V
­	迷失	­	迷失	PROPN	V
­	圓形	­	圓形	PROPN	N
­	圓	­	圓	PROPN	
­	圓圈	­	圓圈	PROPN	N
­	迴圈	­	迴圈	PROPN	N
­	圈	­	圈	PROPN	N
preocupada	關於	preocupar	關於	V	ADP
preocupada	信	preocupar	信	V	N
preocupada	來	preocupar	來	V	ADV
preocupada	字母	preocupar	字母	V	N
preocupada	信函	preocupar	信函	V	N
preocupada	信件	preocupar	信件	V	N
preocupada	非常	preocupar	非常	V	ADV
hostia	你	hostia	你	N	PRO;2
hostia	神奇	hostia	神奇	N	ADJ
koot	koot	koot	koot	PROPN	
herdeiro	繼承	herdeiro	繼承	N	V
herdeiro	他	herdeiro	他	N	PRO;3
molesley	老	molesley	老	PROPN	PART
molesley	舊	molesley	舊	PROPN	ADJ
molesley	舊	molesley	舊	PROPN	PART
molesley	老了	molesley	老了	PROPN	N
rematei	礦山	rematar	礦山	V	N
mostrar	show	mostrar	show	V	
funcionou	工作	funcionar	工作	V	N
italia	義大利	italia	義大利	PROPN	PROPN
italia	義大利	italia	義大利	PROPN	PROPN
italia	義大利	italia	義大利	PROPN	PROPN
pensades	你	pensade	你	N	PRO;2
pensades	關於	pensade	關於	N	ADP
poderei	威爾	poder	威爾	V	PROPN
poderei	從	poder	從	V	ADP
poderei	從	poder	從	V	ADP
poderei	從來	poder	從來	V	ADV
voo	飛行	voo	飛行	N	V
ningures	無處	ningures	無處	ADV	V
curiosidade	好奇	curiosidade	好奇	N	ADJ
curiosidade	好奇	curiosidade	好奇	N	ADJ
curiosidade	好奇	curiosidade	好奇	N	ADJ
curiosidade	關於	curiosidade	關於	N	ADP
directo	右	directo	右	ADJ	N
directo	直直	directo	直直	ADJ	ADV
directo	直	directo	直	ADJ	
directo	活	directo	活	ADJ	N
directo	直播	directo	直播	ADJ	V
directo	live	directo	live	ADJ	
directo	直接	directo	直接	ADJ	ADV
foran	她們	ir	她	V	PRO;PL;3
foran	他們	ir	他	V	PRO;PL;3
foran	它們	ir	它	V	PRO;PL;3
foran	界	ir	界	V	N
foran	定義	ir	定義	V	N
científico	科學	científico	科學	ADJ	N
científico	科學	científico	科學	ADJ	N
proxectos	計劃	proxecto	計劃	N	V
sorprendente	驚人	sorprendente	驚人	ADJ	N
sorprendente	驚喜	sorprendente	驚喜	ADJ	N
sorprendente	驚奇	sorprendente	驚奇	ADJ	N
dirá	威爾	dir	威爾	V	PROPN
dirá	你	dir	你	V	PRO;2
morea	滿	morea	滿	N	PROPN
queiran	想要	queirar	想要	V	
queiran	她們	queirar	她	V	PRO;PL;3
queiran	他們	queirar	他	V	PRO;PL;3
queiran	它們	queirar	它	V	PRO;PL;3
queiran	任何	queirar	任何	V	DET
pedras	而且	pedra	而且	N	ADV
pedras	和	pedra	和	N	ADP
pedras	還	pedra	還	N	ADV
pos	你	pos	你	PROPN	PRO;2
pos	你	pos	你	PROPN	PRO;2
pos	玩	pos	玩	PROPN	V
pos	彈	pos	彈	PROPN	N
pos	播放	pos	播放	PROPN	V
apaga	轉	apagar	轉	N	
apaga	出局	apagar	出局	N	V
apaga	關	apagar	關	N	PROPN
apaga	關閉	apagar	關閉	N	V
apaga	切	apagar	切	N	ADV
apaga	削減	apagar	削減	N	V
apaga	剪	apagar	剪	N	V
apaga	割	apagar	割	N	V
mike	mike	mikir	mike	PROPN	
burato	孔	burato	孔	N	PROPN
burato	孔	burato	孔	N	PROPN
burato	洞	burato	洞	N	PROPN
burato	這	burato	這	N	PRO
burato	這	burato	這	N	DET
tódalas	每個	tódala	每個	ADJ	DET
tódalas	每	tódala	每	ADJ	DET
tódalas	全部	tódala	全部	ADJ	DET
tódalas	所有	tódala	所有	ADJ	DET
tódalas	all	tódala	all	ADJ	
viaxar	旅行	viaxar	旅行	V	N
viaxar	旅費	viaxar	旅費	V	N
viaxar	旅遊	viaxar	旅遊	V	N
viaxar	旅行	viaxar	旅行	V	N
viaxar	旅遊	viaxar	旅遊	V	N
viaxar	她們	viaxar	她	V	PRO;PL;3
viaxar	他們	viaxar	他	V	PRO;PL;3
viaxar	它們	viaxar	它	V	PRO;PL;3
viaxar	旅行	viaxar	旅行	V	N
versión	他	versión	他	N	PRO;3
aluguer	房租	aluguer	房租	PROPN	N
aluguer	租	aluguer	租	PROPN	N
aluguer	租金	aluguer	租金	PROPN	N
aluguer	租金	aluguer	租金	PROPN	N
pinta	讚	pintar	讚	N	
pinta	就	pintar	就	N	ADV
pinta	像	pintar	像	N	ADP
pinta	喜歡	pintar	喜歡	N	V
pinta	看	pintar	看	N	V
bill	bill	bill	bill	PROPN	
bill	法案	bill	法案	PROPN	N
certamente	課程	certamente	課程	ADV	N
certamente	你	certamente	你	ADV	PRO;2
xira	遊覽	xira	遊覽	N	V
xira	圓	xira	圓	N	
xira	轉	xira	轉	N	
xira	圍繞	xira	圍繞	N	V
xira	圍繞	xira	圍繞	N	V
xira	巡演	xira	巡演	N	V
deixaches	你	deixaches	你	V	PRO;2
deixaches	左側	deixaches	左側	V	N
deixaches	左	deixaches	左	V	N
deixaches	左翼	deixaches	左翼	V	N
deixaches	左邊	deixaches	左邊	V	N
cumprir	直到	cumprir	直到	V	ADP
cumprir	職責	cumprir	職責	V	N
enviou	右	enviar	右	V	N
responsable	負責	responsable	負責	N	V
ambulancia	救護	ambulancia	救護	N	V
ambulancia	救護	ambulancia	救護	N	V
pelexa	打	pelexar	打	N	V
dicirlles	你	dicirlle	你	N	PRO;2
dicirlles	應	dicirlle	應	N	V
dicirlles	說	dicirlle	說	N	V
casualidade	任何	casualidade	任何	N	DET
anuncio	公告	anuncio	公告	N	V
anuncio	宣告	anuncio	宣告	N	
anuncio	她	anuncio	她	N	PRO;3
crítica	危急	crítica	危急	N	
crítica	批評	crítica	批評	N	V
deixamos	左側	deixar	左側	V	N
deixamos	左	deixar	左	V	N
deixamos	左翼	deixar	左翼	V	N
deixamos	左邊	deixar	左邊	V	N
patrón	boss	patrón	boss	N	
sacou	她	sacar	她	V	PRO;3
sacou	drew	sacar	drew	V	
fermosas	可	fermosa	可	ADJ	V
fermosas	漂亮	fermosa	漂亮	ADJ	N
fermosas	美	fermosa	美	ADJ	PROPN
fermosas	美女	fermosa	美女	ADJ	N
fermosas	美麗	fermosa	美麗	ADJ	N
fermosas	漂亮	fermosa	漂亮	ADJ	N
fermosas	尼斯	fermosa	尼斯	ADJ	PROPN
ameaza	威脅	ameaza	威脅	N	V
ameaza	威脅	ameaza	威脅	N	V
éche	你	éche	你	ADV	PRO;2
éche	real	éche	real	ADV	
éche	真實	éche	真實	ADV	ADJ
éche	生命	éche	生命	ADV	N
éche	人生	éche	人生	ADV	N
éche	生活	éche	生活	ADV	V
rezar	禱告	rezar	禱告	V	N
rezar	禱告	rezar	禱告	V	N
rezar	禱告	rezar	禱告	V	N
pat	pat	pat	pat	PROPN	
montar	企業	montar	企業	V	N
montar	業務	montar	業務	V	N
montar	商業	montar	商業	V	N
montar	商務	montar	商務	V	N
montar	騎馬	montar	騎馬	V	N
montar	騎	montar	騎	V	N
montar	騎馬	montar	騎馬	V	N
montar	騎	montar	騎	V	N
deixalo	讓	deixalo	讓	N	V;CAUS
deixalo	休假	deixalo	休假	N	V
deixalo	離開	deixalo	離開	N	V
deixalo	這	deixalo	這	N	PRO
deixalo	這	deixalo	這	N	DET
fodido	而且	foder	而且	N	ADV
fodido	和	foder	和	N	ADP
fodido	還	foder	還	N	ADV
fodido	guy	foder	guy	N	
irme	必須	irme	必須	ADV	V
irme	休假	irme	休假	ADV	V
irme	離開	irme	離開	ADV	V
obreiro	勞動	obreiro	勞動	N	V
obreiro	勞動	obreiro	勞動	N	V
obreiro	勞動	obreiro	勞動	N	V
mírame	你	mírame	你	PROPN	PRO;2
dicirllo	她	dicirllo	她	N	PRO;3
dicirllo	你	dicirllo	你	N	PRO;2
dicirllo	這	dicirllo	這	N	PRO
dicirllo	這	dicirllo	這	N	DET
dicirllo	說	dicirllo	說	N	V
dicirllo	提及	dicirllo	提及	N	V
covarde	懦夫	covarde	懦夫	V	N
covarde	怯懦	covarde	怯懦	V	N
gústanme	讚	gústanme	讚	V	
gústanme	就	gústanme	就	V	ADV
gústanme	像	gústanme	像	V	ADP
gústanme	你	gústanme	你	V	PRO;2
esquéceo	忘記	esquéceo	忘記	N	V
esquéceo	從	esquéceo	從	N	ADP
esquéceo	從	esquéceo	從	N	ADP
esquéceo	從來	esquéceo	從來	N	ADV
esquéceo	關於	esquéceo	關於	N	ADP
skip	跳過	skip	跳過	N	V
chámame	電話	chámame	電話	V	N
chámame	通話	chámame	通話	V	N
chámame	環	chámame	環	V	N
chámame	戒指	chámame	戒指	V	N
sloan	廚房	sloar	廚房	PROPN	N
chi	志	chi	志	PROPN	N
ostia	基督	oster	基督	N	PROPN
sentada	週六	sentar	週六	V	N
sentada	sat	sentar	sat	V	
sentada	她	sentar	她	V	PRO;3
caída	跌	caída	跌	N	V
caída	硬	caída	硬	N	PART
infantil	博物	infantil	博物	ADJ	N
infantil	兒童	infantil	兒童	ADJ	N
infantil	孩子	infantil	孩子	ADJ	N
infantil	死亡	infantil	死亡	ADJ	V
infantil	存活	infantil	存活	ADJ	V
infantil	求生	infantil	求生	ADJ	V
infantil	生存	infantil	生存	ADJ	V
aumento	上升	aumento	上升	N	V
aumento	增加	aumento	增加	N	V
aumento	提高	aumento	提高	N	V
aumento	增加	aumento	增加	N	V
aumento	失業	aumento	失業	N	V
aumento	失業	aumento	失業	N	V
aumento	加註	aumento	加註	N	V
rowan	rowan	rozar	rowan	V	
seguido	全部	seguir	全部	V	DET
seguido	所有	seguir	所有	V	DET
seguido	all	seguir	all	V	
seguido	右	seguir	右	V	N
seguido	句子	seguir	句子	V	N
seguido	刑期	seguir	刑期	V	N
brown	棕	brown	棕	PROPN	N
brown	褐	brown	褐	PROPN	N
brown	布朗	brown	布朗	PROPN	PROPN
brown	brown	brown	brown	PROPN	
brown	棕色	brown	棕色	PROPN	N
vías	來	vía	來	N	V
vías	從	vía	從	N	ADP
decidir	必須	decidir	必須	V	V
maneiras	總	maneira	總	N	ADJ
maneiras	不管	maneira	不管	N	ADP
maneiras	反正	maneira	反正	N	
maneiras	無論	maneira	無論	N	ADP
mazás	蘋果	mazás	蘋果	N	PROPN
mazás	apple	mazás	apple	N	
mazás	蘋果	mazás	蘋果	N	PROPN
sinxela	容易	sinxela	容易	ADJ	ADV
líderes	領導	líder	領導	N	V
líderes	領導	líder	領導	N	V
líderes	領導	líder	領導	N	V
diversidade	多	diversidade	多	N	NUM
diversidade	多樣	diversidade	多樣	N	ADJ
diversidade	多樣	diversidade	多樣	N	ADJ
constante	常數	constante	常數	ADJ	N
constante	穩	constante	穩	ADJ	ADV
constante	平	constante	平	ADJ	PROPN
constante	穩定	constante	穩定	ADJ	N
constante	穩步	constante	穩步	ADJ	N
constante	穩住	constante	穩住	ADJ	V
constante	始終	constante	始終	ADJ	
constante	永遠	constante	永遠	ADJ	N
constante	總是	constante	總是	ADJ	
entrevista	面談	entrevista	面談	N	V
entrevista	約談	entrevista	約談	N	V
entrevista	採訪	entrevista	採訪	N	V
entrevista	訪談	entrevista	訪談	N	V
estudante	誰	estudante	誰	N	PRO
estudante	畢業	estudante	畢業	N	V
estudante	研究	estudante	研究	N	V
estudante	畢業	estudante	畢業	N	V
parecido	關閉	parecer	關閉	N	V
parecido	讚	parecer	讚	N	
parecido	就	parecer	就	N	ADV
parecido	像	parecer	像	N	ADP
parecido	喜歡	parecer	喜歡	N	V
parecido	類似	parecer	類似	N	V
parecido	相似	parecer	相似	N	V
parecido	那	parecer	那	N	DET
pare	她	pare	她	V	PRO;3
difíciles	難	difícil	難	ADJ	N
difíciles	硬	difícil	硬	ADJ	PART
difíciles	辛苦	difícil	辛苦	ADJ	N
difíciles	困難	difícil	困難	ADJ	N
difíciles	難	difícil	難	ADJ	N
difíciles	艱難	difícil	艱難	ADJ	N
difíciles	非常	difícil	非常	ADJ	ADV
difíciles	困擾	difícil	困擾	ADJ	V
manda	右	manda	右	V	N
manda	全部	manda	全部	V	DET
manda	所有	manda	所有	V	DET
manda	all	manda	all	V	
manda	boss	manda	boss	V	
manda	老大	manda	老大	V	N
manda	老闆	manda	老闆	V	N
manda	從	manda	從	V	ADP
manda	電荷	manda	電荷	V	N
manda	收費	manda	收費	V	N
necesitas	你	necesitar	你	N	PRO;2
necesitas	需要	necesitar	需要	N	V
liberación	釋出	liberación	釋出	N	V
liberación	釋放	liberación	釋放	N	V
liberación	解放	liberación	解放	N	V
oído	耳	oír	耳	V	N
oído	耳朵	oír	耳朵	V	N
oído	聽力	oír	聽力	V	N
oído	聽覺	oír	聽覺	V	N
oído	你	oír	你	V	PRO;2
oído	耳	oír	耳	V	N
oído	耳朵	oír	耳朵	V	N
respostas	解答	resposta	解答	N	V
desexos	向	desexo	向	N	ADP
desexos	祝願	desexo	祝願	N	V
completa	完整	completar	完整	V	N
completa	飽	completar	飽	V	N
completa	完整	completar	完整	V	N
completa	滿	completar	滿	V	PROPN
taxa	評分	taxa	評分	N	V
monstro	怪獸	monstro	怪獸	N	PROPN
monstro	你	monstro	你	N	PRO;2
dólar	元	dólar	元	N	PROPN
dólar	美	dólar	美	N	PROPN
dólar	降壓	dólar	降壓	N	V
cociñar	烹飪	cociñar	烹飪	V	N
cociñar	烹調	cociñar	烹調	V	N
cociñar	廚師	cociñar	廚師	V	N
cociñar	全部	cociñar	全部	V	DET
cociñar	所有	cociñar	所有	V	DET
cociñar	all	cociñar	all	V	
postos	出局	posto	出局	N	V
postos	穿	posto	穿	N	V
postos	穿	posto	穿	N	
postos	她們	posto	她	N	PRO;PL;3
postos	他們	posto	他	N	PRO;PL;3
postos	它們	posto	它	N	PRO;PL;3
postos	作戰	posto	作戰	N	V
postos	設	posto	設	N	V
postos	設定	posto	設定	N	V
saíndo	約會	saíndo	約會	V	N
saíndo	只	saíndo	只	V	ADV
saíndo	只要	saíndo	只要	V	ADP
saíndo	外部	saíndo	外部	V	N
saíndo	室外	saíndo	室外	V	N
saíndo	外面	saíndo	外面	V	N
saíndo	外	saíndo	外	V	N
profesional	專業	profesional	專業	ADJ	N
profesional	出局	profesional	出局	ADJ	V
és	你	ser	你	PROPN	PRO;2
enteira	生命	enteiro	生命	ADJ	N
enteira	人生	enteiro	人生	ADJ	N
enteira	生活	enteiro	生活	ADJ	V
supervivencia	存活	supervivencia	存活	N	V
supervivencia	求生	supervivencia	求生	N	V
supervivencia	生存	supervivencia	生存	N	V
supervivencia	幸存	supervivencia	幸存	N	V
area	沙	area	沙	N	PROPN
area	sandy	area	sandy	N	
area	地球	area	地球	N	PROPN
billete	bill	billete	bill	N	
marcharon	左側	marchar	左側	V	N
marcharon	左	marchar	左	V	N
marcharon	左翼	marchar	左翼	V	N
marcharon	左邊	marchar	左邊	V	N
marcharon	她們	marchar	她	V	PRO;PL;3
marcharon	他們	marchar	他	V	PRO;PL;3
marcharon	它們	marchar	它	V	PRO;PL;3
disciplina	而且	disciplina	而且	N	ADV
disciplina	和	disciplina	和	N	ADP
disciplina	還	disciplina	還	N	ADV
disciplina	聽證	disciplina	聽證	N	V
precisar	需求	precisar	需求	V	N
amais	和	amais	和	ADV	ADP
veciño	鄰居	veciño	鄰居	ADJ	N
linda	linda	linda	linda	N	
linda	美	linda	美	N	PROPN
linda	可	linda	可	N	V
linda	小	linda	小	N	PART
reserva	準備	reserva	準備	N	V
reserva	預訂	reserva	預訂	N	V
reserva	保留	reserva	保留	N	V
piques	關於	pique	關於	ADV	ADP
piques	關閉	pique	關閉	ADV	V
piques	不久	pique	不久	ADV	N
quenda	轉	quenda	轉	N	
lee	lee	lee	lee	PROPN	
lee	李	lee	李	PROPN	PROPN
absurdo	可笑	absurdo	可笑	N	ADJ
absurdo	如何	absurdo	如何	N	
axudalo	幫助	axudalo	幫助	N	V
axudalo	幫忙	axudalo	幫忙	N	V
axudalo	你	axudalo	你	N	PRO;2
levará	威爾	levar	威爾	V	PROPN
levará	一些	levar	一些	V	ADJ
cólleo	挑	cólleo	挑	V	
cólleo	選	cólleo	選	V	N
marie	marie	marie	marie	N	
prefire	你	preferir	你	V	PRO;2
prefire	讚	preferir	讚	V	
prefire	就	preferir	就	V	ADV
prefire	像	preferir	像	V	ADP
prefire	更好	preferir	更好	V	ADJ
sucio	髒	sucio	髒	ADJ	N
sucio	臟	sucio	臟	ADJ	N
amábel	很好	amábel	很好	N	ADJ
amábel	尼斯	amábel	尼斯	N	PROPN
dígame	你	dígame	你	PROPN	PRO;2
dígame	現在	dígame	現在	PROPN	N
dígame	數	dígame	數	PROPN	N
dígame	伯爵	dígame	伯爵	PROPN	N
dígame	數數	dígame	數數	PROPN	N
dígame	計數	dígame	計數	PROPN	N
xuramento	宣誓	xuramento	宣誓	N	V
solta	讓	solta	讓	N	V;CAUS
solta	鬆動	solta	鬆動	N	V
solta	下降	solta	下降	N	V
purificación	純化	purificación	純化	N	V
purificación	淨化	purificación	淨化	N	V
purificación	切	purificación	切	N	ADV
purificación	削減	purificación	削減	N	V
purificación	剪	purificación	剪	N	V
purificación	割	purificación	割	N	V
purificación	純化	purificación	純化	N	V
bran	麩	bran	麩	PROPN	PROPN
cómpre	你	cómprer	你	V	PRO;2
escoito	聽力	escoito	聽力	V	N
escoito	聽覺	escoito	聽覺	V	N
escoito	聽	escoito	聽	V	ADP
matalo	殺	matalo	殺	PROPN	V
matalo	被	matalo	被	PROPN	V;PASS
ignorancia	無知	ignorancia	無知	N	V
ignorancia	文盲	ignorancia	文盲	N	V
ignorancia	無知	ignorancia	無知	N	V
comezan	她們	comezar	她	V	PRO;PL;3
comezan	他們	comezar	他	V	PRO;PL;3
comezan	它們	comezar	它	V	PRO;PL;3
sentimos	感覺	sentir	感覺	V	N
sentimos	感覺	sentir	感覺	V	N
sentimos	感	sentir	感	V	N
diferencia	不同	diferencia	不同	N	ADJ
diferencia	全部	diferencia	全部	N	DET
diferencia	所有	diferencia	所有	N	DET
diferencia	all	diferencia	all	N	
amosa	圖表	amosar	圖表	V	N
amosa	圖	amosar	圖	V	N
amosa	這	amosar	這	V	PRO
amosa	這	amosar	這	V	DET
amosa	那	amosar	那	V	DET
amosa	show	amosar	show	V	
preso	囚禁	preso	囚禁	N	V
formar	形式	formar	形式	V	N
formar	表格	formar	表格	V	N
formar	集	formar	集	V	N
formar	成型	formar	成型	V	N
pezas	bit	peza	bit	N	
pezas	零	peza	零	N	NUM
reducir	切	reducir	切	V	ADV
reducir	往下	reducir	往下	V	N
reducir	向	reducir	向	V	ADP
camiñando	步行	camiñar	步行	V	N
camiñando	步行	camiñar	步行	V	N
camiñando	她	camiñar	她	V	PRO;3
estasme	你	estasme	你	PROPN	PRO;2
estasme	唐	estasme	唐	PROPN	PROPN
estasme	don	estasme	don	PROPN	
pedirlle	問	pedirlle	問	ADJ	
pedirlle	她	pedirlle	她	ADJ	PRO;3
paquete	包	paquete	包	N	PROPN
paquete	包裹	paquete	包裹	N	V
paquete	包	paquete	包	N	PROPN
paquete	打包	paquete	打包	N	V
paquete	包裹	paquete	包裹	N	V
paquete	封	paquete	封	N	V
etc	而且	etc	而且	N	ADV
etc	和	etc	和	N	ADP
etc	還	etc	還	N	ADV
círculo	圓	círculo	圓	N	
teito	無家	teito	無家	N	V
niveis	這些	nivel	這些	N	DET
niveis	三	nivel	三	N	NUM
xunta	在	xunta	在	N	V
dispara	火災	disparar	火災	V	N
dispara	射	disparar	射	V	N
dispara	消防	disparar	消防	V	N
dispara	火	disparar	火	V	N
dispara	火焰	disparar	火焰	V	PROPN
dispara	火災	disparar	火災	V	N
acabei	完全	acabar	完全	V	ADV
acabei	只	acabar	只	V	ADV
acabei	只要	acabar	只要	V	ADP
falsa	虛假	falsa	虛假	ADJ	N
falsa	假	falsa	假	ADJ	N
falsa	假	falsa	假	ADJ	N
falsa	虛假	falsa	虛假	ADJ	N
falsa	假冒	falsa	假冒	ADJ	V
falsa	假	falsa	假	ADJ	N
vestidos	穿	vestido	穿	V	
vestidos	黑	vestido	黑	V	N
vestidos	black	vestido	black	V	
vestidos	黑色	vestido	黑色	V	N
vestidos	黑人	vestido	黑人	V	N
vestidos	你	vestido	你	V	PRO;2
vestidos	服裝	vestido	服裝	V	N
vestidos	衣物	vestido	衣物	V	N
vestidos	衣服	vestido	衣服	V	N
gustaba	讚	gustar	讚	V	
gustaba	讚	gustar	讚	V	
gustaba	就	gustar	就	V	ADV
gustaba	像	gustar	像	V	ADP
gustaba	她	gustar	她	V	PRO;3
seguimos	仍然	seguir	仍然	V	ADV
seguimos	依然	seguir	依然	V	ADV
seguimos	跟	seguir	跟	V	ADP
cruzar	十字	cruzar	十字	V	N
cruzar	cross	cruzar	cross	V	
cruzar	十字	cruzar	十字	V	N
cruzar	交叉	cruzar	交叉	V	N
orixinal	原文	orixinal	原文	ADJ	N
orixinal	原件	orixinal	原件	ADJ	N
orixinal	原創	orixinal	原創	ADJ	N
orixinal	原始	orixinal	原始	ADJ	N
orixinal	原	orixinal	原	ADJ	PART
noxo	厭惡	noxo	厭惡	ADV	V
noxo	惡心	noxo	惡心	ADV	N
noxo	打壓	noxo	打壓	ADV	V
noxo	壓制	noxo	壓制	ADV	V
noxo	毛	noxo	毛	ADV	PROPN
noxo	毛額	noxo	毛額	ADV	N
ma	關	ma	關	PROPN	PROPN
ma	關閉	ma	關閉	PROPN	V
privada	隱私	privado	隱私	ADJ	N
privada	私營	privado	私營	ADJ	N
privada	太空	privado	太空	ADJ	N
privada	空間	privado	空間	ADJ	N
comercial	商用	comercial	商用	ADJ	N
comercial	商事	comercial	商事	ADJ	N
comercial	商業	comercial	商業	ADJ	N
comercial	行銷	comercial	行銷	ADJ	N
comercial	貿易	comercial	貿易	ADJ	N
comercial	買東	comercial	買東	ADJ	V
comercial	購物	comercial	購物	ADJ	N
asi	那	asi	那	ADV	DET
asi	出局	asi	出局	ADV	V
asi	讚	asi	讚	ADV	
asi	像	asi	像	ADV	ADP
asi	喜歡	asi	喜歡	ADV	V
asi	這	asi	這	ADV	PRO
asi	這	asi	這	ADV	DET
altas	高	alto	高	ADJ	PROPN
altas	高地	alto	高地	ADJ	N
altas	高地	alto	高地	ADJ	N
altas	高原	alto	高原	ADJ	N
cantando	歌聲	cantar	歌聲	V	N
cantando	唱歌	cantar	唱歌	V	N
cantando	歌唱	cantar	歌唱	V	N
cantando	唱	cantar	唱	V	N
cantando	唱歌	cantar	唱歌	V	N
cantando	歌唱	cantar	歌唱	V	N
conseguiu	你	conseguir	你	V	PRO;2
puideron	她們	poder	她	V	PRO;PL;3
puideron	他們	poder	他	V	PRO;PL;3
puideron	它們	poder	它	V	PRO;PL;3
pensalo	關於	pensalo	關於	N	ADP
marchamos	左側	marchar	左側	V	N
marchamos	左	marchar	左	V	N
marchamos	左翼	marchar	左翼	V	N
marchamos	左邊	marchar	左邊	V	N
postal	明	postal	明	N	PROPN
postal	訂單	postal	訂單	N	V
postal	命令	postal	命令	N	V
postal	訂購	postal	訂購	N	V
pastel	派	pastel	派	N	V;CAUS
pastel	熱	pastel	熱	N	PART
chuvia	來	chuvia	來	N	V
chuvia	從	chuvia	從	N	ADP
chuvia	放射	chuvia	放射	N	V
chuvia	放射	chuvia	放射	N	V
data	eve	data	eve	N	
nervios	明	nervio	明	N	PROPN
nervios	擊穿	nervio	擊穿	N	V
nervios	獲取	nervio	獲取	N	V
nervios	獲得	nervio	獲得	N	V
nervios	得到	nervio	得到	N	V
contenta	開心	contentar	開心	V	N
contenta	快樂	contentar	快樂	V	N
contenta	高興	contentar	高興	V	ADV
contenta	幸福	contentar	幸福	V	N
contenta	happy	contentar	happy	V	
porto	港灣	porto	港灣	N	PROPN
porto	港	porto	港	N	PROPN
porto	港	porto	港	N	PROPN
porto	港灣	porto	港灣	N	PROPN
porto	港	porto	港	N	PROPN
febreiro	二	febreiro	二	N	NUM
cargos	辦公	cargo	辦公	N	V
cargos	辦公	cargo	辦公	N	V
cargos	辦事	cargo	辦事	N	V
cargos	充電	cargo	充電	N	V
saco	獲取	saco	獲取	N	V
saco	獲得	saco	獲得	N	V
saco	得到	saco	得到	N	V
saco	包	saco	包	N	PROPN
paren	請	parer	請	V	V
dalle	右	dalle	右	PROPN	N
dalle	命中	dalle	命中	PROPN	N
agosto	八	agosto	八	N	NUM
agosto	八	agosto	八	N	NUM
novembro	十一	novembro	十一	N	NUM
parabéns	祝	parabén	祝	N	V
traballador	勞動	traballador	勞動	N	V
traballador	勞動	traballador	勞動	N	V
arco	鞠躬	arco	鞠躬	N	
stuart	司徒	stuart	司徒	V	N
stuart	johnny	stuart	johnny	V	
vítima	受害	vítima	受害	N	V
vítima	受害	vítima	受害	N	V
uniforme	均勻	uniforme	均勻	N	ADJ
soportar	站	soportar	站	V	N
soportar	熊	soportar	熊	V	N
déame	讓	déame	讓	PROPN	V;CAUS
sábelo	你	sábelo	你	N	PRO;2
sábelo	那	sábelo	那	N	DET
debín	應	deber	應	V	V
debín	必須	deber	必須	V	V
tom	tom	tom	tom	PROPN	
jackson	jackson	jackson	jackson	PROPN	
jackson	傑克遜	jackson	傑克遜	PROPN	PROPN
jackson	嘿	jackson	嘿	PROPN	
aparte	來	aparte	來	ADV	V
aparte	從	aparte	從	ADV	ADP
aparte	gare	aparte	gare	ADV	
ide	你	ide	你	PROPN	PRO;2
durmido	睡	durmido	睡	ADJ	V
durmido	睡覺	durmido	睡覺	ADJ	V
durmido	睡	durmido	睡	ADJ	V
durmido	睡眠	durmido	睡眠	ADJ	N
durmido	睡覺	durmido	睡覺	ADJ	V
calar	寂	calar	寂	V	N
calar	沈	calar	沈	V	PROPN
calar	緘默	calar	緘默	V	PROPN
calar	沈	calar	沈	V	PROPN
calar	你	calar	你	V	PRO;2
calar	威爾	calar	威爾	V	PROPN
calar	請	calar	請	V	V
taiji	太極	taiji	太極	PROPN	N
corenta	四十	corenta	四十	PROPN	NUM
corenta	forty	corenta	forty	PROPN	
barato	便	barato	便	N	ADV
barato	便	barato	便	N	ADV
excepto	除	excepto	除	ADV	V
excepto	除外	excepto	除外	ADV	N
contoume	關於	contoume	關於	V	ADP
contoume	你	contoume	你	V	PRO;2
contoume	她	contoume	她	V	PRO;3
simples	兄妹	simple	兄妹	ADJ	N
motivos	應	motivo	應	N	V
poderosos	強大	poderoso	強大	ADJ	N
poderosos	強國	poderoso	強國	ADJ	N
comedor	用	comedor	用	N	V
comedor	進餐	comedor	進餐	N	V
comedor	生活	comedor	生活	N	V
pechada	門	pechada	門	V	N
demostrar	show	demostrar	show	V	
demostrar	實際	demostrar	實際	V	N
demostrar	其	demostrar	其	V	PRO;3
demostrar	你	demostrar	你	V	PRO;2
todavía	你	todaver	你	ADV	PRO;2
prezos	price	prezo	price	N	
pobreza	窮	pobreza	窮	N	
aprendizaxe	學習	aprendizaxe	學習	N	V
cultural	文化	cultural	文化	ADJ	N
cultural	團隊	cultural	團隊	ADJ	N
cultural	球隊	cultural	球隊	ADJ	N
cultural	隊伍	cultural	隊伍	ADJ	N
uu	美洲	uu	美洲	PROPN	PROPN
uu	美國	uu	美國	PROPN	PROPN
uu	國家	uu	國家	PROPN	N
rosas	rose	rosa	rose	N	
desaparecer	淡	desaparecer	淡	V	N
desaparecer	只	desaparecer	只	V	ADV
desaparecer	只要	desaparecer	只要	V	ADP
