heller	heller	hell	heller	ADJ	N;NOM;SG
christina	christina	christina	christina	PROPN;NOM;FEM;SG	N;FRML;SG
normen	normid	normen	norm	V;NFIN	N;NOM;PL
normen	standardid	normen	standard	V;NFIN	N;NOM;PL
ansässig	resident	ansässig	resident	ADJ	N;NOM;SG
ansässig	elanik	ansässig	elanik	ADJ	N;NOM;SG
erkrankungen	haigus	erkrankung	haigus	N;NOM;FEM;PL	N;NOM;SG
agentur	agentuur	agentur	agentuur	PROPN;NOM;SG	N;NOM;SG
agentur	agentuuri	agentur	agentuur	PROPN;NOM;SG	N;PRT;SG
agentur	amet	agentur	amet	PROPN;NOM;SG	N;NOM;SG
agentur	emea	agentur	emea	PROPN;NOM;SG	N;NOM;SG
iwan	ivan	iwan	ivan	PROPN;NOM;MASC;SG	N;NOM;SG
schreiber	kirjutaja	schreiber	kirjutaja	ADJ	N;NOM;SG
schreiber	schreiber	schreiber	schreiber	ADJ	N;NOM;SG
blüte	õitsemist	blüt	õitsemine	N;NOM;FEM;SG	N;PRT;SG
blüte	õitsevad	blüt	õitsema	N;NOM;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
blüte	õitsev	blüt	õitsev	N;NOM;FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
punk	punk	punk	punk	PROPN;SG	N;NOM;SG
ausländische	välismaa	ausländisch	välis_maa	ADJ;NOM;FEM;PL	N;NOM;SG
dell	dell	dell	dell	PROPN;NOM;MASC;SG	N;NOM;SG
digitalen	digitaalse	digital	digitaalne	ADJ;ACC;MASC;SG	ADJ;GEN;SG
digitalen	digitaalne	digital	digitaalne	ADJ;ACC;MASC;SG	ADJ;NOM;SG
joan	joan	joan	joan	PROPN;NOM;MASC;SG	N;NOM;SG
enger	lähemale	eng	lähemale	ADJ	ADV
enger	lähemal	eng	lähemal	ADJ	ADV
enger	lähemalt	eng	lähemalt	ADJ	ADV
bremerhaven	bremerhaven	bremerhaven	bremerhaven	PROPN;NOM;NEUT;SG	N;NOM;SG
tabellen	lauad	tabell	laud	V;NFIN	N;NOM;PL
tabellen	tabelid	tabell	tabel	V;NFIN	N;NOM;PL
überprüft	kontrollitud	überprüfen	kontrolli=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
überprüft	kontrollitud	überprüfen	kontrolli=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
wahlperiode	seadusandlik	wahlperiode	seadus_andlik	N;NOM;FEM;SG	ADJ;NOM;SG
einladung	kutsu	einladung	kutsuma	N;FEM;SG	V;IMP;SG;2;PRS;FIN;ACT
stadtverwaltung	omavalitsus	stadtverwaltung	oma_valitsus	PROPN	N;NOM;SG
stadtverwaltung	vald	stadtverwaltung	vald	PROPN	N;NOM;SG
stadtverwaltung	omavalitsuste	stadtverwaltung	oma_valitsus	PROPN	N;GEN;PL
legislaturperiode	seadusandja	legislaturperiode	seadus_andja	ADJ;NOM;FEM;SG	N;NOM;SG
slowenien	sloveenia	slowenien	sloveenia	PROPN	N;NOM;SG
disziplinen	distsipliini	disziplin	distsipliin	N;NOM;PL	N;PRT;SG
disziplinen	distsipliin	disziplin	distsipliin	N;NOM;PL	N;NOM;SG
disziplinen	distsipliinide	disziplin	distsipliin	N;NOM;PL	N;GEN;PL
alltag	igapäevane	alltag	iga_päevane	PROPN	ADJ;NOM;SG
ausländischen	välismaa	ausländisch	välis_maa	ADJ	N;NOM;SG
gesungen	sang	singen	sang	V;V.PTCP	N;NOM;SG
gesungen	laulmine	singen	laulmine	V;V.PTCP	N;NOM;SG
gesungen	sung	singen	sung	V;V.PTCP	N;NOM;SG
jerry	jerry	jerry	jerry	PROPN;NOM;MASC;SG	N;NOM;SG
türken	turk	türken	turk	N;PL	N;NOM;SG
hawaii	hawaii	hawaii	hawaii	PROPN;NOM;SG	N;NOM;SG
hawaii	havai	hawaii	hava	PROPN;NOM;SG	N;NOM;SG
zeitweilig	ajutiselt	zeitweilig	ajutiselt	ADJ	ADV
jules	jules	jules	jules	PROPN;NOM;MASC;SG	N;NOM;SG
jährlichen	aastas	jährlich	aasta	ADJ	N;IN+ESS;SG
akademische	akadeemiline	akademisch	akadeemiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
akademische	akadeemilise	akademisch	akadeemiline	ADJ;NOM;FEM;PL	ADJ;GEN;SG
gelehrten	õpetlased	gelehrt	õpetlane	ADJ;PL	N;NOM;PL
gelehrten	õpetlane	gelehrt	õpetlane	ADJ;PL	N;NOM;SG
mine	minu	mine	mina		PRO;GEN;SG;1
überleben	ellujäämise	überleben	ellu_jäämine	V;NFIN	N;GEN;SG
überleben	ellujäämine	überleben	ellu_jäämine	V;NFIN	N;NOM;SG
überleben	ellujäämine	überleben	ellu_jäämine	V;NFIN	N;NOM;SG
anpassung	kohandused	anpassung	kohandus	N;NOM;FEM;SG	N;NOM;PL
flach	lame	flach	lame	ADJ	N;NOM;SG
entwickler	arendajad	entwickl	arendaja		N;NOM;PL
entwickler	arendaja	entwickl	arendaja		N;NOM;SG
kostenlos	free	kostenlos	free	ADJ	N;NOM;SG
kostenlos	tasuta	kostenlos	tasu	ADJ	N;PRIV;SG
under	all	under	all		ADV
individuen	üksikisikute	individuen	üksik_isik		N;GEN;PL
individuen	üksikisikud	individuen	üksik_isik		N;NOM;PL
tausende	tuhanded	tausende	tuhat	N;NOM;FEM;PL	NUM;NOM;PL
tausende	tuhandetes	tausende	tuhat	N;NOM;FEM;PL	NUM;IN+ESS;PL
tausende	tuhandeid	tausende	tuhat	N;NOM;FEM;PL	NUM;PRT;PL
anwesenheit	osalemine	anwesenheit	osalemine	ADJ	N;NOM;SG
anwesenheit	osavõtt	anwesenheit	osa_võtt	ADJ	N;NOM;SG
anwesenheit	kohalolek	anwesenheit	kohal_olek	ADJ	N;NOM;SG
anwesenheit	kohalolu	anwesenheit	kohal_olu	ADJ	N;PRT;SG
liedern	laulud	liedern	laul	V;NFIN	N;NOM;PL
liedern	laule	liedern	laul	V;NFIN	N;PRT;PL
israelischen	iisraeli	israelisch	iisrael	ADJ;PL	N;PRT;SG
israelischen	iisrael	israelisch	iisrael	ADJ;PL	N;NOM;SG
freude	nauding	freude	nauding		N;NOM;SG
freude	joy	freude	joy		N;NOM;SG
freude	rõõmu	freude	rõõm		N;PRT;SG
freude	rõõm	freude	rõõm		N;NOM;SG
freude	õnn	freude	õnn		N;NOM;SG
freude	õnne	freude	õnn		N;PRT;SG
freude	rõõm	freude	rõõm		N;NOM;SG
freude	nauding	freude	nauding		N;NOM;SG
rotterdam	rotterdami	rotterdam	rotterdam	PROPN	N;NOM;SG
unterzeichnete	allkirjastatud	unterzeichnen	all_kirjasta=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
effekte	mõju	effekt	mõju	N;NOM;PL	N;NOM;SG
effekte	toime	effekt	toime	N;NOM;PL	N;NOM;SG
effekte	efekt	effekt	efekt	N;NOM;PL	N;NOM;SG
effekte	mõju	effekt	mõju	N;NOM;PL	N;NOM;SG
effekte	toime	effekt	toime	N;NOM;PL	N;NOM;SG
gletscher	liustik	gletsch	liustik		N;NOM;SG
gletscher	liustikud	gletsch	liustik		N;NOM;PL
indische	indiaanlane	indisch	indiaanlane	ADJ;NOM;FEM;PL	N;NOM;SG
erzähler	jutustaja	erzähler	jutustaja	ADJ	N;NOM;SG
erzähler	jutuvestja	erzähler	jutuvestja	ADJ	N;NOM;SG
essay	essee	essey	essee		N;NOM;SG
operationen	toimingud	operation	toiming	V;NFIN	N;NOM;PL
operationen	operatsioonid	operation	operatsioon	V;NFIN	N;NOM;PL
operationen	kirurgia	operation	kirurgia	V;NFIN	N;NOM;SG
operationen	lõikus	operation	lõikuma	V;NFIN	N;NOM;SG
operationen	operatsioon	operation	operatsioon	V;NFIN	N;NOM;SG
haute	haute	hauten	haut		N;NOM;SG
homburg	homburg	homburg	homburg	PROPN;NOM;MASC;SG	N;NOM;SG
montana	montana	montana	montan	PROPN;NOM;SG	N;NOM;SG
kleinste	väikseim	klein	väikseim	ADJ;NOM;FEM;PL	ADJ;NOM;RL;SG
kontinuierlich	pidevalt	kontinuierlich	pidevalt	ADJ	ADV
wayne	wayne	waynen	wayne	PROPN;NOM;MASC;SG	N;NOM;SG
erobert	vallutatud	erobern	vallutama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
klöster	kloostri	klöst	klooster	ADJ	N;NOM;SG
klöster	klooster	klöst	klooster	ADJ	N;NOM;SG
klöster	kloostrid	klöst	klooster	ADJ	N;NOM;PL
kaiserin	keisrinna	kaiserin	keisrinna	PROPN;NOM;FEM;SG	N;NOM;SG
meier	meier	meier	meier	PROPN;NOM;MASC;SG	N;NOM;SG
morris	morris	morris	morr	PROPN;NOM;MASC;SG	N;NOM;SG
gertrud	gertrude	gertrude	gertrude	PROPN;NOM;SG	N;NOM;PL
gertrud	gertrud	gertrude	gertrud	PROPN;NOM;SG	N;NOM;SG
malte	värvitud	malen	värvi=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
malte	maalitud	malen	maali=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
hitlers	hitler	hitlers	hitler	PROPN;NOM;MASC;SG	N;NOM;SG
pkw	autosid	pkw	auto		N;PRT;PL
pkw	autod	pkw	auto		N;NOM;PL
pkw	auto	pkw	auto		N;NOM;SG
pkw	car	pkw	car		N;NOM;SG
größen	suurused	groß	suurune	V;NFIN	ADJ;NOM;PL
geographischen	geograafiline	geographisch	geo_graafiline	ADJ;NOM;PL	ADJ;NOM;SG
dnb	dnb	dnb	dnb	;SG	N;NOM;SG
öffnung	avatus	öffnung	avatus	ADJ;SG	N;NOM;SG
öffnung	avamine	öffnung	avamine	ADJ;SG	N;NOM;SG
petra	petra	petra	petar	PROPN;NOM;FEM;SG	N;NOM;SG
lateinisch	ladina	lateinisch	ladina	ADJ	N;NOM;SG
geschlossene	kinnine	geschlossen	kinnine	ADJ;NOM;FEM;PL	ADJ;NOM;SG
betreuung	hooli	betreuung	hool	N;SG	V;IMP;SG;2;PRS;FIN;ACT
lebensmittel	toit	lebensmittel	toit		N;NOM;SG
lebensmittel	toitu	lebensmittel	toit		N;PRT;SG
lebensmittel	söök	lebensmittel	söök		N;NOM;SG
lebensmittel	toidud	lebensmittel	toit		N;NOM;PL
lebensmittel	toidukaubad	lebensmittel	toidu_kaup		N;NOM;PL
lebensmittel	toiduained	lebensmittel	toidu_aine		N;NOM;PL
objektiv	objektiivi	objektiv	objektiiv	ADJ	N;PRT;SG
objektiv	läätsed	objektiv	määtse	ADJ	N;NOM;PL
objektiv	eesmärk	objektiv	ees_märk	ADJ	N;NOM;SG
objektiv	läätsed	objektiv	määtse	ADJ	N;NOM;PL
objektiv	objektiivselt	objektiv	objektiivselt	ADJ	ADV
personenverkehr	reisija	personenverkehr	reisija	ADJ	N;NOM;SG
personenverkehr	sõitja	personenverkehr	sõitja	ADJ	N;NOM;SG
personenverkehr	reisijate	personenverkehr	reisija	ADJ	N;GEN;PL
geometrie	geomeetria	geometrie	geomeetria		N;NOM;SG
geometrie	geomeetriline	geometrie	geomeetriline		ADJ;NOM;SG
geometrie	geomeetria	geometrie	geomeetria		N;NOM;SG
bosnien	bosnia	bosneinen	bosnia	PROPN;NOM;SG	ADJ
now	nyyd	now	nyyd	PROPN	N;NOM;SG
now	nüüd	now	nüüd	PROPN	ADV
zerstörer	hävitaja	zerstörer	hävitaja		N;NOM;SG
wright	wright	wright	wright	PROPN;NOM;SG	N;NOM;SG
sergei	sergei	sergei	sergei	PROPN;NOM;MASC;SG	N;NOM;SG
sergei	sergei	sergei	sergei	PROPN;NOM;MASC;SG	N;NOM;SG
wohnsitz	resident	wohnsitz	resident	ADJ	N;NOM;SG
wohnsitz	elanik	wohnsitz	elanik	ADJ	N;NOM;SG
wohnsitz	elukoht	wohnsitz	elu_koht	ADJ	N;NOM;SG
wohnsitz	elukoha	wohnsitz	elu_koht	ADJ	N;GEN;SG
wohnsitz	elamine	wohnsitz	elamine	ADJ	N;NOM;SG
alpha	alpha	alpha	alpha		N;NOM;SG
alpha	alfa	alpha	alfa		N;NOM;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG	N;NOM;SG
schnee	lumesadu	schnen	lume_sadu		N;NOM;SG
schnee	lumi	schnen	lumi		N;NOM;SG
gerald	gerald	gerald	gerald	PROPN;NOM;MASC;SG	N;NOM;SG
angel	angel	angel	angel	PROPN;NOM;MASC;SG	N;NOM;SG
angel	ingel	angel	ingel	PROPN;NOM;MASC;SG	N;NOM;SG
vorgeschichte	tausta	vorgeschicht	taust	ADJ;NOM;SG	N;PRT;SG
vorgeschichte	taust	vorgeschicht	taust	ADJ;NOM;SG	N;NOM;SG
hartmut	doreen	hartmun	doreen	PROPN;NOM;MASC;SG	N;NOM;SG
funk	funk	funk	funk	ADJ	N;NOM;SG
troll	troll	troll	troll	PROPN;SG	N;NOM;SG
troll	trollid	troll	troll	PROPN;SG	N;NOM;PL
mythos	müüdi	mythos	müüma		V;IND;PST;FIN;PASS
mythos	müüt	mythos	müüt		N;NOM;SG
schumacher	schumacher	schumach	schumacher	ADJ	N;NOM;SG
schmalen	slim	schmal	slim	ADJ	N;NOM;SG
tenor	tenor	tenor	tenor		N;NOM;SG
befehlshaber	komandant	befehlshaber	komandant		N;NOM;SG
befehlshaber	komandörid	befehlshaber	komandör		N;NOM;PL
befehlshaber	komandör	befehlshaber	komandör		N;NOM;SG
hochladen	üleslaadimine	hochladen	üles_laadimine	V;NFIN	N;NOM;SG
hochladen	üleslaadimise	hochladen	üles_laadimine	V;NFIN	N;GEN;SG
hochladen	üleslaadimine	hochladen	üles_laadimine	V;NFIN	N;NOM;SG
sin	patu	sin	patt		N;NOM;SG
sin	patt	sin	patt		N;NOM;SG
ansätze	lähenemisviise	ansätzen	lähenemis_viis	N;NOM;MASC;PL	N;PRT;PL
designer	disainer	designer	disainer	ADJ	N;NOM;SG
möge	mai	mögen	mai	V;SBJV;SG;3;PRS;FIN	N;NOM;SG
verstand	meel	verstehen	meel		N;NOM;SG
verstand	meele	verstehen	meel		N;GEN;SG
verstand	mõistus	verstehen	mõistus		N;NOM;SG
türen	väravad	türen	värav	V;NFIN	N;NOM;PL
türen	gates	türen	gates	V;NFIN	N;IN+ESS;SG
türen	uksed	türen	uks	V;NFIN	N;NOM;PL
valentin	valentin	valentin	valentima	PROPN	N;NOM;SG
valentin	valentine	valentin	valentine	PROPN	N;NOM;SG
brandt	brandt	branden	brandt	PROPN	N;NOM;SG
oklahoma	oklahoma	oklahoma	oklahom	PROPN;NOM;SG	N;NOM;SG
gerettet	päästetud	retten	päästma	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gerettet	päästetud	retten	päästma	V;V.PTCP	ADJ;PST;V.PTCP;PASS
ignoriert	eiramine	ignorieren	eiramine	V;V.PTCP	N;NOM;SG
überwachung	jälgida	überwachung	jälgima	N;SG	V;NFIN
chinesisch	hiinlased	chinesisch	hiinlane	ADJ	N;NOM;PL
gerechtigkeit	õiglus	gerechtigkeit	õiglus	PROPN	N;NOM;SG
gerechtigkeit	õigusemõistmine	gerechtigkeit	õiguse_mõistmine	PROPN	N;NOM;SG
gerechtigkeit	õiglus	gerechtigkeit	õiglus	PROPN	N;NOM;SG
gerechtigkeit	omakapital	gerechtigkeit	oma_kapital	PROPN	N;NOM;SG
gerechtigkeit	omakapitali	gerechtigkeit	oma_kapital	PROPN	N;PRT;SG
folglich	järelikult	folglich	järelikult	ADJ	ADV
folglich	seetõttu	folglich	see_tõttu	ADJ	ADV
folglich	seepärast	folglich	see_pärast	ADJ	ADV
bett	voodid	bett	voodi		N;NOM;PL
bett	voodi	bett	voodi		N;NOM;SG
vorarlberg	vorarlberg	vorarlberg	vorarlberg	PROPN	N;NOM;SG
verlangen	iha	verlangen	iha	V;NFIN	N;NOM;SG
verlangen	soov	verlangen	soov	V;NFIN	N;NOM;SG
verlangen	soovi	verlangen	soov	V;NFIN	N;PRT;SG
verlangen	nõudlik	verlangen	nõudlik	V;NFIN	ADJ;NOM;SG
schreibe	kirjuta	schreibe	kirjutama	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;PRS;FIN;ACT
schreibe	kirjutage	schreibe	kirjutama	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN;ACT
schreibe	kirjutamine	schreibe	kirjutamine	V;IND;SG;3;PRS;FIN	N;NOM;SG
schreibe	kirjutamine	schreibe	kirjutamine	V;IND;SG;3;PRS;FIN	N;NOM;SG
angemessen	adekvaatselt	angemessen	adekvaatselt	ADJ	ADV
dynamo	dünamo	dynamo	dünamo	PROPN;NOM;SG	N;NOM;SG
drehen	pööre	drehen	pööre	V;NFIN	N;NOM;SG
drehen	pööramine	drehen	pööramine	V;NFIN	N;NOM;SG
drehen	pöörleva	drehen	pöörlev	V;NFIN	ADJ;GEN;SG;PRS;V.PTCP;ACT
drehen	pööre	drehen	pööre	V;NFIN	N;NOM;SG
venezuela	venezuela	venezuela	venezuela	PROPN;NOM;NEUT;SG	N;NOM;SG
experiment	eksperiment	experiment	eksperiment	ADJ	N;NOM;SG
astronom	astronoomid	astronom	astronoom	PROPN	N;NOM;PL
astronom	astronoom	astronom	astronoom	PROPN	N;NOM;SG
nina	nina	nina	nina	PROPN;NOM;FEM;SG	N;NOM;SG
theoretische	teoreetiline	theoretisch	teoreetiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
ingrid	ingrid	ingrid	ingrid	PROPN;NOM;FEM;SG	N;NOM;SG
industriellen	tööstusliku	industriell	tööstuslik	ADJ;PL	ADJ;GEN;SG
industriellen	tööstus	industriell	tööstus	ADJ;PL	N;NOM;SG
industriellen	tööstuslik	industriell	tööstuslik	ADJ;PL	ADJ;NOM;SG
industriellen	tööstur	industriell	tööstur	ADJ;PL	N;NOM;SG
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	N;NOM;SG
krüger	krüger	krüg	krüger	PROPN;NOM;MASC;SG	N;NOM;SG
krüger	krueger	krüg	krueger	PROPN;NOM;MASC;SG	N;NOM;SG
gerichtet	adresseeritud	richten	adresseeri=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
rechtswissenschaft	seadus	rechtswissenschaft	seadus	ADJ	N;NOM;SG
rechtswissenschaft	seadused	rechtswissenschaft	seadus	ADJ	N;NOM;PL
rechtswissenschaft	kohtupraktika	rechtswissenschaft	kohtupraktika	ADJ	N;NOM;SG
umwandlung	muuta	umwandlung	muutma	N;SG	V;NFIN
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM;SG	N;NOM;SG
chaos	segadus	chaos	segadus		N;NOM;SG
chaos	kaos	chaos	kaos		N;NOM;SG
xaver	xavier	xaver	xavier	PROPN;NOM;MASC;SG	N;NOM;SG
zoo	loomaaed	zoo	loomaa	PROPN;NOM;SG	N;NOM;SG
gestiftet	annetatud	stiften	anneta=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
bezahlt	makstud	bezahlen	maks=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
bezahlt	tasustatud	bezahlen	tasustama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
cornelius	cornelius	cornelius	cornelius	PROPN;NOM;MASC;SG	N;NOM;SG
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	N;NOM;SG
interne	sise	intern	sise	ADJ;NOM;FEM;PL	N;NOM;SG
interne	sisemine	intern	sisemine	ADJ;NOM;FEM;PL	ADJ;NOM;SG
besetzte	hõivatud	besetzen	hõiva=tu	V;IND;SG;3;PST;FIN	N;NOM;PL;PST;V.PTCP;PASS
besetzte	okupeeritud	besetzen	okupeeri=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
imo	imo	imo	imo		N;NOM;SG
käfer	mardikad	käfer	mardikas		N;NOM;PL
käfer	putukad	käfer	putukas		N;NOM;PL
käfer	putukas	käfer	putukas		N;NOM;SG
käfer	mardikas	käfer	mardikas		N;IN+ESS;SG
gem	acc	gem	acc		N;NOM;SG
gem	gem	gem	gem		N;NOM;SG
weihnachten	jõulud	weihnacht	jõulud	V;NFIN	N;NOM;PL
weihnachten	jõule	weihnacht	jõulud	V;NFIN	N;PRT;PL
reguläre	korrapärane	regulär	korra_pärane	ADJ;NOM;FEM;PL	ADJ;NOM;SG
reguläre	tavaline	regulär	tavaline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
reguläre	regulaarne	regulär	regulaarne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
fachbereich	osakond	fachbereich	osakond		N;NOM;SG
fachbereich	õppejõud	fachbereich	õppe_jõud		N;NOM;SG
fachbereich	teaduskonna	fachbereich	teaduskond		N;PRT;SG
beobachtungen	tähelepanekud	beobachtung	tähele_panek	V;NFIN	N;NOM;PL
beobachtungen	vaatlused	beobachtung	vaatlus	V;NFIN	N;NOM;PL
beobachtungen	tähelepanek	beobachtung	tähele_panek	V;NFIN	N;NOM;SG
beobachtungen	vaatluse	beobachtung	vaatlus	V;NFIN	N;GEN;SG
beobachtungen	vaatlus	beobachtung	vaatlus	V;NFIN	N;NOM;SG
laien	võhik	laien	võhik		N;NOM;SG
häftlinge	vange	häftlinge	vang		N;PRT;PL
häftlinge	vangid	häftlinge	vang		N;NOM;PL
häftlinge	kinnipeetavate	häftlinge	kinni_peetav		ADJ;GEN;PL;PRS;V.PTCP;ACT
russen	vene	russen	vene		ADJ
russen	venelane	russen	venelane		N;NOM;SG
russen	venelased	russen	venelane		N;NOM;PL
allee	avenue	alle	avenue	PROPN;NOM;SG	N;NOM;SG
allee	avenüü	alle	avenüü	PROPN;NOM;SG	N;NOM;SG
allee	alley	alle	alley	PROPN;NOM;SG	N;NOM;SG
basilika	basiilika	basilika	basiilika	PROPN;NOM;SG	N;NOM;SG
zyklus	tsüklit	zyklus	tsükkel		N;PRT;SG
zyklus	tsükkel	zyklus	tsükkel		N;NOM;SG
ganzes	terve	ganz	terve	ADJ;NOM;NEUT;SG	N;NOM;SG
ganzes	terved	ganz	terve	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ganzes	tervik	ganz	tervik	ADJ;NOM;NEUT;SG	N;NOM;SG
ganzes	tervelt	ganz	tervelt	ADJ;NOM;NEUT;SG	ADV
ndr	ndr	ndr	ndr		N;NOM;SG
heiliger	pühakud	heilig	pühak	ADJ	N;NOM;PL
heiliger	pühakute	heilig	pühak	ADJ	N;GEN;PL
heiliger	pühal	heilig	püha	ADJ	N;AT+ESS
;SG
heiliger	pühak	heilig	pühak	ADJ	N;NOM;SG
heiliger	saint	heilig	saint	ADJ	N;NOM;SG
tendenz	trend	tendenz	trend	ADJ	N;NOM;SG
tendenz	suundumus	tendenz	suundumus	ADJ	N;NOM;SG
tendenz	kalduvus	tendenz	kalduvus	ADJ	N;NOM;SG
tendenz	kalduvus	tendenz	kalduvus	ADJ	N;NOM;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	N;NOM;SG
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	N;NOM;SG
beibehalten	hooldatud	beibehalten	hooldama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
orleans	orleans	orleans	orleans	PROPN;NOM;NEUT;SG	N;NOM;SG
orleans	orleansi	orleans	orleans	PROPN;NOM;NEUT;SG	N;NOM;SG
anstieg	tõuse	ansteigen	tõusma		V;IMP;SG;2;PRS;FIN;ACT
anstieg	tõus	ansteigen	tõus		N;NOM;SG
anstieg	surge	ansteigen	surema		N;NOM;SG
österreicher	austerlased	österreicher	aus_terlane	ADJ	N;NOM;PL
eddie	eddie	eddie	eddie	PROPN;NOM;SG	N;NOM;SG
vorbereitet	valmis	vorbereiten	valmis	V;V.PTCP	ADJ
vorbereitet	valmistatud	vorbereiten	valmista=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
vorbereitet	ettevalmistatud	vorbereiten	ette_valmistatud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
einheitliche	ühtne	einheitlich	ühtne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
einheitliche	ühtse	einheitlich	ühtne	ADJ;NOM;FEM;PL	ADJ;GEN;SG
einheitliche	ühtne	einheitlich	ühtne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
einheitliche	ühtlane	einheitlich	ühtlane	ADJ;NOM;FEM;PL	ADJ;NOM;SG
einheitliche	munder	einheitlich	munder	ADJ;NOM;FEM;PL	N;NOM;SG
urheberrecht	autoriõigused	urheberrecht	autori_õigus	ADJ	N;NOM;PL
urheberrecht	autoriõigus	urheberrecht	autori_õigus	ADJ	N;NOM;SG
landschaften	maastik	landschaft	maastik	ADJ	N;NOM;SG
landschaften	maastikud	landschaft	maastik	ADJ	N;NOM;PL
landschaften	maastik	landschaft	maastik	ADJ	N;NOM;SG
landschaften	maastiku	landschaft	maastik	ADJ	N;NOM;SG
anstellung	värbamine	anstellung	värbamine	V;IND;SG;3;PST;FIN	N;NOM;SG
festland	mandri	festlind	mander		N;NOM;SG
baltimore	baltimore	baltimore	balti_more	PROPN;NOM;MASC;SG	N;NOM;SG
kannte	teadsid	kennen	teadma	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN;ACT
kannte	teadsin	kennen	teadma	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN;ACT
fotografen	fotograafid	fotograf	foto_graaf		N;NOM;PL
fotografen	fotograaf	fotograf	foto_graaf		N;NOM;SG
einverstanden	kokkulepitud	einverstanden	kokku_lepitud	V;NFIN	ADJ;PST;V.PTCP;PASS
einverstanden	nõus	einverstanden	nõus	V;NFIN	ADV
mund	suu	mund	suu		N;NOM;SG
mund	suud	mund	suu		N;PRT;SG
soziales	sotsiaalsed	sozial	sotsiaalne	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
xiv	xiv	xiv	xiv		NUM
reformen	reform	reformen	reform	V;NFIN	N;NOM;SG
reformen	reformid	reformen	reform	V;NFIN	N;NOM;PL
sklaven	orja	sklaven	ori	N;PL	N;PRT;SG
sklaven	ori	sklaven	ori	N;PL	N;NOM;SG
weinbau	veini	weinbau	vein		N;PRT;SG
weinbau	vein	weinbau	vein		N;NOM;SG
weinbau	veinid	weinbau	vein		N;NOM;PL
griechen	kreeklased	griechen	kreeklane		N;NOM;PL
griechen	kreeka	griechen	kreeka		ADJ
individuelle	üksikute	individuell	üksik	ADJ;NOM;FEM;PL	ADJ;GEN;PL
individuelle	individuaalne	individuell	individuaalne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
fair	laat	fair	laat	ADJ	N;NOM;SG
scheitern	ebaõnnestumine	scheitern	eba_õnnestumine	V;NFIN	N;NOM;SG
scheitern	rike	scheitern	rike	V;NFIN	N;NOM;SG
scheitern	tõrge	scheitern	tõrge	V;NFIN	N;NOM;SG
scheitern	läbikukkumine	scheitern	läbi_kukkumine	V;NFIN	N;NOM;SG
scheitern	rikete	scheitern	rikett	V;NFIN	N;GEN;PL
spitzen	pits	spitz	pits	V;NFIN	N;NOM;SG
mohammed	mohammad	mohammed	mohamm		N;NOM;SG
mohammed	muhammad	mohammed	muhamm		N;NOM;SG
mohammed	mohammed	mohammed	mohamm		N;NOM;SG
mohammed	mohamed	mohammed	moham		N;NOM;SG
arkansas	arkansases	arkansas	arkansane	PROPN;NOM;NEUT;SG	N;IN+ESS;SG
indonesien	indoneesia	indonesien	indoneesia	PROPN;NOM;NEUT;SG	N;NOM;SG
indonesien	indoneesia	indonesien	indoneesia	PROPN;NOM;NEUT;SG	N;NOM;SG
bedingung	tingimuslikud	bedingung	tingimuslik		ADJ;NOM;PL
bedingung	tingimuslik	bedingung	tingimuslik		ADJ;NOM;SG
