категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	
лабораторії	labor	лабораторія	labor	N;INAN;NOM;FEM;PL	N;NOM;SG
лабораторії	laboratórium	лабораторія	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;SG
лабораторії	laboratórium	лабораторія	laboratórium	N;INAN;NOM;FEM;PL	N;NOM;SG
лабораторії	labor	лабораторія	labor	N;INAN;NOM;FEM;PL	N;NOM;SG
різноманітні	többféle	різноманітний	többfél	ADJ;NOM;PL	
різноманітні	különféle	різноманітний	különféle	ADJ;NOM;PL	
різноманітні	különböző	різноманітний	különböző	ADJ;NOM;PL	
перу	perui	пера	perui	PROPN;INAN;NOM;FEM;SG	
перу	peru	пера	peru	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
фронті	gazember	фронт	gazember	N;INAN;DAT;MASC;SG	N;NOM;SG
найбільшим	legnagyobb	найбільший	nagy	ADJ;INS;RL;NEUT;SG	ADJ;NOM;RL;SG
суверенітету	szuverenitás	суверенітет	szuverenitás	N;INAN;GEN;MASC;SG	N;NOM;SG
рис	rizs	риса	rizs	N;INAN;GEN;FEM;PL	N;NOM;SG
мартін	márton	мартін	márt	PROPN;ANIM;NOM;MASC;SG	
мартін	martin	мартін	martin	PROPN;ANIM;NOM;MASC;SG	
допомогти	segítség	допомогти	segítség	V;PFV;NFIN	N;NOM;SG
громадського	nyilvános	громадський	nyilvános	ADJ;GEN;MASC;SG	ADJ;NOM;SG
громадського	nyilvánosság	громадський	nyilvánosság	ADJ;GEN;MASC;SG	N;NOM;SG
громадського	nyilvánosan	громадський	nyilvános	ADJ;GEN;MASC;SG	ADJ;FRML;SG
громадського	publikus	громадський	publikus	ADJ;GEN;MASC;SG	
нехай	engedd	нехай	engedd		V;DEF;IMP;SG;2;PRS;FIN;ACT
церков	templomok	церков	templom	N;INAN;GEN;FEM;PL	N;NOM;PL
виставка	bemutató	виставка	bemutató	N;INAN;NOM;FEM;SG	
рейн	rajna	рейн	rajna		
рейн	rhein	рейн	r		
виявляється	látszólag	виявлятися	látszólag	V;IPFV;IND;SG;3;PRS;FIN	
районної	regionális	районний	regionális	ADJ;GEN;FEM;SG	ADJ;NOM;SG
критерії	kritérium	критерій	kritérium	N;INAN;NOM;FEM;PL	N;NOM;SG
загрози	fenyegetés	загроза	fenyegetés	N;INAN;NOM;FEM;PL	N;NOM;SG
антон	anton	антон	az	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
пристрій	vezetni	пристрій	vezet	N;INAN;NOM;MASC;SG	V;NFIN;ACT
пристрій	vezess	пристрій	vezess	N;INAN;NOM;MASC;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
угоду	megállapodás	угода	megállapodás	N;INAN;ACC;FEM;SG	N;NOM;SG
угоду	egyetértés	угода	egyetértés	N;INAN;ACC;FEM;SG	
угоду	megegyezés	угода	megegyezés	N;INAN;ACC;FEM;SG	
угоду	egyezség	угода	egyezség	N;INAN;ACC;FEM;SG	
пітер	peter	пітер	peter	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
пітер	péter	пітер	péter	PROPN;ANIM;NOM;MASC;SG	
галина	galina	галина	galina	N;ANIM;NOM;FEM;SG	
інструменти	szerszám	інструмент	szerszám	N;INAN;NOM;MASC;PL	N;NOM;SG
вищу	feljebb	вищий	fől	ADJ;ACC;RL;FEM;SG	ADV
вищу	magasabb	вищий	magas	ADJ;ACC;RL;FEM;SG	ADJ;NOM;CMPR;SG
вищу	nagyobb	вищий	nagy	ADJ;ACC;RL;FEM;SG	ADJ;NOM;CMPR;SG
уздовж	mentén	уздовж	mentén	ADP;GEN	
вироби	termék	виріб	termék	N;INAN;NOM;MASC;PL	N;NOM;SG
вироби	termékeket	виріб	termék	N;INAN;NOM;MASC;PL	N;ACC;PL
високі	high	високий	high	ADJ;NOM;PL	
високі	magas	високий	magas	ADJ;NOM;PL	ADJ;NOM;SG
високі	magasan	високий	magasan	ADJ;NOM;PL	
викликає	hívás	викликати	hívás	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
суми	szumi	сума	szumi	N;INAN;NOM;FEM;PL	
серпень	augusztusban	серпень	augusztus	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
серпень	august	серпень	augus	N;INAN;NOM;MASC;SG	
мексики	mexikó	мексик	mexikó	PROPN;INAN;GEN;FEM;SG	
засновників	alapítók	засновник	alapító	N;ANIM;ACC;MASC;PL	N;NOM;PL
зборів	közgyűlés	збір	közgyűlés	N;INAN;GEN;MASC;PL	N;NOM;SG
зборів	gyűlés	збір	gyűlés	N;INAN;GEN;MASC;PL	N;NOM;SG
зборів	szerelvény	збір	szerelvény	N;INAN;GEN;MASC;PL	N;NOM;SG
посилань	linkek	посилання	link	N;INAN;GEN;NEUT;PL	N;NOM;PL
посилань	hivatkozások	посилання	hivatkozás	N;INAN;GEN;NEUT;PL	N;NOM;PL
посилань	kapcsolatok	посилання	kapcsolat	N;INAN;GEN;NEUT;PL	N;NOM;PL
рідше	gyér	рідше	gyér	ADV;CMPR	
рона	rona	рон	rona		
підготовку	előkészületek	підготовка	előkészület	N;INAN;ACC;FEM;SG	N;NOM;PL
підготовку	felkészülés	підготовка	felkészülés	N;INAN;ACC;FEM;SG	N;NOM;SG
підготовку	készítmények	підготовка	készítmény	N;INAN;ACC;FEM;SG	N;NOM;PL
жертв	áldozatok	жертва	áldozat	N;INAN;GEN;FEM;PL	N;NOM;PL
жертв	áldozatai	жертва	áldozat	N;INAN;GEN;FEM;PL	N;NOM;PL
живлення	power	живлення	power	N;INAN;NOM;NEUT;SG	
старі	idős	старий	idős	ADJ;NOM;PL	
старі	régit	старий	régit	ADJ;NOM;PL	N;ACC;SG
старі	régi	старий	régi	ADJ;NOM;PL	
старі	öreg	старий	öreg	ADJ;NOM;PL	
старі	régiek	старий	régiek	ADJ;NOM;PL	N;NOM;PL
короткі	rövid	короткий	rövid	ADJ;NOM;PL	
короткі	alacsony	короткий	alacsony	ADJ;NOM;PL	ADJ;NOM;SG
короткі	röviden	короткий	röviden	ADJ;NOM;PL	
кореї	korea	корія	korea	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
кореї	koreai	корія	koreai	PROPN;INAN;NOM;FEM;SG	
кореї	koreából	корія	korea	PROPN;INAN;NOM;FEM;SG	N;IN+ABL;SG
традиційно	hagyományosan	традиційно	hagyományos	ADV	ADJ;FRML;SG
нквс	trojka	нквс	trojka	PROPN;INAN;NOM;FEM;SG	
порту	porto	порт	porto	N;INAN;GEN;MASC;SG	
свідчать	tompa	свідчити	tompa	V;IPFV;IND;PL;3;PRS;FIN	
підготовка	készülnek	підготовка	készül	N;INAN;NOM;FEM;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
підготовка	készül	підготовка	készül	N;INAN;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
каталонії	katalónia	каталонія	katalónia	PROPN;INAN;NOM;FEM;SG	V;SG;3;NFIN;ACT
старих	idős	старий	idős	ADJ;GEN;PL	
старих	idősek	старий	idős	ADJ;GEN;PL	N;NOM;PL
даного	megadott	даний	megadott	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
даного	adva	даний	adva	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	
даного	megadva	даний	megadva	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	ADV;V.CVB
даного	adott	даний	ad	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
областях	régiói	область	régiói	N;INAN;ESS;FEM;PL	N;NOM;SG
областях	régiók	область	régió	N;INAN;ESS;FEM;PL	N;NOM;PL
опадів	csapadék	опад	csapadék	N;INAN;GEN;MASC;PL	N;NOM;SG
формула	formula	формула	formula	N;INAN;NOM;FEM;SG	
останнє	utóbbi	останній	utóbbi	ADJ;NOM;NEUT;SG	N;NOM;SG
останнє	utoljára	останній	utoljára	ADJ;NOM;NEUT;SG	ADV
останнє	utolsónak	останній	utolsó	ADJ;NOM;NEUT;SG	ADV
останнє	last	останній	last	ADJ;NOM;NEUT;SG	
останнє	utolsó	останній	utolsó	ADJ;NOM;NEUT;SG	
арбітр	bíró	арбітр	bíró	N;ANIM;NOM;MASC;SG	
раунд	kerek	раунд	kér	N;INAN;NOM;MASC;SG	
раунд	körbe	раунд	kör	N;INAN;NOM;MASC;SG	ADV
ізраїлю	izraeli	ізраїля	izraeli	PROPN;INAN;GEN;MASC;SG	
ізраїлю	izrael	ізраїля	izrael	PROPN;INAN;GEN;MASC;SG	
надія	remélem	надія	remél	N;INAN;NOM;FEM;SG	
серця	szívek	серце	szív	N;INAN;GEN;NEUT;SG	N;NOM;PL
кислоти	savat	кислота	sóvat	N;INAN;NOM;FEM;PL	N;ACC;SG
кислоти	lsd	кислота	lsd	N;INAN;NOM;FEM;PL	
кислоти	sav	кислота	sav	N;INAN;NOM;FEM;PL	N;NOM;SG
кислоти	savas	кислота	savas	N;INAN;NOM;FEM;PL	
розуміння	egyetértés	розуміння	egyetértés	N;INAN;NOM;NEUT;SG	
розуміння	megértő	розуміння	megértő	N;INAN;NOM;NEUT;SG	
розуміння	megértést	розуміння	megértés	N;INAN;NOM;NEUT;SG	N;ACC;SG
прикладом	precedens	приклад	precedens	N;INAN;INS;MASC;SG	
вищі	feljebb	вищий	fől	ADJ;NOM;RL;PL	ADV
вищі	magasabb	вищий	magas	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;SG
вищі	nagyobb	вищий	nagy	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;SG
таксі	taxi	таксі	taxi	INTJ	N;NOM;SG
таксі	taxiba	таксі	taxiba	INTJ	N;IN+ALL;SG
таксі	taxival	таксі	taxival	INTJ	
таксі	taxi	таксі	taxi	INTJ	N;NOM;SG
таксі	taxit	таксі	taxit	INTJ	N;ACC;SG
золоті	golden	золотий	golden	ADJ;NOM;PL	
золоті	arany	золотий	arany	ADJ;NOM;PL	
золоті	arany	золотий	arany	ADJ;NOM;PL	
витрати	költ	витрата	költ	N;INAN;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
витрати	költeni	витрата	költ	N;INAN;NOM;MASC;PL	V;NFIN;ACT
російську	orosz	російський	orosz	ADJ;ACC;FEM;SG	
російську	oroszul	російський	orosz	ADJ;ACC;FEM;SG	
російську	oroszország	російський	oroszország	ADJ;ACC;FEM;SG	N;NOM;SG
днк	egyedek	днк	egyed	N;INAN;NOM;FEM;SG	N;NOM;PL
днк	példányok	днк	példány	N;INAN;NOM;FEM;SG	N;NOM;PL
критики	kritika	критика	kritika	N;INAN;NOM;FEM;PL	N;NOM;SG
критики	kritikát	критика	kritika	N;INAN;NOM;FEM;PL	N;ACC;SG
ярослава	jaroszlav	ярославий	jaroszlav	PROPN;ANIM;NOM;FEM;SG	
блокування	zár	блокування	zár	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
блокування	zárat	блокування	zárat	N;INAN;NOM;NEUT;SG	N;ACC;SG
блокування	zár	блокування	zár	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
блокування	blokkoló	блокування	blokkoló	N;INAN;NOM;NEUT;SG	
встановити	szett	встановити	szett	V;PFV;NFIN	N;NOM;SG
встановити	set	встановити	set	V;PFV;NFIN	
встановити	beállítva	встановити	beállítva	V;PFV;NFIN	ADV;V.CVB
встановити	forgatás	встановити	forgatás	V;PFV;NFIN	N;NOM;SG
встановити	telepítés	встановити	telepítés	V;PFV;NFIN	N;NOM;SG
встановити	telepítése	встановити	telepítés	V;PFV;NFIN	N;NOM;SG
листопад	novemberi	листопад	novemberi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
листопад	novemberben	листопад	november	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
виданий	kibocsátott	виданий	kibocsátott	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
виданий	kiadott	виданий	kiadott	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
виданий	kiadva	виданий	kiadva	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADV;V.CVB
центрів	központok	центр	központ	N;INAN;GEN;MASC;PL	N;NOM;PL
надто	is	надто	is	ADV	CONJ
надто	túl	надто	túl	ADV	
мінська	minszk	мінський	minszk	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
тижнів	hetekig	тиждень	het	N;INAN;GEN;MASC;PL	N;PL
тижнів	hetek	тиждень	het	N;INAN;GEN;MASC;PL	N;NOM;SG
австралія	ausztrália	австралія	ausztrália	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
припинення	megölni	припинення	meg+öl	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
припинення	ölj	припинення	ölj	N;INAN;NOM;NEUT;SG	V;DEF;IMP;SG;2;PRS;FIN;ACT
припинення	gyilkol	припинення	gyilkol	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
французькою	francia	французький	francia	ADJ;INS;FEM;SG	
французькою	franciák	французький	francia	ADJ;INS;FEM;SG	N;NOM;PL
явища	jelenség	явище	jelenség	N;INAN;NOM;NEUT;PL	N;NOM;SG
доріг	autópályák	дорога	autópálya	N;INAN;GEN;FEM;PL	N;NOM;PL
доріг	utakon	дорога	út	N;INAN;GEN;FEM;PL	N;ON+ESS;PL
доріг	utak	дорога	út	N;INAN;GEN;FEM;PL	N;NOM;PL
двигуни	hajtómű	двигун	hajtómű	N;INAN;NOM;MASC;PL	N;NOM;SG
підсумок	összefoglaló	підсумок	összefoglaló	N;INAN;NOM;MASC;SG	
враження	megjelenések	враження	megjelenés	N;INAN;NOM;NEUT;SG	N;NOM;PL
враження	tapasztalatok	враження	tapasztalat	N;INAN;NOM;NEUT;SG	N;NOM;PL
враження	élmények	враження	élmény	N;INAN;NOM;NEUT;SG	N;NOM;PL
враження	benyomást	враження	benyomás	N;INAN;NOM;NEUT;SG	N;ACC;SG
охоплює	borító	охоплювати	borító	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
охоплює	takaró	охоплювати	takaró	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
пропозиції	javaslatokat	пропозиція	javaslat	N;INAN;NOM;FEM;PL	N;ACC;PL
пропозиції	kínál	пропозиція	kínál	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
пропозиції	ajánlat	пропозиція	ajánlat	N;INAN;NOM;FEM;PL	N;NOM;SG
пропозиції	ajánlatokat	пропозиція	ajánlat	N;INAN;NOM;FEM;PL	N;ACC;PL
нідерланди	hollandia	нідерланда	hollandia	PROPN;INAN;NOM	
нідерланди	holland	нідерланда	holland	PROPN;INAN;NOM	
сцени	jelenet	сцена	jelenet	N;INAN;NOM;FEM;PL	N;NOM;SG
носії	media	носій	media	N;ANIM;NOM;MASC;PL	
носії	média	носій	média	N;ANIM;NOM;MASC;PL	N;NOM;SG
носії	tároló	носій	tároló	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
носії	tárolás	носій	tárolás	N;ANIM;NOM;MASC;PL	N;NOM;SG
носії	raktár	носій	raktár	N;ANIM;NOM;MASC;PL	N;NOM;SG
полювання	hunt	полювання	hunt	N;INAN;NOM;NEUT;SG	
полювання	vadászatot	полювання	vadászat	N;INAN;NOM;NEUT;SG	N;ACC;SG
полювання	vadászik	полювання	vadászik	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
полювання	vadászni	полювання	vadász	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
полювання	vadász	полювання	vadász	N;INAN;NOM;NEUT;SG	
помічник	segéd	помічник	segéd	N;ANIM;NOM;MASC;SG	
помічник	segéd	помічник	segéd	N;ANIM;NOM;MASC;SG	
помічник	segítő	помічник	segítő	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
вільгельм	wilhelm	вільгельм	wilhelm	PROPN;ANIM;NOM;MASC;SG	
вести	vesta	вести	vesta	V;IPFV;NFIN	
дизайн	tervezési	дизайн	tervezési	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
дизайн	design	дизайн	design	N;INAN;NOM;MASC;SG	
знає	adhd	знати	adhd	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
законодавства	jogszabályok	законодавство	jogszabály	N;INAN;NOM;NEUT;SG	N;NOM;PL
законодавства	jogszabály	законодавство	jogszabály	N;INAN;NOM;NEUT;SG	
додому	otthon	додому	otthon	ADV	
додому	itthon	додому	itthon	ADV	
додому	haza	додому	haza	ADV	
лук	íj	лук	íj		N;NOM;SG
картин	festmények	картина	festmény	N;INAN;GEN;FEM;PL	N;NOM;PL
пасажирів	utas	пасажир	utas	N;INAN;GEN;MASC;PL	N;NOM;SG
пасажирів	utasok	пасажир	utas	N;INAN;GEN;MASC;PL	N;NOM;PL
змінити	edit	змінити	edit	V;PFV;NFIN	N;NOM;SG
змінити	módosítás	змінити	módosítás	V;PFV;NFIN	N;NOM;SG
змінити	szerkesztése	змінити	szerkesztés	V;PFV;NFIN	N;NOM;SG
змінити	módosítható	змінити	módosítható	V;PFV;NFIN	ADJ;NOM;SG
змінити	módosítás	змінити	módosítás	V;PFV;NFIN	N;NOM;SG
змінити	változás	змінити	változás	V;PFV;NFIN	N;NOM;SG
змінити	változtatás	змінити	változtatás	V;PFV;NFIN	N;NOM;SG
змінити	változások	змінити	változás	V;PFV;NFIN	N;NOM;PL
стенлі	stanley	стенль	stanley	PROPN;ANIM;NOM;MASC;SG	
переліку	jegyzékbe	перелік	jegyzék	N;INAN;GEN;MASC;SG	N;IN+ALL;SG
змогли	lehetne	змогти	lesz	V;PFV;IND;PL;PST;FIN	V;INDF;SG;3;PRS;FIN;ACT
поведінки	viselkedési	поведінка	viselkedési	N;INAN;NOM;FEM;PL	N;NOM;SG
дослідників	kutató	дослідник	kutató	N;ANIM;ACC;MASC;PL	N;NOM;SG
дослідників	kutatói	дослідник	kutató	N;ANIM;ACC;MASC;PL	N;NOM;PL
шосе	autópályán	шосе	autópálya		N;ON+ESS;SG
шосе	autópálya	шосе	autópály		N;NOM;SG
шосе	főút	шосе	főú		N;NOM;SG
шосе	országút	шосе	országú		N;NOM;SG
шосе	autópálya	шосе	autópály		N;NOM;SG
відображення	feltérképezték	відображення	feltérképez	N;INAN;NOM;NEUT;SG	V;DEF;IND;PL;3;PST;FIN;ACT
циклу	hurok	цикл	hur	N;INAN;GEN;MASC;SG	N;NOM;SG
вежа	tower	вежа	tower	N;INAN;NOM;FEM;SG	
деталі	részleteket	деталі	részlet	N;INAN;NOM;FEM;PL	N;ACC;PL
частинок	részecskék	частинка	részecskék	N;INAN;GEN;FEM;PL	N;NOM;PL
частинок	részecske	частинка	részecske	N;INAN;GEN;FEM;PL	N;NOM;SG
єпископа	futó	єпископ	futó	N;ANIM;ACC;MASC;SG	
єпископа	bishop	єпископ	bishop	N;ANIM;ACC;MASC;SG	
єпископа	püspök	єпископ	püspök	N;ANIM;ACC;MASC;SG	N;NOM;SG
приймає	elfogadó	приймати	elfogadó	V;IPFV;IND;SG;3;PRS;FIN	
характерні	megkülönböztető	характерний	megkülönböztető	ADJ;NOM;PL	
характерні	jellegzetes	характерний	jellegzetes	ADJ;NOM;PL	
сюжет	story	сюжет	story	N;INAN;NOM;MASC;SG	
майстерні	studio	майстерня	studio	N;INAN;NOM;FEM;PL	
майстерні	stúdió	майстерня	stúdió	N;INAN;NOM;FEM;PL	N;NOM;SG
драма	drama	драма	drama	N;INAN;NOM;FEM;SG	
католицька	katolikus	католицький	katolikus	ADJ;NOM;FEM;SG	
католицька	katolikusok	католицький	katolikus	ADJ;NOM;FEM;SG	N;NOM;PL
зауваження	megjegyzés	зауваження	megjegyzés	N;INAN;NOM;NEUT;PL	N;NOM;SG
зауваження	jegyzet	зауваження	jegyzet	N;INAN;NOM;NEUT;PL	N;NOM;SG
зауваження	hirdetmény	зауваження	hirdetmény	N;INAN;NOM;NEUT;PL	
зауваження	értesítés	зауваження	értesítés	N;INAN;NOM;NEUT;PL	N;NOM;SG
зауваження	közlemény	зауваження	közlemény	N;INAN;NOM;NEUT;PL	N;NOM;SG
зауваження	észre	зауваження	ész	N;INAN;NOM;NEUT;PL	N;ON+ALL;SG
погляд	peek	погляд	peek	N;INAN;NOM;MASC;SG	
погляд	tekintet	погляд	tekint	N;INAN;NOM;MASC;SG	
погляд	nézd	погляд	nézd	N;INAN;NOM;MASC;SG	V;DEF;IMP;PL;3;PRS;FIN;ACT
мас	mas	ми	mas		
віра	vera	віра	vera	N;ANIM;NOM;FEM;SG	
віра	faith	віра	faith	N;ANIM;NOM;FEM;SG	
віра	hittel	віра	hit	N;ANIM;NOM;FEM;SG	N;INS;SG
віра	hitet	віра	hít	N;ANIM;NOM;FEM;SG	N;ACC;SG
повернути	forgás	повернути	forgás	V;PFV;NFIN	N;NOM;SG
повернути	forgatás	повернути	forgatás	V;PFV;NFIN	N;NOM;SG
стрічки	táplálja	стрічка	táplál	N;INAN;NOM;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
стрічки	táplálkozik	стрічка	táplálkozik	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
стрічки	szalag	стрічка	szalag	N;INAN;NOM;FEM;PL	N;NOM;SG
стрічки	kazetta	стрічка	kazett	N;INAN;NOM;FEM;PL	N;NOM;SG
стрічки	csík	стрічка	csík	N;INAN;NOM;FEM;PL	
стрічки	sáv	стрічка	sáv	N;INAN;NOM;FEM;PL	N;NOM;SG
стрічки	szalag	стрічка	szalag	N;INAN;NOM;FEM;PL	N;NOM;SG
цікаво	különös	цікаво	különös	ADV	
цікаво	kiváncsi	цікаво	kiváncsi	ADV	
цікаво	kíváncsi	цікаво	kíváncsi	ADV	
цікаво	érdekes	цікаво	érdekes	ADV	
цікаво	érdeklődő	цікаво	érdeklődő	ADV	ADJ;NOM;SG
цікаво	érdekel	цікаво	érdekel	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
цікаво	érdekelt	цікаво	érdekelt	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
цікаво	érdekelne	цікаво	érdekel	ADV	V;INDF;COND;SG;3;PRS;FIN;ACT
цікаво	érdeklődni	цікаво	érdeklődik	ADV	V;NFIN;ACT
цікаво	csoda	цікаво	csoda	ADV	
користування	használatával	користування	használat	N;INAN;NOM;NEUT;SG	N;INS;SG
користування	felhasználva	користування	felhasználva	N;INAN;NOM;NEUT;SG	ADV;V.CVB
користування	használni	користування	használ	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
хід	fordulj	хід	fordul	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
семінарії	szemináriumba	семінарія	szeminárium	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
семінарії	szeminárium	семінарія	szeminárium	N;INAN;NOM;FEM;PL	N;NOM;SG
змісту	toc	зміст	toc	N;INAN;GEN;MASC;SG	
їхній	övék	їхній	övék		N;NOM;SG
заміж	házas	заміж	házas	N;ANIM;NOM;FEM;SG	
заміж	házasok	заміж	házas	N;ANIM;NOM;FEM;SG	N;NOM;PL
прибуток	jövedelmek	прибуток	jövedelem	N;INAN;NOM;MASC;SG	N;NOM;PL
прибуток	bevételek	прибуток	bevétel	N;INAN;NOM;MASC;SG	N;NOM;PL
прибуток	bevételek	прибуток	bevétel	N;INAN;NOM;MASC;SG	N;NOM;PL
акцій	részvény	акція	részvény	N;INAN;GEN;FEM;PL	N;NOM;SG
акцій	tőke	акція	tőke	N;INAN;GEN;FEM;PL	N;NOM;SG
вибрані	kijelölt	вибраний	kijelölt	ADJ;PFV;NOM;PL;V.PTCP;PASS	
вибрані	kiválasztva	вибраний	kiválasztva	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADV;V.CVB
вибрані	kiválasztott	вибраний	kiválasztott	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
вибрані	kedvencek	вибраний	kedvenc	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;PL
надано	megadott	надати	megadott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
надано	feltéve	надати	feltév	V;PFV;IND;0;FIN	
надано	megadott	надати	megadott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
надано	adva	надати	adva	V;PFV;IND;0;FIN	
надано	megadva	надати	megadva	V;PFV;IND;0;FIN	ADV;V.CVB
надано	adott	надати	ad	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
надано	szolgáltatott	надати	szolgáltatott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
лютий	februárban	лютий	február	ADJ;NOM;MASC;SG	N;IN+ESS;SG
лютий	február	лютий	február	ADJ;NOM;MASC;SG	N;NOM;SG
явище	jelenségek	явище	jelenség	N;INAN;NOM;NEUT;SG	N;NOM;PL
спеціальний	különleges	спеціальний	különleges	ADJ;NOM;MASC;SG	
азербайджану	azerbajdzsán	азербайджаний	azerbajdzsán	PROPN;INAN;GEN;MASC;SG	N;NOM;SG
медичні	orvosi	медичний	orvosi	ADJ;NOM;PL	ADJ;NOM;SG
подорож	utazások	подорож	utazás	N;INAN;NOM;FEM;SG	N;NOM;PL
подорож	trip	подорож	trip	N;INAN;NOM;FEM;SG	
подорож	utazik	подорож	utazik	N;INAN;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
подорож	utazó	подорож	utazó	N;INAN;NOM;FEM;SG	
філіп	phillip	філіп	phillip	PROPN;ANIM;NOM;MASC;SG	
філіп	philippe	філіп	philippe	PROPN;ANIM;NOM;MASC;SG	
філіп	fülöp	філіп	fülöp	PROPN;ANIM;NOM;MASC;SG	
філіп	philip	філіп	philip	PROPN;ANIM;NOM;MASC;SG	
філіп	filip	філіп	filip	PROPN;ANIM;NOM;MASC;SG	
оцінка	minősítési	оцінка	minősítési	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
оцінка	becslési	оцінка	becslési	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
оцінка	becsült	оцінка	becsül	N;INAN;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
низки	ókor	низка	ókor	N;INAN;GEN;FEM;SG	N;NOM;SG
погляди	megtekintés	погляд	megtekintés	N;INAN;NOM;MASC;PL	N;NOM;SG
повне	full	повний	full	ADJ;NOM;NEUT;SG	
повне	teljes	повний	teljes	ADJ;NOM;NEUT;SG	
пік	piz	пік	piz	N;INAN;NOM;MASC;SG	
пік	pik	пік	pik	N;INAN;NOM;MASC;SG	
пік	csúcs	пік	csúcs	N;INAN;NOM;MASC;SG	
необхідні	szükséges	необхідний	szükséges	ADJ;NOM;PL	ADJ;NOM;SG
необхідні	szükséges	необхідний	szükséges	ADJ;NOM;PL	ADJ;NOM;SG
дали	adta	дати	ad	V;PFV;IND;PL;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
дали	adott	дати	ad	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
літературний	irodalmi	літературний	irodalmi	ADJ;NOM;MASC;SG	
комах	rovarok	комаха	rovar	N;ANIM;ACC;FEM;PL	N;NOM;PL
юлія	julia	юлія	julia	PROPN;ANIM;NOM;FEM;SG	
юлія	júlia	юлія	júlia	PROPN;ANIM;NOM;FEM;SG	N;NOM;SG
ріо	rio	ріо	rio		
ріо	río	ріо	río		PROPN;NOM;SG
